English,Bengali
disable,নিষ্ক্রিয়
disabling signal,অক্ষম সংকেত
disconnect,সংযোগ বিচ্ছিন্ন
discrete,বিযুক্ত
disk,ডিস্ক
disk address,ডিস্ক ঠিকানা
disk array,ডিস্ক অ্যারে
disk capacity,ডিস্ক ক্ষমতা
disk drive,তথ্য ধারণ করে যে চাকতি
disk file,ডিস্ক ফাইল
disk memory,ডিস্ক মেমরি
disk operating system (DOS),ডিস্ক অপারেটিং সিস্টেম (DOS)
disk pack,ডিস্ক প্যাক
disk server,ডিস্ক সার্ভার
disk storage,ডিস্ক স্টোরেজ
diskette,ডিস্কেট
display file,প্রদর্শন ফাইল
display image,প্রদর্শন চিত্র
disposal,নিষ্পত্তি
distance,দূরত্ব
distance function,দূরত্ব ফাংশন
distortion,বিকৃতি
distributed,বিতরণ করা
distributed data,বিতরণ করা তথ্য
distributed server,বিতরণ করা সার্ভার
distributed system,বিতরণ ব্যবস্থা
distributive,বিতরণকারী
document,নথি
document retrieved,নথি উদ্ধার করা হয়েছে
document window,নথি উইন্ডো
documentation,ডকুমেন্টেশন
domain,ডোমেইন
domain name,ডোমেন নাম
dot matrix printer,ডট ম্যাট্রিক্স প্রিন্টার
down,নিচে
down link,ডাউন লিঙ্ক
down loading,ডাউন লোড হচ্ছে
down time,ডাউন সময়
dragging,টেনে আনা
DRAM (dynamic RAM),DRAM (গতিশীল RAM)
drift,প্রবাহ
driver,ড্রাইভার
drop,ড্রপ
drop down list box,ড্রপ ডাউন তালিকা বাক্স
drum drive,ড্রাম ড্রাইভ
drum printer,ড্রাম প্রিন্টার
drum unit,ড্রাম ইউনিট
dual,দ্বৈত
dual density,দ্বৈত ঘনত্ব
dummy address,ডামি ঠিকানা
dump,ডাম্প
duplex circuit,ডুপ্লেক্স সার্কিট
duplexing,ডুপ্লেক্সিং
duplicate,নকল
DVD R/W,ডিভিডি R/W
DVD ROM,ডিভিডি রম
dynamic instruction,গতিশীল নির্দেশ
dynamic memory,গতিশীল মেমরি
dynamics,গতিবিদ্যা
EBCDIC,ইবিসিডিআইসি
e-business,ই-ব্যবসা
echo,প্রতিধ্বনি
e-commerce,ই-কমার্স
edit,সম্পাদনা
editor,সম্পাদক
educational technology,শিক্ষাবিষয়ক প্রযুক্তি
EEP rom,ইইপি রম
effective address (floating address),কার্যকর ঠিকানা (ভাসমান ঠিকানা)
effective operand address,কার্যকর অপারেন্ড ঠিকানা
effective procedure,কার্যকর পদ্ধতি
effective UID (user identification),কার্যকর ইউআইডি (ব্যবহারকারী সনাক্তকরণ)
efffective transmission operand,কার্যকরী ট্রান্সমিশন অপারেন্ড
eight-bit byte,আট-বিট বাইট
e-learning,ই-লার্নিং
election-algirthm,নির্বাচন-সংলগ্নতা
electric mailing (e-mail),বৈদ্যুতিক মেইলিং (ই-মেইল)
electric printer,বৈদ্যুতিক প্রিন্টার
electrical accounting machine,বৈদ্যুতিক অ্যাকাউন্টিং মেশিন
electronic,বৈদ্যুতিক
electronic clearance system (ECS),ইলেকট্রনিক ক্লিয়ারেন্স সিস্টেম (ECS)
electronic data interchange (EDI),ইলেকট্রনিক ডেটা ইন্টারচেঞ্জ (EDI)
electronic data processing,ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ
electronic filing,ইলেকট্রনিক ফাইলিং
electronic funds transfer System (EFTS),ইলেকট্রনিক ফান্ড ট্রান্সফার সিস্টেম (EFTS)
electronic journals,ইলেকট্রনিক জার্নাল
electronic publishing,ইলেকট্রনিক প্রকাশনা
electronic switch,ইলেকট্রনিক সুইচ
element,উপাদান
e-mail,ই-মেইল
e-mail address,ই-মেইল ঠিকানা
embedded system,এমবেডেড সিস্টেম
embedding,এমবেডিং
emitter couple logic (ECL),ইমিটার কাপল লজিক (ইসিএল)
empty stack,খালি স্ট্যাক
empty string,খালি স্ট্রিং
emulation,অনুকরণ
encapsulation,encapsulation
encipher,এনসিফার
encode,এনকোড
encoder,এনকোডার
encrepted data,এনক্রিপ্ট করা তথ্য
encripting file system,এনক্রিপ্টিং ফাইল সিস্টেম
encryption,জোড়া লাগানো
end of block,ব্লকের শেষ
end of file (EOF),ফাইলের শেষ (EOF)
end-user,শেষ ব্যবহারকারী
enter,প্রবেশ করা
enter-key,এন্টার কী
enterprise server,এন্টারপ্রাইজ সার্ভার
enterprise system,এন্টারপ্রাইজ সিস্টেম
entity,সত্তা
entity-relationship,সত্তা-সম্পর্ক
entry time,প্রবেশের সময়
entry variable,এন্ট্রি ভেরিয়েবল
enumerable,গণনাযোগ্য
environment,পরিবেশ
epoch,যুগ
EPROM,EPROM
epsilon closure,epsilon বন্ধ
equalizer,সমানকারী
equipment,সরঞ্জাম
equivalence class,সমতা শ্রেণী
equivalence relation,সমতা সম্পর্ক
erase,মুছে ফেলা
error correcting code,ত্রুটি সংশোধন কোড
error correction,ত্রুটি সংশোধন
error detection,ত্রুটি সনাক্তকরণ
error handling,শিল্প খাত
error message,ভুল বার্তা
error rate,ত্রুটি হার
error recovery,ত্রুটি পুনরুদ্ধার
error routine,ত্রুটির রুটিন
escape character,পালাবার চরিত্র
ethernet,ইথারনেট
event,ঘটনা
event chain,ইভেন্ট চেইন
event control,ঘটনা নিয়ন্ত্রণ
event counter,ইভেন্ট কাউন্টার
exception handling,ব্যতিক্রম হ্যান্ডলিং
exchangeable disk storage,বিনিময়যোগ্য ডিস্ক স্টোরেজ
exclusion,বর্জন
exclusive Or (XOR),একচেটিয়া বা (XOR)
executable program,এক্সিকিউটেবল প্রোগ্রাম
executive statement,নির্বাহী বিবৃতি
exhaustive search,সম্পূর্ণ অনুসন্ধান
exist,বিদ্যমান
exit,প্রস্থান
expert system,দক্ষ পদ্ধতি
expression,অভিব্যক্তি
extended graphic array (XGA),বর্ধিত গ্রাফিক অ্যারে (XGA)
extended industry standard (EIS),বর্ধিত শিল্প মান (EIS)
extended machine,বর্ধিত মেশিন
extended memory,বর্ধিত মেমরি
extended precision,বর্ধিত নির্ভুলতা
extended sorting,বর্ধিত বাছাই
external call,বাহ্যিক কল
external error,বাহ্যিক ত্রুটি
external function,বাহ্যিক ফাংশন
external interrupt,বাহ্যিক বাধা
external memory,বাহ্যিক স্মৃতি
external memory,বাহ্যিক স্মৃতি
external modem,বাহ্যিক মডেম
external reference,বাহ্যিক রেফারেন্স
external searching,বাহ্যিক অনুসন্ধান
external storage device,বাহ্যিক স্টোরেজ ডিভাইস
extraction,নিষ্কাশন
extrapolation,এক্সট্রাপোলেশন
face-character printer,মুখ-চরিত্রের প্রিন্টার
fail-safe operation,ব্যর্থ-নিরাপদ অপারেশন
failure rate,ব্যর্থতার হার
failure recovery,ব্যর্থতা পুনরুদ্ধার
false code,মিথ্যা কোড
false error,মিথ্যা ত্রুটি
fan-in,ফ্যান-ইন
fan-out,ফ্যান-আউট
fascimile I/O device,ফ্যাসিমাইল I/O ডিভাইস
fast fourier transform (FFT),ফাস্ট ফোরিয়ার ট্রান্সফর্ম (FFT)
fatal error,মারাত্মক ত্রুটি
fault detection,ত্রুটি সনাক্তকরণ
fault diagnosis,ত্রুটি নির্ণয়
fault tolerance,দোষ সহনশীলতা
fax,ফ্যাক্স
fax message,ফ্যাক্স বার্তা
FDC,এফডিসি
feature detection,বৈশিষ্ট্য সনাক্তকরণ
feed cycle,ফিড চক্র
feedback,প্রতিক্রিয়া
feeder,ফিডার
fetch,আনা
fibonacci search,ফিবোনাচি অনুসন্ধান
fibonacci sequence,ফিবোনাচি ক্রম
fibonacci series,ফিবোনাচি সিরিজ
fibre optics,ফাইবার অপটিক
fido net,ফিডো নেট
field,ক্ষেত্র
fifth generation computers,পঞ্চম প্রজন্মের কম্পিউটার
file,ফাইল
file access method,ফাইল অ্যাক্সেস পদ্ধতি
file allocation table,ফাইল বরাদ্দ টেবিল
file compression,ফাইল কম্প্রেশন
file copying,ফাইল কপি করা
file layout,ফাইল বিন্যাস
file merge,ফাইল মার্জ
file recovery,ফাইল পুনরুদ্ধার
file storage,ফাইল স্টোরেজ
file structure,ফাইল গঠন
file system,নথি ব্যবস্থা
file transfer,ফাইল স্থানান্তর
file transfer protocol (FTP),ফাইল ট্রান্সফার প্রোটোকল (FTP)
filter,ছাঁকনি
final state,চূড়ান্ত অবস্থা
find,অনুসন্ধান
finite state machine,সসীম রাষ্ট্র মেশিন
fire wall,আগুন প্রাচীর
firmware,ফার্মওয়্যার
first come first serve,আগে আসলে আগে পাবেন
first generation computer,প্রথম প্রজন্মের কম্পিউটার
first in first out (FIFO),ফার্স্ট ইন ফার্স্ট আউট (ফিফো)
first order logic,প্রথম আদেশ যুক্তি
first order theory,প্রথম আদেশ তত্ত্ব
fixed partition,স্থির পার্টিশন
flag,পতাকা
flexible disk,নমনীয় ডিস্ক
floppy disk,ফ্লপি ডিস্ক
flopy disk drive (Fdd),ফ্লপি ডিস্ক ড্রাইভ (এফডিডি)
flow chart,ফ্লো চার্ট
flow of control,নিয়ন্ত্রণ প্রবাহ
flush,ফ্লাশ
folder,ফোল্ডার
font,ফন্ট
font family,ফন্ট পরিবার
foreign key,বিদেশী চাবি
form,ফর্ম
formal language,অানুষ্ঠানিক ভাষা
formal system,আনুষ্ঠানিক ব্যবস্থা
format,বিন্যাস
formatting,বিন্যাস
fortran,ফরট্রান
fortran programming,ফরট্রান প্রোগ্রামিং
forward slash,ফরোয়ার্ড স্ল্যাশ
fourth generation computer,চতুর্থ প্রজন্মের কম্পিউটার
fragment,টুকরা
frame,ফ্রেম
free net,বিনামূল্যে নেট
free software foundation,ফ্রি সফটওয়্যার ফাউন্ডেশন
free storage,বিনামূল্যে সঞ্চয়স্থান
freeware,বিনামূল্যের
front end,সামনের অংশ
front panel,সম্মুখ প্যানেল
function,ফাংশন
function key,ফাংশন কী
function reference,ফাংশন রেফারেন্স
functional dependency,কার্যকরী নির্ভরতা
functional testing,কার্যকরী পরীক্ষা
fuzzy logic,ঝাপসা যুক্তিবিজ্ঞান
fuzzy set,ঝাপসা সেট
gain,লাভ করা
game tree,খেলা গাছ
gap character,ফাঁক চরিত্র
garbage,আবর্জনা
garbage collection,আবর্জনা সংগ্রহ
garbage collection,আবর্জনা সংগ্রহ
garbage in garbage out (GIGO),আবর্জনার মধ্যে আবর্জনা আউট (GIGO)
gate,গেট
gateway,প্রবেশপথ
general program,সাধারণ প্রোগ্রাম
general program,সাধারণ প্রোগ্রাম
general purpose computer,সাধারণ উদ্দেশ্য কম্পিউটার
general purpose computer,সাধারণ উদ্দেশ্য কম্পিউটার
general register,সাধারণ রেজিস্টার
generalization,সাধারণীকরণ
generalization,সাধারণীকরণ
general-purpose language,সাধারণ-উদ্দেশ্য ভাষা
general-purpose operating sysem,সাধারণ উদ্দেশ্য অপারেটিং সিস্টেম
general-purpose regisgter,সাধারণ-উদ্দেশ্য নিবন্ধক
generated error,উৎপন্ন ত্রুটি
generating function,উৎপন্ন ফাংশন
generic class,জেনেরিক ক্লাস
generic function,জেনেরিক ফাংশন
generic name,জেনেরিক নাম
gigo,গিগো
global,বিশ্বব্যাপী
global code,গ্লোবাল কোড
global lock,গ্লোবাল লক
global network,বিশ্বব্যাপী নেটওয়ার্ক
global network,বিশ্বব্যাপী নেটওয়ার্ক
global user,বিশ্বব্যাপী ব্যবহারকারী
global variable,বিশ্ব পরিবর্তনশীল
globalisation,বিশ্বায়ন
gopher,গোফার
gopher client,গোফার ক্লায়েন্ট
gopher server,গোফার সার্ভার
gopher site,গোফার সাইট
gopher space,গোফার স্থান
graceful degradation,সাবলীল পতন
grammar checker,ব্যাকরণ পরীক্ষক
grammar graceful exit,ব্যাকরণ মার্জিত প্রস্থান
grand total,সর্বমোট
graph,চিত্রলেখ
graph plotting,গ্রাফ প্লটিং
graphic character,গ্রাফিক চরিত্র
graphic controller,গ্রাফিক নিয়ামক
graphic data structure,গ্রাফিক তথ্য কাঠামো
graphic display program,গ্রাফিক ডিসপ্লে প্রোগ্রাম
graphic display resolution,গ্রাফিক ডিসপ্লে রেজোলিউশন
graphic language,গ্রাফিক ভাষা
graphic language,গ্রাফিক ভাষা
graphic panel,গ্রাফিক প্যানেল
graphical animation,গ্রাফিকাল অ্যানিমেশন
graphical interface format (GIF),গ্রাফিক্যাল ইন্টারফেস ফরম্যাট (GIF)
graphical user interface (GUI),গ্রাফিক্যাল ইউজার ইন্টারফেস (GUI)
graphics,গ্রাফিক্স
graphics application,গ্রাফিক্স অ্যাপ্লিকেশন
graphics cursor,গ্রাফিক্স কার্সার
graphics mode,গ্রাফিক্স মোড
graphics package,গ্রাফিক্স প্যাকেজ
graphics software,গ্রাফিক্স সফটওয়্যার
graphics software,গ্রাফিক্স সফটওয়্যার
graphics software package,গ্রাফিক্স সফটওয়্যার প্যাকেজ
gray scale,ধূসর স্কেল
greedy method,লোভী পদ্ধতি
grep,grep
grid,গ্রিড
grid chart,গ্রিড চার্ট
grid computing,গ্রিড কম্পিউটিং
grid modulation,গ্রিড মড্যুলেশন
ground wave,স্থল তরঙ্গ
group,দল
group address,গ্রুপ ঠিকানা
group code,শঙ্ঘবদ্ধ কোড
group communication,গ্রুপ যোগাযোগ
group communication,গ্রুপ যোগাযোগ
group identification,গ্রুপ সনাক্তকরণ
group name,দলের নাম
groupware,গ্রুপওয়্যার
growth,বৃদ্ধি
guard,প্রহরী
guided media,নির্দেশিত মিডিয়া
gunzip,বন্দুক
hack,টাট্টু
hacker,হ্যাকার
hacker's dictionary,হ্যাকারের অভিধান
half adder,অর্ধেক যোগকারী
half bridge,অর্ধেক সেতু
half duplex,অর্ধেক দ্বৈত
half duplex line,হাফ ডুপ্লেক্স লাইন
half duplex mode,হাফ ডুপ্লেক্স মোড
half intensity,অর্ধেক তীব্রতা
half router,অর্ধেক রাউটার
half subtracter,অর্ধেক বিয়োগকারী
half toning,অর্ধেক টোনিং
half word,অর্ধেক শব্দ
hamiltonious cycle,বন্ধুত্বপূর্ণ চক্র
hamming code,হ্যামিং কোড
hand,হাত
hand copy,হাত কপি
handle,হাতল
handling,হ্যান্ডলিং
hang,স্তব্ধ
happy net,সুখী নেট
hard copy device,হার্ড কপি ডিভাইস
hard disk,হার্ড ডিস্ক
hard disk crash,হার্ড ডিস্ক ক্র্যাশ
hard error,কঠিন ত্রুটি
hardware flow control,হার্ডওয়্যার প্রবাহ নিয়ন্ত্রণ
harmonic,সুরেলা
harmonic mean,সুরেলা গড়
hash,হ্যাশ
hash diagram,হ্যাশ ডায়াগ্রাম
hash table,হ্যাশ টেবিল
hashing technique,হ্যাশিং কৌশল
header,হেডার
heap,গাদা
heap sort,গাদা সাজানোর
help,সাহায্য
help screen,সাহায্য পর্দা
helpnet,হেল্পনেট
hertz,হার্টজ
heuristic,হিউরিস্টিক
heuristic method,হিউরিস্টিক পদ্ধতি
hexadecimal numbers,হেক্সাডেসিমেল সংখ্যা
hidden line,লুকানো লাইন
hierarchical data base,অনুক্রমিক ডেটা বেস
hierarchical file system,অনুক্রমিক ফাইল সিস্টেম
hierarchical topography,অনুক্রমিক টপোগ্রাফি
high level language,উচ্চ স্তরের ভাষা
high memory area,উচ্চ মেমরি এলাকা
high performance,উচ্চ পারদর্শিতা
hit,আঘাত
hit rate,লক্ষ্যভেদ হার
hit ratio,আক্রমণ অনুপাত
hole,গর্ত
home directory,হোম ডিরেক্টরি
home page,হোম পেজ
homogeneous coordinate,সমজাতীয় স্থানাঙ্ক
hop,খোঁড়ান
hop count,হপ গণনা
horn,শিং
host computer,হোস্ট কম্পিউটার
host computer,হোস্ট কম্পিউটার
host language,হোস্ট ভাষা
hot key,গরম চাবি
hyper text markup language (HTML),হাইপার টেক্সট মার্কআপ ভাষা (HTML)
hypothesis,অনুমান
I pod,আমি পোদ
I/O buffer,I/O বাফার
I/O port,I/O পোর্ট
I/O unit,I/O ইউনিট
identifier,শনাক্তকারী
identity,পরিচয়
image,ইমেজ
image sensor,ছবি সনাক্তকারী যন্ত্র
impact printer,প্রভাব প্রিন্টার
impedence,প্রতিবন্ধকতা
imperative programme language,অপরিহার্য প্রোগ্রাম ভাষা
imperative statement,অপরিহার্য বিবৃতি
implicit address,অন্তর্নিহিত ঠিকানা
impossible event,অসম্ভব ঘটনা
inactive node,নিষ্ক্রিয় নোড
inconsistency,অসঙ্গতি
increment,বৃদ্ধি
index,সূচক
index data item,সূচক ডেটা আইটেম
index file,ইনডেক্স ফাইল
index register,সূচক রেজিস্টার
index sequential,সূচক অনুক্রমিক
indexed addressing,সূচিবদ্ধ ঠিকানা
indexed language,সূচিবদ্ধ ভাষা
indexed sequence file,ইনডেক্সড সিকোয়েন্স ফাইল
indexed sequential sccess method (ISAM),সূচীকৃত অনুক্রমিক স্কেস পদ্ধতি (ISAM)
indirect addressing,পরোক্ষ সম্বোধন
Informatics,তথ্যবিদ্যা
Information,তথ্য
information bit,তথ্য বিট
information management,তথ্য ব্যবস্থাপনা
information management system (IMS),তথ্য ব্যবস্থাপনা সিস্টেম (IMS)
information retrieval,তথ্য আহরণ
information system,তথ্য পদ্ধতি
information technology (IT),তথ্য প্রযুক্তি (আইটি)
infrastructure management,অবকাঠামো ব্যবস্থাপনা
Inheritance,উত্তরাধিকার
inherited error,উত্তরাধিকারসূত্রে প্রাপ্ত ত্রুটি
Initial,প্রাথমিক
initial address,প্রাথমিক ঠিকানা
initial state,প্রারম্ভিক অবস্থা
Initialization,আরম্ভ
ink jet printer,ইঙ্কজেট প্রিন্টার
Innumerable,অসংখ্য
i-node table,i-নোড টেবিল
inoperable time,অকার্যকর সময়
input buffer register,ইনপুট বাফার রেজিস্টার
input output processor (I/O processor),ইনপুট আউটপুট প্রসেসর (I/O প্রসেসর)
input output register (I/O register),ইনপুট আউটপুট রেজিস্টার (I/O রেজিস্টার)
input output statement (I/O statement),ইনপুট আউটপুট বিবৃতি (I/O বিবৃতি)
input/output (I/O),ইনপুট/আউটপুট (I/O)
input/output buffer (I/O buffer),ইনপুট/আউটপুট বাফার (I/O বাফার)
input/output device (I/O device),ইনপুট/আউটপুট ডিভাইস (I/O ডিভাইস)
Insert,ঢোকান
insertion sort,সন্নিবেশ বাছাই
installation time,ইনস্টলেশন সময়
Instance,দৃষ্টান্ত
Instruction,নির্দেশ
instruction counter,নির্দেশ কাউন্টার
instruction cycle,নির্দেশ চক্র
instruction set,নির্দেশনাবলী
integer programming,পূর্ণসংখ্যা প্রোগ্রামিং
integer variable,পূর্ণসংখ্যা পরিবর্তনশীল
integrated modem,ইন্টিগ্রেটেড মডেম
integrated services digital network (ISDN),ইন্টিগ্রেটেড সার্ভিস ডিজিটাল নেটওয়ার্ক (ISDN)
Integrity,অখণ্ডতা
intelligent controller,বুদ্ধিমান নিয়ামক
intelligent terminal,বুদ্ধিমান টার্মিনাল
inter block,আন্তঃ ব্লক
inter block gap,আন্তঃ ব্লক ফাঁক
inter communication system,আন্তঃযোগাযোগ ব্যবস্থা
Interaction,মিথষ্ক্রিয়া
interactive graphics,ইন্টারেক্টিভ গ্রাফিক্স
interactive keyboard printer,ইন্টারেক্টিভ কীবোর্ড প্রিন্টার
intercom service,ইন্টারকম পরিষেবা
Interface,ইন্টারফেস
Interleaving,ইন্টারলিভিং
intermediate buffer,মধ্যবর্তী বাফার
internal block,অভ্যন্তরীণ ব্লক
internal communication,অভ্যন্তরীণ যোগাযোগ
internal fragmentation,অভ্যন্তরীণ বিভাজন
internal memory,অভ্যন্তরীণ মেমরি
internal sort,অভ্যন্তরীণ সাজানোর
internal timer,অভ্যন্তরীণ টাইমার
international organization for standardization (ISO),প্রমিতকরণের জন্য আন্তর্জাতিক সংস্থা (ISO)
international technical support organization,আন্তর্জাতিক প্রযুক্তিগত সহায়তা সংস্থা
Internet,ইন্টারনেট
internet engineering task force (IETF),ইন্টারনেট ইঞ্জিনিয়ারিং টাস্ক ফোর্স (IETF)
internet explorer,ইন্টারনেট এক্সপ্লোরার
internet hunt,ইন্টারনেট হান্ট
internet monthly report,ইন্টারনেট মাসিক রিপোর্ট
internet packet exchange,ইন্টারনেট প্যাকেট বিনিময়
internet protocol (IP),ইন্টারনেট প্রোটোকল (আইপি)
internet protocol remove (IP),ইন্টারনেট প্রোটোকল রিমুভ (আইপি)
internet relay chat (IRC),ইন্টারনেট রিলে চ্যাট (IRC)
internet service provider,ইন্টারনেট সেবা প্রদানকারী
internet services list,ইন্টারনেট পরিষেবা তালিকা
internet society,ইন্টারনেট সমাজ
internet tools,ইন্টারনেট টুল
internet working,ইন্টারনেট কাজ করে
internet working,ইন্টারনেট কাজ করে
Interpolation,ইন্টারপোলেশন
Interpret,ব্যাখ্যা করুন
Interpreter,দোভাষী
interprocess communication,আন্তঃপ্রক্রিয়া যোগাযোগ
Interrupt,বাধা
interrupt handler,বাধা হ্যান্ডলার
interrupt mask,বাধা মাস্ক
interrupt signal,বাধা সংকেত
interrupt vector,বাধা ভেক্টর
Interruption,বাধা
Intersect,ছেদ
Intranet,ইন্ট্রানেট
Invariant,অপরিবর্তনীয়
inventory master file,ইনভেন্টরি মাস্টার ফাইল
inverse multiplexer,বিপরীত মাল্টিপ্লেক্সার
inverse scanning,বিপরীত স্ক্যানিং
inverted file,উল্টানো ফাইল
inverted list file,উল্টানো তালিকা ফাইল
inverted page table,উল্টানো পৃষ্ঠা টেবিল
Inverter,বৈদ্যুতিন সংকেতের মেরু বদল
internet working,ইন্টারনেট কাজ করে
Interpolation,ইন্টারপোলেশন
Interpret,ব্যাখ্যা করুন
Interpreter,দোভাষী
interprocess communication,আন্তঃপ্রক্রিয়া যোগাযোগ
Interrupt,বাধা
interrupt handler,বাধা হ্যান্ডলার
interrupt mask,বাধা মাস্ক
interrupt signal,বাধা সংকেত
interrupt vector,বাধা ভেক্টর
Interruption,বাধা
Intersect,ছেদ
Intranet,ইন্ট্রানেট
Invariant,অপরিবর্তনীয়
inventory master file,ইনভেন্টরি মাস্টার ফাইল
inverse multiplexer,বিপরীত মাল্টিপ্লেক্সার
inverse scanning,বিপরীত স্ক্যানিং
inverted file,উল্টানো ফাইল
inverted list file,উল্টানো তালিকা ফাইল
inverted page table,উল্টানো পৃষ্ঠা টেবিল
Inverter,বৈদ্যুতিন সংকেতের মেরু বদল
job management,চাকরি ব্যবস্থাপনা
job oriented language,কাজ ভিত্তিক ভাষা
job priority,কাজের অগ্রাধিকার
job scheduling,কাজের সময়সূচী
job sequencing,কাজের সিকোয়েন্সিং
job table,কাজের টেবিল
join (JOIN),যোগ দিন (যোগ দিন)
joint photographic group (jpg),যৌথ ফটোগ্রাফিক গ্রুপ (jpg)
Journal,জার্নাল
joy stick,আনন্দ লাঠি
Judgement,বিচার
Jump,ঝাঁপ দাও
jump instruction,লাফের নির্দেশ
Jumper,জাম্পার
Junction,জংশন
Junk,আবর্জনা
Justification,ন্যায্যতা
k bytes,k বাইট
karnaugh map,karnaugh মানচিত্র
karnaugh map,karnaugh মানচিত্র
KB (Kilo Byte),KB (কিলো বাইট)
Kernel,কার্নেল
kernel mode,কার্নেল মোড
Kerning,কার্নিং
Key,চাবি
key board,কী বোর্ড
key bounce,কী বাউন্স
key click,কী ক্লিক করুন
key compression,কী কম্প্রেশন
key disk,কী ডিস্ক
key encryption,কী এনক্রিপশন
key field,কী ক্ষেত্র
key file,কী ফাইল
key frame,কী ফ্রেম
key management,প্রকৃত ব্যবস্থাপনা
key pad,কী প্যাড
key pad,কী প্যাড
key phrase,মূল বাক্যাংশ
key pulse,কী পালস
key punch,কী পাঞ্চ
key sorting,কী বাছাই
key stroke,কী স্ট্রোক
key to address transformation,ঠিকানা রূপান্তরের চাবিকাঠি
key to disk,ডিস্কের চাবি
key to floppy,ফ্লপির চাবি
key to tape,টেপের চাবি
key word,মূল শব্দ
Kick,লাথি
Kill,হত্যা
Kilobit,কিলোবিট
Knots,নটস
knowledge based information services,জ্ঞান ভিত্তিক তথ্য সেবা
knowledge discovery,জ্ঞান আবিষ্কার
knowledge discovery database (KDD),জ্ঞান আবিষ্কার ডাটাবেস (KDD)
knowledge engineering,জ্ঞান প্রকৌশল
knowledge management,জ্ঞান ব্যবস্থাপনা
knowledge worker,জ্ঞান কর্মী
Lan adapter,ল্যান অ্যাডাপ্টার
Lan server,ল্যান সার্ভার
LAN workplace,LAN কর্মক্ষেত্র
Landscape,ল্যান্ডস্কেপ
Landscape,ল্যান্ডস্কেপ
Language,ভাষা
language interpreter,ভাষা দোভাষী
language processor,ভাষা প্রসেসর
language translator,ভাষা অনুবাদক
Laptop,ল্যাপটপ
large scale integration (lsi),বড় আকারের একীকরণ (এলএসআই)
large scale integration (LSI),বড় আকারের ইন্টিগ্রেশন (LSI)
Laser,লেজার
laser printer,লেজার প্রিন্টার
last in first out (LIFO),লাস্ট ইন ফার্স্ট আউট (LIFO)
Layer,স্তর
Layout,লেআউট
Leaf,পাতা
leaf node,পাতার নোড
leaf site,পাতার সাইট
Lease,ইজারা
leased channel,লিজড চ্যানেল
leased line,লিজড লাইন
least significant bit (lsb),সর্বনিম্ন উল্লেখযোগ্য বিট (lsb)
least significant digit,অন্তত উল্লেখযোগ্য সংখ্যা
legacy system,উত্তরাধিকার ব্যবস্থা
Lemma ,লেমা
letter quality (LQ),চিঠির মান (LQ)
Lexeme,লেক্সেম
Lexicography,লেক্সিকোগ্রাফি
Library,লাইব্রেরি
library program,লাইব্রেরি প্রোগ্রাম
library sub-routine,লাইব্রেরি সাব-রুটিন
licence agrement,লাইসেন্স চুক্তি
light emitter diode (LED),লাইট ইমিটার ডায়োড (এলইডি)
light gun,হালকা বন্দুক
light pen,হালকা কলম
line adapter,লাইন অ্যাডাপ্টার
line editing,লাইন সম্পাদনা
line printer,লাইন প্রিন্টার
Linear,রৈখিক
lines per minute (LPM),লাইন প্রতি মিনিট (LPM)
Link,লিঙ্ক
linked list,যোজিত তালিকা
LINUX,লিনাক্স
liquid crystal display (LCD),লিকুইড ক্রিস্টাল ডিসপ্লে (LCD)
list processing,তালিকা প্রক্রিয়াকরণ
Literal,আক্ষরিক
Live,লাইভ দেখান
live node,লাইভ নোড
Load,ভার
load module,লোড মডিউল
Local,স্থানীয়
local access,স্থানীয় অ্যাক্সেস
local area network (Lan),স্থানীয় এলাকা নেটওয়ার্ক (ল্যান)
local definition,স্থানীয় সংজ্ঞা
local exchange,স্থানীয় বিনিময়
local memory,স্থানীয় স্মৃতি
local mode,স্থানীয় মোড
local variable,স্থানীয় পরিবর্তনশীল
Lock,তালা
locked file,লক করা ফাইল
log in=log on,লগ ইন = লগ ইন করুন
log off-log out,লগ অফ-লগ আউট
Logging,লগিং
logic analyser,যুক্তি বিশ্লেষক
logic bomb,যুক্তি বোমা
logic card,লজিক কার্ড
logic chart (flow chart),লজিক চার্ট (ফ্লো চার্ট)
logic circuit,লজিক সার্কিট
logic design,লজিক ডিজাইন
logic diagram,লজিক ডায়াগ্রাম
logic flow chart,লজিক ফ্লো চার্ট
logic function,লজিক ফাংশন
logic gate,লজিক গেট
logic programming,লজিক প্রোগ্রামিং
logic shift,যুক্তির পরিবর্তন
logic state,যুক্তি অবস্থা
logic switch,লজিক সুইচ
logic unit,লজিক ইউনিট
Logical,যৌক্তিক
logical connection,যৌক্তিক সংযোগ
logical data structure,যৌক্তিক তথ্য কাঠামো
logical diagram,লজিক্যাল ডায়াগ্রাম
logical expression,যৌক্তিক অভিব্যক্তি
logical flow chart (flow chart),লজিক্যাল ফ্লো চার্ট (ফ্লো চার্ট)
logical IF,যৌক্তিক IF
logical operation,যৌক্তিক অপারেশন
logical operator,লজিক্যাল অপারেটর
logical relation,যৌক্তিক সম্পর্ক
logical scheme,যৌক্তিক স্কিম
logical symbol,যৌক্তিক প্রতীক
logical type,লজিক্যাল টাইপ
logical value,যৌক্তিক মান
logical variable,যৌক্তিক পরিবর্তনশীল
look ahead carry,এগিয়ে তাকান বহন
