Malayalam,Hindi
ഹൈഡ്രോമോർഫിക് മണ്ണ്,जलकृत मृदा
ഹൈഡ്രോഫിലിക് കൊളോയിഡ്,जलरागी कोलाइड
ഹൈഡ്രോഫോബിക് കൊളോയിഡ്,जलविरागी कोलाइड
ഹൈഡ്രോസ്റ്റാറ്റിക് മർദ്ദം അനുപാതം,स्थिरद्रवीय दाब अनुपात
ഹൈഗ്രോസ്കാപ്റ്റിക് ഗുണകം,आद्रताग्रही गुणांक
ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം,आद्रताग्राही नमी
ഹൈഡ്രോസ്കോപ്പിസിറ്റി,आर्द्रताग्राहिता
ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം,आर्द्रताग्राही नमी
ഹൈപ്പർബാറിക് ചേംബർ,हाईपरबैरिक कक्ष
ഹൈപ്പർസ്റ്റാറ്റിക് ഫ്രെയിം,अपेक्षाधिक ढाँचा
ഹൈപ്സോമീറ്റർ,जलक्वथनांकमापी
പ്രകാശം,प्रदीप्ति
ഇംബിബേഷൻ ഈർപ്പം,अंतःशोषणी आर्द्रता
പാകമാകാത്ത മണ്ണ്,अपूर्ण परिणत मृदा
പിടിച്ചെടുത്ത ഡോക്ക്,अवरुद्ध गोदी
ഭൂമിയുടെ വരുമാനം വർദ്ധിപ്പിക്കുക,भू आय वृद्धि
സ്വതന്ത്ര സ്കാർഫോൾഡ്,स्वतंत्र पाड़
ഇൻഡുറേറ്റഡ്,कठोरीकृत
പ്രാരംഭ പ്രിസ്ട്രെസ്,प्रारम्भिक पूर्व प्रतिबल
പ്രാരംഭ ടെൻഷൻ,प्रारम्भिक तनाव
ഉൾനാടൻ ജലപാത തുറമുഖം,अन्तर्देशी जलमार्ग पत्तन
ഇൻസുലേറ്റിംഗ് ബോർഡ്,विसंवाहन पट्ट
ഇന്റർമീഡിയറ്റ് പോർട്ട്,मध्यवर्ती पत्तन
ആന്തരിക ഘർഷണം,आन्तरिक धर्षण
ഇൻട്രാസോണൽ മണ്ണ്,अंतः क्षेत्रीय मृदा
അയോൺ,आयन
അയോൺ എക്സ്ചേഞ്ച്,आयन विनिमय
ഇരുമ്പ് പാൻ,लोह स्तर
ജലസേചന ഭൂമി,सिंचित भूमि
ജലസേചനം,सिंचाई
ജലസേചന സെസ്,सिंचाई उपकर
ജാംബ്,पाखा
ജോഗിൾ,गुज्झी
ജോഗിൾ പിൻ,संधि पिन
ജൂൾ,जूल
ജമ്പർ,जम्पर
കിലോഗ്രാം,किलोग्राम
കിലോഗ്രാം ശക്തി,किलोग्राम बल
കിലോഗ്രാം ഫോഴ്സ് മീറ്റർ,किलोग्राम बल मीटर
കിലോവാട്ട് മണിക്കൂർ,किलोवाट घण्टा
രാജാവ് അടച്ചുപൂട്ടൽ,नर डेली/किंग क्लोजर
അടുക്കള,रसोई
ലേസ്ഡ് കോളം,लेसित स्तम्भ
ലാഗിംഗ്,वेष्ठन
ലാമെല്ല റൂട്ട്,लमेला छत
ലാമിനാർ ഒഴുക്ക്,स्तरीय प्रवाह
വിളക്ക് ദ്വാരം,दीपछिद्र
ഭൂമി ശേഖരിക്കൽ,भूमि अभिवृद्धि
ലാൻഡ് സ്ലൈഡിംഗ്,भूस्खलन
ലാറ്ററൈറ്റ്,लैटेराइट
ലാറ്ററൈറ്റ് മണ്ണ്,लैटेराइट मृदा या लैटोसॉल
വലിയ സംഖ്യകളുടെ നിയമം,बृहत संख्या सिद्धांत
ലേഔട്ട് പ്ലാൻ,अभिन्यास अनुविक्षप
ലെഡ്ജർ,पाड़-बेड़ा
നാരങ്ങ പാൻ,चूना तल
ലിന്റൽ,लिंटल
ദ്രാവക പരിധി,द्रव सीमा
ലൈവ് ലോഡ്,चल भार
പശിമരാശി,टुमट
പ്രാദേശിക എക്‌സ്‌ഹോസ്റ്റ് വെന്റിലേഷൻ,स्थानीय निर्वात संवातन
ലോക്കോ യാർഡ്,लोको यार्ड
ലോസ്,लोएस
കുറഞ്ഞ പ്ലാസ്റ്റിക് പരിധി,निम्न सुघट्यता सीमा
കുറഞ്ഞ ചൂട് സിമന്റ്,अल्प ऊष्मा सीमेंट
മെഷീൻ മോൾഡിംഗ്,यांत्रिक पथाई
മാക്രോസ്ട്രക്ചർ,स्थूल संरचना
പ്രധാന ഹെഡ് റെഗുലേറ്റർ,प्रमुख शीर्ष नियंत्रक
പ്രധാന തുറമുഖം,मुख्य पत्तन
മേക്കപ്പ് എയർ,पुनःपूर्तिवायु
മാൻസാർഡ്,मैनसई
മാർഷലിംഗ് യാർഡ്,मार्शलिंग यार्ड
കൊത്തുപണി,चिनाई
പക്വത താപനില,परिपाक तापक्रम
മെസാനൈൻ തറ,मध्य तल
മെക്കാനിക്കൽ വിശകലനം,यांत्रिक विश्लेषण
മെക്കാനിക്കൽ വെന്റിലേഷൻ,यांत्रिक संवातन
മെട്രിക് സിസ്റ്റം,मीटरी पद्धति
മൈക്രോസ്ട്രക്ചർ,सूक्ष्म संरचना
മില്ലി തുല്യം,मिली तुल्यांक
ഒരു ലിറ്ററിന് തുല്യമായ മില്ലി,मिली तुल्यांक प्रति लीटर
ധാതു,खनिज
ധാതു മണ്ണ്,खनिज मृदा
ചെറിയ തുറമുഖം,लघु पत्तन
മിട്രഡ് ക്ലോഷർ,कलमी डेली
മൊബൈൽ മണ്ണ് കൊളോയിഡ്,जल मृदा कोलाइड
ഈർപ്പത്തിന്റെ ഉള്ളടക്കം,आर्द्रतांश
ഈർപ്പം ഗ്രേഡിയന്റ്,आर्द्रता प्रवणता
മോണോലിത്ത്,मोनोलिथ/एकाश्म
മോണോറെയിൽ,मोनोरेल
നാഷണൽ ഹാർബർ കൗൺസിൽ,राष्ट्रीय पोताश्रय परिषद
സ്വാഭാവിക കിടക്ക,प्राकृतिक तल
സ്വാഭാവിക ഫിനിഷ്,प्राकृतिक परिष्कृति
സ്വാഭാവിക തുറമുഖം,प्राकृतिक पोताश्रय
സ്വാഭാവിക വെന്റിലേഷൻ,प्राकृतिक संवातन
നാവിക തുറമുഖം,जल सेना पोताश्रय
ന്യൂട്ടൺ,न्यूटन
ഏകീകൃതമല്ലാത്ത ഒഴുക്ക്,असम प्रवाह
ജലനിരക്ക് ഉൾക്കൊള്ളുന്നു,उपभोक्ता जल दर
ഓയിൽ പെയിന്റ്,तेल रंगलेप
എണ്ണ കിണർ സിമന്റ്,तेल कूप सीमेंट
ചാനൽ ഫ്ലോ തുറക്കുക,मुक्त पृष्ठ वाहिका प्रवाह
ഒപ്റ്റിമൽ ഈർപ്പം,अनुकूलतम आर्द्रता
ജൈവ മണ്ണ്,जैव मृदा
ഓറിയന്റേഷൻ,अभिविन्यास
ഓർത്തോഗണൽ,लाम्बिक
ഒർട്ട്സ്റ്റീൻ,ओर्टस्टीन
ബാഹ്യ സിഗ്നൽ,बाह्य सिगनल
ഓക്സിഡേഷൻ,ऑक्सीकरण
കലവറ,रसोई भण्डार
പാരപെറ്റ്,मुंडेेर
പാരപെറ്റ് മതിൽ,मुंडेर दीवार
പാരന്റ് മെറ്റീരിയൽ,मूल सामग्री
പെബിൾ കാസ്റ്റ് പ്ലാസ്റ്റർ,बजरी प्लास्टर
പെഡൽഫർ,पेडल्फर
പെഡോക്കൽ,पेडोकल
പെഡോജെനിസിസ്,मृदा उत्पत्ति
പെഡോളജി,मृदा रचना विज्ञान
പെഡോസ്ഫിയർ,मृदा मंडल
പെനെട്രോമീറ്റർ,वेधनमापी
പെന്റ് മേൽക്കൂര,छज्जा छत
പെപ്റ്റിസിംഗ് ഏജന്റ്,पाचक कर्मक
വിശകലന കാലയളവ്,विश्लेषण अवधि
പെർപെൻഡ്,खड़ा जोड़
പെർസോർപ്ഷൻ,आशोषण
പിയർ,प्रस्तम्भ
പിലാസ്റ്റർ,भित्ति स्तम्भ
പിച്ച്,ढाल/प्रवणता
പിച്ചിട്ട മേൽക്കൂര,ढालू छत
പ്ലെയിൻ കോൺക്രീറ്റ്,अप्रबलित कंक्रीट
തലം ആംഗിൾ,समतल कोण
സമതല മുറ്റം,समतल यार्ड
പ്ലാൻസോൾ,प्लानसॉल
പ്ലാസ്റ്റിക് സ്ഥിരത,सुघट्यता संसक्ति
പ്ലാസ്റ്റിറ്റി,पराप्रत्यास्थता
പ്ലാസ്റ്റിറ്റി സൂചിക,सुघट्यता सूचकांक
പ്ലാസ്റ്റിറ്റി പരിധി,सुघट्यता सीमा
പ്ലാസ്റ്റിറ്റി ശ്രേണി,सुघट्यता पिरसर
പ്ലാറ്റി ഘടന,पटली संरचना
സ്തംഭം,कुरसी
ഉഴുതുമണ്ണ്,हल मृदा
പ്ലം കല്ല്,प्लम पत्थर
പോഡ്സോൾ,पाडजोल
ചൂണ്ടിക്കാണിക്കുന്നു,टीप
ബഹുഭുജ മതിൽ,बहुकोणी दीवार
പോർ സ്പേസ്,रंध्र अवकाश
തുറമുഖം,पत्तन
പോസിറ്റീവ് വെന്റിലേഷൻ,प्रभावी संवातन
പുൽമേടുള്ള മണ്ണ്,प्रशाद्वल मृदा
കൃത്യത,परिशुद्धता
പ്രാഥമിക കണിക,प्राथमिक कण
പ്രിസ്മാറ്റിക് ഘടന,प्रिज्मीय संरचना
ഉൽപ്പാദനപരമായ ജോലി,उत्पादक कार्य
പദ്ധതിയുടെ ന്യായീകരണം,परियोजना औचित्य समर्थन
സംരക്ഷണ പ്രവർത്തനം,संरक्षक कार्य
കപട-മൈസീലിയം,आभासी माइसीलियम
പുഡിൽ,पडल
പഗ്ഗിംഗ്,रौंदना
പ്യൂമിസ്,झाँवा
പഞ്ച്യോൺ,थूनी
പാവ,पपेट
പുട്ട്ലോഗ്,कड़ी
പുട്ട്ലോഗ് സ്കാർഫോൾഡ്,धारण पल्लियों का पाड़
അളവ് തൂക്ക നിരീക്ഷകൻ,मात्रा सर्वेक्षक
ക്വാറി സ്രവം,खदान रस
കടവ,भित्ति घाट
രാജ്ഞി അടച്ചുപൂട്ടൽ,मादा डेली/क्वीन क्लोजर
ക്വോയിൻ,कोनिया
റാഫ്റ്റ് അടിത്തറ,रैफ्ट बेड़ा नींव
റാക്കർ,तिरछी टेक
റാക്കിംഗ്,रेकिंग
റാക്കിംഗ് ബോണ്ട്,तिरछी चाल
റാക്കിംഗ് ഫ്ലാഷിംഗ്,नति जलरोधी झिल्ली
അതിവേഗം മാറിക്കൊണ്ടിരിക്കുന്ന ഒഴുക്ക്,द्रुत परिवर्ती प्रवाह
വീണ്ടെടുക്കാവുന്ന പേയ്മെന്റ്,वसूलीयोग्य भुगतान
ചുവന്ന ഭൂമി,लाल मिट्टी
ചുവന്ന പശിമരാശി,लाल दुमट
റെഗുലേറ്റർ,नियंत्रक/रेगुलेटर
റെഗുർ അല്ലെങ്കിൽ കറുത്ത പരുത്തി മണ്ണ്,रेगर या काली कपासी मृदा
തിരിച്ചടവ് കരാർ,वापस भुगतान ठेका
ശേഷിക്കുന്ന ചുരുങ്ങൽ,अवशिष्ट संकुचन
ശേഷിക്കുന്ന മണ്ണ്,अवशिष्ट मृदा
വെളിപ്പെടുത്തുക,बाह्य पक्ष
പിൻ വെളിപ്പെടുത്തുക,बाह्य पक्ष पिन
സമനില വെളിപ്പെടുത്തുക,बाह्य पक्ष बंधक
റിഡ്ജ്,कूट
റിഡ്ജ് ക്യാപ്പിംഗ്,कूट मुंडेरी
നദി,नदी
റോഡ് സ്റ്റെഡ്,पोताश्रेय द्रोणों
പരുക്കൻ പ്ലാസ്റ്റർ,दानेदार प्लास्टर
അവശിഷ്ടങ്ങൾ,ढोंका
അവശിഷ്ടങ്ങൾ,ढोका चिनाई
അവശിഷ്ടങ്ങൾ ചുവരുകൾ,ढोंका भित्ति
റണ്ണിംഗ് മെഷർമെന്റ്,चालू मापन या मध्यवर्ती मापन
സുരക്ഷിതമായ വഹിക്കാനുള്ള ശേഷി,सुरक्षी धारण क्षमता/अनुमेय धारण क्षमता
ഉപ്പ് ഗ്ലേസ്,लवण परिष्कृति
സാമ്പിൾ വലിപ്പം,प्रतिदर्श आमाप
സാമ്പിൾ വിതരണം,प्रतिचयन वितरण
സാമ്പിൾ പിശക്,प्रतिचयन त्रुटि
മണല്,बाल
സാൻഡ് ഫിനിഷ്,बलुई परिष्कृति
മണൽ കൈ മോൾഡിംഗ്,रेत हस्त पथाई
സാൻഡിംഗ്,बालू घर्षण
പൂരിത മണ്ണ്,संतृप्त मृदा
പൂരിത മണ്ണ് പേസ്റ്റ്,संतृप्त मृदा लेई
സാച്ചുറേഷൻ എക്സ്ട്രാക്റ്റ്,संतृप्ति निष्कर्षण
സാച്ചുറേഷൻ ശതമാനം,संतृप्ति प्रतिशतता
സോസർ ഡോം,शराविका गुम्मद
സ്കാർഫോൾഡ്,पाड़
ഷിസ്റ്റ്,शिस्ट
കടൽ തുറമുഖം,समुद्री अथवा महासागरीय पत्तन
രഹസ്യ ഗട്ടർ,गुप्त वाहिका
രണ്ടാമത്,सेकन्ड
സെഡിമെന്റേഷൻ വിശകലനം,सादन विश्लेषण
അർദ്ധ കൃത്രിമ തുറമുഖം,सामि कृत्रिम पोताश्रय
സെമി ടൈഡൽ ഡോക്ക്,अर्द्ध-ज्वारीय गोदी
സെനൈൽ,जरावस्था
ഷെയ്ൽ,शेल
ഷീറ്റ് കൂമ്പാരം,चादरी पाइल
ചുരുങ്ങൽ പരിധി,संकुचन सीमा
ഷട്ടറിംഗ്,तख्ताबन्दी
സിയാലിറ്റിക് മണ്ണ്,सियालिटिक मृदा
സീറോസെം,सीरोजेम
സിൽ,देहली या सिल
ചെളി,साद
ഏക മാംസ രക്തം,इकहरी फ्लेमिश चाल
ഒറ്റ തരി ഘടന,एकल कणीय संरचना
എല്ലിൻറെ മണ്ണ്,अधकचरी मृदा
സ്കിർട്ടിംഗ്,अंचल
സ്ലീപ്പർ മതിൽ,आधार भित्तियाँ
സൈഡ് ഗട്ടർ,सर्पी वाहिका
സ്ലൈഡ് നിയമം,परिकलन पट्टिका
സ്ലിപ്പ് ഡോക്ക്,सर्पण गोदी
സ്മോനിസ,स्मोनिटजा
കുതിർക്കുന്നു,समतापकरण
മണ്ണ് അസോസിയേഷൻ,मृदा समवाय
മണ്ണ് ക്ലാസ്,मृदा वर्ग
മണ്ണിന്റെ സമുച്ചയം,मृदा सम्मिश्र
മണ്ണിന്റെ സ്ഥിരത,मृदा संसक्ति
മണ്ണിന്റെ കുടുംബം,मृदा परिवार
മണ്ണ് ഫ്രെയിം വർക്ക്,मृदा सार
മണ്ണിലെ ഈർപ്പം,मृदा नमी
മണ്ണിലെ ഈർപ്പം ശേഖരിക്കൽ,मृदा नमी अभिवृद्धि
മണ്ണിന്റെ ഈർപ്പം കുറവ്,मृदा नयी न्यूनता
മണ്ണിന്റെ രൂപഘടന,मृदाकारिकी
മണ്ണിന്റെ കണിക,मृदा कण
മണ്ണിന്റെ ഘട്ടം,मृदा प्रावस्था
മണ്ണിന്റെ പ്രൊഫൈൽ,मृदा परिच्छेदिका
മണ്ണിന്റെ പ്രതികരണം,मृदा अभिक्रिया
മണ്ണ് വേർതിരിക്കുന്നു,मृदा कणवर्ग
മണ്ണ് പരമ്പര,मृदा श्रेणी
മണ്ണ് പരിഹാരം,मृदा घोल
മണ്ണിന്റെ ഘടന,मृदा संरचना
മണ്ണിന്റെ ഘടന,मृदा गठन
മണ്ണിന്റെ തരം,मृदा प्रकार
സോലം,सोलम
സോർപ്ഷൻ,शोषण
സ്പാൾസ്,कत्तर
പ്രത്യേക അയോൺ പ്രഭാവം,विशिष्ट आयन प्रभाव
ചതുരാകൃതിയിലുള്ള പാടശേഖരം,चौकोर रद्देदार ढोका चिनाई
ചതുരാകൃതിയിലുള്ള പതിവ് കോഴ്‌സ് ചെയ്ത അവശിഷ്ടങ്ങൾ,नियमित चौकोर रद्देदार ढोका चिनाई
സ്ഥിരതയുള്ള ഒഴുക്ക്,अपरिवर्ती प्रवाह
സ്റ്റെപ്പ് ഫ്ലാഷിംഗ്,सोपानी जलरोधी झिल्ली
ഒട്ടിപ്പിടിക്കുക,चिपचिपापन
സ്റ്റിക്കിംഗ് പോയിന്റ്,चिपकन बिंदु
കല്ല്,पत्थर
സ്ലോപ്പ് ഹാൻഡ് മോൾഡിംഗ്,गीली हस्थ पथाई
സ്ട്രാപ്പ് ഹിഞ്ച്,पट्टक कब्जा
വൈക്കോൽ ബോർഡ്,गत्ता
ധാര,सरिता
സമ്മർദ്ദം,प्रतिबल
സ്ട്രെച്ചർ,पट्टी/स्ट्रैचर
സ്ട്രെച്ചർ ബോണ്ട്,पट्टी/स्ट्रैचर चाल
സ്ട്രെച്ചർ കോഴ്സ്,पट्टी रद्दा
സ്ട്രിംഗ്,स्ट्रिंग
സ്ട്രിംഗ് കോഴ്സ്,किंगरी रद्दा
ഘടന ഘടകം,संरचना गुणांक
ഘടനാ സൂചിക,संरचना सूचक अंक
സ്റ്റക്കോ,स्टुको
സ്റ്റഡ്,स्टड
സ്റ്റൈലോബേറ്റ്,आधार पीठ
ഉപ മണ്ണ്,अवमृदा
ഉപ ഘടന,अधः रचना
സമ്മേഷൻ വക്രം,संकलन वक्र
സൺ മൈക്ക,सनमाइका
സൂപ്പർ ഘടന,अधिरचना/ऊपरी ढाँचा
സർവേയർ,सर्वेक्षक
എസ്-മൂല്യം,S-मान
കൊള്ളമുതൽ,प्रठप्पा
സ്വാൻ കഴുത്ത്,हंस ग्रीवा
കൂടാരം,मंडप
ടേബിൾ ഹാൻഡ് മോൾഡിംഗ്,मेज हस्त पथाई
ടാങ്കിംഗ്,टैंकन
ടെമ്പിയറ്റോ,टैम्पीटो
ടെമ്പറിംഗ്,मृदुकरण
ടെംപ്ലേറ്റ്,टैमप्लेट
ടെംപ്ലേറ്റ്,आकार पट्ट
ടെപ്പിഡാരിയം,टेपीडेरियम
ടെറാക്കോട്ട,टैराकोटा
ടെറ റോസ,टैरारोसा
ടെറാസോ,टैराजो
ടെട്ര ശൈലി,चतुरभिकल्पना
പരിധി പരിധി മൂല്യം,प्रभाव सीमा मान
തൊണ്ട,कंठ
കല്ലിലൂടെ,धुर पत्थर
ടൈഡൽ ബേസിൻ,ज्वारीय बेसिन
ടൈ ബാർ,तान छड़
ബീം കെട്ടുക,बंधन धरन
വടി കെട്ടുക,तान दंड
ടയർ,टिर्स
സഹിഷ്ണുത,उपेक्ष्य त्रुटि
പല്ലുവേദന,दाढ़ा
മുകളിലെ മണ്ണ് അല്ലെങ്കിൽ ഉപരിതല മണ്ണ്,पृष्ठ मृदा या ऊपरी मृदा
ആകെ പൊറോസിറ്റി,कुल सरंध्रता
ട്രേസറി,अलंकरण
ട്രെയിൻ പ്രതിരോധം,ट्रेन प्रतिरोध
ട്രാൻസെപ്റ്റ്,ट्रानसैप्ट
പരിവർത്തന മണ്ണ്,संक्रमणीय मृदा
ട്രാൻസോം,अनुप्रस्थिका
മണ്ണ് ഗതാഗതം,परिवाहित मृदा
പോഷകനദി,उप नदी
ട്രിഫോറിയം,गलियारा
ട്രൈഗ്ലിഫ്,ट्रिगलिफ
വെട്ടിച്ചുരുക്കിയ മണ്ണ്,रुंड मृदा
പ്രക്ഷുബ്ധമായ ഒഴുക്ക്,विक्षुब्ध प्रवाह
ടററ്റ്,टर्रेट
ടൈംപാർ നമ്പർ,डाट की भराई
ആത്യന്തികമായി വഹിക്കാനുള്ള ശേഷി,अंतिम धारण क्षमता
ആത്യന്തിക പിഎച്ച്,अंतिम ph
ക്രമരഹിതമായ റാൻഡം അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ,बेतरतीब बेरद्दा ढोंका चिनाई
കോഴ്‌സ് ചെയ്യാത്ത ചതുരാകൃതിയിലുള്ള അവശിഷ്ടങ്ങൾ,बेतरतीब चौकोर रद्देदार ढोका चिनाई
അണ്ടർക്രോഫ്റ്റ്,तहखाना
നിറയാത്ത സുഷിരം,अपूरित संरंध्रता
ഏകീകൃത ഒഴുക്ക്,सम्प्रवाह
യൂണിറ്റ് ഫ്രെയിം തരം സ്കാർഫോൾഡ്,एकल ढाँचे की तरह का पाड़
ഉൽപ്പാദനക്ഷമമല്ലാത്ത ജോലി,अनउत्पादक कार्य
അപൂരിത മണ്ണ്,असंतृप्त मृदा
അസ്ഥിരമായ ഒഴുക്ക്,अधीर प्रवाह
മുകളിലെ പ്ലാസ്റ്റിക് പരിധി,ऊपरी सुघट्यता सीमा
താഴ്വര ഗട്ടർ,द्रोणी वाहिका
നിലവറ,चापछद
വെറ്റേറിയം,सायबान
വെന്റിലേഷൻ,संवाहन
വെന്റിലേറ്റർ,रोशनदान
വരംദഹ്,बरामदा
വെസ്റ്റിബ്യൂൾ,ड्योढ़ी
വില്ല,विला
