Kannada,Odiya
ಕ್ಯಾಸ್ಟೆಲಿಯನ್,କାଷ୍ଟେଲିଆନ୍ |
ಜಾತಿ ಪದ್ಧತಿ,ଜାତି ପ୍ରଣାଳୀ |
ಕೋಟೆ,ଦୁର୍ଗ
ಕೋಟೆ,ଦୁର୍ଗ
ಕೋಟೆಯ ಪಟ್ಟಣ,ଦୁର୍ଗ ସହର
ಕ್ಯಾಸ್ಟ್ರಾ,କାଷ୍ଟ୍ରା |
ಕ್ಯಾಸ್ಟ್ರಾ,କାଷ୍ଟ୍ରା |
ಕ್ಯಾಥೆಡ್ರಾ,କ୍ୟାଥେଡ୍ରା |
ಕ್ಯಾಥೆಡ್ರಲ್,କ୍ୟାଥେଡ୍ରାଲ୍ |
ಕ್ಯಾಟೊ ಸ್ಟ್ರೀಟ್ ಪಿತೂರಿ,କାଟୋ ଷ୍ଟ୍ରିଟ୍ ଷଡଯନ୍ତ୍ର |
ಕೌಡಿಲ್ಲೊ,କାଉଡିଲୋ |
ಕ್ಯಾವಲಿಯರ್,କାଭାଲିଅର୍ |
ಕ್ಯಾವಲಿಯರ್,କାଭାଲିଅର୍ |
ಕ್ಯಾವಲಿಯರ್ ಸಂಸತ್ತು,କାଭାଲିଅର୍ ସଂସଦ |
ಅದುಲ್ಲಮ್ ಗುಹೆ,ଅଦୁଲ୍ଲାମର ଗୁମ୍ଫା |
ಗುಹೆ ಚಿತ್ರಕಲೆ,ଗୁମ୍ଫା ଚିତ୍ର
ಗುಹೆ ಚಿತ್ರಕಲೆ,ଗୁମ୍ଫା ଚିତ୍ର
ಸೆಂಟಮ್ವಿರ್,Centumvir
ಸೆಂಚುರಿಯನ್,ସେଞ୍ଚୁରିଅନ୍ |
ಶತಮಾನ,ଶତାବ୍ଦୀ
ಚೈನ್ ರಕ್ಷಾಕವಚ (=ಚೈನ್ ಮೇಲ್),ଶୃଙ୍ଖଳା ବାହୁବଳୀ (= ଶୃଙ୍ଖଳା ମେଲ୍)
ಚಾಂಟ್ರಿ,ଚାନ୍ଟ୍ରି |
ಚಾಂಟ್ರಿ,ଚାନ୍ଟ୍ରି |
ಅಧ್ಯಾಯ ಪುಸ್ತಕ,ଅଧ୍ୟାୟ ପୁସ୍ତକ
ಧರ್ಮಗುರು,ଚାପଲେନ୍ |
ಅಧ್ಯಾಯ,ଅଧ୍ୟାୟ
ಅಪಘಾತಗಳ ಅಧ್ಯಾಯ,ଦୁର୍ଘଟଣାର ଅଧ୍ୟାୟ |
ಶುಲ್ಕ,ଚାର୍ଜ
ಚಾರ್ಜ್ ಡಿ&#39;ಅಫೇರ್ಸ್,ଡିଫେୟାର୍ ଚାର୍ଜ କରନ୍ତୁ |
ಚಾರ್ಜ್ ವಿಭಜನೆ,ଚାର୍ଜ ବିଭାଜନ |
ಚಾರ್ಜರ್,ଚାର୍ଜର
ರಥ,ରଥ
ಸಾರಥಿ,ରଥ
ಸಾರಥಿ,ରଥ
ಸಾರಥಿ,ରଥ
ಚಾರಿಟಿ ಅಡಿಗೆ,ଚାରିଟି ରୋଷେଇ ଘର |
ಚಾರ್ಟರ್,ଚାର୍ଟର୍
ಚಾರ್ಟಿಸ್ಟ್ ಮೂವ್‌ಮೆಂಟ್ (=ಚಾರ್ಟಿಸಂ),ଚାର୍ଟିଷ୍ଟ ଆନ୍ଦୋଳନ (= ଚାର୍ଟିଜିମ୍)
ಚಾರ್ಟೋಫಿಲೇಸಿಯಮ್,ଚାର୍ଟୋଫିଲାସିୟମ୍ |
ಚಟೌ,Chateau |
ಚೆಕ್ ಪೋಸ್ಟ್,ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |
ರಾಸಾಯನಿಕ ಯುದ್ಧ,ରାସାୟନିକ ଯୁଦ୍ଧ |
ಚೆಸ್ಟರ್,ଚେଷ୍ଟର୍ |
ಮುಖ್ಯಸ್ಥ,ମୁଖ୍ୟ
ಮುಖ್ಯಸ್ಥ,ମୁଖିଆ
ಮುಖ್ಯಸ್ಥ,ମୁଖିଆ
ಮುಖ್ಯಸ್ಥ,ମୁଖିଆ
ಚಿಫೋನ್,ଚିଫନ୍ |
ಅಶ್ವದಳ,ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |
ಆಯ್ಕೆಮಾಡಿದ ಜನರು,ମନୋନୀତ ଲୋକ
ಕ್ರಿಸ್ಮೋಗ್ರಾಫಿಯನ್,କ୍ରିସମୋଗ୍ରାଫିନ୍ |
ಕ್ರೈಸ್ತಪ್ರಪಂಚ,ଖ୍ରୀଷ୍ଟଧର୍ମ
ಕ್ರಿಶ್ಚಿಯನ್ ಯುಗ,ଖ୍ରୀଷ୍ଟିଆନ ଯୁଗ |
ಕ್ರಿಶ್ಚಿಯನ್ ಸಮಾಜವಾದ,ଖ୍ରୀଷ୍ଟିଆନ ସମାଜବାଦ |
ಕ್ರಾನಿಕಲ್,ଇତିହାସ
ಕ್ರಾನಿಕಲ್,କ୍ରୋନିକଲର୍
ಕ್ರೈಸ್ ಚೆರ್ಸೋನೀಸ್,କ୍ରିସ୍ ଚେରସୋନିସ୍ |
ಸಿಮೆಲಿಯಮ್,ସିମେଲିୟମ୍ |
ಸಿಂಕ್ವೆಸೆಂಟೊ ಶೈಲಿ,ସିନକେସେଣ୍ଟୋ ଷ୍ଟାଇଲ୍ |
ಪ್ರದಕ್ಷಿಣೆ,ସର୍କୁନାଭିଗେସନ୍ |
ಸಿಸ್ಟರ್ಸಿಯನ್ ಸನ್ಯಾಸಿ,ସିଷ୍ଟର୍ସିଆନ୍ ମାଙ୍କଡ |
ಸಿಟಾಡೆಲ್,ସୀତା
ಉಲ್ಲೇಖ,ଉଦ୍ଧୃତ
ಉಲ್ಲೇಖ,ଉଦ୍ଧୃତ
ನಾಗರಿಕ ಅಸಹಕಾರ,ନାଗରିକ ଅବମାନନା |
ಅಂತರ್ಯುದ್ಧ,ଗୃହଯୁଦ୍ଧ |
ಸಿವಿಸ್ ರೋಮನಸ್,ସିଭିସ୍ ରୋମାନସ୍ |
ಶಾಸ್ತ್ರೀಯ ವಯಸ್ಸು,ଶାସ୍ତ୍ରୀୟ ବୟସ |
ಕ್ಲೆಫ್ಟ್ (=ಕ್ಲೆಫ್ಟ್),କ୍ଲିଫ୍ଟ (= କ୍ଲେଫ୍ଟ)
ಕ್ಲೆರಿಕಲಿಸಂ,ଧର୍ମ ଧର୍ମ
ಕ್ಲರುಚ್,କ୍ଲାରଚ
ಕ್ಲಿನಿಯಾಕ್ ಚಲನೆ,କ୍ଲୁନିୟକ୍ ଗତିବିଧି |
ಕೋಟ್ ರಕ್ಷಾಕವಚ,କୋଟ ବାହୁ
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,କୋଟ୍
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,କୋଟ୍
ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್,କୋଟ୍
ಕೋಟ್ ಆಫ್ ಮೇಲ್,କୋଟ୍ ମେଲ୍ |
ಕೋಹಾರ್ಟ್,କୋହର୍ଟ |
ಕಾಮಿಟಿಯಾ,Comitia
ಕಾಮಿಟಿಯಾ ಸೆಂಚುರಿಯಾಟಾ,Comitia Centuriata
ಕಮಿಟಿಯಾ ಕ್ಯುರಿಯಾಟಾ,Comitia Curiata
ಕಮಿಟಿಯಾ ಟ್ರಿಬುಟಾ,Comitia Tributa
ಸ್ಮರಣಾರ್ಥ ಕಮಾನು,ସ୍ମରଣୀୟ ଆର୍
ಸ್ಮರಣಾರ್ಥ ನಾಣ್ಯ,ସ୍ମରଣୀୟ ମୁଦ୍ରା
ಸ್ಮರಣಾರ್ಥ ಮುದ್ರೆ,ସ୍ମରଣୀୟ ସିଲ୍ |
ಸಾಮಾನ್ಯ ಕ್ಷೇತ್ರ,ସାଧାରଣ କ୍ଷେତ୍ର |
ಕಮ್ಯುನಾರ್ಡ್,କମ୍ୟୁନାର୍ଡ |
ಕಾನ್ಕಾರ್ಡಾಟ್,କନକର୍ଡେଟ୍ |
ಕಾನ್ಕಾರ್ಡಾಟ್,କନକର୍ଡେଟ୍ |
ಕಾಂಡೋಟಿಯರ್,କଣ୍ଡୋଟିଅର୍ |
ದೃಢೀಕರಣ ಕಾರ್ಟಾರಮ್,ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |
ಸಂಘರ್ಷ,ଦ୍ୱନ୍ଦ୍ୱ |
ಸಭೆ,ମଣ୍ଡଳୀ
ರಾಜ್ಯವನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು,ରାଜ୍ୟ ଜିତିବା |
ವಿಜಯಶಾಲಿ,ଜୟ
ವಿಜಯಶಾಲಿ,କନକ୍ୟୁଷ୍ଟାଡର୍ |
ಕಾನ್ಸಿಲಿಯಮ್,କନସିଲିୟମ୍ |
ಸಂಯೋಜಿತ,ସ୍ଥିର
ಪಿತೂರಿ,ଷଡଯନ୍ତ୍ର
ಪಿತೂರಿ,ଷଡଯନ୍ତ୍ର
ದೂತಾವಾಸ,କନସୁଲେଟ୍ |
ಸಮಾಲೋಚನೆ ಪುಸ್ತಕ,କନସୁଲେସନ୍ ବୁକ୍ |
ಕಾಂಟಿನೆಂಟಲ್ ಸಿಸ್ಟಮ್,କଣ୍ଟିନେଣ୍ଟାଲ୍ ସିଷ୍ଟମ୍ |
ಕನ್ವೆನ್ಷನ್ ಪಾರ್ಲಿಮೆಂಟ್,ସମ୍ମିଳନୀ ସଂସଦ |
ಕಾಪರ್ ಹೆಡ್ಸ್ (=ಶಾಂತಿ ಪ್ರಜಾಪ್ರಭುತ್ವವಾದಿಗಳು),କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ)
ಕಾಪಿಹೋಲ್ಡ್,କପିହୋଲ୍ଡ |
ಕಾರ್ಡನಿಂಗ್,କର୍ଡୋନିଂ |
ಕರೋನಾ,କରୋନା |
ಪಟ್ಟಾಭಿಷೇಕ,କରୋନେସନ୍ |
ಪಟ್ಟಾಭಿಷೇಕದ ಕಲ್ಲು,କରୋନେସନ୍ ପଥର |
ಕಾರ್ಪಸ್,କର୍ପସ୍
ಕೋರ್ಸೇರ್,କର୍ସାୟର୍ |
ಕೋರ್ಸೇರ್,କର୍ସାୟର୍ |
ಕಾರ್ಸೆಟ್ (=ಕಾರ್ಸೆಲೆಟ್),କର୍ସେଟ୍ (= କର୍ସଲେଟ୍)
ಕಾರ್ಟೆಸ್,କର୍ଟସ୍ |
ಕೋಟರ್ (=ಕೋಟಿಯರ್),କୁଟୀର (= କୁଟିଅର୍)
ಕೋಟರ್ (=ಕೋಟಿಯರ್),କୁଟୀର (= କୁଟିଅର୍)
ಕೌಂಟ್ ಪ್ಯಾಲಟಿನೇಟ್,ପାଲାଟିନେଟ୍ ଗଣନା କରନ୍ତୁ |
ಹಳ್ಳಿ ಮನೆ,ଦେଶ ଘର
ಕೌಂಟಿ,କାଉଣ୍ଟି |
ಕೌಂಟಿ ಬರೋ,କାଉଣ୍ଟି ବୋରୱେଲ |
ಕೌಂಟಿ ನ್ಯಾಯಾಲಯಗಳು,କାଉଣ୍ଟି କୋର୍ଟ |
ಕೌಂಟಿ ಪ್ಯಾಲಟೈನ್,କାଉଣ୍ଟି ପାଲାଟାଇନ୍ |
ನ್ಯಾಯಾಲಯ,କୋର୍ଟ
ನ್ಯಾಯಾಲಯ,କୋର୍ଟ
ನ್ಯಾಯಾಲಯದ ಸುತ್ತೋಲೆ,କୋର୍ଟ ସର୍କୁଲାର୍ |
ನ್ಯಾಯಾಲಯದ ಶಿಷ್ಟಾಚಾರ,କୋର୍ଟ ଶ iqu ଳୀ
ಆಸ್ಥಾನಿಕ,କୋର୍ଟ
ಕ್ಯಾಸೇಶನ್ ನ್ಯಾಯಾಲಯ,ଅଦାଲତ
ನಿರ್ದೇಶಕರ ನ್ಯಾಯಾಲಯ (EIC),କୋର୍ଟ ଅଫ୍ ଡାଇରେକ୍ଟର୍ସ (EIC)
ಮಾಲೀಕರ ನ್ಯಾಯಾಲಯ,ମାଲିକଙ୍କ କୋର୍ଟ
ಆಸ್ಥಾನ ಕವಿ,କୋର୍ଟ କବି
ಒಪ್ಪಂದದ ಕ್ಯಾಮರೋನಿಯನ್ನರು,ଚୁକ୍ତିଭିତ୍ତିକ କାମେରୋନିଆନ୍ |
ಕ್ರೌನ್,ମୁକୁଟ |
ಕ್ರೌನ್,ମୁକୁଟ |
ಕ್ರೌನ್,ମୁକୁଟ |
ಕ್ರೌನ್ ಭೂಮಿ,ମୁକୁଟ ଜମି |
ಕ್ರೌನ್ ಭೂಮಿ,ମୁକୁଟ ଜମି |
ಕ್ರೌನ್ ಪ್ರಿನ್ಸ್,କ୍ରାଉନ୍ ପ୍ରିନ୍ସ |
ಧರ್ಮಯುದ್ಧ,କ୍ରୁସେଡ୍ |
ಕ್ರುಸೇಡರ್,କ୍ରୁସେଡର୍ |
ಕ್ರಿಪ್ಟೋಗ್ರಾಮ್,କ୍ରିପ୍ଟୋଗ୍ରାମ୍ |
ಕ್ಯುರಾಸ್,କୁଇରାସ୍ |
ಕ್ಯುರಾಸಿಯರ್,କୁଇରାସିଅର୍ |
ಆರಾಧನಾ ದೇವತೆ,ଦେବତା ସଂସ୍କୃତି
ಕ್ಯೂರಿಯಾ,କୁରିଆ
ಕ್ಯೂರಿಯಾ,କୁରିଆ
ಜಾರಿಸಂ,ରାଜା
ಡಾರ್ಕ್ ಖಂಡ,ଅନ୍ଧାର ମାଳଦ୍ୱୀପ |
ತೀರ್ಪಿನ ದಿನ,ବିଚାର ଦିନ
ತೀರ್ಪಿನ ದಿನ,ବିଚାର ଦିନ
ಡೀನ್,ଡିନ୍
ದಶಕ,ଦଶନ୍ଧି
ಡೆನಾರಿಯಸ್,ଡେନାରିୟସ୍ |
ಪದಚ್ಯುತ ದೊರೆ,ବିତାଡିତ ରାଜତନ୍ତ୍ର |
ಹಾಳುಮಾಡು,ଲୁଟ
ಹಾಳಾಗುವಿಕೆ,ବିଚ୍ଛିନ୍ନତା |
ಸಿಂಹಾಸನವನ್ನು ಇಳಿಸು,ଡେଥ୍ରୋନ୍ |
ಡೈಡೆಮ್,ଡାଏଡେମ୍ |
ಡೈಡೆಮ್,ଡାଏଡେମ୍ |
ಡೈಡೆಮ್,ଡାଏଡେମ୍ |
ಡಯಾಸಿಯಾ,ଡିଆସିଆ
ಡಿಕಾಸ್ಟರಿಯಮ್,ଡିକାଷ୍ଟେରିୟମ୍ |
ಡಿಲುವಿಯಲಿಸ್ಟ್,ଦିଲୁଭିଆଲିଷ୍ଟ |
ಧರ್ಮಪ್ರಾಂತ್ಯ,ଡ଼ିଓସିସ୍
ಧರ್ಮಪ್ರಾಂತ್ಯ,ଡ଼ିଓସିସ୍
ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ),Directoire (= Directry)
ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ),Directoire (= Directry)
ದಿರ್ಹಮ್,ଦିରହମ୍ |
ವಿಶ್ವಾಸದ್ರೋಹಿ,ଅବିଶ୍ୱାସୀ |
ವಿಶ್ವಾಸದ್ರೋಹಿ,ଅବିଶ୍ୱାସୀ |
ವಿಳಂಬದ ಸಿದ್ಧಾಂತ,ତ୍ୟାଗ
ಡಾಕ್ಯುಮೆಂಟ್,ଡକ୍ୟୁମେଣ୍ଟ୍
ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ,ଡକ୍ୟୁମେଣ୍ଟାରୀ ପ୍ରମାଣ |
ಡೋಮ್ಸ್‌ಡೇ ಪುಸ್ತಕ,ଡୋମେସ୍ ବୁକ୍ |
ಕಾನ್ಸ್ಟಂಟೈನ್ ಕೊಡುಗೆ,କନଷ୍ଟାଣ୍ଟିନର ଦାନ |
ಡೂಮ್,ନିପାତ |
ವರದಕ್ಷಿಣೆ ರಾಣಿ,ଡାଉଜର୍ ରାଣୀ |
ಡ್ರ್ಯಾಗನ್,ଡ୍ରାଗନ୍ |
ಡ್ರೋಮೆಡಿಯನ್,ଡ୍ରୋମେଡାରିଆନ୍ |
ಡ್ರೊಮೆಡರಿ,ଡ୍ରୋମେଡାରୀ |
ಡ್ರೊಮಂಡ್,ଡ୍ରୋମଣ୍ଡ |
ದ್ವಂದ್ವ,ଡୁଆଲ୍ |
ಉಭಯ ಮೈತ್ರಿ,ଦ୍ୱ ual ତ ମିଳିତତା |
ಡ್ಯುಯಲ್ ಎಂಟೆಂಟೆ,ଡୁଆଲ୍ ଏଣ୍ଟେଣ୍ଟେ |
ಉಭಯ ವ್ಯವಸ್ಥೆ (=ದ್ವಿ ಸರ್ಕಾರ),ଡୁଆଲ୍ ସିଷ୍ଟମ୍ (= ଦ୍ୱ ual ତ ସରକାର)
ಡ್ಯೂಕ್,ଡ୍ୟୁକ୍ |
ಡುಮಾ,ଡୁମା
ಕುಬ್ಜ ಅವತಾರ,ବାଘ ଅବତାର |
ರಾಜವಂಶ,ରାଜବଂଶ
ರಾಜವಂಶ,ରାଜବଂଶ
ಹದ್ದು,ଇଗଲ
ಹಿರಿಯ ಮನುಷ್ಯ,ଏଲଡର୍ ମ୍ୟାନ୍ |
ಅರ್ಲ್,କର୍ଣ୍ଣ
ಅರ್ಲ್ಡಮ್,Earldom
ಆರಂಭಿಕ ಗುಪ್ತರು,ପ୍ରାରମ୍ଭିକ ଗୁପ୍ତା |
ಆರಂಭಿಕ (ಐತಿಹಾಸಿಕ) ತಾಣಗಳು,ପ୍ରାରମ୍ଭିକ (histor ତିହାସିକ) ସାଇଟଗୁଡିକ |
ಆರಂಭಿಕ ವೇದ ಕಾಲ,ପ୍ରାରମ୍ଭିକ ବ ed ଦିକ ଅବଧି |
ಎಕ್ಲೇಷಿಯಾ,ଉପଦେଶ
ಮರುಸ್ಥಾಪನೆಯ ಶಾಸನ,ପୁନ it ଉଦ୍ଧାରର ଆଦେଶ |
ಎಂಟು ಪಟ್ಟು ಮಾರ್ಗ,ଆଠ ଗୁଣା ପଥ |
ಹಿರಿಯರು,ପ୍ରାଚୀନମାନେ
ಹಿರಿಯ ರಾಜಕಾರಣಿ (=ಜೆರೋ),ବୟସ୍କ ରାଜ୍ୟସ୍ତରୀୟ (= ଜେନ୍ରୋ)
ಆನೆ ಮೇಡು,ହାତୀ ଛେଳି |
ಹನ್ನೊಂದು ವರ್ಷಗಳ ದಬ್ಬಾಳಿಕೆ,ଏକାଦଶ ବର୍ଷର ଅତ୍ୟାଚାର |
ಎಲಿಸೇ (=ಎಲಿಸೀ),ଏଲିସା (= ଏଲିସି)
ಆವರಣ ಚಳುವಳಿ,ଏନକ୍ଲୋଜର ଆନ୍ଦୋଳନ |
ಎನ್ಸೈಕ್ಲಿಕಲ್,ଏନସାଇକ୍ଲିକ୍ |
ಎನ್ಸೈಕ್ಲೋಪೀಡಿಸ್ಟ್ ಚಳುವಳಿ,ଏନସାଇକ୍ଲୋପେଡିଷ୍ଟ ଆନ୍ଦୋଳନ |
ಎಂಟೆಂಟೆ,ଏଣ୍ଟେଣ୍ଟେ |
ಎಂಟೆಂಟೆ ಕಾರ್ಡಿಯಾಲ್,ଏଣ୍ଟେଣ୍ଟେ କର୍ଡିଆଲ୍ |
ಸಿಂಹಾಸನ,ଏଣ୍ଟ୍ରୋନ୍ |
ಪರಿವಾರ,ଭ୍ରମଣ
ಎಫೋಡ್,ଏଫୋଡ୍
ಎಫೋರ್,ଇଫୋର |
ಮಹಾಕಾವ್ಯ ಯುಗ,ଏପିକ୍ ବୟସ |
ಮಹಾಕಾವ್ಯದ ನಾಯಕ,ଏପିକ୍ ହିରୋ |
ಎಪಿಗ್ರಾಫ್,ଏପିଗ୍ରାଫ୍ |
ಎಪಿಸ್ಕೋಪಸಿ,Episcopacy
ಎಪಿಸ್ಕೋಪೇಟ್,Episcopate |
ಸಂಚಿಕೆ,ଏପିସୋଡ୍
ಯುಗ,ଯୁଗ
ಯುಗ ನಿರ್ಮಾಣದ ಘಟನೆ,ଯୁଗ ତିଆରି ଇଭେଣ୍ଟ |
ಯುಗಪುರುಷ,ଯୁଗ ସୃଷ୍ଟି କରୁଥିବା ବ୍ୟକ୍ତି |
ನಾಮಪದ,ଉପନାମ
ಇಕ್ವೆರಿ,ସମୀକରଣ
ಇಕ್ವೆರಿ,ସମୀକରଣ
ಅಶ್ವಾರೋಹಿ ಪ್ರತಿಮೆ,ଅଶ୍ୱିନୀ ମୂର୍ତ୍ତି |
ಯುಗ,ଯୁଗ
ಎರ್ಗಸ್ಟುಲಮ್,ଏରଗାଷ୍ଟୁଲମ୍ |
ಯೂಕರಿಸ್ಟ್,ଇଉକାରିଷ୍ଟ |
ಸುವಾರ್ತಾಬೋಧನೆ,ସୁସମାଚାର
ಇವಾಂಜೆಲಿಕಲ್ ಚಳುವಳಿ,ସୁସମାଚାର ଆନ୍ଦୋଳନ |
ಸುವಾರ್ತಾಬೋಧಕ,ସୁସମାଚାର ପ୍ରଚାରକ |
ಎಕ್ಸಾರ್ಚ್,Exarch
ಎಕ್ಸಿಲಾರ್ಚ್,Exilarch
ಫಾಲಂಗಿಸ್ಟ್,ଫାଲାଙ୍ଗିଷ୍ଟ |
ತಂದೆ ಭೂಮಿ,ପିତା ଭୂମି |
ತಂದೆ ಭೂಮಿ,ପିତା ଭୂମି |
ಫೆರಿಯಾ,ଫେରିଆ |
ಫೆಟಿಶ್,ଫେଟିଶ୍ |
ಊಳಿಗಮಾನ್ಯ ಹಿಡುವಳಿಗಳು,ସାମାଜିକ ହୋଲ୍ଡିଂ |
ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ (=ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ),ସାମ୍ରାଜ୍ୟବାଦ (= ସାମ୍ରାଜ୍ୟ ପ୍ରଣାଳୀ)
ಊಳಿಗಮಾನ್ಯ ವ್ಯವಸ್ಥೆ,ସାମ୍ରାଜ୍ୟ ବ୍ୟବସ୍ଥା |
ಊಳಿಗಮಾನ್ಯ,ବିବାଦୀୟ |
ಫಿಡೆ ಡಿಫೆನ್ಸರ್ (=ನಂಬಿಕೆಯ ರಕ್ಷಕ),ଫିଡେ ଡିଫେନ୍ସର୍ (= ବିଶ୍ୱାସର ଡିଫେଣ୍ଡର)
ಫೈಫ್,ଫିଫ୍ |
ಕ್ಷೇತ್ರ ವ್ಯವಸ್ಥೆ,ଫିଲ୍ଡ ସିଷ୍ଟମ୍ |
ಹದಿನೈದನೇ ತೆರಿಗೆ,ପ te ୍ଚଦଶ କର |
ಚಿತ್ರ ತಲೆ,ଚିତ୍ର ମୁଣ୍ଡ
ಫಿನ್ ಡಿ ಸೈಕಲ್,ଫିନ୍ ଡି ସାଇକେଲ୍ |
ಬೆಂಕಿ ತಿನ್ನುವವನು,ଅଗ୍ନି ଭୋଜନକାରୀ |
ಐದು ಮೈಲಿ ಕಾಯಿದೆ,ପାଞ୍ଚ ମାଇଲ୍ ଆକ୍ଟ |
ಧ್ವಜ,ପତାକା
ಫ್ಲೇಮೆನ್ ಡಯಾಲಿಸ್,ଫ୍ଲେମେନ୍ ଡାଏଲିସ୍ |
ಫ್ಲೇಮೆನ್ ಮಾರ್ಟಿಯಾಲಿಸ್,ଫ୍ଲେମେନ ମାର୍ଟିଆଲିସ୍ |
ಉರಿಯುವ ಟಾರ್ಚ್,ଜ୍ୱଳନ୍ତ ମଶାଲ |
ಪಾರ್ಶ್ವ,ଫାଙ୍କା
ಪಾರ್ಶ್ವ ಚಲನೆ,ଫ୍ଲାଙ୍କିଙ୍ଗ୍ ଗତି
ಪ್ರವರ್ಧಮಾನಕ್ಕೆ ಬರುತ್ತಿರುವ ನಾಗರಿಕತೆ,ସମୃଦ୍ଧ ସଭ୍ୟତା |
ಫ್ಲೂವಿಯಲಿಸ್ಟಿಕ್ ನಂಬಿಕೆ,ଫ୍ଲୁଭିଆଲିଷ୍ଟିକ୍ ବିଶ୍ୱାସ |
ಜನಪದ ದೇವರು,ଲୋକ ଭଗବାନ |
ಜನಪದ ದೇವತೆ,ଲୋକ ଦେବୀ
ಜಾನಪದ ಸ್ಮರಣೆ,ଲୋକ ସ୍ମୃତି
ಜಾನಪದ ಪುರಾಣ (=ಜಾನಪದ),ଲୋକ ପୁରାଣ (= ଲୋକନୃତ୍ୟ)
ಆಹಾರ ಹುಡುಕುವುದು,ଚୋରାଚାଲାଣ |
ಮುನ್ನುಗ್ಗಿ,ଅଗ୍ରଗାମୀ |
ಮುಂದಾಳು,ଅଗ୍ରଗାମୀ |
ಪೂರ್ವಜ,ପୂର୍ବଜ
ಮುಂದಾಳು,ଅଗ୍ରଗାମୀ |
ನಿರಾಶಾದಾಯಕ ಭರವಸೆ,ଭରସା
ರಚನಾತ್ಮಕ ಹಂತ,ଗଠନମୂଳକ ପର୍ଯ୍ୟାୟ |
ಕೋಟೆ,ଦୁର୍ଗ
ಕೋಟೆ,ଦୁର୍ଗ
ಕೋಟೆಯ ಪಟ್ಟಣ,ଦୁର୍ଗ ସହର
ಕೋಟೆ,ଦୁର୍ଗ
ಫಾರ್ಚುನಾ,ଫର୍ଚୁନା
ಫೋರಮ್ ರೋಮನಮ್,ଫୋରମ୍ ରୋମାନମ୍ |
ಫ್ರಾನ್ಸಿಸ್ಕನ್,ଫ୍ରାନ୍ସିସ୍କାନ୍ |
ಫ್ರಾಂಕ್ಲಿನ್,ଫ୍ରାଙ୍କଲିନ୍ |
ಭ್ರಾತೃಹತ್ಯಾ ಯುದ್ಧ,ଭ୍ରାତୃ ଯୁଦ୍ଧ |
ಉಚಿತ ಚರ್ಚ್,ମୁକ୍ତ ଚର୍ଚ୍ଚ
ಫ್ರೀಹೋಲ್ಡರ್,ମୁକ୍ତଧାରୀ
ಸ್ವತಂತ್ರ ಸೈನಿಕ,ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |
ಸ್ವತಂತ್ರ ಸೈನಿಕ,ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |
ಫ್ರೀಮನ್,ଫ୍ରିମାନ୍
ಫ್ರೀಮನ್,ଫ୍ରିମାନ୍
ಫ್ರೀಪಾಸ್,ଫ୍ରିପାସ୍ |
ಫ್ರೆಂಚ್ ಕ್ರಾಂತಿ,ଫରାସୀ ବିପ୍ଳବ |
ಫ್ರಿಯರ್,ଫ୍ରିୟାର୍ |
ಫ್ರೇಸಿಯನ್ ಕೂಲಿ ಸೈನಿಕರು,ଫ୍ରାସିଆନ୍ ଭିକାରୀ
ಗಡಿನಾಡಿನ ಮನುಷ್ಯ,ସୀମାନ୍ତ ମଣିଷ |
ಗ್ಯಾಲಿಯನ್,ଗାଲେନ୍ |
ಗ್ಯಾಲಿಕನ್ (=ಗ್ಯಾಲಿಕಾನಿಸ್ಟ್),ଗାଲିକାନ୍ (= ଗାଲିକାନିଷ୍ଟ)
ಗ್ಯಾಲಿಕಾನಿಸಂ,ଗାଲିକାନିଜିମ୍ |
ಗ್ಯಾರಿಸನ್,ଗ୍ୟାରିସନ୍ |
ಗೌಲ್,ଗଲ୍ |
ಗೌಂಟ್ಲೆಟ್,ଗାଣ୍ଟଲେଟ୍ |
ಗೌಂಟ್ಲೆಟ್,ଗାଣ୍ଟଲେଟ୍ |
ಗೆಜೆಬೋ,ଗେଜେବୋ |
ಗೆಜೆಬೋ,ଗେଜେବୋ |
ಗೆಜೆಬೋ,ଗେଜେବୋ |
ವಂಶಾವಳಿಯ ಇತಿಹಾಸ,ବଂଶାନୁକ୍ରମିକ ଇତିହାସ |
ವಂಶಾವಳಿಯ ದಾಖಲೆ,ବଂଶାନୁକ୍ରମିକ ରେକର୍ଡ |
