Kannada,Bengali
1. ಕೋಎಂಜೈಮ್ 2. ಸಹ-ಕಿಣ್ವ,1. কোএনজাইম 2. কো-এনজাইম
ಒಗ್ಗಟ್ಟು,সংহতি
1. ಫೈಬರ್ (ಸೆಣಬು) 2. ತೆಂಗಿನಕಾಯಿ ಒರಟು,1. ফাইবার (পাট পাট) 2. নারকেল মোটা
ಮುಳಂಕೂರು ಚೋಳ,মুলাঙ্কুর চোলা
,
ಕೊಲೊಯ್ಡ್ (ಮಣ್ಣು),কলয়েড (মাটি)
1.ಕಾಲಮ್ 2.ಕೊಲುಮೆಲ್ಲಾ,1.কলাম 2.columella
1. ಪೆನಾಲ್ಟಿ 2. ಕಾಲಮ್ 3. ಕಾಲಮ್,1. শাস্তি 2. কলাম 3. কলাম
ಕಮ್ಯುನಿಯನ್,যোগাযোগ
ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್,বাণিজ্যিক ব্যাংক
1. ಸರಕು 2. ಸರಕು,1. পণ্য 2. পণ্যদ্রব্য
ಸಮುದಾಯ,সম্প্রদায়
ಸಂಕೋಚನ (ಮಣ್ಣಿನ),কম্প্যাকশন (মাটির)
1. ಹೊಂದಾಣಿಕೆ 2. ಹೊಂದಾಣಿಕೆ,1. সামঞ্জস্যতা 2. সামঞ্জস্য
ಹೊಂದಾಣಿಕೆ,সামঞ্জস্য
1. ಪರಿಹಾರ 2. ಪರಿಹಾರ,1. ক্ষতিপূরণ 2. ক্ষতিপূরণ
ಸ್ಪರ್ಧಾತ್ಮಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ,প্রতিযোগিতামূলক মিথস্ক্রিয়া
ಪೂರಕ ಬೆಳೆ,সম্পূরক ফসল
1.ಸಂಯೋಜಿತ 2.ಸಂಕೀರ್ಣ,1. যৌগিক 2. জটিল
ಘಟಕ,গঠনকারী
ಸಂಯೋಜನೆ,গঠন
ಗೊಬ್ಬರ,কম্পোস্ট
ಚಕ್ರಬಡ್ಡಿ,চক্রবৃদ্ধিহারে সুদ
ಗಣನೆ,গণনা
1. ಕಂಪ್ಯೂಟರ್ 2. ಕಂಪ್ಯೂಟರ್,1. কম্পিউটার 2. কম্পিউটার
1. ಏಕಾಗ್ರತೆ 2. ಏಕಾಗ್ರತೆ,1. একাগ্রতা 2. একাগ্রতা
1. ಆಪ್ಟಿಮೈಜರ್ 2. ರಿವೈಟಲೈಸರ್,1. অপ্টিমাইজার 2. পুনরুজ্জীবিতকারী
ವಾಹಕತೆ,পরিবাহিতা
1. ಕಾನ್ಫಿಗರೇಶನ್ 2. ಕಾನ್ಫಿಗರೇಶನ್,1. কনফিগারেশন 2. কনফিগারেশন
1. ಅನುಸರಣೆ 2. ಸಂರಚನೆ 3. ಅನುಸರಣೆ,1. সামঞ্জস্য 2. কনফিগারেশন 3. সামঞ্জস্য
1. ಏಕೀಕರಣ 2. ಹೈಬ್ರಿಡೈಸೇಶನ್,1. ইন্টিগ্রেশন 2. হাইব্রিডাইজেশন
ಸಂಯೋಗ,সংযোজন
1. ಸಂಯೋಜಕ 2. ಸಂಯೋಜಕ,1. সংযোজক 2. সংযোগকারী
ರಕ್ಷಣೆ,সুরক্ষা
ಬಲವರ್ಧನೆ,একত্রীকরণের
1. ಪದಾರ್ಥ 2. ಪದಾರ್ಥಗಳು,1. উপাদান 2. উপাদান
ಗ್ರಾಹಕ,ভোক্তা
ಬಳಕೆ,খরচ
ಮಾಲಿನ್ಯ,দূষণ
ಬಾಹ್ಯರೇಖೆ ನೆಟ್ಟ,কনট্যুর রোপণ
ಬಾಹ್ಯರೇಖೆ ರೇಖೆ,কনট্যুর লাইন
1. ಗುತ್ತಿಗೆ ಕೃಷಿ 2. ಗುತ್ತಿಗೆ ಕೃಷಿ 3. ಗುತ್ತಿಗೆ ಕೃಷಿ,1. কন্ট্রাক্ট ফার্মিং 2. কন্ট্রাক্ট ফার্মিং 3. কন্ট্রাক্ট ফার্মিং
ನಿಯಂತ್ರಿತ ವಾತಾವರಣದ ಶೇಖರಣೆ,নিয়ন্ত্রিত বায়ুমণ্ডলীয় স্টোরেজ
ಸಹಕಾರಿ ಬ್ಯಾಂಕ್,সমবায় ব্যাংক
ಸಹಕಾರ ಸಂಘದ ಸದಸ್ಯ,সমবায় সমিতির সদস্য
ಗುಲ್ಮಾವನ್,গুলমাভান
ಘನಾಕೃತಿಯ,cubed
1. ದಾಲ್ಪುಂಜ್ 2. ಕೊರೊಲ್ಲಾ,1. ডালপুঞ্জ 2. করোলা
1. ಕಾರ್ಟೆಕ್ಸ್ 2. ಕಾರ್ಟೆಕ್ಸ್,1. কর্টেক্স 2. কর্টেক্স
ವೆಚ್ಚ,খরচ
ಕೋಟಿಲ್ಡನ್,cotyledon
ಕ್ರೆಡಿಟ್ ಸಮಿತಿ,ক্রেডিট কমিটি
1. ಸಾಲ ನೀಡಿಕೆ 2. ಕ್ರೆಡಿಟ್,1. ঋণ 2. ক্রেডিট
1. ಸಾಲದಾತ 2. ಸಾಲಗಾರ,1. ঋণদাতা 2. পাওনাদার
1. ಕ್ರೆಸ್ಟ್ 2. ಶೃಂಗ 3. ಶಿಖರ,1. ক্রেস্ট 2. শীর্ষবিন্দু 3. স্পায়ার
ಹಿಂತೆಗೆದುಕೊಳ್ಳುವಿಕೆ,প্রত্যাহার
ಸಮಸ್ಯೆ,সমস্যা
ಪರೀಕ್ಷೆ,পরীক্ষা
ನಿರ್ಣಾಯಕ,সমালোচনামূলক
ಬೆಳೆ ವಿಮೆ,শস্য বীমা
ಬೆಳೆ ಸಾಲ,ফসল ঋণ
1. ಬೆಳೆ 2. ಬೆಳೆ,1. ফসল 2. ফসল
ಕೃಷಿ ಪ್ರದೇಶ,চাষ এলাকা
ಅಡ್ಡ ಹೊಂದಾಣಿಕೆಯಾಗುವುದಿಲ್ಲ,ক্রস বেমানান
1. ಕಿರೀಟ 2. ಪಿನಾಕಲ್ (ಸಸ್ಯ),1. মুকুট 2. চূড়া (উদ্ভিদ)
ಮೃದು ಕಣಗಳು,নরম কণা
ಕ್ರಸ್ಟ್,ভূত্বক
1. ಕ್ರಿಪ್ಟೋಗಮ್ 2. ಫ್ಲೋರಿಫಾರ್ಮ್ ಅಲ್ಲದ,1. ক্রিপ্টোগাম 2. নন-ফ্লোরিফর্ম
ಕತ್ತರಿಸು (ಹಣ್ಣು),ছাঁটাই (ফল)
ಪೆನ್ನು,কলম
ತಳಿ ವೈವಿಧ್ಯ,চাষের বৈচিত্র্য
1. ಎಳೆತ 2. ಕೃಷಿ 3. ಬೇಸಾಯ,1. ট্র্যাকশন 2. কৃষি 3. কৃষিকাজ
1. ರೈತ 2. ಕೃಷಿಕ,1. কৃষক 2. চাষী
1. ಸಾಗುವಳಿ 2. ಸಾಗುವಳಿ 3. ಪಾಲನೆ,1. চাষ 2. চাষ 3. লালনপালন
1.ಸಂಪನ್ಮೂಲ 2.ತಯಾರಿಕೆ,1.সম্পদ 2.প্রস্তুতি
1.ಕುಂತಲನ್ 2.ಕುಂಚೋನ್,1.কুন্তালন 2.কুঞ্চন
ಭಂಗಿ,ভঙ্গি
1. ಎಪಿಡರ್ಮಿಸ್ 2. ಹೊರಪೊರೆ,1. এপিডার্মিস 2. কিউটিকল
1. ಪೆನ್ 2. ಕತ್ತರಿಸುವುದು 3. ಕತ್ತರಿಸುವುದು 4. ಕತ್ತರಿಸುವುದು 5. ಕತ್ತರಿಸುವುದು,1. কলম 2. কাটিং 3. কাটিং 4. কাটিং 5. কাটিং
1. ವರ್ಮ್ ಕಾರ್ಪಸ್ 2. ಚೀಲ 3. ಚೀಲ 4. ವಿರೂಪಗೊಂಡ ಗಡ್ಡೆ 5. ನಿಯೋಪ್ಲಾಸಂ,1. কৃমি কর্পাস 2. সিস্ট 3. সিস্ট 4. বিকৃত পিণ্ড 5. নিওপ্লাজম
ಸೈಟೋಕ್ರೋಮ್,সাইটোক্রোম
ಜೀವಕೋಶದ ಜೋಡಣೆ,সেল কাপলিং
ಜೀವಕೋಶದ ಸಂತಾನೋತ್ಪತ್ತಿ,কোষের প্রজনন
ಜೀವಕೋಶದ ತಳಿಶಾಸ್ತ್ರ,কোষ জেনেটিক্স
ಸೈಟೋಪ್ಲಾಸ್ಮಿಕ್ ವಿಭಾಗ,সাইটোপ্লাজমিক বিভাগ
ಜೀವಕೋಶದ ಜೀವಶಾಸ್ತ್ರ,কোষ বিদ্যা
ಜೀವಕೋಶದ ವಿಘಟನೆ,কোষের লাইসিস
1. ಸೈಟೋಮಿಯರ್ 2. ಕೋಶ ವಿಭಜನೆ,1. সাইটোমের 2. কোষ বিভাজন
ಸೈಟೋಪ್ಲಾಸಂ,সাইটোপ্লাজম
1. ಡೈರಿ 2. ಡೈರಿ,1. ডেইরি 2. ডেইরি
ಡೈರಿ ಉದ್ಯಮ,দুগ্ধ শিল্প
1. ಅಣೆಕಟ್ಟು 2. ತಳಿಗಾರ,1. বাঁধ 2. ব্রিডার
ದಿನ ಸಂಪೂರ್ಣ ಸಸ್ಯ,দিন পরম উদ্ভিদ
ಹೂಬಿಡುವ ನಂತರ ದಿನ,ফুল ফোটার পর দিন
ಪೂರ್ಣ ಹೂಬಿಡುವ ನಂತರ ದಿನ,ফুল ফোটার পর দিন
ಅಸಮರ್ಥತೆ,অদক্ষতা
ಡಿಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್,decalcification
1. ಹೊರಹಾಕು 2. ಹೊರಹಾಕು,1. অপসারণ 2. অপসারণ
ಕೊಳೆತ,ক্ষয়
ಪತನಶೀಲ,পর্ণমোচী
1. ದಶಮಾಂಶ 2. ದಶಮಾಂಶ,1. দশমিক 2. দশমিক
ಕೀಳರಿಮೆ,হীনমন্যতা
ಅನುರಾನ್ (ಮಣ್ಣು),অনুরান (মাটি)
ವಿಪುಷ್ಪನ್,বিপুষ্পন
ಬಿಲ್ಲಿಂಗ್,বিলিং
ಅರಣ್ಯನಾಶ,বন নিধন
ಅವಮಾನ,অসম্মান
ಅವನತಿ,অধঃপতন
ಭಾಗ ದಿನ,অংশ দিন
1. ಪ್ರಮಾಣ 2. ಭಾಗ,1. পরিমাণ 2. অংশ
ಅಳಿವು,dehiscence
ಹೊಟ್ಟು ತೆಗೆಯುವುದು,ভুসি অপসারণ
ಹೊಟ್ಟು ತೆಗೆಯುವುದು,ভুসি অপসারণ
ನಿರ್ಜಲೀಕರಣ,পানিশূন্যতা
ಜಲರಹಿತ,নির্জল
ಬೇಡಿಕೆ,চাহিদা
1. ಡಿನಾಟರೇಶನ್ 2. ಗುಣಾಕಾರ,1. বিকৃতকরণ 2. গুণ
ನಿಂದನೆ,বর্জন
1. ಠೇವಣಿ (ಮಣ್ಣು) 2. ಠೇವಣಿ (ಅರ್ಥಶಾಸ್ತ್ರ),1. জমা (মাটি) 2. জমা (অর্থনীতি)
ಠೇವಣಿ,আমানত
1. ಸವಕಳಿ 2. ಸವಕಳಿ,1. অবচয় 2. অবচয়
ನಿರ್ಲವಣೀಕರಣ,বিশুদ্ধকরণ
1. ನೀರು ಒಣಗಿಸುವುದು 2. ನಿರ್ಜಲೀಕರಣ,1. জল শুকিয়ে যাওয়া 2. ডিহাইড্রেশন
1. ವಿನ್ಯಾಸ 2. ವಿನ್ಯಾಸ,1. ডিজাইন 2. ডিজাইন
ಒಣ,শুষ্ক
ಕರ್ನಲ್ ತೆಗೆಯುವಿಕೆ,কার্নেল অপসারণ
ಡಿ-ಇಂಟರ್ಕಲೇಶನ್,de-intercalation
ಸಂಯೋಗ,সংযোজন
1. ಗಂಡು ಮಂಜರಿ ಉದ್ಧರಣ (ಮೆಕ್ಕೆಜೋಳ) 2. ಬಲ್ಲರ್ ಹೊರತೆಗೆಯುವಿಕೆ,1. পুরুষ মঞ্জরি নিষ্কাশন (ভুট্টা) 2. বলর নিষ্কাশন
ಬಲ್ಲರ್ ಅಥವಾ ಕುಂದನ್ ಕತ್ತರಿಸುವುದು,বল্লার বা কুন্দন কাটিং
ನಿರ್ಣಯಕ,নির্ধারক
ಅಪಮೌಲ್ಯೀಕರಣ,অবমূল্যায়ন
ಸಸ್ಯರಹಿತ,উদ্ভিজ্জ
ವಿಚಲನ,বিচ্যুতি
ದುಪ್ಪಟ್ಟು,দ্বিগুণ
ರೋಗನಿರ್ಣಯ,রোগ নির্ণয়
ವಿಭಿನ್ನ ಪ್ರಬುದ್ಧತೆ,বিভিন্ন পরিপক্কতা
ಕವಲೊಡೆಯುವಿಕೆ,বিভাজন
1. ಡೈಕೋಟಿಲ್ಡನ್ 2. ಡೈಕೋಟಿಲ್ಡನ್ (ಬೀಜ),1. ডাইকোটাইলেডন 2. ডাইকোটাইলেডন (বীজ)
ಬೆನ್ನು ರೋಗ,পিঠের রোগ
1. ಪ್ರಸರಣ 2. ಪ್ರಸರಣ,1. ডিফিউশন 2. ডিফিউশন
ಜೀರ್ಣಸಾಧ್ಯತೆ,হজম ক্ষমতা
ಡೈಹೈಬ್ರಿಡ್,ডাইহাইব্রিড
1. ಅಣೆಕಟ್ಟು 2. ಚರಂಡಿ 3. ಕುಟುಂಬ,1. বাঁধ 2. ড্রেন 3. পরিবার
ಅತ್ಯಲ್ಪ,সামান্য
1. ಏಕಪತ್ನಿ 2. ಏಕಪತ್ನಿ,1. একগামী 2. একগামী
ಡಿಪ್ಲಾಯ್ಡ್,ডিপ্লয়েড
1. ಡಿಪ್ಲಾಯ್ಡ್ 2. ಡಿಪ್ಲಾಯ್ಡ್,1. ডিপ্লয়েড 2. ডিপ্লয়েড
ದ್ವಿಧ್ರುವಿ,ডাইপোল
1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಬಡ್ ತೆಗೆಯುವಿಕೆ,1. নিষ্কাশন 2. কুঁড়ি অপসারণ
1. ನೇಗಿಲು ಉಳುಮೆ 2. ನೂಲುವ,1. লাঙ্গল চাষ 2. স্পিনিং
ರಿಯಾಯಿತಿ,ছাড়
ಸೋಂಕುಗಳೆತ,জীবাণুমুক্তকরণ
1. ಪ್ರಸರಣ 2. ಸ್ಕ್ಯಾಟರಿಂಗ್,1. বিচ্ছুরণ 2. বিক্ষিপ্তকরণ
1. ಚದುರುವಿಕೆ 2. ವ್ಯತ್ಯಾಸ,1. বিক্ষিপ্তকরণ 2. ভিন্নতা
ವೈವಿಧ್ಯೀಕರಣ,বৈচিত্রতা
ವೈವಿಧ್ಯಮಯ ಕೃಷಿ,বৈচিত্র্যময় কৃষি
ಡಿಎನ್ಎ ಹೆಜ್ಜೆ,ডিএনএ পদক্ষেপ
ಡಿಎನ್ಎ ರಿಸೀವರ್,ডিএনএ রিসিভার
ಡಾಕ್ ಬಾಡಿಗೆ,ডক ভাড়া
ಪರಿಣಾಮಕಾರಿ,কার্যকর
ಸುಪ್ತಾವಸ್ಥೆ,সুপ্ততা
1. ಪ್ರಮಾಣ 2. ಡೋಸೇಜ್ 3. ಡೋಸೇಜ್,1. পরিমাণ 2. ডোজ 3. ডোজ
ಡಬಲ್ ಸಿಗ್ಮೋಯ್ಡ್ ಕರ್ವ್,ডবল সিগমায়েড বক্ররেখা
1. ಬಿರುಗಾಳಿ 2. ಹಿಗ್ಗಿಸಿ,1. দমকা 2. প্রসারিত
1. ಎಕ್ಸಾಸ್ಟ್ ಡ್ರೈನ್ 2. ಎಫ್ಲುಯೆಂಟ್,1. নিষ্কাশন ড্রেন 2. বর্জ্য
ಒಳಚರಂಡಿ,নিষ্কাশন
ಎಳೆತ,আকর্ষণ
1. ಔಷಧಿ ಕೊಡು 2. ಕುಡಿಸು,1. ওষুধ দিন 2. ভিজিয়ে দিন
ಸೌಂದರ್ಯವರ್ಧಕಗಳು (ಬೀಜಗಳು),প্রসাধনী (বীজ)
1. ಆಗರ್ 2. ಆಳವಿಲ್ಲದ ದೋಷ 3. ಡ್ರಿಲ್ 4. ಆಗರ್,1. auger 2. অগভীর ফল্ট 3. ড্রিল 4. auger
1. ರಂಧ್ರ 2. ಡ್ರಿಲ್ 3. ಡ್ರಿಲ್,1. গর্ত 2. ড্রিল 3. ড্রিল
1. ಕೊರೆಯುವುದು 2. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಬಿತ್ತನೆ 3. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಸುರಿಯುವುದು,1. ড্রিলিং 2. একটি ড্রিল দিয়ে বপন করা 3. একটি ড্রিল দিয়ে ঢালা
ಹನಿ ನೀರಾವರಿ,ড্রিপ সেচ
ಒಣ ಬೇಸಾಯ,শুকনো চাষ
1.ಧೂಳು 2.ಬುಕ್ನೆ,1.ধুলো 2.বুকনি
1. ಡಸ್ಟರ್ 2. ಸ್ಕ್ಯಾಟರರ್,1. ডাস্টার 2. বিক্ষিপ্তকারী
ಚಿಮುಕಿಸಲು,ছিটানো
1. ಕುಬ್ಜ 2. ವಾಮನ,1. বামন 2. বামন
ವಾಮನ ಪಿರಮಿಡ್,বামন পিরামিড
ವಾಮಿನಿ ಭವನ,ভামিনী ভবন
ಪರಿಸರ ವಿಜ್ಞಾನ,বাস্তুশাস্ত্র
ಅರ್ಥಶಾಸ್ತ್ರ,অর্থনীতি
ಆರ್ಥಿಕ ದಕ್ಷತೆ,অর্থনৈতিক দক্ষতা
ಸಾಂದರ್ಭಿಕ ಪ್ರಕಾರ,পরিস্থিতিগত প্রকার
ಹೆಚ್ಚುವರಿ ಶ್ರೇಣೀಕೃತ,অতিরিক্ত স্তরিত
ಮೃದು,নরম
ಮಣ್ಣಿನ ವಿಜ್ಞಾನ,মৃত্তিকা বিজ্ঞান
1. ಸೇತುವೆ 2. ಅಂಚು 3. ಸ್ಟ್ರಾಂಡ್ ಮುಚ್ಚುವಿಕೆ,1. ব্রিজিং 2. এজিং 3. স্ট্র্যান্ড ক্লোজার
ಆಹಾರ ಭಾಗ,খাদ্য অংশ
ಬೇಡಿಕೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,চাহিদার স্থিতিস্থাপকতা
ಉತ್ಪಾದನಾ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,উত্পাদন স্থিতিস্থাপকতা
ವಿದ್ಯುದ್ವಿಭಜನೆ,তড়িৎ বিশ্লেষণ
ಎಲೆಕ್ಟ್ರೋಫೋರೆಸಿಸ್,ইলেক্ট্রোফোরেসিস
ಆವಿಯಾಗುವಿಕೆ,বাষ্পীভবন
1. ಶಿರಚ್ಛೇದಕ 2. ಕ್ರಿಮಿನಾಶಕ 3. ಶಿರಚ್ಛೇದಕ 4. ಕ್ರಿಮಿನಾಶಕ,1. শিরশ্ছেদ 2. বন্দী 3. শিরশ্ছেদ 4. জীবাণুমুক্ত
1. ವೀರ್ ಬಂಡಿ 2. ಸ್ಟ್ರಾಬಂಡಿ,1. উইয়ার বান্দি 2. স্ট্রবান্ডি
ಭ್ರೂಣ,ভ্রূণ
1. ಭ್ರೂಣಶಾಸ್ತ್ರ 2. ಭೌತಶಾಸ್ತ್ರ,1. ভ্রূণবিদ্যা 2. পদার্থবিদ্যা
1. ನಿರ್ಗಮನ 2. ನಿರ್ಗಮನ,1. প্রস্থান 2. প্রস্থান
ಎಮಲ್ಸಿಫೈಯರ್,ইমালসিফায়ার
ಅಂತರ್ವರ್ಧಕ,অন্তঃসত্ত্বা
ಇಂಟ್ರಾ ಪಾಯಿಂಟ್ ವಿಭಾಗ,আন্তঃবিন্দু বিভাগ
ಒಳ-ಪರಾವಲಂಬಿ,অন্তঃপরজীবী
ಎಂಡೋಸ್ಪರ್ಮ್,এন্ডোস্পার্ম
ಉದ್ಯಮ,এন্টারপ্রাইজ
ಕೀಟಶಾಸ್ತ್ರ,কীটতত্ত্ব
ಪರಿಸರ,পরিবেশ
1. ಕಿಣ್ವ 2. ಕಿಣ್ವ,1. এনজাইম 2. এনজাইম
ಕ್ಲಸ್ಟರ್ ಕಸಿ,ক্লাস্টার গ্রাফটিং
1. ಎಪಿಫೈಟ್ 2. ಎಪಿಫೈಟ್,1. এপিফাইট 2. এপিফাইট
ಈಕ್ವಿಟಿ,ইক্যুইটি
ನಿವಾರಣೆ,নির্মূল
ಅಗತ್ಯ ಪೋಷಕಾಂಶಗಳು,অত্যাবশ্যক পুষ্টি
1. ಅಳತೆ 2. ಜಂಪ್ 3. ಮೌಲ್ಯಮಾಪನ,1. পরিমাপ 2. জাম্প 3. মূল্যায়ন
ಕೈಚಳಕ,সূক্ষ্মতা
ಸುಜನ್ನಿಕ್,সুজনিক
ಮೌಲ್ಯಮಾಪನ,মূল্যায়ন
ಉಗಿ ಮಾಪಕ,বাষ্প গেজ
ಆವಿಯಾಗುವಿಕೆ,বাষ্পীভবন
ಶಾಶ್ವತ ಕ್ರಾಂತಿ,চিরন্তন বিপ্লব
1. ನಿತ್ಯಹರಿದ್ವರ್ಣ 2. ನಿತ್ಯಹರಿದ್ವರ್ಣ,1. চিরসবুজ 2. চিরসবুজ
ಅಭಿವೃದ್ಧಿ,উন্নয়ন
ಕತ್ತರಿಸಿದ,বিছিন্ন করা
ಪರೀಕ್ಷಯ್ (ಫಲವತ್ತತೆ),পরিক্ষয় (উর্বরতা)
ಶೋಷಣೆ,শোষণ
1. ಅನ್ವೇಷಣೆ 2. ಪರಿಶೋಧನೆ,1. অন্বেষণ 2. অন্বেষণ
1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಹೊರಸೂಸುವಿಕೆ,1. এক্সট্রুশন 2. নির্গমন
ಕಣ್ಣು,আই
1. ಅಂಶ 2. ಘಟಕ 3. ಅಂಶ 4. ಸಂಪನ್ಮೂಲ,1. ফ্যাক্টর 2. কম্পোনেন্ট 3. ফ্যাক্টর 4. রিসোর্স
ಅಂಶ ಉತ್ಪಾದಕತೆ,ফ্যাক্টর উত্পাদনশীলতা
ವ್ಯಾಪಾರಿಯ ರಿಯಾಯಿತಿ,ব্যবসায়ীদের ডিসকাউন্ট
ಅಪವರ್ತನೀಯ ಬ್ಲಾಕ್ ವಿನ್ಯಾಸ,ফ্যাক্টরিয়াল ব্লক ডিজাইন
ಪರ್ಯಾಯ,বিকল্প
1. ಪಟ್ಟಿ 2. ಪಲಿಹಾರ್,1. পট্টি 2. পালিহার
ಒಟ್ಟು,স্থূল
ಕ್ಷೇತ್ರ ಮೌಲ್ಯಮಾಪನ,ক্ষেত্রের মূল্যায়ন
ಕೃಷಿ ಬಜೆಟ್,খামার বাজেট
ಕೃಷಿ ವ್ಯಾಪಾರ,কৃষি ব্যবসা
ಕ್ಷೇತ್ರ ಯೋಜನೆ,ক্ষেত্রের পরিকল্পনা
1. ರೈತ 2. ರೈತ,1. কৃষক 2. কৃষক
1. ಕೃಷಿ 2. ಕೃಷಿ,1. কৃষি 2. কৃষিকাজ
ಘರ್ಷಣೆ,সংঘর্ষ
ಬಹು ಸಂತಾನೋತ್ಪತ್ತಿ,একাধিক প্রজনন
ಹುದುಗುವಿಕೆ,গাঁজন
ಫಲವತ್ತತೆ,উর্বরতা
ಗೊಬ್ಬರ,সার
ರಸಗೊಬ್ಬರ ಬಳಕೆಯ ದಕ್ಷತೆ,সার ব্যবহারের দক্ষতা
ನಾರಿನಂತಿರುವ,তন্তুযুক্ত
1. ಫಾರ್ಮ್ 2. ಪ್ರದೇಶ 3. ಸ್ಥಳ,1. খামার 2. এলাকা 3. অবস্থান
ಮಣ್ಣಿನ ನೀರನ್ನು ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವುದು,মাটির জল ধরে রাখা
ಕ್ಷೇತ್ರ ಪ್ರದರ್ಶನ,ক্ষেত্র প্রদর্শন
1. ನಿಶ್ಚಲತೆ 2. ಸ್ಥಿರೀಕರಣ 3. ಸ್ಥಿರೀಕರಣ,1. ইমোবিলাইজেশন 2. ফিক্সেশন 3. ফিক্সেশন
1. ಮುಳುಗುವಿಕೆ 2. ಒಳಸೇರಿಸುವಿಕೆ,1. প্লাবন 2. গর্ভধারণ
ನಿರ್ವಹಣಾ ಚಿತ್ರ,প্রবাহ চিত্র
ಆಹಾರ ಮೌಲ್ಯ,খাদ্য মূল্য
ಮೇವು,পশুখাদ্য
ಮುನ್ಸೂಚನೆ,পূর্বাভাস
ಅರಣ್ಯ,বন। জংগল
ಅರಣ್ಯೀಕರಣ,বনায়ন
1. ತಾಡ್ಪರ್ನ್ 2. ಫಾರ್ಮ್,1. তাদপার্ন 2. ফর্ম
ಹಿಮ ನಿರೋಧಕ,হিম প্রতিরোধী
1. ಪಾಲಾ 2. ಬ್ಲೈಟ್,1. পাল 2. ব্লাইট
1. ಹೆಪ್ಪುಗಟ್ಟಿದ 2. ಹೆಪ್ಪುಗಟ್ಟಿದ,1. হিমায়িত 2. হিমায়িত
ಕಾರ್ಯ,ফাংশন
1. ಹಣ್ಣಿನ ಪತನ 2. ಹಣ್ಣಿನ ಪತನ,1. ফল পতন 2. ফল পতন
ಹಣ್ಣಾಗುತ್ತವೆ,ফল হত্তয়া
1. ಧೂಮೀಕರಣ 2. ಧೂಮೀಕರಣ,1. ফিউমিগেশন 2. ফিউমিগেশন
ಶಿಲೀಂಧ್ರನಾಶಕ,ছত্রাকনাশক
ಶಿಲೀಂಧ್ರನಾಶಕ,অ্যান্টিফাঙ্গাল
ಶಿಲೀಂಧ್ರ,ছত্রাক
1. ಖುದ್ 2. ಸೀತಾ,1. খুদ 2. সীতা
1. ಫ್ಯೂಷನ್ 2. ಫ್ಯೂಷನ್,1. ফিউশন 2. ফিউশন
ಹತ್ತಿ ಉಣ್ಣೆ,সুতি পশম
ಕೂದಲುಳ್ಳ,লোমশ
1. ಮರದ ಹುಣ್ಣು 2. ಪಿಟಿಕಾ,1. গাছের আলসার 2. পিটিকা
1. ಗ್ಯಾಮೆಟ್‌ಗಳು 2. ಗ್ಯಾಮೆಟ್‌ಗಳು,1. গ্যামেট 2. গেমেট
1. ಉದ್ಯಾನ 2. ಉದ್ಯಾನ,1. বাগান 2. বাগান
1. ಪಾನ್ಸಾಲ್ 2. ಹೈಡ್ರೋಮೀಟರ್,1. পানসাল 2. হাইড্রোমিটার
ಜೀನ್ ಸಂಗ್ರಹ,জিন সংগ্রহ
ಜೀನ್ ಟ್ಯಾಗನ್,জিন ট্যাগন
ವಂಶಾವಳಿ,বংশতালিকা
ಜೀನ್ ನಕ್ಷೆ,জিন মানচিত্র
ಆನುವಂಶಿಕ,জেনেটিক্স
1. ಜಿನೋಮ್ 2. ಸಂಜೀನ್,1. জিনোম 2. সংগেন
ಸಂಜಿನಿ ಸಂಗ್ರಹ,সঞ্জিনী কালেকশন
ಜೀನೋಮಿಕ್ಸ್,জিনোমিক্স
ಜೀನೋಟೈಪ್,জিনোটাইপ
1. ಜೀನ್ ರಚನೆ 2. ಜೀನ್ ಪ್ರಕಾರ,1. জিনের গঠন 2. জিনের ধরন
ವಂಶಾವಳಿ,লিনেজ
1. ಕುಲ 2. ವಂಶ,1. বংশ 2. বংশ
1. ಸೂಕ್ಷ್ಮಾಣು 2. ಸೂಕ್ಷ್ಮಾಣು,1. জীবাণু 2. জীবাণু
ಕ್ರಿಮಿನಾಶಕ,জীবাণু নাশক
ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ,অঙ্কুরোদগম
1. ಜರ್ಮ್ಪ್ಲಾಸಂ 2. ಜರ್ಮ್ಪ್ಲಾಸಂ,1. জার্মপ্লাজম 2. জার্মপ্লাজম
ಗಿಬ್ಬರೆಲಿಕ್ ಆಮ್ಲ,জিবেরেলিক অ্যাসিড
ಕೊಯ್ಲು,কুড়ানো
ತುಶ್,টুশ
1. ಅಂಟು 2. ಹೊಟ್ಟೆಬಾಕತನ,1. গ্লুটেন 2. পেটুক
ಗ್ಲೈಕೋಲಿಸಿಸ್,গ্লাইকোলাইসিস
Sundara,চমৎকার
