Bengali,Malayalam
জিন ব্যাংক,ജീൻ ബാങ്ക്
জিন ট্যাগিং,ജീൻ ടാഗിംഗ്
জিনোলজি,ജീരോളജി
জেনেটিক মানচিত্র,ജനിതക മാപ്പ്
জেনেটিক্স,ജനിതഭാസങ്ങൾ
জিনোম,ജീനിഹമായ
জিনোমিক লাইব্রেরি,ജെനോമിക് ലൈബ്രറി
জিনোমিক্স,ജനീകാസ്
জিনোটাইপ,ജനിതനായ
জিনোটাইপ,ജനിതനായ
জেনাস,ജീസ്
জেনাস,ജീസ്
জীবাণু,ബീജം
জীবাণু,ഗർമ്മിയാകാവസ്ഥ
অঙ্কুরোদগম,മുളച്ച്
জীবাণু,ജെർംപ്ലാസം
গিব্বেরেলিক অ্যাসিড,ഗിബ്ബെരെല്ലിക് ആസിഡ്
জিনিং,ജിന്നിംഗ്
গ্লুম,ഭയം
আঠালো,കുഴഞ്ഞ
গ্লাইকোলাইসিস,ഗ്ലൈക്കോളിസിസ്
Gneiss,ഗ്നസ്
সোনার বিপ্লব,സുവർണ്ണ വിപ്ലവം
গ্রেডিং,ഗ്രേഡിംഗ്
গ্রাফ্টেড উদ্ভিদ,ഒട്ടിച്ച പ്ലാന്റ്
গ্রাফ্ট-ইনমপ্যাটেবল,ഗ്രാഫ്റ്റ്-പൊരുത്തപ്പെടുന്നില്ല
গ্রান্না,ഗ്രന്ന
গ্রানুলেশন,കൃതം
সবুজ সার,പച്ച വളം
সবুজ বিপ্লব,ഹരിത വിപ്ലവം
বৃদ্ধি এবং উন্নয়ন,വളർച്ചയും വികസനവും
গুমোসিস,ഗംമോസിസ്
Gynodioecious,ഗൈനോഡിയോസിയസ്
গল বাদাম,പിത്തസഞ്ചി
রসুন,വെളുത്തുള്ളി
জেরবেরা,ഗെർബെറ
ঘেরকিন,ഗെർക്ക്
আদা,ഇഞ്ചിര്
গ্ল্যাডিওলাস,ഗ്ലാഡിയോലസ്
ছাগলের আগাছা (আগেরেটাম),ആട് കള (ഏജററ്റം)
আঙ্গুর,ചെറുമധുരനാരങ്ങ
আঙ্গুর,മുന്തിരി
সবুজ ছোলা,ചെറുപയർ
গ্রুইয়া,ഗ്രാമവകാശ
চিনাবাদাম,നിലക്കടല
পেয়ারা,പേര
গিনি ঘাস,ഗ്വിനിയ പുല്ല്
গ্যাল মিড,പിത്തസഞ്ചി
ঘাস হপার,പുല്ല് ഹോപ്പർ
গুন্ডি বাগ,ഗുണ്ടി ബഗ്
অভ্যাস,ശീലം
শিলাবৃষ্টি,ആഹാനം
হেয়ারভেচ,ഹെയിവിവിച്ച്
হ্যালোফাইট,ഹാലോഫൈറ്റ്
হ্যারো,ഹാരോ
ফসল সূচক,വിളവെടുപ്പ് സൂചിക
ফসল,വിളവ്
ফসল কাটা,വിളവെടുപ്പ്
হ্যাচ,കിളിവാതില്
খড়,വയ്ക്കോല്
হেইলজ,ഭേഹം
হেইস্টক,ആഞ്ഞടിക്കല്
ধোঁয়াশা,മൂടല്മഞ്ഞ്
আড়ম্বরপূর্ণ,മഞ്ഞ്മൂടിയ
মাথা (কৃষি),തല (അഗ്രോ)
মাথা (চ্যানেলের),തല (ചാനലിന്റെ)
পিছনে মাথা,തിരികെ തലക്കെട്ട്
হেজ,കുറ്റിച്ചെടി
হেজিং,ഹെഡ്ജിംഗ്
হেলিক্স,ഹെലിക്സ്
হেমাটাইট,ഹെമറ്റൈറ്റ്
ভেষজ,സസം
হার্বেরিয়াম,ഹെരിബറിയം
হার্বিসাইড,കളനാശിനി
বংশগততা,വംശപാരന്വരം
হেরেটিবিলিটি,പാരപാനം
হার্মাফ্রোডাইট,ഹെർമാഫ്രോഡൈറ്റ്
হিটারোক্রোমেটিক,ഹെട്രോക്രോമാറ്റിക്
হেটেরোফেরটিলাইজেশন,ഹെറ്ററേഷൻലൈസേഷൻ
হিটারোসিস,അറ്റത്തേക്കും
হেটেরোসোম,ഹെറ്ററോസോം
হিটারোট্রফ,ഹെറോട്രോഫ്
হেক্সাপ্লয়েড,ഹെക്സാപ്ലോയിഡ്
হাইবারনেট,ഹൈബർനേറ്റ്
উচ্চ ঘনত্ব রোপণ,ഉയർന്ന സാന്ദ്രത നടീൽ
পাহাড় (চাল),ഹിൽ (അരി)
হিস্টোগ্রাম,ഹിസ്റ്റോഗ്രാം
হিটেক হর্টিকালচার,ഹൈക്ക് ഹോർട്ടികൾച്ചർ
মুরগি,കൂട്
হোয়িং,ഹോയിംഗ്
ধারণ,പിടിക്കുക
হোম ফার্ম,ഹോം ഫാം
হোমিওস্টেসিস,ഹോമോസ്റ്റാസിസ്
হোমস্টেড,ഹോംസ്റ്റേഡ്
সমজাতীয়তা,ഏകതാന
সমজাতীয়,ഏകതാനമായ
হোমোলজাস,ഹോമോനോഗസ്
হোমোজাইগোট,ഹോമോസിഗോട്ട്
হপার,ഹോപ്പർ
দিগন্ত,ചക്രവാളം
উদ্যানতাত্ত্বিক ফসল,ഹോർട്ടികൾച്ചറൽ വിളകൾ
উদ্যানতত্ত্ব,ഹോർട്ടികൾച്ചർ
হর্টি-সিলভি যাজকীয় কৃষিকাজ,ഹോർട്ടി-സിൽവി ഇടയശ്ത്ഠിംഗ്
হোস্ট,ആതിഥേയന്
গরম জল চিকিত্সা,ചൂടുവെള്ള ചികിത്സ
হাল,തൊണ്ട്
আর্দ্রতা,ഈർപ്പം
হুমাস,ഹ്യൂമസ്
হুস্ক,തൊലി
হকার,തൊലി
হুংস,ഹസ്കിംഗ്
হাইব্রিড,ഹൈബ്രിഡ്
সংকরকরণ,ജലവൈദമാക്കല്
হাইড্রেশন,ജലാംശം
জলবিদ্যুৎ,ജലവൈകരണം
হাইড্রোলাইসিস,ജലവിശ്ലേഷണം
হাইড্রোমিটার,ഹൈഡ്രെയിൻ
হাইড্রোফিলাস,ഹൈഡ്രോഫിലസ്
জলবিদ্যুৎ,ഹൈഡ്രോപോണിക്സ്
হাইড্রোস্ফিয়ার,ഹൈഡ്രോഫിയർ
হাইড্রোস্কোপিসিটি,ഹൈഡ്രോസ്കോപ്പിറ്റി
হাইপারপ্যারাসাইট,ഹൈപ്പർപാരാസറ്റ്
হাইপারপ্লাজিয়া,ഹൈപ്പർപ്ലാസിയ
হাইফা,എസ്യ്പ്പ്
হাইপোকোটাইল,ഹൈപ്പോകോട്ടൈൽ
হাইপোথিসিস,അനുമാനസം
হিস্টেরেসিস (জল),ഹിസ്റ്റെറിസിസ് (വെള്ളം)
হ্যাজেল বাদাম,ഹാസൽ നട്ട്
শিং,ചെതാവ്
হেনবেন,ഹെൻബെയ്ൻ
হেনা,ഹെന്ന
হিবিস্কাস,ചെമ്പരുത്തി
খোঁড়ান,ചാട്ടം
ঘোড়া গ্রাম,കുതിര ഗ്രാം
হর্স-আই-শিম,കുതിര-കണ്ണ്-ബീൻ
মৌমাছি,തേനീച്ച
হপার,ഹോപ്പർ
উদ্যানতত্ত্ববিদ,ഹോർട്ടികൾച്ചറിസ്റ്റ്
হাইড্রোলজিস্ট,ജലശാസ്ത്രജ്ഞൻ
সিটু গ্রাফটিংয়ে,സിറ്റു ഒട്ടിക്കൽ
ভিট্রোতে,വിട്രോയിൽ
ভিভোতে,വിവോയിൽ
নির্বিচারে,വിവേചനരഹിതമായ
পোকামাকড়,പുഴു
কীটপতঙ্গ,പ്രാണികളുടെ കീടങ്ങൾ
পোকামাকড়,കീസദമായ
কীটনাশক,കീടനാശിനി
পোকামাকড়,കീടനാശിനി
ইনসোলেশন,ധിക്കാരി
অদৃশ্য,പുള്ളിപ്പുഴ
ইনস্টর (পোকামাকড়),ഇൻസ്റ്റാർ (പ്രാണികൾ)
ইনসুলেটর,സുഖാനുസൃതം
ইন্টিগ্রেটেড ডিজিজ ম্যানেজমেন্ট,സംയോജിത രോഗ പരിപാലനം
সংহত পুষ্টি ব্যবস্থাপনা,സംയോജിത പോഷക മാനേജുമെന്റ്
সমন্বিত বালাই ব্যবস্থাপনা,സംയോജിത കീടങ്ങളെ പരിപാലനം
তীব্রতা,തീവ്രവാദം
নিবিড়,തീവമായ
ইন্টারক্রপ,ആലോചിക്കുക
আন্তঃসংশ্লিষ্টতা (আন্তঃবিজ্ঞান),ഇന്റർ ദുഷ്പീകരണം (ഇന്റർ കൾട്ട്)
স্বার্থ,പലിശ
ইন্টারনোড,ഇന്റനോഡ്
ইন্টারফেজ (সেল বিভাগ),ഇന്റർഫേസ് (സെൽ ഡിവിഷൻ)
ইন্টারপোলেশন,ഇന്റർപോളേഷൻ
আন্তঃমুখী,ഇന്റർ-അണുവിമുക്തമാണ്
ইনভেন্টরি,സാധനങ്ങൾ
বিপর্যয়,വിപരീതം
জড়িত,ഇവന്റോക്രെ
আয়ন,യൻകിട
ইরেডিয়েশন,വികിരണം
সেচ,ജലസേചനം
আইএসও অ্যালিলস,ഐഎസ്ഒ അല്ലെലുകൾ
আইএসও পণ্য বক্ররেখা,ഐഎസ്ഒ ഉൽപ്പന്ന വക്രത
আইসোবার,ഐസോബാർ
আইসোগামি,ഇസോഗമി
বিচ্ছিন্নতা দূরত্ব,ഒറ്റപ്പെടൽ ദൂരം
আইসোপ্লয়েড,ഐസോപ്ലോയിഡ്
আইসোক্যান্ট,ഐസ്കോംകാന്റ്
আইসোটোপ,ഐസോടോപ്പ്
ভারতীয় বার্চ,ഇന്ത്യൻ ബിർച്ച്
ইন্ডিয়ান ব্লু পাইন,ഇന്ത്യൻ നീല പൈൻ
ভারতীয় চেরি,ഇന്ത്യൻ ചെറി
ভারতীয় জুনিপার,ഇന്ത്യൻ ജുനൈപ്പർ
ভারতীয় কিনো গাছ,ഇന്ത്യൻ കിനോ മരം
ভারতীয় লরাল ট্রি,ഇന്ത്യൻ ലായറൽ ട്രീ
ভারতীয় ম্যাডার,ഇന്ത്യൻ ഭ്രാന്തൻ
ভারতীয় ম্যাডলার,ഇന്ത്യൻ മാഡ്ലർ
ইন্ডিয়ান পোডো ফিলাম,ഇന്ത്യൻ പോഡോ ഫൈലം
নীল,ഇൻഡിഗോ
ইতালিয়ান বাজরা,ഇറ്റാലിയൻ മില്ലറ്റ്
আইভরি গাছ,ആനക്കൊമ്പ് വൃക്ഷം
আইভী লাউ/লিটল লাউ,ഐവി പൊറോട്ട / ലിറ്റിൽ പൊറോട്ട
গুড়,മന്ദബുദ്ധി
জাপোনিকা রাইস,ജാപോണിക്ക അരി
জ্যাসিড,ജാസിദ്
জাভানিকা রাইস,ജാവാനിക്ക അരി
জেলিং,ജെല്ലിംഗ്
ঝুম চাষ,Jum കൃഷി
জাম্পিং জিন,ചാടുന്ന ജീൻ
জাঙ্ক ডিএনএ,ജങ്ക് ഡിഎൻഎ
কিশোর পর্ব,ജുവനൈൽ ഘട്ടം
জ্যাকারান্ডা,ജസറന്ദ
জ্যাকফ্রুট,ചക്ക
জামুন,മുൻ
জুঁই,ജാസ്മിൻ
জাট্টি খট্টি,ജട്ടി ഖട്ടി
জ্যাটট্রোফা,ജാട്ട്രോഫ
পাট,ചണം
জ্যাসিডস,ജാസിഡുകൾ
কওলিন,കയോലിൻ
কওলিনাইট,Koolianite
কওলিনাইট,Koolianite
ক্যারিঞ্চাইমা,കര്യൻചേരിമ
ক্যারিওডেসমা,കരോഡെസ്മ
ক্যারিওগামি,കാരിയോബാമി
ক্যারিওগ্রাম (আইডিওগ্রাম),കാറിഗ്രാം (IDiOGRAM)
ক্যারিওকাইনেসিস,കാരിയോകിനിസ്
ক্যারোলজি,കരിയോളജി
ক্যারিওলাইসিস,കരോലിസിസ്
ক্যারিওন,കറിയോൺ
ক্যারিওটাইপ,കാരിരിയോടൈ
কেল্প (শেত্তলা),കെൽപ് (ആൽഗ)
কেলভিন চক্র,കെൽവിൻ സൈക്കിൾ
কেরাটিন,കെരാറ്റിൻ
কার্নেল,കേർണൽ
খাইরা রোগ,ഖൈറ രോഗം
খরিফ,ഖാരിഫ്
দুষ্টুমি,കളിയാക്കാനുള്ള
কিনেটোচোর,കിടോചോർ
বাগানের,അടുക്കളത്തോട്ടം
ক্লেইনফিল্টার সিনড্রোম,ക്ലീൻഫിൽട്ടർ സിൻഡ്രോം
ক্লেনো খণ্ড,KLENOV ശകലം
গিঁটিং,നോട്ടിയ
কোচের পোস্টুলেট,കൊച്ചിന്റെ പേര്
কোপ্পেনের শ্রেণিবিন্যাস (জলবায়ু),കോപ്പേഴ്സ് ക്ലാസിഫിക്കേഷൻ (കാലാവസ്ഥ)
ক্রেবস চক্র,ക്രെസ് സൈക്കിൾ
কুর্তোসিস,കുട്ടി
কেভিকে (কৃষ্ণ ভিগায়ান কেন্দ্র),കെവികെ (കൃഷി വിജ്ഞൻ കേന്ദ്ര)
কাদম,കടാം
কালে,കലെ
ক্যানস ঘাস,കന്മാർ പുല്ല്
করোন্ডা,കരുണാന്ത
"কিডনি বিন, রাজমাহ","കിഡ്നി ബീൻ, രാജ്മ"
কিউইফ্রিউট,Kiwifriuut
নোল খোল,നോൾ ഖോൾ
কোডাম্পুলি,കോടംമ്പുലി
কোডো মিললেট,കൊഡോ മില്ലറ്റ്
কোকাম মাখন গাছ (ম্যাঙ্গোস্টিন),കോകം വെണ്ണ ട്രീ (മംഗോസ്റ്റിൻ)
খাপ্রো বিটল,ഖപ്പുര വണ്ട്
এল.ডি .50 (মারাত্মক ডোজ 50),L.D.50 (മാരകമായ ഡോസ് 50)
অবতরণ করতে ল্যাব,ലംബമായി
লেবেল,മൗലിപ്പ്
শ্রম,തൊഴിലാളി
ল্যাক অপেরন মডেল,ലാക് ഓപ്പറൺ മോഡൽ
স্তন্যদান,മുലയൂട്ടൽ
ল্যাকটোজেনিক হরমোন (প্রোল্যাকটিন),ലാക്ടാനെനിക് ഹോർമോൺ (പ്രോലാക്റ്റിൻ)
ল্যাকটোজ,ലാക്ടോസ്
পিছিয়ে থাকা স্ট্র্যান্ড,ലഗ്ഗുചെയ്യുന്ന സ്ട്രോണ്ട്
ল্যাম্বদা ক্লোনিং ভেক্টর,ലാംഡ ക്ലോണിംഗ് വെക്റ്റർ
ফলকিত বায়ু প্রবাহ,ലാമർ എയർ ഫ്ലോ
ল্যাম্প ব্রাশ ক্রোমোজোম,ലാമ്പ് ബ്രഷ് ക്രോമസോം
জমি,നിലം
ভূমি সক্ষমতা শ্রেণিবিন্যাস,ലാൻഡ് ക്യാപിറ്റബിലിറ്റി വർഗ്ഗീകരണം
ভূমি সক্ষমতা মানচিত্র,ലാൻഡ് ക്യാപിറ്റബിലിറ്റി മാപ്പ്
ভূমি অবক্ষয়,ഭൂമി അപകടം
ভূমি সমতুল্য অনুপাত,ഭൂമി തുല്യമായ അനുപാതം
জমি সমতলকরণ,ഭൂമി നില
জমি উদ্ধার,ഭൂമി വീണ്ടെടുക്കൽ
ল্যান্ডস্কেপিং,ലാൻഡ്സ്കേപ്പിംഗ്
জমির উপযুক্ততা,ലാൻഡ് അനുയോജ്യത
ভূমি ব্যবহারের প্যাটার্ন,ഭൂവിനിയോഗ രീതി
ল্যাঙ্গারহান্স সেল,ലങ്കാൻഹാൻ സെല്ലുകൾ
ভ্রষ্টতা হার,കാലഹരണപ്പെടൽ നിരക്ക്
লার্ভা,ലാർവ
বিলম্ব,ലേറ്റേഷന്
সুপ্ত,ലെഡ് വ്യൂ
সুপ্ত সংক্রমণ,ഒളിഞ്ഞിരിക്കുന്ന അണുബാധ
পার্শ্বীয়,ലാറ്ററൽ
লেটারাইট মাটি,ലാറ്ററൈറ്റ് മണ്ണ്
ল্যাটেক্স,ലാത്ക്സ്
ল্যাথাইরিজম,നാതിരിവാദം
ল্যাটিন স্কয়ার ডিজাইন (এলএসডি),ലാറ്റിൻ സ്ക്വയർ ഡിസൈൻ (എൽഎസ്ഡി)
জাল,ലാറ്റിസ്
সমন্বিত সুবিধার আইন,കവർന പ്രയോജനത്തിന്റെ നിയമം
ধ্রুবক রিটার্ন আইন,നിരന്തരമായ വരുമാനത്തിന്റെ നിയമം
হ্রাসের আইন,വരുമാനം കുറയ്ക്കുന്നതിനുള്ള നിയമം
ক্রমবর্ধমান retuns আইন,വർദ്ധനവ് വർദ്ധിപ്പിക്കാനുള്ള നിയമം
সীমাবদ্ধ কারণগুলির আইন,പരിമിതപ്പെടുത്തുന്ന രീതി
সর্বনিম্ন আইন,കുറഞ്ഞത് നിയമം
প্রতিস্থাপন আইন,പകരക്കാരന്റെ നിയമം
পরিবর্তনশীল অনুপাত,വേരിയബിൾ അനുപാതങ്ങളുടെ നിയമം
স্তর,അടുക്ക്
বিন্যাস,കെട്ടിടത്തിന്റെ പ്ളാന്
লিচেট,അയതലിക്കുക
ফাঁস দক্ষতা,ലീച്ചിംഗ് കാര്യക്ഷമത
ফাঁস প্রয়োজনীয়তা,ലീച്ച് ആവശ്യകത
শীর্ষস্থানীয় স্ট্র্যান্ড,മുൻനിര സ്ട്രാന്റ്
পাতার ক্ষেত্রের সময়কাল,ഇല വിസ്തൃതി ദൈർഘ്യം
গাছের পাতা সূচক এলাকা,ഇല ഏരിയ സൂചിക
পাতার অঞ্চল অনুপাত,ഇല ഏരിയ അനുപാതം
পাতা খনিজ,ഇല ഖനിത്തൊഴിലാളി
পাতা পরীক্ষা,ഇല പരിശോധന
পাতা,ഇല
লিফলেট,ലഘുലേഖ
ইজারা,പാട്ടം
শিম,പയർവർഗ്ഗ
লিসা - (কম শক্তি ইনপুট টেকসই কৃষি),ലീസ - (കുറഞ്ഞ energy ർജ്ജ ഇൻപുട്ട് സുസ്ഥിര കാർഷിക മേഖല)
লেন্টিসেল,പന്നികം
লেন্টো কৈশিক পয়েন্ট,ലെന്റോ കാപ്പിലറി പോയിന്റ്
লেপটোনেমা,ലെപ്റ്റോണിമ
লেপটোস্পিরোসিস,ലെപ്റ്റോസ്പിറോസിസ്
লিরো-মরফিক,ലെറോ-മോർഫിക്
ক্ষত,നിഖേഭം
মারাত্মক রূপান্তর,മാരകമായ മ്യൂട്ടേഷൻ
লিউকোপ্লাস্ট,ല്യൂക്കോപ്ലാസ്റ്റ്
স্তর টেরেস,ലെവൽ ടെറസ്
লেভেলার (লেভেলার),ലെവൽക്കാരൻ (ലെവലിയർ)
সমতলকরণ (জমির),(ഭൂമിയുടെ) ലെവലിംഗ്
লে ফার্মিং,കള്ള കൃഷി
ন্যূনতম লাইবিগের আইন,കുറഞ്ഞത് ലിബിഗിന്റെ നിയമം
লিগেশন,ഉപക്കുറിത
হালকা ক্ষতিপূরণ পয়েন্ট,നേരിയ നഷ്ടപരിഹാര പോയിന്റ്
হালকা স্যাচুরেশন তীব্রতা,ലൈറ്റ് സാച്ചുറേഷൻ തീവ്രത
হালকা সংক্রমণ অনুপাত,ലൈറ്റ് ട്രാൻസ്മിഷൻ അനുപാതം
হালকা ফাঁদ,നേരിയ കെണി
লিমিং,പരിമിതമാണ്
সীমাবদ্ধতা,പരിമിതപ്പെടുത്താതെ
সীমাবদ্ধ ফ্যাক্টর,പരിമിതപ്പെടുത്തുന്ന ഘടകം
লিমোনাইট,ലിമോണൈറ്റ്
লাইন,നിര
লিনিয়ার প্রতিক্রিয়া,ലീനിയർ പ്രതികരണം
লিঙ্কেজ,ലിങ്ക്
লিঙ্কেজ গ্রুপ,ലിങ്കേജ് ഗ്രൂപ്പ്
লিঙ্কার,ലിങ്കറുകാരന്
লিন্ট সূচক,ലിന്റ് സൂചിക
লিন্টার,ലിന്ററുകൾ
লিপিড,ലിപിഡ്
লাইপোলাইসিস,ലിപ്പോളിസിസ്
তরলকরণ,ലിക്വിക്റ്റേഷൻ
লিস্টার,തലക്കെട്ട്
লিস্টার,തലക്കെട്ട്
তালিকা,ലിസ്റ്റിംഗ്
লিথোস্ফিয়ার,ലിത്തോസ്ഫിയർ
লিটার,ലിറ്റർ
লাইভ মালচেস,തത്സമയ പുതപങ്ങൾ
লিভারওয়ার্ট,ലിവർവാർട്ട്
পশুসম্পত্তি,കന്നുകാലി
স্থানীয় নিয়ন্ত্রণ,പ്രാദേശിക നിയന്ത്രണം
লোকস,ലോക്കസ്
পঙ্গপাল,വെട്ടുക
লজিং (ফসল লজিং),താമസം (വിള താമസസ്ഥലം)
লডিকুল,ലോഡിക്കുയേറ്റ്
লোস,ലോയസ്സുള്ള
লোগারথিমিক রূপান্তর,ലോഗർട്ടിമിക് പരിവർത്തനം
দীর্ঘ - দিনের উদ্ভিদ,ദീർഘനാളത്തിന്റെ ചെടി
দীর্ঘ তরঙ্গ বিকিরণ,നീണ്ട തരംഗ വികിരണം
লুপ,ലൂപ്പ്
লোপিং,ലോപ്പിംഗ്
কাঠ,ചപ്പുചവറുകള്
লাক্স,ലക്സ്
বিলাসবহুল খরচ (পুষ্টি),ആഡംബര ഉപഭോഗം (പോഷകരീതി)
বিলাসবহুল জিন,ആഡംബര ജീനുകൾ
লাইকোপেন,ലൈക്കോപീൻ
লিম্ফ,ലിംഫ്
লাইসিমিটার,ലിസിമീറ്റർ
কোষের লিসিস,സെല്ലിന്റെ ലിസിസ്
লাইসোজিনি,ലിസോഗനി
লাইসোসোম,ലിസോസോം
লাইসোজাইম,ലൈസോസിം
লক্ষ গাছ,ലാക് ട്രീ
লক্ষ,ലാക്കി
"লেডির আঙুল, ওকরা","ലേഡിയുടെ വിരൽ, ഒക്ര"
ল্যান্ড ক্যালট্রপস,ഭൂമി കൽപ്ട്രോപ്പുകൾ
ল্যান্টানা,ലാന്താന
ল্যাথিরাস,ലതിറിൽ
পেঁয়াজ,വെളുത്തുള്ളി
লেবু ঘাস,നാരങ്ങ പുല്ല്
লেবু,നാരങ്ങ
মসুর ডাল,പന്തു
লকুরিস,താഴ്ന്ന
লেটুস,ലെറ്റസ്
লিলি,താമസം
চুন,നാരങ്ങ
তিসি,യന്തമായി
লিচি,Litki
ছোট বাজরা,ചെറിയ മില്ലറ്റ്
দীর্ঘ তরমুজ,നീളമുള്ള തണ്ണിമത്തൻ
দীর্ঘ মরিচ,നീളമുള്ള കുരുമുളക്
লোকাট,ലോക്വാട്ട്
পদ্ম,താമര
Lurcerne,മങ്ങിയത്
লক্ষ পোকামাকড়,ലാക്കി പ്രാണികൾ
লেডি বার্ড বিটল,ലേഡി പക്ഷി വണ്ട്
পাতা খনিজ,ഇല ഖനിത്തൊഴിലാളി
পাতা রোলার,ഇല റോളർ
পাতার ওয়েবার,ഇല വെബ്ബർ
পঙ্গপাল,വെട്ടുക
ম্যাক্রো বিবর্তন,മാക്രോ പരിണാമം
ম্যাক্রোক্লিমেট,മാക്രോക്ലൈമേറ്റ്
ম্যাক্রোমোলিকুল,മാക്രോമോലോൾകൾ
ম্যাক্রোমুটেশন,മാക്രോമുട്ടേഷൻ
ম্যাক্রোনিউট্রিয়েন্ট,മാക്രോണിറ്ററി
ম্যাক্রোপোরস,മാക്രോപോളർ
ম্যাগগট,പുഴു
ম্যাগমা,മഗ്മ
ম্যাগনেসিয়া,മഗ്ത്രിയ
ম্যাগনেসিয়াম,മഗ്നീഷ്യം
চৌম্বক আন্দোলক,കാന്തികശരീരം
মাত্রা,തീവ്രത
মহুয়া কেক,മഹുവ കേക്ക്
রক্ষণাবেক্ষণ লাইন,പരിപാലകൻ
রক্ষণাবেক্ষণ,പരിപാലനം
ভুট্টা শেলার,ചോളം ഷെല്ലർ
পুরুষ জীবাণুমুক্ত,ആൺകുല്യം
ত্রুটি,വൈകല്യങ്ങള്
ম্যালিগেন্সি,മലിതം
অপুষ্টি,പോഷകാഹാരക്കുറവ്
অসৎ আচরণ,ദുരുപയോഗം
ম্যাল্টিং,മാലിംഗ്
ম্যানেজার,പുൽത്തൊട്ടി
ম্যানগ্রোভ,കണ്ടൽക്കാരൻ
ম্যানোমিটার,ഗാനംമീറ്റര്
ম্যানোমিটার,ഗാനംമീറ്റര്
মন্টিসা (লোগারিদমের),മാന്തിസ (ലോഗരിതം)
সার,വളം
সার,വളം
প্রান্তিক,അരികിലുള്ള
প্রান্তিক ব্যয়,നാമമാത്രമായ ചിലവ്
প্রান্তিক জমি,നാമമാത്ര ഭൂമി
প্রান্তিক পণ্য,നാമമാത്ര ഉൽപ്പന്നം
প্রান্তিক রিটার্ন,നാമമാത്രമായ തിരിച്ചുവരവ്
সামুদ্রিক,സമുധായം
চিহ্নিতকারী (জেনেটিক),മാർക്കർ (ജനിതക)
বাজার,ചന്ത
বিপণনযোগ্য,വിപണനീയമായ
বিপণনযোগ্য উদ্বৃত্ত,വിപണന മിച്ചം
বিপণন উদ্বৃত্ত,മാർക്കറ്റുചെയ്ത മിച്ചം
বিপণন,മാർക്കറ്റിംഗ്
মার্শ,ചതുപ്പുനിലം
ভর প্রবাহ,കൂട്ട ഒഴുക്ക്
গণ নির্বাচন,മാസ് തിരഞ്ഞെടുക്കൽ
ভর স্পেকট্রমিটার,മാസ്-സ്പെക്ട്രോമീറ്റർ
মাস্ট,കപ്പല്പായ്മരം
মাতৃ উত্তরাধিকার,മാതൃ അനന്തരാവകാശം
সঙ্গম,ഇണചേരൽ
ম্যাট্রিক সম্ভাবনা,ട്രിക് സാധ്യത
পরিপক্কতা,പമേയൽ
পরিপক্কতা (ফসল),മെച്യൂരിറ്റി (വിള)
সর্বাধিক উপলব্ধ জল,ലഭ്യമായ പരമാവധി വെള്ളം
সর্বাধিক ফসল,പരമാവധി ക്രോപ്പിംഗ്
সর্বাধিক অবশিষ্টাংশ সীমা,പരമാവധി ശേഷിക്കുന്ന പരിധി
সর্বাধিক টেকসই ফলন,പരമാവധി സുസ്ഥിര വിളവ്
সর্বাধিক থার্মোমিটার,പരമാവധി തെർമോമീറ്റർ
সর্বাধিক জল ধারণ ক্ষমতা,പരമാവധി വാട്ടർ ഹോൾഡിംഗ് ശേഷി
Medow orpharding,പുൽമേടുകളുടെ ആലോക്കങ്ങൾ
Meyly,Mely
বিচ্যুতি,ശരാശരി വ്യതിയാനം
গড় জীবন (পারমাণবিক),ശരാശരി ജീവിതം (ന്യൂക്ലിയർ)
সমুদ্র স্তর গড়,സമുദ്രനിരപ്പ്
বর্গ মানে,ശരാശരി ചതുരം
পরিমাপ করা,അളക്കുക
মাপা,അളവ്
যান্ত্রিক,യന്തസംബന്ധമായ
যান্ত্রিক বিশ্লেষণ (মাটি),മെക്കാനിക്കൽ വിശകലനം (മണ്ണ്)
যান্ত্রিক প্রতিবন্ধকতা,മെക്കാനിക്കൽ ഇൻട്രക്ഷൻ
যান্ত্রিক কৃষক,യന്ത്രവൽകൃത കൃഷി
মধ্যমা,ശരാശരി
Medic ষধি উদ্ভিদ,Medic ഷധ സസ്യമാണ്
ভূমধ্যসাগরীয় জলবায়ু,മെഡിറ്ററേനിയൻ കാലാവസ്ഥ
মেগাগামেটোজেনেসিস,മെഗാഗമെറ്റോജെനിസിസ്
মেগাস্পোরঙ্গিয়া,മെഗാസ്പോംഗീരിയ
মেগস্পোর (ম্যাক্রোস্পোর),മെഗാസ്പോർ (മാക്രോസ്കൂർഡ്)
মেগাস্পোরোজেনেসিস,മെഗാസ്പോജനെസിസ്
মায়োসিস,മെയോസിസ്
মৃদু মাটি,മെലോ മണ്ണാണ്
ডিএনএর গলে,ഡിഎൻഎ ഉരുകുന്നു
ঝিল্লি ফিল্টার,മെംബ്രൺ ഫിൽട്ടർ
মেন্ডেলিয়ান উত্তরাধিকার,മെൻഡലിയൻ അനന്തരാവകാശം
মেন্ডেলিজম,മെൻഡലിസം
মেন্ডেলের উত্তরাধিকার আইন,മെൻഡലിന്റെ അനന്തരാവകാശ നിയമം
পণ্যদ্রব্য,വാപാരച്ചരക്കുകള്
বুধ,മെർക്കുറി
মেরিস্টেম,കരുതലുള്ളത്
মেসোক্লিমেট,മെസ്യൂക്ലിമേറ്റ്
মেসোডার্ম,മഷോഡെർം
মেসোফিল,മെസോഫിൽ
মেসোফাইট,മെസോഫൈറ്റ്
