Punjabi,Kannada
ਰੰਗ ਉਪ-ਸਮੂਹ,ಬಣ್ಣ
ਰੰਗ ਦਾ ਤਾਪਮਾਨ,ಬಣ್ಣ ತಾಪಮಾನ
ਰੰਗ ਸੰਚਾਰ,ಬಣ್ಣ ಹರಡುವಿಕೆ
ਰੰਗ ਟਿ .ਬ,ಬಣ್ಣ ಕೊಳವೆ
ਰੰਗਤ,ಬಣ್ಣ
ਰੰਗਹੀਣ,ಬಣ್ಣರಹಿತ
ਸੁਮੇਲ,ಸಂಯೋಜನೆ
ਕੰਫਾਈਨਰ,ಸಂಯೋಜಕ
ਸੰਚਾਲਨ ਦੀ ਪ੍ਰਕਿਰਿਆ,ಸಂಯೋಜನೆ ಪ್ರಕ್ರಿಯೆ
ਜਲਣ,ದಹನ
ਕਮਾਂਡ,ಸ ೦ ಧಿಗೆ
ਸ਼ੁਰੂ,ಪ್ರಾರಂಭಿಸು
ਵਪਾਰਕ ਪ੍ਰਸਾਰਣ,ವಾಣಿಜ್ಯ ಪ್ರಸಾರ
ਵਪਾਰਕ ਟੈਲੀਵਿਜ਼ਨ,ವಾಣಿಜ್ಯ ದೂರದರ್ಶನ
ਆਮ ਕੁਲੈਕਟਰ ਸਰਕਟ,ಸಾಮಾನ್ಯ ಸಂಗ್ರಾಹಕ ಸರ್ಕ್ಯೂಟ್
ਸੰਚਾਰ,ಸಂವಹನ
ਸੰਚਾਰ ਸੈਟੇਲਾਈਟ,ಸಂವಹನ ಉಪಗ್ರಹ
ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਕੇਂਦਰ,ಸಮುದಾಯ ರೇಡಿಯೋ ಕೇಂದ್ರ
ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਸਟੇਸ਼ਨ,ಸಮುದಾಯ ರೇಡಿಯೋ ಕೇಂದ್ರ
ਕੌਮਪੈਕਟ ਡਿਸਕ (ਸੀਡੀ),ಕಾಂಪ್ಯಾಕ್ಟ್ ಡಿಸ್ಕ್ (ಸಿಡಿ)
ਕੌਮਪੈਕਟ ਡਿਸਕ ਪਲੇਅਰ,ಕಾಂಪ್ಯಾಕ್ಟ್ ಡಿಸ್ಕ್ ಪ್ಲೇಯರ್
ਰਚਨਾ,ಗಡಿ
ਰਚਨਾ,ಸಂಕೋಚನ
ਅਨੁਕੂਲਤਾ,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
ਅਨੁਕੂਲ,ಹೊಂದಬಲ್ಲ
ਕੰਪਾਈਲਰ,ಕೊಲೆಗಡುಕ
ਪੂਰਕ,ಪೂರ್ಯ
ਪੂਰਕ ਟ੍ਰਾਂਸਟੋਰ,ಪೂರಕ ಟ್ರಾನ್ಸಿಸ್ಟರ್
ਗੁੰਝਲਦਾਰ ਵੇਵ,ಸಂಕೀರ್ಣ ಅಲೆ
ਭਾਗ,ಅಂಶ
ਕੰਪੋਜ਼ਿਟ,ಸಂಯೋಜಿತ
ਮਿਸ਼ਰਿਤ ਸਰਕਟ,ಸಂಯೋಜಿತ ಸರ್ಕ್ಯೂಟ್
ਮਿਸ਼ਰਿਤ ਡਿਜੀਟਲ,ಸಂಯೋಜಿತ ಡಿಜಿಟಲ್
ਕੰਪੋਜ਼ਿਟ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ,ಸಂಯೋಜಿತ ರೇಡಿಯೋ ಆವರ್ತನ ಸಂಕೇತ
ਕੰਪੋਜ਼ਿਟ ਸਿਗਨਲ,ಸಂಯೋಜಿತ ಸಂಕೇತ
ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ,ಸಂಯೋಜಿತ ವೀಡಿಯೊ
ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ ਸਿਗਨਲ,ಸಂಯೋಜಿತ ವೀಡಿಯೊ ಸಂಕೇತ
ਰਚਨਾ,ಸಂಯೋಜನೆ
ਸੰਕੁਚਿਤ ਡੇਟਾ,ಸಂಕುಚಿತ ಡೇಟಾ
ਸੰਕੁਚਿਤ ਡਿਜੀਟਾਈਜ਼ਡ ਵੀਡੀਓ,ಸಂಕುಚಿತ ಡಿಜಿಟಲೀಕರಣಗೊಂಡ ವೀಡಿಯೊ
ਸੰਕੁਚਿਤ ਵੀਡੀਓ,ಸಂಕುಚಿತ ವೀಡಿಯೊ
ਸੰਕੁਚਨ,ಸಂಕೋಚನ
ਕੰਪਰੈੱਸ ਆਰਟੀਫੈਕਟ,ಸಂಕೋಚನ ಕಲಾಕೃತಿ
ਕੰਪਰੈੱਸ ਖ਼ਤਰੇ,ಸಂಕೋಚನ ಅಪಾಯ
ਸੰਕੁਚਨ ਤਕਨੀਕ,ಸಂಕೋಚನ ತಂತ್ರ
ਕੰਪ੍ਰੈਸਰ,ಜೋಪಾನದವ
ਗਣਨਾ,ಲೆಕ್ಕಾಚಾರ
ਕੰਪਿ computer ਟਰ,ಕಂಪ್ಯೂಟರ್
ਕੰਪਿ computer ਟਰ ਅਧਾਰਤ ਮਲਟੀਮੀਡੀਆ,ಕಂಪ್ಯೂಟರ್ ಆಧಾರಿತ ಮಲ್ಟಿಮೀಡಿಯಾ
ਕੰਪਿ computer ਟਰ ਪ੍ਰੋਗਰਾਮਿੰਗ,ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ਕੰਪਿ computer ਟਰ ਤਕਨਾਲੋਜੀ,ಕಂಪ್ಯೂಟರ್ ತಂತ್ರಜ್ಞಾನ
ਕਨਸੈਵ ਲੈਂਜ਼,ಕಾನ್ವೆಂಟ್ ಲೆನ್ಸ್
ਮਾਹੌਲ,ಕನ್ನಡಿ
ਛੁਪਾਓ,ಮರೆತುಹೋಗುವುದು
ਕੇਂਦਰਿਤ,ಕೇಂದ್ರೀಕೃತವಾಗಿತ್ತು
ਧਿਆਨ ਟਿਕਾਉਣਾ,ಏಕಾಗ್ರತೆ
ਦਿਮਾਗੀ ਲੈਂਜ਼,ಏಕಕೇಂದ್ರಕ ಮಸೂರ
ਕੰਡੈਂਸਰ ਮਾਈਕ੍ਰੋਫੋਨ,ಘನವಸ್ತಮೀನ
ਸੰਤੁਲਨ ਦੀ ਸਥਿਤੀ,ಸಮತೋಲನದ ಸ್ಥಿತಿ
ਸੰਚਾਲਨ,ಸಂಕುಚಿತಗೊಳಿಸುವುದು
ਚਾਲਾਂ ਦਾ ਮੌਜੂਦਾ,ಕಂಡಕ್ಷನ್ ಕರೆಂಟ್
ਚਾਲਕਤਾ,ವಾಹಕತೆ
ਕੰਡਕਟਰ,ವಾಹಕಕ
ਕੌਨਫਿਗਰੇਸ਼ਨ,ಸಂರಚನೆ
ਕੁਨੈਕਸ਼ਨ,ಸಂಪರ್ಕ
ਕਨੈਕਟੀਵਿਟੀ,ಸಂಪರ್ಕೀಕರಣ
ਕੁਨੈਕਟਰ,ಸಂಪರ್ಕ
ਇਕਸਾਰਤਾ,ಸ್ಥಿರತೆ
ਨਿਰੰਤਰ,ಸ್ಥಿರವಾಗಿ
ਕੰਸੋਲ,ಗಡಿ
ਨਿਰੰਤਰ,ನಿರಂತರ
ਨਿਰੰਤਰ ਐਪਲੀਟਿ .ਡ,ಸ್ಥಿರ ವೈಶಾಲ್ಯ
ਮਾਈਕ੍ਰੋਫੋਨ ਨਾਲ ਸੰਪਰਕ ਕਰੋ,ಮೈಕ್ರೊಫೋನ್ ಸಂಪರ್ಕಿಸಿ
ਕੰਟੇਨਰ ਫਾਰਮੈਟ,ಕಂಟೇನರ್ ಸ್ವರೂಪ
ਗੰਦਗੀ,ಮಾಲಿನ್ಯ
ਸਮੱਗਰੀ,ಕಲೆ
ਸੰਖੇਪ,ನೆಮ್ಮದಿಯ
ਨਿਰੰਤਰਤਾ,ನಿರಂತರತೆ
ਨਿਰੰਤਰਤਾ ਬੂਥ,ನಿರಂತರ ಬೂತ್
ਨਿਰੰਤਰਤਾ ਨੋਬ,ನಿರಂತರ ಗುಬ್ಬಿ
ਨਿਰੰਤਰ,ನಿರಂತರ
ਨਿਰੰਤਰ ਚਾਪ,ನಿರಂತರ ಚಾಪ
ਨਿਰੰਤਰ ਵੇਵ,ನಿರಂತರ ಅಲೆ
ਕੋਠੇ ਦੀ ਲਾਈਨ,ಬಾಹ್ಯರೇಖೆ
ਕੁੱਲ ਯੋਜਨਾ,ಬಾಹ್ಯರೇಖೆಯ ಯೋಜನೆ
ਇਕਰਾਰਨਾਮਾ,ಒಪ್ಪಂದ
ਸੁੰਗੜਨ,ದೂಷಣೆ
ਇਸ ਦੇ ਉਲਟ ਅਨੁਪਾਤ,ವ್ಯತಿರಿಕ್ತ ಅನುಪಾತ
ਕੰਟਰੋਲ ਸਰਕਟ,ನಿಯಂತ್ರಣ ವಿವರಣೆ
ਇਲੈਕਟ੍ਰੋਡ ਕੰਟਰੋਲ ਕਰੋ,ನಿಯಂತ್ರಿತ ವಿದ್ಯುದ್ವಾರ
ਕੰਟਰੋਲ ਉਪਕਰਣ,ನಿಯಂತ್ರಣ ಉಪಕರಣಗಳು
ਕੰਟਰੋਲ ਗਰਿੱਡ,ನಿಯಂತ್ರಣ ಗ್ರಿಡ್
ਕੰਟਰੋਲ ਲਾਈਨ,ನಿಯಂತ್ರಣ ಮಾರ್ಗ
ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ,ನಿಯಂತ್ರಣಫಲಕ
ਕੰਟਰੋਲ ਰੂਮ,ನಿಯಂತ್ರಣ ಕೊಠಡಿ
ਕੰਟਰੋਲ ਟੇਬਲ,ನಿಯಂತ್ರಣ ಮೇಜು
ਕੰਟਰੋਲ ਟਾਵਰ,ನಿಯಂತ್ರಣ ಗೋಪುರ
ਕੰਟਰੋਲਰ,ನಿಯಂತ್ರಕ
ਪਰਿਵਰਤਨ,ಒಮ್ಮುಖವಾಗುವಿಕೆ
ਕੰਵਰਜੈਂਟ ਲੈਂਜ਼,ಒಮ್ಮುಖ ಮಸೂರ
ਕਨਵਰਟਰ,ವರ್ಗಾಯಿಸುವವನು
ਕਨਵੈਕਸ ਲੈਂਜ਼,ಪೀನ ಮಸೂರ
ਕਨਵੋਲਕ,ಕಣ್ಗಾವಲು
ਕਨਵੀਸ਼ਨ ਕੋਡਡ,ಕನ್ವಲ್ಯೂಷನ್ ಕೋಡೆಡ್
ਪੱਕਾ ਇੰਟਰਲੇਵ,ಕನ್ವಿಲ್ಯೂಶನಲ್ ಇಂಟರ್ಲೀವ್
ਪੱਕਾ ਇੰਟਰਲੇਵਿੰਗ,ಕನ್ವಿರಚಲ್ ಇಂಟರ್ಲೀವಿಂಗ್
ਕੂਕੀ,ಕುಕೀ
ਕੂਕੀਅਰ,ಕನ್ನಡಿಯ
ਕੋਪ੍ਰੋਸੈਸਰ,ನಿಷೇಧಕ
ਰੱਸੀ,ಹಗ್ಗ
ਕੋਰੋਨਾ,ಕರೋನ
ਕੋਰੋਨਾ ਡਿਸਚਾਰਜ,ಕರೋನ
ਇਕ ਦੂਸਰੇ ਨਾਲ ਸੰਬੰਧ,ಪರಸ್ಪರ
ਕੋਸਾਈਨ ਭਾਗ,ಕಾಸಿನ್ ಘಟಕ
ਕੋਸਾਈਨ ਵੇਵ,ಕಾಸಿನ್ ತರಂಗ
ਬ੍ਰਹਿਮੰਡੀ ਸ਼ੋਰ,ಕಾಸ್ಮಿಕ್ ಶಬ್ದ
ਕਾ counter ਂਟਰ,ಪ್ರತಿಕೂಲತೆ
ਕਾਉਂਟਰ ਕਲਾਕਵਾਈਸ,ಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
ਕਪਲਰ,ಕಪಾಟು
ਜੋੜੀ,ಜೋಡಣೆ
ਕਪਲਿੰਗ ਕੰਡੇਲੈਨਜ਼ਰ,ಕಪ್ಲಿಂಗ್ ಕಂಡೆನ್ಸರ್
ਜੋੜਣ ਵਾਲਾ ਨੈਟਵਰਕ,ಜೋಡಣೆ ನೆಟ್‌ವರ್ಕ್
ਜੋੜਣ ਦਾ ਵਿਰੋਧ,ಜೋಡಣೆ ಪ್ರತಿರೋಧ
ਸਹਿਕਾਰਤਾ,ಕೋವೆಲನ್ಸಿಯ ಬಂಡಿ
ਕਵਰੇਜ,ವ್ಯಾಪ್ತಿ
ਕਰੈਸ਼,ಅಪಘಾತ
ਆਲੋਚਨਾਤਮਕ ਬੈਂਡ,ವಿಮರ್ಶಕರ ತಂಡ
ਗੰਭੀਰ ਸਥਿਤੀ,ವಿಮರ್ಶೆ
ਨਾਜ਼ੁਕ,ವಿಮರ್ಶಾತ್ಮಕ ಜೋಡಣೆ
ਨਾਜ਼ੁਕ ਬਾਰੰਬਾਰਤਾ,ನಿರ್ಣಾಯಕ ಆವರ್ತನ
ਆਲੋਚਨਾਤਮਕ ਪੈਰਾਮੀਟਰ,ವಿಮರ್ಶಾತ್ಮಕ ನಿಯತಾಂಕ
ਮਗਰਮੱਛ ਕਲਿੱਪ,ಮೊಸಳೆ ಕ್ಲಿಪ್
ਕਰਾਸ ਫੇਡਿੰਗ,ಅಡ್ಡ ಮರೆಯಾಗುತ್ತಿರುವ
ਕਰਾਸ ਮੈਨੂਲੇਸ਼ਨ,ಅಡ್ಡಕತ್ತು
ਕਰਾਸ ਟਾਕ,ಅಡ್ಡ ಮಾತುಕತೆ
ਕਰਾਸਫੈਡ,ಅಡ್ಡನಡು
ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ,ಕ್ರಿಪ್ಟೋಗ್ರಫಿ
ਕ੍ਰਿਸਟਲ,ಸ್ಫಟಿಕ
ਕ੍ਰਿਸਟਲ ਫਿਲਟਰ,ಸ್ಫಟಿಕ ಫಿಲ್ಟರ್
Cue,ಸೂಚನೆ
ਕਿ ue ਦੇ ਨਿਸ਼ਾਨ,ಕ್ಯೂ ಗುರುತುಗಳು
ਕਯੂਅਰ ਡਿਵਾਈਸ,ಕ್ಯೂಯಿಂಗ್ ಸಾಧನ
ਮੌਜੂਦਾ ਡਰੇਨ,ಪ್ರಸ್ತುತ
ਮੌਜੂਦਾ ਮੀਟਰ,ಪ್ರಸ್ತುತ ಮೀಟರ್
ਮੌਜੂਦਾ ਟਰਾਂਸਫਾਰਮਰ,ಪ್ರಸ್ತುತ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
ਕਰਸਰ,ಕರ್ಸರ್
ਕਰਵ,ಉರುಳು
ਬਾਰੰਬਾਰਤਾ ਨੂੰ ਕੱਟੋ,ಆವರ್ತನವನ್ನು ಕತ್ತರಿಸಿ
ਕਟਰ,ಕಟ್ಟುವವನು
ਸਾਈਬਰ ਕੈਫੇ,ಸೈಬರ್ ಕೆಫೆ
ਸਾਈਬਰ ਸੁਰੱਖਿਆ,ಸೈಬರ್ ಭದ್ರತೆ
ਸਾਈਬਰ ਸਪੇਸ,ಸೈಬರ್ ಜಾಗ
ਚੱਕਰ,ಚಕ್ರ
ਚੱਕਰਵਾਤ,ಆವರ್ತಕ
D.C. ਭਾਗ,ಡಿಸಿ. ಅಂಶ
D.C. ਪਲੇਟ ਪਾਵਰ,ಡಿಸಿ. ತಟ್ಟೆಯ ಶಕ್ತಿ
D.C. ਬਹਾਲੀ,ಡಿಸಿ. ಪುನಃಸ್ಥಾಪನೆ
ਡੈਂਪਰ ਡਾਈਵਰ,ಡಯೋಡೆ
ਗਿੱਲੇ,ತೇವಗೊಳಿಸುವ
ਹਨੇਰ,ಕತ್ತಲೆ
ਡਾਟਾ,ದತ್ತ
ਡਾਟਾ ਪ੍ਰਸਾਰਣ,ದತ್ತಾಂಶ ಪ್ರಸಾರ
ਡਾਟਾ ਸੰਕੁਚਨ,ದತ್ತಾಂಶ ಸಂಕೋಚನ
ਡਾਟਾ ਡ੍ਰਿਲਿੰਗ,ದತ್ತಾಂಶ ಕೊರೆಯುವ
ਡਾਟਾ ਇਨਕ੍ਰਿਪਸ਼ਨ,ದತ್ತಾಂಶ ಗೂ r ನಿಶ್ಚಯ
ਡਾਟਾ ਫਾਈਲ,ದತ್ತಾಂಶಗಳು
ਡਾਟਾ ਹੈਂਡਲਿੰਗ,ದತ್ತಾಂಶ ನಿರ್ವಹಣೆ
ਡਾਟਾ ਮਾਈਨਿੰਗ,ದತ್ತಾಂಶ ಗಣಿಗಾರಿಕೆ
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ
ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ,ದತ್ತಾಂಶ ಸಂಸ್ಕಾರಕ
ਡਾਟਾ ਘਟੀਆ ਸਿਸਟਮ,ಡೇಟಾ ಕಡಿಮೆಯಾಗಿದೆ ಬಿಟ್ ಸಿಸ್ಟಮ್
ਡਾਟਾ ਸੇਵਾ,ದತ್ತಾಂಶ ಸೇವೆ
ਡਾਟਾ ਸ਼ੀਟ,ಮಾಹಿತಿಯ ಕಾಗದ
ਡਾਟਾ ਸਟੋਰੇਜ,ದತ್ತಾಂಶ ಸಂಗ್ರಹಣೆ
ਡਾਟਾ ਸਟ੍ਰੀਮ,ದತ್ತಾಂಶಗಳು
ਡਾਟਾ ਤਬਦੀਲੀ,ದತ್ತಾಂಶ ಪರಿವರ್ತನೆ
ਡਾਟਾ ਸੰਚਾਰ,ದತ್ತಾಂಶ ಪ್ರಸಾರ
ਡਾਟਾਬੇਸ,ದತ್ತಸಂಚಯ
ਡੈਟਾਕਾਸਟਿੰਗ,ದತ್ತಸೇಂದ್ರಿ
ਡਾਟਾਗ੍ਰਾਮ,ದಟ್ಗ್ರಾಮ್
ਡੀ ਬੀ ਮੀਟਰ,ಡಿಬಿ ಮೀಟರ್
ਮਰੇ ਹਵਾ,ಭೀಕರ ಗಾಳಿ
ਮਰੇ ਸ਼ੌਰਟ ਸਰਕਟ,ಸತ್ತ ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟ್
ਮਰੇ ਹੋਏ ਸਥਾਨ,ಜಡ ಸ್ಥಾನ
ਡੈੱਡਲਾਕ,ಅಸ್ತವ್ಯಸ್ತತೆ
ਡੀਬੱਗ ਪ੍ਰੋਗਰਾਮ,ಡೀಬಗ್ ಕಾರ್ಯಕ್ರಮ
ਡੀਬੱਗਿੰਗ,ಡೀಗಗ್ ಮಾಡುವುದು
ਆਵਾਜ਼ ਦਾ ਵਿਗਾੜ,ಧ್ವನಿಯ ಕೊಳೆತ
ਡੈਸੀਬੈਲ (ਡੀ ਬੀ),ಡೆಸಿಬೆಲ್ (ಡಿಬಿ)
ਦਸ਼ਮਲਵ,ದಶಮಾನ
ਦਸ਼ਮਲਵ ਕੋਡ,ದಶಮಾಂಶ ಸಂಕೇತ
ਦਸ਼ਮਲਵ ਅੰਕ,ದಶಮಾಂಶ ಅಂಕಿಯ
ਸਮਝਦਾਰੀ,ಅರ್ಥಚಕರ್ಯ
ਡੀਕੋਡਰ,ಡಿಕೋಡರ್
ਡੀਕੋਡਿੰਗ,ಡಿಕೋಡಿಂಗ್
ਡਿਜੀਟਲ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਵਿੱਚ ਡੀਕੋਡਿੰਗ,ಡಿಜಿಟಲ್ ಪ್ರಸರಣದಲ್ಲಿ ಡಿಕೋಡಿಂಗ್
ਕੰਪੋਪ੍ਰੈਸ਼ਨ,ತಗ್ಗಿಸು
ਬਰਖਾਸਤ ਕਰਨਾ,ಡಕ್ಯುಲಿಂಗ
ਸਰਕਟ ਨੂੰ ਘਟਾਉਣਾ,ಸರ್ಕ್ಯೂಟ್
ਨੈੱਟਵਰਕ ਨੂੰ ਘਟਾਓ,ಡಿಕೌಪ್ಲಿಂಗ್ ನೆಟ್‌ವರ್ಕ್
ਡਿਕ੍ਰਿਪਸ਼ਨ,ನಿರ್ಣಾಯಕತೆ
ਸਮਰਪਿਤ ਲਾਈਨ,ಸಮರ್ಪಿತ ಸಾಲು
ਡੀ-ਏਮਬਿੰਗ,ಕಬ್ಬಿಣದ
ਡੀ-ਜ਼ੋਰ,ಒತ್ತು
ਮੂਲ,ಗಡಿಬಿಡಿ
ਗੁਣਵੱਤਾ ਵਿੱਚ ਨੁਕਸ,ಗುಣಮಟ್ಟದಲ್ಲಿ ದೋಷ
ਨੁਕਸਦਾਰ,ದೋಷಯುಕ್ತ
ਨੁਕਸ ਇਕਾਈ,ದೋಷಯುಕ್ತ ಘಟಕ
ਪਰਿਭਾਸ਼ਾ,ವಿವರಣೆ
ਘਟੀ,ತಿರುಗುವಿಕೆ
ਵਿਗਾੜਨਾ,ವಿರೂಪ
ਡੀਫ੍ਰੇਸ਼ਨੇਸ਼ਨ,ವಿರೂಪಗೊಳಿಸುವಿಕೆ
ਡੀ-ਮੈਨਿੰਗ ਕੋਇਲ,ಡಿ-ಗೇಸಿಂಗ್ ಕಾಯಿಲ್
ਡਿਗਰੀ,ಪದ
ਡੀ-ਇੰਟਰਲੇਵਰ,ಅಂತರ್ವರ್ಧಕ
ਦੇਰੀ ਲਾਈਨ,ವಿಳಂಬ ರೇಖೆ
ਦੇਰੀ ਦਾ ਸਮਾਂ,ವಿಳಂಬ ಸಮಯ
ਫਰੇਮ ਮੈਮੋਰੀ ਦੇਰੀ ਨਾਲ,ವಿಳಂಬವಾದ ಫ್ರೇಮ್ ಮೆಮೊರಿ
ਦੇਰੀ ਸਕੈਨਿੰਗ,ವಿಳಂಬವಾದ ಸ್ಕ್ಯಾನಿಂಗ್
ਦੇਰੀ ਨਾਲ ਸਿੰਕ੍ਰੋਨਾਈਜ਼ੇਸ਼ਨ ਸਿਗਨਲ,ವಿಳಂಬ ಸಿಂಕ್ರೊನೈಸೇಶನ್ ಸಿಗ್ನಲ್
ਡਿਲਿਵਰੀ,ವಿತರಣೆ
ਡਿਲਿਵਰੀ ਸਿਸਟਮ,ವಿತರಣಾ ವ್ಯವಸ್ಥೆ
ਮੁਆਵਜ਼ਾ,ಅಪಹರಣ
ਡੈਮੋੂਲੇਟਰ ਕਾਰਡ,ಡಿಮೋಡ್ಯುಲೇಟರ್ ಕಾರ್ಡ್
ਡੈਮਟਲਿਪਰ,ಕಸಾಯಿಖಾನೆ
ਫੀਲਡ ਦੀ ਡੂੰਘਾਈ,ಕ್ಷೇತ್ರದ ಆಳ
ਉਤਰਦਾ,ಅವರೋಹಣ
ਡਿਜ਼ਾਇਨ ਨਿਰਧਾਰਨ,ವಿನ್ಯಾಸ ವಿವರಣೆ
ਡੈਸਕਟਾਪ,ಮೇಜಿನ
ਡਿਟੈਕਟਰ ਆਉਟਪੁੱਟ,ಪತ್ತೆಕಾರಕ ಉತ್ಪಾದನೆ
ਭਟਕਣਾ,ವಿಚಲನ
ਜੰਤਰ,ಸಾಧನ
ਡਿਵਾਈਸ ਡਰਾਈਵਰ,ಸಾಧನ ಚಾಲಕ
ਨਿਦਾਨ,ರೋಗ
ਚਿੱਤਰ,ರೇಖಾಚಿತ್ರ
ਵਾਰਤਾਲਾਪ ਟਰੈਕ,ಸಂವಾದ ಟ್ರ್ಯಾಕ್
ਡੁਬਨੇਲ ਮੋਡ,ವ್ಯಾಸದ ಕ್ರಮ
ਡਾਇਮੰਡ ਸਟਾਈਲਸ,ವಜ್ರದ ಸ್ಟೈಲಸ್
ਡਾਇਆਫ੍ਰਾਮ,ವೇಷಭೂಷಣ
ਡੁਫਰਾਗਮੇਟਿਕ ਜਜ਼ਬ,ಡಯಾಫ್ರಾಗ್ಮ್ಯಾಟಿಕ್ ಅಬ್ಸಾರ್ಬರ್
ਡਿਚੋਟਿਕ ਸੁਣਨਾ,ದ್ವಂದ್ವ ಬಾಂಧವ್ಯ
ਡਾਈਡੈਕਟਿਕ,ಅಂಧನ
ਡਾਈਡੈਕਟ੍ਰਿਕ ਟੁੱਟਣਾ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಬ್ರೇಕ್- ಡೌನ್
ਡਾਈਡੈਕਟ੍ਰਿਕ ਨੁਕਸਾਨ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ನಷ್ಟ
ਅੰਤਰ ਦੀ ਬਾਰੰਬਾਰਤਾ,ವ್ಯತ್ಯಾಸ ಆವರ್ತನ
ਅੰਤਰ ਬਾਰੰਬਾਰਤਾ ਵਿਗਾੜ (ਡੀਐਫਡੀ),ವ್ಯತ್ಯಾಸ ಆವರ್ತನ ಅಸ್ಪಷ್ಟತೆ (ಡಿಎಫ್‌ಡಿ)
ਅੰਤਰ ਟੋਨ,ವ್ಯತ್ಯಾಸ ಸ್ವರ
ਵੱਖਰਾ ਐਂਪਲੀਫਾਇਰ,ಭೇದಾತ್ಮಕ ವರ್ಧಕ
ਵੱਖਰਾ,ಸಂಧಿಸುವಿಕೆ
ਵੱਖਰੇ ਲਾਭਕਾਰ,ಹರಡುವವನು
ਅੰਕ,ಅಂಕ
ਡਿਜੀਟਲ,ಒಂದು ಬಗೆಯ
ਡਿਜੀਟਲ ਆਰਟੀਫੈਕਟ,ಅಂಕಿ
ਡਿਜੀਟਲ ਆਡੀਓ,ಡಿಪಾರ್ಟಿ
ਡਿਜੀਟਲ ਆਡੀਓ ਫਿਲਟਰ,ಡಿಜಿಟಲ್ ಆಡಿಯೊ ಫಿಲ್ಟರ್
ਡਿਜੀਟਲ ਆਡੀਓ ਵਰਕ ਸਟੇਸ਼ਨ,ಡಿಜಿಟಲ್ ಆಡಿಯೊ ಕಾರ್ಯ ಕೇಂದ್ರ
ਡਿਜ਼ੀਟਲ ਕੈਮਰਾ,ಡಿಜಿಟಲ್ ಕ್ಯಾಮರಾ
ਡਿਜੀਟਲ ਕੰਪਿਟਰ,ಅಭಿವೃದ್ಧಿ ಕಂಪ್ಯೂಟರ್
ਡਿਜੀਟਲ ਡਾਟਾ,ಅಂಕಿ
ਡਿਜੀਟਲ ਸੰਪਾਦਨ,ಅಂಕಿ ಸಂಪಾದನೆ
ਡਿਜੀਟਲ ਐਕਸਟਰ,ಡಿಫೀಟರ್
ਡਿਜੀਟਲ ਫਿਲਟਰ,ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್
ਡਿਜੀਟਲ ਫਰੇਮ ਸਮਕਾਲੀਨ,ಡಿಜಿಟಲ್ ಫ್ರೇಮ್ ಸಿಂಕ್ರೊನೈಜರ್
ਡਿਜੀਟਲ ਵਿਰਾਸਤ,ಡಿಜಿಟಲ್ ಪರಂಪರೆ
ਡਿਜੀਟਲ ਚਿੱਤਰ,ಡಿಫೆನಿಸ್ಟ್‌ ಚಿತ್ರ
ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ,ಡಿಜಿಟಲ್ ಗ್ರಂಥಾಲಯ
ਡਿਜੀਟਲ ਮੀਟਰ,ಅಂಕಿ ಮಾಪಕ
ਡਿਜੀਟਲ ਮੈਨੂਲੇਸ਼ਨ,ಲಿಪ್ಯೋನ್ಯುಲೇಷನ್
ਡਿਜੀਟਲ ਮਲਟੀਪਲੈਕਸ,ಡಿಫೀಸು
ਡਿਜੀਟਲ ਨੈਟਵਰਕ,ಅಂಕಿ
ਡਿਜੀਟਲ ਆਉਟਪੁੱਟ,ಡಿಜಿಟಲ್ ಉತ್ಪಾದನೆ
ਡਿਜੀਟਲ ਪਲੇਅਬੈਕ,ಡಿಫೀಸು
ਡਿਜੀਟਲ ਰੇਡੀਓ ਮੰਡਲਲ (ਡਰੱਮ),ಡಿಜಿಟಲ್ ರೇಡಿಯೋ ಮೊಂಡಿಯಾಲ್ (ಡಿಆರ್ಎಂ)
ਡਿਜੀਟਲ ਰਿਕਾਰਡਿੰਗ,ಅಂಕಿ -ರೆಕಾರ್ಡಿಂಗ್
ਡਿਜੀਟਲ ਇਨਕਲਾਬ,ಡಿಜಿಟಲ್ ಕ್ರಾಂತಿ
