Tamil,Bengali
டெங்கு,ডেঙ্গু
மறுப்பு,ডেনিট্রিফিকেশন
மறுப்பு செயல்முறை,ডেনিট্রিফিকেশন প্রক্রিয়া
டென்ட்ரேட்டர்,ডেন্টিরিফায়ার
பாக்டீரியாவை மறுக்கும்,ব্যাকটিরিয়া অস্বীকার
அடர்த்தியான தீர்வு,ঘন সমাধান
அடர்த்தி சாய்வு மையவிலக்கு,ঘনত্ব গ্রেডিয়েন্ট সেন্ট্রিফিউগেশন
இடைநீக்கத்தின் அடர்த்தி,স্থগিতাদেশের ঘনত্ব
டென்டேட்,ডেন্টেট
டென்டைன்,ডেন্টাইন
டீஆக்ஸிஜனேற்றப்பட்ட இரத்தம்,ডিওক্সিজেনেটেড রক্ত
டியோக்ஸிரிபோநியூக்ளிக் அமிலம் (டி.என்.ஏ),ডিওক্সাইরিবোনুক্লিক অ্যাসিড (ডিএনএ)
டெப்ளிக்மென்டேஷன்,ডিপিজমেন্টেশন
மண் கருவுறுதல் குறைவு,মাটির উর্বরতা হ্রাস
டிபோலரைசேஷன்,অবনতি
டிபோலிமரைசேஷன்,ডিপোলিমারাইজেশন
மனச்சோர்வு,বিষণ্ণতা
மனச்சோர்வு,বিষণ্ণতা
கைவிடப்பட்ட நிலம்,অবরুদ্ধ জমি
வழித்தோன்றல் நோவகெய்ன்,ডেরাইভেটিভ নোভাচেইন
டெர்மடோஜென்,ডার্মাটোজেন
டெர்மிஸ்,ডার্মিস
சந்ததியினர் மக்கள் தொகை,বংশোদ্ভূত জনসংখ্যা
இறங்குங்குடற்குறை,সাজানো কোলন
இறங்கு மூட்டு,অবতরণ অঙ্গ
இறங்கு தொராசிக் பெருநாடி,বক্ষ মহামারী অবতরণ
வம்சாவளி,বংশোদ্ভূত
பாலைவன பகுதிகள்,মরুভূমি অঞ্চল
பாலைவன பயோம்,মরুভূমি বায়োম
பாலைவன சமூகம்,মরুভূমি সম্প্রদায়
பாலைவன ஆலை,মরুভূমি উদ্ভিদ
பாலைவன புதர்,মরুভূমি গুল্ম
பாலைவனமாக்கல்,মরুভূমি
தேசி வகை,দেশি বিভিন্ন
டெஸ்மிட்,Desmid
டெஸ்மோடூபூல்,ডেসমোটুবুল
சவர்க்காரம்,ডিটারজেন্ট
நச்சுத்தன்மை,ডিটক্সিকেশন
நச்சுத்தன்மை,ডিটক্সিফিকেশন
தீங்கு விளைவிக்கும்,Detritivore
தீங்கு விளைவிக்கும்,ডিট্রিটিভাস
டெட்ரிட்டஸ் ஊட்டி,ডেট্রিটাস ফিডার
டெட்ரிட்டஸ் உணவளிக்கும் முதுகெலும்புக்கு,ডেট্রিটাস ইনভার্টেব্রেট খাওয়ানো
டெட்ரிட்டஸ் உணவு சங்கிலி,ডেট্রিটাস ফুড চেইন
டியூட்டெரோஸ்டோமியா,ডিউটারোস্টোমিয়া
வளர்ச்சி,উন্নয়ন
பிசாசு மீன்,শয়তান মাছ
பிசாசு மீன்,শয়তান মাছ
டெவோனிய காலம்,ডিভোনিয়ান পিরিয়ড
டி-வ்ரீஸ் கோட்பாடு,ডি-ভাইরাস তত্ত্ব
டி-xycorticosterone,ডি-জাইকার্টিকোস্টেরন
Dihibrid,ডিহাইব্রিড
டைனுக்ளியோடைடு,ডাইনোক্লিওটাইড
நீரிழிவு இன்சிபிடஸ்,ডায়াবেটিস ইনসিপিডাস
நீரிழிவு நோய்,ডায়াবেটিস মেলিটাস
Diacetylmorphin,ডায়াসিটিলমোরফিন
நோயறிதல்,রোগ নির্ণয়
கண்டறியும் மற்றும் சிகிச்சை,ডায়াগনস্টিক এবং থেরাপিউটিক্স
கண்டறியும் படம்,ডায়াগনস্টিক ইমেজ
கண்டறியும் கிட்,ডায়াগনস্টিক কিট
டயக்கினெசிஸ்,ডায়াকিনিসিস
டயலிங் திரவம்,ডায়ালাইজিং তরল
டயாலிசிஸ்,ডায়ালাইসিস
டயான்ட்ரியா,ডায়ানড্রিয়া
டியான்ட்ரஸ்,ডায়ানড্রস
டயபாஸ்,ডায়াপজ
வயிற்றுப்போக்கு,ডায়রিয়া
டயஸ்டாலிக் அழுத்தம்,রক্তচাপ চাপ
டயட்டாம்,ডায়াটম
டயட்டோமேசியஸ் பூமி,ডায়াটোমাসিয়াস আর্থ
டை ஆக்சில்கிளிசரால் (டி.ஜி),ডাই অক্সাইলগ্লিসারল (ডিজি)
டிபாசிக் பாஸ்பேட்,ডিবাসিক ফসফেট
டிச்சந்தியம்,ডাইচানথিয়াম
டிக்ளோரோ டிஃபெனைல் ட்ரைக்ளோரோஎத்தேன் (டி.டி.டி),ডিক্লোরো ডিফেনিল ট্রাইক্লোরোথেন (ডিডিটি)
இருவகை,দ্বৈতোটোমাস
டிகோண்டிலிக் மண்டை ஓடு,ডিকোনডাইলিক খুলি
டைகோடைலெடன்,ডিকোটাইলডন
டிக்டியோசோம்,Dictyosome
டிக்டியோட்டா,ডিকটিওটা
டைன்ஸ்பாலன்,ডায়েন্সফালন
உணவு,ডায়েটারি
வேறுபட்ட பங்களிப்பு,ডিফারেনশিয়াল অবদান
வேறுபட்ட குறுக்கீடு மாறுபட்ட நுண்ணோக்கி,ডিফারেনশিয়াল হস্তক্ষেপ বিপরীতে মাইক্রোস্কোপ
வேறுபட்ட இனப்பெருக்கம்,ডিফারেনশিয়াল প্রজনন
வேறுபட்ட செல்,পার্থক্যযুক্ত সেল
வேறுபாடு,পৃথকীকরণ
மாறுபட்ட அலை,বিচ্ছিন্ন তরঙ্গ
பரவுகிறது,বিচ্ছুরিত
பரவக்கூடிய திறன்,বিচ্ছিন্ন ক্ষমতা
செரிமானம்,হজম
செரிமான சாறு,হজম রস
செரிமான அமைப்பு,পাচনতন্ত্র
செரிமான தடம்,পরিপাক নালীর
இலக்கு,অঙ্ক
டிஜிட்டல் கழித்தல் ஆஞ்சியோகிராபி,ডিজিটাল বিয়োগ অ্যাঞ্জিওগ্রাফি
டிஜிட்டல் முறையில்,ডিজিটালি
டிஜிட்டல் சுரப்பி,ডিজিটিফর্ম গ্রন্থি
டிகாரியன்,ডিকারিয়ন
டிகாரியோஃபேஸ்,ডিকারিওফেস
டைமர்,ডিমার
ஆதிக்கம் செலுத்தும் மரணம் அலீல்,প্রভাবশালী প্রাণঘাতী অ্যালিল
திமார்பிசம்,ডাইমরফিজম
டைனிட்ரஜன்,ডাইনিট্রোজেন
டைனோஃப்ளகலேட்,ডাইনোফ্লেজলেট
Dioecious,ডাইওসিয়াস
டியோஸ்பைரோஸ் மெலனாக்ஸிலோன்,ডায়োস্পাইরোস মেলানোক্সিলন
டிபெப்டைட்,ডিপপটিড
Diphodats,ডিফায়োডন্ট
டிப்ளோபாசில்லஸ்,ডিপ্লোব্যাসিলাস
டிப்ளோபிளாஸ்டிக்,কূটনীতিক
டிப்ளோகோகஸ் நிமோனியா,ডিপ্লোকোকাস নিউমোনিয়া
டிப்ளாய்டு நிலை,ডিপ্লোড স্টেজ
டிப்ளோனெமா,ডিপ্লোনেমা
டிப்ளோன்டிக்,ডিপ্লোন্টিক
டிப்ளோசோம்,ডিপ্লোসোম
டிப்ளோஸ்டோம்,ডিপ্লোস্টোম
டிப்ளோடீன் நிலை,ডিপ্লোটেন স্টেজ
டிப்டெரா,ডিপেটেরা
டிப்டெரான்,ডিপটারান
டிப்டெரோகார்பஸ் ஹோபியா,ডিপটারোকার্পাস হপিয়া
டிப்டீரியா,ডিপথেরিয়া
திசை தேர்வு,দিকনির্দেশক নির্বাচন
டிசாக்கரைடு ஹைலூரோனிக் அமிலம்,ডিস্যাকচারাইড হায়ালুরোনিক অ্যাসিড
டிசாக்கரைடு,ডিসাকচারাইড
வட்டு,ডিস্ক
வட்டு புளோரெட்,ডিস্ক ফ্লোরেট
மகரந்தம் வெளியேற்றம்,পরাগ স্রাব
இடைவிடாத மாறுபாடு,বিচ্ছিন্ন প্রকরণ
தனித்துவமான பிறழ்வு,বিচ্ছিন্ন রূপান্তর
நோய்,রোগ
மோகப்படுத்தும் செயல்முறை,ডিসমোনাইজিং প্রক্রিয়া
கிருமிநாசினி,জীবাণুনাশক
கிருமி நீக்கம் செய்யப்பட்டது,নির্বীজন
எலும்பின் கோளாறுகள்,হাড়ের ব্যাধি
பரப்புதல்,প্রচার
தூரம்,দূরবর্তী
தொலைதூர சுருண்டது,দূরবর্তী সংশ্লেষিত
டிஸ்டல் நெஃப்ரான்,দূরবর্তী নেফ্রন
டிஸ்டல் ஃபாலங்க்ஸ்,দূরবর্তী ফ্যালানক্স
தொலைதூர நிறமி,দূরবর্তী রঙ্গক
தினசரி,ডুরনাল
டைவலண்ட் கேஷன்,ডিভেলেন্ট কেশন
விலகிய,ডিভেলেন্ট
வேறுபடு,ডাইভার্জ
வேறுபாடு,বিচ্যুতি
பன்முகத்தன்மை,বৈচিত্র্য
உழைப்பு பிரிவு,শ্রম বিভাজন
பிரிவு,বিভাগ
பிரிவு,বিভাগ
டி.என்.ஏ சார்ந்த ஆர்.என்.ஏ பாலிமரேஸ்,ডিএনএ নির্ভরশীল আরএনএ পলিমারেজ
டி.என்.ஏ வெடிப்பு,ডিএনএ ব্লটিং
டி.என்.ஏ பிளவு,ডিএনএ ক্লিভেজ
டி.என்.ஏ குளோனிங்,ডিএনএ ক্লোইনিং
டி.என்.ஏ இயக்கப்படும் கலப்பினமாக்கல்,ডিএনএ চালিত হাইব্রিডাইজেশন
டி.என்.ஏ கைரேகை,ডিএনএ আঙ্গুলের ছাপ
டி.என்.ஏ நூலகம்,ডিএনএ লাইব্রেরি
டி.என்.ஏ உருகுதல்,ডিএনএ গলানো
டி.என்.ஏ மெத்திலேஷன்,ডিএনএ মেথিলেশন
டி.என்.ஏ பாலிமரேஸ்,ডিএনএ পলিমারেজ
டி.என்.ஏ ஆய்வு,ডিএনএ প্রোব
டி.என்.ஏ பழுது,ডিএনএ মেরামত
டி.என்.ஏ பிரதி,ডিএনএ প্রতিলিপি
டி.என்.ஏ பிரதி,ডিএনএ রেপ্লিকেশন
டி.என்.ஏ வரிசை,ডিএনএ সিকোয়েন্স
டி.என்.ஏ பிளவு,ডিএনএ স্প্লিকিং
டி.என்.ஏ சூப்பர் கோலிங்,ডিএনএ সুপার কয়েলিং
டி.என்.ஏ டிரான்ஸ்கிரிப்ஷன்,ডিএনএ ট্রান্সক্রিপশন
டி.என்.ஏ திசையன்,ডিএনএ ভেক্টর
டாப்சன் பிரிவு,ডবসন ইউনিট
டாக்ஃபிஷ்,ডগফিশ
டோலியலம்,ডোলিওলাম
டால்பின் (பாலூட்டி),ডলফিন (স্তন্যপায়ী)
வீட்டு விலங்கு,গার্হস্থ্য পশু
வளர்க்கப்பட்ட விலங்கு,গৃহপালিত প্রাণী
வளர்க்கப்பட்ட ஆலை,গৃহপালিত উদ্ভিদ
வளர்ப்பு,গৃহপালিত
வளர்ப்பு,গৃহপালিত
ஆதிக்க மரபணு,প্রভাবশালী জিন
ஆதிக்கம் செலுத்தும் அலகு காரணி,প্রভাবশালী ইউনিট ফ্যাক্টর
டோனன் சமநிலை,ডোনান ভারসাম্য
நன்கொடையாளர் செல்,দাতা সেল
டாப்ளர் விளைவு,ডপলার এফেক্ট
முதுகெலும்பு உள் மேற்பரப்பு,ডোরসাল অভ্যন্তরীণ পৃষ্ঠ
முதுகெலும்பு நரம்பு தண்டு,ডোরসাল নার্ভ কর্ড
செயலற்ற தன்மை,সুপ্ততা
முதுகெலும்பு துடுப்பு,পৃষ্ঠীয় পাখনা
டார்சல் வெற்று நரம்பு மண்டலம்,ডোরসাল ফাঁকা স্নায়ুতন্ত্র
முதுகெலும்பு நாசி,ডোরসাল নাকের
டார்சல் ரூட் கேங்க்லியன்,ডোরসাল রুট গ্যাংলিওন
முதுகெலும்பு மேற்பரப்பு,ডোরসাল পৃষ্ঠ
டார்சல் உள்ளுறுப்பு கூம்பு,ডোরসাল ভিসারাল হ্যাম্প
டார்சிவென்ட்ரல் இலை,ডোরসিভেন্ট্রাল পাতা
இரட்டை பிணைப்பு,ডাবল বন্ড
இரட்டை தேங்காய்,ডাবল নারকেল
இரட்டை சுருள்,ডবল হেলিক্স
இரட்டை இழை அமைப்பு,ডাবল আটকে থাকা কাঠামো
கீழ்நிலை,ডাউন স্ট্রিম
கீழ்நிலை செயலாக்கம்,ডাউন স্ট্রিম প্রসেসিং
டவுன் நோய்க்குறி,ডাউন সিনড্রোম
டிராக்கனா,ড্র্যাকেনা
டிராகோ,ড্রাকো
தட்டான்,ড্রাগন ফ্লাই
நீர்த்துளி,ফোঁটা
டிராப்ஸி,ড্রপসি
ட்ரோசோபிலா மெலனோகாஸ்டர்,ড্রোসোফিলা মেলানোজেস্টার
வறட்சி,খরা
வறட்சி எதிர்ப்பு புல்,খরা প্রতিরোধী ঘাস
மருந்து,ড্রাগ
மருந்து,ড্রাগ
போதைப்பொருள் துஷ்பிரயோகம்,ওষুধের অপব্যবহার
டிரம் ஸ்டிக்,ড্রাম লাঠি
Drupe,ড্রুপ
உலர் உயிரி,শুকনো বায়োমাস
உலர் படிவு,শুকনো জমা
Droipithecus,শুকনো
டிர்யோப்டெரிஸ்,ড্রাইওপটারিস
குழாய் எஃபெரென்ட்,ডুক্টুল এফেরেন্ট
டக்டஸ் தமனி,ড্যাক্টাস আর্টেরিয়াস
டக்டஸ் எபிடிடிமஸ்,ড্যাক্টাস এপিডিডাইমাস
டியோடெனம்,ডুডেনাম
நகல்,সদৃশ
துராமட்டர்,হার্ড মাতা
டுரமென்,ডুরামেন
துரந்தா,দুরন্ত
தூசி மாசுபாடு,ধুলা দূষণ
குள்ள,বামন
குள்ளனானது,বামন
குள்ள-தண்டு ஆலை,বামন-স্টেম প্ল্যান্ট
டைனீன்,ডাইনেইন
இலக்கு,অঙ্ক
கழுகு,Ag গল
காது ஒசிகல்,কানের oscicle
காதுகுழாயை,ইয়ারকোকল
ஆரம்பகால வாழ்க்கை,প্রথম দিকের জীবন
ஆரம்ப மரம்,প্রাথমিক কাঠ
காதலி,ইয়ারমুফ
பூமி உச்சிமாநாடு,আর্থ সামিট
சாப்பிடுவது மற்றும் சாப்பிடுவது,খাওয়া এবং খাওয়া হচ্ছে
பூமி,পৃথিবী
பூமி,পৃথিবী
ஈபெனேல்ஸ்,এবেনেলস
Ebracteate,Ebracteate
எக்கெனிஸ்,ইচেনিস
எக்கினோகோகஸ்,ইচিনোকোকাস
எக்கோலோகேஷன்,ইকোলোকেশন
கிரகண ஆல்பா,ইক্লিপটা আলবা
சுற்றுச்சூழல் தழுவல்,পরিবেশগত অভিযোজন
சுற்றுச்சூழல் செயல்திறன்,পরিবেশগত দক্ষতা
சுற்றுச்சூழல் ஒருவருக்கொருவர் சார்ந்திருத்தல்,পরিবেশগত আন্তঃনির্ভরতা
சுற்றுச்சூழல் பிரமிட்,বাস্তুসংস্থান পিরামিড
சுற்றுச்சூழல் சுகாதாரம்,বাস্তুসংস্থান স্যানিটেশন
சுற்றுச்சூழல் வாரிசு,বাস্তুসংস্থান উত্তরাধিকার
சுற்றுச்சூழல் நிலைத்தன்மை,পরিবেশগত স্থায়িত্ব
சூழலியல் நிபுணர்,বাস্তুবিদ
சூழலியல்,বাস্তুশাস্ত্র
சூழலியல் மற்றும் சுற்றுச்சூழல்,বাস্তুশাস্ত্র এবং পরিবেশ
ஈகோசன் கழிப்பறை,ইকোসান টয়লেট
சுற்றுச்சூழல் அமைப்பு,বাস্তুতন্ত্র
சுற்றுச்சூழல் அமைப்பு பன்முகத்தன்மை,বাস্তুতন্ত্রের বৈচিত্র্য
சுற்றுச்சூழல் செயல்முறை,বাস্তুতন্ত্র প্রক্রিয়া
சுற்றுச்சூழல் அமைப்பு,বাস্তুতন্ত্র পরিষেবা
சுற்றுச்சூழல்,ইকোটোন
சுற்றுச்சூழல் சுற்றுலா,ইকোট্যুরিজম
சுற்றுச்சூழல்,ইকোটাইপ
ஈசிபி சாய்வு,ইসিপি গ্রেডিয়েন্ট
எக்டோகார்பஸ்,অ্যাক্টোকার্পাস
எக்டோடெர்ம்,ইক্টোডার্ম
எக்டோமிகோரோஹைசே,ইকটোমিকোরিজে
எக்டோபராசைட்,অ্যাক্টোপারাসাইট
இடம் மாறிய கர்ப்பத்தை,অ্যাক্টোপিক গর্ভাবস্থা
எக்டோடெர்ம்,অ্যাকোথার্ম
எக்டோதெர்மிக்,অ্যাকোথেরমিক
விளிம்பு விளைவு,প্রান্ত প্রভাব
விளிம்பு இனங்கள்,প্রান্ত প্রজাতি
பயனுள்ள பக்கவாதம்,কার্যকর স্ট্রোক
செயல்பாடு,ইফেক্টর
செயல்பாடு,ইফেক্টর
எஃபெரென்ட்,উচ্ছ্বাস
எஃபெரென்ட் தமனி,এফেরেন্ট আর্টেরিওল
செயல்திறன் அட்டவணை,দক্ষতা সূচক
வெளியேறும்,প্রবাহ
உழவு சுத்திகரிப்பு நிலையம் (ETP),প্রবাহিত ট্রিটমেন্ট প্ল্যান্ট (ইটিপি)
வெளியேற்ற,প্রবাহ
Egented,ইজেস্টেড
முட்டை,ডিম
முட்டை கருவி,ডিম যন্ত্রপাতি
ஈகோ மையவாதம்,অহং কেন্দ্রবাদ
ஈச்சோர்னியா கிராசிப்ஸ்,আইচোর্নিয়া ক্র্যাসিপস
விந்துதள்ளல் குழாய்,বীর্যপাত নালী
எல் நினோ விளைவு,এল নিনো প্রভাব
எலாயோபிளாஸ்ட்,এলিয়োপ্লাস্ট
எலாஸ்மோப்ராஞ்ச்,Elasmobranch
மீள் நார்ச்சத்து,ইলাস্টিক ফাইবার
மீள் சக்தி,স্থিতিস্থাপক শক্তি
நெகிழ்ச்சி,স্থিতিস্থাপকতা
எலாஸ்டின்,ইলাস্টিন
எலேட்டர்,Elater
மின்சார புலம்,বৈদ্যুতিক ক্ষেত্র
மின்சார வெளிச்சம்,বৈদ্যুতিক আলোকসজ্জা
மின்சார உறுப்பு,বৈদ্যুতিক অঙ্গ
மின் வெளியேற்றம்,বৈদ্যুতিক স্রাব
மின் சாத்தியமான வேறுபாடு,বৈদ্যুতিক সম্ভাব্য পার্থক্য
மின் சினாப்ஸ்,বৈদ্যুতিক সিনপাস
எலெக்ட்ரான் கார்டியோகிராம் (ஈ.சி.ஜி),ইলেক্ট্রোকার্ডিওগ্রাম (ইসিজি)
எலெக்ட்ரோ கார்டியோகிராஃப்,ইলেক্ট্রোকার্ডিওগ্রাফ
எலெக்ட்ரோ கார்டியோகிராபி,ইলেক্ট্রোকার্ডিওগ্রাফি
மின் வேதியியல் புரோட்டான் கிராடியண்ட்,বৈদ্যুতিন রাসায়নিক প্রোটন গ্রেডিয়েন্ট
எலக்ட்ரோஎன்செபலோகிராம்,ইলেক্ট্রোয়েন্সফ্লোগ্রাম
எலக்ட்ரோஎன்செபலோகிராபி,ইলেক্ট্রোয়েন্সফ্লোগ্রাফি
மின்,বৈদ্যুতিন
மின்காந்த லென்ஸ்,বৈদ্যুতিন চৌম্বকীয় লেন্স
மின்காந்த கதிர்வீச்சு,তড়িচ্চুম্বকিয় বিকিরণ
மின்காந்த கோட்பாடு,বৈদ্যুতিন চৌম্বকীয় তত্ত্ব
எலக்ட்ரான் ஏற்பி,বৈদ্যুতিন গ্রহণকারী
எலக்ட்ரான் குண்டுவெடிப்பு,ইলেক্ট্রন বোমাবর্ষণ
எலக்ட்ரான் குறைபாடு,বৈদ্যুতিন ঘাটতি
எலக்ட்ரான் நன்கொடையாளர்,বৈদ্যুতিন দাতা
எலக்ட்ரான் நுண்ணோக்கி,ইলেকট্রন - অণুবীক্ষণ যন্ত্র
எலக்ட்ரான் வெளிப்படைத்தன்மை,বৈদ্যুতিন স্বচ্ছতা
எலக்ட்ரான் போக்குவரத்து சங்கிலி,ইলেকট্রন পরিবহন শৃঙ্খল
எலக்ட்ரான் போக்குவரத்து அமைப்பு,বৈদ্যুতিন পরিবহন ব্যবস্থা
எலக்ட்ரோநெகேடிவ்,ইলেক্ট্রোনগেটিভ
எலக்ட்ரோநெகேடிவ் அணு,বৈদ্যুতিন পরমাণু
மின்னணு கழிவுகள்,বৈদ্যুতিন বর্জ্য
எலக்ட்ரோபோரேசிஸ்,ইলেক্ট্রোফোরসিস
மின்முனை,বৈদ্যুতিন
மின்னியல் மழைப்பொழிவு,ইলেকট্রস্ট্যাটিক প্রেসিপিটেটর
உறுப்பு,উপাদান
உறுப்பு,উপাদান
எலிஃபாஸ்,এলিফাস
நீள்வட்ட துண்டு,উপবৃত্তাকার স্ট্রিপ
நீள்வட்ட கூட்டு,উপবৃত্তাকার যৌথ
நீளமான இதயம்,দীর্ঘায়িত হৃদয়
நீட்டிப்பு காரணி,দীর্ঘায়িত ফ্যাক্টর
எல்பிடியம்,এলফিডিয়াম
நீக்குதல்,Elution
Emarginate,Emarginate
Emasculation,Emasculation
கரு கலாச்சாரம்,ভ্রূণ সংস্কৃতি
கரு வளர்ச்சி,ভ্রূণ উন্নয়ন
கரு மீட்பு,ভ্রূণ উদ্ধার
கரு,ভ্রূণ
கரு சாக்,ভ্রূণ থল
கரு ஆராய்ச்சி,ভ্রূণ গবেষণা
கரு,ভ্রূণতত্ত্ব
கரு பிளாஸ்டோபோர்,ভ্রূণের ব্লাস্টোপোর
கரு வளர்ச்சி,ভ্রূণ উন্নয়ন
கரு இறப்பு,ভ্রূণের মৃত্যুহার
வெளிப்படையான ஹைட்ரோஃபைட்,জরুরী হাইড্রোফাইট
குடியேற்றம்,অভিবাসন
எமிலியா சோன்சிஃபோலியா,এমিলিয়া সোনচিফোলিয়া
உணர்ச்சி கொந்தளிப்பு,সংবেদনশীল অশান্তি
எம்பட்ரேசி,এমপেট্রেসি
எம்பிஸிமா,এমফিসেমা
அனுபவ சூத்திரம்,গবেষণামূলক সূত্র
ஈமு,ইমু
குழம்பாக்குதல்,ইমালসাইফিং
Enaima,এনাইমা
பற்சிப்பி,এনামেল
குறியிடப்பட்ட நொதி,এনকোডযুক্ত এনজাইম
என்சைஸ்டேஷன்,এনসাইস্টেশন
இறுதி சுவர்,শেষ প্রাচীর
அருகிவரும்,বিপন্ন
உள்ளூர்,স্থানীয়
எண்டெமிசம்,এন্ডেমিজম
எண்டர்கோனிக் எதிர்வினை,এন্ডারগোনিক প্রতিক্রিয়া
எண்டோகார்ப்,এন্ডোকার্প
நாளமில்லா சுரப்பிகளை,অন্তঃস্রাবী সিস্টেম
எண்டோசைட்டோசிஸ்,এন্ডোসাইটোসিস
எண்டோடெர்ம்,এন্ডোডার্ম
எண்டோலிம்ப்,এন্ডোলিম্ফ
எண்டோமெட்ரியம்,এন্ডোমেট্রিয়াম
எண்டோமிகோரோயிசே,এন্ডোমিকোরিজে
எண்டோனியூலீஸ் அங்கீகார தளம்,এন্ডোনুক্লেজ স্বীকৃতি সাইট
எண்டோபிளாஸ்மிக் ரெட்டிகுலம்,এন্ডোপ্লাজমিক রেটিকুলাম
எண்டிலோஸ்கோப்,এন্ডোস্কোপ
எண்டோஸ்கோபி,এন্ডোস্কোপি
எண்டோஸ்கெலட்டன்,এন্ডোস্কেলটন
எண்டோசோம்,এন্ডোসোম
எண்டோஸ்பெர்ம்,এন্ডোস্পার্ম
எண்டோஸ்பர்மிக்,এন্ডোস্পার্মিক
எண்டோடெலியல் புறணி,এন্ডোথেলিয়াল আস্তরণ
எண்டோடெலியம்,এন্ডোথেলিয়াম
எண்டோடெம் (eomoiotherm),এন্ডোথার্ম (ইওমোওথার্ম)
எண்டோதர்மிக்,এন্ডোথেরমিক
எண்டோதர்மிக்,এন্ডোথেরমিক
எண்டோடாக்சின்,এন্ডোটক্সিন
எண்ட் சாக்,শেষ স্যাক
எண்டோபிளாஸ்மிக்,এন্ডোপ্লাজমিক
எண்ட்ரோக்ரைன் அமைப்பு,এন্ড্রোক্রাইন সিস্টেম
ஆற்றல் ஒருங்கிணைந்த,শক্তি একীভূত
ஆற்றல் ஓட்ட மாதிரி,শক্তি প্রবাহ মডেল
ஆற்றல் தோட்டம்,শক্তি বৃক্ষরোপণ
ஆற்றல் தோட்டம்,শক্তি বৃক্ষরোপণ
ஆற்றல் மூல,শক্তির উৎস
பொறியியல்,প্রকৌশল
என்டமொபா ஹிஸ்டோலிடிகா,এন্টামোবা হিস্টোলিটিকা
என்டோரோபியஸ்,এন্টারোবিয়াস
என்டோரோசைட்,এন্টারোসাইট
Enteron,এন্টারন
என்டல்பி,এনথালপি
என்டோமோபிலஸ்,এনটোমোফিলাস
என்டோமோஃபிலி,এনটমোফিলি
என்ட்ரோபி,এনট্রপি
சூழல்,পরিবেশ
சுற்றுச்சூழல் நிலை,পরিবেশগত অবস্থা
சுற்றுச்சூழல் நெறிமுறைகள்,পরিবেশগত নীতিশাস্ত্র
சுற்றுச்சூழல் காரணி,পরিবেশগত ফ্যাক্টর
சுற்றுச்சூழல் செல்வாக்கு,পরিবেশগত প্রভাব
சுற்றுச்சூழல் மேலாண்மை,পরিবেশগত ব্যবস্থাপনা
சுற்றுச்சூழல் திட்டமிடல் மற்றும் ஒருங்கிணைப்பு,পরিবেশগত পরিকল্পনা ও সমন্বয়
சுற்றுச்சூழல் எதிர்ப்பு,পরিবেশগত প্রতিরোধ
நொதி உள்ளடக்கம்,এনজাইমেটিক সামগ্রী
நொதி,এনজাইম
நொதி அமைப்பு,এনজাইম সিস্টেম
நொதி-இணைக்கப்பட்ட,এনজাইম-লিঙ্কযুক্ত
ஈசீன்,ইওসিন
ஈசினோபில்,ইওসিনোফিল
எபெட்ரா,এফিড্রা
இடைக்கால வருடாந்திர மூலிகை,ইফেমেরাল বার্ষিক ভেষজ
இடைக்கால,ইফেমেরাল
எபிகலிக்ஸ்,এপিক্যালিক্স
எபிகார்ப்,এপিকার্প
மேல்தோல் செல்,এপিডার্মাল সেল
மேல்தோல்,এপিডার্মিস
எபிடெர்மோஃபைட்டன்,এপিডারমোফিটন
எபிடிடிமிஸ்,এপিডিডাইমিস
எபிஜினே,এপিগায়নে
எபிகினஸ்,এপিগিনাস
கால் -கை வலிப்பு,মৃগী
எபிலிம்னியன்,এপিলিমনিয়ন
எபிமார்போசிஸ்,এপিমোরফোসিস
எபினெஃப்ரின்,এপিনেফ্রাইন
எபினூரியம்,এপিনিউরিয়াম
எபிபெட்டலஸ்,এপিপেটালাস
எபிபிசிஸ்,এপিফাইসিস
எபிபைட்,এপিফাইট
எபிசோடிக் மனச்சோர்வு,এপিসোডিক হতাশা
எபிஸ்டாஸிஸ்,এপিস্টাসিস
எபிஸ்டாஸிஸ்,এপিস্টাসিস
புறவணியிழைமயம்,এপিথেলিয়াল টিস্যু
சகாப்தம்,যুগ
எபுலோப்சியம் ஃபிஷ்சோனி,এপুলোপসিয়াম ফিশসনি
பூமத்திய ரேகை தட்டு,নিরক্ষীয় প্লেট
சமநிலை,ভারসাম্য
சமநிலை வண்டல்,ভারসাম্যহীন পলল
ஈக்விசெட்டம்,ইকুইসেটাম
சமம்,ইকুয়াস
சகாப்தம்,যুগ
எர்கோஸ்டெரோல்,এরগোস্টেরল
எரிகல்ஸ்,এরিকালস
அரிப்பு,ক্ষয়
எருசிக் அமிலம்,ইরুকিক অ্যাসিড
எரித்ரினா,এরিথ্রিনা
எரித்ரோசைட் (ஆர்.பி.சி),এরিথ্রোসাইট (আরবিসি)
எரித்ரோசைடிக்,এরিথ্রোসাইটিক
எரித்ரோபாய்டிக் காரணி,এরিথ্রোপয়েটিক ফ্যাক্টর
எரித்ரோபொய்டின்,এরিথ্রোপয়েটিন
எரித்ராக்ஸிலம் கோகோ,এরিথ্রোক্সিলাম কোকা
எஸ்கெரிச்சியா கோலி,Escherichia কলি
அத்தியாவசிய எண்ணெய்,অপরিহার্য তেল
எஸ்டர் பாண்ட்,এস্টার বন্ড
பூப்பாக்கி,ইস্ট্রোজেন
