Telugu,Tamil
"డేటా ప్రసారం
 సౌకర్యం","தரவு பரிமாற்றம்
 வசதி"
"డేటా ప్రసారం
 ఇంటర్ఫేస్","தரவு பரிமாற்றம்
 இடைமுகம்"
"డేటా ప్రసారం
 లైన్","தரவு பரிமாற்றம்
 வரி"
"డేటా ప్రసారం
 సేవ","தரவு பரிமாற்றம்
 சேவை"
"డేటా ప్రసారం
 ఉచ్చు","தரவு பரிமாற்றம்
 பொறி"
డేటాట్రాన్,டேட்டாட்ரான்
సమాచార తరహా,தரவு வகை
వాయిస్ కింద డేటా,குரலின் கீழ் தரவு
డేటా యూనిట్,தரவு அலகு
సమాచారం ప్రామాణీకరణ,தகவல் மதிப்பீடு
డేటా పదం,தரவு சொல்
డేటింగ్ దినచర్య,டேட்டிங் வழக்கம்
డేటా,தரவு
డేటా లైన్,தரவு வரி
దశాంశ బిందువు,தசம புள்ளி
క్రియారహితం,செயலிழக்கச் செய்தல்
డెడ్ బ్యాండ్,டெட் பேண்ட்
డెడ్ ఫైల్,இறந்த கோப்பு
డెడ్ లాక్,இறந்த பூட்டு
డెడ్ టైమ్,முடிவடையும் நேரம்
డెడ్ జోన్,டெட் மண்டலம்
డెడ్ జోన్ యూనిట్,டெட் மண்டல அலகு
డెబ్లాక్,டெப்ளிக்
డీబగ్,பிழைத்திருத்தம்
డీబగ్గర్,பிழைத்திருத்தம்
డీబగ్గింగ్ సహాయం,பிழைத்திருத்த உதவி
"డీబగ్గింగ్ సహాయం
 దినచర్య","பிழைத்திருத்த உதவி
 வழக்கமான"
"డీబగ్గింగ్
 భాష","பிழைத்திருத்தம்
 மொழி"
డీబగ్గింగ్ మెమరీ డంప్,மெமரி டம்ப் பிழைத்திருத்த
డీబగ్గింగ్ అవుట్పుట్,பிழைத்திருத்த வெளியீடு
డీబగ్ మాక్రోస్,பிழைத்திருத்த மேக்ரோக்கள்
డీబగ్ స్టేట్మెంట్,பிழைத்திருத்த அறிக்கை
దశాబ్దం,தசாப்தம்
దశాబ్దం కౌంటర్,தசாப்த கவுண்டர்
నిర్ణయం పట్టిక భాష,முடிவு அட்டவணை மொழி
క్షీణత సమయం,குறைப்பு நேரம்
"వికేంద్రీకృత
 సమాచారం
 వ్యవస్థ","பரவலாக்கப்பட்ட
 தகவல்
 அமைப்பு"
డెసిబెల్,டெசிபல்
నిర్ణయాత్మకత,ஒழிப்பு
దశాంశ అంకగణిత ఆపరేషన్,தசம எண்கணித செயல்பாடு
దశాంశ అమరిక,தசம சீரமைப்பு
దశాంశ అంకె,தசம இலக்க
దశాంశ మార్కర్,தசம மார்க்கர்
దశాంశ సంజ్ఞామానం,தசம குறியீடு
దశాంశ సంఖ్య,தசம எண்
"దశాంశం
 సంఖ్య
 వ్యవస్థ","தசம
 எண்ணிக்கை
 அமைப்பு"
"దశాంశ చిత్రం
 సమాచారం","தசம படம்
 தகவல்கள்"
దశాంశ చిహ్నం,தசம சின்னம்
డెసిఫర్,புரிந்துகொள்ள
నిర్ణయం,முடிவு
డెసిషన్ బాక్స్,முடிவு பெட்டி
నిర్ణయం సర్క్యూట్,முடிவு சுற்று
నిర్ణయం కంటెంట్,முடிவு உள்ளடக்கம்
నిర్ణయం మూలకం,முடிவு உறுப்பு
"నిర్ణయం
 సూచన","முடிவு
 வழிமுறைகள்"
"నిర్ణయం
 Kmechanism","முடிவு
 Kmechanism"
నిర్ణయం భాష,முடிவு மொழி
నిర్ణయం తర్కం,முடிவு தர்க்கம்
"నిర్ణయం తర్కం
 అనువాదకుడు","முடிவு தர்க்கம்
 மொழிபெயர்ப்பாளர்"
నిర్ణయం సూత్రం,முடிவுக் கொள்கை
నిర్ణయం నియమం,முடிவு விதி
"నిర్ణయం
 అనుకరణ","முடிவு
 உருவகப்படுத்துதல்"
నిర్ణయ నిర్మాణం,முடிவு அமைப்பு
నిర్ణయం పట్టిక,முடிவு அட்டவணை
నిర్ణయం సిద్ధాంతం,முடிவு கோட்பாடு
నిర్ణయం స్థిరాంకం,நிலையான மாறிலி
డీకోడర్,டிகோடர்
"డీకోడింగ్
 సూచన","டிகோடிங்
 வழிமுறைகள்"
డికౌలేట్ చేయండి,டிகோலேட்
డికాల్,டிகோலேட்டர்
డీకోనెంట్రేషన్,சிதைவு
తగ్గుదల,குறைவு
డీక్రిప్ట్,டிக்ரிப்ட்
DECURL,Decurl
అంకితమైన ఛానెల్,அர்ப்பணிக்கப்பட்ட சேனல்
అంకితమైన సర్క్యూట్,அர்ப்பணிக்கப்பட்ட சுற்று
"అంకితం
 కనెక్షన్","அர்ப்பணிக்கப்பட்ட
 இணைப்பு"
అంకితమైనది,அர்ப்பணிக்கப்பட்ட பணமதிப்பிழப்பு
అంకితమైన పంక్తి,அர்ப்பணிக்கப்பட்ட வரி
అంకితమైన పోర్ట్,அர்ப்பணிக்கப்பட்ட துறைமுகம்
అంకితమైన రిజిస్టర్,அர்ப்பணிக்கப்பட்ட பதிவு
డిఫాల్ట్,இயல்புநிலை
డిఫాల్ట్ సమూహం,இயல்புநிலை குழு
డిఫాల్ట్ ఎంపిక,இயல்புநிலை விருப்பம்
డిఫాల్ట్ పరామితి,இயல்புநிலை அளவுரு
డిఫాల్ట్ విలువ,இயல்புநிலை மதிப்பு
"వాయిదా వేయబడింది
 చిరునామా","ஒத்திவைக்கப்பட்டது
 முகவரி"
వాయిదాపడిన ప్రవేశం,ஒத்திவைக்கப்பட்ட நுழைவு
వాయిదాపడిన నిష్క్రమణ,ஒத்திவைக்கப்பட்ட வெளியேறு
"వాయిదా వేయబడింది
 నిర్వహణ","ஒத்திவைக்கப்பட்டது
 பராமரிப்பு"
"వాయిదా వేయబడింది
నిర్వహణ
సమయం","ஒத்திவைக்கப்பட்டது
பராமரிப்பு
நேரம்"
"వాయిదా వేయబడింది
 ప్రాసెసింగ్","ஒத்திவைக்கப்பட்டது
 செயலாக்கம்"
వాయిదాపడిన పున art ప్రారంభం,ஒத்திவைக்கப்பட்ட மறுதொடக்கம்
నిర్వచించిన అంశం,வரையறுக்கப்பட்ட உருப்படி
ఖచ్చితమైన నెట్‌వర్క్,திட்டவட்டமான பிணையம்
విక్షేపం ప్లేట్,விலகல் தட்டு
డీగస్,டிகாஸ்
డీగాస్సర్,டிகாஸ்ஸர்
క్షీణత,சீரழிவு
క్షీణత కారకం,சீரழிவு காரணி
"బహుళ-డిగ్రీ యొక్క డిగ్రీ
 ప్రోగ్రామింగ్","பல பட்டம்
 நிரலாக்க"
ఆలస్యం,தாமதம்
ఆలస్యం కౌంటర్,தாமத கவுண்டர்
ఆలస్యం అవకలన,தாமதம் வேறுபாடு
ఆలస్యం అంకె,தாமத இலக்க
ఆలస్యం వక్రీకరణ,தாமத விலகல்
ఆలస్యం మూలకం,தாமத உறுப்பு
ఆలస్యం ఈక్వలైజర్,தாமதம் சமநிலைப்படுத்தி
ఆలస్యం,தாமதம்
లైన్ మెమరీ ఆలస్యం,தாமத வரி நினைவகம்
ఆలస్యం లైన్ రిజిస్టర్,தாமத வரி பதிவு
ఆలస్యం లైన్ నిల్వ,தாமத வரி சேமிப்பு
ఆలస్యం లూప్ స్టోర్,தாமத லூப் ஸ்டோர்
"ఆలస్యం
 ప్రోగ్రామింగ్","தாமதம்
 நிரலாக்க"
సమయం ఆలస్యం,தாமத நேரம்
"డీలేవ్
 (= డికాల్)","நீக்கு
 (= டிகோலேட்)"
తొలగించు,அழி
అక్షరాన్ని తొలగించండి,எழுத்தை நீக்கு
కీని తొలగించండి,விசையை நீக்கு
తొలగింపు రికార్డు,நீக்குதல் பதிவு
డీలిమిటర్,டிலிமிட்டர்
"డీలిమిటర్
 ప్రకటన","டிலிமிட்டர்
 அறிக்கை"
డెలివరీ సమయం,விநியோக நேரம்
డెల్టా మాడ్యులేషన్,டெல்டா பண்பேற்றம்
డెల్టా శబ్దం,டெல்டா சத்தம்
డిమాండ్,தேவை
డిమాండ్ పొందడం,பெறுதல் தேவை
డిమాండ్ పేజింగ్,தேவை பேஜிங்
"డిమాండ్
 ప్రాసెసింగ్","தேவை
 செயலாக்கம்"
డిమాండ్ స్టేజింగ్,தேவை நிலை
సరిహద్దు స్ట్రిప్,எல்லை நிர்ணயம்
డెమోడ్యులేషన్,டெமோடுலேஷன்
డెమోడ్యులేటర్,டெமோடூலேட்டர்
"జనాభా
 అప్లికేషన్","மக்கள்தொகை
 விண்ணப்பம்"
డెమౌంట్,டெமவுண்ட்
డెమల్టిప్లెక్సింగ్,Demutiplexing
దట్టమైన జాబితా,அடர்த்தியான பட்டியல்
సాంద్రత,அடர்த்தி
డిపెండెన్సీ సిద్ధాంతం,சார்பு கோட்பாடு
"ఆధారపడి ఉంటుంది
 విభాగం","சார்ந்தது
 பிரிவு"
డిపెండెంట్ యూనిట్,சார்பு அலகு
DEQUE,Deque
డెర్నింగ్,டென்னிங்
అవరోహణ,சந்ததியினர்
అవరోహణ విధమైన,இறங்கு வரிசை
వివరణ,விளக்கம்
వివరణ జాబితా,விளக்கம் பட்டியல்
వివరణ,விவரிப்பான்
రూపకల్పన,வடிவமைப்பு
పరికరాన్ని నియమించడం,சாதனத்தை நியமித்தல்
డిజైన్ మోడెమ్,வடிவமைப்பு மோடம்
"రూపకల్పన
 సర్వోత్తమీకరణం","வடிவமைப்பு
 தேர்வுமுறை"
డిజైన్ గోప్యత,வடிவமைப்பு ரகசியம்
డిజైన్ అనుకరణ,வடிவமைப்பு உருவகப்படுத்துதல்
కావలసిన విలువ,விரும்பிய மதிப்பு
డెస్క్ కాలిక్యులేటర్,மேசை கால்குலேட்டர்
డెస్క్ తనిఖీ,மேசை சோதனை
డెస్క్టాప్ కంప్యూటర్,மேசை கணினி
డెస్పాచ్,அனுப்பும்
గమ్యం,இலக்கு
"గమ్యం
 చిరునామా","இலக்கு
 முகவரி"
గమ్యం కోడ్,இலக்கு குறியீடு
గమ్యం ఫీల్డ్,இலக்கு புலம்
గమ్యం ఫైల్,இலக்கு கோப்பு
గమ్యం స్టేషన్,இலக்கு நிலையம்
విధ్వంసం,அழிவு
విధ్వంసక కర్సర్,அழிவுகரமான கர்சர்
విధ్వంసక చదవండి,அழிவுகரமான வாசிப்பு
విధ్వంసక నిల్వ,அழிவுகரமான சேமிப்பு
Detab,டிடாப்
వివరాలు కార్డు,விவரம் அட்டை
వివరాల ఫైల్,விவரம் கோப்பு
డిటాప్,பிரித்தல்
గుర్తించదగిన మూలకం,கண்டறியக்கூடிய உறுப்பு
"నిర్ణయాత్మక
 ఆటోమాటా","நிர்ணயிக்கப்பட்ட
 தன்னியக்க"
"నిర్ణయాత్మక
 యంత్రం","நிர்ணயிக்கப்பட்ட
 இயந்திரம்"
"నిర్ణయాత్మక
 మోడల్","நிர்ணயிக்கப்பட்ட
 மாதிரி"
"నిర్ణయాత్మక
 సమస్య","நிர்ணயிக்கப்பட்ட
 பிரச்சனை"
"నిర్ణయాత్మక
 ప్రక్రియ","நிர்ணயிக்கப்பட்ட
 செயல்முறை"
"నిర్ణయాత్మక
 ప్రోగ్రామ్","நிர்ணயிக்கப்பட்ட
 திட்டம்"
"నిర్ణయాత్మక
 ప్రోగ్రామింగ్","நிர்ணயிக்கப்பட்ட
 நிரலாக்க"
"నిర్ణయాత్మక
 సీక్వెన్సింగ్
 సమస్య","நிர்ணயிக்கப்பட்ட
 வரிசைப்படுத்துதல்
 பிரச்சனை"
"నిర్ణయాత్మక
 పరిస్థితి","நிர்ணயிக்கப்பட்ட
 நிலைமை"
"అభివృద్ధి
 వ్యవస్థ","வளர்ச்சி
 அமைப்பு"
అభివృద్ధి సమయం,வளர்ச்சி நேரம்
అభివృద్ధి సాధనం,மேம்பாட்டு கருவி
"నుండి విచలనం
 సరళత","இருந்து விலகல்
 நேரியல்"
పరికరం,சாதனம்
పరికర చిరునామా,சாதன முகவரி
పరికర బ్యాకప్,சாதன காப்புப்பிரதி
"పరికర నియంత్రణ
 పాత్ర","சாதனக் கட்டுப்பாடு
 எழுத்து"
పరికర నియంత్రిక,சாதன கட்டுப்படுத்தி
పరికర నియంత్రణ యూనిట్,சாதன கட்டுப்பாட்டு அலகு
పరికర సమన్వయం,சாதன ஒருங்கிணைப்பு
పరికర-ఆధారిత,சாதனம் சார்ந்தது
"పరికరం ఆధారపడి ఉంటుంది
 ప్రోగ్రామ్","சாதனம் சார்ந்தது
 திட்டம்"
పరికర జెండా,சாதனக் கொடி
"పరికరం
 స్వాతంత్ర్యం","சாதனம்
 சுதந்திரம்"
"పరికరం
 స్వతంత్ర","சாதனம்
 சுயாதீனமான"
"పరికరం
 స్వాతంత్ర్యం
 ప్రోగ్రామ్","சாதனம்
 சுதந்திரம்
 திட்டம்"
"పరికర రేఖ
 (= ప్రదర్శన రేఖ)","சாதன வரி
 (= காட்சி வரி)"
"పరికర మీడియా
 నియంత్రణ భాష","சாதன மீடியா
 மொழியைக் கட்டுப்படுத்துங்கள்"
పరికర పేరు,சாதனத்தின் பெயர்
పరికర సంఖ్య,கருவி எண்
పరికర క్యూ,சாதன வரிசை
పరికర స్థితి పదం,சாதன நிலை சொல்
పరికరం రకం,கருவியின் வகை
"డయాడిక్ బూలియన్
 ఆపరేషన్","டயடிக் பூலியன்
 செயல்பாடு"
రోగ నిర్ధారణ,நோயறிதல்
డయాగ్నొస్టిక్ చెక్,கண்டறியும் காசோலை
"విశ్లేషణ ఫంక్షన్
 పరీక్ష","கண்டறியும் செயல்பாடு
 சோதனை"
విశ్లేషణ విధానం,கண்டறியும் வழிமுறை
"విశ్లేషణ
 సందేశం","கண்டறியும்
 செய்தி"
"విశ్లేషణ
 ప్రోగ్రామ్","கண்டறியும்
 திட்டம்"
విశ్లేషణ దినచర్య,கண்டறியும் வழக்கம்
విశ్లేషణ,பரிசோதனை
"విశ్లేషణ
 టెక్నిక్","கண்டறியும்
 நுட்பம்"
విశ్లేషణ పరీక్ష,கண்டறியும் சோதனை
రేఖాచిత్రం,வரைபடம்
డయల్,டயல்
డయల్ చేసిన లైన్,டயல் செய்யப்பட்ட வரி
డయల్ ఎక్స్ఛేంజ్,டயல் பரிமாற்றம்
డయలింగ్,டயல்
డయల్ లైన్,டயல் வரி
డైలాగ్,உரையாடல்
డయల్ పల్స్,டயல் துடிப்பு
"డయల్ చేయండి పునరావృతం
 ట్రంక్","மீண்டும் மீண்டும் டயல்
 டிரங்க்"
డయల్ టోన్,டயல் டோன்
టోన్ ఆలస్యం డయల్ చేయండి,டயல் டோன் தாமதம்
డయల్ బదిలీ,பரிமாற்ற பரிமாற்றம்
డయల్ చేయు,அழைக்கவும்
డయల్-అప్ టెర్మినల్,டயல்-அப் முனையம்
డిబిట్,டிபிட்
డైకోటోమైజింగ్ శోధన,இருவகையான தேடல்
డైకోటోమి,இருவகை
నిఘంటువు,அகராதி
తేడా ఇంజిన్,வேறுபாடு இயந்திரம்
"తేడా
 ఆపరేషన్","வேறுபாடு
 செயல்பாடு"
తేడా నివేదిక,வேறுபாடு அறிக்கை
"అవకలన
 ఎనలైజర్","வேறுபாடு
 பகுப்பாய்வி"
అవకలన ఆలస్యం,வேறுபட்ட தாமதம்
అవకలన గేర్,வேறுபட்ட கியர்
"అవకలన
 మాడ్యులేషన్","வேறுபாடு
 மாடுலேஷன்"
భేదం,வேறுபாடு
అంకె,இலக்கு
డిజిటల్ బ్లాక్,டிஜிட்டல் தொகுதி
"డిజిటల్ క్యారియర్
 వ్యవస్థ","டிஜிட்டல் கேரியர்
 அமைப்பு"
"డిజిటల్
 లక్షణం","டிஜிடல்
 பண்பு"
డిజిటల్ కంప్యూటర్,டிஜிட்டல் கணினி
డిజిటల్ డేటా`,டிஜிட்டல் தரவு`
"డిజిటల్ డేటా
 మారడం","டிஜிட்டல் தரவு
 மாறுதல்"
డిజిటల్ డేటా సిస్టమ్,டிஜிட்டல் தரவு அமைப்பு
డిజిటల్ సౌకర్యం,டிஜிட்டல் வசதி
"డిజిటల్ సౌకర్యం
 టెర్మినల్","டிஜிட்டல் வசதி
 முனையத்தில்"
డిజిటల్ ఫిల్టర్,டிஜிட்டல் வடிகட்டி
డిజిటల్ గ్రాఫిక్స్,டிஜிட்டல் கிராபிக்ஸ்
"డిజిటల్ ఇంక్రిమెంటల్
 ప్లాటర్","டிஜிட்டல் அதிகரிப்பு
 சதித்திட்டம்"
డిజిటల్ లైన్ మార్గం,டிஜிட்டல் வரி பாதை
డిజిటల్ లైన్ విభాగం,டிஜிட்டல் வரி பிரிவு
"డిజిటల్ మల్టీప్లెక్స్
 పరికరాలు","டிஜிட்டல் மல்டிபிளக்ஸ்
 உபகரணங்கள்"
"డిజిటల్ ఆప్టికల్
 రికార్డింగ్","டிஜிட்டல் ஆப்டிகல்
 பதிவு"
డిజిటల్ చిత్రం,டிஜிட்டல் படம்
డిజిటల్ రేడియో మార్గం,டிஜிட்டல் வானொலி பாதை
డిజిటల్ రేడియో విభాగం,டிஜிட்டல் ரேடியோ பிரிவு
డిజిటల్ రీడ్-అవుట్,டிஜிட்டல் ரீட்-அவுட்
డిజిటల్ రికార్డర్,டிஜிட்டல் ரெக்கார்டர்
"డిజిటల్
 ప్రాతినిథ్యం","டிஜிடல்
 பிரதிநிதித்துவம்"
డిజిటల్ విభాగం,டிஜிட்டல் பிரிவு
డిజిటల్ సిగ్నల్,டிஜிட்டல் சிக்னல்
డిజిటల్ సంతకం,டிஜிட்டல் கையொப்பம்
డిజిటల్ క్రమబద్ధీకరణ,டிஜிட்டல் வரிசை
"డిజిటల్ నిల్వ
 మూలకం","டிஜிட்டல் சேமிப்பு
 உறுப்பு"
"డిజిటల్ నిల్వ
 మీడియా","டிஜிட்டல் சேமிப்பு
 ஊடகங்கள்"
డిజిటల్ మారడం,டிஜிட்டல் மாறுதல்
"డిజిటల్ ముగింపు
 వ్యవస్థ","டிஜிட்டல் முடித்தல்
 அமைப்பு"
"డిజిటల్ టు అనలాగ్
 కన్వర్టర్","டிஜிட்டல் முதல் அனலாக்
 மாற்றி"
"డిజిటల్
 ప్రసార","டிஜிடல்
 பரவும் முறை"
అంకెల అంకగణితం,இலக்க எண்கணிதம்
అంకెల కుదింపు,இலக்க சுருக்க
డిజిట్ ఆలస్యం మూలకం,இலக்க தாமத உறுப்பு
డిజిటలైజేషన్,டிஜிட்டல் மயமாக்கல்
డిజిటలైజేషన్ ప్రసంగం,டிஜிட்டல்மயமாக்கல் பேச்சு
డిజిటలైజ్,டிஜிட்டல் செய்யுங்கள்
డిజిటైజర్,டிஜிட்டல்சர்
అంకెల కాలం,இலக்க காலம்
అంకెల స్థలం,இலக்க இடம்
అంకెల స్థానం,இலக்க நிலை
అంకె పంచ్,இலக்க பஞ்ச்
"అంకె
 పునర్వ్యవస్థీకరణ","இலக்கு
 மறுசீரமைப்பு"
అంకె సమయం,இலக்க நேரம்
"డిజిట్-టు-అనలాగ్
 మార్పిడి","இலக்க-அனலாக்
 மாற்றம்"
డిగ్రూప్,பிரிவு
పరిమాణం,பரிமாணம்
"తగ్గిపోయిన రాడిక్స్
 పూరక","குறைந்தது ரேடிக்ஸ்
 பூர்த்தி"
డిప్లెక్సర్,டிப்ளெக்ஸர்
డైపోల్ యాంటెన్నా,இருமுனை ஆண்டெனா
డైపోల్ మాడ్యులేషన్,இருமுனை பண்பேற்றம்
ప్రత్యక్ష ప్రాప్యత,நேரடி அணுகல்
"ప్రత్యక్ష ప్రాప్యత
 అమరిక","நேரடி அணுகல்
 ஏற்பாடு"
"ప్రత్యక్ష ప్రాప్యత
 విచారణ","நேரடி அணுகல்
 விசாரணை"
ప్రత్యక్ష ప్రాప్యత హాష్,நேரடி அணுகல் ஹாஷ்
"ప్రత్యక్ష ప్రాప్యత
 విధానం","நேரடி அணுகல்
 முறை"
"ప్రత్యక్ష ప్రాప్యత
 నిల్వ","நேரடி அணுகல்
 சேமிப்பு"
ప్రత్యక్ష చిరునామా,நேரடி முகவரி
ప్రత్యక్ష చిరునామా,நேரடி முகவரி
ప్రత్యక్ష కాల్,நேரடி அழைப்பு
ప్రత్యక్ష కోడ్,நேரடி குறியீடு
ప్రత్యక్ష కోడింగ్,நேரடி குறியீட்டு முறை
"ప్రత్యక్ష కపుల్డ్
 ఫ్లిప్-ఫ్లాప్","நேரடி இணைந்த
 ஃபிளிப்-ஃப்ளாப்"
ప్రత్యక్ష కలపడం,நேரடி இணைப்பு
"ప్రత్యక్ష డేటా
 సంస్థ","நேரடி தரவு
 அமைப்பு"
ప్రత్యక్ష డేటా సెట్,நேரடி தரவு தொகுப்பு
ప్రత్యక్ష పరికరం,நேரடி சாதனம்
"డైరెక్ట్ డిజిటల్
 నియంత్రణ","நேரடி டிஜிட்டல்
 கட்டுப்பாடு"
"ప్రత్యక్ష దూరం
 డయలింగ్","நேரடி தூரம்
 டயல்"
"దర్శకత్వం వహించిన పుంజం
 స్కాన్","இயக்கிய கற்றை
 ஊடுகதிர்"
దర్శకత్వం వహించిన గ్రాఫ్,இயக்கிய வரைபடம்
దర్శకత్వం వహించిన స్కాన్,இயக்கிய ஸ்கேன்
"డైరెక్ట్-ఎంట్రీ
 టెర్మినల్","நேரடி நுழைவு
 முனையத்தில்"
"ప్రత్యక్ష సోపానక్రమం
 నియంత్రణ","நேரடி வரிசைமுறை
 கட்டுப்பாடு"
"ప్రత్యక్ష చొప్పించు
 దినచర్య","நேரடி செருகல்
 வழக்கமான"
"ప్రత్యక్ష చొప్పించు
 సబ్‌ట్రౌటిన్","நேரடி செருகல்
 சப்ரூட்டீன்"
ప్రత్యక్ష సూచన,நேரடி வழிமுறை
డైరెక్షనల్ కప్లర్,திசை கப்ளர்
డైరెక్టివ్,உத்தரவு
"ప్రత్యక్ష కీయింగ్
 పరికరం","நேரடி கீயிங்
 சாதனம்"
"డైరెక్ట్ మెమరీ
 యాక్సెస్","நேரடி நினைவகம்
 அணுகல்"
"ప్రత్యక్ష సంఖ్యా
 నియంత్రణ","நேரடி எண்
 கட்டுப்பாடு"
డైరెక్టరీ,அடைவு
"డైరెక్టరీ
 అసిస్టెన్స్ బ్యూరో","அடைவு
 உதவி பணியகம்"
"డైరెక్టరీ
 సహాయం
 ఆపరేటర్","அடைவு
 உதவி
 ஆபரேட்டர்"
డైరెక్టరీ పరికరం,அடைவு சாதனம்
"ప్రత్యక్ష బాహ్య
 డయలింగ్","நேரடியான வெளிப்புறமாக
 டயல்"
ప్రత్యక్ష శాతం,நேரடி சதவீதம்
"ప్రత్యక్ష పాయింట్
 రిపీటర్","நேரடி புள்ளி
 ரிப்பேட்டர்"
"ప్రత్యక్ష ప్రసారం
 ఉపగ్రహ","நேரடி பரிமாற்றம்
 செயற்கைக்கோள்"
ప్రత్యక్ష వాయిస్ ఇన్పుట్,நேரடி குரல் உள்ளீடு
వికలాంగ మాడ్యూల్,முடக்கப்பட்ட தொகுதி
సిగ్నల్‌ను నిలిపివేయడం,சிக்னலை முடக்குதல்
విభజన,பிரித்தல்
విడదీయండి,பிரித்தெடுத்தல்
విపత్తు డంప్,பேரழிவு டம்ப்
వివిక్త డేటా,தனித்துவமான தரவு
వివిక్త పరికరం,தனித்துவமான சாதனம்
"వివిక్త ఫోరియర్
 పరివర్తన","தனித்துவமான ஃபோரியர்
 மாற்றவும்"
"వివిక్త
 ప్రోగ్రామింగ్","தனித்துவமான
 நிரலாக்க"
"వివిక్త
 ప్రాతినిథ్యం","தனித்துவமான
 பிரதிநிதித்துவம்"
"విచక్షణ
 అడ్డగీత","விவேகம்
 ஹைபன்"
వివేచన,தனிப்பயனாக்கம்
"వివేచన
 లోపం","தனிப்பயனாக்கம்
 பிழை"
"వివక్ష
 విశ్లేషణ","பாகுபாடு
 பகுப்பாய்வு"
"వివక్ష
 సూచన","பாகுபாடு
 வழிமுறைகள்"
వివక్షత,பாகுபாடு காட்டுபவர்
నిర్విరాశి,பிரிவு
డిస్క్ యాక్సెస్,வட்டு அணுகல்
డిస్క్ ఆధారిత,வட்டு அடிப்படையிலான
"డిస్క్ కంట్రోలర్
 కార్డు","வட்டு கட்டுப்படுத்தி
 அட்டை"
డిస్కెట్,டிஸ்கெட்
"డిస్కెట్-ఫార్మాట్
 టేప్","வட்டு வடிவமைக்கப்பட்டுள்ளது
 டேப்"
డిస్కెట్ హార్డ్ హోల్,வட்டு கடின துளை
డిస్కెట్ నిల్వ,வட்டு சேமிப்பு
"డిస్కెట్ నిల్వ
 పరికరం","வட்டு சேமிப்பு
 சாதனம்"
డిస్క్ ఫైల్,வட்டு கோப்பு
"సమాచారం
 కమ్యూనికేషన్
 ఇంటర్ఫేస్","தகவல்கள்
 தொடர்பு
 இடைமுகம்"
"డిస్క్ ఆపరేటింగ్
 వ్యవస్థ","வட்டு இயங்கும்
 அமைப்பு"
డిస్క్ ప్యాక్,வட்டு பேக்
డిస్క్ రంగం,வட்டு துறை
డిస్క్ సార్టింగ్,வட்டு வரிசையாக்கம்
డిస్క్ నిల్వ,வட்டு சேமிப்பு
డిస్క్ నిల్వ పరికరం,வட்டு சேமிப்பு சாதனம்
"డిస్క్ నిల్వ
 మాడ్యూల్","வட்டு சேமிப்பு
 தொகுதி"
"డిస్క్-టు-ప్రింటర్
 వినియోగ","வட்டு முதல் பிரிந்து
 பயன்பாடு"
డిస్క్ యూనిట్,வட்டு அலகு
డిస్క్ వాల్యూమ్,வட்டு தொகுதி
పంపండి,அனுப்பவும்
డిస్పాచర్,அனுப்பியவர்
పంపించే ప్రాంతం,அனுப்பும் பகுதி
"పంపడం
 ప్రాధాన్యత","அனுப்புதல்
 முன்னுரிமை"
"చెదరగొట్టబడింది
 ఇంటెలిజెన్స్","சிதறியது
 நுண்ணறிவு"
చెదరగొట్టడం,சிதறல்
"ప్రదర్శన మరియు
 ముద్రణ
 కాలిక్యులేటర్","காட்சி மற்றும்
 அச்சிடுதல்
 கால்குலேட்டர்"
ప్రదర్శన లక్షణం,பண்புக்கூறு காட்சி
"ప్రదర్శన
 నేపథ్య","காட்சி
 பின்னணி"
డిస్ప్లే కాలిక్యులేటర్,கால்குலேட்டரைக் காண்பி
ప్రదర్శన కేంద్రం,காட்சி மையம்
"ప్రదర్శన అక్షరం
 జనరేటర్","காட்சி எழுத்து
 ஜெனரேட்டர்"
ప్రదర్శన కాలమ్,நெடுவரிசை காட்சி
ప్రదర్శన ఆదేశం,காட்சி கட்டளை
ప్రదర్శన భాగం,காட்சி கூறு
ప్రదర్శన కన్సోల్,காட்சி கன்சோல்
ప్రదర్శన చక్రం,காட்சி சுழற்சி
ప్రదర్శన సైకిల్ సమయం,சுழற்சி நேரத்தைக் காண்பி
పరికరాన్ని ప్రదర్శించండి,சாதனம் காட்சி
ప్రదర్శన డ్రమ్,காட்சி டிரம்
ప్రదర్శన మూలకం,உறுப்பு காட்சி
ప్రదర్శన ఫీల్డ్,காட்சி புலம்
ముందుభాగాన్ని ప్రదర్శించండి,முன்புறத்தைக் காண்பி
ప్రదర్శన ఫ్రేమ్,காட்சி சட்டகம்
ప్రదర్శన సమూహం,காட்சி குழு
చిత్రం ప్రదర్శన,படத்தைக் காண்பி
ప్రదర్శన రేఖ,காட்சி வரி
ప్రదర్శన ఆర్డర్,காட்சி வரிசை
ప్రదర్శన ప్యానెల్,காட்சி குழு
ప్రదర్శన స్థానం,காட்சி நிலை
"ప్రదర్శన ప్రాసెసింగ్
 యూనిట్","காட்சி செயலாக்கம்
 அலகு"
"ప్రదర్శన రీకాల్
 నియంత్రణ","காட்சி நினைவுகூரல்
 கட்டுப்பாடு"
ప్రదర్శన విభాగం,காட்சி பிரிவு
ప్రదర్శన స్థలం,இடத்தைக் காண்பி
ప్రదర్శన ఉపరితలం,காட்சி மேற்பரப்பு
టెర్మినల్ ప్రదర్శన,காட்சி முனையம்
డిస్ప్లే ట్యూబ్,குழாய் காட்சி
