Bengali,Punjabi
ফিলেট (মর্টার),ਫਿਲਟ (ਮੋਰਟਾਰ ਦਾ)
চূড়ান্ত,ਫਾਈਨਲ
চূড়ান্ত পরিমাপ,ਅੰਤਮ ਮਾਪ
চূড়ান্ত অর্থপ্রদান,ਅੰਤਿਮ ਭੁਗਤਾਨq
চূড়ান্ত প্রাক চাপ,ਅੰਤਮ ਪ੍ਰੀ ਤਣਾਅ
চূড়ান্ত উত্তেজনা,ਅੰਤਮ ਤਣਾਅ
আর্থিক সম্ভাব্যতা,ਵਿੱਤੀ ਵਿਵਹਾਰਕਤਾ
সূক্ষ্ম সমষ্টি,ਵਧੀਆ ਕੁੱਲ
ফিসার্ড শিলা,ਫਿਸਰਡ ਚੱਟਾਨ
পতাকা পাথর,ਝੰਡਾ ਪੱਥਰ
ফ্লেমিশ বন্ড,ਫਲੇਮਿਸ਼ ਬਾਂਡ
ঝলকানি,ਫਲੈਸ਼ਿੰਗ
চটকদার স্রোত,ਚਮਕਦਾਰ ਸਟ੍ਰੀਮ
সমতল ছাদ,ਫਲੈਟ ਛੱਤ
ফ্লেচে,ਫਲੇਚੇ
ফ্লেমিশ গার্ডেন ওয়াল বন্ড,ਫਲੇਮਿਸ਼ ਗਾਰਡਨ ਵਾਲ ਬਾਂਡ
চকমকি,Flint
চকমকি দেয়াল,Flint ਕੰਧ
ভাসমান মেঝে,ਫਲੋਟਿੰਗ ਮੰਜ਼ਿਲ
ফ্লোকুলেশন,ਫਲੋਕੂਲੇਸ਼ਨ
ফ্লোকুলেশন সীমা,ਫਲੋਕੂਲੇਸ਼ਨ ਸੀਮਾ
ফ্লোকুলেশন অনুপাত,ਫਲੋਕੂਲੇਸ਼ਨ ਅਨੁਪਾਤ
ফ্লোকুলস,ਫਲੋਕੂਲਸ
মেঝে,ਮੰਜ਼ਿਲ
মেঝে সিল,ਮੰਜ਼ਿਲ ਸੀਲ
প্রবাহ,ਪ੍ਰਵਾਹ
ওঠানামা,ਉਤਰਾਅ-ਚੜ੍ਹਾਅ
ফুটিং,ਫੁੱਟਿੰਗ
ফাউন্ডেশন,ਬੁਨਿਆਦ
ফ্রি ফল ব্যারো টপিং মিক্সার,ਫਰੀ ਫਾਲ ਬੈਰੋ ਟਾਪਿੰਗ ਮਿਕਸਰ
ফ্রি ফল মিক্সার (ড্রাম টাইপ),ਫਰੀ ਫਾਲ ਮਿਕਸਰ (ਡਰੱਮ ਦੀ ਕਿਸਮ)
বিনামূল্যে পাথর,ਮੁਫ਼ਤ ਪੱਥਰ
ফ্রেশেট,ਫਰੈੱਸਟ
ঘর্ষণ গাদা,ਰਗੜ ਢੇਰ
ব্যাঙ,ਡੱਡੂ
গ্যাবল,ਗੇਬਲ
গ্যাবলেট,ਗੈਬਲੇਟ
গ্যাম্বেলের ছাদ,Gambrel ਛੱਤ
গেজ,ਗੇਜ
পরিমাপক বিভাগ,ਗੇਜਿੰਗ ਸੈਕਸ਼ਨ
গেজিং স্টেশন,ਗੇਜਿੰਗ ਸਟੇਸ਼ਨ
সাধারণ অবস্থান পরিকল্পনা,ਆਮ ਟਿਕਾਣਾ ਯੋਜਨਾ
সাধারণ বায়ুচলাচল,ਆਮ ਹਵਾਦਾਰੀ
G দিগন্ত বা gley দিগন্ত,G ਹੋਰੀਜ਼ਨ ਜਾਂ ਗਲੇ ਹੋਰੀਜ਼ਨ
হিমবাহ পর্যন্ত,ਤੱਕ ਗਲੇਸ਼ੀਅਲ
জিনিস,ਗਨੀਸ
গুডস ইয়ার্ড,ਮਾਲ ਵਿਹੜਾ
গ্রেডিয়েন্ট প্রতিরোধ,ਗਰੇਡੀਐਂਟ ਪ੍ਰਤੀਰੋਧ
গ্রানাইট,ਗ੍ਰੇਨਾਈਟ
দানাদার গঠন,ਦਾਣੇਦਾਰ ਬਣਤਰ
দানাদার,ਗ੍ਰੇਨੂਲੇਸ਼ਨ
কণিকা,ਗ੍ਰੈਨਿਊਲ
মহাকর্ষীয় জল মুক্ত জল,ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਪਾਣੀ ਮੁਕਤ ਪਾਣੀ
গ্র্যাভিটেশনাল ইয়ার্ড,ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਯਾਰਡ
মহান মাটি গ্রুপ,ਮਹਾਨ ਮਿੱਟੀ ਸਮੂਹ
গ্রিলেজ ফাউন্ডেশন,ਗ੍ਰਿਲੇਜ ਬੁਨਿਆਦ
স্থল হাত ছাঁচনির্মাণ,ਜ਼ਮੀਨੀ ਹੱਥ ਮੋਲਡਿੰਗ
দলবদ্ধ ডক,ਸਮੂਹਬੱਧ ਡੌਕ
গ্রুপ হাউজিং,ਗਰੁੱਪ ਹਾਊਸਿੰਗ
অতিথি কক্ষ,ਮਹਿਮਾਨ ਕਮਰਾ
নর্দমা,ਗਟਰ
নর্দমা বহনকারী,ਗਟਰ ਚੁੱਕਣ ਵਾਲਾ
গটার চেক,ਗਟਰ ਚੈੱਕ
হাতুড়ি ড্রেসিং,ਹੈਮਰ ਡਰੈਸਿੰਗ
হারবার,ਬੰਦਰਗਾਹ
আশ্রয়ের পোতাশ্রয়,ਪਨਾਹ ਦੀ ਬੰਦਰਗਾਹ
শক্ত প্যান,ਹਾਰਡ ਪੈਨ
হেডার,ਸਿਰਲੇਖ
হেডার বন্ড,ਹੈਡਰ ਬਾਂਡ
হেডার কোর্স,ਹੈਡਰ ਕੋਰਸ
হেড গেটের গঠন,ਮੁੱਖ ਗੇਟ ਬਣਤਰ
খালের প্রধান,ਨਹਿਰ ਦਾ ਮੁਖੀ
হেড রেগুলেটর,ਹੈੱਡ ਰੈਗੂਲੇਟਰ
হেরিং হাড়ের বন্ধন,ਹੈਰਿੰਗ ਹੱਡੀ ਬੰਧਨ
হার্টিং,ਦਿਲਦਾਰ
ভিজানোর তাপ,ਗਿੱਲਾ ਕਰਨ ਦੀ ਗਰਮੀ
উচ্চ অ্যালুমিনা সিমেন্ট,ਉੱਚ ਐਲੂਮਿਨਾ ਸੀਮਿੰਟ
নিতম্ব,ਕਮਰ
হিপ ক্যাপিং,ਹਿੱਪ ਕੈਪਿੰਗ
নিতম্বের শেষ,ਛੁਪੇ ਸਿਰੇ
ঘোমটা,ਹੁੱਡ
হুড ছাঁচনির্মাণ,ਹੁੱਡ ਮੋਲਡਿੰਗ
হুকের আইন,ਹੁੱਕ ਦਾ ਕਾਨੂੰਨ
হুপ লোহা,ਹੂਪ ਲੋਹਾ
দিগন্ত,ਹੋਰੀਜ਼ਨ
আর্দ্রতা,ਨਮੀ
"আর্দ্রতা, পরম","ਨਮੀ, ਪੂਰਨ"
"আর্দ্রতা, আপেক্ষিক","ਨਮੀ, ਰਿਸ਼ਤੇਦਾਰ"
হাম্প ইয়ার্ড,ਹੰਪ ਵਿਹੜਾ
জলবাহী চাপ,ਹਾਈਡ੍ਰੌਲਿਕ ਦਬਾਅ
হাইড্রেশন,ਹਾਈਡ੍ਰੇਸ਼ਨ
হাইড্রোলাইসিস,ਹਾਈਡ੍ਰੌਲਿਸਿਸ
হাইড্রোলাইটিক অ্যাসিডিটি,ਹਾਈਡਰੋਲਾਈਟਿਕ ਐਸਿਡਿਟੀ
হাইড্রোমরফিক মাটি,ਹਾਈਡ੍ਰੋਮੋਰਫਿਕ ਮਿੱਟੀ
হাইড্রোফিলিক কলয়েড,ਹਾਈਡ੍ਰੋਫਿਲਿਕ ਕੋਲਾਇਡ
হাইড্রোফোবিক কলয়েড,ਹਾਈਡ੍ਰੋਫੋਬਿਕ ਕੋਲਾਇਡ
হাইড্রোস্ট্যাটিক চাপ অনুপাত,ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ ਦਬਾਅ ਅਨੁਪਾਤ
হাইগ্রোস্ক্যাপটিক সহগ,ਹਾਈਗਰੋਸਕੈਪਟਿਕ ਗੁਣਾਂਕ
হাইগ্রোস্কোপিক আর্দ্রতা,ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ
হাইড্রোস্কোপিসিটি,ਹਾਈਡ੍ਰੋਸਕੋਪੀਸੀਟੀ
হাইগ্রোস্কোপিক আর্দ্রতা,ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ
হাইপারবারিক চেম্বার,ਹਾਈਪਰਬਰਿਕ ਚੈਂਬਰ
হাইপারস্ট্যাটিক ফ্রেম,ਹਾਈਪਰਸਟੈਟਿਕ ਫਰੇਮ
হাইপসোমিটার,ਹਾਈਪਸੋਮੀਟਰ
আলোকসজ্জা,ਪ੍ਰਕਾਸ਼
ইমবিবেশন আর্দ্রতা,ਇਮਬਿਬੇਸ਼ਨ ਨਮੀ
অপরিণত মাটি,ਅਸ਼ੁੱਧ ਮਿੱਟੀ
জব্দ ডক,ਜਬਤ ਡੌਕ
ভূমি রাজস্ব বৃদ্ধি,ਜ਼ਮੀਨੀ ਮਾਲੀਏ ਵਿੱਚ ਵਾਧਾ
স্বাধীন ভারা,ਸੁਤੰਤਰ ਪਾੜ
নিমজ্জিত,ਇੰਡਿਊਰੇਟਿਡ
প্রাথমিক prestress,ਸ਼ੁਰੂਆਤੀ ਪ੍ਰੀਸਟਰੈਸ
প্রাথমিক উত্তেজনা,ਸ਼ੁਰੂਆਤੀ ਤਣਾਅ
অভ্যন্তরীণ জলপথ বন্দর,ਅੰਦਰੂਨੀ ਜਲ ਮਾਰਗ ਬੰਦਰਗਾਹ
অন্তরক বোর্ড,ਇੰਸੂਲੇਟਿੰਗ ਬੋਰਡ
মধ্যবর্তী বন্দর,ਵਿਚਕਾਰਲਾ ਪੋਰਟ
অভ্যন্তরীণ ঘর্ষণ,ਅੰਦਰੂਨੀ ਰਗੜ
ইন্ট্রাজোনাল মাটি,ਇੰਟਰਾਜ਼ੋਨਲ ਮਿੱਟੀ
অয়ন,ਆਇਨ
আয়ন বিনিময়,ਆਇਨ ਐਕਸਚੇਂਜ
লোহার প্যান,ਲੋਹੇ ਦਾ ਪੈਨ
সেচ সম্পন্ন ভূমি,ਸਿੰਜਾਈ ਵਾਲੀ ਜ਼ਮੀਨ
সেচ,ਸਿੰਚਾਈ
সেচ সেস,ਸਿੰਚਾਈ ਸੈੱਸ
জাম্ব,ਜਾਮ
জগল,ਜੌਗਲ
জগল পিন,ਜੌਗਲ ਪਿੰਨ
জুল,ਜੂਲ
জাম্পার,ਜੰਪਰ
কিলোগ্রাম,ਕਿਲੋਗ੍ਰਾਮ
কিলোগ্রাম বল,ਕਿਲੋਗ੍ਰਾਮ ਬਲ
কিলোগ্রাম ফোর্স মিটার,ਕਿਲੋਗ੍ਰਾਮ ਫੋਰਸ ਮੀਟਰ
কিলোওয়াট ঘন্টা,ਕਿਲੋਵਾਟ ਘੰਟਾ
রাজা বন্ধ,ਰਾਜਾ ਬੰਦ
রান্নাঘর,ਰਸੋਈ
জরিযুক্ত কলাম,ਲੇਸਡ ਕਾਲਮ
ল্যাগিং,ਪਛੜ ਰਿਹਾ ਹੈ
ল্যামেলা মূল,ਲਮੇਲਾ ਜੜ੍ਹ
লেমিনার প্রবাহ,ਲੈਮਿਨਰ ਵਹਾਅ
বাতির গর্ত,ਲੈਂਪ ਮੋਰੀ
ভূ - বিস্তৃতি,ਜ਼ਮੀਨ ਦਾ ਵਾਧਾ
ল্যান্ড স্লাইডিং,ਲੈਂਡ ਸਲਾਈਡਿੰਗ
ল্যাটেরাইট,ਲੈਟਰਾਈਟ
ল্যাটেরাইট মাটি,ਲੈਟਰਾਈਟ ਮਿੱਟੀ
বড় সংখ্যার আইন,ਵੱਡੀ ਗਿਣਤੀ ਦਾ ਕਾਨੂੰਨ
বিন্যাস পরিকল্পনা,ਖਾਕਾ ਯੋਜਨਾ
খাতা,ਲੇਜ਼ਰ
চুন প্যান,ਚੂਨਾ ਪੈਨ
লিন্টেল,ਲਿੰਟਲ
তরল সীমা,ਤਰਲ ਸੀਮਾ
লাইভ লোড,ਲਾਈਵ ਲੋਡ
দোআঁশ,ਲੋਮ
স্থানীয় নিষ্কাশন বায়ুচলাচল,ਸਥਾਨਕ ਨਿਕਾਸ ਹਵਾਦਾਰੀ
লোকো ইয়ার্ড,ਲੋਕੋ ਵਿਹੜਾ
লস,ਲੋਸ
নিম্ন প্লাস্টিকের সীমা,ਘੱਟ ਪਲਾਸਟਿਕ ਸੀਮਾ
কম তাপ সিমেন্ট,ਘੱਟ ਗਰਮੀ ਸੀਮਿੰਟ
মেশিন ছাঁচনির্মাণ,ਮਸ਼ੀਨ ਮੋਲਡਿੰਗ
ম্যাক্রোস্ট্রাকচার,ਮੈਕਰੋਸਟ੍ਰਕਚਰ
প্রধান প্রধান নিয়ন্ত্রক,ਮੁੱਖ ਹੈੱਡ ਰੈਗੂਲੇਟਰ
প্রধান বন্দর,ਮੁੱਖ ਪੋਰਟ
বায়ু আপ করা,ਮੇਕਅਪ ਏਅਰ
মানসার্ড,ਮਾਨਸਾਰਡ
মার্শালিং ইয়ার্ড,ਮਾਰਸ਼ਲਿੰਗ ਯਾਰਡ
রাজমিস্ত্রির কাজ,ਚਿਣਾਈ
পরিপক্ক তাপমাত্রা,ਪਰਿਪੱਕ ਤਾਪਮਾਨ
মধ্যবর্তী তলা মেঝে,ਮੇਜ਼ਾਨਾਈਨ ਮੰਜ਼ਿਲ
যান্ত্রিক বিশ্লেষণ,ਮਕੈਨੀਕਲ ਵਿਸ਼ਲੇਸ਼ਣ
যান্ত্রিক বায়ুচলাচল,ਮਕੈਨੀਕਲ ਹਵਾਦਾਰੀ
মেট্রিক সিস্টেম,ਮੈਟ੍ਰਿਕ ਸਿਸਟਮ
মাইক্রোস্ট্রাকচার,ਮਾਈਕਰੋਸਟ੍ਰਕਚਰ
মিলি সমতুল্য,ਮਿਲਿ ਬਰਾਬਰ
মিলি প্রতি লিটার সমতুল্য,ਮਿਲੀ ਬਰਾਬਰ ਪ੍ਰਤੀ ਲੀਟਰ
খনিজ,ਖਣਿਜ
খনিজ মাটি,ਖਣਿਜ ਮਿੱਟੀ
ছোট বন্দর,ਮਾਮੂਲੀ ਪੋਰਟ
Mitred বন্ধ,Mitred ਬੰਦ
মোবাইল সয়েল কলয়েড,ਮੋਬਾਈਲ ਮਿੱਟੀ ਕੋਲਾਇਡ
আর্দ্রতা কন্টেন্ট,ਨਮੀ ਸਮੱਗਰੀ
আর্দ্রতা গ্রেডিয়েন্ট,ਨਮੀ ਗਰੇਡੀਐਂਟ
মনোলিথ,ਮੋਨੋਲਿਥ
মনোরেল,ਮੋਨੋਰੇਲ
জাতীয় হারবার কাউন্সিল,ਨੈਸ਼ਨਲ ਹਾਰਬਰ ਕੌਂਸਲ
প্রাকৃতিক বিছানা,ਕੁਦਰਤੀ ਬਿਸਤਰਾ
প্রাকৃতিক ফিনিস,ਕੁਦਰਤੀ ਮੁਕੰਮਲ
প্রাকৃতিক পোতাশ্রয়,ਕੁਦਰਤੀ ਬੰਦਰਗਾਹ
প্রাকৃতিক বায়ুচলাচল,ਕੁਦਰਤੀ ਹਵਾਦਾਰੀ
নৌ বন্দর,ਨੇਵਲ ਬੰਦਰਗਾਹ
নিউটন,ਨਿਊਟਨ
অ অভিন্ন প্রবাহ,ਗੈਰ ਇਕਸਾਰ ਵਹਾਅ
জলের হার দখল করে,ਪਾਣੀ ਦੀ ਦਰ &#39;ਤੇ ਕਬਜ਼ਾ ਕਰਦਾ ਹੈ
তেলে আকা,ਤੇਲ ਰੰਗਤ
তেল কূপ সিমেন্ট,ਤੇਲ ਖੂਹ ਸੀਮਿੰਟ
খোলা চ্যানেল প্রবাহ,ਚੈਨਲ ਦਾ ਪ੍ਰਵਾਹ ਖੋਲ੍ਹੋ
সর্বোত্তম আর্দ্রতা,ਸਰਵੋਤਮ ਨਮੀ
জৈব মাটি,ਜੈਵਿਕ ਮਿੱਟੀ
ওরিয়েন্টেশন,ਸਥਿਤੀ
অর্থোগোনাল,ਆਰਥੋਗੋਨਲ
অর্টস্টেইন,ਓਰਟਸਟਾਈਨ
বাইরের সংকেত,ਬਾਹਰੀ ਸੰਕੇਤ
জারণ,ਆਕਸੀਕਰਨ
প্যান্ট্রি,ਪੈਂਟਰੀ
প্যারাপেট,ਪੈਰਾਪੇਟ
প্রাচীর প্রাচীর,ਪੈਰਾਪੇਟ ਕੰਧ
পিতামাতার উপাদান,ਮਾਪੇ ਸਮੱਗਰੀ
নুড়ি ঢালাই প্লাস্টার,ਪੇਬਲ ਕਾਸਟ ਪਲਾਸਟਰ
পেডালফার,ਪੈਡਲਫਰ
পেডোকাল,ਪੈਡੋਕਲ
পেডোজেনেসিস,ਪੀਡੋਜਨੇਸਿਸ
পেডোলজি,ਪੈਡੌਲੋਜੀ
পেডোস্ফিয়ার,ਪੀਡੋਸਫੀਅਰ
পেনেট্রোমিটার,ਪੈਨੇਟ੍ਰੋਮੀਟਰ
পেন্ট ছাদ,ਪੈਂਟ ਛੱਤ
পেপটাইজিং এজেন্ট,ਪੈਪਟਾਈਜ਼ਿੰਗ ਏਜੰਟ
বিশ্লেষণের সময়কাল,ਵਿਸ਼ਲੇਸ਼ਣ ਦੀ ਮਿਆਦ
পারপেন্ড,ਪਰਪੇਂਡ
শোষণ,ਸ਼ੋਸ਼ਣ
পিয়ার,ਪੀਅਰ
পিলাস্টার,ਪਿਲਾਸਟਰ
পিচ,ਪਿੱਚ
গল্পটা ছাদ,ਟੋਏ ਵਾਲੀ ਛੱਤ
সাধারণ কংক্রিট,ਸਾਦਾ ਕੰਕਰੀਟ
সমতল কোণ,ਪਲੇਨ ਕੋਣ
সমতল গজ,ਸਾਦਾ ਵਿਹੜਾ
প্ল্যানসোল,ਪਲੈਨਸੋਲ
প্লাস্টিকের সামঞ্জস্য,ਪਲਾਸਟਿਕ ਇਕਸਾਰਤਾ
প্লাস্টিসিটি,ਪਲਾਸਟਿਕਤਾ
প্লাস্টিসিটি সূচক,ਪਲਾਸਟਿਕਤਾ ਸੂਚਕਾਂਕ
প্লাস্টিসিটি সীমা,ਪਲਾਸਟਿਕ ਸੀਮਾ
প্লাস্টিসিটি পরিসীমা,ਪਲਾਸਟਿਕ ਸੀਮਾ
প্লাটি গঠন,ਪਲੇਟੀ ਬਣਤਰ
প্লিন্থ,ਪਲਿੰਥ
লাঙ্গলের মাটি,ਹਲ ਮਿੱਟੀ
বরই পাথর,Plum ਪੱਥਰ
পডজোল,ਪੋਡਜ਼ੋਲ
ইশারা,ਇਸ਼ਾਰਾ
বহুভুজ প্রাচীর,ਬਹੁਭੁਜ ਕੰਧ
ছিদ্র স্থান,ਪੋਰ ਸਪੇਸ
বন্দর,ਪੋਰਟ
ইতিবাচক বায়ুচলাচল,ਸਕਾਰਾਤਮਕ ਹਵਾਦਾਰੀ
প্রাইরি মাটি,ਪ੍ਰੈਰੀ ਮਿੱਟੀ
যথার্থতা,ਸ਼ੁੱਧਤਾ
প্রাথমিক কণা,ਪ੍ਰਾਇਮਰੀ ਕਣ
প্রিজম্যাটিক কাঠামো,ਪ੍ਰਿਜ਼ਮੈਟਿਕ ਬਣਤਰ
উৎপাদনশীল কাজ,ਲਾਭਕਾਰੀ ਕੰਮ
প্রকল্পের ন্যায্যতা,ਪ੍ਰੋਜੈਕਟ ਜਾਇਜ਼ਤਾ
প্রতিরক্ষামূলক কাজ,ਸੁਰੱਖਿਆ ਦਾ ਕੰਮ
সিউডো-মাইসেলিয়াম,ਸੂਡੋ-ਮਾਈਸੀਲੀਅਮ
পুডল,ਛੱਪੜ
পাগিং,ਪੁੱਗਿੰਗ
পিউমিস,ਪਿਊਮਿਸ
পাঞ্চিয়ন,ਪੰਚ
পুতুল,ਕਠਪੁਤਲੀ
পুটলগ,ਪੁਟਲੌਗ
পুটলগ ভারা,ਪੁਟਲੌਗ ਸਕੈਫੋਲਡ
পরিমাণ পরিমাপক,ਮਾਤਰਾ ਸਰਵੇਖਣ
খনির রস,ਖੱਡ ਦਾ ਰਸ
কোয়ে,ਕਵੇ
রানী বন্ধ,ਰਾਣੀ ਬੰਦ
কুইন,ਕੋਇਨ
ভেলা ফাউন্ডেশন,ਬੇੜਾ ਬੁਨਿਆਦ
রাকার,ਰੇਕਰ
রেকিং,ਰੈਕਿੰਗ
রেকিং বন্ড,ਰੈਕਿੰਗ ਬਾਂਡ
ঝলকানি raking,ਰੈਕਿੰਗ ਫਲੈਸ਼ਿੰਗ
দ্রুত পরিবর্তনশীল প্রবাহ,ਤੇਜ਼ੀ ਨਾਲ ਵੱਖ-ਵੱਖ ਵਹਾਅ
পুনরুদ্ধারযোগ্য পেমেন্ট,ਰਿਕਵਰੀਯੋਗ ਭੁਗਤਾਨ
লাল পৃথিবী,ਲਾਲ ਧਰਤੀ
লাল দোআঁশ,ਲਾਲ ਦੋਮਟ
রেগুলেটর,ਰੈਗੂਲੇਟਰ
রেগুর বা কালো তুলা মাটি,ਰੈਗੂਰ ਜਾਂ ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ
পরিশোধের চুক্তি,ਮੁੜ ਅਦਾਇਗੀ ਦਾ ਇਕਰਾਰਨਾਮਾ
অবশিষ্ট সংকোচন,ਬਕਾਇਆ ਸੰਕੁਚਨ
অবশিষ্ট মাটি,ਬਕਾਇਆ ਮਿੱਟੀ
প্রকাশ করা,ਪ੍ਰਗਟ
পিন প্রকাশ করুন,ਪਿੰਨ ਪ੍ਰਗਟ ਕਰੋ
টাই প্রকাশ,ਟਾਈ ਪ੍ਰਗਟ ਕਰੋ
রিজ,ਰਿਜ
রিজ ক্যাপিং,ਰਿਜ ਕੈਪਿੰਗ
নদী,ਨਦੀ
রোড স্টেড,ਸੜਕ ਦੀ ਸਥਿਤੀ
রুক্ষ প্লাস্টার,ਮੋਟਾ ਪਲਾਸਟਰ
ধ্বংসস্তুপ,ਮਲਬਾ
ধ্বংসস্তূপ রাজমিস্ত্রি,ਮਲਬੇ ਦੀ ਚਿਣਾਈ
ধ্বংসস্তূপ দেয়াল,ਮਲਬੇ ਦੀ ਕੰਧ
চলমান পরিমাপ,ਚੱਲ ਰਿਹਾ ਮਾਪ
নিরাপদ ভারবহন ক্ষমতা,ਸੁਰੱਖਿਅਤ ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ
লবণ গ্লেজ,ਲੂਣ ਗਲੇਜ਼
সাধারন মাপ,ਨਮੂਨਾ ਦਾ ਆਕਾਰ
নমুনা বিতরণ,ਨਮੂਨਾ ਵੰਡ
নমুনা ত্রুটি,ਨਮੂਨਾ ਲੈਣ ਵਿੱਚ ਗੜਬੜ
বালি,ਰੇਤ
বালি ফিনিস,ਰੇਤ ਮੁਕੰਮਲ
বালি হাত ছাঁচনির্মাণ,ਰੇਤ ਹੱਥ ਮੋਲਡਿੰਗ
স্যান্ডিং,ਸੈਂਡਿੰਗ
স্যাচুরেটেড মাটি,ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ
স্যাচুরেটেড মাটির পেস্ট,ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ ਦਾ ਪੇਸਟ
স্যাচুরেশন নির্যাস,ਸੰਤ੍ਰਿਪਤ ਐਬਸਟਰੈਕਟ
স্যাচুরেশন শতাংশ,ਸੰਤ੍ਰਿਪਤ ਪ੍ਰਤੀਸ਼ਤਤਾ
সসার গম্বুজ,ਸਾਸਰ ਗੁੰਬਦ
ভারা,ਸਕੈਫੋਲਡ
শিস্ট,ਸ਼ਿਸਟ
সমুদ্র বন্দর,ਸਮੁੰਦਰੀ ਬੰਦਰਗਾਹ
গোপন নর্দমা,ਗੁਪਤ ਗਟਰ
দ্বিতীয়,ਦੂਜਾ
অবক্ষেপণ বিশ্লেষণ,ਸੈਡੀਮੈਂਟੇਸ਼ਨ ਵਿਸ਼ਲੇਸ਼ਣ
আধা-কৃত্রিম বন্দর,ਅਰਧ-ਨਕਲੀ ਬੰਦਰਗਾਹ
আধা জোয়ার ডক,ਸੈਮੀ ਟਾਈਡਲ ਡੌਕ
বার্ধক্য,ਬਜ਼ੁਰਗ
শেল,ਸ਼ੈਲ
চাদরের স্তূপ,ਸ਼ੀਟ ਦੇ ਢੇਰ
সংকোচন সীমা,ਸੁੰਗੜਨ ਦੀ ਸੀਮਾ
শাটারিং,ਸ਼ਟਰਿੰਗ
সিয়ালিটিক মাটি,ਸਿਏਲੀਟਿਕ ਮਿੱਟੀ
সিয়েরোজেম,ਸੀਰੋਜ਼ਮ
সিল,ਸਿਲ
পলি,ਗਾਦ
একক ফ্লেমিশ রক্ত,ਸਿੰਗਲ ਫਲੇਮਿਸ਼ ਲਹੂ
একক দানাদার কাঠামো,ਸਿੰਗਲ ਦਾਣੇਦਾਰ ਬਣਤਰ
কঙ্কালের মাটি,ਪਿੰਜਰ ਮਿੱਟੀ
স্কার্টিং,ਸਕਰਟਿੰਗ
ঘুমের প্রাচীর,ਸਲੀਪਰ ਕੰਧ
পাশের নর্দমা,ਸਾਈਡ ਗਟਰ
পিছলানো পদ্দতি,ਸਲਾਈਡ ਨਿਯਮ
স্লিপ ডক,ਸਲਿਪ ਡੌਕ
স্মোনিজা,Smoniza
ভিজানো,ਭਿੱਜਣਾ
মৃত্তিকা সমিতি,ਮਿੱਟੀ ਦੀ ਸਾਂਝ
মাটির শ্রেণী,ਮਿੱਟੀ ਦੀ ਸ਼੍ਰੇਣੀ
মাটি জটিল,ਮਿੱਟੀ ਕੰਪਲੈਕਸ
মাটির সামঞ্জস্য,ਮਿੱਟੀ ਦੀ ਇਕਸਾਰਤਾ
মাটির পরিবার,ਮਿੱਟੀ ਪਰਿਵਾਰ
মাটির ফ্রেমের কাজ,ਮਿੱਟੀ ਫਰੇਮ ਦਾ ਕੰਮ
মাটির আদ্রতা,ਮਿੱਟੀ ਦੀ ਨਮੀ
মাটির আর্দ্রতা বৃদ্ধি,ਮਿੱਟੀ ਦੀ ਨਮੀ ਦਾ ਵਾਧਾ
মাটির আর্দ্রতার ঘাটতি,ਮਿੱਟੀ ਦੀ ਨਮੀ ਦੀ ਘਾਟ
মাটির রূপবিদ্যা,ਮਿੱਟੀ ਰੂਪ ਵਿਗਿਆਨ
মাটির কণা,ਮਿੱਟੀ ਦਾ ਕਣ
মাটির পর্যায়,ਮਿੱਟੀ ਦਾ ਪੜਾਅ
মাটি প্রোফাইল,ਮਿੱਟੀ ਪਰੋਫਾਇਲ
মাটির প্রতিক্রিয়া,ਮਿੱਟੀ ਪ੍ਰਤੀਕਰਮ
মাটি আলাদা করে,ਮਿੱਟੀ ਵੱਖ ਕਰਦੀ ਹੈ
মাটি সিরিজ,ਮਿੱਟੀ ਦੀ ਲੜੀ
মাটির সমাধান,ਮਿੱਟੀ ਦਾ ਹੱਲ
মাটির গঠন,ਮਿੱਟੀ ਦੀ ਬਣਤਰ
মাটির গঠন,ਮਿੱਟੀ ਦੀ ਬਣਤਰ
মাটির ধরন,ਮਿੱਟੀ ਦੀ ਕਿਸਮ
সোলুম,ਸੋਲਮ
সর্পশন,ਸੋਰਪਸ਼ਨ
স্পালস,ਸਪੱਲਸ
নির্দিষ্ট আয়ন প্রভাব,ਖਾਸ ਆਇਨ ਪ੍ਰਭਾਵ
বর্গাকার কোর্সকৃত ধ্বংসস্তূপের গাঁথনি,ਵਰਗਾਕਾਰ ਕੋਰਸਡ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
বর্গাকার নিয়মিত কোর্সকৃত ধ্বংসস্তুপ গাঁথনি,ਵਰਗਾਕਾਰ ਰੈਗੂਲਰ ਕੋਰਸਡ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
অটল প্রবাহ,ਸਥਿਰ ਵਹਾਅ
ধাপে ধাপে ঝলকানি,ਸਟੈਪਡ ਫਲੈਸ਼ਿੰਗ
আঠালোতা,ਚਿਪਕਣਾ
