Telugu,Hindi
ప్రోగ్రామబిలిటీతో కాలిక్యులేటర్,क्रमादेशनीयतायुक्त परिकलित्र
వైవిధ్యాల కాలిక్యులస్,विचरण कलन
కాల్,आह्वान
సూచన ద్వారా కాల్ చేయండి,संदर्भ आह्वान
విలువ ద్వారా కాల్ చేయండి,मान आह्वान
కాల్ డైరెక్టింగ్ కోడ్,आह्वान निदेशन कट
కాల్ స్థాపన,आह्वान स्थापना
కాల్ ఫార్వార్డింగ్,आह्वान अग्रेषण
కాలిగ్రాఫిక్ ప్లాటర్,सुलेखीय आलेखित्र
కాలింగ్,आह वान
కాలింగ్ ఆర్గ్యుమెంట్,आह वान स्वतंत्र चर
కాలింగ్ ప్రోగ్రామ్,आह्वान क्रमादेश
కాలింగ్ సీక్వెన్స్,आह्वान अनुक्रम
సబ్‌ప్రోగ్రామ్ అని పిలుస్తుంది,आह्वान उपक्रमादेश
కాల్ నంబర్,आह्वान संख्या
కాల్ ప్రాసెసర్,आह्वान संसाधित्र
కాల్ ప్రోగ్రెస్ సిగ్నల్,आह्वान प्रगति संकेत
కాల్ స్టోర్,आह्वान भंडार
కాల్ నిరీక్షణ లో ఉంది,आह्वान प्रतीक्षा
రద్దు చేయండి,निरसन
అక్షరాన్ని రద్దు చేయండి,निरसन संप्रतीक
కీని రద్దు చేయండి,निरसन कुंजी
తయారుగా ఉన్న పేరా,पूर्वाभिलिखित पैराग्राफ
తయారుగా ఉన్న సాఫ్ట్‌వేర్,पूर्वाभिलिखित प्रक्रिया सामग्री
కానోనిక్ జనరేషన్,विहित जनन
కెపాసిటర్ నిల్వ,संधारित्र भंडारण
సామర్థ్యం,क्षमता
క్యాప్స్టాన్,"कैप्स्टन, टेपचालक चक्र"
క్యాప్చర్,प्रग्रहण
కార్డు,"पत्रक, कार्ड"
కార్డ్ కేజ్,पत्रक पंजर
కార్డ్ చట్రం,पत्रक न्याधार
కార్డ్ చెకింగ్,पत्रक जाँच
కార్డ్ కోడ్,पत्रक कूट
కార్డ్ కాలమ్,पत्रक स्तंभ
కార్డ్ చక్రం,पत्रक चक्र
కార్డ్ డెక్,पत्रक गड्डी
కార్డ్ లోపం తనిఖీ,पत्रक त्रुटि जाँच
కార్డ్ ఫీల్డ్,पत्रक क्षेत्र
కార్డ్ ఫైల్,पत्रक संचिका
కార్డ్ ఫారం,पत्रक रूप
కార్డ్ ఫార్మాట్,पत्र संरूप
కార్డ్ హాప్పర్,पत्रक प्लुति मंजूषा
కార్డ్ చిత్రం,पत्रक प्रतिबिंब
కార్డ్ ఇన్పుట్,पत्रक निवेश
కార్డ్ జామ్,पत्रक संबाधा
కార్డ్ లోడర్,पत्रक भारक
కార్డ్ ప్యాక్,पत्रक गड्डी
కార్డ్ మార్గం,पत्रक पथ
కార్డ్ ప్రోగ్రామ్డ్ కాలిక్యులేటర్,पत्रक क्रमादेशित परिकलित्र
కార్డ్ ప్రోగ్రామ్డ్ కంప్యూటర్,पत्रक क्रमादेशित अभिकलित्र
కార్డ్ పంచ్,पत्रक छिद्रित्र
కార్డ్ పంచ్ టెక్నిక్,पत्रक छिद्रण तकनीक
కార్డ్ రీడర్,पत्रक पठित्र
కార్డ్ పునరుత్పత్తిదారు,पत्रक पुनरूत्पादित्र
కార్డ్ వరుస,पत्रक पंक्ति
కార్డ్ సెట్,पत्रक समुच्चय
కార్డ్ సార్టర్,पत्रक शाटित्र
కార్డ్ స్టాకర్,पत्रक चितीयक
కార్డ్ నిల్వ,पत्रक भंडारण
కార్డ్-టు-డిస్క్ యుటిలిటీ,पत्रक चक्रिका उपयोगिता
కార్డ్-టు-మాగ్నెటిక్ టేప్ మార్పిడి,पत्रक चुंबकीय टेप रूपांतरण
కార్డ్-టు-ప్రింట్ ప్రోగ్రామ్,पत्रक मुद्रण क्रमादेश
కార్డ్ టు టేప్ కన్వర్టర్,पत्रक टेप परिवर्तित्र
కార్డ్ ట్రాక్,पत्रक पथ
కార్డ్ ధృవీకరించడం,पत्रक सत्यायन
కేరెట్,कैरट
రంగులరాట్నం,घूर्णित्र
క్యారేజ్,वाहन
క్యారేజ్ నియంత్రణ పాత్ర,वाहन नियंत्रण संप्रतीक
క్యారేజ్ కంట్రోల్ టేప్,वाहन नियंत्रण टेप
క్యారేజ్ రిటర్న్,वाहन वापसी
క్యారేజ్ రిటర్న్ క్యారెక్టర్,वाहन वापसी संप्रतीक
క్యారియర్,वाहक
క్యారియర్ హోల్,वाहक छिद्र
క్యారియర్ లోడ్,नीत भार
క్యారియర్ రిటర్న్ క్యారెక్టర్,वाहक वापसी संप्रतीक
క్యారియర్ క్యారియర్,वाहक-वाहक
క్యారియర్ సిగ్నల్,वाहक संकेत
క్యారియర్ సిస్టమ్,वाहक तंत्र
క్యారియర్-టు-శబ్దం నిష్పత్తి,वाहक रव अनुपात
క్యారియర్ వేవ్,वाहक तरंग
క్యారీ,"हस्तंगत, हासिल"
పూర్తి సిగ్నల్ తీసుకెళ్లండి,हस्तंगत पूर्ण संकेत
పూర్తి సెన్సింగ్‌ను మోయండి,हस्तंगत पूर्णता संवेदन
అంకెను తీసుకెళ్లండి,हस्तंगत अंक
జెండా మోయండి,हस्तंगत ध्वज
సమయం తీసుకువెళుతుంది,हस्तंगत संकलन काल
గుళిక,आगुटिका
గుళిక డిస్క్,आगुटिका चक्रिका
క్యాస్కేడ్ కనెక్షన్,सोपानी संबंधन
క్యాస్కేడ్ నియంత్రణ,सोपानी नियंत्रण
క్యాస్కేడ్ విలీనం,सोपानित विलयन
క్యాస్కేడ్ విలీనం,सोपानी विलय
నగదులాంటి పత్రం,रोकड़ सदृश प्रलेख
క్యాష్లైక్ టెండర్ (= క్యాష్లైక్ డాక్యుమెంట్),रोकड़ सदृश प्रलेख
క్యాసెట్,"कैसेट, पेटिका"
నైన్స్ అవుట్,नव-विभाजी निरसन
కాటా భాష (= ఆబ్జెక్ట్ లాంగ్వేజ్),अभिलक्ष्य भाषआ
జాబితా,क्रमादेश सूची
కేటలాగ్ డేటా సెట్,क्रमादेश सूचीकृत आँकड़ा-समुच्चय
కేటలాగ్ డైరెక్టరీ,क्रमादेश सूची निर्देशिका
జాబితా చేయబడిన విధానం,क्रमादेश सूचीकृत प्रक्रिया
విపత్తు లోపం,विपत्तिपूर्ण त्रुटि
కాటెనా,"कैटीना, शृंखला"
కాటేనేట్,शृंखलित
కాథోడ్ రే స్టోరేజ్,कैथोड़ किरण भंडारण
కాథోడ్ రే ట్యూబ్,कैथोड किरण नलिका
కాథోడ్ రే ట్యూబ్ ప్రదర్శన,कैथोड किरण नलिका प्रदर्श
సెల్,कोष्ठिका
సెల్యులార్ మొబైల్ టెలిఫోన్ నెట్‌వర్క్,कोष्ठिकीय चल टेलीफोन जालक्रम
సెల్యులార్ నిష్పత్తి,कोष्ठिकीय रेडियो
సెల్యులార్ స్ప్లిటింగ్,कोष्ठिकीय विदारण
కేంద్రీకృతమై,केन्द्रण
సెంటర్ లైన్,केन्द्र रेखा
సెంట్రల్ కంట్రోల్ యూనిట్,केन्द्रीय नियंत्रण एकक
కేంద్రీకృత స్వయంచాలక సందేశాన్ని అనుసరించుట,केन्द्रीकृत स्वचालित संदेश लेखा
కేంద్రీకృత డేటా ప్రాసెసింగ్,केन्द्रीकृत आँकड़ा संसाथन
కేంద్రీకృత నెట్‌వర్క్,केन्द्रीकृत जालक्रम
కేంద్ర జ్ఞాపకం,केन्द्रीय स्मृति
కేంద్ర కార్యాలయం,केन्द्रीय कार्यालय
సెంట్రల్ ఆఫీస్ కోడ్,केन्द्रीय कार्यालय कूट
కేంద్ర కార్యాలయ పని ఉత్తర్వు,केन्द्रीय कार्यालय कार्य आदेश
సెంట్రల్ ప్రాసెసింగ్ యూనిట్,केन्द्रीय संसाधन एकक
కేంద్ర ప్రాసెసింగ్ యూనిట్ లూప్,केन्द्रीय संसाधन एकक पाश
సెంట్రల్ ప్రాసెసర్,केन्द्रीय संसाधित्र
సెంట్రల్ స్కానింగ్ లూప్,केन्द्रीय क्रमवीक्षण पाश
సెంట్రల్ స్టేషన్ (= నియంత్రణ స్టేషన్),नियंत्रण केन्द्र
కేంద్ర కార్యాలయ పని ఉత్తర్వు,केन्द्रीय कार्यालय कार्य आदेश
సర్టిఫైడ్ టేప్,प्रमाणीकृत टेप
చాడ్,टिकली
చాడ్లెస్ టేప్,टिकलीरहित टेप
గొలుసు,शृंखला
గొలుసు చేర్పుల కార్యక్రమం,शृंखला योजना क्रमादेश
గొలుసు కోడ్,शृंखला कूट
గొలుసు ఫైల్,शृंखलित संचिका
గొలుసు జాబితా,शृंखलित सूची
గొలుసు రికార్డు,शृंखलित अभिलेख
గొలుసు,शृंखलन
గొలుసు ఓవర్ఫ్లో,शृंखलन अधिप्रवाह
గొలుసు శోధన,शृंखलन खोज
గొలుసు లింక్,शृंखला खड़ी
గొలుసు నిర్వహణ కార్యక్రమం,शृंखला अनुरक्षण क्रमादेश
గొలుసు ప్రింటర్,शृंखला मुद्रित्र
అక్షరాన్ని మార్చండి,परिवर्तन संप्रतीक
డంప్ మార్చండి,परिवर्तन सन्निक्षेप
ఫైల్‌ను మార్చండి,परिवर्तन संचिका
రికార్డ్ మార్చండి,परिवर्तन अभिलेख
మార్పు గుర్తు,परिवर्तन चिह्न
టేప్ మార్చండి,परिवर्तन टेप
ఛానెల్,"चैनल, प्रणाल"
ఛానల్ అడాప్టర్,प्रणाल अनुकूलित्र
ఛానెల్ చిరునామా పదం,प्रणाल पता शब्द
ఛానల్-అటాచ్డ్,प्रणाल संलग्न
ఛానల్-అటాచ్డ్ స్టేషన్,प्रणाल संलग्न केन्द्र
ఛానల్ బ్యాంక్,प्रणाल बैंक
ఛానెల్ బిజీ టోన్,प्रणाल व्यस्त टोन
ఛానెల్ సామర్థ్యం,प्रणाल क्षमता
ఛానెల్ ఆదేశం,प्रणाल समादेश
ఛానెల్ కమాండ్ పదం,प्रणाल समादेश शब्द
ఛానెల్ కంట్రోలర్,प्रणाल नियंत्रक
ఛానెల్ నియంత్రణ పదం,प्रणाल नियंत्रण शब्द
ఛానెల్ డేటా,प्रणाल आँकड़े
ఛానెల్ ముగింపు,प्रणाल सिरा
ఛానెల్ లోపం,प्रणाल त्रुटि
ఛానెల్ జాప్యం,प्रणाल प्रसुप्ति
ఛానల్ మాస్క్,प्रणाल आच्छद
ఛానెల్ ఓవర్‌లోడ్,प्रणाल अधिभार
ఛానల్ ప్రింటర్,प्रणाल मुद्रित्र
ఛానెల్ ప్రోగ్రామ్,प्रणाल क्रमादेश
ఛానల్ ప్రోగ్రామ్ అనువాదం,प्रणाल क्रमादेश अनुवाद
ఛానల్ క్యూ,प्रणाल पंक्ति
ఛానెల్ విశ్వసనీయత,प्रणाल विश्वसनीयता
ఛానెల్ సేవా యూనిట్,प्रणाल सेवा एकक
ఛానెల్ సెట్,प्रणाल समुच्चय
ఛానెల్ స్థితి పదం,प्रणाल अवस्थिति शब्द
ఛానెల్ సింక్రొనైజర్,प्रणाल तुल्यकालित्र
ఛానల్-టు-ఛానల్ అడాప్టర్,प्रणाल-प्रणाल अनुकूलित्र
పాత్ర,संप्रतीक
అక్షర చిరునామా,संप्रतीक पताभिगमन
అక్షర అమరిక,संप्रतीक विन्यास
అక్షర అసెంబ్లీ,संप्रतीक कोडांतरण
క్యారెక్టర్-ఎట్-ఎ-టైమ్ ప్రింటర్,संप्रतीक मुद्रित्र
అక్షర బ్లింక్,संप्रतीक एकांतरदर्श
అక్షర సరిహద్దు,संप्रतीक परिसीमा
అక్షర సెల్,संप्रतीक कोष्ठिका
అక్షర తనిఖీ,संप्रतीक जाँच
అక్షర కోడ్,संप्रतीक कूट
అక్షర కాన్ఫిగ్రరేషన్,संप्रतीक अभिविन्यास
పాత్ర రద్దీ,संप्रतीक अधिसंख्यन
అక్షర డేటా రకం,संप्रतीक आँकड़ा प्रकार
అక్షర-ఉపశమనం-అక్షర,संप्रतीक-विलोपी संप्रतीक
అక్షర డీలిమిటర్,संप्रतीक विसीमक
అక్షర సాంద్రత,संप्रतीक सघनता
అక్షర పరికర నియంత్రణ,संप्रतीक युक्ति नियंत्रण
అక్షర ప్రదర్శన పరికరం,संप्रतीक प्रदर्श युक्ति
అక్షర ప్రదర్శన టెర్మినల్,संप्रतीक प्रदर्श अंतक
అక్షర అంచు,संप्रतीक कोर
అక్షర మూలకం,संप्रतीक अवयव
అక్షర ఉద్గారిణి,संप्रतीक उत्सर्जक
అక్షర లోపం రేటు,संप्रतीक त्रुटि-दर
అక్షర వ్యక్తీకరణ,संप्रतीक व्यंजक
అక్షర పూరకం,संप्रतीक पूरण
అక్షర ఫార్మాట్ మెమరీ,संप्रतीक संरूप स्मृति
అక్షర జనరేటర్,संप्रतीक जनक
అక్షర సమాచార రేటు,संप्रतीक-सूचना-दर
అక్షర సూచన,संप्रतीक अनुदेश
లక్షణం,अभिलक्षणिक
లక్షణ వక్రీకరణ,अभिलक्षणकि विरूपण
లక్షణ అవరోధం,अभिलक्षणिक प्रतिबाधा
అక్షర కీ,संप्रतीक कुंजी
అక్షరం అంటే ఎంట్రోపీ,संप्रतीक माध्य एन्ट्रॉपी
అక్షర మీన్ ఇన్ఫర్మేషన్ కంటెంట్ = అక్షర మీన్ ఎంట్రోపీ),संप्रतीक माध्य एन्ट्रॉपी
అక్షర ఆధారిత,संप्रतीक अभिविन्यस्त
అక్షర రూపురేఖలు,संप्रतीक रूपरेखा
అక్షర స్థానం,संप्रतीक स्थिति
అక్షర ప్రింటర్,संप्रतीक मुद्रित्र
అక్షర రీడర్,संप्रतीक पठित्र
అక్షర గుర్తింపు,संप्रतीक अभिज्ञान
అక్షర సంబంధం,संप्रतीक संबंध
అక్షర వరుస,संप्रतीक पंक्ति
అక్షర సమితి,संप्रतीक समुच्चय
అక్షర పరిమాణం,संप्रतीक आमाप
క్యారెక్టర్ స్కేవ్,संप्रतीक विषम
అక్షర స్ట్రింగ్,संप्रतीक रज्जु
అక్షర స్ట్రింగ్ స్థిరాంకం,संप्रतीक रज्जु अचर
అక్షర స్ట్రోక్,संप्रतीक चिह्निका
అక్షర శైలి,संप्रतीक शैली
అక్షర ఉపసమితి,संप्रतीक उपसमुच्चय
అక్షర టేప్,संप्रतीक टेप
చార్ట్,संचित्र
చార్ట్ తయారీ,संचित्र निर्माण
చార్ట్ రీడర్,संचित्र पठित्र
చట్రం,न्याधार
చట్రం అసెంబ్లీ,न्याधार समायोजन
చెబిషెవ్ ఉజ్జాయింపు,शैबिशैव सन्निकटन
చెక్ బిట్,जाँच द्वयंक
బస్సు తనిఖీ చేయండి,जाँच बस
కార్డ్ చెక్,जाँच पत्रक
అక్షరాన్ని తనిఖీ చేయండి,जाँच संप्रतीक
కోడ్ తనిఖీ చేయండి,जाँच कूट
చెక్ కండిషన్,जाँच प्रतिबंध
డయాగ్నొస్టిక్ తనిఖీ చేయండి,जाँच निदानी
అంకెను తనిఖీ చేయండి,जाँच अंक
చెక్ ఇండికేటర్,जाँच सूचक
సూచిక సూచనలను తనిఖీ చేయండి,जाँच सूचक अनुदेश
తనిఖీ ప్రోగ్రామ్,जाँच क्रमादेश
టెక్నిక్ తనిఖీ,जाँच तकनीक
కీ చెక్ కీ,जाँच कुंजी
తనిఖీ సంఖ్య (= చెక్ డిజిట్),जाँच अंक
తనిఖీ చేయండి (= డీబగ్),दोषमार्जन
దినచర్యను చూడండి,दोषमार्जन नेमका
చెక్ పాయింట్,जाँच बिन्दु
పాయింట్ డేటా సెట్ చెక్,जाँच बिन्दु आँकड़ा समुच्चय
చెక్ పాయింట్ డంప్,जाँच बिन्दु सन्निक्षेप
చెక్ పాయింట్ రికార్డ్,जाँच बिन्दु अभिलेख
చెక్ పాయింట్ పున art ప్రారంభం,जाँच बिन्दु पुनः प्रारंभन
పాయింట్ రొటీన్ చెక్,जाँच बिन्दु नेमका
చెక్ పాయింట్ సార్టింగ్,जाँच बिन्दु शॉटन
సమస్యను తనిఖీ చేయండి,जाँच समस्या
చెక్ రిజిస్టర్,जाँच पंजी
రీసెట్ కీని తనిఖీ చేయండి,जाँच पुनः आरंभन कुंजी
రొటీన్ తనిఖీ చేయండి,जाँच नेमका
వరుసను తనిఖీ చేయండి,जाँच पंक्ति
పరిష్కారాన్ని తనిఖీ చేయండి,जाँच हल
మొత్తం చెక్,जाँच योग
మొత్తం తనిఖీ చేయండి,जाँच जोड़
పదాన్ని తనిఖీ చేయండి,जाँच शब्द
పిల్లల విభాగం,संतति खंड
చైనీయుల బైనరీ,स्तंभ द्वि-आधारी
చిప్,"चिप, एटलिका"
చిప్ క్యారియర్,चिप वाहक
చిప్ మైక్రోప్రాసెసర్,चिप सूक्ष्म संसाधित्र
చిప్ ప్రక్రియ,चिप प्रक्रम
చిప్ రిజిస్టర్ ఆర్కిటెక్చర్,चिप पंजी स्थापत्य कला
చిప్ ఎంచుకోండి,चिप वरण
ఎంపిక పరికరం,चयन युक्ति
సాంకేతికలిపి,"बीज लेख, साइफर"
సాంకేతికలిపి వచనం (= ఎన్‌క్యూఫర్డ్ డేటా),कूटलिखित आँकड़े
సర్క్యూట్,परिपथ
సర్క్యూట్ బోర్డ్,परिपथ पट्ट
సర్క్యూట్ బ్రేకర్,परिपथ विच्छेदक
సర్క్యూట్ కార్డ్,परिपथ पत्रक
సర్క్యూట్ గ్రేడ్,परिपथ कोटि
సర్క్యూట్ లోడ్,परिपथ लोड
సర్క్యూట్ ఆర్డర్,परिपथ आदेश
సర్క్యూట్ విశ్వసనీయత,परिपथ विश्वसनीयता
సర్క్యూట్ స్విచ్,परिपथ स्विच
సర్క్యూట్-స్విచ్డ్ కనెక్షన్,परिपथ स्विचित संबंधन
సర్క్యూట్ స్విచింగ్,परिपथ स्विचन
సర్క్యూట్ స్విచింగ్ యూనిట్,परिपथ स्विचन एकक
సర్క్యూట్ యూనిట్ అసెంబ్లీ,परिपथ एकक कोडांतरण
వృత్తాకార బఫరింగ్,वृत्तीय चयकन
వృత్తాకార జాబితా,वृतीय सूची
వృత్తాకార షిఫ్ట్,वृतीय विस्थापन
సర్క్యులేటింగ్ రిజిస్టర్,परिसंचारी पंजी
ప్రసరణ నిల్వ,परिसंचारी भंडारण
ప్రస్తావన,उल्लेख
క్లాడింగ్,परिनिधान
తరగతి,वर्ग
5 వ తరగతి కార్యాలయం,वर्ग 5 कार्यालय
తరగతి పరిస్థితి,वर्ग अवस्था
వర్గీకరణ,वर्गिकरण
శుభ్రపరిచే ఆపరేషన్,"मार्जन प्रचालन, मार्जन संक्रिया"
క్లియర్,मार्जन
స్పష్టమైన ప్రాంతం,रिक्त क्षेत्र
క్లియర్ బ్యాండ్ (= స్పష్టమైన ప్రాంతం,रिक्त क्षेत्र
ఛానెల్ క్లియర్,स्पष्ट प्रणाल
డేటాను క్లియర్ చేయండి,स्पष्ट आँकड़े
స్పష్టమైన ప్రదర్శన,प्रदर्श निरसन
క్లియర్ మెమరీ (= స్పష్టమైన నిల్వ),भंडारण निरसन
క్లియర్ సెషన్,स्पष्ट आँकड़ा सत्र
స్పష్టమైన నిల్వ,भंडारण निरसन
క్లిప్పింగ్,कर्तन
గడియారం,कालद परिपथ
క్లాక్ సర్క్యూట్,कालद परिपथ
క్లాక్ కౌంటర్,कालद गणित्र
గడియార పౌన frequency పున్యం,कालद आवृति
క్లాకింగ్,समायोजन
గడియారం అంతరాయం,कालद अन्तरायन
క్లాక్ పల్స్,कालद स्पंद
గడియార రేటు,कालद दर
క్లాక్ రిజిస్టర్ (= టైమర్),कालद
గడియార సిగ్నల్,कालद संकेत
గడియార అనుకరణ,कालद अनुकार
గడియార సమయం,कालद समय
గడియార ట్రాక్,कालद पथ
క్లోజ్ వర్గీకరణ,अन्तर्वर्गिकरण
క్లోజ్డ్ అర్రే,संवृति सरणी
క్లోజ్డ్ ఫైల్,संवृत संचिका
నిర్భంద వలయం,संवृत पाश
క్లోజ్డ్ లూప్ (నియంత్రణ) వ్యవస్థ,संवृत पाश (नियन्त्रण) तंत्र
క్లోజ్డ్ రొటీన్,संवृत नेमका
క్లోజ్ షాప్ ఆపరేషన్,परसेवी प्रचालन
క్లోజ్డ్ సబ్‌ట్రౌటిన్,संवृत उपनेमका
క్లోజ్డ్ యూజర్ గ్రూప్,संवृत उपयोक्ता समूह
దగ్గరగా కపుల్డ్,दृढ़तः युग्मित
టెర్మినల్ మూసివేయడం,अंतक समापन
ఫైల్ మూసివేయడం,संचिका समापन
క్లస్టర్,गुच्छ
క్లస్టర్ విశ్లేషణ,गुच्छ विश्लेषण
క్లస్టర్ కంట్రోలర్,गुच्छ नियंत्रक
క్లస్టర్ కంట్రోలర్ నోడ్,गुच्छ नियंत्रक आसंथि
క్లస్టర్ కంట్రోల్ యూనిట్,गुच्छ नियंत्रक एकक
క్లస్టర్డ్ ఫైల్,गुच्छित संचिका
క్లస్టరింగ్ అల్గోరిథం,गुच्छन कलन-विधि
సహకరించండి,संलयन
పూత కార్డు,लेपित पत्रक
ఏకాక్షక కేబుల్,समाक्ष केबल
కోబోల్,कोबोल
కోబోల్ పాత్ర,कोबोल संप्रतीक
కోబోల్ ప్రోగ్రామింగ్,कोबोल क्रमादेशन
కోడాసిల్,कोडासिल
కోడ్,"कूट, कोड"
కోడ్ ప్రాంతం,कूट क्षेत्र
కోడ్ గొలుసు,कूट शृंखला
కోడ్ చెక్,कूट जाँच
కోడెడ్ అంకగణిత డేటా,कूट लिखित अंकगणितीय आँकड़े
కోడెడ్ అక్షర సమితి,कूटलिखित संप्रतीक समुच्चय
కోడెడ్ కన్వర్టర్,कूटलिखित रूपांतरित्र
కోడెడ్ దశాంశ సంజ్ఞామానం,कूटलिखित दशमलव संकेतन-पद्धति
కోడ్ డిపెండెంట్ సిస్టమ్,कूटाश्रित तंत्र
కోడెడ్ గ్రాఫిక్స్,कूटलिखित आलेखिकी
కోడెడ్ ఇమేజ్ స్పేస్,कूटलिखित प्रतिबिम्ब स्थान
కోడ్ డైరెక్టింగ్ అక్షరం,कूटनिदेशी संप्रतीक
కోడెడ్ ప్రోగ్రామ్,कूट लिखित क्रमादेश
కోడెడ్ ప్రాతినిధ్యం,कूट लिखित निरूपण
కోడెడ్ స్టాప్,कूटलिखित विराम
కోడ్ మూలకం,कूट अवयव
కోడ్ పొడిగింపు అక్షరం,कूटविस्तार संप्रतीक
కోడ్ ఫ్రేమ్,कूट फ्रेम
కోడ్ హోల్,कूट छिद्र
కోడ్-స్వతంత్ర డేటా కమ్యూనికేషన్,कूट स्वतन्त्र आँकड़ा संचार
కోడ్-స్వతంత్ర వ్యవస్థ,कूट स्वतन्त्र तंत्र
"కోడ్-ఇన్సెన్సిటివ్ సిస్టమ్ (= కోడ్-ఇన్- డిపెండెంట్
 వ్యవస్థ)",कूट स्वतंत्र तंत्र
కోడ్ కీ,कूट कुंजी
కోడ్ స్థాయి,कूट स्तर
కోడ్ లైన్,कूट रेखा
కోడ్ లైన్ సూచిక,कूट रेखा सूचक
కోడ్ పాయింట్ అనువాదకుడు,कूट बिन्दु अनुवादक
కోడ్ స్థానం,कूट स्थिति
కోడర్,कोडित्र
కోడ్-సెన్సిటివ్ సిస్టమ్ (= కోడ్-ఆధారిత వ్యవస్థ),कूटाश्रित तंत्र
కోడ్ సెట్,कूट समुच्चय
కోడ్- పారదర్శక డేటా కమ్యూనికేషన్,कूट-पारदर्शी आँकड़ा संचार
"కోడ్-ట్రాన్స్పరెంట్ సిస్టమ్ (= కోడ్ ఆధారితమైనది
 వ్యవస్థ)",कूटाश्रित तंत्र
కోడ్ విలువ,कूट मान
కోడ్ పదం,कूट शब्द
కోడింగ్,"कूटलेखन, कोडन"
కోడింగ్ చెక్,कूटलेखन जाँच
కోడింగ్ రూపం,कूटलेखन फार्म
కోడింగ్ పథకం,कूटलेखन योजना
కోడింగ్ షీట్,कूटलेखन पर्ण
గుణకం యూనిట్,गुणांक एकक
పొందికైన మాడ్యులేషన్ వ్యవస్థ,संसक्त माडुलन तंत्र
పొందికైన దశ షిఫ్ట్ కీయింగ్,संसक्त प्रावस्था-विस्थापन कुंजीयन
యాదృచ్చిక సర్క్యూట్ (= మరియు మూలకం),"तथ' अवयव, संपात परिपथ"
యాదృచ్చిక మూలకం (= మరియు మూలకం),तथा' अवयव
యాదృచ్చిక లోపం,संपात त्रुटि
యాదృచ్చిక గేట్ (మరియు మూలకం,तथा' अवयव
యాదృచ్చిక-ప్రస్తుత ఎంపిక,संपात-धारा वरण
కోల్డ్ ఫాల్ట్,प्रारंभ दोष
కోల్డ్ స్టార్ట్ (= ప్రారంభం),प्रारंभन
కోల్లెట్,समानुक्रमण
కొల్లాటింగ్ సీక్వెన్స్,समानुक्रमी अनुक्रम
సేకరణ సార్టింగ్,समानुक्रमी शॉटन
కొలేటర్,समानुक्रमित्र
ఘర్షణ,संघट्ट
కాలమ్,स्तंभ
కాలమ్ బైనరీ,स्तंभ द्विआधारी
కాలమ్ కదలిక,स्तंभ विस्थापन
కలయిక,"संचय, संयोजन"
"కలయిక
 సర్క్యూట్",संयोजन परिपथ
"కలయిక
 లాజిక్",संयोजन तर्क
"కలయిక
 లాజిక్ ఎలిమెంట్",संयोजन तर्क अवयव
కాంబినేషన్ హబ్,संयोजन नाभि
కాంబినేటోరియల్ నెట్‌వర్క్,संयोजी जालक्रम
"కాంబినేటోరియల్
 సర్క్యూట్",संयोजी परिपथ
"కలిపి
 పంపిణీ
 ఫ్రేమ్",संयुक्त वितरण फ्रेम
కంబైన్డ్ హెడ్,संयुक्त शीर्ष
కంబైన్డ్ రీడ్/రైట్ హెడ్,संयुक्त पठन/लेखन शीर्ष
కంబైన్డ్ స్టేషన్,संयुक्त केन्द्र
కాంబినర్,संयोजक
కమాండ్,"समादेश, कमांड"
"కమాండ్ మరియు
 నియంత్రణ వ్యవస్థ",समादेश और नियंत्रण तंत्र
కమాండ్ గొలుసు,समादेश शृंखला
కమాండ్ కంట్రోల్ ప్రోగ్రామ్,समादेश नियंत्रण क्रमादेश
కమాండ్ డబుల్ వర్డ్,समादेशक द्विक शब्द
కమాండ్ ఫంక్షన్,समादेश प्रकार्य
కమాండ్ ఇంటర్ప్రెటర్,समादेश निर्वचक
కమాండ్ లాంగ్వేజ్,समादेश भाषा
కమాండ్ జాబితా,समादेश सूची
కమాండ్ పేరు,समादेश नाम
కమాండ్ పాయింటర్,समादेश सूचक
"కమాండ్
 ప్రాసెసింగ్",समादेश संसाधन
కమాండ్ ప్రాసెసర్,समादेश संसाधित्र
కమాండ్ రీటో,समादेश पुनः प्रयास
కమాండ్ స్టేట్మెంట్,समादेश कथन
కమాండ్ సిస్టమ్,समादेश तंत्र
వ్యాఖ్య,टिप्पणी
వ్యాఖ్య ఫీల్డ్,टिप्पणी क्षेत्र
వ్యాఖ్య ప్రకటన,टिप्पणी कथन
వాణిజ్య అనువర్తనం,वाणिज्य अनुप्रयोग
వాణిజ్య పాత్ర,वाणिज्य संप्रतीक
వాణిజ్య సూచనల సెట్,वाणिज्य अनुदेश समुच्चय
ఉమ్మడి ప్రాంతము,सार्व क्षेत्र
సాధారణ బ్లాక్,सार्व खंडक
సాధారణ వ్యాపార-ఆధారిత (COBOL),साधारण व्यवसायमूलक (कोबोल)
సాధారణ క్యారియర్,सार्ववाहक
కామన్ క్యారియర్ బ్యూరో,सार्ववाहक ब्यूरो
సాధారణ కమాండ్ భాష,सार्व समादेश भाषा
కామన్ కమ్యూనికేషన్ అడాప్టర్,सार्व संचार अनुकूलित्र
సాధారణ నియంత్రణ,सार्व नियंत्रण
సాధారణ నియంత్రణ స్విచింగ్ అమరిక,सार्व नियंत्रण स्विचन व्यवस्था
సాధారణ నియంత్రణ వ్యవస్థ,सार्व नियंत्र तंत्र
సాధారణ లోపం,सार्व त्रुटि
