Assamese,Kannada
গৃহযুদ্ধ,ಅಂತರ್ಯುದ್ಧ
চিভিছ ৰোমানাছ,ಸಿವಿಸ್ ರೋಮನಸ್
ধ্ৰুপদী যুগ,ಶಾಸ್ತ್ರೀಯ ವಯಸ್ಸು
ক্লেফ্ট (=klepht),ಕ್ಲೆಫ್ಟ್ (=ಕ್ಲೆಫ್ಟ್)
কেৰাণীবাদ,ಕ್ಲೆರಿಕಲಿಸಂ
ক্লাৰুচ,ಕ್ಲರುಚ್
ক্লুনিয়াক আন্দোলন,ಕ್ಲಿನಿಯಾಕ್ ಚಲನೆ
কোট কৱচ,ಕೋಟ್ ರಕ್ಷಾಕವಚ
কোট অৱ আৰ্মছ,ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್
কোট অৱ আৰ্মছ,ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್
কোট অৱ আৰ্মছ,ಕೋಟ್ ಆಫ್ ಆರ್ಮ್ಸ್
কোট অৱ মেইল,ಕೋಟ್ ಆಫ್ ಮೇಲ್
কোহৰ্ট,ಕೋಹಾರ್ಟ್
কমিটিয়া,ಕಾಮಿಟಿಯಾ
কমিটিয়া চেঞ্চুৰিয়াটা,ಕಾಮಿಟಿಯಾ ಸೆಂಚುರಿಯಾಟಾ
কমিটিয়া কুৰিয়াটা,ಕಮಿಟಿಯಾ ಕ್ಯುರಿಯಾಟಾ
কমিটিয়া ট্ৰিবুটা,ಕಮಿಟಿಯಾ ಟ್ರಿಬುಟಾ
স্মৃতিচাৰণ তোৰণ,ಸ್ಮರಣಾರ್ಥ ಕಮಾನು
স্মৃতিচাৰণ মুদ্ৰা,ಸ್ಮರಣಾರ್ಥ ನಾಣ್ಯ
স্মৃতিসৌধ,ಸ್ಮರಣಾರ್ಥ ಮುದ್ರೆ
সাধাৰণ ক্ষেত্ৰ,ಸಾಮಾನ್ಯ ಕ್ಷೇತ್ರ
কমিউনাৰ্ড,ಕಮ್ಯುನಾರ್ಡ್
কনকৰ্ডেট,ಕಾನ್ಕಾರ್ಡಾಟ್
কনকৰ্ডেট,ಕಾನ್ಕಾರ್ಡಾಟ್
কণ্ডোটিয়েৰ,ಕಾಂಡೋಟಿಯರ್
নিশ্চিতকৰণ Cartarum,ದೃಢೀಕರಣ ಕಾರ್ಟಾರಮ್
বিবাদ,ಸಂಘರ್ಷ
মণ্ডলী,ಸಭೆ
বিজয়ী ৰাষ্ট্ৰ,ರಾಜ್ಯವನ್ನು ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು
বিজয়ী,ವಿಜಯಶಾಲಿ
কনকিষ্টাডৰ,ವಿಜಯಶಾಲಿ
কনচিলিয়াম,ಕಾನ್ಸಿಲಿಯಮ್
কনচিষ্টৰী,ಸಂಯೋಜಿತ
ষড়যন্ত্ৰ,ಪಿತೂರಿ
ষড়যন্ত্ৰ,ಪಿತೂರಿ
কনছুলেট,ದೂತಾವಾಸ
কনছুলেচন কিতাপ,ಸಮಾಲೋಚನೆ ಪುಸ್ತಕ
মহাদেশীয় ব্যৱস্থা,ಕಾಂಟಿನೆಂಟಲ್ ಸಿಸ್ಟಮ್
অধিৱেশন সংসদ,ಕನ್ವೆನ್ಷನ್ ಪಾರ್ಲಿಮೆಂಟ್
কপাৰহেড (=শান্তি গণতন্ত্ৰ),ಕಾಪರ್ ಹೆಡ್ಸ್ (=ಶಾಂತಿ ಪ್ರಜಾಪ್ರಭುತ್ವವಾದಿಗಳು)
কপিহ&#39;ল্ড,ಕಾಪಿಹೋಲ್ಡ್
ঘেৰাও কৰা,ಕಾರ್ಡನಿಂಗ್
কৰ&#39;না,ಕರೋನಾ
ৰাজ অভিষেক,ಪಟ್ಟಾಭಿಷೇಕ
ৰাজ অভিষেক শিল,ಪಟ್ಟಾಭಿಷೇಕದ ಕಲ್ಲು
কৰ্পাছ,ಕಾರ್ಪಸ್
কৰ্চেয়াৰ,ಕೋರ್ಸೇರ್
কৰ্চেয়াৰ,ಕೋರ್ಸೇರ್
কৰ্চেট (=কোৰ্চলেট),ಕಾರ್ಸೆಟ್ (=ಕಾರ್ಸೆಲೆಟ್)
কৰ্টেছ,ಕಾರ್ಟೆಸ್
কোটাৰ (=cottier),ಕೋಟರ್ (=ಕೋಟಿಯರ್)
কোটাৰ (=cottier),ಕೋಟರ್ (=ಕೋಟಿಯರ್)
কাউন্ট পেলেটিনেট,ಕೌಂಟ್ ಪ್ಯಾಲಟಿನೇಟ್
দেশৰ ঘৰ,ಹಳ್ಳಿ ಮನೆ
কাউন্টি,ಕೌಂಟಿ
কাউন্টি বৰো,ಕೌಂಟಿ ಬರೋ
কাউন্টি আদালত,ಕೌಂಟಿ ನ್ಯಾಯಾಲಯಗಳು
কাউন্টি পেলেটিন,ಕೌಂಟಿ ಪ್ಯಾಲಟೈನ್
আদালত,ನ್ಯಾಯಾಲಯ
আদালত,ನ್ಯಾಯಾಲಯ
আদালতৰ চক্ৰান্তমূলক,ನ್ಯಾಯಾಲಯದ ಸುತ್ತೋಲೆ
আদালতৰ শিষ্টাচাৰ,ನ್ಯಾಯಾಲಯದ ಶಿಷ್ಟಾಚಾರ
কৰ্টিয়াৰ,ಆಸ್ಥಾನಿಕ
কেচেচনৰ আদালত,ಕ್ಯಾಸೇಶನ್ ನ್ಯಾಯಾಲಯ
সঞ্চালক আদালত (EIC),ನಿರ್ದೇಶಕರ ನ್ಯಾಯಾಲಯ (EIC)
মালিকৰ আদালত,ಮಾಲೀಕರ ನ್ಯಾಯಾಲಯ
আদালতৰ কবি,ಆಸ್ಥಾನ ಕವಿ
চুক্তিবদ্ধ কেমেৰনিয়ানসকল,ಒಪ್ಪಂದದ ಕ್ಯಾಮರೋನಿಯನ್ನರು
মুকুট,ಕ್ರೌನ್
মুকুট,ಕ್ರೌನ್
মুকুট,ಕ್ರೌನ್
মুকুটৰ ভূমি,ಕ್ರೌನ್ ಭೂಮಿ
মুকুটৰ ভূমি,ಕ್ರೌನ್ ಭೂಮಿ
ক্ৰাউন প্ৰিন্স,ಕ್ರೌನ್ ಪ್ರಿನ್ಸ್
ক্ৰুছেড,ಧರ್ಮಯುದ್ಧ
ক্ৰুছেডাৰ,ಕ್ರುಸೇಡರ್
ক্ৰিপ্টোগ্ৰাম,ಕ್ರಿಪ್ಟೋಗ್ರಾಮ್
কুইৰাছ,ಕ್ಯುರಾಸ್
কুইৰাচিয়াৰ,ಕ್ಯುರಾಸಿಯರ್
কাল্ট দেৱতা,ಆರಾಧನಾ ದೇವತೆ
কুৰিয়া,ಕ್ಯೂರಿಯಾ
কুৰিয়া,ಕ್ಯೂರಿಯಾ
জাৰবাদ,ಜಾರಿಸಂ
অন্ধকাৰ মহাদেশ,ಡಾರ್ಕ್ ಖಂಡ
বিচাৰৰ দিন,ತೀರ್ಪಿನ ದಿನ
বিচাৰৰ দিন,ತೀರ್ಪಿನ ದಿನ
ডিন,ಡೀನ್
দশক,ದಶಕ
ডেনাৰিয়াছ,ಡೆನಾರಿಯಸ್
পদচ্যুত ৰজা,ಪದಚ್ಯುತ ದೊರೆ
লুটপাত কৰা,ಹಾಳುಮಾಡು
লুণ্ঠন,ಹಾಳಾಗುವಿಕೆ
ডিথ্ৰন,ಸಿಂಹಾಸನವನ್ನು ಇಳಿಸು
ডায়েডেম,ಡೈಡೆಮ್
ডায়েডেম,ಡೈಡೆಮ್
ডায়েডেম,ಡೈಡೆಮ್
ডায়েচিয়া,ಡಯಾಸಿಯಾ
ডিকাষ্টেৰিয়াম,ಡಿಕಾಸ್ಟರಿಯಮ್
ডিলুভিয়ালিষ্ট,ಡಿಲುವಿಯಲಿಸ್ಟ್
ডাইচ,ಧರ್ಮಪ್ರಾಂತ್ಯ
ডাইচ,ಧರ್ಮಪ್ರಾಂತ್ಯ
ডাইৰেক্টৰ (=নিৰ্দেশনা),ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ)
ডাইৰেক্টৰ (=নিৰ্দেশনা),ಡೈರೆಕ್ಟರಿ (=ಡೈರೆಕ್ಟರಿ)
দিৰহাম,ದಿರ್ಹಮ್
অবিশ্বাসী,ವಿಶ್ವಾಸದ್ರೋಹಿ
অবিশ্বাসী,ವಿಶ್ವಾಸದ್ರೋಹಿ
লেপছৰ মতবাদ,ವಿಳಂಬದ ಸಿದ್ಧಾಂತ
নথিপত্ৰ,ಡಾಕ್ಯುಮೆಂಟ್
নথিপত্ৰৰ প্ৰমাণ,ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ
ডমছডে বুক,ಡೋಮ್ಸ್‌ಡೇ ಪುಸ್ತಕ
কনষ্টেণ্টাইনৰ দান,ಕಾನ್ಸ್ಟಂಟೈನ್ ಕೊಡುಗೆ
ডুম,ಡೂಮ್
বিধৱা ৰাণী,ವರದಕ್ಷಿಣೆ ರಾಣಿ
ড্ৰেগুন,ಡ್ರ್ಯಾಗನ್
ড্ৰ&#39;মেডাৰিয়ান,ಡ್ರೋಮೆಡಿಯನ್
ড্ৰমেডাৰী,ಡ್ರೊಮೆಡರಿ
ড্ৰমণ্ড,ಡ್ರೊಮಂಡ್
দ্বৈত,ದ್ವಂದ್ವ
দ্বৈত মিত্ৰতা,ಉಭಯ ಮೈತ್ರಿ
ডুৱেল এণ্টেণ্ট,ಡ್ಯುಯಲ್ ಎಂಟೆಂಟೆ
দ্বৈত ব্যৱস্থা (=দ্বিতীয় চৰকাৰ),ಉಭಯ ವ್ಯವಸ್ಥೆ (=ದ್ವಿ ಸರ್ಕಾರ)
ড্যুক,ಡ್ಯೂಕ್
ডুমা,ಡುಮಾ
বামন অৱতাৰ,ಕುಬ್ಜ ಅವತಾರ
বংশ,ರಾಜವಂಶ
বংশ,ರಾಜವಂಶ
ঈগল,ಹದ್ದು
এলডাৰ মানুহ,ಹಿರಿಯ ಮನುಷ್ಯ
আৰ্ল,ಅರ್ಲ್
আৰ্লডম,ಅರ್ಲ್ಡಮ್
আদিম গুপ্তাসকল,ಆರಂಭಿಕ ಗುಪ್ತರು
প্ৰাথমিক (ঐতিহাসিক) স্থান,ಆರಂಭಿಕ (ಐತಿಹಾಸಿಕ) ತಾಣಗಳು
প্ৰাথমিক বৈদিক যুগ,ಆರಂಭಿಕ ವೇದ ಕಾಲ
ইক্লেছিয়া,ಎಕ್ಲೇಷಿಯಾ
পুনৰুদ্ধাৰৰ আদেশ,ಮರುಸ್ಥಾಪನೆಯ ಶಾಸನ
আঠ ভাঁজ পথ,ಎಂಟು ಪಟ್ಟು ಮಾರ್ಗ
বয়োজ্যেষ্ঠসকল,ಹಿರಿಯರು
জ্যেষ্ঠ ৰাষ্ট্ৰনেতা (=genro),ಹಿರಿಯ ರಾಜಕಾರಣಿ (=ಜೆರೋ)
হাতী গোড,ಆನೆ ಮೇಡು
এঘাৰ বছৰৰ অত্যাচাৰ,ಹನ್ನೊಂದು ವರ್ಷಗಳ ದಬ್ಬಾಳಿಕೆ
এলিছাই (=এলিচি),ಎಲಿಸೇ (=ಎಲಿಸೀ)
ঘেৰাও আন্দোলন,ಆವರಣ ಚಳುವಳಿ
এনচাইক্লিকেল,ಎನ್ಸೈಕ್ಲಿಕಲ್
বিশ্বকোষবাদী আন্দোলন,ಎನ್ಸೈಕ್ಲೋಪೀಡಿಸ್ಟ್ ಚಳುವಳಿ
এন্টেন্টে,ಎಂಟೆಂಟೆ
এন্টেন্টে কৰ্ডিয়েল,ಎಂಟೆಂಟೆ ಕಾರ್ಡಿಯಾಲ್
এনথ্ৰন,ಸಿಂಹಾಸನ
এনট্যুৰেজ,ಪರಿವಾರ
ইফোদ,ಎಫೋಡ್
এফোৰ,ಎಫೋರ್
মহাকাব্যিক যুগ,ಮಹಾಕಾವ್ಯ ಯುಗ
মহাকাব্যিক নায়ক,ಮಹಾಕಾವ್ಯದ ನಾಯಕ
এপিগ্ৰাফ,ಎಪಿಗ್ರಾಫ್
এপিস্কোপেচি,ಎಪಿಸ್ಕೋಪಸಿ
এপিস্কোপেট,ಎಪಿಸ್ಕೋಪೇಟ್
খণ্ড,ಸಂಚಿಕೆ
যুগ,ಯುಗ
যুগ সৃষ্টিকাৰী অনুষ্ঠান,ಯುಗ ನಿರ್ಮಾಣದ ಘಟನೆ
যুগ সৃষ্টিকাৰী মানুহ,ಯುಗಪುರುಷ
ইপ&#39;নিম,ನಾಮಪದ
ইকুৱেৰী,ಇಕ್ವೆರಿ
ইকুৱেৰী,ಇಕ್ವೆರಿ
অশ্বাৰোহীৰ মূৰ্তি,ಅಶ್ವಾರೋಹಿ ಪ್ರತಿಮೆ
যুগ,ಯುಗ
এৰগাষ্টুলাম,ಎರ್ಗಸ್ಟುಲಮ್
ইউখাৰিষ্ট,ಯೂಕರಿಸ್ಟ್
ইভানজেলিজম,ಸುವಾರ್ತಾಬೋಧನೆ
ইভানজেলিকেল আন্দোলন,ಇವಾಂಜೆಲಿಕಲ್ ಚಳುವಳಿ
ইভানজেলিষ্ট,ಸುವಾರ್ತಾಬೋಧಕ
Exarch,ಎಕ್ಸಾರ್ಚ್
এক্সাইলাৰ্ক,ಎಕ್ಸಿಲಾರ್ಚ್
ফেলেংগিষ্ট,ಫಾಲಂಗಿಸ್ಟ್
পিতৃ ভূমি,ತಂದೆ ಭೂಮಿ
পিতৃ ভূমি,ತಂದೆ ಭೂಮಿ
ফেৰিয়া,ಫೆರಿಯಾ
ফেটিছ,ಫೆಟಿಶ್
সামন্তীয় হোল্ডিংছ,ಊಳಿಗಮಾನ್ಯ ಹಿಡುವಳಿಗಳು
সামন্তবাদ (=সামন্তীয় ব্যৱস্থা),ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ (=ಊಳಿಗಮಾನ್ಯ ಪದ್ಧತಿ)
সামন্তীয় ব্যৱস্থা,ಊಳಿಗಮಾನ್ಯ ವ್ಯವಸ್ಥೆ
সামন্তীয়,ಊಳಿಗಮಾನ್ಯ
ফিডেই ডিফেন্সৰ (=বিশ্বাসৰ ৰক্ষক),ಫಿಡೆ ಡಿಫೆನ್ಸರ್ (=ನಂಬಿಕೆಯ ರಕ್ಷಕ)
ফিফ,ಫೈಫ್
ক্ষেত্ৰ ব্যৱস্থা,ಕ್ಷೇತ್ರ ವ್ಯವಸ್ಥೆ
পোন্ধৰতম কৰ,ಹದಿನೈದನೇ ತೆರಿಗೆ
চিত্ৰৰ মূৰ,ಚಿತ್ರ ತಲೆ
ফিন ডি ছিকেল,ಫಿನ್ ಡಿ ಸೈಕಲ್
জুই খোৱা,ಬೆಂಕಿ ತಿನ್ನುವವನು
পাঁচ মাইল আইন,ಐದು ಮೈಲಿ ಕಾಯಿದೆ
পতাকা,ಧ್ವಜ
ফ্লেমেন ডায়েলিছ,ಫ್ಲೇಮೆನ್ ಡಯಾಲಿಸ್
ফ্লেমেন মাৰ্চিয়ালিছ,ಫ್ಲೇಮೆನ್ ಮಾರ್ಟಿಯಾಲಿಸ್
জ্বলি থকা টৰ্চ,ಉರಿಯುವ ಟಾರ್ಚ್
ফ্লেংক,ಪಾರ್ಶ್ವ
ফ্লেংকিং মুভমেণ্ট,ಪಾರ್ಶ್ವ ಚಲನೆ
ফুলি উঠা সভ্যতা,ಪ್ರವರ್ಧಮಾನಕ್ಕೆ ಬರುತ್ತಿರುವ ನಾಗರಿಕತೆ
নদীবাদী বিশ্বাস,ಫ್ಲೂವಿಯಲಿಸ್ಟಿಕ್ ನಂಬಿಕೆ
লোক দেৱতা,ಜನಪದ ದೇವರು
লোক দেৱী,ಜನಪದ ದೇವತೆ
লোক স্মৃতি,ಜಾನಪದ ಸ್ಮರಣೆ
লোক মিথ (=folklore),ಜಾನಪದ ಪುರಾಣ (=ಜಾನಪದ)
খাদ্য বিচাৰি ফুৰা,ಆಹಾರ ಹುಡುಕುವುದು
আক্ৰমণ,ಮುನ್ನುಗ್ಗಿ
পূৰ্বপুৰুষ,ಮುಂದಾಳು
পূৰ্বপুৰুষ,ಪೂರ್ವಜ
আগশাৰীৰ,ಮುಂದಾಳು
নিঃসংগ আশা,ನಿರಾಶಾದಾಯಕ ಭರವಸೆ
গঠনমূলক পৰ্যায়,ರಚನಾತ್ಮಕ ಹಂತ
দুৰ্গ,ಕೋಟೆ
দুৰ্গ নিৰ্মাণ,ಕೋಟೆ
দুৰ্গম চহৰ,ಕೋಟೆಯ ಪಟ್ಟಣ
দুৰ্গ,ಕೋಟೆ
ফৰ্তুনা,ಫಾರ್ಚುನಾ
ফ&#39;ৰাম ৰোমানম,ಫೋರಮ್ ರೋಮನಮ್
ফ্ৰান্সিস্কান,ಫ್ರಾನ್ಸಿಸ್ಕನ್
ফ্ৰেংকলিন,ಫ್ರಾಂಕ್ಲಿನ್
ভাতৃঘাতী যুদ্ধ,ಭ್ರಾತೃಹತ್ಯಾ ಯುದ್ಧ
ফ্ৰী চাৰ্চ,ಉಚಿತ ಚರ್ಚ್
ফ্ৰীহোল্ডাৰ,ಫ್ರೀಹೋಲ್ಡರ್
ফ্ৰীলান্স সৈনিক,ಸ್ವತಂತ್ರ ಸೈನಿಕ
ফ্ৰীলান্স সৈনিক,ಸ್ವತಂತ್ರ ಸೈನಿಕ
ফ্ৰীমেন,ಫ್ರೀಮನ್
ফ্ৰীমেন,ಫ್ರೀಮನ್
ফ্ৰীপাছ,ಫ್ರೀಪಾಸ್
ফৰাচী বিপ্লৱ,ಫ್ರೆಂಚ್ ಕ್ರಾಂತಿ
ফ্ৰাইয়াৰ,ಫ್ರಿಯರ್
ফ্ৰিয়াছিয়ান ভাড়াতীয়া,ಫ್ರೇಸಿಯನ್ ಕೂಲಿ ಸೈನಿಕರು
সীমান্ত&#39;এ মানুহ,ಗಡಿನಾಡಿನ ಮನುಷ್ಯ
গেলিয়ন,ಗ್ಯಾಲಿಯನ್
গ্যালিকান (=গ্যালিকানিষ্ট),ಗ್ಯಾಲಿಕನ್ (=ಗ್ಯಾಲಿಕಾನಿಸ್ಟ್)
গ্যালিকানিজম,ಗ್ಯಾಲಿಕಾನಿಸಂ
গেৰিছন,ಗ್ಯಾರಿಸನ್
গল,ಗೌಲ್
গাউণ্টলেট,ಗೌಂಟ್ಲೆಟ್
গাউণ্টলেট,ಗೌಂಟ್ಲೆಟ್
গেজেবো,ಗೆಜೆಬೋ
গেজেবো,ಗೆಜೆಬೋ
গেজেবো,ಗೆಜೆಬೋ
বংশাৱলীৰ ইতিহাস,ವಂಶಾವಳಿಯ ಇತಿಹಾಸ
বংশাৱলীৰ ৰেকৰ্ড,ವಂಶಾವಳಿಯ ದಾಖಲೆ
বংশাৱলীৰ তালিকা,ವಂಶಾವಳಿಯ ಕೋಷ್ಟಕ
বংশাৱলীৰ গছ,ವಂಶಾವಳಿಯ ಮರ
বংশাৱলী,ವಂಶಾವಳಿ
বংশাৱলী,ವಂಶಾವಳಿ
প্ৰজন্ম,ಪೀಳಿಗೆ
গণহত্যা,ನರಮೇಧ
অনা-ইহুদী,ಅನ್ಯಜಾತಿ
অনা-ইহুদী,ಅನ್ಯಜಾತಿ
অনা-ইহুদী,ಅನ್ಯಜಾತಿ
অনা-ইহুদী,ಅನ್ಯಜಾತಿ
গেট্টো,ಘೆಟ್ಟೋ
গেট্টো,ಘೆಟ್ಟೋ
গিবেট,ಗಿಬೆಟ್
গিল্ড (=গিল্ড),ಗಿಲ್ಡ್ (=ಗಿಲ್ಡ್)
গ্লেডিয়েটাৰ,ಗ್ಲಾಡಿಯೇಟರ್
গৌৰৱময় বিপ্লৱ,ಅದ್ಭುತ ಕ್ರಾಂತಿ
গোল্ডেন হৰ্ড,ಗೋಲ್ಡನ್ ಹಾರ್ಡ್
গ্ৰেণ্ড এলায়েন্স,ಮಹಾಮೈತ್ರಿಕೂಟ
গ্ৰেণ্ডী,ಗ್ರ್ಯಾಂಡಿ
গ্ৰেণ্ড চাইন&#39;ৰ,ಗ್ರ್ಯಾಂಡ್ ಸಿಗ್ನರ್
গ্ৰেণ্ড চাইন&#39;ৰ,ಗ್ರ್ಯಾಂಡ್ ಸಿಗ್ನರ್
মহান গৃহযুদ্ধ,ಮಹಾ ಅಂತರ್ಯುದ್ಧ
মহান প্ৰস্থান (বুদ্ধৰ),ಮಹಾ ನಿರ್ಗಮನ (ಬುದ್ಧನ)
বৃহত্তৰ ভাৰত,ಬೃಹತ್ ಭಾರತ
গ্ৰেট হেলাছ,ಗ್ರೇಟ್ ಹೆಲ್ಲಾಸ್
গ্ৰেট হৰ্ড,ಗ್ರೇಟ್ ಹೋರ್ಡ್
মহান পৰিত্যাগ (=মহান প্ৰস্থান),ಮಹಾತ್ಯಾಗ (=ಮಹಾನ್ ನಿರ್ಗಮನ)
গ্ৰেট ছিল,ಗ್ರೇಟ್ ಸೀಲ್
গ্ৰেট ট্ৰেক,ಗ್ರೇಟ್ ಟ್ರ್ಯಾಕ್
গ্ৰেট ভেহিকেল,ದೊಡ್ಡ ವಾಹನ
চীনৰ গ্ৰেট ৱাল,ಚೀನಾದ ಮಹಾಗೋಡೆ
গ্ৰেভ,ಗ್ರೀವ್
গাৰ্ড-চেম্বাৰ,ಗಾರ್ಡ್-ಚೇಂಬರ್
গাৰ্ড-চেম্বাৰ,ಗಾರ್ಡ್-ಚೇಂಬರ್
গাৰ্ড-চেম্বাৰ,ಗಾರ್ಡ್-ಚೇಂಬರ್
গুপ্তাছ,ಗುಪ್ತರು
হেজিঅ’গ্ৰাফী,ಹ್ಯಾಜಿಯೋಗ್ರಫಿ
হেজিঅ’গ্ৰাফী,ಹ್ಯಾಜಿಯೋಗ್ರಫಿ
হেজিঅ’লজি,ಹ್ಯಾಜಿಯಾಲಜಿ
হেজিঅ’লজি,ಹ್ಯಾಜಿಯಾಲಜಿ
ব্যক্তিগত দৰ্শকৰ হল,ಖಾಸಗಿ ಪ್ರೇಕ್ಷಕರ ಹಾಲ್
ৰাজহুৱা দৰ্শকৰ হল,ಸಾರ್ವಜನಿಕ ಪ್ರೇಕ್ಷಕರ ಸಭಾಂಗಣ
হেচমেণ্ট,ಹ್ಯಾಚ್ಮೆಂಟ್
হেথেন,ಹೀತೆನ್
হেথেন,ಹೀಥೆನ್
হেথেনিজম,ಹೀಥೆನಿಸಂ
হেগিৰা (হেজেৰা),ಹೆಗಿರಾ (ಹೆಜೆರಾ)
হেলেনিজম,ಹೆಲೆನಿಸಂ
হেলট,ಹೆಲೋಟ್
হেৰাল্ড্ৰি,ಹೆರಾಲ್ಡ್ರಿ
ঐতিহ্য,ಪರಂಪರೆ
হাইৰ’গ্লিফিক ৰৈখিক আখৰ,ಚಿತ್ರಲಿಪಿಯ ರೇಖೀಯ ಅಕ್ಷರಗಳು
হাইৰ&#39;গ্লিফিক লিপি,ಚಿತ್ರಲಿಪಿ ಲಿಪಿ
হাই চাৰ্চ,ಹೈ ಚರ್ಚ್
হাই লেণ্ডাৰ,ಹೈ ಲ್ಯಾಂಡರ್
হিন্দু ধৰ্ম,ಹಿಂದೂ ಧರ್ಮ
ইতিহাসবিদ,ಇತಿಹಾಸಕಾರ
ইতিহাসবিদ,ಇತಿಹಾಸಕಾರ
ঐতিহাসিক বস্তুবাদ,ಐತಿಹಾಸಿಕ ಭೌತವಾದ
ঐতিহাসিক যুগ,ಐತಿಹಾಸಿಕ ಯುಗ
ঐতিহাসিক সীমান্ত,ಐತಿಹಾಸಿಕ ಗಡಿ
ইতিহাসবিদ,ಇತಿಹಾಸಕಾರ
ইতিহাসবিদ,ಇತಿಹಾಸಕಾರ
ইতিহাস লেখা,ಇತಿಹಾಸಶಾಸ್ತ್ರ
ইতিহাস লেখা,ಇತಿಹಾಸಶಾಸ್ತ್ರ
ইতিহাস,ಇತಿಹಾಸ
হিট্টী সাম্ৰাজ্য,ಹಿಟ್ಟೈಟ್ ಸಾಮ್ರಾಜ್ಯ
পবিত্ৰ মিত্ৰতা,ಪವಿತ್ರ ಮೈತ್ರಿ
পবিত্ৰ নগৰ,ಪವಿತ್ರ ನಗರ
পবিত্ৰ নগৰ,ಪವಿತ್ರ ನಗರ
পবিত্ৰ ভূমি,ಪವಿತ್ರ ಭೂಮಿ
পবিত্ৰ ভূমি,ಪವಿತ್ರ ಭೂಮಿ
হলি লীগ,ಹೋಲಿ ಲೀಗ್
হলি লীগ,ಹೋಲಿ ಲೀಗ್
পবিত্ৰ ৰোমান সাম্ৰাজ্য (=The Empire),ಪವಿತ್ರ ರೋಮನ್ ಸಾಮ್ರಾಜ್ಯ (=ಸಾಮ್ರಾಜ್ಯ)
পবিত্ৰ সাগৰ,ಪವಿತ್ರ ಸಮುದ್ರ
পবিত্ৰ সাগৰ,ಪವಿತ್ರ ಸಮುದ್ರ
পবিত্ৰ যুদ্ধ,ಪವಿತ್ರ ಯುದ್ಧ
পবিত্ৰ যুদ্ধ,ಪವಿತ್ರ ಯುದ್ಧ
গৃহ চৰকাৰ,ಗೃಹ ಸರ್ಕಾರ
হোম গাৰ্ড,ಗೃಹರಕ್ಷಕ
গৃহভূমি,ತಾಯ್ನಾಡು
গৃহ শাসন,ಗೃಹ ನಿಯಮ
হোম ৰুল,ಹೋಮ್ ರೂಲ್
হৰ্ড,ತಂಡ
হৰ্ড,ತಂಡ
শত্ৰুতাপূৰ্ণ দেশ,ಪ್ರತಿಕೂಲ ದೇಶ
শত্ৰুতাপূৰ্ণ ভূমি,ಪ್ರತಿಕೂಲ ಭೂಮಿ
hot pursuit,ಬಿಸಿ ಅನ್ವೇಷಣೆ
ঘৰ,ಮನೆ
ঘৰ,ಮನೆ
হাউচ অৱ কমনছ,ಹೌಸ್ ಆಫ್ ಕಾಮನ್ಸ್
হাউচ অৱ লৰ্ডছ,ಹೌಸ್ ಆಫ್ ಲಾರ್ಡ್ಸ್
প্ৰতিনিধি সদন,ಹೌಸ್ ಆಫ್ ರೆಪ್ರೆಸೆಂಟೇಟಿವ್ಸ್
হুগুয়েনট,ಹುಗೆನೋಟ್ಸ್
মানৱতাবাদ,ಮಾನವತಾವಾದ
মানৱতাবাদী,ಮಾನವತಾವಾದಿ
শত Yesrs&#39; যুদ্ধ,ಹಂಡ್ರೆಡ್ ಯೆಸರ್ಸ್ ವಾರ್
হাংকাৰ,ಹಂಕರ್
ইবাদাত খানা (পূজাৰ ঘৰ),ಇಬಾದತ್ ಖಾನಾ (ಆರಾಧನೆಯ ಮನೆ)
আইকনক্লাষ্ট,ಐಕಾನೊಕ್ಲಾಸ್ಟ್
মূৰ্তিপূজক,ವಿಗ್ರಹಾರಾಧಕ
ইলাহি যুগ,ಇಲಾಹಿ ಯುಗ
অবৈধ যুদ্ধ,ಕಾನೂನುಬಾಹಿರ ಯುದ್ಧ
আলোকিত পাণ্ডুলিপি,ಪ್ರಕಾಶಿತ ಹಸ್ತಪ್ರತಿ
সচিত্ৰ পাণ্ডুলিপি,ಸಚಿತ್ರ ಹಸ್ತಪ್ರತಿ
সচিত্ৰ পাণ্ডুলিপি,ಸಚಿತ್ರ ಹಸ್ತಪ್ರತಿ
ইমাম (ইমাউম),ಇಮಾಮ್ (ಇಮ್ಮಾಮ್)
ইমামত,ಇಮಾಮತ್
ইমামত,ಇಮಾಮತ್
ইমাম্বৰা,ಇಮಾಂಬರಃ
ইম্পেৰিয়েল,ಸಾಮ್ರಾಜ್ಯಶಾಹಿ
ইম্পেৰিয়েল চিটি,ಇಂಪೀರಿಯಲ್ ನಗರ
সাম্ৰাজ্যবাদ,ಸಾಮ್ರಾಜ್ಯಶಾಹಿ
ইম্পেৰিয়েল পছন্দ,ಸಾಮ್ರಾಜ್ಯಶಾಹಿ ಆದ್ಯತೆ
নীতিহীনতা,ಅಸಮರ್ಥತೆ
ভণ্ড,ವಂಚಕ
কাৰাবাস,ಸೆರೆವಾಸ
কাৰাবাস,ಸೆರೆವಾಸ
