Bengali,Telugu
সিফালোস্পোরিন,సెఫలోస్పోరిన్
সিফালোথোরাক্স,సెఫలోథొరాక్స్
সেরাটোফিলেসি,సెరాటోఫిలేసి
শস্য দানা,ధాన్యపు ధాన్యం
সেরিবিলার পেডুনল,సెరెబెల్లార్ పెడన్కిల్
সেরিবেলাম,సెరెబెల్లమ్
সেরিব্রাল অ্যাকুয়েডাক্ট,సెరిబ్రల్ జలచరం
সেরিব্রাল কর্টেক্স,సెరెబ్రల్ కార్టెక్స్
সেরিব্রাল গোলার্ধের,సెరిబ్రల్ అర్ధగోళం
সেরিব্রাল ভেন্ট্রিকল,సెరిబ్రల్ జఠరిక
সেরিব্রোস্পাইনাল তরল (সিএসএফ),మస్తిష్క వల్కలము
সেরিব্রাম,సెరెబ్రమ్
প্রত্যয়িত বীজ,ధృవీకరించబడిన విత్తనం
সারুমিনাস গ্রন্থি,సెరుమెనస్ గ్రంథి
জরায়ু,గర్భాశయ
সার্ভিকাল ক্যাপ,గర్భాశయ టోపీ
সার্ভিকাল ভার্টিব্রা,గర్భాశయ వెన్నుపూస
জরায়ু,గర్భాశయ
সিসিয়াম ক্লোরাইড,సీసియం క్లోరైడ్
সেসপুল,సెస్పూల్
Cetaceans,సెటాసియన్లు
চেটোপটারাস,చైటోప్టెరస్
চালাজা,చలాజా
চালাজা,చలాజా
চালাজাল শেষ,చలాజల్ ముగింపు
চালিনা,చలీనా
গিরগিটি (চামেলিয়ন),వెన్నుపానము
চ্যানক্রোড,చాన్క్రాయిడ్
চ্যানেল,ఛానెల్
চ্যানেল,ఛానెల్
চ্যাপারন,చాపెరాన్
চর,చరా
বৈশিষ্ট্যযুক্ত উদ্ভিদ,లక్షణ వృక్షసంపద
কাঠকয়লা,బొగ్గు
চারগ্যাফের নিয়ম,ఛార్గాఫ్ నియమం
চার্জ কাপলড ডিভাইস (সিসিডি),ఛార్జ్ కపుల్డ్ పరికరం (సిసిడి)
চার্জিং,ఛార్జింగ్
চ্যাসমোগামাস,చాస్మోగామస్
চ্যাথামালাস,చాతమలస్
চেলোন,చెలోన్
রাসায়নিক বিশ্লেষক,కెమికల్ ఎనలైజర్
রাসায়নিক বন্ড,రసాయన బంధం
রাসায়নিক ব্রেকডাউন,రసాయన విచ్ఛిన్నం
রাসায়নিক জটিলতা,రసాయన సంక్లిష్టత
রাসায়নিক পরিবেশ,రసాయన వాతావరణం
রাসায়নিক বিবর্তন,రసాయన పరిణామం
রাসায়নিক পদ্ধতি,రసాయన విధానం
রাসায়নিক মিউটেজেন,కెమికల్ మ్యూటాజెన్
রাসায়নিক উত্স,రసాయన మూలం
রাসায়নিক অক্সিজেন চাহিদা,రసాయన ఆక్సిజన్ డిమాండ్
রাসায়নিক সম্ভাবনা,రసాయన సామర్థ్యం
রাসায়নিক স্ক্যাল্পেল,రసాయన స్కాల్పెల్
রাসায়নিক সংকেত,రసాయన సంకేతం
রাসায়নিক সিনপাস,రసాయన సినాప్సే
কেমিওসমোটিক হাইপোথিসিস,కెమియోస్మోటిక్ పరికల్పన
রসায়নবিদ,రసాయన శాస్త్రవేత్త
রসায়ন,రసాయన శాస్త్రం
কেমোসিন্থেসিস,కెమోసింథసిస్
কেমো-অটোরোফিক ব্যাকটিরিয়া,కెమో-అటోరోఫిక్ బ్యాక్టీరియా
কেমোনস্টি,కెమోనాస్టీ
কেমোসিন্থেসিস,కెమోసింథసిస్
কেমোসিন্থেটিক অটোট্রফ,కెమోసింథటిక్ ఆటోట్రోఫ్
কেমোসিন্থেটিক ব্যাকটিরিয়া,కెమోసింథటిక్ బ్యాక్టీరియా
কেমোট্যাক্সিস,కెమోటాక్సిస్
কেমোট্যাক্সোনমি,కెమోటాక్సానమీ
কেমোথেরাপি,కీమోథెరపీ
চেনোপোডিয়াসি,చెనోపోడియాసి
চিয়াসমাটা,చియాస్మాటా
চিয়াস্মনা টাইপ হাইপোথিসিস,చియాస్మ్నా రకం పరికల్పన
চিকুনগুনিয়া,చికూంగునియా
চিকোরি,షికోరి
শৈশব,బాల్యం
মরিচ মোজাইক ভাইরাস,మిరప మొజాయిక్ వైరస్
সিনচোনা অফিসিনালিস,సిన్చోనా అఫిసినాలిస్
চিরোপটারফিলি,చిరోప్టెరోఫిలీ
চিটিন,చిటిన్
চিটিনাস,చిటినస్
ক্ল্যামিডিয়া ট্র্যাচোমেটিস,క్లామిడియా ట్రాకోమాటిస్
ক্ল্যামিডিয়াসিস,క్లామిడియాసిస్
ক্ল্যামিডোমোনাস,క్లామిడోమోనాస్
ক্লোরামফেনিকোল,క్లోరాంఫెనికాల్
ক্লোরেলা,క్లోరెల్లా
ক্লোরেনচাইমা,క్లోరెన్చైమా
ক্লোরাইড সেল,క్లోరైడ్ సెల్
ক্লোরিন,క్లోరిన్
ক্লোরোফ্লুওরো কার্বন (সিএফসিএস),క్లోరోమోరియు
ক্লোরোফর্ম,క్లోరోఫామ్
ক্লোরোফাইসি,క్లోరోఫైసీ
ক্লোরোফাইট পূর্বপুরুষ,క్లోరోఫైట్ పూర్వీకుడు
ক্লোরোসিস,క్లోరోసిస్
ক্লোরোসিস,క్లోరోసిస్
কোওনোসাইট,కోనోసైట్
Cholecystokinesis,కోలిసిస్టోకినిసిస్
কোলেসিস্টোকিনিন,కోలెసిస్టోకినిన్
কোলেস্টেরল,కొలెస్ట్రాల్
কোলিনার্জিক,కోలినెర్జిక్
Chondrichthyes,కొండెచ్థియెస్
কনড্রিন,కొండ్రెన్
কনড্রোসাইট,కొండ్రోసైట్
কর্ডে টেন্ডিনা,చోర్డే టెండినే
কর্ডাটা,CORDATA
Chorioallantoic প্ল্যাসেন্টা,కొరియోఅల్లాంటోయిక్ మావి
কোরিওন,కోరియన్
কোরিওনিক কর্টিকোট্রপিন,కొరియోనిక్ కార్టికోట్రోపిన్
কোরিওনিক গোনাডোট্রপিন,కొరియోనిక్ గోనాడోట్రోపిన్
কোরিওনিক থাইরোট্রপিন,కొరియోనిక్ థైరోట్రోపిన్
কোরয়েড,కోరోయిడ్
ক্রোমাটিড,క్రోమాటిడ్
ক্রোমাটিন ফাইবার,క్రోమాటిన్ ఫైబర్
ক্রোমাটিন,క్రోమాటిన్
ক্রোমাটোগ্রাফিক কৌশল,క్రోమాటోగ్రాఫిక్ టెక్నిక్
ক্রোমাটোগ্রাফি,క్రోమాటోగ్రఫీ
ক্রোমাটোফোর,క్రోమాటోఫోర్
ক্রোমোজেনিক সাবস্ট্রেট,క్రోమోజెనిక్ ఉపరితలం
ক্রোমোনেমা,క్రోమోనెమా
ক্রোমোফোর,క్రోమోఫోర్
ক্রোমোপ্লাস্ট,క్రోమోప్లాస్ట్
ক্রোমোসোমাল ক্ষয়,క్రోమోజోమల్ అబెర్రేషన్
ক্রোমোসোমাল ত্রুটি,క్రోమోజోమ్ లోపం
ক্রোমোজোম ম্যাপিং,క్రోమోజోమ్ మ్యాపింగ్
বংশের ক্রোমোজোম তত্ত্ব,వంశపారంపర సిద్ధాంతం
উত্তরাধিকার ক্রোমোজোম তত্ত্ব,వారసత్వం యొక్క సిద్ధాంతము
দুরারোগ্য ব্রংকাইটিস,దీర్గకాలిక శ్వాసకోశ సంబంధిత వ్యాది
দীর্ঘস্থায়ী মাইয়েড লিউকেমিয়া,దీర్ఘకాలిక మైయోయిడ్ లుకేమియా
ক্রনিকল,క్రానికల్
কালানুক্রমিকভাবে,కాలక్రమానుసారం
ক্রিস্যান্থেমাম সিনেরিয়ালফোলিয়াম,క్రిసాన్తిమం సినెరరియల్ఫోలియం
ক্রিস্যান্থেমাম সূচক,క్రిసాన్తిమం సూచిక
ক্রাইথেমাম রোজাম,క్రింథెము రోసెమ్
ক্রিসোফাইটা,క్రిసోఫైటా
ক্রিসোফাইট,క్రిసోఫైట్
চিলোমিক্রন,కైలోమిక్రాన్
চিম,చిమ్
Chymotrypsin,చిమోట్రిప్సిన్
সিকদা,సికాడా
সিসার অ্যারিটিনাম,CICER ARIETINUM
সিচলিড ফিশ,సిచ్లిడ్ చేప
সি-হরিজোন,సి-హోరిజోన్
সিলিয়া,సిలియా
Ciliary শরীর,సిలియరీ బాడీ
সিলারি গ্যাংলিওন,సిలియరీ గ్యాంగ్లియన్
সিলারি মুভমেন্ট,సిలియరీ కదలిక
সিলারি,సిలియరీ
সিলিয়েট,సిలియేట్
সিলিয়াম (সিলিয়া),గోళ్ళు
সিনচোনা,సిన్చోనా
সিওনা,సియోనా
সিপ্রোফ্লোকসাকিন,సిప్రోఫ్లోక్సాసిన్
প্রচলন,ప్రసరణ
সংবহনতন্ত্র,ప్రసరణ వ్యవస్థ
সারসোমোফেজিয়াল কমিসার,సర్కోఎసోఫాగియల్ కమీషర్
সিরহোজ,సిరోస్
সিরোসিস,సిరోసిస్
সিরহৌস,సిరస్
সিস্টারনা,సిస్టెర్నా
সিস্ট্রন,సిస్ట్రాన్
সিট্রুলাইন,సిట్రూలిన్
লেবু জাতীয় ফল,సిట్రస్ పండు
দখল,క్లాడిస్టిక్స్
ক্লেডোড,క్లాడోడ్
ক্লাডোফোরা,క్లాడోఫోరా
ক্লারিয়াস গ্যারিপিনাস,క్లారియాస్ గారిపినస్
ক্লাস,తరగతి
ক্লাস,తరగతి
শ্রেণিবদ্ধকরণ,వర్గీకరణ
Clavicesps,క్లావిసెప్స్
হাতল,క్లావికిల్
নখর অঙ্ক,పంజా లేని అంకె
ক্লে,మట్టి
বিদারণ খাঁজ কাটা,క్లీవేజ్ కణుపు
ক্লিস্টোগ্যামাস,క్లిస్టోగామస్
ক্লেমেটিস,క్లెమాటిస్
জলবায়ু,వాతావరణం
জলবায়ু অঞ্চল,వాతావరణ జోన్
জলবায়ু পরামিতি,వాతావరణ పరామితి
ক্লাইম্যাক্স সম্প্রদায়,క్లైమాక్స్ కమ్యూనిటీ
লতা,అధిరోహకుడు
আরোহণ,ఎక్కడం
ক্লিনিকাল পিরিয়ড,క్లినికల్ కాలం
ক্লিটেলার,క్లిటెల్లార్
ক্লিটেলাম,క్లిటెల్లమ్
ভগাঙ্কুর,క్లిటోరియా
ভগাঙ্কুর,స్త్రీగుహ్యాంకురము
ক্লোচা,క్లోకా
ক্লোনাল ব্যাঙ,క్లోనల్ ఫ్రాగ్
ক্লোনাল প্রচার,క్లోనల్ ప్రచారం
ক্লোনাল নির্বাচন,క్లోనల్ ఎంపిక
ক্লোন,క్లోన్
ক্লোনিং,క్లోనింగ్
বিবাহ বন্ধ করুন,దగ్గరి వివాహం
বন্ধ সিস্টেম,క్లోజ్డ్ సిస్టమ్
ক্লোস্ট্রিডিয়াম,క్లోస్ట్రిడియం
ক্লোস্ট্রিডিয়াম বুটিলিসিয়াম,క్లోస్ట్రిడియం బ్యూటిలిసియం
ক্লট বাস্টার,క్లాట్ బస్టర్
রক্ত জমাট বাঁধা,రక్తం గడ్డకట్టడం
ক্লোভার বিন,క్లోవర్ బీన్
ক্লোভার-পাতা মডেল,క్లోవర్-లీఫ్ మోడల్
ক্লাউন ফিশ,విదూషకుడు చేప
Cnidarians,Cnidarians
Cnidoblast,Cnidoblist
Coaservate,కోజర్వేట్
মোটা সমন্বয় গিঁট,ముతక సర్దుబాటు నాబ్
মোটা বালি,ముతక ఇసుక
উপকূলীয় une,తీరప్రాంత డూన్
উপকূলীয় চিংড়ি সংস্কৃতি খামার,వంశము
কোবাল্ট,కోబాల్ట్
কোকেন,కొకైన్
কোক্সিডিওসিস,కోకిడియోసిస్
কোকাস,కోకస్
কোকসেক্স,కోకిక్స్
কোচলিয়া,కోక్లియా
কোচলিয়া,కోక్లియా
কোকুন,కోకన్
কোডেড জেনেটিক প্রোগ্রাম,కోడెడ్ జన్యు కార్యక్రమం
কোডাইন,కోడైన్
কোডিং,కోడింగ్
কোডিং,కోడింగ్
কোডিং,కోడింగ్
কোডিং স্ট্র্যান্ড,కోడింగ్ స్ట్రాండ్
কোডমিনেন্স,కోడోమైనాన్స్
কোডন,కోడాన్
Colenterate,సహకారం
কোয়েলেন্টারন,కోలెంటెరాన్
সিলিয়াক গ্যাংলিওন,సెలియక్ గ్యాంగ్లియన్
কোয়েলোমেট,కోలోమేట్
কোয়েলোম,కోలోమ్
কোয়েলোমিক এপিথেলিয়াম,కోలోమిక్ ఎపిథీలియం
কোয়েলমিক তরল,కోయిలోమిక్ ఫ్లూయిడ్
কোয়েলোমো স্যাক,కోలోమో సాక్
কোয়েনোসাইটিক,కోనోసైటిక్
Coenopodeaceae,కోనోపోడియాసి
কোএনজাইম,కోఎంజైమ్
সহ-বিবর্তন,సహ పరిణామం
সহ-বিলুপ্তি,సహ-విస్తరణ
সহ-গুণক,సహ-కారకం
সংহতি,సమన్వయం
সংহতি শক্তি,సమన్వయ శక్తి
সংহতি তত্ত্ব,సమన్వయ సిద్ధాంతం
সংহতি-টান-ট্রান্সপায়ারেশন,సమన్వయ-టెన్షన్-ట్రాన్స్పిరేషన్
সহযোগিতা,కోహోర్ట్
সর্পিল বা হেলিক্যালি কয়েলড,స్పైరల్‌గా లేదా హెలిక్‌గా కాయిల్డ్
কয়েলড,కాయిల్డ్
কোয়েটস,కోయిటస్
কোয়েটস ইন্টারপ্রেটাস (প্রত্যাহার),కోయిటస్ అంతరాయం (ఉపసంహరణ)
কোলচিসিন,కొల్చిసిన్
কোলচিকাম শারদীয়,కొల్చికమ్ శరదృతువు
ঠান্ডা মাথায়,కోల్డ్ బ్లడెడ్
ঠান্ডা মরুভূমি,కోల్డ్ ఎడారి
কোল্ড রিসেপ্টর,కోల్డ్ రిసెప్టర్
কোলিওপটারান,కోలియోప్టెరాన్
কোলিওপটাইল,కోలియోప్టైల్
কোলিওরহিজা,కోలియోర్హిజా
কোলিয়াস,కోలియస్
কোলাজেন,కొల్లాజెన్
কোলাজেন ফাইবার,కొల్లాజెన్ ఫైబర్
কলার,కాలర్
জামানত গ্রন্থি,అనుషంగిక గ్రంథి
টিউবুল সংগ্রহ করা,గొట్టం సేకరించడం
সংগ্রহ নালী,వాహిక సేకరణ
কোলেটোট্রিচাম,కొల్లెటోట్రిచమ్
কলোব্লাস্ট সেল,కొలోబ్లాస్ట్ సెల్
কোলয়েড,ఘర్షణ
কোলয়েডাল,ఘర్షణ
কলোকাসিয়া,కోలోకాసియా
কোলন,పెద్దప్రేగు
Colon পনিবেশিক ফর্ম,వలస రూపం
Colon পনিবেশিক নস্টোক,కలోనియల్ నోస్టాక్
উপনিবেশ,వలసరాజ్యం
কলোনী,కాలనీ
কলস্ট্রাম,కొలొస్ట్రమ్
রঙ অন্ধত্ব,రంగు అంధత్వం
কলাম ক্রোমাটোগ্রাফি,కాలమ్ క్రోమాటోగ్రఫీ
বার্টিনি কলাম,బెర్టిని కాలమ్
কলামার এপিথেলিয়াম,స్తంభ ఎపిథీలియం
চিরুনি প্লেট,దువ్వెన ప్లేట్
সম্মিলিত প্রতিরোধের ঘাটতি সিন্ড্রোম,సంయోజక్రియ
সম্মিলিত ওজন,సంయుక్త బరువు
কম্ব-জেলি,దువ్వెన-జెల్లీ
দহন,దహన
দহন প্রক্রিয়া,దహన ప్రక్రియ
কমা,కామా
কমেন্সালিজম,ప్రారంభం
কমিসুরাল জাহাজ,కమీసురల్ నౌక
সাধারণ পূর্বপুরুষ,సాధారణ పూర్వీకుడు
সাধারণ ক্যারোটিড ধমনী,సాధారణ కరోటిడ్ ధమని
সাধারণ ভারতীয় তুষার,కామన్ ఇండియన్ టోడ్
সম্প্রদায় বৈচিত্র্য,కమ్యూనిటీ వైవిధ్యం
সম্প্রদায় মিথস্ক্রিয়া,కమ్యూనిటీ ఇంటరాక్షన్
সংযোগ,సంపీడనం
সঙ্গী সেল,కంపానియన్ సెల్
তুলনামূলক অ্যানাটমি,తులనాత్మక శరీర నిర్మాణ శాస్త్రం
তুলনামূলক আকারবিজ্ঞান,తులనాత్మక పదనిర్మాణం
সামঞ্জস্যতা,అనుకూలత
সামঞ্জস্যতা,అనుకూలత
ক্ষতিপূরণ পুনর্জন্ম,పరిహార పునరుత్పత్తి
সক্ষম সেল,సమర్థ సెల్
সক্ষম হোস্ট,సమర్థ హోస్ట్
প্রতিযোগিতা,పోటీ
প্রতিযোগিতামূলক বাধা,పోటీ నిరోధం
প্রতিযোগিতামূলক বাধা,పోటీ నిరోధకం
পরিপূরক,పరిపూరత
পরিপূরক ফিল্টার,కాంప్లిమెంటరీ ఫిల్టర్
পরিপূরক জিন,పరిపూరకరమైన జన్యువు
পরিপূরক জুটি,పరిపూరకరమైన జత
সম্পূর্ণ হজম ট্র্যাক্ট,పూర్తి జీర్ణవ్యవస్థ
সম্পূর্ণ লিঙ্কেজ,పూర్తి అనుసంధానం
সম্পূর্ণ জারণ,పూర్తి ఆక్సీకరణ
জটিল,క్లిష్టమైన
জটিল,క్లిష్టమైన
জটিল,క్లిష్టమైన
জটিল টিস্যু,సంక్లిష్ట కణజాలం
সংমিশ্রণ,మిశ్రమ
যৌগিক Corymb,కాంపౌండ్ కోరిఎంబి
যৌগিক এপিথেলিয়াম,సమ్మేళనం ఎపిథీలియం
যৌগিক চোখ,కాంపౌండ్ కళ్ళు
যৌগিক আম্বেল,సమ్మేళనం అంబెల్
বাধ্যতামূলক ক্রিয়া,కంపల్సివ్ చర్య
গণনা জীববিজ্ঞান,గణన జీవశాస్త్రం
গণিত টমোগ্রাফি,కంప్యూటెడ్ టోమోగ్రఫీ
কম্পিউটারের পর্দা,కంప్యూటర్ స్క్రీన్
ঘন প্রস্রাব,సాంద్రీకృత మూత్రం
একাগ্রতা,ఏకాగ్రత
ঘনত্ব গ্রেডিয়েন্ট,ఏకాగ్రత ప్రవణత
ধারণা,భావన
ঘনীভবন,సంగ్రహణ
ঘনীভবন,సంగ్రహణ
কনডেনসেশন ডিকোনডেনসেশন চক্র,సంగ్రహణ డీకోండెన్సేషన్ చక్రం
ঘনীভূত অবস্থা,ఘనీకృత రాష్ట్రం
কনডেন্সার লেন্স,కండెన్సర్ లెన్స్
শর্তসাপেক্ষ,షరతులతో
শর্তসাপেক্ষ,షరతులతో
স্নায়ু প্রবণতা চালনা,నాడిలో ప్రేరణ
জল চালনা,నీటి ప్రసరణ
পরিবাহী ইলেক্ট্রোলাইট জেল,కండక్టివ్ ఎలక్ట్రోలైట్ జెల్
শঙ্কু,కోన్
মেনে চলা,అనుగుణంగా
কনফর্মার,కన్ఫార్మర్
জন্মগত,పుట్టుకతో వచ్చేది
শঙ্কু মূল,శంఖాకార మూలం
শঙ্কু,శంఖాకార
কনিডিয়া,కోనిడియా
শঙ্কু,కోనిఫెర్
কনিফেরিয়া,కోనిఫెరే
কনিফেরোপিডিড,కోనిఫెరోప్సిడా
সংযুক্ত ভাস্কুলার বান্ডিল,కన్ఫాయింట్ వాస్కులర్ బండిల్
সংযুক্ত,సంయోగం
সংমিশ্রণ,సంయోగం
কনজেক্টিভা,కంజుంక్టివా
কনজেক্টিভ টিস্যু,కంజుక్టివ్ టిష్యూ
যোজক কলা,బంధన కణజాలము
কনেলের পরীক্ষা,కొన్నెల్ యొక్క ప్రయోగం
সংরক্ষণ বনায়ন,పరిరక్షణ అటవీ
রক্ষণশীল জমায়েত,కన్జర్వేషనల్ టైజ్
স্থিরতা,స్థిరాంకం
উপাদান,రాజ్యాంగం
গঠনমূলক এনজাইম,నిర్మాణాత్మక ఎంజైమ్
গ্রাহক,వినియోగదారు
যোগাযোগ বাধা,సంప్రదింపు నిరోధం
সংক্রামক রোগ,అంటు వ్యాధి
দূষিত,కలుషితం
দূষণ,కాలుష్యం
সমসাময়িক জীববিজ্ঞান,సమకాలీన జీవశాస్త్రం
মহাদেশ,ఖండం
কনট্যুর লাঙ্গল,ఆకృతి దున్నుతున్నది
চুক্তিবদ্ধতা,కాంట్రాక్టిబిలిటీ
সংকোচনের ফাইবার,సంకోచ ఫైబర్
সংকোচনের প্রোটিন,సంకోచ ప్రోటీన్
সংকোচনের প্রতিক্রিয়া,సంకోచ ప్రతిస్పందన
সংকোচনের শূন্যস্থান,సంకోచ వాక్యూల్
বিপরীতে এজেন্ট,కాంట్రాస్ట్ ఏజెంట్
বিপরীতে এজেন্ট,కాంట్రాస్ట్ ఏజెంట్
বিপরীতে এজেন্ট,కాంట్రాస్ట్ ఏజెంట్
বৈপরীত্য বৈশিষ্ট্য,విరుద్ధమైన లక్షణం
অপকেন্দ্র বল,సెంట్రిఫ్యూగల్ ఫోర్స్
নিয়ন্ত্রণ ফ্যাক্টর,నియంత్రణ కారకం
নিয়ন্ত্রিত পরীক্ষা,నియంత్రిత ప్రయోగం
কনস,కోనస్
কনস আর্টেরিয়াস,కోనస్ ఆర్టెరియోసస్
প্রচলিত চাষ,సాంప్రదాయ పండించడం
রূপান্তরিত,కలుస్తుంది
কনভার্জেন্ট,కన్వర్జెంట్
অভিসারী বিবর্তন),భోగశనకు సంబంధించిన
কনভলভুলাসেই,Cancolvulaceae
সংশ্লেষিত টিউবুল,మెలికలు తిరిగిన గొట్టం
সমন্বয়,సమన్వయ
কপোলিমার,కోపాలిమర్
তামা,రాగి
কপ্রোলাইট,కోప్రోలైట్
কপ্রোফিলাস,కోప్రొఫిలస్
কপুলেট,కంపోలేట్ చేయండి
Collution,కాపులేషన్
Collution,కాపులేషన్
কপুলেটরি প্যাড,కాపులేటరీ ప్యాడ్
প্রবাল রিফ সম্প্রদায়,పగడపు రీఫ్ కమ్యూనిటీ
প্রবাল,పగడపు
কর্ডেট,కార్డేట్
প্রধান অঞ্চল,కోర్ ప్రాంతం
কোর জোন,కోర్ జోన్
কোরপ্রেসর,కోర్ప్రెస్సర్
কোরিফসফাইন,కొరిఫాస్ఫిన్
কর্ক,కార్క్
কর্ক ক্যাম্বিয়াম,కార్క్ కాంబియం
কর্ক স্ক্রু,కార్క్ స్క్రూ
Corm,కార్మ్
কর্ন বোরার,మొక్కజొన్న బోరర్
কর্নিয়া,కార్నియా
কর্নেজেন সেল,కార్నిజెన్ సెల్
কর্নিয়াল লেন্স,కార్నియల్ లెన్స్
করোলা,కొరోల్లా
করোনা,కరోనా
করোনা অনুপ্রবেশকারী এনজাইম,కరోనా చొచ్చుకుపోయే ఎంజైమ్
করোনা রেডিয়াটা,కరోనా రేడియేటా
করোনারিয়া,కరోనారియే
করোনারি ধমনী,కొరోనరీ ఆర్టరీ
করোনারি আর্টারি বাইপাস,కొరోనరీ ఆర్టరీ బైపాస్
করোনারি আর্টারি ডিজিজ,కొరోనరీ ఆర్టరీ డిసీజ్
করোনারি সালকাস,కొరోనరీ సల్కస్
কর্পোরা ক্যাভারনোসা (লিঙ্গ),కార్పోరా కావెర్నోసా (పురుషాంగం)
কর্পোরা কোয়াড্রিজমিনা,కార్పోరా క్వాడ్రిజెమినా
কর্পাস,కార్పస్
কর্পাস অ্যালবিকানস,కార్పస్ అల్బికాన్స్
কর্পাস ক্যাল্লোসাম,కార్పస్ కాలోసమ్
কর্পাস লিউটিয়াম,కార్పస్ లూటియం
কর্পাস স্পঞ্জিওসাম,కార్పస్ స్పాంజియోసమ్
কর্পাস স্ট্রিয়েটাম,కార్పస్ స్ట్రియాటం
Corrode,క్షీణించింది
কর্টেক্স,కార్టెక్స్
কর্টিকাল নেফ্রন,కార్టికల్ నెఫ్రాన్
কর্টিকোস্টেরন,కార్టికోస్టెరాన్
কর্টিকোট্রফিক,కార్టికోట్రోఫిక్
করটিসল,కార్టిసాల్
কর্টিসোন,కార్టిసోన్
করভাস,కార్వస్
Corymb,Corymb
মহাজাগতিক উত্স,విశ్వ మూలం
মহাজাগতিক রায়,కాస్మిక్ రే
মহাজাগতিক,కాస్మిడ్
কসমোজোয়ান তত্ত্ব,కాస్మోజోవాన్ సిద్ధాంతం
সুতি বলওয়ার্ম,కాటన్ బోల్వార్మ్
পরামর্শ,కౌన్సెలింగ్
কাউন্টার-বর্তমান সিস্টেম,కౌంటర్-కరెంట్ సిస్టమ్
কাজিন বিয়ে,కజిన్ వివాహం
সমযোজী বন্ধন,సమయోజనీయ బంధం
আবরণ,కవర్
এপিথেলিয়াম covering েকে রাখা,ఎపిథీలియం కవర్
কাউপারের গ্রন্থি,కౌపర్స్ గ్రంథి
কক্সা,కాక్సా
কক্সা,కాక్సా
কক্সাল হাড়,కాక్సల్ ఎముక
কক্সাল প্রক্রিয়া,కాక్సల్ ప్రక్రియ
ক্র্যাক,క్రాక్
ক্র্যাকার ব্লাস্টিং,క్రాకర్ బ్లాస్టింగ్
ক্রেনিয়াল হাড়,కపాల ఎముక
ক্রেনিয়াল মেনিনজেস,కపాల మెనింజెస్
করোটিসঙ্ক্রান্ত নার্ভ,కపాల నాడి
ক্র্যানিওস্যাক্রাল বহির্মুখ,క్రానియోసాక్రాల్ low ట్‌ఫ్లో
ক্রেনিয়াম,కపాలం
ক্র্যাসুলাসিয়ান অ্যাসিড বিপাক,క్రాసూలేసియన్ యాసిడ్ జీవక్రియ
ক্রে মাছ,క్రే ఫిష్
ক্রিয়েটিনিন,క్రియేటినిన్
প্রাণী,జీవి
লতা,లత
ক্রেনুলেশন,క్రెన్యులేషన్
ক্রেনুলেশন,క్రెన్యులేషన్
ক্রিটেসিয়াস পিরিয়ড,క్రెటేషియస్ కాలం
ক্রিটিনিজম,క్రెటినిజం
ক্রি-ডু-চ্যাট সিন্ড্রোম,క్రి-డు-చాట్ సిండ్రోమ్
ক্রিস্টে,క్రిస్టే
সমালোচনামূলক লিঙ্ক প্রজাতি,క్లిష్టమైన లింక్ జాతులు
সমালোচনামূলক প্রক্রিয়া,క్లిష్టమైన ప్రక్రియ
সমালোচনামূলকভাবে বিপন্ন প্রজাতি,విమర్శనాత్మకంగా అంతరించిపోతున్న జాతులు
ফসল,పంట
ক্রপ ইঞ্জিনিয়ারিং,పంట ఇంజనీరింగ్
ক্রপল্যান্ড,పంట భూములు
ক্রস,క్రాస్
ক্রস ব্রিডিং,క్రాస్ బ్రీడింగ్
ক্রস ব্রিজ,క్రాస్-బ్రిడ్జ్
ক্রস লিঙ্ক,క్రాస్ లింక్
ক্রস পরাগায়িত,క్రాస్ పరాగసంపర్కం
ক্রস পরাগায়ন,క్రాస్ పరాగసంపర్కం
অতিক্রম করা,దాటి వెళ్ళడం
ক্রোটালারিয়া,క్రోటేరియా
ক্রোটন,క్రోటన్
ক্রাউন গ্যাল টিউমার,కిరీటం పిత్తాశయం కణితి
ক্রাউন গ্রাফটিং,కిరీటం అంటుకట్టుట
ক্রুশফর্ম,క్రుసిఫాం
অশোধিত জন্ম হার,ముడి జనన రేటు
অপরিশোধিত মৃত্যুর হার,ముడి మరణం రేటు
ক্রাস্টাসিয়ান,క్రస్టేసియన్
ক্রাই আইয়া গ,క్రై ఇయా సి
কান্না আইআইএ খ,క్రై iia b
ক্রিওপ্রিজারেশন,క్రియోప్రెజర్వేషన్
ক্রিওসার্জারি,క్రియోసర్జరీ
ক্রিপ্টিক,నిగూ
ক্রিপ্টিক চেহারা,నిగూ geeption ప్రదర్శన
ক্রিপ্টিক রঙ,నిగూ color రంగు
ক্রিপ্টালি - রঙিন,క్రిప్టిక్‌గా - రంగు
ক্রিপ্টোগামা,క్రిప్టోమాగా
ক্রিপ্টোগামিয়া,క్రిప్టోగామియా
লাইবারকুহনের ক্রিপ্টস,లైబెర్కుహ్న్ యొక్క క్రిప్ట్స్
স্ফটিক,క్రిస్టల్
স্ফটিক,స్ఫటికాకార
স্টেনোফোরানস,Ctenophorans
স্টেনোফোর,Ctenophore
স্টেনোপ্লানা,Ctenoplana
কোকিল,కోకిల
শসা,దోసకాయ
কুকুর্বিট,కుకుర్బిట్
কুকবিতা,కుకుర్బిటా
কাল্ম,కుల్మ్
চাষকারী,సాగు
চাষ করা ফসল,పండించిన పంట
চাষ করা উদ্ভিদ,సాగు మొక్క
