Bengali,Kannada
সহযোগিতা,ಸಹಕಾರ
সমবায়,ಸಹಕಾರಿ
সমবায় সমিতি,ಸಹಕಾರಿ ಸಮಾಜ
কো-অপ্ট,ಸಹಕಾರ
সহ-অপ্টেড সদস্য,ಸಹಕಾರ ಸದಸ್ಯ
সমন্বয়,ಸಮನ್ವಯ
সহ-মালিক,ಸಹ-ಮಾಲೀಕ
সহ-অংশীদার,ಸಹಕಾರ
অনুলিপি,ನಕಲು
অনুলিপি করা,ನಕಲು ಮಾಡುವುದು
কপিরাইট,ಕೃತಿಸ್ವಾಮ್ಯ
করুণ,ಸೌಜನ್ಯದ
করোনার,ಪಟ್ಟಣ
পরিচালনা পরিশদ,ಸಾಂಸ್ಥಿಕ
প্রাতিষ্ঠানিক পরিকল্পনা,ಕಾರ್ಪೊರೇಟ್ ಯೋಜನೆ
কর্পোরেশন,ನಿಗಮ
বানিজ্যিক কর,ಸಂಸ್ಥೆಯ ತೆರಿಗೆ
সংশোধন,ತಿದ್ದುಪಡಿ
সংশোধনমূলক ব্যবস্থা (= সংশোধন),ಸರಿಪಡಿಸುವ ಕ್ರಮಗಳು (= ಸರಿಯಾದತೆಗಳು)
চিঠিপত্র,ಪತ್ರವ್ಯವಹಾರ
চিঠিপত্রের কোর্স,ಪತ್ರವ್ಯವಹಾರ
চিঠিপত্রের অংশ,ಪತ್ರವ್ಯವಹಾರ
সংবাদদাতা,ವರದಿಗಾರ
সংশ্লিষ্ট,ಅನುಗುಣವಾದ
Corrigendum,ಒಂದು ಬಗೆಯ ರಾಶಿ
সংশোধিত,ದೃobಿಸು
সংশ্লেষ,ದೃobೀಕರಣ
দুর্নীতিগ্রস্থ,ಭ್ರಷ್ಟ
দুর্নীতি,ಭ್ರಷ್ಟಾಚಾರ
দুর্নীতিবাজ অনুশীলন,ಭ್ರಷ್ಟ ಅಭ್ಯಾಸ
বিশ্বজনীন শহর,ಕಾಸ್ಮೋಪಾಲಿಟನ್ ನಗರ
ব্যয়,ಬೆಲೆ
খরচ হিসাবরক্ষক,ವೆಚ್ಚ ಅಕೌಂಟೆಂಟ್
খরচ বিশ্লেষণ,ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
ব্যয় সিলিং,ವೆಚ್ಚದ ಸೀಲಿಂಗ್
ব্যয় কার্যকারিতা,ವೆಚ್ಚ ಪರಿಣಾಮಕಾರಿತ್ವ
জীবনযাত্রার খরচ,ಜೀವನ ವೆಚ್ಚ
ব্যয় ছাড়,ವೆಚ್ಚ ಅತಿಕ್ರಮಣ
থরাইজেসহন,ಕಾಟೇಜ್ ಉದ್ಯಮ
পরিষদ,ಸಮಾಧಿ ಮಂಡಳಿ
মন্ত্রিপরিষদ,ಮಂತ್ರಿಗಳ ಮಂಡಳಿ
রাজ্য কাউন্সিল,ಕೌನ್ಸಿಲ್ ಆಫ್ ಸ್ಟೇಟ್ಸ್
পরামর্শ,ವಕೀಲ
পরামর্শ,ಸಮಾಲೋಚನೆ
কাউন্টার,ಪ್ರತಿಕೂಲತೆ
কাউন্টার অ্যাকশন,ಕೌಂಟರ್ ಕ್ರಿಯೆ
কাউন্টার হলফনামা,ಕೌಂಟರ್ ಅಫಿಡವಿಟ್
কাউন্টার চার্জ,ಕೌಂಟರ್ ಚಾರ್ಜ್
পাল্টা দাবি,ಪ್ರತಿರೋಧ
জাল মুদ্রা,ನಕಲಿ ಕರೆನ್ಸಿ
জাল,ನಕಲಿಸುವುದು
জালিয়াতি,ನಕಲಿ
পাল্টা প্রস্তাব,ಕೌಂಟರ್ ಕೊಡುಗೆ
কাউন্টারসাইন,ಪ್ರತಿರೋಧಿಸು
অভ্যুত্থান,ದಂಗ
কুপন,ಕೂಪನ್
কুরিয়ার,ಕೊರಿಯಾ
কুরিয়ার সার্ভিস,ಕೊರಿಯರ್ ಸೇವೆ
অবশ্যই,ಕೋರ್ಸ್
অধ্যয়নের কোর্স,ಅಧ್ಯಯನದ ಕೋರ್ಸ್‌ಗಳು
আদালত মামলা,ನ್ಯಾಯಾಲಯದ ಪ್ರಕರಣ
শ্লীলতা,ಸೌಜನ್ಯ
ছোট কারণ আদালত,ಸಣ್ಣ ಕಾರಣಗಳ ನ್ಯಾಯಾಲಯ
চুক্তি,ಒಡಂಬಡಿಕೆ
আবরণ,ಹೊದಿಕೆ
কভারেজ,ವ್ಯಾಪ್ತಿ
চিঠি covering াকনা,ಪತ್ರ
মেমো covering েকে রাখা,ಒಳಗೊಂಡ ಜ್ಞಾಪಕ ಪತ್ರ
কভার নোট,ಒಳಗೊಂಡಿರುವ ಟಿಪ್ಪಣಿ
ক্র্যাশ প্রোগ্রাম,ಕ್ರ್ಯಾಶ್ ಕಾರ್ಯಕ್ರಮ
ক্রিমি স্তর,ಕೆನೆಮಾರ್ಗ
সৃষ্টি,ರಚನೆ
সৃজনশীল,ಸೃಜನಶೀಲ
সৃজনশীলতা,ಸೃಜನಶೀಲತೆ
ক্রেচে,ಕ್ರೀಚ್
শংসাপত্র কমিটি,ರುಜುವಾತುಗಳ ಸಮಿತಿ
বিশ্বাসযোগ্যতা,ವಿಶ್ವಾಸಾರ್ಹತೆ
ক্রেডিট,ಮನ್ನಣೆ
বিশ্বাসযোগ্য,ಹಿತಕರವಾದ
ক্রেডিট পরামর্শ,ಮನ್ನಣೆ ಸಲಹೆ
ক্রেডিট এবং থ্রিফ্ট সোসাইটি,ಕ್ರೆಡಿಟ್ ಮತ್ತು ಮಿತವ್ಯಯದ ಸಮಾಜ
ক্রেডিট কার্ড,ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್
ঋণ সুবিধা,ಸಾಲ ಸೌಲಭ್ಯಗಳು
ক্রেডিট এন্ট্রি,ಕ್ರೆಡಿಟ್ ಪ್ರವೇಶ
ক্রেডিট নোট,ಕ್ರೆಡಿಟ್ ಟಿಪ್ಪಣಿ
পাওনাদার,ಸಾಲದಾತ
শ্মশান,ದಹನ
শ্মশান স্থল,ದಹನ ಮೈದಾನ
নাবিকদল,ಸಿಬ್ಬಂದಿ
অপরাধ,ಅಪರಾಧ
বিশ্বাস লঙ্ঘন,ನಂಬಿಕೆಯ ಕ್ರಿಮಿನಲ್ ಉಲ್ಲಂಘನೆ
ফৌজদারি আদালত,ಅಪರಾಧ ನ್ಯಾಯಾಲಯ
অপরাধী অবহেলা,ಕ್ರಿಮಿನಲ್ ನಿರ್ಲಕ್ಷ್ಯ
ফৌজদারি অপরাধ,ಕ್ರಿಮಿನಲ್ ಅಪರಾಧ
ফৌজদারি কার্যবিধি কোড,ಕ್ರಿಮಿನಲ್ ಪ್ರೊಸೀಜರ್ ಕೋಡ್
সংকট,ಬಿಕ್ಕಟ್ಟು
দুর্যোগ ব্যাবস্থাপনা,ಬಿಕ್ಕಟ್ಟು ನಿರ್ವಹಣೆ
মানদণ্ড,ಮಾನದಂಡ
সমালোচনা,ವಿಚಾರಣೆ
ক্রস,ಶಿಲುಬೆ
ক্রস ব্রিড,ಅಡ್ಡ -ತಳಿ
ভুল চেক করা,ಅಡ್ಡ ಪರಿಶೀಲನೆ
ক্রস চেক,ಅಡ್ಡ ಚೆಕ್
ক্রস পরীক্ষা,ಅಡ್ಡ -ಪರೀಕ್ಷೆ
প্রতিনির্দেশ,ಅಡ್ಡ -ಉಲ್ಲೇಖ
ক্রস ভোটদান,ಅಡ್ಡ ಮತದಾನ
গুরুত্বপূর্ণ তারিখ,ನಿರ್ಣಾಯಕ ದಿನಾಂಕ
অপরিশোধিত,ಕಚ್ಚಾ
দোষাবহ নরহত্যা,ಅಪರಾಧಿ ನರಹತ್ಯೆ
অপরাধী,ಅಪರಾಧಿ
চাষ,ಕೃಷಿ
সাংস্কৃতিক বিনিময় প্রোগ্রাম,ಸಾಂಸ್ಕೃತಿಕ ವಿನಿಮಯ ಕಾರ್ಯಕ್ರಮ
ক্রমবর্ধমান,ಸಂಚಿತ
মুদ্রা,ಕರೆನ್ಸಿ
মুদ্রা বিনিময়,ಕರೆನ್ಸಿ ವಿನಿಮಯ
মুদ্রা নোট,ಕರೆನ್ಸಿ ಟಿಪ್ಪಣಿ
কারেন্ট,ಪ್ರಸ್ತುತ
চলতি হিসাব,ಚಾಲ್ತಿ ಖಾತೆ
বর্তমান কর্তব্য,ಪ್ರಸ್ತುತ ಕರ್ತವ್ಯಗಳು
বর্তমান অধিবেশন,ಪ್ರಸ್ತುತ ಅಧಿವೇಶನ
জীবন বৃত্তান্ত,ಪಠ್ಯಕ್ರಮ ವಿಟಾ
কার্টেল,ಮೊಟಕುಗೊಳಿಸು
কাস্টোডিয়ান,ಪಾಲಕ
হেফাজত,ಪಾಲನೆ
কাস্টম,ರೂ customಿ
কাস্টম,ರೂ customಿ
গতানুগতিক,ರೂ customಿಯ
প্রথাগত পদ্ধতি,ರೂ customಿಯ ವಿಧಾನ
শুল্ক,ಕಸ್ಟಮ್ ಕರ್ತವ್ಯ
ক্রেতা,ಗ್ರಾಹಕ
গ্রাহক বান্ধব,ಗ್ರಾಹಕ ಸ್ನೇಹಿ
কাস্টম পরীক্ষা,ಕಸ್ಟಮ್ ಪರೀಕ್ಷೆ
কেটে ফেলা,ಕತ್ತರಿಸು
কাটা গতি,ಕತ್ತರಿಸಿ
তারিখ কাটা,ದಿನಾಂಕವನ್ನು ಕತ್ತರಿಸಿ
সাইকেল,ಚಕ್ರ
প্রতিদিন,ದೈನಂದಿನ
দৈনিক ভাতা,ದೈನಂದಿನ ಭತ್ಯೆ
দৈনিক ডায়েরি,ದೈನಂದಿನ ದಿನಚರಿ
দৈনিক নিবন্ধন,ದೈನಂದಿನ ನೋಂದಣಿ
দৈনিক প্রতিবেদন,ದೈನಂದಿನ ವರದಿ
প্রাত্যহিক কাজ,ದಿನಚರಿ
দৈনিক মজুরি,ದೈನಂದಿನ ವೇತನ
ডাক স্টেজ,ಡಾಕ್ ಹಂತ
ডাক ট্রে,ಬಿರಡೆ
ক্ষতি,ಹಾನಿ
ক্ষতি,ಹಾನಿ
বিপজ্জনক,ಅಪಾಯಕರ
সাহসী,ಧೈರ್ಯ
ডেটা,ದತ್ತ
ডাটা,ದತ್ತಾಂಶ ಬ್ಯಾಂಕ್
তথ্যশালা,ದತ್ತಾಂಶಗಳು
তথ্য সংগ্রহ,ಮಾಹಿತಿ ಸಂಗ್ರಹ
ডেটা খাওয়ানো,ದತ್ತಾಂಶ ಪೋಷಣೆ
তথ্য প্রক্রিয়াজাতকরণ,ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ
তারিখ,ದಿನಾಂಕ
পৌছানোর তারিখ,ಆಗಮನದ ದಿನಾಂಕ
জন্ম তারিখ,ಹುಟ್ತಿದ ದಿನ
বহির্গমনের তারিখ,ನಿರ್ಗಮನ ದಿನಾಂಕ
স্রাবের তারিখ,ವಿಸರ್ಜನೆಯ ದಿನಾಂಕ
পরিপক্কতার তারিখ,ಪಕ್ವತೆಯ ದಿನಾಂಕ
প্রাপ্তির তারিখ,ರಶೀದಿ ದಿನಾಂಕ
তারিখ স্ট্যাম্প,ದಿನಾಂಕದ ಅಂಚೆಚೀಟಿ
দিন পণ্ডিত,ದಿನದ ವಿದ್ವಾಂಸ
দিন শিফট,ಹಗಲನ
অনুগ্রহের দিন,ಅನುಗ್ರಹದ ದಿನಗಳು
প্রতিদিনের কাজ,ದಿನನಿತ್ಯದ ಕೆಲಸ
মৃত অ্যাকাউন্ট,ಜರಡಿ ಖಾತೆ
শেষ তারিখ,ಜಡ ರೇಖೆ
অচলাবস্থা,ಅಸ್ತವ್ಯಸ್ತತೆ
মৃত স্টক রেজিস্টার,ಸತ್ತ ಸ್ಟಾಕ್ ರಿಜಿಸ್ಟರ್
মৃত ওজন,ತೂಕ
ডিল,ಒಪ್ಪಂದ
সহকারী ডিলিং,ವ್ಯವಹಾರ ಸಹಾಯಕ
ডিলিং,ವ್ಯವಹಾರ
মৃত্যু বার্ষিকী,ಸಾವು ವಾರ್ಷಿಕೋತ್ಸವ
মহার্ঘ ভাতা,ತುಟ್ಟಿ ಭತ್ಯ
মৃত্যুর সুবিধা,ಸಾವಿನ ಲಾಭ
মৃত্যু-কাম-অবসর গ্রহণের গ্র্যাচুয়িটি,ಡೆತ್-ಕಮ್-ರಿಟೈರೆಮೆಂಟ್ ಗ್ರಾಚ್ಯುಟಿ
সেবায় মৃত্যু,ಸೇವೆಯಲ್ಲಿ ಸಾವು
Deauthorizatioin,ಡೌಥೊರಿಜಾಟಿಯೊ
দেবর,ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು
ডেবিট,ಡೆಬಿಟ್
ডেবিট পরামর্শ,ಡೆಬಿಟ್ ಸಲಹೆ
Debt ণ,ಸಾಲ
Debt ণ ব্যবস্থাপনা,ಸಾಲದ ನಿರ್ವಹಣೆ
Deb ণগ্রহীতা,ಸಾಲದವನು
মৃত,ಮರಣಹೊಂದಿದ
শালীনতা,ಸಭ್ಯತೆ
বিকেন্দ্রীকরণ,ವಿಕೇಂದ್ರೀಕರಣ
সিদ্ধান্ত ফ্যাক্টর,ನಿರ್ಧರಿಸುವ ಅಂಶ
সিদ্ধান্ত,ನಿರ್ಧಾರ
সিদ্ধান্ত গ্রহণ,ತೀರ್ಮಾನ ಮಾಡುವಿಕೆ
সিদ্ধান্ত গ্রহণ প্রক্রিয়া,ನಿರ್ಧಾರ ಪ್ರಕ್ರಿಯೆ
ঘোষণা,ಪ್ರಕಟಿಸುವುದು
আয়ের ঘোষণা,ಆದಾಯದ ಘೋಷಣೆ
ঘোষিত মান,ಘೋಷಿಸಿದ ಮೌಲ್ಯ
শপথ ঘোষণা,ಪ್ರಮಾಣವಚನದಲ್ಲಿ ಘೋಷಿಸಿ
ডিকোড,ಹಗಲು
ডিকন্ট্রোল,ಹತೋಟಿ ಮಾಡು
সজ্জা,ಅಲಂಕಾರ
হ্রাস,ಇಳಿಸು
ডিক্রি,ಸುಗಂಧ
উত্সর্গ,ಸಮರ್ಪಣೆ
বাদ,ಕಳೆಯಬಹುದಾದ
ছাড়,ಕಡಿತ
উত্স এ ছাড়,ಮೂಲದಲ್ಲಿ ಕಡಿತ
বেতন থেকে ছাড়,ಸಂಬಳದಿಂದ ಕಡಿತ
কাজ,ಪತ್ರ
বন্ধকের দলিল,ಅಡಮಾನದ ಪತ್ರ
গণ্য বিশ্ববিদ্যালয়,ಡೀಮ್ಡ್ ಯೂನಿವರ್ಸಿಟಿ
ডিফেস,ಅಪಹರಿಸು
ডি ফ্যাক্টো,ವಸ್ತುತಃ
ডিফলেশন,ಅಪಹರಣ
মানহানি,ಮಾನನಷ್ಟತೆ
ডিফল্ট,ಗಡಿಬಿಡಿ
খেলাপি,ಕಾಲ್ಚೀಲ
ত্রুটিযুক্ত,ದೋಷಯುಕ್ತ
প্রতিরক্ষা,ರಕ್ಷಣೆ
প্রতিরক্ষা পরামর্শ,ರಕ್ಷಣಾ ಸಲಹೆಗಾರ
প্রতিরক্ষা উত্পাদন,ರಕ್ಷಣಾ ಉತ್ಪಾದನೆ
প্রতিবাদী,ಪ್ರತಿವಾದಿ
স্থগিত,ಮುಂದೂಡಿಕೆ
স্থগিত ব্যয়,ಮುಂದೂಡಲ್ಪಟ್ಟ ಖರ್ಚು
ডিফায়েন্স,ಧಿಕ್ಕಾರ
ঘাটতি,ಕೊರತೆ
ঘাটতি বাজেট,ಕೊರತೆ ಬಜೆಟ್
সংজ্ঞায়িত,ವಿವರಿಸು
অস্বীকার করুন,ಧಿಕ್ಕರಿಸು
অবক্ষয়,ಅವನತಿ
ডিগ্রি,ಪದ
দেজুরে,ಕೈದಿಸು
বিলম্ব,ವಿಳಂಬ
প্রতিনিধি,ನಿಯೋಗಿ
প্রতিনিধি কর্তৃপক্ষ,ನಿಯೋಜಿತ ಅಧಿಕಾರ
প্রতিনিধি,ನಿಯೋಗ
ক্ষমতার প্রতিনিধি,ಅಧಿಕಾರಗಳ ನಿಯೋಗ
মুছে ফেলা,ಅಳಿಸು
মুছে ফেলা,ಅಳಿಸುವುದು
ভেবেচিন্তে,ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ
আলোচনা,ವಿವೇಚನೆ
ডেলিসেন্সিং,ಭವ್ಯತೆ
সীমানা,ಗೋಪುರ
বিতরণ,ತಲುಪಿಸು
বিতরণ,ವಿತರಣೆ
চাহিদা,ಬೇಡಿಕೆ
চাহিদা নোট,ಬೇಡಿಕೆಯ ಟಿಪ್ಪಣಿ
সীমানা,ಗಡಸು
ডেমি-সরকারী,ಅರ್ಧಾಧಿಕಾರದ
গণতন্ত্র,ಪ್ರಜಾಪ್ರಭುತ್ವ
প্রদর্শন,ಪ್ರದರ್ಶನ
ডিমোরালাইজেশন,ನಿಡೂ
ডেমিউরেজ,ತುತ್ತಾಗಿಸು
অস্বীকার,ನಿರಾಕರಣೆ
ডিনোমিনেশন,ಪಂಗಡ
ডি নভো,ದಾವೆ
অস্বীকার,ನಿರಾಕರಿಸು
প্রস্থান,ಹೊರಟು ಹೋಗು
বিভাগ,ವಿಭಾಗ
বিভাগীয়,ಇಲಾಖೆಯ
বিভাগীয় ক্রিয়া,ಇಲಾಖಾ ಕ್ರಿಯೆ
বিভাগীয় তদন্ত,ಇಲಾಖಾ ವಿಚಾರಣೆ
বিভাগীয় তদন্ত,ಇಲಾಖಾ ತನಿಖೆ
বিভাগীয় অনিয়ম,ಇಲಾಖೆಯ ಅಕ್ರಮ
বিভাগীয় গ্রন্থাগার,ವಿಭಾಗೀಯ ಗ್ರಂಥಾಲಯ
বিভাগীয় অবহেলা,ಇಲಾಖಾ ನಿರ್ಲಕ್ಷ್ಯ
বিভাগীয় অনুমতি,ಇಲಾಖೆಯ ಅನುಮತಿ
বিভাগীয় যোগ্যতা পরীক্ষা,ವಿಭಾಗೀಯ ಅರ್ಹತಾ ಪರೀಕ್ಷೆ
প্রস্থান,ನಿರ್ಗಮನ
নির্ভরতা শংসাপত্র,ಅವಲಂಬನೆ ಪ್ರಮಾಣಪತ್ರ
নির্ভরশীল,ಅವಲಂಬಿತ
নির্ভরযোগ্য শিশু,ಅವಲಂಬಿತ ಮಕ್ಕಳು
মোতায়েন,ನಿಯೋಜಿಸು
ডিপেন্টেন্ট,ದೊಡ್ಡ ವ್ಯಕ್ತಿ
নির্বাসন,ಗಡೀಪಾರು
ডিপোজ,ಶೋಧಿಸು
আমানত,ಠೇವಣಿ
ডিপো,ಡಿಪೊ
অবচয়,ಸವಕಳಿ
হতাশ শ্রেণি,ಖಿನ್ನತೆಗೆ ಒಳಗಾದ ವರ್ಗ
বঞ্চিত,ನೀಚಿಸು
ডেপুটেশন,ತತ್ತ್ವ
ডেপুটেশন ভাতা,ಕಪಾಟಿ ಭತ್ಯೆ
সহকারী,ಉಪ
নিয়ন্ত্রিত,ಪದದ
দায়িত্ব পালনে অবহেলা,ಕರ್ತವ್ಯದ ಅಪನಗದೀಕರಣ
Ereveration,ಸೋಗು
অবমাননা,ಅವಹೇಳನ
অবমাননাকর,ಅಪಹರಣಕಾರಕ
অবমাননাকর মন্তব্য,ಅವಹೇಳನಕಾರಿ ಹೇಳಿಕೆ
বংশোদ্ভূত,ವಾಣಿಜ್ಯ
বর্ণনা,ವಿವರಣೆ
যোগ্য,ಅರ್ಹ
নকশা,ವಿನ್ಯಾಸ
মনোনীত,ಗೊತ್ತುಮಾಡು
উপাধি,ಹುದ್ದೆ
প্রেরণ,ರವಾನಿಸು
প্রাণবধ নোট,ರವಾನೆ ಟಿಪ್ಪಣಿ
প্রেরণ নিবন্ধ,ರವಾನೆ
গন্তব্য,ತಲುಪುವ ದಾರಿ
নিঃস্ব,ನಿರ್ದಯವಾಗಿ
বিশদ,ವಿವರ
বিশদ,ವಿವರವಾದ
সনাক্ত করুন,ಪತ್ತೆ ಮಾಡು
আটক,ಬಂಧನ
ডিটেনু,ಬಂಧನ
সংকল্প,ನಿರ್ಣಯ
বাধা,ತಡೆಯುವಿಕೆ
ক্ষতি,ಹಾನಿ
ক্ষতিকারক,ಹಾನಿಕಾರಕ
অবমূল্যায়ন,ಅಪಮೌಲ್ಯೀಕರಣ
ধ্বংস,ವಿನಯ
উন্নয়ন,ಅಭಿವೃದ್ಧಿ
বিচ্যুত,ತಿರುಗು
যন্ত্র,ಸಾಧನ
ভক্তি,ಭಕ್ತಿ
নির্ণয়,ರೋಗ ನಿರ್ಣಯಿಸು
চিত্র,ರೇಖಾಚಿತ್ರ
ডায়েরি,ಡೈರಿ
ডিক্টেশন,ನಿರ್ದೇಶನ
মারা যায় না,ಅಲ್ಲ
ডায়েট,ಆಹಾರ
পরিপাক করা,ಜಿಗಿಲು
মর্যাদাপূর্ণ,ಘನತೆಯ
মর্যাদা,ಘನತೆ
ডিগ্রেশন,ವ್ಯಭಿಚಾರ
Dilatory,ಹಿಗ್ಗಿಸುವ
দ্বিধা,ಉಭಯಸಂಕಟ
পরিশ্রমী,ಪರಿಶ್ರಮದ
মাত্রা,ಆಯಾಮ
ডিপ্লোমা,ಡಿಪ್ಲೋಮ
কূটনীতি,ರಾಜತಾಂತ್ರಿಕತೆ
কূটনৈতিক অনাক্রম্যতা,ರಾಜತಾಂತ್ರಿಕ ವಿನಾಯಿತಿ
সরাসরি,ನೇರ
সরাসরি প্রতিযোগিতা,ನೇರ ಸ್ಪರ್ಧೆ
সরাসরি সাক্ষাত্কার,ನೇರ ಸಂದರ್ಶನ
অভিমুখ,ನಾಜೂಕಾದ
ডিরেক্টরি,ನಿರ್ದೇಶಕ
সরাসরি নিয়োগ,ನೇರ ನೇಮಕಾತಿ
অস্বীকার করুন,ತಪ್ಪಿಸು
অক্ষমতা,ಅಂಗವೇಕ್ಷಣೀಯ
প্রতিবন্ধী ব্যক্তি,ಅಂಗವಿಕಲ
অক্ষম সুবিধা,ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವ ಲಾಭ
অসুবিধা,ಅನನುಕೂಲ
একমত,ಒಪ್ಪಿಸು
অস্বীকার করা,ಅಂಗೀಕರಿಸದ
অস্বীকৃতি,ಅಸಮ್ಮತಿ
বিপর্যয়,ದುರಂತದ
দুর্যোগ ব্যবস্থাপনা,ವಿಪತ್ತು ನಿರ್ವಹಣೆ
ডিসব্যান্ড,ವಿಸರ್ಜಿಸು
বিতরণ,ವಿತರಣೆ
বাতিল করা,ತರಿಸು
স্রাব,ವಿಸರ್ಜನೆ
স্রাব স্লিপ,ವಿಸರ್ಜನೆ
শাস্তিমূলক ব্যবস্থা,ಶಿಸ್ತು ಕ್ರಮ
শৃঙ্খলাবদ্ধ পদ্ধতি,ಶಿಸ್ತು ವಿಧಾನ
শৃঙ্খলা,ಶಿಸ್ತು
অস্বীকার করুন,ತಪ್ಪೊಪ್ಪಿಕೊಂಡಿರುವುದನ್ನು ತಪ್ಪಿಸಿಕೊ
প্রকাশ,ಪ್ರಕಟಿಸು
অসন্তুষ্টি,ಅಸಮಾಧಾನ
বিচ্ছিন্নতা,ನಿಲ್ಲಿಸುವಿಕೆ
বন্ধ করুন,ನಿಲ್ಲಿಸು
মতবিরোধ,ಅಸಮಾಧಾನ
ছাড়,ರಿಯಾಯಿತಿ
আবিষ্কার,ಪತ್ತೆ
কুখ্যাত,ಅಪಖ್ಯಾತಿ
তাত্পর্য,ವ್ಯತ್ಯಾಸ
বিচক্ষণতা,ವಿವೇಚನೆ
বিচক্ষণ অনুদান,ವಿವೇಚನಾ ಅನುದಾನ
বিবেচনামূলক ক্ষমতা,ವಿವೇಚನೆ ಶಕ್ತಿ
বৈষম্য,ತಾರತಮ್ಯ
আলোচনা,ಚರ್ಚೆ
অসাধু,ವಂಚಕ
অসম্মান,ಅವಮರ್ಯಾದೆ
বিভাজন,ವಿಘಟನೆ
ডিস্ক,ಕೊರೆ
স্থানচ্যুতি,ಸ್ಥಳಾಂತರಿಸುವುದು
অসাধু,ವಿಶ್ವಾಸದ್ರೋಹದ
বরখাস্ত,ವಜಾಮಾಡಿಸು
বরখাস্ত,ವಜಾಮಾಡುವುದು
বরখাস্ত পদ্ধতি,ವಜಾಮಾಡುವ ವಿಧಾನ
অমান্য,ಸೇರಿಸು
ব্যাধি,ಅಣಿಕೆ
বিশৃঙ্খলা,ಅಸ್ವಸ್ಥಗೊಳಿಸು
বৈষম্য,ಅಸಮಾನತೆಗೆ
প্রেরণ বিভাগ,ರವಾನೆ ವಿಭಾಗ
বিতরণযোগ্য,ವಿಲೇವಾರಿ ಮಾಡಬಹುದಾದ
ছড়িয়ে ছিটিয়ে,ಹರಡು
বাস্তুচ্যুত,ಸ್ಥಳಾಂತರಗೊಂಡ
প্রদর্শন,ಪ್ರದರ್ಶನ
অসন্তুষ্টি,ಅಸಮಾಧಾನ
নিষ্পত্তি,ವಿಲೇವಾರಿ
নিষ্পত্তি,ವಿಲೇವಾರಿ
স্বভাব,ಇನಚಾತುರ್ಯ
নিষ্পত্তি,ಹೊರಹೊಮ್ಮಿಸು
বিতর্ক,ವಿವಾದಿಸು
অযোগ্যতা,ಅನರ್ಹತೆ
উপেক্ষা,ಕಡೆಗಣಿಸು
ভাঙ্গন,ಅಡ್ಡಿ
অসন্তুষ্টি,ಅಸಮಾಧಾನ
মতবিরোধ,ಭಿನ್ನಾಭಿಪ್ರಾಯ
বিপর্যয়,ಅಪಚಾರ ಮಾಡು
বিচ্ছিন্ন,ವಿಘಟಿಸು
দ্রবীভূত,ವಿಸರ್ಜನೆ
দ্রবীভূত,ವಿಸರ್ಜಿಸು
দূর শিক্ষন,ದೂರ ಶಿಕ್ಷಣ
ডিস্টিলি,ಬಂಡಿಲೆ ಮಾಡುವವಳು
স্বতন্ত্র,ವಿಶಿಷ್ಟ
পার্থক্য,ಪ್ರತ್ಯೇಕಿಸು
বিকৃতি,ಅಸ್ಪಷ್ಟತೆ
সঙ্কট,ಯಾತನೆ
বিতরণ,ವಿತರಣೆ ಮಾಡು
বিতরণ,ವಿತರಣೆ
জেলা,ಜಿಲ್ಲೆ
জেলা কেন্দ্র,ಜಿಲ್ಲಾ ಕೇಂದ್ರ
ঝামেলা,ಅಡ್ಡಿ
ডিট্টো,ನಲಿದಾರ
ডাইভার্সন,ತಿರುವು
লভ্যাংশ,ಲಾಭ
বিভাগ,ವಿಭಾಗ
বিবাহবিচ্ছেদ,ವಿಚ್ or ೇದನ
ডকেট,ಕಪ್ಪೆ
ডাক্তার,ವೈದ್ಯ
নথি,ದಾಖಲೆಗಳು
দালিলিক প্রমাণ,ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ
ডকুমেন্টেশন,ದಸ್ತಾವತಿ
আবাস,ನಿವಾಸ
আবাসিক শংসাপত্র,ನಿವಾಸ ಪ್ರಮಾಣಪತ್ರ
প্রভাবশালী,ಪ್ರಬಲ
অনুদান,ದಾನ
ডসিয়ার,ತಿಕ್ಕಲ
সন্দেহজনক,ಅನುಮಾನಾಸ್ಪದ
ডোভ টেলিং,ಪಾರಿವಾಳ
ডাউন গ্রেড,ಕೆಳಗಡೆ
খসড়া,ಕರಡು
খসড়া উত্তর,ಕರಡು ಪ್ರತ್ಯುತ್ತರ
কঠোর পরিমাপ,ತೀವ್ರವಾದ ಅಳತೆ
অঙ্কন,ಸೆರೆ
ড্রয়ার,ಡ್ರಾಯರ್
অঙ্কন,ಚಿತ್ರ
খরা,ಬರಗಾಲ
শুকনো প্রচার,ಶುಷ್ಕ ಪ್ರಚಾರ
দ্বৈত চার্জ,ಉಭಯಪಥ
দ্বৈত নাগরিকত্ব,ದ್ವಿ ಪೌರತ್ವ
বাকি,ಕಾರಣವಾದ
যথাযথ পরিশ্রম,ಸರಿಯಾದ ಪರಿಶ್ರಮ
বকেয়া,ಬಾಕಿ
যথাযথভাবে,ಸರಿಯಾಗಿ
নকল,ನಕಲು
