Punjabi,English
bauremann ਪ੍ਰਭਾਵ,Borrman effect
ਬੋਸ ਆਈਨਸਟਾਈਨ ਸੰਘਣਾ,Bose Einstein condensation
ਬੋਸ-ਕਣ,Bose particle
ਬੋਸ ਆਈਨਸਟਾਈਨ ਗੈਸ,Bose-Einstein gas
ਬੋਸ-ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ,Bose-Einstein statistics
ਬੋਸੋਨ,Boson
ਸਤਹੀ ਮੋਰੀ ਡਿਫਰੈਂਸ਼ੀਅਲ ਨਿਪਿਡ,Botom-hole differential pressure
"ਤਾਲਿਵਾਯੂ ਮਿਸ਼ਰਣ, ਤਾਲੀਵਾਟਕ",Bottom aerator
ਸਤ੍ਹਾ ਸੁਕਾਉਣ,Bottom drying
ਪਲੈਨਰ ਗੂੰਜ,Bottom echo
ਸਤ੍ਹਾ ਭਰਨ ਦਾ ਤਰੀਕਾ,Bottom feed method
ਸਤਹੀ ਬਲ,Bottom force
ਕੁਇੰਟੇਟ ਕੁਆਰਕ,Bottom quark
"ਛਾਲ, ਛਾਲ",Bounce
ਸੀਮਾਬੱਧ ਮਾਪ,Bound amplitude
ਬੰਨ੍ਹਿਆ ਜਨੂੰਨ,Bound charges
ਬੰਨ੍ਹਿਆ ਇਲੈਕਟ੍ਰੋਨ,Bound electron
ਬੰਨ੍ਹਿਆ ਕਣ,Bound particle
ਬੰਨ੍ਹਿਆ ਰਾਜ,Bound state
"ਸੀਮਾ, ਸੀਮਾ (ਐਡੀ.), ਹਾਸ਼ੀਏ (ਵਿ.)",Boundary
ਸੀਮਾ ਪੱਧਰ,Boundary layer
ਸੀਮਾ ਪੱਧਰ ਊਰਜਾ ਸਮੀਕਰਨ,Boundary layer energy equation
ਸੀਮਾ ਪੱਧਰ ਦੇ ਸਮੀਕਰਨ,Boundary layer equation
ਸੀਮਾ ਪੱਧਰ ਦਾ ਰੌਲਾ,Boundary layer noise
ਸੀਮੰਤ ਪ੍ਰਦੀਪ,Boundary lilght
ਮਾਮੂਲੀ ਮਾਰਕਰ,Boundary marker
ਤਣਾਅ ਨੂੰ ਸੀਮਿਤ,Boundary stress
ਸੀਮਾ ਪੱਧਰ ਕੰਟਰੋਲ,Boundary-layer control
"ਧਨੁ, ਗਜ਼",Bow
ਕਮਾਨ,Bow compass
ਸਮੁੰਦਰੀ ਜਹਾਜ਼ ਦੀ ਲਹਿਰ,Bow wave
ਤੀਰਅੰਦਾਜ਼ੀ,Bowed instrument
52-ਝਪਕੀ ਕੈਮਰਾ,Bowen-Knapp camera
ਤੀਰਅੰਦਾਜ਼ੀ,Bowing (of a string)
ਬਾਕਸ ਕਾਰ ਦੀ ਪੱਟੀ,Box car lengthener
"ਬਕਸ ਕੰਪਾਸ, ਬਾਕਸ ਪੁਆਇੰਟਰ",Box compass
ਬਕਸ ਕਾਰ,Box-car
ਬਾਕਸ ਕਾਰ ਸਰਕਟ,Box-car circuit
ਬਾਇਲਰ ਹੀਟਿੰਗ,Boyle point
boyle ਦਾ ਕਾਨੂੰਨ,Boyle's law
ਬਾਇਲਰ ਹੀਟਿੰਗ,Boyle's temperature
ਬ੍ਰਾ ਵੈਕਟਰ,Bra vector
ਸਭ ਤੋਂ ਤੰਗ ਕਰਵ,Brachistochrone
ਛੋਟਾ ਅੱਖਰ ਪ੍ਰਿਜ਼ਮ,Brachyprism
ਬਰੈਕਟ-ਕਲਾਸ,Bracket series
ਬ੍ਰੈਗ ਸਮੀਕਰਨ,Bragg equation
ਬ੍ਰੈਗ ਨਿਯਮ,Bragg law
ਬ੍ਰੈਗ ਰਿਸ਼ਤਾ,Bragg relationship
ਬ੍ਰੈਗ ਸਕੈਟਰਿੰਗ,Bragg scattering
ਬ੍ਰੈਗ ਸਪੈਕਟਰੋਮੀਟਰ,Bragg spectrometer
ਬ੍ਰੈਗ-ਗ੍ਰੇ ਕੋਟਰ,Bragg-Gray cavity
ਬ੍ਰੈਗ-ਗ੍ਰੇ ਕੋਟਰ ਥਿਊਰੀ,Bragg-Gray cavity principle
bragg-ਤਲ,Bragg's plane
ਬ੍ਰੈਗ-ਗੈਪ,Bragg's spacing
ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ,Braided wire
ਬ੍ਰੇਕ ਹਾਰਸਪਾਵਰ,Brake horse power
ਬ੍ਰੇਕ ਦਾ ਮਤਲਬ ਪ੍ਰਭਾਵੀ ਦਬਾਅ ਹੈ,Brake mean effective pressure
ਬ੍ਰੇਕ ਪੈਰਾਸ਼ੂਟ,Brake parachute
ਬਰੇਕ ਥਰਮਲ ਕੁਸ਼ਲਤਾ,Brake thermal efficiency
ਬ੍ਰੇਕ ਕਲਾਸ,Braking orbit
ਬ੍ਰੇਕ ਰਾਕੇਟ,Braking rocket
brama ਕੰਪ੍ਰੈਸਰ,Bramah press
ਸ਼ਾਖਾ ਸਰਕਟ,Branch circuit
ਸ਼ਾਖਾ ਰੁਕਾਵਟ,Branch impedance
ਸ਼ਾਖਾ ਨਿਰਦੇਸ਼,Branch instruction
ਸ਼ਾਖਾ ਬਿੰਦੂ,Branch point
ਬ੍ਰਾਂਚਿੰਗ,Branching
ਸ਼ਾਖਾ ਚੇਨ,Branching chain
ਸ਼ਾਖਾ ਅਨੁਪਾਤ,Branching fraction (=branching ratio)
ਬ੍ਰਾਂਚਿੰਗ ਪ੍ਰਕਿਰਿਆ,Branching process
ਸ਼ਾਖਾ ਅਨੁਪਾਤ,Branching ratio
ਸ਼ਾਖਾ ਨਿਯਮ,Branching rule
"ਬਹਾਦਰ ਜਾਲੀ, ਬਹਾਦਰ ਜਾਲੀ",Bravais lattice
"ਪਿੱਤਲ ਦੀ ਬਰੇਜ਼ਿੰਗ, ਪਿੱਤਲ ਦੀ ਸੋਲਡਰਿੰਗ",Braze
ਪ੍ਰਯੋਗ ਬੋਰਡ,Bread-board set up
ਵਿਛੋੜਾ,Break
ਕੁਨੈਕਟਰ ਤੋੜੋ,Break contact
ਚੀਰ ਦੇ ਲੱਛਣ,Break down characteristic
ਬਰੇਕ-ਆਫ ਕਨੈਕਟਰ,Break-before make contact
ਅੰਤਰਾਲ ਕਾਰਵਾਈ,Break-in operation
ਅੰਤਰਾਲ ਕੁੰਜੀ,Break-in-keying
ਭਜ ਜਾਣਾ,Breakaway
"ਫ੍ਰੈਕਚਰ ਡਾਇਡ, ਜ਼ੈਨਰ ਜ਼ਿਓਡ",Breakdown diode
ਰੁਕਾਵਟ ਨੂੰ ਤੋੜਨਾ,Breakdown impedance
ਤੋੜਨਾ,Breakdown rate
ਵੋਲਟੇਜ ਤੋੜਨਾ,Breakdown voltage
ਤੋੜਨ ਦੀ ਤਾਕਤ,Breaking strength
ਦਰਾੜ,Breaking-off
"ਬਰੀਡਰ ਰਿਐਕਟਰ, ਬਰੀਡਰ ਨਿਊਕਲੀਅਰ ਫਰਨੇਸ, ਬਰੀਡਰ ਫਰਨੇਸ",Breeder reactor
"retardant ਰੇਡੀਏਸ਼ਨ, bramstralung",Bremsstrahlung
brewster-ਕੋਣ,Brewster angle
ਬਰੂਸਟਰ ਫਰਿੰਜ,Brewster fringe
ਬੂਸਟਰ ਨਿਯਮ,Brewstrer's law
ਮੇਰੂ,Bridge
ਬ੍ਰਿਜਡ &#39;ਟੀ&#39; ਜਾਲ,Bridge 'T' network
ਪੁਲ ਸਰਕਟ,Bridge circuit
ਪੁਲ ਕੁਨੈਕਸ਼ਨ,Bridge connection
ਪੁਲ ਜੋੜੇ ਐਂਪਲੀਫਾਇਰ,Bridge coupled d.c. ampllifier
"ਪੁਲ ਵਿਧੀ, ਪੁਲ ਵਿਧੀ",Bridge method
ਪੁਲ ਮੋਡਿਊਲੇਟਰ,Bridge modulator
ਪੁਲ ਵੰਡਣ ਦੀ ਥਿਊਰੀ,Bridge-splitting theory
ਬ੍ਰਿਜਡ &#39;ਟੀ&#39; ਐਟੀਨੂਏਟਰ,Bridged 'T' attenuators
ਪੁਲ ਲਿੰਕ ਲਾਈਨ,Bridged end line
ਪੁਲ ਬੰਧਨ,Bridging
ਪੁਲ ਐਂਪਲੀਫਾਇਰ,Bridging ampllifier
ਪੁਲ ਲਾਭ,Bridging gain
ਪੁਲ ਗਰੁੱਪ,Bridging group
ਨੁਕਸਾਨ ਨੂੰ ਪੂਰਾ ਕਰਨਾ,Bridging loss
ਬ੍ਰਿਜਮੈਨ ਪ੍ਰਭਾਵ,Bridgman effect
"ਚਮਕਦਾਰ, ਚਮਕਦਾਰ, ਚਮਕਦਾਰ",Bright
ਪ੍ਰਭਾਸ ਫਿਲਮ,Bright film
ਚਮਕਦਾਰ ਲਾਈਨ ਸਪੈਕਟ੍ਰਮ,Bright line spectrum
"ਲਾਈਟ-ਬੈਂਡ ਮਾਡਲ, ਲਾਈਟ-ਬੈਂਡ ਈਕੋ",Bright-band echoes
ਰੋਸ਼ਨੀ ਵਾਲੀ ਨਬਜ਼,Brightening pulse
"ਦੂਤਿ, ਪ੍ਰਭਾ",Brightness
ਚਮਕ ਕੰਟਰੋਲ,Brightness control
ਪਾਬੰਦੀ ਦੀ ਰੋਸ਼ਨੀ,Brightness of image
ਚਮਕ ਪੈਮਾਨਾ,Brightness scale
ਚਮਕਦਾਰ ਗਰਮੀ,Brightness temperature
briluvan ਵਹਾਅ,Brillouin flow
ਬ੍ਰਿਲੁਵਨ ਫੰਕਸ਼ਨ,Brillouin function
ਬ੍ਰਿਲੁਵਨ ਖਿੰਡਾਉਣਾ,Brillouin scattering
ਬ੍ਰਿਲੁਵਾਨ ਖੇਤਰ,Brillouin zone
brickman ਸਪਾਈਕ,Brinkman spike
ਬ੍ਰਿਟਿਸ਼ ਸਟੈਂਡਰਡ ਮੋਮਬੱਤੀ,British Standard Candle
ਭੁਰਭੁਰਾ,Brittle
ਭੁਰਭੁਰਾ ਫ੍ਰੈਕਚਰ,Brittle fracture
ਭੁਰਭੁਰਾ ਸਮੱਗਰੀ,Brittle substance
ਭੁਰਭੁਰਾ ਗਰਮੀ,Brittle temperature
ਭੁਰਭੁਰਾਪਨ,Brittleness
ਸਟੂਡੀਓ ਰੋਸ਼ਨੀ,Broad
ਵਾਈਡ ਬੈਂਡ ਐਂਪਲੀਫਾਇਰ,Broad band amplifier
ਵਿਆਪਕ ਪਹਿਰੇਦਾਰ klystran,Broad band klystron
"ਪ੍ਰਿਥੂ ਬੈਂਡ ਐਨ. ਐਮ.ਆਰ. ਸਪੈਕਟਰੋਮੀਟਰ, ਅਰਥਬੈਂਡ ਐਨ. ਐਮ.ਆਰ. ਸਪੈਕਟਰੋਮੀਟਰ",Broad band NMR spectrometer
ਵਿਆਪਕ ਰੇਡੀਏਸ਼ਨ ਬੀਮ ਸਮਾਈ,Broad beam absorption
ਧਰਤੀ ਸ਼ਤੀਰ ਦਾ ਸੜਨ,Broad beam attenuation
ਵਿਆਪਕ ਨਬਜ਼,Broad pluse
ਵਿਆਪਕ ਗੂੰਜ,Broad resonance
ਇਕੁਇਰੈਕਟੈਂਗੁਲਰ ਸਥਿਤੀ (ਬੀ-ਸਥਿਤੀ),Broad side on position (B position)
ਵਿਸਤ੍ਰਿਤ ਟਿਊਨਿੰਗ,Broad tuning
ਵਿਆਪਕ ਖੁਸ਼ੀ,Broad warps (flexure)
ਪ੍ਰਸਾਰਣ ਕਾਰਜ,Broadcast application
ਫੈਲਾਅ ਖੇਤਰ,Broadcast coverage
ਪ੍ਰਸਾਰਣ ਦਿਨ,Broadcast day
ਪ੍ਰਸਾਰਣ,Broadcasting
ਵਿਆਪਕ ਸਮਾਈ ਲਾਈਨ,Broadened absorption line
ਵਿਸਤ੍ਰਿਤ ਪੱਧਰ,Broadened level
ਬਾਅਦ ਵਿੱਚ,Broadside
oblique antenna ਐਰੇ,Broadside antenna array
"ਟ੍ਰਾਂਸਵਰਸ ਟੱਕਰ, ਪਾਸੇ ਦਾ ਪ੍ਰਭਾਵ",Broadside collision
ਬਰੋਗਲੀ ਫਾਰਮੂਲਾ,Broglie formula
ਖੰਡਿਤ ਕਰਵ,Broken curve
ਟੁੱਟੀ ਲਾਈਨ,Broken line
ਭੂਰਾ ਗਰਮੀ ਟੈਸਟ,Brown heat test
ਭੂਰੀ ਮੋਸ਼ਨ,Brownian motion
ਬ੍ਰਾਊਨੀ-ਸਪੀਡ,Brownian movements
ਭੂਰੇ ਕਣ,Brownian particle
"ਤੋੜਨਾ, ਤੋੜਨਾ",Brreak down
ਉਪਜਾਊ ਸ਼ਕਤੀ ਅਨੁਪਾਤ,Brreeding ratio
"ਉਲਟਾ ਐਂਟੀਨਾ, ਬਰੂਸ ਐਂਟੀਨਾ",Bruce antenna
"ਕੁਚੀ, ਬੁਰਸ਼, ਕੁਰਚ, ਗੁਲਮ",Brush
Burruss ਸੰਪਰਕ ਨੁਕਸਾਨ,Brush contact loss
"ਕੋਰਚ ਸੰਪਰਕ ਪ੍ਰਤੀਰੋਧ, ਬੁਰਸ਼ ਸੰਪਰਕ ਪ੍ਰਤੀਰੋਧ",Brush contact resistance
"ਕਰਚ ਬਲਾਈਟ ਮਸ਼ੀਨ, ਬੁਰਸ਼ ਬਲਾਈਟ ਮਸ਼ੀਨ",Brush dewing machine
ਬੁਰਸ਼ ਇਮਰਸ਼ਨ,Brush discharge
"ਬੁਰਸ਼-ਧਾਰਕ, ਕੁਰਖ-ਧਾਰਕ",Brush holder
"ਕੁਰਚ ਮਸ਼ੀਨ, ਬੁਰਸ਼ ਮਸ਼ੀਨ",Brush machine
"ਕੱਛ ਚਿੰਨ੍ਹ, ਬੁਰਸ਼ ਚਿੰਨ੍ਹ",Brush mark
ਬੀਟੀ-ਕਰੋਡ ਕ੍ਰਿਸਟਲ,BT cut crystal bubble
"ਬੁਲਬੁਲਾ, ਬੁਲਬੁਲਾ (ਐਡੀ.), ਬੁਲਬੁਲਾ (ਵਰ.)",Bubble
ਬੁਲਬੁਲਾ ਬਸੰਤ ਪੇਚ,Bubble adjexting screw
ਬੁਲਬੁਲਾ ਸੈੱਲ,Bubble chamber
ਬੁਲਬੁਲਾ ਓਵਰਵੋਲਟੇਜ,Bubble overvoltage
ਬੁਲਬੁਲਾ ਬਿੰਦੂ,Bubble point
ਬੁਲਬੁਲਾ ਕਿਸ਼ਤੀ,Bubble raft
ਬੁਲਬੁਲਾ ਟੈਸਟ,Bubble tester
ਬੁਲਬੁਲਾ ਕਾਲਮ,Bubble tower
ਬੁਲਬੁਲਾ ਦਰਸ਼ਕ ਪ੍ਰਿਜ਼ਮ,Bubble viewing prism
ਬੁਲਬੁਲਾ ਵਿਸਕੋਮੀਟਰ,Bubble viscometer
ਵੱਡਦਰਸ਼ੀ ਕੱਚ,Bubble window counter
ਪ੍ਰਭਾਵ,Bubbling
ਬੁਲਬੁਲਾ ਢੰਗ,Bubbling method
ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲੀ ਬੈਟਰੀ,Bucking battery
ਮੁਆਵਜ਼ਾ ਸਰਕਟ,Bucking circuit
ਪਿਛਾਖੜੀ ਕੁੰਡਲੀ,Bucking coil
ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲੀ ਵੋਲਟੇਜ,Bucking voltage
ਸੰਕੁਚਨ,Buckling
ਮੁੜ ਮੁੜ,Buckling lag
ਸੰਕੁਚਨ ਲੋਡ,Buckling load
ਛੂਤ ਦੀ ਪਰਿਕਲਪਨਾ,Bucklling hypothesis
"ਐਮਫੋਟੇਰਿਕ ਪ੍ਰਤੀਰੋਧ, ਬਫਰ",Buffer
"amp-ਰੋਧਕ ਕਾਰਵਾਈ, ਬਫਰ ਕਾਰਵਾਈ",Buffer action
ਬਫਰ ਐਂਪਲੀਫਾਇਰ,Buffer amplifier
ਆਮ ਪ੍ਰਤੀਰੋਧਕਤਾ,Buffer capacity
ਬਫਰ ਸ਼ੀਟ,Buffer card
"amp ਪ੍ਰਤੀਰੋਧ ਕੰਟਰੋਲਰ, ਬਫਰ ਰੈਗੂਲੇਸ਼ਨ",Buffer control
"ਅੰਬੀਨਟ ਪ੍ਰਤੀਰੋਧ ਸੂਚਕਾਂਕ, ਬਫਰ ਸੂਚਕਾਂਕ",Buffer index
ਬਫਰ ਨਿਵੇਸ਼,Buffer input
ਬਫਰ ਚੈੱਕ,Buffer inquiry
ਬਫਰ ਨਿਕਾਸ,Buffer output
"ਅੰਬੀਨਟ ਪ੍ਰਤੀਰੋਧ ਅਨੁਪਾਤ, ਬਫਰ ਅਨੁਪਾਤ",Buffer ratio
ਬਫਰ ਜਵਾਬ,Buffer reply
ਬਫਰ ਬਸੰਤ,Buffer spring
ਬਫਰ ਸਟੋਰੇਜ਼,Buffer storage
ਬਫਰ ਟਿਊਬ,Buffer tube
ਖੁਸ਼ਹਾਲ ਰੋਧਕ,Buffered
ਬਫਰ ਕੰਪਾਈਲਰ,Buffered computer
ਆਮ ਵਿਰੋਧ,Buffering
"ਖੁਸ਼ਹਾਲ ਪ੍ਰਤੀਰੋਧ, ਬਫਰਿੰਗ ਸਮਰੱਥਾ, ਬਫਰਿੰਗ ਸਮਰੱਥਾ",Buffering capacity
ਬਿਗਲ,Bugle
ਬਰਧਨ,Build up
ਵਧ ਰਹੀ ਮਿਆਦ,Build up time
"ਬੂਸਟਿੰਗ ਫੈਕਟਰ, ਫੈਕਟਰਿੰਗ ਫੈਕਟਰ",Build-up factor
ਧੁਨੀ ਵਿਗਿਆਨ,Building acoustics
ਅੰਦਰੂਨੀ ਜਾਂਚ,Built in check
ਬਿਲਟ-ਇਨ ਐਂਟੀਨਾ,Built-in antenna
ਬਿਲਟ-ਇਨ ਰੀਚਾਰਜ ਡਿਵਾਈਸ,Built-in-feedback mechanism
ਬੱਲਬ,Bulb
ਬੱਲਬ ਐਕਸਪੋਜਰ,Bulb exposurre
ਬੱਲਬ ਕਵਰ,Bulb flap
ਬੱਲਬ ਗਲਾਸ,Bulb glass
ਬੱਲਬ ਦੰਦ,Bulb teeth
ਬਲਬ ਟਿਊਬ,Bulb tube
ਐਮਬੌਸਿੰਗ ਮਕੈਨਿਜ਼ਮ (ਲੂਪ ਸਿਸਟਮ),Bulge system (=loop system)
"ਬਲਜ ਟੈਸਟ, ਬਲਜ ਟੈਸਟ",Bulge test
ਉਭਰਨਾ,Bulging
"ਵੌਲਯੂਮ, ਬਲਕ, ਪੁੰਜ, ਪੁੰਜ, ਫੰਕਸ਼ਨ",Bulk
ਵਾਲੀਅਮ ਜਵਾਬ,Bulk compliance
ਆਬਾਦੀ ਪ੍ਰਭਾਵ,Bulk effect
ਪੁੰਜ ਪ੍ਰਭਾਵ ਜੰਤਰ,Bulk effect device
ਵਾਲੀਅਮ ਲਚਕਤਾ,Bulk elasticity
ਆਬਾਦੀ ਰਿਕਾਰਡਰ,Bulk eraser
ਬਲਕ ਕਾਰਕ,Bulk factor
"ਬਲਕ ਹੈੱਡ, ਸੇਫਟੀ ਡਿਸਪਲੇਟਰ",Bulk head
ਵਾਲੀਅਮ ਜੀਵਨ ਕਾਲ,Bulk lifetime (volume lifetime)
ਵਾਲੀਅਮ ਲਚਕੀਲੇ ਗੁਣ,Bulk modulus
ਮੈਕਰੋ ਲਾਈਟ ਡਰਾਈਵਰ,Bulk photoconductor
ਆਬਾਦੀ ਦੀ ਜਾਇਦਾਦ,Bulk property
ਪੁੰਜ ਜਾਇਦਾਦ ਪ੍ਰਤੀਰੋਧ,Bulk property resistor
ਵਾਲੀਅਮ ਵਿਗਾੜ,Bulk strain
ਵਾਲੀਅਮ ਰੁਝਾਨ,Bulk susceptibililty
ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ,Bulk temperature
ਬੁੱਲਹੋਰਨ,Bullhorn
"ਬੁਲਜ, ਬੁਲਜ",Bump (in a curve)
ਉਛਾਲ ਸੰਪਰਕ,Bump contact
"ਝੁੰਡ, ਝੁੰਡ (ਐਨ.), ਕਲੱਸਟਰ ਹੋਣ ਲਈ (ਵਰ.)",Bunch
ਕਲੱਸਟਰਡ ਇਲੈਕਟ੍ਰੋਨ ਬੀਮ,Bunched electon beam
ਝੁੰਡ,Buncher
bunchy coater,Buncher cavity
ਕਲੱਸਟਰ ਖੇਤਰ,Buncher space
ਬੀਮ ਗਰੁੱਪ,Bundle of rays
ਬਨ ਗਲਤੀ ਸੰਸਲੇਸ਼ਣ,Bunn's error synthesis
ਬੰਸਨ ਸੈੱਲ,Bunsen cell
ਬੁਨਸੇਨ ਡਿਸਚਾਰਜ ਉਪਕਰਣ,Bunsen's effusion apparatus
"ਬੁਨਸੇਨ ਦਾ ਆਈਸ ਕੈਲੋਰੀਮੀਟਰ, ਬੁਨਸੇਨ ਦਾ ਆਈਸ ਥਰਮਾਮੀਟਰ",Bunsen's ice calorimeter
ਬੁਨਸੇਨ ਵੋਲਟਮੀਟਰ,Bunsen's voltameter
ਉਛਾਲ,Buoy
ਉਛਾਲ ਵਾਲਾ ਕਮਰਾ,Buoyance chamber
"ਉਛਾਲ, ਉਛਾਲ",Buoyancy
ਉਛਾਲ ਸੋਧ,Buoyancy correction
ਗੜਬੜ ਦਾ ਕੋਣ,Burble angle
ਟਰਿੱਗਰ ਪੁਆਇੰਟ,Burble point
ਬਰਗਰ ਸਰਕਟ,Burger's circuit
ਬਰਗਰ ਮਾਡਲ,Burger's model
ਬਰਗਰ ਵੈਕਟਰ,Burger's vector
ਚੋਰ ਘੰਟੀ,Burglar alarm
ਜ਼ਮੀਨੀ antenna,Buried aerial
ਪੂਰਾ ਇਗਨੀਸ਼ਨ ਸੂਚਕ,Burn out Indicator
ਪੂਰੀ ਇਗਨੀਸ਼ਨ,Burn-out
"ਬਰਨਰ, igniter",Burner
ਬਲਨ ਬਿੰਦੂ,Burning point
ਕੰਬਸ਼ਨ ਪ੍ਰਾਪਰਟੀਜ਼ ਇੰਡੈਕਸ,Burning qualilty index
ਬਲਨ ਦੀ ਦਰ,Burning rate
ਜ਼ਿਆਦਾ ਭੀੜ,Burning up=over exposure
ਬਲਨ ਜ਼ੋਨ,Burning zone
"ਵਿਸਫੋਟ, ਫਟਣਾ, ਫਿਸ਼ਰ",Burst
ਧਮਾਕੇ ਐਂਪਲੀਫਾਇਰ,Burst amplifer
ਫਿਸ਼ਰ ਡਿਟੈਕਟਰ,Burst can detector (=burst slug detector=burst cartridge dectctor)
ਧਮਾਕੇ ਦੀ ਕੁੰਜੀ,Burst keyer
ਫਟਣ ਵਾਲੀ ਨਬਜ਼,Burst pulse
ਬਰਸਟ ਵਾਲੀਅਮ,Burst size
ਬੱਸਬਾਰ,Busbar
"ਸਟ੍ਰੀਮ ਡਿਸਟ੍ਰੀਬਿਊਟਰ ਤਾਰ, ਬੱਸ ਤਾਰ",Buswire
ਲਾਈਨ ਵਿਅਸਤ,Busy line
ਵਿਅਸਤ ਟੋਨ,Busy tone
knuckle ਸੰਪਰਕ,Butt contact
ਹਿਲਟ ਜੋੜ,Butt joint
ਧੋਖੇਬਾਜ਼ ਰਿਫਲੈਕਟਰ,Butterfield
ਬਟਰਫਲਾਈ ਕੈਪੇਸੀਟਰ,Butterfly capacitor
ਬਟਰਫਲਾਈ ਸਰਕਟ,Butterfly circuit
ਬਟਰਫਲਾਈ ਢਿਬਰੀ,Butterfly nut
"ਬਟਰਫਲਾਈ ਔਸੀਲੇਟਰ, ਬਟਰਫਲਾਈ ਔਸੀਲੇਟਰ",Butterfly oscillator
ਬਟਰਫਲਾਈ ਰੈਜ਼ੋਨੇਟਰ,Butterfly resonator
ਬਟਰਫਲਾਈ ਵਾਲਵ,Butterfly valve
ਬਟਨ ਹੁੱਕ ਸੰਪਰਕ,Button hook contact
ਬਜ਼,Buzz (=dither)
buzz-ਉਸ ਦੀ ਸਵਿੱਚ,Buzz-hiss switch
ਬਜ਼ਰ,Buzzer
ਉਪ ਮਾਰਗ ਕੰਟਰੋਲਰ,Bypass condenser
ਸਰਕਟ,Bypassing
ਸੀ-ਬੈਟਰੀ,C-battery
"ਸੀ-ਚਾਰਟ, ਸੀ-ਚਾਰਟ",C-chart
ਸੀ-ਡਿਸਪਲੇ,C-display
ਸੀ-ਪੱਧਰ,C-layer
c-ਨਿਊਟ੍ਰੋਨ,C-neutron
ਸੀ-ਦਰਸ਼ਕ,C-scope
ਸੀ-ਸੇਵਾ ਖੇਤਰ,C-service area
C ਮੁੱਲ,C-value
cgs ਵਿਧੀ,C.g.s. system
ਸੀ.ਪੀ.ਐਮ,C.P.M. (=critical path method)
"ਲਗਾਤਾਰ ਲਹਿਰ ਦਖਲ, CW ਦਖਲ",C.W interference
ਕੈਬਨ,Cabane
cabanes ਫੈਕਟਰ,Cabannes factor
ਕੈਬਨਿਟ ਲਾਊਡਸਪੀਕਰ,Cabinet loudspeaker
ਕੈਬਨਿਟ ਆਰਗਨ,Cabinet organ
"ਸਮੁੰਦਰੀ ਤਾਰ, ਕੇਬਲ",Cable
ਕੇਬਲ ਕਾਰ,Cable car
ਕੇਬਲ ਡੋਰੀ,Cable cord
ਕੇਬਲ ਲਾਈਨ,Cable line
ਕੇਬਲ ਰੈਕ,Cable rack
cabille ਰੇਸ਼ਮ,Cable silk
ਕੇਬਲ ਸਿਸਟਮ,Cable system
ਕੇਬਲਗ੍ਰਾਮ,Cablegram
cadac,Caddac
ਕੈਡਮੀਅਮ,Cadmium
ਕੈਡਮੀਅਮ ਸੈੱਲ,Cadmium cell
ਕੈਡਮੀਅਮ-ਇਲੈਕਟਰੋਡ,Cadmium electrode
ਕੈਡਮੀਅਮ-ਨਿਕਲ ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ,Cadmium nickel accumulator
ਕੈਡਮੀਅਮ ਅਨੁਪਾਤ,Cadmium ratio
ਕੈਡਮੀਅਮ-ਵਾਸ਼ਪ-ਦੀਵਾ,Cadmium vapour lamp
ਕੈਡਮੀਅਮ ਪੀਲਾ,Cadmium yellow
ਸੀਜ਼ੀਅਮ-ਸੈੱਲ,Caesium cell
ਪੰਜਾਰ ਐਂਟੀਨਾ,Cage antenna
ਪੰਜਾਰ ਡਾਈਪੋਲ,Cage dipole
ਪੰਜਰ ਪ੍ਰਭਾਵ,Cage effect
ਪੰਜਾਰ ਗਰਿੱਡ,Cage grid
calandria,Calandria
ਗਣਨਾ ਕਰਨ ਲਈ,Calculate
ਗਣਨਾ,Calculating
"ਕੈਲਕੁਲੇਟਰ, ਕੈਲਕੁਲੇਟਰ",Calculating machine
ਗਣਨਾ*,Calculation
ਕੰਪਿਊਟੇਸ਼ਨਲ ਐਕਸ਼ਨ ਵਿਧੀ,Calculational procedure
"ਕੈਲਕੁਲੇਟਰ, ਕੈਲਕੁਲੇਟਰ",Calculator
ਕੈਲੰਡਰ,Calender
"ਵਹਾਅ, ਘੱਟੋ-ਘੱਟ ਵਿਆਸ, ਵਿਆਸ",Caliber
"ਕੈਲੀਬ੍ਰੇਸ਼ਨ, ਕੈਲੀਬ੍ਰੇਸ਼ਨ, ਰੀਵਿਜ਼ਨ",Calibrate
"ਕੈਲੀਬ੍ਰੇਸ਼ਨ ਗੁਣਕ, ਕੈਲੀਬ੍ਰੇਸ਼ਨ ਗੁਣਕ",Calibration factor
ਕੈਲੀਬ੍ਰੇਸ਼ਨ ਕੋਡ,Calilbrating mass
ਬੁਲਾਓ,Call in
"ਕਾਲ ਪੁਆਇੰਟਰ, ਕਾਲ ਪੁਆਇੰਟਰ",Call indicator
ਘੋਸ਼ਣਾ ਪੱਤਰ,Call letters
ਕਾਲ ਨੰਬਰ,Call number
ਕਾਲ ਸਿਗਨਲ,Call signal
ਕਾਲ ਸ਼ਬਦ,Call word
ਕਾਲ ਸੂਚਕ ਨਬਜ਼,Call-indicator pulse
