Assamese,Punjabi
ডিজিটাইজাৰ,ਡਿਜੀਟਾਈਜ਼ਰ
ডাইঅ&#39;ড,ਡਾਇਓਡ
পোনপটীয়া,ਸਿੱਧਾ
প্ৰত্যক্ষ ঠিকনা,ਸਿੱਧਾ ਪਤਾ
প্ৰত্যক্ষ ৰূপান্তৰ,ਸਿੱਧਾ ਪਰਿਵਰਤਨ
প্ৰত্যক্ষ সংযোজন,ਸਿੱਧੀ ਜੋੜੀ
প্ৰত্যক্ষ মেমৰি অভিগম (DMA),ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)
প্ৰত্যক্ষ স্মৃতিশক্তি প্ৰৱেশ (DMA),ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)
প্ৰত্যক্ষ পদ্ধতি,ਸਿੱਧੀ ਵਿਧੀ
নিৰ্দেশনা,ਨਿਰਦੇਸ਼
ডাইৰেকটৰী,ਡਾਇਰੈਕਟਰੀ
ডাইৰেকটৰি চাৰ্ভাৰ,ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ
ডাইৰেকটৰি সেৱা,ਡਾਇਰੈਕਟਰੀ ਸੇਵਾ
অক্ষম,ਅਯੋਗ
সংকেত নিষ্ক্ৰিয় কৰা,ਅਸਮਰੱਥ ਸਿਗਨਲ
সংযোগ বিচ্ছিন্ন কৰক,ਡਿਸਕਨੈਕਟ ਕਰੋ
বিচ্ছিন্ন,ਵੱਖਰਾ
ডিস্ক,ਡਿਸਕ
ডিষ্কৰ ঠিকনা,ਡਿਸਕ ਪਤਾ
ডিষ্ক এৰে,ਡਿਸਕ ਐਰੇ
ডিষ্কৰ ক্ষমতা,ਡਿਸਕ ਸਮਰੱਥਾ
ডিষ্ক ড্ৰাইভ,ਡਿਸਕ ਡਰਾਈਵ
ডিষ্ক নথিপত্ৰ,ਡਿਸਕ ਫਾਈਲ
ডিষ্ক মেমৰি,ਡਿਸਕ ਮੈਮੋਰੀ
ডিষ্ক কাৰ্য্যকৰপ্ৰণালী (DOS),ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DOS)
ডিষ্ক পেক,ਡਿਸਕ ਪੈਕ
ডিষ্ক চাৰ্ভাৰ,ਡਿਸਕ ਸਰਵਰ
ডিষ্ক সংৰক্ষণ,ਡਿਸਕ ਸਟੋਰੇਜ਼
ডিস্কেট,ਡਿਸਕੇਟ
ফাইল প্ৰদৰ্শন কৰক,ਡਿਸਪਲੇ ਫਾਇਲ
ছবি প্ৰদৰ্শন কৰক,ਡਿਸਪਲੇ ਚਿੱਤਰ
নিষ্পত্তি,ਨਿਪਟਾਰੇ
দূৰত্ব,ਦੂਰੀ
দূৰত্বৰ ফলন,ਦੂਰੀ ਫੰਕਸ਼ਨ
বিকৃতি,ਵਿਗਾੜ
বিতৰণ কৰা হৈছে,ਵੰਡਿਆ
বিতৰণ কৰা তথ্য,ਵੰਡਿਆ ਡਾਟਾ
বিতৰণ কৰা চাৰ্ভাৰ,ਵੰਡਿਆ ਸਰਵਰ
বিতৰণ কৰা ব্যৱস্থা,ਵੰਡਿਆ ਸਿਸਟਮ
বিতৰণমূলক,ਵੰਡਣ ਵਾਲਾ
নথিপত্ৰ,ਦਸਤਾਵੇਜ਼
নথিপত্ৰ উদ্ধাৰ কৰা হৈছে,ਦਸਤਾਵੇਜ਼ ਮੁੜ ਪ੍ਰਾਪਤ ਕੀਤਾ
নথিপত্ৰ উইন্ডো,ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ
নথিপত্ৰ,ਦਸਤਾਵੇਜ਼
ডমেইন,ਡੋਮੇਨ
ডমেইনৰ নাম,ਡੋਮੇਨ ਨਾਮ
ডট মেট্ৰিক্স প্ৰিন্টাৰ,ਡਾਟ ਮੈਟਰਿਕਸ ਪ੍ਰਿੰਟਰ
তললৈ,"ਥੱਲੇ, ਹੇਠਾਂ, ਨੀਂਵਾ"
ডাউন লিংক,ਡਾਊਨ ਲਿੰਕ
ডাউন লোডিং,ਡਾਊਨ ਲੋਡਿੰਗ
ডাউন টাইম,ਘੱਟ ਸਮਾਂ
ড্ৰেগিং কৰা,ਖਿੱਚਣਾ
DRAM (ডাইনামিক ৰেম),DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ)
ড্ৰিফ্ট,ਵਹਿਣਾ
ড্ৰাইভাৰ,ਡਰਾਈਵਰ
টোপাল,ਸੁੱਟੋ
ড্ৰপ ডাউন তালিকা বাকচ,ਡ੍ਰੌਪ ਡਾਊਨ ਸੂਚੀ ਬਾਕਸ
ড্ৰাম ড্ৰাইভ,ਡਰੱਮ ਡਰਾਈਵ
ড্ৰাম প্ৰিন্টাৰ,ਡਰੱਮ ਪ੍ਰਿੰਟਰ
ড্ৰাম ইউনিট,ਡਰੱਮ ਯੂਨਿਟ
দ্বৈত,ਦੋਹਰਾ
দ্বৈত ঘনত্ব,ਦੋਹਰੀ ਘਣਤਾ
ডামি ঠিকনা,ਨਕਲੀ ਪਤਾ
ভাণ্ডাৰ,ਡੰਪ
ডুপ্লেক্স বৰ্তনী,ਡੁਪਲੈਕਸ ਸਰਕਟ
ডুপ্লেক্সিং,ਡੁਪਲੈਕਸਿੰਗ
ডুপ্লিকেট কৰক,ਡੁਪਲੀਕੇਟ
ডিভিডি R/W,DVD R/W
DVD ROM,DVD ROM
গতিশীল নিৰ্দেশনা,ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ
গতিশীল স্মৃতিশক্তি,ਗਤੀਸ਼ੀਲ ਮੈਮੋਰੀ
গতিশীলতা,ਗਤੀਸ਼ੀਲਤਾ
ইবিচিডিআইচি,ਈ.ਬੀ.ਸੀ.ਡੀ.ਆਈ.ਸੀ
ই-ব্যৱসায়,ਈ-ਕਾਰੋਬਾਰ
প্ৰতিধ্বনি,echo
ই-কমাৰ্চ,ਈ-ਕਾਮਰਸ
সম্পাদনা কৰক,ਸੰਪਾਦਿਤ ਕਰੋ
সম্পাদক,ਸੰਪਾਦਕ
শৈক্ষিক প্ৰযুক্তি,ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ
ইইপি ৰম,EEP ਰੋਮ
ফলপ্ৰসূ ঠিকনা (ভাসমান ঠিকনা),ਪ੍ਰਭਾਵੀ ਪਤਾ (ਫਲੋਟਿੰਗ ਪਤਾ)
ফলপ্ৰসূ অপাৰেণ্ড ঠিকনা,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਸੰਚਾਲਨ ਪਤਾ
ফলপ্ৰসূ পদ্ধতি,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਵਿਧੀ
ফলপ্ৰসূ UID (ব্যৱহাৰকাৰী চিনাক্তকৰণ),ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID (ਉਪਭੋਗਤਾ ਪਛਾਣ)
ফলপ্ৰসূ সংক্ৰমণ অপাৰেণ্ড,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਸੰਚਾਲਨ
আঠ-বিট বাইট,ਅੱਠ-ਬਿੱਟ ਬਾਈਟ
ই-লাৰ্নিং,ਈ-ਲਰਨਿੰਗ
নিৰ্বাচন-algirthm,ਚੋਣ-ਅਲਗਰਥਮ
বৈদ্যুতিক মেইলিং (ই-মেইল),ਇਲੈਕਟ੍ਰਿਕ ਮੇਲਿੰਗ (ਈ-ਮੇਲ)
বৈদ্যুতিক প্ৰিন্টাৰ,ਇਲੈਕਟ੍ਰਿਕ ਪ੍ਰਿੰਟਰ
বৈদ্যুতিক একাউণ্টিং মেচিন,ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ
ইলেক্ট্ৰনিক,ਇਲੈਕਟ੍ਰਾਨਿਕ
ইলেক্ট্ৰনিক ক্লিয়াৰেন্স চিষ্টেম (ECS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਕਲੀਅਰੈਂਸ ਸਿਸਟਮ (ECS)
ইলেক্ট্ৰনিক ডাটা বিনিময় (EDI),ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਇੰਟਰਚੇਂਜ (EDI)
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
ইলেক্ট্ৰনিক ফাইলিং,ਇਲੈਕਟ੍ਰਾਨਿਕ ਫਾਈਲਿੰਗ
ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਫੰਡ ਟ੍ਰਾਂਸਫਰ ਸਿਸਟਮ (EFTS)
ইলেক্ট্ৰনিক জাৰ্নেল,ਇਲੈਕਟ੍ਰਾਨਿਕ ਰਸਾਲੇ
ইলেক্ট্ৰনিক প্ৰকাশন,ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਕਾਸ਼ਨ
ইলেক্ট্ৰনিক চুইচ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿੱਚ
উপাদান,ਤੱਤ
ই-মেইল,ਈ - ਮੇਲ
ই-মেইল ঠিকনা,ਈਮੇਲ ਖਾਤਾ
এম্বেডেড চিস্টেম,ਏਮਬੈਡਡ ਸਿਸਟਮ
এম্বেডিং,ਏਮਬੈਡਿੰਗ
এমিটাৰ কাপল লজিক (ECL),ਐਮੀਟਰ ਜੋੜੇ ਤਰਕ (ECL)
খালী ষ্টেক,ਖਾਲੀ ਸਟੈਕ
খালী ষ্ট্ৰিং,ਖਾਲੀ ਸਤਰ
অনুকৰণ,ਇਮੂਲੇਸ਼ਨ
এনকেপচুলেচন,encapsulation
encipher,ਐਨਸਾਈਫਰ
এনকোড কৰক,ਇੰਕੋਡ
এনকোডাৰ,ਏਨਕੋਡਰ
এনক্ৰেপ্ট কৰা তথ্য,ਐਨਕ੍ਰਿਪਟਡ ਡੇਟਾ
নথিপত্ৰপ্ৰণালীক এনক্ৰিপ্ট কৰা,ਐਨਕ੍ਰਿਪਟਿੰਗ ਫਾਈਲ ਸਿਸਟਮ
এনক্ৰিপচন,ਇਨਕ੍ਰਿਪਸ਼ਨ
ব্লকৰ শেষ,ਬਲਾਕ ਦਾ ਅੰਤ
ফাইলৰ শেষ (EOF),ਫਾਈਲ ਦਾ ਅੰਤ (EOF)
শেষ ব্যৱহাৰকাৰী,ਆਖਰੀ ਉਪਭੋਗਤਾ
প্ৰৱেশ কৰা,ਦਾਖਲ ਕਰੋ
এণ্টাৰ-কি,ਐਂਟਰ-ਕੁੰਜੀ
এণ্টাৰপ্ৰাইজ চাৰ্ভাৰ,ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਰਵਰ
উদ্যোগ ব্যৱস্থা,ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਿਸਟਮ
সত্তা,ਹਸਤੀ
সত্তা-সম্পৰ্ক,ਹਸਤੀ-ਰਿਸ਼ਤਾ
প্ৰৱেশৰ সময়,ਦਾਖਲਾ ਸਮਾਂ
প্ৰৱেশ চলক,ਇੰਦਰਾਜ਼ ਵੇਰੀਏਬਲ
গণনাযোগ্য,ਅਣਗਿਣਤ
পৰিৱেশ,ਵਾਤਾਵਰਣ
যুগ,ਯੁੱਗ
EPROM,EPROM
এপ্সিলন বন্ধ কৰা,epsilon ਬੰਦ
ইকুৱেলাইজাৰ,ਬਰਾਬਰੀ ਕਰਨ ਵਾਲਾ
সঁজুলি,ਉਪਕਰਨ
সমতুল্যতা শ্ৰেণী,ਸਮਾਨਤਾ ਵਰਗ
সমতুল্যতা সম্পৰ্ক,ਸਮਾਨਤਾ ਸਬੰਧ
মচি পেলাওক,ਮਿਟਾਓ
ক&#39;ড সংশোধন কৰাত ত্ৰুটি,ਗਲਤੀ ਠੀਕ ਕਰਨ ਵਾਲਾ ਕੋਡ
ভুল সংশোধন,ਗਲਤੀ ਸੁਧਾਰ
ভুল ধৰা পেলোৱা,ਗਲਤੀ ਖੋਜ
ভুল নিয়ন্ত্ৰণ,ਗਲਤੀ ਹੈਂਡਲਿੰਗ
ভুল বাৰ্তা,ਗਲਤੀ ਸੁਨੇਹਾ
ভুলৰ হাৰ,ਗਲਤੀ ਦਰ
ত্ৰুটি পুনৰুদ্ধাৰ,ਗਲਤੀ ਰਿਕਵਰੀ
ভুল ৰুটিন,ਗਲਤੀ ਰੁਟੀਨ
পলায়ন চৰিত্ৰ,ਬਚਣ ਦਾ ਕਿਰਦਾਰ
ইথাৰনেট,ਈਥਰਨੈੱਟ
কাৰ্যক্ৰম,ਘਟਨਾ
ইভেন্ট শৃংখল,ਘਟਨਾ ਲੜੀ
ইভেন্ট নিয়ন্ত্ৰণ,ਘਟਨਾ ਨਿਯੰਤਰਣ
ইভেন্ট কাউণ্টাৰ,ਘਟਨਾ ਕਾਊਂਟਰ
ব্যতিক্ৰম নিয়ন্ত্ৰণ,ਅਪਵਾਦ ਹੈਂਡਲਿੰਗ
বিনিময়যোগ্য ডিষ্ক সংৰক্ষণ,ਐਕਸਚੇਂਜਯੋਗ ਡਿਸਕ ਸਟੋਰੇਜ
বৰ্জন,ਬੇਦਖਲੀ
একচেটিয়া বা (XOR),ਵਿਸ਼ੇਸ਼ ਜਾਂ (XOR)
এক্সিকিউটেবল প্ৰগ্ৰেম,ਚੱਲਣਯੋਗ ਪ੍ਰੋਗਰਾਮ
কাৰ্য্যবাহী বিবৃতি,ਕਾਰਜਕਾਰੀ ਬਿਆਨ
বিস্তৃত অনুসন্ধান,ਪੂਰੀ ਖੋਜ
উপলব্ধ,ਮੌਜੂਦ ਹੈ
প্ৰস্থান,ਨਿਕਾਸ
বিশেষজ্ঞ ব্যৱস্থা,ਮਾਹਰ ਸਿਸਟਮ
অভিব্যক্তি,ਸਮੀਕਰਨ
সম্প্ৰসাৰিত গ্ৰাফিক এৰে (XGA),ਵਿਸਤ੍ਰਿਤ ਗ੍ਰਾਫਿਕ ਐਰੇ (XGA)
বৰ্ধিত উদ্যোগ মানদণ্ড (EIS),ਵਿਸਤ੍ਰਿਤ ਉਦਯੋਗ ਮਿਆਰ (EIS)
বৰ্ধিত মেচিন,ਵਿਸਤ੍ਰਿਤ ਮਸ਼ੀਨ
বৰ্ধিত স্মৃতিশক্তি,ਵਿਸਤ੍ਰਿਤ ਮੈਮੋਰੀ
বৰ্ধিত নিখুঁততা,ਵਿਸਤ੍ਰਿਤ ਸ਼ੁੱਧਤਾ
বৰ্ধিত সজাই পৰাই তোলা,ਵਿਸਤ੍ਰਿਤ ਛਾਂਟੀ
বাহ্যিক কল,ਬਾਹਰੀ ਕਾਲ
বাহ্যিক ভুল,ਬਾਹਰੀ ਗਲਤੀ
বাহ্যিক কাৰ্য্য,ਬਾਹਰੀ ਫੰਕਸ਼ਨ
বাহ্যিক বাধা,ਬਾਹਰੀ ਰੁਕਾਵਟ
বাহ্যিক স্মৃতিশক্তি,ਬਾਹਰੀ ਮੈਮੋਰੀ
বাহ্যিক স্মৃতিশক্তি,ਬਾਹਰੀ ਮੈਮੋਰੀ
বাহ্যিক মডেম,ਬਾਹਰੀ ਮਾਡਮ
বাহ্যিক উল্লেখ,ਬਾਹਰੀ ਹਵਾਲਾ
বাহ্যিক অনুসন্ধান,ਬਾਹਰੀ ਖੋਜ
বাহ্যিক সংৰক্ষণ ডিভাইচ,ਬਾਹਰੀ ਸਟੋਰੇਜ਼ ਜੰਤਰ
নিষ্কাশন,ਕੱਢਣਾ
বহিঃপ্ৰক্ষেপণ,ਐਕਸਟਰਪੋਲੇਸ਼ਨ
মুখ-আখৰ প্ৰিন্টাৰ,ਚਿਹਰਾ-ਚਰਿੱਤਰ ਪ੍ਰਿੰਟਰ
বিফল-নিৰাপদ কাৰ্য্য,ਅਸਫਲ-ਸੁਰੱਖਿਅਤ ਕਾਰਵਾਈ
বিফলতাৰ হাৰ,ਅਸਫਲਤਾ ਦੀ ਦਰ
বিফলতা পুনৰুদ্ধাৰ,ਅਸਫਲਤਾ ਰਿਕਵਰੀ
মিছা ক&#39;ড,ਗਲਤ ਕੋਡ
মিছা ভুল,ਗਲਤ ਗਲਤੀ
ফেন-ইন,ਪੱਖਾ-ਵਿੱਚ
ফেন-আউট,ਪੱਖਾ-ਬਾਹਰ
fascimile I/O ডিভাইচ,fascimile I/O ਡਿਵਾਈਸ
দ্ৰুত ফোৰিয়াৰ ৰূপান্তৰ (FFT),ਫਾਸਟ ਫੋਰੀਅਰ ਟ੍ਰਾਂਸਫਾਰਮ (FFT)
মাৰাত্মক ভুল,ਘਾਤਕ ਗਲਤੀ
ত্ৰুটি ধৰা পেলোৱা,ਨੁਕਸ ਖੋਜ
দোষ নিদান,ਨੁਕਸ ਨਿਦਾਨ
দোষ সহনশীলতা,ਨੁਕਸ ਸਹਿਣਸ਼ੀਲਤਾ
ফেক্স,ਫੈਕਸ
ফেক্স বাৰ্তা,ਫੈਕਸ ਸੁਨੇਹਾ
এফ ডি চি,FDC
বৈশিষ্ট্য ধৰা পেলোৱা,ਵਿਸ਼ੇਸ਼ਤਾ ਖੋਜ
ফিড চক্ৰ,ਫੀਡ ਚੱਕਰ
মতামত,ਸੁਝਾਅ
ফিডাৰ,ਫੀਡਰ
লৈ অনা,ਪ੍ਰਾਪਤ ਕਰੋ
fibonacci অনুসন্ধান,ਫਿਬੋਨਾਚੀ ਖੋਜ
fibonacci ক্ৰম,ਫਿਬੋਨਾਚੀ ਕ੍ਰਮ
fibonacci শৃংখলা,ਫਿਬੋਨਾਚੀ ਲੜੀ
ফাইবাৰ অপটিক্স,ਫਾਈਬਰ ਆਪਟਿਕਸ
ফিডো নেট,ਫਿਡੋ ਜਾਲ
ক্ষেত্ৰ,ਖੇਤਰ
পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ,ਪੰਜਵੀਂ ਪੀੜ੍ਹੀ ਦੇ ਕੰਪਿਊਟਰ
ফাইল,ਫਾਈਲ
ফাইল অভিগম পদ্ধতি,ਫਾਇਲ ਪਹੁੰਚ ਵਿਧੀ
ফাইল আবণ্টন টেবুল,ਫਾਇਲ ਵੰਡ ਸਾਰਣੀ
ফাইল সংকোচন,ਫਾਈਲ ਕੰਪਰੈਸ਼ਨ
ফাইল কপি কৰা,ਫਾਇਲ ਦੀ ਨਕਲ
ফাইল বিন্যাস,ਫਾਈਲ ਲੇਆਉਟ
ফাইল মাৰ্জ কৰক,ਫਾਈਲ ਅਭੇਦ
ফাইল পুনৰুদ্ধাৰ,ਫਾਇਲ ਰਿਕਵਰੀ
নথিপত্ৰ সংৰক্ষণ,ਫਾਇਲ ਸਟੋਰੇਜ਼
নথিপত্ৰ গঠন,ਫਾਇਲ ਬਣਤਰ
নথিপত্ৰপ্ৰণালী,ਫਾਇਲ ਸਿਸਟਮ
ফাইল স্থানান্তৰ,ਫਾਈਲ ਟ੍ਰਾਂਸਫਰ
নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP),ਫਾਈਲ ਟ੍ਰਾਂਸਫਰ ਪ੍ਰੋਟੋਕੋਲ (FTP)
ফিল্টাৰ,ਫਿਲਟਰ
চূড়ান্ত অৱস্থা,ਅੰਤਮ ਰਾਜ
সন্ধান কৰা,ਲੱਭੋ
সসীম অৱস্থাৰ যন্ত্ৰ,ਸੀਮਿਤ ਰਾਜ ਮਸ਼ੀਨ
জুইৰ দেৱাল,ਅੱਗ ਦੀ ਕੰਧ
ফাৰ্মৱেৰ,ਫਰਮਵੇਅਰ
প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক,ਪਹਿਲਾਂ ਆਓ ਪਹਿਲਾਂ ਸੇਵਾ ਕਰੋ
প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ,ਪਹਿਲੀ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ
প্ৰথম ইন প্ৰথম আউট (FIFO),ਫਸਟ ਇਨ ਫਸਟ ਆਊਟ (FIFO)
প্ৰথম ক্ৰমৰ যুক্তি,ਪਹਿਲਾ ਆਰਡਰ ਤਰਕ
প্ৰথম ক্ৰমৰ তত্ত্ব,ਪਹਿਲੀ ਆਰਡਰ ਥਿਊਰੀ
স্থিৰ বিভাজন,ਸਥਿਰ ਭਾਗ
পতাকা,ਝੰਡਾ
নমনীয় ডিষ্ক,ਲਚਕਦਾਰ ਡਿਸਕ
ফ্লপি ডিস্ক,ਫਲਾਪੀ ਡਿਸਕ
ফ্লপি ডিষ্ক ড্ৰাইভ (Fdd),ਫਲਾਪੀ ਡਿਸਕ ਡਰਾਈਵ (Fdd)
ফ্ল&#39; চাৰ্ট,ਵਹਾਅ ਚਾਰਟ
নিয়ন্ত্ৰণৰ প্ৰবাহ,ਕੰਟਰੋਲ ਦਾ ਵਹਾਅ
ফ্লাছ,ਫਲੱਸ਼
ফোল্ডাৰ,ਫੋਲਡਰ
ফন্ট,ਫੌਂਟ
ফন্ট পৰিয়াল,ਫੌਂਟ ਪਰਿਵਾਰ
বিদেশী চাবি,ਵਿਦੇਸ਼ੀ ਕੁੰਜੀ
প্ৰপত্ৰ,ਫਾਰਮ
আনুষ্ঠানিক ভাষা,ਰਸਮੀ ਭਾਸ਼ਾ
আনুষ্ঠানিক ব্যৱস্থা,ਰਸਮੀ ਸਿਸਟਮ
ফৰ্মেট,ਫਾਰਮੈਟ
ফৰ্মেটিং,ਫਾਰਮੈਟਿੰਗ
fortran,fortran
fortra প্ৰগ্ৰেমিং,fortran ਪ੍ਰੋਗਰਾਮਿੰਗ
ফৰৱাৰ্ড স্লেছ,ਅੱਗੇ ਸਲੈਸ਼
চতুৰ্থ প্ৰজন্মৰ কম্পিউটাৰ,ਚੌਥੀ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ
খণ্ড,ਟੁਕੜਾ
ফ্ৰেম,ਫਰੇਮ
মুক্ত নেট,ਮੁਫ਼ਤ ਨੈੱਟ
মুক্ত চফ্টৱেৰ ভেটি,ਮੁਫਤ ਸਾਫਟਵੇਅਰ ਫਾਊਂਡੇਸ਼ਨ
বিনামূলীয়া সংৰক্ষণ,ਮੁਫ਼ਤ ਸਟੋਰੇਜ਼
ফ্ৰীৱেৰ,ਮੁਫ਼ਤਵੇਅਰ
আগশাৰীৰ,ਅਗਰਾਂਤ
ফ্ৰন্ট পেনেল,ਸਾਹਮਣੇ ਪੈਨਲ
অনুষ্ঠান,ਫੰਕਸ਼ਨ
ফাংচন কি&#39;,ਫੰਕਸ਼ਨ ਕੁੰਜੀ
ফাংচন ৰেফাৰেন্স,ਫੰਕਸ਼ਨ ਦਾ ਹਵਾਲਾ
কাৰ্য্যকৰী নিৰ্ভৰশীলতা,ਕਾਰਜਾਤਮਕ ਨਿਰਭਰਤਾ
কাৰ্য্যকৰী পৰীক্ষণ,ਕਾਰਜਾਤਮਕ ਟੈਸਟਿੰਗ
অস্পষ্ট যুক্তি,ਫਜ਼ੀ ਤਰਕ
অস্পষ্ট ছেট,ਫਜ਼ੀ ਸੈੱਟ
লাভ কৰা,ਲਾਭ
খেলা গছ,ਖੇਡ ਦਾ ਰੁੱਖ
ফাঁক চৰিত্ৰ,ਪਾੜਾ ਅੱਖਰ
আৱৰ্জনা,ਕੂੜਾ
জাবৰ সংগ্ৰহ,ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ
জাবৰ সংগ্ৰহ,ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ
জাবৰত জাবৰ বাহিৰলৈ ওলাই যোৱা (GIGO),ਕੂੜਾ ਬਾਹਰ ਕੂੜਾ (GIGO)
গেট,ਕਪਾਟ
গেটৱে,ਗੇਟਵੇ
সাধাৰণ কাৰ্যসূচী,ਆਮ ਪ੍ਰੋਗਰਾਮ
সাধাৰণ কাৰ্যসূচী,ਆਮ ਪ੍ਰੋਗਰਾਮ
সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ,ਆਮ ਮਕਸਦ ਕੰਪਿਊਟਰ
সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ,ਆਮ ਮਕਸਦ ਕੰਪਿਊਟਰ
সাধাৰণ পঞ্জীয়ন,ਆਮ ਰਜਿਸਟਰ
সাধাৰণীকৰণ,ਸਧਾਰਣਕਰਨ
সাধাৰণীকৰণ,ਸਧਾਰਣਕਰਨ
সাধাৰণ উদ্দেশ্যৰ ভাষা,ਆਮ-ਉਦੇਸ਼ ਭਾਸ਼ਾ
সাধাৰণ উদ্দেশ্যৰ অপাৰেটিং sysem,ਆਮ-ਉਦੇਸ਼ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ
সাধাৰণ উদ্দেশ্যৰ পঞ্জীয়ন,ਆਮ ਮਕਸਦ ਰਜਿਸਟਰ
সৃষ্টি কৰা ভুল,ਪੈਦਾ ਕੀਤੀ ਗਲਤੀ
জেনেৰেটিং ফাংচন,ਬਣਾਉਣ ਫੰਕਸ਼ਨ
জেনেৰিক ক্লাছ,ਆਮ ਵਰਗ
জেনেৰিক ফাংচন,ਆਮ ਫੰਕਸ਼ਨ
জেনেৰিক নাম,ਆਮ ਨਾਮ
gigo,gigo
সাৰ্বজনীন,ਗਲੋਬਲ
গ্লোবেল ক&#39;ড,ਗਲੋਬਲ ਕੋਡ
গ্লোবেল লক,ਗਲੋਬਲ ਲਾਕ
গ্লোবেল নেটৱৰ্ক,ਗਲੋਬਲ ਨੈੱਟਵਰਕ
গ্লোবেল নেটৱৰ্ক,ਗਲੋਬਲ ਨੈੱਟਵਰਕ
গ্লোবেল ব্যৱহাৰকাৰী,ਗਲੋਬਲ ਉਪਭੋਗਤਾ
গ্লোবেল ভেৰিয়েবল,ਗਲੋਬਲ ਵੇਰੀਏਬਲ
বিশ্বায়ন,ਵਿਸ਼ਵੀਕਰਨ
gopher,ਗੋਫਰ
gopher ক্লায়েন্ট,ਗੋਫਰ ਗਾਹਕ
gopher চাৰ্ভাৰ,ਗੋਫਰ ਸਰਵਰ
gopher চাইট,ਗੋਫਰ ਸਾਈਟ
gopher স্থান,ਗੋਫਰ ਸਪੇਸ
graceful অৱক্ষয়,ਸੁੰਦਰ ਗਿਰਾਵਟ
ব্যাকৰণ পৰীক্ষক,ਵਿਆਕਰਣ ਜਾਂਚਕਰਤਾ
ব্যাকৰণ graceful প্ৰস্থান,ਵਿਆਕਰਣ ਸੁੰਦਰ ਨਿਕਾਸ
সৰ্বমুঠ,ਸਮੁੱਚੀ ਗਿਣਤੀ
গ্ৰাফ,ਗ੍ਰਾਫ਼
গ্ৰাফ প্লটিং,ਗ੍ਰਾਫ ਦੀ ਸਾਜ਼ਿਸ਼
গ্ৰাফিক চৰিত্ৰ,ਗ੍ਰਾਫਿਕ ਅੱਖਰ
গ্রাফিক নিয়ন্ত্রক,ਗ੍ਰਾਫਿਕ ਕੰਟਰੋਲਰ
গ্ৰাফিক ডাটা গঠন,ਗ੍ਰਾਫਿਕ ਡਾਟਾ ਬਣਤਰ
গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম,ਗ੍ਰਾਫਿਕ ਡਿਸਪਲੇਅ ਪ੍ਰੋਗਰਾਮ
গ্ৰাফিক প্ৰদৰ্শন ৰিজ&#39;লিউচন,ਗ੍ਰਾਫਿਕ ਡਿਸਪਲੇ ਰੈਜ਼ੋਲਿਊਸ਼ਨ
গ্ৰাফিক ভাষা,ਗ੍ਰਾਫਿਕ ਭਾਸ਼ਾ
গ্ৰাফিক ভাষা,ਗ੍ਰਾਫਿਕ ਭਾਸ਼ਾ
গ্ৰাফিক পেনেল,ਗ੍ਰਾਫਿਕ ਪੈਨਲ
গ্ৰাফিকেল এনিমেচন,ਗ੍ਰਾਫਿਕਲ ਐਨੀਮੇਸ਼ਨ
