Marathi,Odiya
डीबग,ତ୍ରୁଟିନିବାରଣ
निर्णय बॉक्स,ନିଷ୍ପତ୍ତି ବାକ୍ସ
निर्णयप्रक्रिया,ନିଷ୍ପତ୍ତି ଗ୍ରହଣ ପ୍ରକ୍ରିୟା
निर्णय समर्थन प्रणाली,ନିଷ୍ପତ୍ତି ସମର୍ଥନ ପ୍ରଣାଳୀ |
निर्णयाचे झाड,ନିଷ୍ପତ୍ତି ବୃକ୍ଷ |
डिकोडर,ଡିକୋଡର୍ |
विघटन तत्त्व,ବିଚ୍ଛେଦ ନୀତି |
डिक्रिप्शन,ଡିକ୍ରିପ୍ସନ୍
समर्पित चॅनेल,ଉତ୍ସର୍ଗୀକୃତ ଚ୍ୟାନେଲ |
समर्पित बंदर,ଉତ୍ସର୍ଗୀକୃତ ପୋର୍ଟ |
संरक्षण डेटा नेटवर्क (DDN),ପ୍ରତିରକ୍ଷା ତଥ୍ୟ ନେଟୱାର୍କ (DDN)
संरक्षण माहिती प्रणाली,ପ୍ରତିରକ୍ଷା ସୂଚନା ପ୍ରଣାଳୀ |
डीफ्रॅगमेंटेशन,ବିଭାଜନ
विलंब,ବିଳମ୍ବ
विलंब काउंटर,ବିଳମ୍ବ କାଉଣ୍ଟର
विलंब वेळ,ବିଳମ୍ବ ସମୟ
हटवा,ଡିଲିଟ୍ କରନ୍ତୁ |
हटवणे रेकॉर्ड,ବିଲୋପ ରେକର୍ଡ
परिसीमक,ଡିଲିମିଟର
डेल्टा मॉड्युलेशन,ଡେଲଟା ମଡ୍ୟୁଲେସନ୍
मागणी पेजिंग,ପେଜିଂ ଚାହିଦା |
डेमो,ଡେମୋ
demodulation,demodulation
demultiplexer,demultiplexer
विकृतीकरण,ନାମକରଣ
घनता,ଘନତା
अवलंबित्व,ନିର୍ଭରଶୀଳତା |
अवलंबून युनिट,ନିର୍ଭରଶୀଳ ଏକକ |
पंक्ती,dequeue
संदर्भ देणे,ଡିଫରେନ୍ସିଂ
व्युत्पन्न झाड,ଡେରିଭେସନ୍ ଗଛ |
व्युत्पन्न फील्ड,ପ୍ରାପ୍ତ କ୍ଷେତ୍ର
उतरत्या क्रमवारी,ଅବତରଣ କ୍ରମ |
डिझाइन,ଡିଜାଇନ୍
डेस्क कॅल्क्युलेटर,ଡେସ୍କ କାଲକୁଲେଟର
डेस्कटॉप संगणक,ଡେସ୍କ ଟପ୍ କମ୍ପ୍ୟୁଟର |
डेस्कटॉप सादरीकरण,ଡେସ୍କଟପ୍ ଉପସ୍ଥାପନା
डेस्कटॉप प्रकाशन (DTP),ଡେସ୍କଟପ୍ ପ୍ରକାଶନ (DTP)
डेस्कटॉप व्हिडिओ,ଡେସ୍କଟପ୍ ଭିଡିଓ
गंतव्य पत्ता,ଗନ୍ତବ୍ୟସ୍ଥଳ ଠିକଣା
विनाशक,ବିନାଶକାରୀ |
निर्धारक ऑटोमॅट्स,ନିର୍ଣ୍ଣୟକାରୀ ସ୍ୱୟଂଚାଳିତ |
विकसक,ବିକାଶକାରୀ
विकास प्रणाली,ବିକାଶ ବ୍ୟବସ୍ଥା
साधन,ଉପକରଣ
डिव्हाइस नियंत्रण युनिट,ଉପକରଣ ନିୟନ୍ତ୍ରଣ ଏକକ
डिव्हाइस नियंत्रक,ଉପକରଣ ନିୟନ୍ତ୍ରକ
डिव्हाइस व्यवस्थापन,ଉପକରଣ ପରିଚାଳନା
डिव्हाइस मोड,ଉପକରଣ ମୋଡ୍
निदान,ନିରାକରଣ
निदान प्रणाली,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ସିଷ୍ଟମ୍ |
निदान,ନିଦାନ
आकृती,ଚିତ୍ର
डायल,ଡାଏଲ୍ କରନ୍ତୁ |
डायल लाइन,ଡାଏଲ୍ ଲାଇନ୍ |
डायल टोन,ଡାଏଲ୍ ସ୍ୱର
डायल करा,ଡାଏଲ୍ ଅପ୍ କରନ୍ତୁ |
संवाद,ସଂଳାପ
डायलॉग बॉक्स,ଡାୟଲଗ୍ ବକ୍ସ
डायलअप मॉडेम,ଡାଏଲଅପ୍ ମୋଡେମ୍ |
आकारमान,ହୀରା
शब्दकोश,ଅଭିଧାନ
भिन्नता,ଭିନ୍ନତା
डिजिटल,ଡିଜିଟାଲ୍ |
डिजिटल चॅनेल,ଡିଜିଟାଲ୍ ଚ୍ୟାନେଲ୍ |
डिजिटल सर्किट,ଡିଜିଟାଲ୍ ସର୍କିଟ୍ |
डिजिटल संगणक,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
डिजिटल डेटा,ଡିଜିଟାଲ୍ ତଥ୍ୟ |
डिजिटल सुविधा,ଡିଜିଟାଲ୍ ସୁବିଧା
डिजिटल फिल्टर,ଡିଜିଟାଲ୍ ଫିଲ୍ଟର୍ |
डिजिटल लायब्ररी,ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |
डिजिटल मॉड्यूलेशन,ଡିଜିଟାଲ୍ ମୋଡ୍ୟୁଲେସନ୍
डिजिटल मॉनिटर,ଡିଜିଟାଲ୍ ମନିଟର |
डिजिटल चित्र,ଡିଜିଟାଲ୍ ଚିତ୍ର |
डिजिटल स्वाक्षरी,ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |
डिजिटल स्विच,ଡିଜିଟାଲ୍ ସୁଇଚ୍ |
डिजिटल ते अॅनालॉग (D/A) कनवर्टर,ଡିଜିଟାଲ୍ ଟୁ ଆନାଗଲ୍ (D / A) କନଭର୍ଟର |
डिजिटायझेशन,ଡିଜିଟାଇଜେସନ୍
डिजीटल करा,ଡିଜିଟାଇଜେସନ୍
डिजिटायझर,ଡିଜିଟାଇଜର୍
डायोड,ଡାୟୋଡ୍
थेट,ସିଧାସଳଖ |
थेट पत्ता,ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା
थेट रूपांतरण,ସିଧାସଳଖ ରୂପାନ୍ତର |
थेट जोडणी,ସିଧାସଳଖ ଯୋଡି |
डायरेक्ट मेमरी ऍक्सेस (DMA),ସିଧାସଳଖ ସ୍ମୃତି ପ୍ରବେଶ (DMA)
डायरेक्ट मेमरी ऍक्सेस (DMA),ସିଧାସଳଖ ମେମୋରୀ ଆକସେସ୍ (DMA)
थेट पद्धत,ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |
निर्देश,ନିର୍ଦ୍ଦେଶନାମା
निर्देशिका,ଡିରେକ୍ଟୋରୀ
निर्देशिका सर्व्हर,ଡିରେକ୍ଟୋରୀ ସର୍ଭର |
निर्देशिका सेवा,ଡିରେକ୍ଟୋରୀ ସେବା
अक्षम करा,ଅକ୍ଷମ କରନ୍ତୁ |
सिग्नल अक्षम करणे,ସଙ୍କେତ ଅକ୍ଷମ କରିବା |
डिस्कनेक्ट करा,ସଂଯୋଗ ବିଚ୍ଛିନ୍ନ କରନ୍ତୁ |
स्वतंत्र,ବିଚ୍ଛିନ୍ନ
डिस्क,ଡିସ୍କ
डिस्क पत्ता,ଡିସ୍କ ଠିକଣା
डिस्क अॅरे,ଡିସ୍କ ଆରେ
डिस्क क्षमता,ଡିସ୍କ କ୍ଷମତା
डिस्क ड्राइव्ह,ଡିସ୍କ ଡ୍ରାଇଭ
डिस्क फाइल,ଡିସ୍କ ଫାଇଲ୍ |
डिस्क मेमरी,ଡିସ୍କ ମେମୋରୀ
डिस्क ऑपरेटिंग सिस्टम (DOS),ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DOS)
डिस्क पॅक,ଡିସ୍କ ପ୍ୟାକ୍ |
डिस्क सर्व्हर,ଡିସ୍କ ସର୍ଭର |
डिस्क स्टोरेज,ଡିସ୍କ ସଂରକ୍ଷଣ
डिस्केट,ଡିସ୍କେଟ୍ |
फाइल प्रदर्शित करा,ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
प्रतिमा प्रदर्शित करा,ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
विल्हेवाट,ନିଷ୍କାସନ
अंतर,ଦୂରତା
अंतर कार्य,ଦୂରତା କାର୍ଯ୍ୟ
विकृती,ବିକୃତି
वितरित केले,ବଣ୍ଟିତ |
वितरित डेटा,ବଣ୍ଟିତ ତଥ୍ୟ |
वितरित सर्व्हर,ବଣ୍ଟିତ ସର୍ଭର |
वितरित प्रणाली,ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |
वितरणात्मक,ବଣ୍ଟନକାରୀ
दस्तऐवज,ଡକ୍ୟୁମେଣ୍ଟ୍
दस्तऐवज पुनर्प्राप्त,ଡକ୍ୟୁମେଣ୍ଟ ପୁନରୁଦ୍ଧାର ହେଲା |
दस्तऐवज विंडो,ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |
दस्तऐवजीकरण,ଡକ୍ୟୁମେଣ୍ଟେସନ୍
डोमेन,ଡୋମେନ୍
डोमेनचे नाव,ଡୋମେନ୍ ନାମ
डॉट मॅट्रिक्स प्रिंटर,ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |
खाली,ତଳକୁ
डाउन लिंक,ଡାଉନ୍ ଲିଙ୍କ୍ |
डाउन लोडिंग,ଡାଉନ୍ ଲୋଡିଙ୍ଗ୍ |
खाली वेळ,ଡାଉନ୍ ଟାଇମ୍ |
ड्रॅग करणे,ଡ୍ରାଗ୍
DRAM (डायनॅमिक रॅम),DRAM (ଗତିଶୀଳ RAM)
वाहून जाणे,drift
चालक,ଡ୍ରାଇଭର |
थेंब,ଡ୍ରପ୍
ड्रॉप डाउन सूची बॉक्स,ତାଲିକା ବାକ୍ସ ଡ୍ରପ୍ କରନ୍ତୁ |
ड्रम ड्राइव्ह,ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |
ड्रम प्रिंटर,ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |
ड्रम युनिट,ଡ୍ରମ୍ ୟୁନିଟ୍ |
दुहेरी,ଡୁଆଲ୍ |
दुहेरी घनता,ଦ୍ୱ ual ତ ଘନତା |
डमी पत्ता,ଡମି ଠିକଣା
डंप,ଡମ୍ପିଂ
डुप्लेक्स सर्किट,ଡୁପ୍ଲେକ୍ସ ସର୍କିଟ |
डुप्लेक्सिंग,ନକଲ
नक्कल,ନକଲ
DVD R/W,DVD R / W
डीव्हीडी रॉम,DVD ROM
डायनॅमिक सूचना,ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ
डायनॅमिक मेमरी,ଗତିଶୀଳ ସ୍ମୃତି
गतिशीलता,ଗତିଶୀଳତା |
EBCDIC,EBCDIC |
ई-व्यवसाय,ଇ-ବ୍ୟବସାୟ |
प्रतिध्वनी,ଇକୋ
ई-कॉमर्स,ଇ-ବାଣିଜ୍ୟ |
सुधारणे,ସମ୍ପାଦନ କରନ୍ତୁ |
संपादक,ସମ୍ପାଦକ
शैक्षणिक तंत्रज्ञान,ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
ईईपी रोम,EEP ରୋମ୍
प्रभावी पत्ता (फ्लोटिंग पत्ता),ପ୍ରଭାବଶାଳୀ ଠିକଣା (ଭାସମାନ ଠିକଣା)
प्रभावी ऑपरेंड पत्ता,ପ୍ରଭାବଶାଳୀ ଅପରେଣ୍ଡ୍ ଠିକଣା |
प्रभावी प्रक्रिया,ପ୍ରଭାବଶାଳୀ ପ୍ରଣାଳୀ |
प्रभावी UID (वापरकर्ता ओळख),ପ୍ରଭାବଶାଳୀ UID (ବ୍ୟବହାରକାରୀ ପରିଚୟ)
प्रभावी ट्रान्समिशन ऑपरेंड,ପ୍ରଭାବଶାଳୀ ଟ୍ରାନ୍ସମିସନ୍ ଅପରେଣ୍ଡ୍ |
आठ-बिट बाइट,ଆଠ-ବିଟ୍ ବାଇଟ୍ |
ई-लर्निंग,ଇ-ଶିକ୍ଷା
निवडणूक-अल्गिर्म,ନିର୍ବାଚନ-ଆଲଗିର୍ଥମ୍ |
इलेक्ट्रिक मेलिंग (ई-मेल),ଇଲେକ୍ଟ୍ରିକ୍ ମେଲିଂ (ଇ-ମେଲ୍)
इलेक्ट्रिक प्रिंटर,ଇଲେକ୍ଟ୍ରିକ୍ ପ୍ରିଣ୍ଟର୍
इलेक्ट्रिकल अकाउंटिंग मशीन,ବ electrical ଦୁତିକ ଆକାଉଣ୍ଟିଂ ମେସିନ୍ |
इलेक्ट्रॉनिक,ଇଲେକ୍ଟ୍ରୋନିକ୍ |
इलेक्ट्रॉनिक क्लिअरन्स सिस्टम (ECS),ଇଲେକ୍ଟ୍ରୋନିକ୍ କ୍ଲିୟରାନ୍ସ ସିଷ୍ଟମ୍ (ECS)
इलेक्ट्रॉनिक डेटा इंटरचेंज (EDI),ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ଆଦାନ ପ୍ରଦାନ (EDI)
इलेक्ट्रॉनिक डेटा प्रोसेसिंग,ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
इलेक्ट्रॉनिक फाइलिंग,ଇଲେକ୍ଟ୍ରୋନିକ୍ ଫାଇଲ୍
इलेक्ट्रॉनिक निधी हस्तांतरण प्रणाली (EFTS),ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ସିଷ୍ଟମ୍ (EFTS)
इलेक्ट्रॉनिक जर्नल्स,ବ electronic ଦ୍ୟୁତିକ ପତ୍ରିକା
इलेक्ट्रॉनिक प्रकाशन,ବ electronic ଦ୍ୟୁତିକ ପ୍ରକାଶନ |
इलेक्ट्रॉनिक स्विच,ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |
घटक,ଉପାଦାନ
ई-मेल,ଇ-ମେଲ୍ |
ई-मेल पत्ता,ଈମୈଲ ଠିକଣା
एम्बेडेड प्रणाली,ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |
एम्बेडिंग,ଏମ୍ବେଡିଂ
एमिटर कपल लॉजिक (ECL),ନିର୍ଗତ ଦମ୍ପତି ତର୍କ (ECL)
रिक्त स्टॅक,ଖାଲି ଷ୍ଟାକ |
रिक्त स्ट्रिंग,ଖାଲି ଷ୍ଟ୍ରିଙ୍ଗ୍ |
अनुकरण,ଅନୁକରଣ
encapsulation,ଏନକାପସୁଲେସନ୍ |
कूटलेखन,ଏନକାଇଫର୍
एन्कोड,ଏନକୋଡ୍
एन्कोडर,ଏନକୋଡର୍ |
एन्क्रिप्ट केलेला डेटा,ସଂଗୁପ୍ତ ତଥ୍ୟ
एन्क्रिप्टिंग फाइल सिस्टम,ଏନକ୍ରିପ୍ଟିଂ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
एनक्रिप्शन,ଏନକ୍ରିପସନ୍
ब्लॉकचा शेवट,ବ୍ଲକର ଶେଷ
फाइलचा शेवट (EOF),ଫାଇଲର ଶେଷ (EOF)
अंतिम वापरकर्ता,ଶେଷ-ଉପଭୋକ୍ତା |
प्रविष्ट करा,ପ୍ରବେଶ କର |
एंटर-की,ଏଣ୍ଟର୍-କି
एंटरप्राइझ सर्व्हर,ଏଣ୍ଟରପ୍ରାଇଜ୍ ସର୍ଭର |
एंटरप्राइझ प्रणाली,ଏଣ୍ଟରପ୍ରାଇଜ୍ ସିଷ୍ଟମ୍ |
अस्तित्व,ସଂସ୍ଥା
अस्तित्व-संबंध,ସଂସ୍ଥା-ସମ୍ପର୍କ |
प्रवेश वेळ,ପ୍ରବେଶ ସମୟ
एंट्री व्हेरिएबल,ଏଣ୍ଟ୍ରି ଭେରିଏବଲ୍ |
असंख्य,ଅସଂଖ୍ୟ |
वातावरण,ପରିବେଶ
युग,ଯୁଗ
EPROM,EPROM
एप्सिलॉन बंद करणे,ଏପସିଲନ୍ ବନ୍ଦ |
तुल्यकारक,ସମାନତା
उपकरणे,ଉପକରଣ
समतुल्य वर्ग,ସମାନତା ଶ୍ରେଣୀ
समतुल्य संबंध,ସମାନତା ସମ୍ପର୍କ
पुसून टाका,ଲିଭାନ୍ତୁ
कोड दुरुस्त करताना त्रुटी,ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍
त्रुटी सुधारणे,ତ୍ରୁଟି ସଂଶୋଧନ
त्रुटी शोधणे,ତ୍ରୁଟି ଚିହ୍ନଟ
त्रुटी हाताळणी,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ
त्रुटी संदेश,ତ୍ରୁଟି ସନ୍ଦେଶ |
त्रुटी दर,ତ୍ରୁଟି ହାର
त्रुटी पुनर्प्राप्ती,ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର
त्रुटी नित्यक्रम,ତ୍ରୁଟି ରୁଟିନ୍ |
सुटलेले पात्र,ପଳାୟନ ଚରିତ୍ର |
इथरनेट,ଇଥରନେଟ୍ |
कार्यक्रम,ଇଭେଣ୍ଟ
कार्यक्रम साखळी,ଇଭେଣ୍ଟ ଶୃଙ୍ଖଳା |
घटना नियंत्रण,ଇଭେଣ୍ଟ ନିୟନ୍ତ୍ରଣ |
कार्यक्रम काउंटर,ଇଭେଣ୍ଟ କାଉଣ୍ଟର
अपवाद हाताळणी,ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |
एक्सचेंज करण्यायोग्य डिस्क स्टोरेज,ଅଦଳବଦଳ ଡିସ୍କ ସଂରକ୍ଷଣ ସ୍ଥାନ |
बहिष्कार,ବହିଷ୍କାର
अनन्य किंवा (XOR),ସ୍ୱତନ୍ତ୍ର କିମ୍ବା (XOR)
एक्झिक्युटेबल प्रोग्राम,ଏକଜେକ୍ୟୁଟେବଲ୍ ପ୍ରୋଗ୍ରାମ୍
कार्यकारी विधान,କାର୍ଯ୍ୟନିର୍ବାହୀ ବିବୃତ୍ତି
संपूर्ण शोध,ସମ୍ପୁର୍ଣ୍ଣ ସନ୍ଧାନ |
अस्तित्वात आहे,ବିଦ୍ୟମାନ ଅଛି |
बाहेर पडा,ପ୍ରସ୍ଥାନ
तज्ञ प्रणाली,ବିଶେଷଜ୍ଞ ବ୍ୟବସ୍ଥା |
अभिव्यक्ती,ଅଭିବ୍ୟକ୍ତି
विस्तारित ग्राफिक अॅरे (XGA),ବିସ୍ତୃତ ଗ୍ରାଫିକ୍ ଆରେ (XGA)
विस्तारित उद्योग मानक (EIS),ବିସ୍ତାରିତ ଶିଳ୍ପ ମାନକ (EIS)
विस्तारित मशीन,ବିସ୍ତୃତ ଯନ୍ତ୍ର
विस्तारित मेमरी,ବିସ୍ତୃତ ସ୍ମୃତି
विस्तारित अचूकता,ବିସ୍ତୃତ ସଠିକତା |
विस्तारित वर्गीकरण,ବିସ୍ତୃତ ସର୍ଟିଂ
बाह्य कॉल,ବାହ୍ୟ କଲ୍
बाह्य त्रुटी,ବାହ୍ୟ ତ୍ରୁଟି |
बाह्य कार्य,ବାହ୍ୟ କାର୍ଯ୍ୟ
बाह्य व्यत्यय,ବାହ୍ୟ ବାଧା
बाह्य मेमरी,ବାହ୍ୟ ସ୍ମୃତି
बाह्य मेमरी,ବାହ୍ୟ ସ୍ମୃତି
बाह्य मोडेम,ବାହ୍ୟ ମୋଡେମ୍ |
बाह्य संदर्भ,ବାହ୍ୟ ସନ୍ଦର୍ଭ
बाह्य शोध,ବାହ୍ୟ ସନ୍ଧାନ |
बाह्य स्टोरेज डिव्हाइस,ବାହ୍ୟ ସଂରକ୍ଷଣ ଉପକରଣ
काढणे,ନିଷ୍କାସନ
एक्सट्रापोलेशन,ବହିଷ୍କାର
चेहरा-वर्ण प्रिंटर,ଚେହେରା-ଅକ୍ଷର ପ୍ରିଣ୍ଟର୍ |
अयशस्वी-सुरक्षित ऑपरेशन,ବିଫଳ-ନିରାପଦ କାର୍ଯ୍ୟ
अपयशाचा दर,ବିଫଳତା ହାର
अपयश पुनर्प्राप्ती,ବିଫଳତା ପୁନରୁଦ୍ଧାର
खोटा कोड,ମିଥ୍ୟା କୋଡ୍
खोटी चूक,ମିଥ୍ୟା ତ୍ରୁଟି |
फॅन-इन,ପ୍ରଶଂସକ
बाहेर,ପ୍ରଶଂସକ
फॅसिमाईल I/O डिव्हाइस,ଆକର୍ଷଣୀୟ I / O ଉପକରଣ |
फास्ट फोरियर ट्रान्सफॉर्म (FFT),ଦ୍ରୁତ ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ (FFT)
गंभीर त्रुटी,ସାଂଘାତିକ ତ୍ରୁଟି |
दोष शोधणे,ତ୍ରୁଟି ଚିହ୍ନଟ
दोष निदान,ତ୍ରୁଟି ନିଦାନ
चुकीची सहनशीलता,ଦୋଷ ସହନଶୀଳତା |
फॅक्स,ଫ୍ୟାକ୍ସ
फॅक्स संदेश,ଫ୍ୟାକ୍ସ ବାର୍ତ୍ତା |
FDC,FDC
वैशिष्ट्य शोध,ବ feature ଶିଷ୍ଟ୍ୟ ଚିହ୍ନଟ
फीड सायकल,ଫିଡ୍ ଚକ୍ର |
अभिप्राय,ମତାମତ
फीडर,ଫିଡର୍ |
आणणे,ଆଣ |
फिबोनाची शोध,ଫାଇବୋନାକ୍ସି ସନ୍ଧାନ |
फिबोनाची क्रम,ଫାଇବୋନାକ୍ସି କ୍ରମ |
फिबोनाची मालिका,ଫାଇବୋନାକ୍ସି ସିରିଜ୍ |
फायबर ऑप्टिक्स,ଫାଇବର ଅପ୍ଟିକ୍ସ |
फिडो नेट,ଫିଡୋ ନେଟ୍ |
फील्ड,କ୍ଷେତ୍ର
पाचव्या पिढीचे संगणक,ପଞ୍ଚମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟରଗୁଡିକ |
फाइल,ଫାଇଲ୍ |
फाइल प्रवेश पद्धत,ଫାଇଲ୍ ପ୍ରବେଶ ପଦ୍ଧତି |
फाइल वाटप सारणी,ଫାଇଲ୍ ଆବଣ୍ଟନ ସାରଣୀ |
फाइल कॉम्प्रेशन,ଫାଇଲ୍ ସଙ୍କୋଚନ |
फाइल कॉपी करणे,ଫାଇଲ୍ କପି
फाइल लेआउट,ଫାଇଲ୍ ଲେଆଉଟ୍ |
फाइल विलीनीकरण,ଫାଇଲ୍ ମିଶ୍ରଣ |
फाइल पुनर्प्राप्ती,ଫାଇଲ୍ ପୁନରୁଦ୍ଧାର
फाइल स्टोरेज,ଫାଇଲ୍ ଷ୍ଟୋରେଜ୍ |
फाइल संरचना,ଫାଇଲ୍ ଗଠନ
फाइल सिस्टम,ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
फाइल हस्तांतरण,ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର |
फाइल ट्रान्सफर प्रोटोकॉल (FTP),ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର ପ୍ରୋଟୋକଲ୍ (FTP)
फिल्टर,ଫିଲ୍ଟର୍
अंतिम स्थिती,ଅନ୍ତିମ ଅବସ୍ଥା |
शोधणे,ଖୋଜ |
मर्यादित राज्य मशीन,ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |
आग भिंत,ଅଗ୍ନି କାନ୍ଥ
फर्मवेअर,ଫର୍ମୱେୟାର |
प्रथम येणाऱ्यास प्रथम सेवा,ପ୍ରଥମେ ସେବା କର |
पहिल्या पिढीचा संगणक,ପ୍ରଥମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
फर्स्ट इन फर्स्ट आउट (FIFO),ପ୍ରଥମରେ ପ୍ରଥମ (FIFO)
प्रथम ऑर्डर तर्क,ପ୍ରଥମ କ୍ରମ ତର୍କ |
प्रथम ऑर्डर सिद्धांत,ପ୍ରଥମ କ୍ରମ ସିଦ୍ଧାନ୍ତ |
निश्चित विभाजन,ସ୍ଥିର ବିଭାଜନ
झेंडा,ପତାକା
लवचिक डिस्क,ନମନୀୟ ଡିସ୍କ |
फ्लॉपी डिस्क,ଫ୍ଲପି ଡିସ୍କ |
फ्लॉपी डिस्क ड्राइव्ह (Fdd),ଫ୍ଲପି ଡିସ୍କ ଡ୍ରାଇଭ (Fdd)
प्रवाह चार्ट,ଫ୍ଲୋ ଚାର୍ଟ
नियंत्रण प्रवाह,ନିୟନ୍ତ୍ରଣ ପ୍ରବାହ |
फ्लश,ଫ୍ଲାଶ୍
फोल्डर,ଫୋଲ୍ଡର
फॉन्ट,ଫଣ୍ଟ
फॉन्ट कुटुंब,ଫଣ୍ଟ ପରିବାର
परदेशी की,ବିଦେଶୀ ଚାବି |
फॉर्म,ଫର୍ମ
औपचारिक भाषा,ଆନୁଷ୍ଠାନିକ ଭାଷା |
औपचारिक प्रणाली,ଆନୁଷ୍ଠାନିକ ବ୍ୟବସ୍ଥା |
स्वरूप,ଫର୍ମାଟ୍
स्वरूपन,ଫର୍ମାଟିଂ
फोरट्रान,fortran
फोरट्रान प्रोग्रामिंग,fortran ପ୍ରୋଗ୍ରାମିଂ |
पुढे झुकणारी तिरकी रेष,ଅଗ୍ରଗାମୀ ସ୍ଲାସ୍ |
चौथ्या पिढीचा संगणक,ଚତୁର୍ଥ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
तुकडा,ଖଣ୍ଡ
फ्रेम,ଫ୍ରେମ୍
मोफत नेट,ମାଗଣା ଜାଲ
मोफत सॉफ्टवेअर फाउंडेशन,ମାଗଣା ସଫ୍ଟୱେର୍ ଫାଉଣ୍ଡେସନ୍ |
विनामूल्य संचयन,ମାଗଣା ସଂରକ୍ଷଣ
फ्रीवेअर,ମାଗଣା |
समोरचे टोक,ସାମନା ପ। ଖ
समोरची बाजू,ଆଗ ପ୍ୟାନେଲ୍ |
कार्य,କାର୍ଯ୍ୟ
फंक्शन की,ଫଙ୍କସନ୍ କୀ
कार्य संदर्भ,ଫଙ୍କସନ୍ ରେଫରେନ୍ସ
कार्यात्मक अवलंबित्व,କାର୍ଯ୍ୟକ୍ଷମ ନିର୍ଭରଶୀଳତା |
कार्यात्मक चाचणी,କାର୍ଯ୍ୟକ୍ଷମ ପରୀକ୍ଷଣ |
अस्पष्ट तर्क,ଅସ୍ପଷ୍ଟ ତର୍କ
अस्पष्ट संच,ଅସ୍ପଷ୍ଟ ସେଟ୍ |
मिळवणे,ଲାଭ
खेळाचे झाड,ଖେଳ ବୃକ୍ଷ
अंतर वर्ण,ଫାଙ୍କ ବର୍ଣ୍ଣ
कचरा,ଅଳିଆ
कचरा गोळा करणे,ଅଳିଆ ସଂଗ୍ରହ
कचरा गोळा करणे,ଅଳିଆ ସଂଗ୍ରହ
कचरा बाहेर कचरा (GIGO),ଅଳିଆ ଆବର୍ଜନା (GIGO)
गेट,ଫାଟକ
प्रवेशद्वार,ଗେଟୱେ
सामान्य कार्यक्रम,ସାଧାରଣ ପ୍ରୋଗ୍ରାମ୍
सामान्य कार्यक्रम,ସାଧାରଣ ପ୍ରୋଗ୍ରାମ୍
सामान्य उद्देश संगणक,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |
सामान्य उद्देश संगणक,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |
सामान्य नोंदणी,ସାଧାରଣ ରେଜିଷ୍ଟର |
सामान्यीकरण,ସାଧାରଣକରଣ
सामान्यीकरण,ସାଧାରଣକରଣ
सामान्य हेतूची भाषा,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ଭାଷା |
सामान्य उद्देश ऑपरेटिंग सिस्टम,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ଅପରେଟିଂ ସିସେମ୍ |
सामान्य-उद्देश रजिस्टर,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ରେଜିଷ୍ଟର |
