Hindi,Odiya
नदीपूर,ଫ୍ରେଶେଟ୍ |
घर्षण पाइल,ଘର୍ଷଣ ଗଦା |
किश्ती/फॉग,ବେଙ୍ଗ
त्रयंकी,ଗେବୁଲ୍ |
लघु त्रयंकी,ଗାବଲେଟ୍ |
गैमबरेल छत,ଗାମ୍ବ୍ରେଲ୍ ଛାତ |
गेज (रेल पथ),ଗେଜ୍
प्रमापन परिच्छेद,ଗଗିଂ ବିଭାଗ |
प्रमापन स्थल,ଗଗିଂ ଷ୍ଟେସନ୍ |
सामान्य अवस्थापन अनुविक्षेप,ସାଧାରଣ ଅବସ୍ଥାନ ଯୋଜନା |
सामान्य संवातन,ସାଧାରଣ ଭେଣ୍ଟିଲେସନ୍ |
संस्तर या ग्ले संस्तर,ଜି ରାଶି କିମ୍ବା ଗଲି ରାଶି |
हिमगोलाश्म मृत्तिका,ଗ୍ଲାସିଆଲ୍ ପର୍ଯ୍ୟନ୍ତ
नाइस,ଗ୍ନିସ୍ |
माल यार्ड,ଦ୍ରବ୍ୟ ପ୍ରାଙ୍ଗଣ
प्रवणता प्रतिरोध,ଗ୍ରେଡିଏଣ୍ଟ୍ ପ୍ରତିରୋଧ |
ग्रेनाइट,ଗ୍ରାନାଇଟ୍ |
दानेदार संरचना,ଗ୍ରାନୁଲାର୍ ଗଠନ |
कणनन,ଗ୍ରାନୁଲେସନ୍ |
दाना,ଗ୍ରାନୁଲ୍ |
गृरूत्व जल या मुक्त जल,ମାଧ୍ୟାକର୍ଷଣ ଜଳ ମୁକ୍ତ ଜଳ |
मार्शलिंग गुरुत्वीय यार्ड,ମାଧ୍ୟାକର୍ଷଣ ପ୍ରାଙ୍ଗଣ |
बृहत् मृदा समूह,ମହାନ ମାଟି ଗୋଷ୍ଠୀ |
झंझरी/ग्रिलेज नींव,ଗ୍ରିଲେଜ୍ ଫାଉଣ୍ଡେସନ୍ |
भूहस्त पथाई,ଗ୍ରାଉଣ୍ଡ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
समूहित गोदी,ଗ୍ରୁପ୍ ଡକ୍ |
सामूहिक आवासन,ଗୋଷ୍ଠୀ ଗୃହ
अतिथि कक्ष,ଅତିଥି ଗୃହ
नाली,ଗୁଟର୍ |
नाली धारक,ଗୁଟର ଧାରକ |
नाली रोधक,ଗୁଟର ଯାଞ୍ଚ |
हथौड़ा गढ़ाई,ହାମର ଡ୍ରେସିଂ |
पोताश्रय,ହାରବର୍
आश्रय देने वाले पोताश्रय,ଆଶ୍ରୟସ୍ଥଳ
कठोर तल,ହାର୍ଡ ପ୍ୟାନ |
तोड़ा/हैडर,ହେଡର୍
तोड़ा/हैडर चाल,ହେଡର୍ ବଣ୍ଡ୍ |
तोड़ा रद्दा,ହେଡର୍ ପାଠ୍ୟକ୍ରମ
मुख फाटक संरचना,ହେଡ୍ ଗେଟ୍ ଗଠନ |
नहर का शीर्ष,କେନାଲର ମୁଖ୍ୟ |
मुख नियंत्रक,ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
लहरिया चाल,ହେରିଙ୍ଗ ହାଡ ବନ୍ଧନ |
भरत,ହୃଦୟ
सिक्तन उष्मा,ଓଦା ଗରମ |
अक्षि-एल्यूमिना सीमेन्ट,ଉଚ୍ଚ ଆଲୁମିନା ସିମେଣ୍ଟ |
पुट्ठा,ହିପ୍
पुट्ठा मुंडेरी,ହିପ୍ କ୍ୟାପିଙ୍ଗ୍ |
कूट सिरा,ହିପ୍ ଶେଷ
छत्रक,ହୁଡ୍ |
गढ़ा छत्रक,ହୁଡ୍ ମୋଲିଡିଂ |
हुक का नियम,ହୁକର ନିୟମ |
पत्ती लोहा,ଲୁହା ହୁପ୍ |
संस्तर/होराइजन,ରାଶି
आद्रीकरण,ଆର୍ଦ୍ରତା
निरपेक्ष आद्रता,"ଆର୍ଦ୍ରତା, ସଂପୂର୍ଣ୍ଣ |"
आपेक्षिक आद्रता,"ଆର୍ଦ୍ରତା, ଆପେକ୍ଷିକ |"
हम्प यार्ड,ହମ୍ପ୍ ୟାର୍ଡ |
द्रवचालित दाब,ହାଇଡ୍ରୋଲିକ୍ ଚାପ |
जलयोजन,ହାଇଡ୍ରେସନ୍ |
जल अपघटन,ହାଇଡ୍ରୋଲାଇସିସ୍ |
चल अपघटनी अम्लता,ହାଇଡ୍ରୋଲାଇଟିକ୍ ଅମ୍ଳତା |
जलकृत मृदा,ହାଇଡ୍ରୋମୋର୍ଫିକ୍ ମାଟି |
जलरागी कोलाइड,ହାଇଡ୍ରୋଫିଲିକ୍ କୋଲଏଡ୍ |
जलविरागी कोलाइड,ହାଇଡ୍ରୋଫୋବିକ୍ କୋଲଏଡ୍ |
स्थिरद्रवीय दाब अनुपात,ହାଇଡ୍ରୋଷ୍ଟାଟିକ୍ ଚାପ ଅନୁପାତ |
आद्रताग्रही गुणांक,ହାଇଗ୍ରୋସ୍କାପ୍ଟିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
आद्रताग्राही नमी,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
आर्द्रताग्राहिता,ହାଇଡ୍ରୋସ୍କୋପିକ୍ଟି |
आर्द्रताग्राही नमी,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
हाईपरबैरिक कक्ष,ହାଇପରବାରିକ୍ ଚାମ୍ବର |
अपेक्षाधिक ढाँचा,ହାଇପରଷ୍ଟାଟିକ୍ ଫ୍ରେମ୍ |
जलक्वथनांकमापी,ହାଇପୋସୋମିଟର |
प्रदीप्ति,ଆଲୋକ
अंतःशोषणी आर्द्रता,ଇମ୍ବିବେସନ୍ ଆର୍ଦ୍ରତା |
अपूर्ण परिणत मृदा,ଅପରିପକ୍ୱ ମାଟି |
अवरुद्ध गोदी,ପ୍ରଭାବିତ ଡକ୍ |
भू आय वृद्धि,ଜମି ରାଜସ୍ୱ ବୃଦ୍ଧି
स्वतंत्र पाड़,ସ୍ Independ ାଧୀନ ସ୍କାଫୋଲ୍ଡ |
कठोरीकृत,ପ୍ରେରିତ |
प्रारम्भिक पूर्व प्रतिबल,ପ୍ରାରମ୍ଭିକ ସମ୍ମାନ
प्रारम्भिक तनाव,ପ୍ରାରମ୍ଭିକ ଟେନସନ |
अन्तर्देशी जलमार्ग पत्तन,ଆଭ୍ୟନ୍ତରୀଣ ଜଳପଥ ବନ୍ଦର |
विसंवाहन पट्ट,ଇନସୁଲେଟିଂ ବୋର୍ଡ |
मध्यवर्ती पत्तन,ମଧ୍ୟବର୍ତ୍ତୀ ବନ୍ଦର |
आन्तरिक धर्षण,ଆଭ୍ୟନ୍ତରୀଣ ଘର୍ଷଣ |
अंतः क्षेत्रीय मृदा,ଇଣ୍ଟ୍ରାଜୋନାଲ ମାଟି |
आयन,ଆଇନ୍
आयन विनिमय,ଆଇନ୍ ବିନିମୟ |
लोह स्तर,ଲୁହା ପ୍ୟାନ |
सिंचित भूमि,ଜଳସେଚିତ ଜମି |
सिंचाई,ଜଳସେଚନ
सिंचाई उपकर,ଜଳସେଚନ ବନ୍ଦ
पाखा,ଜାମ୍
गुज्झी,ଜୋଗଲ୍ |
संधि पिन,ଜୋଗଲ୍ ପିନ୍ |
जूल,ଜୁଲେ |
जम्पर,ଜମ୍ପର୍ |
किलोग्राम,କିଲୋଗ୍ରାମ |
किलोग्राम बल,କିଲୋଗ୍ରାମ ଫୋର୍ସ |
किलोग्राम बल मीटर,କିଲୋଗ୍ରାମ ଫୋର୍ସ ମିଟର |
किलोवाट घण्टा,କିଲୋୱାଟ ଘଣ୍ଟା |
नर डेली/किंग क्लोजर,ରାଜା ବନ୍ଦ
रसोई,ରୋଷେଇ ଘର |
लेसित स्तम्भ,ସ୍ତମ୍ଭ
वेष्ठन,ଲଗିଂ
लमेला छत,ଲାମେଲା ମୂଳ |
स्तरीय प्रवाह,ଲାମିନାର୍ ପ୍ରବାହ |
दीपछिद्र,ଦୀପ ଗର୍ତ୍ତ |
भूमि अभिवृद्धि,ଜମି ଅଧିଗ୍ରହଣ
भूस्खलन,ଭୂମି ସ୍ଲାଇଡିଂ |
लैटेराइट,ଲାଟେରାଇଟ୍ |
लैटेराइट मृदा या लैटोसॉल,ଲାଟେରାଇଟ୍ ମାଟି |
बृहत संख्या सिद्धांत,ବହୁ ସଂଖ୍ୟକ ନିୟମ |
अभिन्यास अनुविक्षप,ଲେଆଉଟ୍ ଯୋଜନା |
पाड़-बेड़ा,ଲେଜର
चूना तल,ଚୂନ ପ୍ୟାନ |
लिंटल,ଲିନଟେଲ୍ |
द्रव सीमा,ତରଳ ସୀମା |
चल भार,ଲାଇଭ୍ ଲୋଡ୍ |
टुमट,ଲୋମ୍ |
स्थानीय निर्वात संवातन,ସ୍ଥାନୀୟ ନିଷ୍କାସନ ଭେଣ୍ଟିଲେସନ୍ |
लोको यार्ड,ଲୋକୋ ଅଗଣା |
लोएस,ଲୋସ୍ |
निम्न सुघट्यता सीमा,ନିମ୍ନ ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
अल्प ऊष्मा सीमेंट,କମ୍ ଉତ୍ତାପ ସିମେଣ୍ଟ |
यांत्रिक पथाई,ମେସିନ୍ ମୋଲିଡିଂ |
स्थूल संरचना,ମାକ୍ରୋଷ୍ଟ୍ରକଚର |
प्रमुख शीर्ष नियंत्रक,ମୁଖ୍ୟ ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
मुख्य पत्तन,ମୁଖ୍ୟ ବନ୍ଦର
पुनःपूर्तिवायु,ମେକ୍ଅପ୍ ବାୟୁ |
मैनसई,ମାନସାର୍ଡ |
मार्शलिंग यार्ड,ମାର୍ଶାଘାଇ ଅଗଣା |
चिनाई,ମାନସ
परिपाक तापक्रम,ପରିପକ୍ୱ ତାପମାତ୍ରା |
मध्य तल,ମେଜଜାନାଇନ୍ ଚଟାଣ |
यांत्रिक विश्लेषण,ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ |
यांत्रिक संवातन,ଯାନ୍ତ୍ରିକ ଭେଣ୍ଟିଲେସନ୍ |
मीटरी पद्धति,ମେଟ୍ରିକ୍ ସିଷ୍ଟମ୍ |
सूक्ष्म संरचना,ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |
मिली तुल्यांक,ମିଲି ସମାନ |
मिली तुल्यांक प्रति लीटर,ଲିଟର ପିଛା ମିଲି ସମାନ |
खनिज,ମିନେରାଲ୍ |
खनिज मृदा,ଖଣିଜ ମାଟି |
लघु पत्तन,ଛୋଟ ବନ୍ଦର
कलमी डेली,ମିତ୍ରେଡ୍ ବନ୍ଦ |
जल मृदा कोलाइड,ମୋବାଇଲ୍ ମାଟି କୋଲଏଡ୍ |
आर्द्रतांश,ଆର୍ଦ୍ରତା ବିଷୟବସ୍ତୁ |
आर्द्रता प्रवणता,ଆର୍ଦ୍ରତା ଗ୍ରେଡିଏଣ୍ଟ୍ |
मोनोलिथ/एकाश्म,ମୋନୋଲିଥ୍ |
मोनोरेल,ମୋନୋରାଇଲ୍ |
राष्ट्रीय पोताश्रय परिषद,ଜାତୀୟ ବନ୍ଦର ପରିଷଦ |
प्राकृतिक तल,ପ୍ରାକୃତିକ ଶଯ୍ୟା |
प्राकृतिक परिष्कृति,ପ୍ରାକୃତିକ ସମାପ୍ତି |
प्राकृतिक पोताश्रय,ପ୍ରାକୃତିକ ବନ୍ଦର
प्राकृतिक संवातन,ପ୍ରାକୃତିକ ଭେଣ୍ଟିଲେସନ୍ |
जल सेना पोताश्रय,ନାଭାଲ୍ ବନ୍ଦର
न्यूटन,ନ୍ୟୁଟନ୍ |
असम प्रवाह,ଅଣ ୟୁନିଫର୍ମ ପ୍ରବାହ |
उपभोक्ता जल दर,ଜଳ ହାର ଦଖଲ କରେ |
तेल रंगलेप,ତେଲ ରଙ୍ଗ |
तेल कूप सीमेंट,ତେଲ କୂଅ ସିମେଣ୍ଟ |
मुक्त पृष्ठ वाहिका प्रवाह,ଖୋଲା ଚ୍ୟାନେଲ ପ୍ରବାହ |
अनुकूलतम आर्द्रता,ସର୍ବୋଚ୍ଚ ଆର୍ଦ୍ରତା |
जैव मृदा,ଜ Organ ବିକ ମାଟି |
अभिविन्यास,ଓରିଏଣ୍ଟେସନ୍
लाम्बिक,Orthogonal
ओर्टस्टीन,ଅର୍ଟଷ୍ଟାଇନ୍ |
बाह्य सिगनल,ବାହ୍ୟ ସଙ୍କେତ
ऑक्सीकरण,ଅକ୍ସିଡେସନ୍ |
रसोई भण्डार,ପାନ୍ଟ୍ରି |
मुंडेेर,ପାରାପେଟ୍ |
मुंडेर दीवार,ପାରାପେଟ୍ କାନ୍ଥ |
मूल सामग्री,ପିତାମାତା ସାମଗ୍ରୀ |
बजरी प्लास्टर,ପେବଲ୍ କାଷ୍ଟ ପ୍ଲାଷ୍ଟର |
पेडल्फर,ପେଡାଲଫର୍ |
पेडोकल,ପେଡୋକାଲ୍ |
मृदा उत्पत्ति,ପେଡୋଜେନେସିସ୍ |
मृदा रचना विज्ञान,ପେଡୋଲୋଜି |
मृदा मंडल,ପେଡୋସଫିସର୍ |
वेधनमापी,ପେନେଟ୍ରୋମିଟର |
छज्जा छत,ପେଣ୍ଟ ଛାତ |
पाचक कर्मक,ପେପ୍ଟାଇଜିଂ ଏଜେଣ୍ଟ |
विश्लेषण अवधि,ବିଶ୍ଳେଷଣର ସମୟ |
खड़ा जोड़,Perpend
आशोषण,ପର୍ସପର୍ସନ୍ |
प्रस्तम्भ,ପିଆର୍ |
भित्ति स्तम्भ,ପାଇଲଷ୍ଟର |
ढाल/प्रवणता,ପିଚ୍
ढालू छत,ଛାତ ଛାତ
अप्रबलित कंक्रीट,ସାଧା କଂକ୍ରିଟ୍ |
समतल कोण,ବିମାନ କୋଣ
समतल यार्ड,ସମତଳ ପ୍ରାଙ୍ଗଣ
प्लानसॉल,ପ୍ଲାନସୋଲ୍ |
सुघट्यता संसक्ति,ପ୍ଲାଷ୍ଟିକ୍ ସ୍ଥିରତା |
पराप्रत्यास्थता,ପ୍ଲାଷ୍ଟିକ୍ |
सुघट्यता सूचकांक,ପ୍ଲାଷ୍ଟିକ୍ ଇଣ୍ଡେକ୍ସ |
सुघट्यता सीमा,ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
सुघट्यता पिरसर,ପ୍ଲାଷ୍ଟିକ୍ ପରିସର |
पटली संरचना,ପ୍ଲାଟି ଗଠନ |
कुरसी,ପ୍ଲିଣ୍ଟ୍ |
हल मृदा,ହଳ ମାଟି
प्लम पत्थर,ଘିଅ ପଥର |
पाडजोल,ପୋଡଜୋଲ୍ |
टीप,ସୂଚାଉଛି |
बहुकोणी दीवार,ବହୁମୁଖୀ କାନ୍ଥ |
रंध्र अवकाश,ଖୋଲା ସ୍ଥାନ |
पत्तन,ବନ୍ଦର
प्रभावी संवातन,ସକରାତ୍ମକ ଭେଣ୍ଟିଲେସନ୍ |
प्रशाद्वल मृदा,ପ୍ରିରି ମାଟି |
परिशुद्धता,ସଠିକତା
प्राथमिक कण,ପ୍ରାଥମିକ କଣିକା |
प्रिज्मीय संरचना,ପ୍ରିଜାମେଟିକ୍ ଗଠନ |
उत्पादक कार्य,ଉତ୍ପାଦକ କାର୍ଯ୍ୟ |
परियोजना औचित्य समर्थन,ପ୍ରକଳ୍ପ ଯଥାର୍ଥତା |
संरक्षक कार्य,ପ୍ରତିରକ୍ଷା କାର୍ଯ୍ୟ |
आभासी माइसीलियम,ସିଉଡୋ-ମାଇସେଲିୟମ୍ |
पडल,ପୁଡଲ୍ |
रौंदना,ପଗ୍ କରିବା |
झाँवा,ପୁମିସ୍ |
थूनी,ପୁଞ୍ଚେନ୍ |
पपेट,ପପୁଟ୍
कड़ी,ପୁଟଲଗ୍ |
धारण पल्लियों का पाड़,ପୁଟ୍ଲଗ୍ ସ୍କାଫୋଲ୍ଡ |
मात्रा सर्वेक्षक,ପରିମାଣ ସର୍ବେକ୍ଷଣକାରୀ |
खदान रस,କ୍ୱାରି ସପ୍ |
भित्ति घाट,କ୍ୱେ
मादा डेली/क्वीन क्लोजर,ରାଣୀ ବନ୍ଦ
कोनिया,କୁଇନ୍ |
रैफ्ट बेड़ा नींव,ରାଫ୍ଟ ଫାଉଣ୍ଡେସନ୍ |
तिरछी टेक,ରାକର୍ |
रेकिंग,Raking
तिरछी चाल,ବନ୍ଧନ
नति जलरोधी झिल्ली,ଫ୍ଲାସ୍ କରିବା
द्रुत परिवर्ती प्रवाह,ଶୀଘ୍ର ଭିନ୍ନ ଭିନ୍ନ ପ୍ରବାହ |
वसूलीयोग्य भुगतान,ପୁନରୁଦ୍ଧାରଯୋଗ୍ୟ ଦେୟ |
लाल मिट्टी,ଲାଲ ପୃଥିବୀ |
लाल दुमट,ଲାଲ୍ ଲୋମ୍ |
नियंत्रक/रेगुलेटर,ନିୟାମକ
रेगर या काली कपासी मृदा,ରେଗୁର କିମ୍ବା କଳା ସୂତା ମାଟି |
वापस भुगतान ठेका,ପରିଶୋଧ ଚୁକ୍ତି
अवशिष्ट संकुचन,ଅବଶିଷ୍ଟ ସଙ୍କୋଚନ |
अवशिष्ट मृदा,ଅବଶିଷ୍ଟ ମାଟି |
बाह्य पक्ष,ପ୍ରକାଶ କରନ୍ତୁ |
बाह्य पक्ष पिन,ପିନ୍ ପ୍ରକାଶ କରନ୍ତୁ |
बाह्य पक्ष बंधक,ଟାଇ ପ୍ରକାଶ କରନ୍ତୁ |
कूट,ରିଜ୍
कूट मुंडेरी,ରିଜ୍ କ୍ୟାପିଙ୍ଗ୍ |
नदी,ନଦୀ
पोताश्रेय द्रोणों,ରାସ୍ତା ସ୍ଥିର
दानेदार प्लास्टर,କଠିନ ପ୍ଲାଷ୍ଟର |
ढोंका,ଅଳିଆ |
ढोका चिनाई,ଅଳିଆ ଆବର୍ଜନା |
ढोंका भित्ति,ଅଳିଆ ଆବର୍ଜନା |
चालू मापन या मध्यवर्ती मापन,ଚାଲୁଥିବା ପରିମାପ |
सुरक्षी धारण क्षमता/अनुमेय धारण क्षमता,ନିରାପଦ ବହନ କ୍ଷମତା |
लवण परिष्कृति,ଲୁଣ ଗ୍ଲେଜ୍ |
प्रतिदर्श आमाप,ନମୁନା ଆକାର
प्रतिचयन वितरण,ନମୁନା ବଣ୍ଟନ
प्रतिचयन त्रुटि,ନମୁନା ତ୍ରୁଟି |
बाल,ବାଲି
बलुई परिष्कृति,ବାଲି ଶେଷ
रेत हस्त पथाई,ବାଲି ହାତ ତିଆରି
बालू घर्षण,ବାଲିଯାତ୍ରା |
संतृप्त मृदा,ପରିପୂର୍ଣ୍ଣ ମାଟି
संतृप्त मृदा लेई,ସନ୍ତୁଳିତ ମାଟି ପେଷ୍ଟ |
संतृप्ति निष्कर्षण,ସାଚୁଚରେସନ୍ ଏକ୍ସଟ୍ରାକ୍ଟ |
संतृप्ति प्रतिशतता,ସାଚୁଚରେସନ୍ ଶତକଡା
शराविका गुम्मद,ସସ୍ ଗମ୍ବୁଜ |
पाड़,ସ୍କାଫୋଲ୍ଡ |
शिस्ट,ସ୍କିଷ୍ଟ୍ |
समुद्री अथवा महासागरीय पत्तन,ସମୁଦ୍ର ବନ୍ଦର
गुप्त वाहिका,ଗୁପ୍ତ ଗୁଟର୍ |
सेकन्ड,ଦ୍ୱିତୀୟ |
सादन विश्लेषण,ଅବତରଣ ବିଶ୍ଳେଷଣ |
सामि कृत्रिम पोताश्रय,ସେମି-କୃତ୍ରିମ ବନ୍ଦର |
अर्द्ध-ज्वारीय गोदी,ସେମି ଜୁଆର ଡକ୍ |
जरावस्था,ସେନିଲ୍ |
शेल,ଶେଲ୍
चादरी पाइल,ସିଟ୍ ଗଦା |
संकुचन सीमा,ସଙ୍କୋଚନ ସୀମା |
तख्ताबन्दी,ବନ୍ଦ
सियालिटिक मृदा,ସିଆଲିଟିକ୍ ମାଟି |
सीरोजेम,ସିରୋଜେମ୍ |
देहली या सिल,ସିଲ୍ |
साद,ସିଲ୍ଟ |
इकहरी फ्लेमिश चाल,ଏକକ ଫ୍ଲେମିସ୍ ରକ୍ତ |
एकल कणीय संरचना,ଏକକ ଶସ୍ୟ ଗଠନ |
अधकचरी मृदा,କଙ୍କାଳ ମାଟି |
अंचल,ସ୍କର୍ଟିଂ
आधार भित्तियाँ,ଶୋଇବା କାନ୍ଥ |
सर्पी वाहिका,ସାଇଡ୍ ଗୁଟର୍ |
परिकलन पट्टिका,ସ୍ଲାଇଡ୍ ନିୟମ |
सर्पण गोदी,ସ୍ଲିପ୍ ଡକ୍ |
स्मोनिटजा,ସ୍ମୋନିଜା |
समतापकरण,ଭିଜିବା |
मृदा समवाय,ମୃତ୍ତିକା ସଙ୍ଗଠନ |
मृदा वर्ग,ମୃତ୍ତିକା ଶ୍ରେଣୀ
मृदा सम्मिश्र,ମୃତ୍ତିକା ଜଟିଳ |
मृदा संसक्ति,ମୃତ୍ତିକାର ସ୍ଥିରତା |
मृदा परिवार,ମୃତ୍ତିକା ପରିବାର |
मृदा सार,ମୃତ୍ତିକା ଫ୍ରେମ୍ କାମ |
मृदा नमी,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା |
मृदा नमी अभिवृद्धि,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ବୃଦ୍ଧି |
मृदा नयी न्यूनता,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ଅଭାବ |
मृदाकारिकी,ମୃତ୍ତିକା ରୂପବିଜ୍ ology ାନ |
मृदा कण,ମୃତ୍ତିକା କଣିକା |
मृदा प्रावस्था,ମୃତ୍ତିକା ପର୍ଯ୍ୟାୟ |
मृदा परिच्छेदिका,ମୃତ୍ତିକା ପ୍ରୋଫାଇଲ୍ |
मृदा अभिक्रिया,ମୃତ୍ତିକା ପ୍ରତିକ୍ରିୟା |
मृदा कणवर्ग,ମୃତ୍ତିକା ଅଲଗା ହୁଏ |
मृदा श्रेणी,ମୃତ୍ତିକା କ୍ରମ |
मृदा घोल,ମୃତ୍ତିକା ସମାଧାନ |
मृदा संरचना,ମୃତ୍ତିକା ଗଠନ
मृदा गठन,ମୃତ୍ତିକା ଗଠନ
मृदा प्रकार,ମୃତ୍ତିକା ପ୍ରକାର |
सोलम,ସୋଲମ୍ |
शोषण,Sorption
कत्तर,ସ୍ପଲ୍
विशिष्ट आयन प्रभाव,ନିର୍ଦ୍ଦିଷ୍ଟ ଆୟନ ପ୍ରଭାବ |
चौकोर रद्देदार ढोका चिनाई,ବର୍ଗାକାର କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |
नियमित चौकोर रद्देदार ढोका चिनाई,ସ୍କ୍ୱାର୍ଡ ନିୟମିତ କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |
अपरिवर्ती प्रवाह,ସ୍ଥିର ପ୍ରବାହ |
सोपानी जलरोधी झिल्ली,ଷ୍ଟେପ୍ ଫ୍ଲାସ୍
चिपचिपापन,ସ୍ଥିରତା |
चिपकन बिंदु,ଷ୍ଟିକ୍ ପଏଣ୍ଟ |
पत्थर,ପଥର |
गीली हस्थ पथाई,ସ୍ଲପ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
पट्टक कब्जा,ଷ୍ଟ୍ରାପ୍ ହିଙ୍ଗ୍ |
गत्ता,ଷ୍ଟ୍ରୋ ବୋର୍ଡ |
सरिता,ଷ୍ଟ୍ରିମ୍
प्रतिबल,ଚାପ
पट्टी/स्ट्रैचर,ଷ୍ଟ୍ରେଚର୍
पट्टी/स्ट्रैचर चाल,ଷ୍ଟ୍ରେଚର୍ ବଣ୍ଡ୍ |
पट्टी रद्दा,ଷ୍ଟ୍ରେଚର୍ ପାଠ୍ୟକ୍ରମ
स्ट्रिंग,ବାକ୍ୟ
किंगरी रद्दा,ଷ୍ଟ୍ରିଙ୍ଗ୍ ପାଠ୍ୟକ୍ରମ
संरचना गुणांक,ଗଠନ କାରକ |
संरचना सूचक अंक,ସଂରଚନା ସୂଚକାଙ୍କ |
स्टुको,ଷ୍ଟୁକୋ |
स्टड,ଅଧ୍ୟୟନ |
आधार पीठ,ଷ୍ଟାଇଲୋବେଟ୍ |
अवमृदा,ଉପ ମାଟି |
अधः रचना,ଉପ ଗଠନ
संकलन वक्र,ସମୀକରଣ ବକ୍ର
सनमाइका,ସୂର୍ଯ୍ୟ ମିକା |
अधिरचना/ऊपरी ढाँचा,ସୁପର ଗଠନ
सर्वेक्षक,ସର୍ବେକ୍ଷଣକାରୀ |
S-मान,S- ମୂଲ୍ୟ
प्रठप्पा,ଚୋରାମାଲ
हंस ग्रीवा,ସ୍ an ାନ୍ ବେକ
मंडप,ତମ୍ବୁ
मेज हस्त पथाई,ଟେବୁଲ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
टैंकन,ଟ୍ୟାଙ୍କିଂ |
टैम्पीटो,ଟେମ୍ପିଏଟୋ |
मृदुकरण,ତାପମାତ୍ରା
टैमप्लेट,ଟେମ୍ପଲେଟ୍ |
आकार पट्ट,ଟେମ୍ପଲେଟ୍ |
टेपीडेरियम,ଟେପିଡାରିୟମ୍ |
टैराकोटा,ଟେରାକୋଟା |
टैरारोसा,ଟେରା ରୋସା |
टैराजो,ଟେରାଜଜୋ |
चतुरभिकल्पना,ଟେଟ୍ରା ଶ style ଳୀ
प्रभाव सीमा मान,ସୀମା ସୀମା ମୂଲ୍ୟ
कंठ,ଗଳା
धुर पत्थर,ପଥର ମାଧ୍ୟମରେ |
ज्वारीय बेसिन,ଜୁଆର ବେସିନ |
तान छड़,ଟାଇ ବାର୍ |
बंधन धरन,ବିମ୍ ବାନ୍ଧ |
तान दंड,ବାଡ଼ି ବାନ୍ଧ |
टिर्स,ତିରସ୍
उपेक्ष्य त्रुटि,ସହନଶୀଳତା |
दाढ़ा,ଦାନ୍ତ
पृष्ठ मृदा या ऊपरी मृदा,ଉପର ମାଟି କିମ୍ବା ଭୂପୃଷ୍ଠ ମାଟି |
कुल सरंध्रता,ସମୁଦାୟ ପୋରୋସିଟି |
अलंकरण,ଟ୍ରେସରୀ
ट्रेन प्रतिरोध,ଟ୍ରେନ୍ ପ୍ରତିରୋଧ |
ट्रानसैप्ट,ଟ୍ରାନ୍ସସେପ୍ଟ
संक्रमणीय मृदा,ଗତିଶୀଳ ମାଟି |
अनुप्रस्थिका,ଟ୍ରାନ୍ସମ୍ |
परिवाहित मृदा,ପରିବହନ ମାଟି |
उप नदी,ଉପନଦୀ
गलियारा,ଟ୍ରାଇଫୋରିୟମ୍ |
ट्रिगलिफ,ଟ୍ରାଇଗ୍ଲିଫ୍ |
रुंड मृदा,କଟା ମାଟି |
विक्षुब्ध प्रवाह,ଅଶାନ୍ତ ପ୍ରବାହ |
टर्रेट,ଟୁରେଟ୍ |
डाट की भराई,ଟାଇମ୍ପର୍ ନମ୍
अंतिम धारण क्षमता,ଅନ୍ତିମ ବହନ କ୍ଷମତା |
अंतिम ph,ଅନ୍ତିମ ph
बेतरतीब बेरद्दा ढोंका चिनाई,ଅଣସଂରକ୍ଷିତ ରାଣ୍ଡମ ପଥର ନିର୍ମାଣ |
बेतरतीब चौकोर रद्देदार ढोका चिनाई,ଅଣସଂରକ୍ଷିତ ସ୍କ୍ୱାର୍ଡ ଅଳିଆ ଆବର୍ଜନା |
तहखाना,ଅଣ୍ଡରକ୍ରଫ୍ଟ |
अपूरित संरंध्रता,ଅସମ୍ପୂର୍ଣ୍ଣ ପୋରୋସିଟି |
सम्प्रवाह,ୟୁନିଫର୍ମ ପ୍ରବାହ |
