Assamese,Gujarati
অৱভেদ্য সমীকৰণৰ ডিগ্ৰী,વિભેદક સમીકરણની ડિગ્રી
স্বাধীনতাৰ মাত্ৰা,સ્વતંત્રતાની ડિગ્રી
বহুপদৰ ডিগ্ৰী,બહુપદીની ડિગ્રી
মচি পেলোৱা চুবুৰী,પડોશ કાઢી નાખ્યો
ডেল্টা ফাংচন,ડેલ્ટા કાર્ય
চাহিদা আৰু উপযোগিতা বক্ৰ,માંગ અને ઉપયોગિતા વળાંક
চাহিদা সমীকৰণ,માંગ સમીકરણ
চাহিদা কাৰ্য্য,માંગ કાર્ય
জনগাঁথনিগত অধ্যয়ন,વસ્તી વિષયક અભ્યાસ
ডেম&#39;গ্ৰাফী,વસ્તીવિષયક
ডি মইভ্ৰেৰ উপপাদ্য,ડી મોઇવરનું પ્રમેય
প্ৰদৰ্শন,દર્શાવો
প্ৰদৰ্শন,પ્રદર્શન
প্ৰদৰ্শনমূলক জ্যামিতি,નિદર્શન ભૂમિતિ
হৰ,છેદ
ঘন গোট,ગાઢ સમૂહ
ঘনত্ব,ઘનતા
denumerable set,અસંખ્ય સમૂહ
প্ৰস্থানকাৰী চলকসমূহ,પ્રસ્થાન ચલ
নিৰ্ভৰশীল ইভেন্ট,આશ્રિત ઘટના
নিৰ্ভৰশীল যাদৃচ্ছিক চলক,આશ્રિત રેન્ડમ ચલ
নিৰ্ভৰশীল চলক,આશ્રિત ચલ
নিৰ্ভৰশীল ভিন্নতা,આશ્રિત વિવિધતા
ডিপ্ৰেছন এংগেল,હતાશા કોણ
ব্যুৎপত্তি,વ્યુત્પત્તિ
ডেৰাইভেটিভ,વ્યુત્પન્ન
ব্যুৎপন্ন শৃংখলা,વ્યુત્પન્ન શ્રેણી
ব্যুৎপত্তি কৰা গোট,મેળવેલ સમૂહ
অৱতৰণ কৰা,ઉતરતા
অৱনমিত ক্ৰম,ઉતરતા ક્રમમાં
অৱনমিত শৃংখলা,ઉતરતી શ્રેણી
বৰ্ণনাত্মক জ্যামিতি,વર્ણનાત્મક ભૂમિતિ
বৰ্ণনাত্মক আৰ্হি,વર્ણનાત્મક મોડેલ
বৰ্ণনাত্মক পৰিসংখ্যা,વર્ણનાત્મક આંકડા
ডিজাইন,ડિઝાઇન
পৰীক্ষাৰ ডিজাইন,પ્રયોગની ડિઝાઇન
ডেস্ক কেলকুলেটৰ,ડેસ્ક કેલ્ક્યુલેટર
ধৰা পেলোৱা,શોધ
নিৰ্ণায়ক,નિર્ણાયક
নিৰ্ণায়ক ৰেংক,નિર્ણાયક ક્રમ
নিৰ্দ্ধাৰণ কৰা,નક્કી કરો
নিৰ্ধাৰিত আৰ্হি,નિર્ધારિત મોડેલ
নিৰ্ধাৰিত সমস্যা,નિર્ધારિત સમસ્યા
বিচ্যুতি,વિચલન
বিচ্যুতি সহগ,વિચલન ગુણાંક
ডায়েডিক ব্যৱস্থা,ડાયડિક સિસ્ટમ
তিৰ্যক,કર્ણ
এটা মেট্ৰিক্সৰ তিৰ্যকীকৰণ,મેટ્રિક્સનું વિકર્ણીકરણ
তিৰ্যক মেট্ৰিক্স,કર્ણ મેટ્રિક્સ
তিৰ্যক সাদৃশ্য,કર્ણ સમાનતા
ডায়েগ্ৰাম,રેખાકૃતિ
ডায়েগ্ৰামমেটিক পদ্ধতি,રેખાકૃતિ પદ્ધતિ
ডায়াগ্ৰামমেটিক উপস্থাপন,રેખાકૃતિ પ્રસ્તુતિ
ব্যাস,વ્યાસ
এটা গোটৰ ব্যাস,સમૂહનો વ્યાસ
ডায়েমেট্ৰিকভাৱে বিপৰীত,ડાયમેટ્રિકલી વિરુદ્ધ
পাশা নিক্ষেপ,ડાઇસ ફેંકવું
দ্বৈত শ্ৰেণীবিভাজন,દ્વિભાષી વર્ગીકરણ
দ্বৈতবিভাজন,દ્વિભાષા
অভিধানৰ ক্ৰম,શબ્દકોશ ક્રમ
পাৰ্থক্য কেলকুলাছ,તફાવત કેલ્ક્યુલસ
পাৰ্থক্য সমীকৰণ,તફાવત સમીકરણ
পাৰ্থক্য সূত্ৰ,તફાવત સૂત્ર
পাৰ্থক্য পদ্ধতি,તફાવત પદ્ધતિ
গোটৰ পাৰ্থক্য,સેટનો તફાવત
ভিন্নতামূলক,વિભેદક
ভিন্নতাযোগ্য বক্ৰ,વિભેદક વળાંક
ডিফাৰেন্সিয়েবল ফাংচন,વિભેદક કાર્ય
ডিফাৰেন্সিয়েল,વિભેદક
ডিফাৰেন্সিয়েল কেলকুলাছ,વિભેદક કલન
ডিফাৰেন্সিয়েল সহগ,વિભેદક ગુણાંક
অৱভেদ্য সমীকৰণ,વિભેદક સમીકરણ
ভিন্নতামূলক ৰূপ,વિભેદક સ્વરૂપ
ডিফাৰেন্সিয়েল সূত্ৰ,વિભેદક સૂત્ર
ডিফাৰেন্সিয়েল ফাংচন,વિભેદક કાર્ય
ডিফাৰেন্সিয়েল জ্যামিতি,વિભેદક ભૂમિતિ
উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল,ઉચ્ચ ક્રમનો તફાવત
ডিফাৰেন্সিয়েল ভাগফল,વિભેદક ભાગ
পাৰ্থক্য কৰা,તફાવત કરવો
পাৰ্থক্য,તફાવત
পাৰ্থক্য সূত্ৰ,ભિન્નતા સૂત્ર
ভেক্টৰৰ পাৰ্থক্য,વેક્ટરનો તફાવત
প্ৰসাৰণ,પ્રસરણ
অংক,અંક
ডিজিটেল কম্পিউটাৰ,ડિજિટલ કમ્પ્યુટર
ডিজিটেল ডাটা,ડિજિટલ ડેટા
মাত্ৰা,પરિમાણ
মাত্ৰাগততা,પરિમાણ
মাত্ৰাহীন,પરિમાણહીન
সমীকৰণৰ মাত্ৰা,સમીકરણનું પરિમાણ
ডাইফেন্টাইন সমীকৰণ,ડાયોફેન્ટાઇન સમીકરણ
ডিপ এংগেল,ડૂબકી કોણ
ডাইপোলাৰ স্থানাংক,દ્વિધ્રુવી કોઓર્ડિનેટ્સ
ডাইপোল,દ્વિધ્રુવ
ডাইপিৰামিড (bipyramid),ડીપીરામીડ (બાયપીરામિડ)
Dirac ডেল্টা ফাংচন,ડીરાક ડેલ્ટા ફંક્શન
প্ৰত্যক্ষ সাধাৰণ স্পৰ্শক,સીધી સામાન્ય સ્પર્શક
নিৰ্দেশিত কোণ,નિર્દેશિત કોણ
নিৰ্দেশিত ৰেখা,નિર્દેશિત રેખા
দিশগত ব্যুৎপত্তি,દિશાત્મક વ્યુત્પન્ન
দিশ কোচাইন,દિશા કોસાઇન
maxima ৰ দিশ,મેક્સિમાની દિશા
প্ৰক্ষেপণৰ দিশ,પ્રક્ષેપણની દિશા
দিশ অনুপাত,દિશા ગુણોત્તર
পৰিচালক বৃত্ত,ડિરેક્ટર વર્તુળ
পৰিচালক ক্ষেত্ৰ,દિગ્દર્શક ક્ષેત્ર
প্ৰত্যক্ষ উৎপাদন,સીધું ઉત્પાદન
প্ৰত্যক্ষ প্ৰমাণ,સીધો પુરાવો
প্ৰত্যক্ষ অনুপাত,સીધું પ્રમાણ
ডাইৰেক্টিক্স,ડાયરેક્ટ્રીક્સ
প্ৰত্যক্ষ যোগফল,સીધી રકમ
disconncted ছেটসমূহ,ડિસ્કનેક્ટ થયેલ સેટ
বিচ্ছিন্নতা,નિરંતરતા
ডেৰাইভেটিভৰ বিচ্ছিন্নতা,વ્યુત્પન્નતાની વિરામ
প্ৰথম ধৰণৰ বিচ্ছিন্নতা,પ્રથમ પ્રકારની અવ્યવસ્થા
দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা,બીજા પ્રકારની અવ્યવસ્થા
বিচ্ছিন্ন বিতৰণ,અવ્યવસ્થિત વિતરણ
বিচ্ছিন্ন কাৰ্য্য,અવ્યવસ્થિત કાર્ય
বিচ্ছিন্ন ভেৰিয়েট,અવ્યવસ્થિત વિવિધતા
বিচ্ছিন্ন,અલગ
বিচ্ছিন্ন বিতৰণ,સ્વતંત્ર વિતરણ
বিচ্ছিন্ন সম্ভাৱনা বিতৰণ,સ્વતંત્ર સંભાવના વિતરણ
বিচ্ছিন্ন যাদৃচ্ছিক চলক,અલગ રેન્ડમ ચલ
বিচ্ছিন্ন নমুনা স্থান,અલગ નમૂના જગ્યા
বিচ্ছিন্ন গোট,સ્વતંત્ર સમૂહ
বিচ্ছিন্ন স্থান,અલગ જગ્યા
বিচ্ছিন্ন টপোলজি,સ્વતંત્ર ટોપોલોજી
বিচ্ছিন্ন ভিন্নতা,અલગ અલગ
বৈষম্যমূলক,ભેદભાવપૂર્ણ
বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ),ભેદભાવપૂર્ણ વિશ્લેષણ (=ભેદભાવપૂર્ણ વિશ્લેષણ)
disjoint,વિચ્છેદ
অসংলগ্ন পৰিঘটনা,અસંબંધિત ઘટનાઓ
disjoint sets,ડિસજોઇન્ટ સેટ
disjoint union,જોડાણ તોડી નાખવું
বিচ্ছিন্নতা,વિભાજન
বিক্ষিপ্ততা,વિક્ષેપ
বিক্ষিপ্ততা লেখচিত্ৰ,વિક્ષેપ ચાર્ટ
বিক্ষিপ্ততা ধ্ৰুৱক,વિક્ષેપ સતત
বিক্ষিপ্ততা ডায়েগ্ৰাম,વિક્ષેપ રેખાકૃતિ
বিক্ষিপ্ততা মেট্ৰিক্স (=সচল মেট্ৰিক্স),વિક્ષેપ મેટ્રિક્સ (=કોવરિઅન્સ મેટ્રિક્સ)
স্থানচ্যুতি,વિસ્થાપન
প্ৰদৰ্শন,પ્રદર્શન
প্ৰদৰ্শন একক (=কনছল),ડિસ્પ્લે યુનિટ (=કન્સોલ)
অসদৃশ,ભિન્ન
অপচয়কাৰী শক্তি,વિઘટનકારી દળો
দূৰত্বৰ ফলন,અંતર કાર્ય
দূৰত্ব মডুলাছ,અંતર મોડ્યુલસ
বিতৰণ-মুক্ত পদ্ধতি,વિતરણ-મુક્ત પદ્ધતિ
বিতৰণ আইন,વિતરણ કાયદો
বিচ্ছিন্নতা,અલગ થવું
বিচ্ছিন্নতা,વિચલન
বিচ্ছিন্নতা উপপাদ্য,વિચલન પ્રમેય
divergent,જુદીજુદી
বিচ্ছিন্ন শৃংখলা,અલગ શ્રેણી
বিভক্ত পাৰ্থক্য,વિભાજિત તફાવત
বিভাজনযোগ্যতা,વિભાજ્યતા
ভাগ কৰিব পৰা,વિભાજ્ય
বিভাজন,વિભાગ
বিভাজন এলগৰিদম,વિભાજન અલ્ગોરિધમ
ডিভিজন ৰিং,ડિવિઝન રિંગ
ডোডেকাগন,ડોડેકાગોન
ডোডেকাহেড্ৰন,ડોડેકાહેડ્રોન
ডমেইন,ડોમેન
এটা ফাংচনৰ ডমেইন,ફંક્શનનું ડોમેન
সংজ্ঞাৰ ডমেইন,વ્યાખ્યાનું ક્ષેત્ર
অস্তিত্বৰ ক্ষেত্ৰ,અસ્તિત્વનું ક્ષેત્ર
প্ৰধান কৌশল,પ્રભાવશાળી વ્યૂહરચના
ডপলাৰ ইফেক্ট,ડોપ્લર અસર
ডট প্ৰডাক্ট,ડોટ ઉત્પાદન
বিন্দুযুক্ত বক্ৰ,ડોટેડ વળાંક
ডাবল পাৰ্থক্য,ડબલ તફાવત
ডাবল ঘাতীয় বিতৰণ,ડબલ ઘાતાંકીય વિતરણ
ডাবল হেলিক্স,ડબલ હેલિક્સ
ডাবল ইন্টিগ্ৰেল,ડબલ અભિન્ન
ডাবল ইন্টিগ্ৰেচন,ડબલ એકીકરણ
ডাবল লিমিট,ડબલ મર્યાદા
ডাবল নমুনা সংগ্ৰহৰ পৰিকল্পনা,ડબલ સેમ્પલિંગ પ્લાન
ডাবল ক্ৰম,ડબલ ક્રમ
ডাবল ছিৰিজ,ડબલ શ્રેણી
ডাবল প্ৰত্যয় সংকেত,ડબલ પ્રત્યય સંકેત
ডাবল যোগফল,ડબલ સમીકરણ
তললৈ ত্বৰণ,નીચે તરફ પ્રવેગક
তললৈ স্থানান্তৰিত হোৱা,નીચે તરફનું વિસ્થાપન
তললৈ গতি,નીચેની ગતિ
তললৈ যোৱা বেগ,નીચે તરફનો વેગ
টানি নিয়া,ખેંચો
টানিব পৰা বল,ખેંચો બળ
দ্বৈত,દ્વિ
দ্বৈত ভিত্তি,બેવડા આધાર
ডুৱেল ইনাৰ প্ৰডাক্ট,દ્વિ આંતરિક ઉત્પાદન
ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા
ডুৱেল অপাৰেচন,ડ્યુઅલ ઓપરેશન
দ্বৈত সমস্যা,બેવડી સમસ્યા
ডুৱেল ছিমপ্লেক্স এলগৰিদম,ડ્યુઅલ સિમ્પ્લેક્સ અલ્ગોરિધમ
ডুৱেল ছিমপ্লেক্স কৌশল,ડ્યુઅલ સિમ્પ્લેક્સ તકનીક
দ্বৈত স্থান,બેવડી જગ્યા
ডুৱেল ভেৰিয়েবল,દ્વિ ચલ
দ্বৈত ভেক্টৰ স্থান,ડ્યુઅલ વેક્ટર જગ્યા
ডামি সূচী,બનાવટી અનુક્રમણિકા
ডামি চাবস্ক্ৰিপ্ট,ડમી સબસ્ક્રીપ્ટ
ডামি প্ৰত্যয়,બનાવટી પ્રત્યય
ডামি চলক,ડમી ચલ
ডুপ্লিকেটৰ প্ৰক্ৰিয়া,ડુપ્લિકેટર પ્રક્રિયા
গতিশীল,ગતિશીલ
গতিশীল ব্যৱস্থা,ગતિશીલ સિસ્ટમ
গতিশীল চাহিদা কাৰ্য্য,ગતિશીલ માંગ કાર્ય
গতিশীল আৰ্হি,ગતિશીલ મોડેલ
ডাইনামিক প্ৰগ্ৰেমিং,ગતિશીલ પ્રોગ્રામિંગ
ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি,ગતિશીલ પ્રોગ્રામિંગ અભિગમ
ডাইনামিক প্ৰগ্ৰেমিং কৌশল,ગતિશીલ પ્રોગ્રામિંગ તકનીક
গতিশীলতা,ગતિશીલતા
এটা কণিকাৰ গতিশীলতা,કણની ગતિશીલતા
কঠিন বস্তুৰ গতিশীলতা,કઠોર શરીરની ગતિશીલતા
পৃথিৱী,પૃથ્વી
ভূমিকম্পৰ তীব্ৰতা,ભૂકંપની તીવ્રતા
কেন্দ্ৰীয়তা,તરંગીતા
গ্ৰহণ,ગ્રહણ
অৰ্থনৈতিক পূৰ্বাভাস,ઇકોનોમેટ્રિક આગાહી
অৰ্থনীতিবিদ,અર્થશાસ્ત્રી
অৰ্থনীতি,અર્થશાસ્ત્ર
অৰ্থনীতি,અર્થશાસ્ત્ર
প্ৰান্ত,ધાર
উত্তল সমষ্টিৰ প্ৰান্ত,બહિર્મુખ સમૂહની ધાર
দক্ষতা কাৰক,કાર્યક્ષમતા પરિબળ
eigen মৌল,eigen તત્વ
eigen ফাংচন,eigen કાર્ય
eigen মান,eigen મૂલ્ય
eigen মান সমীকৰণ,eigen મૂલ્ય સમીકરણ
eigen ভেক্টৰ,ઇજન વેક્ટર
ইলাষ্টিক,સ્થિતિસ્થાપક
ইলাষ্টিক ধ্ৰুৱক,સ્થિતિસ્થાપક સ્થિર
ইলাষ্টিক ভাৰসাম্য,સ્થિતિસ્થાપક સંતુલન
ইলাষ্টিকতা,સ્થિતિસ્થાપકતા
ইলাষ্টিক পৃষ্ঠ,સ્થિતિસ્થાપકતા સપાટી
ইলেক্ট্ৰনিক কম্পিউটাৰ,ઇલેક્ટ્રોનિક કમ્પ્યુટર
উপাদান,તત્વ
প্ৰাথমিক স্তম্ভ কাৰ্য্য,પ્રાથમિક કૉલમ કામગીરી
প্ৰাথমিক পৰিঘটনা,પ્રાથમિક ઘટના
মৌলিক ফলন,પ્રાથમિક કાર્ય
প্ৰাথমিক কাৰ্য্য,પ્રાથમિક કામગીરી
প্ৰাথমিক ফলাফল,પ્રાથમિક પરિણામ
মৌলিক সম্ভাৱনা নিয়ম,પ્રાથમિક સંભાવના કાયદો
প্ৰাথমিক শাৰীৰ কাৰ্য্য,પ્રાથમિક પંક્તિ કામગીરી
নিষ্কাশন,નાબૂદ
এনিমেচন পদ্ধতি,નાબૂદી પ્રક્રિયા
উপবৃত্তাকাৰ,લંબગોળ
উপবৃত্তাকাৰ,લંબગોળ
উপবৃত্তাকাৰ,લંબગોળ
উপবৃত্তাকাৰ পৃষ্ঠ,લંબગોળ સપાટી
উপবৃত্তাকাৰ দেহ,લંબગોળ શરીર
এম্বেডিং,એમ્બેડિંગ
নিৰ্গমন,ઉત્સર્જન
অভিজ্ঞতাভিত্তিক তথ্য,પ્રયોગમૂલક ડેટા
অভিজ্ঞতাভিত্তিক সূত্ৰ,પ્રયોગમૂલક સૂત્ર
অভিজ্ঞতাভিত্তিক সম্ভাৱনা,પ્રયોગમૂલક સંભાવના
অভিজ্ঞতাভিত্তিক সম্পৰ্ক,પ્રયોગમૂલક સંબંધ
খালী ছেট,ખાલી સેટ
আবদ্ধ কৰা হৈছে,બંધ
এনকোডিং,એન્કોડિંગ
এণ্ডোমৰ্ফিজম,એન્ડોમોર્ફિઝમ
শেষ বিন্দু,અંતિમ બિંદુ
শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু,વર્ગ અંતરાલનો અંતિમ બિંદુ
শক্তি,ઊર્જા
শক্তি গতিবেগ উপাদান,ઊર્જા ગતિ ઘટક
চলক প্ৰৱেশ কৰা,ચલ દાખલ કરી રહ્યા છીએ
গণনাযোগ্য গোট,અસંખ્ય સમૂહ
গণনা,ગણતરી
সমান,સમાન
সমতা,સમાનતા
সমানে সম্ভাৱনা আছে,સમાન શક્યતા
সমান সম্ভাৱনা নিৰ্বাচন পদ্ধতি (=epsem),સમાન સંભાવના પસંદગી પદ્ધતિ (=epsem)
সমান কৰা,સમાન
সমীকৰণ,સમીકરણ
প্ৰথম ডিগ্ৰীৰ সমীকৰণ,પ્રથમ ડિગ્રીનું સમીકરણ
দ্বিতীয় ডিগ্ৰীৰ সমীকৰণ,બીજી ડિગ્રીનું સમીકરણ
তৃতীয় ডিগ্ৰীৰ সমীকৰণ,ત્રીજી ડિગ્રીનું સમીકરણ
বিষুৱৰেখা,વિષુવવૃત્ત
সমঅবিৰত,સમાન
সমপক্ষীয়,સમભુજ
ভাৰসাম্যতা,સંતુલન
বলৰ ভাৰসাম্যতা,દળોનું સંતુલન
ভাৰসাম্য বিন্দু,સંતુલન બિંદુ
সমতুল্যতা,સમાનતા
সমতুল্যতা শ্ৰেণী,સમાનતા વર્ગ
সমতুল্যতা সম্পৰ্ক,સમાનતા સંબંધ
সমান্তৰাল,સમકક્ષ
সমতুল্য মেট্ৰিক্স,સમકક્ષ મેટ્રિક્સ
সমতুল্য গোট,સમકક્ષ સમૂહ
ergodicity,એર્ગોડિસિટી
আঁসোৱাহ,ભૂલ
ভুল বিশ্লেষণ,ભૂલ વિશ્લેષણ
ভুল ক&#39;ড,ભૂલ કોડ
ভুল সহগ,ભૂલ ગુણાંક
গড় বৰ্গৰ ভুল,સરેરાશ ચોરસની ભૂલ
প্ৰথম ধৰণৰ ভুল,પ્રથમ પ્રકારની ભૂલ
দ্বিতীয় প্ৰকাৰৰ ভুল,બીજા પ્રકારની ભૂલ
পলায়নৰ সম্ভাৱনা,બચવાની સંભાવના
পলায়নৰ বেগ,એસ્કેપ વેગ
ই শ্বমিটৰ অৰ্থগনালাইজেচন প্ৰক্ৰিয়া,ઇ. શ્મિટની ઓર્થોગોનાલાઈઝેશન પ્રક્રિયા
বৰ্ণনা কৰা বৃত্ত,લખાયેલ વર્તુળ
আৱশ্যকীয়,આવશ્યક
মূলতঃ অনন্য,અનિવાર્યપણે અનન્ય
অনুমানিক,અંદાજ
অনুমান পদ্ধতি,અંદાજ પદ્ધતિ
ইউক্লিডীয় স্থানাংক,યુક્લિડિયન સંકલન
ইউক্লিডীয় ডমেইন,યુક્લિડિયન ડોમેન
ইউক্লিডীয় জ্যামিতি,યુક્લિડિયન ભૂમિતિ
ইউক্লিডীয় n-স্থান,યુક્લિડિયન એન-સ્પેસ
ইউক্লিডীয় সমতল,યુક્લિડિયન પ્લેન
অইলাৰৰ উপপাদ্য,યુલરનું પ્રમેય
মূল্যায়ন কৰা,મૂલ્યાંકન
যুগ্ম,સમ
আনকি বক্ৰতাও,પણ વળાંક
আনকি কাৰ্য্যও,સમ કાર્ય
আনকি একাধিক,બહુવિધ પણ
যুগ্ম সংখ্যা,બેકી સંખ્યા
আনকি অদ্ভুত প্ৰতিসমতাও,સમ વિષમ સમપ્રમાણતા
আনকি ক্ৰমবিন্যাসও,પણ ક્રમચય
কাৰ্যক্ৰম,ઘટના
আনকি শব্দটোও,સમ મુદત
সঠিক,ચોક્કસ
সঠিক কাই-স্কেয়াৰ পৰীক্ষা,ચોક્કસ ચી-સ્ક્વેર ટેસ્ટ
সঠিক পাৰ্থক্য,ચોક્કસ તફાવત
সঠিক সমীকৰণ,ચોક્કસ સમીકરણ
উদাহৰণ,ઉદાહરણ
বিনিময়,વિનિમય
বিস্তৃত ইভেন্ট,સંપૂર્ણ ઘટના
অস্তিত্বৰ স্বতন্ত্ৰতা,અસ્તિત્વ સ્વયંસિદ્ધ
অস্তিত্বৰ সম্ভাৱনা(= a priori probability),અસ્તિત્વની સંભાવના (= પ્રાથમિક સંભાવના)
অস্তিত্ব উপপাদ্য,અસ્તિત્વ પ્રમેય
বহিৰ্জাতীয় চলক,બાહ્ય ચલ
সম্প্ৰসাৰণ,વિસ્તરણ
প্ৰত্যাশা কাৰ্য্য,અપેક્ષા કાર્ય
আশা কৰা কম্পাঙ্ক,અપેક્ષિત આવર્તન
আশা কৰা মূল্য,અપેક્ષિત મૂલ્ય
পৰীক্ষণ,પ્રયોગ
পৰীক্ষামূলক ভুল,પ્રાયોગિક ભૂલ
ব্যাখ্যা,સમજૂતી
স্পষ্ট সমীকৰণ,સ્પષ્ટ સમીકરણ
স্পষ্ট ৰূপ,સ્પષ્ટ સ્વરૂપ
স্পষ্ট ফলন,સ્પષ્ટ કાર્ય
স্পষ্ট সমাধান,સ્પષ્ટ ઉકેલ
ঘাতক,ઘાત
ঘাতীয় বক্ৰ,ઘાતાંકીય વળાંક
ঘাতীয় ঘনত্ব ফলন,ઘાતાંકીય ઘનતા કાર્ય
ঘাতীয় বিতৰণ,ઘાતાંકીય વિતરણ
ঘাতীয় সমীকৰণ,ઘાતાંકીય સમીકરણ
ঘাতীয় ফলন,ઘાતાંકીય કાર્ય
ঘাতীয় বৃদ্ধি,ઘાતાંકીય વૃદ્ધિ
ঘাতীয় নিয়ম,ઘાતાંકીય કાયદો
ঘাতীয় মানচিত্ৰ,ઘાતાંકીય નકશો
ঘাতীয় শৃংখলা,ઘાતાંકીય શ્રેણી
অভিব্যক্তি,અભિવ્યક્તિ
বৰ্ধিত ব্যৱধান,વિસ્તૃત અંતરાલ
বৰ্ধিত বাস্তৱ ৰেখা,વિસ્તૃત વાસ્તવિક રેખા
বৰ্ধিত বাস্তৱ সংখ্যা ব্যৱস্থা,વિસ્તૃત વાસ્તવિક સંખ્યા સિસ્ટમ
এটা মেপিঙৰ সম্প্ৰসাৰণ,મેપિંગનું વિસ્તરણ
বাহ্যিক কোণ,બાહ્ય કોણ
বাহিৰৰ অংশ,બાહ્ય વિસ્તાર
বাহ্যিক বিন্দু,બાહ્ય બિંદુ
বাহ্যিক,બાહ્ય
ট্ৰেণ্ড ভেলুৰ এক্সট্ৰাপ&#39;লেচন,વલણ મૂલ્યનું એક્સ્ટ્રાપોલેશન
এক্সট্ৰাপলেচন কৌশল,એક્સ્ટ્રાપોલેશન તકનીક
চৰম মান,આત્યંતિક મૂલ્ય
চৰম,આત્યંતિક
চৰম বিন্দু,આત્યંતિક બિંદુ
উত্তল সমষ্টিৰ চৰম বিন্দু,બહિર્મુખ સમૂહનો આત્યંતિક બિંદુ
এটা ফলনৰ চৰম,કાર્યની સીમા
চৰম সম্পত্তি,આત્યંતિક મિલકત
চেহেৰা,ચહેરો
মুখৰ মূল্য,ફેસ વેલ્યુ
কাৰক,પરિબળ
কাৰক বিশ্লেষণ,પરિબળ વિશ્લેષણ
ফ্যাক্টৰ কৰা হৈছে,કારણભૂત
ফেক্টৰিয়েল,ફેક્ટોરિયલ
ফেক্টৰিয়েল ডিজাইন,ફેક્ટોરિયલ ડિઝાઇન
ফ্যাক্টৰাইজেচন,ફેક્ટરીકરણ
ফ্যাক্টৰাইজ,ફેક્ટરાઇઝ
ন্যায্য খেল,વાજબી રમત
মিছা,ખોટું
পৰিয়াল,કુટુંબ
বৃত্তৰ পৰিয়াল,વર્તુળોનું કુટુંબ
পৰিয়ালৰ বক্ৰতা,કુટુંબ વણાંકો
কাৰ্য্যসমূহৰ পৰিয়াল,કાર્યોનું કુટુંબ
ৰেখাৰ পৰিয়াল,રેખાઓનું કુટુંબ
ফেক্সিমিল,પ્રતિકૃતિ
F-বিতৰণ,F-વિતરણ
সম্ভৱপৰ মৌলিক সমাধান,શક્ય મૂળભૂત ઉકેલ
সম্ভৱপৰ সমাধান,શક્ય ઉકેલ
মতামত,પાછા ફીડ
ফাৰ্মেট নীতি,ફર્મેટ સિદ્ધાંત
ফাৰ্মেটৰ উপপাদ্য,ફર્મેટનું પ્રમેય
ফাৰ্মি-ডিৰাকৰ পৰিসংখ্যা,ફર્મી-ડીરાક આંકડા
ফিবোনাচি নম্বৰ,ફિબોનાકી નંબર
ফিবোনাচি ছিৰিজ,ફિબોનાકી શ્રેણી
ক্ষেত্ৰ,ક્ષેત્ર
চূড়ান্ত বেগ,અંતિમ વેગ
সসীম,મર્યાદિત
সসীম ভিত্তি,મર્યાદિત આધાર
সসীম দশমিক,મર્યાદિત દશાંશ
সসীম পাৰ্থক্য,મર્યાદિત તફાવત
সসীম পাৰ্থক্য পদ্ধতি,મર્યાદિત તફાવત પદ્ધતિ
সসীম মাত্ৰিক,મર્યાદિત પરિમાણીય
সসীম মাত্ৰিক ভেক্টৰ স্থান,મર્યાદિત પરિમાણીય વેક્ટર જગ્યા
সসীম খেল,મર્યાદિત રમત
সসীম জ্যামিতি,મર્યાદિત ભૂમિતિ
সসীম ছেদ,મર્યાદિત આંતરછેદ
সসীম বহুত,મર્યાદિત ઘણા
সসীম মাৰ্কভ শৃংখল,મર્યાદિત માર્કોવ સાંકળ
সসীমতা প্ৰমাণ,મર્યાદિતતા પુરાવો
সসীম সংখ্যা,મર્યાદિત સંખ્યા
সসীম জনসংখ্যা,મર્યાદિત વસ્તી
সসীম সম্ভাৱনা,મર્યાદિત સંભાવના
সসীম শৃংখলা,મર્યાદિત શ્રેણી
সসীম গোট,મર્યાદિત સમૂહ
সসীম বেগ,મર્યાદિત વેગ
সসীম আয়তন,મર્યાદિત વોલ્યુમ
ফিটিং,ફિટિંગ
বক্ৰৰ ফিটিং,વળાંકનું ફિટિંગ
সৰলৰেখাৰ ফিটিং,સીધી રેખાનું ફિટિંગ
স্থিৰ বিন্দু উপপাদ্য,નિશ્ચિત બિંદુ પ્રમેય
স্থিৰ নমুনা,નિશ્ચિત નમૂના
উৰণৰ বেগ,ફ્લાઇટ વેગ
ভাসমান বিন্দু গাণিতিক,ફ્લોટિંગ પોઈન્ટ અંકગણિત
ফ্লটিং পইণ্ট চিষ্টেম,ફ્લોટિંગ પોઈન્ટ સિસ્ટમ
ফ্ল&#39; চাৰ্ট,ફ્લો ચાર્ટ
প্ৰবাহৰ বেগ,પ્રવાહ વેગ
তৰল গতিবিদ্যা,પ્રવાહી ગતિશીલતા
focal,ફોકલ
ফোকাচ কৰ্ড,કેન્દ્રીય તાર
ফোকাচ দূৰত্ব,કેન્દ્રીય અંતર
ফোকাচ দৈৰ্ঘ্য,ફોકલ લંબાઈ
ধ্যান কেন্দ্ৰিত,ફોકસ
