Punjabi,Kannada
ਫੈਸਲੇ ਦੀ ਥਿਊਰੀ,ನಿರ್ಧಾರ ಸಿದ್ಧಾಂತ
ਫੈਸਲਾ ਵੇਰੀਏਬਲ,ನಿರ್ಧಾರ ವೇರಿಯಬಲ್
ਡੀਕੋਡਰ,ಡಿಕೋಡರ್
ਡੀਕੋਡਿੰਗ,ಡಿಕೋಡಿಂಗ್
ਸੜਨਯੋਗ ਸੈੱਟ,ಕೊಳೆಯುವ ಸೆಟ್
ਘਟ ਰਿਹਾ ਹੈ,ಕಡಿಮೆಯಾಗುತ್ತಿದೆ
ਘਟਦੀ ਫੰਕਸ਼ਨ,ಕಾರ್ಯವನ್ನು ಕಡಿಮೆಗೊಳಿಸುವುದು
Dedekind ਦੇ ਕੱਟ,ಡೆಡೆಕಿಂಡ್ಸ್ ಕಟ್
Dedekind ਦਾ ਪ੍ਰਮੇਯ,ಡೆಡೆಕಿಂಡ್ ಪ್ರಮೇಯ
ਦਾ ਅਨੁਮਾਨ,ನಿರ್ಣಯಿಸಿ
ਕਟੌਤੀ ਵਿਧੀ,ಅನುಮಾನಾತ್ಮಕ ವಿಧಾನ
ਨੁਕਸਦਾਰ,ದೋಷಪೂರಿತ
ਪਰਿਭਾਸ਼ਿਤ ਸਮੀਕਰਨ,ಸಮೀಕರಣವನ್ನು ವ್ಯಾಖ್ಯಾನಿಸುವುದು
ਨਿਸ਼ਚਿਤ ਅਟੁੱਟ,ನಿರ್ದಿಷ್ಟ ಅವಿಭಾಜ್ಯ
ਨਿਸ਼ਚਿਤ ਮੈਟ੍ਰਿਕਸ,ನಿರ್ದಿಷ್ಟ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ਪਰਿਭਾਸ਼ਾ,ವ್ಯಾಖ್ಯಾನ
deformation ਕਰਵ,ವಿರೂಪ ಕರ್ವ್
ਵਿਗੜਿਆ ਸਤਹ,ವಿರೂಪಗೊಂಡ ಮೇಲ್ಮೈ
ਪਤਨ,ಅವನತಿ
ਆਵਾਜਾਈ ਦੀਆਂ ਸਮੱਸਿਆਵਾਂ ਵਿੱਚ ਵਿਗਾੜ,ಸಾರಿಗೆ ಸಮಸ್ಯೆಗಳಲ್ಲಿ ಅವನತಿ
ਡਿਗਰੀ,ಪದವಿ
ਅੰਤਰ ਸਮੀਕਰਨ ਦੀ ਡਿਗਰੀ,ಡಿಫರೆನ್ಷಿಯಲ್ ಸಮೀಕರಣದ ಪದವಿ
ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ,ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ
ਬਹੁਪਦ ਦੀ ਡਿਗਰੀ,ಬಹುಪದದ ಪದವಿ
ਆਂਢ-ਗੁਆਂਢ ਨੂੰ ਹਟਾਇਆ,ಅಳಿಸಿದ ನೆರೆಹೊರೆ
ਡੈਲਟਾ ਫੰਕਸ਼ਨ,ಡೆಲ್ಟಾ ಕಾರ್ಯ
ਮੰਗ ਅਤੇ ਉਪਯੋਗਤਾ ਵਕਰ,ಬೇಡಿಕೆ ಮತ್ತು ಉಪಯುಕ್ತತೆಯ ರೇಖೆ
ਮੰਗ ਸਮੀਕਰਨ,ಬೇಡಿಕೆ ಸಮೀಕರಣ
ਮੰਗ ਫੰਕਸ਼ਨ,ಬೇಡಿಕೆ ಕಾರ್ಯ
ਜਨਸੰਖਿਆ ਅਧਿਐਨ,ಜನಸಂಖ್ಯಾ ಅಧ್ಯಯನ
ਜਨਸੰਖਿਆ,ಜನಸಂಖ್ಯಾಶಾಸ್ತ್ರ
De Moivre ਦਾ ਸਿਧਾਂਤ,ಡಿ ಮೊಯಿವ್ರೆ ಪ್ರಮೇಯ
ਪ੍ਰਦਰਸ਼ਨ,ಪ್ರದರ್ಶಿಸಿ
ਪ੍ਰਦਰਸ਼ਨ,ಪ್ರದರ್ಶನ
ਪ੍ਰਦਰਸ਼ਨੀ ਜਿਓਮੈਟਰੀ,ಪ್ರದರ್ಶಕ ರೇಖಾಗಣಿತ
ਭਾਅ,ಛೇದಕ
ਸੰਘਣਾ ਸੈੱਟ,ದಟ್ಟವಾದ ಸೆಟ್
ਘਣਤਾ,ಸಾಂದ್ರತೆ
ਗਿਣਤੀਯੋਗ ਸੈੱਟ,ಲೆಕ್ಕಿಸಲಾಗದ ಸೆಟ್
ਰਵਾਨਗੀ ਵੇਰੀਏਬਲ,ನಿರ್ಗಮಿಸುವ ಅಸ್ಥಿರ
ਨਿਰਭਰ ਘਟਨਾ,ಅವಲಂಬಿತ ಘಟನೆ
ਨਿਰਭਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,ಅವಲಂಬಿತ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
ਨਿਰਭਰ ਵੇਰੀਏਬਲ,ಅವಲಂಬಿತ ವೇರಿಯಬಲ್
ਨਿਰਭਰ ਪਰਿਵਰਤਨ,ಅವಲಂಬಿತ ವ್ಯತ್ಯಾಸ
ਡਿਪਰੈਸ਼ਨ ਕੋਣ,ಖಿನ್ನತೆಯ ಕೋನ
ਵਿਉਤਪੱਤੀ,ವ್ಯುತ್ಪತ್ತಿ
ਡੈਰੀਵੇਟਿਵ,ಉತ್ಪನ್ನ
ਪ੍ਰਾਪਤ ਲੜੀ,ಪಡೆದ ಸರಣಿ
ਪ੍ਰਾਪਤ ਸੈੱਟ,ಪಡೆದ ಸೆಟ್
ਉਤਰਦੇ ਹੋਏ,ಅವರೋಹಣ
ਘਟਦੇ ਕ੍ਰਮ,ಅವರೋಹಣ ಕ್ರಮ
ਘਟਦੀ ਲੜੀ,ಅವರೋಹಣ ಸರಣಿ
ਵਰਣਨਯੋਗ ਜਿਓਮੈਟਰੀ,ವಿವರಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
ਵਰਣਨਯੋਗ ਮਾਡਲ,ವಿವರಣಾತ್ಮಕ ಮಾದರಿ
ਵਰਣਨਯੋਗ ਅੰਕੜੇ,ವಿವರಣಾತ್ಮಕ ಅಂಕಿಅಂಶಗಳು
ਡਿਜ਼ਾਈਨ,ವಿನ್ಯಾಸ
ਪ੍ਰਯੋਗ ਦੇ ਡਿਜ਼ਾਈਨ,ಪ್ರಯೋಗದ ವಿನ್ಯಾಸ
ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ,ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್
ਖੋਜ,ಪತ್ತೆ
ਨਿਰਣਾਇਕ,ನಿರ್ಣಾಯಕ
ਨਿਰਣਾਇਕ ਦਰਜਾ,ನಿರ್ಣಾಯಕ ಶ್ರೇಣಿ
ਨਿਰਧਾਰਤ ਕਰੋ,ನಿರ್ಧರಿಸಿ
ਨਿਰਣਾਇਕ ਮਾਡਲ,ನಿರ್ಣಾಯಕ ಮಾದರಿ
ਨਿਰਣਾਇਕ ਸਮੱਸਿਆ,ನಿರ್ಣಾಯಕ ಸಮಸ್ಯೆ
ਭਟਕਣਾ,ವಿಚಲನ
ਭਟਕਣਾ ਗੁਣਾਂਕ,ವಿಚಲನ ಗುಣಾಂಕ
ਡਾਇਡਿਕ ਸਿਸਟਮ,ಡಯಾಡಿಕ್ ವ್ಯವಸ್ಥೆ
ਵਿਕਰਣ,ಕರ್ಣೀಯ
ਇੱਕ ਮੈਟ੍ਰਿਕਸ ਦਾ ਵਿਕਰਣੀਕਰਨ,ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಕರ್ಣೀಕರಣ
ਵਿਕਰਣ ਮੈਟ੍ਰਿਕਸ,ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ਵਿਕਰਣ ਸਮਾਨਤਾ,ಕರ್ಣೀಯ ಹೋಲಿಕೆ
ਚਿੱਤਰ,ರೇಖಾಚಿತ್ರ
ਚਿੱਤਰਕਾਰੀ ਢੰਗ,ರೇಖಾಚಿತ್ರ ವಿಧಾನ
ਚਿੱਤਰਕਾਰੀ ਪੇਸ਼ਕਾਰੀ,ರೇಖಾಚಿತ್ರ ಪ್ರಸ್ತುತಿ
ਵਿਆਸ,ವ್ಯಾಸ
ਇੱਕ ਸੈੱਟ ਦਾ ਵਿਆਸ,ಒಂದು ಸೆಟ್ನ ವ್ಯಾಸ
ਵਿਆਸ ਦੇ ਉਲਟ,ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ
ਪਾਸਾ ਸੁੱਟਣਾ,ದಾಳ ಎಸೆಯುತ್ತಾರೆ
ਵਿਭਾਜਨ ਵਰਗੀਕਰਣ,ದ್ವಿಮುಖ ವರ್ಗೀಕರಣ
ਦੁਵਿਧਾ,ಇಬ್ಭಾಗ
ਡਿਕਸ਼ਨਰੀ ਆਰਡਰ,ನಿಘಂಟು ಆದೇಶ
ਅੰਤਰ ਕੈਲਕੂਲਸ,ವ್ಯತ್ಯಾಸ ಕಲನಶಾಸ್ತ್ರ
ਅੰਤਰ ਸਮੀਕਰਨ,ವ್ಯತ್ಯಾಸ ಸಮೀಕರಣ
ਅੰਤਰ ਫਾਰਮੂਲਾ,ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
ਅੰਤਰ ਢੰਗ,ವ್ಯತ್ಯಾಸ ವಿಧಾನ
ਸੈੱਟ ਦਾ ਅੰਤਰ,ಸೆಟ್ಗಳ ವ್ಯತ್ಯಾಸ
ਵੱਖ ਕਰਨ ਯੋਗ,ಭಿನ್ನವಾಗಬಲ್ಲ
ਵਿਭਿੰਨ ਕਰਵ,ವಿಭಿನ್ನ ಕರ್ವ್
ਵੱਖ ਕਰਨ ਯੋਗ ਫੰਕਸ਼ਨ,ವಿಭಿನ್ನ ಕಾರ್ಯ
ਅੰਤਰ,ಭೇದಾತ್ಮಕ
ਵਿਭਾਜਨ ਕੈਲਕੂਲਸ,ಭೇದಾತ್ಮಕ ಕಲನಶಾಸ್ತ್ರ
ਵਿਭਿੰਨ ਗੁਣਾਂਕ,ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ
ਅੰਤਰ ਸਮੀਕਰਨ,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
ਵਿਭਿੰਨ ਰੂਪ,ಭೇದಾತ್ಮಕ ರೂಪ
ਅੰਤਰ ਫਾਰਮੂਲਾ,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
ਅੰਤਰ ਫੰਕਸ਼ਨ,ಭೇದಾತ್ಮಕ ಕಾರ್ಯ
ਵਿਭਿੰਨ ਜਿਓਮੈਟਰੀ,ಭೇದಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
ਉੱਚ ਕ੍ਰਮ ਦਾ ਅੰਤਰ,ಉನ್ನತ ಕ್ರಮಾಂಕದ ವ್ಯತ್ಯಾಸ
ਫਰਕ ਭਾਗ,ಭೇದಾತ್ಮಕ ಅಂಶ
ਵੱਖਰਾ,ಪ್ರತ್ಯೇಕಿಸಿ
ਭਿੰਨਤਾ,ವ್ಯತ್ಯಾಸ
ਵਿਭਿੰਨਤਾ ਫਾਰਮੂਲਾ,ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
ਵੈਕਟਰ ਦਾ ਅੰਤਰ,ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ
ਫੈਲਾ,ಪ್ರಸರಣ
ਅੰਕ,ಅಂಕಿ
ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
ਡਿਜ਼ੀਟਲ ਡਾਟਾ,ಡಿಜಿಟಲ್ ಡೇಟಾ
ਮਾਪ,ಆಯಾಮ
ਆਯਾਮ,ಆಯಾಮ
ਅਯਾਮ ਰਹਿਤ,ಆಯಾಮವಿಲ್ಲದ
ਇੱਕ ਸਮੀਕਰਨ ਦਾ ਮਾਪ,ಸಮೀಕರಣದ ಆಯಾಮ
diophantine ਸਮੀਕਰਨ,ಡಯೋಫಾಂಟೈನ್ ಸಮೀಕರಣ
ਡਿੱਪ ਕੋਣ,ಅದ್ದು ಕೋನ
ਡਿਪੋਲਰ ਕੋਆਰਡੀਨੇਟਸ,ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು
dipole,ದ್ವಿಧ್ರುವಿ
ਡਿਪਾਈਰਾਮਿਡ (ਬਾਈਪਾਈਰਾਮਿਡ),ಡಿಪಿರಮಿಡ್ (ಬೈಪಿರಮಿಡ್)
ਡਾਇਰਾਕ ਡੈਲਟਾ ਫੰਕਸ਼ਨ,ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ
ਸਿੱਧੀ ਸਾਂਝੀ ਸਪਰਸ਼,ನೇರ ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ
ਨਿਰਦੇਸ਼ਿਤ ਕੋਣ,ನಿರ್ದೇಶಿಸಿದ ಕೋನ
ਨਿਰਦੇਸ਼ਿਤ ਲਾਈਨ,ನಿರ್ದೇಶಿಸಿದ ಸಾಲು
ਦਿਸ਼ਾਤਮਕ ਡੈਰੀਵੇਟਿਵ,ದಿಕ್ಕಿನ ಉತ್ಪನ್ನ
ਦਿਸ਼ਾ ਕੋਸਾਈਨ,ನಿರ್ದೇಶನ ಕೊಸೈನ್
ਅਧਿਕਤਮ ਦੀ ਦਿਸ਼ਾ,ಗರಿಷ್ಠ ದಿಕ್ಕು
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦੀ ਦਿਸ਼ਾ,ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ
ਦਿਸ਼ਾ ਅਨੁਪਾਤ,ದಿಕ್ಕಿನ ಅನುಪಾತ
ਡਾਇਰੈਕਟਰ ਸਰਕਲ,ನಿರ್ದೇಶಕ ವಲಯ
ਨਿਰਦੇਸ਼ਕ ਖੇਤਰ,ನಿರ್ದೇಶಕ ಗೋಳ
ਸਿੱਧਾ ਉਤਪਾਦ,ನೇರ ಉತ್ಪನ್ನ
ਸਿੱਧਾ ਸਬੂਤ,ನೇರ ಪುರಾವೆ
ਸਿੱਧਾ ਅਨੁਪਾਤ,ನೇರ ಅನುಪಾತ
directrix,ಡೈರೆಕ್ಟ್ರಿಕ್ಸ್
ਸਿੱਧੀ ਰਕਮ,ನೇರ ಮೊತ್ತ
ਡਿਸਕਨੈਕਟ ਕੀਤੇ ਸੈੱਟ,ಸಂಪರ್ಕ ಕಡಿತಗೊಂಡ ಸೆಟ್‌ಗಳು
ਨਿਰੰਤਰਤਾ,ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ
ਡੈਰੀਵੇਟਿਵ ਦੀ ਖੰਡਨਤਾ,ಉತ್ಪನ್ನದ ಸ್ಥಗಿತ
ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ,ಮೊದಲ ರೀತಿಯ ಸ್ಥಗಿತ
ਦੂਜੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ,ಎರಡನೇ ರೀತಿಯ ಸ್ಥಗಿತ
ਲਗਾਤਾਰ ਵੰਡ,ನಿರಂತರ ವಿತರಣೆ
ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,ನಿರಂತರ ಕಾರ್ಯ
ਲਗਾਤਾਰ ਪਰਿਵਰਤਨ,ನಿರಂತರ ವ್ಯತ್ಯಾಸ
ਵੱਖਰਾ,ಪ್ರತ್ಯೇಕವಾದ
ਵੱਖਰੀ ਵੰਡ,ಪ್ರತ್ಯೇಕ ವಿತರಣೆ
ਵੱਖਰੀ ਸੰਭਾਵਨਾ ਵੰਡ,ಪ್ರತ್ಯೇಕ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ
ਵੱਖਰਾ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,ಡಿಸ್ಕ್ರೀಟ್ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
ਵੱਖ ਨਮੂਨਾ ਸਪੇਸ,ಪ್ರತ್ಯೇಕ ಮಾದರಿ ಜಾಗ
ਵੱਖਰਾ ਸੈੱਟ,ಪ್ರತ್ಯೇಕ ಸೆಟ್
ਵੱਖਰੀ ਸਪੇਸ,ಪ್ರತ್ಯೇಕ ಜಾಗ
ਡਿਸਕਰੀਟ ਟੌਪੋਲੋਜੀ,ಪ್ರತ್ಯೇಕ ಸ್ಥಳಶಾಸ್ತ್ರ
ਵੱਖ ਵੱਖ,ಪ್ರತ್ಯೇಕ ವ್ಯತ್ಯಾಸ
ਵਿਤਕਰਾ ਕਰਨ ਵਾਲਾ,ತಾರತಮ್ಯ
ਪੱਖਪਾਤੀ ਵਿਸ਼ਲੇਸ਼ਣ (= ਵਿਤਕਰੇ ਵਾਲਾ ਵਿਸ਼ਲੇਸ਼ਣ),ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ (=ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ)
ਟੁੱਟਣਾ,ಭಿನ್ನಾಭಿಪ್ರಾಯ
ਵੱਖ-ਵੱਖ ਘਟਨਾਵਾਂ,ಅಸಂಬದ್ಧ ಘಟನೆಗಳು
ਵੱਖ-ਵੱਖ ਸੈੱਟ,ಅಸಂಯೋಜಿತ ಸೆಟ್ಗಳು
ਯੂਨੀਅਨ ਨੂੰ ਤੋੜੋ,ಅವಿಭಕ್ತ ಒಕ್ಕೂಟ
ਵਿਛੋੜਾ,ವಿಘಟನೆ
ਫੈਲਾਅ,ಪ್ರಸರಣ
ਫੈਲਾਅ ਚਾਰਟ,ಪ್ರಸರಣ ಚಾರ್ಟ್
ਫੈਲਾਅ ਸਥਿਰ,ಪ್ರಸರಣ ಸ್ಥಿರ
ਫੈਲਾਅ ਚਿੱਤਰ,ಪ್ರಸರಣ ರೇಖಾಚಿತ್ರ
ਡਿਸਪਰਸ਼ਨ ਮੈਟਰਿਕਸ (=ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ),ಪ್ರಸರಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (=ಕೋವೇರಿಯನ್ಸ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್)
ਵਿਸਥਾਪਨ,ಸ್ಥಳಾಂತರ
ਡਿਸਪਲੇ,ಪ್ರದರ್ಶನ
ਡਿਸਪਲੇ ਯੂਨਿਟ (=ਕੰਸੋਲ),ಪ್ರದರ್ಶನ ಘಟಕ (=ಕನ್ಸೋಲ್)
ਭਿੰਨ,ಭಿನ್ನವಾದ
dissipative ਤਾਕਤਾਂ,ವಿಘಟಿಸುವ ಶಕ್ತಿಗಳು
ਦੂਰੀ ਫੰਕਸ਼ਨ,ದೂರ ಕಾರ್ಯ
ਦੂਰੀ ਮਾਡਿਊਲਸ,ದೂರ ಮಾಡ್ಯುಲಸ್
ਵੰਡ-ਮੁਕਤ ਢੰਗ,ವಿತರಣೆ-ಮುಕ್ತ ವಿಧಾನ
ਵੰਡਣ ਵਾਲਾ ਕਾਨੂੰਨ,ವಿತರಣಾ ಕಾನೂನು
ਵੱਖ ਕਰਨਾ,ಬೇರೆಯಾಗುತ್ತವೆ
ਭਿੰਨਤਾ,ಭಿನ್ನತೆ
ਵਿਭਿੰਨਤਾ ਪ੍ਰਮੇਯ,ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ
ਵੱਖਰੇ,ಭಿನ್ನವಾದ
ਵੱਖ-ਵੱਖ ਲੜੀ,ವಿಭಿನ್ನ ಸರಣಿ
ਵੰਡਿਆ ਅੰਤਰ,ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ
ਵੰਡਣਯੋਗਤਾ,ವಿಭಜನೆ
ਵੰਡਣਯੋਗ,ಭಾಗಿಸಬಹುದಾದ
ਵੰਡ,ವಿಭಾಗ
ਡਿਵੀਜ਼ਨ ਐਲਗੋਰਿਦਮ,ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್
ਡਿਵੀਜ਼ਨ ਰਿੰਗ,ವಿಭಾಗದ ಉಂಗುರ
dodecagon,ಡೋಡೆಕಾಗನ್
dodecahedron,ದ್ವಾದಶಮುಖ
ਡੋਮੇਨ,ಡೊಮೇನ್
ਇੱਕ ਫੰਕਸ਼ਨ ਦਾ ਡੋਮੇਨ,ಕಾರ್ಯದ ಡೊಮೇನ್
ਪਰਿਭਾਸ਼ਾ ਦਾ ਡੋਮੇਨ,ವ್ಯಾಖ್ಯಾನದ ಡೊಮೇನ್
ਮੌਜੂਦਗੀ ਦਾ ਡੋਮੇਨ,ಅಸ್ತಿತ್ವದ ಡೊಮೇನ್
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਰਣਨੀਤੀ,ಪ್ರಬಲ ತಂತ್ರ
ਡੋਪਲਰ ਪ੍ਰਭਾਵ,ಡಾಪ್ಲರ್ ಪರಿಣಾಮ
ਬਿੰਦੀ ਉਤਪਾਦ,ಡಾಟ್ ಉತ್ಪನ್ನ
ਬਿੰਦੀ ਵਾਲਾ ਕਰਵ,ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ
ਡਬਲ ਫਰਕ,ಎರಡು ವ್ಯತ್ಯಾಸ
ਡਬਲ ਘਾਤ ਅੰਕੀ ਵੰਡ,ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ
ਡਬਲ ਹੈਲਿਕਸ,ಡಬಲ್ ಹೆಲಿಕ್ಸ್
ਡਬਲ ਅਟੁੱਟ,ಡಬಲ್ ಅವಿಭಾಜ್ಯ
ਡਬਲ ਏਕੀਕਰਣ,ಡಬಲ್ ಏಕೀಕರಣ
ਡਬਲ ਸੀਮਾ,ಎರಡು ಮಿತಿ
ਡਬਲ ਨਮੂਨਾ ਯੋਜਨਾ,ಎರಡು ಮಾದರಿ ಯೋಜನೆ
ਡਬਲ ਕ੍ਰਮ,ಎರಡು ಅನುಕ್ರಮ
ਡਬਲ ਸੀਰੀਜ਼,ಡಬಲ್ ಸರಣಿ
ਡਬਲ ਪਿਛੇਤਰ ਸੰਕੇਤ,ಡಬಲ್ ಪ್ರತ್ಯಯ ಸಂಕೇತ
ਡਬਲ ਸਮੇਸ਼ਨ,ಡಬಲ್ ಸಂಕಲನ
ਹੇਠਾਂ ਵੱਲ ਪ੍ਰਵੇਗ,ಕೆಳಮುಖ ವೇಗವರ್ಧನೆ
ਹੇਠਾਂ ਵੱਲ ਵਿਸਥਾਪਨ,ಕೆಳಮುಖ ಸ್ಥಳಾಂತರ
ਹੇਠਾਂ ਵੱਲ ਮੋਸ਼ਨ,ಕೆಳಮುಖ ಚಲನೆ
ਹੇਠਾਂ ਵੱਲ ਗਤੀ,ಕೆಳಮುಖ ವೇಗ
ਖਿੱਚੋ,ಎಳೆಯಿರಿ
ਡਰੈਗ ਫੋਰਸ,ಡ್ರ್ಯಾಗ್ ಫೋರ್ಸ್
ਦੋਹਰਾ,ದ್ವಂದ್ವ
ਦੋਹਰਾ ਆਧਾਰ,ಉಭಯ ಆಧಾರ
ਦੋਹਰਾ ਅੰਦਰੂਨੀ ਉਤਪਾਦ,ಎರಡು ಆಂತರಿಕ ಉತ್ಪನ್ನ
ਦੋਹਰੀ ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਸਮੱਸਿਆ,ಡ್ಯುಯಲ್ ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ
ਦੋਹਰਾ ਕਾਰਵਾਈ,ಎರಡು ಕಾರ್ಯಾಚರಣೆ
ਦੋਹਰੀ ਸਮੱਸਿਆ,ಉಭಯ ಸಮಸ್ಯೆ
ਦੋਹਰਾ ਸਿੰਪਲੈਕਸ ਐਲਗੋਰਿਦਮ,ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ಅಲ್ಗಾರಿದಮ್
ਦੋਹਰੀ ਸਿੰਪਲੈਕਸ ਤਕਨੀਕ,ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ತಂತ್ರ
ਦੋਹਰੀ ਸਪੇਸ,ಡ್ಯುಯಲ್ ಸ್ಪೇಸ್
ਦੋਹਰਾ ਵੇਰੀਏਬਲ,ಡ್ಯುಯಲ್ ವೇರಿಯಬಲ್
ਦੋਹਰੀ ਵੈਕਟਰ ਸਪੇਸ,ಡ್ಯುಯಲ್ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್
ਡਮੀ ਸੂਚਕਾਂਕ,ನಕಲಿ ಸೂಚ್ಯಂಕ
ਡਮੀ ਸਬਸਕ੍ਰਿਪਟ,ನಕಲಿ ಚಂದಾದಾರಿಕೆ
ਡਮੀ ਪਿਛੇਤਰ,ನಕಲಿ ಪ್ರತ್ಯಯ
ਡਮੀ ਵੇਰੀਏਬਲ,ನಕಲಿ ವೇರಿಯಬಲ್
ਡੁਪਲੀਕੇਟਰ ਪ੍ਰਕਿਰਿਆ,ನಕಲು ಪ್ರಕ್ರಿಯೆ
ਗਤੀਸ਼ੀਲ,ಕ್ರಿಯಾತ್ಮಕ
ਗਤੀਸ਼ੀਲ ਸਿਸਟਮ,ಕ್ರಿಯಾತ್ಮಕ ವ್ಯವಸ್ಥೆ
ਗਤੀਸ਼ੀਲ ਮੰਗ ਫੰਕਸ਼ਨ,ಡೈನಾಮಿಕ್ ಬೇಡಿಕೆ ಕಾರ್ಯ
ਗਤੀਸ਼ੀਲ ਮਾਡਲ,ಕ್ರಿಯಾತ್ಮಕ ಮಾದರಿ
ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ,ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਪਹੁੰਚ,ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ವಿಧಾನ
ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਤਕਨੀਕ,ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ತಂತ್ರ
ਗਤੀਸ਼ੀਲਤਾ,ಡೈನಾಮಿಕ್ಸ್
ਇੱਕ ਕਣ ਦੀ ਗਤੀਸ਼ੀਲਤਾ,ಒಂದು ಕಣದ ಡೈನಾಮಿಕ್ಸ್
ਸਖ਼ਤ ਸਰੀਰ ਦੀ ਗਤੀਸ਼ੀਲਤਾ,ಕಟ್ಟುನಿಟ್ಟಾದ ದೇಹಗಳ ಡೈನಾಮಿಕ್ಸ್
ਧਰਤੀ,ಭೂಮಿ
ਭੂਚਾਲ ਦੀ ਤੀਬਰਤਾ,ಭೂಕಂಪದ ತೀವ್ರತೆ
ਸਨਕੀਤਾ,ವಿಕೇಂದ್ರೀಯತೆ
ਗ੍ਰਹਿਣ,ಗ್ರಹಣ
ਆਰਥਿਕ ਪੂਰਵ ਅਨੁਮਾਨ,ಆರ್ಥಿಕ ಮುನ್ಸೂಚನೆ
ਅਰਥ ਸ਼ਾਸਤਰੀ,ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ
ਅਰਥ ਗਣਿਤ,ಅರ್ಥಶಾಸ್ತ್ರ
ਅਰਥ ਸ਼ਾਸਤਰ,ಅರ್ಥಶಾಸ್ತ್ರ
ਕਿਨਾਰਾ,ಅಂಚು
ਇੱਕ ਕਨਵੈਕਸ ਸੈੱਟ ਦਾ ਕਿਨਾਰਾ,ಪೀನ ಗುಂಪಿನ ಅಂಚು
ਕੁਸ਼ਲਤਾ ਕਾਰਕ,ದಕ್ಷತೆಯ ಅಂಶ
eigen ਤੱਤ,ಐಜೆನ್ ಅಂಶ
eigen ਫੰਕਸ਼ਨ,ಐಜೆನ್ ಕಾರ್ಯ
