Malayalam,Assamese
വീഴ്ചയുടെ സിദ്ധാന്തം,লেপছৰ মতবাদ
പ്രമാണം,নথিপত্ৰ
ഡോക്യുമെന്ററി തെളിവുകൾ,নথিপত্ৰৰ প্ৰমাণ
ഡോംസ്‌ഡേ ബുക്ക്,ডমছডে বুক
കോൺസ്റ്റന്റൈന്റെ സംഭാവന,কনষ্টেণ্টাইনৰ দান
വിധി,ডুম
സ്ത്രീധന രാജ്ഞി,বিধৱা ৰাণী
ഡ്രാഗൺ,ড্ৰেগুন
ഡ്രോമെഡേറിയൻ,ড্ৰ&#39;মেডাৰিয়ান
ഡ്രോമെഡറി,ড্ৰমেডাৰী
ഡ്രോമണ്ട്,ড্ৰমণ্ড
ഇരട്ട,দ্বৈত
ഇരട്ട സഖ്യം,দ্বৈত মিত্ৰতা
ഡ്യുവൽ എന്റന്റ്,ডুৱেল এণ্টেণ্ট
ഡ്യുവൽ സിസ്റ്റം (=ഇരട്ട സർക്കാർ),দ্বৈত ব্যৱস্থা (=দ্বিতীয় চৰকাৰ)
ഡ്യൂക്ക്,ড্যুক
ഡുമ,ডুমা
വാമനാവതാരം,বামন অৱতাৰ
രാജവംശം,বংশ
രാജവംശം,বংশ
കഴുകൻ,ঈগল
മൂപ്പൻ,এলডাৰ মানুহ
ഏൾ,আৰ্ল
എർൾഡം,আৰ্লডম
ആദ്യകാല ഗുപ്തർ,আদিম গুপ্তাসকল
ആദ്യകാല (ചരിത്രപരമായ) സൈറ്റുകൾ,প্ৰাথমিক (ঐতিহাসিক) স্থান
ആദ്യകാല വേദകാലം,প্ৰাথমিক বৈদিক যুগ
എക്ലീസിയ,ইক্লেছিয়া
തിരിച്ചടവിന്റെ ശാസന,পুনৰুদ্ধাৰৰ আদেশ
എട്ട് മടക്ക പാത,আঠ ভাঁজ পথ
മൂപ്പന്മാർ,বয়োজ্যেষ্ঠসকল
മുതിർന്ന രാഷ്ട്രതന്ത്രജ്ഞൻ (=ജനറോ),জ্যেষ্ঠ ৰাষ্ট্ৰনেতা (=genro)
എലിഫന്റ് ഗോഡ്,হাতী গোড
പതിനൊന്ന് വർഷത്തെ സ്വേച്ഛാധിപത്യം,এঘাৰ বছৰৰ অত্যাচাৰ
എലിസെ (=എലിസീ),এলিছাই (=এলিচি)
എൻക്ലോഷർ പ്രസ്ഥാനം,ঘেৰাও আন্দোলন
വിജ്ഞാനകോശം,এনচাইক্লিকেল
എൻസൈക്ലോപീഡിസ്റ്റ് പ്രസ്ഥാനം,বিশ্বকোষবাদী আন্দোলন
എന്റന്റെ,এন্টেন্টে
എന്റെ ഹൃദയം,এন্টেন্টে কৰ্ডিয়েল
സിംഹാസനം,এনথ্ৰন
പരിവാരം,এনট্যুৰেজ
എഫോദ്,ইফোদ
എഫോർ,এফোৰ
ഇതിഹാസ യുഗം,মহাকাব্যিক যুগ
ഇതിഹാസ നായകൻ,মহাকাব্যিক নায়ক
എപ്പിഗ്രാഫ്,এপিগ্ৰাফ
എപ്പിസ്കോപ്പസി,এপিস্কোপেচি
എപ്പിസ്കോപ്പ,এপিস্কোপেট
എപ്പിസോഡ്,খণ্ড
യുഗം,যুগ
യുഗനിർമ്മാണ സംഭവം,যুগ সৃষ্টিকাৰী অনুষ্ঠান
യുഗനിർമ്മാതാവ്,যুগ সৃষ্টিকাৰী মানুহ
പേരുനാമം,ইপ&#39;নিম
ഇക്വറി,ইকুৱেৰী
ഇക്വറി,ইকুৱেৰী
കുതിരസവാരി പ്രതിമ,অশ্বাৰোহীৰ মূৰ্তি
യുഗം,যুগ
എർഗസ്റ്റുലം,এৰগাষ্টুলাম
ദിവ്യബലി,ইউখাৰিষ্ট
ഇവാഞ്ചലിസം,ইভানজেলিজম
സുവിശേഷ പ്രസ്ഥാനം,ইভানজেলিকেল আন্দোলন
സുവിശേഷകൻ,ইভানজেলিষ্ট
എക്സാർച്ച്,Exarch
എക്സിലാർക്ക്,এক্সাইলাৰ্ক
ഫലാങ്കിസ്റ്റ്,ফেলেংগিষ্ট
പിതൃഭൂമി,পিতৃ ভূমি
പിതൃഭൂമി,পিতৃ ভূমি
ഫെരിയേ,ফেৰিয়া
ഫെറ്റിഷ്,ফেটিছ
ഫ്യൂഡൽ ഹോൾഡിംഗ്സ്,সামন্তীয় হোল্ডিংছ
ഫ്യൂഡലിസം (=ഫ്യൂഡൽ സമ്പ്രദായം),সামন্তবাদ (=সামন্তীয় ব্যৱস্থা)
ഫ്യൂഡൽ സമ്പ്രദായം,সামন্তীয় ব্যৱস্থা
ഫ്യൂഡറി,সামন্তীয়
ഫിഡെ ഡിഫൻസർ (=വിശ്വാസത്തിന്റെ സംരക്ഷകൻ),ফিডেই ডিফেন্সৰ (=বিশ্বাসৰ ৰক্ষক)
ഫൈഫ്,ফিফ
ഫീൽഡ് സിസ്റ്റം,ক্ষেত্ৰ ব্যৱস্থা
പതിനഞ്ചാമത്തെ നികുതി,পোন্ধৰতম কৰ
ചിത്ര തല,চিত্ৰৰ মূৰ
ഫിൻ ഡി സൈക്കിൾ,ফিন ডি ছিকেল
തീ തിന്നുന്നവൻ,জুই খোৱা
അഞ്ച് മൈൽ നിയമം,পাঁচ মাইল আইন
പതാക,পতাকা
ഫ്ലെമെൻ ഡയാലിസ്,ফ্লেমেন ডায়েলিছ
ഫ്ലമെൻ മാർട്ടിയാലിസ്,ফ্লেমেন মাৰ্চিয়ালিছ
ജ്വലിക്കുന്ന ടോർച്ച്,জ্বলি থকা টৰ্চ
പാർശ്വഭാഗം,ফ্লেংক
ഫ്ലാങ്കിംഗ് ചലനം,ফ্লেংকিং মুভমেণ্ট
അഭിവൃദ്ധി പ്രാപിക്കുന്ന നാഗരികത,ফুলি উঠা সভ্যতা
ഫ്ലൂവിയലിസ്റ്റിക് വിശ്വാസം,নদীবাদী বিশ্বাস
നാടോടി ദൈവം,লোক দেৱতা
നാടോടി ദേവത,লোক দেৱী
നാടോടി ഓർമ്മ,লোক স্মৃতি
നാടോടി മിത്ത് (=നാടോടിക്കഥ),লোক মিথ (=folklore)
തീറ്റ കണ്ടെത്തുന്നു,খাদ্য বিচাৰি ফুৰা
ഫോറേ,আক্ৰমণ
മുൻഗാമി,পূৰ্বপুৰুষ
പൂർവ്വപിതാവ്,পূৰ্বপুৰুষ
മുൻഗാമി,আগশাৰীৰ
കൈവിട്ട പ്രതീക്ഷ,নিঃসংগ আশা
രൂപീകരണ ഘട്ടം,গঠনমূলক পৰ্যায়
കോട്ട,দুৰ্গ
കോട്ടകെട്ടൽ,দুৰ্গ নিৰ্মাণ
ഉറപ്പുള്ള പട്ടണം,দুৰ্গম চহৰ
കോട്ട,দুৰ্গ
ഫോർച്യൂണ,ফৰ্তুনা
ഫോറം റൊമാനം,ফ&#39;ৰাম ৰোমানম
ഫ്രാൻസിസ്കൻ,ফ্ৰান্সিস্কান
ഫ്രാങ്ക്ലിൻ,ফ্ৰেংকলিন
സഹോദരീഹത്യ യുദ്ധം,ভাতৃঘাতী যুদ্ধ
സ്വതന്ത്ര പള്ളി,ফ্ৰী চাৰ্চ
ഫ്രീഹോൾഡർ,ফ্ৰীহোল্ডাৰ
സ്വതന്ത്ര സൈനികൻ,ফ্ৰীলান্স সৈনিক
സ്വതന്ത്ര സൈനികൻ,ফ্ৰীলান্স সৈনিক
ഫ്രീമാൻ,ফ্ৰীমেন
ഫ്രീമാൻ,ফ্ৰীমেন
സൗജന്യ പ്രവേശനം,ফ্ৰীপাছ
ഫ്രഞ്ച് വിപ്ലവം,ফৰাচী বিপ্লৱ
ഫ്രയർ,ফ্ৰাইয়াৰ
ഫ്രാസിയൻ കൂലിപ്പടയാളികൾ,ফ্ৰিয়াছিয়ান ভাড়াতীয়া
അതിർത്തിയിലെ മനുഷ്യൻ,সীমান্ত&#39;এ মানুহ
ഗാലിയൻ,গেলিয়ন
ഗാലിക്കൻ (=ഗല്ലിക്കനിസ്റ്റ്),গ্যালিকান (=গ্যালিকানিষ্ট)
ഗാലിക്കനിസം,গ্যালিকানিজম
ഗാരിസൺ,গেৰিছন
ഗൗൾ,গল
ഗൗണ്ട്ലെറ്റ്,গাউণ্টলেট
ഗൗണ്ട്ലെറ്റ്,গাউণ্টলেট
ഗസീബോ,গেজেবো
ഗസീബോ,গেজেবো
ഗസീബോ,গেজেবো
വംശാവലി ചരിത്രം,বংশাৱলীৰ ইতিহাস
വംശാവലി രേഖ,বংশাৱলীৰ ৰেকৰ্ড
വംശാവലി പട്ടിക,বংশাৱলীৰ তালিকা
വംശാവലി വൃക്ഷം,বংশাৱলীৰ গছ
വംശാവലി,বংশাৱলী
വംശാവലി,বংশাৱলী
തലമുറ,প্ৰজন্ম
വംശഹത്യ,গণহত্যা
വിജാതീയൻ,অনা-ইহুদী
വിജാതീയൻ,অনা-ইহুদী
വിജാതീയൻ,অনা-ইহুদী
വിജാതീയൻ,অনা-ইহুদী
ഗെട്ടോ,গেট্টো
ഗെട്ടോ,গেট্টো
ഗിബെറ്റ്,গিবেট
ഗിൽഡ് (=ഗിൽഡ്),গিল্ড (=গিল্ড)
ഗ്ലാഡിയേറ്റർ,গ্লেডিয়েটাৰ
മഹത്തായ വിപ്ലവം,গৌৰৱময় বিপ্লৱ
ഗോൾഡൻ ഹോർഡ്,গোল্ডেন হৰ্ড
മഹാസഖ്യം,গ্ৰেণ্ড এলায়েন্স
ഗ്രാൻഡീ,গ্ৰেণ্ডী
ഗ്രാൻഡ് സിഗ്നർ,গ্ৰেণ্ড চাইন&#39;ৰ
ഗ്രാൻഡ് സിഗ്നർ,গ্ৰেণ্ড চাইন&#39;ৰ
മഹത്തായ ആഭ്യന്തരയുദ്ധം,মহান গৃহযুদ্ধ
മഹത്തായ പുറപ്പാട് (ബുദ്ധന്റെ),মহান প্ৰস্থান (বুদ্ধৰ)
ഗ്രേറ്റർ ഇന്ത്യ,বৃহত্তৰ ভাৰত
ഗ്രേറ്റ് ഹെല്ലസ്,গ্ৰেট হেলাছ
വലിയ സംഘം,গ্ৰেট হৰ্ড
മഹത്തായ ത്യാഗം (=വലിയ പുറപ്പാട്),মহান পৰিত্যাগ (=মহান প্ৰস্থান)
വലിയ മുദ്ര,গ্ৰেট ছিল
വലിയ ട്രാക്ക്,গ্ৰেট ট্ৰেক
വലിയ വാഹനം,গ্ৰেট ভেহিকেল
ചൈനീസ് വന്മതില്,চীনৰ গ্ৰেট ৱাল
ഗ്രേവ്,গ্ৰেভ
ഗാർഡ് ചേംബർ,গাৰ্ড-চেম্বাৰ
ഗാർഡ് ചേംബർ,গাৰ্ড-চেম্বাৰ
ഗാർഡ് ചേംബർ,গাৰ্ড-চেম্বাৰ
ഗുപ്തർ,গুপ্তাছ
ഹാജിയോഗ്രാഫി,হেজিঅ’গ্ৰাফী
ഹാജിയോഗ്രാഫി,হেজিঅ’গ্ৰাফী
ഹാജിയോളജി,হেজিঅ’লজি
ഹാജിയോളജി,হেজিঅ’লজি
സ്വകാര്യ പ്രേക്ഷകരുടെ ഹാൾ,ব্যক্তিগত দৰ্শকৰ হল
പൊതു പ്രേക്ഷകരുടെ ഹാൾ,ৰাজহুৱা দৰ্শকৰ হল
ഹാച്ച്മെന്റ്,হেচমেণ্ট
ഹീതൻ,হেথেন
ഹീതൻ,হেথেন
ഹീതനിസം,হেথেনিজম
ഹെഗിറ (ഹെജേര),হেগিৰা (হেজেৰা)
ഹെല്ലനിസം,হেলেনিজম
ഹെലോട്ട്,হেলট
ഹെറാൾഡ്രി,হেৰাল্ড্ৰি
പൈതൃകം,ঐতিহ্য
ഹൈറോഗ്ലിഫിക് ലീനിയർ പ്രതീകങ്ങൾ,হাইৰ’গ্লিফিক ৰৈখিক আখৰ
ഹൈറോഗ്ലിഫിക് ലിപി,হাইৰ&#39;গ্লিফিক লিপি
ഉയർന്ന പള്ളി,হাই চাৰ্চ
ഉയർന്ന ലാൻഡർ,হাই লেণ্ডাৰ
ഹിന്ദുമതം,হিন্দু ধৰ্ম
ചരിത്രകാരൻ,ইতিহাসবিদ
ചരിത്രകാരൻ,ইতিহাসবিদ
ചരിത്രപരമായ ഭൗതികവാദം,ঐতিহাসিক বস্তুবাদ
ചരിത്ര യുഗം,ঐতিহাসিক যুগ
ചരിത്രപരമായ അതിർത്തി,ঐতিহাসিক সীমান্ত
ചരിത്രകാരൻ,ইতিহাসবিদ
ചരിത്രകാരൻ,ইতিহাসবিদ
ചരിത്രരചന,ইতিহাস লেখা
ചരിത്രരചന,ইতিহাস লেখা
ചരിത്രം,ইতিহাস
ഹിറ്റൈറ്റ് സാമ്രാജ്യം,হিট্টী সাম্ৰাজ্য
വിശുദ്ധ സഖ്യം,পবিত্ৰ মিত্ৰতা
വിശുദ്ധ നഗരം,পবিত্ৰ নগৰ
വിശുദ്ധ നഗരം,পবিত্ৰ নগৰ
പുണ്യ സ്ഥലം,পবিত্ৰ ভূমি
പുണ്യ സ്ഥലം,পবিত্ৰ ভূমি
ഹോളി ലീഗ്,হলি লীগ
ഹോളി ലീഗ്,হলি লীগ
വിശുദ്ധ റോമൻ സാമ്രാജ്യം (= സാമ്രാജ്യം),পবিত্ৰ ৰোমান সাম্ৰাজ্য (=The Empire)
വിശുദ്ധ കടൽ,পবিত্ৰ সাগৰ
വിശുദ്ധ കടൽ,পবিত্ৰ সাগৰ
വിശുദ്ധ യുദ്ധം,পবিত্ৰ যুদ্ধ
വിശുദ്ധ യുദ്ധം,পবিত্ৰ যুদ্ধ
ആഭ്യന്തര സർക്കാർ,গৃহ চৰকাৰ
ഹോം ഗാർഡ്,হোম গাৰ্ড
സ്വദേശം,গৃহভূমি
ഹോം റൂൾ,গৃহ শাসন
ഹോം റൂൾ,হোম ৰুল
കൂട്ടം,হৰ্ড
കൂട്ടം,হৰ্ড
ശത്രു രാജ്യം,শত্ৰুতাপূৰ্ণ দেশ
ശത്രു ഭൂമി,শত্ৰুতাপূৰ্ণ ভূমি
ചൂടുള്ള പിന്തുടരൽ,hot pursuit
വീട്,ঘৰ
വീട്,ঘৰ
പ്രജാസഭ,হাউচ অৱ কমনছ
ഹൗസ് ഓഫ് ലോർഡ്സ്,হাউচ অৱ লৰ্ডছ
പ്രതിനിധി സഭ,প্ৰতিনিধি সদন
ഹ്യൂഗനോട്ടുകൾ,হুগুয়েনট
മാനവികത,মানৱতাবাদ
ഹ്യൂമനിസ്റ്റ്,মানৱতাবাদী
നൂറ് യെസ്സർ യുദ്ധം,শত Yesrs&#39; যুদ্ধ
ഹങ്കർ,হাংকাৰ
ഇബാദത്ത് ഖാന (ആരാധനാലയം),ইবাদাত খানা (পূজাৰ ঘৰ)
ഐക്കണോക്ലാസ്റ്റ്,আইকনক্লাষ্ট
വിഗ്രഹാരാധകൻ,মূৰ্তিপূজক
ഇലാഹി യുഗം,ইলাহি যুগ
നിയമവിരുദ്ധ യുദ്ധം,অবৈধ যুদ্ধ
പ്രകാശിതമായ കൈയെഴുത്തുപ്രതി,আলোকিত পাণ্ডুলিপি
ചിത്രീകരിച്ച കൈയെഴുത്തുപ്രതി,সচিত্ৰ পাণ্ডুলিপি
ചിത്രീകരിച്ച കൈയെഴുത്തുപ്രതി,সচিত্ৰ পাণ্ডুলিপি
ഇമാം (ഇമ്മൂം),ইমাম (ইমাউম)
ഇമാമത്ത്,ইমামত
ഇമാമത്ത്,ইমামত
ഇമാംബരഃ,ইমাম্বৰা
ഇംപീരിയൽ,ইম্পেৰিয়েল
സാമ്രാജ്യത്വ നഗരം,ইম্পেৰিয়েল চিটি
സാമ്രാജ്യത്വം,সাম্ৰাজ্যবাদ
സാമ്രാജ്യത്വ മുൻഗണന,ইম্পেৰিয়েল পছন্দ
അപ്രമാദിത്വം,নীতিহীনতা
വഞ്ചകൻ,ভণ্ড
തടവ്,কাৰাবাস
തടവ്,কাৰাবাস
കടന്നുകയറ്റം,আক্ৰমণ
നുഴഞ്ഞുകയറ്റക്കാരൻ,আক্ৰমণকাৰী
സ്വാതന്ത്ര്യം,স্বাধীনতা
സ്വാതന്ത്യദിനം,স্বাধীনতা দিৱস
ഇൻഡിപെൻഡൻസ് ഹാൾ,স্বাধীনতা প্ৰেক্ষাগৃহ
ഇന്ത്യൻ അമേരിയൻ (=റെഡ് ഇന്ത്യൻ=അമേരിക്കൻ ഇന്ത്യൻ),ভাৰতীয় আমেৰিকান (=ৰেড ইণ্ডিয়ান=আমেৰিকান ইণ্ডিয়ান)
ഇന്ത്യൻ ഹോം റൂൾ ലീഗ്,ইণ্ডিয়ান হোম ৰুল লীগ
വ്യവസായ വിപ്ലവം,ঔদ্যোগিক বিপ্লৱ
അവിശ്വാസി,কাফিৰ
അവിശ്വാസി,কাফিৰ
നുഴഞ്ഞുകയറ്റം,অনুপ্ৰৱেশ
നുഴഞ്ഞുകയറ്റക്കാരൻ,অনুপ্ৰৱেশকাৰী
വിവരദാതാവ്,তথ্যদাতা
വിവരദാതാവ്,তথ্যদাতা
വിവരദാതാവ്,তথ্যদাতা
വിവരദാതാവ്,তথ্যদাতা
പ്രവേശനം,প্ৰৱেশ
പ്രവേശനം,প্ৰৱেশ
പ്രവേശനം,প্ৰৱেশ
താമസസ്ഥലം,বাসস্থান
നിവാസി,বাসিন্দা
അനന്തരാവകാശം,উত্তৰাধিকাৰ
അനന്തരാവകാശം,উত্তৰাধিকাৰ
അനന്തരാവകാശം,উত্তৰাধিকাৰ
ലിഖിതം,শিলালিপি
ചിഹ്നം,চিহ্ন
പ്രവേശന ഉപകരണം,যোগদানৰ যন্ত্ৰ
സർക്കാരിന്റെ ഉപകരണം,চৰকাৰৰ আহিলা
കലാപം (കലാപം),বিদ্ৰোহ (বিদ্ৰোহ)
വിമതൻ,বিদ্ৰোহী
കലാപം,বিদ্ৰোহ
കലാപം,বিদ্ৰোহ
സംയോജനം,সংহতি
രേഖകളുടെ സമഗ്രത,ৰেকৰ্ডৰ অখণ্ডতা
സംസ്ഥാനങ്ങളുടെ സമഗ്രത,ৰাজ্যসমূহৰ অখণ্ডতা
ബുദ്ധിജീവി (ഇന്റലിജന്റ്സിയ),বুদ্ধিমান (Intelligentzia)
മദ്ധ്യസ്ഥത,মধ্যস্থতা
മദ്ധ്യസ്ഥൻ,মধ্যস্থতাকাৰী
ഇടനിലക്കാരൻ,মধ্যস্থতাকাৰী
അന്തർദേശീയത,আন্তৰ্জাতিকতাবাদ
അന്തർദേശീയത,আন্তৰ্জাতিকতাবাদ
അന്താരാഷ്ട്രവാദി,আন্তৰ্জাতিকতাবাদী
ആഭ്യന്തര യുദ്ധം,আন্তঃসংযোগী যুদ্ধ
ഇന്റേണി,ইণ্টাৰনী
ഇന്റേണി,ইণ্টাৰনী
ഇന്റേണി ക്യാമ്പ്,ইণ্টাৰনী শিবিৰ
അന്തേവാസി,আৱদ্ধ কৰি ৰখা
അന്തേവാസി,আৱদ্ধ কৰি ৰখা
അന്തേവാസി,আৱদ্ধ কৰি ৰখা
ഇന്റർന്യൂൺസിയോ,Internuncio
വ്യാഖ്യാതാവ്,ব্যাখ্যাকৰোতা
വ്യാഖ്യാതാവ്,ব্যাখ্যাকৰোতা
വ്യാഖ്യാതാവ്,ব্যাখ্যাকৰোতা
ഇടപെടൽ,হস্তক্ষেপ
ഇന്റസ്റ്റസി,ইনটেষ্টেচি
ഇൻറസ്റ്റേറ്റ്,ইনটেষ্টেট
കുതന്ത്രം,কুটিলতা
നുഴഞ്ഞുകയറ്റക്കാരൻ,অনুপ্ৰৱেশকাৰী
നുഴഞ്ഞുകയറ്റക്കാരൻ,অনুপ্ৰৱেশকাৰী
നുഴഞ്ഞുകയറ്റം,অনুপ্ৰৱেশ
അധിനിവേശം,আক্ৰমণ
അധിനിവേശം,আক্ৰমণ
നിക്ഷേപിക്കുക,বিনিয়োগ কৰা
നിക്ഷേപിക്കുക,বিনিয়োগ কৰা
നിക്ഷേപിക്കുക,বিনিয়োগ কৰা
നിക്ഷേപിക്കുക,বিনিয়োগ কৰা
നിക്ഷേപം,বিনিয়োগ
നിക്ഷേപം,বিনিয়োগ
നിക്ഷേപം,বিনিয়োগ
നിക്ഷേപ ചടങ്ങ്,বিনিয়োগ অনুষ্ঠান
ദേശീയതയോടെ നിക്ഷേപിക്കുക,জাতীয়তাৰ সৈতে বিনিয়োগ কৰক
അജയ്യമായ അർമാഡ,অজেয় আৰ্মাডা
ലംഘനം (സംസ്ഥാനത്തിന്റെ),অলংঘনীয়তা (ৰাষ্ট্ৰৰ)
ലംഘിക്കുന്ന അവസ്ഥ,অলংঘিত অৱস্থা
അഭേദ്യമായ കോട്ട,অক্ষম দুৰ্গ
ഇരുമ്പ് യുഗം,লোৰ যুগ
ഇരുമ്പു മറ,লোহাৰ পৰ্দা
ഇരുമ്പ് കാവൽ,লোহাৰ ৰক্ষক
ഇരുമ്പ് റേഷൻ,লোহাৰ ৰেচন
ഇരുമ്പ് വശങ്ങൾ,লোহাৰ কাষ
ഇരുമ്പ് ടിപ്പുള്ള അമ്പ്,লোহাৰ টিপযুক্ত কাঁড়
ഇസ്ത്മിയൻ ഗെയിമുകൾ,ইষ্টমিয়ান খেল
ജാനിസറി,জেনিছাৰী
കാവൽക്കാരൻ,জেনিটৰ
കാവൽക്കാരൻ,জেনিটৰ
ജാവലിൻ,জেভেলিন
ജിം ക്രോ നിയമങ്ങൾ,জিম ক&#39;ৰ&#39; ল&#39;ছ
ജിങ്കോ,জিংগো
ജിങ്കോ,জিংগো
ജിങ്കോ,জিংগো
ജിങ്കോയിസം,জিংগোবাদ
സംയുക്ത പ്രവർത്തനം,যৌথ ব্যৱস্থা
സംയുക്ത നിയന്ത്രണം,যৌথ নিয়ন্ত্ৰণ
ജോയിന്റ് ഒക്യുപെൻസി,যৌথ দখল
ജൂറി,জুৰী
വെറും വ്യവഹാരം,মাত্ৰ কাৰণ
സൂക്ഷിക്കുക,ৰাখক
ആർക്കൈവ്സ് സൂക്ഷിപ്പുകാരൻ,আৰ্কাইভৰ ৰক্ষক
കെറ്റിൽ-ഡ്രം,কেটলি-ড্ৰাম
പ്രധാന വാക്ക്,মূল শব্দ
രാജാവ്,ৰজা
രാജ്യം,ৰাজ্য
കിംഗ്ലെറ്റ്,কিংলেট
കിംഗ് മേക്കർ,ৰজা নিৰ্মাতা
രാജത്വം,ৰজাৰ পদ
രാജത്വം,ৰজাৰ পদ
അടുക്കള കാബിനറ്റ്,পাকঘৰৰ কেবিনেট
നൈറ്റ്,ৰজা
രാജത്വം,ৰজাৰত্ব
കിംഗ്സ് ഹോസ്പിറ്റലർമാർ,Kinghts হস্পিতালৰ লোক
നൈറ്റ്സ് ഓഫ് സെന്റ് ജോൺ,নাইটছ অৱ চেণ্ট জন
നൈറ്റ് ടെംപ്ലർ,নাইট টেম্পলাৰ
കു ക്ലക്സ് ക്ലാൻ (കെകെകെ),কু ক্লাক্স ক্লান (KKK)
കുമിൻതാങ്,কুমিনতাং
അല്മായ,লেইটি
ലാൻസ്,লেন্স
ലാൻസർ,লেন্সাৰ
പിന്നീട് ഗുപ്തർ,পিছলৈ গুপ্তাছ
നിയമാനുസൃത അവകാശി,বৈধ উত্তৰাধিকাৰী
നിയമലംഘനം (=അസ്വാസ്ഥ്യം),আইন-শৃংখলাহীনতা (=বিকাৰ)
നിയമലംഘനം (=അസ്വാസ്ഥ്യം),আইন-শৃংখলাহীনতা (=বিকাৰ)
നിയമപ്രഭുക്കൾ,আইন প্ৰভুসকল
ഭക്തി നിയമം,ধৰ্মপৰায়ণতাৰ নিয়ম
ലീഗ് ഓഫ് നേഷൻസ്,লীগ অৱ নেচনছ
പാരമ്പര്യം (=വസ്വിയ്യത്ത്),লিগেচি (=উইল)
പാരമ്പര്യം (=വസ്വിയ്യത്ത്),লিগেচি (=উইল)
നിയമപരമായ അവകാശി,আইনী উত্তৰাধিকাৰী
നിയമാനുസൃതം,লেগেট
നിയമാനുസൃതം,লেগেট
നിയമാനുസൃതം,লেগেট
ഇതിഹാസം,কিংবদন্তী
ഇതിഹാസം,কিংবদন্তী
ലെജിയൻ,লিজিয়ন
ലെജിയൻ,লিজিয়ন
ലീജിയൻ ഓഫ് ഓണർ,লিজিয়ন অৱ অনাৰ
ലെസ് മഹിമ (=ലെസെ മഹിമ),লেচে মহিমা (=lese majeste)
കുറഞ്ഞ സംസ്ഥാനങ്ങൾ,ক্ষুদ্ৰ ৰাজ্য
വിശ്വാസപത്രങ്ങൾ,বিশ্বাসযোগ্যতাৰ পত্ৰ
ലീജ്-പ്രഭു,লিয়েজ-লৰ্ড
ലീജ് മനുഷ്യൻ,লিয়েজ মানুহ
ലീജ് മനുഷ്യൻ,লিয়েজ মানুহ
ജീവപര്യന്തം തടവ്,আজীৱন কাৰাদণ্ড
വംശാവലി,বংশ
ചെറിയ ഇംഗ്ലണ്ടുകാരൻ,লিটিল ইংলেণ্ডৰ
ചെറിയ വാഹനം (=കുറവ് വാഹനം),লিটল ভেহিকেল (=ক্ষুদ্ৰ বাহন)
തീരദേശ സംസ്ഥാനം,উপকূলীয় অৱস্থা
ആരാധനക്രമങ്ങൾ,লিটাৰ্জী
ആരാധനാക്രമം,লিটাৰ্জী
പ്രാദേശിക വിധേയത്വം,স্থানীয় আনুগত্য
തദ്ദേശ സ്വയംഭരണം,স্থানীয়-আত্ম চৰকাৰ
നീണ്ട പാർലമെന്റ്,দীঘলীয়া সংসদ
താഴ്ന്ന രാജ്യങ്ങൾ,নিম্ন দেশ
വിശ്വസ്തൻ,অনুগত
സത്യസന്ധത,আনুগত্য
മച്ചിയവെല്ലിയൻ നയം,মেকিয়াভেলিয়ান নীতি
മാഗ്ന കാർട്ട,মেগনা কাৰ্টা
മാഗ്നം കൺസിലിയം,মেগনাম কনচিলিয়াম
മലം നിരോധനം,মালুম প্ৰহিবিটাম
മന്ദമസ്,মাণ্ডামছ
ജനവിധി,আদেশ
"മാൻഡേറ്റ്, ക്ലാസ് &#39;എ&#39;","আদেশ, ক্লাছ &#39;ক&#39;।"
"മാൻഡേറ്റ്, ക്ലാസ് &#39;ബി&#39;","আদেশ, ক্লাছ &#39;খ&#39;।"
"മാൻഡേറ്റ്, ക്ലാസ് &#39;സി&#39;","আদেশ, শ্ৰেণী &#39;গ&#39;।"
മാൻഡേറ്റ് സിസ്റ്റം,আদেশ ব্যৱস্থা
നിർബന്ധിത സംസ്ഥാനം,বাধ্যতামূলক ৰাজ্য
മാങ്കണൽ,মেংগোনেল
മാനിഫെസ്റ്റോ,ইস্তাহাৰ
കുതന്ത്രങ്ങൾ,কৌশল
മാൻ-ഓഫ്-വാർ,যুদ্ধৰ মানুহ
മനോർ,মেন&#39;ৰ
മനോർ,মেন&#39;ৰ
മനുഷ്യശക്തി,মানুহ-শক্তি
മനുഷ്യശക്തി,মানুহ-শক্তি
മനുമിഷൻ,মানুমিচন
മനുമിത്,মনুমিত
കൈയെഴുത്തുപ്രതി,পাণ্ডুলিপি
കൈയെഴുത്തുപ്രതി,পাণ্ডুলিপি
കൈയെഴുത്തുപ്രതി,পাণ্ডুলিপি
കൊള്ളക്കാരൻ,মাৰাউডাৰ
മാരിടൈം ബെൽറ്റ്,সামুদ্ৰিক বেল্ট
സമുദ്ര നാഗരികത,সামুদ্ৰিক সভ্যতা
സമുദ്ര പതാക,সামুদ্ৰিক পতাকা
സമുദ്ര ശക്തികൾ,সামুদ্ৰিক শক্তিসমূহ
സമുദ്ര പരമാധികാരം,সামুদ্ৰিক সাৰ্বভৌমত্ব
സമുദ്ര യുദ്ധം,সামুদ্ৰিক যুদ্ধ
മാർക്വിസ്,মাৰ্কিছ
മാർക്വിസേറ്റ്,মাৰ্কিজেট
പട്ടാള നിയമം,সামৰিক আইন
ആയോധന മത്സരങ്ങൾ,যুদ্ধ দৌৰ
രക്തസാക്ഷി,শ্বহীদ
