Assamese,English
নিৰ্ভৰশীল একক,dependent unit
ডিকিউ,dequeue
ডিৰেফাৰেন্সিং,dereferencing
ব্যুৎপত্তি গছ,derivation tree
ব্যুৎপত্তি কৰা ক্ষেত্ৰ,derived field
অৱনমিত সজাই পৰাই তোলা,descending sort
ডিজাইন,design
ডেস্ক কেলকুলেটৰ,desk calculator
ডেস্ক টপ কম্পিউটাৰ,desk top computer
ডেস্কটপ উপস্থাপন,desktop presentation
ডেস্কটপ প্ৰকাশন (DTP),desktop publishing (DTP)
ডেস্কটপ ভিডিঅ&#39;,desktop video
গন্তব্যস্থানৰ ঠিকনা,destination address
ধ্বংসকাৰী,destructer
ডিটাৰ্মিনিষ্ট্ৰিক অটোমেটসমূহ,deterministric automats
ডেভেলপাৰ,developer
উন্নয়ন ব্যৱস্থা,development system
ডিভাইচ,device
ডিভাইচ নিয়ন্ত্ৰণ একক,device control unit
ডিভাইচ নিয়ন্ত্ৰক,device controller
ডিভাইচ ব্যৱস্থাপনা,device management
ডিভাইচ ধৰণ,device mode
নিদান,diagnosis
ডায়েগনষ্টিক চিষ্টেম,diagnostic system
ডায়েগনষ্টিকছ,diagnostics
ডায়েগ্ৰাম,diagram
ডায়েল কৰক,dial
ডায়েল লাইন,dial line
ডায়েল টোন,dial tone
ডায়েল আপ কৰক,dial up
সংলাপ,dialog
সংলাপ বাকচ,dialog box
ডায়েলআপ মডেম,dialup modem
ব্যাস,diamension
অভিধান,dictionary
পাৰ্থক্য,differentiation
ডিজিটেল,digital
ডিজিটেল চেনেল,digital channel
ডিজিটেল বৰ্তনী,digital circuit
ডিজিটেল কম্পিউটাৰ,digital computer
ডিজিটেল ডাটা,digital data
ডিজিটেল সুবিধা,digital facility
ডিজিটেল ফিল্টাৰ,digital filter
ডিজিটেল লাইব্ৰেৰী,digital library
ডিজিটেল মডুলেচন,digital modulation
ডিজিটেল মনিটৰ,digital monitor
ডিজিটেল ছবি,digital picture
ডিজিটেল স্বাক্ষৰ,digital signature
ডিজিটেল চুইচ,digital switch
ডিজিটেলৰ পৰা এনালগলৈ (D/A) ৰূপান্তৰক,digital to analog (D/A) converter
ডিজিটাইজেচন,digitization
ডিজিটেলাইজ কৰক,digitize
ডিজিটাইজাৰ,digitizer
ডাইঅ&#39;ড,diode
পোনপটীয়া,direct
প্ৰত্যক্ষ ঠিকনা,direct address
প্ৰত্যক্ষ ৰূপান্তৰ,direct conversion
প্ৰত্যক্ষ সংযোজন,direct coupling
প্ৰত্যক্ষ মেমৰি অভিগম (DMA),direct memory access (DMA)
প্ৰত্যক্ষ স্মৃতিশক্তি প্ৰৱেশ (DMA),direct memory acess (DMA)
প্ৰত্যক্ষ পদ্ধতি,direct method
নিৰ্দেশনা,directive
ডাইৰেকটৰী,directory
ডাইৰেকটৰি চাৰ্ভাৰ,directory server
ডাইৰেকটৰি সেৱা,directory service
অক্ষম,disable
সংকেত নিষ্ক্ৰিয় কৰা,disabling signal
সংযোগ বিচ্ছিন্ন কৰক,disconnect
বিচ্ছিন্ন,discrete
ডিস্ক,disk
ডিষ্কৰ ঠিকনা,disk address
ডিষ্ক এৰে,disk array
ডিষ্কৰ ক্ষমতা,disk capacity
ডিষ্ক ড্ৰাইভ,disk drive
ডিষ্ক নথিপত্ৰ,disk file
ডিষ্ক মেমৰি,disk memory
ডিষ্ক কাৰ্য্যকৰপ্ৰণালী (DOS),disk operating system (DOS)
ডিষ্ক পেক,disk pack
ডিষ্ক চাৰ্ভাৰ,disk server
ডিষ্ক সংৰক্ষণ,disk storage
ডিস্কেট,diskette
ফাইল প্ৰদৰ্শন কৰক,display file
ছবি প্ৰদৰ্শন কৰক,display image
নিষ্পত্তি,disposal
দূৰত্ব,distance
দূৰত্বৰ ফলন,distance function
বিকৃতি,distortion
বিতৰণ কৰা হৈছে,distributed
বিতৰণ কৰা তথ্য,distributed data
বিতৰণ কৰা চাৰ্ভাৰ,distributed server
বিতৰণ কৰা ব্যৱস্থা,distributed system
বিতৰণমূলক,distributive
নথিপত্ৰ,document
নথিপত্ৰ উদ্ধাৰ কৰা হৈছে,document retrieved
নথিপত্ৰ উইন্ডো,document window
নথিপত্ৰ,documentation
ডমেইন,domain
ডমেইনৰ নাম,domain name
ডট মেট্ৰিক্স প্ৰিন্টাৰ,dot matrix printer
তললৈ,down
ডাউন লিংক,down link
ডাউন লোডিং,down loading
ডাউন টাইম,down time
ড্ৰেগিং কৰা,dragging
DRAM (ডাইনামিক ৰেম),DRAM (dynamic RAM)
ড্ৰিফ্ট,drift
ড্ৰাইভাৰ,driver
টোপাল,drop
ড্ৰপ ডাউন তালিকা বাকচ,drop down list box
ড্ৰাম ড্ৰাইভ,drum drive
ড্ৰাম প্ৰিন্টাৰ,drum printer
ড্ৰাম ইউনিট,drum unit
দ্বৈত,dual
দ্বৈত ঘনত্ব,dual density
ডামি ঠিকনা,dummy address
ভাণ্ডাৰ,dump
ডুপ্লেক্স বৰ্তনী,duplex circuit
ডুপ্লেক্সিং,duplexing
ডুপ্লিকেট কৰক,duplicate
ডিভিডি R/W,DVD R/W
DVD ROM,DVD ROM
গতিশীল নিৰ্দেশনা,dynamic instruction
গতিশীল স্মৃতিশক্তি,dynamic memory
গতিশীলতা,dynamics
ইবিচিডিআইচি,EBCDIC
ই-ব্যৱসায়,e-business
প্ৰতিধ্বনি,echo
ই-কমাৰ্চ,e-commerce
সম্পাদনা কৰক,edit
সম্পাদক,editor
শৈক্ষিক প্ৰযুক্তি,educational technology
ইইপি ৰম,EEP rom
ফলপ্ৰসূ ঠিকনা (ভাসমান ঠিকনা),effective address (floating address)
ফলপ্ৰসূ অপাৰেণ্ড ঠিকনা,effective operand address
ফলপ্ৰসূ পদ্ধতি,effective procedure
ফলপ্ৰসূ UID (ব্যৱহাৰকাৰী চিনাক্তকৰণ),effective UID (user identification)
ফলপ্ৰসূ সংক্ৰমণ অপাৰেণ্ড,efffective transmission operand
আঠ-বিট বাইট,eight-bit byte
ই-লাৰ্নিং,e-learning
নিৰ্বাচন-algirthm,election-algirthm
বৈদ্যুতিক মেইলিং (ই-মেইল),electric mailing (e-mail)
বৈদ্যুতিক প্ৰিন্টাৰ,electric printer
বৈদ্যুতিক একাউণ্টিং মেচিন,electrical accounting machine
ইলেক্ট্ৰনিক,electronic
ইলেক্ট্ৰনিক ক্লিয়াৰেন্স চিষ্টেম (ECS),electronic clearance system (ECS)
ইলেক্ট্ৰনিক ডাটা বিনিময় (EDI),electronic data interchange (EDI)
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,electronic data processing
ইলেক্ট্ৰনিক ফাইলিং,electronic filing
ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS),electronic funds transfer System (EFTS)
ইলেক্ট্ৰনিক জাৰ্নেল,electronic journals
ইলেক্ট্ৰনিক প্ৰকাশন,electronic publishing
ইলেক্ট্ৰনিক চুইচ,electronic switch
উপাদান,element
ই-মেইল,e-mail
ই-মেইল ঠিকনা,e-mail address
এম্বেডেড চিস্টেম,embedded system
এম্বেডিং,embedding
এমিটাৰ কাপল লজিক (ECL),emitter couple logic (ECL)
খালী ষ্টেক,empty stack
খালী ষ্ট্ৰিং,empty string
অনুকৰণ,emulation
এনকেপচুলেচন,encapsulation
encipher,encipher
এনকোড কৰক,encode
এনকোডাৰ,encoder
এনক্ৰেপ্ট কৰা তথ্য,encrepted data
নথিপত্ৰপ্ৰণালীক এনক্ৰিপ্ট কৰা,encripting file system
এনক্ৰিপচন,encryption
ব্লকৰ শেষ,end of block
ফাইলৰ শেষ (EOF),end of file (EOF)
শেষ ব্যৱহাৰকাৰী,end-user
প্ৰৱেশ কৰা,enter
এণ্টাৰ-কি,enter-key
এণ্টাৰপ্ৰাইজ চাৰ্ভাৰ,enterprise server
উদ্যোগ ব্যৱস্থা,enterprise system
সত্তা,entity
সত্তা-সম্পৰ্ক,entity-relationship
প্ৰৱেশৰ সময়,entry time
প্ৰৱেশ চলক,entry variable
গণনাযোগ্য,enumerable
পৰিৱেশ,environment
যুগ,epoch
EPROM,EPROM
এপ্সিলন বন্ধ কৰা,epsilon closure
ইকুৱেলাইজাৰ,equalizer
সঁজুলি,equipment
সমতুল্যতা শ্ৰেণী,equivalence class
সমতুল্যতা সম্পৰ্ক,equivalence relation
মচি পেলাওক,erase
ক&#39;ড সংশোধন কৰাত ত্ৰুটি,error correcting code
ভুল সংশোধন,error correction
ভুল ধৰা পেলোৱা,error detection
ভুল নিয়ন্ত্ৰণ,error handling
ভুল বাৰ্তা,error message
ভুলৰ হাৰ,error rate
ত্ৰুটি পুনৰুদ্ধাৰ,error recovery
ভুল ৰুটিন,error routine
পলায়ন চৰিত্ৰ,escape character
ইথাৰনেট,ethernet
কাৰ্যক্ৰম,event
ইভেন্ট শৃংখল,event chain
ইভেন্ট নিয়ন্ত্ৰণ,event control
ইভেন্ট কাউণ্টাৰ,event counter
ব্যতিক্ৰম নিয়ন্ত্ৰণ,exception handling
বিনিময়যোগ্য ডিষ্ক সংৰক্ষণ,exchangeable disk storage
বৰ্জন,exclusion
একচেটিয়া বা (XOR),exclusive Or (XOR)
এক্সিকিউটেবল প্ৰগ্ৰেম,executable program
কাৰ্য্যবাহী বিবৃতি,executive statement
বিস্তৃত অনুসন্ধান,exhaustive search
উপলব্ধ,exist
প্ৰস্থান,exit
বিশেষজ্ঞ ব্যৱস্থা,expert system
অভিব্যক্তি,expression
সম্প্ৰসাৰিত গ্ৰাফিক এৰে (XGA),extended graphic array (XGA)
বৰ্ধিত উদ্যোগ মানদণ্ড (EIS),extended industry standard (EIS)
বৰ্ধিত মেচিন,extended machine
বৰ্ধিত স্মৃতিশক্তি,extended memory
বৰ্ধিত নিখুঁততা,extended precision
বৰ্ধিত সজাই পৰাই তোলা,extended sorting
বাহ্যিক কল,external call
বাহ্যিক ভুল,external error
বাহ্যিক কাৰ্য্য,external function
বাহ্যিক বাধা,external interrupt
বাহ্যিক স্মৃতিশক্তি,external memory
বাহ্যিক স্মৃতিশক্তি,external memory
বাহ্যিক মডেম,external modem
বাহ্যিক উল্লেখ,external reference
বাহ্যিক অনুসন্ধান,external searching
বাহ্যিক সংৰক্ষণ ডিভাইচ,external storage device
নিষ্কাশন,extraction
বহিঃপ্ৰক্ষেপণ,extrapolation
মুখ-আখৰ প্ৰিন্টাৰ,face-character printer
বিফল-নিৰাপদ কাৰ্য্য,fail-safe operation
বিফলতাৰ হাৰ,failure rate
বিফলতা পুনৰুদ্ধাৰ,failure recovery
মিছা ক&#39;ড,false code
মিছা ভুল,false error
ফেন-ইন,fan-in
ফেন-আউট,fan-out
fascimile I/O ডিভাইচ,fascimile I/O device
দ্ৰুত ফোৰিয়াৰ ৰূপান্তৰ (FFT),fast fourier transform (FFT)
মাৰাত্মক ভুল,fatal error
ত্ৰুটি ধৰা পেলোৱা,fault detection
দোষ নিদান,fault diagnosis
দোষ সহনশীলতা,fault tolerance
ফেক্স,fax
ফেক্স বাৰ্তা,fax message
এফ ডি চি,FDC
বৈশিষ্ট্য ধৰা পেলোৱা,feature detection
ফিড চক্ৰ,feed cycle
মতামত,feedback
ফিডাৰ,feeder
লৈ অনা,fetch
fibonacci অনুসন্ধান,fibonacci search
fibonacci ক্ৰম,fibonacci sequence
fibonacci শৃংখলা,fibonacci series
ফাইবাৰ অপটিক্স,fibre optics
ফিডো নেট,fido net
ক্ষেত্ৰ,field
পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ,fifth generation computers
ফাইল,file
ফাইল অভিগম পদ্ধতি,file access method
ফাইল আবণ্টন টেবুল,file allocation table
ফাইল সংকোচন,file compression
ফাইল কপি কৰা,file copying
ফাইল বিন্যাস,file layout
ফাইল মাৰ্জ কৰক,file merge
ফাইল পুনৰুদ্ধাৰ,file recovery
নথিপত্ৰ সংৰক্ষণ,file storage
নথিপত্ৰ গঠন,file structure
নথিপত্ৰপ্ৰণালী,file system
ফাইল স্থানান্তৰ,file transfer
নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP),file transfer protocol (FTP)
ফিল্টাৰ,filter
চূড়ান্ত অৱস্থা,final state
সন্ধান কৰা,find
সসীম অৱস্থাৰ যন্ত্ৰ,finite state machine
জুইৰ দেৱাল,fire wall
ফাৰ্মৱেৰ,firmware
প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক,first come first serve
প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ,first generation computer
প্ৰথম ইন প্ৰথম আউট (FIFO),first in first out (FIFO)
প্ৰথম ক্ৰমৰ যুক্তি,first order logic
প্ৰথম ক্ৰমৰ তত্ত্ব,first order theory
স্থিৰ বিভাজন,fixed partition
পতাকা,flag
নমনীয় ডিষ্ক,flexible disk
ফ্লপি ডিস্ক,floppy disk
ফ্লপি ডিষ্ক ড্ৰাইভ (Fdd),flopy disk drive (Fdd)
ফ্ল&#39; চাৰ্ট,flow chart
নিয়ন্ত্ৰণৰ প্ৰবাহ,flow of control
ফ্লাছ,flush
ফোল্ডাৰ,folder
ফন্ট,font
ফন্ট পৰিয়াল,font family
বিদেশী চাবি,foreign key
প্ৰপত্ৰ,form
আনুষ্ঠানিক ভাষা,formal language
আনুষ্ঠানিক ব্যৱস্থা,formal system
ফৰ্মেট,format
ফৰ্মেটিং,formatting
fortran,fortran
fortra প্ৰগ্ৰেমিং,fortran programming
ফৰৱাৰ্ড স্লেছ,forward slash
চতুৰ্থ প্ৰজন্মৰ কম্পিউটাৰ,fourth generation computer
খণ্ড,fragment
ফ্ৰেম,frame
মুক্ত নেট,free net
মুক্ত চফ্টৱেৰ ভেটি,free software foundation
বিনামূলীয়া সংৰক্ষণ,free storage
ফ্ৰীৱেৰ,freeware
আগশাৰীৰ,front end
ফ্ৰন্ট পেনেল,front panel
অনুষ্ঠান,function
ফাংচন কি&#39;,function key
ফাংচন ৰেফাৰেন্স,function reference
কাৰ্য্যকৰী নিৰ্ভৰশীলতা,functional dependency
কাৰ্য্যকৰী পৰীক্ষণ,functional testing
অস্পষ্ট যুক্তি,fuzzy logic
অস্পষ্ট ছেট,fuzzy set
লাভ কৰা,gain
খেলা গছ,game tree
ফাঁক চৰিত্ৰ,gap character
আৱৰ্জনা,garbage
জাবৰ সংগ্ৰহ,garbage collection
জাবৰ সংগ্ৰহ,garbage collection
জাবৰত জাবৰ বাহিৰলৈ ওলাই যোৱা (GIGO),garbage in garbage out (GIGO)
গেট,gate
গেটৱে,gateway
সাধাৰণ কাৰ্যসূচী,general program
সাধাৰণ কাৰ্যসূচী,general program
সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ,general purpose computer
সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ,general purpose computer
সাধাৰণ পঞ্জীয়ন,general register
সাধাৰণীকৰণ,generalization
সাধাৰণীকৰণ,generalization
সাধাৰণ উদ্দেশ্যৰ ভাষা,general-purpose language
সাধাৰণ উদ্দেশ্যৰ অপাৰেটিং sysem,general-purpose operating sysem
সাধাৰণ উদ্দেশ্যৰ পঞ্জীয়ন,general-purpose regisgter
সৃষ্টি কৰা ভুল,generated error
জেনেৰেটিং ফাংচন,generating function
জেনেৰিক ক্লাছ,generic class
জেনেৰিক ফাংচন,generic function
জেনেৰিক নাম,generic name
gigo,gigo
সাৰ্বজনীন,global
গ্লোবেল ক&#39;ড,global code
গ্লোবেল লক,global lock
গ্লোবেল নেটৱৰ্ক,global network
গ্লোবেল নেটৱৰ্ক,global network
গ্লোবেল ব্যৱহাৰকাৰী,global user
গ্লোবেল ভেৰিয়েবল,global variable
বিশ্বায়ন,globalisation
gopher,gopher
gopher ক্লায়েন্ট,gopher client
gopher চাৰ্ভাৰ,gopher server
gopher চাইট,gopher site
gopher স্থান,gopher space
graceful অৱক্ষয়,graceful degradation
ব্যাকৰণ পৰীক্ষক,grammar checker
ব্যাকৰণ graceful প্ৰস্থান,grammar graceful exit
সৰ্বমুঠ,grand total
গ্ৰাফ,graph
গ্ৰাফ প্লটিং,graph plotting
গ্ৰাফিক চৰিত্ৰ,graphic character
গ্রাফিক নিয়ন্ত্রক,graphic controller
গ্ৰাফিক ডাটা গঠন,graphic data structure
গ্ৰাফিক প্ৰদৰ্শন প্ৰগ্ৰেম,graphic display program
গ্ৰাফিক প্ৰদৰ্শন ৰিজ&#39;লিউচন,graphic display resolution
গ্ৰাফিক ভাষা,graphic language
গ্ৰাফিক ভাষা,graphic language
গ্ৰাফিক পেনেল,graphic panel
গ্ৰাফিকেল এনিমেচন,graphical animation
চিত্ৰাঙ্কিত আন্তঃপৃষ্ঠ বিন্যাস (GIF),graphical interface format (GIF)
চিত্ৰাঙ্কিত ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ (GUI),graphical user interface (GUI)
গ্রাফিক্স,graphics
গ্ৰাফিক্স এপ্লিকেচন,graphics application
গ্ৰাফিক্স কাৰ্চাৰ,graphics cursor
গ্ৰাফিক্স মোড,graphics mode
গ্ৰাফিক্স পেকেজ,graphics package
গ্ৰাফিক্স চফ্টৱেৰ,graphics software
গ্ৰাফিক্স চফ্টৱেৰ,graphics software
গ্ৰাফিক্স চফ্টৱেৰ পেকেজ,graphics software package
ধূসৰ স্কেল,gray scale
লোভী পদ্ধতি,greedy method
grep,grep
গ্ৰিড,grid
গ্ৰীড চাৰ্ট,grid chart
গ্ৰীড কম্পিউটিং,grid computing
গ্ৰীড মডুলেচন,grid modulation
মাটিৰ তৰংগ,ground wave
গোট,group
গোটৰ ঠিকনা,group address
গ্ৰুপ ক&#39;ড,group code
গোটৰ যোগাযোগ,group communication
গোটৰ যোগাযোগ,group communication
গোট চিনাক্তকৰণ,group identification
গোটৰ নাম,group name
গ্ৰুপৱেৰ,groupware
বৃদ্ধি,growth
ৰক্ষা কৰা,guard
নিৰ্দেশিত মাধ্যম,guided media
গুনজিপ,gunzip
হেক কৰক,hack
হেকাৰ,hacker
hacker&#39;s অভিধান,hacker's dictionary
হাফ এডাৰ,half adder
আধা দলং,half bridge
হাফ ডুপ্লেক্স,half duplex
হাফ ডুপ্লেক্স লাইন,half duplex line
হাফ ডুপ্লেক্স মোড,half duplex mode
আধা তীব্ৰতা,half intensity
হাফ ৰাউটাৰ,half router
আধা বিয়োগকাৰী,half subtracter
হাফ টোনিং,half toning
আধা শব্দ,half word
hamiltonious চক্ৰ,hamiltonious cycle
হামিং কোড,hamming code
হাত,hand
হাতৰ কপি,hand copy
চম্ভালা,handle
হেণ্ডলিং,handling
ওলমা,hang
সুখী নেট,happy net
হাৰ্ড কপি ডিভাইচ,hard copy device
হাৰ্ড ডিস্ক,hard disk
হাৰ্ড ডিষ্ক ক্ৰেচ,hard disk crash
কঠিন ভুল,hard error
হাৰ্ডৱেৰ প্ৰবাহ নিয়ন্ত্ৰণ,hardware flow control
হাৰমনিক,harmonic
হাৰমনিক গড়,harmonic mean
hash,hash
হেচ ডায়াগ্ৰাম,hash diagram
হেচ টেবুল,hash table
হেচিং কৌশল,hashing technique
হেডাৰ,header
ঢেৰ,heap
heap sort,heap sort
সহায়,help
সহায় পৰ্দা,help screen
হেল্পনেট,helpnet
হাৰ্টজ,hertz
heuristic,heuristic
হিউৰিষ্টিক পদ্ধতি,heuristic method
ষড়দশমিক সংখ্যা,hexadecimal numbers
লুকাই থকা ৰেখা,hidden line
স্তৰভিত্তিক তথ্য ভিত্তি,hierarchical data base
স্তৰভিত্তিক নথিপত্ৰপ্ৰণালী,hierarchical file system
স্তৰভিত্তিক ভূ-প্ৰকৃতি,hierarchical topography
উচ্চ পৰ্যায়ৰ ভাষা,high level language
উচ্চ স্মৃতিশক্তি এলেকা,high memory area
উচ্চ পৰিৱেশন,high performance
মৰা,hit
হিট হাৰ,hit rate
হিট ৰেচিঅ&#39;,hit ratio
ফুটা,hole
হোম ডাইৰেকটৰী,home directory
হোম পেজ,home page
সমজাতীয় স্থানাংক,homogeneous coordinate
জঁপিওৱা,hop
হপ গণনা,hop count
শিঙ,horn
গৃহস্থ কম্পিউটাৰ,host computer
গৃহস্থ কম্পিউটাৰ,host computer
গৃহস্থ ভাষা,host language
হট কী,hot key
হাইপাৰ টেক্সট মাৰ্কআপ ভাষা (HTML),hyper text markup language (HTML)
অনুমান,hypothesis
মই পড,I pod
I/O বাফাৰ,I/O buffer
I/O পৰ্টে,I/O port
I/O একক,I/O unit
চিনাক্তকৰ্তা,identifier
পৰিচয়,identity
ছৱি,image
ইমেজ চেন্সৰ,image sensor
ইমপেক্ট প্ৰিন্টাৰ,impact printer
ইম্পিডেন্স,impedence
আৱশ্যকীয় প্ৰগ্ৰেম ভাষা,imperative programme language
আৱশ্যকীয় বক্তব্য,imperative statement
অন্তৰ্নিহিত ঠিকনা,implicit address
অসম্ভৱ পৰিঘটনা,impossible event
নিষ্ক্ৰিয় ন&#39;ড,inactive node
অসামঞ্জস্যতা,inconsistency
বৃদ্ধি কৰক,increment
সূচী,index
সূচী তথ্য বস্তু,index data item
সূচী নথিপত্ৰ,index file
সূচী পঞ্জীয়ন,index register
সূচী ক্ৰমিক,index sequential
সূচীভুক্ত ঠিকনাকৰণ,indexed addressing
সূচীভুক্ত ভাষা,indexed language
সূচীভুক্ত ক্ৰম নথিপত্ৰ,indexed sequence file
সূচীভুক্ত ক্ৰমিক sccess পদ্ধতি (ISAM),indexed sequential sccess method (ISAM)
পৰোক্ষ সম্বোধন,indirect addressing
তথ্যবিজ্ঞান,Informatics
তথ্য,Information
তথ্য বিট,information bit
তথ্য ব্যৱস্থাপনা,information management
তথ্য ব্যৱস্থাপনা ব্যৱস্থা (IMS),information management system (IMS)
তথ্য উদ্ধাৰ কৰা,information retrieval
তথ্য ব্যৱস্থা,information system
তথ্য প্ৰযুক্তি (IT),information technology (IT)
আন্তঃগাঁথনি ব্যৱস্থাপনা,infrastructure management
উত্তৰাধিকাৰ,Inheritance
উত্তৰাধিকাৰী সূত্ৰে পোৱা ভুল,inherited error
প্ৰাৰম্ভিক,Initial
প্ৰাৰম্ভিক ঠিকনা,initial address
প্ৰাৰম্ভিক অৱস্থা,initial state
আৰম্ভণি,Initialization
ইংক জেট প্ৰিন্টাৰ,ink jet printer
অসংখ্য,Innumerable
i-node টেবুল,i-node table
অকাৰ্য্যকৰী সময়,inoperable time
ইনপুট বাফাৰ ৰেজিষ্টাৰ,input buffer register
ইনপুট আউটপুট প্ৰচেছৰ (I/O প্ৰচেছৰ),input output processor (I/O processor)
ইনপুট আউটপুট ৰেজিষ্টাৰ (I/O ৰেজিষ্টাৰ),input output register (I/O register)
ইনপুট আউটপুট বিবৃতি (I/O বিবৃতি),input output statement (I/O statement)
ইনপুট/আউটপুট (I/O),input/output (I/O)
ইনপুট/আউটপুট বাফাৰ (I/O বাফাৰ),input/output buffer (I/O buffer)
ইনপুট/আউটপুট ডিভাইচ (I/O ডিভাইচ),input/output device (I/O device)
প্ৰবিষ্ট কৰা,Insert
সন্নিৱিষ্ট কৰা সজাই পৰাই তোলা,insertion sort
সংস্থাপনৰ সময়,installation time
উদাহৰণ,Instance
নিৰ্দেশনা,Instruction
নিৰ্দেশনা কাউণ্টাৰ,instruction counter
নিৰ্দেশনা চক্ৰ,instruction cycle
নিৰ্দেশনা ছেট,instruction set
পূৰ্ণসংখ্যা প্ৰগ্ৰেমিং,integer programming
পূৰ্ণসংখ্যা চলক,integer variable
সংহত মডেম,integrated modem
ডিজিটেল নেটৱৰ্ক (ISDN),integrated services digital network (ISDN)
একতা,Integrity
বুদ্ধিমান নিয়ন্ত্ৰক,intelligent controller
বুদ্ধিমান টাৰ্মিনেল,intelligent terminal
inter ব্লক,inter block
আন্তঃব্লক ব্যৱধান,inter block gap
আন্তঃ যোগাযোগ ব্যৱস্থা,inter communication system
ভাৱ-বিনিময়,Interaction
ইন্টাৰেক্টিভ গ্ৰাফিক্স,interactive graphics
ইন্টাৰেক্টিভ কিবৰ্ড প্ৰিন্টাৰ,interactive keyboard printer
ইন্টাৰকম সেৱা,intercom service
আন্তঃপৃষ্ঠ,Interface
ইন্টাৰলিভিং,Interleaving
মধ্যৱৰ্তী বাফাৰ,intermediate buffer
অভ্যন্তৰীণ ব্লক,internal block
আভ্যন্তৰীণ যোগাযোগ,internal communication
আভ্যন্তৰীণ খণ্ডিতকৰণ,internal fragmentation
আভ্যন্তৰীণ স্মৃতিশক্তি,internal memory
অভ্যন্তৰীণ সজাই পৰাই তোলা,internal sort
অভ্যন্তৰীণ টাইমাৰ,internal timer
আন্তৰ্জাতিক প্ৰামাণিককৰণ সংস্থা (ISO),international organization for standardization (ISO)
আন্তঃৰাষ্ট্ৰীয় কাৰিকৰী সহায়ক সংস্থা,international technical support organization
ইণ্টাৰনেট,Internet
ইণ্টাৰনেট অভিযান্ত্ৰিক টাস্ক ফ&#39;ৰ্চ (IETF),internet engineering task force (IETF)
ইন্টাৰনেট এক্সপ্ল&#39;ৰাৰ,internet explorer
ইন্টাৰনেট হান্ট,internet hunt
ইণ্টাৰনেটৰ মাহেকীয়া প্ৰতিবেদন,internet monthly report
ইণ্টাৰনেট পেকেট বিনিময়,internet packet exchange
ইণ্টাৰনেট প্ৰট&#39;কল (IP),internet protocol (IP)
ইন্টাৰনেট প্ৰটোকল আঁতৰোৱা (IP),internet protocol remove (IP)
ইন্টাৰনেট ৰিলে চেট (IRC),internet relay chat (IRC)
ইণ্টাৰনেট সেৱা প্ৰদানকাৰী,internet service provider
ইণ্টাৰনেট সেৱাৰ তালিকা,internet services list
ইণ্টাৰনেট সমাজ,internet society
ইণ্টাৰনেট সঁজুলি,internet tools
ইণ্টাৰনেটৰ কাম কৰা,internet working
ইণ্টাৰনেটৰ কাম কৰা,internet working
আন্তঃপ্ৰক্ষেপণ,Interpolation
ব্যাখ্যা,Interpret
ব্যাখ্যাকৰোতা,Interpreter
আন্তঃপ্ৰক্ৰিয়া যোগাযোগ,interprocess communication
মাজতে বাধা দিয়া,Interrupt
বাধা নিয়ন্ত্ৰক,interrupt handler
interrupt মাস্ক,interrupt mask
বাধা সংকেত,interrupt signal
interrupt ভেক্টৰ,interrupt vector
বাধাগ্ৰস্ততা,Interruption
ছেদ কৰক,Intersect
ইন্ট্ৰানেট,Intranet
অপৰিৱৰ্তিত,Invariant
ইনভেণ্টৰী মাষ্টাৰ ফাইল,inventory master file
ইনভাৰ্ছ মাল্টিপ্লেক্সাৰ,inverse multiplexer
বিপৰীত স্কেনিং,inverse scanning
ওলোটা ফাইল,inverted file
ওলোটা তালিকা নথিপত্ৰ,inverted list file
ওলোটা পৃষ্ঠা টেবুল,inverted page table
ইনভাৰ্টাৰ,Inverter
ইণ্টাৰনেটৰ কাম কৰা,internet working
আন্তঃপ্ৰক্ষেপণ,Interpolation
ব্যাখ্যা,Interpret
ব্যাখ্যাকৰোতা,Interpreter
আন্তঃপ্ৰক্ৰিয়া যোগাযোগ,interprocess communication
মাজতে বাধা দিয়া,Interrupt
বাধা নিয়ন্ত্ৰক,interrupt handler
interrupt মাস্ক,interrupt mask
বাধা সংকেত,interrupt signal
interrupt ভেক্টৰ,interrupt vector
বাধাগ্ৰস্ততা,Interruption
ছেদ কৰক,Intersect
ইন্ট্ৰানেট,Intranet
অপৰিৱৰ্তিত,Invariant
ইনভেণ্টৰী মাষ্টাৰ ফাইল,inventory master file
ইনভাৰ্ছ মাল্টিপ্লেক্সাৰ,inverse multiplexer
বিপৰীত স্কেনিং,inverse scanning
ওলোটা ফাইল,inverted file
ওলোটা তালিকা নথিপত্ৰ,inverted list file
ওলোটা পৃষ্ঠা টেবুল,inverted page table
ইনভাৰ্টাৰ,Inverter
চাকৰি ব্যৱস্থাপনা,job management
চাকৰিমুখী ভাষা,job oriented language
চাকৰিৰ অগ্ৰাধিকাৰ,job priority
চাকৰিৰ সময়সূচী,job scheduling
