Hindi,Telugu
द्विलिंगी,ద్విలింగ
द्विलिंगी पुष्प,ద్విలింగ పువ్వు
कर्तन और चर्वण प्रकार,కొరికే మరియు చూయింగ్ రకం
"दिविसंयोजी, युगली",బైవాలెంట్
विचित्र व्यवहार,వికారమైన ప్రవర్తన
"काली बेरी, ब्लैक बेरी",నల్ల రేగు పండ్లు
"कृष्ण पाद रोग, ब्लैकफुट रोग",బ్లాక్ ఫుట్ డిసీజ్
क्रूसिफर का काला विगलन,క్రూసిఫెర్ యొక్క నల్ల తెగులు
ब्लैडर वॉर्ट,మూత్రాశయం వోర్ట్
आशय,మూత్రాశయం
ब्लैडरवॉर्ट,మూత్రాశయం
ब्लैडरवर्म,మూత్రాశయం
कोरकगुहा,బ్లాస్టోకోల్
कोरकपुटी,బ్లాస్టోసిస్ట్
कोरकखंड,బ్లాస్టోమెర్
कोरक,బ్లాస్ట్యులా
संमिश्रित,బ్లెండెడ్
अंध कोश,బ్లైండ్ సాక్
अंध बिंदु,బ్లైండ్ స్పాట్
रक्त-थक्का कारक,రక్తం గడ్డకట్టే కారకం
रुधिर कणिका,బ్లడ్ కార్పస్
रुधिर प्रवाह,రక్త ప్రసారం
रुधिर वर्ग,రక్తపు గ్రూపు
रुधिर सीरम,బ్లడ్ సీరం
रुधिर वाहिका,రక్త నాళం
रुधिर धारा,బ్లడ్ స్ట్రీమ్
"ब्लॉटिंग, शोषण",బ్లాటింగ్
नील शिशु संलक्षण,బ్లూ బేబీ సిండ్రోమ్
नीली बेरी,బ్లూ బెర్రీ
नील हरित शैवाल,బ్లూ గ్రీన్ ఆల్గే
नीली क्रांति,నీలం విప్లవం
"नीली ह्वेल, नील तिमिंगिल",బ్లూ తిమింగలం
अनासंजी सिरा बंधन,బ్లూ ఎండ్ లిగేషన్
दृष्टि का धुंधला पड़ना,దృష్టి అస్పష్టత
बॉबकैट,బాబ్‌క్యాట్
"शरीर, काय, देह",శరీరం
देह (कायिक) कोशिका,శరీర (సోమాటిక్)
देह तरल,శరీర ద్రవం
बोरहाविया (पुनर्नवा),బోయర్‌హావియా
दलदल,బోగ్
"गोलक शलभ, बॉलवर्म",బోల్ పురుగు
"प्रपिंड, बोलस",బోలస్
बंब कैलोरीमापी,బాంబు కేలరీమీటర్
बम्बिल,బొంబాయి డక్
बॉम्बिक्स,బాంబిక్స్
अस्थि मज्जा,ఎముక మజ్జ
बोनेलिया,బోనెల్లియా
अस्थिल गहन,అస్థి చిక్కైన
अस्थिल संरचना,అస్థి నిర్మాణం
पुस्त क्लोम,బుక్ గిల్
परिवेशित गर्त,సరిహద్దు పిట్
"वनस्पति-, वानस्पतिक",బొటానికల్
वनस्पति उद्यान,వృక్షశాస్త్ర ఉద్యానవనం
वनस्पति नामपद्धति,బొటానికల్ నామకరణం
वनस्पतिविज्ञ,వృక్షశాస్త్రజ్ఞుడు
वनस्पतिविज्ञान,బోటనీ
संरोध प्रभाव,అడ్డంకి ప్రభావం
तलवासी,దిగువ నివాసి
तल-वास (सं.) तलवासी (वि.),దిగువ నివాసం
बोगेनविलिया,బౌగెన్విలియా
बोमैन संपुट,బౌమాన్ క్యాప్సూల్
बोमैन ग्रंथि,బౌమన్స్ గ్రంథి
ब्रैकेट कवक,బ్రాకెట్ శిలీంధ్రాలు
सहपत्र,Bract
सहपत्री,Bracteate
सहपत्रिकीय,బ్రాక్టియోలేట్
सहपत्रिका,బ్రాక్టియోల్
मस्तिष्क,మె ద డు
मस्तिष्क बॉक्स,బ్రెయిన్ బాక్స్
मृत-मस्तिष्क,మెదడు చనిపోయింది
मस्तिष्क गुच्छिका,బ్రెయిన్ గ్యాంగ్లియన్
मस्तिष्क स्तंभ,మెదడు కాండం
शाखन,శాఖ
ब्रैंकिओस्टोमा,బ్రాంచియోస్టోమా
ब्राजीन,బ్రజ్జిన్
ब्रेड फफूंद,బ్రెడ్ అచ్చు
स्तन्य (दूध),రొమ్ము పాలు
प्रजनक,పెంపకందారుడు
प्रजनन जैविकी,పెంపకం జీవశాస్త్రం
निसवन खमीर,బ్రూవర్స్ ఈస్ట్
सेतु,వంతెన
दीप्त क्षेत्र सूक्ष्मदर्शी,బ్రైట్ ఫీల్డ్ మైక్రోస్కోప్
भंगुर तारा,పెళుసైన నక్షత్రం
"चौड़ी फली, चौड़ी सेम",బ్రాడ్ బీన్
ब्रोकोली (शाक),బ్రోకలీ
श्वसनिका,బ్రోన్కియోల్
श्वसनीशोथ,బ్రోన్కైటిస్
श्वसनी-विस्फारक औषध,బ్రోంకోడైలేటర్ డ్రగ్
"शाव, अंड भ्रूण",సంతానం
शावता,సంతానం
शाव परजीविता (अंड परजीविता),సంతానం పరాన్నజీవి
भ्रूण धानी,బ్రూడ్ పర్సు
यूष,ఉడకబెట్టిన పులుసు
भूरा भालू,గోదుమ ఎలుగు
भूरा किट्ट,బ్రౌన్ రస్ట్
कोंपलभोजी,బ్రౌజర్
"ब्रुश-बॉर्डर पक्ष्माभ उपकला, कूर्च सीमांत पक्ष्माभ उपकला",బ్రష్-సరిహద్దు సిలియేటెడ్ ఎపిథీలియం
ब्रुसेल्स गोभी,బ్రస్సెల్స్ మొలకెత్తడం
ब्रायोफिलम,బ్రయోఫిలమ్
ब्रायोफाइटा,బ్రయోఫైటా
ब्रायोफाइट,బ్రయోఫైట్
ब्रायोप्सिडा,బ్రయోప్సిడా
ब्यूबो,బుబో
मुख गुहिका,బుక్కల్ కుహరం
मुख-ग्रसनी गुहिका,బుక్కో-ఫారింజియల్ కుహరం
मुकुलन,బడ్డింగ్
उभयरोधी बाइकार्बोनेट,బఫర్ బైకార్బోనేట్
"उभयरोधी, बफर",బఫర్
बफर क्षेत्र,బఫర్ జోన్
उभयरोधी क्रिया,బఫరింగ్ చర్య
ब्यूफो,బుఫో
कंद,బల్బ్
पत्रप्रकलिका,బల్బిల్
कंदाकार मूत्रमार्ग ग्रंथि,బల్బో యురేత్రల్ గ్రంథి
स्थूल प्रवाह,భారీ ప్రవాహం
"आवर्धत्वक् कोशिका, बुलीफोर्म कोशिका",బుల్లిఫార్మ్ సెల్
गुंज मक्षिका,బంబుల్ బీ
पूल शाखा,బండిల్ బ్రాంచ్
पूल आच्छद,కట్ట కోశం
पूल आच्छद कोशिका,బండిల్ కోశం సెల్
"उत्प्लावकता, उत्प्लावन",తేలిక
उत्प्लावी घनत्व अपकेंद्रण,తేలికపాటి సాంద్రత సెంట్రిఫ్యూగేషన్
उत्प्लावी घनत्व,తేలికపాటి సాంద్రత
मुकुलित होना,బర్జన్
बिलकारी,బురోయింగ్
"झाड़ी, क्षुप",బుష్
"ब्यूटिया मोनोस्पर्मा (ढाक, पलाश)",బుటియా మోనోస్పెర్మా
बूथस,బుతస్
पुश्ता,ఉబ్బిన కాండం బేస్
उप-उत्पाद,ఉప-ఉత్పత్తి
C-पेप्टाइड,సి-పెప్టైడ్
कैक्टस,కాక్టస్
कैडमियम प्रदूषण,కాడ్మియం కాలుష్యం
आशुपाती,కాడోసస్
अंधनाल,సీకం
सीनोरैबडाइटिस एलीगैन्स,కేనోరబ్డిటిస్ ఎలిగాన్స్
सीजियम,సీసియం
कैफीन,కెఫిన్
केल्सियमी कंटिका,సున్నపు స్పైక్యూల్
केल्सियमी कवच,కాల్కారియస్ షెల్
केल्सियमधर ग्रंथि,కాల్సిఫెరస్ గ్రంథి
कैल्सीयन,కాల్సిఫికేషన్
कैल्सिटोनिन,కాల్సిటోనిన్
कैल्सियम,కాల్షియం
कैल्सियम सेतु,కాల్షియం వంతెన
कैल्सियम कार्बोनेट,కాల్షియం కార్బోనేట్
कैलेन्ड्यूला,కలేన్ద్యులా
कैलीपस,కాలిపస్
"किण, कैलस",కాలిస్
"किण संवर्ध, किण संवर्धन",కాలిస్ సంస్కృతి
कोलोकेसिया,కోలోకాసియా
कैलोटीज,CALOTES
"कैलोट्रोपिस, आक मदार",జిల్లేడు
कैलोट्रोपिस प्रोसेरा,కలోట్రోపిస్ ప్రోసెరా
कैल्विन चक्र,కాల్విన్ సైకిల్
कैलीसाइनी,కాలిసినీ
चषक (Zool),కాలిక్స్
बाह्य दलपुंज (Bot),కాలిక్స్
कैंब्रियन कल्प,కేంబ్రియన్ కాలం
केमेलस,కామెలస్
"छद्मावरण, कैमोफ्लाज",మభ్యపెట్టడం
कैंपेनेलीज,కాంపానెల్స్
कैनाबिनॉयड,కెనబినాయిడ్
सूक्ष्मनलिका,కాలువలు
कैन्सर,క్యాన్సర్
कैन्सर (सामान्य कर्कट),క్యాన్సర్ (కామన్ పీత
कैंडीटफ्ट,కాండీట్
"इक्षुशर्करा, शक्कर",చెరకు చక్కెర
कैनिडी,కానిడే
रदनक,కుక్క (దంతాలు)
कैनिस फेमिलिएरिस,కానిస్ సుపరిచితులు
कैना,Canna
कैनेबिस सैटाइवा (भांग),గంజాయి సాటివా
वितान,పందిరి
क्षमतायन,కెపాసిటేషన్
केशिकात्व,కేశనాళిక
केशिका,కేశనాళిక
केशिका परिसंचरण,కేశనాళిక ప్రసరణ
"मुंडक, कैपिटुलम",కాపిట్యులం
कैपेरिस,కాపారిస్
आच्छादन,క్యాపింగ్
"पेटिका, कैप्सिड",క్యాప్సిడ్
पेटिकांशक,క్యాప్సోమెర్
"संपुट, संपुटिका",క్యాప్సూల్
कार्बएमीनोहीमोग्लोब़िन,కార్బమినోహెమోగ్లోబిన్
कार्बोहाइड्रेट,కార్బోహైడ్రేట్
कार्बन डाइऑक्साइड,బొగ్గుపులుసు వాయువు
कार्बन डाइसल्फाइड,కార్బన్ డిసుల్ఫైడ్
कार्बन अणु,కార్బన్ అణువు
कार्बोनेट,కార్బోనేట్
कार्बोनिक अम्ल,కార్బోనిక్ ఆమ్లం
कार्बोनिक ऐनहाइड्रेस,కార్బోనిక్ అన్హైడ్రేస్
कार्बनी कल्प,కార్బోనిఫరస్ కాలం
कार्बोक्सिल,కార్బాక్సిల్
कार्बोक्सिल समूह,కార్బాక్సిల్ సమూహం
कार्बोक्सिलेज,కార్బాక్సిలేస్
कार्बोक्सिलीकरण,కార్బాక్సిలేషన్
कारकैरोडोन,కార్చరోడాన్
कैन्सरजनन,కార్సినోజెనిసిస్
कैन्सरजनी,క్యాన్సర్
कार्सिनोमा,కార్సినోమా
हृद् चक्र,గుండె చక్రం
हृद् ग्लाइकोसाइड,కార్డియాక్ గ్లైకోసైడ్
हृद् पेशी,గుండె కండరాలు
हृद् पेसमेकर,కార్డియాక్ పేస్‌మేకర్
"हृद्लेखदर्शी, कार्डियोस्कोप",కార్డియోస్కోప్
"मांसाहारीगण, कार्निवोरा",కార్నివోరా
मांसाहारी,మాంసాహారులు
मांसाहारी,మాంసాహార
मांसाहारी पादप,మాంసాహార విమానం
"मांसाहारी चौपाया (प्राणी), मांसाहारी चतुष्पाद",మాంసాహార నాలుగు రెట్లు
कैरोटीन,కెరోటిన్
कैरोटिनॉइड,కెరోటినాయిడ్
"मणिबंधिका (सं.), मणिबंधी (वि.)",కార్పల్
अंडप,కార్పెల్
मणिबंध,కార్పస్
कैरागीन,క్యారేజీన్
वाहक क्रियाविधि,క్యారియర్ మెకానిజం
वहन क्षमता,భార సామర్ధ్యం
उपास्थि-मीन,కార్టిలాజెనస్ ఫిష్
उपास्थिमय,కార్టిలాజినస్
"बीजचोलक, कैरंकल",కరున్కిల్
केंद्रकसंलयन,కారియోగామి
कैरियोफिलेसी,కారియోఫిలేసి
कैरियोफिलेसीय,కారియోఫిలేసియస్
कैरिऑप्सिस,కారియోప్సిస్
केसीन,కేసైన్
कैस्पेरी पट्टी,కాస్పారియన్ స్ట్రిప్
कैसिया,కాసియా
कैसोवरी,కాసోవరీ
अरंडी,కాస్టర్
कैजुराइना,కాసురినా
कैजुराइना ऐलनस,కాసురినా ఆల్నస్
अपचय,క్యాటాబోలిజం
कैटालेज,ఉత్ప్రేరక
"सूची, ग्रंथसूची, सूचीपत्र",జాబితా
उत्प्रेरण,ఉత్ప్రేరక
उत्प्रेरक,ఉత్ప్రేరకం
उत्प्रेरक परिवर्तक,ఉత్ప్రేరక కన్వర్టర్
मोतियाबिंदु,కంటి శుక్లాలు
"प्रलय, महासंकट",విపత్తు
कैटिकोलएमीन,కాటెకోలమైన్
कैटेकोलोमाइन हार्मोन,కాటెకోలోమిన్ హార్మోన్
कैथीकरण,కాథెటరైజేషన్
धनायन,కేషన్
कैटकिन,క్యాట్కిన్
कतला,కాట్లా
विडाल नख (बिग्नोनिया अंग्वस केटाइ),పిల్లి గోరు (బిగ్నోనియా-ఉంగూయిస్ కాటి)
"मवेशी चारण, पशु चारण",పశువుల మేత
"मवेशी फार्म, पशु फार्म",పశువుల గడ్డిబీడు
"मवेशी रूमेन, पशु रूमेन",పశువుల రుమెన్
पुच्छ शूक,పశువుల శైలి
पुच्छ कशेरुक,కాడల్ వెన్నుపూస
कौडेक्स,కాడెక్స్
"रोगकारक, उत्पादन कारक",కారణ ఏజెంట్
सीड्रस देओदार (देवदार),సెడ్రస్ డియోడారా
सिलैस्ट्रेलीज,సెలాస్ట్రెల్స్
कोशिका जीवविज्ञानी,సెల్ జీవశాస్త్రవేత్త
कोशिका जैविकी,సెల్ బయాలజీ
कोशिका चक्र,సెల్ చక్రం
कोशिका विवर्धन,సెల్ విస్తరణ
कोशिका आवरण,సెల్ ఎన్వలప్
कोशिका प्रभंजन,సెల్ భిన్నం
कोशिका समसूत्रांश,సెల్ సజాతీయ
कोशिका-माध्यित प्रतिरक्षा,సెల్ మధ్యవర్తిత్వ రోగనిరోధక శక్తి
"कोशिका कला, कोशिका झिल्ली",కణ త్వచం
कोशिका प्रचुरोद्भवन,కణాల విస్తరణ
कोशिका संरचना,కణ నిర్మాణం
कोशिका सिद्धांत,సెల్ సిద్ధాంతం
कोशिका भित्ति,సెల్ గోడ
सेलोफेन कला,సెల్లోఫేన్ పొర
लघुकोशिका,సెల్యులే
कोशिकीय प्रतिरक्षा,సెల్యులార్ డిఫెన్స్
कोशिकीय ऊर्जा अंतरण-तंत्र,సెల్యులార్ ఎనర్జీ బదిలీ-వ్యవస్థ
कोशिकीय एंजाइम,సెల్యులార్ ఎంజైమ్
कोशिकीय स्तर,సెల్యులార్ స్థాయి
कोशिकीय ऑक्सीकरण,సెల్యులార్ ఆక్సీకరణ
कोशिकीय पूल,సెల్యులార్ పూల్
सेलुलोस,సెల్యులోజ్
सेलुलोस सूक्ष्मरेशक,సెల్యులోజ్ మైక్రోఫైబ్రిల్
सीमेन्टम,సిమెంటం
सेंक्रस,సెన్చ్రస్
नूतनजीवी महाकल्प,సెనోజాయిక్ శకం
गणना,జనాభా లెక్కలు
जनगणना,జనాభా లెక్కలు
सेन्टीमॉर्गन,సెంటీమోర్గాన్
सेंटीपीडा ऑर्बिकुलेरिस,సెంటిపెడా ఆర్బిక్యులారిస్
केंद्रीय अक्ष,కేంద్ర అక్షం
केंद्रीय कोशिका,సెంట్రల్ సెల్
केंद्रीय क्रोड,సెంట్రల్ కోర్
मूल सिद्धांत,సెంట్రల్ డాగ్మా
केंद्रीय औषध अनुसंधान संस्थान,కేంద్ర researchషధ పరిశోధన సంస్థ
केंद्रीय क्षेत्र,కేంద్ర క్షేత్రం
केंद्रीय स्तन्यवाहिनी,సెంట్రల్ లాక్టియల్
केंद्रीय तंत्रिका तंत्र,కేంద్ర నాడీ వ్యవస్థ
मध्यवर्ती परिखा,సెంట్రల్ సల్కస్
अपकेंद्रण,సెంట్రిఫ్యూగేషన్
तारककेंद्र,సెంట్రియోల్
"सत्रकेंद्र, गुणसूत्रबिंदु",సెంట్రోమీర్
तारककाय,సెంట్రోసోమ్
"परितारक केंद्र, सेंट्रोस्फियर",సెంట్రోస్పియర్
शीर्षरज्जुकी सेफैलोकॉर्डेट,సెఫలోచర్డేట్
सेफैलोकॉर्डेट प्राणी,సెఫలోకార్డేట్స్
सेफैलोस्पोरिन,సెఫలోస్పోరిన్
शिरोवक्ष,సెఫలోథొరాక్స్
सिरैटोफिलेसी,సెరాటోఫిలేసి
अनाज-दाना,ధాన్యపు ధాన్యం
अनुमस्तिष्क वृंतक,సెరెబెల్లార్ పెడన్కిల్
अनुमस्तिष्क,సెరెబెల్లమ్
प्रमस्तिष्क कुल्या,సెరిబ్రల్ జలచరం
प्रमस्तिष्क वल्कुट,సెరెబ్రల్ కార్టెక్స్
प्रमस्तिष्क गोलार्ध,సెరిబ్రల్ అర్ధగోళం
प्रमस्तिष्क निलय,సెరిబ్రల్ జఠరిక
प्रमस्तिष्कमेरु द्रव,మస్తిష్క వల్కలము
प्रमस्तिष्क,సెరెబ్రమ్
प्रमाणित बीज,ధృవీకరించబడిన విత్తనం
संसिक्थ ग्रंथि,సెరుమెనస్ గ్రంథి
"ग्रैव, ग्रीवा",గర్భాశయ
(गर्भशय) ग्रीवा आच्छद,గర్భాశయ టోపీ
ग्रीवा कशेरुक,గర్భాశయ వెన్నుపూస
ग्रीवा,గర్భాశయ
सीजियम क्लोराइड,సీసియం క్లోరైడ్
मलकुंड,సెస్పూల్
सिटेसियाई,సెటాసియన్లు
कीटोप्टेरस,చైటోప్టెరస్
श्वेतकरज्जु,చలాజా
"निभाग, कैलेजा",చలాజా
कैलेजा सिरा,చలాజల్ ముగింపు
कैलीना,చలీనా
"कैमीलिऑन, गिरगिट",వెన్నుపానము
शैंकराभ,చాన్క్రాయిడ్
प्रणाल,ఛానెల్
चैनल,ఛానెల్
संरक्षिका,చాపెరాన్
कैरा,చరా
अभिलक्षणिक वनस्पति,లక్షణ వృక్షసంపద
"चारकोल, काठ कोयला",బొగ్గు
चारगाफ नियम,ఛార్గాఫ్ నియమం
आवेश युग्मित युक्ति,ఛార్జ్ కపుల్డ్ పరికరం (సిసిడి)
आवेशन,ఛార్జింగ్
उन्मील्यपरागणी,చాస్మోగామస్
कैथेमैलस,చాతమలస్
कीलोन,చెలోన్
रासायनिक विश्लेषित्र,కెమికల్ ఎనలైజర్
रासायनिक आबंध,రసాయన బంధం
रासायनिक भंजन,రసాయన విచ్ఛిన్నం
रासायनिक सम्मिश्रता,రసాయన సంక్లిష్టత
रासायनिक पर्यावरण,రసాయన వాతావరణం
रासायनिक विकास,రసాయన పరిణామం
रासायनिक विधि,రసాయన విధానం
रासायनिक उत्परिवर्तजन,కెమికల్ మ్యూటాజెన్
रासायनिक उद्भव,రసాయన మూలం
रासायनिक ऑक्सीजन मांग,రసాయన ఆక్సిజన్ డిమాండ్
रासायनिक विभव,రసాయన సామర్థ్యం
रासायनिक स्केल्पेल,రసాయన స్కాల్పెల్
रासायनिक संकेत,రసాయన సంకేతం
रासायनिक अंतर्ग्रथन,రసాయన సినాప్సే
रसायन परासरणी परिकल्पना,కెమియోస్మోటిక్ పరికల్పన
रसायनज्ञ,రసాయన శాస్త్రవేత్త
रसायन विज्ञान,రసాయన శాస్త్రం
रसोसंश्लेषण,కెమోసింథసిస్
रसो-स्वपोषी जीवाणु,కెమో-అటోరోఫిక్ బ్యాక్టీరియా
रसो-अनुकुंचन,కెమోనాస్టీ
रसोसंश्लेषण,కెమోసింథసిస్
रसोसंश्लेषी स्वपोषित,కెమోసింథటిక్ ఆటోట్రోఫ్
रसोसंश्लेषी जीवाणु,కెమోసింథటిక్ బ్యాక్టీరియా
रसोनुचलन,కెమోటాక్సిస్
"रसायनवर्गिकी, रसोवर्गिकी",కెమోటాక్సానమీ
रसोचिकित्सा,కీమోథెరపీ
कीनोपोडिएसी,చెనోపోడియాసి
किऐज्मेटा,చియాస్మాటా
किऐज्मा प्रकार परिकल्पना,చియాస్మ్నా రకం పరికల్పన
चिकनगुनिया,చికూంగునియా
कासनी,షికోరి
"बालपन, बाल्यावस्था",బాల్యం
मिर्च मोजेक विषाणु,మిరప మొజాయిక్ వైరస్
सिनकोना ऑफिसिनैलिस,సిన్చోనా అఫిసినాలిస్
जतुपरागण,చిరోప్టెరోఫిలీ
काइटिन,చిటిన్
काइटिनी,చిటినస్
क्लेमाइडिया ट्रेकोमेटिस,క్లామిడియా ట్రాకోమాటిస్
क्लेमाइडीयता,క్లామిడియాసిస్
क्लेमाइडोमोनास,క్లామిడోమోనాస్
क्लोरैम्फैनिकॉल,క్లోరాంఫెనికాల్
क्लोरेला,క్లోరెల్లా
हरितऊतक,క్లోరెన్చైమా
क्लोराइड कोशिका,క్లోరైడ్ సెల్
क्लोरीन,క్లోరిన్
क्लोरोफ्लुओरोकार्बन,క్లోరోమోరియు
क्लोरोफॉर्म,క్లోరోఫామ్
क्लोरोफाइसी,క్లోరోఫైసీ
हरितपादप पूर्वज,క్లోరోఫైట్ పూర్వీకుడు
हरिमाहीनता,క్లోరోసిస్
"हरितरोग, क्लोरोसिस",క్లోరోసిస్
"कीपाणु, कीपकोशिका",కోనోసైట్
कोलेसिस्टोकाइनेसिस,కోలిసిస్టోకినిసిస్
कोलेसिस्टोकाइनिन,కోలెసిస్టోకినిన్
कोलेस्टेरॉल,కొలెస్ట్రాల్
"कोलीन-उत्तेजक, कोलीनर्जिक",కోలినెర్జిక్
कॉन्ड्रिक्थीज,కొండెచ్థియెస్
"उपास्थिन, कॉन्ड्रिन",కొండ్రెన్
उपास्थि-अणु,కొండ్రోసైట్
कंडरा रज्जु,చోర్డే టెండినే
कॉर्डेटा (रज्जुकी संघ),CORDATA
जरायु-अपरापोषिका अपरा,కొరియోఅల్లాంటోయిక్ మావి
जरायु,కోరియన్
जरायु कार्टिकोट्रॉपिन,కొరియోనిక్ కార్టికోట్రోపిన్
जरायु गोनेडोट्रॉपिन,కొరియోనిక్ గోనాడోట్రోపిన్
जरायु थायरोट्रापिन,కొరియోనిక్ థైరోట్రోపిన్
रक्तक पटल,కోరోయిడ్
"अर्धसूत्र, अर्धगुणसूत्र",క్రోమాటిడ్
क्रोमैटिन रेशा,క్రోమాటిన్ ఫైబర్
क्रोमैटिन,క్రోమాటిన్
वर्णलेखी तकनीक,క్రోమాటోగ్రాఫిక్ టెక్నిక్
"वर्णलेखिकी, क्रोमैटोग्राफी",క్రోమాటోగ్రఫీ
वर्णकधर,క్రోమాటోఫోర్
वर्णजनिक क्रियाधार,క్రోమోజెనిక్ ఉపరితలం
"वर्णसूत्र, क्रोमोनीमा",క్రోమోనెమా
वर्णमूलक,క్రోమోఫోర్
"वर्णलवक, क्रोमोप्लास्ट",క్రోమోప్లాస్ట్
गुणसूत्री विपथन,క్రోమోజోమల్ అబెర్రేషన్
गुणसूत्री दोष,క్రోమోజోమ్ లోపం
गुणसूत्र मानचित्रण,క్రోమోజోమ్ మ్యాపింగ్
आनुवंशिकता का गुणसूत्र सिद्धांत,వంశపారంపర సిద్ధాంతం
वंशागति का गुणसूत्र सिद्धांत,వారసత్వం యొక్క సిద్ధాంతము
चिरकारी श्वसनीशोथ,దీర్గకాలిక శ్వాసకోశ సంబంధిత వ్యాది
चिरकारी पेशिभ श्वेताणुरक्तता,దీర్ఘకాలిక మైయోయిడ్ లుకేమియా
इतिवृत्त,క్రానికల్
"कालानुक्रमिक रूप से, कालानुक्रमतः",కాలక్రమానుసారం
क्राइसेन्थिमम सिनेरेरिफोलियम,క్రిసాన్తిమం సినెరరియల్ఫోలియం
क्राइसेन्थिमम इंडिकम (गुलदाउदी),క్రిసాన్తిమం సూచిక
क्राइसेन्थिमम रोसियम,క్రింథెము రోసెమ్
क्राइसोफाइटा,క్రిసోఫైటా
क्राइसोफाइट,క్రిసోఫైట్
काइलोमाइक्रोन,కైలోమిక్రాన్
काइम,చిమ్
काइमोट्रिप्सिन,చిమోట్రిప్సిన్
साइकेडा,సికాడా
साइसर ऐरीटिनम (चना),CICER ARIETINUM
"सिकलिड मीन, सिकलिड मछली",సిచ్లిడ్ చేప
सी-संस्तर,సి-హోరిజోన్
पक्ष्माभ,సిలియా
पक्ष्माभ पिंड,సిలియరీ బాడీ
पक्ष्माभ गुच्छिका,సిలియరీ గ్యాంగ్లియన్
पक्ष्माभी गति,సిలియరీ కదలిక
पक्ष्माभी,సిలియరీ
पक्ष्माभी प्राणी,సిలియేట్
पक्ष्माभ,గోళ్ళు
सिनकोना,సిన్చోనా
सायोना,సియోనా
सिप्रोफ्लॉक्सैसिन,సిప్రోఫ్లోక్సాసిన్
परिसंचरण,ప్రసరణ
परिसंचरण तंत्र,ప్రసరణ వ్యవస్థ
परिग्रसिका संधायी,సర్కోఎసోఫాగియల్ కమీషర్
प्रतानी,సిరోస్
सिरोसिस,సిరోసిస్
शिखी,సిరస్
कुंडिका,సిస్టెర్నా
"कार्येक, सिस्ट्रॉन",సిస్ట్రాన్
सिट्रूलीन,సిట్రూలిన్
सिट्रस फल,సిట్రస్ పండు
वंशशाखिकी,క్లాడిస్టిక్స్
पर्णाभ पर्व,క్లాడోడ్
क्लैडोफोरा,క్లాడోఫోరా
क्लैरिअस गैरीपिनस,క్లారియాస్ గారిపినస్
"वर्ग, क्लास",తరగతి
संवर्ग,తరగతి
वर्गीकरण,వర్గీకరణ
क्लैविसेप्स,క్లావిసెప్స్
"जत्रुक, क्लेविकल",క్లావికిల్
नखरहीन अंगुली,పంజా లేని అంకె
"मृत्तिका, चिकनी मिट्टी",మట్టి
विदलन खाँच,క్లీవేజ్ కణుపు
अनुन्मील्यपरागणी,క్లిస్టోగామస్
क्लीमैटिस,క్లెమాటిస్
जलवायु,వాతావరణం
जलवायु क्षेत्र,వాతావరణ జోన్
"जलवायवी प्राचल, जलवायु पैरामीटर",వాతావరణ పరామితి
चरम समुदाय,క్లైమాక్స్ కమ్యూనిటీ
आरोही,అధిరోహకుడు
"अरोहण, (वि.) आरोही",ఎక్కడం
रोगलक्षण काल,క్లినికల్ కాలం
"पर्याणिक, क्लाइटेलमी",క్లిటెల్లార్
"पर्याणिका, क्लाइटेलम",క్లిటెల్లమ్
क्लाइटोरिया,క్లిటోరియా
भगशेफ,స్త్రీగుహ్యాంకురము
अवस्कर,క్లోకా
क्लोनी मेंढक,క్లోనల్ ఫ్రాగ్
क्लोनी प्रवर्धन,క్లోనల్ ప్రచారం
क्लोनी वरण,క్లోనల్ ఎంపిక
क्लोन,క్లోన్
क्लोनन,క్లోనింగ్
सगे-संबंधियों में विवाह,దగ్గరి వివాహం
संवृत तंत्र,క్లోజ్డ్ సిస్టమ్
क्लॉस्ट्रिडियम,క్లోస్ట్రిడియం
क्लॉस्ट्रीडियम ब्यूटिलिकम,క్లోస్ట్రిడియం బ్యూటిలిసియం
स्कंद विदारक,క్లాట్ బస్టర్
रुधिर स्कंदन,రక్తం గడ్డకట్టడం
लौंग फली,క్లోవర్ బీన్
"त्रिपर्णी मॉडल, क्लोवर लीफ मॉडल",క్లోవర్-లీఫ్ మోడల్
क्लाउन मीन,విదూషకుడు చేప
नाइडेरिया प्राणी,Cnidarians
दंशकोरक,Cnidoblist
"सहपुंज, सहपुंजित",కోజర్వేట్
स्थूल समायोजन घुंडी,ముతక సర్దుబాటు నాబ్
मोटी रेत,ముతక ఇసుక
तटीय टिब्बा,తీరప్రాంత డూన్
तटीय झींगा संवर्धन फार्म,వంశము
कोबाल्ट,కోబాల్ట్
कोकेन,కొకైన్
कॉक्सीडियता,కోకిడియోసిస్
"गोलाणु, कॉकस",కోకస్
अनुत्रिक,కోకిక్స్
"कर्णावर्त, कॉक्लिया",కోక్లియా
फली कुंडल,కోక్లియా
"कोया, कोकून",కోకన్
कोडित जीन कार्यक्रम,కోడెడ్ జన్యు కార్యక్రమం
कोडीन,కోడైన్
संकेतन,కోడింగ్
कूटन (कूटलेखन),కోడింగ్
कोडन,కోడింగ్
"कूटन रज्जुक, कोडन रज्जुक",కోడింగ్ స్ట్రాండ్
सहप्रभाविता,కోడోమైనాన్స్
"प्रकूट, कोडॉन",కోడాన్
सीलेन्टरेट,సహకారం
आंतरगुहा,కోలెంటెరాన్
