Odiya,Kannada
ନିଷ୍ପତ୍ତି ଭେରିଏବଲ୍ |,ನಿರ್ಧಾರ ವೇರಿಯಬಲ್
ଡିକୋଡର୍ |,ಡಿಕೋಡರ್
ଡିକୋଡିଂ,ಡಿಕೋಡಿಂಗ್
ବିଭାଜିତ ସେଟ୍ |,ಕೊಳೆಯುವ ಸೆಟ್
ହ୍ରାସ,ಕಡಿಮೆಯಾಗುತ್ತಿದೆ
କାର୍ଯ୍ୟ ହ୍ରାସ,ಕಾರ್ಯವನ್ನು ಕಡಿಮೆಗೊಳಿಸುವುದು
ଡେଡେକିଣ୍ଡଙ୍କ କଟ୍ |,ಡೆಡೆಕಿಂಡ್ಸ್ ಕಟ್
ଡେଡେକିଣ୍ଡଙ୍କ ତତ୍ତ୍। |,ಡೆಡೆಕಿಂಡ್ ಪ್ರಮೇಯ
ହ୍ରାସ କର |,ನಿರ್ಣಯಿಸಿ
deductive ପଦ୍ଧତି |,ಅನುಮಾನಾತ್ಮಕ ವಿಧಾನ
ତ୍ରୁଟିଯୁକ୍ତ,ದೋಷಪೂರಿತ
ସମୀକରଣକୁ ବ୍ୟାଖ୍ୟା କରେ,ಸಮೀಕರಣವನ್ನು ವ್ಯಾಖ್ಯಾನಿಸುವುದು
ନିର୍ଦ୍ଦିଷ୍ଟ ଅବିଚ୍ଛେଦ୍ୟ |,ನಿರ್ದಿಷ್ಟ ಅವಿಭಾಜ್ಯ
ନିର୍ଦ୍ଦିଷ୍ଟ ମ୍ୟାଟ୍ରିକ୍ସ |,ನಿರ್ದಿಷ್ಟ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ସଂଜ୍ଞା,ವ್ಯಾಖ್ಯಾನ
ବିକୃତି ବକ୍ର,ವಿರೂಪ ಕರ್ವ್
ବିକୃତ ପୃଷ୍ଠ,ವಿರೂಪಗೊಂಡ ಮೇಲ್ಮೈ
ଅବନତି,ಅವನತಿ
ଟ୍ରାନ୍ସପୋରେସନ୍ ସମସ୍ୟାରେ ଅବନତି |,ಸಾರಿಗೆ ಸಮಸ್ಯೆಗಳಲ್ಲಿ ಅವನತಿ
ଡିଗ୍ରୀ,ಪದವಿ
ଭିନ୍ନକ୍ଷମ ସମୀକରଣର ଡିଗ୍ରୀ |,ಡಿಫರೆನ್ಷಿಯಲ್ ಸಮೀಕರಣದ ಪದವಿ
ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ,ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ
ବହୁଜନର ଡିଗ୍ରୀ |,ಬಹುಪದದ ಪದವಿ
ପଡୋଶୀ ବିଲୋପ,ಅಳಿಸಿದ ನೆರೆಹೊರೆ
ଡେଲଟା ଫଙ୍କସନ୍,ಡೆಲ್ಟಾ ಕಾರ್ಯ
ଚାହିଦା ଏବଂ ଉପଯୋଗିତା ବକ୍ର,ಬೇಡಿಕೆ ಮತ್ತು ಉಪಯುಕ್ತತೆಯ ರೇಖೆ
ଚାହିଦା ସମୀକରଣ |,ಬೇಡಿಕೆ ಸಮೀಕರಣ
ଚାହିଦା କାର୍ଯ୍ୟ,ಬೇಡಿಕೆ ಕಾರ್ಯ
ଜନସଂଖ୍ୟା ଅଧ୍ୟୟନ |,ಜನಸಂಖ್ಯಾ ಅಧ್ಯಯನ
ଜନସଂଖ୍ୟା,ಜನಸಂಖ್ಯಾಶಾಸ್ತ್ರ
ଡି ମୋଭ୍ରେଙ୍କ ଥିଓରେମ୍ |,ಡಿ ಮೊಯಿವ್ರೆ ಪ್ರಮೇಯ
ପ୍ରଦର୍ଶନ,ಪ್ರದರ್ಶಿಸಿ
ପ୍ରଦର୍ଶନ,ಪ್ರದರ್ಶನ
ପ୍ରଦର୍ଶନକାରୀ ଜ୍ୟାମିତି |,ಪ್ರದರ್ಶಕ ರೇಖಾಗಣಿತ
ଭେଦ,ಛೇದಕ
ଘନ ସେଟ୍ |,ದಟ್ಟವಾದ ಸೆಟ್
ଘନତା,ಸಾಂದ್ರತೆ
ଅଗଣିତ ସେଟ୍ |,ಲೆಕ್ಕಿಸಲಾಗದ ಸೆಟ್
ଭେରିଏବଲ୍ ଛାଡିବା,ನಿರ್ಗಮಿಸುವ ಅಸ್ಥಿರ
ନିର୍ଭରଶୀଳ ଘଟଣା |,ಅವಲಂಬಿತ ಘಟನೆ
ନିର୍ଭରଶୀଳ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,ಅವಲಂಬಿತ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |,ಅವಲಂಬಿತ ವೇರಿಯಬಲ್
ନିର୍ଭରଶୀଳ ଭେରିଏଟ୍ |,ಅವಲಂಬಿತ ವ್ಯತ್ಯಾಸ
ଉଦାସୀନତା କୋଣ,ಖಿನ್ನತೆಯ ಕೋನ
derivation,ವ್ಯುತ್ಪತ್ತಿ
derivative,ಉತ್ಪನ್ನ
ଉତ୍ପନ୍ନ କ୍ରମ |,ಪಡೆದ ಸರಣಿ
ନିର୍ମିତ ସେଟ୍ |,ಪಡೆದ ಸೆಟ್
ଅବତରଣ,ಅವರೋಹಣ
ଅବତରଣ କ୍ରମ |,ಅವರೋಹಣ ಕ್ರಮ
ଅବତରଣ କ୍ରମ |,ಅವರೋಹಣ ಸರಣಿ
ବର୍ଣ୍ଣନାକାରୀ ଜ୍ୟାମିତି |,ವಿವರಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
ବର୍ଣ୍ଣନାକାରୀ ମଡେଲ୍ |,ವಿವರಣಾತ್ಮಕ ಮಾದರಿ
ବର୍ଣ୍ଣନାକାରୀ ପରିସଂଖ୍ୟାନ |,ವಿವರಣಾತ್ಮಕ ಅಂಕಿಅಂಶಗಳು
ଡିଜାଇନ୍,ವಿನ್ಯಾಸ
ପରୀକ୍ଷଣର ଡିଜାଇନ୍ |,ಪ್ರಯೋಗದ ವಿನ್ಯಾಸ
ଡେସ୍କ କାଲକୁଲେଟର,ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್
ଚିହ୍ନଟ,ಪತ್ತೆ
ନିର୍ଣ୍ଣୟକାରୀ,ನಿರ್ಣಾಯಕ
ନିର୍ଣ୍ଣୟକାରୀ ପଦବୀ |,ನಿರ್ಣಾಯಕ ಶ್ರೇಣಿ
ନିର୍ଣ୍ଣୟ କର |,ನಿರ್ಧರಿಸಿ
ସ୍ଥିରିକୃତ ମଡେଲ୍ |,ನಿರ್ಣಾಯಕ ಮಾದರಿ
ନିର୍ଣ୍ଣୟକାରୀ ସମସ୍ୟା |,ನಿರ್ಣಾಯಕ ಸಮಸ್ಯೆ
ବ୍ୟତିକ୍ରମ,ವಿಚಲನ
ବିଘ୍ନ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |,ವಿಚಲನ ಗುಣಾಂಕ
ଡାଏଡିକ୍ ସିଷ୍ଟମ୍ |,ಡಯಾಡಿಕ್ ವ್ಯವಸ್ಥೆ
ତ୍ରିକୋଣୀୟ,ಕರ್ಣೀಯ
ଏକ ମାଟ୍ରିକ୍ସର ଡାଇଗୋନାଲାଇଜେସନ୍ |,ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಕರ್ಣೀಕರಣ
ତ୍ରିକୋଣୀୟ ମ୍ୟାଟ୍ରିକ୍ସ |,ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ତ୍ରିକୋଣୀୟ ସମାନତା |,ಕರ್ಣೀಯ ಹೋಲಿಕೆ
ଚିତ୍ର,ರೇಖಾಚಿತ್ರ
ଚିତ୍ରନାଟ୍ୟ ପଦ୍ଧତି |,ರೇಖಾಚಿತ್ರ ವಿಧಾನ
ଚିତ୍ରନାଟ୍ୟ ଉପସ୍ଥାପନା |,ರೇಖಾಚಿತ್ರ ಪ್ರಸ್ತುತಿ
ବ୍ୟାସ,ವ್ಯಾಸ
ଏକ ସେଟ୍ ର ବ୍ୟାସ |,ಒಂದು ಸೆಟ್ನ ವ್ಯಾಸ
ହୀରା ବିପରୀତ |,ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ
ଡାଇସ୍ ଥ୍ରୋ |,ದಾಳ ಎಸೆಯುತ್ತಾರೆ
ଦ୍ୱିପାକ୍ଷିକ ବର୍ଗୀକରଣ |,ದ್ವಿಮುಖ ವರ್ಗೀಕರಣ
ଡିଚୋଟୋମି,ಇಬ್ಭಾಗ
ଅଭିଧାନ କ୍ରମ |,ನಿಘಂಟು ಆದೇಶ
ପାର୍ଥକ୍ୟ ଗଣନା,ವ್ಯತ್ಯಾಸ ಕಲನಶಾಸ್ತ್ರ
ପାର୍ଥକ୍ୟ ସମୀକରଣ,ವ್ಯತ್ಯಾಸ ಸಮೀಕರಣ
ପାର୍ଥକ୍ୟ ସୂତ୍ର,ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
ପାର୍ଥକ୍ୟ ପଦ୍ଧତି |,ವ್ಯತ್ಯಾಸ ವಿಧಾನ
ସେଟ୍ ର ପାର୍ଥକ୍ୟ |,ಸೆಟ್ಗಳ ವ್ಯತ್ಯಾಸ
ଭିନ୍ନକ୍ଷମ |,ಭಿನ್ನವಾಗಬಲ್ಲ
ଭିନ୍ନକ୍ଷମ ବକ୍ର,ವಿಭಿನ್ನ ಕರ್ವ್
ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ,ವಿಭಿನ್ನ ಕಾರ್ಯ
ଭିନ୍ନକ୍ଷମ |,ಭೇದಾತ್ಮಕ
ଭିନ୍ନକ୍ଷମ ଗଣନା,ಭೇದಾತ್ಮಕ ಕಲನಶಾಸ್ತ್ರ
ଭିନ୍ନକ୍ଷମ ଗୁଣବତ୍ତା |,ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ
ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
ଭିନ୍ନକ୍ଷମ ଫର୍ମ |,ಭೇದಾತ್ಮಕ ರೂಪ
ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ,ಭೇದಾತ್ಮಕ ಕಾರ್ಯ
ଭିନ୍ନକ୍ଷମ ଜ୍ୟାମିତି |,ಭೇದಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
ଉଚ୍ଚ କ୍ରମର ଭିନ୍ନତା |,ಉನ್ನತ ಕ್ರಮಾಂಕದ ವ್ಯತ್ಯಾಸ
ଭିନ୍ନ ଭିନ୍ନ ଭାଗ,ಭೇದಾತ್ಮಕ ಅಂಶ
ଭିନ୍ନ କର |,ಪ್ರತ್ಯೇಕಿಸಿ
ଭିନ୍ନତା,ವ್ಯತ್ಯಾಸ
ଭିନ୍ନତା ସୂତ୍ର |,ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
ଭେକ୍ଟରର ଭିନ୍ନତା |,ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ
ବିସ୍ତାର,ಪ್ರಸರಣ
ସଂଖ୍ୟା,ಅಂಕಿ
ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
ଡିଜିଟାଲ୍ ତଥ୍ୟ |,ಡಿಜಿಟಲ್ ಡೇಟಾ
ପରିମାପ,ಆಯಾಮ
ପରିମାପ,ಆಯಾಮ
ପରିମାପହୀନ |,ಆಯಾಮವಿಲ್ಲದ
ଏକ ସମୀକରଣର ଆକାର,ಸಮೀಕರಣದ ಆಯಾಮ
ଡାଇଓଫାଣ୍ଟାଇନ୍ ସମୀକରଣ |,ಡಯೋಫಾಂಟೈನ್ ಸಮೀಕರಣ
ଡିପ୍ ଆଙ୍ଗଲ୍,ಅದ್ದು ಕೋನ
ଡିପୋଲାର୍ କୋର୍ଡିନେଟ୍ |,ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು
ଡିପୋଲ୍,ದ್ವಿಧ್ರುವಿ
ଡିପିରାମିଡ୍ (ବିପିରାମିଡ୍),ಡಿಪಿರಮಿಡ್ (ಬೈಪಿರಮಿಡ್)
ଡାଇରାକ୍ ଡେଲଟା କାର୍ଯ୍ୟ |,ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ
ସିଧାସଳଖ ସାଧାରଣ ଟାଙ୍ଗେଣ୍ଟ |,ನೇರ ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ
ନିର୍ଦ୍ଦେଶିତ କୋଣ,ನಿರ್ದೇಶಿಸಿದ ಕೋನ
ନିର୍ଦ୍ଦେଶିତ ରେଖା |,ನಿರ್ದೇಶಿಸಿದ ಸಾಲು
ଦିଗଦର୍ଶନ,ದಿಕ್ಕಿನ ಉತ್ಪನ್ನ
ଦିଗ କୋସାଇନ୍ |,ನಿರ್ದೇಶನ ಕೊಸೈನ್
maxima ର ଦିଗ,ಗರಿಷ್ಠ ದಿಕ್ಕು
ପ୍ରୋଜେକ୍ଟର ଦିଗ,ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ
ଦିଗ ଅନୁପାତ |,ದಿಕ್ಕಿನ ಅನುಪಾತ
ନିର୍ଦ୍ଦେଶକ ସର୍କଲ୍ |,ನಿರ್ದೇಶಕ ವಲಯ
ନିର୍ଦ୍ଦେଶକ କ୍ଷେତ୍ର,ನಿರ್ದೇಶಕ ಗೋಳ
ପ୍ରତ୍ୟକ୍ଷ ଉତ୍ପାଦ |,ನೇರ ಉತ್ಪನ್ನ
ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ |,ನೇರ ಪುರಾವೆ
ପ୍ରତ୍ୟକ୍ଷ ଅନୁପାତ |,ನೇರ ಅನುಪಾತ
ଡାଇରେକ୍ଟ୍ରିକ୍ସ,ಡೈರೆಕ್ಟ್ರಿಕ್ಸ್
ପ୍ରତ୍ୟକ୍ଷ ରାଶି |,ನೇರ ಮೊತ್ತ
ବିଚ୍ଛିନ୍ନ ସେଟ୍ |,ಸಂಪರ್ಕ ಕಡಿತಗೊಂಡ ಸೆಟ್‌ಗಳು
ବନ୍ଦ,ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ
ଡେରିଭେଟିଭ୍ ର ବିଚ୍ଛିନ୍ନତା |,ಉತ್ಪನ್ನದ ಸ್ಥಗಿತ
ପ୍ରଥମ ପ୍ରକାରର ବିଚ୍ଛିନ୍ନତା |,ಮೊದಲ ರೀತಿಯ ಸ್ಥಗಿತ
ଦ୍ୱିତୀୟ ପ୍ରକାରର ବିଚ୍ଛିନ୍ନତା |,ಎರಡನೇ ರೀತಿಯ ಸ್ಥಗಿತ
ନିରନ୍ତର ବଣ୍ଟନ |,ನಿರಂತರ ವಿತರಣೆ
ବିଚ୍ଛିନ୍ନ କାର୍ଯ୍ୟ,ನಿರಂತರ ಕಾರ್ಯ
ବିଚ୍ଛିନ୍ନ ଭେରିଏଟ୍ |,ನಿರಂತರ ವ್ಯತ್ಯಾಸ
ବିଚ୍ଛିନ୍ନ,ಪ್ರತ್ಯೇಕವಾದ
ପୃଥକ ବଣ୍ଟନ |,ಪ್ರತ್ಯೇಕ ವಿತರಣೆ
ପୃଥକ ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |,ಪ್ರತ್ಯೇಕ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ
ପୃଥକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,ಡಿಸ್ಕ್ರೀಟ್ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
ପୃଥକ ନମୁନା ସ୍ଥାନ |,ಪ್ರತ್ಯೇಕ ಮಾದರಿ ಜಾಗ
ପୃଥକ ସେଟ୍ |,ಪ್ರತ್ಯೇಕ ಸೆಟ್
ପୃଥକ ସ୍ଥାନ |,ಪ್ರತ್ಯೇಕ ಜಾಗ
ପୃଥକ ଟପୋଲୋଜି |,ಪ್ರತ್ಯೇಕ ಸ್ಥಳಶಾಸ್ತ್ರ
ଭିନ୍ନ ଭିନ୍ନତା |,ಪ್ರತ್ಯೇಕ ವ್ಯತ್ಯಾಸ
ଭେଦଭାବ,ತಾರತಮ್ಯ
ଭେଦଭାବ ବିଶ୍ଳେଷଣ (= ଭେଦଭାବ ବିଶ୍ଳେଷଣ),ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ (=ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ)
ଅସନ୍ତୁଷ୍ଟ,ಭಿನ್ನಾಭಿಪ್ರಾಯ
ଘଟଣାଗୁଡ଼ିକୁ ଅସନ୍ତୁଷ୍ଟ କରନ୍ତୁ |,ಅಸಂಬದ್ಧ ಘಟನೆಗಳು
ବିଚ୍ଛିନ୍ନ ସେଟ୍ |,ಅಸಂಯೋಜಿತ ಸೆಟ್ಗಳು
ଅସନ୍ତୁଷ୍ଟ ସଂଘ,ಅವಿಭಕ್ತ ಒಕ್ಕೂಟ
ବିଚ୍ଛିନ୍ନତା |,ವಿಘಟನೆ
ବିଚ୍ଛେଦ |,ಪ್ರಸರಣ
ବିଚ୍ଛେଦ ଚାର୍ଟ |,ಪ್ರಸರಣ ಚಾರ್ಟ್
ବିଚ୍ଛେଦ ସ୍ଥିର |,ಪ್ರಸರಣ ಸ್ಥಿರ
ବିଚ୍ଛେଦ ଚିତ୍ର |,ಪ್ರಸರಣ ರೇಖಾಚಿತ್ರ
ବିଚ୍ଛେଦ ମ୍ୟାଟ୍ରିକ୍ସ (= କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ),ಪ್ರಸರಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (=ಕೋವೇರಿಯನ್ಸ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್)
ବିସ୍ଥାପନ,ಸ್ಥಳಾಂತರ
ପ୍ରଦର୍ଶନ,ಪ್ರದರ್ಶನ
ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ (= କନସୋଲ୍),ಪ್ರದರ್ಶನ ಘಟಕ (=ಕನ್ಸೋಲ್)
ଭିନ୍ନ,ಭಿನ್ನವಾದ
ବିଚ୍ଛିନ୍ନ ଶକ୍ତି |,ವಿಘಟಿಸುವ ಶಕ್ತಿಗಳು
ଦୂରତା କାର୍ଯ୍ୟ,ದೂರ ಕಾರ್ಯ
ଦୂରତା ମଡ୍ୟୁଲସ୍,ದೂರ ಮಾಡ್ಯುಲಸ್
ବଣ୍ଟନ ମୁକ୍ତ ପଦ୍ଧତି |,ವಿತರಣೆ-ಮುಕ್ತ ವಿಧಾನ
ବଣ୍ଟନ ନିୟମ |,ವಿತರಣಾ ಕಾನೂನು
ବିଭାଜନ,ಬೇರೆಯಾಗುತ್ತವೆ
ବିଭେଦ,ಭಿನ್ನತೆ
ଭିନ୍ନତା ଥିଓରେମ୍ |,ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ
ବିବିଧ,ಭಿನ್ನವಾದ
ବିବିଧ କ୍ରମ |,ವಿಭಿನ್ನ ಸರಣಿ
ବିଭାଜିତ ପାର୍ଥକ୍ୟ |,ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ
ବିଭାଜନତା,ವಿಭಜನೆ
ବିଭାଜନଯୋଗ୍ୟ,ಭಾಗಿಸಬಹುದಾದ
ବିଭାଜନ,ವಿಭಾಗ
ବିଭାଜନ ଆଲଗୋରିଦମ |,ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್
ବିଭାଜନ ରିଙ୍ଗ |,ವಿಭಾಗದ ಉಂಗುರ
ଡୋଡେକାଗନ୍ |,ಡೋಡೆಕಾಗನ್
dodecahedron,ದ್ವಾದಶಮುಖ
ଡୋମେନ୍,ಡೊಮೇನ್
ଏକ ଫଙ୍କସନ୍ ର ଡୋମେନ୍,ಕಾರ್ಯದ ಡೊಮೇನ್
ପରିଭାଷାର ଡୋମେନ୍ |,ವ್ಯಾಖ್ಯಾನದ ಡೊಮೇನ್
ଅସ୍ତିତ୍ୱର ଡୋମେନ୍ |,ಅಸ್ತಿತ್ವದ ಡೊಮೇನ್
ପ୍ରାଧାନ୍ୟ ରଣନୀତି |,ಪ್ರಬಲ ತಂತ್ರ
ଡୋପଲର ପ୍ରଭାବ,ಡಾಪ್ಲರ್ ಪರಿಣಾಮ
ବିନ୍ଦୁ ଉତ୍ପାଦ |,ಡಾಟ್ ಉತ್ಪನ್ನ
ବିନ୍ଦୁ ବକ୍ର,ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ
ଦ୍ୱିଗୁଣ ଭିନ୍ନତା |,ಎರಡು ವ್ಯತ್ಯಾಸ
ଦୁଇଗୁଣ ବଣ୍ଟନ,ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ
ଡବଲ୍ ହେଲିକ୍ସ |,ಡಬಲ್ ಹೆಲಿಕ್ಸ್
ଡବଲ୍ ଇଣ୍ଟିଗ୍ରାଲ୍ |,ಡಬಲ್ ಅವಿಭಾಜ್ಯ
ଡବଲ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |,ಡಬಲ್ ಏಕೀಕರಣ
ଦୁଇଥର ସୀମା |,ಎರಡು ಮಿತಿ
ଦୁଇଥର ନମୁନା ସଂଗ୍ରହ ଯୋଜନା |,ಎರಡು ಮಾದರಿ ಯೋಜನೆ
ଡବଲ୍ କ୍ରମ |,ಎರಡು ಅನುಕ್ರಮ
ଡବଲ୍ ସିରିଜ୍ |,ಡಬಲ್ ಸರಣಿ
ଡବଲ୍ ସଫିକ୍ସ ନୋଟେସନ୍ |,ಡಬಲ್ ಪ್ರತ್ಯಯ ಸಂಕೇತ
ଦୁଇଥର ସମନ୍ୱୟ |,ಡಬಲ್ ಸಂಕಲನ
ତଳ ତ୍ୱରଣ,ಕೆಳಮುಖ ವೇಗವರ್ಧನೆ
ନିମ୍ନ ବିସ୍ଥାପନ |,ಕೆಳಮುಖ ಸ್ಥಳಾಂತರ
ନିମ୍ନ ଗତି,ಕೆಳಮುಖ ಚಲನೆ
ତଳ ବେଗ,ಕೆಳಮುಖ ವೇಗ
ଡ୍ରାଗ୍,ಎಳೆಯಿರಿ
ଡ୍ରାଗ୍ ଫୋର୍ସ |,ಡ್ರ್ಯಾಗ್ ಫೋರ್ಸ್
ଡୁଆଲ୍ |,ದ್ವಂದ್ವ
ଦ୍ୱ ual ତ ଆଧାର |,ಉಭಯ ಆಧಾರ
ଡୁଆଲ୍ ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |,ಎರಡು ಆಂತರಿಕ ಉತ್ಪನ್ನ
ଡୁଆଲ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |,ಡ್ಯುಯಲ್ ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ
ଡୁଆଲ୍ ଅପରେସନ୍ |,ಎರಡು ಕಾರ್ಯಾಚರಣೆ
ଦ୍ୱ ual ତ ସମସ୍ୟା |,ಉಭಯ ಸಮಸ್ಯೆ
ଡୁଆଲ୍ ସିମ୍ପ୍ଲେକ୍ସ ଆଲଗୋରିଦମ |,ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ಅಲ್ಗಾರಿದಮ್
ଡୁଆଲ୍ ସିମ୍ପ୍ଲେକ୍ସ କ techni ଶଳ |,ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ತಂತ್ರ
ଡୁଆଲ୍ ସ୍ପେସ୍ |,ಡ್ಯುಯಲ್ ಸ್ಪೇಸ್
ଡୁଆଲ୍ ଭେରିଏବଲ୍ |,ಡ್ಯುಯಲ್ ವೇರಿಯಬಲ್
ଡୁଆଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |,ಡ್ಯುಯಲ್ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್
ଡମି ଇଣ୍ଡେକ୍ସ,ನಕಲಿ ಸೂಚ್ಯಂಕ
ଡମି ସବସ୍କ୍ରିପ୍ଟ |,ನಕಲಿ ಚಂದಾದಾರಿಕೆ
ଡମି ସଫିକ୍ସ |,ನಕಲಿ ಪ್ರತ್ಯಯ
ଡମି ଭେରିଏବଲ୍ |,ನಕಲಿ ವೇರಿಯಬಲ್
ନକଲ ପ୍ରକ୍ରିୟା |,ನಕಲು ಪ್ರಕ್ರಿಯೆ
ଗତିଶୀଳ |,ಕ್ರಿಯಾತ್ಮಕ
ଗତିଶୀଳ ସିଷ୍ଟମ୍ |,ಕ್ರಿಯಾತ್ಮಕ ವ್ಯವಸ್ಥೆ
ଗତିଶୀଳ ଚାହିଦା କାର୍ଯ୍ୟ |,ಡೈನಾಮಿಕ್ ಬೇಡಿಕೆ ಕಾರ್ಯ
ଗତିଶୀଳ ମଡେଲ୍ |,ಕ್ರಿಯಾತ್ಮಕ ಮಾದರಿ
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |,ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |,ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ವಿಧಾನ
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ techni ଶଳ |,ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ತಂತ್ರ
ଗତିଶୀଳତା |,ಡೈನಾಮಿಕ್ಸ್
ଏକ କଣିକାର ଗତିଶୀଳତା |,ಒಂದು ಕಣದ ಡೈನಾಮಿಕ್ಸ್
କଠିନ ଶରୀରର ଗତିଶୀଳତା |,ಕಟ್ಟುನಿಟ್ಟಾದ ದೇಹಗಳ ಡೈನಾಮಿಕ್ಸ್
ପୃଥିବୀ,ಭೂಮಿ
ଭୂକମ୍ପ ତୀବ୍ରତା |,ಭೂಕಂಪದ ತೀವ್ರತೆ
ବିଚିତ୍ରତା |,ವಿಕೇಂದ್ರೀಯತೆ
ଚନ୍ଦ୍ରଗ୍ରହଣ,ಗ್ರಹಣ
ଅର୍ଥନ ric ତିକ ପୂର୍ବାନୁମାନ |,ಆರ್ಥಿಕ ಮುನ್ಸೂಚನೆ
ଅର୍ଥନୀତିଜ୍ଞ,ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ
ଅର୍ଥନୀତି,ಅರ್ಥಶಾಸ್ತ್ರ
ଅର୍ଥନୀତି,ಅರ್ಥಶಾಸ್ತ್ರ
ଧାର,ಅಂಚು
ଏକ ଉନ୍ମୁକ୍ତ ସେଟ୍ ର ଧାର |,ಪೀನ ಗುಂಪಿನ ಅಂಚು
ଦକ୍ଷତା କାରକ |,ದಕ್ಷತೆಯ ಅಂಶ
eigen ଉପାଦାନ |,ಐಜೆನ್ ಅಂಶ
eigen କାର୍ଯ୍ୟ,ಐಜೆನ್ ಕಾರ್ಯ
eigen ମୂଲ୍ୟ,ಈಜೆನ್ ಮೌಲ್ಯ
eigen ମୂଲ୍ୟ ସମୀକରଣ |,ಐಜೆನ್ ಮೌಲ್ಯ ಸಮೀಕರಣ
ଇଜେନ ଭେକ୍ଟର |,ಐಜೆನ್ ವೆಕ್ಟರ್
ଇଲାଷ୍ଟିକ୍ |,ಸ್ಥಿತಿಸ್ಥಾಪಕ
ଇଲାଷ୍ଟିକ୍ ସ୍ଥିର |,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸ್ಥಿರ
