Assamese,Bengali
"ৰংমাপক, ৰংমাপক","কালারমিটার, কালারমিটার"
ৰঙৰ অন্ধতা,বর্ণান্ধতা
চৰিত্ৰ,চরিত্র
"স্তম্ভ, স্তম্ভ","কলাম, কলাম"
"কমা, টাফ্ট, ঠেং, ঠেং","কমা, টুফ্ট, লেজ, লেজ"
"সংমিশ্ৰণ, সংমিশ্ৰণ, সঞ্চয়","combination, combination, accumulation"
সংমিশ্ৰিত স্বৰবৰ্ণ,যৌগিক স্বরবর্ণ
সংমিশ্ৰিত স্বৰবৰ্ণ,যৌগিক স্বরবর্ণ
দায়িত্ব,দায়
দহন,দহন
বাণিজ্যিক ফেৰাইট,বাণিজ্যিক ফেরাইট
"সাধাৰণ, সাধাৰণ, সাধাৰণ, সাধাৰণ, সাধাৰণ","সাধারণ, সাধারণ, সাধারণ, সাধারণ, সাধারণ"
যোগাযোগ,যোগাযোগ
"ডাইভাৰচন, ডেটাম পৰিৱৰ্তন, পাৰ্মিউটেচন","ডাইভারশন, ডেটাম পরিবর্তন, স্থানান্তর"
"কমিউটেটৰ, কমিউটেটৰ, কমিউটেটৰ","কমিউটেটর, কম্যুটেটর, কম্যুটেটর"
"তুলনাকাৰী, তুলনাকাৰী","comparator, comparator"
তুলনা কৰা,তুলনা
"কম্পাছ, কম্পাছ, কম্পাছ","কম্পাস, কম্পাস, কম্পাস"
"সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা","সামঞ্জস্য, সামঞ্জস্য, সামঞ্জস্য, সামঞ্জস্য"
"ক্ষতিপূৰণ দিয়া, প্ৰতিশোধ লোৱা","ক্ষতিপূরণ, প্রতিশোধ"
"ক্ষতিপূৰণ, ক্ষতিপূৰণ, ক্ষতিপূৰণ","ক্ষতিপূরণ, ক্ষতিপূরণ, ক্ষতিপূরণ"
প্ৰতিকাৰৰ ব্যৱস্থা,পাল্টা ব্যবস্থা
"সংকলন, ব্যাখ্যা","সংকলন, ব্যাখ্যা"
"সংকলন, ব্যাখ্যা","সংকলন, ব্যাখ্যা"
পৰিপূৰকতা,পরিপূরকতা
পৰিপূৰক,সাপ্লিমেন্ট
সম্পূৰ্ণ কৰা,সম্পূর্ণ
সম্পূৰ্ণ কোষ,সম্পূর্ণ সেল
সম্পূৰ্ণ মডুলেচন,সম্পূর্ণ মড্যুলেশন
"জটিল, জটিল, পেকেজ","জটিল, জটিল, প্যাকেজ"
জটিল পৰমাণু,জটিল পরমাণু
জটিল ফলন,জটিল ফাংশন
ফৰ্মেট,বিন্যাস
জটিল ব্যৱস্থা,জটিল প্রক্রিয়া
খতিয়ান লোৱা,ফলো-আপ
"উপাদান, সংশ্লিষ্ট উপাদান","উপাদান, সংশ্লিষ্ট উপাদান"
"সংমিশ্ৰিত, সংমিশ্ৰিত","যৌগিক, যৌগিক"
"মিশ্ৰিত, মিশ্ৰিত, সংযুক্ত, বিত্ত, যৌগ","মিশ্র, মিশ্র, সম্মিলিত, অর্থ, যৌগিক"
asral পেণ্ডুলাম,asral দুল
"সংকোচন (সম্পা.), সংকোচন (v.)","কম্প্রেস (সম্পাদনা), কম্প্রেস (v.)"
সংকোচিত কৰা হৈছে,সংকুচিত
সংকোচন ক্ষমতা,সংকোচনযোগ্যতা
সংকোচনযোগ্য,সংকোচনযোগ্য
সংকোচন,সঙ্কোচন
"কম্প্ৰেছাৰ, কম্প্ৰেছাৰ","কম্প্রেসার, কম্প্রেসার"
"কম্পটন ইলেক্ট্ৰন, প্ৰতিভাৰসাম্যপূৰ্ণ ইলেক্ট্ৰন","কম্পটন ইলেকট্রন, ভারসাম্যহীন ইলেকট্রন"
গণনা,গণনা
গণনামূলক,গণনামূলক
"কম্পিউটাৰ, কম্পিউটাৰ, কম্পিউটাৰ","কম্পিউটার, কম্পিউটার, কম্পিউটার"
অৱতল,অবতল
দ্বি উত্তল,দ্বিকনভেক্স
"ঘনীভূত কৰা, ঘন কৰা, ঘনীভূত কৰা (adj.), ঘনীভূত কৰা (v.)","মনোনিবেশ করা, ঘন করা, মনোনিবেশ করা (adj.), মনোনিবেশ করা (v.)"
"ঘনীভূত, ঘনীভূত, ঘনীভূত","কেন্দ্রীভূত, কেন্দ্রীভূত, কেন্দ্রীভূত"
"ঘনত্ব, ঘনত্ব, ঘনত্ব, ঘনত্ব","একাগ্রতা, একাগ্রতা, একাগ্রতা, একাগ্রতা"
"এককেন্দ্ৰিক, সমকেন্দ্ৰিক","এককেন্দ্রিক, এককেন্দ্রিক"
ধাৰণা,ধারণা
ধাৰণাগত,ধারণাগত
"ঘনিষ্ঠতা, যোগাযোগ","অন্তরঙ্গতা, যোগাযোগ"
সমন্বিত,সুরেলা
"সমকালীন, পিছপৰা","concurrent, trailing"
"ঘনীভূতকৰণ, ঘনীভূতকৰণ","ঘনীভবন, ঘনীভবন"
"ঘনীভূত কৰা, তৰলীকৃত কৰা, তৰলীকৃত কৰা","to condense, to liquefy, to liquefy"
"ঘনীভূত, তৰলীকৃত, সংকুচিত","ঘনীভূত, তরলীকৃত, সংকুচিত"
"কণ্ডেন্সাৰ, কেপাচিটৰ, সংগ্ৰাহক","কনডেন্সার, ক্যাপাসিটর, সংগ্রাহক"
"অৱস্থা, অৱস্থা, অৱস্থা, অৱস্থা","শর্ত, শর্ত, শর্ত, শর্ত"
পৰিবাহীতা,পরিবাহিতা
ড্ৰাইভাৰ,ড্রাইভার
ড্ৰাইভিং,পরিচালনা
পৰিবাহীতা,পরিবাহিতা
ফিডেলিটি,বিশ্বস্ততা
"বিন্যাস, বিন্যাস","কনফিগারেশন, কনফিগারেশন"
বিন্যাস,কনফিগারেশন
কনফ&#39;কেল,কনফোকাল
"সমন্বয়, দ্বিমেৰুত্ব, সমতা","সংগতি, দ্বিমেরুতা, সমতা"
"congruent, একেধৰণৰ","সঙ্গতিপূর্ণ, অভিন্ন"
কনিক,কনিক
"to conjugate (v.), সংযোগ কৰা (ver.)","conjugate (v.), to be conjugated (ver.)"
পাৰ্শ্বীয় সংযুক্ত,লেটারাল অ্যাসোসিয়েটেড
শৃংখল সম্পৰ্কীয়,চেইন সম্পর্কিত
সংযোগকাৰী লাইন,সংযোগকারী লাইন
সংযোগ,সংযোগ
"পৃষ্ঠপোষক, সংযোগকাৰী","পৃষ্ঠপোষক, সংযোগকারী"
একেৰাহে,একটানা
পৃষ্ঠপোষক,পৃষ্ঠপোষক
পৃষ্ঠপোষক,পৃষ্ঠপোষক
"স্থায়িত্ব, স্থায়িত্ব, বেধ, বেধ","ধারাবাহিকতা, সামঞ্জস্য, ঘনত্ব, পুরুত্ব"
"সামঞ্জস্যপূৰ্ণ, বিপৰীত","সামঞ্জস্যপূর্ণ, বিপরীত"
কথোপকথনমূলক,কথোপকথন
কথোপকথনমূলক,কথোপকথন
স্থিৰতা,স্থিতিশীলতা
"স্থিৰ, স্থিৰ, স্থাৱৰ, অপৰিৱৰ্তিত, একেধৰণৰ","স্থির, স্থির, অস্থাবর, অপরিবর্তনীয়, অভিন্ন"
কনষ্টেন্টান,কনস্ট্যান্টান
অবিৰত প্ৰবাহ,ধারাবাহিক প্রবাহ
সহচলক সংখ্যা,কোভারিয়েট সংখ্যা
বৰ্তনীটোৰ বৈশিষ্ট্য,সার্কিটের বৈশিষ্ট্য
নক্ষত্ৰমণ্ডল,নক্ষত্রপুঞ্জ
"ৰচনা, ৰচনা, গঠন","রচনা, রচনা, গঠন"
বাধ্যতামূলক গতি,সীমাবদ্ধ গতি
বাধা,বাধা
সংকীৰ্ণ হোৱা,সংকীর্ণ
বহনক্ষম হস্তক্ষেপ,টেকসই হস্তক্ষেপ
ব্যৱহৃত শক্তি,শক্তি খরচ
"স্পৰ্শ, স্পৰ্শ, স্পৰ্শ","স্পর্শ, স্পর্শ, স্পর্শ"
"যোগাযোগ, যোগাযোগ","যোগাযোগ, যোগাযোগ"
দূষণ কৰা,দূষণ
"বিষয়বস্তু, অংশ, আধা","বিষয়বস্তু, অংশ, অর্ধেক"
"continuum, ধাৰাবাহিকতা","continuum, continuum"
অৱস্থাৰ ধাৰাবাহিকতা,রাষ্ট্রীয় ধারাবাহিকতা
"অবিৰত, অবিচ্ছেদ্য, অবিচ্ছেদ্য, অবিৰত, অবিৰত","অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন"
ধাৰাবাহিকতা,ধারাবাহিকতা
"সংকোচন কৰা, সংকোচন কৰা (ver.)","সংকুচিত করা, সংকুচিত করা (ver.)"
সংকোচন,সঙ্কুচিত
সংকোচন,সংকোচন
প্ৰতি-কক্ষপথৰ দিশ,কাউন্টার-অরবিটাল দিক
আপেক্ষিক শৰীৰ,আপেক্ষিক শরীর
"কনট্ৰাষ্ট, কনট্ৰাষ্ট","বিপরীত, বিপরীত"
নিয়ন্ত্ৰণ,নিয়ন্ত্রণ
সংবহন,পরিচলন
কনভেয়িং পোষ্ট,প্রচার পোস্ট
ভেছকুলাৰ,ভাস্কুলার
নিয়মীয়া পাৰমাণৱিক ওজন,নিয়মিত পারমাণবিক ওজন
"to converge, অভিসৰণ কৰা","to converge, to converge"
"অভিসৰণ, অভিসৰণ","convergence, convergence"
কনভাৰ্জিং লেন্স,কনভারজিং লেন্স
"বিপৰীত, বিপৰীত","বিপরীত, বিপরীত"
VICA বিপৰীতে,বিপরীতভাবে
ৰূপান্তৰ,রূপান্তর
ৰূপান্তৰিত,রূপান্তরিত
ৰূপান্তৰক,রূপান্তরকারী
কনভাৰ্টিবল লেন্স,রূপান্তরযোগ্য লেন্স
উত্তল,উত্তল
উত্তলতা,উত্তল
উত্তল,উত্তল
দ্বি উত্তল,দ্বিকনভেক্স
শীতল পদাৰ্থ,কুল্যান্ট
"শিতলকাৰী, চিলাৰ","রেফ্রিজারেন্ট, চিলার"
কুলিজ টিউব,কুলিজ টিউব
শীতল কৰা,শীতল
শীতল পদাৰ্থ,কুল্যান্ট
সমবায়ৰ পৰিঘটনা,সহযোগিতামূলক ঘটনা
"স্থানাংক, স্থানাংক","সমন্বয় করা, সমন্বয় করা"
পৰিচালক অক্ষ,পরিচালক অক্ষ
সমতল,প্ল্যানার
সমতলতা,সমতলতা
"কপি, কপি, কপি","অনুলিপি, অনুলিপি, অনুলিপি"
মুখ্য,মূল
কোৰ ইলেক্ট্ৰন,মূল ইলেকট্রন
ক’ৰিঅ’লিছ ত্বৰণ,কোরিওলিস ত্বরণ
ক&#39;ৰিঅ&#39;লিছ বল,কোরিওলিস বল
"কিৰিট, কৰোনা","কিরিত, করোনা"
কৰ&#39;না অষ্ট্ৰেলিয়া,করোনা অস্ট্রেলিয়া
corona borealis,করোনা বোরিয়ালিস
সৌৰ জ্বলন,সুর্যের আগুনের ফুল্কি
গ্ৰেনুল,দানা
গ্ৰেনুলাৰ,দানাদার
"শুদ্ধ, শুদ্ধ","সঠিক, সঠিক"
সংশোধিত,সংশোধিত
"সংশোধন, সংশোধন","সংশোধন, সংশোধন"
সহ - সম্পৰ্ক,সহ- সম্পর্ক
"to correspond, to correspond","correspond, correspond"
সংঘৰ নিয়মাৱলী,সমিতির নিয়ম
সংগীত,অনুষঙ্গ
কোচাইন নিয়ম,কোসাইন নিয়ম
স্থানৰ প্ৰাচুৰ্য্য,স্থান প্রাচুর্য
মহাজাগতিক,মহাজাগতিক
মহাকাশ ৰশ্মি ফাটি গ’ল,মহাকাশ রশ্মি বিস্ফোরিত
"মহাকাশ ৰশ্মি, মহাজাগতিক ৰশ্মি","মহাকাশ রশ্মি, মহাজাগতিক রশ্মি"
মহাকাশৰ বৰষুণ,স্থান বৃষ্টিপাত
স্থান,স্থান
মহাজাগতিক,মহাজাগতিক
"ব্ৰহ্মাণ্ডবিজ্ঞান, ব্ৰহ্মাণ্ডবিজ্ঞান","cosmology, cosmology"
মহাকাশচাৰী,মহাকাশচারী
মহাকাশ বিজ্ঞান,মহাকাশবিজ্ঞান
"cosmos, বিশ্বব্ৰহ্মাণ্ড","কসমস, মহাবিশ্ব"
কুলম্ব,কুলম্ব
কুলোমি এলেকা,কুলোমি এলাকা
কুলোমিটাৰ,কুলমিটার
"গণনা, গণনা, গণনা, গণনা","গণনা, গণনা, গণনা, গণনা"
"গণনা, বিপৰীত গণনা","গণনা, বিপরীত গণনা"
"কেলকুলেটৰ, কাউণ্টাৰ, পেনেল","ক্যালকুলেটর, কাউন্টার, প্যানেল"
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত,ঘড়ির কাঁটার বিপরীত দিকে
"ৰিভাৰ্ছ কাৰেণ্ট, কাউণ্টাৰ কাৰেণ্ট","বিপরীত বর্তমান, বিপরীত বর্তমান"
বিপৰীতমুখী বিদ্যুৎ গতিশীল বল,বিরোধী ইলেক্ট্রোমোটিভ ফোর্স
ডেপুটেচন,ডেপুটেশন
ৰিভাৰ্ছ টৰ্চ,বিপরীত ধড়
গণনাৰ হাৰ,গণনা হার
"গণনা, গণনা-সংখ্যা, গণনা, গণনা","গণনা, গণনা-সংখ্যা, গণনা, গণনা"
বল যোৰ,বল জোড়া
সংযুক্ত,যুগল
কাপলাৰ,সংযোজনকারী
কাপলিং,কাপলিং
"উদ্দেশ্যপ্ৰণোদিত দিশ, পথ, পথ","অভিপ্রেত দিক, পথ, পথ"
সহযোগীতা,সমযোজীতা
সহযোগীতা,সমযোজীতা
সহযোগী,সহযোগী
সহাৱস্থান,সহবাস
সমান্তৰাল,সহগামী
"কভাৰেজ এলেকা, সম্প্ৰচাৰ এলেকা","কভারেজ এলাকা, সম্প্রচার এলাকা"
কভাৰ শ্বীট,কভার শীট
chatter,বকবক
উৰ্বৰতাৰ হাৰ,উর্বরতার হার
সামান্য বিকৃতি,সামান্য বিকৃতি
শিখৰ,চূড়া
"মাপকাঠী, মাপকাঠী","মাপকাঠি, মানদণ্ড"
জটিল অৱস্থা,সমালোচনামূলক
সমালোচনাত্মকতা,সমালোচনা
মকৰ ৰাশিৰ ক্লিপ,মকর ক্লিপ
কুটিলৰ অন্ধকাৰ ৰাজ্য,দুর্বৃত্তদের অন্ধকার রাজ্য
ক্ৰছ-হাইব্ৰিড হাইব্ৰিডাইজেচন,ক্রস-হাইব্রিড হাইব্রিডাইজেশন
ক্ৰছ বেণ্ড যোগাযোগ,ক্রস ব্যান্ড যোগাযোগ
অপ্রাসংগিক চৰিত্ৰৰ ব্যক্তিত্ব,অপ্রাসঙ্গিক চরিত্রের অবয়ব
ক্ৰছ টাই,ক্রস বন্ধন
ক্ৰছ কৰা এলেকা,অতিক্রম করা এলাকা
লেষ্ট এবেৰেচন লেন্স,ন্যূনতম বিকৃতি লেন্স
ক্ৰছ প্ৰডাক্ট,ক্রস পণ্য
অপ্রাসংগিক সংকেত,অপ্রাসঙ্গিক সংকেত
মজিয়াৰ বেদখল,মেঝে দখল
ট্ৰেঞ্জিচন জ&#39;ন,রূপান্তর জোন
ট্ৰেঞ্জিচন পইণ্ট,রূপান্তর বিন্দু
বিনিময় মূল্য,বিনিময় মূল্য
ভেক্টৰ-উৎপাদন ভেক্টৰ-উৎপাদন,ভেক্টর-পণ্য ভেক্টর-পণ্য
"ক্ৰছ ছেকচন, ক্ৰছ ছেকচন","ক্রস বিভাগ, ক্রস বিভাগ"
"একাধিক টাৰ্ম, হাইব্ৰিড টাৰ্ম","মাল্টিপল টার্ম, হাইব্রিড টার্ম"
ক্ৰছ তাঁৰ,ক্রস তারের
"মুকুট অপটিকেল গ্লাছ, মুকুট অপটিকেল গ্লাছ","মুকুট অপটিক্যাল গ্লাস, মুকুট অপটিক্যাল গ্লাস"
শীতল কৰা মিশ্ৰণ,শীতল মিশ্রণ
কম উষ্ণতাৰ ইলেক্ট্ৰনিকছ,নিম্ন তাপমাত্রা ইলেকট্রনিক্স
হাইপোথাৰ্মিয়া,হাইপোথার্মিয়া
ক্ৰাইজেনিক লেবৰেটৰী,ক্রায়োজেনিক পরীক্ষাগার
নিম্ৰতাপিকি,নিমরতাপিকি
ফ্ৰীজিং গেজ,হিমায়িত পরিমাপক
ক্ৰাইমেট্ৰিক ধ্ৰুৱক,ক্রাইমেট্রিক ধ্রুবক
স্ফটিক,স্ফটিক
"স্ফটিকীয়, আঁহযুক্ত","স্ফটিক, তন্তুযুক্ত"
"স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ","স্ফটিককরণ, স্ফটিককরণ, স্ফটিককরণ"
স্ফটিক বিজ্ঞানী,স্ফটিক বিজ্ঞানী
স্ফটিক-গাঁথনিগত,স্ফটিক-কাঠামোগত
স্ফটিক গঠন,স্ফটিক গঠন
"স্ফটিকবিজ্ঞান, স্ফটিক বিজ্ঞান","ক্রিস্টালোগ্রাফি, স্ফটিক বিজ্ঞান"
জালি স্থানান্তৰ কাৰ্য্য,জালি স্থানান্তর অপারেশন
স্ফটিক স্মাজ,স্ফটিক ধোঁয়া
ঘনক ঘনক,কিউব কিউব
"ঘন, ঘন, ঘন, ত্ৰিভুজ, ঘন, ত্ৰিভুজ","ঘনক, ঘনক, ঘনক, ত্রিভুজ, ঘনক, ত্রিভুজ"
ঘন বিভাজন,কিউবিক ফাটল
কক্ষপথ,অরবিটাল
ক্ৰমবৰ্ধমান,ক্রমবর্ধমান
curie ধ্ৰুৱক,কিউরি ধ্রুবক
কুৰি ইফেক্ট,কিউরি এফেক্ট
"কুৰি পইণ্ট, কুৰি তাপমাত্ৰা, কুৰি বিচুম্বকীয়কৰণ পইণ্ট","কিউরি পয়েন্ট, কিউরি তাপমাত্রা, কুরি ডিম্যাগনেটাইজেশন পয়েন্ট"
curie,কিউরি
নিজৰা,প্রবাহ
সংখ্যালঘু ধাৰা,স্রোতের সংখ্যালঘু
বিতৰণ,বিতরণ
বক্ৰতা,বক্রতা
বক্ৰ বক্ৰ ৰেখা,বক্ররেখা বক্ররেখা
বক্ৰ,বাঁকা
বক্ৰ বাৰ,বক্ররেখা বার
বক্ৰ পৃষ্ঠা,বাঁকা পাতা
বৃদ্ধিৰ বক্ৰ,বৃদ্ধি বক্ররেখা
বক্ৰৰেখা,বক্ররেখা
"ছিদ্ৰকাৰী, কাটিব পৰা","ছিদ্রকারী, কাটা"
শেষৰ মণ্ডল,শেষ স্থান
শেষ কম্পাঙ্ক,শেষ ফ্রিকোয়েন্সি
শেষ বিন্দু,শেষপ্রান্ত
টাৰ্মিনেল পইণ্ট বেগ,টার্মিনাল পয়েন্ট বেগ
টাৰ্মিনেল ভল্টেজ,টার্মিনাল ভোল্টেজ
"পৰিৱেশনকাৰী, পৰিবেশক","অভিনয়কারী, অভিনয়কারী"
চাইবাৰনেটিক্স,সাইবারনেটিক্স
"চক্ৰ, চক্ৰ, চক্ৰ","চক্র, চক্র, চক্র"
প্ৰতি ছেকেণ্ডত চক্ৰ,প্রতি সেকেন্ডে চক্র
"চক্ৰীয়, চক্ৰীয়","চক্রাকার, চক্রীয়"
ঘূৰ্ণন,স্পিন
চক্ৰীয় পেণ্ডুলাম,চক্রীয় পেন্ডুলাম
চাইক্লট্ৰন,সাইক্লোট্রন
চাইক্লট্ৰন কম্পাঙ্ক,সাইক্লোট্রন ফ্রিকোয়েন্সি
"চিলিণ্ডাৰ, চিলিণ্ডাৰ","সিলিন্ডার, সিলিন্ডার"
"নলাকাৰ, চিলিণ্ডাৰৰ আকৃতি, চিলিণ্ডাৰ, চিলিণ্ডাৰ","নলাকার, সিলিন্ডার আকৃতি, সিলিন্ডার, সিলিন্ডার"
চিলিণ্ডাৰ হাৰমনিক,সিলিন্ডার সুরেলা
তিতি যোৱা,স্যাঁতসেঁতে
ডেম্প কৰা সৰল হাৰমনিক দোলন,স্যাঁতসেঁতে সহজ সুরেলা দোলন
ডেম্পাৰ,দাম্পার
ডেনিয়েল কোষ,ড্যানিয়েল সেল
অন্ধকাৰ,অন্ধকার
"সম্পদ সম্পদ, সম্পদ সম্পদ, বিশ্বাস সম্পদ","রিসোর্স রিসোর্স, রিসোর্স রিসোর্স, ট্রাস্ট রিসোর্স"
"পচন উৎপাদক, গাখীৰ উৎপাদিত, পিতৃ-মাতৃ, বংশধৰ","পচন উৎপাদনকারী, দুধ উৎপাদিত, পিতামাতা, বংশধর"
ডেভিছন হটাৰ পৰীক্ষা,ডেভিসন গরম পরীক্ষা
ডি.চি.(নিৰ্দেশনা),ডিসি (নির্দেশক)
নিষ্ক্ৰিয় অংশ,নিষ্ক্রিয় অংশ
নিস্তব্ধ দাগ,নীরব জায়গা
de bragli তৰংগদৈৰ্ঘ্য,ডি ব্রাগ্লি তরঙ্গদৈর্ঘ্য
ডেবাই বৈশিষ্ট্যপূৰ্ণ তাপমাত্ৰা,Debye বৈশিষ্ট্যগত তাপমাত্রা
"দেবায় দৈৰ্ঘ্য, দেবায় দূৰত্ব","Debye দৈর্ঘ্য, Debye দূরত্ব"
debt-recess,ঋণ অবকাশ
পচি যোৱা,ক্ষয়
ক্ষয় সূচকাংক,ক্ষয় সূচক
পাতলকাৰী,diluent
retard,স্থগিত করা
বিৰতি সময়,বিরতি সময়
ডেচিবেল,ডেসিবেল
ডেচিবেলোমিটাৰ,ডেসিবেলোমিটার
"দশমিক, দশমিক","দশমিক, দশমিক"
শ্ৰেণীবিভাজন,শ্রেণীবিভাগ
"উত্তাল, বিপ্লৱ, উদ্যোগ, অৱক্ষয়","উত্থান, বিপ্লব, উদ্যোগ, পতন"
সমমিতি বৃত্ত,আইসোমেট্রিক বৃত্ত
ডিকোডাৰ,ডিকোডার
"পচন, দ্ৰৱীভূত","পচন, দ্রবীভূতকরণ"
ডিকম্প্ৰেছন,ডিকম্প্রেশন
বিশুদ্ধকৰণ,দূষণ
অলংকাৰ,অলংকরণ
সংযোজন,সংযোজন
ডিমিনিচিং ফাংচন,হ্রাস ফাংশন
বতৰৰ পৰিৱৰ্তন,আবহাওয়া
উলংঘা,লঙ্ঘন
উপমহলা,সাবফ্লোর
গভীৰ স্থান,গভীর স্থান
ব্যুৎপত্তি,ডেরিভেশন
"দোষ, ভুল, ক্ষতি, অভাৱ","ত্রুটি, ত্রুটি, ক্ষতি, ঘাটতি"
ভুল কৰা,অন্যায়
ৰোগ প্ৰতিৰোধ ক্ষমতা,অনাক্রম্যতা
লিমিটাৰ দুৱাৰ,সীমাবদ্ধ দরজা
"সংজ্ঞা, স্পষ্টতা","সংজ্ঞা, স্বচ্ছতা"
বিচ্যুত কৰক,বিচ্যুত
ডিফ্লেক্টৰ,অপসারণকারী
"বিক্ষেপণ, বিক্ষেপণ","deflection, deflection"
বিক্ষিপ্ত ফোকাচ,বিচ্যুতিপূর্ণ ফোকাস
ডিফ্লেকচন-ডাবলেট মিৰ&#39;ৰ,প্রতিফলন-দ্বৈত আয়না
বিক্ষেপণ অঞ্চল,বিচ্যুতি অঞ্চল
মাধ্যাকৰ্ষণ-প্ৰভাৱিত বিক্ষেপণ,মাধ্যাকর্ষণ প্রভাবিত বিচ্যুতি
বিক্ষেপণ প্লেট,সংক্ষেপণ প্লেট
ধ্যান কেন্দ্ৰিত,ফোকাস
বিকৃতি,বিকৃতি
"বিকৃতি, বিকৃতি","বিকৃতি, বিকৃতি"
ভিগাছন,ভিগাসন
"debauchery, অশ্লীলতা","debauchery, debauchery"
"অশুচি কৰা (ver.), অৱক্ষয় কৰা (n.), অৱক্ষয় কৰা (v.)","to be defiled (ver.), degraded (n.), degraded (v.)"
পেলনীয়া গেছ,বর্জ্য গ্যাস
"aberration, aphasia, বঞ্চনা, বঞ্চনা","aberration, aphasia, deprivation, deprivation"
সন্তুষ্টিদায়ক,সন্তোষজনক
"ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, লৱ","ডিগ্রী, ডিগ্রী, মাত্রা, ডিগ্রী, ডিগ্রী, পরিমাণ, লব"
ঘনত্ব-আয়তন,ঘনত্ব-ভলিউম
বিচ্ছিন্নতা পৰিমাণ,বিয়োজন পরিমাণ
স্বাধীনতাৰ মাত্ৰা। স্বাধীনতাৰ মাত্ৰা,স্বাধীনতা ডিগ্রী। স্বাধীনতা ডিগ্রী
আয়নীয়কৰণৰ পৰিমাণ,আয়নকরণের পরিমাণ
মেৰুকৰণৰ পৰিমাণ,মেরুকরণের মাত্রা
নিখুঁততাৰ পৰিমাণ,নির্ভুলতা পরিমাণ
ডিহুমিডিফিকেশন,dehumidification
বিআয়নীয়কৰণ,ডিওনাইজেশন
পলম কৰা,বিলম্ব
বিলম্বিত,বিলম্বিত
স্থানীয়কৰণ,স্থানীয়করণ
ডেল্টা ফাংচন,ডেল্টা ফাংশন
বিচুম্বকীয়কৰণ,চুম্বকীয়করণ
বিচুম্বকীয় বক্ৰ,চুম্বকীয় বক্ররেখা
ডিমেগনেটাইজাৰ,demagnetizer
ডিমডুলেচন,demodulation
ঘন ভিৰ,ঘন যানজট
ঘনত্ব গেজ,ঘনত্ব পরিমাপক
"ঘনত্ব, ঘনত্ব","ঘনত্ব, ঘনত্ব"
মূল্য হ্ৰাসৰ স্তৰ,অবচয় স্তর
ডিপ্লিচন জ&#39;ন,অবক্ষয় অঞ্চল
বিমেৰুকৰণ,ডিপোলারাইজেশন
ডিমেৰুকৃত,depolarized
ডিপোলাৰাইজাৰ,ডিপোলারাইজার
"ক্ষেত্ৰৰ গভীৰতা, ক্ষেত্ৰৰ তীব্ৰতা","ক্ষেত্রের গভীরতা, ক্ষেত্রের তীব্রতা"
"ব্যুৎপন্ন মেৰুগ্ৰাম, ব্যুৎপন্ন মেৰুগ্ৰাম","derived polarogram, derived polarogram"
ব্যুৎপত্তি কৰা হৈছে,উদ্ভূত
"অৱতৰণ কৰা, অৱতৰণ কৰা","descending, descending"
"বংশ, বংশ","descent, decent"
"বৰ্ণনা, নিৰ্মাণ, আঁকিব","বর্ণনা, নির্মাণ, আঁকা"
হৰ,হর
"ডিজাইন কৰা, ডিজাইন কৰা (n.) ডিজাইন কৰা, ডিজাইন কৰা (n.)","ডিজাইন করা, ডিজাইন করা (n.) ডিজাইন করা, ডিজাইন করা (n.)"
ধ্বংস,ধ্বংস
ধ্বংসাত্মক হস্তক্ষেপ,ধ্বংসাত্মক হস্তক্ষেপ
"ধ্বংসাত্মক, ধ্বংসাত্মক","ধ্বংসাত্মক, ধ্বংসাত্মক"
"চিনাক্তকৰণ, ধৰা পেলোৱা","সনাক্তকরণ, সনাক্তকরণ"
সংগ্ৰাহক,সংগ্রাহক
ডিটাৰ্মিনিজম,নির্ণয়বাদ
নিৰ্ণায়ক,নির্ধারক
সংকল্প,সংকল্প
নিৰ্ধাৰণ কৰিবলৈ,নির্ধারণ
নিৰূপিত,নির্ধারিত
ডিউটেৰন,ডিউটরন
"প্ৰকাশ, বিকাশ, বিকাশ","প্রকাশ করা, বিকাশ করা, বিকাশ করা"
"ডেভেলপাৰ, ডেভেলপাৰ","বিকাশকারী, বিকাশকারী"
"উন্নয়ন, উন্নয়ন","উন্নয়ন, উন্নয়ন"
বিচ্যুতি,বিচ্যুতি
শিশিৰ,শিশির
শিশিৰ বিন্দু,শিশির বিন্দু
দক্ষিণ মেৰুকৰণকাৰী,দক্ষিণ মেরুকরণকারী
ডায়েগনষ্টিক পৰীক্ষা,ডায়গনিস্টিক পরীক্ষা
তিৰ্যক,তির্যক
ডায়েগ্ৰাম,চিত্র
ডায়েগ্ৰাম,চিত্র
ডায়েল কৰক,ডায়াল
ডাইমেগনেটিক,ডায়ম্যাগনেটিক
"ডাইমেগনেট&#39;লজী, ডাইমেগনেটিক পদাৰ্থ","ডায়ম্যাগনেটোলজি, ডায়ম্যাগনেটিক উপাদান"
ডাইমেগনেটিজম,diamagnetism
ব্যাস,ব্যাস
