Kannada,Gujarati
ಕೃತಿಸ್ವಾಮ್ಯ,ક copપિરાઇટ
ಸೌಜನ್ಯದ,ઉત્તેજક
ಪಟ್ಟಣ,રાજ્યાભિષેક
ಸಾಂಸ್ಥಿಕ,સંસ્થાપિત મંડળ
ಕಾರ್ಪೊರೇಟ್ ಯೋಜನೆ,ક corporate ક corpate ર્ગેંટ આયોજન
ನಿಗಮ,નિગમ
ಸಂಸ್ಥೆಯ ತೆರಿಗೆ,નિગમ કર
ತಿದ್ದುಪಡಿ,સુધારણા
ಸರಿಪಡಿಸುವ ಕ್ರಮಗಳು (= ಸರಿಯಾದತೆಗಳು),સુધારાત્મક પગલાં (= સુધારણા)
ಪತ್ರವ್ಯವಹಾರ,પત્રવ્યવહાર
ಪತ್ರವ್ಯವಹಾರ,પત્રવ્યવહાર અભ્યાસક્રમ
ಪತ್ರವ್ಯವಹಾರ,પત્રવ્યવહાર ભાગ
ವರದಿಗಾರ,સંવાદદાતા
ಅನುಗುಣವಾದ,સમાન
ಒಂದು ಬಗೆಯ ರಾಶಿ,ઉશ્કેરાટ
ದೃobಿಸು,સમર્થન કરવું
ದೃobೀಕರಣ,સમર્થન
ಭ್ರಷ್ಟ,ભ્રષ્ટ
ಭ್ರಷ್ಟಾಚಾರ,ભ્રષ્ટાચાર
ಭ್ರಷ್ಟ ಅಭ್ಯಾಸ,ભ્રષ્ટ વ્યવહાર
ಕಾಸ್ಮೋಪಾಲಿಟನ್ ನಗರ,વિશ્વવ્યાપક શહેર
ಬೆಲೆ,ખર્ચ
ವೆಚ್ಚ ಅಕೌಂಟೆಂಟ್,પડતર હિસાબનીસ
ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ,પડતર
ವೆಚ್ಚದ ಸೀಲಿಂಗ್,પડતર ખર્ચ
ವೆಚ್ಚ ಪರಿಣಾಮಕಾರಿತ್ವ,ખર્ચ અસરકારક
ಜೀವನ ವೆಚ್ಚ,જીવન ખર્ચ
ವೆಚ್ಚ ಅತಿಕ್ರಮಣ,પડછાયા
ಕಾಟೇಜ್ ಉದ್ಯಮ,કુટિર ઉદ્યોગ
ಸಮಾಧಿ ಮಂಡಳಿ,પરિષદ
ಮಂತ್ರಿಗಳ ಮಂಡಳಿ,મંત્રી -પરિષદ
ಕೌನ್ಸಿಲ್ ಆಫ್ ಸ್ಟೇಟ್ಸ್,રાજનીતિ પરિષદ
ವಕೀಲ,સલાહ
ಸಮಾಲೋಚನೆ,સલાહ
ಪ್ರತಿಕೂಲತೆ,કાઉન્ટર
ಕೌಂಟರ್ ಕ್ರಿಯೆ,પ્રતિકૂળ કાર્યવાહી
ಕೌಂಟರ್ ಅಫಿಡವಿಟ್,પ્રતિ -સોગંદ
ಕೌಂಟರ್ ಚಾರ್ಜ್,પ્રતિ -ખર્ચ
ಪ್ರತಿರೋಧ,પ્રતિ -દાવા
ನಕಲಿ ಕರೆನ್ಸಿ,નકલી ચલણ
ನಕಲಿಸುವುದು,બનાવટી
ನಕಲಿ,પ્રતિરો
ಕೌಂಟರ್ ಕೊಡುಗೆ,કાઉન્ટર ઓફર
ಪ್ರತಿರೋಧಿಸು,મુકદ્દમા
ದಂಗ,ફટકો
ಕೂಪನ್,કૂપન
ಕೊರಿಯಾ,કુરીય
ಕೊರಿಯರ್ ಸೇವೆ,કુરિયર સેવા
ಕೋರ್ಸ್,અભ્યાસક્રમ
ಅಧ್ಯಯನದ ಕೋರ್ಸ್‌ಗಳು,અભ્યાસ અભ્યાસક્રમો
ನ್ಯಾಯಾಲಯದ ಪ್ರಕರಣ,કોર્ટનો કેસ
ಸೌಜನ್ಯ,સૌજન્ય
ಸಣ್ಣ ಕಾರಣಗಳ ನ್ಯಾಯಾಲಯ,કોર્ટ
ಒಡಂಬಡಿಕೆ,કરારબદ્ધ
ಹೊದಿಕೆ,આવરણ
ವ್ಯಾಪ್ತಿ,કવરેજ
ಪತ್ರ,સામેલ પત્ર
ಒಳಗೊಂಡ ಜ್ಞಾಪಕ ಪತ್ರ,આવરણ
ಒಳಗೊಂಡಿರುವ ಟಿಪ್ಪಣಿ,Coverાંકવાની નોંધ
ಕ್ರ್ಯಾಶ್ ಕಾರ್ಯಕ್ರಮ,પેશ
ಕೆನೆಮಾರ್ಗ,ક્રીમી સ્તર
ರಚನೆ,નિર્માણ
ಸೃಜನಶೀಲ,સર્જનાત્મક
ಸೃಜನಶೀಲತೆ,રચનાત્મકતા
ಕ್ರೀಚ್,ક crંગું
ರುಜುವಾತುಗಳ ಸಮಿತಿ,ઓળખપત્ર સમિતિ
ವಿಶ್ವಾಸಾರ್ಹತೆ,વિશ્વસનીયતા
ಮನ್ನಣೆ,જમા
ಹಿತಕರವಾದ,શાશ્વત
ಮನ್ನಣೆ ಸಲಹೆ,જમા સલાહ
ಕ್ರೆಡಿಟ್ ಮತ್ತು ಮಿತವ್ಯಯದ ಸಮಾಜ,ધિરાણ અને કરકસર સમાજ
ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್,ક્રેડીટ કાર્ડ
ಸಾಲ ಸೌಲಭ್ಯಗಳು,શાખ સુવિધા
ಕ್ರೆಡಿಟ್ ಪ್ರವೇಶ,ધિરાણ નોંધ
ಕ್ರೆಡಿಟ್ ಟಿಪ್ಪಣಿ,ઉધાર નોધ
ಸಾಲದಾತ,લેણદાર
ದಹನ,અંતિમ પરિશ્રમ
ದಹನ ಮೈದಾನ,પરીક્ષાનું મેદાન
ಸಿಬ್ಬಂದಿ,ક્રૂર
ಅಪರಾಧ,અપરાધ
ನಂಬಿಕೆಯ ಕ್ರಿಮಿನಲ್ ಉಲ್ಲಂಘನೆ,ગુનાહિત વિશ્વાસનો ભંગ
ಅಪರಾಧ ನ್ಯಾಯಾಲಯ,ફોજદારી અદાલત
ಕ್ರಿಮಿನಲ್ ನಿರ್ಲಕ್ಷ್ಯ,ફોજદારી બેદરકારી
ಕ್ರಿಮಿನಲ್ ಅಪರಾಧ,ગુનાખોરી
ಕ್ರಿಮಿನಲ್ ಪ್ರೊಸೀಜರ್ ಕೋಡ್,ફોજદારી કાર્યપદ્ધતિ સંહિતા
ಬಿಕ್ಕಟ್ಟು,સંકટ
ಬಿಕ್ಕಟ್ಟು ನಿರ್ವಹಣೆ,કટોકટી વ્યવસ્થાપન
ಮಾನದಂಡ,માપદંડ
ವಿಚಾರಣೆ,ટીકા
ಶಿಲುಬೆ,આગળના ભાગમાં
ಅಡ್ಡ -ತಳಿ,પ્રકૃતિ
ಅಡ್ಡ ಪರಿಶೀಲನೆ,ઉપરથી તપાસ કરવી
ಅಡ್ಡ ಚೆಕ್,ક્રોસ ચેક
ಅಡ್ಡ -ಪರೀಕ್ಷೆ,Crossલટ પરીક્ષા
ಅಡ್ಡ -ಉಲ್ಲೇಖ,Crossલટ સંદર્ભ
ಅಡ್ಡ ಮತದಾನ,Crossલટ મતદાન
ನಿರ್ಣಾಯಕ ದಿನಾಂಕ,નિર્ણાયક તારીખ
ಕಚ್ಚಾ,ક્રૂડ
ಅಪರಾಧಿ ನರಹತ್ಯೆ,અપરિચિત હત્યાકાંડ
ಅಪರಾಧಿ,ગુનેગાર
ಕೃಷಿ,ખેતી
ಸಾಂಸ್ಕೃತಿಕ ವಿನಿಮಯ ಕಾರ್ಯಕ್ರಮ,સાંસ્કૃતિક વિનિમય કાર્યક્રમ
ಸಂಚಿತ,સંચિત
ಕರೆನ್ಸಿ,ચલણ
ಕರೆನ್ಸಿ ವಿನಿಮಯ,ચલણ વિનિમય
ಕರೆನ್ಸಿ ಟಿಪ್ಪಣಿ,ચલણી નોંધ
ಪ್ರಸ್ತುತ,વર્તમાન
ಚಾಲ್ತಿ ಖಾತೆ,ચાલુ ખાતાની
ಪ್ರಸ್ತುತ ಕರ್ತವ್ಯಗಳು,વર્તમાન ફરતે
ಪ್ರಸ್ತುತ ಅಧಿವೇಶನ,વર્તમાન સત્ર
ಪಠ್ಯಕ್ರಮ ವಿಟಾ,અભ્યાસક્રમ
ಮೊಟಕುಗೊಳಿಸು,ઘટાડવું
ಪಾಲಕ,યજમાનુસાર
ಪಾಲನೆ,કસ્ટડીમાં
ರೂ customಿ,રિવાજ
ರೂ customಿ,રિવાજ
ರೂ customಿಯ,રૂ custom
ರೂ customಿಯ ವಿಧಾನ,રૂ customિવારક કાર્યપદ્ધતિ
ಕಸ್ಟಮ್ ಕರ್ತವ್ಯ,કસ્ટમ ફરજ
ಗ್ರಾಹಕ,ગ્રાહક
ಗ್ರಾಹಕ ಸ್ನೇಹಿ,ગ્રાહક મૈત્રીપૂર્ણ
ಕಸ್ಟಮ್ ಪರೀಕ್ಷೆ,પરાકાષ્ઠા
ಕತ್ತರಿಸು,કાપવું
ಕತ್ತರಿಸಿ,ઘાટા દરખાસ્ત
ದಿನಾಂಕವನ್ನು ಕತ್ತರಿಸಿ,છેલ્લી તારીખ
ಚಕ್ರ,ચક્ર
ದೈನಂದಿನ,દૈનિક
ದೈನಂದಿನ ಭತ್ಯೆ,દૈનિક ભથ્થું
ದೈನಂದಿನ ದಿನಚರಿ,રોજિંદી ડાયરી
ದೈನಂದಿನ ನೋಂದಣಿ,દૈનિક રજિસ્ટર
ದೈನಂದಿನ ವರದಿ,રોજના અહેવાલ
ದಿನಚರಿ,રોજિંદુ કામ
ದೈನಂದಿನ ವೇತನ,દૈનિક વેતન
ಡಾಕ್ ಹಂತ,ડેક સ્ટેજ
ಬಿರಡೆ,ડેક ટ્રે
ಹಾನಿ,નુકસાન
ಹಾನಿ,નુકસાન
ಅಪಾಯಕರ,જોખમી
ಧೈರ್ಯ,હિંમત
ದತ್ತ,માહિતી
ದತ್ತಾಂಶ ಬ್ಯಾಂಕ್,આંકડા -બેંક
ದತ್ತಾಂಶಗಳು,આંકડાકીય આધાર
ಮಾಹಿತಿ ಸಂಗ್ರಹ,માહિતી સંગ્રહ
ದತ್ತಾಂಶ ಪೋಷಣೆ,આધાર સામગ્રી
ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ,આંકડા
ದಿನಾಂಕ,તારીખ
ಆಗಮನದ ದಿನಾಂಕ,આગમનની તારીખ
ಹುಟ್ತಿದ ದಿನ,જન્મ તારીખ
ನಿರ್ಗಮನ ದಿನಾಂಕ,વિદાય થયાની તારીખ
ವಿಸರ್ಜನೆಯ ದಿನಾಂಕ,વિસારની તારીખ
ಪಕ್ವತೆಯ ದಿನಾಂಕ,પરિપક્વતાની તારીખ
ರಶೀದಿ ದಿನಾಂಕ,પહોંચ તારીખ
ದಿನಾಂಕದ ಅಂಚೆಚೀಟಿ,તારીખનો સિક્કો
ದಿನದ ವಿದ್ವಾಂಸ,દિવસના વિદ્વાન
ಹಗಲನ,દિવસ પાળી
ಅನುಗ್ರಹದ ದಿನಗಳು,દિવસ
ದಿನನಿತ್ಯದ ಕೆಲಸ,રોજિંદા કામ
ಜರಡಿ ಖಾತೆ,મૃત હિસાબ
ಜಡ ರೇಖೆ,અન્તિમ રેખા
ಅಸ್ತವ್ಯಸ್ತತೆ,મડાગાંઠ
ಸತ್ತ ಸ್ಟಾಕ್ ರಿಜಿಸ್ಟರ್,ડેડ સ્ટ stockક રજિસ્ટર
ತೂಕ,મરણું
ಒಪ್ಪಂದ,વ્યવહાર
ವ್ಯವಹಾರ ಸಹಾಯಕ,વ્યવહાર મદદનીશ
ವ್ಯವಹಾರ,ધન
ಸಾವು ವಾರ್ಷಿಕೋತ್ಸವ,વર્ષગાંઠ
ತುಟ್ಟಿ ಭತ್ಯ,અણગમો ભથ્થું
ಸಾವಿನ ಲಾಭ,મૃત્યુ લાભ
ಡೆತ್-ಕಮ್-ರಿಟೈರೆಮೆಂಟ್ ಗ್ರಾಚ್ಯುಟಿ,મૃત્યુ-આપ-નિવૃત્તિ ગ્રેચ્યુઇટી
ಸೇವೆಯಲ್ಲಿ ಸಾವು,નોકરીમાં મૃત્યુ
ಡೌಥೊರಿಜಾಟಿಯೊ,અધોગતિ
ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು,મક્કમ
ಡೆಬಿಟ್,ઉધાર
ಡೆಬಿಟ್ ಸಲಹೆ,ઉધાર
ಸಾಲ,દેવું
ಸಾಲದ ನಿರ್ವಹಣೆ,દેવા વ્યવસ્થા
ಸಾಲದವನು,દેવાદાર
ಮರಣಹೊಂದಿದ,મૃત
ಸಭ್ಯತೆ,શિષ્ટતા
ವಿಕೇಂದ್ರೀಕರಣ,વિકેન્દ્રીકરણ
ನಿರ್ಧರಿಸುವ ಅಂಶ,નિર્ણાયક પરિબળ
ನಿರ್ಧಾರ,નિર્ણય
ತೀರ್ಮಾನ ಮಾಡುವಿಕೆ,નિર્ણય લેવો
ನಿರ್ಧಾರ ಪ್ರಕ್ರಿಯೆ,નિર્ણય લેવાની પ્રક્રિયા
ಪ್ರಕಟಿಸುವುದು,જાહેરાત
ಆದಾಯದ ಘೋಷಣೆ,આવકની ઘોષણા
ಘೋಷಿಸಿದ ಮೌಲ್ಯ,ઘોષિત મૂલ્ય
ಪ್ರಮಾಣವಚನದಲ್ಲಿ ಘೋಷಿಸಿ,શપથ પર જાહેર કરવું
ಹಗಲು,ક decંગ કરવું
ಹತೋಟಿ ಮಾಡು,અંકુશ
ಅಲಂಕಾರ,શિષ્ટાચાર
ಇಳಿಸು,ઘટાડો
ಸುಗಂಧ,હુકમનામું
ಸಮರ್ಪಣೆ,સમર્પણ
ಕಳೆಯಬಹುದಾದ,કપાતપાત્ર
ಕಡಿತ,બાદબાકી
ಮೂಲದಲ್ಲಿ ಕಡಿತ,મૂળમાં કપાત
ಸಂಬಳದಿಂದ ಕಡಿತ,પગારમાંથી કપાત
ಪತ್ರ,Deedણ
ಅಡಮಾನದ ಪತ್ರ,ગીરો -ખત
ಡೀಮ್ಡ್ ಯೂನಿವರ್ಸಿಟಿ,માનવામાં આવતી યુનિવર્સિટી
ಅಪಹರಿಸು,ઠપકો
ವಸ್ತುತಃ,વાસ્તવિક
ಅಪಹರಣ,પરાકાષ્ઠા
ಮಾನನಷ್ಟತೆ,બદનામી
ಗಡಿಬಿಡಿ,ચૂક
ಕಾಲ್ಚೀಲ,ચુકવણી કરનાર
ದೋಷಯುಕ್ತ,ખામીયુક્ત
ರಕ್ಷಣೆ,બચાવ
ರಕ್ಷಣಾ ಸಲಹೆಗಾರ,સંરક્ષણ સલાહ
ರಕ್ಷಣಾ ಉತ್ಪಾದನೆ,સંરક્ષણ ઉત્પાદન
ಪ್ರತಿವಾದಿ,પ્રતિવાદી
ಮುಂದೂಡಿಕೆ,વિલંબ કરવો
ಮುಂದೂಡಲ್ಪಟ್ಟ ಖರ್ಚು,વિલંબિત ખર્ચ
ಧಿಕ್ಕಾರ,અવજ્ defા
ಕೊರತೆ,ક્ષતિ
ಕೊರತೆ ಬಜೆಟ್,ખાધ બજેટ
ವಿವರಿಸು,વ્યાખ્યા કરવી
ಧಿಕ್ಕರಿಸು,બદનામી કરવી
ಅವನತಿ,અધોગતિ
ಪದ,પ્રમાણ
ಕೈದಿಸು,નિશ્ચય કરવો
ವಿಳಂಬ,વિલંબ
ನಿಯೋಗಿ,પ્રતિનિધિ
ನಿಯೋಜಿತ ಅಧಿಕಾರ,સોંપાયેલ સત્તાધિકારી
ನಿಯೋಗ,પ્રતિનિધિમંડળ
ಅಧಿಕಾರಗಳ ನಿಯೋಗ,સત્તાઓનું પ્રતિનિધિમંડર
ಅಳಿಸು,કા delી નાખવું
ಅಳಿಸುವುದು,કા delી નાખવું તે
ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ,જાણી જોઈને
ವಿವೇಚನೆ,વિચાર -વિમર્શ
ಭವ್ಯತೆ,દખલ
ಗೋಪುರ,સીમત્તિ
ತಲುಪಿಸು,પહોંચાડવું
ವಿತರಣೆ,ડિલિવરી
ಬೇಡಿಕೆ,માંગ
ಬೇಡಿಕೆಯ ಟಿಪ್ಪಣಿ,માંગ -નોંધ
ಗಡಸು,સીમાંકન
ಅರ್ಧಾಧಿಕಾರದ,કમી-સરકારી
ಪ್ರಜಾಪ್ರಭುತ್ವ,લોકશાહી
ಪ್ರದರ್ಶನ,નિદર્શન
ನಿಡೂ,વિપુલતા
ತುತ್ತಾಗಿಸು,દુરાગ્રહી
ನಿರಾಕರಣೆ,અસ્વીકાર
ಪಂಗಡ,સંપ્રદાય
ದಾವೆ,નવેસર
ನಿರಾಕರಿಸು,નામંજૂર કરવું
ಹೊರಟು ಹೋಗು,રવાના થવું
ವಿಭಾಗ,વિભાગ
ಇಲಾಖೆಯ,વિભાગ સંબંધી
ಇಲಾಖಾ ಕ್ರಿಯೆ,ખાતાકીય કાર્યવાહી
ಇಲಾಖಾ ವಿಚಾರಣೆ,ખાતાકીય તપાસ
ಇಲಾಖಾ ತನಿಖೆ,વિભાગીય તપાસ
ಇಲಾಖೆಯ ಅಕ್ರಮ,વિભાગીય અનિયમિતતા
ವಿಭಾಗೀಯ ಗ್ರಂಥಾಲಯ,વિભાગીય ગ્રંથાલય
ಇಲಾಖಾ ನಿರ್ಲಕ್ಷ್ಯ,ખાતાકીય બેદરકારી
ಇಲಾಖೆಯ ಅನುಮತಿ,ખાતાકીય પરવાનગી
ವಿಭಾಗೀಯ ಅರ್ಹತಾ ಪರೀಕ್ಷೆ,વિભાગીય લાયકાત પરીક્ષા
ನಿರ್ಗಮನ,વિદાય
ಅವಲಂಬನೆ ಪ್ರಮಾಣಪತ್ರ,પર આધારીત પ્રમાણપત્ર
ಅವಲಂಬಿತ,આશ્રિત
ಅವಲಂಬಿತ ಮಕ್ಕಳು,આશ્રિત બાળકોને
ನಿಯೋಜಿಸು,તંગ
ದೊಡ್ಡ ವ್ಯಕ್ತಿ,શાપર
ಗಡೀಪಾರು,દેશવટો
ಶೋಧಿಸು,ચોકી કરવી
ಠೇವಣಿ,થાપણ
ಡಿಪೊ,ડિપો
ಸವಕಳಿ,અવમૂલ્યન
ಖಿನ್ನತೆಗೆ ಒಳಗಾದ ವರ್ಗ,હતાશ વર્ગ
ನೀಚಿಸು,વંચિત કરવું
ತತ್ತ್ವ,પ્રતિનિધિમંડળ
ಕಪಾಟಿ ಭತ್ಯೆ,પ્રતિનિયુક્તિ ભથ્થું
ಉಪ,નાયબ
ಪದದ,નિકાલ કરેલું
ಕರ್ತವ್ಯದ ಅಪನಗದೀಕರಣ,કર્તવ્યન
ಸೋಗು,વિલંબ
ಅವಹೇಳನ,અપમાન
ಅಪಹರಣಕಾರಕ,અપમાનજનક
ಅವಹೇಳನಕಾರಿ ಹೇಳಿಕೆ,અપમાનજનક નોંધ
ವಾಣಿಜ್ಯ,વંશજ
ವಿವರಣೆ,વર્ણન
ಅರ್ಹ,લાયક
ವಿನ್ಯಾಸ,આચાર
ಗೊತ್ತುಮಾಡು,હોદ્દો
ಹುದ್ದೆ,હોદ્દો
ರವಾನಿಸು,રવાનગી
ರವಾನೆ ಟಿಪ್ಪಣಿ,રવાનગી નોંધ
ರವಾನೆ,રવાનગી રજિસ્ટર
ತಲುಪುವ ದಾರಿ,ગંતવ્ય
ನಿರ್ದಯವಾಗಿ,નિરાધાર
ವಿವರ,વિગત
ವಿವರವಾದ,વિગતવાર
ಪತ್ತೆ ಮಾಡು,શોધી કાectવું
ಬಂಧನ,અટકાયત
ಬಂಧನ,અટકાયત
ನಿರ್ಣಯ,નિશ્ચય
ತಡೆಯುವಿಕೆ,વિસ્ફોટ
ಹಾನಿ,હાનિ
ಹಾನಿಕಾರಕ,હાનિકારક
ಅಪಮೌಲ್ಯೀಕರಣ,અવમૂલ્યન
ವಿನಯ,બરછટ
ಅಭಿವೃದ್ಧಿ,વિકાસ
ತಿರುಗು,વિચલિત થવું
ಸಾಧನ,સાધન
ಭಕ್ತಿ,ભક્તિ
ರೋಗ ನಿರ್ಣಯಿಸು,નિદાન કરવું
ರೇಖಾಚಿತ್ರ,ચિત્ર
ಡೈರಿ,ડાયરી
ನಿರ್ದೇಶನ,શરતી
ಅಲ್ಲ,મૃત્યુ ન
ಆಹಾರ,આહાર
ಜಿಗಿಲು,પટા
ಘನತೆಯ,ગૌરવપૂર્ણ
ಘನತೆ,ગૌરવ
ವ್ಯಭಿಚಾರ,ભિન્નતા
ಹಿಗ್ಗಿಸುವ,પાતળું
ಉಭಯಸಂಕಟ,મૂંઝવણ
ಪರಿಶ್ರಮದ,મહેનતુ
ಆಯಾಮ,પરિમાણ
ಡಿಪ್ಲೋಮ,ડિપ્લોમા
ರಾಜತಾಂತ್ರಿಕತೆ,રાજનીતિ
ರಾಜತಾಂತ್ರಿಕ ವಿನಾಯಿತಿ,રાજનીતિની પ્રતિરક્ષા
ನೇರ,સીધું કરવું
ನೇರ ಸ್ಪರ್ಧೆ,સીધી હરીફાઈ
ನೇರ ಸಂದರ್ಶನ,પ્રત્યક્ષ મુલાકાત
ನಾಜೂಕಾದ,દિશા
ನಿರ್ದೇಶಕ,ડિરેક્ટરી
ನೇರ ನೇಮಕಾತಿ,સીધી ભરતી
ತಪ್ಪಿಸು,નકારી કાallવું
ಅಂಗವೇಕ್ಷಣೀಯ,અપંગતા
ಅಂಗವಿಕಲ,અપંગ વ્યક્તિ
ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವ ಲಾಭ,અપંગ લાભ
ಅನನುಕೂಲ,ગેરફાયદા
ಒಪ್ಪಿಸು,અસંમત થવું
ಅಂಗೀಕರಿಸದ,અસ્વીકાર
ಅಸಮ್ಮತಿ,અસ્વીકાર
ದುರಂತದ,આપત્તિ
ವಿಪತ್ತು ನಿರ್ವಹಣೆ,આપત્તિનું સંચાલન
ವಿಸರ್ಜಿಸು,વિખેરી નાખવું
ವಿತರಣೆ,વિતરણ
ತರಿಸು,કા discી નાખવા
ವಿಸರ್ಜನೆ,રજા
ವಿಸರ್ಜನೆ,-નાગરી કાપલી
ಶಿಸ್ತು ಕ್ರಮ,શિસ્તબદ્ધ પગલાં
ಶಿಸ್ತು ವಿಧಾನ,શિસ્તબદ્ધ કાર્યપદ્ધતિ
ಶಿಸ್ತು,શિસ્ત
ತಪ್ಪೊಪ್ಪಿಕೊಂಡಿರುವುದನ್ನು ತಪ್ಪಿಸಿಕೊ,રાજદ્રોહ
ಪ್ರಕಟಿಸು,જાહેર કરવું
ಅಸಮಾಧಾನ,અણબનાવ
ನಿಲ್ಲಿಸುವಿಕೆ,અસંગત
ನಿಲ್ಲಿಸು,બંધ કરવું
ಅಸಮಾಧಾನ,અસંગત
ರಿಯಾಯಿತಿ,છૂટ
ಪತ್ತೆ,શોધવું
ಅಪಖ್ಯಾತಿ,અણીદાર
ವ್ಯತ್ಯಾಸ,અસંગતિ
ವಿವೇಚನೆ,વિવેક
ವಿವೇಚನಾ ಅನುದಾನ,વિવેકાધીન
ವಿವೇಚನೆ ಶಕ್ತಿ,વિવેકાધિકાર
ತಾರತಮ್ಯ,ભેદભાવ
ಚರ್ಚೆ,ચર્ચા
ವಂಚಕ,અપ્રમાણિક
ಅವಮರ್ಯಾದೆ,અપરાધ
ವಿಘಟನೆ,વિઘટન
ಕೊರೆ,ઝૂંપડી
ಸ್ಥಳಾಂತರಿಸುವುದು,વિઘટન
ವಿಶ್ವಾಸದ್ರೋಹದ,બેભાન
ವಜಾಮಾಡಿಸು,નાબૂદ કરવું
ವಜಾಮಾಡುವುದು,બરતરફ
ವಜಾಮಾಡುವ ವಿಧಾನ,રોકી કાર્યવાહી
ಸೇರಿಸು,અનાદર કરવો
ಅಣಿಕೆ,અવ્યવસ્થા
ಅಸ್ವಸ್ಥಗೊಳಿಸು,ગોટાળો
ಅಸಮಾನತೆಗೆ,તફાવત
ರವಾನೆ ವಿಭಾಗ,રવાનગી અનુભાગ
ವಿಲೇವಾರಿ ಮಾಡಬಹುದಾದ,વિઘટનક્ષમ
ಹರಡು,વિખેરી નાખવું
ಸ್ಥಳಾಂತರಗೊಂಡ,અપશુકવિક
ಪ್ರದರ್ಶನ,પ્રદર્શન
ಅಸಮಾಧಾನ,નારાજી
ವಿಲೇವಾರಿ,નિકાલ
ವಿಲೇವಾರಿ,નિકાલ
ಇನಚಾತುರ್ಯ,સ્વભાવ
ಹೊರಹೊಮ್ಮಿಸು,નિકાલ
ವಿವಾದಿಸು,વિવાદ
ಅನರ್ಹತೆ,ગેરલાયકાત
ಕಡೆಗಣಿಸು,ઉપેક્ષા
ಅಡ್ಡಿ,ભંગાણ
ಅಸಮಾಧಾನ,અસંતોષ
ಭಿನ್ನಾಭಿಪ್ರಾಯ,જુલમ કરવું
ಅಪಚಾರ ಮಾಡು,વિધ્વંસ
ವಿಘಟಿಸು,વિખેરી નાખવું
ವಿಸರ್ಜನೆ,વિચ્છેદ
ವಿಸರ್ಜಿಸು,વિસર્જન કરવું
ದೂರ ಶಿಕ್ಷಣ,અંતર શિક્ષણ
ಬಂಡಿಲೆ ಮಾಡುವವಳು,નિસ્યંદન
ವಿಶಿಷ್ಟ,અલગ
ಪ್ರತ್ಯೇಕಿಸು,ભેદ પાડવો
ಅಸ್ಪಷ್ಟತೆ,વિકૃતિ
ಯಾತನೆ,તક
ವಿತರಣೆ ಮಾಡು,વહેચણી
ವಿತರಣೆ,વિતરણ
ಜಿಲ್ಲೆ,જિલ્લો
ಜಿಲ್ಲಾ ಕೇಂದ್ರ,જિલ્લા કેન્દ્ર
ಅಡ್ಡಿ,ખલેલ
ನಲಿದಾರ,બેવકૂફ
ತಿರುವು,માર્ગાન્તર
ಲಾಭ,ડિવિડન્ડ
ವಿಭಾಗ,ભાગ
ವಿಚ್ or ೇದನ,છૂટાછેડા
ಕಪ್ಪೆ,ડોકેટ
ವೈದ್ಯ,ડોક્ટર
ದಾಖಲೆಗಳು,દસ્તાવેજ
ಸಾಕ್ಷ್ಯಚಿತ್ರ ಸಾಕ್ಷ್ಯ,દસ્તાવેજી પુરાવો
ದಸ್ತಾವತಿ,દસ્તાવેજીકરણ
ನಿವಾಸ,વસાહત
ನಿವಾಸ ಪ್ರಮಾಣಪತ್ರ,વસવાટી પ્રમાણપત્ર
ಪ್ರಬಲ,પ્રભુત્વપૂર્ણ
ದಾನ,દાન
ತಿಕ್ಕಲ,ડોળ
ಅನುಮಾನಾಸ್ಪದ,શંકાસ્પદ
ಪಾರಿವಾಳ,કબૂતર
ಕೆಳಗಡೆ,ગાળો
ಕರಡು,મુસદ્દો
ಕರಡು ಪ್ರತ್ಯುತ್ತರ,મુસદ્દો
ತೀವ್ರವಾದ ಅಳತೆ,સખત માપ
ಸೆರೆ,ખેંચાણ
ಡ್ರಾಯರ್,દોરડું
ಚಿತ್ರ,ચિત્ર
ಬರಗಾಲ,દુકાળ
ಶುಷ್ಕ ಪ್ರಚಾರ,ભાંગી બ promotionતી
ಉಭಯಪಥ,બેવડી ખર્ચ
ದ್ವಿ ಪೌರತ್ವ,દ્વિ નાગરિકતા
ಕಾರಣವಾದ,યોગ્ય
ಸರಿಯಾದ ಪರಿಶ್ರಮ,કારણે ખંત
ಬಾಕಿ,લેણું
ಸರಿಯಾಗಿ,યથાર્થ
ನಕಲು,નકલ કરવી
ಅವಧಿ,સમયગાળો
ಬಿದ್ದು,બળજબરી
ಕರ್ತವ್ಯ,ફરજ
ಕರ್ತವ್ಯ ಭತ್ಯೆ,ફરજિયાત ભથ્થું
ಕರ್ತವ್ಯ ಪಟ್ಟಿಯ,ફરજ -ચાર્ટ
ಕರ್ತವ್ಯ ರಜೆ,ફરજની રજા
ಕರ್ತವ್ಯ ಕೊಠಡಿ,ફરજ -ખંડ
ಸಾಯುತ್ತಿರುವ ಘೋಷಣೆ,મરણ
ಚಲನಶಾಸ್ತ್ರ,ગતિશાસ્ત્ર
ಮೊಣಕಾಲ,નિર્ધારિત કરવું
ಗಳಿಸಿದ ರಜೆ,મળેલ રજા
