Malayalam,Gujarati
ഗ്രൗണ്ട് ഹാൻഡ് മോൾഡിംഗ്,ગ્રાઉન્ડ હેન્ડ મોલ્ડિંગ
ഗ്രൂപ്പുചെയ്ത ഡോക്ക്,જૂથબદ્ધ ડોક
ഗ്രൂപ്പ് ഭവനം,ગ્રુપ હાઉસિંગ
അതിഥി മുറി,અતિથિ ખંડ
ഗട്ടർ,ગટર
ഗട്ടർ വഹിക്കുന്നയാൾ,ગટર ધારક
ഗട്ടർ പരിശോധന,ગટર ચેક
ചുറ്റിക ഡ്രസ്സിംഗ്,હેમર ડ્રેસિંગ
തുറമുഖം,હાર્બર
അഭയകേന്ദ്രം,આશ્રય બંદર
ഹാർഡ് പാൻ,સખત તપેલી
തലക്കെട്ട്,હેડર
തലക്കെട്ട് ബോണ്ട്,હેડર બોન્ડ
ഹെഡ്ഡർ കോഴ്സ്,હેડર કોર્સ
ഹെഡ് ഗേറ്റ് ഘടന,હેડ ગેટ સ્ટ્રક્ચર
കനാലിന്റെ തലവൻ,કેનાલના વડા
ഹെഡ് റെഗുലേറ്റർ,હેડ રેગ્યુલેટર
മത്തി അസ്ഥിബന്ധം,હેરિંગ બોન બોન્ડ
ഹൃദയം,હાર્ટીંગ
നനവിന്റെ ചൂട്,ભીનાશની ગરમી
ഉയർന്ന അലുമിന സിമന്റ്,ઉચ્ચ એલ્યુમિના સિમેન્ટ
ഹിപ്,હિપ
ഹിപ് ക്യാപ്പിംഗ്,હિપ કેપિંગ
ഇടുങ്ങിയ അറ്റം,હિપ્ડ એન્ડ
ഹുഡ്,હૂડ
ഹുഡ് മോൾഡിംഗ്,હૂડ મોલ્ડિંગ
ഹുക്കിന്റെ നിയമം,હૂકનો કાયદો
വളയം ഇരുമ്പ്,હૂપ આયર્ન
ചക്രവാളം,ક્ષિતિજ
ഹ്യുമിഡിഫിക്കേഷൻ,ભેજીકરણ
"ഈർപ്പം, കേവല","ભેજ, સંપૂર્ણ"
"ഈർപ്പം, ആപേക്ഷികം","ભેજ, સંબંધિત"
ഹമ്പ് യാർഡ്,હમ્પ યાર્ડ
ഹൈഡ്രോളിക് മർദ്ദം,હાઇડ્રોલિક દબાણ
ജലാംശം,હાઇડ્રેશન
ജലവിശ്ലേഷണം,હાઇડ્રોલિસિસ
ഹൈഡ്രോലൈറ്റിക് അസിഡിറ്റി,હાઇડ્રોલિટીક એસિડિટી
ഹൈഡ്രോമോർഫിക് മണ്ണ്,હાઇડ્રોમોર્ફિક માટી
ഹൈഡ്രോഫിലിക് കൊളോയിഡ്,હાઇડ્રોફિલિક કોલોઇડ
ഹൈഡ്രോഫോബിക് കൊളോയിഡ്,હાઇડ્રોફોબિક કોલોઇડ
ഹൈഡ്രോസ്റ്റാറ്റിക് മർദ്ദം അനുപാതം,હાઇડ્રોસ્ટેટિક દબાણ ગુણોત્તર
ഹൈഗ്രോസ്കാപ്റ്റിക് ഗുണകം,હાઇગ્રોસ્કેપ્ટિક ગુણાંક
ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം,હાઇગ્રોસ્કોપિક ભેજ
ഹൈഡ്രോസ്കോപ്പിസിറ്റി,હાઇડ્રોસ્કોપીસીટી
ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം,હાઇગ્રોસ્કોપિક ભેજ
ഹൈപ്പർബാറിക് ചേംബർ,હાયપરબેરિક ચેમ્બર
ഹൈപ്പർസ്റ്റാറ്റിക് ഫ്രെയിം,હાઇપરસ્ટેટિક ફ્રેમ
ഹൈപ്സോമീറ്റർ,હાઇપ્સોમીટર
പ്രകാശം,રોશની
ഇംബിബേഷൻ ഈർപ്പം,એમ્બિબેશન ભેજ
പാകമാകാത്ത മണ്ണ്,અપરિપક્વ માટી
പിടിച്ചെടുത്ത ഡോക്ക്,જપ્ત કરાયેલ ડોક
ഭൂമിയുടെ വരുമാനം വർദ്ധിപ്പിക്കുക,જમીનની આવકમાં વધારો
സ്വതന്ത്ര സ്കാർഫോൾഡ്,સ્વતંત્ર પાલખ
ഇൻഡുറേറ്റഡ്,ઈન્ડ્યુરેટેડ
പ്രാരംഭ പ്രിസ്ട്രെസ്,પ્રારંભિક prestress
പ്രാരംഭ ടെൻഷൻ,પ્રારંભિક તણાવ
ഉൾനാടൻ ജലപാത തുറമുഖം,આંતરદેશીય જળમાર્ગ બંદર
ഇൻസുലേറ്റിംഗ് ബോർഡ്,ઇન્સ્યુલેટીંગ બોર્ડ
ഇന്റർമീഡിയറ്റ് പോർട്ട്,મધ્યવર્તી બંદર
ആന്തരിക ഘർഷണം,આંતરિક ઘર્ષણ
ഇൻട്രാസോണൽ മണ്ണ്,ઇન્ટ્રાઝોનલ માટી
അയോൺ,આયન
അയോൺ എക്സ്ചേഞ്ച്,આયન વિનિમય
ഇരുമ്പ് പാൻ,લોખંડની તપેલી
ജലസേചന ഭൂമി,સિંચાઈવાળી જમીન
ജലസേചനം,સિંચાઈ
ജലസേചന സെസ്,સિંચાઈ ઉપકર
ജാംബ്,જાંબ
ജോഗിൾ,જોગલ
ജോഗിൾ പിൻ,જોગલ પિન
ജൂൾ,જૌલ
ജമ്പർ,જમ્પર
കിലോഗ്രാം,કિલોગ્રામ
കിലോഗ്രാം ശക്തി,કિલોગ્રામ બળ
കിലോഗ്രാം ഫോഴ്സ് മീറ്റർ,કિલોગ્રામ ફોર્સ મીટર
കിലോവാട്ട് മണിക്കൂർ,કિલોવોટ કલાક
രാജാവ് അടച്ചുപൂട്ടൽ,રાજા બંધ
അടുക്കള,રસોડું
ലേസ്ഡ് കോളം,લેસ્ડ કૉલમ
ലാഗിംഗ്,લેગીંગ
ലാമെല്ല റൂട്ട്,લેમેલા મૂળ
ലാമിനാർ ഒഴുക്ക്,લેમિનર પ્રવાહ
വിളക്ക് ദ്വാരം,દીવો છિદ્ર
ഭൂമി ശേഖരിക്കൽ,જમીન સંવર્ધન
ലാൻഡ് സ്ലൈഡിംഗ്,લેન્ડ સ્લાઇડિંગ
ലാറ്ററൈറ്റ്,લેટેરાઇટ
ലാറ്ററൈറ്റ് മണ്ണ്,લેટેરાઇટ માટી
വലിയ സംഖ്യകളുടെ നിയമം,મોટી સંખ્યાનો કાયદો
ലേഔട്ട് പ്ലാൻ,લેઆઉટ યોજના
ലെഡ്ജർ,ખાતાવહી
നാരങ്ങ പാൻ,ચૂનો પાન
ലിന്റൽ,લિંટેલ
ദ്രാവക പരിധി,પ્રવાહી મર્યાદા
ലൈവ് ലോഡ്,લાઈવ લોડ
പശിമരാശി,લોમ
പ്രാദേശിക എക്‌സ്‌ഹോസ്റ്റ് വെന്റിലേഷൻ,સ્થાનિક એક્ઝોસ્ટ વેન્ટિલેશન
ലോക്കോ യാർഡ്,લોકો યાર્ડ
ലോസ്,લોસ
കുറഞ്ഞ പ്ലാസ്റ്റിക് പരിധി,ઓછી પ્લાસ્ટિક મર્યાદા
കുറഞ്ഞ ചൂട് സിമന്റ്,ઓછી ગરમી સિમેન્ટ
മെഷീൻ മോൾഡിംഗ്,મશીન મોલ્ડિંગ
മാക്രോസ്ട്രക്ചർ,મેક્રોસ્ટ્રક્ચર
പ്രധാന ഹെഡ് റെഗുലേറ്റർ,મુખ્ય હેડ રેગ્યુલેટર
പ്രധാന തുറമുഖം,મુખ્ય બંદર
മേക്കപ്പ് എയർ,મેકઅપ એર
മാൻസാർഡ്,મૅનસાર્ડ
മാർഷലിംഗ് യാർഡ്,માર્શલિંગ યાર્ડ
കൊത്തുപണി,ચણતર
പക്വത താപനില,પરિપક્વતા તાપમાન
മെസാനൈൻ തറ,મેઝેનાઇન ફ્લોર
മെക്കാനിക്കൽ വിശകലനം,યાંત્રિક વિશ્લેષણ
മെക്കാനിക്കൽ വെന്റിലേഷൻ,યાંત્રિક વેન્ટિલેશન
മെട്രിക് സിസ്റ്റം,મેટ્રિક સિસ્ટમ
മൈക്രോസ്ട്രക്ചർ,માઇક્રોસ્ટ્રક્ચર
മില്ലി തുല്യം,મિલી સમકક્ષ
ഒരു ലിറ്ററിന് തുല്യമായ മില്ലി,મિલી સમકક્ષ પ્રતિ લિટર
ധാതു,ખનિજ
ധാതു മണ്ണ്,ખનિજ માટી
ചെറിയ തുറമുഖം,નાના બંદર
മിട്രഡ് ക്ലോഷർ,Mitred બંધ
മൊബൈൽ മണ്ണ് കൊളോയിഡ്,મોબાઇલ સોઇલ કોલોઇડ
ഈർപ്പത്തിന്റെ ഉള്ളടക്കം,ભેજનું પ્રમાણ
ഈർപ്പം ഗ്രേഡിയന്റ്,ભેજ ઢાળ
മോണോലിത്ത്,મોનોલિથ
മോണോറെയിൽ,મોનોરેલ
നാഷണൽ ഹാർബർ കൗൺസിൽ,નેશનલ હાર્બર કાઉન્સિલ
സ്വാഭാവിക കിടക്ക,કુદરતી પથારી
സ്വാഭാവിക ഫിനിഷ്,કુદરતી પૂર્ણાહુતિ
സ്വാഭാവിക തുറമുഖം,કુદરતી બંદર
സ്വാഭാവിക വെന്റിലേഷൻ,કુદરતી વેન્ટિલેશન
നാവിക തുറമുഖം,નેવલ બંદર
ന്യൂട്ടൺ,ન્યુટન
ഏകീകൃതമല്ലാത്ത ഒഴുക്ക്,બિન-સમાન પ્રવાહ
ജലനിരക്ക് ഉൾക്കൊള്ളുന്നു,પાણીનો દર રોકે છે
ഓയിൽ പെയിന്റ്,ઓઇલ પેઇન્ટ
എണ്ണ കിണർ സിമന്റ്,તેલનો કૂવો સિમેન્ટ
ചാനൽ ഫ്ലോ തുറക്കുക,ચેનલ ફ્લો ખોલો
ഒപ്റ്റിമൽ ഈർപ്പം,મહત્તમ ભેજ
ജൈവ മണ്ണ്,ઓર્ગેનિક માટી
ഓറിയന്റേഷൻ,ઓરિએન્ટેશન
ഓർത്തോഗണൽ,ઓર્થોગોનલ
ഒർട്ട്സ്റ്റീൻ,ઓર્ટસ્ટેઇન
ബാഹ്യ സിഗ്നൽ,બાહ્ય સંકેત
ഓക്സിഡേഷൻ,ઓક્સિડેશન
കലവറ,પેન્ટ્રી
പാരപെറ്റ്,પેરાપેટ
പാരപെറ്റ് മതിൽ,પેરાપેટ દિવાલ
പാരന്റ് മെറ്റീരിയൽ,પિતૃ સામગ્રી
പെബിൾ കാസ്റ്റ് പ്ലാസ്റ്റർ,પેબલ કાસ્ટ પ્લાસ્ટર
പെഡൽഫർ,પેડલફર
പെഡോക്കൽ,પેડોકલ
പെഡോജെനിസിസ്,પેડોજેનેસિસ
പെഡോളജി,પેડોલોજી
പെഡോസ്ഫിയർ,પીડોસ્ફિયર
പെനെട്രോമീറ്റർ,પેનેટ્રોમીટર
പെന്റ് മേൽക്കൂര,પેન્ટ છત
പെപ്റ്റിസിംഗ് ഏജന്റ്,પેપ્ટાઇઝિંગ એજન્ટ
വിശകലന കാലയളവ്,વિશ્લેષણનો સમયગાળો
പെർപെൻഡ്,પેપેન્ડ
പെർസോർപ്ഷൻ,શોષણ
പിയർ,પિયર
പിലാസ്റ്റർ,પિલાસ્ટર
പിച്ച്,પીચ
പിച്ചിട്ട മേൽക്കൂര,ખાડાવાળી છત
പ്ലെയിൻ കോൺക്രീറ്റ്,સાદો કોંક્રિટ
തലം ആംഗിൾ,પ્લેન કોણ
സമതല മുറ്റം,સાદો યાર્ડ
പ്ലാൻസോൾ,પ્લાન્સોલ
പ്ലാസ്റ്റിക് സ്ഥിരത,પ્લાસ્ટિક સુસંગતતા
പ്ലാസ്റ്റിറ്റി,પ્લાસ્ટીસીટી
പ്ലാസ്റ്റിറ്റി സൂചിക,પ્લાસ્ટિસિટી ઇન્ડેક્સ
പ്ലാസ്റ്റിറ്റി പരിധി,પ્લાસ્ટિસિટી મર્યાદા
പ്ലാസ്റ്റിറ്റി ശ്രേണി,પ્લાસ્ટિસિટી શ્રેણી
പ്ലാറ്റി ഘടന,પ્લેટી માળખું
സ്തംഭം,પ્લિન્થ
ഉഴുതുമണ്ണ്,ખેડાણની માટી
പ്ലം കല്ല്,આલુ પથ્થર
പോഡ്സോൾ,પોડઝોલ
ചൂണ്ടിക്കാണിക്കുന്നു,નિર્દેશ
ബഹുഭുജ മതിൽ,બહુકોણીય દિવાલ
പോർ സ്പേസ്,છિદ્ર જગ્યા
തുറമുഖം,બંદર
പോസിറ്റീവ് വെന്റിലേഷൻ,હકારાત્મક વેન્ટિલેશન
പുൽമേടുള്ള മണ്ണ്,પ્રેરી માટી
കൃത്യത,ચોકસાઇ
പ്രാഥമിക കണിക,પ્રાથમિક કણ
പ്രിസ്മാറ്റിക് ഘടന,પ્રિઝમેટિક માળખું
ഉൽപ്പാദനപരമായ ജോലി,ઉત્પાદક કાર્ય
പദ്ധതിയുടെ ന്യായീകരണം,પ્રોજેક્ટનું સમર્થન
സംരക്ഷണ പ്രവർത്തനം,રક્ષણાત્મક કાર્ય
കപട-മൈസീലിയം,સ્યુડો-માયસેલિયમ
പുഡിൽ,ખાબોચિયું
പഗ്ഗിംഗ്,પગીંગ
പ്യൂമിസ്,પ્યુમિસ
പഞ്ച്യോൺ,પંચોન
പാവ,કઠપૂતળી
പുട്ട്ലോഗ്,પુટલોગ
പുട്ട്ലോഗ് സ്കാർഫോൾഡ്,પુટલોગ સ્કેફોલ્ડ
അളവ് തൂക്ക നിരീക്ഷകൻ,જથ્થો સર્વેયર
ക്വാറി സ്രവം,ખાણનો રસ
കടവ,ક્વે
രാജ്ഞി അടച്ചുപൂട്ടൽ,રાણી બંધ
ക്വോയിൻ,ક્વોઈન
റാഫ്റ്റ് അടിത്തറ,રાફ્ટ ફાઉન્ડેશન
റാക്കർ,રેકર
റാക്കിംഗ്,રેકિંગ
റാക്കിംഗ് ബോണ്ട്,રેકિંગ બોન્ડ
റാക്കിംഗ് ഫ്ലാഷിംഗ്,Raking ફ્લેશિંગ
അതിവേഗം മാറിക്കൊണ്ടിരിക്കുന്ന ഒഴുക്ക്,ઝડપથી બદલાતો પ્રવાહ
വീണ്ടെടുക്കാവുന്ന പേയ്മെന്റ്,વસૂલપાત્ર ચુકવણી
ചുവന്ന ഭൂമി,લાલ પૃથ્વી
ചുവന്ന പശിമരാശി,લાલ લોમ
റെഗുലേറ്റർ,રેગ્યુલેટર
റെഗുർ അല്ലെങ്കിൽ കറുത്ത പരുത്തി മണ്ണ്,રેગુર અથવા કાળી કપાસની માટી
തിരിച്ചടവ് കരാർ,ચુકવણી કરાર
ശേഷിക്കുന്ന ചുരുങ്ങൽ,શેષ સંકોચન
ശേഷിക്കുന്ന മണ്ണ്,શેષ માટી
വെളിപ്പെടുത്തുക,ઉઘાડી
പിൻ വെളിപ്പെടുത്തുക,પીન જણાવો
സമനില വെളിപ്പെടുത്തുക,ટાઈ જાહેર કરો
റിഡ്ജ്,રિજ
റിഡ്ജ് ക്യാപ്പിംഗ്,રિજ કેપિંગ
നദി,નદી
റോഡ് സ്റ്റെഡ്,રોડ સ્ટેડ
പരുക്കൻ പ്ലാസ്റ്റർ,રફ પ્લાસ્ટર
അവശിഷ്ടങ്ങൾ,રોડાં
അവശിഷ്ടങ്ങൾ,રોડાં ચણતર
അവശിഷ്ടങ്ങൾ ചുവരുകൾ,રોડાંની દિવાલ
റണ്ണിംഗ് മെഷർമെന്റ്,ચાલી રહેલ માપન
സുരക്ഷിതമായ വഹിക്കാനുള്ള ശേഷി,સલામત બેરિંગ ક્ષમતા
ഉപ്പ് ഗ്ലേസ്,મીઠું ગ્લેઝ
സാമ്പിൾ വലിപ്പം,નમૂનાનું કદ
സാമ്പിൾ വിതരണം,નમૂના વિતરણ
സാമ്പിൾ പിശക്,સેમ્પલિંગ ભૂલ
മണല്,રેતી
സാൻഡ് ഫിനിഷ്,રેતી પૂર્ણાહુતિ
മണൽ കൈ മോൾഡിംഗ്,રેતી હાથ મોલ્ડિંગ
സാൻഡിംഗ്,સેન્ડિંગ
പൂരിത മണ്ണ്,સંતૃપ્ત માટી
പൂരിത മണ്ണ് പേസ്റ്റ്,સંતૃપ્ત માટી પેસ્ટ
സാച്ചുറേഷൻ എക്സ്ട്രാക്റ്റ്,સંતૃપ્તિ અર્ક
സാച്ചുറേഷൻ ശതമാനം,સંતૃપ્તિ ટકાવારી
സോസർ ഡോം,રકાબી ગુંબજ
സ്കാർഫോൾഡ്,પાલખ
ഷിസ്റ്റ്,શિસ્ટ
കടൽ തുറമുഖം,સમુદ્ર બંદર
രഹസ്യ ഗട്ടർ,ગુપ્ત ગટર
രണ്ടാമത്,બીજું
സെഡിമെന്റേഷൻ വിശകലനം,સેડિમેન્ટેશન વિશ્લેષણ
അർദ്ധ കൃത്രിമ തുറമുഖം,અર્ધ-કૃત્રિમ બંદર
സെമി ടൈഡൽ ഡോക്ക്,અર્ધ ભરતી ડોક
സെനൈൽ,સેનાઇલ
ഷെയ്ൽ,શેલ
ഷീറ്റ് കൂമ്പാരം,શીટનો ખૂંટો
ചുരുങ്ങൽ പരിധി,સંકોચન મર્યાદા
ഷട്ടറിംഗ്,શટરીંગ
സിയാലിറ്റിക് മണ്ണ്,સિઆલિટિક માટી
സീറോസെം,સિરોઝેમ
സിൽ,સીલ
ചെളി,કાંપ
ഏക മാംസ രക്തം,સિંગલ ફ્લેમિશ લોહી
ഒറ്റ തരി ഘടന,એક દાણાદાર માળખું
എല്ലിൻറെ മണ്ണ്,હાડપિંજરની માટી
സ്കിർട്ടിംഗ്,સ્કર્ટિંગ
സ്ലീപ്പർ മതിൽ,સ્લીપર દિવાલ
സൈഡ് ഗട്ടർ,બાજુની ગટર
സ്ലൈഡ് നിയമം,સ્લાઇડ નિયમ
സ്ലിപ്പ് ഡോക്ക്,સ્લિપ ડોક
സ്മോനിസ,સ્મોનીઝા
കുതിർക്കുന്നു,પલાળીને
മണ്ണ് അസോസിയേഷൻ,માટીનું જોડાણ
മണ്ണ് ക്ലാസ്,માટી વર્ગ
മണ്ണിന്റെ സമുച്ചയം,માટી સંકુલ
മണ്ണിന്റെ സ്ഥിരത,જમીનની સુસંગતતા
മണ്ണിന്റെ കുടുംബം,માટી કુટુંબ
മണ്ണ് ഫ്രെയിം വർക്ക്,માટી ફ્રેમ વર્ક
മണ്ണിലെ ഈർപ്പം,જમીનની ભેજ
മണ്ണിലെ ഈർപ്പം ശേഖരിക്കൽ,જમીનમાં ભેજનું સંવર્ધન
മണ്ണിന്റെ ഈർപ്പം കുറവ്,જમીનમાં ભેજની ઉણપ
മണ്ണിന്റെ രൂപഘടന,માટી મોર્ફોલોજી
മണ്ണിന്റെ കണിക,માટીનો કણ
മണ്ണിന്റെ ഘട്ടം,માટીનો તબક્કો
മണ്ണിന്റെ പ്രൊഫൈൽ,માટી પ્રોફાઇલ
മണ്ണിന്റെ പ്രതികരണം,માટીની પ્રતિક્રિયા
മണ്ണ് വേർതിരിക്കുന്നു,માટી અલગ પડે છે
മണ്ണ് പരമ്പര,માટી શ્રેણી
മണ്ണ് പരിഹാരം,માટી ઉકેલ
മണ്ണിന്റെ ഘടന,માટીનું માળખું
മണ്ണിന്റെ ഘടന,માટીની રચના
മണ്ണിന്റെ തരം,માટીનો પ્રકાર
സോലം,સોલમ
സോർപ്ഷൻ,સોર્પ્શન
സ്പാൾസ്,spalls
പ്രത്യേക അയോൺ പ്രഭാവം,ચોક્કસ આયન અસર
ചതുരാകൃതിയിലുള്ള പാടശേഖരം,ચોરસ કોર્સ્ડ રોડાં ચણતર
ചതുരാകൃതിയിലുള്ള പതിവ് കോഴ്‌സ് ചെയ്ത അവശിഷ്ടങ്ങൾ,ચોરસ નિયમિત કોર્સ્ડ રોડાં ચણતર
സ്ഥിരതയുള്ള ഒഴുക്ക്,સ્થિર પ્રવાહ
സ്റ്റെപ്പ് ഫ്ലാഷിംഗ്,સ્ટેપ્ડ ફ્લેશિંગ
ഒട്ടിപ്പിടിക്കുക,સ્ટીકીનેસ
സ്റ്റിക്കിംഗ് പോയിന്റ്,સ્ટિકિંગ પોઈન્ટ
കല്ല്,પથ્થર
സ്ലോപ്പ് ഹാൻഡ് മോൾഡിംഗ്,સ્લોપ હેન્ડ મોલ્ડિંગ
സ്ട്രാപ്പ് ഹിഞ്ച്,પટ્ટા મિજાગરું
വൈക്കോൽ ബോർഡ്,સ્ટ્રો બોર્ડ
ധാര,પ્રવાહ
സമ്മർദ്ദം,તણાવ
സ്ട്രെച്ചർ,સ્ટ્રેચર
സ്ട്രെച്ചർ ബോണ്ട്,સ્ટ્રેચર બોન્ડ
സ്ട്രെച്ചർ കോഴ്സ്,સ્ટ્રેચર કોર્સ
സ്ട്രിംഗ്,તાર
സ്ട്രിംഗ് കോഴ്സ്,શબ્દમાળા કોર્સ
ഘടന ഘടകം,માળખું પરિબળ
ഘടനാ സൂചിക,સ્ટ્રક્ચર ઇન્ડેક્સ
സ്റ്റക്കോ,સાગોળ
സ്റ്റഡ്,સંવર્ધન
സ്റ്റൈലോബേറ്റ്,સ્ટાયલોબેટ
ഉപ മണ്ണ്,સબ માટી
ഉപ ഘടന,પેટા માળખું
സമ്മേഷൻ വക്രം,સમીકરણ વળાંક
സൺ മൈക്ക,સૂર્ય અભ્રક
സൂപ്പർ ഘടന,સુપર સ્ટ્રક્ચર
സർവേയർ,સર્વેયર
എസ്-മൂല്യം,એસ-મૂલ્ય
കൊള്ളമുതൽ,સ્વેગ
സ്വാൻ കഴുത്ത്,હંસની ગરદન
കൂടാരം,ટેબરનેકલ
ടേബിൾ ഹാൻഡ് മോൾഡിംഗ്,ટેબલ હેન્ડ મોલ્ડિંગ
ടാങ്കിംഗ്,ટેન્કીંગ
ടെമ്പിയറ്റോ,ટેમ્પીએટ્ટો
ടെമ്പറിംഗ്,ટેમ્પરિંગ
ടെംപ്ലേറ്റ്,ઢાંચો
ടെംപ്ലേറ്റ്,ઢાંચો
ടെപ്പിഡാരിയം,ટેપિડેરિયમ
ടെറാക്കോട്ട,ટેરાકોટા
ടെറ റോസ,ટેરા રોઝા
ടെറാസോ,ટેરાઝો
ടെട്ര ശൈലി,ટેટ્રા શૈલી
പരിധി പരിധി മൂല്യം,થ્રેશોલ્ડ મર્યાદા મૂલ્ય
തൊണ്ട,ગળું
കല്ലിലൂടെ,પથ્થર દ્વારા
ടൈഡൽ ബേസിൻ,ભરતી બેસિન
ടൈ ബാർ,ટાઈ બાર
ബീം കെട്ടുക,ટાઈ બીમ
വടി കെട്ടുക,સળિયો બાંધો
ടയർ,તિર્સ
സഹിഷ്ണുത,સહનશીલતા
പല്ലുവേദന,ટૂથિંગ
മുകളിലെ മണ്ണ് അല്ലെങ്കിൽ ഉപരിതല മണ്ണ്,ટોચની માટી અથવા સપાટીની માટી
ആകെ പൊറോസിറ്റി,કુલ છિદ્રાળુતા
ട്രേസറി,ટ્રેસરી
ട്രെയിൻ പ്രതിരോധം,ટ્રેન પ્રતિકાર
ട്രാൻസെപ്റ്റ്,ટ્રાન્સેપ્ટ
പരിവർത്തന മണ്ണ്,ટ્રાન્ઝિશનલ માટી
ട്രാൻസോം,ટ્રાન્સમ
മണ്ണ് ഗതാഗതം,પરિવહન માટી
പോഷകനദി,ઉપનદી
ട്രിഫോറിയം,ટ્રાઇફોરિયમ
ട്രൈഗ്ലിഫ്,ટ્રાઇગ્લિફ
വെട്ടിച്ചുരുക്കിയ മണ്ണ്,કાપેલી માટી
പ്രക്ഷുബ്ധമായ ഒഴുക്ക്,તોફાની પ્રવાહ
ടററ്റ്,સંઘાડો
ടൈംപാർ നമ്പർ,ટાઇમ્પર નંબર
ആത്യന്തികമായി വഹിക്കാനുള്ള ശേഷി,અંતિમ બેરિંગ ક્ષમતા
ആത്യന്തിക പിഎച്ച്,અલ્ટીમેટ પીએચ
ക്രമരഹിതമായ റാൻഡം അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ,અનકોર્સ્ડ રેન્ડમ રોડાં ચણતર
കോഴ്‌സ് ചെയ്യാത്ത ചതുരാകൃതിയിലുള്ള അവശിഷ്ടങ്ങൾ,અનકોર્સ્ડ ચોરસ રોડાં ચણતર
അണ്ടർക്രോഫ്റ്റ്,અન્ડરક્રોફ્ટ
നിറയാത്ത സുഷിരം,અપૂર્ણ છિદ્રાળુતા
ഏകീകൃത ഒഴുക്ക്,સમાન પ્રવાહ
യൂണിറ്റ് ഫ്രെയിം തരം സ്കാർഫോൾഡ്,એકમ ફ્રેમ પ્રકાર પાલખ
ഉൽപ്പാദനക്ഷമമല്ലാത്ത ജോലി,બિનઉત્પાદક કાર્ય
അപൂരിത മണ്ണ്,અસંતૃપ્ત માટી
അസ്ഥിരമായ ഒഴുക്ക്,અસ્થિર પ્રવાહ
മുകളിലെ പ്ലാസ്റ്റിക് പരിധി,ઉચ્ચ પ્લાસ્ટિક મર્યાદા
താഴ്വര ഗട്ടർ,ખીણ ગટર
നിലവറ,વૉલ્ટ
വെറ്റേറിയം,વેટેરિયમ
വെന്റിലേഷൻ,વેન્ટિલેશન
വെന്റിലേറ്റർ,વેન્ટિલેટર
വരംദഹ്,વેરામદાહ
വെസ്റ്റിബ്യൂൾ,વેસ્ટિબ્યુલ
വില്ല,વિલા
