Marathi,Odiya
कंटेनर स्वरूप,ପାତ୍ର ଫର୍ମାଟ୍ |
दूषित,ପ୍ରଦୂଷଣ
सामग्री,ବିଷୟବସ୍ତୁ
संमिश्र,ସଂଲଗ୍ନ
सातत्य,ନିରନ୍ତରତା
सातत्य बूथ,ନିରନ୍ତରତା ବୁଥ୍ |
सातत्य नॉब,ନିରନ୍ତର ଗଣ୍ଠି |
सतत,ନିରନ୍ତର |
सतत कंस,କ୍ରମାଗତ ଆର୍କ
सतत लाट,କ୍ରମାଗତ ତରଙ୍ଗ |
समोच्च ओळ,ବିଷୟବସ୍ତୁ ଧାଡ଼ି
समोच्च योजना,ବିଷୟବସ୍ତୁ ଯୋଜନା
करार,ଚୁକ୍ତିନାମା
आकुंचन,ସଂକୋଚନ
कॉन्ट्रास्ट गुणोत्तर,ବିପରୀତ ଅନୁପାତ
नियंत्रण सर्किट,କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |
इलेक्ट्रोड नियंत्रित करा,ଇଲେକ୍ଟ୍ରୋଡ୍ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
नियंत्रण उपकरणे,ନିୟନ୍ତ୍ରଣ ଉପକରଣ |
नियंत्रण ग्रीड,କଣ୍ଟ୍ରୋଲ୍ ଗ୍ରୀଡ୍
नियंत्रण ओळ,ନିୟନ୍ତ୍ରଣ ରେଖା
नियंत्रण पॅनेल,କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |
नियंत्रण कक्ष,ନିୟନ୍ତ୍ରଣ କକ୍ଷ |
नियंत्रण सारणी,ନିୟନ୍ତ୍ରଣ ଟେବୁଲ୍ |
नियंत्रण टॉवर,ନିୟନ୍ତ୍ରଣ ଟାୱାର |
नियंत्रक,ନିୟନ୍ତ୍ରକ
अभिसरण,ଏକତ୍ରିତତା
कन्व्हर्जंट लेन्स,ଏକତ୍ରିତ ଲେନ୍ସ |
कन्व्हर्टर,Contenker
बहिर्गोल लेन्स,କନଭକ୍ସ ଲେନ୍ସ |
कन्व्होल्यूशन,ଦୋଷ
कन्व्होल्यूशन कोड,Convolution cended
कॉन्व्होल्यूशनल इंटरलीव्ह,ଦୋଷୀ ଜଣା
कॉन्व्होल्यूशनल इंटरलीव्हिंग,ଦୋଷୀ ଅସହଯୋଗୀ |
कुकी,କୁକି |
कुकीयर,କୁକିଅର୍
कॉप्रोसेसर,ତମ୍ବାସେସୋର
दोरखंड,କର୍ଡ
कोरोना,କରୋନା |
कोरोना डिस्चार्ज,କରୋନା ଡିସଚାର୍ଜ |
परस्परसंबंध,ସମ୍ପର୍କ |
कोसाइन घटक,କସିନ୍ ଉପାଦାନ |
कोसाइन वेव्ह,କସିନ୍ ତରଙ୍ଗ |
वैश्विक आवाज,କସମିକ୍ ଶବ୍ଦ
काउंटर,କାଉଣ୍ଟର
घड्याळाच्या दिशेने काउंटर,ଘଣ୍ଟା ବୁଲାଇ କାଉଣ୍ଟର କରନ୍ତୁ |
कपलर,କପଟର୍ |
जोड्या,ଯୋଡିଙ୍ଗ୍
कपलिंग कंडेन्सर,ସହଯୋଗୀ କଣ୍ଡେନ୍ସର୍ |
कपलिंग नेटवर्क,Coupling ନେଟୱାର୍କ
कपलिंग प्रतिकार,ସହଯୋଗ ପ୍ରତିରୋଧ
सहसंयोजक बंध,ସହଯୋଗୀ ବଣ୍ଡ |
कव्हरेज,କଭରେଜ୍
आपटी,ଦୁର୍ଘଟଣା
गंभीर बँड,ଜଟିଳ ବ୍ୟାଣ୍ଡ |
चिंताजनक स्थिती,ଗୁରୁତର ଅବସ୍ଥା |
गंभीर जोड्या,ଗୁରୁତର ଚିନ୍ତା |
गंभीर वारंवारता,ଅହଂକାରୀ ଫ୍ରିକ୍ୱେନ୍ସି |
गंभीर मापदंड,ଗୁରୁତର ପାରାମିଟର |
मगर क्लिप,କୁମ୍ଭୀର କ୍ଲିପ୍ |
क्रॉस फिकट,କ୍ରସ୍ କ୍ଷୀଣ |
क्रॉस मॉड्यूलेशन,କ୍ରସ୍ ମୋଡୁଲେସନ୍ |
क्रॉस टॉक,କ୍ରସ୍ ଟକ୍ |
क्रॉसफेड,କ୍ରସଫେଡ୍
क्रिप्टोग्राफी,କ୍ରିପ୍ଟୋଗ୍ରାଫି
क्रिस्टल,ସ୍ଫଟିକ୍
क्रिस्टल फिल्टर,ସ୍ଫଟିକ୍ ଫିଲ୍ଟର୍ |
क्यू,କ୍ୟୁ
क्यू मार्क्स,କ୍ୟୁ ମାର୍କ
क्यूइंग डिव्हाइस,କ୍ୟୁରିଂ ଉପକରଣ
चालू नाले,ସାମ୍ପ୍ରତିକ ଡ୍ରେନ୍ |
चालू मीटर,ସାମ୍ପ୍ରତିକ ମିଟର
वर्तमान ट्रान्सफॉर्मर,ସାମ୍ପ୍ରତିକ ଟ୍ରାନ୍ସଫର୍ମର |
कर्सर,କର୍ସର୍
वक्र,ବକ୍ର
वारंवारता कट करा,ଫ୍ରିକ୍ୱେନ୍ସି କାଟନ୍ତୁ |
कटर,କଟର
सायबर कॅफे,ସାଇବର କାଫେ |
सायबर सुरक्षा,ସାଇବର ସୁରକ୍ଷା |
सायबर स्पेस,ସାଇବର ସ୍ଥାନ |
चक्र,ଚକ୍ର
चक्रीय,ସାଇକ୍ଲିକ୍ |
डी.सी. घटक,D.C. ଉପାଦାନ
डी.सी. प्लेट पॉवर,D.C. ଥାଳି ଶକ୍ତି
डी.सी. जीर्णोद्धार,D.C. ପୁନରୁଦ୍ଧାର
डॅम्पर डायोड,ଡ୍ୟାମ୍ପର୍ ଡିଏଡ୍ |
ओलसर,ବନ୍ଧପ
गडद,ଅନ୍ଧାର
डेटा,ତଥ୍ୟ
डेटा प्रसारण,ଡାଟା ପ୍ରସାରଣ |
डेटा कॉम्प्रेशन,ତଥ୍ୟ ସଙ୍କୋଚନ |
डेटा ड्रिलिंग,ଡାଟା ଡ୍ରିଲିଂ |
डेटा कूटबद्धीकरण,ତଥ୍ୟ ଏନକ୍ରିପସନ୍
डेटा फाइल,ଡାଟା ଫାଇଲ୍ |
डेटा हाताळणी,ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ
डेटा खाण,ତଥ୍ୟ ଖଣି
डेटा प्रक्रिया,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |
डेटा प्रोसेसर,ଡାଟା ସଞ୍ଚାଳକ |
डेटा कमी बिट सिस्टम,ଡାଟା ହ୍ରାସ ବିଟ୍ ସିଷ୍ଟମ୍ |
डेटा सेवा,ଡାଟା ସେବା |
माहिती पत्रक,ତଥ୍ୟ ଫର୍ଦ୍ଦ
डेटा संचयन,ତଥ୍ୟ ସଂରକ୍ଷଣ
डेटा प्रवाह,ଡାଟା ଷ୍ଟ୍ରିମ୍ |
डेटा परिवर्तन,ତଥ୍ୟ ଟ୍ରାନ୍ସଫର୍ମାେସନ୍
डेटा ट्रान्समिशन,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |
डेटाबेस,ଡାଟାବେସ୍ |
डेटाकास्टिंग,ଡେସ୍କାଷ୍ଟିଂ |
डेटाग्राम,ଡାଟାଗ୍ରାମ୍
डीबी मीटर,DB ମିଟର
मृत हवा,ମୃତ ପବନ
मृत शॉर्ट सर्किट,ମୃତ ସର୍ଟ ସର୍କିଟ୍ |
मृत जागा,ମୃତ ସ୍ପଟ୍
डेडलॉक,ଜଳଖିଆ
डीबग प्रोग्राम,କିବଗ୍ ପ୍ରୋଗ୍ରାମ୍
डीबगिंग,ତ୍ରୁଟି ନିବାରଣ କରୁଛି |
आवाजाचा क्षय,ଶବ୍ଦର କ୍ଷୟ |
डेसिबल (डीबी),ଡେକ୍ସିବେଲ୍ (DB)
दशांश,ଦଶମିକ
दशांश कोड,ଦଶମିକ କୋଡ୍ |
दशांश अंक,ଦଶମିକ ଅଙ୍କ |
उलगडा,ଡିସପିଅର୍ କରିବା
डीकोडर,ଡେକୋଡର୍
डीकोडिंग,ଡିକୋଡିଂ
डिजिटल ट्रान्समिशनमध्ये डीकोडिंग,ଡିଜିଟାଲ୍ ଟ୍ରାନ୍ସମିସନ୍ ରେ ଡିକୋଡିଂ |
विघटन,ସଙ୍କଳନ
डीकोपलिंग,ସଜାଇବା
डिकॉपलिंग सर्किट,ସିକ୍ୟୁପିଙ୍ଗ୍ ସର୍କିଟ୍ |
डिकॉपलिंग नेटवर्क,ନେଟୱର୍କ ନେଟୱାର୍କ |
डिक्रिप्शन,ଡିକ୍ରିପ୍ସନ୍
समर्पित ओळ,ଉତ୍ସର୍ଗୀକୃତ ରେଖା |
डी-एम्बेडिंग,ଦେ-ଏମ୍ବେଡିଂ |
डी-जोर,ଡି-ଫାଟିସ୍ |
डीफॉल्ट,ଡିଫଲ୍ଟ |
गुणवत्तेत दोष,ଗୁଣବତ୍ତାରେ ତ୍ରୁଟି |
सदोष,ତ୍ରୁଟିଯୁକ୍ତ
सदोष युनिट,ତ୍ରୁଟିପୂର୍ଣ୍ଣ ଏକକ
व्याख्या,ସଂଜ୍ଞା
विक्षेप,ଡିସଲେନେକସନ |
विकृती,ବିକଳାଙ୍ଗ
डीफ्रॅगमेंटेशन,ନବିଣ୍ଡେସନ୍
डी-गॉसिंग कॉइल,ଡି-ଗସିଂ କୋଇଲ୍ |
पदवी,ଡିଗ୍ରୀ
डी-इंटरलीव्हर,ଡି-ଇଣ୍ଟରଲିଭେଭର |
विलंब ओळ,ବିଳମ୍ବ ରେଖା
विलंब वेळ,ବିଳମ୍ବ ସମୟ
विलंब फ्रेम मेमरी,ବିଳମ୍ବିତ ଫ୍ରେମ୍ ମେମୋରୀ |
विलंब स्कॅनिंग,ବିଳମ୍ବିତ ସ୍କାନିଂ |
विलंब सिंक्रोनाइझेशन सिग्नल,ବିଳମ୍ବିତ ସିଙ୍କ୍ରୋନାଇଜେସନ୍ ସିଗନାଲ୍ |
वितरण,ବିତରଣ
वितरण प्रणाली,ବିତରଣ ବ୍ୟବସ୍ଥା
डिमोड्युलेशन,ଡେମୋଡୁଲେସନ୍
डेमोड्युलेटर कार्ड,ଡେମୋଡୁଲେଟର କାର୍ଡ |
डेमल्टिप्लेक्सर,Demultipleter
फील्डची खोली,କ୍ଷେତ୍ରର ଗଭୀରତା |
उतरत्या,ଅବତରଣ
डिझाइन तपशील,ଡିଜାଇନ୍ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ
डेस्कटॉप,ଡେସ୍କଟପ
डिटेक्टर आउटपुट,ଡିଟ୍ଟର୍ ଆଉଟପୁଟ୍
विचलन,ବ୍ୟତିକ୍ରମ
साधन,ଉପକରଣ
डिव्हाइस ड्राइव्हर,ଉପକରଣ ଡ୍ରାଇଭର |
डायग्नोस्टिक्स,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ |
आकृती,ଚିତ୍ର
संवाद ट्रॅक,ସଂଳାପ ଟ୍ରାକ୍ |
व्यासाचा मोड,ଡାଇମେଟ୍ରାଲ୍ ମୋଡ୍ |
डायमंड स्टाईलस,ହୀରା ଷ୍ଟାଇଲସ୍ |
डायाफ्राम,ଡାଇଫ୍ରାଗମ୍ |
डायाफ्रामॅटिक शोषक,ଡାଇଫ୍ରାଗମେଟିକ୍ ଶୋଷକ |
डायकोटिक ऐकणे,ଡିକଟିକ୍ ଶୁଣିବା |
डायलेक्ट्रिक,DiWeLictericorick
डायलेक्ट्रिक ब्रेक- डाउन,Divelostic Brock- ତଳକୁ |
डायलेक्ट्रिक तोटा,Divelostic କ୍ଷତି |
फरक वारंवारता,ପାର୍ଥକ୍ୟ ଫ୍ରିକ୍ୱେନ୍ସି |
फरक वारंवारता विकृती (डीएफडी),ପାର୍ଥକ୍ୟ ଫ୍ରିକ୍ୱେନ୍ସି ବିକୃତି (DFD)
फरक टोन,ପାର୍ଥକ୍ୟ ସ୍ୱର୍ଣ୍ଣ |
विभेदक एम्पलीफायर,ଭିନ୍ନ ଭିନ୍ନ ଏମ୍ପ୍ଲିଫାୟର୍ |
विवर्तन,ଭିନ୍ନ
डिफ्यूझर,ଭିନ୍ନ
अंक,ଅଙ୍କ
डिजिटल,ଡିଜିଟାଲ୍ |
डिजिटल कलाकृती,ଡିଜିଟାଲ୍ କଳାକୃତି |
डिजिटल ऑडिओ,ଡିଜିଟାଲ୍ ଅଡିଓ |
डिजिटल ऑडिओ फिल्टर,ଡିଜିଟାଲ୍ ଅଡିଓ ଫିଲ୍ଟର |
डिजिटल ऑडिओ वर्क स्टेशन,ଡିଜିଟାଲ୍ ଅଡିଓ କାର୍ଯ୍ୟ ଷ୍ଟେସନ୍ |
डिजिटल कॅमेरा,ଡିଜିଟାଲ୍ କ୍ୟାମେରା
डिजिटल संगणक,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
डिजिटल डेटा,ଡିଜିଟାଲ୍ ଡାଟା |
डिजिटल संपादन,ଡିଜିଟାଲ୍ ଏଡିଟିଂ |
डिजिटल एक्झिटर,ଡିଜିଟାଲ୍ ଉତ୍ତେଜନା |
डिजिटल फिल्टर,ଡିଜିଟାଲ୍ ଫିଲ୍ଟର |
डिजिटल फ्रेम सिंक्रोनाइझर,ଡିଜିଟାଲ୍ ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନାଇଜେରିଜର୍ |
डिजिटल वारसा,ଡିଜିଟାଲ୍ ହେରିଟେଜ୍ |
डिजिटल प्रतिमा,ଡିଜିଟାଲ୍ ଇମେଜ୍ |
डिजिटल लायब्ररी,ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |
डिजिटल मीटर,ଡିଜିଟାଲ୍ ମିଟର |
डिजिटल मॉड्यूलेशन,ଡିଜିଟାଲ୍ ମୋଡୁଲେସନ୍ |
डिजिटल मल्टिप्लेक्स,ଡିଜିଟାଲ୍ ମଲ୍ଟିପ୍ସକ୍ସ |
डिजिटल नेटवर्क,ଡିଜିଟାଲ୍ ନେଟୱାର୍କ |
डिजिटल आउटपुट,ଡିଜିଟାଲ୍ ଆଉଟପୁଟ୍ |
डिजिटल प्लेबॅक,ଡିଜିଟାଲ୍ ପ୍ଲେକ୍ |
डिजिटल रेडिओ मोंडिएल (डीआरएम),ଡିଜିଟାଲ୍ ରେଡିଓ ମୁଣ୍ଡିଆଲ୍ (DRM)
डिजिटल रेकॉर्डिंग,ଡିଜିଟାଲ୍ ରେକର୍ଡିଂ |
डिजिटल क्रांती,ଡିଜିଟାଲ୍ ବିପ୍ଳବ |
डिजिटल सिग्नल,ଡିଜିଟାଲ୍ ସିଗନାଲ୍ |
डिजिटल सिग्नल प्रक्रिया (डीएसपी),ଡିଜିଟାଲ୍ ସିଗନାଲ୍ ପ୍ରକ୍ରିୟାକରଣ (DSP)
डिजिटल स्वाक्षरी,ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |
डिजिटल तंत्रज्ञान,ଡିଜିଟାଲ୍ ଟେକ୍ନୋଲୋଜି |
डिजिटल टू एनालॉग कन्व्हर्टर,ଆନାଗଲ୍ କନଭର୍ଟର ପାଇଁ ଡିଜିଟାଲ୍ |
डिजिटल व्हिडिओ,ଡିଜିଟାଲ୍ ଭିଡିଓ |
डिजिटल व्होल्टमीटर,ଡିଜିଟାଲ୍ ଭୋଲ୍ଟୋମିଟର |
डिजिटलायझेशन,ଡିଜିଟାଲ୍ାଇଜେସନ୍ |
डिजिटलायझेशन,ଡିଜିଟାଇଜେସନ୍
डिजिटलाइज्ड व्हिडिओ,ଡିଜିଟାଇଜଡ୍ ଭିଡିଓ |
डिजिटायझर,ଅଗ୍ରଗାମୀ
अंधुक,ଅନ୍ଧ
परिमाण,ପରିମାପ
डिमर,ଡିମର୍
डायोड,ଡାୟୋଡ୍
बुडविणे,ବୁଡ଼ାନ୍ତୁ |
डिप्लेक्सर,Dlixer
द्विध्रुवीय अँटेना,ଡିପୋଲ୍ ଆଣ୍ଟେନା |
थेट प्रसारण,ସିଧାସଳଖ ପ୍ରସାରଣ
थेट करंट (डी सी),ସିଧାସଳଖ ସାମ୍ପ୍ରତିକ (D c)
डायरेक्ट पिक अप,ସିଧାସଳଖ ଉଠାଇବା
थेट वाचन साधन,ସିଧାସଳଖ ପଠନ ଉପକରଣ |
थेट रेकॉर्डिंग,ସିଧାସଳଖ ରେକର୍ଡିଂ |
दिशात्मक ten न्टीना,ଦିଗଦର୍ଶନ ଆଣ୍ଟେନା |
दिशात्मक कपलर,ଦିଗଦର୍ଶନ କପଟ
दिशात्मक मायक्रोफोन,ଦିଗଦର୍ଶନ ମାଇକ୍ରୋଫୋନ୍ |
निर्देश,ନିର୍ଦ୍ଦେଶନାପତି
निर्देशिका,ଡିରେକ୍ଟୋରୀ
अक्षम करा,ଅକ୍ଷମ କରନ୍ତୁ |
डिस्क अँटेना,ଡିସ୍କ ଆଣ୍ଟେନା |
डिस्क आधारित स्टोरेज,ଡିସ୍କ ଆଧାରିତ ଷ୍ଟୋରେଜ୍ |
वेगळा,ପ୍ରତିରୋଧ
डिस्क,ଡିସ୍କ
डिस्क ड्राइव्ह,ଡିସ୍କ ଡ୍ରାଇଭ
डिस्क कोटा,ଡିସ୍କ କୋଟା
डिस्केट,ଡିସ୍କେଟ୍
विस्थापन,ସ୍ଥାନାନ୍ତର
फैलाव,ବିଚ୍ଛେଦ
विस्थापन,ବିସ୍ଥାପନ
प्रदर्शन,ପ୍ରଦର୍ଶନ
प्रदर्शन युनिट (कन्सोल),ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ (କନସୋଲ୍)
अपव्यय,ରୂପାନ୍ତର
असंतोष,ବିସୋନ୍ସ
डिस्टिल्ड वॉटर,ଡିଷ୍ଟିଲ୍ ପାଣି |
विकृती,ବିକୃତି
वितरण,ବଣ୍ଟନ
वितरण एम्पलीफायर,ବଣ୍ଟନ ଏମ୍ପଲିଫାୟର୍ |
विभागणी,ବିଭାଜନ
विभाजक,ଡିଭିସିଆସର
दस्तऐवज,ଡକ୍ୟୁମେଣ୍ଟ୍
डॉल्बी डिजिटल,ଡଲବି ଡିଜିଟାଲ୍ |
डोमेन,ଡୋମେନ୍
डोमेन नियंत्रक,ଡୋମେନ୍ ନିୟନ୍ତ୍ରକ |
डॉपलर प्रभाव,ଡୋପେଲର ପ୍ରଭାବ
डबल पोल (द्विध्रुवीय),ଡବଲ୍ ପୋଲ୍ (ଡିପୋଲ୍)
डबल पोल सिंगल थ्रो स्विच,ଡବଲ୍ ପୋଲ୍ ସିଙ୍ଗଲ୍ ଥ୍ରୋ ସୁଇଚ୍ |
डबल साइड डिस्क,ଡବଲ୍ ସାଇଡ୍ ଡିସ୍କ |
दुहेरी,ଦ୍ୱନ୍ଦ୍ୱ
खाली येणारी लाट,ତଳକୁ ଆସୁଥିବା ତରଙ୍ଗ |
खाली प्रवाह,ତଳେ ସ୍ରୋତ |
डाउनलिंक,ଅଦୃଶ୍ୟ
डाउनलोड करा,ଡାଉନଲୋଡ୍ କରନ୍ତୁ |
डाउनलोड करीत आहे,ଡାଉନଲୋଡ୍ କରିବା
रेखांकन,ଚିତ୍ରାଙ୍କନ
ड्रिलिंग बिट,ଡ୍ରିଲିଂ ବିଟ୍
ड्रिलिंग मशीन,ଡ୍ରିଲିଂ ମେସିନ୍ |
चालवा,ଡ୍ରାଇଭ୍
ड्रम,ଡ୍ରମ୍
कोरडे बल्ब तापमान,ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |
कोरडे सेल,ଶୁଖିଲା କୋଷ
कोरडे सोल्डर,ଶୁଖିଲା ସୋଲିୟର |
ड्युअल चॅनेल मोड,ଡୁଆଲ୍ ଚ୍ୟାନେଲ ମୋଡ୍ |
डबिंग,ଅଳିଆ
डड,ଡୁଡ୍
डंप,ଡମ୍ପ୍ |
दुहेरी,ଡୁପ୍ଲେକ୍ସ
कालावधी,ଅବଧି
धूळ,ଧୂଳି
धूळ बग,ଧୂଳି ବଗ୍
धूळ पुरावा,ଧୂଳି ପ୍ରମାଣ
डस्टर,ଡଷ୍ଟର୍
डायनॅमिक,ଗତିଶୀଳତା |
डायनॅमिक बिट वाटप,ଗତିଶୀଳ ବିଟ୍ ଆବଣ୍ଟନ |
डायनॅमिक इंटरमोडुलेशन विकृती (डीआयएम),ଡାଇନାମିକ୍ ଇଣ୍ଟରମୋଡୁଲେସନ୍ ବିକୃତ (DIM)
डायनॅमिक क्वांटिझेशन,ଡାଇନାମିକ୍ ପରିମାଣ
डायनॅमिक श्रेणी,ଗତିଶୀଳ ପରିସର
डायनॅमिक श्रेणी नियंत्रण,ଡାଇନାମିକ୍ ରେଞ୍ଜ ନିୟନ୍ତ୍ରଣ |
डायनामो,ଡାଇନାମୋ |
कान फोन,କାନ ଫୋନ୍
पृथ्वी,ପୃଥିବୀ
पृथ्वी बल्ज,ପୃଥିବୀ ବଲଜ |
पृथ्वी प्रतिकार,ପୃଥିବୀ ପ୍ରତିରୋଧ
पृथ्वी रॉड,ପୃଥିବୀ ରୋଡ୍ |
पृथ्वी उपग्रह,ପୃଥିବୀ ଉପଗ୍ରହ |
पृथ्वी स्टेशन,ପୃଥିବୀ କେନ୍ଦ୍ର |
पृथ्वी टर्मिनल,ପୃଥିବୀ ଟର୍ମିନାଲ୍ |
अर्थिंग,ଘିଅ |
प्रतिध्वनी,ଇକୋ
इको चेंबर,ଇକୋ ଚାମ୍ବର |
एडी करंट,ଏଡି କରେଣ୍ଟ୍ |
एडी चालू तोटा,ଏଡି ସାମ୍ପ୍ରତିକ କ୍ଷତି |
एजवाइज मीटर,ଧାରବାହୀ ମିଟର
संपादन,ସମ୍ପାଦନା
प्रभावी अँटेना उंची,ପ୍ରଭାବଶାଳୀ ଆଣ୍ଟେନନା ଉଚ୍ଚତା |
प्रभावी अँटेना लांबी,ପ୍ରଭାବଶାଳୀ ଆଣ୍ଟେନନା ଲମ୍ବ |
प्रभावी व्होल्टेज,ପ୍ରଭାବଶାଳୀ ଭୋଲଟେଜ୍ |
कार्यक्षमता,ଦକ୍ଷତା
लवचिकता,ଇଲାସ୍ଟିସିଟି |
इलेक्ट्रिक डिस्चार्ज,ବ electric ଦ୍ୟୁତିକ ଡିସଚାର୍ଜ
विद्युत क्षेत्र,ବ electric ଳିକ କ୍ଷେତ୍ର
इलेक्ट्रिक फ्लॅश,ବ electrical ଳିକ ଫ୍ଲାସ
विद्युत उष्मक,ବ electric ଦ୍ୟୁତିକ ହିଟର |
इलेक्ट्रिक मीटर,ଇଲେକ୍ଟ୍ରିକ୍ ମିଟର
विद्युत मोटर,ଇଲେକ୍ଟ୍ରିକ୍ ମୋଟର
विजेचा धक्का,ବ electric ଦ୍ୟୁତିକ ଶକ୍
इलेक्ट्रिक स्पार्क,ଇଲେକ୍ଟ୍ରିକ୍ ସ୍ପାର୍କ |
विद्युत उपकरण,ବ electrical ଦ୍ୟୁତିକ ଉପକରଣ |
विद्युत आवाज,ବ electrical ଦ୍ୟୁତିକ ଶବ୍ଦ
विद्युत वादळ,ବ electrical ଦୁତିକ storm ଡ |
इलेक्ट्रिकली ऑपरेट केलेले संगीत वाद्य,ବ als ତିକ ଭାବରେ ବାଦ୍ୟଯନ୍ତ୍ରିତ ବାଦ୍ୟଯନ୍ତ୍ର |
वीज,ବିଦ୍ୟୁତ୍
वीजपुरवठा,ବିଦ୍ୟୁତ୍ ଯୋଗାଣ |
इलेक्ट्रोडायनामिक,ଇଲେକ୍ଟ୍ରୋଡାମନ |
इलेक्ट्रोलाइटिक कॅपेसिटर,ଇଲେକ୍ଟ୍ରୋଲାଇଟିକ୍ କ୍ୟାପେସିଟର |
इलेक्ट्रोमॅग्नेटिक,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ |
इलेक्ट्रोमॅग्नेटिक त्रास,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ବିଶୃଙ୍ଖଳା |
इलेक्ट्रोमॅग्नेटिक इंटरफेरेन्स,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଅନ୍ତ incer କଣ୍ଟାକ୍ଟ |
इलेक्ट्रोमॅग्नेटिक स्पेक्ट्रम,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ସ୍ପେକ୍ଟ୍ରମ୍ |
इलेक्ट्रोमॅग्नेटिक वेव्ह,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ତରଙ୍ଗ |
इलेक्ट्रोमॅग्नेटिक वेव्ह प्रसार,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ତରଙ୍ଗ ପ୍ରସାରଣ |
इलेक्ट्रॉन एकाधिक फोटोट्यूब,ଇଲେକ୍ଟ୍ରନ୍ ଏକାଧିକ ଫଟୋ |
इलेक्ट्रॉनिक कॅल्क्युलेटर,ଇଲେକ୍ଟ୍ରୋନିକ୍ କାଲକୁଲେଟର |
इलेक्ट्रॉनिक डेटा प्रक्रिया (ईडीपी),ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ପ୍ରକ୍ରିୟାକରଣ (EDP)
इलेक्ट्रॉनिक मेल (ई-मेल),ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲ୍ (ଇ-ମେଲ୍)
इलेक्ट्रॉनिक स्विचिंग सिस्टम,ବ Elect ଦ୍ୟୁତିକ ସୁଇଚ୍ ସିଷ୍ଟମ୍ |
इलेक्ट्रॉनिक्स,ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
इलेक्ट्रोप्लेटिंग,ଇଲେକ୍ଟ୍ରୋପିଂ
इलेक्ट्रोस्टेटिक,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍
उत्थान,ଉଚ୍ଚତା
एम्बेड केलेले,ଏମ୍ବେଡ୍
एम्बेड केलेले ऑडिओ,ଏମ୍ବେଡ୍ ଅଡିଓ |
एम्बेडेड प्रणाली,ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |
प्रतीक,ପ୍ରତୀକ
उदयोन्मुख ट्रेंड,ଉଦତର ଟ୍ରେଣ୍ଡଗୁଡିକ
उत्सर्जन,ନିର୍ଗରଣ
एमिटर,ତିକ୍ତ
एमिटर अनुयायी,ଏମିଟର ଅନୁସରଣକାରୀ |
एमिटर टर्मिनल,ଏମୋଟିକ୍ ଟର୍ମିନାଲ୍ |
एमिटर-बेस-जंक्शन,ଏମିଟର-ବେସ୍-ଜଙ୍କସନ |
सक्षम करा,ସକ୍ଷମ କରନ୍ତୁ |
Enamelled वायर,ଏନନେଲ୍ ତାର
एन्किफर,ଆବଦ୍ଧ
संलग्न,ଏନକ୍ଲୋଜର
एन्कोड,ଏନକୋଡ୍ |
एन्कोडर,ଏନକୋଡର୍ |
एन्कोडिंग,ଏନକୋଡିଂ
कूटबद्धीकरण,ଏନକ୍ରିପସନ୍
शेवटचा चिन्ह,ଶେଷ ଚିହ୍ନ
अंतिम वापरकर्ता,ଶେଷ ବ୍ୟବହାରକାରୀ |
ऊर्जा,ଶକ୍ତି
उर्जा विखुरलेले,ଶକ୍ତି ବିସର୍ଜନ |
उर्जा वितरण,ଶକ୍ତି ବଣ୍ଟନ
अंमलबजावणी,ଅଭିଶନ୍ତ
इंजिन,ଇଞ୍ଜିନ୍
अभियंता,ଇଞ୍ଜିନିୟର
अभियांत्रिकी,ଇଞ୍ଜିନିୟରିଂ
अभियांत्रिकी स्टोअर,ଇଞ୍ଜିନିୟରିଂ ଷ୍ଟୋର
खोदकाम,ଖୋଦନ
वाढविण्यासाठी,ବାରଣ କରନ୍ତୁ
एकत्रित,Entemble
की प्रविष्ट करा,କୀ ପ୍ରବେଶ କରନ୍ତୁ |
एंटरप्राइझ आर्किटेक्चर,ଅତିରିକ୍ତ ସ୍ଥାପତ୍ୟ
