Hindi,Tamil
केन्द्र,மையம்
संरेखण-केन्द्र,சீரமைப்பு மையம்
माध्यिक किरण,சராசரி கதிர்
अभिकेन्द्र,மையவிலக்கு
केन्द्रक,கரு
चीनी मिट्टी,பீங்கான்
सें. ग्रा. से. पद्धति,c. கிராம். இருந்து. முறை
शृंखलीय क्षय,தொடர் சிதைவு
"कोष्ठ, कक्षिका, कक्ष","செல், அறை, அறை"
"संयोग, प्रायिकता, अवसर","வாய்ப்பு, வாய்ப்பு, வாய்ப்பு"
परिवर्ती,மாறி
"प्रणाल, चैनल, वाहिका, जलमार्ग","கால்வாய், கால்வாய், கால்வாய், நீர்வழி"
"प्रणालकरण, चैनलन, प्रणालन","சேனலைசேஷன், சேனலைசேஷன்"
"अस्तव्यस्तता, अव्यवस्था","குழப்பம், கோளாறு"
"लक्षण, गुण, स्वरूप, वर्ण","பாத்திரம், தன்மை, தன்மை"
"लक्षण, विशेषता, अभिलक्षण, पूर्णांश, अभिलक्षणिक","பண்பு, பண்பு, பண்பு, முழு, பண்பு"
"आवेश, चार्ज, भरण, प्रभार","கட்டணம், கட்டணம், கட்டணம், கட்டணம்"
चार्जक,சார்ஜர்
भरण,நிரப்பவும்
चार्ल्स नियम,சார்லஸ் சட்டம்
"चार्ट, संचित्र","விளக்கப்படம், விளக்கப்படம்"
अनुधावन,பின்தொடர்தல்
"चौकी, चैसिस","புறக்காவல் நிலையம், சேஸ்"
"पड़ताल, परीक्षण","சோதனை, சோதனை"
रासायनिक,இரசாயன
"रासायनिक संदीप्ति, रससंदीप्ति",இரசாயன ஒளிர்வு
"छीलन, चिप, चिप्पी, शकल, तष्ट (दोष)","ஷேவிங்ஸ், சிப்ஸ், சிப்ஸ்"
कोई-वर्ग परीक्षण,வகுப்பு இல்லாத சோதனை
"कंठरोध (दोष), चोक","மூச்சுத் திணறல் (குறைபாடு), மூச்சுத் திணறல்"
अन्तरायिक प्रवर्धक,இடைப்பட்ட பெருக்கி
समूह संगीत,குழு இசை
वर्णिक,வண்ணமயமான
वर्णकता,நிறமி
वर्णकता,நிறமி
वर्णकता,நிறமி
वर्णलेख,குரோமடோகிராம்
"वर्णमापी, क्रोमोमीटर","நிறமானி, குரோமோமீட்டர்"
"वर्ण मूलक, क्रोमोफोर",குரோமோஃபோர்
"वर्ण-मंडल, क्रोमोस्फियर","குரோமோஸ்பியர், குரோமோஸ்பியர்"
"समयलेखी, क्रोनोग्राफ, काललेखी","கால வரைபடம், கால வரைபடம், கால வரைபடம்"
"कालमापी, क्रोनोमीटर",காலமானி
"सिनेमा, चलचित्र","திரைப்படங்கள், திரைப்படங்கள்"
चलचित्रकी,ஒளிப்பதிவு
"शून्य, सिफर","பூஜ்யம், மறைக்குறியீடு"
अववृत्तन,மறுநிகழ்வு
परिपथ,சுற்று
परिपथिकी,சுற்று
"वृत्तकार, वृत्तीय","வட்ட, வட்ட"
परिसंचारी,சுற்றுகிறது
"परिसंचरण, परिसंचारण","சுழற்சி, சுழற்சி"
परिसंचारक,சுழற்சி செய்பவர்
परिधिक,சுற்றளவு
परिन्यूक्लीय इलेक्ट्रॉन,அணு எலக்ட்ரான்
परिभू उपग्रह,பரிபு செயற்கைக்கோள்
नागरिक आवृत्ति बैंड,சிவில் அதிர்வெண் பட்டை
"परिनिधान, अधिपट्टन","ஆடை, ஆக்கிரமிப்பு"
बंधन,பத்திரம்
क्लेपेरॉन समीकरण,Klepeyron சமன்பாடு
"चिरसम्मत, चिरप्रतिष्ठित, क्लासिकी","கிளாசிக், கிளாசிக், கிளாசிக்"
"अंतराल, निष्कासन (सं.)","இடைவெளி, நீக்கம் (adj.)"
विदलन,பிளவு
जलवायु,காலநிலை
आरोह,ஏற்ற
"ज्वरमापी, डाक्टरी थर्मामीटर","பைரோமீட்டர், மருத்துவ வெப்பமானி"
कालद वोल्टता,கடிகார மின்னழுத்தம்
दक्षिणावर्त,கடிகாரகடிகாரச்சுற்று
बंद परिपथ,மூடிய சுற்று
बंद-परिपथ टेलीविज़न,மூடிய சுற்று தொலைக்காட்சி
"सुसंकुलित, निविड संकुलित","இறுக்கமாக நிரம்பிய, இறுக்கமாக நிரம்பிய"
सुसंकुलित संरचना,நன்கு தொகுக்கப்பட்ட அமைப்பு
निकटतम उपगमन,நெருங்கிய அணுகுமுறை
निविडतम संकुलित,சமீபத்திய பேக்
समीप दृश्य,நெருக்கமான பார்வை
"मेघ, बादल, अभ्र, धब्बे","மேகங்கள், மேகங்கள், மங்கல், புள்ளிகள்"
गुच्छ,கொத்து
"स्थूल, मोटा, कच्चा, घटिया, अपरिष्कृत","கரடுமுரடான, கரடுமுரடான, கச்சா, தரமற்ற, சுத்திகரிக்கப்படாத"
स्थूल क्रिस्टली,மேக்ரோ படிக
"तट, लक्ष्यघर (रेडार)","கடற்கரை, இலக்கு வீடு (ரேடார்)"
"आवरण, लेप, कोट, विलेप","கவர், கோட், கோட், பூச்சு"
"विलेपन, लेप करना, कोट करना कोटिंग","பூச்சு, பூச்சு, பூச்சு"
समाक्ष,கோக்ஸ்
"कोड, संकेत, संकेतावलि, संहिता, कूट","குறியீடு, அடையாளம், குறியீடு, குறியீடு, குறியீடு"
कोडित,குறியிடப்பட்டது
कोडन स्पंद,குறியீட்டு துடிப்பு
गुणांक,குணகம்
निग्रह,கட்டுப்பாடு
निग्राहिता,சஸ்பென்ஸ்
"संबद्धता, संसक्तता","இணைப்பு, இணைவு"
"संबद्ध, संसक्त","இணைக்கப்பட்ட, இணைக்கப்பட்ட"
संसंजन,ஒற்றுமை
संसंजी,சன்சாஞ்சி
कुंडली,ஜாதகம்
कुंडलित,சுருண்டது
"कुंडलीकरण, कुंडलीभवन, कुंडलन","சுருள், சுருள் கட்டிடம், சுருள்"
संपाट,தட்டையானது
शीत,குளிர்
निम्नताप उत्सर्जन,குறைந்த வெப்பநிலை உமிழ்வுகள்
अवतापीय न्यूट्रॉन,துணை வெப்ப நியூட்ரான்கள்
निपात्य अवस्था,அழித்தல்
"संपार्श्विक, शाखिक, शाखज","இணை, கிளை, கிளை"
"संयोजक, समानुक्रमित्र, कोलेटर","ஒருங்கிணைப்பாளர், ஒருங்கிணைப்பாளர், ஒருங்கிணைப்பாளர்"
संग्रह,சேகரிப்பு
"सामूहिक, समष्टीय","கூட்டு, மக்கள் தொகை"
"संग्राहक, कलेक्टर, संग्राही","சேகரிப்பான், சேகரிப்பான், சேகரிப்பான்"
संघट्टनी कण,மோதும் துகள்
समांतरण,இணையான
"समांतरित, एकदिशीकृत","இணையான, ஒரே திசையில்"
समांतरित्र,இணைகரம்
संरेख,சீரமைப்பு
संरेखता,சீரமைப்பு
"संघट्ट, टक्कर, संघटन","மோதல், மோதல், மோதல்"
कोलॉइडी,கூழ்
"वर्णमापी, कलरीमीटर","வண்ணமானி, நிறமானி"
वर्णान्धता,வண்ண குருட்டுத்தன்மை
वर्ण,பாத்திரம்
"स्तंभ, कॉलम","நிரல், நிரல்"
"कॉमा, रोमगुच्छ, पूंछ, पुच्छ","கமா, டஃப்ட், வால், வால்"
"संयोग, संयोजन, संचय","சேர்க்கை, சேர்க்கை, குவிப்பு"
संयुक्त स्वर,கூட்டு உயிர்
संयुक्त स्वर,கூட்டு உயிர்
दाह्यता,பொறுப்பு
दहन,எரிப்பு
व्यापारिक फेराइट,வணிக ஃபெரைட்
"साधारण, सामान्य, सार्व, सर्वनिष्ठ, उभयनिष्ठ","பொதுவான, பொதுவான, பொதுவான, பொதுவான, பொதுவான"
संचार,தொடர்புகள்
"दिक्परिवर्तन, दत्त परिवर्तन, क्रमविनिमय","திசைதிருப்பல், தரவு மாற்றம், வரிசைமாற்றம்"
"क्रमविनिमेयक, दिक्परिवर्तक, कम्यूटेटर","கம்யூட்டர், கம்யூட்டர், கம்யூட்டர்"
"तुलनित्र, कम्पेरेटर","ஒப்பீட்டாளர், ஒப்பிடுபவர்"
तुलना,ஒப்பீடு
"कुतुबनुमा, दिक्सूचक, कम्पास","திசைகாட்டி, திசைகாட்டி, திசைகாட்டி"
"सुसंगति, संगतता, निषेच्यता, संयोज्यता","இணக்கத்தன்மை, இணக்கத்தன்மை, இணக்கத்தன்மை, இணக்கத்தன்மை"
"क्षतिपूर्ति करना, प्रतिकार करना","ஈடு செய், பழிவாங்கு"
"क्षतिपूर्ति, प्रतिकार, प्रतिपूरण","இழப்பீடு, இழப்பீடு, இழப்பீடு"
प्रतिकारित्र,எதிர் நடவடிக்கைகள்
"संकलन, अनुभाषण","தொகுத்தல், விளக்கம்"
"संकलन, अनुभाषण","தொகுத்தல், விளக்கம்"
पूरकता,நிரப்புத்தன்மை
पूरक,துணை
पूर्ण,முழுமை
संपूरित कोश,முழுமையான செல்
पूर्ण माडुलन,முழுமையான பண்பேற்றம்
"सम्मिश्र, जटिल, संकुल","சிக்கலான, சிக்கலான, தொகுப்பு"
जटिल परमाणु,சிக்கலான அணு
सम्मिश्र फलन,சிக்கலான செயல்பாடு
संरूप,வடிவம்
जटिल क्रियाविधि,சிக்கலான பொறிமுறை
अनुवृत्ति,பின்தொடர்தல்
"घटक, संबद्ध घटक","கூறு, தொடர்புடைய கூறு"
"संयुक्त, मिश्र","இணைந்த, கலப்பு"
"मिश्र, आमिश्र, संयक्त, विवत्त, यौगिक","கலப்பு, கலப்பு, ஒருங்கிணைந்த, நிதி, கூட்டு"
"असरल लोलक, पिंड लोलक",அஸ்ரல் ஊசல்
"संपीड (सं.), संपीडन (क्रि.)","அமுக்கி (பதிப்பு), சுருக்கு (வி.)"
संपीडित,சுருக்கப்பட்டது
संपीड्यता,சுருக்கத்தன்மை
संपीड्य,சுருக்கக்கூடிய
संपीडन,சுருக்கம்
"संपीडित्र, संपीडनी","அமுக்கி, அமுக்கி"
"कॉम्पटन इलेक्ट्रॉन, प्रतिक्षिप्त इलेक्ट्रॉन","காம்ப்டன் எலக்ட்ரான், எதிர் சமநிலை எலக்ட்ரான்"
अभिकलन,கணக்கீடு
अभिकलनी,கணக்கீட்டு
"कंप्यूटर, अभिकलित्र, अभिकलक","கணினி, கணினி, கணினி"
अवतल,குழிவான
उभयावतल,பைன்வெக்ஸ்
"सांद्र करना, गाढ़आ करना, सान्द्र (सं.), संकेन्द्रित करना (क्रि.)","கவனம் செலுத்த, தடிமனாக, குவிய (adj.), குவிய (v.)"
"सांद्रित, गाढ़आ, संकेन्द्रित","குவிந்த, குவிந்த, குவிந்த"
"सांद्रण, गाढ़आपन, सांद्रता, संकेन्द्रण","செறிவு, செறிவு, செறிவு, செறிவு"
"एककेन्द्रीय, संकेन्द्री","ஒருமைய, குவிந்த"
संकल्पना,கருத்து
संकल्पनात्मक,கருத்துரு
"अनुस्तरता, संवादिता","நெருக்கம், தொடர்பு"
"सुसंगत, अनुस्तरी, सुस्वर",ஒத்திசைந்த
"संगामी, अनुगामी","ஒரே நேரத்தில், பின்தங்கிய"
"संघनन, द्रवण","ஒடுக்கம், ஒடுக்கம்"
"संघनित करना, द्रवित होना, द्रवित करना","ஒடுங்க, திரவமாக்க, திரவமாக்க"
"संघनित, द्रवित, संहत","அமுக்கப்பட்ட, திரவமாக்கப்பட்ட, சுருக்கப்பட்ட"
"द्रवणित्र, संधारित्र, संग्राही","மின்தேக்கி, மின்தேக்கி, சேகரிப்பான்"
"प्रतिबंध, शर्त, दशा, अवस्था, परिस्थिति","நிலை, நிலை, நிலை, நிலை, நிலை"
चालकत्व,கடத்துத்திறன்
चालक,இயக்கி
चालन,ஓட்டுதல்
चालकता,கடத்துத்திறன்
विश्वास्यता,விசுவாசம்
"विन्यास, संरूपण","கட்டமைப்பு, கட்டமைப்பு"
विन्यासी,கட்டமைப்பு
संनाभि,குழப்பமான
"सर्वांगसमता, द्विप्रचालरेखा-कुल, समशेषता","ஒற்றுமை, இருமுனையம், சமநிலை"
"सर्वांगसम, समशेष","ஒத்த, ஒத்த"
शांकव,கூம்பு
"संयुग्मी (वि.), संयुग्मन होना (क्रि.)","இணைத்தல் (v.), இணைந்திருத்தல் (ver.)"
पार्श्व संबद्ध,பக்கவாட்டு தொடர்புடையது
"माला संबद्ध, श्रेणी संबद्ध",சங்கிலி தொடர்பான
संबंधक लाइन,இணைப்பு வரி
संबंधन,இணைப்பு
"अनुयोजक, संबंधक","ஸ்பான்சர், இணைப்பான்"
क्रमागत,தொடர்ச்சியாக
संरक्षी,புரவலர்
संरक्षी,புரவலர்
"संगति, अवरोध, गाढ़आपन, गाढ़ता","நிலைத்தன்மை, நிலைத்தன்மை, தடிமன், தடிமன்"
"संगत, अविरोधी","இணக்கமான, எதிர்"
संवादिता,உரையாடல்
संवादी,உரையாடல்
स्थिरता,ஸ்திரத்தன்மை
"नियत, स्थिर, अचल, अपरिवर्ती, एकसमान","நிலையான, நிலையான, அசையாத, மாறாத, சீரான"
कॉन्स्टैन्टन,கான்ஸ்டன்டன்
सतत प्रवाह,தொடர்ச்சியான ஓட்டம்
अपेरणांक,இணை எண்
परिपथ के अभिलाक्षणिक,சுற்றுகளின் சிறப்பியல்புகள்
तारा-मंडल,விண்மீன் கூட்டம்
"रचना, संघटन, गठन","கலவை, கலவை, உருவாக்கம்"
व्यवरुद्ध गति,கட்டுப்படுத்தப்பட்ட வேகம்
व्यवरोध,கட்டுப்பாடு
संकीर्णन,குறுகிய
संपोषी व्यतिकरण,நிலையான குறுக்கீடு
उपभुक्त ऊर्जा,ஆற்றல் நுகரப்படும்
"संस्पर्श, संपर्क, स्पर्श","தொடுதல், தொடுதல், தொடுதல்"
"संस्पर्शित्र, संपर्कक","தொடர்பு, தொடர்பு"
संदूषण,மாசுபாடு
"अंतर्वस्तु, अंश, आधेय","உள்ளடக்கம், பகுதி, பாதி"
"सातत्य, सातत्य","தொடர்ச்சி, தொடர்ச்சி"
अवस्था-सातत्य,மாநில தொடர்ச்சி
"संतत, अखंड, अविछिन्न, अविरत, सतत","தொடர்ச்சியான, உடைக்கப்படாத, உடைக்கப்படாத, தொடர்ச்சியான, தொடர்ச்சியான"
सातत्यक,தொடர்ச்சி
"संकुचित करना, संकुचित होना (क्रि.)","சுருக்க, சுருக்க (ver.)"
संकुचित,சுருக்கு
संकुचन,சுருக்கம்
प्रतिकक्षीय दिशा,எதிர் சுற்றுப்பாதை திசை
प्रतिसम्बन्धित पिंड,உறவினர் உடல்
"विपर्यास, व्यतिरेक","மாறுபாடு, மாறுபாடு"
नियंत्रण,கட்டுப்பாடு
संवहन,வெப்பச்சலனம்
संवहन-पद,அனுப்பும் பதவி
संवहनी,இரத்தக்குழாய்
रूढ़ परमाणु भार,வழக்கமான அணு எடை
"अभिसरित करना, अभिसरित होना","குவிய, குவிய"
"अभिसरण, अभिसारिता","குவிதல், குவிதல்"
अभिसरणकारी लेन्स,ஒன்றிணைக்கும் லென்ஸ்
"विलोम, विपरीत","எதிர், எதிர்"
विलोमतः,VICA மாறாக
रूपांतरण,மாற்றம்
रूपान्तरित,மாற்றப்பட்டது
परिवर्तक,மாற்றி
परिवर्तनीय लेन्स,மாற்றத்தக்க லென்ஸ்
उत्तल,குவிந்த
उत्तलता,குவிவு
उत्तलावतल,குவிந்த
उभयोत्तल,பைகான்வெக்ஸ்
शीतक,குளிரூட்டி
"शीतक यंत्र, शीतित्र","குளிரூட்டி, குளிர்விப்பான்"
कूलिज नलिका,குளிரூட்டும் குழாய்
शीतन,குளிர்ச்சி
शीतक,குளிரூட்டி
सहकारी परिघटना,கூட்டுறவு நிகழ்வு
"निर्देशी, निर्देशांक","ஒருங்கிணை, ஒருங்கிணை"
निर्देशक अक्ष,இயக்குனர் அச்சு
समतलीय,பிளானர்
समतलीयता,சமதளம்
"प्रतिलिपिकरण, प्रतिलिपि, प्रति","நகல், நகல், நகல்"
क्रोड,கோர்
क्रोडीय इलेक्ट्रॉन,மைய எலக்ட்ரான்
कोरिऑलिस त्वरण,கோரியோலிஸ் முடுக்கம்
कोरिऑलिस बल,கோரியோலிஸ் படை
"किरीट, कोरोना","கிரிட், கரோனா"
कोरोना ऑस्ट्रेलिस,கொரோனா ஆஸ்திரேலிஸ்
कोरोना बोरिएलिस,கரோனா பொரியாலிஸ்
किरीटीय सौर ज्वाला,சூரிய ஒளி
कणिका,சிறுமணி
"कणिकामय, कणिका",சிறுமணி
"संशुद्ध, सही","சரி, சரி"
संशोधित,திருத்தப்பட்ட
"संशुद्धि, संशोधन","திருத்தம், திருத்தம்"
सहसंबंध,இணை உறவு
"संगत होना, तदनरूपी होना","ஒத்துப்போக, ஒத்துப்போக"
संगति-नियम,சங்க விதிகள்
संगत,துணை
कोसाइन नियम,கொசைன் விதி
अंतरिक्षी बाहुल्य,விண்வெளி மிகுதி
ब्रह्मांडीय,அண்டவியல்
अंतरिक्ष किरणी प्रस्फोट,விண்வெளி கதிர் வெடிப்பு
"अंतरिक्ष किरण, कॉस्मिक किरण","விண்வெளிக் கதிர், காஸ்மிக் கதிர்"
अंतरिक्ष किरणवर्षण,விண்வெளி மழைப்பொழிவு
अंतरिक्ष,விண்வெளி
ब्रह्मांडिकीय,அண்டவியல்
"ब्रह्मांडिकी, ब्रह्मांड-विज्ञान","அண்டவியல், அண்டவியல்"
अंतरिक्षयात्री,விண்வெளி
अंतरिक्षयानिकी,விண்வெளி
"कॉसमस, ब्रह्मांड","அண்டம், பிரபஞ்சம்"
कूलॉम,கூலம்ப்
कूलॉमी क्षेत्र,கூலோமி பகுதி
कूलॉमीटर,கூலோமீட்டர்
"गिनती, गणना, गणनांक, काउंट","எண்ணு, எண்ணு, எண்ணு, எண்ணு"
"अवगणनांक, विलोम गणन","எண்ணுதல், தலைகீழ் எண்ணுதல்"
"गणित्र, काउंटर, फलक","கால்குலேட்டர், கவுண்டர், பேனல்"
वामावर्त,எதிரெதிர் திசையில்
"विपरीत धारा, प्रति प्रवाह","தலைகீழ் மின்னோட்டம், எதிர் மின்னோட்டம்"
विरोधी विद्युतवाहक-बल,மின்னோட்ட சக்தியை எதிர்க்கிறது
प्रतियुक्ति,பிரதிநிதித்துவம்
"प्रतितोल, धड़आ",தலைகீழ் உடற்பகுதி
गणन-दर,எண்ணிக்கை விகிதம்
"गणनांक, गणन-संख्या, गिनती, गणना","எண்ணு, எண்ணு-எண், எண்ணு, எண்ணு"
बल-युग्म,படை ஜோடி
युग्मित,இணைந்தது
युग्मक,இணைப்பான்
युग्मन,இணைத்தல்
"अभीष्ट दिशा, पथ, मार्ग","நோக்கம் திசை, பாதை, பாதை"
सहसंयोजकता,கோவலன்சி
सहसंयोजकता,கோவலன்சி
सहसंयोजक,ஒத்துழைப்பவர்
सहप्रसरण,இணை மாறுபாடு
सहपरिवर्ती,உடன்படும்
"व्याप्ति क्षेत्र, प्रसारण क्षेत्र","கவரேஜ் பகுதி, ஒளிபரப்பு பகுதி"
आवरण-पट्टिका,கவர் தாள்
चटचटाहट,அரட்டை
जनन दर,கருவுறுதல் விகிதம்
"मंद विरूपण, विसर्पण",சிறிய விலகல்
"शिखर, कलगी",உச்சம்
"कसौटी, निकष","அளவுகோல், அளவுகோல்"
क्रांतिक,முக்கியமான
क्रांतिकता,விமர்சனம்
मकर क्लिप,மகர கிளிப்
क्रुक्स का अदीप्त प्रदेश,வஞ்சகர்களின் இருண்ட சாம்ராஜ்யம்
"क्रॉस, संकर संकरण",குறுக்கு-கலப்பின கலப்பு
"क्रॉस बैंड, परस्पर संचार",குறுக்கு இசைக்குழு தொடர்பு
अप्रासंगिक वर्ण व्यक्तिकरण,பொருத்தமற்ற தன்மை ஆளுமை
क्रॉस संबंधन,குறுக்கு உறவுகள்
क्रॉसित क्षेत्र,கடக்கும் பகுதி
अल्पतम विपथी लेन्स,குறைந்தது பிறழ்வு லென்ஸ்
तिर्यक् उत्पाद,குறுக்கு தயாரிப்பு
अप्रासंगिक सिग्नल,பொருத்தமற்ற சமிக்ஞை
तलों का अतिक्रमण,மாடிகளின் ஆக்கிரமிப்பு
संक्रमण क्षेत्र,மாற்றம் மண்டலம்
संक्रमण बिंदु,மாற்றம் புள்ளி
विनिमय मान,பரிமாற்ற மதிப்பு
"वेक्टर-गुणनफल, सदिश गुणनफल",vector-product vector தயாரிப்பு
"अनुप्रस्थ काट, अनुप्रस्थ परिच्छेद","குறுக்கு வெட்டு, குறுக்கு வெட்டு"
"गुणित पद, संकरपद","பல கால, கலப்பின கால"
क्रॉस तार,குறுக்கு கம்பி
"क्राऊन चाक्षुष काँच, क्राऊन प्रकाशिक काँच","கிரீடம் ஒளியியல் கண்ணாடி, கிரீடம் ஒளியியல் கண்ணாடி"
शीतजन मिश्रण,குளிர்விக்கும் கலவை
निम्नताप इलेक्ट्रॉनिकी,குறைந்த வெப்பநிலை மின்னணுவியல்
निम्नतापी,தாழ்வெப்பநிலை
निम्नतापिकी प्रयोगशाला,கிரையோஜெனிக் ஆய்வகம்
निम्रतापिकी,நிம்ரதாபிகி
हिमांकमापी,உறைபனி அளவு
हिमांकमितीय स्थिरांक,கிரையோமெட்ரிக் மாறிலி
क्रिस्टल,படிகம்
"क्रिस्टलीय, रवेदार","படிக, நார்ச்சத்து"
"क्रिस्टलन, क्रिस्टलीकरण, क्रिस्टलीभवन","படிகமாக்கல், படிகமாக்கல், படிகமாக்கல்"
"क्रिस्टल वैज्ञानिक, क्रिस्टल विज्ञानवेत्ता",படிக விஞ்ஞானி
क्रिस्टल-संरचनात्मक,படிக-கட்டமைப்பு
क्रिस्टल संरचनात्मक,படிக அமைப்பு
"क्रिस्टलिकी, क्रिस्टल विज्ञान","படிகவியல், படிக அறிவியல்"
जालक स्थानांतरण संक्रिया,லட்டு பரிமாற்ற செயல்பாடு
क्रिस्टल श्मश्रु,படிக கறை
"घन, क्यूब",கன சதுரம்
"घन, घनाकृति, घनीय, त्रिघात, घनीय, त्रिसमलंबाक्ष","கன சதுரம், கன சதுரம், கன சதுரம், முக்கோணம், கன சதுரம், முக்கோணம்"
घनीय विदलन,கன பிளவு
कक्षिका,சுற்றுப்பாதை
संचयी,ஒட்டுமொத்த
क्यूरी नियतांक,க்யூரி மாறிலி
क्यूरी प्रभाव,கியூரி விளைவு
"क्यूरी बिन्दु, क्यूरी तापांक, क्यूरी विचुबकतांक","கியூரி பாயிண்ட், கியூரி டெம்பரேச்சர், கியூரி டிமேக்னடைசேஷன் பாயின்ட்"
क्यूरी,கியூரி
धारा,ஓடை
धारा का अल्पांश,சிறுபான்மை நீரோடை
विरतीकरण,விநியோகம்
वक्रता,வளைவு
"वक्र, वक्र रेखा",வளைவு வளைவு கோடு
वक्रित,வளைந்த
वक्र दंड,வளைவு பட்டை
वक्र पृष्ठ,வளைந்த பக்கம்
वृद्धि-वक्र,வளர்ச்சி வளைவு
वक्ररेखी,வளைவு
"छेदक अंतक, छाड़न","துளைப்பான், வெட்டுதல்"
अंतक क्षेत्र,இறுதி மண்டலம்
अंतक आवृत्ति,இறுதி அதிர்வெண்
अंतकीय बिंदु,இறுதி புள்ளி
अंतकीय बिंदु वेग,முனைய புள்ளி வேகம்
अंतक वोल्टता,முனைய மின்னழுத்தம்
"कर्तित्र, कर्तक","நிகழ்த்துபவர், நிகழ்த்துபவர்"
साइबरनेटिक्स,சைபர்நெடிக்ஸ்
"चक्र, आवर्तन, साइकिल","சுழற்சி, சுழற்சி, சுழற்சி"
साइकिल प्रति सेकंड,வினாடிக்கு சுழற்சிகள்
"चक्रीय, चक्रिक","சுழற்சி, சுழற்சி"
चक्रण,சுழல்
चक्रजीय लोलक,சுழற்சி ஊசல்
साइक्लोट्रॉन,சைக்ளோட்ரான்
साइक्लोट्रॉन आवृत्ति,சைக்ளோட்ரான் அதிர்வெண்
"बेलन, सिलिन्डर","உருளை, உருளை"
"बलेनाकार, सिलिन्डराकार, बेलनी, सिलिन्डरी","உருளை, உருளை வடிவம், உருளை, உருளை"
सिलिंडरी हार्मोनिक,சிலிண்டர் ஹார்மோனிக்
अवमंदित,ஈரப்படுத்தப்பட்டது
अवमंदित सरल आवर्त दोलन,damped எளிய ஹார்மோனிக் அலைவு
अवमंदक,தணிப்பு
डेन्यल सेल,டேனியல் செல்
अदीप्त,இருள்
"दत्त संसाधन, उपात्त संसाधन, न्यास संसाधन","நன்கொடை வளங்கள், துணை வளங்கள், நம்பிக்கை வளங்கள்"
"विघटन उत्पादक, दुहिता उत्पादत, मूलज, संतति","சிதைவு உற்பத்தியாளர், பால் உற்பத்தி, பெற்றோர், சந்ததி"
डैविसन गर्मर प्रयोग,டேவிசன் சூடான பரிசோதனை
डी. सी. (दिष्टधारा),டி.சி. (ஆணை)
निष्क्रिय भाग,செயலற்ற பகுதி
मूक स्थल,அமைதியான இடம்
दे ब्राग्ली तरंग दैर्घ्य,டி பிராக்லி அலைநீளம்
डेबाई अभिलाक्षणिक ताप,Debye பண்பு வெப்பநிலை
"डेबाई दैर्घ्य, डेबाई दूरी","Debye நீளம், Debye தூரம்"
डेबाई-विश्रांति काल,கடன்-இடைவெளி
क्षय,சிதைவு
क्षयांक,சிதைவு குறியீடு
मंदक,நீர்த்த
मंदन,தடு
अभिविराम काल,இடைநிறுத்த நேரம்
डेसिबेल,டெசிபல்
डेसिबेलमापी,டெசிபிலோமீட்டர்
"दशमलव, दशमिक","தசம, தசம"
विवर्गीकरण,வகைப்பாடு
"दिक्पात, क्रांति, उपक्रम, डिक्लिनेशन","எழுச்சி, புரட்சி, முயற்சி, சரிவு"
समक्रांतिक वृत्त,ஐசோமெட்ரிக் வட்டம்
"कूटवाचक, विकोडक",குறிவிலக்கி
"अपघटन, वियोजन","சிதைவு, கரைதல்"
विसंपीडन,டிகம்பரஷ்ஷன்
विसंदूषण,தூய்மைப்படுத்துதல்
अलंकरण,அலங்காரம்
वियुग्मन,இணைத்தல்
ह्रासमान फलन,செயல்பாடு குறைகிறது
अपक्षय,வானிலை
विप्रबलन,மீறல்
अधस्थ तल,அடித்தளம்
गहन अंतरिक्ष,ஆழமான இடம்
व्युत्तेजन,வழித்தோன்றல்
"दोष, त्रुटि, क्षति, कमी","குறைபாடு, பிழை, சேதம், குறைபாடு"
सदोष,தவறான
प्रतिरक्षा,நோய் எதிர்ப்பு சக்தி
सीमक द्वारक,வரம்பு கதவு
"परिभाषा, स्पष्टता, निश्चय","வரையறை, தெளிவு"
विक्षेपित करना,திசைதிருப்ப
विक्षेपक,deflector
"विक्षेप, विक्षेपण","விலகல், விலகல்"
विक्षेपी विफोकसन,திசை திருப்பும் கவனம்
विक्षेप-द्विगुणन दर्पण,விலகல்-இரட்டை கண்ணாடி
विक्षेपक क्षेत्र,விலகல் மண்டலம்
गुरुत्व-प्रभावित विक्षेप,ஈர்ப்பு-பாதிக்கப்பட்ட விலகல்
विक्षेप पट्टिकाएँ,சுருக்க தட்டுகள்
विफ़ओकसन,கவனம்
विरूप्यता,சிதைவு
"विरूपण, विकृति","சிதைவு, சிதைவு"
विगैसन,விகாசன்
"अपभ्रष्टता, अपह्रास","அநாகரிகம், துஷ்பிரயோகம்"
"अपभ्रष्ट होना (क्रि.), अपभ्रष्ट (सं.), अपह्रासित (वि.)","தீட்டுப்படுத்தப்பட வேண்டும் (ver.), தாழ்த்தப்பட்ட (n.), தாழ்த்தப்பட்ட (v.)"
अपभ्रष्ट गैस,கழிவு வாயு
"अपभ्रंशन, अपह्रासन, व्यपजनन, विपोषण","aberration, aphasia, deprivation, deprivation"
वितोषी,மகிழ்ச்சியளிக்கிறது
"डिग्री, अंश, परिमाण, घात, कोटि, मात्रा, अंशांक","பட்டம், பட்டம், அளவு, பட்டம், பட்டம், அளவு, எண்"
सांद्रता-मात्रा,செறிவு-தொகுதி
वियोजन-मात्रा,விலகல் அளவு
स्वतंत्रता की कोटि. स्वातंत्र्य कोटि,சுதந்திரம் பட்டம். சுதந்திரம் பட்டம்
आयनन की मात्रा,அயனியாக்கம் அளவு
