Telugu,Malayalam
ఎముక యొక్క రుగ్మతలు,അസ്ഥിയുടെ തകരാറുകൾ
వ్యాప్తి,കീര്ത്തി
దూర,വിദൂര
దూర మెలికలు తిరిగింది,തെറ്റാണ്
దూర నెఫ్రాన్,വിദൂര നെഫ്രോൺ
దూర ఫలాంక్స్,വിദൂര ഫലാങ്ക്സ്
దూర వర్ణద్రవ్యం,വിദൂര പിഗ്മെന്റ്
రోజువారీ,അരൂണൽ
డైవాలెంట్ కేషన్,അവ്യക്തമായ കലനം
డైవాలెంట్,അവശിഷ്ടമായ
డైవర్జ్,വ്യതിചലിക്കുക
డైవర్జెన్స్,വ്യത്യാഗങ്ങൾ
వైవిధ్యం,വൈവിധ്യം
శ్రమ విభజన,അധ്വാനത്തിന്റെ വിഭജനം
విభజన,ഡിവിഷൻ
విభజన,ഡിവിഷൻ
Dషధ ఆధారిత RNA పాలిమరేస్,ഡിഎൻഎ ആശ്രിതൻ ആർഎൻഎ പോളിമറേസ്
DNA బ్లాటింగ్,ഡിഎൻഎ ബ്ലോക്കിംഗ്
DNA చీలిక,ഡിഎൻഎ പിളർപ്പ്
DNA క్లోనింగ్,ഡിഎൻഎ ക്ലോയിനിംഗ്
DNA నడిచే హైబ్రిడైజేషన్,ഡിഎൻഎ ഡ്രൈവ് ഹൈബ്രിഡൈസേഷൻ
DNA వేలిముద్ర,ഡിഎൻഎ വിരലടയാളം
DNA లైబ్రరీ,ഡിഎൻഎ ലൈബ്രറി
DNA ద్రవీభవన,ഡിഎൻഎ ഉരുകുന്നു
DNA మిథైలేషన్,ഡിഎൻഎ മെത്തിലൈലേഷൻ
DNA పాలిమరేస్,ഡിഎൻഎ പോളിമറേസ്
DNA ప్రోబ్,ഡിഎൻഎ അന്വേഷണം
DNA మరమ్మత్తు,ഡിഎൻഎ റിപ്പയർ
DNA ప్రతిరూపం,ഡിഎൻഎ ആവർത്തിക്കുക
DNA ప్రతిరూపణ,ഡിഎൻഎ റെപ്ലിക്കേഷൻ
DNA క్రమం,ഡിഎൻഎ ശ്രേണി
DNA స్ప్లికింగ్,ഡിഎൻഎ സ്പ്ലിംഗ്
DNA సూపర్ కాయిలింగ్,ഡിഎൻഎ സൂപ്പർ കോയിലിംഗ്
DNA ట్రాన్స్క్రిప్షన్,ഡിഎൻഎ ട്രാൻസ്ക്രിപ്ഷൻ
DNA వెక్టర్,ഡിഎൻഎ വെക്റ്റർ
డాబ్సన్ యూనిట్,ഡോബൺ യൂണിറ്റ്
డాగ్‌ఫిష్,ഡോഗ് ഫിഷ്
డోలియోలం,ഡോളിയോലം
డాల్ఫిన్,ഡോൾഫിൻ (സസ്തനി)
దేశీయ జంతువు,വളർത്തുമൃഗം
పెంపుడు జంతువు,വളർത്തുമൃഗങ്ങൾ
పెంపుడు మొక్క,വളർത്തുമൃഗങ്ങൾ
పెంపకం,വടികം
పెంపకం,വടികം
ఆధిపత్య జన్యువు,ആധിപത്യം ജീൻ
ఆధిపత్య యూనిట్ కారకం,പ്രബലമായ യൂണിറ്റ് ഘടകം
డోన్నన్ సమతౌల్యం,ഡോണൻ സന്തുലിതാവസ്ഥ
దాత సెల్,ഡോണോർ സെൽ
డాప్లర్ ప్రభావం,ഡോപ്ലർ ഇഫക്റ്റ്
డోర్సల్ లోపలి ఉపరితలం,ഡോർസൽ ആന്തരിക ഉപരിതലം
డోర్సల్ నరాల త్రాడు,ഡോർസൽ നാഡി ചരട്
నిద్రాణస్థితి,പ്രവർത്തനരഹിതമായ
డోర్సల్ ఫిన్,ഡോർസൽ ഫിൻ
ప్రశంసక వ్యవస్థ,ഡോർസൽ പൊള്ളയായ നാഡീവ്യവസ്ഥ
డోర్సల్ నాసికా రంధ్రం,ഡോർസൽ മൂക്ക്
డోర్సల్ రూట్ గ్యాంగ్లియన్,ഡോർസൽ റൂട്ട് ഗാംഗ്ലിയൻ
డోర్సల్ ఉపరితలం,ഡോർസൽ ഉപരിതലം
డోర్సల్ విసెరల్ హంప్,ഡോർസൽ വിസ്കോറൽ ഹമ്പ്
డోర్సివెంట్రల్ ఆకు,ഡോർസിവീൻറ് ഇല
డబుల్ బాండ్,ഇരട്ട ബോണ്ട്
డబుల్ కొబ్బరి,ഇരട്ട തേങ്ങ
డబుల్ హెలిక్స్,ഇരട്ട ഹെലിക്സ്
డబుల్ స్ట్రాండెడ్ స్ట్రక్చర్,ഇരട്ട സഞ്ചരിച്ച ഘടന
దిగువ,താഴേക്ക്
దిగువ ప్రాసెసింగ్,ഡ own ൺസ്ട്രീം പ്രോസസ്സിംഗ്
డౌన్ సిండ్రోమ్,ഡ down ൺ സിൻഡ്രോം
డ్రాకేనా,കൊകന
డ్రాకో,ഡ്രാക്കോ
డ్రాగన్ ఫ్లై,ഡ്രാഗൺ ഈച്ച
బిందువు,തുള്ളി
డ్రాప్సీ,ഡ്രോപ്പ് ചെയ്ത
డ్రోసోఫిలా మెలనోగాస్టర్,ഡ്രോസോഫില മെലാനോഗാസ്റ്റർ
కరువు,വരള്ച്ച
కరువు నిరోధక గడ్డి,വരൾച്ചയെ പ്രതിരോധിക്കുന്ന പുല്ല്
డ్రగ్,മരുന്ന്
డ్రగ్,മരുന്ന്
మందుల దుర్వినియోగం,മയക്കുമരുന്ന് ദുരുപയോഗം
డ్రమ్ స్టిక్,ഡ്രം വടി
Drupe,ഡ്രൂപ്പ്
పొడి బయోమాస్,വരണ്ട ബയോമാസ്
పొడి నిక్షేపణ,വരണ്ട നിക്ഷേപം
డ్రైయోపిథెకస్,ഡ്രൈപിതെക്കസ്
డ్రైయోప్టెరిస్,ടി വഷളായ
డక్టిల్ ఎఫెరెంట్,Duxtule എഫറന്റ്
డక్టస్ ఆర్టెరియోసస్,Ducus arteriosus
డక్టస్ ఎపిడిడిమస్,Ducus എപ്പിഡിഡൈഡിമുസ്
డుయోడెనమ్,ഡുവോഡിനം
నకిలీ,ഇരട്ടിക്കല്
దురామాటర్,ഡ്യൂറമറ്റർ
దురామెన్,Dumamen
డురాంటా,ദുരുന്റ
దుమ్ము కాలుష్యం,പൊടി മലിനീകരണം
మరగుజ్జు,കുള്ളൻ
మరుగుజ్జు,കുള്ളൻ
మరగుజ్జు-కాండం ప్లాంట్,കുള്ളൻ സ്റ്റെം പ്ലാന്റ്
డైనిన్,Dynein
అంకె,അക്കം
ఈగిల్,കഴുകന്
చెవి ఒస్సికల్,ഇയർ ഓസിക്കിക്കി
ఇయర్‌కాకిల్,ഇയർകോക്കുക
ప్రారంభ జీవితం,ആദ്യ ജീവിതം
ప్రారంభ కలప,ആദ്യകാല മരം
EARMUFF,ഇയർമഫ്
ఎర్త్ సమ్మిట్,ഭൂമി ഉച്ചകോടി
తినడం మరియు తినడం,ഭക്ഷണം കഴിക്കുകയും കഴിക്കുകയും ചെയ്യുന്നു
భూమి,ഭൂമി
భూమి,ഭൂമി
ఎబెనల్స్,Ebenales
Ebracteate,ഇബ്രാക്ടൈറ്റ്
ఎచెనిస్,എലിനിസ്
ఎచినోకాకస్,എക്കിനോക്കോക്കസ്
ప్రతిధ్వని,എക്കോളോക്കേഷൻ
ఎక్లిప్టా ఆల్బా,എക്ലിപ്റ്റ ആൽബ
పర్యావరణ అనుసరణ,പാരിസ്ഥിതിക അഡാപ്റ്റേഷൻ
పర్యావరణ సామర్థ్యం,പാരിസ്ഥിതിക കാര്യക്ഷമത
పర్యావరణ పరస్పర ఆధారపడటం,പാരിസ്ഥിതിക പരസ്പരശ്രാർത്ഥത്വം
ఎకోలాజికల్ పిరమిడ్,പാരിസ്ഥിതിക പിരമിഡ്
పర్యావరణ పారిశుధ్యం,പാരിസ്ഥിതിക ശുചിത്വം
పర్యావరణ వారసత్వం,പാരിസ്ഥിതിക പിന്തുടർച്ച
పర్యావరణ సుస్థిరత,പാരിസ്ഥിതിക സുസ്ഥിരത
పర్యావరణ శాస్త్రవేత్త,അനുഭാശാസ്തജ്ഞന്
ఎకాలజీ,പരിസ്ഥിതിവിജ്ഞാനം
ఎకాలజీ అండ్ ఎన్విరాన్మెంట్,പരിസ്ഥിതിയും പരിസ്ഥിതിയും
ఎకోసాన్ టాయిలెట్,ഇക്കോസൻ ടോയ്ലറ്റ്
పర్యావరణ వ్యవస్థ,ACosystem
పర్యావరణ వ్యవస్థ వైవిధ్యం,ആവാസവ്യവസ്ഥ വൈവിധ്യം
పర్యావరణ వ్యవస్థ ప్రక్రియ,ഇക്കോസിസ്റ്റം പ്രോസസ്സ്
పర్యావరణ వ్యవస్థ సేవ,ഇക്കോസിസ്റ്റം സേവനം
ఎకోటోన్,ഇക്കോടോൺ
పర్యావరణ పర్యాటకం,ഇക്കോടൂറിസം
ఎకోటైప్,ഇക്കോടൈപ്പ്
ECP ప్రవణత,ഇസിപി ഗ്രേഡിയന്റ്
ఎక్టోకార్పస్,എക്ടോകാർപസ്
ఎక్టోడెర్మ్,പതിനിധി
ఎక్టోమైకోరైజా,Ecomycorhizee
ఎక్టోపరాసైట్,എക്ടോപരാസിറ്റ്
ఎక్టోపిక్ గర్భం,എക്ടോപിക് ഗർഭധാരണം
ఎక్టోథెర్మ్,Eettotherm
ఎక్టోథెర్మిక్,Eettermic
అంచు ప్రభావం,എഡ്ജ് ഇഫക്റ്റ്
అంచు జాతులు,എഡ്ജ് സ്പീഷിസുകൾ
ప్రభావవంతమైన స్ట్రోక్,ഫലപ്രദമായ സ്ട്രോക്ക്
ఎఫెక్టర్,ഫലപ്രാമം
ఎఫెక్టర్,ഫലപ്രാമം
ఎఫెరెంట్,പത്തായ
ఎఫెరెంట్ ఆర్టెరియోల్,എഫെറന്റ് ആർട്ടീരിയൽ
సమర్థత సూచిక,കാര്യക്ഷമത സൂചിക
ప్రసరించే,മാലിന്യനിര്ണ്ണി
ప్రసరించే చికిత్సా ప్లాంట్ (ఇటిపి),മാലിന്യ ചികിത്സാ പ്ലാന്റ് (ഇടിപി)
ప్రవాహం,ഇഫ്ലൂക്സ്
Egsted,സ്വീസ്റ്റഡ്
గుడ్డు,മുട്ട
గుడ్డు ఉపకరణం,മുട്ട ഉപകരണങ്ങൾ
అహం సెంట్రిజం,അഹംചേരം
ఐకార్నియా క్రాసిప్స్,ഇരിക്കോണിയ ക്രാസിപ്പുകൾ
స్ఖలనం వాహిక,സ്ഖലന ഫോർവേറ്റ്
ఎల్ నినో ప్రభావం,എൽ നിനോ പ്രഭാവം
ఎలియోప్లాస్ట్,എലയോപ്ലാസ്റ്റ്
ఎలాస్మోబ్రాంచ్,എലസ്മോബ്രാഞ്ച്
సాగే ఫైబర్,ഇലാസ്റ്റിക് ഫൈബർ
సాగే శక్తి,ഇലാസ്റ്റിക് ഫോഴ്സ്
స్థితిస్థాపకత,ഇലാസ്തികത
ఎలాస్టిన్,എലാസ്റ്റിൻ
ఎలాటర్,എയ്റ്റർ
ఎలక్ట్రిక్ ఫీల్డ్,വൈദ്യുത മണ്ഡലം
ఎలక్ట్రిక్ ఇల్యూమినేటర్,ഇലക്ട്രിക് ലളിനിയർ
ఎలక్ట్రిక్ ఆర్గాన్,വൈദ്യുത അവയവം
విద్యుత్ ఉత్సర్గ,വൈദ്യുത ഡിസ്ചാർജ്
విద్యుత్ సంభావ్య వ్యత్యాసం,വൈദ്യുത സാധ്യതയുള്ള വ്യത്യാസം
ఎలక్ట్రికల్ సినాప్సే,വൈദ്യുത സിനാപ്സ്
గుండె కంపన (ఇజిజిజి,ഇലക്ട്രോകാർഡിയോഗ്രാം (ഇസിജി)
ఎలక్ట్రో కార్డియోగ్రాఫ్,ഇലക്ട്രോകാർഡിയോഗ്രാഫ്
ఎలక్ట్రో కార్డియోగ్రఫీ,ഇലക്ട്രോകാർഡിയോഗ്രാഫി
ఎలక్ట్రోకెమికల్ ప్రోటాన్ గ్రేడియంట్,ഇലക്ട്രോകെമിക്കൽ പ്രോട്ടോൺ ഗ്രേഡിയന്റ്
ఎలెక్ట్రోఎన్సెఫలోగ్రామ్,ഇലക്ട്രോസെൻസ്ഫലോഗ്രാം
ఎలెక్ట్రోఎన్సెఫలోగ్రఫీ,ഇലക്ട്രോസെൻസ്ഫലോഗ്രഫി
ఎలక్ట్రోజెనిక్,ഇലക്ട്രോജനിക്
విద్యుదయస్కాంత లెన్స్,വൈദ്യുതകാന്തിക ലെൻസ്
విద్యుదయస్కాంత వికిరణం,വൈദ്യുതകാന്തിക വികിരണം
విద్యుదయస్కాంత సిద్ధాంతం,വൈദ്യുതകാന്തിക സിദ്ധാന്തം
ఎలక్ట్రాన్ అంగీకారం,ഇലക്ട്രോൺ സ്വീകരിച്ചവർ
ఎలక్ట్రాన్ బాంబు దాడులు,ഇലക്ട്രോൺ ബോംബാക്രമണം
ఎలక్ట్రాన్ లోపం,വൈകുത്ത
ఎలక్ట్రాన్ దాత,ഇലക്ട്രോൺ ഡോളർ
ఎలక్ట్రాన్ మైక్రోస్కోప్,ഇലക്ട്രോൺ മൈക്രോസ്കോപ്പ്
ఎలక్ట్రాన్ పారదర్శకత,ഇലക്ട്രോൺ സുതാര്യത
ఎలక్ట్రాన్ రవాణా గొలుసు,ഇലക്ട്രോൺ ട്രാൻസ്പോർട്ട് ശൃംഖല
ఎలక్ట్రాన్ రవాణా వ్యవస్థ,ഇലക്ട്രോൺ ട്രാൻസ്പോർട്ട് സിസ്റ്റം
ఎలెక్ట్రోనెగేటివ్,വൈദ്യുതഞ്ചേറ്റീവ്
ఎలెక్ట్రోనెగేటివ్ అణువు,ഇലക്ട്രോനെറ്റീവ് ആറ്റം
ఎలక్ట్రానిక్ వ్యర్థాలు,ഇലക്ട്രോണിക് മാലിന്യങ്ങൾ
ఎలెక్ట్రోఫోరేసిస్,ഇലക്ട്രോഫോറെസിസ്
ఎలెక్ట్రోపోరేషన్,വൈദ്യുത
ఎలెక్ట్రోస్టాటిక్ ప్రెసిపిటేటర్,ഇലക്ട്രോസ്റ്റാറ്റിക് പ്രീപിറ്ററ്റർ
మూలకం,മൂലകം
మూలకం,മൂലകം
ఎలిఫాస్,എലിഫാസ്
ఎలిప్సోయిడ్ స్ట్రిప్,Elipsoid strip
దీర్ఘవృత్తాకార ఉమ్మడి,എല്ലിപ്സോൈഡൽ ജോയിന്റ്
పొడుగుచేసిన హృదయం,നീളമേറിയ ഹൃദയം
పొడుగు కారకం,നീളമേറിയ ഘടകം
ఎల్ఫిడియం,എൽഫിഡിയം
ఎలుషన్,ഇച്ഛാശക്തി
Emarginate,മാര്ഗിനേറ്റ് ചെയ്യുക
ఎమాస్క్యులేషన్,കഴിവ്
పిండ సంస్కృతి,ഭ്രൂണ സംസ്കാരം
పిండం అభివృద్ధి,ഭ്രൂണ വികസനം
పిండం రెస్క్యూ,ഭ്രൂണ രക്ഷാപ്രവർത്തനം
పిండం,ഭൂണം
పిండం శాక్,ഭ്രൂണ സഞ്ചി
పిండ పరిశోధన,ഭ്രൂണ ഗവേഷണം
పిండశాస్త్రం,സ്മൈഫോളജി
పిండం బ్లాస్టోపోర్,ഭ്രൂണ ബ്ലാസ്റ്റോപ്പോർ
పిండం అభివృద్ధి,ഭ്രൂണ വികസനം
పిండ మరణాలు,ഭ്രൂണത്തിന്റെ മരണനിരക്ക്
ఎమర్జెంట్ హైడ్రోఫైట్,ഉയർന്നുവരുന്ന ഹൈഡ്രോഫിറ്റെ
వలస,കുടിയേറിപാര്പ്പ്
ఎమిలియా సోంచిఫోలియా,എമിലിയ സോൺചിഫോളിയ
భావోద్వేగ అల్లకల్లోలం,വൈകാരിക പ്രക്ഷുബ്ധത
Empetraceae,എംപെട്രാസേയ്
ఎంఫిసెమా,Emphsema
అనుభావిక సూత్రం,അനുഭവ സൂത്രവാക്യം
ఎము,ഇമു
ఎమల్సిఫైయింగ్,എമൽസിഫിക്കേഷൻ
ఎనిమా,Eട
ఎనామెల్,ഇനാമൽ
ఎన్కోడ్ చేసిన ఎంజైమ్,എൻകോഡുചെയ്ത എൻസൈം
ఎన్సిస్టేషన్,വിനീതം
ఎండ్ వాల్,അവസാനം മതിൽ
అంతరించిపోతారు,വംശനാശഭീഷണി നേരിടുന്ന
స్థానిక,വിളവ്
ఎండెమిజం,അനധനാമം
ఎండర్గోనిక్ ప్రతిచర్య,എൻഡർഗോണിക് പ്രതികരണം
ఎండోకార్ప్,എൻഡോകാർപ്പ്
ఎండోక్రైన్ వ్యవస్థ,എൻഡോക്രൈൻ സിസ്റ്റം
ఎండోసైటోసిస్,എൻഡോസൈറ്റോസിസ്
ఎండోడెర్మ్,എൻഡോഡെം
ఎండోలింప్,Andolymph
ఎండోమెట్రియం,എൻഡോമെട്യം
ఎండోమైకోరైజా,എൻഡോമുവിസീസ
ఎండోన్యూకలీస్ రికగ్నిషన్ సైట్,അഡ്രോക്കുക്ലേസ് റെക്കനിഷൻ സൈറ്റ്
ఎండోప్లాస్మిక్ రెటిక్యులం,എൻഡോപ്ലാസ്മിക് റെറ്റിക്യുലം
ఎండోస్కోప్,എൻഡോസ്കോപ്പ്
ఎండోస్కోపీ,എഡോസ്കോപ്പി
ఎండోస్కెలిటన్,എൻഡോസ്കലെട്ടൺ
ఎండోసోమ్,എൻഡോസോം
ఎండోస్పెర్మ్,എൻഡോസ്പെർം
ఎండోస్పెర్మిక్,എൻഡോസ്പെർമിക്
ఎండోథెలియల్ లైనింగ్,എൻഡോതെലിയൽ ലൈനിംഗ്
ఎండోథెలియం,എൻഡോതെലിയം
ఎముక లోపలి భాగము,എൻഡോതെർം (ഇമോയിതെർം)
ఎండోథెర్మిక్,എൻഡോതെർമിക്
ఎండోథెర్మిక్,എൻഡോതെർമിക്
ఎండోటాక్సిన్,എൻഡോടോക്സിൻ
ఎండ్ శాక్,എൻക്യാക്ടർ അവസാനിപ്പിക്കുക
ఎండోప్లాస్మిక్,എൻഡോപ്ലാസിക്
ఎండ్రోక్రిన్ వ్యవస్థ,എൻട്രോക്രോക്രൈൻ സിസ്റ്റം
శక్తి సమీకరించబడింది,Energy ർജ്ജം നിർവചിച്ചു
శక్తి ప్రవాహ నమూనా,Energy ർജ്ജ ഫ്ലോ മോഡൽ
శక్తి తోట,Energy ർജ്ജ തോട്ടം
శక్తి తోట,Energy ർജ്ജ തോട്ടം
శక్తి వనరు,ഊർജത്തിന്റെ ഉറവിടം
ఇంజనీరింగ్,എഞ്ചിനീയറിംഗ്
ఎంటామోబా హిస్టోలిటికా,എന്റമോവ ഹിസ്റ്റോലിറ്റിക്ക
ఎంటర్‌బియస్,എന്റോബിയസ്
ఎంటెర్టోసైట్,എന്റർസൈറ്റ്
Enteron,എന്റർടൺ
ఎంథాల్పీ,എന്തയോൺ
ఎంటోమోఫిలస్,എന്റോമഫിലസ്
ఎంటోమోఫిలీ,എന്റോമോഫിൽ
ఎంట్రోపీ,എൻട്രോപ്പി
పర్యావరణం,പരിസ്ഥിതി
పర్యావరణ పరిస్థితి,പരിസ്ഥിതി അവസ്ഥ
పర్యావరణ నీతి,പരിസ്ഥിതി നൈതികത
పర్యావరణ కారకం,പരിസ്ഥിതി ഘടകം
పర్యావరణ ప్రభావం,പരിസ്ഥിതി സ്വാധീനം
పర్యావరణ నిర్వహణ,പരിസ്ഥിതി മാനേജ്മെന്റ്
పర్యావరణ ప్రణాళిక మరియు సమన్వయం,"പരിസ്ഥിതി ആസൂത്രണം, ഏകോപനം"
పర్యావరణ నిరోధకత,പരിസ്ഥിതി പ്രതിരോധം
ఎంజైమాటిక్ కంటెంట్,എൻസൈമാറ്റിക് ഉള്ളടക്കം
ఎంజైమ్,എൻസൈം
ఎంజైమ్ వ్యవస్థ,എൻസൈം സിസ്റ്റം
ఎంజైమ్-లింక్డ్,Enzyme- ലിങ്കുചെയ്തു
ఈయోసిన్,നീരലമായ
ఇసినోఫిల్,ഇസിനോഫിൽ
ఎఫెడ్రా,എഫെഡ്ര
ఎఫెమెరల్ వార్షిక హెర్బ్,എഫെമെറൽ വാർഷിക സസ്യം
అశాశ్వతమైన,എഫീമെററൽ
ఎపికాలిక్స్,എപ്പിസണ്ടിക്സ്
ఎపికార్ప్,എപ്പികാർപ്പ്
ఎపిడెర్మల్ సెల్,എപിഡെർമൽ സെൽ
బాహ్యచర్మం,എപ്പിഡെർമിസ്
ఎపిడెర్మోఫైటన్,എപ്പിഡെർമോഫട്ടൺ
ఎపిడిడిమిస్,എപ്പിഡിഡിമിസ്
ఎపిజినే,എപിജിന
ఎపిజైనస్,എപ്പിഗ്നിനസ്
మూర్ఛ,അപസ്മാരം
ఎపిలిమ్నియన్,എപിലിമാൻ
ఎపిమోర్ఫోసిస్,എപ്പിമോറോസിസ്
ఎపినెఫ్రిన్,എപിനെഫ്രിൻ
ఎపినూరియం,എപിവ്യൂറിയം
ఎపిపెటాలస్,എപ്പിപെറ്റലസ്
ఎపిఫిసిస్,എപ്പിഫിസിസ്
ఎపిఫైట్,എപ്പിഫൈറ്റ്
ఎపిసోడిక్ డిప్రెషన్,എപ്പിസോഡിക് വിഷാദം
ఎపిస్టాసిస్,എപ്പിസ്റ്റാസിസ്
ఎపిస్టాసిస్,എപ്പിസ്റ്റാസിസ്
"చర్మ సంబంధమైన పొరలు, కణజాలం",എപിത്തീലിയൽ ടിഷ്യു
ఎబోచ్,തുറന്നുകാരൻ
ఎపులోప్స్సియం ఫిషసోని,ഇപ്ലോപ്സ്സിയം ഫിഫെസോണി
ఈక్వటోరియల్ ప్లేట్,ഇക്വറ്റോറിയൽ പ്ലേറ്റ്
సమతౌల్య,സന്തുലിതാവസ്ഥ
సమతౌల్య అవక్షేపణ,സന്തുലിതാവസ്ഥ അവശിഷ്ടങ്ങൾ
ఈక్విసెటమ్,Ivisetum
ఈక్వస్,സമതസ്സുകൾ
ERA,യുഗം
ఎర్గోస్టెరాల్,എർഗോസ്റ്റെറോൾ
ఎరికేల్స్,എറിക്കലുകള്
ఎరోషన్,മദ്ധാള
ఎరుసిక్ ఆమ్లం,ഉറുമ്പുമുള്ള ആസിഡ്
ఎరిథ్రినా,എറിത്രീന
ఎర్ర రక్త కణములు,എറിത്രോസൈറ്റ് (ആർബിസി)
ఎరిథ్రోసైటిక్,എറിത്രോസൈറ്റിക്
ఎరిథ్రోపోయిటిక్ కారకం,എറിത്രോപോയിറ്റിക് ഘടകം
ఎరిథ్రోపోయిటిన్,എറിത്രോപോയിറ്റിൻ
ఎరిథ్రోక్సిలమ్ కోకా,എറിത്രോക്സിലം കൊക്ക
ఎస్చెరిచియా కోలి,ഇഷീച്ചിയ കോളി
ముఖ్యమైన నూనె,അവശ്യ എണ്ണ
ఈస్టర్ బాండ్,എസ്റ്ററർ ബോണ്ട്
ఈస్ట్రోజెన్,ഈസ്ട്രജൻ
ఈస్ట్రోజెన్ రీప్లేస్‌మెంట్ థెరపీ,ഈസ്ട്രജൻ മാറ്റിസ്ഥാപിക്കൽ തെറാപ്പി
నదివాయి,മൂലത
ఎటిరియో,Etaerio
ఇథనాల్,എതനോൾ
ఈథర్,ഈര്
ఇథిడియం బ్రోమైడ్,എത്തിഡിയം ബ്രോമൈഡ്
ఎథాలజీ,സൗഹളഫോളജി
ఎథాలజీ,സൗഹളഫോളജി
ఇథిలీన్,എഥിലീൻ
ఇథైల్మెథేన్ సల్ఫోనేట్,എഥൈൽമെത്തൻ സൾഫോണേറ്റ്
ఎటిలేషన్,എറ്റിയോലേഷൻ
యుబాక్టీరియా,Brubichia
యుబాక్టీరియా సెల్,ഇബക്വക്ടീരിയ സെൽ
యూక్రోమాటిన్,യൂക്രോമാറ്റിൻ
యూగ్లెనా,യൂഗ്ലീന
యూగ్లెనాయిడ్,Euglനോയ്ഡ്
యూకారియోట్,യൂക്കറിരി (യൂക്കറിലേറ്റർ)
యూకారియోటిక్ సెల్,യൂക്കറിയോട്ടിക് സെൽ
యూకారియోటిక్ జాతులు,യൂക്കറിയോട്ടിക് ഇനം
యుమెటాజోవా,യൂക്കുറ്റാസോവ
యుమిటోసిస్,യൂമിറ്റോസിസ്
నపుంసోయిడిజం,യൂനുക്കിയോഡിസം
యుపాగరస్,യൂപാഗുറസ്
యుఫోర్బియా,യൂഫോർബിയ
యుఫోర్బియాసి,യൂഫോർബിയേസി
యూప్లెక్టెల్లా,യൂപ്ലെക്ലേല്ല
యూరిహాలిన్,യൂറിഹാലിൻ
యూరిథర్మల్,യൂറിത്തേർമൽ
Euspongia,ഉസ്പോങ്കിയ
యూస్టాచియన్ ట్యూబ్,യൂസ്റ്റാച്ചിയൻ ട്യൂബ്
యూట్రోఫిక్ నీటి శరీరం,യൂട്രോഫിക് ജലാശയം
యూట్రోఫికేషన్,യൂട്രോഫിക്കേഷൻ
యూట్రోఫికేషన్,യൂട്രോഫിക്കേഷൻ
ఖాళీ చేయబడింది,ഒഴിച്ചു
మూల్యాంకనం,വിലയിരുത്തി
బాష్పీభవనం,ആവിയായി
సాయంత్రం ప్రింరోస్,വൈകുന്നേരം പ്രൈംരോസ്
సతత హరిత ఉష్ణమండల రెయిన్ ఫారెస్ట్,നിത്യഹരിത ഉഷ്ണമേഖലാ മഴക്കാടുക
పరిణామం,പരിണാമം
జీవిత పరిణామం,ജീവിതത്തിന്റെ പരിണാമം
పరిణామ ఏజెంట్,പരിണാമ ഏജന്റ്
పరిణామ జీవశాస్త్రం,പരിണാമ ബയോളജി
పరిణామ ప్రక్రియ,പരിണാമ പ്രക്രിയ
పరిణామ క్రమం,പരിണാമ ശ്രേണി
పరిణామ జాతులు,പരിണാമ ജീവികൾ
పరిణామ వర్గీకరణ శాస్త్రవేత్త,പരിണാമപരമായ നികുതി
పరిణామ ధోరణి,പരിണാമ പ്രവണത
ఎక్సల్బుమినస్,എക്സൽബ്യൂമിനസ്
అధిక పెరుగుదల,അമിതമായ വളർച്ച
అధిక నిద్ర,അമിതമായ ഉറക്കം
ఎక్సైటిబిలిటీ,ആവേശം
విసర్జన,വിസർജ്ജനം
విసర్జన జననేంద్రియ వాహిక,Escricetory ജനനേന്ദ്രിയ നാളത്തെ
విసర్జన లాక్టరస్ డక్ట్,Escricetory ലാൻസിഫറസ് നാളം
విసర్జన రంధ్రం,മലയോര സുഖം
విసర్జన గొట్టం,പുറന്തള്ളുന്ന ട്യൂൾ
ఎక్సెర్గోనిక్ రియాక్షన్,അപൂർവ പ്രതികരണം
అలసిపోయే వనరులు,സമഗ്രമായ വിഭവങ്ങൾ
ఎక్సోబయాలజీ,എക്സോബിയോളജി
ఎక్సోకోటస్,ഉഗജധികം
ఎక్సోక్రైన్ గ్రంథి,എക്സോക്രൈൻ ഗ്രന്ഥി
ఎక్సోసైటోసిస్,എക്സോസൈറ്റോസിസ്
ఎక్సోజనస్,ഉഭൂമി
ఎక్సోజనస్ మొగ్గ,എക്സോജെനസ് വളർന്നുവരുന്ന വളർന്നു
ఎక్సోన్యూకలీస్,എക്സോണക്ലേസ്
ఎక్సోప్రాసిట్,എക്സോപ്രാസൈറ്റ്
ఎక్సోప్లాజమ్,എക്സോപ്ലാസം
ఎక్సోస్కెలిటన్,എക്സോസ്കലെട്ടൺ
అన్యదేశ జాతులు,വിദേശ ഇനം
విస్తరణ,വിപുലീല
ప్రయోగం,പരീക്ഷണം
వివరణ,വിശദീകരിച്ച
ఘాతాంకంగా,ഗണ്യമായ
వ్యక్తీకరించిన సీక్వెన్స్ ట్యాగ్ (EST),സീക്വൻസ് ടാഗ് (EST) പ്രകടിപ്പിച്ചു
పొడిగింపు,വിവേകമായ
బాహ్య చెవి,ബാഹ്യ ചെവി
బాహ్య ఫలదీకరణం,ബാഹ്യ ബീജസങ്കലനം
బాహ్య ఉద్దీపన,ബാഹ്യ ഉത്തേജനം
విలుప్తత,വംശനാശം
జాతుల విలుప్తత,ജീവിവർഗ്ഗങ്ങളുടെ വംശനാശം
అదనపు-ఉదర వృషణాలు,അധിക വയറുവേദന പരിശോധന
