Bengali,Punjabi
সুষম ফরোয়ার্ড বিবৃতি,ਸੰਤੁਲਿਤ ਅੱਗੇ ਦਾ ਬਿਆਨ
ভারসাম্যপূর্ণ নেটওয়ার্ক,ਸੰਤੁਲਿਤ ਨੈੱਟਵਰਕ
ব্যান্ড,ਜਥਾ
ব্যান্ডপাস,ਬੈਂਡਪਾਸ
ব্যান্ডপাস ফিল্টার,ਬੈਂਡਪਾਸ ਫਿਲਟਰ
ব্যান্ড প্রিন্টার,ਬੈਂਡ ਪ੍ਰਿੰਟਰ
ব্যান্ড স্টপ ফিল্টার,ਬੈਂਡ ਸਟੌਪ ਫਿਲਟਰ
ব্যান্ডউইথ,ਬੈਂਡਵਿਡਥ
ব্যানার শব্দ,ਬੈਨਰ ਸ਼ਬਦ
বার কোড,ਬਾਰ ਕੋਡ
বারকোড রিডার,ਬਾਰ ਕੋਡ ਰੀਡਰ
বারকোড স্ক্যানার,ਬਾਰ ਕੋਡ ਸਕੈਨਰ
বার প্রিন্টার,ਬਾਰ ਪ੍ਰਿੰਟਰ
ব্যারেল প্রিন্টিং (= ড্রাম মুদ্রণ),ਬੈਰਲ ਪ੍ਰਿੰਟਿੰਗ (= ਡਰੱਮ ਪ੍ਰਿੰਟਿੰਗ)
বেস,ਅਧਾਰ
বেস ঠিকানা,ਅਧਾਰ ਪਤਾ
বেস ঠিকানা,ਅਧਾਰ ਹੱਲ
বেস ঠিকানা রেজিস্টার,ਬੇਸ ਪਤਾ ਰਜਿਸਟਰ
বেস ব্যান্ড,ਅਧਾਰ ਬੈਂਡ
বেস ব্যান্ড চ্যানেল,ਬੇਸ ਬੈਂਡ ਚੈਨਲ
ভিত্তিক স্টোরেজ বরাদ্দ,ਅਧਾਰਤ ਸਟੋਰੇਜ ਅਲਾਟਮੈਂਟ
ভিত্তিক পরিবর্তনশীল,ਅਧਾਰਿਤ ਵੇਰੀਏਬਲ
বেস উপাদান,ਅਧਾਰ ਤੱਤ
বেস আইটেম,ਅਧਾਰ ਆਈਟਮ
বেস ভাষা,ਅਧਾਰ ਭਾਸ਼ਾ
বেস স্বরলিপি,ਬੇਸ ਸੰਕੇਤ
বেস নম্বর,ਅਧਾਰ ਨੰਬਰ
বেস রেজিস্টার,ਬੇਸ ਰਜਿਸਟਰ
বেস ভলিউম,ਅਧਾਰ ਵਾਲੀਅਮ
বেসিক,ਮੁੱ The ਲੀ
বেসিক অ্যাক্সেস পদ্ধতি,ਮੁ The ਲੇ ਪਹੁੰਚ ਵਿਧੀ
বেসিক বাইনারি লোডার,ਮੁੱ basic ਲੇ ਬਾਈਨਰੀ ਲੋਡਰ
বেসিক কোড,ਮੁ note ਲਾ ਕੋਡ
বেসিক কোডিং,ਮੁੱ port ਲਾ ਕੋਡਿੰਗ
বেসিক ডাইরেক্ট অ্যাক্সেস পদ্ধতি,ਮੁੱ ord ਲਾ ਸਿੱਧੀ ਪਹੁੰਚ ਵਿਧੀ
"বেসিক এক্সচেঞ্জ
 ফর্ম্যাট","ਮੁ storication ਲੀ ਐਕਸਚੇਂਜ
 ਫਾਰਮੈਟ"
"বেসিক বাহ্যিক
 ফাংশন","ਮੁੱ basic ਲੀ ਬਾਹਰੀ
 ਫੰਕਸ਼ਨ"
বেসিক ইনপুট/আউটপুট,ਮੁੱ into ਲੀ ਇਨਪੁਟ / ਆਉਟਪੁੱਟ
বেসিক নির্দেশ,ਮੁੱ primary ਲੀ ਹਦਾਇਤਾਂ
বেসিক লিঙ্কেজ,ਮੁ The ਲੀ ਲਿੰਕਾਜ
বেসিক লুপিং,ਬੁਨਿਆਦੀ ਲੂਪਿੰਗ
বেসিক ম্যাট্রিক্স,ਬੇਸਿਕ ਮੈਟ੍ਰਿਕਸ
বেসিক ম্যাট্রিক্স নির্দেশনা,ਮੁ The ਲੀ ਮੈਟ੍ਰਿਕਸ ਹਦਾਇਤ
বেসিক রিয়েল ধ্রুবক,ਮੁੱ ordal ਲਾ ਅਸਲ ਨਿਰੰਤਰ
বেসিক সিক্যুয়ালিয়াল অ্যাক্সেস পদ্ধতি,ਮੁ basic ਲੇ ਕ੍ਰਮਵਾਰ ਪਹੁੰਚ ਵਿਧੀ
বেসিক পরিষেবা,ਮੁੱ The ਲੀ ਸੇਵਾ
বেসিক সাবস্ক্রিপ্ট,ਮੁ S ਸਬਸਕ੍ਰਿਪਟ
বেসিক সিস্টেমের নির্দেশনা,ਮੁ System ਲੀ ਸਿਸਟਮ ਨਿਰਦੇਸ਼
বেসিক টেলিযোগাযোগ অ্যাক্সেস পদ্ধতি,ਬੇਸਿਕ ਦੂਰ ਸੰਚਾਰ ਐਕਸੈਸ ਵਿਧੀ
বেসিক ওজন,ਬੁਨਿਆਦੀ ਭਾਰ
ব্যাচ,ਬੈਚ
ব্যাচ নিয়ন্ত্রণ রেকর্ড,ਬੈਚ ਕੰਟਰੋਲ ਰਿਕਾਰਡ
ব্যাচড যোগাযোগ,ਬੱਲੇਬਾਜ਼ ਸੰਚਾਰ
ব্যাচড জব,ਬੱਲੇਬਾਜ਼ੀ
ব্যাচের শিরোনাম নথি,ਬੈਚ ਹੈਡਰ ਡੌਕੂਮੈਂਟ
ব্যাচিং,ਬਾਈਪਿੰਗ
ব্যাচ অপারেটিং সিস্টেম,ਬੈਚ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ
ব্যাচ পার্টিশন,ਬੈਚ ਭਾਗ
ব্যাচের অবস্থান,ਬੈਚ ਦੀ ਸਥਿਤੀ
ধির গতির কাজ,ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ
ব্যাচ অঞ্চল,ਬੈਚ ਖੇਤਰ
ব্যাচ সেশন,ਬੈਚ ਸੈਸ਼ਨ
ব্যাচ টার্মিনাল,ਬੈਚ ਟਰਮੀਨਲ
ব্যাচের টিকিট,ਬੈਚ ਦੀ ਟਿਕਟ
ব্যাচ মোট,ਬੈਚ ਕੁੱਲ
ব্যাচের লেনদেন ফাইল,ਬੈਚ ਟ੍ਰਾਂਜੈਕਸ਼ਨ ਫਾਈਲ
ব্যাটেন সিস্টেম (= কর্ডোনিয়ার সিস্টেম = পিক-এ-- বু সিস্টেম),ਬੈਟਸ ਸਿਸਟਮ (= ਕੋਰੋਨਿਅਰ ਸਿਸਟਮ = peek-auturopy)
বাউড,ਬਾਡ
বাউডোট কোড,ਬੇਡੋਟ ਕੋਡ
বাউড কোড,ਬਾਡ ਕੋਡ
বড হার,ਬਾਉਡ ਰੇਟ
জপমালা,ਮਣਕੇ
বিম ডিফ্লেশন,ਸ਼ਤੀਰ
বিম স্টোর,ਬੀਮ ਸਟੋਰ
বিমউইথ (= অ্যাপারচার কোণ),ਸ਼ਾਹਮਿਦ (= ਅਪਰਚਰ ਐਂਗਲ)
বীট,ਕੁੱਟਿਆ
শুরু,ਸ਼ੁਰੂ
ব্লক শুরু করুন,ਬਲਾਕ ਸ਼ੁਰੂ ਕਰੋ
একটি ফাইল লেবেল শুরু,ਇੱਕ ਫਾਈਲ ਲੇਬਲ ਦੀ ਸ਼ੁਰੂਆਤ
তথ্য চিহ্নিতকারী শুরু,ਜਾਣਕਾਰੀ ਮਾਰਕਰ ਦੀ ਸ਼ੁਰੂਆਤ
টেপ চিহ্নের শুরু,ਟੇਪ ਦੇ ਨਿਸ਼ਾਨ ਦੀ ਸ਼ੁਰੂਆਤ
ভলিউম লেবেলের শুরু,ਵਾਲੀਅਮ ਲੇਬਲ ਦੀ ਸ਼ੁਰੂਆਤ
বেল চরিত্র,ਘੰਟੀ ਚਰਿੱਤਰ
বেলফাস্ট,ਘੰਟੀ
মাপকাঠি,ਬੇਂਚਮਾਰਕ
বেঞ্চমার্ক রুটিন,ਬੈਂਚਮਾਰਕ ਰੁਟੀਨ
বেঞ্চমার্ক পরীক্ষা,ਬੈਂਚਮਾਰਕ ਟੈਸਟ
পক্ষপাত,ਬਿਆਸ
পক্ষপাত বিকৃতি,ਬਿਆਸ ਵਿਗਾੜ
বায়াস টেস্টিং,ਬਿਆਸ ਟੈਸਟਿੰਗ
গ্রন্থপঞ্জি,ਕਿਤਾਬਚਾ
"দ্বৈতকরণ অপারেশন (= সমতা
 অপারেশন)","ਬਿੰਸਨਲ ਆਪਸ਼ਨ (= ਸਮਾਨਤਾ)
 ਓਪਰੇਸ਼ਨ)"
দ্বিখণ্ডিত গ্রাফ,ਬਿੰਕਸਡ ਗ੍ਰਾਫ
বিড,ਬੋਲੀ
দ্বি -নির্দেশমূলক বাস,ਬਾਈਡੈਂਸ਼ਨਲ ਬੱਸ
দ্বি -নির্দেশমূলক প্রবাহ,ਦੁਵੱਲੀ ਵਹਾਅ
দ্বি -নির্দেশমূলক মুদ্রণ,ਦੁਮਚਾਨੀ ਪ੍ਰਿੰਟਿੰਗ
দ্বিখণ্ডন,ਧੜਕਣ
বাইনারি,ਬਾਈਨਰੀ
বাইনারি আনুমানিক,ਬਾਈਨਰੀ ਅੰਦਾਜ਼ਨ
বাইনারি গাণিতিক অপারেশন,ਬਾਈਨਰੀ ਹਿਸਾਬ ਆਪ੍ਰੇਸ਼ਨ
বাইনারি কার্ড,ਬਾਈਨਰੀ ਕਾਰਡ
বাইনারি সেল,ਬਾਈਨਰੀ ਸੈੱਲ
বাইনারি চেইন,ਬਾਈਨਰੀ ਚੇਨ
বাইনারি পছন্দ,ਬਾਈਨਰੀ ਚੋਣ
বাইনারি পছন্দ মডেল,ਬਾਈਨਰੀ ਚੋਣ ਮਾਡਲ
বাইনারি চপ (= ডিকোটমাইজিং অনুসন্ধান),ਬਾਈਨਰੀ ਚੋਪ (= dichotmiing ਖੋਜ)
বাইনারি কোড,ਬਾਈਨਰੀ ਕੋਡ
বাইনারি কোডেড চরিত্র,ਬਾਈਨਰੀ ਕੋਡ ਕੀਤਾ ਗਿਆ ਅੱਖਰ
বাইনারি কোডেড দশমিক,ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ
বাইনারি কোডেড দশমিক কোড,ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ ਕੋਡ
বাইনারি কোডেড দশমিক ইন্টারচেঞ্জ কোড,ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ ਇੰਟਰਚੇਂਜ ਕੋਡ
বাইনারি কোডেড দশমিক প্রতিনিধিত্ব,ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ ਪ੍ਰਤੀਨਿਧਤਾ
বাইনারি কোডেড দশমিক সিস্টেম,ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ ਪ੍ਰਣਾਲੀ
বাইনারি-কোডেড দশমিক থেকে দশমিক রূপান্তরকারী,ਬਾਈਨਰੀ-ਕੋਡਿਡ ਦਸ਼ਮਲਵ-ਦਸ਼ਮਲਵ ਕਨਵਰਟਰ ਨੂੰ
বাইনারি কোডেড অঙ্ক,ਬਾਈਨਰੀ ਕੋਡਿਡ ਅੰਕ
বাইনারি কোডেড স্বরলিপি,ਬਾਈਨਰੀ ਕੋਡਿਡ ਸੰਕੇਤ
বাইনারিকোডিং,ਬਾਈਨਰੀਕੋਡਿੰਗ
বাইনারি নিয়ন্ত্রণ অক্টাল,ਬਾਈਨਰੀ ਕੰਟਰੋਲ ਓਕਟਲ
বাইনারি রূপান্তর,ਬਾਈਨਰੀ ਰੂਪਾਂਤਰਣ
বাইনারি কাউন্টার,ਬਾਈਨਰੀ ਕਾਉਂਟਰ
বাইনারি সংখ্যা,ਬਾਈਨਰੀ ਅੰਕ
বাইনারি অঙ্কের চরিত্র,ਬਾਈਨਰੀ ਅੰਕ ਦਾ ਅੱਖਰ
বাইনারি উপাদান,ਬਾਈਨਰੀ ਤੱਤ
বাইনারি উপাদান স্ট্রিং,ਬਾਈਨਰੀ ਐਲੀਮੈਂਟ ਸਤਰ
বাইনারি হাফ অ্যাডার,ਬਾਈਨਰੀ ਹਾਫ ਐਡਰ
বাইনারি ইনক্রিমেন্টাল উপস্থাপনা,ਬਾਈਨਰੀ ਵਾਧਾਮੈਂਟਲ ਪ੍ਰਤੀਨਿਧਤਾ
বাইনারি লোডার,ਬਾਈਨਰੀ ਲੋਡਰ
বাইনারি লজিক নেটওয়ার্ক,ਬਾਈਨਰੀ ਲੌਜਿਕ ਨੈਟਵਰਕ
বাইনারি স্বরলিপি,ਬਾਈਨਰੀ ਸੰਕੇਤ
বাইনারি সংখ্যা,ਬਾਈਨਰੀ ਨੰਬਰ
বাইনারি নম্বর সিস্টেম,ਬਾਈਨਰੀ ਨੰਬਰ ਸਿਸਟਮ
বাইনারি সংখ্যা,ਬਾਈਨਰੀ ਅੰਕੀ
বাইনারি সংখ্যা সিস্টেম,ਬਾਈਨਰੀ ਅੰਕੀ ਪ੍ਰਣਾਲੀ
বাইনারি অপারেশন কোড,ਬਾਈਨਰੀ ਆਪ੍ਰੇਸ਼ਨ ਕੋਡ
বাইনারি অপারেটর,ਬਾਈਨਰੀ ਆਪਰੇਟਰ
বাইনারি জুটি,ਬਾਈਨਰੀ ਜੋੜਾ
বাইনারি ছবির ডেটা,ਬਾਈਨਰੀ ਤਸਵੀਰ ਡੇਟਾ
বাইনারি পয়েন্ট,ਬਾਈਨਰੀ ਪੁਆਇੰਟ
বাইনারি প্রোগ্রাম,ਬਾਈਨਰੀ ਪ੍ਰੋਗਰਾਮ
বাইনারি সম্পর্ক,ਬਾਈਨਰੀ ਸੰਬੰਧ
বাইনারি অনুসন্ধান,ਬਾਈਨਰੀ ਖੋਜ
বাইনারি অনুসন্ধান অ্যালগরিদম,ਬਾਈਨਰੀ ਖੋਜ ਐਲਗੋਰਿਦਮ
বাইনারি সিরিয়াল সিগন্যালিং হার,ਬਾਈਨਰੀ ਸੀਰੀਅਲ ਸਿਗਨਲਿੰਗ ਰੇਟ
বাইনারি প্রতিসাম্য চ্যানেল,ਬਾਈਨਰੀ ਸਮਮਿਤੀ ਚੈਨਲ
বাইনারি সিঙ্ক্রোনাস যোগাযোগ,ਬਾਈਨਰੀ ਸਮਕਾਲੀਨ ਸੰਚਾਰ
বাইনারি সিঙ্ক্রোনাস ট্রান্সমিশন,ਬਾਈਨਰੀ ਸਮਕਾਲੀਨ ਸੰਚਾਰ
বাইনারি গাছ,ਬਾਈਨਰੀ ਟ੍ਰੀ
বাঁধাই করা,ਬੰਨ੍ਹ
বাইন্ডার গ্রুপ,ਬਾਈਡਰ ਸਮੂਹ
বাইন্ডার-হোল কার্ড,ਬਾਈਡਰ-ਹੋਲ ਕਾਰਡ
বাঁধাই,ਬਾਈਡਿੰਗ
বাঁধাই সময়,ਬਾਈਡਿੰਗ ਸਮਾਂ
বায়োমেডিকাল কম্পিউটিং,ਬਾਇਓਮੈਡਿਕਲ ਕੰਪਿ uting ਟਿੰਗ
বায়োমেডিকাল প্রোগ্রাম,ਬਾਇਓਮੈਡੀਕਲ ਪ੍ਰੋਗਰਾਮ
বায়োনিক্স,ਬਾਇਓਨਿਕਸ
দ্বিপক্ষীয় গ্রাফ,ਬੋਇਪਾਰਟਾਈਟ ਗ੍ਰਾਫ
দ্বিপক্ষীয় গাছ,ਬਿਪ ਸਰਕਾਰ ਦਾ ਰੁੱਖ
বাইপোলার,ਬਾਈਪੋਲਰ
বাইপোলার মেমরি,ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ
বাইপোলার ট্রান্সমিশন (= মেরু সংক্রমণ),ਬਾਈਪੋਲਰ ਟ੍ਰਾਂਸਮਿਸ਼ਨ (= ਪੋਲਰ ਪ੍ਰਸਾਰਣ)
Biqualy কোড,ਬਾਇਸਕਿਆਰੀ ਕੋਡ
জন্ম-মৃত্যু প্রক্রিয়া,ਜਨਮ-ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ
দ্বিখণ্ডিত অ্যালগরিদম,ਹਿਸਵੇਂ ਐਲਗੋਰਿਦਮ
বিস্টেবল,ਬਤੀਤ
বিস্টেবল সার্কিট,ਬਿਸਟਰਬਲ ਸਰਕਟ
বিস্টেবল ডিভাইস,ਬਿਸਟਰ ਯੋਗ ਉਪਕਰਣ
বিস্টেবল মাল্টিভাইবারেটর,ਬਿਸਬਵਾਨ ਮਲਟੀਵੀਰੇਟਰ
Bistable ট্রিগার সার্কিট (= bistable সার্কিট),ਬਿਸਟਰੈਸਟ ਟਰਿੱਗਰ ਸਰਕਟ (= ਬਿਸਟਬਲ ਸਰਕਟ)
বিসিনক্রোনাস,ਬਿਸਲਕੈਨਸ
বিট,ਬਿੱਟ
বিট বুমিং,ਬਿੱਟ ਬੌਮਿੰਗ
বিট ঘনত্ব,ਬਿੱਟ ਘਣਤਾ
বিট নির্দেশনা,ਬਿੱਟ ਹਦਾਇਤ
বিট অবস্থান,ਬਿੱਟ ਦੀ ਸਥਿਤੀ
বিট সমান্তরাল,ਬਿੱਟ ਪੈਰਲਲਲ
বিট প্যাটার্ন,ਬਿੱਟ ਪੈਟਰਨ
বিট অবস্থান,ਬਿੱਟ ਸਥਿਤੀ
বিট রেট,ਬਿੱਟ ਰੇਟ
বিট সিরিয়াল,ਬਿੱਟ ਸੀਰੀਅਲ
বিট স্লাইস,ਬਿੱਟ ਟੁਕੜਾ
বিট স্লাইস মাইক্রোপ্রসেসর,ਬਿੱਟ ਟੁਕੜਾ ਮਾਈਕ੍ਰੋਪ੍ਰੋਸੈਸਰ
বিট স্লাইসিং প্রসেসর,ਬਿੱਟ ਕੱਟਣ ਵਾਲੇ ਪ੍ਰੋਸੈਸਰ
প্রতি সেকেন্ডে বিট,ਬਿੱਟ ਪ੍ਰਤੀ ਸਕਿੰਟ
বিট স্টোরেজ,ਬਿੱਟ ਸਟੋਰੇਜ
বিট স্ট্রিং,ਬਿੱਟ ਸਤਰ
বিট স্ট্রিং অপারেটর,ਬਿੱਟ ਸਤਰਾਂ ਦਾ ਆਪਰੇਟਰ
বিট ট্র্যাক,ਬਿੱਟ ਟਰੈਕ
বিভারিয়েট রিগ্রেশন বিশ্লেষণ,ਬਾਈਰੈਟ ਰਿਵਰੈਸ਼ਨ ਵਿਸ਼ਲੇਸ਼ਣ
কালো রেকর্ডিং,ਕਾਲੀ ਰਿਕਾਰਡਿੰਗ
ফাঁকা,ਖਾਲੀ
ফাঁকা চরিত্র,ਖਾਲੀ ਅੱਖਰ
ফাঁকা কয়েল,ਖਾਲੀ ਕੋਇਲ
ফাঁকা সাধারণ,ਖਾਲੀ ਆਮ
ফাঁকা ডেলিটার,ਖਾਲੀ ਹਿਸਾਬ
ফাঁকা ডিসকেট,ਖਾਲੀ ਡਿਸਕੀਟ
ব্ল্যাঙ্কিং,ਖਾਲੀ
ফাঁকা নির্দেশ,ਖਾਲੀ ਹਦਾਇਤ
বিস্ফোরণ,ਧਮਾਕਾ
রক্তক্ষরণ,ਖੂਨ ਵਗਣਾ
অন্ধ,ਅੰਨ੍ਹੇ
অন্ধ কী বোর্ড,ਅੰਨ੍ਹੇ ਕੁੰਜੀ ਬੋਰਡ
বি-লাইন (= সূচক রেজিস্টার),ਬੀ-ਲਾਈਨ (= ਇੰਡੈਕਸ ਰਜਿਸਟਰ)
জ্বলজ্বল,ਝਪਕਣਾ
ব্লিপ গণনা,ਛਾਲੇ ਦੀ ਗਿਣਤੀ
ব্লিপ (= ডকুমেন্ট চিহ্ন),ਬਲਿੱਪ (= ਡੌਕੂਮੈਂਟ ਮਾਰਕ)
আনন্দের শ্রেণিবিন্যাস,ਬਲੈਸਟ ਵਰਗੀਕਰਣ
ব্লক,ਬਲਾਕ
ব্লক বডি,ਬਲਾਕ ਬਾਡੀ
ব্লক বাতিল চরিত্র,ਅੱਖਰ ਨੂੰ ਰੱਦ ਕਰੋ ਅੱਖਰ
ব্লক চেক,ਬਲਾਕ ਚੈੱਕ
ব্লক চেক চরিত্র,ਚੈੱਕ ਅੱਖਰ
ব্লক চেক পদ্ধতি,ਬਲਾਕ ਚੈੱਕ ਵਿਧੀ
ব্লক নিয়ন্ত্রণ,ਬਲਾਕ ਕੰਟਰੋਲ
ব্লক নিয়ন্ত্রণ শিরোনাম,ਬਲਾਕ ਕੰਟਰੋਲ ਸਿਰਲੇਖ
ব্লক নিয়ন্ত্রণ ইউনিট,ਬਲਾਕ ਕੰਟਰੋਲ ਯੂਨਿਟ
ব্লক অনুলিপি,ਬਲਾਕ ਕਾਪੀ
ব্লক ডায়াগ্রাম,ਬਲਾਕ ਚਿੱਤਰ
অবরুদ্ধ ফাইল,ਬਲੌਕਡ ਫਾਈਲ
ব্লক ত্রুটি হার,ਬਲਾਕ ਗਲਤੀ ਦਰ
ব্লকেট,ਬਲੌਕ
ব্লক গ্যাপ (= ইন্টার ব্লক গ্যাপ,ਬਲਾਕ ਪਾੜਾ (= ਅੰਤਰਾਲ ਬਲਾਕ ਪਾੜਾ)
ব্লক হেড,ਬਲਾਕ ਸਿਰ
ব্লক শিরোনাম,ਬਲਾਕ ਸਿਰਲੇਖ
ব্লক শিরোনাম বিবৃতি,ਬਲਾਕ ਸਿਰਲੇਖ ਬਿਆਨ
"ব্লক চরিত্রটিকে উপেক্ষা করুন (= ব্লক বাতিল করুন
 চরিত্র)","ਅੱਖਰ ਨੂੰ ਨਜ਼ਰਅੰਦਾਜ਼ ਕਰੋ (= ਬਲਾਕ ਰੱਦ ਕਰੋ)
 ਅੱਖਰ)"
ব্লকিং,ਰੋਕ
ব্লকিং ফ্যাক্টর,ਬਲਾਕਿੰਗ ਫੈਕਟਰ
রেকর্ডগুলি অবরুদ্ধ করা (= রেকর্ডের গ্রুপিং),ਰਿਕਾਰਡ ਨੂੰ ਰੋਕਣਾ (= ਰਿਕਾਰਡਾਂ ਦਾ ਸਮੂਹ)
ব্লক দৈর্ঘ্য,ਬਲਾਕ ਲੰਬਾਈ
কালো তালিকা,ਬਲਾਕ ਸੂਚੀ
ব্লক চলাচল,ਬਲਾਕ ਅੰਦੋਲਨ
ব্লক মাল্টিপ্লেক্সার চ্যানেল,ਮਲਟੀਪਲੈਕਸਰ ਚੈਨਲ ਨੂੰ ਬਲਾਕ ਕਰੋ
ব্লক মাল্টিপ্লেক্সার মোড,ਰੋਕੋ ਮਲਟੀਪਲੈਕਸਰ ਮੋਡ
ব্লক প্যারিটি সিস্টেম,ਸਮਾਨਤਾ ਪ੍ਰਣਾਲੀ ਨੂੰ ਰੋਕੋ
ব্লক উপসর্গ,ਬਲਾਕ ਅਗੇਤਰ
ব্লক রেকর্ড,ਬਲਾਕ ਰਿਕਾਰਡ
পৃথক পৃথক,ਬਲਾਕ ਵੱਖ ਕਰੋ
ব্লক বিচ্ছেদ,ਬਲਾਕ ਵਿਛੋੜਾ
ব্লক আকার,ਬਲਾਕ ਦਾ ਆਕਾਰ
ব্লক বাছাই,ਬਲਾਕ ਲੜੀਬੱਧ
ব্লক কাঠামো,ਬਲਾਕ structure ਾਂਚਾ
কাঠামোগত ভাষা ব্লক,ਬਲਾਕ struct ਾਂਚਾਗਤ ਭਾਸ਼ਾ
ব্লক সিঙ্ক্রোনাইজেশন,ਬਲਾਕ ਸਿੰਕ੍ਰੋਨਾਈਜ਼ੇਸ਼ਨ
ব্লক স্থানান্তর,ਬਲਾਕ ਟ੍ਰਾਂਸਫਰ
ব্লক ট্রান্সফার ফাংশন,ਬਲਾਕ ਟ੍ਰਾਂਸਫਰ ਫੰਕਸ਼ਨ
ব্লো,ਉਡਾ
পিছনে ফুঁকুন,ਵਾਪਸ ਉਡਾ ਦਿਓ
ফুঁকছে,ਉਡਾਉਣਾ
ব্লু রিবন প্রোগ্রাম,ਨੀਲਾ ਰਿਬਨ ਪ੍ਰੋਗਰਾਮ
সাহসী মুখ,ਬੋਲਡ ਚਿਹਰਾ
বই,ਕਿਤਾਬ
বুক বার্তা,ਕਿਤਾਬ ਦਾ ਸੁਨੇਹਾ
বুলিয়ান পরিপূরক,ਬੂਲੀਅਨ ਪੂਰਕ
বুলিয়ান সংযোজক,ਬੁਲੀਅਨ ਕੁਨੈਕਟਿਵ
বুলিয়ান ডেটা টাইপ,ਬੁਲੀਅਨ ਡਾਟਾ ਕਿਸਮ
বুলিয়ান ফাংশন,ਬੁਲੀਅਨ ਫੰਕਸ਼ਨ
বুলিয়ান অপারেশন,ਬੂਲੀਅਨ ਦਾ ਕੰਮ
বুলিয়ান অপারেশন টেবিল,ਬੂਲੀਅਨ ਆਪ੍ਰੇਸ਼ਨ ਟੇਬਲ
বুলিয়ান অপারেটর,ਬੂਲੀਅਨ ਆਪਰੇਟਰ
বুটলেগ প্রোগ্রাম,ਬੂਟਲੈਗ ਪ੍ਰੋਗਰਾਮ
বুট স্ট্র্যাপ লোডার,ਬੂਟ ਸਟ੍ਰੈਪ ਲੋਡਰ
বুট স্ট্র্যাপ মেমরি,ਬੂਟ ਸਟ੍ਰੈਪ ਮੈਮੋਰੀ
বুট স্ট্র্যাপিং,ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ
বুট স্ট্র্যাপিং অ্যানালগ কম্পিউটার,ਬੂਟ ਪੱਟਾ ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ
বুট স্ট্র্যাপিং ভাষা প্রসেসর,ਬੂਟ ਪਰਾਗਣਾ ਭਾਸ਼ਾ ਪ੍ਰੋਸੈਸਰ
ধার,ਉਧਾਰ
Orrow ণ অঙ্ক,ਉਧਾਰ
উভয় পথ যোগাযোগ,ਦੋਨੋ ਸੰਚਾਰ
উভয় পথ অপারেশন,ਦੋਨੋ ਕਾਰਵਾਈ
নীচে-আপ পদ্ধতি (= হ্রাস পদ্ধতি),ਥੱਲੇ-ਅਪ ਵਿਧੀ (= ਕਮੀ method ੰਗ)
বাউন্সিং,ਉਛਾਲ
আবদ্ধ,ਬੰਨ੍ਹਿਆ
সীমানা,ਸੀਮਾ
সীমানা প্রান্তিককরণ,ਸੀਮਾ ਅਲਾਈਨਮੈਂਟ
সীমানা পরীক্ষা,ਸੀਮਾ ਟੈਸਟ
ব্যস্ত সময় বাউন্ডিং,ਰੁਝੇਵੇਂ ਵਾਲਾ ਸਮਾਂ ਬੰਨ੍ਹਣਾ
সীমানা রেজিস্টার,ਸੀਮਾ ਰਜਿਸਟਰ
শাখা,ਸ਼ਾਖਾ
শাখা এবং আবদ্ধ পদ্ধতি,ਸ਼ਾਖਾ ਅਤੇ ਬੱਧ method ੰਗ
শাখা কেবল,ਸ਼ਾਖਾ ਕੇਬਲ
শাখা,ਸ਼ਾਖਾ
ব্রাঞ্চিং নেটওয়ার্ক,ਸ਼ਾਖਾ ਨੈਟਵਰਕ
শাখা নির্দেশ,ਸ਼ਾਖਾ ਦੀ ਹਦਾਇਤ
শাখা পয়েন্ট,ਸ਼ਾਖਾ ਬਿੰਦੂ
শাখা প্রক্রিয়াজাতকরণ,ਸ਼ਾਖਾ ਪ੍ਰੋਸੈਸਿੰਗ
শাখা টেবিল,ਸ਼ਾਖਾ ਟੇਬਲ
বিরতি,ਬਰੇਕ
বিরতি কী,ਬਰੇਕ ਕੁੰਜੀ
ব্রেক পয়েন্ট,ਬਰੇਕ ਪੁਆਇੰਟ
ব্রেক পয়েন্ট হাল্ট,ਬਰੇਕ ਪੁਆਇੰਟ ਰੋਕੋ
ব্রেক পয়েন্ট নির্দেশনা,ਬਰੇਕ ਪੁਆਇੰਟ ਹਦਾਇਤ
ব্রেক পয়েন্ট সুইচ,ਬਰੇਕ ਪੁਆਇੰਟ ਸਵਿੱਚ
বিরতি ক্রম,ਬਰੇਕ ਕ੍ਰਮ
ব্রিজড ট্যাপ,ਬ੍ਰਿਜਡ ਟੈਪ
ব্রিজওয়্যার,ਬਰਿੱਜਵੇਅਰ
ব্রিজিং,ਬ੍ਰਿਜਿੰਗ
উজ্জ্বলতা অনুপাত,ਚਮਕ ਅਨੁਪਾਤ
