Bengali,Tamil
ডায়েট,உணவு
পরিপাক করা,செரிமானம்
মর্যাদাপূর্ণ,கண்ணியமான
মর্যাদা,க ity ரவம்
ডিগ্রেশন,திசைதிருப்பல்
Dilatory,தூண்டும்
দ্বিধা,குழப்பம்
পরিশ্রমী,விடாமுயற்சி
মাত্রা,பரிமாணம்
ডিপ্লোমা,டிப்ளோமா
কূটনীতি,இராஜதந்திரம்
কূটনৈতিক অনাক্রম্যতা,இராஜதந்திர நோய் எதிர்ப்பு சக்தி
সরাসরি,நேரடி
সরাসরি প্রতিযোগিতা,நேரடி போட்டி
সরাসরি সাক্ষাত্কার,நேரடி நேர்காணல்
অভিমুখ,திசையில்
ডিরেক্টরি,அடைவு
সরাসরি নিয়োগ,நேரடி ஆட்சேர்ப்பு
অস্বীকার করুন,அனுமதிக்காதீர்கள்
অক্ষমতা,இயலாமை
প্রতিবন্ধী ব্যক্তি,ஊனமுற்றவர்
অক্ষম সুবিধা,ஊனமுற்றோர் நன்மை
অসুবিধা,தீமை
একমত,கருத்து வேறுபாடு
অস্বীকার করা,அனுமதிக்கப்படவில்லை
অস্বীকৃতি,மறுப்பு
বিপর্যয়,பேரழிவு
দুর্যোগ ব্যবস্থাপনা,பேரிடர் மேலாண்மை
ডিসব্যান্ড,கலைக்கவும்
বিতরণ,வழங்கல்
বাতিল করা,நிராகரிக்கவும்
স্রাব,வெளியேற்றம்
স্রাব স্লিপ,வெளியேற்ற சீட்டு
শাস্তিমূলক ব্যবস্থা,ஒழுங்கு நடவடிக்கை
শৃঙ্খলাবদ্ধ পদ্ধতি,ஒழுங்கு நடைமுறை
শৃঙ্খলা,ஒழுக்கம்
অস্বীকার করুন,மறுக்கவும்
প্রকাশ,வெளிப்படுத்தல்
অসন্তুষ্টি,அதிருப்தி
বিচ্ছিন্নতা,இடைநிறுத்தம்
বন্ধ করুন,நிறுத்துங்கள்
মতবিরোধ,முரண்பாடு
ছাড়,தள்ளுபடி
আবিষ্কার,கண்டுபிடி
কুখ্যাত,இழிவுபடுத்தும்
তাত্পর্য,முரண்பாடு
বিচক্ষণতা,விவேகம்
বিচক্ষণ অনুদান,விருப்பமான மானியம்
বিবেচনামূলক ক্ষমতা,விருப்பமான சக்தி
বৈষম্য,பாகுபாடு
আলোচনা,விவாதம்
অসাধু,நேர்மையற்ற
অসম্মান,அவமதிப்பு
বিভাজন,சிதைவு
ডিস্ক,வட்டு
স্থানচ্যুতি,இடப்பெயர்வு
অসাধু,விசுவாசமற்ற
বরখাস্ত,தள்ளுபடி
বরখাস্ত,பணிநீக்கம்
বরখাস্ত পদ্ধতি,தள்ளுபடி நடைமுறை
অমান্য,கீழ்ப்படியவில்லை
ব্যাধি,கோளாறு
বিশৃঙ্খলা,ஒழுங்கின்மை
বৈষম্য,ஏற்றத்தாழ்வு
প্রেরণ বিভাগ,அனுப்பும் பிரிவு
বিতরণযোগ্য,விநியோகிக்கக்கூடியது
ছড়িয়ে ছিটিয়ে,சிதறல்
বাস্তুচ্যুত,இடம்பெயர்ந்தது
প্রদর্শন,காட்சி
অসন্তুষ্টি,அதிருப்தி
নিষ্পত্তি,அகற்றுதல்
নিষ্পত্তি,அப்புறப்படுத்துங்கள்
স্বভাব,இடமாற்றம்
নিষ্পত্তি,அகற்றுதல்
বিতর্ক,சர்ச்சை
অযোগ্যতা,தகுதி நீக்கம்
উপেক্ষা,புறக்கணிக்கவும்
ভাঙ্গন,இடையூறு
অসন্তুষ্টি,அதிருப்தி
মতবিরোধ,கருத்து வேறுபாடு
বিপর্যয়,அவதூறு
বিচ্ছিন্ন,விலகவும்
দ্রবীভূত,கலைப்பு
দ্রবীভূত,கரைக்கவும்
দূর শিক্ষন,தொலைதூர கல்வி
ডিস্টিলি,டிஸ்டில்லரி
স্বতন্ত্র,வேறுபட்டது
পার্থক্য,வேறுபடுத்துங்கள்
বিকৃতি,சிதைவு
সঙ্কট,துன்பம்
বিতরণ,விநியோகிக்கவும்
বিতরণ,விநியோகம்
জেলা,மாவட்டம்
জেলা কেন্দ্র,மாவட்ட மையம்
ঝামেলা,குழப்பம்
ডিট্টো,டிட்டோ
ডাইভার্সন,திசை திருப்புதல்
লভ্যাংশ,ஈவுத்தொகை
বিভাগ,பிரிவு
বিবাহবিচ্ছেদ,விவாகரத்து
ডকেট,டாக்கெட்
ডাক্তার,மருத்துவர்
নথি,ஆவணம்
দালিলিক প্রমাণ,ஆவண சான்றுகள்
ডকুমেন্টেশন,ஆவணம்
আবাস,குடியிருப்பு
আবাসিক শংসাপত্র,குடியேறிய சான்றிதழ்
প্রভাবশালী,ஆதிக்கம் செலுத்தும்
অনুদান,நன்கொடை
ডসিয়ার,டோசியர்
সন্দেহজনক,சந்தேகம்
ডোভ টেলিং,புறா வால்
ডাউন গ্রেড,டவுன் கிரேடு
খসড়া,வரைவு
খসড়া উত্তর,வரைவு பதில்
কঠোর পরিমাপ,கடுமையான நடவடிக்கை
অঙ্কন,வரை
ড্রয়ার,அலமாரியை
অঙ্কন,வரைதல்
খরা,வறட்சி
শুকনো প্রচার,உலர் பதவி உயர்வு
দ্বৈত চার্জ,இரட்டை கட்டணம்
দ্বৈত নাগরিকত্ব,இரட்டை குடியுரிமை
বাকি,காரணமாக
যথাযথ পরিশ্রম,உரிய விடாமுயற்சி
বকেয়া,நிலுவைத் தொகை
যথাযথভাবে,முறையாக
নকল,நகல்
সময়কাল,காலம்
ডুরেস,துணிச்சல்
ডিউটি,கடமை
শুল্ক ভাতা,கடமை கொடுப்பனவு
ডিউটি ​​চার্ট,கடமை விளக்கப்படம்
শুল্ক ছুটি,கடமை விடுப்பு
ডিউটি ​​রুম,வரி அறை
মারা যাওয়ার ঘোষণা,இறக்கும் அறிவிப்பு
গতিশীলতা,இயக்கவியல்
ইয়ারমার্ক,நொறுக்கி
অর্জিত ছুটি,ஈட்டிய விடுப்பு
উপার্জন,வருவாய்
পরিবেশ বান্ধব,சூழல் நட்பு
বাস্তুশাস্ত্র,சூழலியல்
অর্থনৈতিক,பொருளாதாரம்
অর্থনৈতিক শোষণ,பொருளாதார சுரண்டல்
অর্থনীতি,பொருளாதாரம்
অর্থনীতি শ্রেণি,பொருளாதார வகுப்பு
সম্পাদনা,எடிட்டிங்
সংস্করণ,பதிப்பு
সম্পাদকীয়,தலையங்கம்
শিক্ষা,கல்வி
শিক্ষামূলক ক্যারিয়ার,கல்வி வாழ்க்கை
শিক্ষা প্রতিষ্ঠান,கல்வி நிறுவனம்
শিক্ষাগত যোগ্যতা,கல்வி தகுதி
প্রভাব,விளைவு
কার্যকর,பயனுள்ள
কার্যকর দিন,நடைமுறைப்படுத்திய தேதி
প্রভাব,விளைவுகள்
কার্যকারিতা,செயல்திறன்
দক্ষতা,திறன்
দক্ষ,திறமையான
বহিষ্কার,வெளியேற்றுதல்
বিস্তৃত,விரிவான
Elapse,கழித்தல்
নির্বাচিত প্রতিনিধি,தேர்ந்தெடுக்கப்பட்ட பிரதிநிதி
নির্বাচন,தேர்தல்
নির্বাচনী কলেজ,தேர்தல் கல்லூரி
ভোটার,வாக்காளர்
বিদ্যুতায়ন,மின்மயமாக்கல்
ইলেকট্রনিক মিডিয়া,மின்னணு ஊடகம்
প্রাথমিক,அடிப்படை
যোগ্যতা,தகுதி
যোগ্যতা পরীক্ষা,தகுதி சோதனை
নির্মূল,நீக்குதல்
স্পষ্টতা,சொற்பொழிவு
বিব্রত করা,சங்கடம்
আত্মসাৎ,மோசடி
প্রতীক,சின்னம்
এমবসিং সিল,புடைப்பு முத்திரை
জরুরী,அவசரம்
জরুরী ত্রাণ,அவசர நிவாரணம்
জরুরী,வெளிப்படும்
অভিবাসন,குடியேற்றம்
ইমোলমেন্টস,ஊதியம்
এম্প্যানেলমেন্ট,அனுபவ
সহমর্মিতা,பச்சாத்தாபம்
নিয়োগ,வேலை
কর্মচারী,பணியாளர்
কর্মচারী অংশগ্রহণ,பணியாளர் பங்கேற்பு
কর্মচারীর অবদান,பணியாளரின் பங்களிப்பு
কর্মচারীর প্রভিডেন্ট ফান্ড,பணியாளரின் வருங்கால வைப்பு நிதி
নিয়োগকর্তা,முதலாளி
কর্মসংস্থান,வேலை
কর্মসংস্থান বিনিময়,வேலைவாய்ப்பு பரிமாற்றம்
কর্মসংস্থান বিজ্ঞপ্তি,வேலைவாய்ப்பு அறிவிப்பு
কর্মসংস্থান অফিস,வேலைவாய்ப்பு அலுவலகம்
ক্ষমতায়ন,அதிகாரம்
ক্ষমতায়ন,அதிகாரம்
আইন,இயற்றுதல்
আইন,சட்டம்
সব একসাথে,En gloc
এনক্যাশ,Encash
ঘিরা,இணைக்கவும்
উত্সাহ,ஊக்கம்
সীমালঙ্ঘন,அத்துமீறல்
Encumbrance,இடையூறு
অনুমোদন করা,ஒப்புதல்
এন্ডোমেন্ট,எண்டோவ்மென்ட்
শেষ পণ্য,"இறுதி பொருள், இறுதி பெருக்கல் விடை"
শক্তি,ஆற்றல்
প্রয়োগ,செயல்படுத்தவும்
জড়িত,ஈடுபடுங்கள்
বর্ধন,விரிவாக்கம்
নির্দেশ দিন,கட்டளையிடவும்
En মাস,En பெருமளவில்
অনুসন্ধান,விசாரணை
তালিকাভুক্ত,பதிவு
তালিকাভুক্তি (= তালিকাভুক্তি),பதிவு (= பதிவு)
তালিকাভুক্তি নম্বর,பதிவு எண்
Enroute,வழியாக
আগত,அடுத்தடுத்த
নিশ্চিত করা,உறுதி
প্রবেশ করুন,உள்ளிடவும்
এন্টারপ্রাইজ,நிறுவனம்
বিনোদন,பொழுதுபோக்கு
বিনোদন,பொழுதுபோக்கு
এনটাইটেল,உரிமை
অধিকারী,உரிமை
এনটাইটেলমেন্ট,உரிமை
প্রবেশদ্বার,நுழைவு
প্রবেশকারী,நுழைவாளர்
প্রবেশ,நுழைவு
অনভিজ্ঞ স্তরের চাকরি,நுழைவு நிலை வேலை
গণনা,கணக்கீடு
পরিবেশ,சூழல்
দূত,தூதர்
মহামারী,பெருவாரியாகப் பரவும் தொற்று நோய்
এপিটোম,சுருக்கம்
সমতা,சமத்துவம்
ভারসাম্য,சமநிலை
সরঞ্জাম,உபகரணங்கள்
ইক্যুইটি,பங்கு
সমতুল্য,இணையான
সমতুল্য,சமமான
নির্মূল,ஒழிக்கவும்
এরতা,பிழைத்திருத்தம்
ত্রুটি,பிழை
ক্রমবর্ধমান,விரிவாக்கம்
এসকর্ট,துணை
অপরিহার্য,அத்தியாவசியமான
প্রতিষ্ঠা,நிறுவுதல்
অনুমান,மதிப்பீடு
আনুমানিক খরচ,மதிப்பிடப்பட்ட செலவு
নীতিশাস্ত্র,நெறிமுறைகள்
শিষ্টাচার,ஆசாரம்
অপসারণ,வெளியேற்றம்
এড়ানো,தவிர்க்கவும்
মূল্যায়ন,மதிப்பீடு
জোড় সংখ্যা,இரட்டைப்படை எண்
শেষ,இறுதியில்
উচ্ছেদ,வெளியேற்ற
প্রমান,சான்றுகள்
বিবর্তিত,உருவாகிறது
ঠিক,சரியான
পরীক্ষা,தேர்வு
পরীক্ষা,பரிசோதகர்
পরীক্ষক,பரிசோதகர்
উদাহরণ,உதாரணமாக
খনন,அகழ்வாராய்ச்சி
দুর্দান্ত,சிறந்த
ব্যতিক্রম,விதிவிலக்கு
ব্যতিক্রমী,விதிவிலக்கானது
অতিরিক্ত,அதிகப்படியான
বিনিময়,பரிமாற்றம்
এক্সিকিউয়ার,கருவித்தொகை
আবগারি (= আবগারি শুল্ক),கலால் (= கலால் வரி)
বাদ দিন,விலக்கு
এক্সক্লুসিভ,பிரத்தியேக
ক্ষমা,சாக்குப்போக்கு
এক্সিকিউট,செயல்படுத்த
কার্যনির্বাহী,நிர்வாகி
কার্যনির্বাহী কমিটি,நிர்வாக குழு
নির্বাহী ক্ষমতা,நிர்வாக சக்தி
এক্সিকিউটিভস,நிர்வாகிகள்
এক্সিকিউটিভ স্টাফ,நிர்வாக ஊழியர்கள்
ছাড়,விலக்கு
ছাড়,விலக்கு
অনুশীলন,உடற்பயிற்சி
প্রাক্তন গ্র্যাটিয়া,முன்னாள் கிரேட்டியா
প্রাক্তন গ্রেটিয়া পেমেন্ট,முன்னாள் கிரேட்டியா கட்டணம்
নিষ্কাশন,வெளியேற்ற
সম্পূর্ণ,முழுமையான
প্রদর্শন,கண்காட்சி
এক্সিজেন্সি,அவசியம்
এক্সিম নীতি,EXIM கொள்கை
প্রস্থান,வெளியேறு
প্রস্থান সাক্ষাত্কার,வெளியேறும் நேர்காணல்
প্রস্থান নীতি,வெளியேறும் கொள்கை
প্রস্থান জরিপ,வெளியேறும் வாக்கெடுப்பு
পদাধিকারবলে,முன்னாள் அலுவலர்
বহিষ্কার,விடுவித்தல்
সম্প্রসারণ,விரிவாக்கம்
প্রাক্তন অংশ,முன்னாள் பகுதி
প্রবাসী,வெளிநாட்டு
সমীচীন,பயனுள்ளது
ত্বরান্বিত করা,விரைவு
বহিষ্কার করা,வெளியேற்றவும்
ব্যয়,செலவு
অভিজ্ঞতা,அனுபவம்
পরীক্ষা,பரிசோதனை
বিশেষজ্ঞ,நிபுணர்
মেয়াদোত্তীর্ণ,காலாவதியாகும்
মেয়াদোত্তীর্ণ তারিখ,காலாவதி தேதி
ব্যাখ্যা,விளக்கம்
স্পষ্ট,வெளிப்படையான
শোষণ,சுரண்டல்
অন্বেষণ,ஆராயுங்கள்
বিস্ফোরণ,வெடிப்பு
রফতানি,ஏற்றுமதி
প্রাক্তন পোস্ট ফ্যাক্টো,முன்னாள் போஸ்ட் ஃபேக்டோ
প্রকাশ করা,எக்ஸ்பிரஸ்
অভিব্যক্তি,வெளிப்பாடு
তাড়ানো,வெளியேற்றுதல்
প্রসারণ,விரிவுபடுத்துதல்
প্রসারিত করা,நீட்டிக்கவும்
ব্যাপ্তি,அளவு
বাহ্যিক,வெளிப்புறம்
চাঁদাবাজি,மிரட்டி பணம் பறித்தல்
অতিরিক্ত,கூடுதல்
নির্যাস,பிரித்தெடுக்கவும்
অসাধারণ,அசாதாரணமான
অসংযত,களியாட்டம்
চরমপন্থী,தீவிரவாதி
এক্সট্রোভার্ট,சகஜமாகப்பழகு
চোখের সাক্ষী,கண் சாட்சி
বানোয়াট,புனையல்
পরিচিতি,முக மதிப்பு
সহজতর করা,எளிதாக்கு
সুবিধা,வசதி
ফ্যাসিমাইল,முகநூல்
সত্য,உண்மை
দলীয়তা,பிரிவு
ফ্যাক্টর,காரணி
কারখানা,தொழிற்சாலை
সত্য,உண்மை
অনুষদ,ஆசிரிய
ব্যর্থ,தோல்வி
মেলা,நியாயமான
বিশ্বাস,நம்பிக்கை
নকল,போலி
পরিবার,குடும்பம்
দুর্ভিক্ষ,பஞ்சம்
ভাড়া,கட்டணம்
বিদায়কালীন অনুষ্ঠান,விடைபெறுதல்
কৃষিকাজ,விவசாயம்
ক্লান্তি,சோர்வு
দোষ,தவறு
আনুকূল্য,ஆதரவாக
সম্ভাব্যতা,சாத்தியக்கூறு
ফেডারেশন,கூட்டமைப்பு
ফি,கட்டணம்
ফিরে ফিড,பின்னூட்டம்
অনুভূতি,உணர்வு
ফেলিসিট,Felicate
ফেলো,சக
ফেলোশিপ,பெல்லோஷிப்
মহিলা,பெண்
উর্বর,வளமான
কল্পিত,கற்பனையானது
বিশ্বস্ততা,நம்பகத்தன்மை
ক্ষেত্র,புலம்
চিত্র,படம்
ফাইল,கோப்பு
ফাইলিং,தாக்கல்
ফিল্ম,படம்
চূড়ান্ত,இறுதி
অর্থায়ন,நிதி
আর্থিক,நிதி
ফিনান্সার,நிதி
অনুসন্ধান,கண்டுபிடிப்புகள்
ভাল,அபராதம்
চারুকলা,நுண்கலை
আঙুলের মুদ্রণ,விரல் அச்சு
সমাপ্ত পণ্য,இறுதி பொருட்கள்
আগুন,தீ
গুলি চালানো,துப்பாக்கி சூடு
দৃঢ়,நிறுவனம்
প্রাথমিক চিকিৎসা,முதலுதவி
প্রথম শ্রেণি,முதல் வகுப்பு
প্রথম বিভাগ,முதல் பிரிவு
প্রথম তথ্য প্রতিবেদন,முதல் தகவல் அறிக்கை
রাজকোষ,நிதி
ফিশারি,மீன்வள
ফিট,பொருத்தம்
ফিটনেস,உடற்பயிற்சி
ঠিক আছে,சரிசெய்யவும்
স্থিরকরণ,சரிசெய்தல்
স্থির,சரி
পতাকা,கொடி
ফ্ল্যাপ,மடல்
সমান,தட்டையானது
বহর,கடற்படை
নমনীয়তা,நெகிழ்வுத்தன்மை
ফ্লাইট,விமானம்
বন্যা ত্রাণ,வெள்ள நிவாரணம்
মেঝে,தரை
প্রবাহ,ஓட்டம்
ওঠানামা,ஏற்ற இறக்கம்
ভ্রূণের,ஃபெடிக் சைட்
ফোল্ডার,கோப்புறை
ফোলিও,ஃபோலியோ
অনুসরণ করুন,பின்தொடர்
অনুসরণ,பின்வருமாறு
অনুগামী,பின்தொடர்பவர்
Foment,ஃபோம்
পা নোট,கால் குறிப்பு
জোরকৃত দিনমজুর,கட்டாய உழைப்பு
পূর্বাভাস,முன்னறிவிப்பு
পুর্বসিদ্ধান্ত,முன்னறிவிப்பு முடிவு
বিদেশী,வெளிநாட்டு
ফোরম্যান,மேற்பார்வையாளர்
ফরেনুন,முன்னறிவிப்பு
দূরদর্শিতা,தொலைநோக்கு
ফোরওয়ার্ড,முன்னுரை
জালিয়াতি,பறிமுதல்
জাল,போலி
জালিয়াতি,மோசடி
ফর্ম,வடிவம்
আনুষ্ঠানিক,முறையான
ফর্ম্যাট,வடிவம்
প্রাক্তন,முன்னாள்
সূত্র,சூத்திரம்
অবিলম্বে,உடனே
ফরোয়ার্ড,முன்னோக்கி
ফরোয়ার্ডিং লেটার,பகிர்தல் கடிதம்
ভিত্তি,அடித்தளம்
ভগ্নাংশ,பின்னம்
ফ্র্যাঞ্চাইজি,உரிமையாளர்
জালিয়াতি,மோசடி
বিনামূল্যে,இலவசம்
বরফে পরিণত করা,உறைய
ফ্রেইট,சரக்கு
ফ্রিকোয়েন্সি,அதிர்வெண்
জ্বালানী,எரிபொருள்
পূর্ণ-স্কেল,முழு அளவிலான
ফাংশন,செயல்பாடு
তহবিল,நிதி
মৌলবাদ,அடிப்படைவாதம்
সজ্জিত,வழங்கவும்
আরও কর্ম,மேலும் நடவடிக்கை
লাভজনক কর্মসংস্থান,லாபகரமான வேலைவாய்ப்பு
লাভজনক পেশা,லாபகரமான தொழில்
গেট পাস,கடவுச்சீட்டு
গেজেটেড,வர்த்தமானி
গেজেটেড ছুটি,வர்த்தமானி விடுமுறை
সাধারণ,பொது
সাধারণ প্রশাসন,பொது நிர்வாகம்
সাধারণ দেহ,பொது உடல்
সাধারণ নির্বাচন,பொது தேர்தல்
সাধারন সভা,பொதுக் கூட்டம்
সাধারণ অভ্যাস,பொது பயிற்சி
সাধারণ পদক্ষেপ,பொது நடைமுறை
সাধারণ নিয়ম,பொது விதி
জেনারেল ওয়ার্ড,பொது வார்டு
প্রজন্ম,தலைமுறை
প্রতিভা,மேதை
অকৃত্রিম,நேர்மையான
উপহার,பரிசு
গিস্ট,ஜிஸ்ட்
গ্লোবাল টেন্ডার,உலகளாவிய டெண்டர்
শব্দকোষ,சொற்களஞ்சியம்
লক্ষ্য,இலக்கு
নামা,கிடங்கு
গোল্ডেন হ্যান্ডশেক (= গোল্ডেন প্যারাসুট),கோல்டன் ஹேண்ட்ஷேக் (= கோல்டன் பாராசூட்)
ভাল,நல்ல
ভাল ব্যবহার,நல்ல நடத்தை
ভাল বিশ্বাস,நல்ல நம்பிக்கை
ভাল অফিস,நல்ல அலுவலகங்கள்
শুভেচ্ছা,நல்லெண்ணம்
শাসন,ஆட்சி
শাসন,நிர்வாகம்
সরকার,அரசாங்கம்
ভারত সরকার,இந்திய அரசு
ভারত সরকার উদ্বেগ,இந்திய அரசு கவலை
ভারত সরকার উদ্যোগ,இந்திய அரசு
সরকারী প্রেস,அரசு பத்திரிகை
সরকারী কর্মচারীরা বিধি পরিচালনা করে,அரசு ஊழியர்கள் விதிகளை நடத்துகிறார்கள்
সরকারী পরিসেবা,அரசாங்க சேவை
গ্রেডেশন,தரம்
শ্রেণী,தரம்
গ্রেডিং,தரப்படுத்தல்
স্নাতক,பட்டதாரி
স্নাতক মজুরি,பட்டம் பெற்ற ஊதியங்கள்
স্নাতক প্রশিক্ষণার্থী,பட்டதாரி பயிற்சி
ঘুস,ஒட்டுதல்
সর্বমোট,மொத்த மொத்தம்
প্রদান,மானியம்
অনুদান-সহায়তা,கிராண்ட்-இன்-உதவி
আঙ্গুর,திராட்சை
চিত্রলেখ,வரைபடம்
গ্রাফোলজি,வரைபடவியல்
কৃতজ্ঞ,நன்றியுடன்
গ্র্যাচুয়িটি,Farutity
সবুজ হাত,பச்சை கை
শুভেচ্ছা,வாழ்த்து
অভিযোগ,குறை
গুরুতর,கடுமையான
স্থূল,மொத்தம்
মোট পরিমাণ,மொத்த தொகை
স্থূল অসদাচরণ,மொத்த தவறான நடத்தை
অমার্জিত অবহেলা,மொத்த அலட்சியம்
পুরো লাভ,மொத்த லாபம்
মোট আয়,மொத்த வருவாய்
সর্ব মোট,மொத்த மொத்தம்
গ্রাউন্ডলেস,அடிப்படை
সর্বনিম্ন মূল্য,தரையில் வாடகை
মাঠ,மைதானம்
গ্রুপ,குழு
গ্রুপিং এবং গ্রেডিং,தொகுத்தல் மற்றும் தரம்
গ্যারান্টি,உத்தரவாதம்
গ্যারান্টর,உத்தரவாதம்
প্রহরী,காவலர்
গার্ড ফাইল,காவலர் கோப்பு
অভিভাবক,கார்டியன்
অতিথিশালা,விருந்தினர் மாளிகை
গাইড,வழிகாட்டி
নির্দেশিকা,வழிகாட்டுதல்கள்
অপরাধবোধ,குற்றம்
অভ্যাস,பழக்கம்
অভ্যাসগত,பழக்கவழக்கமான
হাফ-হলিডে,அரை விடுமுறை
অর্ধেক বেতন,பாதி ஊதியம்
হল,ஹால்
থামো,நிறுத்த
হাত,கை
হ্যান্ডবিল,ஹேண்ட்பில்
হ্যান্ডবুক,கையேடு
প্রতিবন্ধী,ஊனமுற்றோர்
হাতল,கைப்பிடி
হ্যান্ডলুম,கைத்தறி
সহজ,கை
হস্তান্তর,"ஒப்படை, பொறுப்பை ஒப்படை"
হস্তাক্ষর,கையெழுத்து
হয়রানি,துன்புறுத்தல்
হারবার,துறைமுகம்
কঠিন পরিশ্রম,கடின உழைப்பு
হার্ডওয়্যার,வன்பொருள்
কঠোর পরিশ্রম,கடின உழைப்பு
হোলেজ,இழுத்துச் செல்லுங்கள்
হকার,ஹாக்கர்
বিপত্তি,ஆபத்து
মাথা,தலை
সদর দফতর,தலைமை அலுவலகம்
সদর দফতর,தலைமையகம்
স্বাস্থ্য শংসাপত্র,சுகாதார சான்றிதழ்
শ্রবণ,விசாரணை
শ্রবণ,செவிப்புலன்
ভারী যান,கனமான வாகனம்
উত্তরাধিকারী,வாரிசு
রাখা,பிடித்தது
এখানে,இத்துடன்
Heritage তিহ্য,பாரம்பரியம்
হায়ারার্কি,படிநிலை
উচ্চতর কর্তৃপক্ষ,உயர் அதிகாரம்
উঁচু শ্রেণী,உயர் தரம்
উচ্চস্তর,உயர் நிலை
উচ্চ স্তরের সিদ্ধান্ত,உயர் மட்ட முடிவு
হাইলাইটস,சிறப்பம்சங்கள்
উচ্চ আধিকারিক,உயர் அதிகாரி
উচ্চ priorty,உயர் பிரியார்டி
উচ্চ বিদ্যালয,உயர்நிலைப்பள்ளி
হিন্দি সংস্করণ,இந்தி பதிப்பு
ভাড়া,வாடகை
নিয়োগ,பணியமர்த்தல்
ইতিহাস শীট,வரலாற்று தாள்
হোর্ডিং,பதுக்கல்
ধারণ,வைத்திருத்தல்
ছুটি,விடுமுறை
শ্রদ্ধা,மரியாதை
বাড়ি,வீடு
হত্যাকাণ্ড,படுகொலை
সৎ,நேர்மையானது
অনারারিয়াম,மரியாதைக்குரிய
অনারারি,க ors ரவம்
সম্মান,மரியாதை
ছাত্রাবাস,தங்கும் விடுதி
প্রতিকূল,விரோதமானது
ঘর ভাড়া,வீட்டு வாடகை
বাড়ি ভাড়া ভাতা,வீட்டு வாடகை கொடுப்பனவு
হাউস ট্যাক্স,வீட்டு வரி
হাউজিং,வீட்டுவசதி
হাউজিং সোসাইটি,வீட்டுவசதி சங்கம்
হিউ এবং কান্না,சாயல் மற்றும் அழுகை
মানবিক,மனிதாபிமானம்
মানবাধিকার,மனித உரிமைகள்
অপমান,அவமானம்
স্বাস্থ্যবিধি,சுகாதாரம்
হাইপোথেকশন,அனுமானம்
জনশক্তি হর্টেজ,மனிதவளத்தின் ஹார்டேஜ்
ধারণা,யோசனை
আদর্শ,ஏற்றதாக
অভিন্ন,ஒத்த
পরিচয়,அடையாளம் காணல்
পরিচয়,அடையாளம்
পরিচয় কার্ড,அடையாள அட்டை
অজ্ঞতা,அறியாமை
উপেক্ষা,புறக்கணிக்கவும்
অবৈধ,சட்டவிரோத
অবৈধ ধর্মঘট,சட்டவிரோத வேலைநிறுத்தம்
অযৌক্তিক,சட்டவிரோதமானது
অসুস্থ বোধ,தவறான உணர்வு
অবৈধ,சட்டவிரோத
নিরক্ষরতা,கல்வியறிவின்மை
অযৌক্তিক,நியாயமற்ற
চিত্রণ,விளக்கம்
চিত্র,படம்
ভারসাম্যহীনতা,ஏற்றத்தாழ்வு
অপরিণত,முதிர்ச்சியற்ற
তাত্ক্ষণিক,உடனடியாக
অবিলম্বে ব্যবস্থা,உடனடி நடவடிக்கை
তাত্ক্ষণিক কর্মকর্তা,உடனடி அதிகாரி
অভিবাসী,குடியேறியவர்
অনৈতিক,ஒழுக்கமற்ற
স্থাবর,அசையாத
অনাক্রম্য,நோய் எதிர்ப்பு சக்தி
অনাক্রম্যতা,நோய் எதிர்ப்பு சக்தி
প্রভাব,தாக்கம்
নিরপেক্ষ,நடுநிலை
অভিশংসন,குற்றச்சாட்டு
প্রতিবন্ধকতা,தடை
অনুজ্ঞাসূচক,கட்டாய
ছদ্মবেশ,ஆள்மாறாட்டம்
বাস্তবায়ন,செயல்படுத்தவும்
জড়িত,Implect
অন্তর্নিহিত,மறைமுகமான
আমদানি,இறக்குமதி
গুরুত্বপূর্ণ,முக்கியமான
আমদানিকারক,இறக்குமதியாளர்
ইমপোস্ট,வஞ்சக
অভিযুক্ত,இம்பவுண்ட்
ছাপ,எண்ணம்
ইমপ্রেস্ট,இம்ப்ரஸ்ட்
অনুপযুক্ত,முறையற்றது
উন্নতি,மேம்படுத்தவும்
উন্নতি,முன்னேற்றம்
ইম্প্রোভাইজেশন,மேம்படுத்துதல்
অভিপ্রায়,கணக்கிடுங்கள்
স্থগিত এ,கைவிடுவதில்
অক্ষমতা,இயலாமை
দুর্গম,அணுக முடியாதது
অগ্রহণযোগ্য,அனுமதிக்க முடியாதது
অসাবধানতাবসত,கவனக்குறைவாக
উদ্বোধন,பதவியேற்பு
নগদ,ரொக்கமாக
উত্সাহ,ஊக்கத்தொகை
ঘটনামূলক,தற்செயலானது
বাঁক,சாய்வு
অন্তর্ভুক্ত,உள்ளடக்கியது
ছদ্মবেশী,மறைநிலை
আয়,வருமானம்
আয়কর,வருமான வரி
আয়কর ছাড়পত্র শংসাপত্র,வருமான வரி அனுமதி சான்றிதழ்
আয়কর রিটার্ন,வருமான வரி
আগত,வருகை
অযোগ্যতা,திறமையின்மை
অযোগ্য,திறமையற்றது
অসম্পূর্ণ,முழுமையற்றது
অনির্বচনীয়,முடிவில்லாத
অসম্পূর্ণ,பொருத்தமற்றது
অসঙ্গতি,முரண்பாடு
অসুবিধা,சிரமம்
অন্তর্ভূক্ত,இணைக்கப்பட்டது
ত্রুটিপূর্ণ,தவறானது
অবিশ্বাস্য,நம்பமுடியாத
বৃদ্ধি,அதிகரிப்பு
শায়িত্ব,பதவியில்
