Odiya,English
ଦଶମିକ ବିସ୍ତାର,decimal expansion
ଦଶମିକ ଭଗ୍ନାଂଶ,decimal fraction
ଦଶମିକ ଟିପ୍ପଣୀ |,decimal notation
ଦଶମିକ ସଂଖ୍ୟାକରଣ ବ୍ୟବସ୍ଥା |,decimal numbering system
ଦଶମିକ ବିନ୍ଦୁ |,decimal point
ଦଶମିକ ସ୍କେଲ,decimal scale
ଦଶମିକ ସିଷ୍ଟମ୍ |,decimal system
ଡ଼ିସିମିଟର |,decimeter
ଡିସିଫର୍ କରିବା |,deciphering
ନିଷ୍ପତ୍ତି ମଡେଲ୍,decision model
ନିଷ୍ପତ୍ତି ସିଦ୍ଧାନ୍ତ |,decision theory
ନିଷ୍ପତ୍ତି ଭେରିଏବଲ୍ |,decision variable
ଡିକୋଡର୍ |,decoder
ଡିକୋଡିଂ,decoding
ବିଭାଜିତ ସେଟ୍ |,decomposable set
ହ୍ରାସ,decreasing
କାର୍ଯ୍ୟ ହ୍ରାସ,decreasing function
ଡେଡେକିଣ୍ଡଙ୍କ କଟ୍ |,Dedekind's cut
ଡେଡେକିଣ୍ଡଙ୍କ ତତ୍ତ୍। |,Dedekind's theorem
ହ୍ରାସ କର |,deduce
deductive ପଦ୍ଧତି |,deductive method
ତ୍ରୁଟିଯୁକ୍ତ,defective
ସମୀକରଣକୁ ବ୍ୟାଖ୍ୟା କରେ,defining equation
ନିର୍ଦ୍ଦିଷ୍ଟ ଅବିଚ୍ଛେଦ୍ୟ |,definite integral
ନିର୍ଦ୍ଦିଷ୍ଟ ମ୍ୟାଟ୍ରିକ୍ସ |,definite matrix
ସଂଜ୍ଞା,definition
ବିକୃତି ବକ୍ର,deformation curve
ବିକୃତ ପୃଷ୍ଠ,deformed surface
ଅବନତି,degeneracy
ଟ୍ରାନ୍ସପୋରେସନ୍ ସମସ୍ୟାରେ ଅବନତି |,degeneracy in transporation problems
ଡିଗ୍ରୀ,degree
ଭିନ୍ନକ୍ଷମ ସମୀକରଣର ଡିଗ୍ରୀ |,degree of differential equation
ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ,degree of freedom
ବହୁଜନର ଡିଗ୍ରୀ |,degree of polynomial
ପଡୋଶୀ ବିଲୋପ,deleted neighbourhood
ଡେଲଟା ଫଙ୍କସନ୍,delta function
ଚାହିଦା ଏବଂ ଉପଯୋଗିତା ବକ୍ର,demand and utility curve
ଚାହିଦା ସମୀକରଣ |,demand equation
ଚାହିଦା କାର୍ଯ୍ୟ,demand function
ଜନସଂଖ୍ୟା ଅଧ୍ୟୟନ |,demographic study
ଜନସଂଖ୍ୟା,demography
ଡି ମୋଭ୍ରେଙ୍କ ଥିଓରେମ୍ |,De Moivre’s theorem
ପ୍ରଦର୍ଶନ,demonstrate
ପ୍ରଦର୍ଶନ,demonstration
ପ୍ରଦର୍ଶନକାରୀ ଜ୍ୟାମିତି |,demonstrative geometry
ଭେଦ,denominator
ଘନ ସେଟ୍ |,dense set
ଘନତା,density
ଅଗଣିତ ସେଟ୍ |,denumerable set
ଭେରିଏବଲ୍ ଛାଡିବା,departing variables
ନିର୍ଭରଶୀଳ ଘଟଣା |,dependent event
ନିର୍ଭରଶୀଳ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,dependent random variable
ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |,dependent variable
ନିର୍ଭରଶୀଳ ଭେରିଏଟ୍ |,dependent variate
ଉଦାସୀନତା କୋଣ,depression angle
derivation,derivation
derivative,derivative
ଉତ୍ପନ୍ନ କ୍ରମ |,derived series
ନିର୍ମିତ ସେଟ୍ |,derived set
ଅବତରଣ,descending
ଅବତରଣ କ୍ରମ |,descending order
ଅବତରଣ କ୍ରମ |,descending series
ବର୍ଣ୍ଣନାକାରୀ ଜ୍ୟାମିତି |,descriptive geometry
ବର୍ଣ୍ଣନାକାରୀ ମଡେଲ୍ |,descriptive model
ବର୍ଣ୍ଣନାକାରୀ ପରିସଂଖ୍ୟାନ |,descriptive statistics
ଡିଜାଇନ୍,design
ପରୀକ୍ଷଣର ଡିଜାଇନ୍ |,design of experiment
ଡେସ୍କ କାଲକୁଲେଟର,desk calculator
ଚିହ୍ନଟ,detection
ନିର୍ଣ୍ଣୟକାରୀ,determinant
ନିର୍ଣ୍ଣୟକାରୀ ପଦବୀ |,determinant rank
ନିର୍ଣ୍ଣୟ କର |,determine
ସ୍ଥିରିକୃତ ମଡେଲ୍ |,deterministic model
ନିର୍ଣ୍ଣୟକାରୀ ସମସ୍ୟା |,deterministic problem
ବ୍ୟତିକ୍ରମ,deviation
ବିଘ୍ନ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |,deviation coefficient
ଡାଏଡିକ୍ ସିଷ୍ଟମ୍ |,diadic system
ତ୍ରିକୋଣୀୟ,diagonal
ଏକ ମାଟ୍ରିକ୍ସର ଡାଇଗୋନାଲାଇଜେସନ୍ |,diagonalization of a matrix
ତ୍ରିକୋଣୀୟ ମ୍ୟାଟ୍ରିକ୍ସ |,diagonal matrix
ତ୍ରିକୋଣୀୟ ସମାନତା |,diagonal similarity
ଚିତ୍ର,diagram
ଚିତ୍ରନାଟ୍ୟ ପଦ୍ଧତି |,diagrammatic method
ଚିତ୍ରନାଟ୍ୟ ଉପସ୍ଥାପନା |,diagrammatic presentation
ବ୍ୟାସ,diameter
ଏକ ସେଟ୍ ର ବ୍ୟାସ |,diameter of a set
ହୀରା ବିପରୀତ |,diametrically opposite
ଡାଇସ୍ ଥ୍ରୋ |,dice throw
ଦ୍ୱିପାକ୍ଷିକ ବର୍ଗୀକରଣ |,dichotomous classification
ଡିଚୋଟୋମି,dichotomy
ଅଭିଧାନ କ୍ରମ |,dictionary order
ପାର୍ଥକ୍ୟ ଗଣନା,difference calculus
ପାର୍ଥକ୍ୟ ସମୀକରଣ,difference equation
ପାର୍ଥକ୍ୟ ସୂତ୍ର,difference formula
ପାର୍ଥକ୍ୟ ପଦ୍ଧତି |,difference method
ସେଟ୍ ର ପାର୍ଥକ୍ୟ |,difference of sets
ଭିନ୍ନକ୍ଷମ |,differentiable
ଭିନ୍ନକ୍ଷମ ବକ୍ର,differentiable curve
ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ,differentiable function
ଭିନ୍ନକ୍ଷମ |,differential
ଭିନ୍ନକ୍ଷମ ଗଣନା,differential calculus
ଭିନ୍ନକ୍ଷମ ଗୁଣବତ୍ତା |,differential coefficient
ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |,differential equation
ଭିନ୍ନକ୍ଷମ ଫର୍ମ |,differential form
ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |,differential formula
ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ,differential function
ଭିନ୍ନକ୍ଷମ ଜ୍ୟାମିତି |,differential geometry
ଉଚ୍ଚ କ୍ରମର ଭିନ୍ନତା |,differential of higher order
ଭିନ୍ନ ଭିନ୍ନ ଭାଗ,differential quotient
ଭିନ୍ନ କର |,differentiate
ଭିନ୍ନତା,differentiation
ଭିନ୍ନତା ସୂତ୍ର |,differentiation formula
ଭେକ୍ଟରର ଭିନ୍ନତା |,differentiation of vector
ବିସ୍ତାର,diffusion
ସଂଖ୍ୟା,digit
ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |,digital computer
ଡିଜିଟାଲ୍ ତଥ୍ୟ |,digital data
ପରିମାପ,dimension
ପରିମାପ,dimensionality
ପରିମାପହୀନ |,dimensionless
ଏକ ସମୀକରଣର ଆକାର,dimension of an equation
ଡାଇଓଫାଣ୍ଟାଇନ୍ ସମୀକରଣ |,diophantine equation
ଡିପ୍ ଆଙ୍ଗଲ୍,dip angle
ଡିପୋଲାର୍ କୋର୍ଡିନେଟ୍ |,dipolar coordinates
ଡିପୋଲ୍,dipole
ଡିପିରାମିଡ୍ (ବିପିରାମିଡ୍),dipyramid (bipyramid)
ଡାଇରାକ୍ ଡେଲଟା କାର୍ଯ୍ୟ |,Dirac delta function
ସିଧାସଳଖ ସାଧାରଣ ଟାଙ୍ଗେଣ୍ଟ |,direct common tangent
ନିର୍ଦ୍ଦେଶିତ କୋଣ,directed angle
ନିର୍ଦ୍ଦେଶିତ ରେଖା |,directed line
ଦିଗଦର୍ଶନ,directional derivative
ଦିଗ କୋସାଇନ୍ |,direction cosine
maxima ର ଦିଗ,direction of maxima
ପ୍ରୋଜେକ୍ଟର ଦିଗ,direction of projection
ଦିଗ ଅନୁପାତ |,direction ratio
ନିର୍ଦ୍ଦେଶକ ସର୍କଲ୍ |,director circle
ନିର୍ଦ୍ଦେଶକ କ୍ଷେତ୍ର,director sphere
ପ୍ରତ୍ୟକ୍ଷ ଉତ୍ପାଦ |,direct product
ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ |,direct proof
ପ୍ରତ୍ୟକ୍ଷ ଅନୁପାତ |,direct proportion
ଡାଇରେକ୍ଟ୍ରିକ୍ସ,directrix
ପ୍ରତ୍ୟକ୍ଷ ରାଶି |,direct sum
ବିଚ୍ଛିନ୍ନ ସେଟ୍ |,disconncted sets
ବନ୍ଦ,discontinuity
ଡେରିଭେଟିଭ୍ ର ବିଚ୍ଛିନ୍ନତା |,discontinuity of derivative
ପ୍ରଥମ ପ୍ରକାରର ବିଚ୍ଛିନ୍ନତା |,discontinuity of the first kind
ଦ୍ୱିତୀୟ ପ୍ରକାରର ବିଚ୍ଛିନ୍ନତା |,discontinuity of the second kind
ନିରନ୍ତର ବଣ୍ଟନ |,discontinuous distribution
ବିଚ୍ଛିନ୍ନ କାର୍ଯ୍ୟ,discontinuous function
ବିଚ୍ଛିନ୍ନ ଭେରିଏଟ୍ |,discontinuous variate
ବିଚ୍ଛିନ୍ନ,discrete
ପୃଥକ ବଣ୍ଟନ |,discrete distribution
ପୃଥକ ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |,discrete probability distribution
ପୃଥକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,discrete random variable
ପୃଥକ ନମୁନା ସ୍ଥାନ |,discrete sample space
ପୃଥକ ସେଟ୍ |,discrete set
ପୃଥକ ସ୍ଥାନ |,discrete space
ପୃଥକ ଟପୋଲୋଜି |,discrete topology
ଭିନ୍ନ ଭିନ୍ନତା |,discrete variate
ଭେଦଭାବ,discriminant
ଭେଦଭାବ ବିଶ୍ଳେଷଣ (= ଭେଦଭାବ ବିଶ୍ଳେଷଣ),discriminatory analysis (=discriminant analysis)
ଅସନ୍ତୁଷ୍ଟ,disjoint
ଘଟଣାଗୁଡ଼ିକୁ ଅସନ୍ତୁଷ୍ଟ କରନ୍ତୁ |,disjoint events
ବିଚ୍ଛିନ୍ନ ସେଟ୍ |,disjoint sets
ଅସନ୍ତୁଷ୍ଟ ସଂଘ,disjoint union
ବିଚ୍ଛିନ୍ନତା |,disjunction
ବିଚ୍ଛେଦ |,dispersion
ବିଚ୍ଛେଦ ଚାର୍ଟ |,dispersion chart
ବିଚ୍ଛେଦ ସ୍ଥିର |,dispersion constant
ବିଚ୍ଛେଦ ଚିତ୍ର |,dispersion diagram
ବିଚ୍ଛେଦ ମ୍ୟାଟ୍ରିକ୍ସ (= କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ),dispersion matrix (=covariance matrix)
ବିସ୍ଥାପନ,displacement
ପ୍ରଦର୍ଶନ,display
ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ (= କନସୋଲ୍),display unit (=consol)
ଭିନ୍ନ,dissimilar
ବିଚ୍ଛିନ୍ନ ଶକ୍ତି |,dissipative forces
ଦୂରତା କାର୍ଯ୍ୟ,distance function
ଦୂରତା ମଡ୍ୟୁଲସ୍,distance modulus
ବଣ୍ଟନ ମୁକ୍ତ ପଦ୍ଧତି |,distribution-free method
ବଣ୍ଟନ ନିୟମ |,distributive law
ବିଭାଜନ,diverge
ବିଭେଦ,divergence
ଭିନ୍ନତା ଥିଓରେମ୍ |,divergence theorem
ବିବିଧ,divergent
ବିବିଧ କ୍ରମ |,divergent series
ବିଭାଜିତ ପାର୍ଥକ୍ୟ |,divided difference
ବିଭାଜନତା,divisibility
ବିଭାଜନଯୋଗ୍ୟ,divisible
ବିଭାଜନ,division
ବିଭାଜନ ଆଲଗୋରିଦମ |,division algorithm
ବିଭାଜନ ରିଙ୍ଗ |,division ring
ଡୋଡେକାଗନ୍ |,dodecagon
dodecahedron,dodecahedron
ଡୋମେନ୍,domain
ଏକ ଫଙ୍କସନ୍ ର ଡୋମେନ୍,domain of a function
ପରିଭାଷାର ଡୋମେନ୍ |,domain of definition
ଅସ୍ତିତ୍ୱର ଡୋମେନ୍ |,domain of existence
ପ୍ରାଧାନ୍ୟ ରଣନୀତି |,dominant strategy
ଡୋପଲର ପ୍ରଭାବ,doppler effect
ବିନ୍ଦୁ ଉତ୍ପାଦ |,dot product
ବିନ୍ଦୁ ବକ୍ର,dotted curve
ଦ୍ୱିଗୁଣ ଭିନ୍ନତା |,double differentiation
ଦୁଇଗୁଣ ବଣ୍ଟନ,double exponential distribution
ଡବଲ୍ ହେଲିକ୍ସ |,double helix
ଡବଲ୍ ଇଣ୍ଟିଗ୍ରାଲ୍ |,double integral
ଡବଲ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |,double integration
ଦୁଇଥର ସୀମା |,double limit
ଦୁଇଥର ନମୁନା ସଂଗ୍ରହ ଯୋଜନା |,double sampling plan
ଡବଲ୍ କ୍ରମ |,double sequence
ଡବଲ୍ ସିରିଜ୍ |,double series
ଡବଲ୍ ସଫିକ୍ସ ନୋଟେସନ୍ |,double suffix notation
ଦୁଇଥର ସମନ୍ୱୟ |,double summation
ତଳ ତ୍ୱରଣ,downward acceleration
ନିମ୍ନ ବିସ୍ଥାପନ |,downward displacement
ନିମ୍ନ ଗତି,downward motion
ତଳ ବେଗ,downward velocity
ଡ୍ରାଗ୍,drag
ଡ୍ରାଗ୍ ଫୋର୍ସ |,drag force
ଡୁଆଲ୍ |,dual
ଦ୍ୱ ual ତ ଆଧାର |,dual basis
ଡୁଆଲ୍ ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |,dual inner product
ଡୁଆଲ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |,dual linear programming problem
ଡୁଆଲ୍ ଅପରେସନ୍ |,dual operation
ଦ୍ୱ ual ତ ସମସ୍ୟା |,dual problem
ଡୁଆଲ୍ ସିମ୍ପ୍ଲେକ୍ସ ଆଲଗୋରିଦମ |,dual simplex algorithm
ଡୁଆଲ୍ ସିମ୍ପ୍ଲେକ୍ସ କ techni ଶଳ |,dual simplex technique
ଡୁଆଲ୍ ସ୍ପେସ୍ |,dual space
ଡୁଆଲ୍ ଭେରିଏବଲ୍ |,dual variable
ଡୁଆଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |,dual vector space
ଡମି ଇଣ୍ଡେକ୍ସ,dummy index
ଡମି ସବସ୍କ୍ରିପ୍ଟ |,dummy subscript
ଡମି ସଫିକ୍ସ |,dummy suffix
ଡମି ଭେରିଏବଲ୍ |,dummy variable
ନକଲ ପ୍ରକ୍ରିୟା |,duplicator process
ଗତିଶୀଳ |,dynamical
ଗତିଶୀଳ ସିଷ୍ଟମ୍ |,dynamical system
ଗତିଶୀଳ ଚାହିଦା କାର୍ଯ୍ୟ |,dynamic demand function
ଗତିଶୀଳ ମଡେଲ୍ |,dynamic model
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |,dynamic programming
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |,dynamic programming approach
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ techni ଶଳ |,dynamic programming technique
ଗତିଶୀଳତା |,dynamics
ଏକ କଣିକାର ଗତିଶୀଳତା |,dynamics of a particle
କଠିନ ଶରୀରର ଗତିଶୀଳତା |,dynamics of rigid bodies
ପୃଥିବୀ,earth
ଭୂକମ୍ପ ତୀବ୍ରତା |,earthquake intensity
ବିଚିତ୍ରତା |,eccentricity
ଚନ୍ଦ୍ରଗ୍ରହଣ,eclipse
ଅର୍ଥନ ric ତିକ ପୂର୍ବାନୁମାନ |,econometric forecast
ଅର୍ଥନୀତିଜ୍ଞ,econometrician
ଅର୍ଥନୀତି,econometrics
ଅର୍ଥନୀତି,economics
ଧାର,edge
ଏକ ଉନ୍ମୁକ୍ତ ସେଟ୍ ର ଧାର |,edge of a convex set
ଦକ୍ଷତା କାରକ |,efficiency factor
eigen ଉପାଦାନ |,eigen element
eigen କାର୍ଯ୍ୟ,eigen function
eigen ମୂଲ୍ୟ,eigen value
eigen ମୂଲ୍ୟ ସମୀକରଣ |,eigen value equation
ଇଜେନ ଭେକ୍ଟର |,eigen vector
ଇଲାଷ୍ଟିକ୍ |,elastic
ଇଲାଷ୍ଟିକ୍ ସ୍ଥିର |,elastic constant
ଇଲଷ୍ଟିକ୍ ସନ୍ତୁଳନ |,elastic equilibrium
ନମନୀୟତା,elasticity
ଇଲାସ୍ଟିସିଟି ଭୂପୃଷ୍ଠ |,elasticity surface
ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର |,electronic computer
ଉପାଦାନ,element
ପ୍ରାଥମିକ ସ୍ତମ୍ଭ କାର୍ଯ୍ୟ,elementary column operation
ପ୍ରାଥମିକ ଘଟଣା |,elementary event
ପ୍ରାଥମିକ କାର୍ଯ୍ୟ,elementary function
ପ୍ରାଥମିକ କାର୍ଯ୍ୟ,elementary operation
ପ୍ରାଥମିକ ଫଳାଫଳ,elementary outcome
ପ୍ରାଥମିକ ସମ୍ଭାବନା ନିୟମ |,elementary probability law
ପ୍ରାଥମିକ ଧାଡି କାର୍ଯ୍ୟ,elementary row operation
ହଟାନ୍ତୁ |,eliminate
ବର୍ଜନ ପ୍ରକ୍ରିୟା |,elemination procedure
ଏଲିପ୍ସ,ellipse
ଏଲିପସଏଡ୍ |,ellipsoid
ଏଲିପସାଇଡ୍ |,ellipsoidal
ଏଲିପସଏଡାଲ୍ ଭୂପୃଷ୍ଠ |,ellipsoidal surface
ବ lip ଶିଷ୍ଟ୍ୟ ଶରୀର,elliptical body
ଏମ୍ବେଡିଂ,embedding
ନିର୍ଗମନ,emission
ପରୀକ୍ଷାମୂଳକ ତଥ୍ୟ |,empirical data
ପରୀକ୍ଷାମୂଳକ ସୂତ୍ର |,empirical formula
ପରୀକ୍ଷାମୂଳକ ସମ୍ଭାବନା |,empirical probability
ପରୀକ୍ଷାମୂଳକ ସମ୍ପର୍କ |,empirical relation
ଖାଲି ସେଟ୍ |,empty set
ଆବଦ୍ଧ,enclosed
ଏନକୋଡିଂ,encoding
ଏଣ୍ଡୋମୋର୍ଫିଜିମ୍ |,endomorphism
ଶେଷ ବିନ୍ଦୁ,end point
ଶ୍ରେଣୀ ବ୍ୟବଧାନର ଶେଷ ବିନ୍ଦୁ |,end point of class interval
ଶକ୍ତି,energy
ଶକ୍ତି ଗତି ଉପାଦାନ |,energy momentum component
ଭେରିଏବଲ୍ ଏଣ୍ଟର୍ କରିବା,entering variable
ଗଣନାକାରୀ ସେଟ୍ |,enumerable set
ଗଣନା,enumeration
ସମାନ,equal
ସମାନତା,equality
ସମାନ ସମ୍ଭାବନା |,equally likely
ସମାନ ସମ୍ଭାବ୍ୟତା ଚୟନ ପଦ୍ଧତି (= epsem),equal probability selection method (=epsem)
ସମାନ,equate
ସମୀକରଣ,equation
ପ୍ରଥମ ଡିଗ୍ରୀର ସମୀକରଣ |,equation of first degree
ଦ୍ୱିତୀୟ ଡିଗ୍ରୀର ସମୀକରଣ |,equation of second degree
ତୃତୀୟ ଡିଗ୍ରୀର ସମୀକରଣ |,equation of third degree
ସମୀକରଣ,equator
ସମାନ୍ତରାଳ |,equicontinuous
ସମାନ୍ତରାଳ |,equilateral
ସନ୍ତୁଳନ,equilibrium
ଶକ୍ତିର ସନ୍ତୁଳନ |,equilibrium of forces
ସନ୍ତୁଳନ ବିନ୍ଦୁ |,equilibrium point
ସମାନତା,equivalence
ସମାନତା ଶ୍ରେଣୀ,equivalence class
ସମାନତା ସମ୍ପର୍କ,equivalence relation
ସମାନ,equivalent
ସମାନ ମ୍ୟାଟ୍ରିକ୍ସ |,equivalent matrix
ସମାନ ସେଟ୍ |,equivalent set
ergodicity,ergodicity
ତ୍ରୁଟି,error
ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |,error analysis
ତ୍ରୁଟି କୋଡ୍,error code
ତ୍ରୁଟି ଗୁଣବତ୍ତା,error coefficient
ହାରାହାରି ବର୍ଗର ତ୍ରୁଟି |,error of mean square
ପ୍ରଥମ ପ୍ରକାରର ତ୍ରୁଟି |,error of the first kind
ଦ୍ୱିତୀୟ ପ୍ରକାରର ତ୍ରୁଟି |,error of the second kind
ସମ୍ଭାବନାରୁ ରକ୍ଷା ପାଇବା |,escape probability
ବେଗରୁ ରକ୍ଷା ପାଇବା |,escape velocity
E. Schmidt ର orthogonalization ପ୍ରକ୍ରିୟା |,E. Schmidt's orthogonalization process
ନିର୍ଦ୍ଦିଷ୍ଟ ବୃତ୍ତ,escribed circle
ଜରୁରୀ |,essential
ମୂଳତ unique ଅନନ୍ୟ |,essentially unique
ଆକଳନ,estimate
ଆକଳନ ପଦ୍ଧତି,estimation method
ଇଉକ୍ଲିଡିଆନ୍ ସଂଯୋଜନା |,Euclidean coordinate
ଇଉକ୍ଲିଡିଆନ୍ ଡୋମେନ୍ |,Euclidean domain
ଇଉକ୍ଲିଡିଆନ୍ ଜ୍ୟାମିତି |,Euclidean geometry
ଇଉକ୍ଲିଡିଆନ୍ n- ସ୍ପେସ୍ |,Euclidean n-space
ଇଉକ୍ଲିଡାନ୍ ବିମାନ |,Euclidean plane
ଇଉଲର୍ଙ୍କ ତତ୍ତ୍। |,Euler's theorem
ମୂଲ୍ୟାଙ୍କନ କର,evaluate
ଏପରିକି,even
ଏପରିକି ବକ୍ର,even curve
ଏପରିକି ଫଙ୍କସନ୍,even function
ଏପରିକି ଏକାଧିକ |,even multiple
ଯୁଗ୍ମ ସଂଖ୍ୟା,even number
ଏପରିକି ଅଦ୍ଭୁତ ସମୃଦ୍ଧତା |,even odd symmetry
ଏପରିକି ପର୍ମୁଟେସନ୍ |,even permutation
ଇଭେଣ୍ଟ,event
ଏପରିକି ଶବ୍ଦ,even term
ସଠିକ୍,exact
ସଠିକ୍ ଚି-ବର୍ଗ ପରୀକ୍ଷା |,exact chi-square test
ପ୍ରକୃତ ଭିନ୍ନତା |,exact differential
ସଠିକ୍ ସମୀକରଣ |,exact equation
ଉଦାହରଣ |,example
ବିନିମୟ,exchange
ସମ୍ପୁର୍ଣ୍ଣ ଘଟଣା |,exhaustive event
ଅସ୍ତିତ୍ୱ axiom |,existence axiom
ଅସ୍ତିତ୍ୱ ସମ୍ଭାବନା (= ଏକ ପ୍ରାଥମିକ ସମ୍ଭାବନା),existence probability(= a priori probability)
ଅସ୍ତିତ୍ୱ ଥିଓରେମ୍ |,existence theorem
ଏକ୍ସୋଜେନସ୍ ଭେରିଏବଲ୍ |,exogenous variable
ବିସ୍ତାର,expansion
ଆଶା କାର୍ଯ୍ୟ,expectation function
ଆଶା କରାଯାଉଥିବା ଫ୍ରିକ୍ୱେନ୍ସି |,expected frequency
ଆଶା କରାଯାଉଥିବା ମୂଲ୍ୟ,expected value
ପରୀକ୍ଷଣ |,experiment
ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି |,experimental error
ବ୍ୟାଖ୍ୟା,explanation
ସ୍ପଷ୍ଟ ସମୀକରଣ |,explicit equation
ସ୍ପଷ୍ଟ ଫର୍ମ |,explicit form
ସ୍ପଷ୍ଟ କାର୍ଯ୍ୟ,explicit function
ସ୍ପଷ୍ଟ ସମାଧାନ |,explicit solution
ପ୍ରଦର୍ଶକ,exponent
ସୂକ୍ଷ୍ମ ବକ୍ର,exponential curve
ସୂକ୍ଷ୍ମ ସାନ୍ଧ୍ରତା କାର୍ଯ୍ୟ |,exponential density function
ସୂକ୍ଷ୍ମ ବଣ୍ଟନ |,exponential distribution
ସୂକ୍ଷ୍ମ ସମୀକରଣ |,exponential equation
ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ,exponential function
ତ୍ୱରିତ ଅଭିବୃଦ୍ଧି |,exponential growth
ସୂକ୍ଷ୍ମ ନିୟମ |,exponential law
ସୂକ୍ଷ୍ମ ମାନଚିତ୍ର,exponential map
ସୂକ୍ଷ୍ମ କ୍ରମ |,exponential series
ଅଭିବ୍ୟକ୍ତି,expression
ବିସ୍ତାରିତ ବ୍ୟବଧାନ |,extended interval
ବିସ୍ତୃତ ପ୍ରକୃତ ରେଖା |,extended real line
ବିସ୍ତୃତ ପ୍ରକୃତ ସଂଖ୍ୟା ସିଷ୍ଟମ୍ |,extended real number system
ଏକ ମ୍ୟାପିଂର ବିସ୍ତାର,extension of a mapping
ବାହ୍ୟ କୋଣ,exterior angle
ବାହ୍ୟ କ୍ଷେତ୍ର,exterior area
ବାହ୍ୟ ବିନ୍ଦୁ,exterior point
ବାହ୍ୟ,external
ଟ୍ରେଣ୍ଡ ମୂଲ୍ୟର ଏକ୍ସଟ୍ରାପୋଲେସନ୍ |,extrapolation of trend value
ଅତିରିକ୍ତ କ techni ଶଳ |,extrapolation technique
ଅତ୍ୟଧିକ ମୂଲ୍ୟ,extremal value
ଅତ୍ୟଧିକ,extreme
ଚରମ ବିନ୍ଦୁ |,extreme point
କନଭକ୍ସ ସେଟ୍ ର ଚରମ ବିନ୍ଦୁ |,extreme point of convex set
ଏକ କାର୍ଯ୍ୟର ଚରମ,extremum of a function
ଅତ୍ୟଧିକ ସମ୍ପତ୍ତି,extremum property
ମୁହଁ,face
ମୁଖ ମୂଲ୍ୟ,face value
କାରକ,factor
ଫ୍ୟାକ୍ଟର୍ ବିଶ୍ଳେଷଣ |,factor analysis
କାରଖାନା,factored
ଫ୍ୟାକ୍ଟୋରିଆଲ୍ |,factorial
ଫ୍ୟାକ୍ଟୋରିଆଲ୍ ଡିଜାଇନ୍ |,factorial design
କାରକକରଣ,factorization
କାରକ,factorise
ନ୍ୟାୟ ଖେଳ |,fair game
ମିଥ୍ୟା,FALSE
ପରିବାର,family
ବୃତ୍ତର ପରିବାର |,family of circles
ପାରିବାରିକ ବକ୍ର,family curves
କାର୍ଯ୍ୟଗୁଡ଼ିକର ପରିବାର |,family of functions
ରେଖା ପରିବାର |,family of lines
ଫ୍ୟାକ୍ସମାଇଲ୍ |,facsimile
F- ବଣ୍ଟନ |,F-distribution
ସମ୍ଭବ ମ basic ଳିକ ସମାଧାନ |,feasible basic solution
ସମ୍ଭବ ସମାଧାନ,feasible solution
ଫେରନ୍ତୁ,feed back
ଫର୍ମାଟ୍ ନୀତି |,Fermat principle
ଫର୍ମାଟଙ୍କ ତତ୍ତ୍। |,Fermat's theorem
ଫର୍ମୀ-ଡାଇରାକ୍ ପରିସଂଖ୍ୟାନ |,Fermi-Dirac statistics
ଫିବୋନାକ୍ସି ସଂଖ୍ୟା |,Fibonacci number
ଫିବୋନାକ୍ସି ସିରିଜ୍ |,Fibonacci series
କ୍ଷେତ୍ର,field
ଅନ୍ତିମ ବେଗ,final velocity
ସୀମିତ,finite
ସୀମିତ ଆଧାର |,finite basis
ସୀମିତ ଦଶମିକ |,finite decimal
ସୀମିତ ପାର୍ଥକ୍ୟ |,finite difference
ସୀମିତ ପାର୍ଥକ୍ୟ ପଦ୍ଧତି |,finite difference method
ସୀମିତ ପରିମାଣ,finite dimensional
ସୀମିତ ଡାଇମେନ୍ସନାଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |,finite dimensional vector space
