English,Bengali
Heterotroph,হিটারোট্রফ
Hexaploid,হেক্সাপ্লয়েড
Hibernate,হাইবারনেট
High density planting,উচ্চ ঘনত্ব রোপণ
Hill (rice),পাহাড় (চাল)
Histogram,হিস্টোগ্রাম
Hitech horticulture,হিটেক হর্টিকালচার
Hive,মুরগি
Hoeing,হোয়িং
Holding,ধারণ
Home farm,হোম ফার্ম
Homeostasis,হোমিওস্টেসিস
Homestead,হোমস্টেড
Homogeneity,সমজাতীয়তা
Homogenous,সমজাতীয়
Homologus,হোমোলজাস
Homozygote,হোমোজাইগোট
Hopper,হপার
Horizon,দিগন্ত
Horticultural crops,উদ্যানতাত্ত্বিক ফসল
Horticulture,উদ্যানতত্ত্ব
Horti-silvi pastoral farming,হর্টি-সিলভি যাজকীয় কৃষিকাজ
Host,হোস্ট
Hot water treatment,গরম জল চিকিত্সা
Hull,হাল
Humidity,আর্দ্রতা
Humus,হুমাস
Husk,হুস্ক
Husker,হকার
Husking,হুংস
Hybrid,হাইব্রিড
Hybridization,সংকরকরণ
Hydration,হাইড্রেশন
Hydrology,জলবিদ্যুৎ
Hydrolysis,হাইড্রোলাইসিস
Hydrometer,হাইড্রোমিটার
Hydrophilous,হাইড্রোফিলাস
Hydroponics,জলবিদ্যুৎ
Hydrosphere,হাইড্রোস্ফিয়ার
Hydroscopicity,হাইড্রোস্কোপিসিটি
Hyperparasite,হাইপারপ্যারাসাইট
Hyperplasia,হাইপারপ্লাজিয়া
Hypha,হাইফা
Hypocotyl,হাইপোকোটাইল
Hypothesis,হাইপোথিসিস
Hysteresis (water),হিস্টেরেসিস (জল)
Hazel nut,হ্যাজেল বাদাম
Hemp,শিং
Henbane,হেনবেন
Henna,হেনা
Hibiscus,হিবিস্কাস
Hop,খোঁড়ান
Horse gram,ঘোড়া গ্রাম
Horse-eye-bean,হর্স-আই-শিম
Honeybee,মৌমাছি
Hopper,হপার
Horticulturist,উদ্যানতত্ত্ববিদ
Hydrologist,হাইড্রোলজিস্ট
In situ grafting,সিটু গ্রাফটিংয়ে
In vitro,ভিট্রোতে
In vivo,ভিভোতে
Indiscriminate,নির্বিচারে
Insect,পোকামাকড়
Insect pest,কীটপতঙ্গ
Insectary,পোকামাকড়
Insecticide,কীটনাশক
Insectivorous,পোকামাকড়
Insolation,ইনসোলেশন
Insoluble,অদৃশ্য
Instar (insect),ইনস্টর (পোকামাকড়)
Insulator,ইনসুলেটর
Integrated disease management,ইন্টিগ্রেটেড ডিজিজ ম্যানেজমেন্ট
Integrated nutrient management,সংহত পুষ্টি ব্যবস্থাপনা
Integrated pest management,সমন্বিত বালাই ব্যবস্থাপনা
Intensification,তীব্রতা
Intensive,নিবিড়
Intercrop,ইন্টারক্রপ
Intercultivation (interculture),আন্তঃসংশ্লিষ্টতা (আন্তঃবিজ্ঞান)
Interest,স্বার্থ
Internode,ইন্টারনোড
Interphase (cell division),ইন্টারফেজ (সেল বিভাগ)
Interpolation,ইন্টারপোলেশন
Inter-sterile,আন্তঃমুখী
Inventory,ইনভেন্টরি
Inversion,বিপর্যয়
Involucre,জড়িত
Ion,আয়ন
Irradiation,ইরেডিয়েশন
Irrigation,সেচ
Iso alleles,আইএসও অ্যালিলস
Iso product curve,আইএসও পণ্য বক্ররেখা
Isobar,আইসোবার
Isogamy,আইসোগামি
Isolation distance,বিচ্ছিন্নতা দূরত্ব
Isoploid,আইসোপ্লয়েড
Isoquant,আইসোক্যান্ট
Isotope,আইসোটোপ
Indian birch,ভারতীয় বার্চ
Indian blue pine,ইন্ডিয়ান ব্লু পাইন
Indian cherry,ভারতীয় চেরি
Indian juniper,ভারতীয় জুনিপার
Indian kino tree,ভারতীয় কিনো গাছ
Indian laural tree,ভারতীয় লরাল ট্রি
Indian madder,ভারতীয় ম্যাডার
Indian maddler,ভারতীয় ম্যাডলার
Indian podo phylum,ইন্ডিয়ান পোডো ফিলাম
Indigo,নীল
Italian millet,ইতালিয়ান বাজরা
Ivory tree,আইভরি গাছ
Ivy gourd/little gourd,আইভী লাউ/লিটল লাউ
Jaggery,গুড়
Japonica rice,জাপোনিকা রাইস
Jassid,জ্যাসিড
Javanica rice,জাভানিকা রাইস
Jelling,জেলিং
Jhum cultivation,ঝুম চাষ
Jumping gene,জাম্পিং জিন
Junk DNA,জাঙ্ক ডিএনএ
Juvenile phase,কিশোর পর্ব
Jacaranda,জ্যাকারান্ডা
Jackfruit,জ্যাকফ্রুট
Jamun,জামুন
Jasmine,জুঁই
Jatti khatti,জাট্টি খট্টি
Jattrofa,জ্যাটট্রোফা
Jute,পাট
Jassids,জ্যাসিডস
Kaolin,কওলিন
Kaolinite,কওলিনাইট
Kaolinite,কওলিনাইট
Karyenchyma,ক্যারিঞ্চাইমা
Karyodesma,ক্যারিওডেসমা
Karyogamy,ক্যারিওগামি
Karyogram (idiogram),ক্যারিওগ্রাম (আইডিওগ্রাম)
Karyokinesis,ক্যারিওকাইনেসিস
Karyology,ক্যারোলজি
Karyolysis,ক্যারিওলাইসিস
Karyon,ক্যারিওন
Karyotype,ক্যারিওটাইপ
Kelp (algae),কেল্প (শেত্তলা)
Kelvin cycle,কেলভিন চক্র
Keratin,কেরাটিন
Kernel,কার্নেল
Khaira disease,খাইরা রোগ
Kharif,খরিফ
Kidding,দুষ্টুমি
Kinetochore,কিনেটোচোর
Kitchen garden,বাগানের
Kleinfilter syndrome,ক্লেইনফিল্টার সিনড্রোম
Klenow fragment,ক্লেনো খণ্ড
Knotching,গিঁটিং
Koch's postulate,কোচের পোস্টুলেট
Koppen's classification (Climate),কোপ্পেনের শ্রেণিবিন্যাস (জলবায়ু)
Krebs cycle,ক্রেবস চক্র
Kurtosis,কুর্তোসিস
KVK (krishi vigyan kendra),কেভিকে (কৃষ্ণ ভিগায়ান কেন্দ্র)
Kadam,কাদম
Kale,কালে
Kans grass,ক্যানস ঘাস
Karonda,করোন্ডা
"Kidney bean, rajmah","কিডনি বিন, রাজমাহ"
Kiwifriut,কিউইফ্রিউট
Knol khol,নোল খোল
Kodampuli,কোডাম্পুলি
Kodo millet,কোডো মিললেট
Kokam butter tree (mangosteen),কোকাম মাখন গাছ (ম্যাঙ্গোস্টিন)
Khapra beetle,খাপ্রো বিটল
L.D.50 (lethal dose 50),এল.ডি .50 (মারাত্মক ডোজ 50)
Lab to land,অবতরণ করতে ল্যাব
Labile,লেবেল
Labour,শ্রম
Lac operon model,ল্যাক অপেরন মডেল
Lactation,স্তন্যদান
Lactogenic hormone (prolactin),ল্যাকটোজেনিক হরমোন (প্রোল্যাকটিন)
Lactose,ল্যাকটোজ
Lagging strand,পিছিয়ে থাকা স্ট্র্যান্ড
Lambda cloning vector,ল্যাম্বদা ক্লোনিং ভেক্টর
Laminar air flow,ফলকিত বায়ু প্রবাহ
Lamp brush chromosome,ল্যাম্প ব্রাশ ক্রোমোজোম
Land,জমি
Land capability classification,ভূমি সক্ষমতা শ্রেণিবিন্যাস
Land capability map,ভূমি সক্ষমতা মানচিত্র
Land degradation,ভূমি অবক্ষয়
Land equivalent ratio,ভূমি সমতুল্য অনুপাত
Land levelling,জমি সমতলকরণ
Land reclamation,জমি উদ্ধার
Landscaping,ল্যান্ডস্কেপিং
Land suitability,জমির উপযুক্ততা
Land use pattern,ভূমি ব্যবহারের প্যাটার্ন
Langerhans cells,ল্যাঙ্গারহান্স সেল
Lapse rate,ভ্রষ্টতা হার
Larva,লার্ভা
Latency,বিলম্ব
Latent,সুপ্ত
Latent infection,সুপ্ত সংক্রমণ
Lateral,পার্শ্বীয়
Laterite soils,লেটারাইট মাটি
Latex,ল্যাটেক্স
Lathyrism,ল্যাথাইরিজম
Latin square design (LSD),ল্যাটিন স্কয়ার ডিজাইন (এলএসডি)
Lattice,জাল
Law of comprative advantage,সমন্বিত সুবিধার আইন
Law of constant returns,ধ্রুবক রিটার্ন আইন
Law of diminishing returns,হ্রাসের আইন
Law of increasing retuns,ক্রমবর্ধমান retuns আইন
Law of limiting factors,সীমাবদ্ধ কারণগুলির আইন
Law of minimum,সর্বনিম্ন আইন
Law of substitution,প্রতিস্থাপন আইন
Law of variable proportions,পরিবর্তনশীল অনুপাত
Layer,স্তর
Layout,বিন্যাস
Leachate,লিচেট
Leaching efficiency,ফাঁস দক্ষতা
Leaching requirement,ফাঁস প্রয়োজনীয়তা
Leading strand,শীর্ষস্থানীয় স্ট্র্যান্ড
Leaf area duration,পাতার ক্ষেত্রের সময়কাল
Leaf area index,গাছের পাতা সূচক এলাকা
Leaf area ratio,পাতার অঞ্চল অনুপাত
Leaf miner,পাতা খনিজ
Leaf testing,পাতা পরীক্ষা
Leaf,পাতা
Leaflet,লিফলেট
Lease,ইজারা
Legume,শিম
LEISA - (Low Energy Input Sustainable Agriculture),লিসা - (কম শক্তি ইনপুট টেকসই কৃষি)
Lenticel,লেন্টিসেল
Lento capillary point,লেন্টো কৈশিক পয়েন্ট
Leptonema,লেপটোনেমা
Leptospirosis,লেপটোস্পিরোসিস
Lero-morphic,লিরো-মরফিক
Lesion,ক্ষত
Lethal mutation,মারাত্মক রূপান্তর
Leucoplast,লিউকোপ্লাস্ট
Level terrace,স্তর টেরেস
Leveler (leveller),লেভেলার (লেভেলার)
Levelling (of land),সমতলকরণ (জমির)
Ley farming,লে ফার্মিং
Liebig's law of minimum,ন্যূনতম লাইবিগের আইন
Ligation,লিগেশন
Light compensation point,হালকা ক্ষতিপূরণ পয়েন্ট
Light saturation intensity,হালকা স্যাচুরেশন তীব্রতা
Light transmission ratio,হালকা সংক্রমণ অনুপাত
Light trap,হালকা ফাঁদ
Liming,লিমিং
Limitation,সীমাবদ্ধতা
Limiting factor,সীমাবদ্ধ ফ্যাক্টর
Limonite,লিমোনাইট
Line,লাইন
Linear response,লিনিয়ার প্রতিক্রিয়া
Linkage,লিঙ্কেজ
Linkage group,লিঙ্কেজ গ্রুপ
Linker,লিঙ্কার
Lint index,লিন্ট সূচক
Linters,লিন্টার
Lipid,লিপিড
Lipolysis,লাইপোলাইসিস
Liquidation,তরলকরণ
Lister,লিস্টার
Lister,লিস্টার
Listing,তালিকা
Lithosphere,লিথোস্ফিয়ার
Litter,লিটার
Live mulches,লাইভ মালচেস
Liverwort,লিভারওয়ার্ট
Livestock,পশুসম্পত্তি
Local control,স্থানীয় নিয়ন্ত্রণ
Locus,লোকস
Locust,পঙ্গপাল
Lodging (crop lodging),লজিং (ফসল লজিং)
Lodicule,লডিকুল
Loess,লোস
Logarthimic transformation,লোগারথিমিক রূপান্তর
Long - day plant,দীর্ঘ - দিনের উদ্ভিদ
Long wave radiation,দীর্ঘ তরঙ্গ বিকিরণ
Loop,লুপ
Lopping,লোপিং
Lumber,কাঠ
Lux,লাক্স
Luxury consumption (nutrient),বিলাসবহুল খরচ (পুষ্টি)
Luxury genes,বিলাসবহুল জিন
Lycopene,লাইকোপেন
Lymph,লিম্ফ
Lysimeter,লাইসিমিটার
Lysis of cell,কোষের লিসিস
Lysogeny,লাইসোজিনি
Lysosome,লাইসোসোম
Lysozyme,লাইসোজাইম
Lac tree,লক্ষ গাছ
Lac,লক্ষ
"Lady's finger, okra","লেডির আঙুল, ওকরা"
Land caltrops,ল্যান্ড ক্যালট্রপস
Lantana,ল্যান্টানা
Lathyrus,ল্যাথিরাস
Leek,পেঁয়াজ
Lemon grass,লেবু ঘাস
Lemon,লেবু
Lentil,মসুর ডাল
Lequorice,লকুরিস
Lettuce,লেটুস
Lily,লিলি
Lime,চুন
Linseed,তিসি
Litchi,লিচি
Little millet,ছোট বাজরা
Long melon,দীর্ঘ তরমুজ
Long pepper,দীর্ঘ মরিচ
Loquat,লোকাট
Lotus,পদ্ম
Lurcerne,Lurcerne
Lac insect,লক্ষ পোকামাকড়
Lady bird beetle,লেডি বার্ড বিটল
Leaf miner,পাতা খনিজ
Leaf roller,পাতা রোলার
Leaf webber,পাতার ওয়েবার
Locust,পঙ্গপাল
Macro evolution,ম্যাক্রো বিবর্তন
Macroclimate,ম্যাক্রোক্লিমেট
Macromolecule,ম্যাক্রোমোলিকুল
Macromutation,ম্যাক্রোমুটেশন
Macronutrient,ম্যাক্রোনিউট্রিয়েন্ট
Macropores,ম্যাক্রোপোরস
Maggot,ম্যাগগট
Magma,ম্যাগমা
Magnesia,ম্যাগনেসিয়া
Magnesium,ম্যাগনেসিয়াম
Magnetic stirrer,চৌম্বক আন্দোলক
Magnitude,মাত্রা
Mahua cake,মহুয়া কেক
Maintainer line,রক্ষণাবেক্ষণ লাইন
Maintenance,রক্ষণাবেক্ষণ
Maize sheller,ভুট্টা শেলার
Male sterile,পুরুষ জীবাণুমুক্ত
Malformation,ত্রুটি
Malignancy,ম্যালিগেন্সি
Malnutrition,অপুষ্টি
Malpractice,অসৎ আচরণ
Malting,ম্যাল্টিং
Manger,ম্যানেজার
Mangroves,ম্যানগ্রোভ
Manometer,ম্যানোমিটার
Manometer,ম্যানোমিটার
Mantissa (of logarithm),মন্টিসা (লোগারিদমের)
Manure,সার
Manuring,সার
Marginal,প্রান্তিক
Marginal cost,প্রান্তিক ব্যয়
Marginal land,প্রান্তিক জমি
Marginal product,প্রান্তিক পণ্য
Marginal return,প্রান্তিক রিটার্ন
Marine,সামুদ্রিক
Marker (genetic),চিহ্নিতকারী (জেনেটিক)
Market,বাজার
Marketable,বিপণনযোগ্য
Marketable surplus,বিপণনযোগ্য উদ্বৃত্ত
Marketed surplus,বিপণন উদ্বৃত্ত
Marketing,বিপণন
Marsh,মার্শ
Mass flow,ভর প্রবাহ
Mass selection,গণ নির্বাচন
Mass-spectrometer,ভর স্পেকট্রমিটার
Mast,মাস্ট
Maternal inheritance,মাতৃ উত্তরাধিকার
Mating,সঙ্গম
Matric potential,ম্যাট্রিক সম্ভাবনা
Maturation,পরিপক্কতা
Maturity (crop),পরিপক্কতা (ফসল)
Maximum available water,সর্বাধিক উপলব্ধ জল
Maximum cropping,সর্বাধিক ফসল
Maximum residue limit,সর্বাধিক অবশিষ্টাংশ সীমা
Maximum sustainable yield,সর্বাধিক টেকসই ফলন
Maximum thermometer,সর্বাধিক থার্মোমিটার
Maximum water holding capacity,সর্বাধিক জল ধারণ ক্ষমতা
Meadow orcharding,Medow orpharding
Mealy,Meyly
Mean deviation,বিচ্যুতি
Mean life (nuclear),গড় জীবন (পারমাণবিক)
Mean sea level,সমুদ্র স্তর গড়
Mean square,বর্গ মানে
Measure,পরিমাপ করা
Measurement,মাপা
Mechanical,যান্ত্রিক
Mechanical analysis (soil),যান্ত্রিক বিশ্লেষণ (মাটি)
Mechanical impedence,যান্ত্রিক প্রতিবন্ধকতা
Mechanized farming,যান্ত্রিক কৃষক
Median,মধ্যমা
Medicinal plant,Medic ষধি উদ্ভিদ
Mediterranean climate,ভূমধ্যসাগরীয় জলবায়ু
Megagametogenesis,মেগাগামেটোজেনেসিস
Megasporangia,মেগাস্পোরঙ্গিয়া
Megaspore (macrospore),মেগস্পোর (ম্যাক্রোস্পোর)
Megasporogenesis,মেগাস্পোরোজেনেসিস
Meiosis,মায়োসিস
Mellow soil,মৃদু মাটি
Melting of DNA,ডিএনএর গলে
Membrane filter,ঝিল্লি ফিল্টার
Mendelian inheritance,মেন্ডেলিয়ান উত্তরাধিকার
Mendelism,মেন্ডেলিজম
Mendel's law of inheritance,মেন্ডেলের উত্তরাধিকার আইন
Merchandise,পণ্যদ্রব্য
Mercury,বুধ
Meristem,মেরিস্টেম
Mesoclimate,মেসোক্লিমেট
Mesoderm,মেসোডার্ম
Mesophyll,মেসোফিল
Mesophyte,মেসোফাইট
Meso-pores,মেসো-ছিদ্র
Mesosphere,মেসোস্ফিয়ার
Messenger RNA (m-RNA),ম্যাসেঞ্জার আরএনএ (এম-আরএনএ)
Metabolism,বিপাক
Metabolites,বিপাক
Metal dam,ধাতব বাঁধ
Metamorphic rocks,রূপান্তরিত শিলা
Metamorphosis,রূপান্তর
Metaphase,মেটাফেজ
Metastrus,মেটাস্ট্রাস
Metaxenia,মেটাক্সেনিয়া
Meteorology,আবহাওয়া
Methaemoglobinaemia,Methaemoglobineamia
Method demonstration,পদ্ধতি প্রদর্শন
Mica,মিকা
Micro basin,মাইক্রো বেসিন
Micro fauna,মাইক্রো ফাউনা
Microbe,মাইক্রোব
Microbial biomass carbon,মাইক্রোবিয়াল বায়োমাস কার্বন
Microbial degradation,মাইক্রোবিয়াল অবক্ষয়
Microbial insecticide,মাইক্রোবায়াল কীটনাশক
Microbiology,মাইক্রোবায়োলজি
Microbiotic,মাইক্রোবায়োটিক
Microclimate,মাইক্রোক্লিমেট
Microenvironment,মাইক্রোএনভায়রনমেন্ট
Microflora,মাইক্রোফ্লোরা
Microgametogenesis,মাইক্রোগামেটোজেনেসিস
Microirrigation,মাইক্রোইরিগেশন
Micrometeorology,মাইক্রোমিটোরোলজি
Micronutrient,মাইক্রোনিউট্রিয়েন্ট
Microplot,মাইক্রোপ্লট
Micropore,মাইক্রোপোর
Micropyle,মাইক্রোপাইল
Microscopy,মাইক্রোস্কোপি
Microsporangium,মাইক্রোস্পোরাঙ্গিয়াম
Microspore culture,মাইক্রোস্পোর সংস্কৃতি
Microspore mother cell,মাইক্রোস্পোর মাদার সেল
Microspore,মাইক্রোস্পোর
Microtome,মাইক্রোটোম
Microtopography,মাইক্রোটোপোগ্রাফি
Mid-season correction,মিড-সিজন সংশোধন
Migration,স্থানান্তর
Milk grain stage,দুধের শস্য মঞ্চ
Millepede,মিলেপেড
Millets,মিল্টস
Milling recovery,মিলিং পুনরুদ্ধার
Milling,মিলিং
Mineral nutrition,খনিজ পুষ্টি
Mineral soil,খনিজ মাটি
Mineralisation,খনিজকরণ
Minerals,খনিজ
Minimum thermometer,সর্বনিম্ন থার্মোমিটার
Minimum tillage,ন্যূনতম জমায়েত
Minor crops,গৌণ ফসল
Miotic index,মিওটিক সূচক
Missence mutation,মিসেন্স মিউটেশন
Mist irrigation,কুয়াশা সেচ
Mist,কুয়াশা
Mitochondria,মাইটোকন্ড্রিয়া
Mitosis,মাইটোসিস
Mitscherlich's law,মিতসেরলিচের আইন
Mixed cropping,মিশ্র ফসল
Mixed farming,মিশ্র কৃষিকাজ
Mixed fertilizer,মিশ্র সার
Mixed grazing,মিশ্র চারণ
Mixed sward,মিশ্রিত sward
Model,মডেল
Modelling,মডেলিং
Modified atmosphere packaging,পরিবর্তিত বায়ুমণ্ডল প্যাকেজিং
Moisture availability index,আর্দ্রতা উপলভ্যতা সূচক
Moisture deficit index,আর্দ্রতা ঘাটতি সূচক
Moisture equivalent,আর্দ্রতা সমতুল্য
Moisture regime,আর্দ্রতা ব্যবস্থা
Moisture release curve,আর্দ্রতা রিলিজ বক্ররেখা
Moisture retention,আর্দ্রতা ধরে রাখা
Moisture stress,আর্দ্রতা চাপ
Moisture tension,আর্দ্রতা উত্তেজনা
Moisture,আর্দ্রতা
Molar solution,মোলার সলিউশন
Molasses,গুড়
Mole drainage,তিল নিকাশী
Molecular biology,আণবিক জীববিজ্ঞান
Molecular breeding,আণবিক প্রজনন
Molecular hybridization,আণবিক সংকরকরণ
Molluscicide,মল্লস্কাইসাইড
Monetary advantage index (MAI),আর্থিক সুবিধা সূচক (এমওয়াই)
Monoclonal antibody,মনোক্লোনাল অ্যান্টিবডি
Monocotyledons,একরঙা
Monocrop (Monoculture),মনোক্রপ (একরঙা)
Monoecious,মনোইসিয়াস
Monogenesis,মনোজেনেসিস
Monohybrid,মনোহাইব্রিড
Monozygotic,মনোজাইগোটিক
Monsoon,বর্ষা
Montmorillonite,মন্টমরিলোনাইট
Moor,মুর
Mor,মোর
Morgan unit,মরগান ইউনিট
Morphogenesis,মরফোজেনেসিস
Morphological adaptation,রূপচর্চা অভিযোজন
Morphology,রূপচর্চা
Mortgage,বন্ধক
Mottle,মটল
Mottling,মটলিং
Mould,ছাঁচ
Moulting,Multing
Mound culture,Ound িবি সংস্কৃতি
Mound layering,Ound িবি লেয়ারিং
Mower,মাওয়ার
Mowing,কাঁচা
Mucilage,মিউকিলেজ
Muck soil,গোটা মাটি
Muddy,কর্দমাক্ত
Muffle,মাফল
Mulch farming,মালচ চাষ
Mulch tillage,মুলচ টিলাজ
Mulch,মুলচ
Mulching,মালচিং
Mull,মুল
Multi storey cropping,মাল্টি স্টোর ক্রপিং
Multiple correlation,একাধিক পারস্পরিক সম্পর্ক
Multiple cropping,একাধিক ফসল
Multiple cropping index,একাধিক ক্রপিং সূচক
Multiple cross,একাধিক ক্রস
Multiple resistance,একাধিক প্রতিরোধ
Multivariate,মাল্টিভারিয়েট
Multizygotic,মাল্টিজিগোটিক
Mummification,মমিফিকেশন
Mummified fruit,মমিফাইড ফল
Muscovite,মাস্কোভাইট
Mushroom,মাশরুম
Mutagen,মিউটেজেন
Mutant,মিউট্যান্ট
Mutation,মিউটেশন
Mutual inhibition,পারস্পরিক বাধা
Mutualism,পারস্পরিকতা
Mycelium,মাইসেলিয়াম
Mycology,মাইকোলজি
Mycoplasma,মাইকোপ্লাজমা
Mycorrhiza,মাইকোররিজা
Mace,গদি
Madar,মাদার
Madhuca,মাধুকা
Maize,ভুট্টা
Makhana,মাখানা
Mandarin,ম্যান্ডারিন
Mango zinger,আমের জিঞ্জার
Mango,আমের
"Margosa, neem","মার্গোসা, নিম"
Marigold,মেরিগোল্ড
Mastic tree,ম্যাস্টিক ট্রি
Merrill,মেরিল
Mesta,মেস্তা
Mint,পুদিনা
Molucca bean,মলুচা বিন
Monkey jack,বানর জ্যাক
Moringa,সজনে
Morning glory (convolvulus),সকালের গ্লোরি (কনভলভুলাস)
Mosambi,মোসম্বি
Moth bean,মথ বিন
Mulberry,তুঁত
Mushroom,মাশরুম
Musk melon,কস্তুরী তরমুজ
Musk,কস্তুরী
Mustard,সরিষা
Myrtle,মার্টল
Mapier grass,ম্যাপিয়ার ঘাস
Mealy bug,ফ্যাকাশে ছারপোকা
Midge,মিজ
Mites,মাইটস
Monkey,বানর
Mosquito,মশা
Moth,মথ
Meteorologist,আবহাওয়াবিদ
Microbiologist,মাইক্রোবায়োলজিস্ট
Mycologist,মাইকোলজিস্ট
Nanotechnology,ন্যানো টেকনোলজি
Napiform,নেপিফর্ম
Narcotic,মাদক
Nastic movement,Nstic আন্দোলন
National demonstration,জাতীয় বিক্ষোভ
Nationalization (of land),জাতীয়করণ (জমির)
Natural,প্রাকৃতিক
Natural erosion,প্রাকৃতিক ক্ষয়
Natural farming,প্রাকৃতিক কৃষিকাজ
Natural resources,প্রাকৃতিক সম্পদ
Natural selection,প্রাকৃতিক নির্বাচন
Natural vegetation,প্রাকৃতিক উদ্ভিদ
Neck (hort),ঘাড় (হর্ট)
Necrosis,নেক্রোসিস
Nectar,অমৃত
Negative allelopathy,নেতিবাচক অ্যালোলোপ্যাথি
Nematicide,নেমেটিকাইড
Nematode resistant rootstock,নেমাটোড প্রতিরোধী রুটস্টক
Nematology,নেমাটোলজি
Neoteny,নিউটেনি
Net assimilation rate (NAR),নেট আক্রমণের হার (এনএআর)
Net gain,নেট লাভ
Net income (farm income),নিট আয় (খামার আয়)
Net irrigation requirement,নেট সেচের প্রয়োজনীয়তা
Net productivity,নেট উত্পাদনশীলতা
Net return,নেট রিটার্ন
Netting,জাল
Neuron,নিউরন
Neutral,নিরপেক্ষ
Neutralism,নিরপেক্ষতা
Neutralization,নিরপেক্ষকরণ
Neutral soil,নিরপেক্ষ মাটি
Neutron moisture meter,নিউট্রন আর্দ্রতা মিটার
Niche,কুলুঙ্গি
Nicotine,নিকোটিন
Night soil,রাতের মাটি
Nitrate assimilation,নাইট্রেট সংমিশ্রণ
Nitrate reduction,নাইট্রেট হ্রাস
Nitrate toxicity,নাইট্রেট বিষাক্ততা
Nitre,নাইট্রে
Nitrification inhibitor,নাইট্রিফিকেশন ইনহিবিটার
Nitrogen assimilation,নাইট্রোজেন সংমিশ্রণ
Nitrogen cycle,নাইট্রোজেন চক্র
Nitrogen deficiency,নাইট্রোজেনের ঘাটতি
Nitrogen fixation,নাইট্রোজেন স্থায়ীকরণ
Nitrogenous,নাইট্রোজেনাস
Nobilization,নোবিলাইজেশন
Noble cane,নোবেল বেত
Nocturnal,নিশাচর
Node,নোড
Nodulated plant,নোডুলেটেড উদ্ভিদ
Nodulation,নোডুলেশন
Nodule,নোডুল
Nomadion,যাযাবর
Nomenclature,নামকরণ
Non allelic,অ্যালালিক
Non capillary pore,নন কৈশিক ছিদ্র
Non competing crop,প্রতিযোগী ফসল
Nonsense mutation,বাজে কথা
Non significant,অ -তাৎপর্যপূর্ণ
Non-acid forming fertilizer,অ-অ্যাসিড গঠন সার
Non-conjugation,অ-কনজুগেশন
Non-descript (animal),নন-ডেস্ক্রিপ্ট (প্রাণী)
Non-essential element,অপ্রয়োজনীয় উপাদান
Non-homogenous,অ-সমজাতীয়
Non-homologus,নন-হোমোলজাস
Non-polar compound,নন-মেরু যৌগ
Non-renewable energy,পুনর্নবীকরণযোগ্য শক্তি
Non-selective contact herbicide,অ-নির্বাচিত যোগাযোগ হার্বাইসাইড
Non-selective herbicide,অ-নির্বাচনী ভেষজনাশক
Non-symbiotic nitrogen fixation,অ-সিম্বিওটিক নাইট্রোজেন স্থিরকরণ
Normal distribution,স্বাভাবিক বন্টন
Normal seedlings,সাধারণ চারা
Normal solution,সাধারণ সমাধান
Normalising,স্বাভাবিককরণ
Northern blotting,উত্তর ব্লটিং
Notifiable disease,লক্ষণীয় রোগ
No-till planting,কোন টিল রোপণ
Noxious weeds,ক্ষতিকারক আগাছা
Nuclear magnetic,পারমাণবিক চৌম্বক
Nuclei acid,নিউক্লিয়াস অ্যাসিড
Nucleobacter,নিউক্লোব্যাক্টর
Nucleolus,নিউক্লিওলাস
Nucleotide,নিউক্লিওটাইড
Nucleus,নিউক্লিয়াস
Null hypothesis,নাল হাইপোথিসিস
Nullisomic,নুলিসমিক
Null-mutation,নাল-মিউটেশন
Nurse cell,নার্স সেল
Nurse crop,নার্স ফসল
Nursery,নার্সারি
Nut,বাদাম
Nutrient cycling,পুষ্টিকর সাইক্লিং
Nutrient deficiency symptoms,পুষ্টির ঘাটতির লক্ষণ
Nutrition,পুষ্টি
Nutritional value,পুষ্টির মান
Nutritive value index,পুষ্টিকর মান সূচক
Names of important plants related to agriculture,কৃষি সম্পর্কিত গুরুত্বপূর্ণ উদ্ভিদের নাম
Nagai camphor,নাগাই কর্পূর
Narcissus,নারকিসাস
Nigella,কালোজিরা
Niger,নাইজার
Night jasmine,নাইট জেসমিন
Nipa palm,নিপা পাম
Nut grass,বাদাম ঘাস
Nut sedge,বাদাম সেজ
Nutmeg,জায়ফল
Nematode,নেমাটোড
Nut weevil,বাদাম Weevil
Nematologist,নেমাটোলজিস্ট
Obligate aerobes,বাধ্যতামূলক বায়ব
Obligate anaerobes,বাধ্য করুন অ্যানেরোবস
Obligate parasite,বাধ্যতামূলক পরজীবী
Obligate,বাধ্যতামূলক
Off-type plants,অফ-টাইপ গাছপালা
Oil cake,তেল কেক
Okazaki fragment,ওকাজাকি খণ্ড
Olericulture,ওলারিকালচার
Oligogene,অলিগোজিন
Oligonucleotide,অলিগনুক্লিওটাইড
Olive oil,জলপাই তেল
Omega-3-fatty acid,ওমেগা -3-ফ্যাটি অ্যাসিড
Omnivorous,সর্বজনীন
Oncogene,অনকোজিন
Oncogenic virus,অনকোজেনিক ভাইরাস
Oncology,অনকোলজি
On-farm research,অন-ফার্ম গবেষণা
Oocyte,ওসাইটি
Operating cost,পরিচালনা খরচ
Operon,অপেরন
Opportunity cropping,সুযোগ ফসল
Optimum dose,সর্বোত্তম ডোজ
Optimum economic dose,সর্বোত্তম অর্থনৈতিক ডোজ
Orchard efficiency,বাগানের দক্ষতা
Organic agriculture,জৈব কৃষি
Organic colloids,জৈব কলয়েডস
Organic farming,জৈব চাষ
