Tamil,Assamese
கதர்சிஸ் வேகம்,catharsis বেগ
"வெளியேற்றம், கதர்சிஸ், வெளியேற்றம், நீக்குதல்","খালী কৰা, কেথাৰ্চিছ, এক্সট্ৰুচন, এলিমিনেচন"
பிரச்சினை,সমস্যা
வெளியீடு கோணம்,আউটপুট এংগেল
வெளியீடு வெளியீடு,আউটপুট আউটলেট
"வெளியீடு சேனல் சுழல், வெளியீடு சேனல் சுழல்","আউটপুট চেনেল স্পিন, আউটপুট চেনেল স্পিন"
வெளியீடு வெளியீடு,আউটপুট আউটলেট
"வெளியேறும் புள்ளி, வெளியேறும் புள்ளி","প্ৰস্থান বিন্দু, প্ৰস্থান বিন্দু"
வெளியீட்டு சாளரம்,আউটপুট উইণ্ড&#39;
ஆற்றல் திறன் செயல்முறை,শক্তি দক্ষ প্ৰক্ৰিয়া
வெளிக்கோளம்,বহিঃমণ্ডল
"வெளிப்புற வெப்பம், வெப்பம் தூண்டக்கூடியது","বহিঃতাপীয়, তাপ উত্তেজক"
வெளிப்புற வெப்ப செயல்முறை,বহিঃতাপীয় প্ৰক্ৰিয়া
வெளிப்புற வெப்ப எதிர்வினை,বহিঃতাপীয় বিক্ৰিয়া
அசாதாரண எரிபொருள்,অস্বাভাৱিক ইন্ধন
பரவுவதற்கு,বিয়পি পৰা
ஒளிபரப்பு,সম্প্ৰচাৰ
வளைய வடிவம் மையக் காட்சி,ৰিং ফৰ্ম চেণ্টাৰ প্ৰদৰ্শন
நீட்டிக்கப்பட்ட மாறுபாடு,বৰ্ধিত কনট্ৰাষ্ট
ஒளிபரப்பப்பட்ட படம்,প্ৰচাৰিত ছবি
காந்தப்புலத்தை பரப்புகிறது,চুম্বকীয় ক্ষেত্ৰ বিস্তাৰ কৰা
"பெரிதாக்கப்பட்ட வழிமுறைகள், பெரிதாக்கப்பட்ட சுவடு","বৃদ্ধি কৰা নিৰ্দেশনা, বৃদ্ধি কৰা ট্ৰেচ"
விரிவாக்கப்பட்ட விரிவாக்கம்,সম্প্ৰসাৰিত সম্প্ৰসাৰণ
"பெரிதாக்கப்பட்ட சுவடு, பெரிதாக்கப்பட்ட மாதிரி","বৃদ্ধি কৰা ট্ৰেচ, বৃদ্ধি কৰা মডেল"
ஒளிபரப்பாளர்,সম্প্ৰচাৰক
காந்தப்புலம் பரவுகிறது,চুম্বকীয় ক্ষেত্ৰ বিস্তাৰ কৰা
நீட்டிப்பு,এক্সটেনছৰ
விரிவாக்கம்,বিস্তাৰ
"பரவியது, பரவியது","spread, বিয়পি পৰা"
"நீட்டிப்பு செல், நீட்டிப்பு அறை","এক্সটেনচন চেল, এক্সটেনচন ৰুম"
பிரசார் குண்ட்லி,প্ৰসাৰ কুণ্ডলী
பரவல் விசிறி,প্ৰসাৰণ ফেন
பரவல் விகிதம்,প্ৰসাৰণ অনুপাত
பரவல் பக்கவாதம்,প্ৰসাৰণ ষ্ট্ৰোক
மாறுபாடு விசையாழி,ভেৰিয়েচন টাৰ্বাইন
பரவல் வால்வு,প্ৰসাৰণ ভালভ
பரப்புதல் அலை,প্ৰসাৰণ তৰংগ
மாறுபாட்டின் ஓட்டம்,ভেৰিয়েন্সৰ প্ৰবাহ
விரிவாக்கம்,সম্প্ৰসাৰণযোগ্যতা
ஆற்றல் ஆர்வலர்,শক্তি অনুৰাগী
பரிசோதனை,পৰীক্ষণ
"சோதனை, சோதனை","পৰীক্ষামূলক, পৰীক্ষামূলক"
சோதனை அடிப்படையில்,পৰীক্ষামূলক ভিত্তিত
"சோதனை பிழை, சோதனை பிழை","পৰীক্ষামূলক ভুল, পৰীক্ষামূলক ভুল"
சோதனை விமானம்,পৰীক্ষামূলক বিমান পৰিবহণ
பயன்பாட்டிற்கான குழு,ব্যৱহাৰৰ বাবে গোট
சோதனை சராசரி இடைவெளி,পৰীক্ষামূলক গড় ব্যৱধান
சோதனை தேர்வுமுறை,পৰীক্ষামূলক অনুকূলন
சோதனை இயற்பியல்,পৰীক্ষামূলক পদাৰ্থ বিজ্ঞান
சோதனை ஆதாரம்,পৰীক্ষামূলক প্ৰমাণ
சோதனை உலை,পৰীক্ষামূলক ৰিয়েক্টৰ
சோதனை அறிவியல்,পৰীক্ষামূলক বিজ্ঞান
சோதனை நிலை,পৰীক্ষামূলক অৱস্থা
சோதனை மதிப்பு,পৰীক্ষামূলক মূল্য
பயனுள்ள,উপযোগী
"சோதனை வேலை, பரிசோதனை","পৰীক্ষামূলক কাম, পৰীক্ষা"
பயனீட்டாளர்,ব্যৱহাৰকাৰী
துணை,পৰিপূৰক
தெளிவான ஈஜென் செயல்பாடு,ক্লিয়াৰ eigen ফাংচন
தெளிவான சமன்பாடு,স্পষ্ট সমীকৰণ
தெளிவாக,স্পষ্টভাৱে
தெளிவான செயல்பாடு,ক্লিয়াৰ ফাংচন
தெளிவான மாதிரி,স্পষ্ট আৰ্হি
வெடிக்கும் அணு,বিস্ফোৰণ হোৱা পাৰমাণৱিক
"தேடல் குண்ட்லி, புலனாய்வாளர் குண்ட்லி","সন্ধান কুণ্ডলী, তদন্তকাৰী কুণ্ডলী"
ஆய்வு மின்முனை,প্ৰ&#39;ব ইলেক্ট্ৰ&#39;ড
"வெடிப்பு, வெடிப்பு","বিস্ফোৰণ, বিস্ফোৰণ"
வெடிப்பு நிறமாலை,বিস্ফোৰণ বৰ্ণালী
குண்டு வெடிப்பு,বিস্ফোৰণ বিস্ফোৰণ
வெடிக்கும் குண்டு,বিস্ফোৰিত বোমা
வெடிக்கும் கலவை,বিস্ফোৰক যৌগ
வெடிப்பு டிகம்பரஷ்ஷன்,বিস্ফোৰক ডিকম্প্ৰেছন
வெடிப்பு சிதைவு,বিস্ফোৰক বিভাজন
அடுக்கு,ঘাতক
"அதிவேக, அதிவேக","ঘাতীয়, ঘাতীয়"
அதிவேக உறிஞ்சுதல்,ঘাতীয় শোষণ
அதிவேக பெருக்கி,ঘাতীয় পৰিবৰ্ধক
அதிவேக தோராயம்,ঘাতীয় আনুমানিককৰণ
அதிவேக வளிமண்டலம்,ঘাতীয় বায়ুমণ্ডল
அதிவேக அமைப்பு,ঘাতীয় ব্যৱস্থা
அதிவேக வளைவு,ঘাতীয় বক্ৰ
அதிவேக சிதைவு,ঘাতীয় ক্ষয়
அதிவேக நிகழ்தகவு செயல்பாடு,ঘাতীয় সম্ভাৱনা ফলন
அதிவேக விநியோகம்,ঘাতীয় বিতৰণ
அதிவேக சமன்பாடு,ঘাতীয় সমীকৰণ
அதிவேக சோதனை,সূচক পৰীক্ষা
அதிவேக செயல்பாடு,ঘাতীয় ফলন
"அதிவேக வளர்ச்சி, அதிவேக வளர்ச்சி","ঘাতীয় বৃদ্ধি, ঘাতীয় বৃদ্ধি"
அதிவேக கொம்பு,ঘাতীয় শিং
விரிவடைதல் காட்டி,ঘাতীয়তা সূচক
அதிவேக விதி,ঘাতীয় নিয়ম
அதிவேக வரம்பு,ঘাতীয় সীমা
அதிவேக ஆபரேட்டர்,ঘাতীয় অপাৰেটৰ
அதிவேக உறவு,ঘাতীয় সম্পৰ্ক
அதிவேக தேற்றம்,ঘাতীয় উপপাদ্য
அதிவேக பரிமாற்ற வரி,ঘাতীয় সংবহন লাইন
எக்ஸ்போனென்டி பொட்டன்ஷியல் வெல்,এক্সপোনেন্টি পটেনচিয়েল ৱেল
வெளிவராத படம்,মুক্তি নোপোৱা ছবি
திறந்த பார்,মুকলি বাৰ
திறந்த இலக்கு,মুক্ত লক্ষ্য
"வெளிப்பாடு, வெளிப்பாடு, வெளிப்பாடு, வெளிப்பாடு","সংস্পৰ্শ, সংস্পৰ্শ, সংস্পৰ্শ, সংস্পৰ্শ"
வெளிப்பாடு கட்டுப்பாட்டு அமைப்பு,এক্সপোজাৰ নিয়ন্ত্ৰণ ব্যৱস্থা
வெளிப்பாடு கால்குலேட்டர்,এক্সপোজাৰ কেলকুলেটৰ
"வெளியேற்ற அளவு, அடைப்பு அளவு","এক্সুডেচন ড’জ, অক্লুচন ড’জ"
"வெளியேற்ற டோஸ் விகிதம், வெளியேற்ற டோஸ் விகிதம்","ইজেকচন ড’জৰ হাৰ, ইজেকচন ড’জৰ হাৰ"
கலோரிமீட்டர்,কেলৰিমিটাৰ
கவர் அளவு,কভাৰ স্কেল
நேரிடுதல் காலம்,এক্সপোজাৰ সময়
"வெளிப்பாடு, வெளிப்பாடு, முகபாவனை, வெளிப்பாடு","অভিব্যক্তি, অভিব্যক্তি, মুখৰ ভাব, অভিব্যক্তি"
"பரந்த அயனி, பரந்த அயனி","বহল এনিয়ন, বহল এনিয়ন"
நீட்டிக்கப்பட்ட வட்டம்,বৰ্ধিত বৃত্ত
பரந்த தவறு,বহল দোষ
விரிவாக்கப்பட்ட மாகாணம்,সম্প্ৰসাৰিত প্ৰদেশ
பரந்த பைஸ்பாலின் ஆண்டெனா,বহল বাইজেপালিন এন্টেনা
நீட்டிக்கப்பட்ட இடைவெளி,বৰ্ধিত ব্যৱধান
நீட்டிக்கப்பட்ட கட்ட விதி,বৰ্ধিত পৰ্যায়ৰ নিয়ম
விரிவாக்கப்பட்ட புள்ளி மாற்றம்,বৰ্ধিত পইণ্ট ৰূপান্তৰ
பரந்த அளவிலான பரிமாற்றம்,বহল পৰিসৰৰ সংবহন
அதிகரித்த உண்மையான வரி,বৰ্ধিত বাস্তৱ ৰেখা
நீட்டிக்கப்பட்ட ஸ்பெக்ட்ரம்,বৰ্ধিত বৰ্ণালী
பரந்த நட்சத்திர அமைப்பு,বহল তৰা ব্যৱস্থা
விரிவாக்கி,এক্সপাণ্ডাৰ
"விரிவடைகிறது, விரிவடைகிறது, விரிகிறது, விரிகிறது, விரிகிறது","সম্প্ৰসাৰণ, প্ৰসাৰণ, প্ৰসাৰণ, প্ৰসাৰণ, বিস্তাৰ"
"நீட்டிப்பு தண்டு, நீட்டிப்பு தண்டு","এক্সটেনচন কৰ্ড, এক্সটেনচন কৰ্ড"
நீட்டிப்பு விளைவு,সম্প্ৰসাৰণ প্ৰভাৱ
வாய்ப்பு,পৰিসৰ
கலை விவரம்,শিল্পৰ বিৱৰণ
நீட்டிப்பு வரி,সম্প্ৰসাৰণ লাইন
தொலைவில் ஷ்ராவி ஒலிபெருக்கி,দূৰ শ্ৰৱী লাউডস্পীকাৰ
நீட்டிப்பு மாஸ்ட்,এক্সটেনচন মাষ্ট
நீட்டிப்பு அலை,সম্প্ৰসাৰণ তৰংগ
விரிவான வளிமண்டல மழைப்பொழிவு,ব্যাপক বায়ুমণ্ডলীয় বৰষুণ
பரந்த பட்டை அமைப்பு,ৱাইড বেণ্ড ব্যৱস্থা
"விரிவாக்க பண்புகள், அளவு பண்புகள், அளவு பண்புகள்","সম্প্ৰসাৰণমূলক ধৰ্ম, পৰিমাণগত ধৰ্ম, পৰিমাণগত ধৰ্ম"
"பரந்த மழை, ஓகே மழை","বহল শ্বাৱাৰ, oj শ্বাৱাৰ"
"நீளம், உருப்பெருக்கி, எக்ஸ்டென்சோமீட்டர்","দৈৰ্ঘ্য, মেগনিফায়াৰ, এক্সটেনচ’মিটাৰ"
ஒளிபரப்பாளர்,সম্প্ৰচাৰক
"அளவு, வரம்பு","extent, পৰিসৰ"
வெளி கிரகங்கள்,বাহ্যিক গ্ৰহ
வெளிப்புற கூம்பு ஒளிவிலகல்,বাহ্যিক শঙ্কু বিবৰ্তন
வெளிப்புற மாற்றம்,বাহ্যিক ৰূপান্তৰ
வெளிப்புற விசை ஜோடி,বাহ্যিক বলৰ যোৰ
வெளிப்புற தூரம்,বাহ্যিক দূৰত্ব
வெளி மண்டலம்,বাহিৰৰ অঞ্চল
வெளிப்புற விசை ஜோடி,বাহ্যিক বলৰ যোৰ
வெளிப்புற தாக்கம் வெளிப்புற தாக்கம்,বাহ্যিক প্ৰভাৱ বাহ্যিক প্ৰভাৱ
வெளிப்புற சுட்டி,বাহ্যিক পইণ্টাৰ
வெளிப்புற ஒடுக்குமுறை,বাহ্যিক দমন
வெளிப்புற சுழற்சி வேகம்,বাহ্যিক ঘূৰ্ণনৰ গতি
வெளிப்புற மடல்,বাহিৰৰ লোব
வெளிப்புற கதிர்வீச்சு,বাহ্যিক বিকিৰণ
வெளிப்புற அலை செயல்பாடு,বাহ্যিক তৰংগ কাৰ্য্য
வெளிப்புற வேலை,বাহ্যিক কাম
"வெளிப்புறமாக நிரப்பப்பட்டது, வெளிப்புறமாக எதிர்க்கப்படுகிறது","বাহ্যিকভাৱে পৰিপূৰক, বাহ্যিকভাৱে প্ৰতিহত কৰা"
வெளிப்புறமாக பிரிக்கப்பட்டுள்ளது,বাহ্যিকভাৱে বিভক্ত
வெளிப்புறமாக சூடான வில்,বাহ্যিকভাৱে উত্তাপিত চাপ
அழிந்துபோன இயற்கை சிதைவு,বিলুপ্ত প্ৰাকৃতিক বিভাজন
"அழிவு, அழிவு","বিলুপ্তি, বিলুপ্তি"
"அழிவு குணகம், அழிவு குணகம்","বিলুপ্তি সহগ, বিলুপ্তি সহগ"
அழிவு சாத்தியம்,বিলুপ্তিৰ সম্ভাৱনা
வெளியேற்ற மின்னழுத்தம்,ডিচচাৰ্জ ভল্টেজ
"வோல்ட்மீட்டர், அழிந்த மானி","ভল্টমিটাৰ, এক্সটিনক্টোমিটাৰ"
கூடுதல் அரை மாடி,অতিৰিক্ত হাফ-ফ্ল&#39;ৰ
மிக அதிக திறன்,অতি উচ্চ সম্ভাৱনা
நேரியல் அல்லாத புள்ளி,অৰৈখিক বিন্দু
"வேற்று கிரக தோற்றம், வேற்று கிரக தோற்றம்","অপাৰ্থিৱ উৎপত্তি, অপাৰ্থিৱ উৎপত্তি"
வெளிப்புற கட்டணம்,বাহ্যিক চাৰ্জ
வெளிப்புற மின்னோட்டம்,বাহ্যিক কাৰেণ্ট
வெளிப்புற சக்தி,বাহ্যিক শক্তি
வெளிப்புற சத்தம்,বাহ্যিক শব্দ
கூடுதல் அணு எலக்ட்ரான்,অতিৰিক্ত নিউক্লিয়াৰ ইলেক্ট্ৰন
கூடுதல் கரு,অতিৰিক্ত নিউক্লিয়াছ
புற அணு அமைப்பு,বহিঃপাৰমাণৱিক গঠন
"அசாதாரண, அசாதாரண","অস্বাভাৱিক, অসাধাৰণ"
விதிவிலக்கான எழுத்துப்பிழை,ব্যতিক্ৰমী বানান
அசாதாரண கற்றை,অসাধাৰণ ৰশ্মি
அசாதாரண அலை,অসাধাৰণ তৰংগ
கிரக வெளி,গ্ৰহৰ মহাকাশ
கூடுதல் மதிப்பு,বহিৰ্প্ৰকাশ কৰা মান
"வெளிச்செல்லும், வெளிச்செல்லும்","আউটগোয়িং, আউটগোয়িং"
வெளியேறும் இறுதிப்புள்ளி,আউটফ্ল&#39;ৰ শেষ বিন্দু
"Extruded Range, Extruded Range","এক্সট্ৰুডেড ৰেঞ্জ, এক্সট্ৰুডেড ৰেঞ্জ"
எக்ஸ்ட்ராபோலேஷன்,বহিঃপ্ৰক্ষেপণ
எக்ஸ்ட்ராபோலேஷன் தூரம்,বহিঃপ্ৰকাশৰ দূৰত্ব
எக்ஸ்ட்ராபோலேஷன் அயனியாக்கம் அறை,এক্সট্ৰাপলেচন আয়নীয়কৰণ কক্ষ
விலக்கு ஆபரேட்டர்,বৰ্জন অপাৰেটৰ
எக்ஸ்ட்ராபோலேஷன் நுட்பம்,এক্সট্ৰাপলেচন কৌশল
"பார்த்திவதர், பூமேதர்","পাৰ্থীৱতৰ, ভূমেতাৰ"
வேற்று கிரக பொருள்,অপাৰ্থিৱ পদাৰ্থ
தீவிர சமநிலை கோடு,চৰম ভাৰসাম্য ৰেখা
தீவிர ஒற்றை துகள் ஷெல் மாதிரி,চৰম একক কণিকাৰ খোলাৰ আৰ্হি
உச்ச மதிப்பு,শীৰ্ষ মান
வெளிப்புற,বাহ্যিক
வெளிப்புற அடிப்படை எதிர்ப்பு,বাহ্যিক ভিত্তি প্ৰতিৰোধ ক্ষমতা
"புற கடத்துத்திறன், வெளிப்புற கடத்துத்திறன்","অতিৰিক্ত পৰিবাহীতা, বহিৰ্জাতীয় পৰিবাহীতা"
வெளிப்புற கட்டுப்பாடு,বাহ্যিক নিয়ন্ত্ৰণ
"வெளிப்புற காரணி, வெளிப்புற காரணி","বাহ্যিক কাৰক, বাহ্যিক কাৰক"
வெளிப்புற சொத்து,বহিৰ্জাতীয় বৈশিষ্ট্য
ஊடுருவாத குறைக்கடத்தி,অভেদ্য অৰ্ধপৰিবাহী
"கண், கண்","চকু, চকু"
துணை கண்,উপ চকু
நடிகை லென்ஸ்,অভিনেত্ৰী লেন্স
கண் தூரம்,চকুৰ দূৰত্ব
கண் இமை,চকুৰ টুকুৰা
"கண் மருத்துவ அளவு, கண் மருத்துவ அளவு","চকুৰ স্কেল, চকুৰ স্কেল"
கண் அளவு,চকুৰ স্কেল
அக்ஷைகா,অক্ষইকা
எஃப் மீசன்,F meson
"எஃப்-மையம், வண்ண மையம்","F-কেন্দ্ৰ, ৰং-কেন্দ্ৰ"
"F-அடுக்கு, F-அடுக்கு","F-স্তৰ, F-স্তৰ"
fm (அதிர்வெண் பண்பேற்றம்) ஆல்டிமீட்டர்,fm (কম্পাঙ্ক মডুলেচন) উচ্চতামাপক
fm (அதிர்வெண் பண்பேற்றம்) கண்டறிதல்,fm (ফ্ৰিকুৱেন্সি মডুলেচন) ডিটেক্টৰ
"fm ரேடியோ அல்டிமீட்டர், நிலப்பரப்பு காட்டி","fm ৰেডিঅ&#39; উচ্চতামাপক, ভূখণ্ড সূচক"
f-எண்,চ-সংখ্যা
F-மதிப்பு,F-মান
FDS விதிகள்,এফ ডি এছ নিয়ম
எஃப்-அயனோஸ்பியர் அடுக்கு,F-আয়নস্ফিয়াৰ স্তৰ
F2 - அயனோஸ்பியர் அடுக்கு,F2 - আয়নমণ্ডল স্তৰ
உற்பத்தி ஆலை,ফেব্ৰিকেশন প্লাণ্ট
"முகம், பக்கம், முன், முகம், முகம், முகம்","মুখ, কাষ, সন্মুখ, মুখ, মুখ, মুখ"
பலகை மையமாக,তক্তা কেন্দ্ৰীভূত
முகத்தை மையமாகக் கொண்ட கன சதுரம்,মুখ-কেন্দ্ৰিক ঘনক
முகத்தை மையமாகக் கொண்ட கன உலோகம்,মুখ-কেন্দ্ৰিক ঘন ধাতু
முகம் மூலைவிட்டம்,মুখখন তিৰ্যক
ஃபெக்னர் பின்னம்,feckner ভগ্নাংশ
"ஃபேகாம், கலதுல்","ফাকম, কালাতুল"
பிரதி,প্ৰতিৰূপ
பிரதி விளக்கப்படம்,প্ৰতিলিপিকৰণ লেখচিত্ৰ
பிரதி ரெக்கார்டர்,প্ৰতিৰূপ ৰেকৰ্ডাৰ
பிரதி தொடர்பு,প্ৰতিলিপি যোগাযোগ
"காரணி, காரணி, காரணி, உட்பிரிவு, காரணி, பெருக்கி","গুণক, গুণক, গুণক, বাক্য, গুণক, বহুগুণক"
வேக காரணி,গতিবেগ কাৰক
பாதுகாப்பு காரணி,সুৰক্ষা কাৰক
மின்சார,বৈদ্যুতিক
குரோமோஸ்பெரிக் எலக்ட்ரோடைனமிக்ஸ்,ক্ৰমমণ্ডলীয় বিদ্যুৎগতিবিদ্যা
கூர்மைப்படுத்துதல்,চোকা কৰা
லாகுனா,lacunae
மேல்தோல்,এপিডাৰ্মিছ
தணிவு,ক্ষীণকৰণ
மறுப்பு வளாகம்,ডেনুডেচন কমপ্লেক্স
பாரன்ஹீட் வெப்பநிலை,ফাৰেনহাইট উষ্ণতা
தவறு பாதுகாப்பு கட்டுப்பாடு,দোষ সুৰক্ষা নিয়ন্ত্ৰণ
"தோல்வி, தோல்வி","বিফলতা, বিফলতা"
மங்கலான வெளிச்சத்தில்,ম্লান পোহৰ
நியாயமான குழந்தை,fairchild গেস্টবুক
fairchild விமான பகுப்பாய்வி,fairchild উৰণ বিশ্লেষক
"இழுவை கிராஸ்ஸி, ஃபேரிங்","ট্ৰেকচন Grassi, ফেয়াৰিং"
சரியான பதிவு,সঠিক ৰেকৰ্ড
தடுப் இனப்பெருக்கம்,Tadup বংশবৃদ্ধি
பின்னடைவு விதி,ৰিচেছিভ ক্লজ
சாத்தியமான வீழ்ச்சி,সম্ভাৱ্য হ্ৰাস
"வீழ்ச்சி காலம், வீழ்ச்சி காலம்","পতনৰ সময়, পতনৰ সময়"
சரிவு,পতন হোৱা
பிரமைகள்,মোহ
ஃபேட் பாயிண்ட் முறை,ফেড পইণ্ট পদ্ধতি
ஃபாத்தி கிழங்கு பாகுத்தன்மை முறை,ফাথী কন্দৰ আঠালতীয়াতা পদ্ধতি
பை பந்து விஸ்கோமீட்டர்,পাই বল ভিস্কোমিটাৰ
தவறான வளைவு,ত্ৰুটিপূৰ্ণ বেঁকা
தவறான எதிரொலி,মিছা প্ৰতিধ্বনি
"மெய்நிகர் சமநிலை, மெய்நிகர் சமநிலை","ভাৰ্চুৱেল ভাৰসাম্য, ভাৰ্চুৱেল ভাৰসাম্য"
மெய்நிகர் அடிவானம்,ভাৰ্চুৱেল দিগন্ত
பண்பு மொத்தம்,বৈশিষ্ট্যপূৰ্ণ মুঠ
இறகு ஆண்டெனா,পাখিৰ এন্টেনা
இறகு கற்றை,পাখিৰ ৰশ্মি
இறகு விளக்கு,পাখিৰ বিকন
விசிறி மேல் ரேடியேட்டர்,ফেন টপ ৰেডিয়েটৰ
உள்ளீடு,ইনপুট
உள்ளீட்டு சுற்று,ইনপুট বৰ্তনী
வெளியீட்டு எண்,ইছ্যু নম্বৰ
வெளியீடு சுற்று,আউটপুট বৰ্তনী
இறக்கை கற்றை ஆண்டெனா,উইং বিম এন্টেনা
கார்க் திருகு,কৰ্ক স্ক্ৰু
தொலைதூர பகுதி,দূৰৱৰ্তী অঞ্চল
தூர அகச்சிவப்பு,দূৰ অতি ৰঙা
தூர அகச்சிவப்பு மேஜர்,দূৰ অতি ৰঙা মেজৰ
தூர புள்ளி,দূৰ-বিন্দু
ஃபிரான்ஹோஃபர் பிராந்தியம்,ফ্ৰাউনহ&#39;ফাৰ অঞ্চল
தூர புற ஊதா,দূৰ অতিবেঙুনীয়া
தொலைவில் பொருத்தமற்ற சமிக்ஞை,দূৰৈৰ পৰা অপ্রাসংগিক সংকেত
ஃபராட் (அலகு),ফৰাদ (ইউনিট)
ஃபாரடே (அலகு),Faraday (ইউনিট)
ஃபாரடே கூண்டு,ফাৰাডে পিঞ্জৰা
ஃபாரடேயின் இருண்ட பகுதி,ফেৰাডেৰ অন্ধকাৰ অঞ্চল
ஃபாரடே வட்டம்,ফাৰাডে বৃত্ত
ஃபாரடேயின் விளைவு,ফেৰাডেৰ প্ৰভাৱ
ஃபாரடேயின் ஸ்னோஃப்ளேக் பரிசோதனை,faraday ৰ তুষাৰপাতৰ পৰীক্ষা
ஃபாரடே ஒளிவிலகல் குறியீடு,faraday বিবৰ্তন সূচকাংক
ஃபாரடே சுழற்சி,ফাৰাডে ঘূৰণ
ஃபாரடே சுழலும் தனிமைப்படுத்தி,ফেৰাডে ঘূৰ্ণনশীল আইছ&#39;লেটৰ
ஃபாரடே-டின்டல் கற்றை,ফেৰাডে-টিণ্ডেল ৰশ্মি
ஃபாரடேயின் மின்னாற்பகுப்பு விதி,ফেৰাডেৰ ইলেক্ট্ৰ’লাইছিছৰ নিয়ম
ஃபாரடியன் மின்னோட்டம்,ফাৰেডিয়ান কাৰেণ্ট
முன் பிரித்தல்,ফৰ ডিচেকচন
தூர புள்ளி,দূৰ বিন্দু
கட்டண வகை,ভাড়া শ্ৰেণী
பிரதி,প্ৰতিৰূপ
பிரதி பெறுபவர்,প্ৰতিলিপি গ্ৰাহক
பிரதி பதிவு,প্ৰতিলিপি ৰেকৰ্ডিং
பிரதி சமிக்ஞை,প্ৰতিলিপি সংকেত
"வேகமாக, வேகமாக, வேகமாக, வேகமாக, வேகமாக, வேகமாக","দ্ৰুত, দ্ৰুত, দ্ৰুত, দ্ৰুত, দ্ৰুত, দ্ৰুত"
வேகமான பெருக்கி,দ্ৰুত এম্প্লিফায়াৰ
கப்பல் அச்சு,জাহাজৰ অক্ষ
கப்பல் சுற்று,জাহাজ বৰ্তনী
வேகமாக நகரும் எலக்ட்ரான்,দ্ৰুত গতিশীল ইলেক্ট্ৰন
விரைவான துண்டு துண்டாக,দ্ৰুত খণ্ডিতকৰণ
விரைவான துண்டு துண்டான விளைவு,দ্ৰুত খণ্ডিতকৰণ প্ৰভাৱ
விரைவான பிளவு காரணி,দ্ৰুত বিভাজন কাৰক
விரைவான ஸ்லாட்,দ্ৰুত স্লট
விரைவான அயனியாக்கம் அறை,দ্ৰুত আয়নীয়কৰণ কক্ষ
வேகமான காந்த ஒலி இடைநிறுத்தம்,দ্ৰুত চুম্বক শব্দ বিচ্ছিন্নতা
வேகமான வேக விளைவு,দ্ৰুত গতিৰ প্ৰভাৱ
வேகமான நியூட்ரான்,দ্ৰুত নিউট্ৰন
வேகமான நியூட்ரான் வளாகம்,দ্ৰুত নিউট্ৰন জটিল
வேகமான நியூட்ரான் உலை,দ্ৰুত নিউট্ৰন ৰিয়েক্টৰ
முடுக்கி ஒளி எலக்ட்ரான் பெருக்கி,এক্সিলেটৰ পোহৰ ইলেক্ট্ৰন এম্প্লিফায়াৰ
விரைவான எதிர்வினை,দ্ৰুত বিক্ৰিয়া
வேகமான நியூட்ரான் உலை,দ্ৰুত নিউট্ৰন ৰিয়েক্টৰ
வேகமான ஆரம் பிரிவு வேகம்,দ্ৰুত ব্যাসাৰ্ধ খণ্ডৰ গতি
உணர்திறன் நேர கட்டுப்பாடு,সংবেদনশীলতা সময় নিয়ন্ত্ৰণ
வேக கேமரா,গতি কেমেৰা
தடித்த இருமுனையம்,ডাঠ ডাইপোল
மரண அளவு,মাৰাত্মক আয়তন
சோர்வு,ভাগৰ
"புலம்பக்கூடிய பிளவு, புலம்பக்கூடிய பிளவு","দুখজনক বিভাজন, দুখজনক বিভাজন"
சோர்வு விளைவு,ক্লান্তিৰ প্ৰভাৱ
முடமான பானை,পংগু পাত্ৰ
"தவறு, தவறு","দোষ, দোষ"
தவறான மின்முனை மின்னோட்டம்,দোষ ইলেক্ট্ৰ&#39;ড কাৰেণ্ট
தவறான மின்னோட்டம்,দোষ কাৰেণ্ট
தவறு விலகல்,দোষ বিচ্যুতি
தவறு இடப்பெயர்ச்சி,দোষ বিচ্যুতি
தவறான படம்,ত্ৰুটিপূৰ্ণ ছবি
தவறு காட்டி,দোষ সূচক
தவறு வரி,ফল্ট লাইন
தவறு இடத்தை தீர்மானித்தல்,দোষৰ স্থান নিৰ্ণয় কৰা
தவறு வட்டம்,দোষ বৃত্ত
தவறான,ভুল কৰা
"தவறான காற்றழுத்தமானி, தவறான காற்றழுத்தமானி","ত্ৰুটিপূৰ্ণ বেৰ&#39;মিটাৰ, ত্ৰুটিপূৰ্ণ বেৰ&#39;মিটাৰ"
தவறான காப்பு,ত্ৰুটিপূৰ্ণ ইনচুলেচন
கூட்டு மேற்பரப்பு,সংযোগৰ পৃষ্ঠ
தலைகீழ் எதிரொலி (குறைபாடு),বিপৰীত প্ৰতিধ্বনি (ত্ৰুটি)
இறகு பகுப்பாய்வு,পাখি বিশ্লেষণ
இறகு பிணைப்பு,পাখিৰ বন্ধন
கட்டண தொலைக்காட்சி,পেইড টেলিভিছন
பலவீனமான அலைவு,দুৰ্বল দোলন
"ரீசார்ஜ், மறு முதலீடு","ৰিচাৰ্জ, পুনৰ বিনিয়োগ"
மறு நுழைவு ஊடுருவல்,পুনৰ প্ৰৱেশ অনুপ্ৰৱেশ
ரீசார்ஜ் சுற்று,ৰিচাৰ্জ বৰ্তনী
ரீசார்ஜ் பெருக்கி,ৰিচাৰ্জ মাল্টিপ্লাইয়াৰ
ரீசார்ஜ் தடுப்பு,ৰিচাৰ্জ ডিটেনচন
