Telugu,Tamil
Exarch,Exarch
Exilarch,Exilarch
ఫలాంగిస్ట్,ஃபாலாங்கிஸ்ட்
తండ్రి భూమి,தந்தை நிலம்
తండ్రి భూమి,தந்தை நிலம்
ఫెరియాయే,ஃபெரியா
ఫెటిష్,ஃபெட்டிஷ்
ఫ్యూడల్ హోల్డింగ్స్,நிலப்பிரபுத்துவ சொத்துக்கள்
ఫ్యూడలిజం (=ఫ్యూడల్ వ్యవస్థ),நிலப்பிரபுத்துவம் (=நிலப்பிரபுத்துவ அமைப்பு)
భూస్వామ్య వ్యవస్థ,நிலப்பிரபுத்துவ அமைப்பு
భూస్వామ్య,நிலப்பிரபுத்துவம் கொண்டவர்
ఫిడే డిఫెన్సర్ (=డిఫెండర్ ఆఫ్ ది ఫెయిత్),Fidei defensor (=நம்பிக்கையின் பாதுகாவலர்)
ఫైఫ్,ஃபிஃப்
ఫీల్డ్ సిస్టమ్,கள அமைப்பு
పదిహేనవ పన్ను,பதினைந்தாவது வரி
ఫిగర్ హెడ్,உருவத் தலை
ఫిన్ డి సైకిల్,ஃபின் டி சீக்கிள்
అగ్ని తినేవాడు,நெருப்பு உண்பவர்
ఫైవ్ మైల్ చట్టం,ஐந்து மைல் சட்டம்
జెండా,கொடி
ఫ్లేమెన్ డయాలిస్,ஃபிளமன் டயாலிஸ்
ఫ్లేమెన్ మార్టియాలిస్,ஃபிளமன் மார்ஷியலிஸ்
జ్వలించే జ్యోతి,எரியும் ஜோதி
పార్శ్వము,பக்கவாட்டு
పార్శ్వ కదలిక,பக்கவாட்டு இயக்கம்
వర్ధిల్లుతున్న నాగరికత,செழிக்கும் நாகரிகம்
ఫ్లూవియలిస్టిక్ నమ్మకం,ஃப்ளூவியலிஸ்டிக் நம்பிக்கை
జానపద దేవుడు,நாட்டுப்புற கடவுள்
జానపద దేవత,நாட்டுப்புற தெய்வம்
జానపద జ్ఞాపకం,நாட்டுப்புற நினைவகம்
జానపద పురాణం (=జానపదం),நாட்டுப்புற புராணம் (=நாட்டுப்புறவியல்)
మేత వెదకడం,இரை தேடும்
ఫోరే,களமிறங்குதல்
ముందరివాడు,முன்னோடி
పూర్వీకుడు,முன்னோர்
ముందున్నవాడు,முன்னோடி
చితికిపోయిన ఆశ,கெட்ட நம்பிக்கை
నిర్మాణ దశ,உருவாக்கும் நிலை
కోట,கோட்டை
కోట,வலுவூட்டல்
పటిష్టమైన పట్టణం,அரணான நகரம்
కోట,கோட்டை
ఫార్చ్యూనా,Fortuna
ఫోరమ్ రోమనుమ్,மன்றம் ரோமானம்
ఫ్రాన్సిస్కాన్,பிரான்சிஸ்கன்
ఫ్రాంక్లిన్,பிராங்க்ளின்
భ్రాతృహత్య యుద్ధం,சகோதர யுத்தம்
ఉచిత చర్చి,இலவச தேவாலயம்
ఫ్రీహోల్డర్,இலவச உரிமையாளர்
స్వతంత్ర సైనికుడు,சுதந்திர சிப்பாய்
స్వతంత్ర సైనికుడు,சுதந்திர சிப்பாய்
ఫ్రీమాన్,ஃப்ரீமேன்
ఫ్రీమాన్,ஃப்ரீமேன்
ఫ్రీపాస్,இலவச நுழைவு சீட்டு
ఫ్రెంచ్ విప్లవం,பிரஞ்சு புரட்சி
సన్యాసి,துறவி
ఫ్రైసియన్ కిరాయి సైనికులు,ஃப்ராசியன் கூலிப்படையினர்
సరిహద్దు మనిషి,எல்லைப்புற மனிதன்
గాలియన్,கேலியன்
గల్లికన్ (=గల్లికనిస్ట్),காலிகன் (=கல்லிகனிஸ்ட்)
గల్లికానిజం,கல்லிக்கனிசம்
దండు,பாதுகாப்பு அரண்
గౌల్,கோல்
గాంట్లెట్,கௌண்ட்லெட்
గాంట్లెట్,கௌண்ட்லெட்
గెజిబో,கெஸெபோ
గెజిబో,கெஸெபோ
గెజిబో,கெஸெபோ
వంశ చరిత్ర,மரபியல் வரலாறு
వంశపారంపర్య రికార్డు,மரபியல் பதிவு
వంశపారంపర్య పట్టిక,மரபியல் அட்டவணை
వంశవృక్షం,மரபுவழி மரம்
వంశావళి,மரபியல்
వంశావళి,மரபியல்
తరం,தலைமுறை
మారణహోమం,இனப்படுகொலை
అన్యజనుడు,புறஜாதி
అన్యజనుడు,புறஜாதி
అన్యజనుడు,புறஜாதி
అన్యజనుడు,புறஜாதி
ఘెట్టో,கெட்டோ
ఘెట్టో,கெட்டோ
గిబ్బెట్,கிபெட்
గిల్డ్ (=గిల్డ్),கில்ட் (=கில்ட்)
గ్లాడియేటర్,கிளாடியேட்டர்
అద్భుతమైన విప్లవం,புகழ்பெற்ற புரட்சி
గోల్డెన్ హోర్డ్,கோல்டன் ஹார்ட்
మహా కూటమి,மகா கூட்டணி
గ్రాండీ,பேரறிஞர்
గ్రాండ్ సిగ్నర్,கிராண்ட் சிக்னர்
గ్రాండ్ సిగ్నర్,கிராண்ட் சிக்னர்
గొప్ప అంతర్యుద్ధం,பெரும் உள்நாட்டுப் போர்
గొప్ప నిష్క్రమణ (బుద్ధుని),பெரிய புறப்பாடு (புத்தரின்)
గ్రేటర్ ఇండియా,பெரிய இந்தியா
గ్రేట్ హెల్లాస్,கிரேட் ஹெல்லாஸ்
గ్రేట్ హోర్డ్,பெரிய கூட்டம்
గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ),பெரிய துறவு (=பெரும் புறப்பாடு)
గొప్ప ముద్ర,பெரிய முத்திரை
గ్రేట్ ట్రాక్,பெரிய டிராக்
గొప్ప వాహనం,பெரிய வாகனம்
గ్రేట్ వాల్ ఆఫ్ చైనా,சீனப் பெருஞ்சுவர்
గ్రీవ్,க்ரீவ்
గార్డ్-ఛాంబర్,காவலர்-அறை
గార్డ్-ఛాంబర్,காவலர்-அறை
గార్డ్-ఛాంబర్,காவலர்-அறை
గుప్తులు,குப்தாக்கள்
హాజియోగ్రఫీ,ஹாகியோகிராபி
హాజియోగ్రఫీ,ஹாகியோகிராபி
హగియాలజీ,ஹேகியோலஜி
హగియాలజీ,ஹேகியோலஜி
ప్రైవేట్ ప్రేక్షకుల హాల్,தனிப்பட்ட பார்வையாளர்களின் மண்டபம்
పబ్లిక్ ప్రేక్షకుల హాల్,பொது பார்வையாளர்களின் மண்டபம்
హాచ్మెంట్,குஞ்சு பொரிப்பது
హీతేన్,ஹீத்தன்
హీతేన్,ஹீத்தன்
హీతేనిజం,ஹீத்தனிசம்
హెగిరా (హెజెరా),ஹெகிரா (ஹெஜேரா)
హెలెనిజం,ஹெலனிசம்
హెలట్,ஹெலட்
హెరాల్డ్రీ,ஹெரால்ட்ரி
వారసత్వం,பாரம்பரியம்
చిత్రలిపి సరళ అక్షరాలు,ஹைரோகிளிஃபிக் நேரியல் எழுத்துக்கள்
చిత్రలిపి స్క్రిప్ట్,ஹைரோகிளிஃபிக் ஸ்கிரிப்ட்
హై చర్చి,உயர் தேவாலயம்
హై ల్యాండర్,உயர் லேண்டர்
హిందూమతం,இந்து மதம்
చరిత్రకారుడు,வரலாற்றாசிரியர்
చరిత్రకారుడు,வரலாற்றாசிரியர்
చారిత్రక భౌతికవాదం,வரலாற்று பொருள்முதல்வாதம்
చారిత్రక యుగం,வரலாற்று சகாப்தம்
చారిత్రక సరిహద్దు,வரலாற்று எல்லை
చరిత్రకారుడు,வரலாற்றாசிரியர்
చరిత్రకారుడు,வரலாற்றாசிரியர்
చరిత్ర చరిత్ర,வரலாற்று வரலாறு
చరిత్ర చరిత్ర,வரலாற்று வரலாறு
చరిత్ర,வரலாறு
హిట్టైట్ సామ్రాజ్యం,ஹிட்டிட் பேரரசு
పవిత్ర కూటమి,புனித கூட்டணி
పవిత్ర నగరం,புனித நகரம்
పవిత్ర నగరం,புனித நகரம்
పవిత్ర భూమి,புனித நிலம்
పవిత్ర భూమి,புனித நிலம்
హోలీ లీగ్,புனித லீக்
హోలీ లీగ్,புனித லீக்
పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం),புனித ரோமானியப் பேரரசு (=பேரரசு)
పవిత్ర సముద్రం,புனித கடல்
పవిత్ర సముద్రం,புனித கடல்
పవిత్ర యుద్ధం,புனிதப் போர்
పవిత్ర యుద్ధము,புனிதப் போர்
హోం ప్రభుత్వం,உள்நாட்டு அரசாங்கம்
హోంగార్డు,ஊர்க்காவல்படை
జన్మభూమి,தாயகம்
గృహ నియమం,வீட்டு விதி
హోమ్ రూల్,வீட்டு விதி
గుంపు,கூட்டம்
గుంపు,கூட்டம்
శత్రు దేశం,விரோத நாடு
శత్రుభూమి,பகை நிலம்
వేడి ముసుగులో,ஒருவரை துரத்தி செல்லுதல்
ఇల్లు,வீடு
ఇల్లు,வீடு
హౌస్ ఆఫ్ కామన్స్,ஹவுஸ் ஆஃப் காமன்ஸ்
హౌస్ ఆఫ్ లార్డ్స్,ஹவுஸ் ஆஃப் லார்ட்ஸ்
ప్రతినిధుల సభ,பிரதிநிதிகள் சபை
హ్యూగ్నోట్స్,ஹ்யூஜினோட்ஸ்
మానవతావాదం,மனிதநேயம்
మానవతావాది,மனிதநேயவாதி
హండ్రెడ్ యెస్సర్స్ వార్,நூறு யேசர்ஸ் போர்
హంకర్,ஹங்கர்
ఇబాదత్ ఖానా (ఆరాధనా గృహం),இபாதத் கானா (வழிபாட்டு இல்லம்)
ఐకానోక్లాస్ట్,ஐகானோக்ளாஸ்ட்
విగ్రహారాధకుడు,உருவ வழிபாடு செய்பவர்
ఇలాహి యుగం,இலாஹி சகாப்தம்
చట్టవిరుద్ధమైన యుద్ధం,சட்டவிரோத போர்
ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్,ஒளிரும் கையெழுத்துப் பிரதி
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,விளக்கப்பட கையெழுத்துப் பிரதி
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,விளக்கப்பட கையெழுத்துப் பிரதி
ఇమామ్ (ఇమ్మామ్),இமாம் (இம்மாம்)
ఇమామత్,இமாமேட்
ఇమామత్,இமாமேட்
ఇమాంబరః,இமாம்பரா
ఇంపీరియల్,ஏகாதிபத்தியம்
ఇంపీరియల్ నగరం,ஏகாதிபத்திய நகரம்
సామ్రాజ్యవాదం,ஏகாதிபத்தியம்
ఇంపీరియల్ ప్రాధాన్యత,ஏகாதிபத்திய விருப்பம்
అసంబద్ధం,முறையற்ற தன்மை
మోసగాడు,வஞ்சகர்
జైలు శిక్ష,சிறைவாசம்
జైలు శిక్ష,சிறைவாசம்
చొరబాటు,ஊடுருவல்
చొరబాటుదారుడు,ஊடுருவல்காரன்
స్వాతంత్ర్యం,சுதந்திரம்
స్వాతంత్ర్య దినోత్సవం,சுதந்திர தினம்
ఇండిపెండెన్స్ హాల్,சுதந்திர மண்டபம்
ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్),இந்தியன் அமேரியன் (=சிவப்பு இந்தியன்=அமெரிக்க இந்தியன்)
ఇండియన్ హోమ్ రూల్ లీగ్,இந்தியன் ஹோம் ரூல் லீக்
పారిశ్రామిక విప్లవం,தொழில் புரட்சி
అవిశ్వాసం,காஃபிர்
అవిశ్వాసం,காஃபிர்
చొరబాటు,ஊடுருவல்
చొరబాటుదారుడు,ஊடுருவி
సమాచారం ఇచ్చేవాడు,தகவல் தருபவர்
సమాచారం ఇచ్చేవాడు,தகவல் தருபவர்
ఇన్ఫార్మర్,தகவல் தருபவர்
ఇన్ఫార్మర్,தகவல் தருபவர்
ప్రవేశము,நுழைவு
ప్రవేశము,நுழைவு
ప్రవేశము,நுழைவு
నివాసం,குடியிருப்பு
నివాసి,வசிப்பிடத்தை
వారసత్వం,பரம்பரை
వారసత్వం,பரம்பரை
వారసత్వం,பரம்பரை
శాసనం,கல்வெட்டு
చిహ్నము,சின்னம்
ప్రవేశ పరికరం,அணுகல் கருவி
ప్రభుత్వ సాధనం,அரசாங்கத்தின் கருவி
తిరుగుబాటు (తిరుగుబాటు),கிளர்ச்சி (கிளர்ச்சி)
తిరుగుబాటుదారుడు,கிளர்ச்சியாளர்
తిరుగుబాటు,கிளர்ச்சி
తిరుగుబాటు,கிளர்ச்சி
అనుసంధానం,ஒருங்கிணைப்பு
రికార్డుల సమగ్రత,பதிவுகளின் நேர்மை
రాష్ట్రాల సమగ్రత,மாநிலங்களின் ஒருமைப்பாடு
మేధావి (ఇంటెలిజెంట్జియా),புத்திஜீவிகள் (புத்திசாலித்தனம்)
మధ్యవర్తిత్వం,பரிந்து பேசுதல்
మధ్యవర్తి,பரிந்து பேசுபவர்
మధ్యవర్తి,இடைத்தரகர்
అంతర్జాతీయవాదం,சர்வதேசியம்
అంతర్జాతీయవాదం,சர்வதேசியம்
అంతర్జాతీయవాది,சர்வதேசியவாதி
అంతర్గత యుద్ధం,உள்நாட்டுப் போர்
ఇంటర్నీ,பயிற்சியாளர்
ఇంటర్నీ,பயிற்சியாளர்
ఇంటర్నీ క్యాంపు,பயிற்சி முகாம்
ఇంటర్న్మెంట్,அடைப்பு
ఇంటర్న్మెంట్,அடைப்பு
ఇంటర్న్మెంట్,அடைப்பு
ఇంటర్నేషనల్,இன்டர்னுன்சியோ
వ్యాఖ్యాత,மொழிபெயர்ப்பாளர்
వ్యాఖ్యాత,மொழிபெயர்ப்பாளர்
వ్యాఖ్యాత,மொழிபெயர்ப்பாளர்
జోక్యం,தலையீடு
ఇంటస్టేసి,குடலிறக்கம்
పేగు,குடல்
చమత్కారం,சூழ்ச்சி
చొరబాటుదారుడు,ஊடுருவும் நபர்
చొరబాటుదారుడు,ஊடுருவும் நபர்
చొరబాటు,ஊடுருவல்
దండయాత్ర,படையெடுப்பு
దండయాత్ర,படையெடுப்பு
పెట్టుబడి,முதலீடு செய்யுங்கள்
పెట్టుబడి,முதலீடு செய்யுங்கள்
పెట్టుబడి,முதலீடு செய்யுங்கள்
పెట్టుబడి,முதலீடு செய்யுங்கள்
పెట్టుబడి,முதலீடு
పెట్టుబడి,முதலீடு
పెట్టుబడి,முதலீடு
పెట్టుబడి వేడుక,முதலீட்டு விழா
జాతీయతతో పెట్టుబడి పెట్టండి,தேசியத்துடன் முதலீடு செய்யுங்கள்
ఇన్విన్సిబుల్ ఆర్మడ,வெல்ல முடியாத அர்மடா
ఉల్లంఘన (రాష్ట్రం),மீறல் (அரசு)
ఉల్లంఘించిన స్థితి,மீறல் நிலை
అభేద్యమైన కోట,அழிக்க முடியாத கோட்டை
ఇనుప యుగం,இரும்பு யுகம்
ఇనుప తెర,இரும்புத்திரை
ఐరన్ గార్డ్,இரும்பு பாதுகாப்பு
ఇనుము రేషన్లు,இரும்பு ரேஷன்
ఇనుప వైపులా,இரும்பு பக்கங்கள்
ఇనుప చిట్కా బాణం,இரும்பு முனை அம்பு
ఇస్త్మియన్ ఆటలు,இஸ்த்மியா விளையாட்டுகள்
జానిసరీ,ஜானிசரி
కాపలాదారు,காவலாளி
కాపలాదారు,காவலாளி
జావెలిన్,ஈட்டி
జిమ్ క్రో చట్టాలు,ஜிம் க்ரோ சட்டங்கள்
జింగో,ஜிங்கோ
జింగో,ஜிங்கோ
జింగో,ஜிங்கோ
జింగోయిజం,ஜிங்கோயிசம்
ఉమ్మడి చర్య,கூட்டு நடவடிக்கை
ఉమ్మడి నియంత్రణ,கூட்டு கட்டுப்பாடு
ఉమ్మడి ఆక్యుపెన్సీ,கூட்டு ஆக்கிரமிப்பு
జ్యూరీ,நடுவர் மன்றம்
కారణం మాత్రమే,வெறும் காரணம்
ఉంచండి,வை
ఆర్కైవ్స్ కీపర్,காப்பக காப்பாளர்
కెటిల్-డ్రమ్,கெட்டில்-டிரம்
కీలక పదం,முக்கிய வார்த்தை
రాజు,அரசன்
రాజ్యం,இராச்சியம்
కింగ్లెట్,கிங்லெட்
కింగ్ మేకర్,கிங் மேக்கர்
రాజ్యాధికారం,அரசாட்சி
రాజ్యాధికారం,அரசாட்சி
కిచెన్ క్యాబినెట్,சமையலறை அமைச்சரவை
నైట్,மாவீரர்
రాజ్యం,அரசாட்சி
కింగ్స్ హాస్పిటల్స్,கிங்ட்ஸ் மருத்துவமனைகள்
నైట్స్ ఆఫ్ సెయింట్ జాన్,செயின்ட் ஜான் மாவீரர்கள்
నైట్ టెంప్లర్,நைட் டெம்ப்ளர்
కు క్లక్స్ క్లాన్ (KKK),கு க்ளக்ஸ் கிளான் (KKK)
కుమింటాంగ్,குமிண்டாங்
లౌకికత్వం,பாமர மக்கள்
లాన్స్,லான்ஸ்
లాన్సర్,லான்சர்
తరువాత గుప్తులు,பின்னர் குப்தர்கள்
చట్టబద్ధమైన వారసుడు,சட்டப்படியான வாரிசு
చట్టవిరుద్ధం (=అక్రమం),சட்டமின்மை (=சீர்குலைவு)
చట్టవిరుద్ధం (=అక్రమం),சட்டமின்மை (=சீர்குலைவு)
చట్ట ప్రభువులు,சட்ட அதிபதிகள்
భక్తి చట్టం,பக்தியின் சட்டம்
దేశముల సమాహారం,உலக நாடுகள் சங்கம்
లెగసీ (=బిక్వెస్ట్),மரபு (=விருப்பம்)
లెగసీ (=బిక్వెస్ట్),மரபு (=விருப்பம்)
చట్టపరమైన వారసుడు,சட்டப்படியான வாரிசு
చట్టబద్ధత,சட்டப்படி
చట్టబద్ధత,சட்டப்படி
చట్టబద్ధత,சட்டப்படி
లెజెండ్,புராண
లెజెండ్,புராண
లెజియన్,படையணி
లెజియన్,படையணி
లెజియన్ ఆఫ్ ఆనర్,லெஜியன் ஆஃப் ஹானர்
లెస్ మెజెస్టి (=లెస్ మెజెస్టే),Lese majesty (=lese majeste)
తక్కువ రాష్ట్రాలు,குறைவான மாநிலங்கள்
విశ్వసనీయత లేఖలు,நம்பிக்கைக் கடிதங்கள்
లీజ్-లార్డ్,லீஜ்-பிரபு
లీజ్ మనిషి,லீஜ் மனிதன்
లీజ్ మనిషి,லீஜ் மனிதன்
జీవిత ఖైదు,ஆயுள் தண்டனை
వంశం,பரம்பரை
లిటిల్ ఇంగ్లాండు,குட்டி இங்கிலாந்துக்காரர்
చిన్న వాహనం (=తక్కువ వాహనం),சிறிய வாகனம் (=குறைவான வாகனம்)
లిటోరల్ రాష్ట్రం,கடல்சார் மாநிலம்
ప్రార్ధనలు,வழிபாட்டு முறைகள்
ప్రార్ధన,வழிபாட்டு முறை
స్థానిక విధేయత,உள்ளூர் விசுவாசம்
స్థానిక-స్వయం ప్రభుత్వం,உள்ளாட்சி-சுய அரசு
సుదీర్ఘ పార్లమెంటు,நீண்ட பாராளுமன்றம்
తక్కువ దేశాలు,தாழ்ந்த நாடுகள்
విశ్వాసపాత్రుడు,விசுவாசமான
విధేయత,விசுவாசம்
మాకియవెల్లియన్ విధానం,மச்சியாவெல்லியன் கொள்கை
మాగ్నా కార్టా,மேக்னா கார்ட்டா
మాగ్నమ్ కన్సిలియం,மேக்னம் கான்சிலியம்
మలం నిషేధం,மாலும் தடை
మాండమస్,மாண்டமஸ்
ఆదేశం,ஆணை
"ఆదేశం, తరగతి &#39;A&#39;","ஆணை, வகுப்பு &#39;ஏ&#39;"
"ఆదేశం, తరగతి &#39;B&#39;","ஆணை, வகுப்பு &#39;பி&#39;"
"ఆదేశం, తరగతి &#39;సి&#39;","ஆணை, வகுப்பு &#39;சி&#39;"
ఆదేశ వ్యవస్థ,ஆணை அமைப்பு
తప్పనిసరి స్థితి,கட்டாய நிலை
మాంగోనెల్,மங்கோனல்
మేనిఫెస్టో,அறிக்கை
యుక్తులు,சூழ்ச்சிகள்
మ్యాన్ ఆఫ్ వార్,போர் நாயகன்
మనోర్,மேனர்
మనోర్,மேனர்
మానవ శక్తి,மனித சக்தி
మానవ శక్తి,மனித சக்தி
మాన్యుమిషన్,மனுமிஷன்
మనుమిత్,மனுமித்
మాన్యుస్క్రిప్ట్,கையெழுத்துப் பிரதி
మాన్యుస్క్రిప్ట్,கையெழுத்துப் பிரதி
మాన్యుస్క్రిప్ట్,கையெழுத்துப் பிரதி
మారౌడర్,கொள்ளைக்காரன்
సముద్ర బెల్ట్,கடல் பெல்ட்
సముద్ర నాగరికత,கடல் நாகரிகம்
సముద్ర జెండా,கடல்சார் கொடி
సముద్ర శక్తులు,கடல்சார் சக்திகள்
సముద్ర సార్వభౌమాధికారం,கடல்சார் இறையாண்மை
సముద్ర యుద్ధం,கடல் போர்
మార్క్విస్,மார்க்விஸ்
మార్క్విసేట్,மார்க்விசேட்
మార్షల్ లా,இராணுவ சட்டம்
మార్షల్ రేసులు,தற்காப்பு இனங்கள்
అమరవీరుడు,தியாகி
నరమేధం,படுகொலை
మాస్ యుక్తి,சூழ்ச்சி நிறை
మాస్టర్-ఎట్-ఆర్మ్స్,மாஸ்டர்-அட்-ஆர்ம்ஸ்
మాస్టర్ ఆఫ్ వేడుకలు,விழாக்களின் மாஸ்டர்
ఇంటి యజమాని,வீட்டு மாஸ்டர்
మాస్టర్ ఆఫ్ ది హార్స్,குதிரையின் மாஸ்டர்
మాస్టర్ ఆఫ్ ది రోల్స్,மாஸ்டர் ஆஃப் தி ரோல்ஸ்
మ్యాచ్,பொருத்துக
మ్యాచ్,பொருத்துக
అగ్గిపెట్టె,தீப்பெட்டி
వైవాహిక మైత్రి,திருமண கூட்டணி
మధ్యధరా శక్తులు,மத்திய தரைக்கடல் சக்திகள்
మెన్షెవిక్,மென்ஷிவிக்
కిరాయి సైన్యం,கூலிப்படை
కిరాయి సైనికుడు,கூலிப்படை வீரர்
వ్యాపారి,வியாபாரி
మధ్య యుగాలు,இடைக்காலம்
మధ్యప్రాచ్యం,மத்திய கிழக்கு
మధ్య మార్గము,நடுத்தர பாதை
మధ్య మార్గం,நடுத்தர பாதை
మధ్య మార్గం (=మిడిల్ కోర్సు),நடுத்தர வழி (=நடுவழி)
వలసదారు,புலம் பெயர்ந்தவர்
వలస,இடம்பெயர்தல்
వలస,இடம்பெயர்தல்
వలస,இடம்பெயர்தல்
మిలిటరిజం,இராணுவவாதம்
మిలిటరిజం,இராணுவவாதம்
మిలిటరిజం,இராணுவவாதம்
మిలిటరిజం,இராணுவவாதம்
మిలిటరిస్ట్,இராணுவவாதி
మిలిటరిస్ట్,இராணுவவாதி
సైనికీకరణ,இராணுவமயமாக்கல்
సైనికీకరణ,இராணுவமயமாக்கல்
సైనికీకరణ,இராணுவமயமாக்கல்
సైనిక వ్యూహకర్త (= వ్యూహకర్త),இராணுவ தந்திரவாதி (=தந்திரவாதி)
సైనిక వ్యూహకర్త (= వ్యూహకర్త),இராணுவ தந்திரவாதி (=தந்திரவாதி)
సైనిక వ్యూహాలు (=వ్యూహాలు),இராணுவ தந்திரங்கள் (=தந்திரங்கள்)
మిలిషియా,மிலிஷியா
మిలిషియా,மிலிஷியா
దుష్పరిపాలన,தவறான ஆட்சி
లింక్ లేదు,விடுபட்ட இணைப்பு
మిషన్,பணி
మిషన్,பணி
మిషన్,பணி
మిశ్రమ జాతి,கலப்பு இனம்
ఆధునిక చరిత్ర,நவீன வரலாறு
మోడ్స్ వీవెండి,மோடஸ் விவேண்டி
మోనాకిజం,ஒற்றையாட்சி
చక్రవర్తి,மன்னர்
చక్రవర్తి,மன்னர்
రాచరికం,முடியாட்சி
రాచరికం,முடியாட்சி
రాచరికవాది,மன்னராட்சியாளர்
రాచరికం,முடியாட்சி
మఠం,மடாலயம்
మఠం,மடாலயம்
మఠం,மடாலயம்
సన్యాసం,துறவறம்
సన్యాసం,துறவறம்
సన్యాసి,துறவி
మాతృదేశం,தாய் நாடு
మాతృభూమి,தாய்நாடு
పార్లమెంటుల తల్లి,பாராளுமன்றங்களின் தாய்
ముక్రాకర్స్,முக்ராக்கர்கள்
మమ్మీ,மம்மி
మ్యూజియం,அருங்காட்சியகம்
మస్కెట్,மஸ்கட்
మస్కటీర్,மஸ்கடியர்
మస్కెట్రీ,மஸ்கெட்ரி
మస్కెట్రీ,மஸ்கெட்ரி
మస్టర్ మాస్టర్,மஸ்டர் மாஸ்டர்
మస్టర్-రోల్,மஸ்டர்-ரோல்
మస్టర్-రోల్,மஸ்டர்-ரோல்
తిరుగుబాటు,கலகம்
తిరుగుబాటు చట్టం,கலகம் சட்டம்
మిస్టరీ షిప్,மர்ம கப்பல்
కథనం,விவரிப்பு
దేశం,தேசம்
స్థానికుడు,பூர்வீகம்
స్థానిక రాష్ట్రం,சொந்த மாநிலம்
సహజత్వం,இயற்கைவாதம்
సహజ హక్కులు,இயற்கை உரிமைகள்
నాజీ,நாஜி
నాజీ విప్లవం,நாஜி புரட்சி
నాజీయిజం,நாசிசம்
తూర్పు సమీపంలో,கிழக்குக்கு அருகில்
నీగ్రో,நீக்ரோ
నీగ్రోఫిల్,நீக்ரோபில்
నీగ్రోఫిలిజం,நீக்ரோபிலிசம்
నీగ్రోఫోబియా,நீக்ரோபோபியா
తటస్థ,நடுநிலை
తటస్థ దేశం,நடுநிலை நாடு
నూతన ఒప్పందం,புதிய ஒப்பந்தம்
కొత్త ప్రపంచం,புதிய உலகம்
ప్రభువు,பெருந்தன்மை
కీర్తిగల,உன்னத
కీర్తిగల,உன்னத
సంచార జాతులు,நாடோடி
సంచార గుంపు,நாடோடி கூட்டம்
సంచారము,நாடோடிகள்
దురాక్రమణ రహిత ఒప్పందం,ஆக்கிரமிப்பு அல்லாத ஒப்பந்தம்
దురాక్రమణ రహిత ఒప్పందం,ஆக்கிரமிப்பு அல்லாத ஒப்பந்தம்
యుద్ధం చేయని రాష్ట్రం,போர் புரியாத நிலை
నాన్-కో-ఆపరేషన్,ஒத்துழையாமை
సహాయ నిరాకరణ ఉద్యమం,ஒத்துழையாமை இயக்கம்
ఎదురుగా,முகப்பு
ఎదురుగా,முகப்பு
ఓక్లోక్రసీ (=మొబోక్రసీ),ஓக்லோக்ரசி (=மொபோக்ரசி)
ఓక్లోక్రాట్,ஓக்லோக்ராட்
అధికారిక పత్రం,அதிகாரப்பூர்வ ஆவணம்
పాత ప్రపంచం,பழைய உலகம்
ఒలిగార్కీ,தன்னலக்குழு
దాడి,தாக்குதல்
బహిరంగ చర్చలు,திறந்த பேச்சுவார்த்தை
ఓపెన్ ప్రశ్న,திறந்த கேள்வி
రికార్డులను తెరవండి,பதிவுகளைத் திற
ఓరియంట్,ஓரியண்ட்
ఓరియంటలిజం,ஓரியண்டலிசம்
ఓరియంటలిజం,ஓரியண்டலிசம்
ఓరియంటలిస్ట్,ஓரியண்டலிஸ்ட்
మూలం,தோற்றம்
మూలం,தோற்றம்
ఆర్థోగ్రఫీ,ஆர்த்தோகிராபி
శత్రుత్వాలు చెలరేగడం,பகைமை வெடிப்பு
అవుట్-పోస్ట్,அவுட்-போஸ்ட்
పైగా ప్రభువు,ஓவர்-லார்ட்
ఓవర్ రైడ్,ஓவர்-ரைடு
ఓవర్ రైడ్,ஓவர்-ரைடு
పాగన్,பாகன்
పాగన్,பாகன்
పాగనిజం,பேகனிசம்
పాగనిజం,பேகனிசம்
పగోడా,பகோடா
పగోడా,பகோடா
పగోడా,பகோடா
ప్యాలెస్ కుట్రలు,அரண்மனை சூழ்ச்சிகள்
పాలటినేట్,பாலடினேட்
తాటి ఆకు,பனை ஓலை
పామ్ ఆదివారం,பாம் ஞாயிறு
పానెజిరిస్ట్,பேனெஜிரிஸ்ட்
భయాందోళనలు,பீதி
భయాందోళనలు,பீதி
భయాందోళనలు కలిగించేవాడు,பீதியை உண்டாக்குபவர்
పాపసీ,பாப்பாசி
పాపసీ,பாப்பாசி
పాపసీ,பாப்பாசி
పాపసీ,பாப்பாசி
పాపల్ ఎద్దు,பாப்பல் காளை
పాపాలిజం,பாப்பாலிசம்
పాపాలిజం,பாப்பாலிசம்
పాపాలిస్ట్,பாப்பாலிஸ்ட்
పాపల్ రాష్ట్రం,போப்பாண்டவர் மாநிலம்
