Bengali,Assamese
পাশা নিক্ষেপ,পাশা নিক্ষেপ
দ্বিমুখী শ্রেণীবিভাগ,দ্বৈত শ্ৰেণীবিভাজন
দ্বিধাবিভক্তি,দ্বৈতবিভাজন
অভিধান আদেশ,অভিধানৰ ক্ৰম
পার্থক্য ক্যালকুলাস,পাৰ্থক্য কেলকুলাছ
পার্থক্য সমীকরণ,পাৰ্থক্য সমীকৰণ
পার্থক্য সূত্র,পাৰ্থক্য সূত্ৰ
পার্থক্য পদ্ধতি,পাৰ্থক্য পদ্ধতি
সেটের পার্থক্য,গোটৰ পাৰ্থক্য
পার্থক্যযোগ্য,ভিন্নতামূলক
পার্থক্যযোগ্য বক্ররেখা,ভিন্নতাযোগ্য বক্ৰ
পার্থক্যযোগ্য ফাংশন,ডিফাৰেন্সিয়েবল ফাংচন
ডিফারেনশিয়াল,ডিফাৰেন্সিয়েল
অন্তরীকরণ ক্যালকুলাস,ডিফাৰেন্সিয়েল কেলকুলাছ
ডিফারেনশিয়াল সহগ,ডিফাৰেন্সিয়েল সহগ
আঙ্গক,অৱভেদ্য সমীকৰণ
ডিফারেনশিয়াল ফর্ম,ভিন্নতামূলক ৰূপ
ডিফারেনশিয়াল সূত্র,ডিফাৰেন্সিয়েল সূত্ৰ
ডিফারেনশিয়াল ফাংশন,ডিফাৰেন্সিয়েল ফাংচন
ডিফারেনশিয়াল জ্যামিতি,ডিফাৰেন্সিয়েল জ্যামিতি
উচ্চ ক্রম ডিফারেনশিয়াল,উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল
ডিফারেনশিয়াল ভাগফল,ডিফাৰেন্সিয়েল ভাগফল
পার্থক্য করা,পাৰ্থক্য কৰা
পৃথকীকরণ,পাৰ্থক্য
পার্থক্য সূত্র,পাৰ্থক্য সূত্ৰ
ভেক্টরের পার্থক্য,ভেক্টৰৰ পাৰ্থক্য
বিস্তার,প্ৰসাৰণ
অঙ্ক,অংক
ডিজিটাল কম্পিউটার,ডিজিটেল কম্পিউটাৰ
ডিজিটাল তথ্য,ডিজিটেল ডাটা
মাত্রা,মাত্ৰা
মাত্রিকতা,মাত্ৰাগততা
মাত্রাহীন,মাত্ৰাহীন
একটি সমীকরণের মাত্রা,সমীকৰণৰ মাত্ৰা
ডায়োফ্যান্টাইন সমীকরণ,ডাইফেন্টাইন সমীকৰণ
ডুব কোণ,ডিপ এংগেল
দ্বিপোলার স্থানাঙ্ক,ডাইপোলাৰ স্থানাংক
ডাইপোল,ডাইপোল
ডিপিরামিড (বাইপিরামিড),ডাইপিৰামিড (bipyramid)
ডিরাক ডেল্টা ফাংশন,Dirac ডেল্টা ফাংচন
সরাসরি সাধারণ স্পর্শক,প্ৰত্যক্ষ সাধাৰণ স্পৰ্শক
নির্দেশিত কোণ,নিৰ্দেশিত কোণ
নির্দেশিত লাইন,নিৰ্দেশিত ৰেখা
নির্দেশমূলক ডেরিভেটিভ,দিশগত ব্যুৎপত্তি
দিক কোসাইন,দিশ কোচাইন
ম্যাক্সিমা এর দিক,maxima ৰ দিশ
অভিক্ষেপের দিক,প্ৰক্ষেপণৰ দিশ
দিক অনুপাত,দিশ অনুপাত
পরিচালক চক্র,পৰিচালক বৃত্ত
পরিচালক ক্ষেত্র,পৰিচালক ক্ষেত্ৰ
সরাসরি পণ্য,প্ৰত্যক্ষ উৎপাদন
সরাসরি প্রমাণ,প্ৰত্যক্ষ প্ৰমাণ
সরাসরি সমানুপাত,প্ৰত্যক্ষ অনুপাত
directrix,ডাইৰেক্টিক্স
সরাসরি যোগফল,প্ৰত্যক্ষ যোগফল
সংযোগ বিচ্ছিন্ন সেট,disconncted ছেটসমূহ
বিরতি,বিচ্ছিন্নতা
ডেরিভেটিভের বিচ্ছিন্নতা,ডেৰাইভেটিভৰ বিচ্ছিন্নতা
প্রথম ধরনের বিচ্ছিন্নতা,প্ৰথম ধৰণৰ বিচ্ছিন্নতা
দ্বিতীয় ধরনের বিচ্ছিন্নতা,দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা
অবিচ্ছিন্ন বিতরণ,বিচ্ছিন্ন বিতৰণ
অবিচ্ছিন্ন ফাংশন,বিচ্ছিন্ন কাৰ্য্য
অবিচ্ছিন্ন বৈচিত্র্য,বিচ্ছিন্ন ভেৰিয়েট
বিযুক্ত,বিচ্ছিন্ন
বিচ্ছিন্ন বন্টন,বিচ্ছিন্ন বিতৰণ
বিচ্ছিন্ন সম্ভাব্যতা বন্টন,বিচ্ছিন্ন সম্ভাৱনা বিতৰণ
বিচ্ছিন্ন এলোমেলো পরিবর্তনশীল,বিচ্ছিন্ন যাদৃচ্ছিক চলক
বিচ্ছিন্ন নমুনা স্থান,বিচ্ছিন্ন নমুনা স্থান
বিযুক্ত সেট,বিচ্ছিন্ন গোট
পৃথক স্থান,বিচ্ছিন্ন স্থান
বিচ্ছিন্ন টপোলজি,বিচ্ছিন্ন টপোলজি
বিযুক্ত বৈচিত্র,বিচ্ছিন্ন ভিন্নতা
বৈষম্যমূলক,বৈষম্যমূলক
বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ),বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ)
বিচ্ছিন্ন করা,disjoint
বিচ্ছিন্ন ঘটনা,অসংলগ্ন পৰিঘটনা
বিচ্ছিন্ন সেট,disjoint sets
বিচ্ছিন্ন ইউনিয়ন,disjoint union
বিচ্ছিন্নতা,বিচ্ছিন্নতা
বিচ্ছুরণ,বিক্ষিপ্ততা
বিচ্ছুরণ চার্ট,বিক্ষিপ্ততা লেখচিত্ৰ
বিচ্ছুরণ ধ্রুবক,বিক্ষিপ্ততা ধ্ৰুৱক
বিচ্ছুরণ চিত্র,বিক্ষিপ্ততা ডায়েগ্ৰাম
বিচ্ছুরণ ম্যাট্রিক্স (=কোভারিয়েন্স ম্যাট্রিক্স),বিক্ষিপ্ততা মেট্ৰিক্স (=সচল মেট্ৰিক্স)
উত্পাটন,স্থানচ্যুতি
প্রদর্শন,প্ৰদৰ্শন
প্রদর্শন ইউনিট (= কনসোল),প্ৰদৰ্শন একক (=কনছল)
ভিন্ন,অসদৃশ
অপব্যয়কারী শক্তি,অপচয়কাৰী শক্তি
দূরত্ব ফাংশন,দূৰত্বৰ ফলন
দূরত্ব মডুলাস,দূৰত্ব মডুলাছ
বিতরণ-মুক্ত পদ্ধতি,বিতৰণ-মুক্ত পদ্ধতি
বন্টনমূলক আইন,বিতৰণ আইন
বিচ্যুত,বিচ্ছিন্নতা
বিচ্যুতি,বিচ্ছিন্নতা
ভিন্নতা উপপাদ্য,বিচ্ছিন্নতা উপপাদ্য
divergent,divergent
ভিন্ন সিরিজ,বিচ্ছিন্ন শৃংখলা
বিভক্ত পার্থক্য,বিভক্ত পাৰ্থক্য
বিভাজ্যতা,বিভাজনযোগ্যতা
বিভাজ্য,ভাগ কৰিব পৰা
বিভাগ,বিভাজন
বিভাগ অ্যালগরিদম,বিভাজন এলগৰিদম
বিভাগ রিং,ডিভিজন ৰিং
ডোডেকাগন,ডোডেকাগন
dodecahedron,ডোডেকাহেড্ৰন
ডোমেইন,ডমেইন
একটি ফাংশনের ডোমেইন,এটা ফাংচনৰ ডমেইন
সংজ্ঞার ডোমেইন,সংজ্ঞাৰ ডমেইন
অস্তিত্বের ডোমেইন,অস্তিত্বৰ ক্ষেত্ৰ
প্রভাবশালী কৌশল,প্ৰধান কৌশল
ডপলার এফেক্ট,ডপলাৰ ইফেক্ট
বিন্দু পণ্য,ডট প্ৰডাক্ট
বিন্দুযুক্ত বক্ররেখা,বিন্দুযুক্ত বক্ৰ
ডবল পার্থক্য,ডাবল পাৰ্থক্য
ডবল সূচকীয় বন্টন,ডাবল ঘাতীয় বিতৰণ
ডবল হেলিক্স,ডাবল হেলিক্স
ডবল অবিচ্ছেদ্য,ডাবল ইন্টিগ্ৰেল
ডবল ইন্টিগ্রেশন,ডাবল ইন্টিগ্ৰেচন
দ্বিগুণ সীমা,ডাবল লিমিট
ডবল নমুনা পরিকল্পনা,ডাবল নমুনা সংগ্ৰহৰ পৰিকল্পনা
ডবল ক্রম,ডাবল ক্ৰম
ডবল সিরিজ,ডাবল ছিৰিজ
ডবল প্রত্যয় স্বরলিপি,ডাবল প্ৰত্যয় সংকেত
ডবল সমষ্টি,ডাবল যোগফল
নিম্নগামী ত্বরণ,তললৈ ত্বৰণ
নিম্নগামী স্থানচ্যুতি,তললৈ স্থানান্তৰিত হোৱা
নিম্নগামী গতি,তললৈ গতি
নিম্নগামী বেগ,তললৈ যোৱা বেগ
টানুন,টানি নিয়া
ড্র্যাগ বল,টানিব পৰা বল
দ্বৈত,দ্বৈত
দ্বৈত ভিত্তি,দ্বৈত ভিত্তি
দ্বৈত অভ্যন্তরীণ পণ্য,ডুৱেল ইনাৰ প্ৰডাক্ট
ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা,ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা
দ্বৈত অপারেশন,ডুৱেল অপাৰেচন
দ্বৈত সমস্যা,দ্বৈত সমস্যা
ডুয়াল সিমপ্লেক্স অ্যালগরিদম,ডুৱেল ছিমপ্লেক্স এলগৰিদম
ডুয়াল সিমপ্লেক্স কৌশল,ডুৱেল ছিমপ্লেক্স কৌশল
দ্বৈত স্থান,দ্বৈত স্থান
দ্বৈত পরিবর্তনশীল,ডুৱেল ভেৰিয়েবল
দ্বৈত ভেক্টর স্থান,দ্বৈত ভেক্টৰ স্থান
ডামি সূচক,ডামি সূচী
ডামি সাবস্ক্রিপ্ট,ডামি চাবস্ক্ৰিপ্ট
ডামি প্রত্যয়,ডামি প্ৰত্যয়
ডামি পরিবর্তনশীল,ডামি চলক
সদৃশ প্রক্রিয়া,ডুপ্লিকেটৰ প্ৰক্ৰিয়া
গতিশীল,গতিশীল
গতিশীল সিস্টেম,গতিশীল ব্যৱস্থা
গতিশীল চাহিদা ফাংশন,গতিশীল চাহিদা কাৰ্য্য
গতিশীল মডেল,গতিশীল আৰ্হি
গতিশীল প্রোগ্রামিং,ডাইনামিক প্ৰগ্ৰেমিং
গতিশীল প্রোগ্রামিং পদ্ধতি,ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি
গতিশীল প্রোগ্রামিং কৌশল,ডাইনামিক প্ৰগ্ৰেমিং কৌশল
গতিবিদ্যা,গতিশীলতা
একটি কণার গতিবিদ্যা,এটা কণিকাৰ গতিশীলতা
অনমনীয় শরীরের গতিশীলতা,কঠিন বস্তুৰ গতিশীলতা
পৃথিবী,পৃথিৱী
ভূমিকম্পের তীব্রতা,ভূমিকম্পৰ তীব্ৰতা
উদ্ভটতা,কেন্দ্ৰীয়তা
গ্রহন,গ্ৰহণ
অর্থনৈতিক পূর্বাভাস,অৰ্থনৈতিক পূৰ্বাভাস
অর্থনীতিবিদ,অৰ্থনীতিবিদ
অর্থনীতি,অৰ্থনীতি
অর্থনীতি,অৰ্থনীতি
প্রান্ত,প্ৰান্ত
একটি উত্তল সেটের প্রান্ত,উত্তল সমষ্টিৰ প্ৰান্ত
দক্ষতা ফ্যাক্টর,দক্ষতা কাৰক
eigen উপাদান,eigen মৌল
eigen ফাংশন,eigen ফাংচন
eigen মান,eigen মান
eigen মান সমীকরণ,eigen মান সমীকৰণ
eigen ভেক্টর,eigen ভেক্টৰ
ইলাস্টিক,ইলাষ্টিক
ইলাস্টিক ধ্রুবক,ইলাষ্টিক ধ্ৰুৱক
ইলাস্টিক ভারসাম্য,ইলাষ্টিক ভাৰসাম্য
স্থিতিস্থাপকতা,ইলাষ্টিকতা
স্থিতিস্থাপকতা পৃষ্ঠ,ইলাষ্টিক পৃষ্ঠ
ইলেকট্রনিক কম্পিউটার,ইলেক্ট্ৰনিক কম্পিউটাৰ
উপাদান,উপাদান
প্রাথমিক কলাম অপারেশন,প্ৰাথমিক স্তম্ভ কাৰ্য্য
প্রাথমিক ঘটনা,প্ৰাথমিক পৰিঘটনা
প্রাথমিক ফাংশন,মৌলিক ফলন
প্রাথমিক অপারেশন,প্ৰাথমিক কাৰ্য্য
প্রাথমিক ফলাফল,প্ৰাথমিক ফলাফল
প্রাথমিক সম্ভাব্যতা আইন,মৌলিক সম্ভাৱনা নিয়ম
প্রাথমিক সারি অপারেশন,প্ৰাথমিক শাৰীৰ কাৰ্য্য
নিষ্কাশন করা,নিষ্কাশন
নির্মূল পদ্ধতি,এনিমেচন পদ্ধতি
উপবৃত্ত,উপবৃত্তাকাৰ
উপবৃত্তাকার,উপবৃত্তাকাৰ
উপবৃত্তাকার,উপবৃত্তাকাৰ
উপবৃত্তাকার পৃষ্ঠ,উপবৃত্তাকাৰ পৃষ্ঠ
উপবৃত্তাকার শরীর,উপবৃত্তাকাৰ দেহ
এমবেডিং,এম্বেডিং
নিঃসরণ,নিৰ্গমন
গবেষণামূলক তথ্য,অভিজ্ঞতাভিত্তিক তথ্য
গবেষণামূলক সূত্র,অভিজ্ঞতাভিত্তিক সূত্ৰ
অভিজ্ঞতামূলক সম্ভাবনা,অভিজ্ঞতাভিত্তিক সম্ভাৱনা
অভিজ্ঞতামূলক সম্পর্ক,অভিজ্ঞতাভিত্তিক সম্পৰ্ক
ফাঁকা সেট,খালী ছেট
ঘিরা,আবদ্ধ কৰা হৈছে
এনকোডিং,এনকোডিং
এন্ডোমরফিজম,এণ্ডোমৰ্ফিজম
শেষপ্রান্ত,শেষ বিন্দু
ক্লাস ব্যবধানের শেষ বিন্দু,শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু
শক্তি,শক্তি
শক্তি ভরবেগ উপাদান,শক্তি গতিবেগ উপাদান
পরিবর্তনশীল প্রবেশ করান,চলক প্ৰৱেশ কৰা
গণনাযোগ্য সেট,গণনাযোগ্য গোট
গণনা,গণনা
সমান,সমান
সমতা,সমতা
সমান সম্ভাবনা,সমানে সম্ভাৱনা আছে
সমান সম্ভাব্যতা নির্বাচন পদ্ধতি (=epsem),সমান সম্ভাৱনা নিৰ্বাচন পদ্ধতি (=epsem)
সমান করা,সমান কৰা
সমীকরণ,সমীকৰণ
প্রথম ডিগ্রির সমীকরণ,প্ৰথম ডিগ্ৰীৰ সমীকৰণ
দ্বিতীয় ডিগ্রির সমীকরণ,দ্বিতীয় ডিগ্ৰীৰ সমীকৰণ
তৃতীয় ডিগ্রির সমীকরণ,তৃতীয় ডিগ্ৰীৰ সমীকৰণ
বিষুবরেখা,বিষুৱৰেখা
সমপরিমাণ,সমঅবিৰত
সমবাহু,সমপক্ষীয়
ভারসাম্য,ভাৰসাম্যতা
বাহিনীর ভারসাম্য,বলৰ ভাৰসাম্যতা
ভারসাম্য বিন্দু,ভাৰসাম্য বিন্দু
সমতা,সমতুল্যতা
সমতা শ্রেণী,সমতুল্যতা শ্ৰেণী
সমতা সম্পর্ক,সমতুল্যতা সম্পৰ্ক
সমতুল্য,সমান্তৰাল
সমতুল্য ম্যাট্রিক্স,সমতুল্য মেট্ৰিক্স
সমতুল্য সেট,সমতুল্য গোট
ergodicity,ergodicity
ত্রুটি,আঁসোৱাহ
ত্রুটি বিশ্লেষণ,ভুল বিশ্লেষণ
ভুল সংকেত,ভুল ক&#39;ড
ত্রুটি সহগ,ভুল সহগ
গড় বর্গক্ষেত্রের ত্রুটি,গড় বৰ্গৰ ভুল
প্রথম ধরনের ত্রুটি,প্ৰথম ধৰণৰ ভুল
দ্বিতীয় ধরনের ত্রুটি,দ্বিতীয় প্ৰকাৰৰ ভুল
পালানোর সম্ভাবনা,পলায়নৰ সম্ভাৱনা
মুক্তিবেগ,পলায়নৰ বেগ
ই. শ্মিড্টের অর্থগোনালাইজেশন প্রক্রিয়া,ই শ্বমিটৰ অৰ্থগনালাইজেচন প্ৰক্ৰিয়া
লিখিত বৃত্ত,বৰ্ণনা কৰা বৃত্ত
অপরিহার্য,আৱশ্যকীয়
মূলত অনন্য,মূলতঃ অনন্য
অনুমান,অনুমানিক
অনুমান পদ্ধতি,অনুমান পদ্ধতি
ইউক্লিডীয় স্থানাঙ্ক,ইউক্লিডীয় স্থানাংক
ইউক্লিডীয় ডোমেইন,ইউক্লিডীয় ডমেইন
ইউক্লিডীয় জ্যামিতি,ইউক্লিডীয় জ্যামিতি
ইউক্লিডীয় এন-স্পেস,ইউক্লিডীয় n-স্থান
ইউক্লিডীয় সমতল,ইউক্লিডীয় সমতল
অয়লারের উপপাদ্য,অইলাৰৰ উপপাদ্য
মূল্যায়ন,মূল্যায়ন কৰা
এমন কি,যুগ্ম
এমনকি বক্ররেখা,আনকি বক্ৰতাও
এমনকি ফাংশন,আনকি কাৰ্য্যও
এমনকি একাধিক,আনকি একাধিক
জোড় সংখ্যা,যুগ্ম সংখ্যা
জোড় বিজোড় প্রতিসাম্য,আনকি অদ্ভুত প্ৰতিসমতাও
এমনকি স্থানান্তর,আনকি ক্ৰমবিন্যাসও
ঘটনা,কাৰ্যক্ৰম
এমনকি মেয়াদ,আনকি শব্দটোও
সঠিক,সঠিক
সঠিক চি-স্কয়ার পরীক্ষা,সঠিক কাই-স্কেয়াৰ পৰীক্ষা
সঠিক পার্থক্য,সঠিক পাৰ্থক্য
সঠিক সমীকরণ,সঠিক সমীকৰণ
উদাহরণ,উদাহৰণ
বিনিময়,বিনিময়
সম্পূর্ণ ঘটনা,বিস্তৃত ইভেন্ট
অস্তিত্ব স্বতঃসিদ্ধ,অস্তিত্বৰ স্বতন্ত্ৰতা
অস্তিত্ব সম্ভাবনা (= একটি অগ্রাধিকার সম্ভাবনা),অস্তিত্বৰ সম্ভাৱনা(= a priori probability)
অস্তিত্বের উপপাদ্য,অস্তিত্ব উপপাদ্য
বহিরাগত পরিবর্তনশীল,বহিৰ্জাতীয় চলক
সম্প্রসারণ,সম্প্ৰসাৰণ
প্রত্যাশা ফাংশন,প্ৰত্যাশা কাৰ্য্য
প্রত্যাশিত ফ্রিকোয়েন্সি,আশা কৰা কম্পাঙ্ক
প্রত্যাশিত মান,আশা কৰা মূল্য
পরীক্ষা,পৰীক্ষণ
পরীক্ষামূলক ত্রুটি,পৰীক্ষামূলক ভুল
ব্যাখ্যা,ব্যাখ্যা
সুস্পষ্ট সমীকরণ,স্পষ্ট সমীকৰণ
স্পষ্ট ফর্ম,স্পষ্ট ৰূপ
সুস্পষ্ট ফাংশন,স্পষ্ট ফলন
সুস্পষ্ট সমাধান,স্পষ্ট সমাধান
সূচক,ঘাতক
সূচকীয় বক্ররেখা,ঘাতীয় বক্ৰ
সূচকীয় ঘনত্ব ফাংশন,ঘাতীয় ঘনত্ব ফলন
সূচকীয় বিতরণ,ঘাতীয় বিতৰণ
সূচকীয় সমীকরণ,ঘাতীয় সমীকৰণ
ব্যাখ্যামূলক কাজ,ঘাতীয় ফলন
সূচক বৃদ্ধির,ঘাতীয় বৃদ্ধি
সূচকীয় আইন,ঘাতীয় নিয়ম
সূচকীয় মানচিত্র,ঘাতীয় মানচিত্ৰ
সূচকীয় সিরিজ,ঘাতীয় শৃংখলা
অভিব্যক্তি,অভিব্যক্তি
বর্ধিত ব্যবধান,বৰ্ধিত ব্যৱধান
বর্ধিত বাস্তব লাইন,বৰ্ধিত বাস্তৱ ৰেখা
বর্ধিত বাস্তব সংখ্যা সিস্টেম,বৰ্ধিত বাস্তৱ সংখ্যা ব্যৱস্থা
একটি ম্যাপিংয়ের এক্সটেনশন,এটা মেপিঙৰ সম্প্ৰসাৰণ
বাহ্যিক কোণ,বাহ্যিক কোণ
বাহ্যিক এলাকা,বাহিৰৰ অংশ
বাহ্যিক বিন্দু,বাহ্যিক বিন্দু
বহিরাগত,বাহ্যিক
প্রবণতা মান এক্সট্রাপোলেশন,ট্ৰেণ্ড ভেলুৰ এক্সট্ৰাপ&#39;লেচন
এক্সট্রাপোলেশন কৌশল,এক্সট্ৰাপলেচন কৌশল
চরম মান,চৰম মান
চরম,চৰম
চরম বিন্দু,চৰম বিন্দু
উত্তল সেটের চরম বিন্দু,উত্তল সমষ্টিৰ চৰম বিন্দু
একটি ফাংশন এর extremum,এটা ফলনৰ চৰম
চরম সম্পত্তি,চৰম সম্পত্তি
মুখ,চেহেৰা
পরিচিতি,মুখৰ মূল্য
ফ্যাক্টর,কাৰক
ফ্যাক্টর বিশ্লেষণ,কাৰক বিশ্লেষণ
ফ্যাক্টরড,ফ্যাক্টৰ কৰা হৈছে
ফ্যাক্টরিয়াল,ফেক্টৰিয়েল
ফ্যাক্টরিয়াল ডিজাইন,ফেক্টৰিয়েল ডিজাইন
ফ্যাক্টরাইজেশন,ফ্যাক্টৰাইজেচন
ফ্যাক্টরিজ,ফ্যাক্টৰাইজ
নিরপেক্ষ খেলা,ন্যায্য খেল
মিথ্যা,মিছা
পরিবার,পৰিয়াল
বৃত্তের পরিবার,বৃত্তৰ পৰিয়াল
পারিবারিক বক্ররেখা,পৰিয়ালৰ বক্ৰতা
ফাংশন পরিবার,কাৰ্য্যসমূহৰ পৰিয়াল
লাইনের পরিবার,ৰেখাৰ পৰিয়াল
প্রতিকৃতি,ফেক্সিমিল
F-বন্টন,F-বিতৰণ
সম্ভাব্য মৌলিক সমাধান,সম্ভৱপৰ মৌলিক সমাধান
সম্ভাব্য সমাধান,সম্ভৱপৰ সমাধান
ফিড ব্যাক,মতামত
ফার্মেট নীতি,ফাৰ্মেট নীতি
Fermat এর উপপাদ্য,ফাৰ্মেটৰ উপপাদ্য
ফার্মি-ডিরাক পরিসংখ্যান,ফাৰ্মি-ডিৰাকৰ পৰিসংখ্যা
ফিবোনাচি সংখ্যা,ফিবোনাচি নম্বৰ
ফিবোনাচি সিরিজ,ফিবোনাচি ছিৰিজ
ক্ষেত্র,ক্ষেত্ৰ
চূড়ান্ত বেগ,চূড়ান্ত বেগ
সসীম,সসীম
সীমিত ভিত্তি,সসীম ভিত্তি
সসীম দশমিক,সসীম দশমিক
সীমিত পার্থক্য,সসীম পাৰ্থক্য
সীমিত পার্থক্য পদ্ধতি,সসীম পাৰ্থক্য পদ্ধতি
সসীম মাত্রিক,সসীম মাত্ৰিক
সসীম মাত্রিক ভেক্টর স্থান,সসীম মাত্ৰিক ভেক্টৰ স্থান
সীমিত খেলা,সসীম খেল
সসীম জ্যামিতি,সসীম জ্যামিতি
সসীম ছেদ,সসীম ছেদ
সীমিত অনেক,সসীম বহুত
সীমাবদ্ধ মার্কভ চেইন,সসীম মাৰ্কভ শৃংখল
সসীমতা প্রমাণ,সসীমতা প্ৰমাণ
সসীম সংখ্যা,সসীম সংখ্যা
সীমিত জনসংখ্যা,সসীম জনসংখ্যা
সীমিত সম্ভাবনা,সসীম সম্ভাৱনা
সসীম সিরিজ,সসীম শৃংখলা
সসীম সেট,সসীম গোট
সীমিত বেগ,সসীম বেগ
সীমিত আয়তন,সসীম আয়তন
মানানসই,ফিটিং
বক্ররেখা ফিটিং,বক্ৰৰ ফিটিং
সরলরেখার ফিটিং,সৰলৰেখাৰ ফিটিং
স্থির বিন্দু উপপাদ্য,স্থিৰ বিন্দু উপপাদ্য
স্থির নমুনা,স্থিৰ নমুনা
ফ্লাইটের বেগ,উৰণৰ বেগ
ফ্লোটিং পয়েন্ট পাটিগণিত,ভাসমান বিন্দু গাণিতিক
ভাসমান পয়েন্ট সিস্টেম,ফ্লটিং পইণ্ট চিষ্টেম
ফ্লো চার্ট,ফ্ল&#39; চাৰ্ট
গতির প্রবাহ,প্ৰবাহৰ বেগ
তরল গতিবিদ্যা,তৰল গতিবিদ্যা
ফোকাল,focal
ফোকাল জ্যা,ফোকাচ কৰ্ড
ফোকাল দূরত্ব,ফোকাচ দূৰত্ব
ফোকাস দৈর্ঘ্য,ফোকাচ দৈৰ্ঘ্য
ফোকাস,ধ্যান কেন্দ্ৰিত
পা,ফুট
লম্বের পাদদেশ,লম্বৰ ফুট
মাধ্যাকর্ষণ বল,মাধ্যাকৰ্ষণ বল
পূর্বাভাস,পূৰ্বাভাস কৰা
সূত্র,সূত্ৰ
প্রণয়ন,প্ৰস্তুত কৰা
গঠন,প্ৰস্তুতি
এগিয়ে পার্থক্য,ফৰৱাৰ্ড পাৰ্থক্য
ফরোয়ার্ড ইন্টারপোলেশন,ফৰৱাৰ্ড ইন্টাৰপ&#39;লেচন
গণিতের ভিত্তি,গণিতৰ ভেটি
ফুরিয়ারের বিশ্লেষণ,ফুৰিয়েৰৰ বিশ্লেষণ
ফুরিয়ার সিরিজ,ফুৰিয়েৰৰ ছিৰিজ
ফুরিয়ারের রূপান্তর,ফুৰিয়েৰৰ ৰূপান্তৰ
ভগ্নাংশ,ভগ্নাংশ
ভগ্নাংশ সমন্বয়,ভগ্নাংশ স্থানাংক
ভগ্নাংশ সংখ্যা,ভগ্নাংশ সংখ্যা
ভগ্নাংশ প্রোগ্রামিং,ভগ্নাংশ প্ৰগ্ৰেমিং
মুক্ত পথ,মুক্ত পথ
বিনামূল্যে ভেক্টর,মুক্ত ভেক্টৰ
ফ্রিকোয়েন্সি,কম্পনাংক
ফ্রিকোয়েন্সি কলাম,কম্পাঙ্ক স্তম্ভ
ফ্রিকোয়েন্সি বক্ররেখা,কম্পাঙ্ক বক্ৰ
কম্পাংক বন্টন,কম্পাঙ্ক বিতৰণ
ফ্রিকোয়েন্সি হিস্টোগ্রাম,কম্পাঙ্ক হিষ্টোগ্ৰাম
সংঘটনের ফ্রিকোয়েন্সি,সংঘটিত হোৱাৰ কম্পাঙ্ক
ফ্রিকোয়েন্সি বহুভুজ,কম্পাঙ্ক বহুভুজ
ফ্রিকোয়েন্সি টেবিল,কম্পাঙ্ক টেবুল
frustum,frustum
একটি পিরামিড এর frustum,এটা পিৰামিডৰ frustum
একটি গোলকের frustum,এটা গোলকৰ frustum
সম্পূর্ণ সম্প্রসারণ,সম্পূৰ্ণ সম্প্ৰসাৰণ
ফাংশন,অনুষ্ঠান
কার্যকরী বিশ্লেষণ,কাৰ্য্যকৰী বিশ্লেষণ
মৌলিক,মৌলিক
মৌলিক উপপাদ্য,মৌলিক উপপাদ্য
বীজগণিতের মৌলিক উপপাদ্য,বীজগণিতৰ মৌলিক উপপাদ্য
ছায়াপথ,তাৰকাৰাজ্য
গ্যালোইস ক্ষেত্র,গেল&#39;ইছ ফিল্ড
গ্যালোস গ্রুপ,গেল&#39;ইছ গ্ৰুপ
জুয়াড়ির ধ্বংস,জুৱাৰীৰ ধ্বংসাৱশেষ
খেলা এবং সরানো,খেল আৰু গতি
সুযোগের খেলা,খেলৰ সুযোগ
পাশা খেলা,পাশাৰ খেল
গেম তত্ত্ব,গেম তত্ত্ব
নিখুঁত প্রত্যাহার সঙ্গে গেম,নিখুঁত ৰিকালৰ সৈতে গেমসমূহ
খেলার মান,গেম মূল্য
গামা ফাংশন,গামা ফাংচন
গাউস-আর্গ্যান্ড প্লেন,গাউছ-আৰ্গাণ্ড সমতল
গাউসিয়ান বক্ররেখা,গাউছিয়ান বক্ৰ
গাউসিয়ান নির্মূল,গাউছিয়ান এলিমিনেচন
গাউসিয়ান প্লেন,গাউছিয়ান সমতল
গাউস-জর্ডান হ্রাস,গাউছ-জৰ্ডান হ্ৰাস
সাধারণ ক্ষেত্রে,সাধাৰণ গোচৰ
সাধারণ অভিসারী উপপাদ্য,সাধাৰণ অভিসৰণ উপপাদ্য
সাধারণ সমীকরণ,সাধাৰণ সমীকৰণ
সাধারণ ফ্যাক্টর,সাধাৰণ কাৰক
সাধারণ ফর্ম,সাধাৰণ ৰূপ
সাধারণ সূত্র,সাধাৰণ সূত্ৰ
সাধারণ খেলা,সাধাৰণ খেল
সাধারণ অনুমান,সাধাৰণ অনুমান
সাধারণ অবিচ্ছেদ্য,সাধাৰণ অখণ্ড
সাধারণীকরণ,সাধাৰণীকৰণ
