Hindi,Gujarati
"वितरण-नियम, बंटननियम",વિતરણ કાયદો
"अपसारित करना, अपसारित होना",અલગ થવું
" अपसरण, अपसारिता , डाइवर्जेन्स",વિચલન
अपसरण प्रमेय,વિચલન પ્રમેય
अपसारी,જુદીજુદી
अपसारी श्रेणी,અલગ શ્રેણી
विभाजित अंतर,વિભાજિત તફાવત
"भाज्यता, विभाज्यता",વિભાજ્યતા
"भाज्य, विभाज्य",વિભાજ્ય
" भाग, प्रभाग , विभाजन",વિભાગ
विभाजन-कलन विधि,વિભાજન અલ્ગોરિધમ
विभाजन-वलय,ડિવિઝન રિંગ
द्वादशभुज,ડોડેકાગોન
द्वादशफलक,ડોડેકાહેડ્રોન
" प्रक्षेत्र , डोमेन, प्रांत , प्रदेश",ડોમેન
फलन का प्रांत,ફંક્શનનું ડોમેન
परिभाषा-प्रांत,વ્યાખ્યાનું ક્ષેત્ર
अस्तित्व-प्रांत,અસ્તિત્વનું ક્ષેત્ર
अभिभावी युक्ति,પ્રભાવશાળી વ્યૂહરચના
डॉप्लर प्रभाव,ડોપ્લર અસર
"बिन्दु-गुणनफल, अदिशगुणनफल",ડોટ ઉત્પાદન
बिन्दुकित वक्र,ડોટેડ વળાંક
द्विशः अवकलन,ડબલ તફાવત
द्विक चरघातांकीय बंटन,ડબલ ઘાતાંકીય વિતરણ
द्विकुंडली,ડબલ હેલિક્સ
द्विशः समाकल,ડબલ અભિન્ન
द्विशः समाकलन,ડબલ એકીકરણ
द्विक सीमा,ડબલ મર્યાદા
द्विशः प्रतिचयन आयोजन,ડબલ સેમ્પલિંગ પ્લાન
द्विक अनुक्रम,ડબલ ક્રમ
द्विक श्रेणी,ડબલ શ્રેણી
द्वि-अनुलग्नी संकेतन,ડબલ પ્રત્યય સંકેત
द्विक संकलन,ડબલ સમીકરણ
अधोमुखी त्वरण,નીચે તરફ પ્રવેગક
अधोमुखी विस्थापन,નીચે તરફનું વિસ્થાપન
अधोमुखी गति,નીચેની ગતિ
अधोमुखी वेग,નીચે તરફનો વેગ
कर्षण,ખેંચો
कर्षण-बल,ખેંચો બળ
"द्वैती द्वैती,",દ્વિ
द्वैत आधार,બેવડા આધાર
द्वैत आंतरिक गुणनफल,દ્વિ આંતરિક ઉત્પાદન
द्वैती रैखिक प्रोग्रामन समस्या,ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા
" द्वि प्रचालन , द्वैती संक्रिया",ડ્યુઅલ ઓપરેશન
द्वैत समस्या,બેવડી સમસ્યા
द्वैत एकल कलन-विधि,ડ્યુઅલ સિમ્પ્લેક્સ અલ્ગોરિધમ
द्वैत एकल प्रविधि,ડ્યુઅલ સિમ્પ્લેક્સ તકનીક
द्वैत समष्टि,બેવડી જગ્યા
द्वैत चर,દ્વિ ચલ
द्वैत सदिश समष्टि,ડ્યુઅલ વેક્ટર જગ્યા
मूक सूचकांक,બનાવટી અનુક્રમણિકા
मूक पादांक,ડમી સબસ્ક્રીપ્ટ
मूक अनुबंध,બનાવટી પ્રત્યય
मूक चर,ડમી ચલ
अनुलिपि-प्रक्रम,ડુપ્લિકેટર પ્રક્રિયા
गतिकीय,ગતિશીલ
गतिकीय तंत्र,ગતિશીલ સિસ્ટમ
गतिक मांग फलन,ગતિશીલ માંગ કાર્ય
गत्यात्मक निदर्श,ગતિશીલ મોડેલ
गत्यात्मक प्रोग्रामन,ગતિશીલ પ્રોગ્રામિંગ
गतिशील प्रोग्रामन उपगमन,ગતિશીલ પ્રોગ્રામિંગ અભિગમ
गतिशील प्रोग्रामन प्रविधि,ગતિશીલ પ્રોગ્રામિંગ તકનીક
"गतिविज्ञान, गतिकी",ગતિશીલતા
कण-गतिकी,કણની ગતિશીલતા
दृढ़ पिंड गतिकी,કઠોર શરીરની ગતિશીલતા
" भू, पृथ्वी, भूमि , मत्तिृ का, मदृा , भू संपर्कित करना, भूसंपर्क करना (क्रि.)",પૃથ્વી
भूकंप तीव्रता,ભૂકંપની તીવ્રતા
उत्केंद्रता,તરંગીતા
ग्रहण,ગ્રહણ
अर्थमितीय पूर्वानुमान,ઇકોનોમેટ્રિક આગાહી
अर्थमितिज्ञ,અર્થશાસ્ત્રી
अर्थमिति,અર્થશાસ્ત્ર
अर्थशास्त्र,અર્થશાસ્ત્ર
"कोर, किनारा, अश्रि",ધાર
अवमुख समुच्चय कोर,બહિર્મુખ સમૂહની ધાર
दक्षतांक,કાર્યક્ષમતા પરિબળ
अभिलक्षणिक अवयव,eigen તત્વ
अभिलक्षणिक फलन,eigen કાર્ય
"आइगेन मान, अभिलक्षणिक मान",eigen મૂલ્ય
अभिलक्षणिक मान समीकरण,eigen મૂલ્ય સમીકરણ
"आइगेन वेक्टर, अभिलक्षणिक सदिश",ઇજન વેક્ટર
प्रत्यास्थ,સ્થિતિસ્થાપક
प्रत्यास्थतांक,સ્થિતિસ્થાપક સ્થિર
प्रत्यास्थ साम्यावस्था,સ્થિતિસ્થાપક સંતુલન
प्रत्यास्थता,સ્થિતિસ્થાપકતા
प्रत्यास्थता-पृष्ठ,સ્થિતિસ્થાપકતા સપાટી
"इलेक्ट्रॉनिक अभिकलित्र, इलेक्ट्रॉनिक कम्प्यूटर",ઇલેક્ટ્રોનિક કમ્પ્યુટર
" तत्व , अल्पांश , अवयव",તત્વ
प्रारंभिक स्तंभ संक्रिया,પ્રાથમિક કૉલમ કામગીરી
प्रारंभिक घटना,પ્રાથમિક ઘટના
प्रारंभिक फलन,પ્રાથમિક કાર્ય
प्रारंभिक संक्रिया,પ્રાથમિક કામગીરી
प्रारंभिक परिणाम,પ્રાથમિક પરિણામ
प्रारंभिक प्रायिकता नियम,પ્રાથમિક સંભાવના કાયદો
प्रारंभिक पंक्ति संक्रिया,પ્રાથમિક પંક્તિ કામગીરી
"विलुप्त करना, विलोपन करना,",નાબૂદ
निराकरण प्रक्रिया,નાબૂદી પ્રક્રિયા
"दीर्घवृत्त, इलिप्स",લંબગોળ
दीर्घवृत्तज,લંબગોળ
दीर्घवृत्तजीय,લંબગોળ
दीर्घवृत्तजीय पृष्ठ,લંબગોળ સપાટી
दीर्घवृत्ताकार पिंड,લંબગોળ શરીર
अंतःस्थापन,એમ્બેડિંગ
उत्सर्जन,ઉત્સર્જન
आनुभविक न्यास,પ્રયોગમૂલક ડેટા
मूलानुपाती सूत्र,પ્રયોગમૂલક સૂત્ર
आनुभविक प्रायिकता,પ્રયોગમૂલક સંભાવના
आऩुभविक संबंध,પ્રયોગમૂલક સંબંધ
रिक्त समुच्चय,ખાલી સેટ
परिबद्‌ध,બંધ
"कूटलेखन, कोडन",એન્કોડિંગ
अंतराकारिता,એન્ડોમોર્ફિઝમ
अंत्य बिंदु,અંતિમ બિંદુ
वर्गांतराल के अंत्य बिंदु,વર્ગ અંતરાલનો અંતિમ બિંદુ
ऊर्जा,ઊર્જા
ऊर्जा-संवेग घटक,ઊર્જા ગતિ ઘટક
प्रवेशी चर,ચલ દાખલ કરી રહ્યા છીએ
गणनीय समुच्चय,અસંખ્ય સમૂહ
"गणन, गिनना",ગણતરી
"समान, बराबर, सम, तुल्य",સમાન
"समता, समिका",સમાનતા
समप्रायिक,સમાન શક્યતા
सम प्रायिकता वरण विधि,સમાન સંભાવના પસંદગી પદ્ધતિ (=epsem)
समान करना,સમાન
" समीकरण , समीकार",સમીકરણ
एकघात समीकरण,પ્રથમ ડિગ્રીનું સમીકરણ
द्विघात समीकरण,બીજી ડિગ્રીનું સમીકરણ
त्रिघात समीकरण,ત્રીજી ડિગ્રીનું સમીકરણ
"विषुवत वृत्त भूमध्यरेखा, इक्वेटर, मध्यरेखा",વિષુવવૃત્ત
समसंतत,સમાન
समबाहु,સમભુજ
"साम्यावस्था, साम्य, संतुलन",સંતુલન
बल-संतुलन,દળોનું સંતુલન
संतुलन बिंदु,સંતુલન બિંદુ
तुल्यता,સમાનતા
तुल्यता-वर्ग,સમાનતા વર્ગ
तुल्यता-संबंध,સમાનતા સંબંધ
"तुल्य, तुल्यमान (वि.),तुल्यांक (सं.)",સમકક્ષ
तुल्य मैट्रिक्स,સમકક્ષ મેટ્રિક્સ
तुल्य समुच्चय,સમકક્ષ સમૂહ
अभ्यतिप्रायता,એર્ગોડિસિટી
"त्रुटि, भूल, गलती, अशुद्‌धि",ભૂલ
त्रुटि-विश्लेषण,ભૂલ વિશ્લેષણ
त्रुटि कोड,ભૂલ કોડ
त्रुटि गुणांक,ભૂલ ગુણાંક
वर्ग माध्य त्रुटि,સરેરાશ ચોરસની ભૂલ
प्रथम प्रकार की त्रुटि,પ્રથમ પ્રકારની ભૂલ
द्वितीय प्रकार की त्रुटि,બીજા પ્રકારની ભૂલ
पलायन-प्रायिकता,બચવાની સંભાવના
पलायन वेग,એસ્કેપ વેગ
ई. श्मिट लांबिकीकरण प्रक्रम,ઇ. શ્મિટની ઓર્થોગોનાલાઈઝેશન પ્રક્રિયા
बहिर्वृत्त,લખાયેલ વર્તુળ
"सारभूत, अनिवार्य",આવશ્યક
वस्तुतः अद्वितीय,અનિવાર્યપણે અનન્ય
"आकलन करना, आकलित करना (क्रि.), आकलन (सं.)",અંદાજ
आकलन विधि,અંદાજ પદ્ધતિ
यूक्लिडीय निर्देशांक,યુક્લિડિયન સંકલન
यूक्लिडीय डोमेन,યુક્લિડિયન ડોમેન
यूक्लिडीय ज्यामिति,યુક્લિડિયન ભૂમિતિ
यूक्लिडीय n-समष्टि,યુક્લિડિયન એન-સ્પેસ
यूक्लिडीय समतल,યુક્લિડિયન પ્લેન
ऑयलर प्रमेय,યુલરનું પ્રમેય
"मान निकालना, मूल्यांकन करना",મૂલ્યાંકન
सम,સમ
सम वक्र,પણ વળાંક
सम फलन,સમ કાર્ય
सम अपवर्त्य,બહુવિધ પણ
सम संख्या,બેકી સંખ્યા
सम-विषम सममिति,સમ વિષમ સમપ્રમાણતા
सम क्रमचय,પણ ક્રમચય
"घटना, अनुवृत्त",ઘટના
समपद,સમ મુદત
"यथातथ, यथार्थ, बिल्कुल ठीक",ચોક્કસ
यथातथ काई-वर्ग परिक्षण,ચોક્કસ ચી-સ્ક્વેર ટેસ્ટ
यथातथ अवकल,ચોક્કસ તફાવત
यथातथ समीकरण,ચોક્કસ સમીકરણ
उदाहरण,ઉદાહરણ
विनिमय,વિનિમય
निश्शेष घटना,સંપૂર્ણ ઘટના
अस्तित्व अभिगृहीत,અસ્તિત્વ સ્વયંસિદ્ધ
अस्तित्व प्रायिकता,અસ્તિત્વની સંભાવના (= પ્રાથમિક સંભાવના)
अस्तित्व प्रमेय,અસ્તિત્વ પ્રમેય
बाह्य चर,બાહ્ય ચલ
"प्रसार, प्रसरण",વિસ્તરણ
प्रत्याशा फलन,અપેક્ષા કાર્ય
प्रत्याशित बारंबारता,અપેક્ષિત આવર્તન
प्रत्याशित मान,અપેક્ષિત મૂલ્ય
प्रयोग,પ્રયોગ
"प्रायोगिक भूल, प्रायोगिक त्रुटि",પ્રાયોગિક ભૂલ
"व्याख्या, स्पष्टीकरण",સમજૂતી
स्पष्ट समीकरण,સ્પષ્ટ સમીકરણ
स्पष्ट रूप,સ્પષ્ટ સ્વરૂપ
स्पष्ट फलन,સ્પષ્ટ કાર્ય
स्पष्ट हल,સ્પષ્ટ ઉકેલ
घातांक,ઘાત
चरघातांकी वक्र,ઘાતાંકીય વળાંક
चरघातांकी प्रायिकता फलन,ઘાતાંકીય ઘનતા કાર્ય
चरघातांकी बंटन,ઘાતાંકીય વિતરણ
चरघातांकी समीकरण,ઘાતાંકીય સમીકરણ
चरघातांकी फलन,ઘાતાંકીય કાર્ય
"एक्सपोनेन्टी वृद्‌धि, चरघातांकी वृद्‌धि",ઘાતાંકીય વૃદ્ધિ
चरघातांकी नियम,ઘાતાંકીય કાયદો
चरघातांकी प्रतिचित्र,ઘાતાંકીય નકશો
"एक्सपोनेन्टी श्रेणी, चरघातांकी श्रेणी",ઘાતાંકીય શ્રેણી
" निष्पीडन , व्यंजक , मुखाकृति, भावकृति",અભિવ્યક્તિ
विस्तरित अंतराल,વિસ્તૃત અંતરાલ
वर्धित वास्तविक रेखा,વિસ્તૃત વાસ્તવિક રેખા
विस्तरित वास्तविक संख्या निकाय,વિસ્તૃત વાસ્તવિક સંખ્યા સિસ્ટમ
प्रतिचित्रण विस्तार,મેપિંગનું વિસ્તરણ
बहिष्कोण,બાહ્ય કોણ
बाह्य क्षेत्र,બાહ્ય વિસ્તાર
बाह्य बिंदु,બાહ્ય બિંદુ
बाह्य,બાહ્ય
उपनति मान का बहिर्वेशन,વલણ મૂલ્યનું એક્સ્ટ્રાપોલેશન
बहिर्वेशन तकनीक,એક્સ્ટ્રાપોલેશન તકનીક
चरम मान,આત્યંતિક મૂલ્ય
" अत्यंत , अंत , चरम, पराकाष्ठा",આત્યંતિક
चरम बिंदु,આત્યંતિક બિંદુ
अवमुख समुच्चय का चरम बिंदु,બહિર્મુખ સમૂહનો આત્યંતિક બિંદુ
फलन का चरम मान,કાર્યની સીમા
चरम गुणधर्म,આત્યંતિક મિલકત
" फलक, पार्श्व , अंताग्र",ચહેરો
अंकित मूल्य,ફેસ વેલ્યુ
" घटक, उपादान, कारक , खंड,",પરિબળ
उपादान विश्लेषण,પરિબળ વિશ્લેષણ
खंडित,કારણભૂત
क्रमगुणित,ફેક્ટોરિયલ
बहु-उपादानी अभिकल्पना,ફેક્ટોરિયલ ડિઝાઇન
गुणनखंडन,ફેક્ટરીકરણ
गुणनखंड करना,ફેક્ટરાઇઝ
न्याय्य खेल,વાજબી રમત
"आभासी, मिथ्या, कूट",ખોટું
" कुटुंब, परिवार , कुल, फैमिली",કુટુંબ
वृत्त-कुल,વર્તુળોનું કુટુંબ
वक्र-कुल,કુટુંબ વણાંકો
फलन-परिवार,કાર્યોનું કુટુંબ
रेखा-कुल,રેખાઓનું કુટુંબ
प्रतिकृति,પ્રતિકૃતિ
F-बंटन,F-વિતરણ
सुसंगत आधारी हल,શક્ય મૂળભૂત ઉકેલ
सुसंगत हल,શક્ય ઉકેલ
"पुनर्भरण, पुनर्निवेश",પાછા ફીડ
फ़र्मा का नियम,ફર્મેટ સિદ્ધાંત
फ़र्मा का प्रमेय,ફર્મેટનું પ્રમેય
फर्मी-डिरैक-सांख्यिकी,ફર્મી-ડીરાક આંકડા
फिबोनाशी-संख्या,ફિબોનાકી નંબર
फिबोनाशी श्रेणी,ફિબોનાકી શ્રેણી
" क्षेत्र , क्षेत्रक , खेत , फील्ड",ક્ષેત્ર
अंतिम वेग,અંતિમ વેગ
" परिमित , सांत",મર્યાદિત
परिमित आधार,મર્યાદિત આધાર
परिमित दशमलव,મર્યાદિત દશાંશ
परिमित अंतर,મર્યાદિત તફાવત
परिमित अंतर विधि,મર્યાદિત તફાવત પદ્ધતિ
परिमितविमीय,મર્યાદિત પરિમાણીય
परिमितविमीय सदिश,મર્યાદિત પરિમાણીય વેક્ટર જગ્યા
परिमित खेल,મર્યાદિત રમત
परिमित ज्यामिति,મર્યાદિત ભૂમિતિ
परिमित सर्वनिष्ठ,મર્યાદિત આંતરછેદ
परिमितानेक,મર્યાદિત ઘણા
परिमित मार्कोव शृंखला,મર્યાદિત માર્કોવ સાંકળ
परिमितता उपपत्ति,મર્યાદિતતા પુરાવો
परिमित संख्या,મર્યાદિત સંખ્યા
परिमित समष्टि,મર્યાદિત વસ્તી
परिमित प्रायिकता,મર્યાદિત સંભાવના
सांत श्रेणी,મર્યાદિત શ્રેણી
परिमित समुच्चय,મર્યાદિત સમૂહ
परिमित वेग,મર્યાદિત વેગ
परिमित आयतन,મર્યાદિત વોલ્યુમ
"मिलाना, समंजन",ફિટિંગ
वक्र समंजन,વળાંકનું ફિટિંગ
सरल रेखा समंजन,સીધી રેખાનું ફિટિંગ
नियत बिंदु प्रमेय,નિશ્ચિત બિંદુ પ્રમેય
नियत प्रतिदर्श,નિશ્ચિત નમૂના
उड़ान वेग,ફ્લાઇટ વેગ
चल बिंदु परिकलन,ફ્લોટિંગ પોઈન્ટ અંકગણિત
"चल बिंदु प्रणाली, चलबिंदु पद्‌धति",ફ્લોટિંગ પોઈન્ટ સિસ્ટમ
प्रवाह-संचित्र,ફ્લો ચાર્ટ
प्रवाह-वेग,પ્રવાહ વેગ
तरल-गतिकी,પ્રવાહી ગતિશીલતા
" नाभीय , संनाभि , फोकसी",ફોકલ
नाभीय जीवा,કેન્દ્રીય તાર
नाभीय दूरी,કેન્દ્રીય અંતર
नाभीय लंबाई,ફોકલ લંબાઈ
" नाभि , फोकस , उद्‌गम",ફોકસ
" पद, पाद , फुट",પગ
लंबपाद,લંબનો પગ
गुरुत्व-बल,ગુરુત્વાકર્ષણ બળ
पूर्वानुमान,આગાહી
सूत्र,સૂત્ર
सूत्रण,ઘડવું
" संरूपण , संरूप , सूत्रण",રચના
अग्रांतर,આગળ તફાવત
अग्र अंतर्वेशन,ફોરવર્ડ ઇન્ટરપોલેશન
गणित का मूलाधार,ગણિતનો પાયો
फूरिये-विश्लेषण,ફોરિયરનું વિશ્લેષણ
फूरिये श्रेणी,ફોરિયરની શ્રેણી
फूरिये रूपांतर,ફોરિયરનું પરિવર્તન
भिन्न,અપૂર્ણાંક
भिन्नात्मक निर्देशांक,અપૂર્ણાંક સંકલન
भिन्नात्मक संख्या,અપૂર્ણાંક સંખ્યા
भिन्नात्मक क्रमादेशन,અપૂર્ણાંક પ્રોગ્રામિંગ
मुक्त पथ,મુક્ત માર્ગ
"मुक्त सदिश, मुक्त वेक्टर",મુક્ત વેક્ટર
" आवत्तिृ , बारंबारता",આવર્તન
बारंबारता स्तंभ,આવર્તન કૉલમ
"बारंबारता वक्र, आवत्तिृ वक्र",આવર્તન વળાંક
बारंबारता-बंटन,આવર્તન વિતરણ
बारंबारता आयतचित्र,આવર્તન હિસ્ટોગ્રામ
घटना-बारंबारता,ઘટનાની આવર્તન
बारंबारता-बहुभुज,આવર્તન બહુકોણ
बारंबारता-सारणी,આવર્તન કોષ્ટક
छिन्नक,ફ્રસ્ટમ
पिरामिड का छिन्नक,પિરામિડનું ફ્રસ્ટમ
गोले का छिन्नक,વલયની નિરાશા
पूर्ण प्रसार,સંપૂર્ણ વિસ્તરણ
" प्रकार्य , फलन, फंक्शन , अभिलक्षक (समूह)",કાર્ય
फलन विश्लेषण,કાર્યાત્મક વિશ્લેષણ
"मूल, मौलिक",મૂળભૂત
मूल प्रमेय,મૂળભૂત પ્રમેય
बीजगणित का मूल प्रमेय,બીજગણિતનું મૂળભૂત પ્રમેય
"गैलेक्सी, आकाश-गंगा",આકાશગંગા
गाल्वा क्षेत्र,ગેલોઈસ ક્ષેત્ર
गाल्वा समूह,ગેલોઈસ જૂથ
जुआरी का वित्तनाश,જુગારનો વિનાશ
खेल और चाल,રમત અને ખસેડો
संयोग का खेल,તકની રમત
"पाशक क्रीड़ा, पासे का खेल",ડાઇસની રમત
खेल सिद्‌धांत,રમતો સિદ્ધાંત
पूर्ण स्मरण वाले खेल,સંપૂર્ણ યાદ સાથે રમતો
खेल मान,રમત મૂલ્ય
गामा-फलन,ગામા કાર્ય
गाउस-आरगाँ समतल,ગૌસ-આર્ગાન્ડ પ્લેન
गाउस-वक्र,ગૌસીયન વળાંક
गाउसीय निराकरण,ગૌસિયન નાબૂદી
गाउस-समतल,ગૌસિયન વિમાન
गाउस-जोरदाँ समानयन,ગૌસ-જોર્ડન ઘટાડો
व्यापक स्थिति,સામાન્ય કેસ
व्यापक अभिसरण प्रमेय,સામાન્ય કન્વર્જન્સ પ્રમેય
व्यापक समीकरण,સામાન્ય સમીકરણ
व्यापक उपादान,સામાન્ય પરિબળ
"सामान्य रूप, व्यापक रूप",સામાન્ય સ્વરૂપ
सामान्य सूत्र,સામાન્ય સૂત્ર
व्यापक खेल,સામાન્ય રમત
सामान्य अनुमान,સામાન્ય અનુમાન
व्यापक समाकल,સામાન્ય અભિન્ન
व्यापकीकरण,સામાન્યીકરણ
व्यापकीकृत साहचर्य नियम,સામાન્યકૃત સહયોગી કાયદો
व्यापकीकृत सांतत्यक परिकल्पना,સામાન્યકૃત સાતત્ય પૂર્વધારણા
व्यापकीकृत अवमुख फलन,સામાન્યકૃત બહિર્મુખ કાર્ય
व्यापकीकृत निर्देशांक,સામાન્યકૃત કોઓર્ડિનેટ્સ
व्यापकीकृत आइगन मान समस्या,સામાન્યકૃત eigen મૂલ્ય સમસ્યા
व्यापक अभिसरण प्रमेय,સામાન્ય કન્વર્જન્સ પ્રમેય
व्यापक समीकरण,સામાન્ય સમીકરણ
व्यापक उपादान,સામાન્ય પરિબળ
"सामान्य रूप, व्यापक रूप",સામાન્ય સ્વરૂપ
सामान्य सूत्र,સામાન્ય સૂત્ર
व्यापक खेल,સામાન્ય રમત
सामान्य अनुमान,સામાન્ય અનુમાન
व्यापक समाकल,સામાન્ય અભિન્ન
व्यापकीकरण,સામાન્યીકરણ
व्यापकीकृत साहचर्य नियम,સામાન્યકૃત સહયોગી કાયદો
व्यापकीकृत सांतत्यक परिकल्पना,સામાન્યકૃત સાતત્ય પૂર્વધારણા
व्यापकीकृत अवमुख फलन,સામાન્યકૃત બહિર્મુખ કાર્ય
व्यापकीकृत निर्देशांक,સામાન્યકૃત કોઓર્ડિનેટ્સ
व्यापकीकृत आइगन मान समस्या,સામાન્યકૃત eigen મૂલ્ય સમસ્યા
"वंश-नाम, वर्ग-नाम, जातिगत नाम",સામાન્ય નામ
पृष्ठ-वंशांक,સપાટીની જાતિ
"अल्पान्तरी, जियोडेसिक",જીઓડેસિક
ज्यामितीय,ભૌમિતિક
ज्यामितीय रचना,ભૌમિતિક બાંધકામ
गुणोत्तर माध्य,ભૌમિતિક સરેરાશ
ज्यामितीय बहुगुणता,ભૌમિતિક ગુણાકાર
गुणोत्तर प्रायिकता,ભૌમિતિક સંભાવના
गुणोत्तर श्रेढ़ी,ભૌમિતિક પ્રગતિ
गुणोत्तर श्रेणी,ભૌમિતિક શ્રેણી
ज्यामितीय आकृति,ભૌમિતિક આકાર
गुणोत्तर-समांतरीय श्रेणी,ભૌમિતિક અંકગણિત શ્રેણી
"ज्यामिति, रेखागणित",ભૂમિતિ
सार्वत्रिक अधिकतम,વૈશ્વિક મહત્તમ
सार्वत्रिक अल्पतमक गुणधर्म,વૈશ્વિક મિલકત
सार्वत्रिक न्यूनतम,વૈશ્વિક લઘુત્તમ
सार्वत्रिक इष्टतम,વૈશ્વિક શ્રેષ્ઠ
सार्वत्रिक गुणधर्म,વૈશ્વિક મિલકત
सार्वत्रिक पल्याण बिंदु,વૈશ્વિક કાઠી બિંદુ
समंजन-सुष्ठुता,યોગ્યતા
कोटि-सहसंबंध,ગ્રેડ સહસંબંધ
वर्गीकृत आंकड़े,ગ્રેડ કરેલ ડેટા
"प्रवणता, ग्रेडिएन्ट",ઢાળ
प्रवणता-घनत्व,ઢાળ ઘનતા
रेखा की प्रवणता,રેખાનો ઢાળ
वेग-प्रवणता,વેગનો ઢાળ
प्रवणता सदिश,ઢાળ વેક્ટર
प्रवणता वेग,ઢાળ વેગ
" कोटि निर्धारण , श्रेणीयन, श्रेणीकरण , तल संतुलन",ગ્રેડિંગ
श्रेणीयन विश्लेषण,ગ્રેડિંગ વિશ્લેષણ
ग्राम,ગ્રામ
ग्राम सारणिक,ગ્રામ નિર્ણાયક
ग्राम- श्मिट लाम्बिकीकरण प्रक्रम,ગ્રામ - શ્મિટ ઓર્થોગોનલાઇઝેશન પ્રક્રિયા
महामाध्य,ભવ્ય સરેરાશ
सर्वयोग,કુલ
"ग्राफ, आलेख, लेखाचित्र",ગ્રાફ
आलेखी,ગ્રાફિક
"आलेखी, ग्राफी",ગ્રાફિકલ
आलेखी परिकलन,ગ્રાફિકલ ગણતરી
"ग्राफी रचना, आलेखी रचना",ગ્રાફિકલ બાંધકામ
आलेखीय समाकलन,ગ્રાફિકલ એકીકરણ
आलेखीय अंतर्वेशन,ગ્રાફિકલ ઇન્ટરપોલેશન
ग्राफी विधि,ગ્રાફિકલ પદ્ધતિ
"आलेखी निरूपण, ग्राफी निरूपण",ગ્રાફિકલ રજૂઆત
"आलेखी व्यंजन, आलेखी",ગ્રાફિક અભિવ્યક્તિ
"ग्राफ-पेपर, वर्गांकित कागज, ग्राफ-पत्र",ગ્રાફ પેપર
"गुरुत्वाकर्षण, गुरुत्व",ગુરુત્વાકર્ષણ
गुरुत्वीय त्वरण,ગુરુત્વાકર્ષણ પ્રવેગક
"गुरुत्वाकर्षण, गुरुत्वीय आकर्षण",ગુરુત્વાકર્ષણ આકર્ષણ
गुरुत्वीय स्थिरांक,ગુરુત્વાકર્ષણ સ્થિર
गुरुत्वीय वक्रता,ગુરુત્વાકર્ષણ વક્રતા
गुरुत्वीय बल,ગુરુત્વાકર્ષણ બળ
गुरुत्वीय कर्षण,ગુરુત્વાકર્ષણ ખેંચાણ
गुरुत्व,ગુરુત્વાકર્ષણ
सप्तर्षि,મહાન રીંછ
बृहत् वृत्त,મહાન વર્તુળ
बृहत् वृत्त-तल,મહાન - વર્તુળ વિમાન
बृहत् वृत्त-मार्ग,મહાન વર્તુળ માર્ગ
महत्तम समापवर्तक,સૌથી સામાન્ય માપદંડ
महत्तम अवयव,મહાન તત્વ
महत्तम निम्न परिबंध,સૌથી વધુ નીચલી સીમા
बृहत् संख्या,મોટી સંખ્યા
बृहत्त्रिभुज,મહાન ત્રિકોણ
ग्रेगोरी कैलेन्डर,ગ્રેગોરિયન કેલેન્ડર
ग्रेगोरी संशोधन,ગ્રેગોરિયન કરેક્શન
ग्रेगोरी सूत्र,ગ્રેગરી સૂત્ર
ग्रेगोरी-न्यूटन सूत्र,ગ્રેગરી - ન્યૂટન સૂત્ર
ग्रेगोरी श्रेणी,ગ્રેગરી શ્રેણી
"सकल, कुल (वि.) ग्रोस(सं.)",સ્થૂળ
सकल सहसंबंध,એકંદર સહસંબંધ
सकल त्रुटि,એકંદર ભૂલ
सकल आय,કુલ આવક
" वर्ग, समूह , संघ",જૂથ
समूह-स्वाकारिकता,જૂથ ઓટોમોર્ફિઝમ
समूह अभिगृहीत,સમૂહ સ્વયંસિદ્ધ
समूह नियंत्रण,જૂથ નિયંત્રણ
समूहित श्रेणी,જૂથબદ્ધ શ્રેણી
सममितियों का समूह,સમપ્રમાણતાનું જૂથ
रूपांतरण-समूह,પરિવર્તનનું જૂથ
समूहाभ,ગ્રુપોઇડ
समूह सैद्‌धांतिक कल्पना,જૂથ સૈદ્ધાંતિક ધારણા
समूह सिद्‌धांत,જૂથ સિદ્ધાંત
वृद्‌धि,વૃદ્ધિ
वृद्‌धि सूत्र,વૃદ્ધિ સૂત્ર
वृद्‌धि-दर,વિકાસ દર
g-प्रतिदर्शज,જી-આંકડા
अनुमानित माध्य,અનુમાનિત સરેરાશ
अर्ध योजक,અડધા ઉમેરનાર
अर्धविवृत अंतराल,અડધો ખુલ્લું અંતરાલ
अर्ध समष्टि,અડધી જગ્યા
हैमिल्टन केली प्रमेय,હેમિલ્ટન કેલી પ્રમેય
हैमिल्टनी प्रचालक,હેમિલ્ટોનિયન ઓપરેટર
हैमिल्टन की चतुष्टयी बीजावली,હેમિલ્ટનનું ચતુર્થાંશ બીજગણિત
" संनादी , प्रसंवादी, हार्मोनिक , हरात्मक",હાર્મોનિક
हरात्मक अन्वालोप,હાર્મોનિક પરબિડીયું
हरात्मक माध्य,હાર્મોનિક સરેરાશ
हरात्मक श्रेढ़ी,હાર્મોનિક પ્રગતિ
"प्रसंवादी विश्लेषण, गुणावृत्ति",હાર્મોનિક્સ
हरात्मक श्रेणी,હાર્મોનિક શ્રેણી
"ऊंचाई, उच्चता, तुंगता",ઊંચાઈ
"गोलार्ध, अर्धगोला",ગોળાર્ધ
अर्धगोल,અર્ધગોળાકાર
