English,Tamil
Curvilinear,வளைவு
cut-off,"துளைப்பான், வெட்டுதல்"
cut off field,இறுதி மண்டலம்
cut off frequency,இறுதி அதிர்வெண்
cut off point,இறுதி புள்ளி
cut off velocity,முனைய புள்ளி வேகம்
cut off voltage,முனைய மின்னழுத்தம்
Cutter,"நிகழ்த்துபவர், நிகழ்த்துபவர்"
Cybernetics,சைபர்நெடிக்ஸ்
Cycle,"சுழற்சி, சுழற்சி, சுழற்சி"
cycle per second,வினாடிக்கு சுழற்சிகள்
cyclic,"சுழற்சி, சுழற்சி"
Cycling,சுழல்
cycloidal pendulum,சுழற்சி ஊசல்
Cyclotron,சைக்ளோட்ரான்
cyclotron frequency,சைக்ளோட்ரான் அதிர்வெண்
cylinder,"உருளை, உருளை"
Cylindrical,"உருளை, உருளை வடிவம், உருளை, உருளை"
cylindrical harmonics,சிலிண்டர் ஹார்மோனிக்
damped,ஈரப்படுத்தப்பட்டது
damped harmonic oscillation,damped எளிய ஹார்மோனிக் அலைவு
Damping,தணிப்பு
Daniell cell,டேனியல் செல்
dark,இருள்
data processing,"நன்கொடை வளங்கள், துணை வளங்கள், நம்பிக்கை வளங்கள்"
Daughter,"சிதைவு உற்பத்தியாளர், பால் உற்பத்தி, பெற்றோர், சந்ததி"
Davission Germer experiment,டேவிசன் சூடான பரிசோதனை
d .c. (=zero frequency component),டி.சி. (ஆணை)
dead space,செயலற்ற பகுதி
dead spot,அமைதியான இடம்
de Broglie wave length,டி பிராக்லி அலைநீளம்
Debye charactristic temperature,Debye பண்பு வெப்பநிலை
Debye length,"Debye நீளம், Debye தூரம்"
Debye relaxation time,கடன்-இடைவெளி
decay,சிதைவு
decay constant,சிதைவு குறியீடு
decelerating,நீர்த்த
deceleration,தடு
deceleration time,இடைநிறுத்த நேரம்
Decibel,டெசிபல்
decibelmeter,டெசிபிலோமீட்டர்
Decimal,"தசம, தசம"
declassify,வகைப்பாடு
declination,"எழுச்சி, புரட்சி, முயற்சி, சரிவு"
declination circle,ஐசோமெட்ரிக் வட்டம்
Decoder,குறிவிலக்கி
decomposition,"சிதைவு, கரைதல்"
Decompression,டிகம்பரஷ்ஷன்
decontamination,தூய்மைப்படுத்துதல்
Decoration,அலங்காரம்
Decoupling,இணைத்தல்
decreasing function,செயல்பாடு குறைகிறது
Decrement,வானிலை
Deemphasis,மீறல்
deep level,அடித்தளம்
dcep space,ஆழமான இடம்
De-excitation,வழித்தோன்றல்
Defect,"குறைபாடு, பிழை, சேதம், குறைபாடு"
Defective,தவறான
Defensive,நோய் எதிர்ப்பு சக்தி
defining aperture,வரம்பு கதவு
definition,"வரையறை, தெளிவு"
Deflect,திசைதிருப்ப
Deflecting,deflector
Deflection,"விலகல், விலகல்"
deflection defocussing,திசை திருப்பும் கவனம்
deflection-doubling mirror,விலகல்-இரட்டை கண்ணாடி
deflection field,விலகல் மண்டலம்
deflection of gravity,ஈர்ப்பு-பாதிக்கப்பட்ட விலகல்
deflection plates,சுருக்க தட்டுகள்
Defocussing,கவனம்
deformability,சிதைவு
Deformation,"சிதைவு, சிதைவு"
degasification,விகாசன்
Degeneracy,"அநாகரிகம், துஷ்பிரயோகம்"
Degenerate,"தீட்டுப்படுத்தப்பட வேண்டும் (ver.), தாழ்த்தப்பட்ட (n.), தாழ்த்தப்பட்ட (v.)"
degenerate gas,கழிவு வாயு
degeneration,"aberration, aphasia, deprivation, deprivation"
degenerative,மகிழ்ச்சியளிக்கிறது
Degree,"பட்டம், பட்டம், அளவு, பட்டம், பட்டம், அளவு, எண்"
degree of concentration,செறிவு-தொகுதி
degree of dissociation,விலகல் அளவு
degree of freedom,சுதந்திரம் பட்டம். சுதந்திரம் பட்டம்
degree of ionisation,அயனியாக்கம் அளவு
degree of polarisation,துருவமுனைப்பு அளவு
degree of precision,துல்லியத்தின் அளவு
dehumidification,ஈரப்பதம் நீக்குதல்
deionisation,டீயோனைசேஷன்
Delay,தாமதம்
Delayed,தாமதமாக
Delocalisation,உள்ளூர்மயமாக்கல்
delta function,டெல்டா செயல்பாடு
Demagnetisation,demagnetization
Demagnetise,demagnetized வளைவு
Demagnetiser,காந்தமாக்கி
demodulation,டிமாடுலேஷன்
dense packing,அடர்த்தியான நெரிசல்
Densitometer,அடர்த்தி அளவுகோல்
Density,"அடர்த்தி, அடர்த்தி"
depletion layer,தேய்மான நிலை
depletion zone,குறைப்பு மண்டலம்
depolarisation,depolarization
depolarised,துருவப்படுத்தப்பட்டது
depolariser,டிபோலரைசர்
depth of field,"புலத்தின் ஆழம், புலத்தின் தீவிரம்"
derivative polarogram,"பெறப்பட்ட போலரோகிராம், பெறப்பட்ட போலரோகிராம்"
derived,பெறப்பட்டது
Descending,"இறங்குதல், இறங்குதல்"
descent,"இறங்குதல், இறங்குதல்"
describe,"விவரிக்க, கட்ட, வரைய"
Descriptor,வகுக்கும்
Design,"வடிவமைக்க, வடிவமைக்க (n.) வடிவமைக்க, வடிவமைக்க (n.)"
Destruction,அழிவு
destructive interference,அழிவு குறுக்கீடு
Destructive,"அழிவு, அழிவு"
Detection,"அடையாளம், கண்டறிதல்"
Detector,ஆட்சியர்
Determinateness,தீர்மானவாதம்
determinating,தீர்மானிப்பவர்
determination,உறுதியை
determine,தீர்மானிக்க
determined,தீர்மானிக்கப்பட்டது
Deuteron,டியூடெரான்
develop (=develope),"வெளிப்படுத்த, அபிவிருத்தி, அபிவிருத்தி"
developer,"டெவலப்பர், டெவலப்பர்"
development,"வளர்ச்சி, வளர்ச்சி"
Deviation,விலகல்
Dew,பனி
dew point,பனி புள்ளி
dextrorotary,தென் துருவமுனைப்பான்
diagnostic test,கண்டறியும் சோதனை
Diagonal,மூலைவிட்டமான
Diagram,வரைபடம்
Diagrammatic,வரைபடம்
dial,டயல்
Diamagnetic,காந்தவியல்
Diamagnetics,"diamagnetology, diamagnetic பொருள்"
Diamagnetism,காந்தவியல்
Diameter,விட்டம்
Diametrically opposite,முற்றிலும் எதிர்
Diamond,"வைரம், வைரம்"
Diaphragm,"உதரவிதானம், உதரவிதானம்"
Diathermanous,வெப்ப பரிமாற்றம்
diathermic,வெப்ப பரிமாற்றம்
diatonic scale,"diatonic swaragram, diatonic swaragram"
Dichotomy,"பிளவு, அரை கலை"
dichromate cell,இருகுரோமேட் செல்
Dichromatism,"இருவகை, காட்சி இருவகை, நிலை இருவகை"
Dictaphone,டிக்டாஃபோன்
dielectric,மின்கடத்தா
dielectrics,மின்கடத்தா
diesel cycle,டீசல் சுழற்சி
difference,இடைவெளி
difference frequency,"வேறுபட்ட அதிர்வெண், விலகல் அதிர்வெண்"
Differential,"வேற்றுமை, வேற்றுமை, வேறுபாடு, வேறுபாடு, இடைநிலை, வேறுபாடு"
differential absorption,வேறுபட்ட உறிஞ்சுதல்
differential amplifier (=difference amplifier),வேறுபாடு பெருக்கி
differential calorimeter,"ஊடுருவக்கூடிய கலோரிமீட்டர், ஊடுருவக்கூடிய கலோரிமீட்டர்"
differential capacitor,வேறுபட்ட மின்தேக்கி
differential cross section,வேறுபட்ட மண்டலம்
differential Diffusion,வேறுபட்ட பரவல்
differential equation,வகையீட்டு சமன்பாடு
differential extinction coefficient,வேறுபட்ட அழிவு குணகம்
differential ionisation chamber,இடைநிலை அயனியாக்கம் அறை
differential isotope method,வேறுபட்ட ஐசோடோப்பு முறை
differential velocity,வேறுபட்ட வேகம்
differentiate,வேறுபடுத்தி
differentiated,"வேறுபடுத்தப்பட்ட, வேறுபடுத்தப்பட்ட"
Differentiation,"வேறுபாடு, வேறுபாடு"
diffraction,மாறுபாடு
diffractometer,டிஃப்ராக்டோமீட்டர்
Diffused,"பரவிய, பரவிய"
Diffuse,பரவியது
diffusion,பரவல்
diffusivity,பரவல்
digit,"இலக்கம், விட்டம், விரல்"
digital recording,டிஜிட்டல் பதிவு
digital voltmeter,டிஜிட்டல் வோல்ட்மீட்டர்
di-isotopic element,இரு-ஐசோடோபிக் கூறுகள்
dilatation,பரவல்
dilation strain,விரிவாக்கம் சிதைவு
dilatometer,எக்ஸோமீட்டர்
Dilator,விஸ்ஃபரினி
Dimension,"நீட்டிப்பு, நீளம்-அகலம், பரிமாணம், சக்தி"
Dimensional,பரிமாணமானது
Dimensionality,பரிமாணம்
dimensional unit,காப்பீட்டு அலகு
dimensionless,பரிமாணமற்ற பரிமாணம்
diminution,"தேய்மானம், குறைப்பு"
Dimmer,கதிர்வீச்சு
diode,டையோடு
diopter,டையோப்டர்
dioptrical region,ஒளிவிலகல் மண்டலம்
dioptric lens (=drum lens),ஒளிவிலகல் லென்ஸ்
dip,"bow down, bow down, தொட்டி"
dip angle,வீழ்ச்சியின் கோணம்
Dipole,இருமுனை
dipole layer (=electric double layer),இருமுனை அடுக்கு
Dirac delta function,dirac டெல்டா செயல்பாடு
Direct,"நேராக, நேராக, நேராக, நேர், எதிர்"
direct correlation,அனுலோம் தொடர்பு
direct current,நேரடி மின்னோட்டம்
directed,நேரடி
direct impact,"நேரடி அடி, நேராக அடி"
direction,"திசை, திசை"
Directional,திசை
directional stability,விண்வெளி நிலைத்தன்மை
direction cosine,"டிகோசின், டிகோ-கொசைன்"
directive,"திசை, திசை, திசை"
directivity,திசை
direct lattice,பொதுவான லட்டு
direct line,நேர் கோடு
directly proportional,வரிசை விகிதம்
direct method,நேரடி முறை
Director,திசையில்
direct reading instrument,நேரடி வாசிப்பு சாதனம்
direct vision telescope,முன்னால் தொலைநோக்கி
Disc,"பொருள், வட்டம், வட்டு, வட்டு"
Discharge,"மூழ்குதல், வெளியேற்றம், வெளுக்கும்"
discharge in cascade,நீர் மூழ்குதல்
discontinuity,"இடைநிறுத்தம், இடைநிறுத்தம், முறிவு"
discontinuous,தொடர்ச்சியற்ற
Discovery,"ஆராய்ச்சி, தேடல்"
Discrepancy,முரண்பாடு
Discrete,துகள்கள்
dish antenna,"குழிவான ஆண்டெனா, டிஷ் ஆண்டெனா"
disintegration,"கரைதல், கிரானுலேஷன்"
disintegration constant,கரைதல் மாறிலி
disintegration energy,சிதறல் ஆற்றல்
disintegration half-life,கரைதல் அரை ஆயுள்
disintegration series,கலைப்பு தரம்
Dislocation,"இடப்பெயர்ச்சி, இடப்பெயர்ச்சி, இடப்பெயர்ச்சி, இடப்பெயர்ச்சி"
dislocation line,"தவறு வரி, தவறு கோர்"
dislocation loop,தவறு வளையம்
disorder,"கோளாறு, சீர்குலைவு, சீர்குலைவு"
disordering,குழப்பம்
disorientation,"குழப்பம், குழப்பம்"
dispersed,"சிதறி, சிதறி"
dispersion,"சிதறல், சிதறல்"
Dispersity,எறிபொருள்
Dispersive,சிதறி
Dispersivity,பிரதிபலிப்பு
Displacement,இடப்பெயர்ச்சி
Display,கண்காட்சி
display unit (=console),பணியகம்
disruptive force,விலகல் படை
dissimilar,சமமற்ற
dissipation coefficient,சிதைவு குணகம்
Dissipative,அரிக்கும்
dissipative system,சிதைவு அமைப்பு
Dissociable,பிரிக்கக்கூடிய
Dissociated,பிரிக்கப்பட்டது
Dissociation,மனநிலை
Dissonance,இணக்கமின்மை
Distance,தூரம்
Distant,தொலைவில்
Distinct,"தனித்துவமான, வேறுபட்ட, தனித்துவமான, வெளிப்படையான"
Distinction,பாகுபாடு
distinctive property,தனித்துவமான சொத்து
Distinguish,"வேறுபடுத்து, வேறுபடுத்து"
Distorted,வக்கிரம்
Distortion,சிதைவு
distortional elasticity,உருமாற்றம் நெகிழ்ச்சி
distributed amplifier,விநியோகிக்கப்பட்ட பெருக்கி
Distribution,"விநியோகம், விநியோகம்"
distributive law,"விநியோக விதி, விநியோக விதி"
Disturbance,தொந்தரவு
Disturbed,"மனச்சோர்வடைந்த, சமநிலை சீர்குலைந்துள்ளது"
disturbing force,தொந்தரவு சக்தி
Diurnal,"அஹ்னிக், திவாச்சர், திவா, தினசரி"
diurnal motion,தினசரி வேகம்
Divalent,இருவகை
Diverge,"சிதறு, சிதறு"
Divergence,"வேற்றுமை, வேறுபாடு, வேறுபாடு"
Divergent,மாறுபட்ட
diversion,திசை திருப்புதல்
Divided,"பிரிக்கப்பட்ட, பிரிக்கப்பட்ட"
division,"பிரிவு, பிரிவு, பிரிவு"
D-layer of ionosphere,அயனோஸ்பியரின் D அடுக்கு
domain,"பிராந்தியம், மாகாணம், பிராந்தியம், டொமைன்"
dome,"குவிமாடம், குவிமாடம்"
dominant term,செல்வாக்குமிக்க நிலை
donor level,நன்கொடையாளர் நிலை
doped junction,மடிட் ஒப்பந்தம்
Doping,"கலப்படம், கலப்படம்"
Doppler effect,டாப்ளர் விளைவு
Dose,"மருந்தளவு, மருந்தளவு"
Dosimeter,குவாண்டோமீட்டர்
Dotted,"புள்ளியிடப்பட்ட, புள்ளியிடப்பட்ட"
Double,"இரட்டை, டிப்ளாய்டு, ஜோடி, இரட்டை, பொதுவான, இருவகை"
double bonds,இரட்டை பிணைப்பு
double concave lens,பைகான்வெக்ஸ் லென்ஸ்
double convex lens,பைகான்வெக்ஸ் லென்ஸ்
double differentiation,பைனரி வேறுபாடு
double ionization,இரட்டை அயனியாக்கம்
double molecule,இரட்டை மூலக்கூறு
double precision,இரட்டை துல்லியம்
double refraction,இரட்டை ஒளிவிலகல்
double series,இரட்டை தொடர்
double stars,ஜோடி நட்சத்திரங்கள்
doublet,இரட்டை
doublet achromat,நிறமற்ற லென்ஸ் ஜோடி
Doubling,"பரவல், விரிவாக்கம்"
doubly charged particles,இரட்டிப்பு மின்னூட்டப்பட்ட துகள்
Doubly degenerate,ஆம்பிபியஸ் ஊழல்
doubly ionised,இரட்டை அயனியாக்கம்
Downward,கீழ்நோக்கி
drag,இழுவை தாது அரை கச்சிதமான
drag force drift,இழுவை சக்தி
drift,"வா, ஓடுதல், அபோத், சறுக்கல் (சுரங்கம்), பஞ்ச் (உணவு), இடப்பெயர்ச்சி"
Drift current,ஓடை ஓடை
Driving,செயல்பாட்டு
driving voltage,கடத்தல் மின்னழுத்தம்
drop ball,குட்டி பந்து
drop dead halt (=dead halt),திடீர் இடைவேளை
droplet,"புள்ளி, நுண் புள்ளி, துளி"
dropping,வீழ்ச்சி
Dry,உலர்
dry and wet bulb hygrometer,உலர் உலர் ஹைக்ரோமீட்டர்
dry contact,தோல்வியுற்ற தொடர்பு
dual operation,"இரட்டை செயல்பாடு, இரட்டை செயல்பாடு"
duct,குழாய்
Ductile,இழுவிசை
ductility,இழுவிசை
dull,மங்கலான
dummy,முடக்கு
dumping,படிவு
dwar star,வாமன் தாரா
dyad-axis,இரட்டை அச்சு
dynamic,மாறும்
dynamical,மாறும்
dynamics,"இயக்கவியல், இயக்கவியல்"
dynamo,டைனமோ
Dyne,சாப்பிடு
earth,"பூமி, பூமி"
earthquake intensity,பூகம்பத்தின் தீவிரம்
earth satellite,பூமி செயற்கைக்கோள்
earth system (=ground system of an antenna),பூமி இணைப்பு அமைப்பு
earth wire,தரையில் கம்பி
eccentric,"மையம், மையவிலக்கு"
Eccentricity,விசித்திரத்தன்மை
echelon,எச்சிலோன்
echo,எதிரொலி
Eclipse,அனுமானம்
ecliptic coordinates,புரட்சி வட்ட ஒருங்கிணைப்புகள்
Eddy,நீர்ச்சுழி
edge dislocation,விளிம்பு தவறு
edge effect,முக்கிய விளைவு
Edison cell,எடிசன் செல்
Edit,தொகு
effective,பயனுள்ள
Efficiency,திறன்
effort,முயற்சி
effusion,வெளியேற்றம்
Eigen,"உருவக, ஈஜென்"
eightspin,எண்கோணம்
Einstein-Bose distribution law,ஐன்ஸ்டீன்-போஸ் விநியோக சட்டம்
Einstein-de-Hass effect,உடனடி விளைவு
Einsteinium,ஐன்ஸ்டீனியம்
Einstein Smoluchowski Equation,ஐன்ஸ்டீன் ஸ்மோலுச்சோவ்ஸ்கி சமன்பாடு
Einstein space,ஐன்ஸ்டீன்-மக்கள் தொகை
Ejection,வெளியேற்றம்
Ejection capsule,வெளியேற்றும் காப்ஸ்யூல்
Ejector,வெளியேற்றி
ejector plate,அனுமதி பலகை
Elastance,தலைகீழ் கொள்ளளவு
elastic,மீள்
elastic after effect (=elastic lag),"மீள் தோரணை விளைவு, மீள் தோரணை"
elastically anisotropic body,ஊசலாட்ட உடல்
elasticity,நெகிழ்ச்சி
elasticometer,"எலாஸ்டிகோமீட்டர், எலாஸ்டிகோமீட்டர்"
elastic stiffness,மீள் இணக்கத்தன்மை
E-layer of ionosphere,அயனோஸ்பியர் மின் அடுக்கு
electret,மின்சாரம்
Electrical,"மின், மின்"
electricity,மின்சாரம்
electrification (electrostatics),"மின்மயமாக்கல், சார்ஜ் செய்தல்"
electrified,மின்மயமாக்கப்பட்டது
electrified particles,"மின்னூட்டப்பட்ட துகள், மின்னூட்டப்பட்ட துகள்"
Electroacoustic,மின் ஒலி
Electro-acoustics,மின் ஒலியியல்
Electrocaloric,மின் வெப்ப
electrochemical,மின்வேதியியல்
equivalent,இணையான
Electrode,மின்முனை
Electrodynamics,மின் இயக்கவியல்
electrokinetic effect,எலக்ட்ரோடைனமிக் விளைவு
Electrolysis,கால்வனிக் தனிமைப்படுத்தல்
Electrolyte,எலக்ட்ரோலைட்
electrolytic,மின்னாற்பகுப்பு
Electrolyzer,"எலக்ட்ரோபோரேசிஸ், எலக்ட்ரோபோரேசிஸ்"
electromagnet,மின்காந்தம்
Electromagnetic,மின்காந்த புலம்
Electromagnetics,மின்காந்தவியல்
electromagnetism,மின்காந்தவியல்
electrometer valve (=electrometer tube),"எலக்ட்ரோமீட்டர் முனை, எலக்ட்ரோமீட்டர் வால்வு"
electromotive force,மின்னோட்ட விசை
Electron,எதிர் மின்னணு
electronegative,கடன்-மின்சாரம்
Electronic,மின்னணு
electronic eigenfunction,மின்னணு ஈஜென் செயல்பாடு
electronic energy,மின்னணு ஆற்றல்
electronics,மின்னணுவியல்
electron optics (=electro-optics),எலக்ட்ரான் ஒளியியல்
Electro-optics,மின் ஒளியியல்
Electropositive,மின்காந்தவியல்
Electroscope,மின்னோக்கி
Electrostatic,மின்னியல்
Electrostatics,மின்னியல்
electrostriction,எலக்ட்ரோபோரேசிஸ்
electrovalency,மின் இணைப்பு
electrovalent,மின் இணைப்பு
Element,"கூறுகள், சிறுபான்மையினர், கூறுகள்"
elementary,"முதன்மை, அடிப்படை, அடிப்படை"
elementary charge,அசல் கட்டணம்
Elevation,"உயர்வு, உயர்வு, உயர்வு, உயர்வு, உயர்வு"
elevation,உயரமானி
meter elevator,"உயர்த்தி, உயர்த்தி"
ellipse of aberration,அல்லாத நீள்வட்டம்
Elongation,"நீட்டிப்பு, உருப்பெருக்கம், பரவல் கோணம்"
Emanating,"விடுதலை, விடுதலை"
Emanation,"பெருக்கம், சந்ததி"
Embed,உட்பொதிக்க
Embedded,பதிக்கப்பட்ட
Emergent,வெளியிடப்பட்டது
Emission,உமிழ்வுகள்
Emissivity,"உமிழ்வு, உமிழ்வு"
Emittance,உமிழ்வு
emitter,"உமிழ்ப்பான், உமிழ்ப்பான்"
Emphasis,"முன் வலுவூட்டல், படை"
empirical,அனுபவபூர்வமான
Empty,"வெற்று, நிரப்பப்படாத"
Emulsifier,"குழம்பாக்கி, குழம்பாக்கி"
Emulsion,"குழம்பு, குழம்பு"
End,"முடிவு, முடிவு, முடிவு, முடிவு"
end correction,இறுதி திருத்தம்
endoergic,ஆற்றல் திறன்
end on position,"அச்சு நிலை, ஏ-நிலை"
Endothermic,"உள்வெப்ப, உள்வெப்ப"
endothermic process,உட்புற வெப்ப செயல்முறை
energise energy,உற்சாகப்படுத்த
energy content,ஆற்றல் உள்ளார்ந்த
energy index,ஆற்றல் சக்தியூட்டுபவர்
engine engineering,"என்ஜின் இன்ஜினியரிங், இன்ஜினியரிங்"
enhancement,வளர்ச்சி
enriched isotope,பணக்கார ஐசோடோப்புகள்
enriched reactor,பெரிதாக்கப்பட்ட உலை
enriching,செறிவூட்டல்
enrichment,செழிப்பு
Ensemble,"தொகுப்பு, சமூகம்"
enthalpy,"என்டல்பி, முழுமையான வெப்பம்"
entity,சக்தி
Entropy,என்ட்ரோபி
entry,நுழைவு
Enumeration,"எண்ணு, எண்ணு"
envelope of surface,பேஜினேஷன்
epicentral,மையப்பகுதி
Episcope,"ஒளிபுகா, எபிஸ்கோப்"
epitaxial layer,எபிடாக்ஸி அடுக்கு
epitaxy,"apitaxi, overrun"
equal,"சம, சம, சம, சம"
Equaliser,சமநிலைப்படுத்தி
Equality,சமத்துவம்
Equation,சமன்பாடு
Equator,"பூமத்திய ரேகை, பூமத்திய ரேகை, பூமத்திய ரேகை, பூமத்திய ரேகை"
Equatorial,"பூமத்திய ரேகை, பூமத்திய ரேகை, இடைநிலை, பூமத்திய ரேகை"
equiconcave,குழிவான
Equiconvex,குழிவான
Equidimensional,ஐசோமெட்ரிக்
Equidistant,"சம தூரம், இணை"
equilibrium,"சமநிலை, சமநிலை, சமநிலை"
Equipartition,சமபங்கு
Equipment,உபகரணங்கள்
Equipotential,"சமத்துவம், தகுதி"
equipotentiality,சமபலம்
equipressure,ஐசோபார்கள்
Equivalence,சமத்துவம்
equivalent,"சமமான, சமமான (v.), சமமான (n.)"
equivalent absorption,சமமான உறிஞ்சுதல்
equivalent conductance,"சமமான கடத்தல், சமமான கடத்தல்"
equivalent lens,ஐசோமெட்ரிக் லென்ஸ்
erect image,"செங்குத்து படம், நிமிர்ந்த படம்"
excentricity,செங்குத்து
Erector,erg
erg ergodic,"ஆற்றல் மிக்க, கருத்துள்ள"
Error,"பிழை, தவறு, தவறு, துல்லியமின்மை"
Esakidiode (=tunnel diode),சுரங்கப்பாதை டையோடு
Escape,வெளியேறு
essential,"அத்தியாவசியமான, அத்தியாவசியமான"
ether (aether),ஈதர்
Euclidean coordinate,யூக்ளிடியன் ஆயத்தொகுப்புகள்
Euler angle,யூலர்-கோணம்
eutectic,"eutectic, eutectic"
evacuated,"வெளியேற்றப்பட்டது, வெளியேற்றப்பட்டது"
Evacuation,"வெளியேற்றம், காலி செய்தல்"
Evaluation,"மதிப்பீடு, மதிப்பீடு"
Evaporated,ஆவியாகிவிட்டது
Evaporation,"ஆவியாதல், ஆவியாதல், ஆவியாதல்"
Even,கூட
Event,"நிகழ்வு, அத்தியாயம்"
Eversate,"எப்போதும் பாதுகாப்பானது, எப்போதும் பாதுகாப்பானது"
Exact,"உண்மை, உண்மை, துல்லியம்"
Ex-centre,வெளிப்புற மையம்
Excentric,மையப்பகுதி
Excentrical,மையவிலக்கு
Excentricity,விசித்திரத்தன்மை
Excess,அதிகப்படியான
exchange,பரிமாற்றம்
Excitation,"உற்சாகம், ஆற்றல்"
Excite,"தூண்டுவதற்கு, உற்சாகப்படுத்துவதற்கு"
Excited,உற்சாகம்
Exciter,தூண்டும்
Exciton,தூண்டுதல்
exclusion principle,விலக்கு விதி
Execution,மரணதண்டனை
Exhaustion,"வெளியேற்றம், கதர்சிஸ், வெளியேற்றம், மூடுதல்"
Exit,பிரச்சினை
Exothermal,"வெளிப்புற வெப்பம், வெப்பம் தூண்டக்கூடியது"
exothermic,வெளிப்புற வெப்ப
exotic fuel,அசாதாரண எரிபொருள்
Expand,பரவுவதற்கு
Expanded,ஒளிபரப்பு
Expander,ஒளிபரப்பாளர்
expanse,விரிவாக்கம்
Expansion,"பரவியது, பரவியது"
experiment,பரிசோதனை
experimental,"சோதனை, சோதனை"
experimentalist,பயனுள்ள
Explosion,"வெடிப்பு, வெடிப்பு"
Exponent,அடுக்கு
Exponentiai,"அதிவேக, அதிவேக"
exponential well,எக்ஸ்போனென்டி பொட்டன்ஷியல் வெல்
Exposure,"வெளிப்பாடு, வெளிப்பாடு, வெளிப்பாடு, வெளிப்பாடு, கவர்"
expression,"வெளிப்பாடு, வெளிப்பாடு"
extended,நீட்டிக்கப்பட்டது
Extension,"விரிவடைகிறது, விரிகிறது, விரிகிறது, விரிகிறது, விரிகிறது"
Extent,"அளவு, அளவு"
External,வருகிறேன்
Extinction,"அழிவு, அழிவு"
extra-axial point,நேரியல் அல்லாத புள்ளி
Extraneous,வெளிப்புற
Extranuclear,புற அணு
extraordinary,"அசாதாரண, அசாதாரண"
extraplanetary space,"கிரக வானம், கிரக வானம்"
extrapolated,வெளியேற்றம்
Extrapolate,விரிவுபடுத்தப்பட்ட
Extrapolation,எக்ஸ்ட்ராபோலேஷன்
Extraterrestrial,நிலப்பரப்பு அல்லாத
extraterrestrial matter,வேற்று கிரக பொருள்
extrinsic,வெளிப்புற
extrinsic conductivity,"வெளிப்புற கடத்துத்திறன், வெளிப்புற கடத்துத்திறன்"
extrinsic semiconductor,ஊடுருவாத குறைக்கடத்தி
eye,"கண், கண்"
eye lens,நடிகை லென்ஸ்
eye-piece,கண் இமை
Face,"முகம், பக்கம், பின், முன், முகம், முகம்"
face centered,பலகை மையமாக
Factor,"காரணி, காரணி, காரணி, காரணி, காரணி, தொகுதி"
factor of momentum,வேக காரணி
factor of safety,பாதுகாப்பு காரணி
fade in,முடுக்கம்
fade out,லாகுனா
fading,தணிவு
Fahrenheit scale,பாரன்ஹீட் வெப்பநிலை
failure,தோல்வி
Fallacy,பிரமைகள்
fall time,"வீழ்ச்சி காலம், வீழ்ச்சி காலம்"
FALSE,"மெய்நிகர், தவறான, குறியீடு"
Farad,ஃபராட் (அலகு)
faraday,ஃபாரடே (அலகு)
Faraday effect,ஃபாரடேயின் விளைவு
far,இதுவரை
far infrared,தூர அகச்சிவப்பு
Fast,"வேகமாக, வேகமாக, வேகமாக, வேகமாக"
fatigue crack,சோர்வு விரிசல்
fast axis,கப்பல் அச்சு
fast electron,வேகமாக நகரும் எலக்ட்ரான்
fast fission,விரைவான துண்டு துண்டாக
fast neutron,வேகமான நியூட்ரான்
fast reactor,வேகமான நியூட்ரான் உலை
fatal dose,மரண அளவு
Fatigue,சோர்வு
fatigue crack,கண்ணீர்ப் பிளவு
fatigue failure,முடமான பானை
Fault,"தவறு, தவறு"
Faulty,தவறான
F-centre,"-மையம், எழுத்து மையம்"
feeble oscillation,பலவீனமான அலைவு
feed back,"ரீசார்ஜ், மறு முதலீடு"
Feeder,"ஊட்டி, ஊட்டி, சப்ளையர், ஊட்டி"
Femto,ஃபெம்டோ
Fermat's theorem,ஃபெர்மின் தேற்றம்
fermi,ஃபெர்மி
Fermi-Dirac statistics,ஃபெர்மி-டிராக்-புள்ளிவிவரங்கள்
Fermion,ஃபெர்மியன்
Ferrielectric,ஃபெரோஎலக்ட்ரிக்
Ferrimagnetism,"சிறிய ஃபெரோ காந்தம், ஃபெரோ காந்தம்"
Ferro,ஃபார்ரோ
ferroelectric,ஃபெரோஎலக்ட்ரிக்
Ferroelecctricity,"ferroelectricity, ferroelectricity"
Ferroelectrics,"ferroelectric பொருள், ferroelectric பொருள்"
ferro-magnetic,ஃபெரோ காந்தம்
Ferromagnetics,ஃபெரோ காந்தவியல்
fiber-optics,ஃபைபர் ஆப்டிக்ஸ்
Fick's diffusion law,ஃபிக் டிஃப்யூஷன் விதி
Ficticious,கருதப்படுகிறது
Field,"வயல், வயல், வயல்"
figure of merit,செயல்திறன் குறியீடு
Filament,"சூத்திரம், இழை, இழை, பாசி இழை"
Filing,"மணல், சேமிப்பு"
filled band,நிரப்பு இசைக்குழு
Filling,நிரப்பி
factor,குணகம்
Film,"படம், அடுக்கு"
Filter,"வடிகட்டி, வடிகட்டி, வடிகட்டி (n.), வடிகட்டி, வடிகட்டி (ver.)"
filtered radiation,வடிகட்டிய கதிர்வீச்சு
Filtration,"வடிகட்டுதல், வடிகட்டுதல், வடிகட்டுதல்"
Final,"இறுதி, இறுதி"
Fine,"நன்றாக, நன்றாக, நன்றாக, நன்றாக, நன்றாக"
finite,"வரையறுக்கப்பட்ட, பூஜ்ஜியமற்ற, முடிவடைகிறது"
finite series,இறுதி தரம்
fire alarm,தீ எச்சரிக்கை
