English,Tamil
cubic equation,கன சமன்பாடு
cubic inch,கன அங்குலம்
cubic metre,கன மீட்டர்
cubic parabola,கன பரவளையம்
cubic root,கன வேர்
cubic term,கன கால
cuboid,கனசதுரம்
cumulative,ஒட்டுமொத்த
cumulative curve,ஒட்டுமொத்த வளைவு
cumulative distribution function,ஒட்டுமொத்த விநியோக செயல்பாடு
cumulative frequency,ஒட்டுமொத்த அதிர்வெண்
cumulative frequency function,ஒட்டுமொத்த அதிர்வெண் செயல்பாடு
cumulative frequency graph,ஒட்டுமொத்த அலைவரிசை வரைபடம்
cumulative probability function,ஒட்டுமொத்த நிகழ்தகவு செயல்பாடு
curl,சுருட்டை
curl of the congruence,ஒற்றுமையின் சுருட்டை
curl of the vector,திசையன் சுருட்டை
curly bracket,சுருள் அடைப்புக்குறி
current,தற்போதைய
current point,தற்போதைய புள்ளி
curvature,வளைவு
curvature effect,வளைவு விளைவு
curve,வளைவு
curved line,வளைந்த கோடு
curve tracing,வளைவு தடமறிதல்
curvilinear asymptote,வளைவு அறிகுறி
curvilinear coordinates,வளைவு ஆயத்தொகுப்புகள்
curvilinear regression,வளைவு பின்னடைவு
cusp,சிகரம்
cycle,மிதிவண்டி
cyclical variation,சுழற்சி மாறுபாடு
cyclic cross product,சுழற்சி குறுக்கு தயாரிப்பு
cyclic demand,சுழற்சி தேவை
cyclic expression,சுழற்சி வெளிப்பாடு
cyclic group,சுழற்சி குழு
cyclic permutation,சுழற்சி வரிசைமாற்றம்
cycloid,சைக்ளோயிட்
cylinder,உருளை
cylindrical,உருளை
cylindrical surface,உருளை மேற்பரப்பு
cypher,சைபர்
D'alembert's principle,டி&#39;அலெம்பெர்ட்டின் கொள்கை
damped harmonic function,ஹார்மோனிக் செயல்பாடு குறைக்கப்பட்டது
damping constant,damping மாறிலி
data,தகவல்கள்
data origination,தரவு தோற்றம்
data processing system,தரவு செயலாக்க அமைப்பு
data processor,தரவு செயலி
data sheet,தரவுத்தாள்
decagon,தசமகோணம்
decagram,தசாப்தம்
decameter,தசமானி
decay constant,சிதைவு நிலையானது
decay curve,சிதைவு வளைவு
decent function,ஒழுக்கமான செயல்பாடு
decigram,டெசிகிராம்
decile,பத்து
decimal,தசம
decimal code,தசம குறியீடு
decimal coded digit,தசம குறியிடப்பட்ட இலக்கம்
decimal expansion,தசம விரிவாக்கம்
decimal fraction,தசம பின்னம்
decimal notation,தசம குறியீடு
decimal numbering system,தசம எண் அமைப்பு
decimal point,தசம புள்ளி
decimal scale,தசம அளவு
decimal system,தசம அமைப்பு
decimeter,டெசிமீட்டர்
deciphering,புரிந்து கொள்ளுதல்
decision model,முடிவு மாதிரி
decision theory,முடிவு கோட்பாடு
decision variable,முடிவு மாறி
decoder,குறிவிலக்கி
decoding,டிகோடிங்
decomposable set,மக்கக்கூடிய தொகுப்பு
decreasing,குறைகிறது
decreasing function,செயல்பாடு குறைகிறது
Dedekind's cut,Dedekind இன் வெட்டு
Dedekind's theorem,டெட்கிண்டின் தேற்றம்
deduce,அனுமானிக்க
deductive method,கழித்தல் முறை
defective,குறைபாடுள்ள
defining equation,சமன்பாட்டை வரையறுக்கிறது
definite integral,திட்டவட்டமான ஒருங்கிணைந்த
definite matrix,திட்டவட்டமான அணி
definition,வரையறை
deformation curve,சிதைவு வளைவு
deformed surface,சிதைந்த மேற்பரப்பு
degeneracy,சீரழிவு
degeneracy in transporation problems,போக்குவரத்து சிக்கல்களில் சீரழிவு
degree,பட்டம்
degree of differential equation,வேறுபட்ட சமன்பாட்டின் அளவு
degree of freedom,சுதந்திரம் பட்டம்
degree of polynomial,பல்லுறுப்புக்கோவை பட்டம்
deleted neighbourhood,நீக்கப்பட்ட அக்கம்
delta function,டெல்டா செயல்பாடு
demand and utility curve,தேவை மற்றும் பயன்பாட்டு வளைவு
demand equation,கோரிக்கை சமன்பாடு
demand function,கோரிக்கை செயல்பாடு
demographic study,மக்கள்தொகை ஆய்வு
demography,மக்கள்தொகையியல்
De Moivre’s theorem,டி மோவ்ரேயின் தேற்றம்
demonstrate,நிரூபிக்க
demonstration,ஆர்ப்பாட்டம்
demonstrative geometry,ஆர்ப்பாட்ட வடிவியல்
denominator,வகுக்கும்
dense set,அடர்த்தியான தொகுப்பு
density,அடர்த்தி
denumerable set,கணக்கிட முடியாத தொகுப்பு
departing variables,புறப்படும் மாறிகள்
dependent event,சார்ந்த நிகழ்வு
dependent random variable,சார்பு சீரற்ற மாறி
dependent variable,சார்பு மாறி
dependent variate,சார்பு மாறுபாடு
depression angle,மனச்சோர்வு கோணம்
derivation,வழித்தோன்றல்
derivative,வழித்தோன்றல்
derived series,பெறப்பட்ட தொடர்
derived set,பெறப்பட்ட தொகுப்பு
descending,இறங்குதல்
descending order,இறங்கு வரிசை
descending series,இறங்கு தொடர்
descriptive geometry,விளக்க வடிவியல்
descriptive model,விளக்க மாதிரி
descriptive statistics,விளக்கமான புள்ளிவிபரங்கள்
design,வடிவமைப்பு
design of experiment,சோதனை வடிவமைப்பு
desk calculator,மேசை கால்குலேட்டர்
detection,கண்டறிதல்
determinant,தீர்மானிக்கும்
determinant rank,தீர்மானிக்கும் தரவரிசை
determine,தீர்மானிக்க
deterministic model,தீர்மானிக்கும் மாதிரி
deterministic problem,தீர்மானிக்கும் பிரச்சனை
deviation,விலகல்
deviation coefficient,விலகல் குணகம்
diadic system,டயடிக் அமைப்பு
diagonal,மூலைவிட்டமான
diagonalization of a matrix,ஒரு அணி மூலைவிட்டமாக்கல்
diagonal matrix,மூலைவிட்ட அணி
diagonal similarity,மூலைவிட்ட ஒற்றுமை
diagram,வரைபடம்
diagrammatic method,வரைபட முறை
diagrammatic presentation,வரைபட விளக்கக்காட்சி
diameter,விட்டம்
diameter of a set,ஒரு தொகுப்பின் விட்டம்
diametrically opposite,முற்றிலும் எதிர்
dice throw,பகடை வீசுதல்
dichotomous classification,இருவகை வகைப்பாடு
dichotomy,இருவகை
dictionary order,அகராதி ஒழுங்கு
difference calculus,வேறுபாடு கணக்கீடு
difference equation,வேறுபாடு சமன்பாடு
difference formula,வேறுபாடு சூத்திரம்
difference method,வேறுபாடு முறை
difference of sets,தொகுப்புகளின் வேறுபாடு
differentiable,வேறுபடுத்தக்கூடியது
differentiable curve,வேறுபட்ட வளைவு
differentiable function,வேறுபட்ட செயல்பாடு
differential,வித்தியாசமான
differential calculus,வேறுபட்ட கணக்கீடு
differential coefficient,வேறுபட்ட குணகம்
differential equation,வகையீட்டு சமன்பாடு
differential form,வேறுபட்ட வடிவம்
differential formula,வேறுபட்ட சூத்திரம்
differential function,வேறுபட்ட செயல்பாடு
differential geometry,வேறுபட்ட வடிவியல்
differential of higher order,உயர் வரிசையின் வேறுபாடு
differential quotient,வேறுபட்ட அளவு
differentiate,வேறுபடுத்தி
differentiation,வேறுபாடு
differentiation formula,வேறுபாடு சூத்திரம்
differentiation of vector,திசையன் வேறுபாடு
diffusion,பரவல்
digit,இலக்கம்
digital computer,டிஜிட்டல் கணினி
digital data,டிஜிட்டல் தரவு
dimension,பரிமாணம்
dimensionality,பரிமாணம்
dimensionless,பரிமாணமற்ற
dimension of an equation,ஒரு சமன்பாட்டின் பரிமாணம்
diophantine equation,diophantine சமன்பாடு
dip angle,சாய்வு கோணம்
dipolar coordinates,இருமுனை ஆயத்தொகுப்புகள்
dipole,இருமுனை
dipyramid (bipyramid),இருபிரமிட் (பைபிரமிட்)
Dirac delta function,டைராக் டெல்டா செயல்பாடு
direct common tangent,நேரடி பொதுவான தொடுகோடு
directed angle,இயக்கிய கோணம்
directed line,இயக்கிய வரி
directional derivative,திசை வழித்தோன்றல்
direction cosine,திசை கொசைன்
direction of maxima,அதிகபட்ச திசை
direction of projection,திட்ட திசை
direction ratio,திசை விகிதம்
director circle,இயக்குனர் வட்டம்
director sphere,இயக்குனர் கோளம்
direct product,நேரடி தயாரிப்பு
direct proof,நேரடி ஆதாரம்
direct proportion,நேரடி விகிதம்
directrix,டைரக்ட்ரிக்ஸ்
direct sum,நேரடித் தொகை
disconncted sets,துண்டிக்கப்பட்ட தொகுப்புகள்
discontinuity,தொடர்ச்சியின்மை
discontinuity of derivative,வழித்தோன்றலின் தொடர்ச்சியின்மை
discontinuity of the first kind,முதல் வகையான இடைநிறுத்தம்
discontinuity of the second kind,இரண்டாவது வகையான தொடர்ச்சியின்மை
discontinuous distribution,இடைவிடாத விநியோகம்
discontinuous function,இடைவிடாத செயல்பாடு
discontinuous variate,இடைவிடாத மாறுபாடு
discrete,தனித்தனி
discrete distribution,தனித்துவமான விநியோகம்
discrete probability distribution,தனித்துவமான நிகழ்தகவு பரவல்
discrete random variable,தனித்த சீரற்ற மாறி
discrete sample space,தனித்த மாதிரி இடம்
discrete set,தனித்துவமான தொகுப்பு
discrete space,தனி இடம்
discrete topology,தனித்த இடவியல்
discrete variate,தனித்த மாறுபாடு
discriminant,பாரபட்சமான
discriminatory analysis (=discriminant analysis),பாகுபாடு பகுப்பாய்வு (=பாகுபாடு பகுப்பாய்வு)
disjoint,பிரித்தல்
disjoint events,மாறுபட்ட நிகழ்வுகள்
disjoint sets,பிரிக்கப்பட்ட தொகுப்புகள்
disjoint union,ஒன்றிணைந்த தொழிற்சங்கம்
disjunction,பிரித்தல்
dispersion,சிதறல்
dispersion chart,சிதறல் விளக்கப்படம்
dispersion constant,சிதறல் மாறிலி
dispersion diagram,சிதறல் வரைபடம்
dispersion matrix (=covariance matrix),சிதறல் அணி (=கோவேரியன்ஸ் மேட்ரிக்ஸ்)
displacement,இடப்பெயர்ச்சி
display,காட்சி
display unit (=consol),காட்சி அலகு (=கன்சோல்)
dissimilar,ஒற்றுமையற்ற
dissipative forces,சிதறடிக்கும் சக்திகள்
distance function,தூர செயல்பாடு
distance modulus,தூர மாடுலஸ்
distribution-free method,விநியோகம் இல்லாத முறை
distributive law,விநியோக சட்டம்
diverge,வேறுபடுகின்றன
divergence,வேறுபாடு
divergence theorem,வேறுபாடு தேற்றம்
divergent,மாறுபட்ட
divergent series,மாறுபட்ட தொடர்
divided difference,பிரிக்கப்பட்ட வேறுபாடு
divisibility,வகுக்கும் தன்மை
divisible,வகுபடக்கூடியது
division,பிரிவு
division algorithm,பிரிவு அல்காரிதம்
division ring,பிரிவு வளையம்
dodecagon,dodecagon
dodecahedron,பன்னிருமுகி
domain,களம்
domain of a function,ஒரு செயல்பாட்டின் களம்
domain of definition,வரையறையின் களம்
domain of existence,இருப்பு களம்
dominant strategy,மேலாதிக்க மூலோபாயம்
doppler effect,டாப்ளர் விளைவு
dot product,டாட் தயாரிப்பு
dotted curve,புள்ளியிடப்பட்ட வளைவு
double differentiation,இரட்டை வேறுபாடு
double exponential distribution,இரட்டை அதிவேக விநியோகம்
double helix,இரட்டை சுருள்
double integral,இரட்டை ஒருங்கிணைந்த
double integration,இரட்டை ஒருங்கிணைப்பு
double limit,இரட்டை வரம்பு
double sampling plan,இரட்டை மாதிரி திட்டம்
double sequence,இரட்டை வரிசை
double series,இரட்டை தொடர்
double suffix notation,இரட்டை பின்னொட்டு குறியீடு
double summation,இரட்டை கூட்டுத்தொகை
downward acceleration,கீழ்நோக்கிய முடுக்கம்
downward displacement,கீழ்நோக்கிய இடப்பெயர்ச்சி
downward motion,கீழ்நோக்கிய இயக்கம்
downward velocity,கீழ்நோக்கிய வேகம்
drag,இழுத்து
drag force,இழுவிசை
dual,இரட்டை
dual basis,இரட்டை அடிப்படையில்
dual inner product,இரட்டை உள் தயாரிப்பு
dual linear programming problem,இரட்டை நேரியல் நிரலாக்க சிக்கல்
dual operation,இரட்டை செயல்பாடு
dual problem,இரட்டை பிரச்சனை
dual simplex algorithm,இரட்டை சிம்ப்ளக்ஸ் அல்காரிதம்
dual simplex technique,இரட்டை எளிய நுட்பம்
dual space,இரட்டை இடம்
dual variable,இரட்டை மாறி
dual vector space,இரட்டை திசையன் இடம்
dummy index,போலி குறியீடு
dummy subscript,போலி சந்தா
dummy suffix,போலி பின்னொட்டு
dummy variable,போலி மாறி
duplicator process,நகல் செயல்முறை
dynamical,மாறும்
dynamical system,இயக்க அமைப்பு
dynamic demand function,மாறும் தேவை செயல்பாடு
dynamic model,டைனமிக் மாதிரி
dynamic programming,மாறும் நிரலாக்க
dynamic programming approach,மாறும் நிரலாக்க அணுகுமுறை
dynamic programming technique,டைனமிக் நிரலாக்க நுட்பம்
dynamics,இயக்கவியல்
dynamics of a particle,ஒரு துகள் இயக்கவியல்
dynamics of rigid bodies,திடமான உடல்களின் இயக்கவியல்
earth,பூமி
earthquake intensity,பூகம்பத்தின் தீவிரம்
eccentricity,விசித்திரத்தன்மை
eclipse,கிரகணம்
econometric forecast,பொருளாதார கணிப்பு
econometrician,பொருளாதார நிபுணர்
econometrics,பொருளாதார அளவியல்
economics,பொருளாதாரம்
edge,விளிம்பு
edge of a convex set,ஒரு குவிந்த தொகுப்பின் விளிம்பு
efficiency factor,செயல்திறன் காரணி
eigen element,ஈஜென் உறுப்பு
eigen function,ஈஜென் செயல்பாடு
eigen value,ஈஜென் மதிப்பு
eigen value equation,ஈஜென் மதிப்பு சமன்பாடு
eigen vector,ஈஜென் திசையன்
elastic,மீள்
elastic constant,மீள் மாறிலி
elastic equilibrium,மீள் சமநிலை
elasticity,நெகிழ்ச்சி
elasticity surface,நெகிழ்ச்சி மேற்பரப்பு
electronic computer,மின்னணு கணினி
element,உறுப்பு
elementary column operation,அடிப்படை நிரல் செயல்பாடு
elementary event,ஆரம்ப நிகழ்வு
elementary function,அடிப்படை செயல்பாடு
elementary operation,அடிப்படை செயல்பாடு
elementary outcome,அடிப்படை முடிவு
elementary probability law,அடிப்படை நிகழ்தகவு சட்டம்
elementary row operation,அடிப்படை வரிசை செயல்பாடு
eliminate,ஒழிக்க
elemination procedure,நீக்குதல் செயல்முறை
ellipse,நீள்வட்டம்
ellipsoid,நீள்வட்டம்
ellipsoidal,நீள்வட்டம்
ellipsoidal surface,நீள்வட்ட மேற்பரப்பு
elliptical body,நீள்வட்ட உடல்
embedding,உட்பொதித்தல்
emission,உமிழ்வு
empirical data,அனுபவ தரவு
empirical formula,அனுபவ சூத்திரம்
empirical probability,அனுபவ நிகழ்தகவு
empirical relation,அனுபவ உறவு
empty set,வெற்று தொகுப்பு
enclosed,மூடப்பட்டது
encoding,குறியாக்கம்
endomorphism,எண்டோமார்பிசம்
end point,இறுதி புள்ளி
end point of class interval,வகுப்பு இடைவெளியின் இறுதிப் புள்ளி
energy,ஆற்றல்
energy momentum component,ஆற்றல் வேக கூறு
entering variable,மாறி நுழைகிறது
enumerable set,எண்ணற்ற தொகுப்பு
enumeration,கணக்கீடு
equal,சமமான
equality,சமத்துவம்
equally likely,சமமாக வாய்ப்பு
equal probability selection method (=epsem),சம நிகழ்தகவு தேர்வு முறை (=epsem)
equate,சமன்
equation,சமன்பாடு
equation of first degree,முதல் பட்டத்தின் சமன்பாடு
equation of second degree,இரண்டாம் பட்டத்தின் சமன்பாடு
equation of third degree,மூன்றாம் பட்டத்தின் சமன்பாடு
equator,பூமத்திய ரேகை
equicontinuous,சமமான
equilateral,சமபக்க
equilibrium,சமநிலை
equilibrium of forces,சக்திகளின் சமநிலை
equilibrium point,சமநிலை புள்ளி
equivalence,சமத்துவம்
equivalence class,சமநிலை வகுப்பு
equivalence relation,சமமான உறவு
equivalent,இணையான
equivalent matrix,சமமான அணி
equivalent set,சமமான தொகுப்பு
ergodicity,எர்கோடிசிட்டி
error,பிழை
error analysis,பிழை பகுப்பாய்வு
error code,பிழை குறியீடு
error coefficient,பிழை குணகம்
error of mean square,சராசரி சதுரத்தின் பிழை
error of the first kind,முதல் வகை பிழை
error of the second kind,இரண்டாவது வகையான பிழை
escape probability,தப்பிக்கும் நிகழ்தகவு
escape velocity,தப்பிக்கும் வேகம்
E. Schmidt's orthogonalization process,E. ஷ்மிட்டின் ஆர்த்தோகனலைசேஷன் செயல்முறை
escribed circle,குறிப்பிடப்பட்ட வட்டம்
essential,அத்தியாவசியமான
essentially unique,அடிப்படையில் தனித்துவமானது
estimate,மதிப்பீடு
estimation method,மதிப்பீட்டு முறை
Euclidean coordinate,யூக்ளிடியன் ஒருங்கிணைப்பு
Euclidean domain,யூக்ளிடியன் களம்
Euclidean geometry,யூக்ளிடியன் வடிவியல்
Euclidean n-space,யூக்ளிடியன் n-வெளி
Euclidean plane,யூக்ளிடியன் விமானம்
Euler's theorem,ஆய்லரின் தேற்றம்
evaluate,மதிப்பீடு
even,கூட
even curve,கூட வளைவு
even function,கூட செயல்பாடு
even multiple,கூட பல
even number,இரட்டைப்படை எண்
even odd symmetry,ஒற்றைப்படை சமச்சீர்
even permutation,வரிசைமாற்றம் கூட
event,நிகழ்வு
even term,கூட கால
exact,சரியான
exact chi-square test,சரியான சி-சதுர சோதனை
exact differential,சரியான வேறுபாடு
exact equation,சரியான சமன்பாடு
example,உதாரணமாக
exchange,பரிமாற்றம்
exhaustive event,முழுமையான நிகழ்வு
existence axiom,இருப்பு கோட்பாடு
existence probability(= a priori probability),இருப்பு நிகழ்தகவு (= ஒரு முதன்மை நிகழ்தகவு)
existence theorem,இருப்பு தேற்றம்
exogenous variable,வெளிப்புற மாறி
expansion,விரிவாக்கம்
expectation function,எதிர்பார்ப்பு செயல்பாடு
expected frequency,எதிர்பார்க்கப்படும் அதிர்வெண்
expected value,எதிர்பார்க்கப்படும் மதிப்பு
experiment,பரிசோதனை
experimental error,சோதனை பிழை
explanation,விளக்கம்
explicit equation,வெளிப்படையான சமன்பாடு
explicit form,வெளிப்படையான வடிவம்
explicit function,வெளிப்படையான செயல்பாடு
explicit solution,வெளிப்படையான தீர்வு
exponent,அடுக்கு
exponential curve,அதிவேக வளைவு
exponential density function,அதிவேக அடர்த்தி செயல்பாடு
exponential distribution,அதிவேக விநியோகம்
exponential equation,அதிவேக சமன்பாடு
exponential function,அதிவேக செயல்பாடு
exponential growth,அதிவேகமான வளர்ச்சி
exponential law,அதிவேக சட்டம்
exponential map,அதிவேக வரைபடம்
exponential series,அதிவேக தொடர்
expression,வெளிப்பாடு
extended interval,நீட்டிக்கப்பட்ட இடைவெளி
extended real line,நீட்டிக்கப்பட்ட உண்மையான வரி
extended real number system,நீட்டிக்கப்பட்ட உண்மையான எண் அமைப்பு
extension of a mapping,மேப்பிங்கின் நீட்டிப்பு
exterior angle,வெளிப்புற கோணம்
exterior area,வெளிப்புற பகுதி
exterior point,வெளிப்புற புள்ளி
external,வெளிப்புற
extrapolation of trend value,போக்கு மதிப்பின் விரிவாக்கம்
extrapolation technique,எக்ஸ்ட்ராபோலேஷன் நுட்பம்
extremal value,தீவிர மதிப்பு
extreme,தீவிர
extreme point,தீவிர புள்ளி
extreme point of convex set,குவிந்த தொகுப்பின் தீவிர புள்ளி
extremum of a function,ஒரு செயல்பாட்டின் உச்சம்
extremum property,தீவிர சொத்து
face,முகம்
face value,முக மதிப்பு
factor,காரணி
factor analysis,காரணி பகுப்பாய்வு
factored,காரணியாக்கப்பட்டது
factorial,காரணியான
factorial design,காரணி வடிவமைப்பு
factorization,காரணியாக்கம்
factorise,காரணியாக்கு
fair game,நியாயமான விளையாட்டு
FALSE,பொய்
family,குடும்பம்
family of circles,வட்டங்களின் குடும்பம்
family curves,குடும்ப வளைவுகள்
family of functions,செயல்பாடுகளின் குடும்பம்
family of lines,வரிகளின் குடும்பம்
facsimile,முகநூல்
F-distribution,எஃப்-விநியோகம்
feasible basic solution,சாத்தியமான அடிப்படை தீர்வு
feasible solution,சாத்தியமான தீர்வு
feed back,பின்னூட்டம்
Fermat principle,ஃபெர்மாட் கொள்கை
Fermat's theorem,ஃபெர்மட்டின் தேற்றம்
Fermi-Dirac statistics,ஃபெர்மி-டிராக் புள்ளிவிவரங்கள்
Fibonacci number,ஃபைபோனச்சி எண்
Fibonacci series,ஃபைபோனச்சி தொடர்
field,களம்
final velocity,இறுதி வேகம்
finite,வரையறுக்கப்பட்ட
finite basis,வரையறுக்கப்பட்ட அடிப்படை
finite decimal,வரையறுக்கப்பட்ட தசம
finite difference,வரையறுக்கப்பட்ட வேறுபாடு
finite difference method,வரையறுக்கப்பட்ட வேறுபாடு முறை
finite dimensional,வரையறுக்கப்பட்ட பரிமாணம்
finite dimensional vector space,வரையறுக்கப்பட்ட பரிமாண திசையன் இடம்
finite game,வரையறுக்கப்பட்ட விளையாட்டு
finite geometry,வரையறுக்கப்பட்ட வடிவியல்
finite intersection,வரையறுக்கப்பட்ட குறுக்குவெட்டு
finite many,வரையறுக்கப்பட்ட பல
finite Markov chain,வரையறுக்கப்பட்ட மார்கோவ் சங்கிலி
finiteness proof,finiteness ஆதாரம்
finite number,வரையறுக்கப்பட்ட எண்
finite population,வரையறுக்கப்பட்ட மக்கள் தொகை
finite probability,வரையறுக்கப்பட்ட நிகழ்தகவு
finite series,வரையறுக்கப்பட்ட தொடர்
finite set,வரையறுக்கப்பட்ட தொகுப்பு
finite velocity,வரையறுக்கப்பட்ட வேகம்
finite volume,வரையறுக்கப்பட்ட அளவு
fitting,பொருத்தி
fitting of curve,வளைவு பொருத்துதல்
fitting of straight line,நேர்கோட்டின் பொருத்துதல்
fixed point theorem,நிலையான புள்ளி தேற்றம்
fixed sample,நிலையான மாதிரி
flight velocity,விமான வேகம்
floating point arithmetic,மிதக்கும் புள்ளி எண்கணிதம்
floating point system,மிதக்கும் புள்ளி அமைப்பு
flow chart,ஓட்ட விளக்கப்படம்
flow velocity,ஓட்டம் வேகம்
fluid dynamics,திரவ இயக்கவியல்
focal,குவிய
focal chord,குவிய நாண்
focal distance,குவிய தூரம்
focal length,குவியத்தூரம்
focus,கவனம்
foot,கால்
foot of perpendicular,செங்குத்தாக அடி
force of gravity,புவியீர்ப்பு விசை
forecasting,முன்னறிவிப்பு
formula,சூத்திரம்
formulate,முறைப்படுத்து
formulation,உருவாக்கம்
forward difference,முன்னோக்கி வேறுபாடு
forward interpolation,முன்னோக்கி இடைச்செருகல்
foundation of mathematics,கணிதத்தின் அடித்தளம்
Fourier's analysis,ஃபோரியரின் பகுப்பாய்வு
Fourier's series,ஃபோரியரின் தொடர்
Fourier's transform,ஃபோரியரின் மாற்றம்
fraction,பின்னம்
fractional coordinate,பகுதி ஒருங்கிணைப்பு
fractional number,பின்ன எண்
fractional programming,பகுதி நிரலாக்கம்
free path,இலவச பாதை
free vector,இலவச திசையன்
frequency,அதிர்வெண்
frequency column,அதிர்வெண் நெடுவரிசை
frequency curve,அதிர்வெண் வளைவு
frequency distribution,அதிர்வெண் விநியோகம்
frequency histogram,அதிர்வெண் ஹிஸ்டோகிராம்
frequency of occurrence,நிகழ்வின் அதிர்வெண்
frequency polygon,அதிர்வெண் பலகோணம்
frequency table,அதிர்வெண் அட்டவணை
frustum,விரக்தி
frustum of a pyramid,ஒரு பிரமிட்டின் விரக்தி
frustum of a sphere,ஒரு கோளத்தின் விரக்தி
full expansion,முழு விரிவாக்கம்
function,செயல்பாடு
functional analysis,செயல்பாட்டு பகுப்பாய்வு
fundamental,அடிப்படை
fundamental theorem,அடிப்படை தேற்றம்
fundamental theorem of algebra,இயற்கணிதத்தின் அடிப்படை தேற்றம்
galaxy,விண்மீன் மண்டலம்
Galois field,கலோயிஸ் புலம்
Galois group,கலோயிஸ் குழு
gambler's ruin,சூதாடியின் அழிவு
game and move,விளையாட்டு மற்றும் நகர்வு
game of chance,வாய்ப்பு விளையாட்டு
game of dice,பகடை விளையாட்டு
games theory,விளையாட்டு கோட்பாடு
games with perfect recall,சரியான நினைவுடன் கூடிய விளையாட்டுகள்
game value,விளையாட்டு மதிப்பு
gamma function,காமா செயல்பாடு
Gauss-Argand plane,காஸ்-அர்கண்ட் விமானம்
Gaussian curve,காஸியன் வளைவு
Gaussian elimination,காஸியன் நீக்கம்
Gaussian plane,காஸியன் விமானம்
Gauss-Jordan reduction,காஸ்-ஜோர்டான் குறைப்பு
general case,பொது வழக்கு
general convergence theorem,பொது ஒருங்கிணைப்பு தேற்றம்
general equation,பொது சமன்பாடு
general factor,பொது காரணி
general form,பொது வடிவம்
general formula,பொது சூத்திரம்
general game,பொது விளையாட்டு
general inference,பொது அனுமானம்
general integral,பொது ஒருங்கிணைப்பு
generalization,பொதுமைப்படுத்தல்
generalised associative law,பொதுவான இணை சட்டம்
generalised continuum hypothesis,பொதுவான தொடர்ச்சியான கருதுகோள்
generalised convex function,பொதுவான குவிந்த செயல்பாடு
generalised coordinates,பொதுவான ஆயத்தொகுப்புகள்
generalised eigen value problem,பொதுவான ஈஜென் மதிப்பு சிக்கல்
general convergence theorem,பொது ஒருங்கிணைப்பு தேற்றம்
general equation,பொது சமன்பாடு
general factor,பொது காரணி
general form,பொது வடிவம்
general formula,பொது சூத்திரம்
general game,பொது விளையாட்டு
general inference,பொது அனுமானம்
general integral,பொது ஒருங்கிணைப்பு
generalization,பொதுமைப்படுத்தல்
generalised associative law,பொதுவான இணை சட்டம்
generalised continuum hypothesis,பொதுவான தொடர்ச்சியான கருதுகோள்
generalised convex function,பொதுவான குவிந்த செயல்பாடு
generalised coordinates,பொதுவான ஆயத்தொகுப்புகள்
generalised eigen value problem,பொதுவான ஈஜென் மதிப்பு சிக்கல்
generic name,பொதுப்பெயர்
genus of surface,மேற்பரப்பு இனம்
geodesic,புவியியல்
geometrical,வடிவியல்
geometrical construction,வடிவியல் கட்டுமானம்
geometrical mean,வடிவியல் சராசரி
geometrical multiplicity,வடிவியல் பெருக்கம்
geometrical probability,வடிவியல் நிகழ்தகவு
geometrical progression,வடிவியல் முன்னேற்றம்
geometrical series,வடிவியல் தொடர்
geometrical shape,வடிவியல் வடிவம்
geometrico arithmetic series,வடிவியல் எண்கணிதத் தொடர்
geometry,வடிவியல்
global maximum,உலகளாவிய அதிகபட்சம்
global property,உலகளாவிய சொத்து
global minimum,உலகளாவிய குறைந்தபட்சம்
global optimum,உலகளாவிய உகந்தது
global property,உலகளாவிய சொத்து
global saddle point,உலகளாவிய சேணம் புள்ளி
goodness of fit,பொருத்தத்தின் நன்மை
grade correlation,தர தொடர்பு
graded data,தரப்படுத்தப்பட்ட தரவு
gradient,சாய்வு
gradient density,சாய்வு அடர்த்தி
gradient of line,கோட்டின் சாய்வு
gradient of velocity,வேகத்தின் சாய்வு
gradient vector,சாய்வு திசையன்
gradient velocity,சாய்வு வேகம்
grading,தரப்படுத்துதல்
grading analysis,தர பகுப்பாய்வு
gram,கிராம்
Gram determinant,கிராம் தீர்மானிப்பான்
Gram - Schmidt orthogonalization process,கிராம் - ஷ்மிட் ஆர்த்தோகனலைசேஷன் செயல்முறை
grand mean,பெரிய சராசரி
grand total,பெரும் மொத்தம்
graph,வரைபடம்
graphic,வரைகலை
graphical,வரைகலை
graphical computation,வரைகலை கணக்கீடு
graphical construction,வரைகலை கட்டுமானம்
graphical integration,வரைகலை ஒருங்கிணைப்பு
graphical interpolation,வரைகலை இடைச்செருகல்
graphical method,வரைகலை முறை
graphical representation,வரைகலை பிரதிநிதித்துவம்
graphic expression,வரைகலை வெளிப்பாடு
graph paper,வரைபட தாள்
gravitation,ஈர்ப்பு
gravitational accelaration,ஈர்ப்பு முடுக்கம்
gravitational attraction,ஈர்ப்பு ஈர்ப்பு
gravitational constant,ஈர்ப்பு மாறிலி
gravitational curvature,ஈர்ப்பு வளைவு
gravitational force,புவியீர்ப்பு விசை
gravitational pull,ஈர்ப்பு விசை
gravity,புவியீர்ப்பு
great bear,பெரிய கரடி
great circle,பெரிய வட்டம்
great - circle plane,பெரிய வட்ட விமானம்
great circle route,பெரிய வட்ட பாதை
greatest common measure,மிகப்பெரிய பொதுவான நடவடிக்கை
greatest element,மிகப்பெரிய உறுப்பு
greatest lower bound,மிகப் பெரிய கீழ் எல்லை
great number,பெரிய எண்
great triangle,பெரிய முக்கோணம்
