Gujarati,Bengali
અવમૂલ્યન,অবমূল্যায়ন
ડી-વનસ્પતિ,উদ্ভিজ্জ
વિચલન,বিচ্যুতি
ડબલ,দ্বিগুণ
નિદાન,রোগ নির্ণয়
વિવિધ પરિપક્વતા,বিভিন্ন পরিপক্কতা
વિભાજન,বিভাজন
1. ડાઇકોટાઇલ્ડન 2. ડિકોટાઇલ્ડન (બીજ),1. ডাইকোটাইলেডন 2. ডাইকোটাইলেডন (বীজ)
પીઠનો રોગ,পিঠের রোগ
1. પ્રસરણ 2. પ્રસરણ,1. ডিফিউশন 2. ডিফিউশন
પાચનક્ષમતા,হজম ক্ষমতা
દ્વિસંકર,ডাইহাইব্রিড
1. ડેમ 2. ડ્રેઇન 3. કુટુંબ,1. বাঁধ 2. ড্রেন 3. পরিবার
અલ્પ,সামান্য
1. મોનોગેમસ 2. મોનોગેમસ,1. একগামী 2. একগামী
ડિપ્લોઇડ,ডিপ্লয়েড
1. ડિપ્લોઇડ 2. ડિપ્લોઇડ,1. ডিপ্লয়েড 2. ডিপ্লয়েড
દ્વિધ્રુવ,ডাইপোল
1. નિષ્કર્ષણ 2. બડ દૂર કરવું,1. নিষ্কাশন 2. কুঁড়ি অপসারণ
1. હળ ખેડવું 2. કાંતવું,1. লাঙ্গল চাষ 2. স্পিনিং
ડિસ્કાઉન્ટ,ছাড়
જીવાણુ નાશકક્રિયા,জীবাণুমুক্তকরণ
1. વિખેરવું 2. છૂટાછવાયા,1. বিচ্ছুরণ 2. বিক্ষিপ্তকরণ
1.સ્કેટરિંગ 2.વિવિધતા,1. বিক্ষিপ্তকরণ 2. ভিন্নতা
વૈવિધ્યકરણ,বৈচিত্রতা
વૈવિધ્યસભર કૃષિ,বৈচিত্র্যময় কৃষি
ડીએનએ પગલું,ডিএনএ পদক্ষেপ
ડીએનએ રીસીવર,ডিএনএ রিসিভার
ગોદી ભાડે,ডক ভাড়া
અસરકારક,কার্যকর
નિષ્ક્રિયતા,সুপ্ততা
1. જથ્થો 2. માત્રા 3. માત્રા,1. পরিমাণ 2. ডোজ 3. ডোজ
ડબલ સિગ્મોઇડ વળાંક,ডবল সিগমায়েড বক্ররেখা
1. ગસ્ટ 2. સ્ટ્રેચ,1. দমকা 2. প্রসারিত
1. એક્ઝોસ્ટ ડ્રેઇન 2. પ્રવાહ,1. নিষ্কাশন ড্রেন 2. বর্জ্য
ડ્રેનેજ,নিষ্কাশন
ટ્રેક્શન,আকর্ষণ
1. દવા આપો 2. ભીંજાવો,1. ওষুধ দিন 2. ভিজিয়ে দিন
સૌંદર્ય પ્રસાધનો (બીજ),প্রসাধনী (বীজ)
1. ઓગર 2. છીછરા ફોલ્ટ 3. ડ્રીલ 4. ઓગર,1. auger 2. অগভীর ফল্ট 3. ড্রিল 4. auger
1. છિદ્ર 2. કવાયત 3. કવાયત,1. গর্ত 2. ড্রিল 3. ড্রিল
1. ડ્રિલિંગ 2. ડ્રિલ વડે વાવણી 3. ડ્રિલ વડે રેડવું,1. ড্রিলিং 2. একটি ড্রিল দিয়ে বপন করা 3. একটি ড্রিল দিয়ে ঢালা
ટપક સિંચાઈ,ড্রিপ সেচ
સૂકી ખેતી,শুকনো চাষ
1.ધૂળ 2.બુકની,1.ধুলো 2.বুকনি
1. ડસ્ટર 2. સ્કેટરર,1. ডাস্টার 2. বিক্ষিপ্তকারী
છંટકાવ કરવા માટે,ছিটানো
1. વામન 2. વામન,1. বামন 2. বামন
વામન પિરામિડ,বামন পিরামিড
વામિની ભવન,ভামিনী ভবন
ઇકોલોજી,বাস্তুশাস্ত্র
અર્થશાસ્ત્ર,অর্থনীতি
આર્થિક કાર્યક્ષમતા,অর্থনৈতিক দক্ষতা
પરિસ્થિતિગત પ્રકાર,পরিস্থিতিগত প্রকার
વધારાનું સ્તરીકરણ,অতিরিক্ত স্তরিত
નરમ,নরম
માટી વિજ્ઞાન,মৃত্তিকা বিজ্ঞান
1. બ્રિજિંગ 2. એજિંગ 3. સ્ટ્રાન્ડ ક્લોઝર,1. ব্রিজিং 2. এজিং 3. স্ট্র্যান্ড ক্লোজার
ખોરાકનો ભાગ,খাদ্য অংশ
માંગની સ્થિતિસ્થાપકતા,চাহিদার স্থিতিস্থাপকতা
ઉત્પાદન સ્થિતિસ્થાપકતા,উত্পাদন স্থিতিস্থাপকতা
વિદ્યુત વિચ્છેદન-વિશ્લેષણ,তড়িৎ বিশ্লেষণ
ઇલેક્ટ્રોફોરેસિસ,ইলেক্ট্রোফোরেসিস
બાષ્પીભવન,বাষ্পীভবন
1. શિરચ્છેદ કરનાર 2. જંતુમુક્ત કરનાર 3. શિરચ્છેદ કરનાર 4. જંતુમુક્ત કરનાર,1. শিরশ্ছেদ 2. বন্দী 3. শিরশ্ছেদ 4. জীবাণুমুক্ত
1. વિયર બંડી 2. સ્ટ્રોબંદી,1. উইয়ার বান্দি 2. স্ট্রবান্ডি
ગર્ભ,ভ্রূণ
1. ગર્ભવિજ્ઞાન 2. ભૌતિકશાસ્ત્ર,1. ভ্রূণবিদ্যা 2. পদার্থবিদ্যা
1. બહાર નીકળો 2. બહાર નીકળો,1. প্রস্থান 2. প্রস্থান
ઇમલ્સિફાયર,ইমালসিফায়ার
અંતર્જાત,অন্তঃসত্ত্বা
આંતર-બિંદુ વિભાગ,আন্তঃবিন্দু বিভাগ
આંતર-પરજીવી,অন্তঃপরজীবী
એન્ડોસ્પર્મ,এন্ডোস্পার্ম
એન્ટરપ્રાઇઝ,এন্টারপ্রাইজ
કીટશાસ્ત્ર,কীটতত্ত্ব
પર્યાવરણ,পরিবেশ
1. એન્ઝાઇમ 2. એન્ઝાઇમ,1. এনজাইম 2. এনজাইম
ક્લસ્ટર કલમ બનાવવી,ক্লাস্টার গ্রাফটিং
1. એપિફાઇટ 2. એપિફાઇટ,1. এপিফাইট 2. এপিফাইট
ઇક્વિટી,ইক্যুইটি
નાબૂદી,নির্মূল
આવશ્યક પોષક તત્વો,অত্যাবশ্যক পুষ্টি
1. માપન 2. જમ્પ 3. આકારણી,1. পরিমাপ 2. জাম্প 3. মূল্যায়ন
સુંદરતા,সূক্ষ্মতা
સુજનનિક,সুজনিক
મૂલ્યાંકન,মূল্যায়ন
વરાળ માપક,বাষ্প গেজ
બાષ્પીભવન,বাষ্পীভবন
શાશ્વત ક્રાંતિ,চিরন্তন বিপ্লব
1. સદાબહાર 2. સદાબહાર,1. চিরসবুজ 2. চিরসবুজ
વિકાસ,উন্নয়ন
કાપી નાખવું,বিছিন্ন করা
પરિક્ષય (ફર્ટિલિટી),পরিক্ষয় (উর্বরতা)
શોષણ,শোষণ
1. અન્વેષણ 2. અન્વેષણ,1. অন্বেষণ 2. অন্বেষণ
1. ઉત્સર્જન 2. ઉત્સર્જન,1. এক্সট্রুশন 2. নির্গমন
આંખ,আই
1. પરિબળ 2. ઘટક 3. પરિબળ 4. સંસાધન,1. ফ্যাক্টর 2. কম্পোনেন্ট 3. ফ্যাক্টর 4. রিসোর্স
પરિબળ ઉત્પાદકતા,ফ্যাক্টর উত্পাদনশীলতা
વેપારીનું ડિસ્કાઉન્ટ,ব্যবসায়ীদের ডিসকাউন্ট
ફેક્ટોરિયલ બ્લોક ડિઝાઇન,ফ্যাক্টরিয়াল ব্লক ডিজাইন
વૈકલ્પિક,বিকল্প
1. પટ્ટી 2. પાલિહાર,1. পট্টি 2. পালিহার
સ્થૂળ,স্থূল
ક્ષેત્ર મૂલ્યાંકન,ক্ষেত্রের মূল্যায়ন
ફાર્મ બજેટિંગ,খামার বাজেট
કૃષિ વ્યવસાય,কৃষি ব্যবসা
ક્ષેત્ર આયોજન,ক্ষেত্রের পরিকল্পনা
1. ખેડૂત 2. ખેડૂત,1. কৃষক 2. কৃষক
1. ખેતી 2. ખેતી,1. কৃষি 2. কৃষিকাজ
અથડામણ,সংঘর্ষ
બહુવિધ સંવર્ધન,একাধিক প্রজনন
આથો,গাঁজন
ફળદ્રુપતા,উর্বরতা
ખાતર,সার
ખાતર ઉપયોગ કાર્યક્ષમતા,সার ব্যবহারের দক্ষতা
તંતુમય,তন্তুযুক্ত
1. ફાર્મ 2. વિસ્તાર 3. સ્થાન,1. খামার 2. এলাকা 3. অবস্থান
માટી પાણી હોલ્ડિંગ,মাটির জল ধরে রাখা
ક્ષેત્ર પ્રદર્શન,ক্ষেত্র প্রদর্শন
1. સ્થિરીકરણ 2. ફિક્સેશન 3. ફિક્સેશન,1. ইমোবিলাইজেশন 2. ফিক্সেশন 3. ফিক্সেশন
1. પાણી ભરવું 2. ગર્ભાધાન,1. প্লাবন 2. গর্ভধারণ
પ્રવાહ રેખાકૃતિ,প্রবাহ চিত্র
ખોરાક મૂલ્ય,খাদ্য মূল্য
ચારો,পশুখাদ্য
આગાહી,পূর্বাভাস
વન,বন। জংগল
વનીકરણ,বনায়ন
1. તડપાર્ન 2. ફોર્મ,1. তাদপার্ন 2. ফর্ম
હિમ પ્રતિરોધક,হিম প্রতিরোধী
1. પાલા 2. બ્લાઈટ,1. পাল 2. ব্লাইট
1. સ્થિર 2. સ્થિર,1. হিমায়িত 2. হিমায়িত
કાર્ય,ফাংশন
1. ફ્રુટ ફોલ 2. ફ્રુટ ફોલ,1. ফল পতন 2. ফল পতন
ફળ બની જાય છે,ফল হত্তয়া
1. ધૂણી 2. ધૂણી,1. ফিউমিগেশন 2. ফিউমিগেশন
ફૂગનાશક,ছত্রাকনাশক
ફૂગપ્રતિરોધી,অ্যান্টিফাঙ্গাল
ફૂગ,ছত্রাক
1. ખુદ 2. સીતા,1. খুদ 2. সীতা
1. ફ્યુઝન 2. ફ્યુઝન,1. ফিউশন 2. ফিউশন
કપાસ ઉન,সুতি পশম
રુવાંટીવાળું,লোমশ
1. ઝાડનું અલ્સર 2. પિટિકા,1. গাছের আলসার 2. পিটিকা
1. ગેમેટ્સ 2. ગેમેટ્સ,1. গ্যামেট 2. গেমেট
1. બગીચો 2. બગીચો,1. বাগান 2. বাগান
1. પંસલ 2. હાઇડ્રોમીટર,1. পানসাল 2. হাইড্রোমিটার
જનીન સંગ્રહ,জিন সংগ্রহ
જીન ટેગોન,জিন ট্যাগন
વંશાવળી,বংশতালিকা
જનીન નકશો,জিন মানচিত্র
જીનેટિક્સ,জেনেটিক্স
1. જીનોમ 2. સંગેન,1. জিনোম 2. সংগেন
સંજીની કલેક્શન,সঞ্জিনী কালেকশন
જીનોમિક્સ,জিনোমিক্স
જીનોટાઇપ,জিনোটাইপ
1. જનીન માળખું 2. જનીન પ્રકાર,1. জিনের গঠন 2. জিনের ধরন
લિનેજ,লিনেজ
1. જીનસ 2. વંશ,1. বংশ 2. বংশ
1. જીવાણુ 2. જીવાણુ,1. জীবাণু 2. জীবাণু
જીવાણુનાશક,জীবাণু নাশক
અંકુરણ,অঙ্কুরোদগম
1. જર્મપ્લાઝમ 2. જર્મપ્લાઝમ,1. জার্মপ্লাজম 2. জার্মপ্লাজম
ગીબેરેલિક એસિડ,জিবেরেলিক অ্যাসিড
ઉગાડવું,কুড়ানো
ટશ,টুশ
1. ગ્લુટેન 2. ખાઉધરાપણું,1. গ্লুটেন 2. পেটুক
ગ્લાયકોલિસિસ,গ্লাইকোলাইসিস
સરસ,চমৎকার
સુવર્ણ ક્રાંતિ,সোনালী বিপ্লব
1. વર્ગીકરણ 2. વર્ગીકરણ 3. સ્તરીકરણ,1. শ্রেণীবিভাগ 2. শ্রেণীবিভাগ 3. স্তরবিন্যাস
1. કલમી છોડ 2. પેનમ્બ્રલ પ્લાન્ટ,1. কলমযুক্ত উদ্ভিদ 2. পেনম্ব্রাল উদ্ভিদ
પેન અસંગત,কলম অসামঞ্জস্যপূর্ণ
ગ્રેના,গ্রানা
દાણાદાર,দানাদার
લીલું ખાતર,সবুজ সার
હરિયાળી ક્રાંતિ,সবুজ বিপ্লব
વૃદ્ધિ અને વિકાસ,বৃদ্ধি এবং উন্নয়ন
1. ગમ રોગ,1. মাড়ির রোগ
વિષમલિંગી,বিষমকামী
1. પ્રકૃતિ 2. પ્રકૃતિ 3. રૂપગુણ 4. દેખાવ,1. প্রকৃতি 2. প্রকৃতি 3. রূপগুণ 4. চেহারা
1. ઓલા 2. કરકપાટ 3. કાર્કા,1. ওলা 2. কারকাপাত 3. কারকা
રોમિલવોચ,রোমিলওয়াচ
ખારા ફોલ્લો,লবণাক্ত সিস্ট
હેરો,হ্যারো
1. હાર્વેસ્ટિંગ ઈન્ડેક્સ 2. હાર્વેસ્ટિંગ ઈન્ડેક્સ,1. ফসল কাটার সূচক 2. ফসল কাটার সূচক
1. લણણી 2. લણણી કરેલ પાક 3. સમાપ્ત પાક 4. ઉપજ,1. ফসল কাটা 2. কাটা ফসল 3. সমাপ্ত ফসল 4. ফলন
1. તોડવું 2. લણણી 3. તોડવું,1. প্লাকিং 2. ফসল তোলা 3. প্লাকিং
1. એગ લેઇંગ 2. એગ ફોર્સ,1. ডিম পাড়া 2. ডিম ফোর্স
સૂકું ઘાસ,শুষ্ক ঘাস
શુષ્ક ફીડ,শুকনো ফিড
ગંજી,গেঞ্জি
ઝાકળ,কুয়াশা
ધૂંધળું,ঝাপসা
1. બાલી 2. સિત્ત 3. મુંડક 4. ટોપ 5. હેડ 6. સિરા,1. বালি 2. সিত্তা 3. মুন্ডক 4. শীর্ষ 5. মাথা 6. সিরা
ખાંચનો અંત,খাঁজ শেষ
ટોચ કાપણી,শীর্ষ ছাঁটাই
વાડ,বেড়া
કસ્ટડીમાં,হেফাজত
કુંડલિની,কুন্ডলিনী
હેમેટાઇટ,হেমাটাইট
1. ઔષધિ 2. ઔષધિ,1. ভেষজ 2. ভেষজ
1.બોટનિકલ કલેક્શન 2.બોટનિકલ મ્યુઝિયમ,1.বোটানিক্যাল কালেকশন 2.বোটানিক্যাল মিউজিয়াম
હર્બિસાઇડ,হার্বিসাইড
આનુવંશિકતા,বংশগতি
આનુવંશિકતા,বংশগতি
ઉભયલિંગી,উভকামী
હેટરોક્રોમેટિક,heterochromatic
હેટરોફર્ટિલાઇઝેશન,heterofertilization
1. હાઇબ્રિડોઝ 2. હેટેરોસિસ,1. হাইব্রিডোজ 2. হেটেরোসিস
લૈંગિક રંગસૂત્રો,সেক্সক্রোমোজোম
ઉછેર,লালনপালন
હેક્સાડેસિમલ,হেক্সাডেসিমেল
ઠંડી નિષ્ક્રિયતા,ঠান্ডা সুপ্ততা
ઉચ્ચ ઘનતા વાવેતર,উচ্চ ঘনত্ব রোপণ
1. પિંડલક 2. ટેકરી (ડાંગર),1. পিন্ডলক 2. পাহাড় (ধান)
હિસ્ટોગ્રામ,হিস্টোগ্রাম
ઉચ્ચ તકનીકી બાગાયત,উচ্চ প্রযুক্তির উদ্যানপালন
1. દહીં 2. મધપૂડો,1. দই 2. মৌচাক
1. નીંદણ 2. નીંદણ,1. আগাছা 2. আগাছা
હોલ્ડિંગ,ধারণ
ખાનગી ફાર્મ,ব্যক্তিগত খামার
હોમિયોસ્ટેસિસ,হোমিওস্টেসিস
વતન,স্বদেশ
એકરૂપતા,একজাতীয়তা
1. સજાતીય 2. સજાતીય,1. সমজাতীয় 2. সমজাতীয়
સહાનુભૂતિશીલ,সহানুভূতিশীল
સજાતીય,সমজাতীয়
1. ઘુર્લિકા 2. ખાદ્યપદાર્થો 3. હાપર,1. খুরিকা 2. খাদ্য পাত্র 3. হ্যাপার
1. સ્તર 2. ક્ષિતિજ,1. স্তর 2. দিগন্ত
બાગાયતી પાક,উদ্যান ফসল
1. બાગાયત 2. બાગાયત 3. બાગાયત 4. બાગાયત,1. হর্টিকালচার 2. হর্টিকালচার 3. হর্টিকালচার 4. হর্টিকালচার
