Hindi,Gujarati
अपहित,ગેરફાયદા
"असहमत होना, असहमति",અસંમત થવું
नामंजूर,અસ્વીકાર
निरनुमोदन,અસ્વીકાર
विपदा,આપત્તિ
विपदा प्रबंधन,આપત્તિનું સંચાલન
"तोड़ देना, भंग करना",વિખેરી નાખવું
संवितरण,વિતરણ
"अलग करना, हटा देना, निकाल देना, व्यक्‍त करना",કા discી નાખવા
"निर्वहन, पालन, ऋण उन्मोचन, सेवा-मुक्‍ति, कार्य-मुक्‍ति, छुट्‌टी",રજા
छुट्टी की पर्ची,-નાગરી કાપલી
अनुशासनिक कार्रवाई,શિસ્તબદ્ધ પગલાં
अनुशासनिक प्रकिया,શિસ્તબદ્ધ કાર્યપદ્ધતિ
अनुशासन,શિસ્ત
"दावा छोड़ना, दावा त्यागना, अस्वीकार करना",રાજદ્રોહ
"प्रकटन, प्रकटीकरण",જાહેર કરવું
असंतोष,અણબનાવ
"समापन, समाप्ति, रोक",અસંગત
"बंद करना, रोकना, समाप्त करना",બંધ કરવું
"अनबन, मतभेद",અસંગત
"बट्टा, छूट",છૂટ
"खोजना, पता लगाना",શોધવું
"अविश्‍वसनीय मानना, साख गिराना",અણીદાર
विसंगति,અસંગતિ
विवेक,વિવેક
विवेकानुदान,વિવેકાધીન
विवेकाधिकार,વિવેકાધિકાર
"भेदभाव, विभेद",ભેદભાવ
"विचार-विमर्श, चर्चा, बहस",ચર્ચા
बेईमान,અપ્રમાણિક
"अस्वीकार करना, नकारना, अनादर करना",અપરાધ
विघटन,વિઘટન
डिस्क,ઝૂંપડી
"विस्थापन, विस्थानन, अस्तव्यस्त हो जाना",વિઘટન
निष्ठाहीन,બેભાન
"पदच्युत करना, बरख़ास्त करना, खारिज करना",નાબૂદ કરવું
"पदच्युति, बरख़ास्तगी",બરતરફ
बरख़ास्तगी प्रकिया,રોકી કાર્યવાહી
"आज्ञा न मानना, अवज्ञा करना",અનાદર કરવો
"अव्यवस्था, गड़बड़ी, शांति भंग",અવ્યવસ્થા
अव्यवस्थित करना/होना,ગોટાળો
असमानता,તફાવત
प्रेषण अनुभाग,રવાનગી અનુભાગ
परिहार्य,વિઘટનક્ષમ
"विसर्जित होना, तितर-बितर करना या होना",વિખેરી નાખવું
विस्थापित,અપશુકવિક
"सज्जा, सजावट, प्रदर्शन, प्रदर्शित करना",પ્રદર્શન
"अप्रसाद, नाखुशी",નારાજી
"निपटान, निवर्तन, व्ययन",નિકાલ
"निपटाना, बेचना",નિકાલ
"प्रवृत्‍ति, स्वभाव",સ્વભાવ
"बेकब्ज़ा करना, कब्जा छीनना",નિકાલ
"विवाद, झगड़ा",વિવાદ
निरर्हता,ગેરલાયકાત
अवहेलना,ઉપેક્ષા
"विच्छिन्नता, बाधा, भंग, भंग करना",ભંગાણ
असंतोष,અસંતોષ
"विमति, विसम्मति",જુલમ કરવું
"अपकार, कुसेवा",વિધ્વંસ
"वियोजित करना, असंबद्‌ध होना, अलग होना",વિખેરી નાખવું
"भंग, विघटन",વિચ્છેદ
"विघटित करना, भंग करना",વિસર્જન કરવું
दूरस्थ अधिगम,અંતર શિક્ષણ
"मद्‌य निर्माणशाला, आसवनी",નિસ્યંદન
"भिन्न, अलग, सुभिन्न, सुस्पष्‍ट, सुव्यक्‍त",અલગ
"भेद करना, विशिष्‍टता पाना",ભેદ પાડવો
"विकृति, तोड़-मरोड़",વિકૃતિ
"विपत्‍ति, कष्‍ट",તક
"वितरण करना, बाँटना",વહેચણી
"वितरण, बंटन",વિતરણ
"जिला, जनपद",જિલ્લો
"डिस्ट्रिक्टसेंटर, व्यावसायिक केंद्र, जिला केंद्र, प्रधान केंद्र",જિલ્લા કેન્દ્ર
"उपद्रव, गड़बड़ी, अशांति, बाधा",ખલેલ
"यथोपरि, जैसे ऊपर",બેવકૂફ
"विषयांतर, पथांतर, पथांतरण, अपयोजन",માર્ગાન્તર
लाभांश,ડિવિડન્ડ
"प्रभाग, मंडल, डिवीजन, विभाजन, श्रेणी, डिवीजन",ભાગ
"तलाक़, विवाह-विच्छेद, तलाक़ देना, विवाह-विच्छेद करना",છૂટાછેડા
डॉकेट,ડોકેટ
"डॉक्टर, चिकित्सक",ડોક્ટર
"दस्तावेज़, प्रलेख",દસ્તાવેજ
दस्तावेजी साक्ष्य,દસ્તાવેજી પુરાવો
"प्रलेखीकरण, प्रलेखन",દસ્તાવેજીકરણ
अधिवास,વસાહત
अधिवास प्रमाणपत्र,વસવાટી પ્રમાણપત્ર
"प्रभावी, प्रबल, प्रधान",પ્રભુત્વપૂર્ણ
"दान, संदान, चंदा",દાન
"डोसियर, खरीता",ડોળ
संदिग्ध,શંકાસ્પદ
क्रमवेशन,કબૂતર
अवनयन,ગાળો
"दस्ता, टुकड़ी, ड्राफ्ट, प्रारूप, मसौदा",મુસદ્દો
उत्‍तर का मसौदा,મુસદ્દો
कठोर उपाय,સખત માપ
"आहरण, निकालना, काटना, चैक लिखना",ખેંચાણ
"चेक काटने वाला, लेखीवाल, आहरणकर्ता, दराज",દોરડું
"ड्राइंग, रेखाचित्र, आहरण",ચિત્ર
"अनावृष्‍टि, सूखा",દુકાળ
निर्लाभ पदोन्नति,ભાંગી બ promotionતી
"दोहरा प्रभार, दोहरा कार्यभार",બેવડી ખર્ચ
दोहरी नागरिकता,દ્વિ નાગરિકતા
"देय, प्राप्य, नियत",યોગ્ય
सम्यक् तत्परता,કારણે ખંત
देय राशि,લેણું
"विधिवत, यथाविधि",યથાર્થ
"दूसरी प्रति, अनुलिपि",નકલ કરવી
"अवधि, मियाद",સમયગાળો
दबाव,બળજબરી
"ड्यूटी, कर्तव्य, कार्य, काम, शुल्क",ફરજ
ड्यूटी भत्‍ता,ફરજિયાત ભથ્થું
ड्यूटी चार्ट,ફરજ -ચાર્ટ
इतर कार्यार्थ छुट्टी,ફરજની રજા
ड्यूटी कक्ष,ફરજ -ખંડ
मृत्युकालिक कथन,મરણ
गतिकी,ગતિશાસ્ત્ર
उद्‌दिष्‍ट करना,નિર્ધારિત કરવું
अर्जित छुट्टी,મળેલ રજા
"अर्जन, कमाई",કમાણી
पर्यावरण-अनुकूल,પર્યાવરણમિત્ર એવી
पारिस्थितिकी,પરિસ્થિતિવિજ્ologyાન
"आर्थिक, अर्थशास्त्रीय",આર્થિક
"आर्थिक शोषण, आर्थिक संदोहन",આર્થિક શોષણ
अर्थव्यवस्था,અર્થતંત્ર
किफ़ायती श्रेणी,ઈકોનોમી વર્ગ
संपादन,સંપાદન
संस्करण,આવૃત્તિ
सम्पादकीय,સંપાદકીય
शिक्षा,શિક્ષણ
शैक्षिक कैरियर,શૈક્ષણિક કારકિર્દી
"शैक्षिक संस्थान, शिक्षा संस्थान",શૈક્ષણિક સંસ્થા
शैक्षिक अर्हता,શૈક્ષણિક લાયકાત
"प्रभाव, परिणाम",અસર
"प्रभावी, कारगर, वास्तविक",યોગ્ય
प्रभावी तिथि,અસરકારક તારીખ
मालमत्ता,અસુપ્રતિરોધ
प्रभावोत्पादकता,કાર્યપ્રધાન
"दक्षता, कार्यकुशलता",કાર્યક્ષમતા
दक्ष,કાર્યદક્ષ
बेदखली,હદ
"विस्तार से कहना, विशद",વિસ્તૃત
"बीतना, बीत जाना",સમય
निर्वाचित प्रतिनिधि,ચૂંટાયેલા પ્રતિનિધિ
"निर्वाचन, चुनाव",ચૂંટણી
"निर्वाचक मंडल, इलैक्टोरल कॉलेज",મતદાર કોલેજ
"निर्वाचक मंडल, निर्वाचन क्षेत्र",મતદાર
विद्‌‌युतीकरण,વીજળીકરણ
इलेक्ट्रॉनिक संचार माध्यम,વીજ માધ્યમ
प्रारंभिक,પ્રારંભિક
पात्रता,પાત્રતા
पात्रता परीक्षण,યોગ્યતા કસોટી
"निकाल देना, विलोपन",દૂર કરવું તે
वाक्-पटुता,છટણી
उलझन में डालना,શરમજનક
ग़बन,ઉચાપત
संप्रतीक,મુદ્રા
उभरी मुहर,એમ્બ os સિંગ સીલ
"आपात, आपात काल",કટોકટી
आपात राहत,કટોકટી રાહત
आपातिक,ઉત્તરાધિકાર
उत्प्रवासन,વિવાદ
परिलब्धियां,મળતકામ
नामिका बनाना,દાન
परानुभूति,સહાનુભૂતિ
"नियोजित करना, सेवायोजित करना, प्रयोग करना, काम में लाना",નોકરીમાં રાખવું
कर्मचारी,કર્મચારી
कर्मचारी सहभागिता,કર્મચારીની સહભાગિતા
कर्मचारी अंशदान,કર્મચારી ફાળો
कर्मचारी भविष्य निधि,કર્મચારીનું પ્રોવિડન્ટ ફંડ
नियोक्‍ता,નિયોક્તા
"रोज़गार, सेवायोजन",રોજગાર
रोज़गार कार्यालय,રોજગાર
रोज़गार सूचना,રોજગાર -નોટિસ
रोज़गार कार्यालय,રોજગાર કચેરી
सशक्‍त करना,સત્તા આપવી
सशक्तीकरण,શક્તિ
"अधिनियम बनाना, अधिनियमित करना",કાયદો ઘડવો
अधिनियमन,કાયદા
एक साथ,Bloc
"भुनाना, नकदीकरण",બંધ કરવું
"साथ लगाना, अनुलग्न करना",બંધ કરવું
"उत्साहन, उत्साहवर्धन",પ્રોત્સાહન
"अधिक्रमण, अतिक्रमण",અતિક્રમણ
"भारग्रस्तता, देयता-भार",સસલા
"पृष्‍ठांकन करना, समर्थन करना",શેરો
अक्षय निधि,દેણગી
अंतिम उत्पाद,અંતનું ઉત્પાદન
ऊर्जा,શક્તિ
प्रवर्तन कराना,દબાણ
"लगाना, नियुक्‍त करना",સંલગ્ન કરવું
"वृद्‌धि, बढोतरी",વૃદ્ધિ
आदेश देना,આદેશ આપવો
सामूहिक रूप से,અહંકાર
"पूछताछ, जांच",તપાસ
"भर्तीकरना, भर्तीहोना",નોંધણી કરવી
"भर्ती, नामांकन",નોંધણી (= નોંધણી)
नामांकन संख्या,પ્રવેશ -નંબર
मार्ग में,Enrંચું કરવું
आगामी,આગામી
"आश्‍वस्त करना, सुनिश्‍चित करना",ખાતરી કરવી
"दर्ज करना, प्रविष्‍टि करना",પ્રવેશ
उद्‌यम,સાહસ
"मनोरंजन करना, ग्रहण करना",મનોરંજન કરવું
"मनोरंजन, सत्कार",મનોરંજન
"हक़दार होना, हक़दार बनाना",હકદાર બનાવવું
हक़दार,હકદાર
हक़दारी,હકદાર
प्रवेश,પ્રવેશદ્વાર
प्रवेशी,પ્રવેશદ્વાર
"प्रविष्‍टि, इंदराज, प्रवेश",પ્રવેશ
प्रवेश स्तर का कार्य,પ્રવેશ સ્તરનું કામ
"गणना, गिनना",ગણવું તે
पर्यावरण,વાતાવરણ
दूत,દૂત
महामारी,મહામારી
सार,સાર
"समता, समानता",સમાનતા
संतुलन,સંતુલન
उपस्कर,સામાન
"साम्या, इक्विटी",સમાનતા
"तुल्य, समतुल्य, समानार्थी",સમાન
द्‌‌वि-अर्थक,સમૃદ્ધ
उन्मूलन करना,નાબૂદ કરવું
शुद्‌धि-पत्र,ભંડાર
"त्रुटि, भूल, ग़लती",ભૂલ
स्वतः वृद्‌धि,વધારાનું કામ
अनुरक्षक,ક escંગર
अनिवार्य,આવશ્યક
स्थापना,સ્થાપના
"प्राक्कलन, आंकना, अनुमान",અંદાજ
अनुमानित लागत,અંદાજિત ખર્ચ
"नीतिशास्त्र, आचार नीति",શિશ્મિક
शिष्‍टाचार,શિષ્ટાચાર
निष्क्रमण,ખાલી કરાવવું તે
"अपवंचन करना, टालना",ટકી રહેવું
मूल्यांकन,મૂલ્યાંકન
समसंख्या,બેકી સંખ્યા
संभावित,સંભવિત
बेदख़ली,હદ
"साक्ष्य, सबूत",પુરાવો
विकसित करना,વિકસિત થવું
"यथार्थ, बिल्कुल ठीक, निश्‍चित",ચોક્કસ
परीक्षा,પરીક્ષા
परीक्षार्थी,પરીક્ષક
परीक्षक,પરીક્ષક
उदाहरण,ઉદાહરણ
उत्खनन,ખોદકામ
"अत्युत्‍तम, उत्कृष्‍ट",ઉત્તમ
अपवाद,અપવાદ
"अपवादात्मक, असाधारण",અસાધારણ
"अति, अधिकता",વધારાની
विनिमय,વિનિમય
राजकोष,સરકારી ખજાનો
उत्पाद शुल्क,આબકારી (= આબકારી ફરજ)
"अपर्वजित करना, निकालना",બાકાત રાખવું
अनन्य,વિશિષ્ટ
"माफ़ करना, क्षमा करना, बहाना",માફી
"निष्पादन करना, कार्यान्वित करना",અમલમાં મૂકવું
"कार्यपालिका, कार्यपालक, कार्यप्रबंधक, कार्यकारिणी",કારોબારી
कार्यकारिणी समिति,કારોબારી સમિતિ
कार्यपालक शक्‍ति,કારોબારી સત્તા
"अधिकारी वर्ग, कार्यपालक वर्ग",અધિકારીઓ
कार्यपालक स्टॉफ,કારોબારી કર્મચારી
"छूट देना, छूट-प्राप्त",મુક્તિ
छूट,મુક્તિ
"प्रयोग, प्रयोग करना",કસરત
"अनुग्रहपूर्वक, अनुग्रही",ભૂતપૂર્વ ગ્રેટિયા
अनुग्रही अदायगी,પૂર્વ-ગ્રેટિયા ચુકવણી
नि:शेष करना,અઘોષ
सर्वांगीण,નિષ્ઠુર
"प्रदर्श, प्रदर्शित करना",પ્રદર્શિત કરવું
तात्कालिक आवश्यकता,ઉગાડવી
आयात-निर्यात नीति,એકમંત્રી નીતિ
"निर्गम, निकास, निकास द्‌वार, बहिगर्मन द्‌वार",બહાર નીકળવું
बहिगर्मन साक्षात्कार,બહાર નીકળતા મુલાકાત
बहिर्गमन नीति,બહાર નીકળો નીતિ
निर्गम मतानुमान,એક્ઝિટ પોલ
पदेन,અપરિપક્વ
माफी देना,નિર્દોષ કહેવું
"विस्तार, प्रसार",વિસ્તરણ
एकपक्षीय,એકપક્ષી
"देश-निकाला, देश निष्कासन, देशत्याग, देश निष्‍ठा-त्याग",દેશનિકાલ
"समीचीन, कार्यसाधक",યોગ્ય
शीघ्र कार्रवाई करना,જલદી કરવી
"निकाल देना, निष्कासित करना",હાંકી કાelવું
"व्यय, ख़र्च",ખર્ચ
अनुभव,અનુભવ
"प्रयोग, परीक्षण",પ્રયોગ
विशेषज्ञ,નિષ્ણાત
समाप्‍ति,સમાપ્તિ
समाप्ति तिथि,અંતિમ તારીખ
"व्याख्या, स्पष्‍टीकरण",સમજૂતી
स्पष्‍ट,સ્પષ્ટ
"शोषण, समुपयोजन",શોષણ
"खोज करना, पता लगाना",અન્વેષણ કરવું
विस्फोट,વિસ્ફોટ
निर्यात,નિકાસ
कार्योत्‍तर,ભૂતપૂર્વ
"एक्सप्रेस, तुरंत, अभिव्यक्‍त करना, व्यक्‍त करना",સ્પષ્ટ
"अभिव्यक्‍ति, वाक्यांश, पद",અભિમાન
निष्कासन,હાંકી કાulsionવું
"निकालना, हटा देना",કા expી નાખવું
"बढ़ाना, विस्तार करना",વધારવું
"विस्तार, सीमा",હદ
"बाह्‌य, विदेशी, विदेश",બાહ્ય
ऐंठना,મુકાબલો
अतिरिक्‍त,વધારે
उद्‌धरण,અર્ક
असाधारण,અસાધારણ
"फि़जूलख़र्च, अपव्ययी",ઉડાઉ
"अतिवादी, उग्रवादी",ઉગ્રતાવાદી
बहिर्मुखी,બહિર્મુખ
"प्रत्यक्ष साक्षी, चश्मदीद गवाह",ચોખ્ખા સાક્ષી
"गढ़ना, निर्माण करना",રચના કરવી
अंकित मूल्य,ફેસ વેલ્યુ
सुकर बनाना,સરળતા કરવી
सुविधा,સગવડ
"अनुलिपि, प्रतिकृति",પ્રેક્ષય
तथ्य,હકીકત
"गुटबंदी, गुटवाद",જૂથબંધી
कारक,પરિબળ
"कारख़ाना, निर्माणी, फ़ैक्टरी",કારખાનું
"तथ्यपूर्ण, तथ्यात्मक",વાસ્તવિક
"संकाय, शिक्षण स्टाफ, शक्‍ति",શક્તિ
"असफल होना, चूकना, अनुत्‍तीर्ण होना, दिवालिया हो जाना",નિષ્ફળ થવું
"स्वच्छ, उचित, निष्पक्ष, पर्याप्त, साधारण, मेला",ન્યાયી
"विश्‍वास, आस्था",વિશ્વાસ
"नकली, जाली",બનાવટી
"परिवार, कुटुंब",કુટુંબ
"अकाल, दुर्भिक्ष",દુકાળ
किराया,ભાડું
विदाई,વિદાય
"खेती, कृषि",ખેતી
थकान,થાક
"दोष, चूक, त्रुटि",દોષ
"अनुग्रह, कृपा, पक्षपात",તરફેણ
साध्यता,શક્યતા
परिसंघ,સંઘ
"शुल्क, फ़ीस",ફી
"पुनर्भरण, प्रतिपुष्‍टि",ફીડ પાછું ખવડાવવું
"भाव, अनुभूति, भावना, संवेदन",લાગણી
बधाई देना,બલિદાન
"साथी, अध्येता, अधिसदस्य",સાથી
"अध्येतावृत्‍ति, अधिसदस्यता",ધર્મનત્વ
"स्त्री, महिला",સ્ત્રી
"उपजाऊ, उर्वर",ફળદ્રુપ
कल्पित,બનાવટી
निष्ठा,વફાદારી
क्षेत्र,ક્ષેત્ર
"अंक, आकृति",આંકડો
"फ़ाइल, मिसिल, संचिका, फ़ाइल करना, दाखि़ल करना",ફાઈલ
"मिसिलबंदी, फ़ाइल करना",ફાઈલિંગ
"फि़ल्म, चलचित्र",ફિલ્મ
अंतिम,અંતિમ
"वित्‍त, वित्‍त पोषण करना",ફાઇનાન્સ
"वित्‍तीय, वित्‍त संबंधी",નાણાકીય
वित्‍तपोषक,નાણાંકીય
निष्कर्ष,તારણ
जुर्माना,દંડ
ललित कलाएँ,કલાક્ષેત્ર
अंगुली-छाप,આંગળીની છાપ
तैयार माल,તૈયાર માલ
"आग, नौकरी से निकालना",આગ
"गोलीकांड, गोली चलाना, गोली चलना",ફાયરિંગ
"फ़र्म, व्यवसाय-प्रतिष्ठान",મક્કમ
प्रथम उपचार,પ્રાથમિક સારવાર
"प्रथम श्रेणी, उत्‍तम",પ્રથમ વર્ગ
प्रथम श्रेणी,પ્રથમ વિભાગ
"प्रथम सूचना रिपोर्ट, प्राथमिकी",પ્રથમ માહિતી અહેવાલ
राजकोषीय,નાણાકીય
"मात्स्यकी, मत्स्य पालन, मत्स्य उद्‌योग, मत्स्य क्षेत्र",મત્સ્યઉદ્યોગ
"योग्य, उपयुक्‍त, स्वस्थ",યોગ્ય
"उपयुक्‍तता, योग्यता, स्वस्थता",યોગ્યતા
"निर्धारित करना, नियत करना, स्थिर करना",સ્થિર કરવું
"निर्धारण, नियतन",નિર્ધારણ
"स्थिर, बद्‌ध, निश्‍चित, नियत",નિશ્ચિત
"पताका, ध्वज",ધ્વજ
"पट्टी, फ़्लैप",ફફડાટ
"सपाट, एक समान, फ़्लैट",ફ્લેટ
बेड़ा,કાફલો
लचीलापन,લવચીકતા
"फ़्लाइट, उड़ान",ઉડ્ડયન
बाढ़ राहत,પૂરથી રાહત
"सदन, मंच, फ़र्श, तलमंजि़ल",માળા
प्रवाह,પ્રવાહ
"घट-बढ़, उतार-चढ़ाव",વધઘટ
"गर्भनाश, गर्भनाशी, भ्रूण हत्या",ગર્ભપાત
फ़ोल़्डर,ફોલ્ડર
"जुज, फ़ोलियो, पन्ना",ફોલિયો
"अनुसरण करना, पीछा करना, पालन करना, समझना",અનુસરવું
"निम्नलिखित, नीचे लिखा, नीचे दिया, के बाद",અનુયાયી
अनुगामी,અનુયાયી
उकसाना,ઉશ્કેરવું
पाद टिप्पणी,પગની નોંધ
"बेगार, बलात् श्रम",જાડુ મજૂર
पूर्वानुमान,આગાહી
पूर्व विचारित परिणाम,પૂરેપૂરી નિષ્કર્ષ
"विदेशी, बाह्‌य",વિદેશી
फ़ोरमैन,ફોરમેન
"पूर्वाह्‌न, दोपहर से पहले",પૂર્વવ્યાપી
दूरदर्शिता,અગમચેતી
प्राक्कथन,પૂર્વાધિકાર
"खो देना, ज़ब्त करना",જપ્ત કરવું
जाली,બનાવટી
जालसाजी,બનાવટી
"फॉर्म, प्रपत्र, रूप",ફોર્મ
औपचारिक,વિધિસર
"संरूप, फ़ार्मेट",અનુરોધ
"पहला, पूर्व, पूर्ववर्ती",ભૂતપૂર્વ
सूत्र,સૂત્ર
तत्काल,તરત
"अग्रेषित करना, अग्रवर्ती",આગળ વધવું
अग्रेषण पत्र,રવાના -પત્ર
"नींव, आधार, प्रतिष्ठान",પાયો
"खंड, अंश",અપૂર્ણાંક
"मताधिकार, नामाधिकार",મતાધિકાર
कपट,છેતરપિંડી
"नि:शुल्क, मुक्‍त, स्वतंत्र",મુક્ત
कौलित करना,સ્થિર કરવું
"भाड़ा, माल",નૂર
बारंबारता,આવર્તન
ईंधन,બળતણ
"पूरा पैमाना, पूर्ण",સંપૂર્ણ પાયો
"प्रकार्य, कृत्य, समारोह",કાર્ય
"निधि, कोष",ભંડોળ
कट्‌टरवाद,કટ્ટરવાદ
"प्रस्तुत करना, देना, सज्जित करना, सजाना",સજ્જ કરવું
अगली कार्रवाई,આગળ ની કાર્યવાહી
लाभकारी रोजगार,લાભદાયી રોજગાર
लाभदायक पेशा,લાભદાયી વ્યવસાય
"गेट पास, प्रवेश-पत्र",દ્વાર -પાસ
राजपत्रित,રાજપત્રિત
राजपत्रित अवकाश,રાજપત્રિત રજા
"साधारण, सामान्य, सार्वजनिक, आम, जनरल, प्रधान, महा-",સામાન્ય
सामान्य प्रशासन,સામાન્ય વહીવટ
"साधारण निकाय, साधारण सभा",સામાન્ય સંસ્થા
"आम चुनाव, आम निर्वाचन",સામાન્ય ચુંટણી
"आमसभा, साधारण बैठक",સામાન્ય બેઠક
"सामान्य चलन, सामान्य प्रथा",સામાન્ય પ્રથા
सामान्य प्रक्रिया,સામાન્ય કાર્યપદ્ધતિ
सामान्य नियम,સામાન્ય નિયમ
सामान्य वार्ड,સામાન્ય વોર્ડ
"पीढ़ी, जनन",નિર્માણ
"प्रतिभा, प्रतिभाशाली, प्रकृति",પ્રતિભાશાળી
"प्रामाणिक, यथार्थ, वास्तविक, सच्चा, सही",વાસ્તવિક
उपहार,ભેટ
सार,સારાંશ
"विश्‍वव्यापी टेंडर, वैश्‍विक निविदा",વૈવિધ્ય
"परिभाषा कोश, शब्द-संग्रह, शब्दावली",ગ્લોસરી
लक्ष्य,ધ્યેય
गोदाम,નીચે જાઓ
स्वर्णिम विदाई,ગોલ્ડન હેન્ડશેક (= ગોલ્ડન પેરાશૂટ)
अच्छा,સારું
सदाचरण,સારી વર્તણૂક
सद्‍भाव,સદ્ભાવના
मध्यस्थता,સારા અધિકારીઓ
"सुनाम, सदिच्छा, सद्‍भावना",શુભેચ્છા
शासन करना,શાસન કરવું
शासन,શાસન
"सरकार, शासन",સરકાર
भारत सरकार,ભારત સરકાર
भारत सरकार समुद्‍यम,ભારત સરકારની ચિંતા
भारत सरकार का उपक्रम,ભારત સરકાર
राजकीय मुद्रणालय,સરકારી દબા
सरकारी कर्मचारी आचरण नियमावली,સરકારી કર્મચારીઓ
सरकारी सेवा,સરકારી સેવા
"श्रेणीकरण, पदक्रम",ક્રમ
"पदक्रम, ग्रेड, श्रेणी",દરજ્જો
"श्रेणीकरण, श्रेणी-निर्धारण",ક્રમ
स्नातक,સ્નાતક
क्रमवर्धी मजदूरी,ક્રમશ wages
स्नातक प्रशिक्षणार्थी,સ્નાતક તાલીમાર્થી
"घूस, रिश्‍वत",કલમ
कुलयोग,કુલ સરવાળો
"अनुदान, स्वीकार करना, प्रदान करना",અનુદાન
सहायता अनुदान,સહાયક અનુદાન
अपुष्‍ट समाचार,દ્રાક્ષ
"ग्राफ़, आलेख",ગ્રાફ
हस्तलेख विज्ञान,આવરણ
"कृतज्ञ, आभारी",આભારી
उपदान,સ્નાયુ
नौसिखिया,લીલોતરી
"शुभकामना, बधाई, अभिवादन",અભિવાદન
"शिकायत, कष्‍ट",ફરિયાદ
"घोर, गंभीर",વ્યગ્ર
"सकल, घोर, भारी",કુલ
"सकल राशि, सकल रक़म",કુલ રકમ
घोर कदाचार,ભારે ગેરવર્તન
घोर प्रमाद,ગંભીર બેદરકારી
सकल लाभ,કુલ નફો
सकल राजस्व,કુલ આવક
सकल योग,એકંદર કુલ
निराधार,જમીનહીન
"भूमि का किराया, लगान",જમીન -ભાડું
"आधार, मूल कारण",મેદાન
"समूह, वर्ग, दल, टोली",સમૂહ
"वर्गीकरण और कोटीकरण, समूहन और पदक्रमण",જૂથબદ્ધ અને ગ્રેડિંગ
"गारंटी, प्रत्याभूति",બાંયધરી
"गारंटीकर्ता, प्रत्याभूतिदाता",બાંયધરી આપનાર
"गार्ड, रक्षक",ચોકી
गार्ड फ़ाइल,ગાર્ડ ફાઈલ
अभिभावक,ખલી
अतिथिगृह,મહેમાનો
"गाइड, (व्यक्‍ति) मार्गदर्शक, मार्गदर्शिका, परिदर्शक",માર્ગદર્શન
"मार्गदर्शन, दिशा-निर्देश",માર્ગદર્શન
"अपराध, दोष",અપરાધ
"स्वभाव, आदत, अभ्यास",આદત
"आदी, अभ्यस्त, आदतन",રોજનું
आधी छुट्टी,અર્ધ-રજા
"आधा वेतन, अर्ध वेतन",અર્ધ -પગાર
"हॉल, शाला",સગીર
विराम,અટકાવવું
"हस्तलेख, लिखावट, कर्मचारी",હાથ
"परचा, इश्तहार",હાથ ધરવામાં આવેલું
"पुस्तिका, गुटका",પુસ્તિકા
बाधा,હાથો
"संभालना, दस्ता, हत्था",હાથ ધરવું
हथकरघा,હાથસાળ
"छोटा-सा, सुविधाजनक",હાથવાળું
सौंपना,હાથ
हस्तलेख,હસ્તાક્ષર
"उत्पीड़न, परेशानी",પરેશાની
बंदरगाह,બંદર
"कड़ी मेहनत, कठोर श्रम",સખત મજૂરી
"यंत्रसामग्री, हार्डवेयर",હાર્ડવેર
"मेहनती, परिश्रमी",ખુબ મહેનતું
ढुलाई,શરણાગતિ
फेरीवाला,ઝાડો
"संकट, खतरा, जोखिम",જોખમ
"प्रधान, प्रमुख, मुखिया, शीर्ष, मद",વડા
प्रधान कार्यालय,મુખ્ય કાર્યાલય
मुख्यालय,મથક
स्वास्थ्य प्रमाणपत्र,આરોગ્ય પ્રમાણપત્ર
सुनवाई,સુનાવણી
सुनी-सुनाई,સુનાવણી
भारी वाहन,ભારે વાહન
वारिस,વારસ
रुका हुआ,ઉપર રાખવામાં
इसके साथ,આની સાથે
"दाय, विरासत",ધરોહર
"पदानुक्रम, सोपानिकी",હાયરાર્કી
उच्चतर प्राधिकारी,ઉચ્ચ અધિકારી
उच्च कोटि,ઉચ્ચ ગુણ
उच्च स्तरीय,ઉચ્ચ સ્તર
उच्च स्तरीय निर्णय,ઉચ્ચ કક્ષાના નિર્ણય
"मुख्य-मुख्य बातें, प्रमुख आकर्षण, मुख्य विशेषताएं, मुख्य समाचार",વિશેષતા
उच्चाधिकारी,ઉચ્ચ અધિકારી
उच्च प्राथमिकता,ઉચ્ચ પ્રાચીન
"हाई स्कूल, उच्च विद्‌यालय",ઉચ્ચ શાળા
"हिंदी रूपांतर, हिंदी अनुवाद",હિંદી સંબોધન
"भाड़ा, भाड़े पर लेना",ભાડે રાખવું
"काम पर रख़ना, भाड़े पर लेना",ભાડે લેનાર
इतिवृत्‍त,ઇતિહાસ -પત્ર
"जमाखोरी, विज्ञापन पट्ट",સંગ્રહખોરી
"धारण, जोत, शेयर पूंजी, धारित राशि",યજમાન
अवकाश,રજા
श्रद्‍धांजलि,શ્રદ્ધાંજલિ
गृह,ઘર
मानव-वध,મનુષ્ય
ईमानदार,નિખાલસ
मानदेय,સન્માન
मानद,માનદ
"सम्मान, सम्मान करना, प्रतिष्‍ठा, सकारना",સન્માન
"छात्रावास, आवास, होस्टल",છાત્રાલય
"विरोधी, शत्रुतापूर्ण",પ્રતિકૂળ
मकान किराया,મકાન ભાડું
मकान किराया भत्‍ता,મકાન ભાડા ભથ્થું
गृहकर,ઘરવેરો
"आवासन, आवास",આવાસ
"आवास सोसाइटी, हाउसिंग सोसाइटी",આવાસન મંડળી
हल्ला,રંગ
"मानवोचित, सहृदय, दयालुतापूर्ण, सहृदयता पूर्ण",મનદુ
