Malayalam,Bengali
ഒന്നിടവിട്ടുള്ള സാധ്യത,বিকল্প সম্ভাবনা
"ആൾട്ടർനേറ്റർ, ആൾട്ടർനേറ്റർ","বিকল্পকারী, বিকল্পকারী"
സ്വദേശത്തേക്ക് അയയ്ക്കൽ,প্রত্যাবাসন রেমিট্যান্স
ആൾട്ടിമീറ്റർ,altimeter
ആൾട്ടിമീറ്റർ,altimeter
ആൾട്ടിമീറ്റർ നിയന്ത്രണ ഉപകരണങ്ങൾ,altimeter নিয়ন্ত্রণ সরঞ্জাম
ഉയരത്തിന്റെ ആവൃത്തി ഗ്രാഫ്,উচ্চতা ফ্রিকোয়েন্সি গ্রাফ
ആൾട്ടിമെട്രി,অলটাইমেট্রি
"ഉയരം, ഉയരം, ഉയരം, ഉയരം","উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা"
ഉയരത്തിലുള്ള പ്രതിരോധം,উচ্চতা প্রতিরোধের
"ഉയരം പ്രഭാവം, ഉയരം പ്രഭാവം","উচ্চতা প্রভাব, উচ্চতা প্রভাব"
ഉയരം സ്കെയിൽ,উচ্চতা স্কেল
ഉയരം സിഗ്നൽ,উচ্চতা সংকেত
എലവേഷൻ ചാർട്ട്,উচ্চতা চার্ট
ഗണിത ലോജിക് യൂണിറ്റ്,গাণিতিক যুক্তি ইউনিট
Vartsya പാചകക്കുറിപ്പുകൾ,Vartsya রেসিপি
മോണോഫോക്കസ് ലെൻസ്,মনোফোকাস লেন্স
ഏകോപിപ്പിക്കുക,amaget স্থানাঙ্ক
ഭരണം,amaget নিয়ম
അംഗേറ്റ് യൂണിറ്റ്,আমগেট ইউনিট
അമാഗേറ്റ് ലഡാക്ക് നിയമം,ইমেজেট লাদাক শাসন
പ്രതിഫലന ആന്റിന,প্রতিফলন অ্যান্টেনা
മോണോഫോക്കസ് ലെൻസ്,মনোফোকাস লেন্স
അൺപ്രൊഫഷണൽ ബാൻഡ്,অপেশাদার ব্যান্ড
വാണിജ്യ റേഡിയോ ആശയവിനിമയം,বাণিজ্যিক রেডিও যোগাযোগ
"ആംബർ, കഹരുവ, ആംബർ, ആംബർ","অম্বর, কাহারুয়া, অম্বর, অম্বর"
ആംബിയന്റ് ഫ്യൂസ്,পরিবেষ্টিত ফিউজ
ആംബിയന്റ് ലൈറ്റ്,পরিবেষ্টিত আলো
ആംബിയന്റ് ലൈറ്റ് ഫിൽട്ടർ,পরিবেষ্টিত আলো ফিল্টার
ആംബിയന്റ് ശബ്ദം,পরিবেষ্টিত শব্দ
അക്കോസ്റ്റിക് ശബ്ദശാസ്ത്രം,শাব্দিক ধ্বনিবিদ্যা
ദ്വിധ്രുവ വ്യാപനം,দ্বিপোলার প্রসারণ
രൂപരേഖ,রূপরেখা
മന്ദഗതിയിലുള്ള കേൾവി,দুর্বল শ্রবণশক্তি
അമ്ക്രോൺ,অ্যামিক্রন
അമ്മീറ്റർ,অ্যামিটার
ആന്റി കോയിൽ,বিরোধী কুণ্ডলী
ആമ്പിയർ നിയമം,অ্যাম্পিয়ার-ল
ആമ്പിയർ,অ্যাম্পিয়ার
ആമ്പിയർ-ബെന്റ്,ampere- বাঁক
ആമ്പിയർ നിയമം,অ্যাম্পিয়ার আইন
ആമ്പറോമീറ്റർ,অ্যাম্পেরোমিটার
ആമ്പിയർ സിദ്ധാന്തം,অ্যাম্পিয়ার উপপাদ্য
ആമ്പിയർ ടേൺ,অ্যাম্পিয়ার পালা
ആമ്പിയർ മണിക്കൂർ,অ্যাম্পিয়ার ঘন্টা
ആമ്പിയർ സമവാക്യം,অ্যাম্পিয়ার সমীকরণ
ആമ്പിയർ സിദ്ധാന്തം,অ্যাম্পিয়ার হাইপোথিসিস
ആമ്പിയർ രീതി,অ্যাম্পিয়ার পদ্ধতি
ആമ്പിയർ കറന്റ്,অ্যাম্পিয়ার কারেন্ট
ആമ്പറൈറ്റ് ട്യൂബ്,অ্যাম্পেরিট টিউব
നിലവിലെ ഒഴുക്ക്,বর্তমান প্রবাহ
ഉഭയജീവി അയോൺ,উভচর আয়ন
ആംപ്ലിഡിൻ,এমপ্লিডিন
ആംപ്ലിഡൈൻ ഡ്രൈവർ,এমপ্লিডাইন ড্রাইভার
ആംപ്ലിഫിക്കേഷൻ,পরিবর্ধন
ആംപ്ലിഫിക്കേഷൻ ഘടകം,পরিবর্ধন ফ্যাক্টর
"ആംപ്ലിഫയർ, ആംപ്ലിഫയർ*","পরিবর্ধক, পরিবর্ধক*"
വർധിപ്പിക്കുന്ന ശബ്ദം,amplifying গোলমাল
ആംപ്ലിഫൈയിംഗ് ഉപകരണങ്ങൾ,পরিবর্ধক সরঞ্জাম
ആംപ്ലിഫയർ klystron,পরিবর্ধক klystron
ആംപ്ലിഫയർ യൂണിറ്റ്,পরিবর্ধক ইউনিট
ആംപ്ലിഫിക്കേഷൻ സൂചിക,পরিবর্ধন সূচক
ആംപ്ലിട്രോൺ,amplitron
"ആംഗിൾ, അളവ്","কোণ, মাত্রা"
അളവ് ആഗിരണം ഗുണകം,মাত্রা শোষণ সহগ
ആംപ്ലിറ്റ്യൂഡ് കർവ്,প্রশস্ততা বক্ররেখা
വ്യതിരിക്തമായ അളവ്,মাত্রা স্বাতন্ত্র্যসূচক
അളവ് വക്രീകരണം,মাত্রা বিকৃতি
അളവ് വിതരണം,মাত্রা বিতরণ
ആംപ്ലിറ്റ്യൂഡ് ഡിഫ്യൂഷൻ,প্রশস্ততা বিস্তার
ആംപ്ലിറ്റ്യൂഡ് മൾട്ടിപ്ലയർ,প্রশস্ততা গুণক
മാനം ഹസ്സൻ,মাত্রা হাসান
ഡൈമൻഷൻ കീയിംഗ്,মাত্রা কীিং
ഡൈമൻഷൻ ലിമിറ്റർ,মাত্রা সীমাবদ্ধকারী
വ്യാപ്തി-മോഡുലേറ്റഡ്,প্রশস্ততা-মডুলেটেড
ആംപ്ലിറ്റ്യൂഡ് മോഡുലേഷൻ,প্রশস্ততা মড্যুলেশন
സാധാരണ വക്രതയുടെ അളവ്,স্বাভাবিক বক্রতার মাত্রা
അളവ് അനുപാതം,মাত্রা অনুপাত
വ്യാപ്തി അനുരണനം,প্রশস্ততা অনুরণন
വ്യാപ്തി പ്രതികരണ വക്രം,প্রশস্ততা প্রতিক্রিয়া বক্ররেখা
ഡൈമൻഷൻ സെപ്പറേറ്റർ,মাত্রা বিভাজক
അമേരിയോട്ടിക് സോൺ,অ্যামেরিওটিক জোন
അനുയോജ്യം,উপযুক্ত
അനലോഗ് ചാനൽ,এনালগ চ্যানেল
അനലോഗ് അക്ക കൺവെർട്ടർ,এনালগ-ডিজিট কনভার্টার
അനലോഗ് ട്രാൻസിസ്റ്റർ,এনালগ ট্রানজিস্টর
"അനലോഗ് സർക്യൂട്ട്, അനലോഗ് സർക്യൂട്ട്","এনালগ সার্কিট, এনালগ সার্কিট"
"അനലോഗ് കമ്പ്യൂട്ടർ, അനലോഗ് കമ്പ്യൂട്ടർ","এনালগ কম্পিউটার, এনালগ কম্পিউটার"
അനലോഗ് റെക്കോർഡിംഗ്,এনালগ রেকর্ডিং
അനലോഗ് സിഗ്നൽ,এনালগ সংকেত
അനുരൂപ-പിശക് തത്വം,কনফর্ম-ত্রুটি নীতি
"സാദൃശ്യം, സാദൃശ്യം, സാദൃശ്യം","সাদৃশ্য, উপমা, উপমা"
"അനലിസ്റ്റ്, അനലിസ്റ്റ്","বিশ্লেষক, বিশ্লেষক"
വിശകലനം പതിവ്,বিশ্লেষণ রুটিন
വിശകലനം,বিশ্লেষণ
ഡാറ്റ വിശകലനം,তথ্য বিশ্লেষণ
വിശകലന-സിന്തസിസ് ടെലിഫോൺ സിസ്റ്റം,বিশ্লেষণ-সংশ্লেষণ টেলিফোন সিস্টেম
വിശകലന സിഗ്നൽ,বিশ্লেষণাত্মক সংকেত
വിശകലന കീ,বিশ্লেষণাত্মক কী
അനലിറ്റിക്കൽ നൊട്ടേഷൻ രീതി,বিশ্লেষণাত্মক স্বরলিপি পদ্ধতি
നോൺ-പോയിന്റ് ലെൻസ്,অ-পয়েন্ট লেন্স
നോൺ-പോയിന്റ്,অ-বিন্দু
നോൺ-പോയിന്റ് ലെൻസ്,অ-পয়েন্ট লেন্স
astigmatism,দৃষ্টিভঙ্গি
അടിസ്ഥാന മൂല്യം,ভিত্তি মান
രജിസ്ട്രേഷൻ,নিবন্ধন
വാതിലും,এবং দরজা
andrade cringe,আন্দ্রে ক্রিংজ
ആൻഡ്രൂസ് ക്രിട്ടിക്കൽ പോയിന്റ് ടൂൾ,অ্যান্ড্রুস ক্রিটিক্যাল পয়েন্ট টুল
ആൻഡ്രൂസിന്റെ വിലക്ക്,অ্যান্ড্রুস নিষেধাজ্ঞা
നോൺ-അക്കോസ്റ്റിക്,অ শাব্দিক
അനുരണനമില്ലാത്ത ഫ്ലാറ്റ് സെൽ,অনুরণিত সমতল কোষ
അനുരണനമില്ലാത്ത സ്റ്റുഡിയോ,অনুরণিত স্টুডিও
വൈവിധ്യമാർന്ന ഇലാസ്റ്റിക് മെറ്റീരിയൽ,ভিন্নধর্মী ইলাস্টিক উপাদান
അസാധാരണമായ ഇലാസ്തികത,অস্বাভাবিক স্থিতিস্থাপকতা
"ഇലക്‌ട്രോണിക് അല്ലാത്ത, ചാലകമല്ലാത്ത","অ বৈদ্যুতিক, অ পরিবাহী"
കാറ്റ് ഗാൽവനോമീറ്റർ,বায়ু গ্যালভানোমিটার
കാറ്റ് വാൻ,বায়ু পাখা
"അനറോയിഡ്, ജലരഹിതം","aneroid, anhydrous"
ജലരഹിത ബാരോമീറ്റർ,নির্জল ব্যারোমিটার
ഉറക്കമില്ലാത്ത,নিদ্রাহীন
മാലാഖ,ফেরেশতা
ടാൻജന്റ് കോൺ,স্পর্শক কোণ
കോൺ,কোণ
ആംഗിൾ ഹാർവെസ്റ്റിംഗ് ഡിപ്രസർ,অ্যাঙ্গেল হার্ভেস্টিং ডিপ্রেসর
തിരിയുന്ന ആംഗിൾ,বাঁক কোণ
അടിയന്തര ആംഗിൾ,জরুরী কোণ
ഒത്തുചേരൽ കോൺ,অভিসারী কোণ
മുക്കി കോൺ,ডুব কোণ
വ്യതിചലന കോൺ,বিচ্যুতি কোণ
വിഷാദം ആംഗിൾ,বিষণ্নতা কোণ
വ്യതിയാനം ആംഗിൾ,বিচ্যুতি কোণ
ഡിഫ്രാക്ഷൻ ആംഗിൾ,বিবর্তন কোণ
വില്ലു കോൺ,নম কোণ
വ്യതിചലന കോൺ,অপসারণ কোণ
എലവേഷൻ കോൺ,উচ্চতা কোণ
എക്സിറ്റ് ആംഗിൾ,প্রস্থান কোণ
ഫീൽഡ് കോൺ,ক্ষেত্র কোণ
ഘർഷണ കോൺ,ঘর্ষণ কোণ
സംഭവത്തിന്റെ ആംഗിൾ,ঘটনার কোণ
ആന്തരിക ഘർഷണ കോൺ,অভ্যন্তরীণ ঘর্ষণ কোণ
കവലയുടെ കോൺ,ছেদ কোণ
പിൻ കോൺ,পিছনের কোণ
മുൻനിര ആംഗിൾ,অগ্রণী কোণ
ലുഡ്വിഗ്-ആംഗിൾ,লুডভিগ-কোণ
ഏറ്റവും കുറഞ്ഞ വ്യതിയാന കോൺ,সর্বনিম্ন বিচ্যুতি কোণ
ചരിവ് കോൺ,ঢাল কোণ
ധ്രുവീകരണ കോൺ,মেরুকরণ কোণ
സംഭവത്തിന്റെ പ്രധാന കോൺ,ঘটনার প্রধান কোণ
അസിമുത്ത് കോൺ,আজিমুথ কোণ
പ്രിസം ആംഗിൾ,প্রিজম কোণ
പ്രൊജക്ഷൻ കോൺ,অভিক্ষেপ কোণ
പ്രതിഫലനത്തിന്റെ കോൺ,প্রতিফলন কোণ
അപവർത്തന കോൺ,প্রতিসরণ কোণ
ഘർഷണ കോൺ,ঘর্ষণ কোণ
ഷിയർ ആംഗിൾ,শিয়ার কোণ
സർപ്പകോണം,সর্প কোণ
crimp ആംഗിൾ,ক্রাইম্প কোণ
കേവല ധ്രുവീകരണ കോൺ,পরম মেরুকরণ কোণ
പ്രതിഫലനത്തിന്റെ സമ്പൂർണ്ണ കോൺ,প্রতিফলনের পরম কোণ
ഇൻഫ്ലക്ഷൻ കോൺ,ঘূর্ণন কোণ
സമീപിക്കുക,এপ্রোচ
ആംഗിൾ വ്യത്യാസം,কোণ বৈচিত্র্য
ആംഗിൾ പിന്തുടരുക,কোণ অনুসরণ
ആംഗിൾ ലൂപ്പ്,কোণ লুপ
angstrom യൂണിറ്റ്,অ্যাংস্ট্রম ইউনিট
കോണിക,কৌণিক
കോണീയ ത്വരണം,কৌণিক ত্বরণ
കോണീയ അപ്പെർച്ചർ,কৌণিক ছিদ্র
കോണീയ വ്യതിചലനം,কৌণিক বিচ্যুতি
കോണീയ വികലത,কৌণিক বিকৃতি
കോണീയ വ്യാസം,কৌণিক ব্যাস
കോണീയ വികലത,কৌণিক বিকৃতি
കോണീയ സ്ഥാനചലനം,কৌণিক স্থানচ্যুতি
കോണീയ ദൂരം,কৌণিক দূরত্ব
കോണീയ വിതരണം,কৌণিক বিতরণ
വികിരണത്തിന്റെ കോണീയ വിതരണം,বিকিরণের কৌণিক বিতরণ
കോണീയ കൃത്യതയില്ലാത്തത്,কৌণিক অশুদ্ধতা
കോണീയ ആവൃത്തി,কৌণিক কম্পাংক
കോണീയ അപൂർണത,কৌণিক অপূর্ণতা
കോണീയ പ്രേരണ,কৌণিক আবেগ
കോണീയ മാഗ്നിഫിക്കേഷൻ,কৌণিক বিবর্ধন
കോണീയ ആക്കം,কৌণিক ভরবেগ
കോണീയ പ്രവേഗം,কৌণিক বেগ
കോണീയ ന്യൂട്രോൺ ഫ്ലക്സ്,কৌণিক নিউট্রন প্রবাহ
കോണീയ സ്ഥാനം,কৌণিক অবস্থান
കോണീയ റെസലൂഷൻ,কৌণিক রেজোলিউশন
കോണീയ ഇടവേള,কৌণিক ব্যবধান
കോണീയ വേഗത,কৌণিক গতি
കോണീയ പ്രവേഗം,কৌণিক বেগ
പ്രൊട്രാക്ടർ വെർനിയർ,প্রটেক্টর ভার্নিয়ার
"തർക്കമില്ലാത്ത, നോൺ-ഹർമാനിക്","বিতর্কিত, অ-হারমানিক"
നോൺ-ട്രാൻസിറ്റീവ് കപ്ലിംഗ്,নন-ট্রানজিটিভ কাপলিং
യാഥാസ്ഥിതികമല്ലാത്ത പ്രഭാവം,অরক্ষণশীল প্রভাব
നോൺ-ട്രാൻസിറ്റീവ് ഓസിലേറ്റർ,নন-ট্রানজিটিভ অসিলেটর
ഇടിമിന്നൽ അനുപാതം,বজ্রপাত অনুপাত
ആവർത്തിക്കാത്ത ത്വരിതപ്പെടുത്തുന്ന ശക്തി,অ-পুনরাবৃত্ত ত্বরণ বল
പരസ്പര വിരുദ്ധമല്ലാത്ത പോസ്റ്റ്,অ-বিরোধী পোস্ট
നോൺ-റെസിസ്റ്റൻസ് വൈബ്രേഷൻ,অ-প্রতিরোধী কম্পন
സുതാര്യമല്ലാത്ത തരംഗരൂപം,অ-স্বচ্ছ তরঙ্গরূপ
പൊരുത്തക്കേട്,সামঞ্জস্যহীনতা
പൊരുത്തപ്പെടാത്ത സ്ഥിരത,অসঙ্গতি ধ্রুবক
അക്രോമാറ്റിക് കാന്തികവൽക്കരണം,অ্যাক্রোম্যাটিক চুম্বকীয়করণ
മന്ദത,শিথিল
അയോൺ,anion
കടക്കാരൻ,ঋণী
അസമമായ കണിക,অপ্রতিসম কণা
ഐസോട്രോപിക്,আইসোট্রপিক
ഐസോട്രോപിക് ആഗിരണം ഇളവ്,আইসোট্রপিক শোষণ শিথিলকরণ
ഐസോട്രോപിക് ബാർ,আইসোট্রপিক বার
ഐസോട്രോപിക് ചാലകത,আইসোট্রপিক পরিবাহিতা
ഏകദിശയിലുള്ള വൈദ്യുത മാധ്യമം,একমুখী অস্তরক মাধ্যম
ഐസോട്രോപിക് വൈദ്യുത ഗോളം,আইসোট্রপিক অস্তরক গোলক
ഐസോട്രോപിക് ഡിഫ്യൂഷൻ,আইসোট্রপিক ডিফিউশন
ഐസോട്രോപിക് മെറ്റീരിയൽ,আইসোট্রপিক উপাদান
ഐസോട്രോപിക് മീഡിയം,আইসোট্রপিক মাধ্যম
ഐസോട്രോപിക് മൊമെന്റം വിതരണം,আইসোট্রপিক ভরবেগ বিতরণ
ഐസോട്രോപിക് ചൂട് തിരുത്തൽ,আইসোট্রপিক তাপ সংশোধন
ഐസോട്രോപിക് താപ ഗുണകം,আইসোট্রপিক তাপ সহগ
ഐസോട്രോപിക് താപ ചലനം,আইসোট্রপিক তাপীয় গতি
ഐസോട്രോപിക്,আইসোট্রপিক
ഐസോട്രോപിസം,আইসোট্রপিজম
ഐസോട്രോപിസം സ്ഥിരം,আইসোট্রপিজম ধ্রুবক
ഐസോട്രോപിസം ഊർജ്ജം,আইসোট্রপিজম শক্তি
ഐസോട്രോപിസം ഗുണകം,আইসোট্রপিজম সহগ
അസാധാരണമായ ഉച്ചാരണം,অস্বাভাবিক উচ্চারণ
കണ്ണുനീർ വിരുദ്ധ സംയുക്തം,বিরোধী টিয়ার যৌগ
ഓരോ ലോകത്തിനും,বিশ্ব প্রতি
ചലനാത്മകത,গতিবিদ্যা
ഇല്ലാതാക്കൽ,মুছে ফেলা
വിസർജ്ജന ഊർജ്ജം,অপচয় শক্তি
കൂട്ട വംശനാശം,ভর বিলুপ্তির
വംശനാശം-ഫോട്ടോൺ,বিলুপ্তি-ফোটন
വംശനാശം വികിരണം,বিলুপ্তি বিকিরণ
ഇല്ലാതാക്കൽ രീതി,মুছে ফেলার পদ্ধতি
"ക്ഷമിക്കണം, ദേഷ്യപ്പെട്ടു","দুঃখিত, বিরক্ত"
വാർഷിക വ്യതിയാനം,বার্ষিক বিচ্যুতি
വാർഷിക ചൂട് തരംഗം,বার্ষিক তাপ তরঙ্গ
വാർഷിക വ്യത്യാസം,বার্ষিক বৈচিত্র
വാർഷിക കാന്തിക സ്പെക്ട്രോഗ്രാഫർ,বৃত্তাকার চৌম্বকীয় বর্ণালীকার
ആഖ്യാതാവ്,ষড়যন্ত্রকারী
ആനോഡ്,অ্যানোড
ആനോഡ്-ആക്റ്റീവ് പദാർത്ഥം,অ্যানোড-সক্রিয় পদার্থ
ആനോഡ് കോൺ,অ্যানোড কোণ
ആനോഡ് ബാറ്ററി,অ্যানোড ব্যাটারি
ആനോഡ് ടേൺ,anode পালা
ആനോഡ് ടേൺ തിരുത്തൽ,অ্যানোড পালা সংশোধন
ആനോഡ് പാലം,অ্যানোড ব্রিজ
ആനോഡ് തൊപ്പി,অ্যানোড ক্যাপ
ആനോഡ് സവിശേഷതകൾ,অ্যানোড বৈশিষ্ট্য
ആനോഡ് സർക്യൂട്ട്,অ্যানোড সার্কিট
ആനോഡ് ക്ലാമ്പ്,অ্যানোড বাতা
അനോഡൈൻ കൺവെർട്ടർ,অ্যানোডাইন রূপান্তরকারী
ആനോഡ് തണുപ്പിക്കാനുള്ള ശേഷി,অ্যানোড কুলিং ক্ষমতা
ആനോഡ് നാശം,অ্যানোড জারা
ആനോഡ് ഇരുണ്ട മേഖല,অ্যানোড অন্ধকার অঞ্চল
ആനോഡ് താപ നഷ്ടം,অ্যানোড তাপ ক্ষতি
ആനോഡ് സാധ്യത,anode সম্ভাব্য
ആനോഡ് പ്രഭാവം,অ্যানোড প্রভাব
ആനോഡ് കാര്യക്ഷമത,অ্যানোড দক্ষতা
ആനോഡ് ചിറക്,অ্যানোড উইং
പിന്നിലുള്ള ആനോഡ്,অনুগামী অ্যানোড
ആനോഡ് പ്രകാശം,অ্যানোড আলোকসজ্জা
ആനോഡ് ഹം,anode hum
ആനോഡ് ഇൻപുട്ട് പവർ,অ্যানোড ইনপুট শক্তি
ആനോഡ് കീയിംഗ്,anode keying
ആനോഡ് ലീഡ് വയർ,anode সীসা তারের
ആനോഡ് ലൈൻ,অ্যানোড লাইন
ആനോഡ് മോഡുലേഷൻ,অ্যানোড মড্যুলেশন
ആനോഡ് സാധ്യതയുള്ള കൺവെർട്ടർ,অ্যানোড সম্ভাব্য রূপান্তরকারী
ആനോഡ് പ്രൊട്ടക്ടർ തൊപ്പി,অ্যানোড রক্ষাকারী ক্যাপ
ആനോഡ് ബീം,অ্যানোড মরীচি
ആനോഡ് സൈഡ് ക്യാപ്,অ্যানোড সাইড ক্যাপ
ആനോഡ് ഗ്രേഡിയന്റ് ചാലകത,অ্যানোড গ্রেডিয়েন্ট পরিবাহিতা
ആനോഡൈസിംഗ് ബ്ലീച്ച്,anodizing ব্লিচ
ആനോഡ് തണ്ട്,অ্যানোড স্টেম
ആനോഡ് സ്ട്രിപ്പ്,অ্যানোড স্ট্রিপ
ആനോഡ് അടിസ്ഥാനം,অ্যানোড বেস
ആനോഡ് എക്‌സ്‌ഹോസ്റ്റ്,অ্যানোড নিষ্কাশন
ആനോഡൈസേഷൻ,anodization
പൊരുത്തമില്ലാത്ത,অসামঞ্জস্যপূর্ণ
അസ്ഥിരമായ ആഗിരണം,অসামঞ্জস্যপূর্ণ শোষণ
പൊരുത്തമില്ലാത്ത ഇലക്ട്രോൺ നിമിഷം,অসামঞ্জস্যপূর্ণ ইলেকট্রন মুহূর্ত
പൊരുത്തമില്ലാത്ത വ്യാപനം,অসামঞ্জস্যপূর্ণ বিস্তার
പൊരുത്തമില്ലാത്ത വ്യതിചലനം,অসামঞ্জস্যপূর্ণ বিচ্যুতি
പൊരുത്തമില്ലാത്ത ഇലാസ്തികത,অসামঞ্জস্যপূর্ণ স্থিতিস্থাপকতা
പൊരുത്തമില്ലാത്ത താപ ശേഷി,অসামঞ্জস্যপূর্ণ তাপ ক্ষমতা
പൊരുത്തമില്ലാത്ത സംപ്രേഷണം,অসামঞ্জস্যপূর্ণ সংক্রমণ
പൊരുത്തമില്ലാത്ത റേഡിയോ ട്രാൻസ്മിഷൻ,অসামঞ্জস্যপূর্ণ রেডিও ট্রান্সমিশন
പൊരുത്തമില്ലാത്ത സ്കാറ്ററുകൾ,অসঙ্গত বিক্ষিপ্তকারী
അനുയോജ്യമായ ചിതറിക്കൽ,ধারাবাহিক বিক্ষিপ্তকরণ
അസ്ഥിരമായ താപനില,অসামঞ্জস্যপূর্ণ তাপমাত্রা
പൊരുത്തമില്ലാത്ത പദം,অসামঞ্জস্যপূর্ণ শব্দ
പൊരുത്തമില്ലാത്ത പരിധി,অসামঞ্জস্যপূর্ণ প্রান্তিক
പൊരുത്തമില്ലാത്ത സംപ്രേഷണം,অসামঞ্জস্যপূর্ণ সংক্রমণ
പൊരുത്തമില്ലാത്ത സീമാൻ പ്രഭാവം,অসামঞ্জস্যপূর্ণ zeeman প্রভাব
"പൊരുത്തക്കേട്, കോണീയ","অসঙ্গতি, কৌণিক"
ഒപ്റ്റിക്കൽ സിസ്റ്റം,অপটিক্যাল সিস্টেম
annotron,অ্যানোট্রন
ടെസ്റ്റ് ഇംപ്രഷൻ,পরীক্ষার ছাপ
ആന്റിന,অ্যান্টেনা
ആന്റിന അറേ,অ্যান্টেনা অ্যারে
ആന്റിന അറ്റൻവേറ്റർ,অ্যান্টেনা অ্যাটেনুয়েটর
ആന്റിന ബൂസ്റ്റർ,অ্যান্টেনা বুস্টার
ആന്റിന മാറ്റ സ്വിച്ച്,অ্যান্টেনা পরিবর্তন সুইচ
ആന്റിന സർക്യൂട്ട് ബ്രേക്കർ,অ্যান্টেনা সার্কিট ব্রেকার
ആന്റിന കോയിൽ,অ্যান্টেনা কয়েল
ആന്റിന ഡ്രൈവർ,অ্যান্টেনা ড্রাইভার
ആന്റിന സ്ഥിരാങ്കം,অ্যান্টেনা ধ্রুবক
ആന്റിന കൺട്രോൾ ബോർഡ്,অ্যান্টেনা নিয়ন্ত্রণ বোর্ড
ആന്റിന കപ്ലർ,অ্যান্টেনা কাপলার
ആന്റിന അപ്രസക്തമായ സിഗ്നൽ,অ্যান্টেনা অপ্রাসঙ্গিক সংকেত
ആന്റിന എൻക്ലോഷർ,অ্যান্টেনা ঘের
ആന്റിന സ്ട്രീം,অ্যান্টেনা প্রবাহ
ആന്റിന ഡാംപിംഗ്,অ্যান্টেনা স্যাঁতসেঁতে
ആന്റിന വിപ്പ്,অ্যান্টেনা চাবুক
ആന്റിന ഡ്രൈവർ,অ্যান্টেনা ড্রাইভার
ആന്റിന പ്രഭാവം,অ্যান্টেনা প্রভাব
ആന്റിന കാര്യക്ഷമത,অ্যান্টেনার দক্ষতা
ആന്റിന അപ്ഗ്രേഡർ,অ্যান্টেনা আপগ্রডার
ആന്റിന ആവേശം,অ্যান্টেনা উত্তেজনা
"ആന്റിന ഇൻപുട്ട്, ആന്റിന ഫീഡ്","অ্যান্টেনা ইনপুট, অ্যান্টেনা ফিড"
ആന്റിന ഇൻപുട്ട് ഇം‌പെഡൻസ്,অ্যান্টেনা ইনপুট প্রতিবন্ধকতা
ആന്റിന ഫീൽഡ് നേട്ടം,অ্যান্টেনা ক্ষেত্রের লাভ
ആന്റിന നേട്ടം,এন্টেনা
ആന്റിന-ഗ്രൗണ്ട് സ്വിച്ച്,অ্যান্টেনা-গ্রাউন্ড সুইচ
ഭൂനിരപ്പിന് മുകളിൽ ആന്റിനയുടെ ശരാശരി ഉയരം,স্থল স্তরের উপরে অ্যান্টেনার গড় উচ্চতা
ആന്റിന പ്രതിരോധം,অ্যান্টেনা প্রতিবন্ধকতা
ആന്റിന ഇൻഡക്‌ടൻസ്,অ্যান্টেনা আবেশ
ആന്റിന പ്രൊപ്പല്ലർ,অ্যান্টেনা প্রপেলার
ആന്റിന ഇൻസുലേറ്റർ ഇൻസുലേറ്റർ,অ্যান্টেনা অন্তরক অন্তরক
ആന്റിന ലെൻസ്,অ্যান্টেনা লেন্স
ആന്റിന ലോഡ്,অ্যান্টেনা লোড
ആന്റിന ലോഡ് കോയിൽ,অ্যান্টেনা লোড কয়েল
ആന്റിന നഷ്ടം,অ্যান্টেনা ক্ষতি
ആന്റിന ഹോൾഡർ,অ্যান্টেনা ধারক
ആന്റിന ശബ്ദം,অ্যান্টেনার শব্দ
ആന്റിന റേഡിയേഷൻ ഡയഗ്രം,অ্যান্টেনা বিকিরণ চিত্র
ആന്റിന പവർ,অ্যান্টেনা শক্তি
ആന്റിന ശക്തി നേട്ടം,অ্যান্টেনা পাওয়ার লাভ
ആന്റിന വികിരണ പ്രതിരോധം,অ্যান্টেনা বিকিরণ প্রতিরোধের
ആന്റിന പ്രതികരണം,অ্যান্টেনা বিক্রিয়া
ആന്റിന പുള്ളി,অ্যান্টেনা কপিকল
ആന്റിന റിലേ,অ্যান্টেনা রিলে
ആന്റിന പ്രതിരോധം,অ্যান্টেনা প্রতিরোধের
ആന്റിന അനുരണന ആവൃത്തി,অ্যান্টেনা অনুরণিত ফ্রিকোয়েন্সি
ആന്റിന ശ്രേണി കപ്പാസിറ്റർ,অ্যান্টেনা পরিসীমা ক্যাপাসিটর
ആന്റിന മിനിയേച്ചറൈസേഷൻ കപ്പാസിറ്റർ,অ্যান্টেনা ক্ষুদ্রকরণ ক্যাপাসিটর
ഹിംഗഡ് ആന്റിന,hinged অ্যান্টেনা
"ബീം ദിശ ക്രമീകരണം, ബീം സ്വിച്ചിംഗ്","মরীচি দিক সামঞ্জস্য, মরীচি সুইচিং"
ആന്റിന കോളം,অ্যান্টেনা কলাম
ആന്റിന ട്രാൻസ്ഫോർമർ,অ্যান্টেনা ট্রান্সফরমার
ആന്റിന ട്യൂണർ കോയിൽ,অ্যান্টেনা টিউনার কয়েল
ആന്റിന പെനാൽറ്റി,অ্যান্টেনা শাস্তি
ആംപ്ലിഫയർ ഉള്ള ആന്റിന,পরিবর্ধক সহ অ্যান্টেনা
ട്രാൻസ്മിറ്റർ ആന്റിന,ট্রান্সমিটার অ্যান্টেনা
