Assamese,Punjabi
ডি মইভ্ৰেৰ উপপাদ্য,De Moivre ਦਾ ਸਿਧਾਂਤ
প্ৰদৰ্শন,ਪ੍ਰਦਰਸ਼ਨ
প্ৰদৰ্শন,ਪ੍ਰਦਰਸ਼ਨ
প্ৰদৰ্শনমূলক জ্যামিতি,ਪ੍ਰਦਰਸ਼ਨੀ ਜਿਓਮੈਟਰੀ
হৰ,ਭਾਅ
ঘন গোট,ਸੰਘਣਾ ਸੈੱਟ
ঘনত্ব,ਘਣਤਾ
denumerable set,ਗਿਣਤੀਯੋਗ ਸੈੱਟ
প্ৰস্থানকাৰী চলকসমূহ,ਰਵਾਨਗੀ ਵੇਰੀਏਬਲ
নিৰ্ভৰশীল ইভেন্ট,ਨਿਰਭਰ ਘਟਨਾ
নিৰ্ভৰশীল যাদৃচ্ছিক চলক,ਨਿਰਭਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
নিৰ্ভৰশীল চলক,ਨਿਰਭਰ ਵੇਰੀਏਬਲ
নিৰ্ভৰশীল ভিন্নতা,ਨਿਰਭਰ ਪਰਿਵਰਤਨ
ডিপ্ৰেছন এংগেল,ਡਿਪਰੈਸ਼ਨ ਕੋਣ
ব্যুৎপত্তি,ਵਿਉਤਪੱਤੀ
ডেৰাইভেটিভ,ਡੈਰੀਵੇਟਿਵ
ব্যুৎপন্ন শৃংখলা,ਪ੍ਰਾਪਤ ਲੜੀ
ব্যুৎপত্তি কৰা গোট,ਪ੍ਰਾਪਤ ਸੈੱਟ
অৱতৰণ কৰা,ਉਤਰਦੇ ਹੋਏ
অৱনমিত ক্ৰম,ਘਟਦੇ ਕ੍ਰਮ
অৱনমিত শৃংখলা,ਘਟਦੀ ਲੜੀ
বৰ্ণনাত্মক জ্যামিতি,ਵਰਣਨਯੋਗ ਜਿਓਮੈਟਰੀ
বৰ্ণনাত্মক আৰ্হি,ਵਰਣਨਯੋਗ ਮਾਡਲ
বৰ্ণনাত্মক পৰিসংখ্যা,ਵਰਣਨਯੋਗ ਅੰਕੜੇ
ডিজাইন,ਡਿਜ਼ਾਈਨ
পৰীক্ষাৰ ডিজাইন,ਪ੍ਰਯੋਗ ਦੇ ਡਿਜ਼ਾਈਨ
ডেস্ক কেলকুলেটৰ,ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ
ধৰা পেলোৱা,ਖੋਜ
নিৰ্ণায়ক,ਨਿਰਣਾਇਕ
নিৰ্ণায়ক ৰেংক,ਨਿਰਣਾਇਕ ਦਰਜਾ
নিৰ্দ্ধাৰণ কৰা,ਨਿਰਧਾਰਤ ਕਰੋ
নিৰ্ধাৰিত আৰ্হি,ਨਿਰਣਾਇਕ ਮਾਡਲ
নিৰ্ধাৰিত সমস্যা,ਨਿਰਣਾਇਕ ਸਮੱਸਿਆ
বিচ্যুতি,ਭਟਕਣਾ
বিচ্যুতি সহগ,ਭਟਕਣਾ ਗੁਣਾਂਕ
ডায়েডিক ব্যৱস্থা,ਡਾਇਡਿਕ ਸਿਸਟਮ
তিৰ্যক,ਵਿਕਰਣ
এটা মেট্ৰিক্সৰ তিৰ্যকীকৰণ,ਇੱਕ ਮੈਟ੍ਰਿਕਸ ਦਾ ਵਿਕਰਣੀਕਰਨ
তিৰ্যক মেট্ৰিক্স,ਵਿਕਰਣ ਮੈਟ੍ਰਿਕਸ
তিৰ্যক সাদৃশ্য,ਵਿਕਰਣ ਸਮਾਨਤਾ
ডায়েগ্ৰাম,ਚਿੱਤਰ
ডায়েগ্ৰামমেটিক পদ্ধতি,ਚਿੱਤਰਕਾਰੀ ਢੰਗ
ডায়াগ্ৰামমেটিক উপস্থাপন,ਚਿੱਤਰਕਾਰੀ ਪੇਸ਼ਕਾਰੀ
ব্যাস,ਵਿਆਸ
এটা গোটৰ ব্যাস,ਇੱਕ ਸੈੱਟ ਦਾ ਵਿਆਸ
ডায়েমেট্ৰিকভাৱে বিপৰীত,ਵਿਆਸ ਦੇ ਉਲਟ
পাশা নিক্ষেপ,ਪਾਸਾ ਸੁੱਟਣਾ
দ্বৈত শ্ৰেণীবিভাজন,ਵਿਭਾਜਨ ਵਰਗੀਕਰਣ
দ্বৈতবিভাজন,ਦੁਵਿਧਾ
অভিধানৰ ক্ৰম,ਡਿਕਸ਼ਨਰੀ ਆਰਡਰ
পাৰ্থক্য কেলকুলাছ,ਅੰਤਰ ਕੈਲਕੂਲਸ
পাৰ্থক্য সমীকৰণ,ਅੰਤਰ ਸਮੀਕਰਨ
পাৰ্থক্য সূত্ৰ,ਅੰਤਰ ਫਾਰਮੂਲਾ
পাৰ্থক্য পদ্ধতি,ਅੰਤਰ ਢੰਗ
গোটৰ পাৰ্থক্য,ਸੈੱਟ ਦਾ ਅੰਤਰ
ভিন্নতামূলক,ਵੱਖ ਕਰਨ ਯੋਗ
ভিন্নতাযোগ্য বক্ৰ,ਵਿਭਿੰਨ ਕਰਵ
ডিফাৰেন্সিয়েবল ফাংচন,ਵੱਖ ਕਰਨ ਯੋਗ ਫੰਕਸ਼ਨ
ডিফাৰেন্সিয়েল,ਅੰਤਰ
ডিফাৰেন্সিয়েল কেলকুলাছ,ਵਿਭਾਜਨ ਕੈਲਕੂਲਸ
ডিফাৰেন্সিয়েল সহগ,ਵਿਭਿੰਨ ਗੁਣਾਂਕ
অৱভেদ্য সমীকৰণ,ਅੰਤਰ ਸਮੀਕਰਨ
ভিন্নতামূলক ৰূপ,ਵਿਭਿੰਨ ਰੂਪ
ডিফাৰেন্সিয়েল সূত্ৰ,ਅੰਤਰ ਫਾਰਮੂਲਾ
ডিফাৰেন্সিয়েল ফাংচন,ਅੰਤਰ ਫੰਕਸ਼ਨ
ডিফাৰেন্সিয়েল জ্যামিতি,ਵਿਭਿੰਨ ਜਿਓਮੈਟਰੀ
উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল,ਉੱਚ ਕ੍ਰਮ ਦਾ ਅੰਤਰ
ডিফাৰেন্সিয়েল ভাগফল,ਫਰਕ ਭਾਗ
পাৰ্থক্য কৰা,ਵੱਖਰਾ
পাৰ্থক্য,ਭਿੰਨਤਾ
পাৰ্থক্য সূত্ৰ,ਵਿਭਿੰਨਤਾ ਫਾਰਮੂਲਾ
ভেক্টৰৰ পাৰ্থক্য,ਵੈਕਟਰ ਦਾ ਅੰਤਰ
প্ৰসাৰণ,ਫੈਲਾ
অংক,ਅੰਕ
ডিজিটেল কম্পিউটাৰ,ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ
ডিজিটেল ডাটা,ਡਿਜ਼ੀਟਲ ਡਾਟਾ
মাত্ৰা,ਮਾਪ
মাত্ৰাগততা,ਆਯਾਮ
মাত্ৰাহীন,ਅਯਾਮ ਰਹਿਤ
সমীকৰণৰ মাত্ৰা,ਇੱਕ ਸਮੀਕਰਨ ਦਾ ਮਾਪ
ডাইফেন্টাইন সমীকৰণ,diophantine ਸਮੀਕਰਨ
ডিপ এংগেল,ਡਿੱਪ ਕੋਣ
ডাইপোলাৰ স্থানাংক,ਡਿਪੋਲਰ ਕੋਆਰਡੀਨੇਟਸ
ডাইপোল,dipole
ডাইপিৰামিড (bipyramid),ਡਿਪਾਈਰਾਮਿਡ (ਬਾਈਪਾਈਰਾਮਿਡ)
Dirac ডেল্টা ফাংচন,ਡਾਇਰਾਕ ਡੈਲਟਾ ਫੰਕਸ਼ਨ
প্ৰত্যক্ষ সাধাৰণ স্পৰ্শক,ਸਿੱਧੀ ਸਾਂਝੀ ਸਪਰਸ਼
নিৰ্দেশিত কোণ,ਨਿਰਦੇਸ਼ਿਤ ਕੋਣ
নিৰ্দেশিত ৰেখা,ਨਿਰਦੇਸ਼ਿਤ ਲਾਈਨ
দিশগত ব্যুৎপত্তি,ਦਿਸ਼ਾਤਮਕ ਡੈਰੀਵੇਟਿਵ
দিশ কোচাইন,ਦਿਸ਼ਾ ਕੋਸਾਈਨ
maxima ৰ দিশ,ਅਧਿਕਤਮ ਦੀ ਦਿਸ਼ਾ
প্ৰক্ষেপণৰ দিশ,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦੀ ਦਿਸ਼ਾ
দিশ অনুপাত,ਦਿਸ਼ਾ ਅਨੁਪਾਤ
পৰিচালক বৃত্ত,ਡਾਇਰੈਕਟਰ ਸਰਕਲ
পৰিচালক ক্ষেত্ৰ,ਨਿਰਦੇਸ਼ਕ ਖੇਤਰ
প্ৰত্যক্ষ উৎপাদন,ਸਿੱਧਾ ਉਤਪਾਦ
প্ৰত্যক্ষ প্ৰমাণ,ਸਿੱਧਾ ਸਬੂਤ
প্ৰত্যক্ষ অনুপাত,ਸਿੱਧਾ ਅਨੁਪਾਤ
ডাইৰেক্টিক্স,directrix
প্ৰত্যক্ষ যোগফল,ਸਿੱਧੀ ਰਕਮ
disconncted ছেটসমূহ,ਡਿਸਕਨੈਕਟ ਕੀਤੇ ਸੈੱਟ
বিচ্ছিন্নতা,ਨਿਰੰਤਰਤਾ
ডেৰাইভেটিভৰ বিচ্ছিন্নতা,ਡੈਰੀਵੇਟਿਵ ਦੀ ਖੰਡਨਤਾ
প্ৰথম ধৰণৰ বিচ্ছিন্নতা,ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ
দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা,ਦੂਜੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ
বিচ্ছিন্ন বিতৰণ,ਲਗਾਤਾਰ ਵੰਡ
বিচ্ছিন্ন কাৰ্য্য,ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
বিচ্ছিন্ন ভেৰিয়েট,ਲਗਾਤਾਰ ਪਰਿਵਰਤਨ
বিচ্ছিন্ন,ਵੱਖਰਾ
বিচ্ছিন্ন বিতৰণ,ਵੱਖਰੀ ਵੰਡ
বিচ্ছিন্ন সম্ভাৱনা বিতৰণ,ਵੱਖਰੀ ਸੰਭਾਵਨਾ ਵੰਡ
বিচ্ছিন্ন যাদৃচ্ছিক চলক,ਵੱਖਰਾ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
বিচ্ছিন্ন নমুনা স্থান,ਵੱਖ ਨਮੂਨਾ ਸਪੇਸ
বিচ্ছিন্ন গোট,ਵੱਖਰਾ ਸੈੱਟ
বিচ্ছিন্ন স্থান,ਵੱਖਰੀ ਸਪੇਸ
বিচ্ছিন্ন টপোলজি,ਡਿਸਕਰੀਟ ਟੌਪੋਲੋਜੀ
বিচ্ছিন্ন ভিন্নতা,ਵੱਖ ਵੱਖ
বৈষম্যমূলক,ਵਿਤਕਰਾ ਕਰਨ ਵਾਲਾ
বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ),ਪੱਖਪਾਤੀ ਵਿਸ਼ਲੇਸ਼ਣ (= ਵਿਤਕਰੇ ਵਾਲਾ ਵਿਸ਼ਲੇਸ਼ਣ)
disjoint,ਟੁੱਟਣਾ
অসংলগ্ন পৰিঘটনা,ਵੱਖ-ਵੱਖ ਘਟਨਾਵਾਂ
disjoint sets,ਵੱਖ-ਵੱਖ ਸੈੱਟ
disjoint union,ਯੂਨੀਅਨ ਨੂੰ ਤੋੜੋ
বিচ্ছিন্নতা,ਵਿਛੋੜਾ
বিক্ষিপ্ততা,ਫੈਲਾਅ
বিক্ষিপ্ততা লেখচিত্ৰ,ਫੈਲਾਅ ਚਾਰਟ
বিক্ষিপ্ততা ধ্ৰুৱক,ਫੈਲਾਅ ਸਥਿਰ
বিক্ষিপ্ততা ডায়েগ্ৰাম,ਫੈਲਾਅ ਚਿੱਤਰ
বিক্ষিপ্ততা মেট্ৰিক্স (=সচল মেট্ৰিক্স),ਡਿਸਪਰਸ਼ਨ ਮੈਟਰਿਕਸ (=ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ)
স্থানচ্যুতি,ਵਿਸਥਾਪਨ
প্ৰদৰ্শন,ਡਿਸਪਲੇ
প্ৰদৰ্শন একক (=কনছল),ਡਿਸਪਲੇ ਯੂਨਿਟ (=ਕੰਸੋਲ)
অসদৃশ,ਭਿੰਨ
অপচয়কাৰী শক্তি,dissipative ਤਾਕਤਾਂ
দূৰত্বৰ ফলন,ਦੂਰੀ ਫੰਕਸ਼ਨ
দূৰত্ব মডুলাছ,ਦੂਰੀ ਮਾਡਿਊਲਸ
বিতৰণ-মুক্ত পদ্ধতি,ਵੰਡ-ਮੁਕਤ ਢੰਗ
বিতৰণ আইন,ਵੰਡਣ ਵਾਲਾ ਕਾਨੂੰਨ
বিচ্ছিন্নতা,ਵੱਖ ਕਰਨਾ
বিচ্ছিন্নতা,ਭਿੰਨਤਾ
বিচ্ছিন্নতা উপপাদ্য,ਵਿਭਿੰਨਤਾ ਪ੍ਰਮੇਯ
divergent,ਵੱਖਰੇ
বিচ্ছিন্ন শৃংখলা,ਵੱਖ-ਵੱਖ ਲੜੀ
বিভক্ত পাৰ্থক্য,ਵੰਡਿਆ ਅੰਤਰ
বিভাজনযোগ্যতা,ਵੰਡਣਯੋਗਤਾ
ভাগ কৰিব পৰা,ਵੰਡਣਯੋਗ
বিভাজন,ਵੰਡ
বিভাজন এলগৰিদম,ਡਿਵੀਜ਼ਨ ਐਲਗੋਰਿਦਮ
ডিভিজন ৰিং,ਡਿਵੀਜ਼ਨ ਰਿੰਗ
ডোডেকাগন,dodecagon
ডোডেকাহেড্ৰন,dodecahedron
ডমেইন,ਡੋਮੇਨ
এটা ফাংচনৰ ডমেইন,ਇੱਕ ਫੰਕਸ਼ਨ ਦਾ ਡੋਮੇਨ
সংজ্ঞাৰ ডমেইন,ਪਰਿਭਾਸ਼ਾ ਦਾ ਡੋਮੇਨ
অস্তিত্বৰ ক্ষেত্ৰ,ਮੌਜੂਦਗੀ ਦਾ ਡੋਮੇਨ
প্ৰধান কৌশল,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਰਣਨੀਤੀ
ডপলাৰ ইফেক্ট,ਡੋਪਲਰ ਪ੍ਰਭਾਵ
ডট প্ৰডাক্ট,ਬਿੰਦੀ ਉਤਪਾਦ
বিন্দুযুক্ত বক্ৰ,ਬਿੰਦੀ ਵਾਲਾ ਕਰਵ
ডাবল পাৰ্থক্য,ਡਬਲ ਫਰਕ
ডাবল ঘাতীয় বিতৰণ,ਡਬਲ ਘਾਤ ਅੰਕੀ ਵੰਡ
ডাবল হেলিক্স,ਡਬਲ ਹੈਲਿਕਸ
ডাবল ইন্টিগ্ৰেল,ਡਬਲ ਅਟੁੱਟ
ডাবল ইন্টিগ্ৰেচন,ਡਬਲ ਏਕੀਕਰਣ
ডাবল লিমিট,ਡਬਲ ਸੀਮਾ
ডাবল নমুনা সংগ্ৰহৰ পৰিকল্পনা,ਡਬਲ ਨਮੂਨਾ ਯੋਜਨਾ
ডাবল ক্ৰম,ਡਬਲ ਕ੍ਰਮ
ডাবল ছিৰিজ,ਡਬਲ ਸੀਰੀਜ਼
ডাবল প্ৰত্যয় সংকেত,ਡਬਲ ਪਿਛੇਤਰ ਸੰਕੇਤ
ডাবল যোগফল,ਡਬਲ ਸਮੇਸ਼ਨ
তললৈ ত্বৰণ,ਹੇਠਾਂ ਵੱਲ ਪ੍ਰਵੇਗ
তললৈ স্থানান্তৰিত হোৱা,ਹੇਠਾਂ ਵੱਲ ਵਿਸਥਾਪਨ
তললৈ গতি,ਹੇਠਾਂ ਵੱਲ ਮੋਸ਼ਨ
তললৈ যোৱা বেগ,ਹੇਠਾਂ ਵੱਲ ਗਤੀ
টানি নিয়া,ਖਿੱਚੋ
টানিব পৰা বল,ਡਰੈਗ ਫੋਰਸ
দ্বৈত,ਦੋਹਰਾ
দ্বৈত ভিত্তি,ਦੋਹਰਾ ਆਧਾਰ
ডুৱেল ইনাৰ প্ৰডাক্ট,ਦੋਹਰਾ ਅੰਦਰੂਨੀ ਉਤਪਾਦ
ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,ਦੋਹਰੀ ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਸਮੱਸਿਆ
ডুৱেল অপাৰেচন,ਦੋਹਰਾ ਕਾਰਵਾਈ
দ্বৈত সমস্যা,ਦੋਹਰੀ ਸਮੱਸਿਆ
ডুৱেল ছিমপ্লেক্স এলগৰিদম,ਦੋਹਰਾ ਸਿੰਪਲੈਕਸ ਐਲਗੋਰਿਦਮ
ডুৱেল ছিমপ্লেক্স কৌশল,ਦੋਹਰੀ ਸਿੰਪਲੈਕਸ ਤਕਨੀਕ
দ্বৈত স্থান,ਦੋਹਰੀ ਸਪੇਸ
ডুৱেল ভেৰিয়েবল,ਦੋਹਰਾ ਵੇਰੀਏਬਲ
দ্বৈত ভেক্টৰ স্থান,ਦੋਹਰੀ ਵੈਕਟਰ ਸਪੇਸ
ডামি সূচী,ਡਮੀ ਸੂਚਕਾਂਕ
ডামি চাবস্ক্ৰিপ্ট,ਡਮੀ ਸਬਸਕ੍ਰਿਪਟ
ডামি প্ৰত্যয়,ਡਮੀ ਪਿਛੇਤਰ
ডামি চলক,ਡਮੀ ਵੇਰੀਏਬਲ
ডুপ্লিকেটৰ প্ৰক্ৰিয়া,ਡੁਪਲੀਕੇਟਰ ਪ੍ਰਕਿਰਿਆ
গতিশীল,ਗਤੀਸ਼ੀਲ
গতিশীল ব্যৱস্থা,ਗਤੀਸ਼ੀਲ ਸਿਸਟਮ
গতিশীল চাহিদা কাৰ্য্য,ਗਤੀਸ਼ੀਲ ਮੰਗ ਫੰਕਸ਼ਨ
গতিশীল আৰ্হি,ਗਤੀਸ਼ੀਲ ਮਾਡਲ
ডাইনামিক প্ৰগ্ৰেমিং,ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ
ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি,ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਪਹੁੰਚ
ডাইনামিক প্ৰগ্ৰেমিং কৌশল,ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਤਕਨੀਕ
গতিশীলতা,ਗਤੀਸ਼ੀਲਤਾ
এটা কণিকাৰ গতিশীলতা,ਇੱਕ ਕਣ ਦੀ ਗਤੀਸ਼ੀਲਤਾ
কঠিন বস্তুৰ গতিশীলতা,ਸਖ਼ਤ ਸਰੀਰ ਦੀ ਗਤੀਸ਼ੀਲਤਾ
পৃথিৱী,ਧਰਤੀ
ভূমিকম্পৰ তীব্ৰতা,ਭੂਚਾਲ ਦੀ ਤੀਬਰਤਾ
কেন্দ্ৰীয়তা,ਸਨਕੀਤਾ
গ্ৰহণ,ਗ੍ਰਹਿਣ
অৰ্থনৈতিক পূৰ্বাভাস,ਆਰਥਿਕ ਪੂਰਵ ਅਨੁਮਾਨ
অৰ্থনীতিবিদ,ਅਰਥ ਸ਼ਾਸਤਰੀ
অৰ্থনীতি,ਅਰਥ ਗਣਿਤ
অৰ্থনীতি,ਅਰਥ ਸ਼ਾਸਤਰ
প্ৰান্ত,ਕਿਨਾਰਾ
উত্তল সমষ্টিৰ প্ৰান্ত,ਇੱਕ ਕਨਵੈਕਸ ਸੈੱਟ ਦਾ ਕਿਨਾਰਾ
দক্ষতা কাৰক,ਕੁਸ਼ਲਤਾ ਕਾਰਕ
eigen মৌল,eigen ਤੱਤ
eigen ফাংচন,eigen ਫੰਕਸ਼ਨ
eigen মান,eigen ਮੁੱਲ
eigen মান সমীকৰণ,eigen ਮੁੱਲ ਸਮੀਕਰਨ
eigen ভেক্টৰ,eigen ਵੈਕਟਰ
ইলাষ্টিক,ਲਚਕੀਲੇ
ইলাষ্টিক ধ্ৰুৱক,ਲਚਕੀਲੇ ਸਥਿਰ
ইলাষ্টিক ভাৰসাম্য,ਲਚਕੀਲੇ ਸੰਤੁਲਨ
ইলাষ্টিকতা,ਲਚਕਤਾ
ইলাষ্টিক পৃষ্ঠ,ਲਚਕੀਲਾ ਸਤਹ
ইলেক্ট্ৰনিক কম্পিউটাৰ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ
উপাদান,ਤੱਤ
প্ৰাথমিক স্তম্ভ কাৰ্য্য,ਮੁੱਢਲੀ ਕਾਲਮ ਕਾਰਵਾਈ
প্ৰাথমিক পৰিঘটনা,ਮੁੱਢਲੀ ਘਟਨਾ
মৌলিক ফলন,ਮੁੱਢਲੀ ਫੰਕਸ਼ਨ
প্ৰাথমিক কাৰ্য্য,ਮੁੱਢਲੀ ਕਾਰਵਾਈ
প্ৰাথমিক ফলাফল,ਮੁੱਢਲਾ ਨਤੀਜਾ
মৌলিক সম্ভাৱনা নিয়ম,ਮੁਢਲੀ ਸੰਭਾਵਨਾ ਕਾਨੂੰਨ
প্ৰাথমিক শাৰীৰ কাৰ্য্য,ਮੁੱਢਲੀ ਕਤਾਰ ਕਾਰਵਾਈ
নিষ্কাশন,ਨੂੰ ਖਤਮ
এনিমেচন পদ্ধতি,ਖ਼ਤਮ ਕਰਨ ਦੀ ਪ੍ਰਕਿਰਿਆ
উপবৃত্তাকাৰ,ਅੰਡਾਕਾਰ
উপবৃত্তাকাৰ,ਅੰਡਾਕਾਰ
উপবৃত্তাকাৰ,ਅੰਡਾਕਾਰ
উপবৃত্তাকাৰ পৃষ্ঠ,ਅੰਡਾਕਾਰ ਸਤਹ
উপবৃত্তাকাৰ দেহ,ਅੰਡਾਕਾਰ ਸਰੀਰ
এম্বেডিং,ਏਮਬੈਡਿੰਗ
নিৰ্গমন,ਨਿਕਾਸ
অভিজ্ঞতাভিত্তিক তথ্য,ਅਨੁਭਵੀ ਡਾਟਾ
অভিজ্ঞতাভিত্তিক সূত্ৰ,ਅਨੁਭਵੀ ਫਾਰਮੂਲਾ
অভিজ্ঞতাভিত্তিক সম্ভাৱনা,ਅਨੁਭਵੀ ਸੰਭਾਵਨਾ
অভিজ্ঞতাভিত্তিক সম্পৰ্ক,ਅਨੁਭਵੀ ਸਬੰਧ
খালী ছেট,ਖਾਲੀ ਸੈੱਟ
আবদ্ধ কৰা হৈছে,ਨੱਥੀ
এনকোডিং,ਇੰਕੋਡਿੰਗ
এণ্ডোমৰ্ফিজম,endomorphism
শেষ বিন্দু,ਅੰਤ ਬਿੰਦੂ
শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু,ਕਲਾਸ ਅੰਤਰਾਲ ਦਾ ਅੰਤ ਬਿੰਦੂ
শক্তি,ਊਰਜਾ
শক্তি গতিবেগ উপাদান,ਊਰਜਾ ਮੋਮੈਂਟਮ ਕੰਪੋਨੈਂਟ
চলক প্ৰৱেশ কৰা,ਵੇਰੀਏਬਲ ਦਾਖਲ ਕਰਨਾ
গণনাযোগ্য গোট,ਅਣਗਿਣਤ ਸੈੱਟ
গণনা,ਗਣਨਾ
সমান,ਬਰਾਬਰ
সমতা,ਸਮਾਨਤਾ
সমানে সম্ভাৱনা আছে,ਬਰਾਬਰ ਸੰਭਾਵਨਾ
সমান সম্ভাৱনা নিৰ্বাচন পদ্ধতি (=epsem),ਬਰਾਬਰ ਸੰਭਾਵਨਾ ਚੋਣ ਵਿਧੀ (= epsem)
সমান কৰা,ਬਰਾਬਰ
সমীকৰণ,ਸਮੀਕਰਨ
প্ৰথম ডিগ্ৰীৰ সমীকৰণ,ਪਹਿਲੀ ਡਿਗਰੀ ਦੇ ਸਮੀਕਰਨ
দ্বিতীয় ডিগ্ৰীৰ সমীকৰণ,ਦੂਜੀ ਡਿਗਰੀ ਦਾ ਸਮੀਕਰਨ
তৃতীয় ডিগ্ৰীৰ সমীকৰণ,ਤੀਜੀ ਡਿਗਰੀ ਦੇ ਸਮੀਕਰਨ
বিষুৱৰেখা,ਭੂਮੱਧ
সমঅবিৰত,ਬਰਾਬਰ
সমপক্ষীয়,ਬਰਾਬਰ
ভাৰসাম্যতা,ਸੰਤੁਲਨ
বলৰ ভাৰসাম্যতা,ਤਾਕਤਾਂ ਦਾ ਸੰਤੁਲਨ
ভাৰসাম্য বিন্দু,ਸੰਤੁਲਨ ਬਿੰਦੂ
সমতুল্যতা,ਸਮਾਨਤਾ
সমতুল্যতা শ্ৰেণী,ਸਮਾਨਤਾ ਵਰਗ
সমতুল্যতা সম্পৰ্ক,ਸਮਾਨਤਾ ਸਬੰਧ
সমান্তৰাল,ਬਰਾਬਰ
সমতুল্য মেট্ৰিক্স,ਬਰਾਬਰ ਮੈਟ੍ਰਿਕਸ
সমতুল্য গোট,ਬਰਾਬਰ ਸੈੱਟ
ergodicity,ergodicity
আঁসোৱাহ,ਗਲਤੀ
ভুল বিশ্লেষণ,ਗਲਤੀ ਵਿਸ਼ਲੇਸ਼ਣ
ভুল ক&#39;ড,ਗਲਤੀ ਕੋਡ
ভুল সহগ,ਗਲਤੀ ਗੁਣਾਂਕ
গড় বৰ্গৰ ভুল,ਮੱਧ ਵਰਗ ਦੀ ਗਲਤੀ
প্ৰথম ধৰণৰ ভুল,ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਗਲਤੀ
দ্বিতীয় প্ৰকাৰৰ ভুল,ਦੂਜੀ ਕਿਸਮ ਦੀ ਗਲਤੀ
পলায়নৰ সম্ভাৱনা,ਬਚਣ ਦੀ ਸੰਭਾਵਨਾ
পলায়নৰ বেগ,ਬਚਣ ਦੀ ਗਤੀ
ই শ্বমিটৰ অৰ্থগনালাইজেচন প্ৰক্ৰিয়া,ਈ. ਸ਼ਮਿਟ ਦੀ ਆਰਥੋਗੋਨਲਾਈਜ਼ੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ
বৰ্ণনা কৰা বৃত্ত,ਲਿਖਿਆ ਚੱਕਰ
আৱশ্যকীয়,ਜ਼ਰੂਰੀ
মূলতঃ অনন্য,ਅਸਲ ਵਿੱਚ ਵਿਲੱਖਣ
অনুমানিক,ਅੰਦਾਜ਼ਾ
অনুমান পদ্ধতি,ਅੰਦਾਜ਼ਾ ਵਿਧੀ
ইউক্লিডীয় স্থানাংক,ਯੂਕਲੀਡੀਅਨ ਕੋਆਰਡੀਨੇਟ
ইউক্লিডীয় ডমেইন,ਯੂਕਲੀਡੀਅਨ ਡੋਮੇਨ
ইউক্লিডীয় জ্যামিতি,ਯੂਕਲੀਡੀਅਨ ਜਿਓਮੈਟਰੀ
ইউক্লিডীয় n-স্থান,ਯੂਕਲੀਡੀਅਨ ਐਨ-ਸਪੇਸ
ইউক্লিডীয় সমতল,ਯੂਕਲੀਡੀਅਨ ਜਹਾਜ਼
অইলাৰৰ উপপাদ্য,ਯੂਲਰ ਦਾ ਸਿਧਾਂਤ
মূল্যায়ন কৰা,ਪੜਤਾਲ
যুগ্ম,ਵੀ
আনকি বক্ৰতাও,ਵੀ ਕਰਵ
আনকি কাৰ্য্যও,ਵੀ ਫੰਕਸ਼ਨ
আনকি একাধিক,ਇੱਥੋਂ ਤੱਕ ਕਿ ਕਈ
যুগ্ম সংখ্যা,ਸਮ ਸੰਖਿਆ
আনকি অদ্ভুত প্ৰতিসমতাও,ਵੀ ਅਜੀਬ ਸਮਰੂਪਤਾ
আনকি ক্ৰমবিন্যাসও,ਵੀ ਕ੍ਰਮ-ਕ੍ਰਮ
কাৰ্যক্ৰম,ਘਟਨਾ
আনকি শব্দটোও,ਵੀ ਮਿਆਦ
সঠিক,ਸਹੀ
সঠিক কাই-স্কেয়াৰ পৰীক্ষা,ਸਹੀ ਚੀ-ਵਰਗ ਟੈਸਟ
সঠিক পাৰ্থক্য,ਸਹੀ ਅੰਤਰ
সঠিক সমীকৰণ,ਸਹੀ ਸਮੀਕਰਨ
উদাহৰণ,ਉਦਾਹਰਨ
বিনিময়,ਵਟਾਂਦਰਾ
