Telugu,Hindi
ఎపిసోడ్,घटना
యుగం,युग
యుగాన్ని సృష్టించే సంఘటన,युगांतरकारी घटना
యుగపురుషుడు,युग-प्रवर्तक व्यक्ति
పేరుపేరు,नाम-स्रोत
ఎక్వెరీ,अश्वपाल
ఎక్వెరీ,2. एक्यरी
గుర్రపుస్వారీ విగ్రహం,अश्वारोही मूर्ति
యుగం,"काल, संवत्"
ఎర్గస్టులం,दास-कारागार
యూకారిస్ట్,यूखेरिस्त
సువార్తవాదం,"शुभ संदेशवाद, इंजीलवाद"
సువార్త ఉద్యమం,इंजीली आंदोलन
మత ప్రచారకుడు,"इंजीली प्रचारक, इंजीलवादी"
Exarch,एक्सार्क
Exilarch,"निष्कासितों का शासक, निर्वासितों का शासक"
ఫలాంగిస్ట్,फैलेंजवादी
తండ్రి భూమి,() पितृभूमि
తండ్రి భూమి,(2) स्वदेश
ఫెరియాయే,पर्व
ఫెటిష్,जड़-पूजा
ఫ్యూడల్ హోల్డింగ్స్,सामंती-क्षेत्र
ఫ్యూడలిజం (=ఫ్యూడల్ వ్యవస్థ),"सामंतवाद, सामंतशाही"
భూస్వామ్య వ్యవస్థ,सामंती व्यवस्था
భూస్వామ్య,सामंत
ఫిడే డిఫెన్సర్ (=డిఫెండర్ ఆఫ్ ది ఫెయిత్),धर्मत्राता
ఫైఫ్,जागीर
ఫీల్డ్ సిస్టమ్,क्षेत्र-व्यवस्था
పదిహేనవ పన్ను,पंचदशांश कर
ఫిగర్ హెడ్,नाम मात्र का अध्यक्ष
ఫిన్ డి సైకిల్,अवसानमुखी शताब्दी
అగ్ని తినేవాడు,फायर ईटर
ఫైవ్ మైల్ చట్టం,पाँच मील अधिनियम
జెండా,"पताका, ध्वज"
ఫ్లేమెన్ డయాలిస్,जुपिटर के पुजारी
ఫ్లేమెన్ మార్టియాలిస్,मार्स के पुजारी
జ్వలించే జ్యోతి,"दीप्त शिला, जलती मशाल"
పార్శ్వము,"पार्श्व, बाजू"
పార్శ్వ కదలిక,"तुलुग़मा, पार्श्वग्राह"
వర్ధిల్లుతున్న నాగరికత,उन्नतिशील सभ्यता
ఫ్లూవియలిస్టిక్ నమ్మకం,नदी संबंधी विश्वास
జానపద దేవుడు,"लोक-देवता, जन-देवता"
జానపద దేవత,जन-देवी
జానపద జ్ఞాపకం,लोक-स्मृति
జానపద పురాణం (=జానపదం),लोक कथा
మేత వెదకడం,रसदमारी धावा
ఫోరే,धावा
ముందరివాడు,"पुरखा, पूर्वज"
పూర్వీకుడు,"पूर्वज, पुरखा"
ముందున్నవాడు,पूर्वगामी
చితికిపోయిన ఆశ,"जोखिम दल, अग्रदल"
నిర్మాణ దశ,निर्माण-अवस्था
కోట,"किला, दुर्ग, गढ़"
కోట,क़िलाबंदी
పటిష్టమైన పట్టణం,"प्राचीरयुक्त नगर, परकोटेवाला नगर"
కోట,"दुर्ग, कोटला, गढ़ी"
ఫార్చ్యూనా,फॉर्चूना
ఫోరమ్ రోమనుమ్,रोमन फोरम
ఫ్రాన్సిస్కాన్,फ्रांसिस श्रमण
ఫ్రాంక్లిన్,मध्यवर्गीय ज़मींदार
భ్రాతృహత్య యుద్ధం,भ्रातृघातक युद्ध
ఉచిత చర్చి,"स्वतंत्र चर्च, अबद्ध गिरजा"
ఫ్రీహోల్డర్,"उन्मुक्त भूमिधर, स्वतंत्र माफीदार"
స్వతంత్ర సైనికుడు,() शस्त्रोपजीवी सैनिक
స్వతంత్ర సైనికుడు,(2) स्वच्छंद सैनिक
ఫ్రీమాన్,() स्वाधीन नागरिक
ఫ్రీమాన్,(2) पर्ण नागरिक
ఫ్రీపాస్,दस्तक
ఫ్రెంచ్ విప్లవం,फ्रांसीसी क्रांति
సన్యాసి,भिक्षु
ఫ్రైసియన్ కిరాయి సైనికులు,फ्रिजी भृतक सैनिक
సరిహద్దు మనిషి,सीमांतवासी व्यक्ति
గాలియన్,"दीर्घ नौपोत, दीर्घ नौका"
గల్లికన్ (=గల్లికనిస్ట్),"फ्राँसीसी, गॉलीय व्यक्ति"
గల్లికానిజం,गैलीयवाद
దండు,"दुर्ग सेना, गैरिसन"
గౌల్,गॉल
గాంట్లెట్,"() लौह हस्तक, धातु का दस्ताना"
గాంట్లెట్,(2) हस्त-कवच
గెజిబో,() सावन-भादों
గెజిబో,(2) धारागृह
గెజిబో,(3) झरोखा
వంశ చరిత్ర,वंशावली-इतिहास
వంశపారంపర్య రికార్డు,"वंशावली-इतिहास, वंशावली अभिलेख"
వంశపారంపర్య పట్టిక,"वंशसारणी, वंशावली"
వంశవృక్షం,वंश-वृक्ष
వంశావళి,"वंशावली, वंश-वृक्ष"
వంశావళి,2. वंशिकी
తరం,पीढ़ी
మారణహోమం,"जन-संहार, जाति-संहार"
అన్యజనుడు,() सामान्य जन
అన్యజనుడు,(2) गैर यहूदी
అన్యజనుడు,(3) ईसाई
అన్యజనుడు,(4) मूर्त‍ि पूजक
ఘెట్టో,"() घेटो, यहूदी बस्ती"
ఘెట్టో,(2) पृथक बस्ती
గిబ్బెట్,"टिकटी, फाँसी का तख्ता"
గిల్డ్ (=గిల్డ్),श्रेणी
గ్లాడియేటర్,"खड्गमल्ल, असिक्रीड़क"
అద్భుతమైన విప్లవం,गौरवमय क्रांति
గోల్డెన్ హోర్డ్,तातारी महासंघ
మహా కూటమి,"यूरोपीय सहबंध, यूरोपीय संश्रय"
గ్రాండీ,अमीर
గ్రాండ్ సిగ్నర్,() तुर्की का सुल्तान
గ్రాండ్ సిగ్నర్,(2) महासामंत
గొప్ప అంతర్యుద్ధం,महा गृहयुद्ध
గొప్ప నిష్క్రమణ (బుద్ధుని),(महात्मा बुद्ध का) महाभिनिष्क्रमण
గ్రేటర్ ఇండియా,बृहत्तर भारत
గ్రేట్ హెల్లాస్,बृहत यूनान
గ్రేట్ హోర్డ్,ग्रेट होर्ड
గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ),महाभिनिष्क्रमण
గొప్ప ముద్ర,"राज-मुद्रा, राजा की मुहर"
గ్రేట్ ట్రాక్,महाप्रवासन
గొప్ప వాహనం,महायान
గ్రేట్ వాల్ ఆఫ్ చైనా,"चीन की महाप्राचीर, चीन की विशाल दीवार"
గ్రీవ్,"पिंडलीत्राण, पिंडलीकवच"
గార్డ్-ఛాంబర్,() रक्षक कक्ष
గార్డ్-ఛాంబర్,(2) रक्षक चौकी
గార్డ్-ఛాంబర్,(3) अस्थायी कारावास
గుప్తులు,गुप्त वंश
హాజియోగ్రఫీ,() संत चरित संग्रह
హాజియోగ్రఫీ,(2) संत चरित लेखन
హగియాలజీ,() संत चरित
హగియాలజీ,(2) संत साहित्य
ప్రైవేట్ ప్రేక్షకుల హాల్,दीवाने ख़ास
పబ్లిక్ ప్రేక్షకుల హాల్,"दीवाने आम, आम दरबार"
హాచ్మెంట్,"शस्त्रांकित पट्टिका, कुल-चिह्नाँकित पट्टिका"
హీతేన్,() अवधर्मी
హీతేన్,"(2) क़ाफिर, बुतपरस्त"
హీతేనిజం,देव-पूजा
హెగిరా (హెజెరా),हिज़र
హెలెనిజం,यूनानी संस्कृति
హెలట్,"भूमिदास, दास"
హెరాల్డ్రీ,कुल-चिह्रांकन कला
వారసత్వం,विरासत
చిత్రలిపి సరళ అక్షరాలు,चित्रात्मक रेखीय अक्षर या प्रतीक
చిత్రలిపి స్క్రిప్ట్,चित्रात्मक लिपि
హై చర్చి,हाई चर्च
హై ల్యాండర్,हाई लैन्डर
హిందూమతం,हिंदू धर्म
చరిత్రకారుడు,() इतिहासज्ञ
చరిత్రకారుడు,(2) इतिहासकार
చారిత్రక భౌతికవాదం,ऐतिहासिक भौतिकवाद
చారిత్రక యుగం,ऐतिहासिक युग ऐतिहासिक काल
చారిత్రక సరిహద్దు,ऐतिहासिक सीमांत
చరిత్రకారుడు,इतिहास-लेखक
చరిత్రకారుడు,2. इतिवृत्त लेखक
చరిత్ర చరిత్ర,इतिहास-लेखनकला
చరిత్ర చరిత్ర,2. इतिहास-लेखन
చరిత్ర,इतिहास
హిట్టైట్ సామ్రాజ్యం,हित्ती साम्राज्य
పవిత్ర కూటమి,"पवित्र मैत्री, पवित्र सहबंध"
పవిత్ర నగరం,"() पुण्य पुरी, पवित्र नगर"
పవిత్ర నగరం,(2) होली सिटी
పవిత్ర భూమి,() पुण्य भूमि
పవిత్ర భూమి,(2) होली लैंड
హోలీ లీగ్,"() होली लीग, पवित्र संघ"
హోలీ లీగ్,"() सन्  से  ईo की अवधि में, पोप जूलियस द्वितीय (पदकाल सन् - ईo) ने फ्रांसिसियों को इटली से निष्कासित करने के उद्देश्य से इटली के नगर राज्य वेनिस को विजित कर और स्पेन के फर्डिनेन्ड (सन् - ईo) के साथ मिलकर पवित्र संघ की स्थापना की। आगे चलकर इंग्लैंड के राजा हेनरी अष्टम (सन् -) और सम्राट मैक्सिमिलियन प्रथम् (पदकाल सन् - ईo) भी संघ में सम्मिलित हो गए। हेनरी अष्टम् ने ‘एड़ युद्ध’ (बैटिल आफ द स्पर्स) में फ्रांसीसियों को पराजित किया और यह संघ भी उसी के साथ समाप्त हो गया।"
పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం),"पवित्र रोमन साम्राज्य, रोम का धर्म-राज्य"
పవిత్ర సముద్రం,() पोप का अधिकार-क्षेत्र
పవిత్ర సముద్రం,(2) धर्ममंडल
పవిత్ర యుద్ధం,जिहाद
పవిత్ర యుద్ధము,2. धर्म-युद्ध
హోం ప్రభుత్వం,बर्तानिया सरकार
హోంగార్డు,"होम गार्ड, गृह रक्षक दल"
జన్మభూమి,स्वदेश
గృహ నియమం,स्वशासन
హోమ్ రూల్,होम रूल
గుంపు,ओर्दु
గుంపు,2. झुंड
శత్రు దేశం,विरोधी देश
శత్రుభూమి,शत्रु-प्रदेश
వేడి ముసుగులో,"क्षिप्र अनुघर्षण, सरगर्मी से पीछा करना"
ఇల్లు,सदन
ఇల్లు,2. घराना
హౌస్ ఆఫ్ కామన్స్,हाउस ऑफ कॉमन्स
హౌస్ ఆఫ్ లార్డ్స్,हाउस ऑफ लॉर्डस
ప్రతినిధుల సభ,हाउस ऑफ रिप्रेजेन्टेटिव्स
హ్యూగ్నోట్స్,"हयूजिनात, फ्रांसीसी प्रोटेस्टैन्ट"
మానవతావాదం,"मानवतावाद, मानवता"
మానవతావాది,मानव (ता) वादी
హండ్రెడ్ యెస్సర్స్ వార్,शतवर्षीय युद्ध
హంకర్,"हंकर, अनुदारदली (य)"
ఇబాదత్ ఖానా (ఆరాధనా గృహం),"इबादतखाना, उपासना-गृह"
ఐకానోక్లాస్ట్,"मूर्ति भंजक, बुतशिकन"
విగ్రహారాధకుడు,मूर्त्तिपूजक
ఇలాహి యుగం,"इलाही संवत्, इलाही काल"
చట్టవిరుద్ధమైన యుద్ధం,अवैध युद्ध
ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్,"अलंकृत पांडुलिपि, चमकदार पांडुलिपि"
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,सचित्र पांडुलिपि
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,2. सचित्र हस्तलेख
ఇమామ్ (ఇమ్మామ్),इमाम
ఇమామత్,इमाम-राज्य
ఇమామత్,2. इमाम पद
ఇమాంబరః,इमामबाड़ा
ఇంపీరియల్,"साम्राज्यिक, साम्राज्य संबंधी"
ఇంపీరియల్ నగరం,साम्राज्यिक नगर
సామ్రాజ్యవాదం,साम्राज्यवाद
ఇంపీరియల్ ప్రాధాన్యత,साम्राज्यिक अधिमानात्मकता
అసంబద్ధం,दुःनीति
మోసగాడు,झूठा दावेदार; प्रतारक
జైలు శిక్ష,कैद
జైలు శిక్ష,2. कारावास
చొరబాటు,"क्षिप्र आक्रमण, अचानक हमला"
చొరబాటుదారుడు,"आक्रमणकारी, धावामार"
స్వాతంత్ర్యం,स्वाधीनता
స్వాతంత్ర్య దినోత్సవం,स्वाधीनता-दिवस
ఇండిపెండెన్స్ హాల్,इंडिपेन्डेंस हाल
ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్),अमरीकी इंडियन
ఇండియన్ హోమ్ రూల్ లీగ్,"भारतीय होम रूल लीग, इंडियन होम रूल लीग"
పారిశ్రామిక విప్లవం,औद्योगिक क्रांति
అవిశ్వాసం,"क़ाफिर, अविश्वासी"
అవిశ్వాసం,"2. क़ाफिर, विधर्मी"
చొరబాటు,घुसपैठ
చొరబాటుదారుడు,घुसपैठिया
సమాచారం ఇచ్చేవాడు,ज्ञापक
సమాచారం ఇచ్చేవాడు,2. भेदिया
ఇన్ఫార్మర్,सूचनादाता
ఇన్ఫార్మర్,2. मुखबिर
ప్రవేశము,प्रवेश
ప్రవేశము,2. अंतः प्रवेश
ప్రవేశము,3. प्रवेशाधिकार
నివాసం,निवास
నివాసి,निवासी
వారసత్వం,वंशागति
వారసత్వం,2. उत्तराधिकार
వారసత్వం,3. दाय
శాసనం,"उत्कीर्ण लेख, अभिलेख"
చిహ్నము,लक्षण
ప్రవేశ పరికరం,अधिमिलन-पत्र
ప్రభుత్వ సాధనం,इन्स्ट्रूमेंट ऑफ गवर्नमेंट
తిరుగుబాటు (తిరుగుబాటు),उपप्लव
తిరుగుబాటుదారుడు,उपप्लवी
తిరుగుబాటు,विप्लव
తిరుగుబాటు,2. परिद्रोह
అనుసంధానం,"एकीकरण, समेकीकरण"
రికార్డుల సమగ్రత,अभिलेखों (रिकार्डों) की अविकलता
రాష్ట్రాల సమగ్రత,राज्यों की अखंडता
మేధావి (ఇంటెలిజెంట్జియా),बुद्धिजीवी वर्ग
మధ్యవర్తిత్వం,"अंतःस्थता, बीच-बचाव"
మధ్యవర్తి,अंतःस्थ
మధ్యవర్తి,मध्यस्थ
అంతర్జాతీయవాదం,अंतर्राष्ट्रीयता
అంతర్జాతీయవాదం,"2. अंतर्राष्ट्रीयतावाद, अंतर्राष्ट्रवाद"
అంతర్జాతీయవాది,"अंतर्राष्ट्रीयतावादी, अंतर्राष्ट्रवादी"
అంతర్గత యుద్ధం,अन्यान्यध्वंसी युद्ध
ఇంటర్నీ,नज़रबंद व्यक्ति
ఇంటర్నీ,2. स्थानबद्ध व्यक्ति
ఇంటర్నీ క్యాంపు,युद्धबंदी शिविर
ఇంటర్న్మెంట్,नज़रबंदी
ఇంటర్న్మెంట్,2. स्थानबद्धता
ఇంటర్న్మెంట్,3. नज़रबंदी का दंड
ఇంటర్నేషనల్,अंतरनंसियों
వ్యాఖ్యాత,दुभाषिया
వ్యాఖ్యాత,2. भाषान्तरकार
వ్యాఖ్యాత,3. व्याख्याकार
జోక్యం,"अंतः क्षेप, हस्तक्षेप"
ఇంటస్టేసి,निर्वसीयता
పేగు,"निर्वसीयती, इच्छा-पत्र रहित"
చమత్కారం,"साजिश, षड़यंत्र"
చొరబాటుదారుడు,"बल-प्रवेष्टा, बल पूर्वक प्रवेश करने या घुस आने वाला"
చొరబాటుదారుడు,2. अतिक्रमी
చొరబాటు,बल-प्रवेश
దండయాత్ర,आक्रमण
దండయాత్ర,2. चढ़ाई
పెట్టుబడి,घेर लेना
పెట్టుబడి,2. खिलअत देना
పెట్టుబడి,3. मान प्रदान करना
పెట్టుబడి,4. पद प्रदान करना
పెట్టుబడి,खिलअत देना
పెట్టుబడి,2. पद-स्थापन
పెట్టుబడి,3. मान-प्रदान
పెట్టుబడి వేడుక,मान-प्रदान समारोह
జాతీయతతో పెట్టుబడి పెట్టండి,राष्ट्रीयता प्रदान करना
ఇన్విన్సిబుల్ ఆర్మడ,अजेय आर्मेडा
ఉల్లంఘన (రాష్ట్రం),राज्य की अनुल्लंघनीयता
ఉల్లంఘించిన స్థితి,अभेद्य राज्य
అభేద్యమైన కోట,अभेद्य दुर्ग
ఇనుప యుగం,लौह युग
ఇనుప తెర,"लौह पट, लोहे का पर्दा, दुर्भेद्य आवरण"
ఐరన్ గార్డ్,"आयरन गार्ड, लौहरक्षक दल"
ఇనుము రేషన్లు,"आपाती राशन, आपाती रसद"
ఇనుప వైపులా,आयरन साइड्स
ఇనుప చిట్కా బాణం,लोहाग्रयुक्त बाण
ఇస్త్మియన్ ఆటలు,इस्थिमियायी खेल
జానిసరీ,"जांनिसार, तुर्की पैदल सैनिक"
కాపలాదారు,द्वारपाल
కాపలాదారు,2. फर्राश
జావెలిన్,"बरछी, बरछा"
జిమ్ క్రో చట్టాలు,"जिम क्रो लॉ, जिम क्रो क़ानून"
జింగో,उद्धत राष्ट्रवादी
జింగో,2. जिंगो
జింగో,"3. युयुत्सु, युद्धप्रिय"
జింగోయిజం,युयुत्सुवाद
ఉమ్మడి చర్య,संयुक्त कार्यवाही
ఉమ్మడి నియంత్రణ,संयुक्त नियंत्रण
ఉమ్మడి ఆక్యుపెన్సీ,"संयुक्त संधारण, संयुक्त दख़ल"
జ్యూరీ,जूरी
కారణం మాత్రమే,न्यायोचित उद्देश्य
ఉంచండి,अंतः कोट
ఆర్కైవ్స్ కీపర్,पुरालेखपाल
కెటిల్-డ్రమ్,"नगाड़ा, नक्कारा"
కీలక పదం,संकेत शब्द
రాజు,राजा
రాజ్యం,"राज्य, राजा"
కింగ్లెట్,क्षुद्र राज
కింగ్ మేకర్,"भूपकर्त्ता, राजविधाता"
రాజ్యాధికారం,राजपद
రాజ్యాధికారం,2. राजतंत्र
కిచెన్ క్యాబినెట్,गुप्त सलाहकार
నైట్,नाइट
రాజ్యం,नाइट पद
కింగ్స్ హాస్పిటల్స్,नाइट्स हॉसपिटेलर्स
నైట్స్ ఆఫ్ సెయింట్ జాన్,नाइट्स ऑफ सेन्ट जॉन
నైట్ టెంప్లర్,नाइट टेम्पलर
కు క్లక్స్ క్లాన్ (KKK),कू क्लक्स क्लान
కుమింటాంగ్,"कोमिंतांग, कूमिंतांग"
లౌకికత్వం,"सामान्य धर्मोपासक वर्ग, उपासक वर्ग"
లాన్స్,"भाला, कुंत"
లాన్సర్,"भालाधारी, भालासवार, कुंतधारी"
తరువాత గుప్తులు,उत्तर गुप्तवंश
చట్టబద్ధమైన వారసుడు,वैधा उत्तराधिकारी
చట్టవిరుద్ధం (=అక్రమం),अव्यवस्था
చట్టవిరుద్ధం (=అక్రమం),2. अराजकता
చట్ట ప్రభువులు,लॉ लॉर्डस
భక్తి చట్టం,(अशोक द्वार प्रवर्तित) धर्म
దేశముల సమాహారం,राष्ट्र संघ
లెగసీ (=బిక్వెస్ట్),() रिक्थ
లెగసీ (=బిక్వెస్ట్),(2) वसीयत संपदा
చట్టపరమైన వారసుడు,"वैध उत्तराधिकारी, कानूनी वारिस"
చట్టబద్ధత,पोपदूत
చట్టబద్ధత,2. लीगेट
చట్టబద్ధత,"3. प्रणिधि, मितार्थ दूत"
లెజెండ్,आख्यान
లెజెండ్,2. लेख
లెజియన్,लीजन
లెజియన్,2. सैन्य दल
లెజియన్ ఆఫ్ ఆనర్,लीजन ऑफ ऑनर
లెస్ మెజెస్టి (=లెస్ మెజెస్టే),राजद्रोह
తక్కువ రాష్ట్రాలు,लघु राज्य
విశ్వసనీయత లేఖలు,प्रत्यय-पत्र
లీజ్-లార్డ్,सीमांत स्वामी
లీజ్ మనిషి,() सेवाबद्ध सामंत
లీజ్ మనిషి,"(2) परिचर, खिदमतगार"
జీవిత ఖైదు,आजीवन कारावास
వంశం,वंश परम्परा
లిటిల్ ఇంగ్లాండు,लिटिल इंग्लैंडर
చిన్న వాహనం (=తక్కువ వాహనం),हीनयान
లిటోరల్ రాష్ట్రం,समुद्र तटवर्त्ती राज्य
ప్రార్ధనలు,प्रार्थना-विधि
ప్రార్ధన,प्रार्थना विधि
స్థానిక విధేయత,स्थानीय निष्ठा
స్థానిక-స్వయం ప్రభుత్వం,"स्थानीय स्वशासन, स्थानीय स्वायत्त शासन"
సుదీర్ఘ పార్లమెంటు,लौंग पार्लियामैंट
తక్కువ దేశాలు,"लो कंट्रीज़, निम्नतल देश"
విశ్వాసపాత్రుడు,निष्ठावान
విధేయత,निष्ठा
మాకియవెల్లియన్ విధానం,मैकियाविली नीति
మాగ్నా కార్టా,मेग्ना कार्टा
మాగ్నమ్ కన్సిలియం,"मैगनम कान्सिलियम, उच्च परिषद्"
మలం నిషేధం,राज्यवर्जित कृत्य
మాండమస్,परमाधिदेश
ఆదేశం,अधिदेश
"ఆదేశం, తరగతి &#39;A&#39;",अधिदेश वर्ग 'क'
"ఆదేశం, తరగతి &#39;B&#39;",अधिदेश वर्ग 'ख'
"ఆదేశం, తరగతి &#39;సి&#39;",अधिदेश वर्ग 'ग'
ఆదేశ వ్యవస్థ,अधिदेश पद्धति
తప్పనిసరి స్థితి,अधिदेश प्राप्त राज्य
మాంగోనెల్,"मेंगोनेल, प्रक्षेपास्त्र"
మేనిఫెస్టో,घोषणा-पत्र
యుక్తులు,"सैन्यव्यूहन, स्थिति परिवर्तन-कौशल"
మ్యాన్ ఆఫ్ వార్,"युद्धपोत, जंगी जहाज"
మనోర్,"मेनर, सामंत-भूमि"
మనోర్,2. सामंत गढ़ी
మానవ శక్తి,"जनशक्ति, जन बल"
మానవ శక్తి,2. श्रमिक शक्ति
మాన్యుమిషన్,दासत्वमुक्ति
మనుమిత్,दासत्व से मुक्ति
మాన్యుస్క్రిప్ట్,हस्तलेख ग्रथ
మాన్యుస్క్రిప్ట్,2. पांडुलिपि
మాన్యుస్క్రిప్ట్,3. हस्तलिखित ग्रंथ
మారౌడర్,लुटेरा
సముద్ర బెల్ట్,"समुद्र तटवर्ती प्रदेश, समुद्र तटवर्ती क्षेत्र"
సముద్ర నాగరికత,"समुद्री सभ्यता, समुद्री तटवर्ती सभ्यता"
సముద్ర జెండా,"समुद्री ध्वज, समुद्री पताका"
సముద్ర శక్తులు,समुद्री शक्तियाँ
సముద్ర సార్వభౌమాధికారం,समुद्री प्रभुसत्ता
సముద్ర యుద్ధం,समुद्री युद्ध
మార్క్విస్,मार्क्विस
మార్క్విసేట్,मार्क्विस का पद
మార్షల్ లా,"मार्शल लॉ, फौजी शासन"
మార్షల్ రేసులు,लड़ाकू जातियाँ
అమరవీరుడు,शहीद
నరమేధం,"हत्याकांड, जनसंहार"
మాస్ యుక్తి,सैन्य पुंज
మాస్టర్-ఎట్-ఆర్మ్స్,मास्टर एट आर्म्स
మాస్టర్ ఆఫ్ వేడుకలు,"मास्टर आफ सेरीमोनीज, समारोह-अधीक्षक, समारोह प्रबन्धक"
ఇంటి యజమాని,राजभवन प्रबन्धक
మాస్టర్ ఆఫ్ ది హార్స్,मास्टर ऑफ हॉर्स
మాస్టర్ ఆఫ్ ది రోల్స్,मास्टर ऑफ द रोल्स
మ్యాచ్,"तोड़ा, टोटा"
మ్యాచ్,2. पलीता
అగ్గిపెట్టె,तोड़ेदार बंदूक
వైవాహిక మైత్రి,"वैवाहिक संबंध, विवाह द्वारा मैत्री"
మధ్యధరా శక్తులు,"भूमध्य सागरीय शक्तियाँ, भूमध्य सागरीय राष्ट्र"
మెన్షెవిక్,"मेन्शेविक, नरम दलीय रूसी साम्यवादी"
కిరాయి సైన్యం,भृतक सेना
కిరాయి సైనికుడు,"भृतक सैनिक, भाड़े का सिपाही"
వ్యాపారి,व्यापारी जहाज़
మధ్య యుగాలు,"मध्य युग, मध्य काल"
మధ్యప్రాచ్యం,"पश्चिमी एशिया, (यूरोपीय दृष्टि से) मध्य पूर्व"
మధ్య మార్గము,मध्य समुद्री मार्ग
మధ్య మార్గం,मध्यम मार्ग
మధ్య మార్గం (=మిడిల్ కోర్సు),"मध्य मार्ग, बीच का रास्ता"
వలసదారు,प्रवासी
వలస,प्रवास
వలస,2. स्थानांतर गमन
వలస,3. देशांतर गमन
మిలిటరిజం,सैन्यवाद
మిలిటరిజం,2. फ़ौजी शासन व्यवस्था
మిలిటరిజం,3. सैन्य युद्धवाद
మిలిటరిజం,4. युद्ध प्रियता
మిలిటరిస్ట్,सैन्यवादी
మిలిటరిస్ట్,2. युद्धवादी
సైనికీకరణ,सैन्यीकरण
సైనికీకరణ,2. सैनिकीकरण
సైనికీకరణ,3. फ़ौजी शासन
సైనిక వ్యూహకర్త (= వ్యూహకర్త),समरतंत्री
సైనిక వ్యూహకర్త (= వ్యూహకర్త),2. व्यूह कुशन
సైనిక వ్యూహాలు (=వ్యూహాలు),"समरतंत्र, समर विद्या, युद्ध विद्या"
మిలిషియా,"नागरिक सेना, सिंहबंदी"
మిలిషియా,2. मिलिशिया
దుష్పరిపాలన,कुशासन
లింక్ లేదు,लुप्त कड़ी
మిషన్,"दूतमंडल, मिशन"
మిషన్,2. सेवादल गठित मंडल
మిషన్,3. दौत्यकर्म
మిశ్రమ జాతి,मिश्र प्रजाति
ఆధునిక చరిత్ర,आधुनिक इतिहास
మోడ్స్ వీవెండి,"अस्थायी व्यवस्था, आरज़ी समझौता, कार्यनिर्वाहक व्यवस्था"
మోనాకిజం,मठवास
చక్రవర్తి,एकराष्ट्र
చక్రవర్తి,2. राजा
రాచరికం,राजतंत्रवाद
రాచరికం,2. राजतंत्र से सिद्धान्त
రాచరికవాది,राजतंत्रवादी
రాచరికం,"राजतंत्र, एकराट्तंत्र"
మఠం,मठ
మఠం,2. बिहार
మఠం,3. संधाराम
సన్యాసం,मठजीवन
సన్యాసం,2. मठतंत्र
సన్యాసి,भिक्षु
మాతృదేశం,"मूल देश, मातृदेश"
మాతృభూమి,मातृभूमि
పార్లమెంటుల తల్లి,संसद जननी
ముక్రాకర్స్,"मकरेकर, कीचड़ उछालने वाला"
మమ్మీ,"ममी, चिरशव"
మ్యూజియం,"संग्रहालय, अजायबघर"
మస్కెట్,"तुपक, लंबी बंदूक, तुफंग"
మస్కటీర్,"बंदकूची, बरकंदाज़"
మస్కెట్రీ,बरकंदाज़ों का दस्ता
మస్కెట్రీ,2. बरकंदाज़ी
మస్టర్ మాస్టర్,सैनिक उपस्थिति अधिकारी
మస్టర్-రోల్,सैनिक नामावली
మస్టర్-రోల్,2. उपस्थिति नामावली
తిరుగుబాటు,"सैनिक विद्रोह, सैन्य विद्रोह ग़दर, फ़ौजी बग़ावत"
తిరుగుబాటు చట్టం,"विद्रोह विधि, म्यूटिनी एक्ट"
మిస్టరీ షిప్,रहस्यपूर्ण जहाज
కథనం,वर्णन
దేశం,राष्ट्र
స్థానికుడు,"दैशवासी, देशीय व्यक्ति"
స్థానిక రాష్ట్రం,रजवाड़ा
సహజత్వం,प्रकृतिवाद
సహజ హక్కులు,"नैसर्गिक अधिकार, प्राकृतिक अधिकार"
నాజీ,"नात्सी, नाज़ी"
నాజీ విప్లవం,"नात्सी क्रांति, नाज़ी क्रांति"
నాజీయిజం,"नाज़ीवाद, नात्सीवाद"
తూర్పు సమీపంలో,निकट पूर्व
నీగ్రో,नीग्रो
నీగ్రోఫిల్,नीग्रो समर्थक
నీగ్రోఫిలిజం,नीग्रो प्रेम
నీగ్రోఫోబియా,नीग्रो भय
తటస్థ,तटस्थ
తటస్థ దేశం,तटस्थ देश
నూతన ఒప్పందం,"न्यूडील, नई नीति, नई व्यवस्था"
కొత్త ప్రపంచం,नूतन विश्व
ప్రభువు,"अभिजात वर्ग, अमीर वर्ग"
కీర్తిగల,"अभिजात, अमीर"
కీర్తిగల,2. मोहर
సంచార జాతులు,"खानाबदोश, यायावर"
సంచార గుంపు,यायावर दल
సంచారము,खानाबदोशी जिंदगी
దురాక్రమణ రహిత ఒప్పందం,"अनाक्रमण अनुबंध, अनाक्रमण समझौता"
దురాక్రమణ రహిత ఒప్పందం,अनाक्रमण संधि
యుద్ధం చేయని రాష్ట్రం,अयोधी राष्ट्र
నాన్-కో-ఆపరేషన్,असहयोग
సహాయ నిరాకరణ ఉద్యమం,असहयोग आंदोलन
ఎదురుగా,(सिक्के का) मुख्य भाग
