Bengali,Malayalam
গুণাঙ্ক,ഗുണകര്മ്മം
জবরদস্তি,നിർബന്ധിത
সুসংগত মড্যুলেশন,യോജിച്ച മോഡുലേഷൻ
কয়েল,കോണം
সহযোগিতা,സഹപവര്ത്തനം
ধসে,തകര്ന്നടിയുക
সংগ্রাহক,കളപ്പുര
সংগ্রাহক বর্তমান,കളക്ടർ കറന്റ്
বেস কন্ডাক্টেন্সে সংগ্রাহক,അടിസ്ഥാന പെരുമാറ്റത്തിലേക്കുള്ള കളക്ടർ
সংগ্রাহক-বেস জংশন,കളക്ടർ-അടിസ്ഥാന ജംഗ്ഷൻ
রঙ,നിറം
রঙ বিশ্লেষক,കളർ അനലൈസർ
রঙ ভারসাম্য,നിറം ബാലൻസ്
রঙ ফেটে,നിറം പൊട്ടിത്തെറി
রঙ চার্ট,കളർ ചാർട്ട്
রঙ সংমিশ্রণ,വർണ്ണ കോമ്പിനേഷൻ
রঙ ধ্রুবক,വർണ്ണ സ്ഥിരത
রঙ নিয়ন্ত্রণ (ক্রোম নিয়ন্ত্রণ),വർണ്ണ നിയന്ത്രണം (Chrome നിയന്ത്രണം)
রঙ গভীরতা,നിറം ആഴം
রঙ ক্লান্তি,കളർ ക്ഷീണം
রঙ ফিল্টার,കളർ ഫിൽട്ടർ
রঙিন কিলার সার্কিট,കളർ കില്ലർ സർക്യൂട്ട്
রঙিন কাইনেসপ,കളർ കൈൻകോപ്പ്
রঙ মিশ্রণ,കളർ മിക്സർ
রঙিন প্যাটার্ন,വർണ്ണ പാറ്റേൺ
রঙ উপলব্ধি,വർണ്ണ പെർസെപ്ഷൻ
রঙিন চিত্রের স্ক্রিন,കളർ പിക്ചർ സ്ക്രീൻ
রঙ স্থান,കളർ സ്പേസ്
রঙ সাবকারিয়ার,കളർ സബ്കറിയർ
রঙের তাপমাত্রা,വർണ്ണ താപനില
রঙ সংক্রমণ,കളർ ട്രാൻസ്മിഷൻ
রঙ টিউব,കളർ ട്യൂബ്
রঙিন,നിറങ്ങൾ
বর্ণহীন,നിറമില്ലാത്ത
সংমিশ্রণ,സമ്മിശണം
কম্বাইনার,കോമ്പിനർ
সংমিশ্রণ প্রক্রিয়া,സംയോജനം സംയോജിപ്പിക്കുന്നു
দহন,ജ്വലിക്കുക
কমান্ড,ആജ്ഞാപിക്കുക
শুরু,തുടങ്ങുന്നതിനു
বাণিজ্যিক সম্প্রচার,വാണിജ്യ പ്രക്ഷേപണം
বাণিজ্যিক টেলিভিশন,വാണിജ്യ ടെലിവിഷൻ
সাধারণ সংগ্রাহক সার্কিট,സാധാരണ കളക്ടർ സർക്യൂട്ട്
যোগাযোগ,വാര്ത്താവിനിമയം
যোগাযোগ স্যাটেলাইট,ആശയവിനിമയ ഉപഗ്രഹം
সম্প্রদায় রেডিও কেন্দ্র,കമ്മ്യൂണിറ്റി റേഡിയോ സെന്റർ
সম্প্রদায় রেডিও স্টেশন,കമ്മ്യൂണിറ്റി റേഡിയോ സ്റ്റേഷൻ
কমপ্যাক্ট ডিস্ক (সিডি),കോംപാക്റ്റ് ഡിസ്ക് (സിഡി)
কমপ্যাক্ট ডিস্ক প্লেয়ার,കോംപാക്റ്റ് ഡിസ്ക് പ്ലെയർ
সামরিক,വേലക്കാരന്
তুলনা করা,സൃഷ്ടിച്ച്
সামঞ্জস্যতা,അനുയോജ്യത
উপযুক্ত,അനുഗുണമായ
সংকলক,കംപൈലർ
পরিপূরক,പൂരകൻ
পরিপূরক ট্রানজিস্টর,പരസ്പര ബന്ധപ്പെടേണ്ട ട്രാൻസിസ്റ്റർ
জটিল তরঙ্গ,സങ്കീർണ്ണമായ വേവ്
উপাদান,ഘടകം
সংমিশ্রণ,സംയോജിത
যৌগিক সার্কিট,സംയോജിത സർക്യൂട്ട്
যৌগিক ডিজিটাল,സംയോജിത ഡിജിറ്റൽ
যৌগিক রেডিও ফ্রিকোয়েন্সি সিগন্যাল,സംയോജിത റേഡിയോ ഫ്രീക്വൻസി സിഗ്നൽ
যৌগিক সংকেত,സംയോജിത സിഗ്നൽ
যৌগিক ভিডিও,സംയോജിത വീഡിയോ
যৌগিক ভিডিও সংকেত,സംയോജിത വീഡിയോ സിഗ്നൽ
গঠন,രചന
সংকুচিত ডেটা,കംപ്രസ്സുചെയ്ത ഡാറ്റ
সংকুচিত ডিজিটাইজড ভিডিও,കംപ്രസ്സുചെയ്ത ഡിജിറ്റൈസ് ചെയ്ത വീഡിയോ
সংকুচিত ভিডিও,കംപ്രസ്സുചെയ്ത വീഡിയോ
সঙ্কোচন,കംപ്രഷൻ
সংক্ষেপণ শিল্পকর্ম,കംപ്രഷൻ ആർട്ടിഫാക്റ്റ്
সংকোচনের ঝুঁকি,കംപ്രഷൻ അപകടം
সংক্ষেপণ কৌশল,കംപ്രഷൻ രീതി
সংক্ষেপক,കംപ്രർ
গণনা,കണക്കുകൂട്ടുക
কম্পিউটার,കന്വൂട്ടര്
কম্পিউটার ভিত্তিক মাল্টিমিডিয়া,കമ്പ്യൂട്ടർ ആസ്ഥാനമായുള്ള മൾട്ടിമീഡിയ
কম্পিউটার প্রোগ্রামিং,കമ്പ്യൂട്ടർ പ്രോഗ്രാമിംഗ്
কম্পিউটার প্রযুক্তি,കമ്പ്യൂട്ടർ സാങ്കേതികവിദ്യ
অবতল লেন্স,കോൺകീവ് ലെൻസ്
অবতল আয়না,കോൺകീവ് മിറർ
গোপন,ഒളിച്ചുഴ ലഭിക്കല്
কেন্দ্রীভূত,ഏകാഗ്രത
একাগ্রতা,ഏകാഗത
কেন্দ্রীভূত লেন্স,ഏകാഗത ലെൻസ്
কনডেনসার মাইক্রোফোন,കണ്ടൻസർ മൈക്രോഫോൺ
ভারসাম্য শর্ত,സന്തുലിതാവസ്ഥയുടെ അവസ്ഥ
চালনা,ആവർത്തനം
পরিবাহিতা বর্তমান,ചണംകരണം
পরিবাহিতা,ചാരന്വിറ്റി
কন্ডাক্টর,മേല്നോട്ടക്കാരി
কনফিগারেশন,കോൺഫിഗറേഷൻ
সংযোগ,കൂട്ടുകെട്ട്
সংযোগ,കണക്റ്റിവിറ്റി
সংযোগকারী,കണക്റ്റർ
ধারাবাহিকতা,സ്ഥിരത
ধারাবাহিকভাবে,സ്ഥിരമായി
কনসোল,കൺസോൾ
ধ্রুবক,സ്ഥിരമായ
ধ্রুবক প্রশস্ততা,സ്ഥിരമായ വ്യാപ്തി
মাইক্রোফোনের সাথে যোগাযোগ করুন,മൈക്രോഫോൺ ബന്ധപ്പെടുക
ধারক ফর্ম্যাট,കണ്ടെയ്നർ ഫോർമാറ്റ്
দূষণ,മലിനമാക്കല്
বিষয়বস্তু,സന്തുഷ്ടമായ
সংলগ্ন,തുടർച്ചനാൽ
ধারাবাহিকতা,തുടർച്ച
ধারাবাহিকতা বুথ,തുടർച്ച ബൂത്ത്
ধারাবাহিকতা গিঁট,തുടർച്ച നോബ്
একটানা,ഇടതടവില്ലാതെ
অবিচ্ছিন্ন চাপ,തുടർച്ചയായ ആർക്ക്
অবিচ্ছিন্ন তরঙ্গ,തുടർച്ചയായ തരംഗം
কনট্যুর লাইন,കോണ്ടൂർ ലൈൻ
কনট্যুর পরিকল্পনা,കോണ്ടൂർ പ്ലാൻ
চুক্তি,ഉടന്വടി
সংকোচন,സങ്കോചനം
বৈপরীত্য অনুপাত,ദൃശ്യതീവ്രത അനുപാതം
নিয়ন্ত্রণ বর্তনী,നിയന്ത്രണ സർക്യൂട്ട്
বৈদ্যুতিন নিয়ন্ত্রণ করুন,ഇലക്ട്രോഡ് നിയന്ത്രിക്കുക
নিয়ন্ত্রণ সরঞ্জাম,ഉപകരണങ്ങൾ നിയന്ത്രിക്കുക
গ্রিড নিয়ন্ত্রণ করুন,നിയന്ത്രണ ഗ്രിഡ്
নিয়ন্ত্রণ লাইন,നിയന്ത്രണ രേഖ
নিয়ন্ত্রণ প্যানেল,നിയന്ത്രണ പാനൽ
নিয়ন্ত্রণ কক্ষ,നിയന്ത്രണ മുറി
নিয়ন্ত্রণ টেবিল,നിയന്ത്രണ പട്ടിക
নিয়ন্ত্রণ টাওয়ার,നിയന്ത്രണ ഗോപുരം
নিয়ামক,കണ്ട്രോളർ
রূপান্তর,ഒത്തുപണി
কনভারজেন্ট লেন্স,മൊത്തത്തിലുള്ള ലെൻസ്
রূপান্তরকারী,കവർത്തനമാർഗ്ഗം
উত্তল লেন্স,കൺവെക്സ് ലെൻസ്
সমঝোতা,സാരമക്ഷമമായ
কনভোলিউশন কোডড,പരിമിതി കോഡ് ചെയ്തു
কনভোলিউশনাল ইন্টারলিভ,പരിണാമപരമായ പരസ്പരബന്ധം
কনভোলিউশনাল ইন্টারলিভিং,പരിണാമപരമായ സംക്രമണ
কুকি,കുക്കി
কুকিয়ার,കുക്കിതാവ്
Coprocessor,കോപാസസ്സർ
কর্ড,ചരട്
করোনা,കൊറോണ
করোনার স্রাব,കൊറോണ ഡിസ്ചാർജ്
পারস্পরিক সম্পর্ক,പരസ്പരബന്ധം
কোসাইন উপাদান,കോസിൻ ഘടകം
কোসাইন ওয়েভ,കോസിൻ തരംഗം
মহাজাগতিক শব্দ,കോസ്മിക് ശബ്ദം
কাউন্টার,കൗണ്ടര്
ঘড়ির কাঁটার বিপরীতে,എതിർ ഘടികാരദിശയിൽ
কাপলার,കപ്ലർ
কাপলিং,കപ്ലിംഗ്
কাপলিং কনডেনসার,കപ്ലിംഗ് കണ്ടൻസർ
কাপলিং নেটওয়ার্ক,കപ്ലിംഗ് നെറ്റ്വർക്ക്
কাপলিং প্রতিরোধের,Conpling പ്രതിരോധം
সমযোজী বন্ধন,കോവാലന്റ് ബോണ്ട്
কভারেজ,കവറേജ്
ক্র্যাশ,തകര്ച്ച
সমালোচনামূলক ব্যান্ড,ഗുരുതരമായ ബാൻഡ്
গুরুতর অবস্থায়,ഗുരുതരമായ അവസ്ഥ
সমালোচনামূলক কাপলিং,ഗുരുതരമായ കപ്ലിംഗ്
সমালোচনামূলক ফ্রিকোয়েন্সি,ഗുരുതരമായ ആവൃത്തി
সমালোচনামূলক প্যারামিটার,ഗുരുതരമായ പാരാമീറ്റർ
কুমির ক্লিপ,മുതല ക്ലിപ്പ്
ক্রস বিবর্ণ,ക്രോസ് മങ്ങൽ
ক্রস মড্যুলেশন,ക്രോസ് മോഡുലേഷൻ
ক্রস টক,ക്രോസ് ടോക്ക്
ক্রসফ্যাড,ക്രോസ്ഫേഡ്
ক্রিপ্টোগ্রাফি,ക്രിപ്റ്റോഗ്രഫി
স্ফটিক,സ്ഫടികം
স্ফটিক ফিল্টার,ക്രിസ്റ്റൽ ഫിൽട്ടർ
কিউ,ശീതം
কিউ চিহ্ন,ക്യൂ മാർക്ക്
কিউইং ডিভাইস,ഉപകരണം ക്യൂപ്പിംഗ് ഉപകരണം
বর্তমান ড্রেন,നിലവിലെ ഡ്രെയിൻ
বর্তমান মিটার,നിലവിലെ മീറ്റർ
বর্তমান ট্রান্সফরমার,നിലവിലെ ട്രാൻസ്ഫോർമർ
কার্সার,കഴ്സർ
বক্ররেখা,വളവ്
ফ্রিকোয়েন্সি কেটে ফেলুন,ആവൃത്തി മുറിക്കുക
কাটার,മുറിവ്
সাইবার ক্যাফে,സൈബർ കഫേ
সাইবার নিরাপত্তা,സൈബർ സുരക്ഷ
সাইবার স্পেস,സൈബർ സ്ഥലം
সাইকেল,ആവൃത്തി
চক্রীয়,ചാക്രിക
ডিসি উপাদান,D.C. ഘടകം
ডিসি প্লেট পাওয়ার,D.C. പ്ലേറ്റ് വൈദ്യുതി
ডিসি পুন: প্রতিষ্ঠা,D.C. പുനസ്ഥാപിക്കൽ
ড্যাম্পার ডায়োড,ഡാംപ്പർ ഡയോഡ്
স্যাঁতসেঁতে,നനഞ്ഞ
অন্ধকার,ഇരുണ്ട
ডেটা,ഡാറ്റ
ডেটা সম্প্রচার,ഡാറ്റ ബ്രോഡ്കാസ്റ്റിംഗ്
তথ্য সংকোচন,ഡാറ്റ കംപ്രഷൻ
ডেটা ড্রিলিং,ഡാറ്റ ഡ്രില്ലിംഗ്
তথ্য এনক্রিপশন,ഡാറ്റ എൻക്രിപ്ഷൻ
আমার স্নাতকের,ഡാറ്റ ഫയൽ
ডেটা হ্যান্ডলিং,ഡാറ്റ കൈകാര്യം ചെയ്യൽ
ডেটা মাইনিং,ഡാറ്റ ഖനനം
তথ্য প্রক্রিয়াজাতকরণ,ഡാറ്റ പ്രോസസ്സിംഗ്
ডাটা প্রসেসর,ഡാറ്റ പ്രോസസ്സ്
ডেটা হ্রাস বিট সিস্টেম,ഡാറ്റ കുറച്ച ബിറ്റ് സിസ്റ്റം
তথ্য সেবা,ഡാറ്റ സേവനം
তথ্য তালিকা,ഡാറ്റ ഷീറ്റ്
তথ্য ভান্ডার,ഡാറ്റ സംഭരണം
তথ্য প্রবাহ,ഡാറ്റ സ്ട്രീം
ডেটা রূপান্তর,ഡാറ്റ പരിവർത്തനം
ডেটা ট্রান্সমিশন,ഡാറ്റ ട്രാൻസ്മിഷൻ
তথ্যশালা,ഡാറ്റാബേസ്
ডেটাকাস্টিং,അപകീർത്തികരമായ
ডেটাগ্রাম,ഡാറ്റാഗ്രാം
ডিবি মিটার,ഡിബി മീറ്റർ
মৃত বায়ু,ചത്ത വായു
মৃত শর্ট সার্কিট,ഡെഡ് ഷോർട്ട് സർക്യൂട്ട്
ডেড স্পট,ചത്ത സ്ഥലം
অচলাবস্থা,ഡെഡ്ലോക്ക്
ডিবাগ প্রোগ্রাম,ഡീബഗ് പ്രോഗ്രാം
ডিবাগিং,ഡീബഗ്ഗിംഗ്
শব্দ ক্ষয়,ശബ്ദത്തിന്റെ ക്ഷയം
ডেসিবেল (ডিবি),ഡെസിബെൽ (ഡിബി)
দশমিক,ദശാംശ
দশমিক কোড,ദശാംശ കോഡ്
দশমিক অঙ্ক,ദശാംശ അക്ക
ডেসিফারিং,അനുശാസിക്കുന്നു
ডিকোডার,അചഞ്ചര്
ডিকোডিং,ഡീകോഡിംഗ്
ডিজিটাল সংক্রমণে ডিকোডিং,ഡിജിറ്റൽ ട്രാൻസ്മിഷനിൽ ഡീകോഡ് ചെയ്യുന്നു
ডিকম্প্রেশন,വികൃതമായ
ডিকোপলিং,തളർത്തുക
ডিকোপলিং সার্কিট,സർക്യൂട്ട് ഉപേക്ഷിക്കുന്നു
ডিকোপলিং নেটওয়ার্ক,നെറ്റ്വർക്ക് തീരുമാനിക്കുക
ডিক্রিপশন,ഡീക്രിപ്ഷൻ
ডেডিকেটেড লাইন,സമർപ്പിതരേഖ
ডি-এমবেডিং,ഡി-എംബഡിംഗ്
ডি-জোর,ഡി-is ന്നൽ
ডিফল্ট,കുറ്റം
গুণমান ত্রুটি,ഗുണനിലവാരത്തിൽ തകരാറ്
ত্রুটিযুক্ত,കുറവുള്ള
ত্রুটিযুক্ত ইউনিট,വികലമായ യൂണിറ്റ്
সংজ্ঞা,നിര്വചനം
ডিফ্লেশন,വ്യതിചലനം
বিকৃতি,അവശമനം
ডিফ্র্যাগমেন্টেশন,വഞ്ചന
ডি-গাউসিং কয়েল,ഡി-ഗെയ്സിംഗ് കോയിൽ
ডিগ্রি,ഡിഗ്രി
ডি-ইন্টারলিভার,ഡി-ഇന്റർലീവ്
বিলম্ব লাইন,കാലതാമസം
বিলম্ব সময়,കാലതാമസം
বিলম্বিত ফ্রেম মেমরি,ഫ്രെയിം മെമ്മറി വൈകി
বিলম্বিত স্ক্যানিং,സ്കാനിംഗ് വൈകി
বিলম্বিত সিঙ্ক্রোনাইজেশন সংকেত,സമന്വയ സിഗ്നൽ വൈകി
বিতরণ,പസവം
বিতরণ ব্যবস্থাপনা,ഡെലിവറി സംവിധാനം
ডিমোডুলেশন,പൊളിക്കുക
ডেমোডুলেটর কার্ড,ഡിമോഡലേറ്റർ കാർഡ്
ডেমাল্টিপ্লেক্সার,ലംതിപ്റ്റൻ
মাঠের গভীরতা,ഫീൽഡിന്റെ ആഴം
অবতরণ,അവരോഹണം
নকশার সবিস্তার বিবরণী,ഡിസൈൻ സവിശേഷത
ডেস্কটপ,ഡെസ്ക്ടോപ്പ്
ডিটেক্টর আউটপুট,ഡിറ്റക്ടർ .ട്ട്പുട്ട്
বিচ্যুতি,വതിചലനം
যন্ত্র,ഉപായം
ডিভাইস ড্রাইভার,ഉപകരണ ഡ്രൈവർ
কারণ নির্ণয়,ഡയഗ്നോസ്റ്റിക്സ്
চিত্র,രേഖാലേഖം
ডায়ালগ ট্র্যাক,ഡയലോഗ് ട്രാക്ക്
ব্যাস মোড,വ്യാജ മോഡ്
ডায়মন্ড স্টাইলাস,ഡയമണ്ട് സ്റ്റൈലസ്
ডায়াফ্রাম,ഡയഫ്രം
ডায়াফ্রাম্যাটিক শোষণকারী,ഡയഫ്രാഗ്മാറ്റിക് ആഗിര്ബർ
ডাইচোটিক শ্রবণ,ഡിക്കോട്ടിക് ലിസണിംഗ്
ডাইলেট্রিক,ഡീലക്റ്റിക്
ডাইলেট্রিক ব্রেক- ডাউন,ഡീലക്ട്രിക് ബ്രേക്ക്- താഴേക്ക്
ডাইলেট্রিক ক্ষতি,ഡീലക്ട്രിക് നഷ്ടം
পার্থক্য ফ্রিকোয়েন্সি,വ്യത്യാസ ആവൃത്തി
পার্থক্য ফ্রিকোয়েন্সি বিকৃতি (ডিএফডি),വ്യത്യാസ ആവൃത്തിയുടെ വികസനം (DFD)
পার্থক্য টোন,വ്യത്യാസ സ്വരം
ডিফারেনশিয়াল এম্প্লিফায়ার,ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ
বিচ্ছুরণ,ഡിഫ്രാക്ഷൻ
ডিফিউজার,ഡിഫ്യൂസർ
অঙ্ক,അക്കം
ডিজিটাল,ഡിജിറ്റൽ
ডিজিটাল আর্টিফ্যাক্ট,ഡിജിറ്റൽ ആർട്ടിഫാക്റ്റ്
ডিজিটাল অডিও,ഡിജിറ്റൽ ഓഡിയോ
ডিজিটাল অডিও ফিল্টার,ഡിജിറ്റൽ ഓഡിയോ ഫിൽട്ടർ
ডিজিটাল অডিও ওয়ার্ক স্টেশন,ഡിജിറ്റൽ ഓഡിയോ വർക്ക് സ്റ്റേഷൻ
ডিজিটাল ক্যামেরা,ഡിജിറ്റൽ ക്യാമറ
ডিজিটাল কম্পিউটার,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
ডিজিটাল ডেটা,ഡിജിറ്റൽ ഡാറ്റ
ডিজিটাল সম্পাদনা,ഡിജിറ്റൽ എഡിറ്റിംഗ്
ডিজিটাল এক্সাইটার,ഡിജിറ്റൽ എക്സൈറ്റർ
ডিজিটাল ফিল্টার,ഡിജിറ്റൽ ഫിൽട്ടർ
ডিজিটাল ফ্রেম সিঙ্ক্রোনাইজার,ഡിജിറ്റൽ ഫ്രെയിം സമന്വയം
ডিজিটাল heritage তিহ্য,ഡിജിറ്റൽ പൈതൃകം
ডিজিটাল চিত্র,ഡിജിറ്റൽ ഇമേജ്
ডিজিটাল লাইব্রেরি,ഡിജിറ്റൽ ലൈബ്രറി
ডিজিটাল মিটার,ഡിജിറ്റൽ മീറ്റർ
ডিজিটাল মড্যুলেশন,ഡിജിറ്റൽ മോഡുലേഷൻ
ডিজিটাল মাল্টিপ্লেক্স,ഡിജിറ്റൽ മൾട്ടിഫ്ക്സ്
ডিজিটাল নেটওয়ার্ক,ഡിജിറ്റൽ നെറ്റ്വർക്ക്
ডিজিটাল ফলাফল,ഡിജിറ്റൽ .ട്ട്പുട്ട്
ডিজিটাল প্লেব্যাক,ഡിജിറ്റൽ പ്ലേബാക്ക്
ডিজিটাল রেডিও মন্ডিয়াল (ডিআরএম),ഡിജിറ്റൽ റേഡിയോ മൊണ്ടാലിലേക്ക് (ഡിആർഎം)
ডিজিটাল রেকর্ডিং,ഡിജിറ്റൽ റെക്കോർഡിംഗ്
ডিজিটাল বিপ্লব,ഡിജിറ്റൽ വിപ്ലവം
ডিজিটাল সিগন্যাল,ഡിജിറ്റൽ സിഗ്നൽ
ডিজিটাল সিগন্যাল প্রসেসিং (ডিএসপি),ഡിജിറ്റൽ സിഗ്നൽ പ്രോസസ്സിംഗ് (DSP)
ডিজিটাল স্বাক্ষর,ഡിജിറ്റൽ ഒപ്പ്
ডিজিটাল প্রযুক্তি,ഡിജിറ്റൽ സാങ്കേതികവിദ്യ
অ্যানালগ রূপান্তরকারী ডিজিটাল,അനലോഗ് കൺവെർട്ടറിലേക്കുള്ള ഡിജിറ്റൽ
ডিজিটাল ভিডিও,ഡിജിറ്റൽ വീഡിയോ
ডিজিটাল ভোল্টমিটার,ഡിജിറ്റൽ വോൾട്ട്മീറ്റർ
ডিজিটালাইজেশন,ഡിജിറ്റലൈസേഷൻ
ডিজিটাইজেশন,ഡിജിറ്റൈസേഷൻ
ডিজিটাইজড ভিডিও,ഡിജിറ്റൈസ് ചെയ്ത വീഡിയോ
ডিজিটাইজার,ഡിജിറ്റൈസർ
ম্লান,മങ്ങിന്
মাত্রা,പരിമാണം
ডিমার,മയക്കുമരുന്ന്
ডায়োড,ഡയോഡ്
ডুব,മുക്കുക
ডিপ্লেক্সার,ഡി മെൽക്സർ
ডিপোল অ্যান্টেনা,ഡിപ്ലോൾ ആന്റിന
সরাসরি সম্প্রচার,നേരിട്ടുള്ള പ്രക്ഷേപണം
সরাসরি কারেন্ট (ডি সি),നേരിട്ടുള്ള കറന്റ് (ഡി സി)
সরাসরি বাছাই,നേരിട്ടുള്ള പിക്ക് അപ്പ്
সরাসরি পড়ার যন্ত্র,നേരിട്ടുള്ള വായന ഉപകരണം
সরাসরি রেকর্ডিং,നേരിട്ടുള്ള റെക്കോർഡിംഗ്
দিকনির্দেশক অ্যান্টেনা,ദിശാസൂചന ആന്റിന
দিকনির্দেশক কাপলার,ദിശാസൂചന കപ്ലർ
দিকনির্দেশক মাইক্রোফোন,ദിശാസൂചന മൈക്രോഫോൺ
নির্দেশিকা,നിര്ദേശം
ডিরেক্টরি,മേല്വിലാസപ്പട്ടിക
অক্ষম করুন,പ്രവർത്തനരഹിതമാക്കുക
ডিস্ক অ্যান্টেনা,ഡിസ്ക് ആന്റിന
ডিস্ক ভিত্তিক স্টোরেজ,ഡിസ്ക് അടിസ്ഥാനമാക്കിയുള്ള സംഭരണം
বিচ্ছিন্ন,അപവാദം
ডিস্ক,ചകം
তথ্য ধারণ করে যে চাকতি,ഡിസ്ക് ഡ്രൈവ്
ডিস্ক কোটা,ഡിസ്ക് ക്വാട്ട
ডিস্কেট,അകെച്ചെറ്റ്
স্থানচ্যুতি,സ്ഥാനഭാവം
বিচ্ছুরণ,പതിക്കല്
উত্পাটন,സ്ഥാനമാറ്റാം
প্রদর্শন,പദര്ശനം
প্রদর্শন ইউনিট (কনসোল),ഡിസ്പ്ലേ യൂണിറ്റ് (കൺസോൾ)
অপচয়,ഭിന്നിപ്പ്
বিচ্ছিন্নতা,വൈരാഗ്യം
বিশুদ্ধ পানি,വാറ്റിയെടുത്ത വെള്ളം
বিকৃতি,വളച്ചൊടിക്കൽ
বিতরণ,വിതരണ
বিতরণ পরিবর্ধক,വിതരണം ആംപ്ലിഫയർ
বিভাগ,ഡിവിഷൻ
বিভাজক,ഭിചതീരം
নথি,രേഖ
Dolby ডিজিটাল,ഡോൾബി ഡിജിറ്റൽ
ডোমেইন,ഡൊമെയ്ൻ
ডোমেন নিয়ন্ত্রক,ഡൊമെയ്ൻ കണ്ട്രോളർ
ডপলার এফেক্ট,ഡോപ്ലർ ഇഫക്റ്റ്
ডাবল মেরু (ডিপোল),ഡബിൾ പോൾ (ഡിയോൾ)
ডাবল মেরু একক থ্রো সুইচ,ഇരട്ട പോൾ സിംഗിൾ ത്രോ സ്വിച്ച്
ডাবল পার্শ্বযুক্ত ডিস্ক,ഇരട്ട സൈഡ് ഡിസ്ക്
ডাবল্ট,ഇരട്ട
ডাউন ওয়েভ ডাউন,താഴേക്ക് വരുന്ന തരംഗം
ডাউন স্ট্রিম,താഴേക്ക് അരുവി
ডাউনলিংক,ഡൗൺലിങ്ക്
ডাউনলোড,ഡൗൺലോഡ്
ডাউনলোড করা,ഡൗൺലോഡുചെയ്യുന്നു
অঙ্কন,ഡ്രോയിംഗ്
ড্রিলিং বিট,ഡ്രില്ലിംഗ് ബിറ്റ്
ড্রিলিং মেশিন,ഡ്രില്ലിംഗ് മെഷീൻ
ড্রাইভ,ഓടിക്കുക
ড্রাম,ചെണ്ട
শুকনো বাল্ব তাপমাত্রা,ഡ്രൈ ബൾബ് താപനില
শুকনো সেল,വരണ്ട സെൽ
শুকনো সোল্ডার,ഡ്രൈ സോൾഡർ
দ্বৈত চ্যানেল মোড,ഡ്യുവൽ ചാനൽ മോഡ്
ডাবিং,ഡബ്ബിംഗ്
ডুড,ദുരുപയോഗം
ডাম্প,ഉപേക്ഷിക്കുക
দ্বৈত,ഡ്യുപ്ലെക്സ്
সময়কাল,കാലയളവ്
ধুলো,പൊടി
ডাস্ট বাগ,പൊടി ബഗ്
ধুলা প্রমাণ,പൊടി തെളിവ്
ডাস্টার,ദുണ്രന്മാര്
গতিশীল,ചലനാത്മക
গতিশীল বিট বরাদ্দ,ഡൈനാമിക് ബിറ്റ് വിഹിതം
গতিশীল ইন্টারমোডুলেশন বিকৃতি (ডিম),ഡൈനാമിക് ഇന്റർമോഡുലേഷൻ വക്രീകരണം (മങ്ങിയത്)
গতিশীল পরিমাণ,ഡൈനാമിക് ക്വാണ്ടൈസേഷൻ
গতিশীল পরিসীমা,ഡൈനാമിക് റേഞ്ച്
গতিশীল পরিসীমা নিয়ন্ত্রণ,ഡൈനാമിക് റേഞ്ച് നിയന്ത്രണം
ডায়নামো,ഡൈനാമോ
কানের ফোন,ഇയർ ഫോൺ
পৃথিবী,ഭൂമി
পৃথিবী বাল্জ,എർത്ത് ബൾബ്
পৃথিবী প্রতিরোধ,ഭൂമി ചെറുത്തുനിൽപ്പ്
আর্থ রড,എർത്ത് വടി
আর্থ স্যাটেলাইট,എർത്ത് ഉപഗ്രഹം
আর্থ স্টেশন,ഭൂമി സ്റ്റേഷൻ
আর্থ টার্মিনাল,എർത്ത് ടെർമിനൽ
আর্থিং,പൊയ്ക്കുന്നത്
প্রতিধ্বনি,പതിധനി
প্রতিধ্বনির কামরা,എക്കോ ചേംബർ
এডি কারেন্ট,എഡ്ഡി കറന്റ്
এডি বর্তমান ক্ষতি,എഡ്ഡി നിലവിലെ നഷ്ടം
এজওয়াইজ মিটার,എഗ്രിവൈസ് മീറ്റർ
সম্পাদনা,എഡിറ്റിംഗ്
কার্যকর অ্যান্টেনা উচ্চতা,ഫലപ്രദമായ ആന്റിന ഉയരം
কার্যকর অ্যান্টেনার দৈর্ঘ্য,ഫലപ്രദമായ ആന്റിന നീളം
কার্যকর ভোল্টেজ,ഫലപ്രദമായ വോൾട്ടേജ്
দক্ষতা,കാര്യക്ഷമത
স্থিতিস্থাপকতা,ഇലാസ്തികത
বৈদ্যুতিক স্রাব,വൈദ്യുത ഡിസ്ചാർജ്
বৈদ্যুতিক ক্ষেত্র,വൈദ്യുത മണ്ഡലം
বৈদ্যুতিন ফ্ল্যাশ,ഇലക്ട്രിക് ഫ്ലാഷ്
বৈদ্যুতিক চুলা,വൈദ്യുത ഹീറ്റർ
বৈদ্যুতিক মিটার,വൈദ്യുത മീറ്റർ
বৈদ্যুতিক মটর,വൈദ്യുത മോട്ടോർ
বৈদ্যুতিক শক,വൈദ്യുതാഘാതം
বৈদ্যুতিক স্পার্ক,വൈദ്യുത തീപ്പൊരി
বৈদ্যুতিক সরঞ্জাম,വൈദ്യുത ഉപകരണം
বৈদ্যুতিক শব্দ,വൈദ്യുത ശബ്ദം
