English,Odiya
Eleven Years' Tyranny,ଏକାଦଶ ବର୍ଷର ଅତ୍ୟାଚାର |
Elysae (=Elysee),ଏଲିସା (= ଏଲିସି)
Enclosure Movement,ଏନକ୍ଲୋଜର ଆନ୍ଦୋଳନ |
Encyclical,ଏନସାଇକ୍ଲିକ୍ |
Encyclopaedist movement,ଏନସାଇକ୍ଲୋପେଡିଷ୍ଟ ଆନ୍ଦୋଳନ |
Entente,ଏଣ୍ଟେଣ୍ଟେ |
Entente cordiale,ଏଣ୍ଟେଣ୍ଟେ କର୍ଡିଆଲ୍ |
Enthrone,ଏଣ୍ଟ୍ରୋନ୍ |
Entourage,ଭ୍ରମଣ
Ephod,ଏଫୋଡ୍
Ephor,ଇଫୋର |
Epic age,ଏପିକ୍ ବୟସ |
Epic hero,ଏପିକ୍ ହିରୋ |
Epigraph,ଏପିଗ୍ରାଫ୍ |
Episcopacy,Episcopacy
Episcopate,Episcopate |
Episode,ଏପିସୋଡ୍
Epoch,ଯୁଗ
Epoch-making event,ଯୁଗ ତିଆରି ଇଭେଣ୍ଟ |
Epoch-making man,ଯୁଗ ସୃଷ୍ଟି କରୁଥିବା ବ୍ୟକ୍ତି |
Eponym,ଉପନାମ
Equerry,ସମୀକରଣ
Equerry,ସମୀକରଣ
Equestrian statue,ଅଶ୍ୱିନୀ ମୂର୍ତ୍ତି |
Era,ଯୁଗ
Ergastulum,ଏରଗାଷ୍ଟୁଲମ୍ |
Eucharist,ଇଉକାରିଷ୍ଟ |
Evangelicalism,ସୁସମାଚାର
Evangelical movement,ସୁସମାଚାର ଆନ୍ଦୋଳନ |
Evangelist,ସୁସମାଚାର ପ୍ରଚାରକ |
Exarch,Exarch
Exilarch,Exilarch
Falangist,ଫାଲାଙ୍ଗିଷ୍ଟ |
Father land,ପିତା ଭୂମି |
Father land,ପିତା ଭୂମି |
Feriae,ଫେରିଆ |
Fetish,ଫେଟିଶ୍ |
Feudal holdings,ସାମାଜିକ ହୋଲ୍ଡିଂ |
Feudalism (=feudal system),ସାମ୍ରାଜ୍ୟବାଦ (= ସାମ୍ରାଜ୍ୟ ପ୍ରଣାଳୀ)
Feudal system,ସାମ୍ରାଜ୍ୟ ବ୍ୟବସ୍ଥା |
Feudatory,ବିବାଦୀୟ |
Fidei defensor (=Defender of the Faith),ଫିଡେ ଡିଫେନ୍ସର୍ (= ବିଶ୍ୱାସର ଡିଫେଣ୍ଡର)
Fief,ଫିଫ୍ |
Field system,ଫିଲ୍ଡ ସିଷ୍ଟମ୍ |
Fifteenth tax,ପ te ୍ଚଦଶ କର |
Figure head,ଚିତ୍ର ମୁଣ୍ଡ
Fin de siecle,ଫିନ୍ ଡି ସାଇକେଲ୍ |
Fire eater,ଅଗ୍ନି ଭୋଜନକାରୀ |
Five Mile Act,ପାଞ୍ଚ ମାଇଲ୍ ଆକ୍ଟ |
Flag,ପତାକା
Flamen Dialis,ଫ୍ଲେମେନ୍ ଡାଏଲିସ୍ |
Flamen Martialis,ଫ୍ଲେମେନ ମାର୍ଟିଆଲିସ୍ |
Flaming torch,ଜ୍ୱଳନ୍ତ ମଶାଲ |
Flank,ଫାଙ୍କା
Flanking movement,ଫ୍ଲାଙ୍କିଙ୍ଗ୍ ଗତି
Flourishing civilization,ସମୃଦ୍ଧ ସଭ୍ୟତା |
Fluvialistic belief,ଫ୍ଲୁଭିଆଲିଷ୍ଟିକ୍ ବିଶ୍ୱାସ |
Folk god,ଲୋକ ଭଗବାନ |
Folk goddess,ଲୋକ ଦେବୀ
Folk memory,ଲୋକ ସ୍ମୃତି
Folk myth (=folklore),ଲୋକ ପୁରାଣ (= ଲୋକନୃତ୍ୟ)
Foraging,ଚୋରାଚାଲାଣ |
Foray,ଅଗ୍ରଗାମୀ |
Forebear,ଅଗ୍ରଗାମୀ |
Forefather,ପୂର୍ବଜ
Forerunner,ଅଗ୍ରଗାମୀ |
Forlorn hope,ଭରସା
Formative stage,ଗଠନମୂଳକ ପର୍ଯ୍ୟାୟ |
Fort,ଦୁର୍ଗ
Fortification,ଦୁର୍ଗ
Fortified town,ଦୁର୍ଗ ସହର
Fortress,ଦୁର୍ଗ
Fortuna,ଫର୍ଚୁନା
Forum Romanum,ଫୋରମ୍ ରୋମାନମ୍ |
Franciscan,ଫ୍ରାନ୍ସିସ୍କାନ୍ |
Franklin,ଫ୍ରାଙ୍କଲିନ୍ |
Fratricidal war,ଭ୍ରାତୃ ଯୁଦ୍ଧ |
Free Church,ମୁକ୍ତ ଚର୍ଚ୍ଚ
Freeholder,ମୁକ୍ତଧାରୀ
Freelance soldier,ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |
Freelance soldier,ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |
Freeman,ଫ୍ରିମାନ୍
Freeman,ଫ୍ରିମାନ୍
Freepass,ଫ୍ରିପାସ୍ |
French Revolution,ଫରାସୀ ବିପ୍ଳବ |
Friar,ଫ୍ରିୟାର୍ |
Friasian mercenaries,ଫ୍ରାସିଆନ୍ ଭିକାରୀ
Frontier'a man,ସୀମାନ୍ତ ମଣିଷ |
Galleon,ଗାଲେନ୍ |
Gallican (=Gallicanist),ଗାଲିକାନ୍ (= ଗାଲିକାନିଷ୍ଟ)
Gallicanism,ଗାଲିକାନିଜିମ୍ |
Garrison,ଗ୍ୟାରିସନ୍ |
Gaul,ଗଲ୍ |
Gauntlet,ଗାଣ୍ଟଲେଟ୍ |
Gauntlet,ଗାଣ୍ଟଲେଟ୍ |
Gazebo,ଗେଜେବୋ |
Gazebo,ଗେଜେବୋ |
Gazebo,ଗେଜେବୋ |
Genealogical history,ବଂଶାନୁକ୍ରମିକ ଇତିହାସ |
Genealogical record,ବଂଶାନୁକ୍ରମିକ ରେକର୍ଡ |
Genealogical table,ବଂଶାନୁକ୍ରମିକ ସାରଣୀ |
Genealogical tree,ବଂଶାନୁକ୍ରମିକ ବୃକ୍ଷ |
Genealogy,ବଂଶାନୁକ୍ରମିକ
Genealogy,ବଂଶାନୁକ୍ରମିକ
Generation,ପି Generation ଼ି
Genocide,ଜାତିସଂଘ
Gentile,ଅଣଯିହୂଦୀ
Gentile,ଅଣଯିହୂଦୀ
Gentile,ଅଣଯିହୂଦୀ
Gentile,ଅଣଯିହୂଦୀ
Ghetto,ଘେଟୋ |
Ghetto,ଘେଟୋ |
Gibbet,ଗିବ୍ବେଟ୍ |
Gild (=guild),ଗିଲ୍ଡ (= ଗିଲ୍ଡ)
Gladiater,ଗ୍ଲାଡିଏଟର |
Glorious Revolution,ଗ or ରବମୟ ବିପ୍ଳବ |
Golden Horde,ସୁବର୍ଣ୍ଣ ହୋର୍ଡ଼ |
Grand Alliance,ଗ୍ରାଣ୍ଡ୍ ଆଲାଏନ୍ସ |
Grandee,ଗ୍ରାଣ୍ଡି
Grand Signor,ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |
Grand Signor,ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |
Great Civil War,ମହାନ ଗୃହଯୁଦ୍ଧ |
Great Departure (of Buddha),ମହାନ ବିଦାୟ (ବୁଦ୍ଧଙ୍କ)
Greater India,ଗ୍ରେଟର ଭାରତ |
Great Hellas,ମହାନ ହେଲାସ୍ |
Great Horde,ମହାନ ହୋର୍ଡ
Great Renunciation (=great departure),ମହାନ ତ୍ୟାଗ (= ମହାନ ବିଦାୟ)
Great Seal,ମହାନ ସିଲ୍ |
Great Trak,ଗ୍ରେଟ୍ ଟ୍ରାକ୍ |
Great Vehicle,ମହାନ ଯାନ
Great Wall of China,ଚାଇନାର ଗ୍ରେଟ୍ ୱାଲ୍ |
Greave,ଗ୍ରୀଭ୍ |
Guard-chamber,ରାକ୍ଷୀ-ଚାମ୍ବର |
Guard-chamber,ରାକ୍ଷୀ-ଚାମ୍ବର |
Guard-chamber,ରାକ୍ଷୀ-ଚାମ୍ବର |
Guptas,ଗୁପ୍ତା
Hagiography,ହାଗିଓଗ୍ରାଫି |
Hagiography,ହାଗିଓଗ୍ରାଫି |
Hagiology,ହାଜିଓଲୋଜି |
Hagiology,ହାଜିଓଲୋଜି |
Hall of private audience,ବ୍ୟକ୍ତିଗତ ଦର୍ଶକଙ୍କ ହଲ୍ |
Hall of public audience,ଜନ ଦର୍ଶକଙ୍କ ହଲ୍ |
Hatchment,ହ୍ୟାଚ୍
Heathen,ହେଥେନ୍ |
Heathen,ହେଥେନ୍ |
Heathenism,ହେଥେନିଜିମ୍ |
Hegira (Hejera),ହେଗିରା (ହେଜେରା)
Hellenism,ହେଲେନିଜିମ୍ |
Helot,ହେଲଟ୍ |
Heraldry,ହେରାଲ୍ଡ୍ରି |
Heritage,ହେରିଟେଜ୍
Hieroglyphic linear characters,ହାଇରୋଗଲିଫିକ୍ ର line ଖ୍ୟ ବର୍ଣ୍ଣଗୁଡିକ |
Hieroglyphic script,ହାଇରୋଗଲିଫିକ୍ ସ୍କ୍ରିପ୍ଟ |
High Church,ହାଇ ଚର୍ଚ୍ଚ
High Lander,ହାଇ ଲ୍ୟାଣ୍ଡର୍ |
Hinduism,ହିନ୍ଦୁ ଧର୍ମ
Historian,Histor ତିହାସିକ
Historian,Histor ତିହାସିକ
Historical materialism,Histor ତିହାସିକ ବସ୍ତୁବାଦ |
Historic era,Histor ତିହାସିକ ଯୁଗ |
Historic frontier,Histor ତିହାସିକ ସୀମା
Historiographer,ଇତିହାସକାର
Historiographer,ଇତିହାସକାର
Historiography,ଇତିହାସ ଲିପି
Historiography,ଇତିହାସ ଲିପି
History,ଇତିହାସ
Hittite empire,ହିତ୍ତୀୟ ସାମ୍ରାଜ୍ୟ |
Holy Alliance,ପବିତ୍ର ମିଳିତ ମଞ୍ଚ
Holy city,ପବିତ୍ର ସହର
Holy city,ପବିତ୍ର ସହର
Holy land,ପବିତ୍ର ଭୂମି
Holy land,ପବିତ୍ର ଭୂମି
Holy League,ହୋଲି ଲିଗ୍ |
Holy League,ହୋଲି ଲିଗ୍ |
Holy Roman Empire (=The Empire),ପବିତ୍ର ରୋମାନ୍ ସାମ୍ରାଜ୍ୟ (= ସାମ୍ରାଜ୍ୟ)
Holy Sea,ପବିତ୍ର ସମୁଦ୍ର |
Holy Sea,ପବିତ୍ର ସମୁଦ୍ର |
Holy war,ପବିତ୍ର ଯୁଦ୍ଧ
Holy war,ପବିତ୍ର ଯୁଦ୍ଧ
Home Government,ଗୃହ ସରକାର
Home Guard,ହୋମ ଗାର୍ଡ |
Homeland,ମାତୃଭୂମି |
Home rule,ଗୃହ ନିୟମ |
Home Rule,ଗୃହ ନିୟମ
Horde,ହୋର୍ଡେ |
Horde,ହୋର୍ଡେ |
Hostile country,ଶତ୍ରୁ ଦେଶ |
Hostile land,ଶତ୍ରୁ ଭୂମି |
hot pursuit,ଗରମ ଅନୁସରଣ
House,ଘର
House,ଘର
House of Commons,ହାଉସ୍ ଅଫ୍ କମନ୍ସ
House of Lords,ହାଉସ୍ ଅଫ୍ ଲର୍ଡସ୍ |
House of Representatives,ଲୋକସଭା
Huguenots,ହୁଗୁଏନଟ୍ସ |
Humanism,ମାନବବାଦ |
Humanist,ମାନବବାଦୀ |
Hundred Yesrs' War,ଶହ ଶହ ୟେସର ଯୁଦ୍ଧ |
Hunker,ହଙ୍କର୍ |
Ibadat Khana (House of Worship),ଇବାଦତ ଖାନା (ପୂଜା ଘର)
Iconoclast,ଆଇକନୋକ୍ଲାଷ୍ଟ |
Idolater,ପ୍ରତିମା
Ilahi era,ଇଲାହି ଯୁଗ |
Illegal war,ବେଆଇନ ଯୁଦ୍ଧ |
Illuminated manuscript,ଆଲୋକିତ ପାଣ୍ଡୁଲିପି
Illustrated manuscript,ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |
Illustrated manuscript,ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |
Imam (Immaum),ଇମାମ (ଇମ୍ମାମ୍)
Imamate,ଇମାମେଟ୍ |
Imamate,ଇମାମେଟ୍ |
Imambarah,ଇମମ୍ବର
Imperial,ସାମ୍ରାଜ୍ୟ
Imperial city,ସାମ୍ରାଜ୍ୟ ସହର |
Imperialism,ସାମ୍ରାଜ୍ୟବାଦ |
Imperial preference,ସାମ୍ରାଜ୍ୟ ପସନ୍ଦ |
Impolicy,ଅପ୍ରାକୃତିକ |
Impostor,ଇମ୍ପୋଷ୍ଟର୍ |
Imprisonment,କାରାଗାର
Imprisonment,କାରାଗାର
Incursion,ଆକ୍ରମଣ
Incursionist,ଅନୁପ୍ରବେଶକାରୀ |
Independence,ସ୍ୱାଧୀନତା
Independence day,ସ୍ବାଧୀନତା ଦିବସ
Independence Hall,ସ୍ୱାଧୀନତା ହଲ୍
Indian Amerian (=Red Indian=American Indian),ଭାରତୀୟ ଆମେରିଆନ୍ (= ରେଡ୍ ଇଣ୍ଡିଆନ୍ = ଆମେରିକୀୟ ଭାରତୀୟ)
Indian Home Rule League,ଇଣ୍ଡିଆନ୍ ହୋମ୍ ନିୟମ ଲିଗ୍ |
Industrial Revolution,ଶିଳ୍ପ ବିପ୍ଳବ |
Infidel,ଅବିଶ୍ୱାସୀ |
Infidel,ଅବିଶ୍ୱାସୀ |
Infiltration,ଅନୁପ୍ରବେଶ
Infiltrator,ଅନୁପ୍ରବେଶକାରୀ |
Informant,ସୂଚନାଯୋଗ୍ୟ
Informant,ସୂଚନାଯୋଗ୍ୟ
Informer,ସୂଚନାଦାତା
Informer,ସୂଚନାଦାତା
Ingress,ଅନୁପ୍ରବେଶ
Ingress,ଅନୁପ୍ରବେଶ
Ingress,ଅନୁପ୍ରବେଶ
Inhabitance,ବାସସ୍ଥାନ
Inhabitant,ନିବାସୀ
Inheritance,ଉତ୍ତରାଧିକାରୀ |
Inheritance,ଉତ୍ତରାଧିକାରୀ |
Inheritance,ଉତ୍ତରାଧିକାରୀ |
Inscription,ଲେଖା
Insignia,ଇନସିନିୟା |
Instrument of Accession,ଯୋଗଦାନର ଯନ୍ତ୍ର
Instrument of Government,ସରକାରଙ୍କ ଉପକରଣ
Insurgence (insurgency),ବିଦ୍ରୋହ (ବିଦ୍ରୋହ)
Insurgent,ବିଦ୍ରୋହୀ
Insurrection,ବିଦ୍ରୋହ
Insurrection,ବିଦ୍ରୋହ
Integration,ଏକୀକରଣ
Integrity of records,ରେକର୍ଡଗୁଡ଼ିକର ଅଖଣ୍ଡତା |
Integrity of states,ରାଜ୍ୟଗୁଡ଼ିକର ଅଖଣ୍ଡତା |
Intelligentsia (Intelligentzia),ଇଣ୍ଟେଲିଜେଣ୍ଟିଆ (ଇଣ୍ଟେଲିଜେଣ୍ଟିଆ)
Intercession,ମଧ୍ୟସ୍ଥି |
Intercessor,ମଧ୍ୟସ୍ଥି |
Intermediary,ମଧ୍ୟସ୍ଥି |
Internationalism,ଆନ୍ତର୍ଜାତୀୟତା
Internationalism,ଆନ୍ତର୍ଜାତୀୟତା
Internationalist,ଆନ୍ତର୍ଜାତୀୟବାଦୀ |
Internecine war,ଇଣ୍ଟର୍ନେସିନ୍ ଯୁଦ୍ଧ |
Internee,ଇଣ୍ଟରନେଟ୍
Internee,ଇଣ୍ଟରନେଟ୍
Internee camp,ଇଣ୍ଟର୍ନି କ୍ୟାମ୍ପ
Internment,ଇଣ୍ଟର୍ନେଟ୍
Internment,ଇଣ୍ଟର୍ନେଟ୍
Internment,ଇଣ୍ଟର୍ନେଟ୍
Internuncio,ଇଣ୍ଟର୍ନିସିଓ |
Interpreter,ଅନୁବାଦକ
Interpreter,ଅନୁବାଦକ
Interpreter,ଅନୁବାଦକ
Intervention,ହସ୍ତକ୍ଷେପ
Intestacy,ଆନ୍ତରିକତା
Intestate,ଅନ୍ତନଳୀ
Intrigue,ଷଡଯନ୍ତ୍ର
Intruder,ଅନୁପ୍ରବେଶକାରୀ
Intruder,ଅନୁପ୍ରବେଶକାରୀ
Intrusion,ଅନୁପ୍ରବେଶ
Invasion,ଆକ୍ରମଣ
Invasion,ଆକ୍ରମଣ
Invest,ବିନିଯୋଗ କରନ୍ତୁ |
Invest,ବିନିଯୋଗ କରନ୍ତୁ |
Invest,ବିନିଯୋଗ କରନ୍ତୁ |
Invest,ବିନିଯୋଗ କରନ୍ତୁ |
Investiture,ବିନିଯୋଗ
Investiture,ବିନିଯୋଗ
Investiture,ବିନିଯୋଗ
Investiture ceremony,ବିନିଯୋଗ ସମାରୋହ
Invest with nationality,ଜାତୀୟତା ସହିତ ବିନିଯୋଗ କରନ୍ତୁ |
Invincible Armada,ଅବିସ୍ମରଣୀୟ ଆର୍ମଡା |
Inviolateness (of state),ଅହିଂସା (ରାଜ୍ୟ)
Inviolate state,ଅବ୍ୟବସ୍ଥା |
Invulnerable castle,ଅବିସ୍ମରଣୀୟ ଦୁର୍ଗ |
Iron age,ଲ Iron ହ ଯୁଗ |
Iron curtain,ଲୁହା ପରଦା |
Iron guard,ଲୁହା ଗାର୍ଡ |
Iron rations,ଲୁହା ରାସନ |
Iron sides,ଲୁହା ପାର୍ଶ୍ୱ |
Iron tipped arrow,ଲୁହା ଟାଇପ୍ ତୀର |
Isthmian games,ଇଷ୍ଟମିଆନ୍ ଖେଳଗୁଡିକ |
Janissary,ଜାନିସାରୀ |
Janitor,ଜାନିଟର୍ |
Janitor,ଜାନିଟର୍ |
Javelin,ଜାଭେଲିନ୍ |
Jim Crow Laws,ଜିମ୍ କ୍ରୋ ନିୟମ |
Jingo,ଜିଙ୍ଗୋ |
Jingo,ଜିଙ୍ଗୋ |
Jingo,ଜିଙ୍ଗୋ |
Jingoism,ଜିଙ୍ଗୋଜିମ୍ |
Joint action,ମିଳିତ କାର୍ଯ୍ୟ
Joint control,ମିଳିତ ନିୟନ୍ତ୍ରଣ |
Joint occupancy,ମିଳିତ ବୃତ୍ତି
Jury,ଖଣ୍ଡପୀଠ
Just cause,କେବଳ କାରଣ |
Keep,ରଖନ୍ତୁ |
Keeper of Archives,ଅଭିଲେଖାଗାରର ରକ୍ଷକ |
Kettle-drum,କେଟଲ୍-ଡ୍ରମ୍ |
Key word,ମୁଖ୍ୟ ଶବ୍ଦ |
King,ରାଜା
Kingdom,ରାଜ୍ୟ
Kinglet,କିଙ୍ଗଲେଟ୍ |
King maker,ରାଜା ନିର୍ମାତା |
Kingship,କିଙ୍ଗସିପ୍ |
Kingship,କିଙ୍ଗସିପ୍ |
Kitchen cabinet,ରୋଷେଇ ଘର କ୍ୟାବିନେଟ୍ |
Knight,ନାଇଟ୍ |
Kinghthood,କିଙ୍ଗହୁଡ୍ |
Kinghts hospitalers,କିଙ୍ଗହଟସ୍ ହସ୍ପିଟାଲ୍ |
Knights of Saint John,ସେଣ୍ଟ ଜନ୍ ର ନାଇଟ୍ସ |
Knight Templar,ନାଇଟ୍ ଟେମ୍ପଲର୍ |
Ku Klux Klan (K.K.K.),କୁ କ୍ଲକ୍ସ କ୍ଲାନ୍ (KKK)
Kumintang,କୁମିଣ୍ଟାଙ୍ଗ |
Laity,ଲାଇଟି
Lance,ଲାନ୍ସ |
Lancer,ଲାନ୍ସର୍
Later Guptas,ପରେ ଗୁପ୍ତା |
Lawful heir,ଆଇନଗତ ଉତ୍ତରାଧିକାରୀ |
Lawlessness (=disorder),ଅନ less ତିକତା (= ବିଶୃଙ୍ଖଳା)
Lawlessness (=disorder),ଅନ less ତିକତା (= ବିଶୃଙ୍ଖଳା)
Law lords,ଆଇନ ପ୍ରଭୁ
Law of Piety,ଧର୍ମର ନିୟମ
League of Nations,ଲିଗ୍ ଅଫ୍ ନେସନ୍ସ
Legacy (=bequest),ଉତ୍ତରାଧିକାରୀ (= ଉତ୍ତରାଧିକାରୀ)
Legacy (=bequest),ଉତ୍ତରାଧିକାରୀ (= ଉତ୍ତରାଧିକାରୀ)
Legal heir,ଆଇନଗତ ଉତ୍ତରାଧିକାରୀ |
Legate,ଲିଗେଟ୍ |
Legate,ଲିଗେଟ୍ |
Legate,ଲିଗେଟ୍ |
Legend,କିମ୍ବଦନ୍ତୀ
Legend,କିମ୍ବଦନ୍ତୀ
Legion,ଲେଜିଅନ୍ |
Legion,ଲେଜିଅନ୍ |
Legion of Honour,ଲେଜିଅନ୍ ଅଫ୍ ସମ୍ମାନ
Lese majesty (=lese majeste),Lese ମହିମା (= lese majeste)
Lesser states,ଛୋଟ ରାଜ୍ୟଗୁଡିକ |
Letters of credence,ବିଶ୍ cred ାସ ପତ୍ର
Liege-lord,ଲିଜ୍-ପ୍ରଭୁ
Liege man,ଲିଜ୍ ମ୍ୟାନ୍ |
Liege man,ଲିଜ୍ ମ୍ୟାନ୍ |
Life imprisonment,ଆଜୀବନ କାରାଦଣ୍ଡ |
Lineage,ବଂଶ
Little Englander,ଛୋଟ ଇଂଲଣ୍ଡ
Little Vehicle (=lesser vehicle),ଛୋଟ ଯାନ (= କମ୍ ଯାନ)
Littoral state,ଉପକୂଳବର୍ତ୍ତୀ ରାଜ୍ୟ |
Liturgies,ଲିଟୁର୍ଗିଜ୍ |
Liturgy,ଲିଟୁର୍ଜି
Local allegiance,ସ୍ଥାନୀୟ ଅନୁଗତତା |
Local-self government,ସ୍ଥାନୀୟ ସ୍ୱୟଂ ସରକାର |
Long Parliament,ଦୀର୍ଘ ସଂସଦ |
Low Countries,ନିମ୍ନ ଦେଶଗୁଡିକ |
Loyal,ବିଶ୍ୱସ୍ତ
Loyalty,ନିଷ୍ଠା
Machiavellian policy,ମାଚିଆଭେଲିଆନ୍ ନୀତି |
Magna Carta,ମାଗନା କାର୍ଟା |
Magnum Concillium,ମ୍ୟାଗ୍ନୁମ୍ କନ୍ସିଲିୟମ୍ |
Malum prohibitum,ମାଲମ୍ ନିଷେଧ |
Mandamus,ମାଣ୍ଡାମସ୍ |
Mandate,ଆଦେଶ
"Mandate, class 'A'","ମାଣ୍ଡେଟ୍, ଶ୍ରେଣୀ &#39;ଏ&#39;"
"Mandate, class 'B'","ମାଣ୍ଡେଟ୍, ଶ୍ରେଣୀ &#39;ବି&#39;"
"Mandate, class 'C'","ମାଣ୍ଡେଟ୍, ଶ୍ରେଣୀ &#39;ସି&#39;"
Mandate system,ମାଣ୍ଡେଟ୍ ସିଷ୍ଟମ୍ |
Mandatory state,ବାଧ୍ୟତାମୂଳକ ରାଜ୍ୟ |
Mangonel,ମାଙ୍ଗୋନେଲ୍ |
Manifesto,ମନିଫେଷ୍ଟୋ |
Manoeuvres,ମନିଭର୍ସ |
Man-of-war,ମ୍ୟାନ୍ ଅଫ୍ ଯୁଦ୍ଧ |
Manor,ମନୋର |
Manor,ମନୋର |
Man-power,ମାନବ ଶକ୍ତି |
Man-power,ମାନବ ଶକ୍ତି |
Manumission,ମାନୁମିସନ୍ |
Manumit,ମନୁମିଟ୍ |
Manuscript,ପାଣ୍ଡୁଲିପି
Manuscript,ପାଣ୍ଡୁଲିପି
Manuscript,ପାଣ୍ଡୁଲିପି
Marauder,ମାରୁଦ
Maritime belt,ସାମୁଦ୍ରିକ ବେଲ୍ଟ |
Maritime civilization,ସାମୁଦ୍ରିକ ସଭ୍ୟତା |
Maritime flag,ସାମୁଦ୍ରିକ ପତାକା |
Maritime powers,ସାମୁଦ୍ରିକ ଶକ୍ତି
Maritime soverignty,ସାମୁଦ୍ରିକ ସାର୍ବଭ .ମତ୍ୱ |
Maritime war,ସାମୁଦ୍ରିକ ଯୁଦ୍ଧ |
Marquis,ମାର୍କିସ୍ |
Marquisate,ମାର୍କିସେଟ୍ |
Martial law,ସାମରିକ ନିୟମ |
Martial races,ସାମରିକ ଦ aces ଡ଼ |
Martyr,ଶହୀଦ |
Massacre,ହତ୍ୟାକାଣ୍ଡ |
Mass of manoeuvre,ମନିଭର୍ ର ମାସ |
Master-at-arms,ମାଷ୍ଟର-ଆଟ୍-ବାହୁ
Master of ceremonies,ସମାରୋହର ଗୁରୁ
Master of Household,ଘରର ଗୁରୁ
Master of the Horse,ଘୋଡା ଗୁରୁ
Master of the Rolls,ରୋଲ୍ସର ମାଷ୍ଟର |
Match,ମ୍ୟାଚ୍
Match,ମ୍ୟାଚ୍
Matchlock,ମ୍ୟାଚ୍ ଲକ୍
Matrimonial alliance,ମାଟ୍ରିମୋନିଆଲ୍ ମିଳିତତା |
Mediterranian powers,ଭୂମଧ୍ୟସାଗରୀୟ ଶକ୍ତି |
Menshevik,ମେନସେଭିକ୍ |
Mercenary army,ଦୟାଳୁ ସେନା |
Mercenary soldier,ଦୟାଳୁ ସ soldier ନିକ |
Merchantman,ବ୍ୟବସାୟୀ
Middle ages,ମଧ୍ୟ ଯୁଗ
Middle East,ମଧ୍ୟ ପୂର୍ବ
Middle passage,ମଧ୍ୟମ ପାସ୍ |
Middle path,ମଧ୍ୟମ ପଥ
Middle way (=middle course),ମଧ୍ୟମ ମାର୍ଗ (= ମଧ୍ୟମ ପାଠ୍ୟକ୍ରମ)
Migrant,ପ୍ରବାସୀ
Migration,ସ୍ଥାନାନ୍ତରଣ
Migration,ସ୍ଥାନାନ୍ତରଣ
Migration,ସ୍ଥାନାନ୍ତରଣ
Militarism,ମିଲିଟାରିଜିମ୍ |
Militarism,ମିଲିଟାରିଜିମ୍ |
Militarism,ମିଲିଟାରିଜିମ୍ |
Militarism,ମିଲିଟାରିଜିମ୍ |
Militarist,ମିଲିଟାରିଷ୍ଟ
Militarist,ମିଲିଟାରିଷ୍ଟ
Militarization,ସାମରିକକରଣ
Militarization,ସାମରିକକରଣ
Militarization,ସାମରିକକରଣ
Military tactician (=tactician),ସାମରିକ କ tact ଶଳ (= କ tact ଶଳ)
Military tactician (=tactician),ସାମରିକ କ tact ଶଳ (= କ tact ଶଳ)
Military tactics (=tactics),ସାମରିକ କ ics ଶଳ (= କ act ଶଳ)
Militia,ମିଲିସିଆ
Militia,ମିଲିସିଆ
Misrule,ବିଭ୍ରାନ୍ତ |
Missing link,ନିଖୋଜ ଲିଙ୍କ୍ |
Mission,ମିଶନ୍ |
Mission,ମିଶନ୍ |
Mission,ମିଶନ୍ |
Mixed race,ମିଶ୍ରିତ ଜାତି |
modern history,ଆଧୁନିକ ଇତିହାସ
Modus vivendi,ମୋଡସ୍ ବିବେଣ୍ଡି |
Monachism,ମୋନାଚିଜିମ୍ |
Monarch,ରାଜତନ୍ତ୍ର |
Monarch,ରାଜତନ୍ତ୍ର |
Monarchism,ରାଜତନ୍ତ୍ର |
Monarchism,ରାଜତନ୍ତ୍ର |
Monarchist,ରାଜତନ୍ତ୍ର
Monarchy,ରାଜତନ୍ତ୍ର
Monastery,ମଠ
Monastery,ମଠ
Monastery,ମଠ
Monasticism,ମୋନାଷ୍ଟିକ୍
Monasticism,ମୋନାଷ୍ଟିକ୍
Monk,ମାଙ୍କଡ
Mother country,ମାତୃ ଦେଶ |
Motherland,ମାତୃଭୂମି
Mother of Parliaments,ସଂସଦର ମାତା
Muckrakers,ମାକ୍ରାକର୍ସ |
Mummy,ମମି
Museum,ସଂଗ୍ରହାଳୟ
Musket,ମସ୍କେଟ୍ |
Musketeer,ମୁସ୍କିଟର୍ |
Musketry,ମୁସ୍କେଟ୍ରି |
Musketry,ମୁସ୍କେଟ୍ରି |
Muster master,ମାଷ୍ଟର ମାଷ୍ଟର |
Muster-roll,ମାଷ୍ଟର-ରୋଲ୍ |
Muster-roll,ମାଷ୍ଟର-ରୋଲ୍ |
Mutiny,ବିଦ୍ରୋହ
Mutiny Act,ବିଦ୍ରୋହ ଆଇନ
Mystery ship,ରହସ୍ୟ ଜାହାଜ
Narrative,କାହାଣୀ
Nation,ଜାତି
Native,ଦେଶୀ
Native state,ଦେଶୀ ରାଜ୍ୟ |
Naturalism,ପ୍ରାକୃତିକତା |
Natural rights,ପ୍ରାକୃତିକ ଅଧିକାର |
Nazi,ନାଜି
Nazi revolution,ନାଜି ବିପ୍ଳବ |
