Assamese,Hindi
এন্টেন্টে কৰ্ডিয়েল,"दृढ़ सौहार्द, आंतांत कार्दिआल"
এনথ্ৰন,राज्यारोहण
এনট্যুৰেজ,"परिचारक गण, परिचर"
ইফোদ,"वस्त्र, परिधान"
এফোৰ,"दंडाधीश, एफोर"
মহাকাব্যিক যুগ,वीरयुग
মহাকাব্যিক নায়ক,महाकाव्य-नायक
এপিগ্ৰাফ,पुरालेख
এপিস্কোপেচি,बिशपतंत्र
এপিস্কোপেট,विशप-पीठ
খণ্ড,घटना
যুগ,युग
যুগ সৃষ্টিকাৰী অনুষ্ঠান,युगांतरकारी घटना
যুগ সৃষ্টিকাৰী মানুহ,युग-प्रवर्तक व्यक्ति
ইপ&#39;নিম,नाम-स्रोत
ইকুৱেৰী,अश्वपाल
ইকুৱেৰী,2. एक्यरी
অশ্বাৰোহীৰ মূৰ্তি,अश्वारोही मूर्ति
যুগ,"काल, संवत्"
এৰগাষ্টুলাম,दास-कारागार
ইউখাৰিষ্ট,यूखेरिस्त
ইভানজেলিজম,"शुभ संदेशवाद, इंजीलवाद"
ইভানজেলিকেল আন্দোলন,इंजीली आंदोलन
ইভানজেলিষ্ট,"इंजीली प्रचारक, इंजीलवादी"
Exarch,एक्सार्क
এক্সাইলাৰ্ক,"निष्कासितों का शासक, निर्वासितों का शासक"
ফেলেংগিষ্ট,फैलेंजवादी
পিতৃ ভূমি,() पितृभूमि
পিতৃ ভূমি,(2) स्वदेश
ফেৰিয়া,पर्व
ফেটিছ,जड़-पूजा
সামন্তীয় হোল্ডিংছ,सामंती-क्षेत्र
সামন্তবাদ (=সামন্তীয় ব্যৱস্থা),"सामंतवाद, सामंतशाही"
সামন্তীয় ব্যৱস্থা,सामंती व्यवस्था
সামন্তীয়,सामंत
ফিডেই ডিফেন্সৰ (=বিশ্বাসৰ ৰক্ষক),धर्मत्राता
ফিফ,जागीर
ক্ষেত্ৰ ব্যৱস্থা,क्षेत्र-व्यवस्था
পোন্ধৰতম কৰ,पंचदशांश कर
চিত্ৰৰ মূৰ,नाम मात्र का अध्यक्ष
ফিন ডি ছিকেল,अवसानमुखी शताब्दी
জুই খোৱা,फायर ईटर
পাঁচ মাইল আইন,पाँच मील अधिनियम
পতাকা,"पताका, ध्वज"
ফ্লেমেন ডায়েলিছ,जुपिटर के पुजारी
ফ্লেমেন মাৰ্চিয়ালিছ,मार्स के पुजारी
জ্বলি থকা টৰ্চ,"दीप्त शिला, जलती मशाल"
ফ্লেংক,"पार्श्व, बाजू"
ফ্লেংকিং মুভমেণ্ট,"तुलुग़मा, पार्श्वग्राह"
ফুলি উঠা সভ্যতা,उन्नतिशील सभ्यता
নদীবাদী বিশ্বাস,नदी संबंधी विश्वास
লোক দেৱতা,"लोक-देवता, जन-देवता"
লোক দেৱী,जन-देवी
লোক স্মৃতি,लोक-स्मृति
লোক মিথ (=folklore),लोक कथा
খাদ্য বিচাৰি ফুৰা,रसदमारी धावा
আক্ৰমণ,धावा
পূৰ্বপুৰুষ,"पुरखा, पूर्वज"
পূৰ্বপুৰুষ,"पूर्वज, पुरखा"
আগশাৰীৰ,पूर्वगामी
নিঃসংগ আশা,"जोखिम दल, अग्रदल"
গঠনমূলক পৰ্যায়,निर्माण-अवस्था
দুৰ্গ,"किला, दुर्ग, गढ़"
দুৰ্গ নিৰ্মাণ,क़िलाबंदी
দুৰ্গম চহৰ,"प्राचीरयुक्त नगर, परकोटेवाला नगर"
দুৰ্গ,"दुर्ग, कोटला, गढ़ी"
ফৰ্তুনা,फॉर्चूना
ফ&#39;ৰাম ৰোমানম,रोमन फोरम
ফ্ৰান্সিস্কান,फ्रांसिस श्रमण
ফ্ৰেংকলিন,मध्यवर्गीय ज़मींदार
ভাতৃঘাতী যুদ্ধ,भ्रातृघातक युद्ध
ফ্ৰী চাৰ্চ,"स्वतंत्र चर्च, अबद्ध गिरजा"
ফ্ৰীহোল্ডাৰ,"उन्मुक्त भूमिधर, स्वतंत्र माफीदार"
ফ্ৰীলান্স সৈনিক,() शस्त्रोपजीवी सैनिक
ফ্ৰীলান্স সৈনিক,(2) स्वच्छंद सैनिक
ফ্ৰীমেন,() स्वाधीन नागरिक
ফ্ৰীমেন,(2) पर्ण नागरिक
ফ্ৰীপাছ,दस्तक
ফৰাচী বিপ্লৱ,फ्रांसीसी क्रांति
ফ্ৰাইয়াৰ,भिक्षु
ফ্ৰিয়াছিয়ান ভাড়াতীয়া,फ्रिजी भृतक सैनिक
সীমান্ত&#39;এ মানুহ,सीमांतवासी व्यक्ति
গেলিয়ন,"दीर्घ नौपोत, दीर्घ नौका"
গ্যালিকান (=গ্যালিকানিষ্ট),"फ्राँसीसी, गॉलीय व्यक्ति"
গ্যালিকানিজম,गैलीयवाद
গেৰিছন,"दुर्ग सेना, गैरिसन"
গল,गॉल
গাউণ্টলেট,"() लौह हस्तक, धातु का दस्ताना"
গাউণ্টলেট,(2) हस्त-कवच
গেজেবো,() सावन-भादों
গেজেবো,(2) धारागृह
গেজেবো,(3) झरोखा
বংশাৱলীৰ ইতিহাস,वंशावली-इतिहास
বংশাৱলীৰ ৰেকৰ্ড,"वंशावली-इतिहास, वंशावली अभिलेख"
বংশাৱলীৰ তালিকা,"वंशसारणी, वंशावली"
বংশাৱলীৰ গছ,वंश-वृक्ष
বংশাৱলী,"वंशावली, वंश-वृक्ष"
বংশাৱলী,2. वंशिकी
প্ৰজন্ম,पीढ़ी
গণহত্যা,"जन-संहार, जाति-संहार"
অনা-ইহুদী,() सामान्य जन
অনা-ইহুদী,(2) गैर यहूदी
অনা-ইহুদী,(3) ईसाई
অনা-ইহুদী,(4) मूर्त‍ि पूजक
গেট্টো,"() घेटो, यहूदी बस्ती"
গেট্টো,(2) पृथक बस्ती
গিবেট,"टिकटी, फाँसी का तख्ता"
গিল্ড (=গিল্ড),श्रेणी
গ্লেডিয়েটাৰ,"खड्गमल्ल, असिक्रीड़क"
গৌৰৱময় বিপ্লৱ,गौरवमय क्रांति
গোল্ডেন হৰ্ড,तातारी महासंघ
গ্ৰেণ্ড এলায়েন্স,"यूरोपीय सहबंध, यूरोपीय संश्रय"
গ্ৰেণ্ডী,अमीर
গ্ৰেণ্ড চাইন&#39;ৰ,() तुर्की का सुल्तान
গ্ৰেণ্ড চাইন&#39;ৰ,(2) महासामंत
মহান গৃহযুদ্ধ,महा गृहयुद्ध
মহান প্ৰস্থান (বুদ্ধৰ),(महात्मा बुद्ध का) महाभिनिष्क्रमण
বৃহত্তৰ ভাৰত,बृहत्तर भारत
গ্ৰেট হেলাছ,बृहत यूनान
গ্ৰেট হৰ্ড,ग्रेट होर्ड
মহান পৰিত্যাগ (=মহান প্ৰস্থান),महाभिनिष्क्रमण
গ্ৰেট ছিল,"राज-मुद्रा, राजा की मुहर"
গ্ৰেট ট্ৰেক,महाप्रवासन
গ্ৰেট ভেহিকেল,महायान
চীনৰ গ্ৰেট ৱাল,"चीन की महाप्राचीर, चीन की विशाल दीवार"
গ্ৰেভ,"पिंडलीत्राण, पिंडलीकवच"
গাৰ্ড-চেম্বাৰ,() रक्षक कक्ष
গাৰ্ড-চেম্বাৰ,(2) रक्षक चौकी
গাৰ্ড-চেম্বাৰ,(3) अस्थायी कारावास
গুপ্তাছ,गुप्त वंश
হেজিঅ’গ্ৰাফী,() संत चरित संग्रह
হেজিঅ’গ্ৰাফী,(2) संत चरित लेखन
হেজিঅ’লজি,() संत चरित
হেজিঅ’লজি,(2) संत साहित्य
ব্যক্তিগত দৰ্শকৰ হল,दीवाने ख़ास
ৰাজহুৱা দৰ্শকৰ হল,"दीवाने आम, आम दरबार"
হেচমেণ্ট,"शस्त्रांकित पट्टिका, कुल-चिह्नाँकित पट्टिका"
হেথেন,() अवधर्मी
হেথেন,"(2) क़ाफिर, बुतपरस्त"
হেথেনিজম,देव-पूजा
হেগিৰা (হেজেৰা),हिज़र
হেলেনিজম,यूनानी संस्कृति
হেলট,"भूमिदास, दास"
হেৰাল্ড্ৰি,कुल-चिह्रांकन कला
ঐতিহ্য,विरासत
হাইৰ’গ্লিফিক ৰৈখিক আখৰ,चित्रात्मक रेखीय अक्षर या प्रतीक
হাইৰ&#39;গ্লিফিক লিপি,चित्रात्मक लिपि
হাই চাৰ্চ,हाई चर्च
হাই লেণ্ডাৰ,हाई लैन्डर
হিন্দু ধৰ্ম,हिंदू धर्म
ইতিহাসবিদ,() इतिहासज्ञ
ইতিহাসবিদ,(2) इतिहासकार
ঐতিহাসিক বস্তুবাদ,ऐतिहासिक भौतिकवाद
ঐতিহাসিক যুগ,ऐतिहासिक युग ऐतिहासिक काल
ঐতিহাসিক সীমান্ত,ऐतिहासिक सीमांत
ইতিহাসবিদ,इतिहास-लेखक
ইতিহাসবিদ,2. इतिवृत्त लेखक
ইতিহাস লেখা,इतिहास-लेखनकला
ইতিহাস লেখা,2. इतिहास-लेखन
ইতিহাস,इतिहास
হিট্টী সাম্ৰাজ্য,हित्ती साम्राज्य
পবিত্ৰ মিত্ৰতা,"पवित्र मैत्री, पवित्र सहबंध"
পবিত্ৰ নগৰ,"() पुण्य पुरी, पवित्र नगर"
পবিত্ৰ নগৰ,(2) होली सिटी
পবিত্ৰ ভূমি,() पुण्य भूमि
পবিত্ৰ ভূমি,(2) होली लैंड
হলি লীগ,"() होली लीग, पवित्र संघ"
হলি লীগ,"() सन्  से  ईo की अवधि में, पोप जूलियस द्वितीय (पदकाल सन् - ईo) ने फ्रांसिसियों को इटली से निष्कासित करने के उद्देश्य से इटली के नगर राज्य वेनिस को विजित कर और स्पेन के फर्डिनेन्ड (सन् - ईo) के साथ मिलकर पवित्र संघ की स्थापना की। आगे चलकर इंग्लैंड के राजा हेनरी अष्टम (सन् -) और सम्राट मैक्सिमिलियन प्रथम् (पदकाल सन् - ईo) भी संघ में सम्मिलित हो गए। हेनरी अष्टम् ने ‘एड़ युद्ध’ (बैटिल आफ द स्पर्स) में फ्रांसीसियों को पराजित किया और यह संघ भी उसी के साथ समाप्त हो गया।"
পবিত্ৰ ৰোমান সাম্ৰাজ্য (=The Empire),"पवित्र रोमन साम्राज्य, रोम का धर्म-राज्य"
পবিত্ৰ সাগৰ,() पोप का अधिकार-क्षेत्र
পবিত্ৰ সাগৰ,(2) धर्ममंडल
পবিত্ৰ যুদ্ধ,जिहाद
পবিত্ৰ যুদ্ধ,2. धर्म-युद्ध
গৃহ চৰকাৰ,बर्तानिया सरकार
হোম গাৰ্ড,"होम गार्ड, गृह रक्षक दल"
গৃহভূমি,स्वदेश
গৃহ শাসন,स्वशासन
হোম ৰুল,होम रूल
হৰ্ড,ओर्दु
হৰ্ড,2. झुंड
শত্ৰুতাপূৰ্ণ দেশ,विरोधी देश
শত্ৰুতাপূৰ্ণ ভূমি,शत्रु-प्रदेश
hot pursuit,"क्षिप्र अनुघर्षण, सरगर्मी से पीछा करना"
ঘৰ,सदन
ঘৰ,2. घराना
হাউচ অৱ কমনছ,हाउस ऑफ कॉमन्स
হাউচ অৱ লৰ্ডছ,हाउस ऑफ लॉर्डस
প্ৰতিনিধি সদন,हाउस ऑफ रिप्रेजेन्टेटिव्स
হুগুয়েনট,"हयूजिनात, फ्रांसीसी प्रोटेस्टैन्ट"
মানৱতাবাদ,"मानवतावाद, मानवता"
মানৱতাবাদী,मानव (ता) वादी
শত Yesrs&#39; যুদ্ধ,शतवर्षीय युद्ध
হাংকাৰ,"हंकर, अनुदारदली (य)"
ইবাদাত খানা (পূজাৰ ঘৰ),"इबादतखाना, उपासना-गृह"
আইকনক্লাষ্ট,"मूर्ति भंजक, बुतशिकन"
মূৰ্তিপূজক,मूर्त्तिपूजक
ইলাহি যুগ,"इलाही संवत्, इलाही काल"
অবৈধ যুদ্ধ,अवैध युद्ध
আলোকিত পাণ্ডুলিপি,"अलंकृत पांडुलिपि, चमकदार पांडुलिपि"
সচিত্ৰ পাণ্ডুলিপি,सचित्र पांडुलिपि
সচিত্ৰ পাণ্ডুলিপি,2. सचित्र हस्तलेख
ইমাম (ইমাউম),इमाम
ইমামত,इमाम-राज्य
ইমামত,2. इमाम पद
ইমাম্বৰা,इमामबाड़ा
ইম্পেৰিয়েল,"साम्राज्यिक, साम्राज्य संबंधी"
ইম্পেৰিয়েল চিটি,साम्राज्यिक नगर
সাম্ৰাজ্যবাদ,साम्राज्यवाद
ইম্পেৰিয়েল পছন্দ,साम्राज्यिक अधिमानात्मकता
নীতিহীনতা,दुःनीति
ভণ্ড,झूठा दावेदार; प्रतारक
কাৰাবাস,कैद
কাৰাবাস,2. कारावास
আক্ৰমণ,"क्षिप्र आक्रमण, अचानक हमला"
আক্ৰমণকাৰী,"आक्रमणकारी, धावामार"
স্বাধীনতা,स्वाधीनता
স্বাধীনতা দিৱস,स्वाधीनता-दिवस
স্বাধীনতা প্ৰেক্ষাগৃহ,इंडिपेन्डेंस हाल
ভাৰতীয় আমেৰিকান (=ৰেড ইণ্ডিয়ান=আমেৰিকান ইণ্ডিয়ান),अमरीकी इंडियन
ইণ্ডিয়ান হোম ৰুল লীগ,"भारतीय होम रूल लीग, इंडियन होम रूल लीग"
ঔদ্যোগিক বিপ্লৱ,औद्योगिक क्रांति
কাফিৰ,"क़ाफिर, अविश्वासी"
কাফিৰ,"2. क़ाफिर, विधर्मी"
অনুপ্ৰৱেশ,घुसपैठ
অনুপ্ৰৱেশকাৰী,घुसपैठिया
তথ্যদাতা,ज्ञापक
তথ্যদাতা,2. भेदिया
তথ্যদাতা,सूचनादाता
তথ্যদাতা,2. मुखबिर
প্ৰৱেশ,प्रवेश
প্ৰৱেশ,2. अंतः प्रवेश
প্ৰৱেশ,3. प्रवेशाधिकार
বাসস্থান,निवास
বাসিন্দা,निवासी
উত্তৰাধিকাৰ,वंशागति
উত্তৰাধিকাৰ,2. उत्तराधिकार
উত্তৰাধিকাৰ,3. दाय
শিলালিপি,"उत्कीर्ण लेख, अभिलेख"
চিহ্ন,लक्षण
যোগদানৰ যন্ত্ৰ,अधिमिलन-पत्र
চৰকাৰৰ আহিলা,इन्स्ट्रूमेंट ऑफ गवर्नमेंट
বিদ্ৰোহ (বিদ্ৰোহ),उपप्लव
বিদ্ৰোহী,उपप्लवी
বিদ্ৰোহ,विप्लव
বিদ্ৰোহ,2. परिद्रोह
সংহতি,"एकीकरण, समेकीकरण"
ৰেকৰ্ডৰ অখণ্ডতা,अभिलेखों (रिकार्डों) की अविकलता
ৰাজ্যসমূহৰ অখণ্ডতা,राज्यों की अखंडता
বুদ্ধিমান (Intelligentzia),बुद्धिजीवी वर्ग
মধ্যস্থতা,"अंतःस्थता, बीच-बचाव"
মধ্যস্থতাকাৰী,अंतःस्थ
মধ্যস্থতাকাৰী,मध्यस्थ
আন্তৰ্জাতিকতাবাদ,अंतर्राष्ट्रीयता
আন্তৰ্জাতিকতাবাদ,"2. अंतर्राष्ट्रीयतावाद, अंतर्राष्ट्रवाद"
আন্তৰ্জাতিকতাবাদী,"अंतर्राष्ट्रीयतावादी, अंतर्राष्ट्रवादी"
আন্তঃসংযোগী যুদ্ধ,अन्यान्यध्वंसी युद्ध
ইণ্টাৰনী,नज़रबंद व्यक्ति
ইণ্টাৰনী,2. स्थानबद्ध व्यक्ति
ইণ্টাৰনী শিবিৰ,युद्धबंदी शिविर
আৱদ্ধ কৰি ৰখা,नज़रबंदी
আৱদ্ধ কৰি ৰখা,2. स्थानबद्धता
আৱদ্ধ কৰি ৰখা,3. नज़रबंदी का दंड
Internuncio,अंतरनंसियों
ব্যাখ্যাকৰোতা,दुभाषिया
ব্যাখ্যাকৰোতা,2. भाषान्तरकार
ব্যাখ্যাকৰোতা,3. व्याख्याकार
হস্তক্ষেপ,"अंतः क्षेप, हस्तक्षेप"
ইনটেষ্টেচি,निर्वसीयता
ইনটেষ্টেট,"निर्वसीयती, इच्छा-पत्र रहित"
কুটিলতা,"साजिश, षड़यंत्र"
অনুপ্ৰৱেশকাৰী,"बल-प्रवेष्टा, बल पूर्वक प्रवेश करने या घुस आने वाला"
অনুপ্ৰৱেশকাৰী,2. अतिक्रमी
অনুপ্ৰৱেশ,बल-प्रवेश
আক্ৰমণ,आक्रमण
আক্ৰমণ,2. चढ़ाई
বিনিয়োগ কৰা,घेर लेना
বিনিয়োগ কৰা,2. खिलअत देना
বিনিয়োগ কৰা,3. मान प्रदान करना
বিনিয়োগ কৰা,4. पद प्रदान करना
বিনিয়োগ,खिलअत देना
বিনিয়োগ,2. पद-स्थापन
বিনিয়োগ,3. मान-प्रदान
বিনিয়োগ অনুষ্ঠান,मान-प्रदान समारोह
জাতীয়তাৰ সৈতে বিনিয়োগ কৰক,राष्ट्रीयता प्रदान करना
অজেয় আৰ্মাডা,अजेय आर्मेडा
অলংঘনীয়তা (ৰাষ্ট্ৰৰ),राज्य की अनुल्लंघनीयता
অলংঘিত অৱস্থা,अभेद्य राज्य
অক্ষম দুৰ্গ,अभेद्य दुर्ग
লোৰ যুগ,लौह युग
লোহাৰ পৰ্দা,"लौह पट, लोहे का पर्दा, दुर्भेद्य आवरण"
লোহাৰ ৰক্ষক,"आयरन गार्ड, लौहरक्षक दल"
লোহাৰ ৰেচন,"आपाती राशन, आपाती रसद"
লোহাৰ কাষ,आयरन साइड्स
লোহাৰ টিপযুক্ত কাঁড়,लोहाग्रयुक्त बाण
ইষ্টমিয়ান খেল,इस्थिमियायी खेल
জেনিছাৰী,"जांनिसार, तुर्की पैदल सैनिक"
জেনিটৰ,द्वारपाल
জেনিটৰ,2. फर्राश
জেভেলিন,"बरछी, बरछा"
জিম ক&#39;ৰ&#39; ল&#39;ছ,"जिम क्रो लॉ, जिम क्रो क़ानून"
জিংগো,उद्धत राष्ट्रवादी
জিংগো,2. जिंगो
জিংগো,"3. युयुत्सु, युद्धप्रिय"
জিংগোবাদ,युयुत्सुवाद
যৌথ ব্যৱস্থা,संयुक्त कार्यवाही
যৌথ নিয়ন্ত্ৰণ,संयुक्त नियंत्रण
যৌথ দখল,"संयुक्त संधारण, संयुक्त दख़ल"
জুৰী,जूरी
মাত্ৰ কাৰণ,न्यायोचित उद्देश्य
ৰাখক,अंतः कोट
আৰ্কাইভৰ ৰক্ষক,पुरालेखपाल
কেটলি-ড্ৰাম,"नगाड़ा, नक्कारा"
মূল শব্দ,संकेत शब्द
ৰজা,राजा
ৰাজ্য,"राज्य, राजा"
কিংলেট,क्षुद्र राज
ৰজা নিৰ্মাতা,"भूपकर्त्ता, राजविधाता"
ৰজাৰ পদ,राजपद
ৰজাৰ পদ,2. राजतंत्र
পাকঘৰৰ কেবিনেট,गुप्त सलाहकार
ৰজা,नाइट
ৰজাৰত্ব,नाइट पद
Kinghts হস্পিতালৰ লোক,नाइट्स हॉसपिटेलर्स
নাইটছ অৱ চেণ্ট জন,नाइट्स ऑफ सेन्ट जॉन
নাইট টেম্পলাৰ,नाइट टेम्पलर
কু ক্লাক্স ক্লান (KKK),कू क्लक्स क्लान
কুমিনতাং,"कोमिंतांग, कूमिंतांग"
লেইটি,"सामान्य धर्मोपासक वर्ग, उपासक वर्ग"
লেন্স,"भाला, कुंत"
লেন্সাৰ,"भालाधारी, भालासवार, कुंतधारी"
পিছলৈ গুপ্তাছ,उत्तर गुप्तवंश
বৈধ উত্তৰাধিকাৰী,वैधा उत्तराधिकारी
আইন-শৃংখলাহীনতা (=বিকাৰ),अव्यवस्था
আইন-শৃংখলাহীনতা (=বিকাৰ),2. अराजकता
আইন প্ৰভুসকল,लॉ लॉर्डस
ধৰ্মপৰায়ণতাৰ নিয়ম,(अशोक द्वार प्रवर्तित) धर्म
লীগ অৱ নেচনছ,राष्ट्र संघ
লিগেচি (=উইল),() रिक्थ
লিগেচি (=উইল),(2) वसीयत संपदा
আইনী উত্তৰাধিকাৰী,"वैध उत्तराधिकारी, कानूनी वारिस"
লেগেট,पोपदूत
লেগেট,2. लीगेट
লেগেট,"3. प्रणिधि, मितार्थ दूत"
কিংবদন্তী,आख्यान
কিংবদন্তী,2. लेख
লিজিয়ন,लीजन
লিজিয়ন,2. सैन्य दल
লিজিয়ন অৱ অনাৰ,लीजन ऑफ ऑनर
লেচে মহিমা (=lese majeste),राजद्रोह
ক্ষুদ্ৰ ৰাজ্য,लघु राज्य
বিশ্বাসযোগ্যতাৰ পত্ৰ,प्रत्यय-पत्र
লিয়েজ-লৰ্ড,सीमांत स्वामी
লিয়েজ মানুহ,() सेवाबद्ध सामंत
লিয়েজ মানুহ,"(2) परिचर, खिदमतगार"
আজীৱন কাৰাদণ্ড,आजीवन कारावास
বংশ,वंश परम्परा
লিটিল ইংলেণ্ডৰ,लिटिल इंग्लैंडर
লিটল ভেহিকেল (=ক্ষুদ্ৰ বাহন),हीनयान
উপকূলীয় অৱস্থা,समुद्र तटवर्त्ती राज्य
লিটাৰ্জী,प्रार्थना-विधि
লিটাৰ্জী,प्रार्थना विधि
স্থানীয় আনুগত্য,स्थानीय निष्ठा
স্থানীয়-আত্ম চৰকাৰ,"स्थानीय स्वशासन, स्थानीय स्वायत्त शासन"
দীঘলীয়া সংসদ,लौंग पार्लियामैंट
নিম্ন দেশ,"लो कंट्रीज़, निम्नतल देश"
অনুগত,निष्ठावान
আনুগত্য,निष्ठा
মেকিয়াভেলিয়ান নীতি,मैकियाविली नीति
মেগনা কাৰ্টা,मेग्ना कार्टा
মেগনাম কনচিলিয়াম,"मैगनम कान्सिलियम, उच्च परिषद्"
মালুম প্ৰহিবিটাম,राज्यवर्जित कृत्य
মাণ্ডামছ,परमाधिदेश
আদেশ,अधिदेश
"আদেশ, ক্লাছ &#39;ক&#39;।",अधिदेश वर्ग 'क'
"আদেশ, ক্লাছ &#39;খ&#39;।",अधिदेश वर्ग 'ख'
"আদেশ, শ্ৰেণী &#39;গ&#39;।",अधिदेश वर्ग 'ग'
আদেশ ব্যৱস্থা,अधिदेश पद्धति
বাধ্যতামূলক ৰাজ্য,अधिदेश प्राप्त राज्य
মেংগোনেল,"मेंगोनेल, प्रक्षेपास्त्र"
ইস্তাহাৰ,घोषणा-पत्र
কৌশল,"सैन्यव्यूहन, स्थिति परिवर्तन-कौशल"
যুদ্ধৰ মানুহ,"युद्धपोत, जंगी जहाज"
মেন&#39;ৰ,"मेनर, सामंत-भूमि"
মেন&#39;ৰ,2. सामंत गढ़ी
মানুহ-শক্তি,"जनशक्ति, जन बल"
মানুহ-শক্তি,2. श्रमिक शक्ति
মানুমিচন,दासत्वमुक्ति
মনুমিত,दासत्व से मुक्ति
পাণ্ডুলিপি,हस्तलेख ग्रथ
পাণ্ডুলিপি,2. पांडुलिपि
পাণ্ডুলিপি,3. हस्तलिखित ग्रंथ
মাৰাউডাৰ,लुटेरा
সামুদ্ৰিক বেল্ট,"समुद्र तटवर्ती प्रदेश, समुद्र तटवर्ती क्षेत्र"
সামুদ্ৰিক সভ্যতা,"समुद्री सभ्यता, समुद्री तटवर्ती सभ्यता"
সামুদ্ৰিক পতাকা,"समुद्री ध्वज, समुद्री पताका"
সামুদ্ৰিক শক্তিসমূহ,समुद्री शक्तियाँ
সামুদ্ৰিক সাৰ্বভৌমত্ব,समुद्री प्रभुसत्ता
সামুদ্ৰিক যুদ্ধ,समुद्री युद्ध
মাৰ্কিছ,मार्क्विस
মাৰ্কিজেট,मार्क्विस का पद
সামৰিক আইন,"मार्शल लॉ, फौजी शासन"
যুদ্ধ দৌৰ,लड़ाकू जातियाँ
শ্বহীদ,शहीद
হত্যাকাণ্ড,"हत्याकांड, जनसंहार"
কৌশলৰ ভৰ,सैन्य पुंज
মাষ্টাৰ-এট-আৰ্মছ,मास्टर एट आर्म्स
অনুষ্ঠানৰ মাষ্টাৰ,"मास्टर आफ सेरीमोनीज, समारोह-अधीक्षक, समारोह प्रबन्धक"
মাষ্টাৰ অৱ হাউচহ’ল্ড,राजभवन प्रबन्धक
ঘোঁৰাৰ মাষ্টাৰ,मास्टर ऑफ हॉर्स
মাষ্টাৰ অৱ দ্য ৰোলছ,मास्टर ऑफ द रोल्स
মিল থকা,"तोड़ा, टोटा"
মিল থকা,2. पलीता
মেচলক,तोड़ेदार बंदूक
বৈবাহিক মিত্ৰতা,"वैवाहिक संबंध, विवाह द्वारा मैत्री"
ভূমধ্যসাগৰীয় শক্তিসমূহ,"भूमध्य सागरीय शक्तियाँ, भूमध्य सागरीय राष्ट्र"
মেনশ্বেভিক,"मेन्शेविक, नरम दलीय रूसी साम्यवादी"
ভাড়াতীয়া সেনাবাহিনী,भृतक सेना
ভাড়াতীয়া সৈনিক,"भृतक सैनिक, भाड़े का सिपाही"
ব্যৱসায়ী,व्यापारी जहाज़
মধ্যযুগ,"मध्य युग, मध्य काल"
মৈদ্ধ পূৰ্ব,"पश्चिमी एशिया, (यूरोपीय दृष्टि से) मध्य पूर्व"
মধ্যম অংশ,मध्य समुद्री मार्ग
মধ্যম পথ,मध्यम मार्ग
মধ্যম পথ (=মধ্যম পথ),"मध्य मार्ग, बीच का रास्ता"
প্ৰব্ৰজনকাৰী,प्रवासी
প্ৰব্ৰজন,प्रवास
প্ৰব্ৰজন,2. स्थानांतर गमन
প্ৰব্ৰজন,3. देशांतर गमन
সামৰিকতাবাদ,सैन्यवाद
সামৰিকতাবাদ,2. फ़ौजी शासन व्यवस्था
সামৰিকতাবাদ,3. सैन्य युद्धवाद
সামৰিকতাবাদ,4. युद्ध प्रियता
সামৰিকবাদী,सैन्यवादी
সামৰিকবাদী,2. युद्धवादी
সামৰিককৰণ,सैन्यीकरण
সামৰিককৰণ,2. सैनिकीकरण
সামৰিককৰণ,3. फ़ौजी शासन
সামৰিক কৌশলবিদ (=কৌশলবিদ),समरतंत्री
সামৰিক কৌশলবিদ (=কৌশলবিদ),2. व्यूह कुशन
সামৰিক কৌশল (=কৌশল),"समरतंत्र, समर विद्या, युद्ध विद्या"
মিলিচীয়া,"नागरिक सेना, सिंहबंदी"
মিলিচীয়া,2. मिलिशिया
অপশাসন,कुशासन
লিংক হেৰাই গৈছে,लुप्त कड़ी
উদ্দেশ্য,"दूतमंडल, मिशन"
উদ্দেশ্য,2. सेवादल गठित मंडल
উদ্দেশ্য,3. दौत्यकर्म
মিশ্ৰ জাতিৰ,मिश्र प्रजाति
আধুনিক ইতিহাস,आधुनिक इतिहास
মডাছ ভিভেণ্ডি,"अस्थायी व्यवस्था, आरज़ी समझौता, कार्यनिर्वाहक व्यवस्था"
মনাচিজম,मठवास
মনাৰ্ক,एकराष्ट्र
মনাৰ্ক,2. राजा
ৰাজতন্ত্ৰবাদ,राजतंत्रवाद
ৰাজতন্ত্ৰবাদ,2. राजतंत्र से सिद्धान्त
ৰাজতন্ত্ৰবাদী,राजतंत्रवादी
ৰাজতন্ত্ৰ,"राजतंत्र, एकराट्तंत्र"
মঠ,मठ
মঠ,2. बिहार
মঠ,3. संधाराम
মঠ-মন্দিৰ,मठजीवन
মঠ-মন্দিৰ,2. मठतंत्र
সন্ন্যাসী,भिक्षु
মাতৃ দেশ,"मूल देश, मातृदेश"
মাতৃভূমি,मातृभूमि
সংসদৰ মাতৃ,संसद जननी
মাকৰেকাৰছ,"मकरेकर, कीचड़ उछालने वाला"
মামী,"ममी, चिरशव"
সংগ্ৰাহালয়,"संग्रहालय, अजायबघर"
মাস্কেট,"तुपक, लंबी बंदूक, तुफंग"
মাস্কেটিয়াৰ,"बंदकूची, बरकंदाज़"
মাস্কেট্ৰি,बरकंदाज़ों का दस्ता
মাস্কেট্ৰি,2. बरकंदाज़ी
মাষ্টাৰ মাষ্টাৰ,सैनिक उपस्थिति अधिकारी
মাষ্টাৰ-ৰোল,सैनिक नामावली
মাষ্টাৰ-ৰোল,2. उपस्थिति नामावली
বিদ্ৰোহ,"सैनिक विद्रोह, सैन्य विद्रोह ग़दर, फ़ौजी बग़ावत"
