Malayalam,Telugu
ഭരണം,నియంత్రణ
നിയന്ത്രിക്കുന്ന ഓഫീസർ,నియంత్రించే అధికారి
വിവാദം,వివాదాస్పద
വിവാദപരമായ കാര്യം,వివాదాస్పద విషయం
വിവാദം,వివాదం
സൗകരം,సౌలభ్యం
സമ്മേളനം,కన్వెన్షన్
പരമ്പരാഗത,సాంప్రదాయిక
സംഭാഷണം,సంభాషణ
മാറ്റുക,మార్చండి
പരിവർത്തനം ചെയ്ത അവധി,మార్చబడిన సెలవు
കൈമാല്,రవాణా
കൈമാറാൻ അനുവദിക്കുക,రవాణా భత్యం
കൈമാറ്റ കരാർ,రవాణా దస్తావేజు
കൈമാറ്റ ചെലവ്,రవాణా ఖర్చులు
കുറ്റവാളി,దోషి
കുറ്റംചുമത്തല്,నమ్మకం
സമ്മേളനം,కాన్వొకేషన్
തടയൽ കാലയളവ്,శీతలీకరణ ఆఫ్ పీరియడ్
സഹകരണം,సహకారం
സഹകരിക്കുന്ന,సహకార
സഹകരണ സൊസൈറ്റി,కోఆపరేటివ్ సొసైటీ
സഹ-ഓപ്ത്തു,సహకార
സഹകരിച്ച അംഗം,సహ-ఎంపిక సభ్యుడు
നായും,సమన్వయ
സഹ ഉടമ,సహ యజమాని
സഹ-പങ്കാളി,సహ-భాగస్వామి
പകര്ത്തുക,కాపీ
പകർത്തുന്നു,కాపీ చేస్తోంది
പകർപ്പവകാശം,కాపీరైట్
മാംസിയല്,కార్డియల్
കൊറോൺ,కరోనర్
കോർപ്പറേറ്റ് ബോഡി,కార్పొరేట్ బాడీ
കോർപ്പറേറ്റ് ആസൂത്രണം,కార్పొరేట్ ప్రణాళిక
നഗരസഭ,కార్పొరేషన్
കോർപ്പറേഷൻ നികുതി,కార్పొరేషన్ పన్ను
തിരുത്ത്,దిద్దుబాటు
തിരുത്തൽ നടപടികൾ (= തിരുത്തലുകൾ),దిద్దుబాటు చర్యలు (= సరిదిద్దారు)
കത്തിടപാട്,కరస్పాండెన్స్
കത്തിടപാടുകൾ കോഴ്സ്,కరస్పాండెన్స్ కోర్సు
കറസ്പോണ്ടൻസ് ഭാഗം,కరస్పాండెన్స్ భాగం
പതലേഖകന്,కరస్పాండెంట్
സദൃശമായ,సంబంధిత
കോരിഗ്രേൻ,కొరిగెండం
കോറെബോറേറ്റ്,ధృవీకరించండి
കേശവം,ధృవీకరణ
മലിനമാക്കുക,అవినీతి
അഴിമതി,అవినీతి
അഴിമതി പ്രാക്ടീസ്,అవినీతి సాధన
കോസ്മോപൊളിറ്റൻ സിറ്റി,కాస్మోపాలిటన్ సిటీ
ചെലവ്,ధర
കോസ്റ്റ് അക്കൗണ്ടന്റ്,ఖర్చు అకౌంటెంట్
ചെലവ് വിശകലനം,వ్యయ విశ్లేషణ
ചെലവ് പരിധി,ఖర్చు పైకప్పు
ചെലവ് ഫലപ്രാപ്തി,వ్యయ ప్రభావం
ജീവിതച്ചെലവ്,జీవన వ్యయం
ചെലവ് മറികടന്നു,ఖర్చును అధిగమిస్తుంది
കോട്ടേജ് വ്യവസായം,కుటీర పరిశ్రమ
ഉപദേശം,కౌన్సిల్
കൗൺസിൽ ഓഫ് മന്ത്രി,మంత్రుల మండలి
കൗൺസിൽ ഓഫ് സ്റ്റേറ്റ്സ്,కౌన్సిల్ ఆఫ్ స్టేట్స్
പരാലോചന,న్యాయవాది
കൗല്സിംഗ്,కౌన్సెలింగ్
കൗണ്ടര്,కౌంటర్
ക counter ണ്ടർ പ്രവർത്തനം,కౌంటర్ చర్య
ക counter ണ്ടർ സത്യവാങ്മൂലം,కౌంటర్ అఫిడవిట్
ക counter ണ്ടർ ചാർജ്,కౌంటర్ ఛార్జ్
ക er ണ്ടർ ക്ലെയിം,కౌంటర్ దావా
വ്യാജ കറൻസി,నకిలీ కరెన్సీ
എതിർപ്പ്,నకిలీ
എതിർഫോയിൽ,కౌంటర్ ఫాయిల్
ക counter ണ്ടർ ഓഫർ,కౌంటర్ ఆఫర్
കവര്ട്ടിക,కౌంటర్సైన్
ആഘാതം,తిరుగుబాటు
കൂപ്പൺ,కూపన్
കൊറിയക്കാരന്,కొరియర్
കൊറിയര് സര്വീസ്,కొరియర్ సేవ
ഗതി,కోర్సు
പഠന കോഴ്സുകൾ,అధ్యయనం యొక్క కోర్సులు
കോടതി കേസ്,కోర్టు కేసు
വിനയം,మర్యాద
ചെറിയ കാരണങ്ങളുടെ കോടതി,చిన్న కారణాల న్యాయస్థానం
ഉടമ്പടി,ఒడంబడిక
മൂടി,కవర్
കവറേജ്,కవరేజ్
കവർ കത്ത്,కవరింగ్ లెటర్
മെമ്മോ മൂടുന്നു,కవరింగ్ మెమో
മൂടുന്ന കുറിപ്പ്,గమనిక
ക്രാഷ് പ്രോഗ്രാം,క్రాష్ ప్రోగ్రామ్
ക്രീം ലെയർ,క్రీము పొర
സൃഷ്ടി,సృష్టి
സൃഷ്ടിപരമായ,సృజనాత్మక
സർഗ്ഗാത്മകത,సృజనాత్మకత
ക്രേച്ച്,క్రీచ్
ക്രെഡൻഷ്യൽ കമ്മിറ്റ്,క్రెడెన్షియల్స్ కమిట్
വിശാസത,విశ్వసనీయత
കീര്ത്തി,క్రెడిట్
വിശ്വാസമുള്ള,విశ్వసనీయమైనది
ക്രെഡിറ്റ് ഉപദേശം,క్రెడిట్ సలహా
"ക്രെഡിറ്റ്, ത്രിഫ്റ്റ് സൊസൈറ്റി",క్రెడిట్ మరియు పొదుపు సమాజం
ക്രെഡിറ്റ് കാർഡ്,క్రెడిట్ కార్డు
ക്രെഡിറ്റ് സൗകര്യങ്ങൾ,ఋణ వసతులు
ക്രെഡിറ്റ് എൻട്രി,క్రెడిట్ ఎంట్రీ
ക്രെഡിറ്റ് കുറിപ്പ്,క్రెడిట్ గమనిక
കടക്കാരന്,రుణదాత
ദഹനം,శ్మశానవాటిక
ശ്മശാന നില,శ్మశానవాటిక గ్రౌండ్
സംഘം,సిబ్బంది
കുറ്റം,నేరం
ട്രസ്റ്റിന്റെ ക്രിമിനൽ ലംഘനം,నమ్మకంతో నేరస్థుడిని ఉల్లంఘించడం
ക്രിമിനൽ കോടതി,క్రిమినల్ కోర్ట్
ക്രിമിനൽ അശ്രദ്ധ,నేర నిర్లక్ష్యం
ക്രിമിനൽ കുറ്റം,క్రిమినల్ నేరం
ക്രിമിനൽ നടപടിക്രമ കോഡ്,క్రిమినల్ ప్రొసీజర్ కోడ్
പതിസന്ധി,సంక్షోభం
പ്രതിസന്ധി മാനേജുമെന്റ്,సంక్షోభ నిర్వహణ
മാനദണ്ഡം,ప్రమాణం
വിമര്ശനം,విమర్శ
കുരിശ്,క్రాస్
ക്രോസ് ഇനം,క్రాస్ బ్రీడ్
ക്രോസ് പരിശോധന,క్రాస్ చెకింగ్
കടന്ന ചെക്ക്,క్రాస్డ్ చెక్
ക്രോസ് പരീക്ഷ,క్రాస్ ఎగ్జామినేషన్
ഒത്തു നോക്കുക,ఆధార సూచిక
ക്രോസ് വോട്ടിംഗ്,క్రాస్ ఓటింగ్
നിർണായക തീയതി,కీలకమైన తేదీ
ക്രൂഡ്,ముడి
കുറ്റവാളിയായ നരഹത്യ,అపరాధ నరహత్య
കുറ്റവാളി,అపరాధి
കൃഷി,సాగు
കൾച്ചറൽ എക്സ്ചേഞ്ച് പ്രോഗ്രാം,సాంస్కృతిక మార్పిడి కార్యక్రమం
സഞ്ചരിക്കുന്ന,సంచిత
പവാഹം,కరెన్సీ
നാണയ വിനിമയം,ద్రవ్య మారకం
കറൻസി കുറിപ്പ്,కరెన్సీ గమనిక
ഒഴുകിക്കൊണ്ടിരിക്കുന്ന,ప్రస్తుత
കറന്റ് അക്കൌണ്ട്,వాడుక ఖాతా
നിലവിലെ ചുമതലകൾ,ప్రస్తుత విధులు
നിലവിലെ സെഷൻ,ప్రస్తుత సెషన్
സംക്ഷിപ്ത ജീവചരിത്രം,కరికులం విటే
വെർഡെൽ,కర్లేట్
സംരക്ഷകൻ,సంరక్షకుడు
തടവ്,కస్టడీ
സന്വദായം,ఆచారం
സന്വദായം,ఆచారం
കീഴ്നടപ്പുള്ള,ఆచారం
ആചാരപരമായ നടപടിക്രമം,ఆచారం విధానం
കസ്റ്റംസ് തീരുവ,కస్టమ్ డ్యూటీ
ഉപഭോക്താവ്,కస్టమర్
ഉപഭോക്തൃ സൗഹൃദ,కస్టమర్ ఫ్రెండ్లీ
ഇഷ്ടാനുസൃത പരീക്ഷ,అనుకూల పరీక్ష
മുറിക്കുക,కత్తిరించండి
ചലനം മുറിക്കുക,కట్ మోషన్
തീയതി മുറിക്കുക,తేదీని కత్తిరించండి
ആവൃത്തി,చక్రం
ദിവസേന,రోజువారీ
ദൈനംദിന അലവൻസ്,రోజువారీ భత్యం
പ്രതിദിന ഡയറി,రోజువారీ డైరీ
ദൈനംദിന രജിസ്റ്റർ,రోజువారీ రిజిస్టర్
ദിവസേന റിപ്പോർട്ട്,రోజువారీ నివేదిక
ദിനചര്യ,దినచర్య
ദൈനംദിന വേതനം,రోజువారీ వేతనాలు
ഡാക് സ്റ്റേജ്,డాక్ స్టేజ్
ഡാക് ട്രേ,డాక్ ట్రే
നഷ്ടം,నష్టం
നാശനഷ്ടങ്ങൾ,నష్టాలు
അപകടകരമായ,ప్రమాదకరమైనది
ധീനികൾ,ధైర్యం
ഡാറ്റ,సమాచారం
ഡാറ്റ ബാങ്ക്,డేటా బ్యాంక్
ഡാറ്റ ബേസ്,డేటా బేస్
ഡാറ്റ ശേഖരണം,వివరాల సేకరణ
ഡാറ്റ തീറ്റ,డేటా దాణా
ഡാറ്റ പ്രോസസ്സിംഗ്,డేటా ప్రాసెసింగ్
തീയതി,తేదీ
എത്തിച്ചേരൽ തീയതി,రాక తేదీ
ജനിച്ച ദിവസം,పుట్టిన తేది
പുറപ്പെടുന്ന തീയതി,బయలుదేరే తేదీ
ഡിസ്ചാർജ് തീയതി,ఉత్సర్గ తేదీ
പക്വതയുള്ള തീയതി,పరిపక్వత తేదీ
രസീത് തീയതി,రశీదు తేదీ
തീയതി മുദ്ര,తేదీ స్టాంప్
ദിവസത്തെ പണ്ഡിതൻ,రోజు పండితుడు
ഡേ ഷിഫ്റ്റ്,డే షిఫ్ట్
കൃപയുടെ ദിവസങ്ങൾ,దయ యొక్క రోజులు
ദൈനംദിന ജോലി,రోజు నుండి రోజు పని
മരിച്ച അക്കൗണ്ട്,డెడ్ ఖాతా
ഡെഡ്ലൈൻ,గడువు
ഡെഡ്ലോക്ക്,డెడ్లాక్
ഡെഡ് സ്റ്റോക്ക് രജിസ്റ്റർ,డెడ్ స్టాక్ రిజిస్టర్
ചത്ത ഭാരം,చనిపోయిన బరువు
കരാര്,ఒప్పందం
ഡീലിംഗ് അസിസ്റ്റന്റ്,వ్యవహార సహాయకుడు
ഇടപെടുക,వ్యవహారం
മരണ വാർഷികം,మరణ వార్షికోత్సవం
പ്രിയ അലവൻസ്,ప్రియమైన భత్యం
മരണ ആനുകൂല്യം,మరణ ప్రయోజనం
മരണ-കം റിട്ടയർമെന്റ് ഗ്രാറ്റുവിറ്റി,డెత్-కమ్-రిటైర్మెంట్ గ్రాట్యుటీ
സേവനത്തിൽ മരണം,సేవలో మరణం
ഡീയോത്തോരിസാറ്റിയോയിൻ,Deauthorizatioin
ദെബര്ട്ട്,డెబార్
അപരാതം,డెబిట్
ഉപദേശം,డెబిట్ సలహా
കടം,అప్పు
ഡെറ്റ് മാനേജുമെന്റ്,రుణ నిర్వహణ
കടക്കാരൻ,రుణగ్రహీత
മരിച്ച,మరణించిన
അന്തസ്സ്,మర్యాద
വികേന്ദ്രീകരണം,వికేంద్రీకరణ
തീരുമാനിക്കുന്ന ഘടകം,నిర్ణయాత్మక కారకం
തീരുമാനം,నిర్ణయం
തീരുമാനമെടുക്കൽ,నిర్ణయం తీసుకోవడం
തീരുമാനമെടുക്കൽ പ്രക്രിയ,నిర్ణయం తీసుకునే ప్రక్రియ
പഖാപനം,ప్రకటన
വരുമാന പ്രഖ്യാപനം,ఆదాయ ప్రకటన
പ്രഖ്യാപിത മൂല്യം,ప్రకటించిన విలువ
സത്യപ്രതിജ്ഞ ചെയ്യുക,ప్రమాణం చేయండి
വിസങ്കേതനം,డీకోడ్
ഡീകോൺട്രോൾ,డీకోంట్రోల్
ആവര്ച്ച,డెకోరం
കുറയുക,తగ్గుదల
കൽപന,డిక్రీ
സമര്പ്പണം,అంకితం
കിഴിവ്,మినహాయింపు
കുറയ്ക്കല്,మినహాయింపు
ഉറവിടത്തിൽ കിഴിവ്,మూలం వద్ద మినహాయింపు
ശമ്പളത്തിൽ നിന്നുള്ള കിഴിവ്,జీతం నుండి మినహాయింపు
പമാണം,దస్తావేజు
പണയത്തിന്റെ കരാർ,తనఖా యొక్క దస్తావేజు
കരുതലർ യൂണിവേഴ്സിറ്റി,డీమ్డ్ విశ్వవిద్యాలయం
വികൃതമാക്കുക,Deface
മാനസികം,వాస్తవ
മലിനീകരണം,డీప్లేషన్
വിസമ്മതം,పరువు నష్టం
കുറ്റം,డిఫాల్ట్
തകർച്ച,డిఫాల్టర్
കുറവുള്ള,లోపభూయిష్ట
രാജരക്ഷ,రక్షణ
പ്രതിരോധ ഉപദേശം,రక్షణ న్యాయవాది
പ്രതിരോധ നിർമ്മാണം,రక్షణ ఉత్పత్తి
എതൃകക്ഷി,ప్రతివాది
മാറ്റിവയ്ക്കുക,వాయిదా వేయండి
മാറ്റിവച്ച ചെലവ്,వాయిదా వేసిన వ్యయం
എതിര്പ്പ്,ధిక్కరణ
കമ്മി,లోటు
കമ്മി ബജറ്റ്,లోటు బడ్జెట్
നിര്വചിക്കുക,నిర్వచించండి
വിസമ്മതിക്കുക,ధిక్కరించండి
അധalal അപലതം,క్షీణత
ഡിഗ്രി,డిగ్రీ
ദമ്പര്നം,Dejure
താമസിക്കുക,ఆలస్యం
പതിനിധി,ప్రతినిధి
ഏറ്റെടുത്ത അതോറിറ്റി,అప్పగించిన అధికారం
പതിനിധിസംഘം,ప్రతినిధి బృందం
അധികാരങ്ങളുടെ പ്രതിനിധി,అధికారాల ప్రతినిధి బృందం
ഇല്ലാതാക്കുക,తొలగించు
ദീപീകരണം,తొలగింపు
കരുതിക്കൂട്ടി,ఉద్దేశపూర్వకంగా
അപലപിക്കല്,చర్చ
വിശദീകരിക്കുന്നു,రుచికరమైన
പവൃത്തി,డీలిమిటేషన్
മോചിപ്പിക്കുക,బట్వాడా
പസവം,డెలివరీ
അവകാശം,డిమాండ్
ആവശ്വാസ കുറിപ്പ്,డిమాండ్ గమనిక
നിര്മതി,సరిహద్దు
ഡെമി-ഉദ്യോഗസ്ഥൻ,డెమి-అఫీషియల్
ജനാധിപത്യം,ప్రజాస్వామ్యం
വിശദീകരണം,ప్రదర్శన
നാശ്ചരം,అవమానం
കലഹം,డెమరేజ్
നിഷേധിക്കല്,తిరస్కరణ
വിഭാഗത്തെ,విలువ కలిగిన
ഡി നോവോ,డి నోవో
നിഷേധിക്കുക,తిరస్కరించండి
വേര്പിരിയുക,బయలుదేరండి
വകുപ്പ്,విభాగం
വകുപകമായ,డిపార్ట్‌మెంటల్
വകുപ്പുതല പ്രവർത്തനം,డిపార్ట్‌మెంటల్ చర్య
വകുപ്പുതല അന്വേഷണം,డిపార్ట్‌మెంటల్ ఎంక్వైరీ
ഡിപ്പാർട്ട്മെന്റൽ അന്വേഷണം,విభాగ దర్యాప్తు
ഡിപ്പാർട്ട്മെന്റൽ ക്രമക്കേട്,డిపార్ట్‌మెంటల్ అవకతవకలు
ഡിപ്പാർട്ട്മെന്റൽ ലൈബ്രറി,డిపార్ట్‌మెంటల్ లైబ్రరీ
വകുപ്പുതല അശ്രദ്ധ,విభాగ నిర్లక్ష్యం
വകുപ്പുതല അനുമതി,విభాగ అనుమతి
വകുപ്പുതല യോഗ്യതാ പരീക്ഷ,డిపార్ట్‌మెంటల్ క్వాలిఫైయింగ్ ఎగ్జామినేషన్
വേര്പാട്,నిష్క్రమణ
ഡിപൻഡൻസി സർട്ടിഫിക്കറ്റ്,డిపెండెన్సీ సర్టిఫికేట్
ആശയിക്കുന്ന,ఆధారపడి ఉంటుంది
ആശ്രിതരായ കുട്ടികൾ,ఆధారపడిన పిల్లలు
വിനസിക്കുക,మోహరించేందుకు
പപ്പോന്ദ്ദം,డిపోనెంట్
നാടുകടത്തല്,బహిష్కరణ
ഉദാത്തൊരു,డిసెజ్
നിക്ഷേപം,డిపాజిట్
ഡിപ്പോ,డిపో
മൂല്യത്തകർച്ച,తరుగుదల
വിഷാദമുള്ള ക്ലാസ്,అణగారిన తరగతి
കവരുക,కోల్పోతారు
ആവരണം,డిప్యుటేషన్
ഡെപ്യൂട്ടേഷൻ അലവൻസ്,డిప్యుటేషన్ భత్యం
ഡെപ്യൂട്ടി,డిప్యూటీ
ധൈര്യമുള്ളവർ,పునర్నిర్మించబడింది
ഡ്യൂട്ടിയുടെ ഡെറൽ,విధి యొక్క విడదీయడం
ഉറിപ്പ്,డెజర్వేషన్
ദുരന്തം,అవమానకరమైన
അവശിഷ്ടപരമായ,అవమానకరమైన
അവഹേളനപരമായ പരാമർശം,అవమానకరమైన వ్యాఖ్య
പിന്ഗാമി,వారసుడు
വിവരണം,వివరణ
അര്ഹത,అర్హమైనది
ചിതണം,రూపకల్పన
പഖാപിക്കുക,నియమించండి
പദവി,హోదా
അയക്കുക,డెస్పాచ్
അയണി കുറിപ്പ്,డెస్పాచ్ నోట్
പാസ്ചാർച്ച് രജിസ്റ്റർ,డెస్పాచ్ రిజిస్టర్
ഉദ്ദിഷ്ടസ്ഥലം,గమ్యం
നിര്ഗതിയായ,నిరాశ్రయుల
പതേകവിവരം,వివరాలు
വിശദമായ,వివరంగా
കണ്ടുപിടിക്കുക,గుర్తించడం
തടങ്കല്,నిర్బంధ
ഡിറ്റനോ,డిటెనూ
നിശ്ചയം,సంకల్పం
തടയല്,నిరోధం
ദോഷം,హాని
ദോഷകരമായ,హానికరం
വിലകുറയ്ക്കല്,విలువ తగ్గింపు
നാശക്കേട്,వినాశనం
വികസനം,అభివృద్ధి
വതിചലിക്കുക,విడదీయండి
ഉപായം,పరికరం
ഭക്തി,భక్తి
രോഗംനിര്ണയിക്കുക,రోగ నిర్ధారణ
രേഖാലേഖം,రేఖాచిత్రం
ഡയറി,డైరీ
ശാസന,డిక్టేషన్
ഇതര മരിക്കുന്നു,చనిపోతుంది
പഥാഹാരകമം,ఆహారం
ദഹിപ്പിക്കുക,డైజెస్ట్
അന്തസ്സോടെ,గౌరవప్రదమైన
പതാപം,గౌరవం
വ്യതിരിക്ത,డైగ్రెషన్
ഹിച്ചഹം,డైలేటరీ
വൈഷമം,సందిగ్ధత
അധാനശീലനായ,శ్రద్ధ
പരിമാണം,పరిమాణం
ബിരുദപതം,డిప్లొమా
നയതന്ത്ര്യം,దౌత్యం
നയതന്ത്ര പ്രതിരോധശേഷി,దౌత్య రోగనిరోధక శక్తి
നേരിട്ട്,డైరెక్ట్
നേരിട്ടുള്ള മത്സരം,ప్రత్యక్ష పోటీ
നേരിട്ടുള്ള അഭിമുഖം,ప్రత్యక్ష ఇంటర్వ్యూ
സംവിധാനം,దిశ
മേല്വിലാസപ്പട്ടിക,డైరెక్టరీ
നേരിട്ടുള്ള റിക്രൂട്ട്,ప్రత్యక్ష నియామకం
അനുവദിക്കരുത്,అనుమతించవద్దు
വികലത,వైకల్యం
വികലാംഗ വ്യക്തി,వికలాంగుడు
പ്രവർത്തനരഹിതമായ ആനുകൂല്യങ്ങൾ,డిసేబుల్మెంట్ ప్రయోజనం
അസൗകരം,ప్రతికూలత
വിസമ്മതിക്കുക,అంగీకరించలేదు
അനുവദനീയമല്ല,అనుమతించబడలేదు
വിസമ്മതം,నిరాకరణ
അതാഹിതം,విపత్తు
ദുരന്ത നിവാരണം,విపత్తూ నిర్వహణ
പിരിച്ചുവിടുക,రద్దు
അസംബ്ലി,పంపిణీ
ഉപേക്ഷിക്കുക,విస్మరించండి
ഒഴിവാക്കുക,ఉత్సర్గ
ഡിസ്ചാർജ് സ്ലിപ്പ്,ఉత్సర్గ స్లిప్
അച്ചടക്ക നടപടി,క్రమశిక్షణా చర్య
അച്ചടക്ക നടപടിക്രമം,క్రమశిక్షణా విధానం
അച്ചടക്കം,క్రమశిక్షణ
വിവേകം,నిరాకరణ
പകാശനം,బహిర్గతం
അസംതൃപ്തിയുള്ള,అసంతృప్తి
നിർണ്ണയിക്കുക,నిలిపివేత
നിറുത്തുക,నిలిపివేయండి
തരുക,అసమ్మతి
കിഴിവ്,డిస్కౌంట్
കണ്ടെത്തുക,కనుగొనండి
അപമാനിക്കുക,అపఖ్యాతి
പൊരുത്തക്കേട്,వ్యత్యాసం
വിവേകം,అభీష్టానుసారం
വിവേചനാധികാര ഗ്രാന്റ്,విచక్షణ మంజూరు
വിവേചനാധികാരശക്തി,విచక్షణ శక్తి
വിവേചനം,వివక్ష
സംവാദം,చర్చ
ആത്മാര്ഥതയില്ലാത്ത,నిజాయితీ
അപമാനം,అవమానం
ശിഥിലത,విచ్ఛిన్నం
ചകം,డిస్క్
സ്ഥാനഭാവം,తొలగుట
അവിശ്വസ്ത,నమ్మకద్రోహం
പുറംതള്ളുക,రద్దుచేసే
പുറംതള്ളല്,తొలగింపు
പിരിച്ചുവിടൽ നടപടിക്രമം,తొలగింపు విధానం
ധിക്കരിക്കുക,అవిధేయత
അവവസ്ഥ,రుగ్మత
അചന്തരമായ,అస్తవ్యస్తత
അസമതം,అసమానత
ഡിസ്പാച്ച് വിഭാഗം,డిస్పాచ్ విభాగం
വിശദീകരിക്കാനാകും,పంపిణీ చేయదగినది
ചിതറുക,చెదరగొట్టండి
സ്ഥലംമാറ്റി,స్థానభ్రంశం
പദര്ശനം,ప్రదర్శన
അനിഷ്ടം,అసంతృప్తి
പങ്കുമാറ്റം,పారవేయడం
പുറന്തള്ളുന്നു,పారవేసేందుకు
സ്ഥാനം,స్థానభ్రంశం
പുറംതൊലി,తొలగింపు
തര്ക്കം,వివాదం
അഭാവം,అనర్హత
അവഗണിക്കുക,విస్మరించండి
വേര്പിരിയല്,అంతరాయం
അസംതൃപ്തി,అసంతృప్తి
വിയോജിപ്പ്,అసమ్మతి
അപമാനകരമായ,అపచారం
പിത്തരുത്,డిసోసియేట్
പിരിച്ചുവിടുക,రద్దు
അലിയിക്കുക,కరిగించండి
വിദൂര പഠനം,దూరవిద్య
ദൈർഘ്യമേറിയ,డిస్టిలరీ
വ്യത്യസ്തരായ,విభిన్న
വിവേചിക്കുക,వేరు
വളച്ചൊടിക്കൽ,వక్రీకరణ
ദുരിതം,బాధ
വിതരണം ചെയ്യുക,పంపిణీ
വിതരണ,పంపిణీ
ജില്ല,జిల్లా
ജില്ലാ കേന്ദ്രം,జిల్లా కేంద్రం
ശലം,భంగం
ഡിറ്റോ,డిట్టో
വതിചലനം,మళ్లింపు
ലാഭിക്കുക,డివిడెండ్
ഡിവിഷൻ,విభజన
വിവാഹമോചനം,విడాకులు
ഡോക്കറ്റ്,డాకెట్
ഡോക്ടര്,వైద్యుడు
രേഖ,పత్రం
ഡോക്യുമെന്ററി തെളിവുകൾ,డాక్యుమెంటరీ సాక్ష్యం
പ്രമാണീകരണം,డాక్యుమెంటేషన్
വാസസ്ഥലം,నివాసం
ഡൊമിസൈൽ സർട്ടിഫിക്കറ്റ്,నివాస ధృవీకరణ పత్రం
പബലമായ,ఆధిపత్యం
സംഭാവന,విరాళం
ഡോസിയർ,డోసియర్
സംശയകരമായ,సందేహాస్పదంగా
ഡ ove ടെയ്ലിംഗ്,డోవ్ టైలింగ్
താഴേക്ക്,డౌన్ గ్రేడ్
കരട്,ముసాయిదా
ഡ്രാഫ്റ്റ് മറുപടി,ముసాయిదా ప్రత్యుత్తరం
കടുത്ത നടപടി,తీవ్రమైన కొలత
വര്ണിക്കുക,డ్రా
ഡ്രോക്കർ,డ్రాయర్
ഡ്രോയിംഗ്,డ్రాయింగ్
വരള്ച്ച,కరువు
വരണ്ട പ്രമോഷൻ,పొడి ప్రమోషన్
ഇരട്ട ചാർജ്,ద్వంద్వ ఛార్జ్
ഇരട്ട പൗരത്വം,ద్వంద్వ పౌరసత్వం
കുടിശ്ശിക,గడువు
കൃത്യമായ ശ്രദ്ധ,తగిన శ్రద్ధ
കുടിശ്ശിക,బకాయిలు
ശരിക്കൊണ്ടാക്കുക,సరిగా
പകര്പ്പെടുക്കുക,నకిలీ
കാലയളവ്,వ్యవధి
ദരക്ഷകർ,డ్యూరెస్
കടമ,విధి
ഡ്യൂട്ടി അലവൻസ്,విధి భత్యం
ഡ്യൂട്ടി ചാർട്ട്,డ్యూటీ చార్ట్
നികുതി അവധി,డ్యూటీ సెలవు
കടപ്പാട്,డ్యూటీ రూమ్
മരിക്കുന്ന പ്രഖ്യാപനം,డైయింగ్ డిక్లరేషన్
ചലനാത്മകത,డైనమిక్స్
പകാശിത,కేటాయింపు
സമ്പാദിച്ച അവധി,సంపాదించిన సెలవు
വരുമാനം,ఆదాయాలు
പരിസ്ഥിതി സൗഹൃദ,పర్యావరణ అనుకూలమైనది
പരിസ്ഥിതിവിജ്ഞാനം,ఎకాలజీ
സാന്വത്തികമായ,ఆర్థిక
സാമ്പത്തിക ചൂഷണം,ఆర్థిక దోపిడీ
സമ്പദ്,ఆర్థిక వ్యవస్థ
ഇക്കണോമി ക്ലാസ്,ఎకానమీ తరగతి
എഡിറ്റിംഗ്,ఎడిటింగ్
പതിപ്പ്,ఎడిషన్
എഡിറ്റോറിയൽ,సంపాదకీయం
പഠനം,చదువు
വിദ്യാഭ്യാസ ജീവിതം,విద్యా వృత్తి
വിദ്യാഭ്യാസ ഇൻസ്റ്റിറ്റ്യൂട്ട്,ఎడ్యుకేషనల్ ఇన్స్టిట్యూట్
വിദ്യാഭ്യാസ യോഗ്യത,అర్హతలు
ഫലം,ప్రభావం
സഫലമായ,ప్రభావవంతమైనది
ഫലപ്രദമായ തീയതി,ప్రభావవంతమైన తేదీ
ഇഫക്റ്റുകൾ,ప్రభావాలు
ഫലപ്ലയം,సమర్థత
കാര്യക്ഷമത,సామర్థ్యం
കഴിവുള്ള,సమర్థవంతమైనది
പുറത്താക്കൽ,ఎజెక్ట్మెంట్
വിപുലീകരിക്കുക,విస్తృతమైన
ഭീഷണിപ്പെടുത്തുക,సాపేక్ష
തിരഞ്ഞെടുക്കപ്പെട്ട പ്രതിനിധി,ఎన్నుకోబడిన ప్రతినిధి
തിരഞ്ഞെടുപ്പ്,ఎన్నికల
ഇലക്ടറൽ കോളേജ്,ఎలక్టోరల్ కాలేజీ
വചയിതാവ്,ఓటర్లు
വൈദ്യുതീകരണം,విద్యుదీకరణ
ഇലക്ട്രോണിക് മാധ്യമങ്ങൾ,ఎలక్ట్రానిక్ మీడియా
മൂലകം,ప్రాథమిక
യോഗം,అర్హత
യോഗ്യതാ പരീക്ഷ,అర్హత పరీక్ష
ഉന്മേഷം,ఎలిమినేషన్
വാചാലത,వాగ్ధాటి
ശലപ്പെടുത്തുക,ఇబ్బంది
വഞ്ചന,అపహరణ
മുദ,చిహ్నం
എംബോസിംഗ് മുദ്ര,ఎంబోసింగ్ సీల్
അടിയന്തരാവസ്ഥ,అత్యవసర పరిస్థితి
അടിയന്തര ആശ്വാസം,అత్యవసర ఉపశమనం
വേര്പെട്ടു,ఎమర్జెంట్
കുടിയേറിപാര്പ്പ്,వలస
നീളമുള്ള,ఎమోల్యూమెంట్స్
എംപാനൽമെന്റ്,ఎంపానెల్మెంట్
സമാനുഭാവം,సానుభూతిగల
നിയമിക്കുക,ఉద్యోగం
തൊഴിലാളി,ఉద్యోగి
ജീവനക്കാരുടെ പങ്കാളിത്തം,ఉద్యోగుల భాగస్వామ్యం
