Odiya,Malayalam
ଧର୍ମ ଧର୍ମ,പൗരോഹിത്യം
କ୍ଲାରଚ,ക്ലറച്ച്
କ୍ଲୁନିୟକ୍ ଗତିବିଧି |,ക്ലൂനിയാക് പ്രസ്ഥാനം
କୋଟ ବାହୁ,കോട്ട് കവചം
କୋଟ୍,കോട്ട് ഓഫ് ആംസ്
କୋଟ୍,കോട്ട് ഓഫ് ആംസ്
କୋଟ୍,കോട്ട് ഓഫ് ആംസ്
କୋଟ୍ ମେଲ୍ |,കോട്ട് ഓഫ് മെയിൽ
କୋହର୍ଟ |,കോഹോർട്ട്
Comitia,കോമിറ്റിയ
Comitia Centuriata,കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ
Comitia Curiata,കോമിറ്റിയ ക്യൂറിയാറ്റ
Comitia Tributa,കോമിറ്റിയ ട്രിബ്യൂട്ട
ସ୍ମରଣୀୟ ଆର୍,സ്മാരക കമാനം
ସ୍ମରଣୀୟ ମୁଦ୍ରା,സ്മാരക നാണയം
ସ୍ମରଣୀୟ ସିଲ୍ |,സ്മരണിക മുദ്ര
ସାଧାରଣ କ୍ଷେତ୍ର |,പൊതുവായ ഫീൽഡ്
କମ୍ୟୁନାର୍ଡ |,കമ്മ്യൂണർഡ്
କନକର୍ଡେଟ୍ |,കോൺകോർഡാറ്റ്
କନକର୍ଡେଟ୍ |,കോൺകോർഡാറ്റ്
କଣ୍ଡୋଟିଅର୍ |,കൊണ്ടോട്ടിയർ
ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |,സ്ഥിരീകരണം Cartarum
ଦ୍ୱନ୍ଦ୍ୱ |,സംഘർഷം
ମଣ୍ଡଳୀ,സഭ
ରାଜ୍ୟ ଜିତିବା |,കീഴടക്കുന്ന സംസ്ഥാനം
ଜୟ,ജേതാവ്
କନକ୍ୟୁଷ୍ଟାଡର୍ |,വിജയി
କନସିଲିୟମ୍ |,കോൺസിലിയം
ସ୍ଥିର,കോൺസ്റ്ററി
ଷଡଯନ୍ତ୍ର,ഗൂഢാലോചന
ଷଡଯନ୍ତ୍ର,ഗൂഢാലോചന
କନସୁଲେଟ୍ |,കോൺസുലേറ്റ്
କନସୁଲେସନ୍ ବୁକ୍ |,കൺസൾട്ടേഷൻ പുസ്തകം
କଣ୍ଟିନେଣ୍ଟାଲ୍ ସିଷ୍ଟମ୍ |,കോണ്ടിനെന്റൽ സിസ്റ്റം
ସମ୍ମିଳନୀ ସଂସଦ |,കൺവെൻഷൻ പാർലമെന്റ്
କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ),കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ)
କପିହୋଲ୍ଡ |,കോപ്പിഹോൾഡ്
କର୍ଡୋନିଂ |,കോർഡനിംഗ്
କରୋନା |,കൊറോണ
କରୋନେସନ୍ |,കിരീടധാരണം
କରୋନେସନ୍ ପଥର |,കിരീടധാരണ കല്ല്
କର୍ପସ୍,കോർപ്പസ്
କର୍ସାୟର୍ |,കോർസെയർ
କର୍ସାୟର୍ |,കോർസെയർ
କର୍ସେଟ୍ (= କର୍ସଲେଟ୍),കോർസെറ്റ് (=കോർസെലെറ്റ്)
କର୍ଟସ୍ |,കോർട്ടെസ്
କୁଟୀର (= କୁଟିଅର୍),കോട്ടർ (=കോട്ടിയർ)
କୁଟୀର (= କୁଟିଅର୍),കോട്ടർ (=കോട്ടിയർ)
ପାଲାଟିନେଟ୍ ଗଣନା କରନ୍ତୁ |,പാലറ്റിനേറ്റ് എണ്ണുക
ଦେଶ ଘର,നാടൻ വീട്
କାଉଣ୍ଟି |,കൗണ്ടി
କାଉଣ୍ଟି ବୋରୱେଲ |,കൗണ്ടി ബറോ
କାଉଣ୍ଟି କୋର୍ଟ |,കൗണ്ടി കോടതികൾ
କାଉଣ୍ଟି ପାଲାଟାଇନ୍ |,കൗണ്ടി പാലറ്റൈൻ
କୋର୍ଟ,കോടതി
କୋର୍ଟ,കോടതി
କୋର୍ଟ ସର୍କୁଲାର୍ |,കോടതി സർക്കുലർ
କୋର୍ଟ ଶ iqu ଳୀ,കോടതി മര്യാദകൾ
କୋର୍ଟ,കോർട്ടിയർ
ଅଦାଲତ,കാസേഷൻ കോടതി
କୋର୍ଟ ଅଫ୍ ଡାଇରେକ୍ଟର୍ସ (EIC),കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC)
ମାଲିକଙ୍କ କୋର୍ଟ,ഉടമസ്ഥരുടെ കോടതി
କୋର୍ଟ କବି,കോടതി കവി
ଚୁକ୍ତିଭିତ୍ତିକ କାମେରୋନିଆନ୍ |,ഉടമ്പടി കാമറോണിയക്കാർ
ମୁକୁଟ |,കിരീടം
ମୁକୁଟ |,കിരീടം
ମୁକୁଟ |,കിരീടം
ମୁକୁଟ ଜମି |,കിരീട ഭൂമി
ମୁକୁଟ ଜମି |,കിരീട ഭൂമി
କ୍ରାଉନ୍ ପ୍ରିନ୍ସ |,കിരീടാവകാശി
କ୍ରୁସେଡ୍ |,കുരിശുയുദ്ധം
କ୍ରୁସେଡର୍ |,കുരിശുയുദ്ധക്കാരൻ
କ୍ରିପ୍ଟୋଗ୍ରାମ୍ |,ക്രിപ്റ്റോഗ്രാം
କୁଇରାସ୍ |,ക്യൂറാസ്
କୁଇରାସିଅର୍ |,ക്യൂറാസിയർ
ଦେବତା ସଂସ୍କୃତି,ആരാധനാ ദേവത
କୁରିଆ,കൂരിയ
କୁରିଆ,കൂരിയ
ରାଜା,സാറിസം
ଅନ୍ଧାର ମାଳଦ୍ୱୀପ |,ഇരുണ്ട ഭൂഖണ്ഡം
ବିଚାର ଦିନ,വിധി ദിവസം
ବିଚାର ଦିନ,വിധി ദിവസം
ଡିନ୍,ഡീൻ
ଦଶନ୍ଧି,ദശാബ്ദം
ଡେନାରିୟସ୍ |,ഡെനാറിയസ്
ବିତାଡିତ ରାଜତନ୍ତ୍ର |,സ്ഥാനഭ്രഷ്ടനായ രാജാവ്
ଲୁଟ,നശിപ്പിക്കുക
ବିଚ୍ଛିନ୍ନତା |,നാശം
ଡେଥ୍ରୋନ୍ |,സിംഹാസനസ്ഥനാക്കുക
ଡାଏଡେମ୍ |,ഡയഡം
ଡାଏଡେମ୍ |,ഡയഡം
ଡାଏଡେମ୍ |,ഡയഡം
ଡିଆସିଆ,ഡയസിയ
ଡିକାଷ୍ଟେରିୟମ୍ |,ഡികാസ്റ്റീരിയം
ଦିଲୁଭିଆଲିଷ୍ଟ |,ഡിലുവിയലിസ്റ്റ്
ଡ଼ିଓସିସ୍,രൂപത
ଡ଼ିଓସିସ୍,രൂപത
Directoire (= Directry),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
Directoire (= Directry),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
ଦିରହମ୍ |,ദിർഹം
ଅବିଶ୍ୱାସୀ |,വിശ്വസ്തതയില്ലാത്ത
ଅବିଶ୍ୱାସୀ |,വിശ്വസ്തതയില്ലാത്ത
ତ୍ୟାଗ,വീഴ്ചയുടെ സിദ്ധാന്തം
ଡକ୍ୟୁମେଣ୍ଟ୍,പ്രമാണം
ଡକ୍ୟୁମେଣ୍ଟାରୀ ପ୍ରମାଣ |,ഡോക്യുമെന്ററി തെളിവുകൾ
ଡୋମେସ୍ ବୁକ୍ |,ഡോംസ്‌ഡേ ബുക്ക്
କନଷ୍ଟାଣ୍ଟିନର ଦାନ |,കോൺസ്റ്റന്റൈന്റെ സംഭാവന
ନିପାତ |,വിധി
ଡାଉଜର୍ ରାଣୀ |,സ്ത്രീധന രാജ്ഞി
ଡ୍ରାଗନ୍ |,ഡ്രാഗൺ
ଡ୍ରୋମେଡାରିଆନ୍ |,ഡ്രോമെഡേറിയൻ
ଡ୍ରୋମେଡାରୀ |,ഡ്രോമെഡറി
ଡ୍ରୋମଣ୍ଡ |,ഡ്രോമണ്ട്
ଡୁଆଲ୍ |,ഇരട്ട
ଦ୍ୱ ual ତ ମିଳିତତା |,ഇരട്ട സഖ്യം
ଡୁଆଲ୍ ଏଣ୍ଟେଣ୍ଟେ |,ഡ്യുവൽ എന്റന്റ്
ଡୁଆଲ୍ ସିଷ୍ଟମ୍ (= ଦ୍ୱ ual ତ ସରକାର),ഡ്യുവൽ സിസ്റ്റം (=ഇരട്ട സർക്കാർ)
ଡ୍ୟୁକ୍ |,ഡ്യൂക്ക്
ଡୁମା,ഡുമ
ବାଘ ଅବତାର |,വാമനാവതാരം
ରାଜବଂଶ,രാജവംശം
ରାଜବଂଶ,രാജവംശം
ଇଗଲ,കഴുകൻ
ଏଲଡର୍ ମ୍ୟାନ୍ |,മൂപ്പൻ
କର୍ଣ୍ଣ,ഏൾ
Earldom,എർൾഡം
ପ୍ରାରମ୍ଭିକ ଗୁପ୍ତା |,ആദ്യകാല ഗുപ്തർ
ପ୍ରାରମ୍ଭିକ (histor ତିହାସିକ) ସାଇଟଗୁଡିକ |,ആദ്യകാല (ചരിത്രപരമായ) സൈറ്റുകൾ
ପ୍ରାରମ୍ଭିକ ବ ed ଦିକ ଅବଧି |,ആദ്യകാല വേദകാലം
ଉପଦେଶ,എക്ലീസിയ
ପୁନ it ଉଦ୍ଧାରର ଆଦେଶ |,തിരിച്ചടവിന്റെ ശാസന
ଆଠ ଗୁଣା ପଥ |,എട്ട് മടക്ക പാത
ପ୍ରାଚୀନମାନେ,മൂപ്പന്മാർ
ବୟସ୍କ ରାଜ୍ୟସ୍ତରୀୟ (= ଜେନ୍ରୋ),മുതിർന്ന രാഷ്ട്രതന്ത്രജ്ഞൻ (=ജനറോ)
ହାତୀ ଛେଳି |,എലിഫന്റ് ഗോഡ്
ଏକାଦଶ ବର୍ଷର ଅତ୍ୟାଚାର |,പതിനൊന്ന് വർഷത്തെ സ്വേച്ഛാധിപത്യം
ଏଲିସା (= ଏଲିସି),എലിസെ (=എലിസീ)
ଏନକ୍ଲୋଜର ଆନ୍ଦୋଳନ |,എൻക്ലോഷർ പ്രസ്ഥാനം
ଏନସାଇକ୍ଲିକ୍ |,വിജ്ഞാനകോശം
ଏନସାଇକ୍ଲୋପେଡିଷ୍ଟ ଆନ୍ଦୋଳନ |,എൻസൈക്ലോപീഡിസ്റ്റ് പ്രസ്ഥാനം
ଏଣ୍ଟେଣ୍ଟେ |,എന്റന്റെ
ଏଣ୍ଟେଣ୍ଟେ କର୍ଡିଆଲ୍ |,എന്റെ ഹൃദയം
ଏଣ୍ଟ୍ରୋନ୍ |,സിംഹാസനം
ଭ୍ରମଣ,പരിവാരം
ଏଫୋଡ୍,എഫോദ്
ଇଫୋର |,എഫോർ
ଏପିକ୍ ବୟସ |,ഇതിഹാസ യുഗം
ଏପିକ୍ ହିରୋ |,ഇതിഹാസ നായകൻ
ଏପିଗ୍ରାଫ୍ |,എപ്പിഗ്രാഫ്
Episcopacy,എപ്പിസ്കോപ്പസി
Episcopate |,എപ്പിസ്കോപ്പ
ଏପିସୋଡ୍,എപ്പിസോഡ്
ଯୁଗ,യുഗം
ଯୁଗ ତିଆରି ଇଭେଣ୍ଟ |,യുഗനിർമ്മാണ സംഭവം
ଯୁଗ ସୃଷ୍ଟି କରୁଥିବା ବ୍ୟକ୍ତି |,യുഗനിർമ്മാതാവ്
ଉପନାମ,പേരുനാമം
ସମୀକରଣ,ഇക്വറി
ସମୀକରଣ,ഇക്വറി
ଅଶ୍ୱିନୀ ମୂର୍ତ୍ତି |,കുതിരസവാരി പ്രതിമ
ଯୁଗ,യുഗം
ଏରଗାଷ୍ଟୁଲମ୍ |,എർഗസ്റ്റുലം
ଇଉକାରିଷ୍ଟ |,ദിവ്യബലി
ସୁସମାଚାର,ഇവാഞ്ചലിസം
ସୁସମାଚାର ଆନ୍ଦୋଳନ |,സുവിശേഷ പ്രസ്ഥാനം
ସୁସମାଚାର ପ୍ରଚାରକ |,സുവിശേഷകൻ
Exarch,എക്സാർച്ച്
Exilarch,എക്സിലാർക്ക്
ଫାଲାଙ୍ଗିଷ୍ଟ |,ഫലാങ്കിസ്റ്റ്
ପିତା ଭୂମି |,പിതൃഭൂമി
ପିତା ଭୂମି |,പിതൃഭൂമി
ଫେରିଆ |,ഫെരിയേ
ଫେଟିଶ୍ |,ഫെറ്റിഷ്
ସାମାଜିକ ହୋଲ୍ଡିଂ |,ഫ്യൂഡൽ ഹോൾഡിംഗ്സ്
ସାମ୍ରାଜ୍ୟବାଦ (= ସାମ୍ରାଜ୍ୟ ପ୍ରଣାଳୀ),ഫ്യൂഡലിസം (=ഫ്യൂഡൽ സമ്പ്രദായം)
ସାମ୍ରାଜ୍ୟ ବ୍ୟବସ୍ଥା |,ഫ്യൂഡൽ സമ്പ്രദായം
ବିବାଦୀୟ |,ഫ്യൂഡറി
ଫିଡେ ଡିଫେନ୍ସର୍ (= ବିଶ୍ୱାସର ଡିଫେଣ୍ଡର),ഫിഡെ ഡിഫൻസർ (=വിശ്വാസത്തിന്റെ സംരക്ഷകൻ)
ଫିଫ୍ |,ഫൈഫ്
ଫିଲ୍ଡ ସିଷ୍ଟମ୍ |,ഫീൽഡ് സിസ്റ്റം
ପ te ୍ଚଦଶ କର |,പതിനഞ്ചാമത്തെ നികുതി
ଚିତ୍ର ମୁଣ୍ଡ,ചിത്ര തല
ଫିନ୍ ଡି ସାଇକେଲ୍ |,ഫിൻ ഡി സൈക്കിൾ
ଅଗ୍ନି ଭୋଜନକାରୀ |,തീ തിന്നുന്നവൻ
ପାଞ୍ଚ ମାଇଲ୍ ଆକ୍ଟ |,അഞ്ച് മൈൽ നിയമം
ପତାକା,പതാക
ଫ୍ଲେମେନ୍ ଡାଏଲିସ୍ |,ഫ്ലെമെൻ ഡയാലിസ്
ଫ୍ଲେମେନ ମାର୍ଟିଆଲିସ୍ |,ഫ്ലമെൻ മാർട്ടിയാലിസ്
ଜ୍ୱଳନ୍ତ ମଶାଲ |,ജ്വലിക്കുന്ന ടോർച്ച്
ଫାଙ୍କା,പാർശ്വഭാഗം
ଫ୍ଲାଙ୍କିଙ୍ଗ୍ ଗତି,ഫ്ലാങ്കിംഗ് ചലനം
ସମୃଦ୍ଧ ସଭ୍ୟତା |,അഭിവൃദ്ധി പ്രാപിക്കുന്ന നാഗരികത
ଫ୍ଲୁଭିଆଲିଷ୍ଟିକ୍ ବିଶ୍ୱାସ |,ഫ്ലൂവിയലിസ്റ്റിക് വിശ്വാസം
ଲୋକ ଭଗବାନ |,നാടോടി ദൈവം
ଲୋକ ଦେବୀ,നാടോടി ദേവത
ଲୋକ ସ୍ମୃତି,നാടോടി ഓർമ്മ
ଲୋକ ପୁରାଣ (= ଲୋକନୃତ୍ୟ),നാടോടി മിത്ത് (=നാടോടിക്കഥ)
ଚୋରାଚାଲାଣ |,തീറ്റ കണ്ടെത്തുന്നു
ଅଗ୍ରଗାମୀ |,ഫോറേ
ଅଗ୍ରଗାମୀ |,മുൻഗാമി
ପୂର୍ବଜ,പൂർവ്വപിതാവ്
ଅଗ୍ରଗାମୀ |,മുൻഗാമി
ଭରସା,കൈവിട്ട പ്രതീക്ഷ
ଗଠନମୂଳକ ପର୍ଯ୍ୟାୟ |,രൂപീകരണ ഘട്ടം
ଦୁର୍ଗ,കോട്ട
ଦୁର୍ଗ,കോട്ടകെട്ടൽ
ଦୁର୍ଗ ସହର,ഉറപ്പുള്ള പട്ടണം
ଦୁର୍ଗ,കോട്ട
ଫର୍ଚୁନା,ഫോർച്യൂണ
ଫୋରମ୍ ରୋମାନମ୍ |,ഫോറം റൊമാനം
ଫ୍ରାନ୍ସିସ୍କାନ୍ |,ഫ്രാൻസിസ്കൻ
ଫ୍ରାଙ୍କଲିନ୍ |,ഫ്രാങ്ക്ലിൻ
ଭ୍ରାତୃ ଯୁଦ୍ଧ |,സഹോദരീഹത്യ യുദ്ധം
ମୁକ୍ତ ଚର୍ଚ୍ଚ,സ്വതന്ത്ര പള്ളി
ମୁକ୍ତଧାରୀ,ഫ്രീഹോൾഡർ
ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |,സ്വതന്ത്ര സൈനികൻ
ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |,സ്വതന്ത്ര സൈനികൻ
ଫ୍ରିମାନ୍,ഫ്രീമാൻ
ଫ୍ରିମାନ୍,ഫ്രീമാൻ
ଫ୍ରିପାସ୍ |,സൗജന്യ പ്രവേശനം
ଫରାସୀ ବିପ୍ଳବ |,ഫ്രഞ്ച് വിപ്ലവം
ଫ୍ରିୟାର୍ |,ഫ്രയർ
ଫ୍ରାସିଆନ୍ ଭିକାରୀ,ഫ്രാസിയൻ കൂലിപ്പടയാളികൾ
ସୀମାନ୍ତ ମଣିଷ |,അതിർത്തിയിലെ മനുഷ്യൻ
ଗାଲେନ୍ |,ഗാലിയൻ
ଗାଲିକାନ୍ (= ଗାଲିକାନିଷ୍ଟ),ഗാലിക്കൻ (=ഗല്ലിക്കനിസ്റ്റ്)
ଗାଲିକାନିଜିମ୍ |,ഗാലിക്കനിസം
ଗ୍ୟାରିସନ୍ |,ഗാരിസൺ
ଗଲ୍ |,ഗൗൾ
ଗାଣ୍ଟଲେଟ୍ |,ഗൗണ്ട്ലെറ്റ്
ଗାଣ୍ଟଲେଟ୍ |,ഗൗണ്ട്ലെറ്റ്
ଗେଜେବୋ |,ഗസീബോ
ଗେଜେବୋ |,ഗസീബോ
ଗେଜେବୋ |,ഗസീബോ
ବଂଶାନୁକ୍ରମିକ ଇତିହାସ |,വംശാവലി ചരിത്രം
ବଂଶାନୁକ୍ରମିକ ରେକର୍ଡ |,വംശാവലി രേഖ
ବଂଶାନୁକ୍ରମିକ ସାରଣୀ |,വംശാവലി പട്ടിക
ବଂଶାନୁକ୍ରମିକ ବୃକ୍ଷ |,വംശാവലി വൃക്ഷം
ବଂଶାନୁକ୍ରମିକ,വംശാവലി
ବଂଶାନୁକ୍ରମିକ,വംശാവലി
ପି Generation ଼ି,തലമുറ
ଜାତିସଂଘ,വംശഹത്യ
ଅଣଯିହୂଦୀ,വിജാതീയൻ
ଅଣଯିହୂଦୀ,വിജാതീയൻ
ଅଣଯିହୂଦୀ,വിജാതീയൻ
ଅଣଯିହୂଦୀ,വിജാതീയൻ
ଘେଟୋ |,ഗെട്ടോ
ଘେଟୋ |,ഗെട്ടോ
ଗିବ୍ବେଟ୍ |,ഗിബെറ്റ്
ଗିଲ୍ଡ (= ଗିଲ୍ଡ),ഗിൽഡ് (=ഗിൽഡ്)
ଗ୍ଲାଡିଏଟର |,ഗ്ലാഡിയേറ്റർ
ଗ or ରବମୟ ବିପ୍ଳବ |,മഹത്തായ വിപ്ലവം
ସୁବର୍ଣ୍ଣ ହୋର୍ଡ଼ |,ഗോൾഡൻ ഹോർഡ്
ଗ୍ରାଣ୍ଡ୍ ଆଲାଏନ୍ସ |,മഹാസഖ്യം
ଗ୍ରାଣ୍ଡି,ഗ്രാൻഡീ
ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |,ഗ്രാൻഡ് സിഗ്നർ
ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |,ഗ്രാൻഡ് സിഗ്നർ
ମହାନ ଗୃହଯୁଦ୍ଧ |,മഹത്തായ ആഭ്യന്തരയുദ്ധം
ମହାନ ବିଦାୟ (ବୁଦ୍ଧଙ୍କ),മഹത്തായ പുറപ്പാട് (ബുദ്ധന്റെ)
ଗ୍ରେଟର ଭାରତ |,ഗ്രേറ്റർ ഇന്ത്യ
ମହାନ ହେଲାସ୍ |,ഗ്രേറ്റ് ഹെല്ലസ്
ମହାନ ହୋର୍ଡ,വലിയ സംഘം
ମହାନ ତ୍ୟାଗ (= ମହାନ ବିଦାୟ),മഹത്തായ ത്യാഗം (=വലിയ പുറപ്പാട്)
ମହାନ ସିଲ୍ |,വലിയ മുദ്ര
ଗ୍ରେଟ୍ ଟ୍ରାକ୍ |,വലിയ ട്രാക്ക്
ମହାନ ଯାନ,വലിയ വാഹനം
ଚାଇନାର ଗ୍ରେଟ୍ ୱାଲ୍ |,ചൈനീസ് വന്മതില്
ଗ୍ରୀଭ୍ |,ഗ്രേവ്
ରାକ୍ଷୀ-ଚାମ୍ବର |,ഗാർഡ് ചേംബർ
ରାକ୍ଷୀ-ଚାମ୍ବର |,ഗാർഡ് ചേംബർ
ରାକ୍ଷୀ-ଚାମ୍ବର |,ഗാർഡ് ചേംബർ
ଗୁପ୍ତା,ഗുപ്തർ
ହାଗିଓଗ୍ରାଫି |,ഹാജിയോഗ്രാഫി
ହାଗିଓଗ୍ରାଫି |,ഹാജിയോഗ്രാഫി
ହାଜିଓଲୋଜି |,ഹാജിയോളജി
ହାଜିଓଲୋଜି |,ഹാജിയോളജി
ବ୍ୟକ୍ତିଗତ ଦର୍ଶକଙ୍କ ହଲ୍ |,സ്വകാര്യ പ്രേക്ഷകരുടെ ഹാൾ
ଜନ ଦର୍ଶକଙ୍କ ହଲ୍ |,പൊതു പ്രേക്ഷകരുടെ ഹാൾ
ହ୍ୟାଚ୍,ഹാച്ച്മെന്റ്
ହେଥେନ୍ |,ഹീതൻ
ହେଥେନ୍ |,ഹീതൻ
ହେଥେନିଜିମ୍ |,ഹീതനിസം
ହେଗିରା (ହେଜେରା),ഹെഗിറ (ഹെജേര)
ହେଲେନିଜିମ୍ |,ഹെല്ലനിസം
ହେଲଟ୍ |,ഹെലോട്ട്
ହେରାଲ୍ଡ୍ରି |,ഹെറാൾഡ്രി
ହେରିଟେଜ୍,പൈതൃകം
ହାଇରୋଗଲିଫିକ୍ ର line ଖ୍ୟ ବର୍ଣ୍ଣଗୁଡିକ |,ഹൈറോഗ്ലിഫിക് ലീനിയർ പ്രതീകങ്ങൾ
ହାଇରୋଗଲିଫିକ୍ ସ୍କ୍ରିପ୍ଟ |,ഹൈറോഗ്ലിഫിക് ലിപി
ହାଇ ଚର୍ଚ୍ଚ,ഉയർന്ന പള്ളി
ହାଇ ଲ୍ୟାଣ୍ଡର୍ |,ഉയർന്ന ലാൻഡർ
ହିନ୍ଦୁ ଧର୍ମ,ഹിന്ദുമതം
Histor ତିହାସିକ,ചരിത്രകാരൻ
Histor ତିହାସିକ,ചരിത്രകാരൻ
Histor ତିହାସିକ ବସ୍ତୁବାଦ |,ചരിത്രപരമായ ഭൗതികവാദം
Histor ତିହାସିକ ଯୁଗ |,ചരിത്ര യുഗം
Histor ତିହାସିକ ସୀମା,ചരിത്രപരമായ അതിർത്തി
ଇତିହାସକାର,ചരിത്രകാരൻ
ଇତିହାସକାର,ചരിത്രകാരൻ
ଇତିହାସ ଲିପି,ചരിത്രരചന
ଇତିହାସ ଲିପି,ചരിത്രരചന
ଇତିହାସ,ചരിത്രം
ହିତ୍ତୀୟ ସାମ୍ରାଜ୍ୟ |,ഹിറ്റൈറ്റ് സാമ്രാജ്യം
ପବିତ୍ର ମିଳିତ ମଞ୍ଚ,വിശുദ്ധ സഖ്യം
ପବିତ୍ର ସହର,വിശുദ്ധ നഗരം
ପବିତ୍ର ସହର,വിശുദ്ധ നഗരം
ପବିତ୍ର ଭୂମି,പുണ്യ സ്ഥലം
ପବିତ୍ର ଭୂମି,പുണ്യ സ്ഥലം
ହୋଲି ଲିଗ୍ |,ഹോളി ലീഗ്
ହୋଲି ଲିଗ୍ |,ഹോളി ലീഗ്
ପବିତ୍ର ରୋମାନ୍ ସାମ୍ରାଜ୍ୟ (= ସାମ୍ରାଜ୍ୟ),വിശുദ്ധ റോമൻ സാമ്രാജ്യം (= സാമ്രാജ്യം)
ପବିତ୍ର ସମୁଦ୍ର |,വിശുദ്ധ കടൽ
ପବିତ୍ର ସମୁଦ୍ର |,വിശുദ്ധ കടൽ
ପବିତ୍ର ଯୁଦ୍ଧ,വിശുദ്ധ യുദ്ധം
ପବିତ୍ର ଯୁଦ୍ଧ,വിശുദ്ധ യുദ്ധം
ଗୃହ ସରକାର,ആഭ്യന്തര സർക്കാർ
ହୋମ ଗାର୍ଡ |,ഹോം ഗാർഡ്
ମାତୃଭୂମି |,സ്വദേശം
ଗୃହ ନିୟମ |,ഹോം റൂൾ
ଗୃହ ନିୟମ,ഹോം റൂൾ
ହୋର୍ଡେ |,കൂട്ടം
ହୋର୍ଡେ |,കൂട്ടം
ଶତ୍ରୁ ଦେଶ |,ശത്രു രാജ്യം
ଶତ୍ରୁ ଭୂମି |,ശത്രു ഭൂമി
ଗରମ ଅନୁସରଣ,ചൂടുള്ള പിന്തുടരൽ
ଘର,വീട്
ଘର,വീട്
ହାଉସ୍ ଅଫ୍ କମନ୍ସ,പ്രജാസഭ
ହାଉସ୍ ଅଫ୍ ଲର୍ଡସ୍ |,ഹൗസ് ഓഫ് ലോർഡ്സ്
ଲୋକସଭା,പ്രതിനിധി സഭ
ହୁଗୁଏନଟ୍ସ |,ഹ്യൂഗനോട്ടുകൾ
ମାନବବାଦ |,മാനവികത
ମାନବବାଦୀ |,ഹ്യൂമനിസ്റ്റ്
ଶହ ଶହ ୟେସର ଯୁଦ୍ଧ |,നൂറ് യെസ്സർ യുദ്ധം
ହଙ୍କର୍ |,ഹങ്കർ
ଇବାଦତ ଖାନା (ପୂଜା ଘର),ഇബാദത്ത് ഖാന (ആരാധനാലയം)
ଆଇକନୋକ୍ଲାଷ୍ଟ |,ഐക്കണോക്ലാസ്റ്റ്
ପ୍ରତିମା,വിഗ്രഹാരാധകൻ
ଇଲାହି ଯୁଗ |,ഇലാഹി യുഗം
ବେଆଇନ ଯୁଦ୍ଧ |,നിയമവിരുദ്ധ യുദ്ധം
ଆଲୋକିତ ପାଣ୍ଡୁଲିପି,പ്രകാശിതമായ കൈയെഴുത്തുപ്രതി
ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |,ചിത്രീകരിച്ച കൈയെഴുത്തുപ്രതി
ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |,ചിത്രീകരിച്ച കൈയെഴുത്തുപ്രതി
ଇମାମ (ଇମ୍ମାମ୍),ഇമാം (ഇമ്മൂം)
ଇମାମେଟ୍ |,ഇമാമത്ത്
ଇମାମେଟ୍ |,ഇമാമത്ത്
ଇମମ୍ବର,ഇമാംബരഃ
ସାମ୍ରାଜ୍ୟ,ഇംപീരിയൽ
ସାମ୍ରାଜ୍ୟ ସହର |,സാമ്രാജ്യത്വ നഗരം
ସାମ୍ରାଜ୍ୟବାଦ |,സാമ്രാജ്യത്വം
ସାମ୍ରାଜ୍ୟ ପସନ୍ଦ |,സാമ്രാജ്യത്വ മുൻഗണന
ଅପ୍ରାକୃତିକ |,അപ്രമാദിത്വം
ଇମ୍ପୋଷ୍ଟର୍ |,വഞ്ചകൻ
କାରାଗାର,തടവ്
କାରାଗାର,തടവ്
ଆକ୍ରମଣ,കടന്നുകയറ്റം
ଅନୁପ୍ରବେଶକାରୀ |,നുഴഞ്ഞുകയറ്റക്കാരൻ
ସ୍ୱାଧୀନତା,സ്വാതന്ത്ര്യം
ସ୍ବାଧୀନତା ଦିବସ,സ്വാതന്ത്യദിനം
ସ୍ୱାଧୀନତା ହଲ୍,ഇൻഡിപെൻഡൻസ് ഹാൾ
ଭାରତୀୟ ଆମେରିଆନ୍ (= ରେଡ୍ ଇଣ୍ଡିଆନ୍ = ଆମେରିକୀୟ ଭାରତୀୟ),ഇന്ത്യൻ അമേരിയൻ (=റെഡ് ഇന്ത്യൻ=അമേരിക്കൻ ഇന്ത്യൻ)
ଇଣ୍ଡିଆନ୍ ହୋମ୍ ନିୟମ ଲିଗ୍ |,ഇന്ത്യൻ ഹോം റൂൾ ലീഗ്
ଶିଳ୍ପ ବିପ୍ଳବ |,വ്യവസായ വിപ്ലവം
ଅବିଶ୍ୱାସୀ |,അവിശ്വാസി
ଅବିଶ୍ୱାସୀ |,അവിശ്വാസി
