Hindi,Bengali
"धूमन, धूम देना",ধোঁয়াশা
कवकनाशी,ছত্রাকনাশক
कवकरोधी,ছত্রাকজনিত
कवक,ছত্রাক
"खूड़, सीता",ফুরো
"संलयन, संगलन",একীকরণ
रूआं,ফুজ
रोएंदार,অস্পষ্ট
सौंफ,"মৌরি, অ্যানিস"
मेथी,ফেনুগ্রেক
अंजीर,ডুমুর
कंगनी,আঙুলের বাজরা
दावी,ফায়ার-ফ্লেমে বুশ
पलाश,বনের শিখা
फ्रेंच बीन,ফরাসি শিম
पिस्सू,ফ্লা
लोमड़ी,ফক্স
फल मक्खी,ফলের মাছি
"वृक्ष व्रण, पिटिका",গল (হর্ট)
"युग्मक, गैमीट",গেমেট
"उद्यान, बाग",বাগান
"पनसाल, जलमापी",গেজ (জল)
जीन संग्रह,জিন ব্যাংক
जीन टैगन,জিন ট্যাগিং
वंशावली विज्ञान,জিনোলজি
जीन मानचित्र,জেনেটিক মানচিত্র
आनुवंशिकी,জেনেটিক্স
"जीनोम, संजीन",জিনোম
संजीनी संग्रह,জিনোমিক লাইব্রেরি
जीनोमिक्स,জিনোমিক্স
जीनप्ररूपी,জিনোটাইপ
"जीनी संरचना, जीन प्ररूप",জিনোটাইপ
वंश,জেনাস
"जीनस, वंश",জেনাস
"रोगाणु, जर्म",জীবাণু
रोगाणुनाशी,জীবাণু
अंकुरण,অঙ্কুরোদগম
"जननद्रव्य, जर्मप्लाज्म",জীবাণু
जिबरेलिक अम्ल,গিব্বেরেলিক অ্যাসিড
ओटना,জিনিং
तुष,গ্লুম
"लसदार, ग्लूटिनी",আঠালো
ग्लाइकोलिसिस,গ্লাইকোলাইসিস
"नाइस, शैल",Gneiss
स्वर्णिम क्रांति,সোনার বিপ্লব
"श्रेणीकरण, वर्गीकरण, स्तरीकरण",গ্রেডিং
"कलमबंद पादप, कलमी पौधा",গ্রাফ্টেড উদ্ভিদ
कलम असंगत,গ্রাফ্ট-ইনমপ্যাটেবল
ग्रैना,গ্রান্না
कणिकायन,গ্রানুলেশন
हरी खाद,সবুজ সার
हरित क्रांति,সবুজ বিপ্লব
वृद्धि और परिवर्धन,বৃদ্ধি এবং উন্নয়ন
"गोंद रोग, गोंदार्ति",গুমোসিস
भिन्नस्थ - उभयस्त्रीलिंगी,Gynodioecious
माजूफल,গল বাদাম
लहसुन,রসুন
जरबेरा,জেরবেরা
घरकिन,ঘেরকিন
अदरक,আদা
ग्लेडियोलस,গ্ল্যাডিওলাস
महकुवा,ছাগলের আগাছা (আগেরেটাম)
"ग्रेप फ्रूट, चकोतरा",আঙ্গুর
अंगूर,আঙ্গুর
मूंग,সবুজ ছোলা
भीमल,গ্রুইয়া
मूंगफली,চিনাবাদাম
अमरूद,পেয়ারা
गिनी घास,গিনি ঘাস
पीटिका कीट,গ্যাল মিড
टिड्ड़ा,ঘাস হপার
गंधी कीट,গুন্ডি বাগ
"प्रकृति, स्वभाव, रूपगुण, स्वरूप",অভ্যাস
"ओला, करकापात, करका",শিলাবৃষ্টি
रोमिलवैच,হেয়ারভেচ
लवणमृदोद्भिद्,হ্যালোফাইট
हैरो,হ্যারো
"तुड़ाई सूचकांक, कटाई सूचकांक",ফসল সূচক
"कटाई, कटी फसल, तैयार फसल, उपज",ফসল
"तोड़ना, कटाई, तुड़ाई",ফসল কাটা
"अंडे से निकलना, अंडा सेना",হ্যাচ
सूखी घास,খড়
सूखा चारा,হেইলজ
गंजी,হেইস্টক
धुंध,ধোঁয়াশা
धुंधता,আড়ম্বরপূর্ণ
"बाली, सिट्टा, मुंडक, शीर्ष, सिर, सिरा",মাথা (কৃষি)
सिरा (नाली का),মাথা (চ্যানেলের)
शीर्ष छंटाई,পিছনে মাথা
बाड़,হেজ
अधिरक्षण,হেজিং
कुंडलिनी,হেলিক্স
हेमैटाइट,হেমাটাইট
"शाक, बूटी",ভেষজ
"वनस्पति संग्रह, वनस्पति संग्रहालय",হার্বেরিয়াম
शाकनाशी,হার্বিসাইড
आनुवंशिकता,বংশগততা
वंशागतित्व,হেরেটিবিলিটি
उभयलिंगी,হার্মাফ্রোডাইট
विषमवर्णी,হিটারোক্রোমেটিক
विषम-निषेचन,হেটেরোফেরটিলাইজেশন
"संकरओज, हेटेरोसिस",হিটারোসিস
लिंगक्रोमोसोम,হেটেরোসোম
परपोषित,হিটারোট্রফ
षड्गुणित,হেক্সাপ্লয়েড
शीत निष्क्रियता,হাইবারনেট
उच्च सघनता रोपण,উচ্চ ঘনত্ব রোপণ
"पिंडलक, हिल (धान)",পাহাড় (চাল)
आयतचित्र,হিস্টোগ্রাম
उच्च तकनीकी औद्यानिकी,হিটেক হর্টিকালচার
"करंड, छत्ता",মুরগি
"गुड़ाई, गोड़ना",হোয়িং
जोत,ধারণ
निजी फार्म,হোম ফার্ম
समस्थिति,হোমিওস্টেসিস
वासभूमि,হোমস্টেড
समांगता,সমজাতীয়তা
"सजातीय, समांगी",সমজাতীয়
समधर्मी,হোমোলজাস
समयुग्मज,হোমোজাইগোট
"खुरलिका, खाद्यधानी, हापर",হপার
"संस्तर, क्षितिज",দিগন্ত
औद्यानिक फसलें,উদ্যানতাত্ত্বিক ফসল
"उद्यान विज्ञान, बागवानी, उद्यान कृषि, औद्यानिकी",উদ্যানতত্ত্ব
उद्यान वानिक पशुपाल्य खेती,হর্টি-সিলভি যাজকীয় কৃষিকাজ
परपोषी,হোস্ট
तप्त जलोपचार,গরম জল চিকিত্সা
"हल, छिलका",হাল
आर्द्रता,আর্দ্রতা
हयूमस,হুমাস
भूसी,হুস্ক
छिलका निकालने वाली मशीन,হকার
छिलका उतारना,হুংস
संकर,হাইব্রিড
संकरण,সংকরকরণ
"जलयोजन, जलीयन",হাইড্রেশন
जल विज्ञान,জলবিদ্যুৎ
जल अपघटन,হাইড্রোলাইসিস
"द्रवघनत्व मापी, हाइड्रोमीटर",হাইড্রোমিটার
जल परागित,হাইড্রোফিলাস
जल संवर्धन,জলবিদ্যুৎ
जल मंडल,হাইড্রোস্ফিয়ার
आर्द्रता-ग्राहयता,হাইড্রোস্কোপিসিটি
परात्पराजीवी,হাইপারপ্যারাসাইট
अतिवृद्धि,হাইপারপ্লাজিয়া
"कवक तंतु, हाइफा",হাইফা
बीजपत्राधार,হাইপোকোটাইল
परिकल्पना,হাইপোথিসিস
शैथिल्य (जल),হিস্টেরেসিস (জল)
"हेजल नट, अखरोट का फल",হ্যাজেল বাদাম
भांग,শিং
खुरासानी अजवाईन,হেনবেন
मेंहदी,হেনা
गुड़हल,হিবিস্কাস
होप,খোঁড়ান
कुल्थी,ঘোড়া গ্রাম
कवांच,হর্স-আই-শিম
मधुमक्खी,মৌমাছি
फुदका,হপার
उद्यानविद्,উদ্যানতত্ত্ববিদ
जल विज्ञानी,হাইড্রোলজিস্ট
स्व स्थाने कलम-बंधन,সিটু গ্রাফটিংয়ে
पात्रे,ভিট্রোতে
जीवे,ভিভোতে
अविवेकपूर्ण,নির্বিচারে
कीट,পোকামাকড়
कीट पीड़क,কীটপতঙ্গ
कीटालय,পোকামাকড়
कीटनाशी,কীটনাশক
कीटाहारी,পোকামাকড়
"सूर्यतापन, आतपन",ইনসোলেশন
अविलेय,অদৃশ্য
"इन्स्टार (कीट), अंतरानिर्मोकीय अवस्था",ইনস্টর (পোকামাকড়)
रोधी,ইনসুলেটর
समेकित रोग प्रबंधन,ইন্টিগ্রেটেড ডিজিজ ম্যানেজমেন্ট
समेकित पोषक-तत्व प्रबंधन,সংহত পুষ্টি ব্যবস্থাপনা
समेकित पीड़क प्रबंधन,সমন্বিত বালাই ব্যবস্থাপনা
"सघनता, गहनता",তীব্রতা
"गहन, सघन",নিবিড়
"बीच की फसल, अंतराफसल",ইন্টারক্রপ
"अंतः सस्य कर्षण, निराई, गुड़ाई",আন্তঃসংশ্লিষ্টতা (আন্তঃবিজ্ঞান)
ब्याज,স্বার্থ
"पर्व, पोरी",ইন্টারনোড
अंतरा प्रावस्था (कोशिका विभाजन),ইন্টারফেজ (সেল বিভাগ)
अंतर्वेशन,ইন্টারপোলেশন
अंतर्बंध्य,আন্তঃমুখী
"विवरण, सूची",ইনভেন্টরি
प्रतिलोमीकरण,বিপর্যয়
"चक्र, सहपत्र",জড়িত
आयन,আয়ন
किरणन,ইরেডিয়েশন
सिंचाई,সেচ
समविकल्पी,আইএসও অ্যালিলস
समोत्पाद वक्र,আইএসও পণ্য বক্ররেখা
समदाब रेखा,আইসোবার
समयुग्मन,আইসোগামি
पृथक्करण दूरी,বিচ্ছিন্নতা দূরত্ব
समगुणित,আইসোপ্লয়েড
समोत्पाद,আইসোক্যান্ট
"आइसोटोप, समस्थानिक",আইসোটোপ
भोजपत्र,ভারতীয় বার্চ
कैल,ইন্ডিয়ান ব্লু পাইন
लसौड़ा,ভারতীয় চেরি
धूप,ভারতীয় জুনিপার
बीजासर,ভারতীয় কিনো গাছ
"सुरपान, सुल्तान चंपा",ভারতীয় লরাল ট্রি
साया,ভারতীয় ম্যাডার
मंजीठ,ভারতীয় ম্যাডলার
पापड़ा,ইন্ডিয়ান পোডো ফিলাম
नील,নীল
काकुन,ইতালিয়ান বাজরা
कुर्ची,আইভরি গাছ
कुंदरू,আইভী লাউ/লিটল লাউ
"जैगरी, खंडसारी",গুড়
जैपोनिका धान,জাপোনিকা রাইস
जैसिड,জ্যাসিড
जावाई धान (चावल),জাভানিকা রাইস
जेली बनाना,জেলিং
झूम कृषि,ঝুম চাষ
झंपक जीन,জাম্পিং জিন
अनुपयोगी डीएनए,জাঙ্ক ডিএনএ
वयस्कपूर्व प्रावस्था,কিশোর পর্ব
नीली गुलमोहर,জ্যাকারান্ডা
कटहल,জ্যাকফ্রুট
जामुन,জামুন
"मोतिया, चमेली",জুঁই
जट्टी/खट्टी,জাট্টি খট্টি
रतनजोत,জ্যাটট্রোফা
जूट,পাট
जैसिड़,জ্যাসিডস
केओलिन,কওলিন
"केओलिन मिट्टी, खडिया मिट्टी",কওলিনাইট
"केओलिनाइट, केओलिन मिट्टी, खडिया मिट्टी",কওলিনাইট
केंद्रककाइमा,ক্যারিঞ্চাইমা
केंद्रकबंध,ক্যারিওডেসমা
केंद्रक संलयन,ক্যারিওগামি
गुणसूत्र आरेख,ক্যারিওগ্রাম (আইডিওগ্রাম)
सूत्री विभाजन,ক্যারিওকাইনেসিস
केंद्रक विज्ञान,ক্যারোলজি
केंद्रकलयन,ক্যারিওলাইসিস
केंद्रक,ক্যারিওন
"केंद्रक प्ररूप, गुणसूत्रप्ररूप",ক্যারিওটাইপ
केल्प (शैवाल),কেল্প (শেত্তলা)
केल्विन चक्र,কেলভিন চক্র
किरेटिन,কেরাটিন
"गिरी, दाना",কার্নেল
खैरा रोग,খাইরা রোগ
खरीफ,খরিফ
बकरी का ब्याना,দুষ্টুমি
काइनेटोकोर,কিনেটোচোর
"शाक-वाटिका, गृह वाटिका",বাগানের
क्लाइनफिल्टर संलक्षण,ক্লেইনফিল্টার সিনড্রোম
क्लिनो खंड,ক্লেনো খণ্ড
खांच लगाना,গিঁটিং
कॉच अभिगृहीत,কোচের পোস্টুলেট
कोपन का वर्गीकरण (जलवायु),কোপ্পেনের শ্রেণিবিন্যাস (জলবায়ু)
क्रेब का चक्र,ক্রেবস চক্র
"करटोसिस, ककुदता",কুর্তোসিস
के वी के (कृषि विज्ञान केंद्र),কেভিকে (কৃষ্ণ ভিগায়ান কেন্দ্র)
कदंब,কাদম
केल,কালে
कांस घास,ক্যানস ঘাস
करौंदा,করোন্ডা
राजमा,"কিডনি বিন, রাজমাহ"
कीवी फल,কিউইফ্রিউট
गांठ गोभी,নোল খোল
विलायती इमली,কোডাম্পুলি
कोदो,কোডো মিললেট
कोकम,কোকাম মাখন গাছ (ম্যাঙ্গোস্টিন)
खपरा भृंग,খাপ্রো বিটল
घातक मात्रा 50,এল.ডি .50 (মারাত্মক ডোজ 50)
प्रयोगशाला से खेत तक,অবতরণ করতে ল্যাব
अस्थिर,লেবেল
"श्रम, मजदूर, श्रमिक",শ্রম
लैक प्रचालक प्रतिदर्श,ল্যাক অপেরন মডেল
दुग्ध स्रवण,স্তন্যদান
दुग्धजनक हॉर्मोन (प्रोलैक्टिन),ল্যাকটোজেনিক হরমোন (প্রোল্যাকটিন)
लैक्टोस,ল্যাকটোজ
पश्च रज्जुक,পিছিয়ে থাকা স্ট্র্যান্ড
लैम्डा क्लोनन संवाहक,ল্যাম্বদা ক্লোনিং ভেক্টর
पटलीय वायु प्रवाह,ফলকিত বায়ু প্রবাহ
लैंपब्रश गुणसूत्र,ল্যাম্প ব্রাশ ক্রোমোজোম
"भूमि, जमीन, स्थल, प्रदेश",জমি
भूमि समर्थता वर्गीकरण,ভূমি সক্ষমতা শ্রেণিবিন্যাস
भूमि समर्थता मानचित्र,ভূমি সক্ষমতা মানচিত্র
भूमि निम्नीकरण,ভূমি অবক্ষয়
भूमि तुल्यांक अनुपात,ভূমি সমতুল্য অনুপাত
भूमि समतलीकरण,জমি সমতলকরণ
भूमि सुधार,জমি উদ্ধার
भूदृश्य कला,ল্যান্ডস্কেপিং
भूमि उपयुक्तता,জমির উপযুক্ততা
भूमि उपयोग पद्धति,ভূমি ব্যবহারের প্যাটার্ন
लैंगरहैंस कोशिकाएं,ল্যাঙ্গারহান্স সেল
ह्रास दर,ভ্রষ্টতা হার
"लार्वा, डिंभक",লার্ভা
प्रसुप्तता,বিলম্ব
गुप्त,সুপ্ত
प्रसुप्त संक्रमण,সুপ্ত সংক্রমণ
"पार्श्व, पार्श्विक, पार्श्वीय",পার্শ্বীয়
लैटराइट मृदा,লেটারাইট মাটি
"लेटेक्स, असंस्कृत रबड़",ল্যাটেক্স
"लैथिरस रोग, लैथिरसता",ল্যাথাইরিজম
लातीनी वर्ग अभिकल्पना (एल एस डी),ল্যাটিন স্কয়ার ডিজাইন (এলএসডি)
जालक,জাল
तुलनात्मक लाभ नियम,সমন্বিত সুবিধার আইন
स्थिर प्रतिफल का नियम,ধ্রুবক রিটার্ন আইন
ह्रासमान प्रतिफल का नियम,হ্রাসের আইন
वर्धमान प्रतिफल का नियम,ক্রমবর্ধমান retuns আইন
सीमित कारकों का नियम,সীমাবদ্ধ কারণগুলির আইন
न्यूनता का नियम,সর্বনিম্ন আইন
प्रतिस्थापन का नियम,প্রতিস্থাপন আইন
परिवर्ती अनुपात नियम,পরিবর্তনশীল অনুপাত
"दाब, परत, अंडे देने वाली मुर्गी",স্তর
अभिन्यास,বিন্যাস
निक्षालित तत्व,লিচেট
निक्षालन क्षमता,ফাঁস দক্ষতা
निक्षालन मांग,ফাঁস প্রয়োজনীয়তা
अग्रग रज्जुक,শীর্ষস্থানীয় স্ট্র্যান্ড
पर्ण क्षेत्र अवधि,পাতার ক্ষেত্রের সময়কাল
पर्णक्षेत्र सूचकांक,গাছের পাতা সূচক এলাকা
पर्ण क्षेत्र अनुपात,পাতার অঞ্চল অনুপাত
पर्ण सुरंगक,পাতা খনিজ
पर्ण परीक्षण,পাতা পরীক্ষা
"पर्ण, पत्ती, पत्र, पत्ता",পাতা
समाचारपत्रक,লিফলেট
पट्टा,ইজারা
शिंब फली,শিম
निम्न ऊर्जा लागत संधारणीय कृषि,লিসা - (কম শক্তি ইনপুট টেকসই কৃষি)
वातरंध्र,লেন্টিসেল
लेन्टो केशिका बिंदु,লেন্টো কৈশিক পয়েন্ট
"तनुसूत्र, लेप्टोनीमा",লেপটোনেমা
लेप्टोस्पाइरता,লেপটোস্পিরোসিস
शुष्करोधक आवारिकी,লিরো-মরফিক
विक्षति,ক্ষত
घातक उत्परिवर्तन,মারাত্মক রূপান্তর
अवर्णीलवक,লিউকোপ্লাস্ট
समतल वेदिका,স্তর টেরেস
"करहा, समतलक, पाटा",লেভেলার (লেভেলার)
समतलन (भूमि का),সমতলকরণ (জমির)
"ले कृषि, चरागाह में कृषि",লে ফার্মিং
लीबिग का न्यूनतम नियम,ন্যূনতম লাইবিগের আইন
बंधन,লিগেশন
प्रकाश समायोजन बिंदु,হালকা ক্ষতিপূরণ পয়েন্ট
प्रकाश संतृप्त सघनता,হালকা স্যাচুরেশন তীব্রতা
प्रकाश संचरण अनुपात,হালকা সংক্রমণ অনুপাত
प्रकाश पाश,হালকা ফাঁদ
चूना मिलाना,লিমিং
"सीमा, सीमा बंधन",সীমাবদ্ধতা
सीमाकारी कारक,সীমাবদ্ধ ফ্যাক্টর
लाइमोनाइट,লিমোনাইট
"रेखा, वंशक्रम",লাইন
रैखिक अनुक्रिया,লিনিয়ার প্রতিক্রিয়া
सहलग्नता,লিঙ্কেজ
सहलग्नी समूह,লিঙ্কেজ গ্রুপ
योजक,লিঙ্কার
रूई सूचकांक,লিন্ট সূচক
रोम,লিন্টার
"वसा, लिपिड",লিপিড
वसा-अपघटन,লাইপোলাইসিস
परिसमापन,তরলকরণ
मेंडकारी,লিস্টার
लिस्टर (बक्खर),লিস্টার
मेंड़ बनाना,তালিকা
स्थल मंडल,লিথোস্ফিয়ার
"बिछाली, संशाव",লিটার
सजीव पलवार,লাইভ মালচেস
लिवरवर्ट,লিভারওয়ার্ট
पशुधन,পশুসম্পত্তি
स्थानीय नियंत्रण,স্থানীয় নিয়ন্ত্রণ
"संस्थिति, निधान, विस्थल",লোকস
टिड्डी,পঙ্গপাল
"अवशयन, गिरना (फसल का गिरना)",লজিং (ফসল লজিং)
लॉडिक्यूल,লডিকুল
"लोएस, चिकनी मिट्टी",লোস
लघुगणकीय रूपांतरण,লোগারথিমিক রূপান্তর
दीर्घ प्रदीप्तकाली पादप,দীর্ঘ - দিনের উদ্ভিদ
दीर्घ तरंगीय विकिरण,দীর্ঘ তরঙ্গ বিকিরণ
पाश,লুপ
कर्तन,লোপিং
कटि,কাঠ
"लक्स, लूक्रस",লাক্স
विलासिता उपभोग (पोषक तत्व),বিলাসবহুল খরচ (পুষ্টি)
विलासी जीन,বিলাসবহুল জিন
लाइकोपीन,লাইকোপেন
लसीका,লিম্ফ
लाइसीमीटर लिसजलमापी,লাইসিমিটার
कोशिकालयन,কোষের লিসিস
लयजनन,লাইসোজিনি
"लयनकाय, लाइसोसोम",লাইসোসোম
लाइसोजाइम,লাইসোজাইম
कुसुम,লক্ষ গাছ
लाख,লক্ষ
भिंडी,"লেডির আঙুল, ওকরা"
गोखरू,ল্যান্ড ক্যালট্রপস
लेंटाना,ল্যান্টানা
खेसारी,ল্যাথিরাস
लीक,পেঁয়াজ
नींबू घास,লেবু ঘাস
"लेमन, नींबू",লেবু
मसूर,মসুর ডাল
मुलैठी,লকুরিস
सलाद,লেটুস
"कमलिनी, कुमुदिनी",লিলি
नींबू,চুন
अलसी,তিসি
लीची,লিচি
कुटकी,ছোট বাজরা
ककड़ी,দীর্ঘ তরমুজ
"पीप़र, पिपलामूल",দীর্ঘ মরিচ
लोकाट,লোকাট
कमल,পদ্ম
रिजका,Lurcerne
लाख कीट,লক্ষ পোকামাকড়
सोनपंखी,লেডি বার্ড বিটল
पर्ण सुरंगक,পাতা খনিজ
पत्ती लपेटक,পাতা রোলার
पत्ती जाला कीट,পাতার ওয়েবার
टिड्डी,পঙ্গপাল
गुरु विकास,ম্যাক্রো বিবর্তন
विस्तृतक्षेत्री जलवायु,ম্যাক্রোক্লিমেট
वृहदणु,ম্যাক্রোমোলিকুল
गुरु उत्परिवर्तन,ম্যাক্রোমুটেশন
प्रमुख पोषक-तत्व,ম্যাক্রোনিউট্রিয়েন্ট
दीर्घ छिद्र,ম্যাক্রোপোরস
"मैगट, कृमि",ম্যাগগট
मैग्मा,ম্যাগমা
मैग्नीशिया,ম্যাগনেসিয়া
मैग्नीशियम,ম্যাগনেসিয়াম
चुंबकीय विलोडक,চৌম্বক আন্দোলক
परिमाण,মাত্রা
महुए की खली,মহুয়া কেক
अनुरक्षक पंक्ति,রক্ষণাবেক্ষণ লাইন
"अनुरक्षण, संभाल, देखभाल",রক্ষণাবেক্ষণ
मक्का के दाने निकालने वाली मशीन,ভুট্টা শেলার
नरबंध्य,পুরুষ জীবাণুমুক্ত
"कुरूपता, कुरचना",ত্রুটি
दुर्दमता,ম্যালিগেন্সি
कुपोषण,অপুষ্টি
कुरीति,অসৎ আচরণ
माल्टन,ম্যাল্টিং
नांद,ম্যানেজার
"मैंग्रोव, गरान",ম্যানগ্রোভ
"मैनोमीटर, दाबांतरमापी",ম্যানোমিটার
"मैनोमीटर, दाबांतरमापी",ম্যানোমিটার
अपूर्णांश (लघुगणक का),মন্টিসা (লোগারিদমের)
खाद,সার
"खाद देना, खाद डालना",সার
"सीमांत, उपांत",প্রান্তিক
सीमांत लागत,প্রান্তিক ব্যয়
उपांत भूमि,প্রান্তিক জমি
सीमांत उत्पाद,প্রান্তিক পণ্য
सीमांत आय,প্রান্তিক রিটার্ন
समुद्री,সামুদ্রিক
चिह्नक (आनुवंशिक),চিহ্নিতকারী (জেনেটিক)
"बाजार, मंडी",বাজার
"पण्य, विक्रेय, विपणन योग्य",বিপণনযোগ্য
विपणन-योग्य अधिशेष,বিপণনযোগ্য উদ্বৃত্ত
विपणित अधिशेष,বিপণন উদ্বৃত্ত
विपणन,বিপণন
कच्छ,মার্শ
द्रव्यमान बहाव,ভর প্রবাহ
"महा चयन, व्यापक चयन, समूह चयन",গণ নির্বাচন
द्रव्यमान स्पेक्ट्रोमीटर,ভর স্পেকট্রমিটার
"दंड़, मस्तूल",মাস্ট
मातृक वंशागति,মাতৃ উত্তরাধিকার
"मिलन, संगम",সঙ্গম
मैट्रिक विभव,ম্যাট্রিক সম্ভাবনা
"तैयार होना, परिपक्वन",পরিপক্কতা
परिपक्वता (फसल),পরিপক্কতা (ফসল)
अधिकतम उपलब्ध जल,সর্বাধিক উপলব্ধ জল
अधिकतम सस्यन,সর্বাধিক ফসল
अधिकतम अवशेष सीमा,সর্বাধিক অবশিষ্টাংশ সীমা
अधिकतम संधारणीय उपज,সর্বাধিক টেকসই ফলন
अधिकतम तापमापी,সর্বাধিক থার্মোমিটার
अधिकतम जलधारण क्षमता,সর্বাধিক জল ধারণ ক্ষমতা
शाद्वल बागवानी,Medow orpharding
चूर्णी,Meyly
माध्य विचलन,বিচ্যুতি
माध्य जीवन (नाभिकीय),গড় জীবন (পারমাণবিক)
माध्य समुद्र तल,সমুদ্র স্তর গড়
माध्य वर्ग,বর্গ মানে
"माप, माप करना",পরিমাপ করা
मापन,মাপা
यांत्रिक,যান্ত্রিক
यांत्रिक विश्लेषण (मृदा),যান্ত্রিক বিশ্লেষণ (মাটি)
यांत्रिक प्रतिबाधा,যান্ত্রিক প্রতিবন্ধকতা
यांत्रिक कृषि,যান্ত্রিক কৃষক
"मध्य, मध्यस्थ, मध्यिका",মধ্যমা
औषधीय पादप,Medic ষধি উদ্ভিদ
भूमध्यसागरीय जलवायु,ভূমধ্যসাগরীয় জলবায়ু
गुरुयुग्मकजनन,মেগাগামেটোজেনেসিস
गुरु बीजाणुधानी,মেগাস্পোরঙ্গিয়া
गुरु बीजाणु,মেগস্পোর (ম্যাক্রোস্পোর)
गुरुबीजाणुजनन,মেগাস্পোরোজেনেসিস
"अर्धसूत्रण, अर्धसूत्री विभाजन",মায়োসিস
नरम मृदा,মৃদু মাটি
डीएनए विरज्जुकन,ডিএনএর গলে
झिल्ली निस्यंदक,ঝিল্লি ফিল্টার
मेन्डेलीय वंशागति,মেন্ডেলিয়ান উত্তরাধিকার
मेन्डेलवाद,মেন্ডেলিজম
मेंडेल का वंशागति नियम,মেন্ডেলের উত্তরাধিকার আইন
"पण्यमाल, विक्रेयमाल",পণ্যদ্রব্য
"पारा, पारद",বুধ
विभज्योतक,মেরিস্টেম
मध्य जलवायु,মেসোক্লিমেট
"मध्यचर्म, मध्यजनस्तर",মেসোডার্ম
पर्ण मध्योतक,মেসোফিল
समोद्भिद,মেসোফাইট
मध्य छिद्र,মেসো-ছিদ্র
मध्यमंडल,মেসোস্ফিয়ার
दूत आरएनए (एम-आरएनए),ম্যাসেঞ্জার আরএনএ (এম-আরএনএ)
उपापचय,বিপাক
उपापचयज,বিপাক
धातु बांध,ধাতব বাঁধ
कायांतरित शैल,রূপান্তরিত শিলা
कायांतरण,রূপান্তর
मध्यावस्था,মেটাফেজ
अनुमदकाल,মেটাস্ট্রাস
"परागानुप्रभाव, मेटाजीनिया",মেটাক্সেনিয়া
मौसम विज्ञान,আবহাওয়া
मेटहीमोग्लोबिनीमिया,Methaemoglobineamia
विधि प्रदर्शन,পদ্ধতি প্রদর্শন
अभ्रक,মিকা
लघु द्रोणी,মাইক্রো বেসিন
सूक्ष्म प्राणिजात,মাইক্রো ফাউনা
सूक्ष्मजीव,মাইক্রোব
सूक्ष्मजीवी जैवभार कार्बन,মাইক্রোবিয়াল বায়োমাস কার্বন
सूक्ष्मजीवी निम्नीकरण,মাইক্রোবিয়াল অবক্ষয়
सूक्ष्मजीवी कीटनाशी,মাইক্রোবায়াল কীটনাশক
सूक्ष्मजीव विज्ञान,মাইক্রোবায়োলজি
लघुजीवी,মাইক্রোবায়োটিক
सूक्ष्म जलवायु,মাইক্রোক্লিমেট
सूक्ष्म पर्यावरण,মাইক্রোএনভায়রনমেন্ট
सूक्ष्म वनस्पतिजात,মাইক্রোফ্লোরা
लघुयुग्मकजनन,মাইক্রোগামেটোজেনেসিস
लघु सिंचाई,মাইক্রোইরিগেশন
सूक्ष्म मौसमविज्ञान,মাইক্রোমিটোরোলজি
सूक्ष्म पोषक (तत्व),মাইক্রোনিউট্রিয়েন্ট
लघु क्यारी,মাইক্রোপ্লট
सूक्ष्मरंध्र,মাইক্রোপোর
बीजांड द्वार,মাইক্রোপাইল
सूक्ष्मदर्शिकी,মাইক্রোস্কোপি
सूक्ष्म बीजाणुधानी,মাইক্রোস্পোরাঙ্গিয়াম
सूक्ष्मबीजाणु संवर्धन,মাইক্রোস্পোর সংস্কৃতি
सूक्ष्मबीजाणु मातृ कोशिका,মাইক্রোস্পোর মাদার সেল
"लघुबीजाणु, माइक्रोस्पोर",মাইক্রোস্পোর
"सूक्ष्मकर्तक, माइक्रोटोम",মাইক্রোটোম
सूक्ष्म स्थलाकृति,মাইক্রোটোপোগ্রাফি
मध्य-ऋतु सुधार,মিড-সিজন সংশোধন
"प्रवास, प्रवसन",স্থানান্তর
दाने की दुग्धावस्था,দুধের শস্য মঞ্চ
"मिलीपीड, गोजर",মিলেপেড
"मिलेट (ज्वार, बाजरा, आदि)",মিল্টস
"पेषण प्राप्ति, पेरना प्राप्ति",মিলিং পুনরুদ্ধার
"पेषण, दलना, कूटना, पीसना, पेरना",মিলিং
खनिज पोषण,খনিজ পুষ্টি
खनिज मृदा,খনিজ মাটি
"खनिजीकरण, खनिजीभवन",খনিজকরণ
खनिज,খনিজ
न्यूनतम तापमापी,সর্বনিম্ন থার্মোমিটার
न्यूनतम कर्षण,ন্যূনতম জমায়েত
गौण फसलें,গৌণ ফসল
समसूत्रणी सूचकांक,মিওটিক সূচক
अपार्थक उत्परिवर्तन,মিসেন্স মিউটেশন
कुहासा सिंचाई,কুয়াশা সেচ
कुहासा,কুয়াশা
"माइटोकॉन्ड्रिया, सूत्रकणिका",মাইটোকন্ড্রিয়া
समसूत्रण,মাইটোসিস
मित्शेर्लिक का नियम,মিতসেরলিচের আইন
मिश्रित सस्यन,মিশ্র ফসল
"मिश्रित खेती, मिश्रित कृषि",মিশ্র কৃষিকাজ
मिश्रित उर्वरक,মিশ্র সার
मिश्रित चराई,মিশ্র চারণ
मिश्रित तृणमय भूमि,মিশ্রিত sward
"प्रतिरूप, निदर्श",মডেল
प्रतिरूपण,মডেলিং
संशोधित वातावरणीय पैकेजिंग,পরিবর্তিত বায়ুমণ্ডল প্যাকেজিং
नमी उपलब्धता सूचकांक,আর্দ্রতা উপলভ্যতা সূচক
