Bengali,English
মাটির সমাধান,Soil solution
মাটির গঠন,Soil structure
মাটির গঠন,Soil texture
মাটির ধরন,Soil type
সোলুম,Solum
সর্পশন,Sorption
স্পালস,Spalls
নির্দিষ্ট আয়ন প্রভাব,Specific ion effect
বর্গাকার কোর্সকৃত ধ্বংসস্তূপের গাঁথনি,Squared coursed rubble masonry
বর্গাকার নিয়মিত কোর্সকৃত ধ্বংসস্তুপ গাঁথনি,Squared regular coursed rubble masonry
অটল প্রবাহ,Steady flow
ধাপে ধাপে ঝলকানি,Stepped flashing
আঠালোতা,Stickiness
স্টিকিং পয়েন্ট,Sticking point
পাথর,Stone
স্লপ হাত ছাঁচনির্মাণ,Slop hand moulding
চাবুক কবজা,Strap hinge
খড় বোর্ড,Straw board
প্রবাহ,Stream
মানসিক চাপ,Stress
স্ট্রেচার,Stretcher
স্ট্রেচার বন্ড,Stretcher bond
স্ট্রেচার কোর্স,Stretcher course
স্ট্রিং,String
স্ট্রিং কোর্স,String course
স্ট্রাকচার ফ্যাক্টর,Structure factor
গঠন সূচক,Structure index
স্টুকো,Stucco
স্টুড,Stud
স্টাইলোবেট,Stylobate
সাব মাটি,Sub soil
উপ-কাঠামো,Sub structure
সমষ্টি বক্ররেখা,Summation curve
সূর্য মাইকা,Sun mica
সুপার স্ট্রাকচার,Super structure
সার্ভেয়ার,Surveyor
এস-মান,S-value
চোরাই মাল,Swag
রাজহাঁসের ঘাড়,Swan neck
তাবারন্যাকল,Tabernacle
টেবিল হাত ছাঁচনির্মাণ,Table hand moulding
ট্যাঙ্কিং,Tanking
টেম্পিয়েত্তো,Tempietto
টেম্পারিং,Tempering
টেমপ্লেট,Template
টেমপ্লেট,Template
টেপিডারিয়াম,Tepidarium
পোড়ামাটির,Terracotta
টেরা রোজা,Terra rosa
টেরাজো,Terrazzo
টেট্রা শৈলী,Tetra style
থ্রেশহোল্ড সীমা মান,Threshold limit value
গলা,Throat
পাথরের মাধ্যমে,Through stone
জোয়ার বেসিন,Tidal basin
টাই বার,Tie bar
টাই মরীচি,Tie beam
টাই রড,Tie rod
তিরস,Tirs
সহনশীলতা,Tolerance
দাঁত তোলা,Toothing
উপরের মাটি বা পৃষ্ঠের মাটি,Top soil or surface soil
মোট ছিদ্র,Total porosity
ট্রেসরি,Tracery
ট্রেন প্রতিরোধ,Train resistance
ট্রান্সেপ্ট,Transept
ক্রান্তিকালীন মাটি,Transitional soil
ট্রান্সম,Transom
পরিবহন মাটি,Transport soil
উপনদী,Tributary
ট্রাইফোরিয়াম,Triforium
ট্রাইগ্লিফ,Triglyph
কাটা মাটি,Truncated soil
উত্তাল প্রবাহ,Turbulent flow
বুরুজ,Turret
টাইম্পার সংখ্যা,Tympar num
চূড়ান্ত ভারবহন ক্ষমতা,Ultimate bearing capacity
চূড়ান্ত পিএইচ,Ultimate ph
এলোমেলো ধ্বংসস্তূপের গাঁথনি,Uncoursed random rubble masonry
আনকোর্সড বর্গাকার ধ্বংসস্তূপ রাজমিস্ত্রি,Uncoursed squared rubble masonry
আন্ডারক্রফট,Undercroft
অপূর্ণ ছিদ্র,Unfilled porosity
অভিন্ন প্রবাহ,Uniform flow
ইউনিট ফ্রেম টাইপ ভারা,Unit frame type scaffold
অনুৎপাদনশীল কাজ,Unproductive work
অসম্পৃক্ত মাটি,Unsaturated soil
অস্থির প্রবাহ,Unsteady flow
প্লাস্টিকের উপরের সীমা,Upper plastic limit
উপত্যকা গটার,Valley gutter
ভল্ট,Vault
ভেটেরিয়াম,Vetarium
অবাধে বায়ু - চলাচলের ব্যবস্থা,Ventilation
ভেন্টিলেটর,Ventilator
ভেরামদাহ,Veramdah
ভেস্টিবুল,Vestibule
ভিলা,Villa
