Malayalam,Hindi
അപമാനം,अपहासन
തരംതാഴ്ത്തൽ,निम्नीकरण
ഭാഗം ദിവസം,अंश दिवस
1. അളവ് 2. ഭാഗം,1.मात्रा 2. अंश
അപചയം,स्फुटन
തൊണ്ട നീക്കം,भूसी हटाना
തൊണ്ട നീക്കം,भूसी हटाना
നിർജ്ജലീകരണം,निर्जलीकरण
ജലരഹിതമായ,निर्जलकारित्र
ആവശ്യം,मांग
1. ഡീനാറ്ററേഷൻ 2. ഗുണനം,1. विकृतीकरण 2. गुणनाशन
അപകീർത്തിപ്പെടുത്തൽ,अनाच्छादन
1. നിക്ഷേപം (മണ്ണ്) 2. നിക്ഷേപം (സാമ്പത്തികശാസ്ത്രം),1. निक्षेप (मृदा) 2. जमा (अर्थशास्त्र)
നിക്ഷേപം,निक्षेपण
1. മൂല്യത്തകർച്ച 2. മൂല്യത്തകർച്ച,1. मूल्यहास 2.अवमूल्यन
ഉപ്പുനീക്കം,विलवणीकरण
1. വെള്ളം ഉണക്കൽ 2. നിർജ്ജലീകരണം,1. जल शुष्कन 2. निर्जलीकरण
1. ഡിസൈൻ 2. ഡിസൈൻ,1.अभिकल्पना 2. डिजाइन
വരണ്ട,शुष्कित्र
കേർണൽ നീക്കം,गुठली निकालना
ഡി-ഇന്റർകലേഷൻ,वि-अंतः भूस्तारीकरण
സംയോജനം,वियुग्मन
1. ആൺ മഞ്ജരി വേർതിരിച്ചെടുക്കൽ (ചോളം) 2. ബല്ലാർ വേർതിരിച്ചെടുക്കൽ,1. नर मंजरी निकालना (मक्का) 2. बल्लर निकालना
ബല്ലാർ അല്ലെങ്കിൽ കുന്ദൻ മുറിക്കൽ,बल्लर या कुंदन को काटना
നിർണ്ണയിക്കുന്നയാൾ,निर्धारक
മൂല്യച്യുതി,अवमूल्यन
സസ്യഭക്ഷണം,वनस्पतिरहित करना
വ്യതിയാനം,विचलन
ഇരട്ടി,द्विक
രോഗനിർണയം,निदान
വ്യത്യസ്ത പക്വത,भिन्नकाल पक्वता
വിഭജനം,द्विभाजन
1. ഡൈക്കോട്ടിലിഡൺ 2. ഡൈക്കോട്ടിലിഡൺ (വിത്ത്),1.दविबीजपत्री 2.डाइकोटिलेड़न (बीज)
പുറം രോഗം,पश्चमारी (रोग)
1. ഡിഫ്യൂഷൻ 2. ഡിഫ്യൂഷൻ,1. विसरण 2. विसार
ദഹനക്ഷമത,पाचनीयता
ഡൈഹൈബ്രിഡ്,द्विसंकर
1. ഡാം 2. ഡ്രെയിൻ 3. കുടുംബം,1. बांध 2. नाली 3. परिवाह
തുച്ഛമായ,तनु
1. ഏകഭാര്യ 2. ഏകഭാര്യ,1. एकलिंगाश्रयी 2. पृथक् लिंगी
ഡിപ്ലോയിഡ്,द्विगुणित
1. ഡിപ്ലോയിഡ് 2. ഡിപ്ലോയിഡ്,1. द्विगुणित 2. डिप्लॉइड
ദ്വിധ്രുവം,द्विसूत्र
1. വേർതിരിച്ചെടുക്കൽ 2. ബഡ് നീക്കം,1. निष्कलिकायन 2. कलिका निकालना
1. പ്ലോ പ്ലോവിംഗ് 2. സ്പിന്നിംഗ്,1. तवेदार हल चलाना 2. चक्काकरण
കിഴിവ്,छूट
അണുനശീകരണം,रोगाणुनाशन
1. ഡിസ്പർഷൻ 2. ചിതറിക്കൽ,1. परिक्षेपण 2. प्रकीर्णन
1.ചിതറിക്കൽ 2.വ്യതിയാനം,1.प्रकीर्णन 2.प्रसरण
വൈവിധ്യവൽക്കരണം,विविधीकरण
വൈവിധ്യമാർന്ന കൃഷി,विविधीकृत कृषि
ഡിഎൻഎ ഘട്ടം,डी एन ए सोपान
ഡിഎൻഎ റിസീവർ,डी.एन.ए. ग्राही
ഡോക്ക് വാടകയ്ക്ക്,गोदी-भाड़ा
ഫലപ്രദമായ,प्रभावी
സുഷുപ്തി,प्रसुप्ति
1. അളവ് 2. അളവ് 3. അളവ്,1. मात्रा 2. खुराक 3. डोज
ഇരട്ട സിഗ്മോയിഡ് കർവ്,दोहरा सिग्माभ वक्र
1. കാറ്റ് 2. നീട്ടുക,1. झोंका 2. खिंचाव
1. എക്‌സ്‌ഹോസ്റ്റ് ഡ്രെയിൻ 2. മലിനജലം,1. निकास नाली 2. अपवाहिका
ഡ്രെയിനേജ്,जलनिकास
ട്രാക്ഷൻ,कर्षण
1. മരുന്ന് കൊടുക്കുക 2. നനയ്ക്കുക,1.दवा पिलाना 2. दवाई से तर करना
സൗന്ദര്യവർദ്ധക വസ്തുക്കൾ (വിത്തുകൾ),प्रसाधन (बीज)
1. ആഗർ 2. ആഴം കുറഞ്ഞ തകരാർ 3. ഡ്രിൽ 4. ആഗർ,1.बरमा 2. उथली भूल 3. ड्रिल 4. वपित्र
1. ദ്വാരം 2. ഡ്രിൽ 3. ഡ്രിൽ,1.सूराख करना 2. बेधन 3. बरमाना
1. ഡ്രില്ലിംഗ് 2. ഡ്രിൽ ഉപയോഗിച്ച് വിതയ്ക്കൽ 3. ഡ്രിൽ ഉപയോഗിച്ച് ഒഴിക്കുക,1.वेधना 2. ड्रिल से बोना 3. ड्रिल से डालना
ഡ്രിപ്പ് ഇറിഗേഷൻ,बूंद-बूंद सिंचाई
ഉണങ്ങിയ കൃഷി,शुष्क खेती
1.പൊടി 2.ബുക്നെ,1.धूल 2. बुकनी
1. ഡസ്റ്റർ 2. സ്കാറ്ററർ,1.धूलित्र 2. प्रकीर्णक
തളിക്കാൻ,बुरकना
1. വാമനൻ 2. വാമനൻ,1. बौना 2. वामन
വാമന പിരമിഡ്,वामन पिरामिड
വാമിനി ഭവൻ,वामिनीभवन
പരിസ്ഥിതി ശാസ്ത്രം,पारिस्थितिकी
ഇക്കണോമെട്രിക്സ്,अर्थमिति
സാമ്പത്തിക കാര്യക്ഷമത,आर्थिक दक्षता
സാഹചര്യ തരം,परिस्थितिक प्ररूप
അധിക-സ്ട്രാറ്റിഫൈഡ്,बहिःस्तरपोषित
മൃദുവായ,मृदीय
മണ്ണ് ശാസ്ത്രം,मृदा विज्ञान
1. ബ്രിഡ്ജിംഗ് 2. എഡ്ജിംഗ് 3. സ്ട്രാൻഡ് ക്ലോഷർ,1. मेड़बंदी 2. किनारा बनाना 3. किनारा बंदी
ഭക്ഷണ ഭാഗം,खाद्य अंश
ഡിമാൻഡിന്റെ ഇലാസ്തികത,मांग की लोच
ഉത്പാദന ഇലാസ്തികത,उत्पादन लोच
വൈദ്യുതവിശ്ലേഷണം,विद्युत्-अपघटन
ഇലക്ട്രോഫോറെസിസ്,वैद्युतकण-संचलन
ആവിയായി,अवक्षालन
1. ശിരഛേദം 2. വന്ധ്യംകരണം 3. ശിരഛേദം 4. വന്ധ്യംകരണം,1.विपुंसीकारित्र 2. बंधकारित्र 3.विपुंसीकार 4. बंध्यकार
1. വീർ ബാൻഡി 2. സ്ട്രോബണ്ടി,1.मेड़ बंदी 2. डौलबंदी
ഭ്രൂണം,भ्रूण
1. ഭ്രൂണശാസ്ത്രം 2. ഭൗതികശാസ്ത്രം,1. भ्रूणविज्ञान 2. भौणिकी
1. പുറത്തുകടക്കുക 2. പുറത്തുകടക്കുക,1. निकलना 2. निर्गमन
എമൽസിഫയർ,पायसीकारक
അന്തർജനകമായ,अंतर्जात
ഇൻട്രാ പോയിന്റ് ഡിവിഷൻ,अंतः सूत्री विभाजन
ഇൻട്രാ-പാരാസിറ്റിക്,अंतः परजीवी
എൻഡോസ്പേം,भ्रूणपोष
എന്റർപ്രൈസ്,उद्यम
കീടശാസ്ത്രം,कीटविज्ञान
പരിസ്ഥിതി,पर्यावरण
1. എൻസൈം 2. എൻസൈം,1. प्रकिण्व 2. एन्जाइम
ക്ലസ്റ്റർ ഗ്രാഫ്റ്റിംഗ്,दलपुंज कलमबंदी
1. എപ്പിഫൈറ്റ് 2. എപ്പിഫൈറ്റ്,1. अधिपादप 2. एपिफाइट
ഇക്വിറ്റി,समानधारिता
ഉന്മൂലനം,उन्मूलन
അവശ്യ പോഷകങ്ങൾ,आवश्यक पोषक तत्व
1. അളവ് 2. ജമ്പ് 3. വിലയിരുത്തൽ,1. परिमापन 2. कूतना 3. आकलन
സൂക്ഷ്മത,पांडुरता
സുജനിക്,सुजननिक
മൂല്യനിർണ്ണയം,मूल्यांकन
സ്റ്റീം ഗേജ്,वाष्पनमापी
ബാഷ്പീകരണ പ്രചോദനം,वाष्पन-वाष्पोत्सर्जन
ശാശ്വത വിപ്ലവം,सदाहरित क्रांति
1. നിത്യഹരിതം 2. നിത്യഹരിതം,1. सदाहरित 2. सदापर्णी
വികസനം,विकास
വിച്ഛേദിക്കുക,उच्छेद करना
പരീക്ഷയ് (ഫെർട്ടിലിറ്റി),परिक्षय (उर्वरता)
ചൂഷണം,शोषण
1. പര്യവേക്ഷണം 2. പര്യവേക്ഷണം,1. खोज 2. अन्वेषण
1. എക്സ്ട്രൂഷൻ 2. എമിഷൻ,1. बहिर्वेधन 2. उत्सारण
കണ്ണ്,आंख
1. ഘടകം 2. ഘടകം 3. ഘടകം 4. റിസോഴ്സ്,1. कारक 2. घटक 3. उपादान 4. साधन
ഘടകം ഉത്പാദനക്ഷമത,कारक उत्पादकता
വ്യാപാരിയുടെ കിഴിവ്,आढ़तिये का बट्टा
ഫാക്‌ടോറിയൽ ബ്ലോക്ക് ഡിസൈൻ,क्रमगुणित ब्लॉक डिजाइन
ബദൽ,विकल्पी
1. പട്ടി 2. പലിഹാർ,1. पड़ती 2. पलिहर
മൊത്തത്തിലുള്ള,कुल
ഫീൽഡ് മൂല്യനിർണ്ണയം,प्रक्षेत्र मूल्यांकन
കാർഷിക ബജറ്റിംഗ്,प्रक्षेत्र का बजट बनाना
കാർഷിക ബിസിനസ്സ്,कृषि व्यवसाय
ഫീൽഡ് ആസൂത്രണം,प्रक्षेत्र नियोजन
1. കർഷകൻ 2. കർഷകൻ,1. किसान 2. कृषक
1. കൃഷി 2. കൃഷി,1. कृषि 2. खेती
കൂട്ടിയിടി,संघट्टन
ഒന്നിലധികം പ്രജനനം,बहुप्रजनन
അഴുകൽ,किण्वन
ഫെർട്ടിലിറ്റി,उर्वरता
വളം,उर्वरक
വളം ഉപയോഗം കാര്യക്ഷമത,उर्वरक उपयोग दक्षता
നാരുകളുള്ള,रेशेदार
1. ഫാം 2. ഏരിയ 3. സ്ഥലം,1. खेत 2. क्षेत्र 3. स्थान
മണ്ണ് വെള്ളം പിടിക്കൽ,मृदा जलधारिता
ഫീൽഡ് പ്രദർശനം,प्रक्षेत्र प्रदर्शन
1. ഇമ്മൊബിലൈസേഷൻ 2. ഫിക്സേഷൻ 3. ഫിക്സേഷൻ,1. स्थिरीकरण 2. यौगिकीकरण 3. निर्धारण
1. വെള്ളപ്പൊക്കം 2. ഇംപ്രെഗ്നേഷൻ,1. आप्लावन 2. अधिसिंचन
ഒഴുക്ക് ഡയഗ്രം,प्रवाह आरेख
ഭക്ഷണ മൂല്യം,खाद्य मान
കാലിത്തീറ്റ,चारा
പ്രവചനം,पूर्वानुमान
വനം,वन
വനവൽക്കരണം,वनरोपण
1. ടാഡ്പാർൺ 2. ഫോം,1. ताड़पर्ण 2. प्रपर्ण
മഞ്ഞ് പ്രതിരോധം,तुषार रोधी
1. പാലാ 2. ബ്ലൈറ്റ്,1.पाला 2. तुषार
1. മരവിച്ച 2. മരവിച്ച,1. हिमशीतित 2. हिमीकृत
പ്രവർത്തനം,फलन
1. ഫ്രൂട്ട് ഫാൾ 2. ഫ്രൂട്ട് ഫാൾ,1. फल पातन 2. फल का झड़ना
ഫലമായിത്തീരുന്നു,फल बनना
1. ഫ്യൂമിഗേഷൻ 2. ഫ്യൂമിഗേഷൻ,1. धूमन 2. धूम देना
കുമിൾനാശിനി,कवकनाशी
ആന്റിഫംഗൽ,कवकरोधी
കുമിൾ,कवक
1. ഖുദ് 2. സീത,1. खूड़ 2. सीता
1. ഫ്യൂഷൻ 2. ഫ്യൂഷൻ,1. संलयन 2. संगलन
പഞ്ഞി,रूआं
രോമമുള്ള,रोएंदार
1. ട്രീ അൾസർ 2. പിടിക,1. वृक्ष व्रण 2. पिटिका
1. ഗേമറ്റുകൾ 2. ഗെയിമറ്റുകൾ,1. युग्मक 2. गैमीट
1. പൂന്തോട്ടം 2. പൂന്തോട്ടം,1. उद्यान 2. बाग
1. പൻസാൽ 2. ഹൈഡ്രോമീറ്റർ,1. पनसाल 2. जलमापी
ജീൻ ശേഖരണം,जीन संग्रह
ജീൻ ടാഗൺ,जीन टैगन
വംശാവലി,वंशावली विज्ञान
ജീൻ മാപ്പ്,जीन मानचित्र
ജനിതകശാസ്ത്രം,आनुवंशिकी
1. ജീനോം 2. സംഗീൻ,1. जीनोम 2. संजीन
സഞ്ജിനി ശേഖരം,संजीनी संग्रह
ജനിതകശാസ്ത്രം,जीनोमिक्स
ജനിതകരൂപം,जीनप्ररूपी
1. ജീൻ ഘടന 2. ജീൻ തരം,1. जीनी संरचना 2. जीन प्ररूप
വംശാവലി,वंश
1. ജനുസ്സ് 2. വംശം,1. जीनस 2. वंश
1. ബീജം 2. ബീജം,1. रोगाणु 2. जर्म
അണുനാശിനി,रोगाणुनाशी
മുളപ്പിക്കൽ,अंकुरण
1. ജെർംപ്ലാസ്ം 2. ജെർംപ്ലാസം,1. जननद्रव्य 2. जर्मप्लाज्म
ഗിബ്ബെറലിക് ആസിഡ്,जिबरेलिक अम्ल
പെറുക്കുക,ओटना
തുഷ്,तुष
1. ഗ്ലൂറ്റൻ 2. ഗ്ലൂട്ടണി,1. लसदार 2. ग्लूटिनी
ഗ്ലൈക്കോളിസിസ്,ग्लाइकोलिसिस
കൊള്ളാം,नाइस
സുവർണ്ണ വിപ്ലവം,स्वर्णिम क्रांति
1. വർഗ്ഗീകരണം 2. വർഗ്ഗീകരണം 3. വർഗ്ഗീകരണം,1. श्रेणीकरण 2. वर्गीकरण 3. स्तरीकरण
1. ഒട്ടിച്ച ചെടി 2. പെൻബ്രൽ ചെടി,1. कलमबंद पादप 2. कलमी पौधा
പേന പൊരുത്തമില്ലാത്ത,कलम असंगत
ഗ്രാന,ग्रैना
ഗ്രാനുലേഷൻ,कणिकायन
പച്ചിലവളം,हरी खाद
ഹരിത വിപ്ലവം,हरित क्रांति
വളർച്ചയും വികസനവും,वृद्धि और परिवर्धन
1. മോണരോഗം,1. गोंद रोग 2. गोंदार्ति
ഭിന്നലിംഗക്കാരൻ,भिन्नस्थ - उभयस्त्रीलिंगी
1. പ്രകൃതി 2. പ്രകൃതി 3. രൂപഗുണ 4. ഭാവം,1. प्रकृति 2. स्वभाव 3. रूपगुण 4. स्वरूप
1. ഓല 2. കർക്കപ്പട്ട് 3. കർക്ക,1. ओला 2. करकापात 3. करका
റോമിൽ വാച്ച്,रोमिलवैच
സലൈൻ സിസ്റ്റ്,लवणमृदोद्भिद्
ഹാരോ,हैरो
1. വിളവെടുപ്പ് സൂചിക 2. വിളവെടുപ്പ് സൂചിക,1. तुड़ाई सूचकांक 2. कटाई सूचकांक
1. വിളവെടുപ്പ് 2. വിളവെടുത്ത വിള 3. പൂർത്തിയായ വിള 4. വിളവ്,1.कटाई 2. कटी फसल 3. तैयार फसल 4. उपज
1. പറിക്കൽ 2. വിളവെടുപ്പ് 3. പറിക്കൽ,1. तोड़ना 2. कटाई 3. तुड़ाई
1. മുട്ടയിടൽ 2. മുട്ട ശക്തി,1. अंडे से निकलना 2. अंडा सेना
ഉണങ്ങിയ പുല്ല്,सूखी घास
ഉണങ്ങിയ തീറ്റ,सूखा चारा
ഗഞ്ചി,गंजी
മൂടൽമഞ്ഞ്,धुंध
മൂടൽമഞ്ഞ്,धुंधता
1. ബാലി 2. സിത്ത 3. മുണ്ടക് 4. ടോപ്പ് 5. തല 6. സിറ,1. बाली 2. सिट्टा 3.मुंडक 4. शीर्ष 5. सिर 6. सिरा
തോടിന്റെ അവസാനം,सिरा (नाली का)
മുകളിൽ അരിവാൾകൊണ്ടു,शीर्ष छंटाई
വേലി,बाड़
കസ്റ്റഡി,अधिरक्षण
കുണ്ഡലിനി,कुंडलिनी
ഹെമറ്റൈറ്റ്,हेमैटाइट
1. സസ്യം 2. സസ്യം,1. शाक 2. बूटी
1.ബൊട്ടാണിക്കൽ ശേഖരം 2.ബൊട്ടാണിക്കൽ മ്യൂസിയം,1.वनस्पति संग्रह 2. वनस्पति संग्रहालय
കളനാശിനി,शाकनाशी
പാരമ്പര്യം,आनुवंशिकता
പാരമ്പര്യം,वंशागतित्व
ബൈസെക്ഷ്വൽ,उभयलिंगी
ഹെറ്ററോക്രോമാറ്റിക്,विषमवर्णी
heterofertilization,विषम-निषेचन
1. ഹൈബ്രിഡോസ് 2. ഹെറ്ററോസിസ്,1. संकरओज 2. हेटेरोसिस
സെക്സ്ക്രോമസോമുകൾ,लिंगक्रोमोसोम
വളർത്തി,परपोषित
ഹെക്സാഡെസിമൽ,षड्गुणित
തണുത്ത സുഷുപ്തി,शीत निष्क्रियता
ഉയർന്ന സാന്ദ്രത നടീൽ,उच्च सघनता रोपण
1. പിൻഡ്ലക്ക് 2. കുന്ന് (നെല്ല്),1. पिंडलक 2. हिल (धान)
ഹിസ്റ്റോഗ്രാം,आयतचित्र
ഹൈടെക് ഹോർട്ടികൾച്ചർ,उच्च तकनीकी औद्यानिकी
1.തൈര് 2. കൂട്,1.करंड 2. छत्ता
1. കളനിയന്ത്രണം 2. കളനിയന്ത്രണം,1.गुड़ाई 2. गोड़ना
പിടിക്കുന്നു,जोत
സ്വകാര്യ ഫാം,निजी फार्म
ഹോമിയോസ്റ്റാസിസ്,समस्थिति
മാതൃഭൂമി,वासभूमि
ഏകതാനത,समांगता
1. ഏകതാനമായ 2. ഏകതാനമായ,1.सजातीय 2. समांगी
സഹതാപം,समधर्मी
ഹോമോസൈഗസ്,समयुग्मज
1. ഖുറിക്ക 2. ഭക്ഷണ പാത്രം 3. ഹാപ്പർ,1.खुरलिका 2. खाद्यधानी 3. हापर
1. പാളി 2. ചക്രവാളം,1.संस्तर 2. क्षितिज
ഹോർട്ടികൾച്ചറൽ വിളകൾ,औद्यानिक फसलें
1. ഹോർട്ടികൾച്ചർ 2. ഹോർട്ടികൾച്ചർ 3. ഹോർട്ടികൾച്ചർ 4. ഹോർട്ടികൾച്ചർ,1. उद्यान विज्ञान 2. बागवानी 3. उद्यान कृषि 4.औदयानिकी
