English,Gujarati
Circular scannning,વર્તુળ સ્કેનિંગ
Circular velocity,પરિપત્ર વેગ
Circularly polarized,વર્તુળ ધ્રુવીકરણ
Circulating current,ફરતો પ્રવાહ
Circulating electon,ફરતા ઇલેક્ટ્રોન
Circulating fuel reactor,ફરતા બળતણ રિએક્ટર
Circulating gas,ફરતો ગેસ
Circulating load,ફરતો ભાર
Circulating memory,ફરતી મેમરી
Circulating movement,પરિભ્રમણ ગતિ
Circulating pump,ફરતા પંપ
Circulating register,પરિભ્રમણ રજીસ્ટર
Circulation,"પરિભ્રમણ, પરિભ્રમણ"
Circulator,પરિભ્રમણકર્તા
Circumferential direction,પરિઘ દિશા
Circumlunar rocket,પરિચન્દ્ર રોકેટ
Circumnuclear electron,પરમાણુ ઇલેક્ટ્રોન
Circumterrestrial satellites,પરિભુ ઉપગ્રહ
Cislunar,ચંદ્ર મૈત્રીપૂર્ણ
Cisplanetry space,આંતરગ્રહીય આકાશ
Citizen's band,નાગરિક આવર્તન બેન્ડ
Cladding,કપડાનું ઓવરલે
Cladsteel,"કોટેડ સ્ટીલ, કોટેડ સ્ટીલ"
Clamp on,રોકી રાખવું
Clamp support,ક્લેમ્બ સપોર્ટ
Clamping,બોન્ડ
Clamping circuit,બંધન સર્કિટ
Clamping screw,બંધનકર્તા સ્ક્રૂ
Clamping time,"ક્લેમ્પિંગ સમયગાળો, સંગ્રહ સમયગાળો"
Clap-board (=clapper),તાળી પાડનાર
Clapeyron equation,ક્લેપીરોન સમીકરણ
Clapp oscillator,ક્લૅપ ઓસિલેટર
Clapper,તાળી પાડનાર
Clarinet,ક્લેરનેટ
Class A operation,વર્ગ A કામગીરી
Class A plate detector,ચોરસ એનોડ ડિટેક્ટર
Class A push pull sound track,ચોરસ થ્રોટલ સાઉન્ડ પાથ
Class B push pull sound tract,B ચોરસ ટ્રેક્શન સાઉન્ડપાથ
Class B system,બી વર્ગ સિસ્ટમ
Class C tuned amplilfier,સી વર્ગ ટ્યુન એમ્પ્લીફાયર
Classical,"ક્લાસિક, ક્લાસિક"
Classical celestial mechanics,શાસ્ત્રીય ખગોળશાસ્ત્ર
Classical dynamics,ક્લાસિક ગતિશીલતા
Classical electro-dynamics,ક્લાસિકલ ઇલેક્ટ્રોડાયનેમિક્સ
Classical electron,ક્લાસિકલ ઇલેક્ટ્રોન
Classical energy,શાસ્ત્રીય ઊર્જા
Classical experiments,શાસ્ત્રીય પ્રયોગ
Classical frequency,શાસ્ત્રીય સિદ્ધાંત આવર્તન
Classical h ydrodynamics,ક્લાસિક હાઇડ્રોલિક્સ
Classical magnetic dipole,શાસ્ત્રીય ચુંબકીય દ્વિધ્રુવ
Classical orbit,શાસ્ત્રીય સિદ્ધાંત વર્ગ
Classical particles,આઇકોનિક કણ
Classical physics,શાસ્ત્રીય ભૌતિકશાસ્ત્ર
Classical picture,ક્લાસિક સિદ્ધાંત
Classical recombination,શાશ્વત પુનઃમૂલ્યાંકન
Classical stability,વિશિષ્ટ ટકાઉપણું
Classical statistical mechanics,શાસ્ત્રીય આંકડાકીય મિકેનિક્સ
Classical statistics,ક્લાસિક આંકડા
Classical theory,ક્લાસિક સિદ્ધાંત
Classical thermo-dynamics,ક્લાસિકલ થર્મોડાયનેમિક્સ
Classical value,લાંબા સમયથી મૂલ્ય
Clattering,પટપટ
Claw mechanism,આદમખોર
Claw movement,ઉપદ્રવ ગતિ
Claw slipping,લપસણો ક્રોધાવેશ
Claw supply,સાવચેતીભર્યું ફીડ
Clean bomb,"અત્યાધુનિક બોમ્બ, ક્લીન બોમ્બ"
Clean bubble chamber,સ્વચ્છ બબલ સેલ
Clean reactor,નિર્મલ રિએક્ટર
Clean up,ઋણમુક્તિ
Clear (=reset),પુનઃસંગ્રહ
Clear air turbulance (cat),શાંત હવામાં ખલેલ (CAT)
Clear channel,અવિરત ચેનલ
Clear room,સ્વચ્છ ઓરડી
Clearance,"અંતરાલ, દૂર કરવું (ના, )"
Clearance loss,ઇન્ટર્સ્ટિશલ નુકશાન
Clearance rate,દૂર કરવાની દર
Clearance ratio,એસિમ્પટમેટિક રેશિયો
Clearance space,અસ્પૃશ્ય અંતરાલ
Clearance volume,અમૂર્ત વોલ્યુમ
Clearing field,"ક્લિયરન્સ વિસ્તાર, સફાઈ વિસ્તાર"
Clearing key,"વાઇપ કી, ઇરેઝર કી"
Cleavage,વિભાજન
Cleavage angle,ક્લીવેજ કોણ
Cleavage cavity,ક્લીવેજ પોલાણ
Cleavage centre,ક્લીવેજ કેન્દ્ર
Cleavage dislocation,ફિશર ફ્રેક્ચર
Cleavage face,"ક્લીવેજ ફેસ, ક્લીવેજ બાજુ"
Cleavage plane,ક્લીવેજ ફ્લોર
Clilmatic effect,"આબોહવાની અસરો, આબોહવાની અસરો"
Climb motion,માઉન્ટ ઝડપ
Clinical thermometer,"પિરોમીટર, તબીબી થર્મોમીટર"
Clinographic curve,ઢાળ વળાંક
Clinometer,"ક્રોનોમીટર, ક્લિનોમીટર, સ્લોપ ગેજ"
Clinometer compass,ગ્રેડિયોમીટર હોકાયંત્ર
Clinopinacoid,પ્રોન-એક્સિસ પિનાસાઇડ
Clipped pulse,સ્પિન પલ્સ
Clipper tube (=threshold tube),"incisor tube, sill tube"
Clipping,ઉતારવું
Clipping time,કાપવાનો સમય
Clock,સૂચના ઘડિયાળ
Clock frequency,ઘડિયાળની આવર્તન
Clock pulses,ઘડિયાળની પલ્સ
Clock voltage,ઘડિયાળ વોલ્ટેજ
Clock work,ઘાટી યંત્ર
Clock work mechanism,ઘડિયાળની પદ્ધતિ
Clocked flip-flop,સમયસર ફ્લિપ-ફ્લોપ
Clockwise,ઘડિયાળની દિશામાં
Close control bombing,બંધ નિયંત્રણ બોમ્બ ધડાકા
Close control radar,બંધ નિયંત્રણ રડાર
Close coupling,કેન્દ્રિત જોડાણ
Close end (of pipe),બંધ મોં
Close medium shot (=knee shor),નજીકનો સરેરાશ શોટ
Close packed,"ચુસ્તપણે ભરેલું, ચુસ્તપણે ભરેલું"
Close packed structure,સારી રીતે પેકેજ્ડ માળખું
Close quarter situation (=nearest approach),નજીકનો અભિગમ
Close scanning (=fine scanning),માઇક્રોસ્કોપિક સ્કેનિંગ
Close spaced triode,ટૂંકા અંતરાલ ટ્રાયોડ
Close-pair annihilation,બંધ દંપતી લુપ્ત
Close-talking microphone,સ્પીચ માઇક્રોફોનની નજીક
Close-up (=close-up viwe),નજીકનું દૃશ્ય
Closed -circuit television (=piped television),બંધ સર્કિટ ટેલિવિઝન
Closed circuit,બંધ સર્કિટ
Closed core transformer,કોર ટ્રાન્સફોર્મર બંધ કોર ટ્રાન્સફોર્મર
Closed electromagnetic system,બંધ ઇલેક્ટ્રોમેગ્નેટિક સિસ્ટમ
Closed elliptical orbit,બંધ લંબગોળ ભ્રમણકક્ષા
Closed loop,બંધ લૂપ
Closed loop system,બંધ લૂપ સિસ્ટમ
Closed orbit,બંધ વર્ગ
Closed pass,"બંધ પાસ, બંધ પાસ"
Closed shell,બંધ કોષ
Closed shop,પ્રતિબંધિત ઓરડો
Closed spaced antenna array,શોર્ટ-રેન્જ એન્ટેના એરે
Closed stub (=shorting stub),શંટ બ્લોક
Closed subroutine,બંધ સબરૂટિન
Closed tube manometer,ટ્યુબ-મેનોમીટર
Closed universe,બંધ વિશ્વ
Closed waveguide,બંધ વેવફોર્મ
Closeness of tuning,ટ્યુનિંગની નિકટતા
Closest approach,નજીકનો અભિગમ
Closest packed,નવીનતમ પેક્ડ
Cloud,"વાદળો, વાદળો, અભ્રક, ફોલ્લીઓ"
Cloud and collision warning,વાદળ અને અથડામણ ચેતવણી
Cloud chamber,ક્લાઉડ ચેમ્બર
Cloud physics,વાદળ ભૌતિકશાસ્ત્ર
Cloud-height detector (=ceilometer),"પેનિટ્રન્ટ ગેજ, સેલોમીટર"
Cloudy crystal ball model,પ્રતિબિંબિત ગ્લાસ ગુલિકા મોડલ
Clover leaf antenna,ચતુષ્કોણ ક્લોવર એન્ટેના
Clusius column,ક્લુસિયસ પિલર
Cluster,ટોળું
Cluster function,ક્લસ્ટર કાર્ય
Clutch magnet,ક્લચ મેગ્નેટ
Clutter = hast,કોલાહલ
Cmmon channel interference,સમાન ચેનલ અવરોધ
Cmoplex modecule,જટિલ પરમાણુઓ
Coahran process (Brewster's process),કોહરનની પ્રક્રિયા (બ્રુસ્ટરની પ્રક્રિયા)
Coarse,"બરછટ, બરછટ, સબસ્ટાન્ડર્ડ, ક્રૂડ, કાચું"
Coarse adjustment,"પ્રારંભિક ગોઠવણ, મેક્રો ગોઠવણ"
Coarse chorminance primary,કુલ મૂળભૂત રંગભેદ
Coarse control member,મેક્રો નિયંત્રણ તત્વ
Coarse grain,"બરછટ અનાજ, બરછટ અનાજ"
Coarse particle,જથ્થાબંધ કણો
Coarse radiolocation,મેક્રો રેડિયો પોઝિશનિંગ
Coarse scanning,મેક્રો સ્કેનિંગ
Coarsely crystalline,મેક્રો સ્ફટિકીય
Coast,"કોસ્ટ, ટાર્ગેટ હાઉસ (રડાર)"
Coast defence radar,દરિયાકાંઠાની સુરક્ષા રડાર
Coastal refraction,તટવર્તી રીફ્રેક્શન
Coasting flight,શક્તિહીન ઉડ્ડયન
Coat,"આવરણ, કોટ, કોટ, કોટિંગ"
Coated lens,કોટેડ લેન્સ
Coated optics,કોટેડ ઓપ્ટિક્સ
Coating,"કોટિંગ, કોટિંગ, કોટિંગ, કોટિંગ"
Coating counductivity,દ્રાવક વાહકતા
Coating head,આવરી ટોચ
Coaxal pencils,કોક્સિયલ કેબિનેટ્સ
Coaxal planes,કોક્સિયલ પ્લેન
Coaxial arial (=coaxial antenna),કોક્સિયલ એન્ટેના
Coaxial baffle collimator,કોક્સિયલ રેઝિસ્ટર સમાંતરગ્રામ
Coaxial cable,કો - એક્ષેલ કેબલ
Coaxial cylinder,કોક્સિયલ સિલિન્ડર
Coaxial line attenuator,કોક્સિયલ લાઇન એટેન્યુએટર
Coaxial line oscillator,કોક્સિયલ લાઇન ઓસિલેટર
Coaxial relay,કોક્સિયલ રિલે
Coaxial transistor,કોક્સિયલ ટ્રાન્ઝિસ્ટર
Coaxial transmission line,કોક્સિયલ ટ્રાન્સમિશન લાઇન
Cobs,cobs
Cochannel interference,સેમચેનલ અવરોધ
Codagraph,કોડગ્રાફ
Codan (carrier operated device antinoises),"કોડીન, વાહક સંચાલિત અવાજ અવરોધકો"
Codarac,કોડોરેક
Code,"કોડ, સાઇન, કોડ, કોડ, કોડ"
Code beacon,કોડ બીકન
Code checking time,કોડ ચેક સમય
Code number,"કોડ નંબર, કોડ નંબર"
Code sign,કોડ માર્ક
Coded interrogator,"કોડેડ ક્વિઝ, કોડેડ પ્રશ્ન"
Coded message,કોડેડ સંદેશ
Coded programme,કોડેડ પ્રોગ્રામ
Coded pulse,કોડેડ પલ્સ
Coded scores,સાંકેતિક માહિતી
Coded stereo,કોડેડ સ્ટીરિયો સાધન
Coding delay,"એન્કોડિંગ વિલંબ, કોડિંગ વિલંબ"
Coding pulse,કોડિંગ પલ્સ
Coefficient,ગુણાંક
Coefficient of aberration,પગલું પરિબળ
Coefficient of absorption,શોષણ ગુણાંક
Coefficient of association,સહયોગી ગુણાંક
Coefficient of attenuation,એટેન્યુએશન ગુણાંક
Coefficient of compression,કમ્પ્રેશન ગુણાંક
Coefficient of concentration,એકાગ્રતા ગુણાંક
Coefficient of concordance,સુસંગતતા ગુણાંક
Coefficient of condensation,પ્રવાહી ગુણાંક
Coefficient of continuous absorption,સતત શોષણ ગુણાંક
Coefficient of contraction,સંકોચન ગુણાંક
Coefficient of correlation,સહસંબંધ ગુણાંક
Coefficient of coupling,જોડાણ ગુણાંક
Coefficient of cubical expansion,વોલ્યુમ વિસ્તરણનો ગુણાંક
Coefficient of detection,શોધ ગુણાંક
Coefficient of diffuse reflection,વિવર્તન પ્રતિબિંબ ગુણાંક
Coefficient of disarray,ક્રમચય ગુણાંક
Coefficient of discharge,નિમજ્જન ગુણાંક
Coefficient of displacement,વિસ્થાપન ગુણાંક
Coefficient of divergence,વિચલનનો ગુણાંક
Coefficient of drag,ટ્રેક્શન ગુણાંક
Coefficient of dynamical friction,ગતિશીલ ઘર્ષણ ગુણાંક
Coefficient of efficiency,કાર્યક્ષમતા ગુણાંક
Coefficient of elasticity,સ્થિતિસ્થાપકતા ગુણાંક
Coefficient of emission,ઉત્સર્જન ગુણાંક
Coefficient of evaporation,બાષ્પીભવન ગુણાંક
Coefficient of expansion,પ્રસરણ ગુણાંક
Coefficient of extinction,લુપ્તતા ગુણાંક
Coefficient of force,બળ ગુણાંક
Coefficient of friction,ઘર્ષણ ગુણાંક
Coefficient of heat conductivity,ગરમી વાહકતા ગુણાંક
Coefficient of heat transfer,હીટ ટ્રાન્સફર ગુણાંક
Coefficient of hydrostatic compression,હાઇડ્રોસ્ટેટિક કમ્પ્રેશન ગુણાંક
Coefficient of hystresis,વંધ્યત્વ ગુણાંક
Coefficient of individualilty,વ્યક્તિત્વ ગુણાંક
Coefficient of kinetic viscosity,નેટ ડાયનેમિક વિસ્કોસિટી ગુણાંક
Coefficient of leakage,ધોવાણ ગુણાંક
Coefficient of linear expansion,રેખાંશ વિસ્તરણનો ગુણાંક
Coefficient of mass transfer,સમૂહ ટ્રાન્સફર ગુણાંક
Coefficient of mutual induction,મ્યુચ્યુઅલ ઇન્ડક્શન ગુણાંક
Coefficient of potential,સંભવિત ગુણાંક
Coefficient of recombination,પુનઃસંયોજન ગુણાંક
Coefficient of resilience,સ્થિતિસ્થાપકતા ગુણાંક
Coefficient of restitution,અવેજી ગુણાંક
Coefficient of rigidity,મક્કમતા ગુણાંક
Coefficient of rotation,પરિભ્રમણ ગુણાંક
Coefficient of scatterin,સ્કેટરિંગ ગુણાંક
Coefficient of selective absorption,પસંદગીયુક્ત શોષણ ગુણાંક
Coefficient of self diffusion,સ્વ પ્રસરણ ગુણાંક
Coefficient of self induction,સ્વ-ઇન્ડક્શન ગુણાંક
Coefficient of specular reflection,નિયમિત પ્રતિબિંબ ગુણાંક
Coefficient of stability,ટકાઉપણું ગુણાંક
Coefficient of superficial expansion,પ્રાદેશિક વિસ્તરણનો ગુણાંક
Coefficient of surface tension,સપાટીના તાણનો ગુણાંક
Coefficient of thermal conductivity,ગરમી વાહકતા ગુણાંક
Coefficient of turbulence,ખલેલ ગુણાંક
Coefficient of unilateral compression,એકપક્ષીય કમ્પ્રેશન ગુણાંક
Coefficient of variation,વિચલનો ગુણાંક
Coefficient of velocity,વેગ ગુણાંક
Coefficient of viscosity,સ્નિગ્ધતા ગુણાંક
Coercive force,પ્રતિબંધક બળ
Coercivity,દયા
Coerulein (cerulein),સિરુલિના
Cognitive machine,સંવેદનાત્મક મશીન
Cohere,જોડવું
Cohered video,સંલગ્ન વિડિઓઝ
Coherence,"જોડાણ, જોડાણ"
Coherent,સાથી
Coherent detector,વંશવેલો ડિટેક્ટર
Coherent in phase,સંલગ્ન કળા
Coherent knowledge,સંબંધિત જ્ઞાન
Coherent noiose,સમાંતર અવાજ
Coherent precipitation,સુસંગત વરસાદ
Coherent pulse radar,સિંક્રનાઇઝ્ડ પલ્સ રડાર
Coherent radar,સંયુક્ત રડાર
Coherent radiation,સંકળાયેલ રેડિયેશન
Coherent reference,એલોસેન્ટ્રિક સંદર્ભ
Coherent scattering,"સુસંગત સ્કેટરિંગ, સુસંગત સ્કેટરિંગ"
Coherent scattering length,સુસંગત સ્કેટરિંગ લંબાઈ
Coherent system,સુસંગત સિસ્ટમ
Coherent video,સંલગ્ન વિડિઓઝ
Coherer,સુસંગત
Cohesion,સંયોગ
Cohesion binding,સુસંગત બંધન
Cohesion energy,સુસંગત ઊર્જા
Cohesion of electron,ઇલેક્ટ્રોનનું સંચય
Cohesion stress,સંયોજક તણાવ
Cohesional forces,સંયોજક બળ
Cohesive energy,સંયોજક ઊર્જા
Cohesive force,સંયોજક બળ
Cohesive property,સંયોજક ગુણધર્મો
Coho channel,સંલગ્ન ચેનલ
Coho oscillator,હાર્મોનિક ઓસિલેટર
Coil,જન્માક્ષર
Coil coller,કોઇલ કૂલર
Coil ignition set,કોઇલ ઇગ્નીશન સિસ્ટમ
Coil loaded cable,કોઇલ હોસ્ટ કેબલ
Coil loss,કોઇલ નુકશાન
Coil neutralization,જન્માક્ષર તટસ્થતા
Coil spring,કુંડલી કમાની
Coiled,વીંટળાયેલ
Coiled coil,કુંજલિત કુંડલી
Coiled condenser,કોઇલ કન્ડેન્સર
Coiling,"કોઇલ, કોઇલ બિલ્ડીંગ, કોઇલિંગ"
Coiling axis,કોઇલ અક્ષ
Coin freed television (=free television = subscription television),પેઇડ ટેલિવિઝન
Coincidence,સંપત
Coincidence circuit,સમાંતર સર્કિટ
Coincidence coefficient,ગુણોત્તર ગુણાંક
Coincidence counter,અંકગણિત કેલ્ક્યુલેટર
Coincidence loss,અસર નુકશાન
Coincidence method,પ્રમાણ પદ્ધતિ
Coincidence movement,સંયોગ ગતિ
Coincidence rate,ગુણોત્તર દર
Coincident,સંયોગ
Coincident circuit,સંયોગ સર્કિટ
Coincident level,સંયોગ ફ્લોર
Coke oven gas,"કોક-કાંડુ ગેસ, કોક ફર્નેસ ગેસ"
Cold air refrigerator,ઠંડા એર કૂલર
Cold cathode gas diode,કોલ્ડ કેથોડ ગેસ ડાયોડ
Cold cathode lamp,કોલ્ડ કેથોડ લેમ્પ
Cold cathode tube,કોલ્ડ કેથોડ ટ્યુબ
Cold clean reactor,અશુદ્ધ રિએક્ટર
Cold drop,ઠંડા પ્રકાશન
Cold emission,નીચા તાપમાને ઉત્સર્જન
Cold emitter valve,નીચા તાપમાન એક્ઝોસ્ટ વાલ્વ
Cold impedance,ઠંડા અવબાધ
Cold junction,શીત સંધિ
Cold laboratory,કોલ્ડ લેબ
Cold neutron,સબથર્મલ ન્યુટ્રોન
Cold stretch,ઠંડા તાણ
Cold test,"કોલ્ડ ટેસ્ટ, નોન-ઓપરેશન ટેસ્ટ"
Cold worked,વધારે કામ કર્યું
Cold working,યોગ્ય કર્મ
Colelctor depletion layer capacitance,અવમૂલ્યન સ્તર કલેક્ટર ક્ષમતા
Coleopter,કોલોપ્ટર
Collapsible mast (=dismountable mast),પાછો ખેંચી શકાય તેવું માસ્ટ
Collapsible state,નાશ
Collapsing magnetic field,ચમકદાર ચુંબકીય ક્ષેત્ર
Collar vortex,કોલર મૂંઝવણમાં
Collateral,"કોલેટરલ, શાખા, શાખા"
Collateral series,કોલેટરલ કેટેગરી
Collator,"સંયોજક, સંયોજક, કોલેટર"
Collecting electrode (=collector),ઇલેક્ટ્રોડ એકત્રિત કરવું
Collecting potential,સંભવિત એકત્રિત કરવું
Collecting zone (=lock-in range),સંચાલિત જગ્યા
Collection,સંગ્રહ
Collection time,સંગ્રહ સમયગાળો
Collective model,વસ્તી મોડેલ
Collective motion,"સમૂહ ગતિ, સમૂહ ગતિ"
Collective oscillation,સામૂહિક ઓસિલેશન
Collective rotation level,સામૂહિક ફરતું વિમાન
Collective shell model,માસ સેલ મોડેલ
Collector,"કલેક્ટર, કલેક્ટર, કલેક્ટર"
Collector current,કલેક્ટર વર્તમાન
Collector follower effect,કલેક્ટર પાછળની અસર
Collector junction (=base collector junction),આધાર કલેક્ટર સંમેલન
Collector plate,કલેક્ટર પ્લેટ
Collector region,એકત્રિત વિસ્તાર
Collector ring,"સ્ટ્રીમર રીંગ, સ્ટ્રીમર વોલ, કલેક્ટીંગ રીંગ"
Collector series resistance,"કલેક્ટર રેન્જ રેઝિસ્ટન્સ, કલેક્ટર રેન્જ રેઝિસ્ટન્સ"
Collector terminal,સંગ્રહ ટર્મિનલ
Collector time factor,કલેક્ટર સમય ગુણાંક
Collector-to-base capacitance,કલેક્ટર બેઝ હોલ્ડિંગ
Collector-to-base conductance,કલેક્ટર-બેઝ વાહકતા
Collector-to-emitter-conductance,કલેક્ટર ઉત્સર્જક
Colliding particles,અથડાતા કણ
Colligative property,અણુ મિલકત
Collimate,સમાંતર
Collimated beam,"સમાંતર બીમ, દિશાહીન બીમ"
Collimating lens,સમાંતર લેન્સ
Collimating mark,સમાંતર પ્રતીક
Collimating mirror,સમાંતર અરીસો
Collimating orifice,સમાંતર stomata
Collimating ring,સમાંતર રિંગ
Collimation,"જાળવણી, સમાંતરીકરણ"
Collimation error,સમાંતર ભૂલ
Collimation point,સમાંતર બિંદુ
Collimation system,સમાંતર સિસ્ટમ
Collimator,સમાંતરગ્રામ
Collinear,સમરેખા
Collinear array,કોલિનિયર એરે
Collinear charges,કોલિનિયર આવેગ
Collinear doublets,સમરેખા દ્વિ
Collinearity,ગોઠવણી
Collision,"અથડામણ, અથડામણ, અથડામણ"
Collision area,અસર વિસ્તાર
Collision course indication,અથડામણ ટ્રેક માહિતી
Collision cross section,અસર ઝોન
Collision damping,અસર ભીનાશ
Collision density,અસર ઘનતા
Collision diameter,અસર વ્યાસ
Collision efficiency,અસર કાર્યક્ષમતા
Collision excitation,ઉશ્કેરાટ-ઉત્તેજના
Collision frequency,અસર આવર્તન
Collision interval,અસર અંતરાલ
Collision ionization,અસર આયનીકરણ
Collision number,અસર નંબર
Collision of first kind,પ્રથમ હિટ
Collision of second kind,બીજા પ્રકારની અથડામણ
Collision probabillity,અથડામણની સંભાવના
Collision process,અથડામણ પ્રક્રિયા
Collision rate,અસર દર
Collision theory,સંઘવાદ
Collision time,અથડામણનો સમયગાળો
Collision waves,અસર તરંગો
Collisional broadening,અથડામણીય voiding
Collisional deactivation,ફેડરલ નિષ્ક્રિયકરણ
Collisional excitation,ઉશ્કેરાટ ઉત્તેજના
Collisional frequency,અસર આવર્તન
Collisional phenomena,અથડામણની ઘટના
Collisional transfer,અથડામણ ટ્રાન્સફર
Collisionless plasma,બિન-કન્ડેન્સ્ડ પ્લાઝ્મા
Colloidal electrolyte,કોલોઇડ ઇલેક્ટ્રોલાઇટ
Colloidal particle,કોલોઇડલ કણો
Colloidal solution,કોલોઇડલ સોલ્યુશન
Colloidal state,કોલોઇડલ સ્ટેજ
Colloidal substance,કોલોઇડલ બાબત
Colloidal suspension,કોલોઇડલ સસ્પેન્શન
Colloidal system,કોલોઇડલ સિસ્ટમ
Color field (=colour frame),અક્ષર ફ્રેમ
Colorimeter,"રંગમાપક, રંગમાપક"
Colorimeter photometer,કલરમીટર ફોટોમીટર
Colorimetric analysis,રંગ વિશ્લેષણ
Colorimetric indicator,રંગમેટ્રિક પોઇન્ટર
Colorimetric method,રંગમેટ્રિક પદ્ધતિ
Colorimetric test,કલરમીટર ટેસ્ટ
Colorimetrically,મૂળાક્ષરો પ્રમાણે
Colorimetry,કલરમિટ્રી
Coloristically,વર્ણનાત્મક રીતે
Colour blindness,રંગ અંધત્વ
Colour break up,પાત્રનું વિભાજન
Colour breaking,વિકૃતિકરણ
Colour burst,પાત્ર વિસ્ફોટ
Colour cast,ચિત્ર પ્રસારણ
Colour centre,પાત્ર કેન્દ્ર
Colour change interval,અક્ષર પરિવર્તન અંતરાલ
Colour chart,"અક્ષર ચાર્ટ, રંગ ચાર્ટ"
Colour circle,અક્ષર વર્તુળ
Colour code,અક્ષર કોડ
Colour combination,પાત્ર સંયોજન
Colour comparator,પાત્ર તુલનાકાર
Colour complex,અક્ષર પેકેજ
Colour constant,રંગદ્રવ્ય
Colour constrast,રંગ વિરોધાભાસ
Colour control (=chroma control),પાત્ર નિયંત્રણ
Colour coordinate (=coordinate),રંગીનતા કોઓર્ડિનેટ્સ
Colour correction filter,અક્ષર સુધારણા ફિલ્ટર
Colour coupler,પાત્રની જોડી
Colour development,પાત્ર વિકાસ
Colour disc,ક્રોમેટોગ્રામ
Colour discrimination,રંગ ભેદભાવ
Colour dispersion,જોડણી
Colour dissonance,રંગની અસંગતતા
Colour dynamics,પાત્રની ગતિશીલતા
Colour edging,મુખ્ય ખોડખાંપણ
Colour effect,પાત્ર અસર
Colour equation,પાત્ર સમીકરણ
Colour excess,પિગમેન્ટેશન
Colour extinction,પાત્ર કાઢી નાખવું
Colour fastness,"રંગ સ્થિરતા, રંગ મક્કમતા"
Colour fatigue,રંગ થાક
Colour fidellity,ક્રોમેટોગ્રાફી
Colour film,રંગીન ફિલ્મ
Colour filter,અક્ષર ફિલ્ટર
Colour filter disk,અક્ષર ફિલ્ટર વર્તુળ
Colour fixing,પાત્ર સ્થિરીકરણ
Colour flicker,પાત્રની ફફડાટ
Colour frame,અક્ષર ફ્રેમ
Colour fringing,કોર રંજન
Colour guide,"કેરેક્ટર ડિરેક્ટર, કલર ગાઈડ"
Colour harmony,પાત્ર સામ્યતા
Colour indentification test,પાત્ર ઓળખ પરીક્ષણ
Colour index,"રંગદ્રવ્ય, રંગદ્રવ્ય"
Colour intensity,પાત્રની વિકરાળતા
Colour killer circuit,રંગીનતા સર્કિટ
Colour kinescope (=chromoscope),"કેરેક્ટર કાઈનસ્કોપ, કેરેક્ટર પિક્ચર ટ્યુબ"
Colour level,રંગ સ્તર
Colour lock,પાત્ર વ્યવસ્થાપક
Colour luminosity relation,રંગીનતા સંબંધ
Colour magnitude diagram,રંગીનતા ડાયાગ્રામ
Colour match pyrometer,ક્રોનોમીટર
Colour matching,"રંગ મેચિંગ, રંગ મેચિંગ"
Colour method,"રંગ પદ્ધતિ, અક્ષર પદ્ધતિ"
Colour misregistration,પાત્ર અપ-રોપણ
Colour mixer,પાત્ર મિશ્રણ
Colour pattern,રંગ પેટર્ન
Colour perception,વર્ણાવાગમ (વર્ણ-અવાગમ)
Colour phase,સિલેબલ શિફ્ટ
Colour photography,રંગીન ફોટોગ્રાફી
Colour picture screen,ચિત્ર બોર્ડ
Colour plate,રંગ પ્લેટ
Colour possibilities,પાત્રની સંભાવનાઓ
Colour print,રંગ પ્રિન્ટ
Colour printing,"અક્ષર પ્રિન્ટીંગ, અક્ષર પ્રિન્ટીંગ"
Colour purity magnet,પાત્ર શોધક
Colour ratio,અક્ષર ગુણોત્તર
Colour reaction,પાત્રની પ્રતિક્રિયા
Colour registration,પાત્ર આરોપણ
Colour resist,રંગ પ્રતિરોધક
Colour samplilng rate (=colour sampling frequency),અક્ષર નમૂના દર
Colour sampling sequence,અક્ષર નમૂના ક્રમ
Colour scale of temperature,તાપમાન અક્ષર સ્કેલ
Colour scheme,પાત્ર આયોજન
Colour selective mirror,વર્ણ વરક અરીસો
Colour sensation,પાત્ર સંવેદના
Colour sensitive layer,પાત્ર સંવેદનશીલ સ્તર
Colour sensitivity,પાત્રની સંવેદનશીલતા
Colour separation,રંગ અલગ
Colour separation sheet,રંગ અલગ કરવાની શીટ
Colour space,પાત્ર જગ્યા
Colour stabiliser,અક્ષર સ્ટેબિલાઇઝર
Colour stability,રંગ સ્થિરતા
Colour stimulus function,રંગ ઉત્તેજના કાર્ય
Colour stimulus specification,પાત્ર ઉત્તેજના સ્પષ્ટીકરણ
Colour strength,"રંગ પ્રબળ, રંગ પ્રબળ"
Colour superimposition,પાત્ર આરોપણ
Colour suspender,પાત્ર સસ્પેન્શન
Colour sync signal,અક્ષર સમન્વયન સંકેત
Colour system,ત્રિવર્ણા સિસ્ટમ
Colour television,રંગીન ટેલિવિઝન
Colour television transmitter,રંગીન ટેલિવિઝન ટ્રાન્સમીટર
Colour temperature,"રંગ તાપમાન, રંગ તાપમાન"
Colour tone,"પાત્રની છબી, રંગ ટોન"
Colour trace,"રંગ ટ્રેસ, રંગ ટ્રેસ"
Colour transmission,"અક્ષર ટ્રાન્સમિશન, અક્ષર ટ્રાન્સમિશન"
Colour transparency,રંગીન પારદર્શક
Colour triad,પાત્ર ત્રિપુટી
Colour triangle,"રંગ ત્રિકોણ, રંગ ત્રિકોણ"
Colour tube,રંગની નળી
Colour vision,પાત્ર દ્રષ્ટિ
