Tamil,Hindi
நம்பிக்கை இடைவெளி மதிப்பீடு,विश्वास्यता अंतराल आकल
நம்பிக்கை வரம்புகள்,विश्वास्यता सीमाएँ
நம்பிக்கை மண்டலம்,विश्वास्यता क्षेत्र
மோதல் சூழ்நிலை,विरोध स्थिति
confocal conics,संनाभि शांकव
கன்ஃபோகல் நீள்வட்டங்கள்,संनाभि दीर्घवृत्त
கன்ஃபோகல் வடிவியல்,संनाभि ज्यामिति
கன்ஃபோகல் ஹைபர்போலா,संनाभि अतिपरवलय
கன்ஃபோகல் ஹைப்பர்போலாய்டுகள்,संनाभि अतिपरवलयज
கன்ஃபோகல் பரவளையம்,संनाभि परवलय
confocal paraboloidal cordinates,संनाभि परवलयजीय निर्देशांक
இணக்கமான,"अनुकोण, अनुरूप"
முறையான மேப்பிங்,अनुकोण प्रतिचित्रण
ஒற்றுமை," सर्वांगसमता , द्विप्राचल रेखा-कुल , समशेषता"
வட்டங்களின் ஒற்றுமை,द्विप्राचल वृत्त-कुल
ஒத்த," सर्वांगसम , समशेष"
ஒத்த மெட்ரிக்குகள்,समतुल्य आव्यूह
கூம்பு,"शांकव, कॉनिक"
கூம்பு விரக்தி,शंकु-छिन्नक
கூம்பு சுருளி,शंकु-कुण्डलिनी
கூம்பு பிரிவு,"शांकव काट,शांकव"
கூம்புகள்,शांकव गणित
கூம்பு பிரிவு,"शंकु-काट, शंकु-परिच्छेद"
இணை,"संयुग्मी (वि.), संयुग्मन होना (क्रि.)"
இணைந்த கோணங்கள்,संयुग्मी कोण
இணைந்த அச்சு,संयुग्मी अक्ष
சிக்கலான எண்களை இணைக்கவும்,संयुग्मी सम्मिश्र संख्याएँ
இணைந்த திசைகள்,संयुग्मी दिशा
இணைந்த செயல்பாடுகள்,संयुग्मी फलन
அணி இணை,मैटिक्स का संयुग्मी
இணை வரிசைமாற்றம்,संयुग्मी क्रमचय
இணைந்த இடமாற்றம்,संयुग्मी परिवर्त
இணைதல்,"योग, युति"
தொடர்ச்சியாக,क्रमागत
தொடர்ச்சியான எண்கள்,क्रमागत संख्याएँ
ஆற்றல் சேமிப்பு,ऊर्जा-संरक्षण
வெகுஜன பாதுகாப்பு,संहति-संरक्षण
பழமைவாத,संरक्षी
நிலைத்தன்மையும்," संगति, अविरोध , गाढ़ता, गाढ़ापन"
நிலைத்தன்மை நிலை,संगति प्रतिबंध
நிலையான மதிப்பீடு,"संगत आकल, अविरोधी आकल"
நிலையான மதிப்பீட்டாளர்,"संगत आकलक, अविरोधी आकलक"
நிலையான புள்ளிவிவரம்,"अविरोधी प्रतिदर्शज, संगत प्रतिदर्शज"
சீரான அமைப்பு,"संगत निकाय, अविरोधी निकाय"
கன்சல்,कन्सॉल
நிலையான,"नियत, स्थिर, अचर, अचल, अपरिवर्ती, एकसमान"
நிலையான முடுக்கம்,एकसमान त्वरण
நிலையான செயல்பாடு,अचर फलन
ஈர்ப்பு நிலையானது,गुरुत्वांक
ஒருங்கிணைப்பின் நிலையானது,समाकलन-अचर
விகிதாச்சாரத்தின் மாறிலி,आनुपातिकता स्थिरांक
நிலையான அளவுரு,अचर प्राचल
நிலையான பல்லுறுப்புக்கோவை,अचर बहुपद
நிலையான விகிதம்,नियत समानुपात
நிலையான வேகம்,एकसमान चाल
நிலையான கால,अचर पद
நிலையான வேகம்,एकसमान वेग
அமைப்புச் சமன்பாடு,रचक समीकरण
கட்டுப்பாடு,व्यवरोध
கட்டமைக்க,"रचना करना, निर्माण करना"
கட்டுமானம்,रचना
நுகர்வோர் விருப்பம்,उपभोक्ता वरीयता
நுகர்வு செயல்பாடு,उपभोग फलन
தொடர்பு கோணம்,स्पर्श-कोण
தொடர்பு புள்ளி,संपर्क बिंदु
இதில் இருக்கிறது,अंतर्विष्ट
தற்செயல் அட்டவணை,आसंग सारणी
தொடர்ச்சியான இயக்கவியல்,सांतत्यक यांत्रिकी
தொடர்ந்த பின்னம்,वितत भिन्न
தொடர்ந்த தயாரிப்பு,वितत गुणनफल
தொடர்ச்சி," सांतत्य , सातत्य"
செயல்பாட்டின் தொடர்ச்சி,फलन का सांतत्य
தொடர்ச்சி சோதனை,सांतत्य परीक्षण
தொடர்ச்சியான," संतत, अखंड, अविछिन्न, अविरत , सतत"
தொடர்ச்சியான வழித்தோன்றல்,संतत अवकलज
தொடர்ச்சியான விநியோகம்,संतत बंटन
மேலே இருந்து தொடர்ந்து,उपरितः संतत
தொடர்ச்சியான செயல்பாடு,संतत फलन
தொடர்ந்து வேறுபடக்கூடியது,संतततः अवकलनीय
தொடர்ச்சியான வரைபடம்,संतत प्रतिचित्र
தொடர்ச்சியான மேப்பிங்,संतत प्रतिचित्रण
தொடர்ச்சியான நிகழ்தகவு அடர்த்தி செயல்பாடு,संतत प्रायिकता घनत्व फलन
தொடர்ச்சியான நிகழ்தகவு விநியோகம்,संतत प्रायिकता बंटन
தொடர்ச்சியான சீரற்ற மாறி,संतत यादृच्छिक चर
தொடர்ச்சியான மாதிரி இடம்,संतत प्रतिदर्श समष्टि
தொடர்ச்சியான மாறி,संतत चर
தொடர்ச்சியான அலை,संतत तरंग
தொடர்ச்சி,"सांतत्यक, कन्टिनुअम"
தொடர்ச்சியான கருதுகோள் (= தொடர் கோட்பாடு),सांतत्यक-अभिगृहीत
உண்மையான எண்களின் தொடர்ச்சி (= உண்மையான எண்களின் தொகுப்பு),वास्तविक-संख्या समुच्चय
தொடர்ச்சியான கோட்பாடு,सांतत्यक सिद्‌धांत
விளிம்பு ஒருங்கிணைப்பு,कन्टूर समाकलन
சுருக்க வரைபடம்,संकुचन प्रतिचित्रण
முரண்பாடு,विरोध
முரண்பாடான,प्रतिपरिवर्त
கட்டுப்பாடு,नियंत्रण
கட்டுப்பாட்டு விளக்கப்படம்,नियंत्रण-संचित्र
சராசரிகளுக்கான கட்டுப்பாட்டு விளக்கப்படம்,माध्यों का नियंत्रण संचित्र
குறைபாடுகளுக்கான கட்டுப்பாட்டு விளக்கப்படம்,दोषों का नियंत्रण
வரம்புகளுக்கான கட்டுப்பாட்டு விளக்கப்படம்,परिसरों का नियंत्रण
மாறிகளுக்கான கட்டுப்பாட்டு விளக்கப்படம்,चरों का नियंत्रण
ஒன்றிணைகின்றன,"अभिसरित करना, अभिसरित होना"
சராசரியாக ஒன்றிணைதல்,माध्य अभिसरण
சராசரி சதுரத்தில் ஒன்றிணைதல்,वर्ग माध्य अभिसरण
நிகழ்தகவில் ஒன்றிணைதல்,प्रायिकता में अभिसरण
ஒருங்கிணைப்பு வரம்பு,अभिसरण सीमा
குவிதல் ஆரம்,अभिसरण त्रिज्या
ஒன்றிணைந்த பகுதி,अभिसरण प्रदेश
ஒன்றிணைந்த,"अभिसारी (क्रि.), अभिसरक (सं.)"
குவிந்த வரிசை,अभिसारी अनुक्रम
குவிந்த தொடர்,अभिसारी श्रेणी
உரையாடுங்கள்,"विलोम, विपरीत"
மாறாக,"विलोमतः व्यत्यासाने,"
மாற்று பின்னம்,रूपांतरण भिन्न
மாற்று அட்டவணை,रूपांतरण सारणी
குவிந்த,अवमुख
குவிந்த உடல்,अवमुख पिंड
குவிந்த கலவை,अवमुख संयोजन
குவிந்த உறை (=குவிந்த மேலோடு),अवमुख समावरक
குவிந்த செயல்பாடு,अवमुख फलन
குவிந்த நேரியல் சேர்க்கைகள்,अवमुख रैखिक संचय
குவிந்த நேரியல் நிரலாக்கம்,अवमुख रैखिक प्रोग्रामन
குவிந்த மெட்ரிக் இடம்,अवमुख दूरीक समष्टि
குவிந்த பாலிஹெட்ரான்,अवमुख बहुफलक
குவிந்த நிரலாக்க,अवमुख प्रोग्रामन
குவிந்த பகுதி,अवमुख प्रदेश
குவிந்த தொகுப்பு,अवमुख समुच्चय
வளைவு,संवलन
ஒருங்கிணைப்பு,संवलन समाकल
கன்வல்யூஷன் தேற்றம் (= ஃபால்டங் தேற்றம்),संवलन प्रमेय
ஒருங்கிணைக்க," निर्देशी, निर्देशांक , उपसहसंयोजकता"
ஒருங்கிணைப்பு அச்சு,निर्देशक अक्ष
ஒருங்கிணைப்பு வடிவியல்,निर्देशांक ज्यामिति
ஒருங்கிணைப்பு விமானம்,निर्देशांक समतल
ஒருங்கிணைப்புகள்,निर्देशांक
ஒருங்கிணைப்பு அமைப்பு,"निर्देशांक पद्‌धति, निर्देश तंत्र"
கோப்பர்நிக்கன் அமைப்பு,कोपर्निकस-निकाय
கோப்ளனார்,समतलीय
கோப்ளனார் படைகள்,समतलीय बल
சகிப்புத்தன்மை,समतलीयता
முதன்மை எண்கள்,असहभाज्य संख्या
திருத்தம் காரணி,"संशोधन गुणक, संशुद्‌धिगुणक"
சரியான தீர்வு,सही हल
தொடர்பு,सहसंबंध
தொடர்பு குணகம்,सहसंबंध गुणांक
தொடர்பு வரைபடம்,सहसंबंध आरेख
தொடர்பு செயல்பாடு,सहसंबंध फलन
தொடர்பு அணி,"सहसंबंध आव्यूह, सहसंबंध मैट्रिक्स"
தொடர்பு விகிதம்,सहसंबंधानुपात
தொடர்பு வரைபடம்,सहसंबंध-चित्र
தொடர்பு பகுப்பாய்வு,सहसंबंध-चित्र विश्लेषण
ஒத்துள்ளது,"संगत होना, तदनुरूपी होना"
கடிதக் கொள்கை,संगति-नियम
தொடர்புடைய கோணம்,संगत कोण
தொடர்புடைய பக்கம்,संगत पार्श्व
கோசெட்,सहसमुच्चय
கொசைன்,"कोसाइन, कोटिज्या"
கொசைன் சட்டம்,कोटिज्या नियम
செலவு பகுப்பாய்வு,लागत विश्लेषण
செலவு அதிகரிப்பு,लागत अधिकतमीकरण
எண்ணக்கூடிய கோட்பாடு,गणनीयता-अभिगृहीत
எண்ணத்தக்க,गणनीय
கணக்கிடக்கூடிய சேர்க்கை,गणनीय योज्यता
கணக்கிடக்கூடிய அடிப்படை,गणनीय आधार
கணக்கிடக்கூடிய அடிப்படை,गणनीय आधार
கணக்கிடக்கூடிய தொகுப்பு,गणनीय समुच्चय
எண்ணத்தக்க அளவில் எல்லையற்றது,गणनीयतः अनंत
கவுண்டர்," गणित्र , फलक, काउंटर"
எதிர் கடிகார திசையில்,वामावर्त अपसव्य
எதிர் உதாரணம்,प्रत्युदाहरण
இணை மாறுபாடு,सहप्रसरण
கூட்டுறவு சட்டம்,सहप्रसरण नियम
covariance matrix,सहप्रसरण आव्यूह
இணைவு முறை,सहप्रसरण विधि
இணைவு நுட்பம்,सहप्रसरण विधि
கிராமர் விதி,क्रैमर-नियम
க்ரேமர்-ராவ் சமத்துவமின்மை,क्रैमर-राव असमिका
அளவுகோல் செயல்பாடு (=புறநிலை செயல்பாடு),उद्देश्य फलन
முக்கியமான கோணம்,क्रांतिक कोण
முக்கியமான புள்ளி,क्रांतिक बिंदु
செயல்பாட்டின் முக்கிய புள்ளி,फलन का क्रांतिक बिंदु
முக்கிய மதிப்பு,क्रांतिक मान
முக்கியமான வேகம்,क्रांतिक वेग
குறுக்கு தொடர்பு செயல்பாடு,व्यतिसहसंबंध फलन
குறுக்கு தயாரிப்பு,"वेक्टर-गुणनफल, सदिश गुणनफल"
குறுக்கு விகிதம்,वज्रानुपात
குறுக்கு வெட்டு,अनुप्रस्थ परिच्छेदन
மறைவான,गूढ़लेख
கன,"घन, क्यूब"
கனசதுர எண்,घन संख्या
கன வேர்,घनमूल
கன சதுரம்," घन, घनाकृति, घनीय, त्रिघात , त्रिसमलंबाक्ष, घनीय"
கனசதுர,"घन, घनाकृति, घनीय"
கன சமன்பாடு,त्रिघात समीकरण
கன அங்குலம்,घन इंच
கன மீட்டர்,घन मीटर
கன பரவளையம்,त्रिघात परवलय
கன வேர்,घनमूल
கன கால,त्रिघाती पद
கனசதுரம்,लंबकोणिक समांतर
ஒட்டுமொத்த,"संचयी संकलित,"
ஒட்டுமொத்த வளைவு,संचयी वक्र
ஒட்டுமொத்த விநியோக செயல்பாடு,संचयी बंटन फलन
ஒட்டுமொத்த அதிர்வெண்,संचयी बारंबारता
ஒட்டுமொத்த அதிர்வெண் செயல்பாடு,संचयी बारंबारता फलन
ஒட்டுமொத்த அலைவரிசை வரைபடம்,"संचयी बारंबारता आलेख, संचयी बारंबारता ग्राफ"
ஒட்டுமொத்த நிகழ்தகவு செயல்பாடு,संचयी प्रायिकता फलन
சுருட்டை,"कर्ल, कुंतल"
ஒற்றுமையின் சுருட்டை,द्विप्राचल वक्र-कुल का कर्ल
திசையன் சுருட்டை,सदिश का कर्ल
சுருள் அடைப்புக்குறி,"धनुःकोष्ठक, धनुर्बधनी"
தற்போதைய,धारा
தற்போதைய புள்ளி,चलित बिंदु
வளைவு,वक्रता
வளைவு விளைவு,वक्रता-प्रभाव
வளைவு,वक्र
வளைந்த கோடு,वक्र रेखा
வளைவு தடமறிதல்,वक्र अनुरेखण
வளைவு அறிகுறி,वक्रेखी अनंतस्पर्शी
வளைவு ஆயத்தொகுப்புகள்,वक्रेखी निर्देशांक
வளைவு பின்னடைவு,वक्रेखी समाश्रयण
சிகரம்,"उभयाग्र, कस्प"
மிதிவண்டி,"चक्र, आवर्तन , साइकिल , ढलाई चक्र, संचन चक्र"
சுழற்சி மாறுபாடு,चक्रीय विचरण
சுழற்சி குறுக்கு தயாரிப்பு,चक्रीय सदिश गुणनफल
சுழற்சி தேவை,चक्रीय मांग
சுழற்சி வெளிப்பாடு,चक्रीय व्यंजक
சுழற்சி குழு,चक्रीय समूह
சுழற்சி வரிசைமாற்றம்,चकीय क्रमचय
சைக்ளோயிட்,"चक्रज, साइक्लोइड"
உருளை,"बेलन, सिलिन्डर"
உருளை,"बेलनाकार, सिलिन्डराकार, बेलनी, सिलिन्डरी"
உருளை மேற்பரப்பு,सिलिन्डराकार पृ्ष्ठ
சைபர்,"शून्य, सिफर"
டி&#39;அலெம்பெர்ட்டின் கொள்கை,डिलंबर्ट-सिद्‌धांत
ஹார்மோனிக் செயல்பாடு குறைக்கப்பட்டது,अवमंदित सरल आवर्त गति
damping மாறிலி,अवमंदन स्थिरांक
தகவல்கள்," दत्त, उपात्त , आंकड़ा, न्यास"
தரவு தோற்றம்,दत्त उपक्रमण
தரவு செயலாக்க அமைப்பு,न्यास संसाधन प्रणाली
தரவு செயலி,आंकड़ा संसाधित्र
தரவுத்தாள்,आंकड़ा पत्र
தசமகோணம்,दशभुज
தசாப்தம்,डेकाग्राम
தசமானி,डेकामीटर
சிதைவு நிலையானது,क्षयांक
சிதைவு வளைவு,क्षय वक्र
ஒழுக்கமான செயல்பாடு,शिष्ट फलन
டெசிகிராம்,डेसीग्राम
பத்து,दशमक
தசம,"दशमलव, दशमिक"
தசம குறியீடு,दशमिक कोड
தசம குறியிடப்பட்ட இலக்கம்,दशमलव कोडित अंक
தசம விரிவாக்கம்,दशमिक प्रसार
தசம பின்னம்,दशमलव भिन्न
தசம குறியீடு,दशमलव संकेतन पद्‌धति
தசம எண் அமைப்பு,दशमलव अंकन पद्‌धति
தசம புள்ளி,दशमलव बिंदु
தசம அளவு,दशमलव मापक्रम
தசம அமைப்பு,दशमलव पद्‌धति
டெசிமீட்டர்,डेसीमीटर
புரிந்து கொள்ளுதல்,कूटवाचन
முடிவு மாதிரி,निर्णय निदर्श
முடிவு கோட்பாடு,निर्णय सिद्‌धांत
முடிவு மாறி,निर्णय चर
குறிவிலக்கி,"कूटवाचक, विकोडक"
டிகோடிங்,"कूटवाचन, विकोडन"
மக்கக்கூடிய தொகுப்பு,वियोज्य समुच्चय
குறைகிறது,ह्रासमान
செயல்பாடு குறைகிறது,ह्रासमान फलन
Dedekind இன் வெட்டு,डेडेकिन्ड-कट
டெட்கிண்டின் தேற்றம்,डेडेकिन्ड-प्रमेय
அனுமானிக்க,निगमन करना
கழித்தல் முறை,निगमनिक रीति
குறைபாடுள்ள,सदोष
சமன்பாட்டை வரையறுக்கிறது,परिभाषी समीकरण
திட்டவட்டமான ஒருங்கிணைந்த,निश्चित समाकल
திட்டவட்டமான அணி,निश्चित मैट्रिक्स
வரையறை," परिभाषा , स्पष्टता , निश्चय"
சிதைவு வளைவு,विरूपण वक्र
சிதைந்த மேற்பரப்பு,विकृत पृष्ठ
சீரழிவு,"अपभ्रष्टता, अपह्रास"
போக்குவரத்து சிக்கல்களில் சீரழிவு,परिवहन समस्याओं में अपभ्रष्टता
பட்டம்," डिग्री, अंश , घात , कोटि , मात्रा, परिमाण , अंशांक"
வேறுபட்ட சமன்பாட்டின் அளவு,अवकल समीकरण का घात
சுதந்திரம் பட்டம்,"स्वतंत्रता की कोटि, स्वातंत्र्य कोटि"
பல்லுறுப்புக்கோவை பட்டம்,बहुपद का घात
நீக்கப்பட்ட அக்கம்,निष्कासित प्रतिवेश
டெல்டா செயல்பாடு,डेल्टा फलन
தேவை மற்றும் பயன்பாட்டு வளைவு,मांग और उपयोगिता वक्र
கோரிக்கை சமன்பாடு,मांग समीकरण
கோரிக்கை செயல்பாடு,मांग फलन
மக்கள்தொகை ஆய்வு,जनसांख्यिकीय अध्ययन
மக்கள்தொகையியல்,जनसांख्यिकी
டி மோவ்ரேயின் தேற்றம்,द-मॉयवर प्रमेय
நிரூபிக்க," निरूपण करना , प्रमाण देना , निदर्शन करना"
ஆர்ப்பாட்டம்," निरूपण , प्रमाण , निदर्शन, प्रदर्शन"
ஆர்ப்பாட்ட வடிவியல்,निरूपणात्मक ज्यामिति
வகுக்கும்,हर
அடர்த்தியான தொகுப்பு,सघन समुच्चय
அடர்த்தி," घनत्व , सघनता"
கணக்கிட முடியாத தொகுப்பு,प्रगणनीय समुच्चय
புறப்படும் மாறிகள்,अपगामी अचर
சார்ந்த நிகழ்வு,आश्रित घटना
சார்பு சீரற்ற மாறி,आश्रित यादृच्छिक चर
சார்பு மாறி,परतंत्र चर
சார்பு மாறுபாடு,परतंत्र विचर
மனச்சோர்வு கோணம்,अवनमन कोण
வழித்தோன்றல்," व्युत्पत्ति, व्युत्पन्न , अवकलन"
வழித்தோன்றல்," व्युत्पन्न , अवकलज"
பெறப்பட்ட தொடர்,व्युत्पन्न श्रेणी
பெறப்பட்ட தொகுப்பு,व्युत्पन्न समुच्चय
இறங்குதல்,"अवरोही, अवरोहण"
இறங்கு வரிசை,अवरोही क्रम
இறங்கு தொடர்,अवरोही श्रेणी
விளக்க வடிவியல்,प्रक्षेपात्मक ज्यामिति
விளக்க மாதிரி,वर्णनात्मक निदर्श
விளக்கமான புள்ளிவிபரங்கள்,वर्णनात्मक सांख्यिकी
வடிவமைப்பு,"अभिकल्प, डिजाइन, अभिकल्पना (सं.), अभिकल्पना करना, डिजाइन करना (क्रि.)"
சோதனை வடிவமைப்பு,प्रयोग की अभिकल्पना
மேசை கால்குலேட்டர்,डेस्क परिकलित्र
கண்டறிதல்,"पहचान, संसूचन"
தீர்மானிக்கும்," सारणिक, डिटर्मिनेंट , निर्धारक"
தீர்மானிக்கும் தரவரிசை,सारणिक कोटि
தீர்மானிக்க,निर्धारित करना
தீர்மானிக்கும் மாதிரி,निर्धारणात्मक निदर्श
தீர்மானிக்கும் பிரச்சனை,निर्धारणात्मक समस्या
விலகல்,विचलन
விலகல் குணகம்,विचलन गुणांक
டயடிக் அமைப்பு,द्वि-आधारी प्रणाली
மூலைவிட்டமான,"विकर्ण कर्ण,"
ஒரு அணி மூலைவிட்டமாக்கல்,आव्यूह-विकर्णन
மூலைவிட்ட அணி,"विकर्ण मैट्रिक्स, विकर्ण आव्यूह"
மூலைவிட்ட ஒற்றுமை,विकर्णी समानता
வரைபடம்,आरेख
வரைபட முறை,आरेखी विधि
வரைபட விளக்கக்காட்சி,आरेखी प्रस्तुतिकरण
விட்டம்,व्यास
ஒரு தொகுப்பின் விட்டம்,समुच्चय-व्यास
முற்றிலும் எதிர்,व्यासतः सम्मुख
பகடை வீசுதல்,"पाशकक्षेप, पासा फेंकना"
இருவகை வகைப்பாடு,द्विधा वर्गीकरण
இருவகை," द्विभाजन , अर्धक"
அகராதி ஒழுங்கு,कोशक्रम
வேறுபாடு கணக்கீடு,अंतर कलन
வேறுபாடு சமன்பாடு,अंतर समीकरण
வேறுபாடு சூத்திரம்,अंतर सूत्र
வேறுபாடு முறை,अंतर विधि
தொகுப்புகளின் வேறுபாடு,समुच्चयों का अंतर
வேறுபடுத்தக்கூடியது,अवकलनीय
வேறுபட்ட வளைவு,अवकलनीय वक्र
வேறுபட்ட செயல்பாடு,अवकलनीय फलन
வித்தியாசமான," विभेदक, भेददर्शी , अवकल , अंतरात्रयी, अंतरात्मक , विभेदी"
வேறுபட்ட கணக்கீடு,अवकल गणित
வேறுபட்ட குணகம்,अवकल गुणांक
வகையீட்டு சமன்பாடு,अवकल समीकरण
வேறுபட்ட வடிவம்,अवकल समघात
வேறுபட்ட சூத்திரம்,अवकल सूत्र
வேறுபட்ட செயல்பாடு,अवकल फलन
வேறுபட்ட வடிவியல்,अवकल ज्यामिति
உயர் வரிசையின் வேறுபாடு,उच्चतर कोटि का अवकल
வேறுபட்ட அளவு,अवकल खंड
வேறுபடுத்தி,अवकलन करना
வேறுபாடு,"विभेदन, अवकलन"
வேறுபாடு சூத்திரம்,अवकलन सूत्र
திசையன் வேறுபாடு,सदिश का अवकलन
பரவல்,"विसरण, विसार"
இலக்கம்,"अंक, व्यास का द्वादशांश, अंगुलि"
டிஜிட்டல் கணினி,अंकीय अभिकलित्र
டிஜிட்டல் தரவு,अंकीय दत्त
பரிமாணம்," विस्तार, लंबाई-चौड़ाई, विमा , घात"
பரிமாணம்,विमीयता
பரிமாணமற்ற,"विमाहीन, अविम"
ஒரு சமன்பாட்டின் பரிமாணம்,समीकरण विमा
diophantine சமன்பாடு,डायोफैन्टस का समीकरण
சாய்வு கோணம்,नति कोण
இருமுனை ஆயத்தொகுப்புகள்,द्वियुग्मध्रुवी निर्देशांक
இருமுனை,द्विध्रुव
இருபிரமிட் (பைபிரமிட்),द्विपिरामिड
டைராக் டெல்டா செயல்பாடு,डिरैक डेल्टा फलन
நேரடி பொதுவான தொடுகோடு,उभयनिष्ठ अनुस्पर्श रेखा
இயக்கிய கோணம்,दिष्ट कोण
இயக்கிய வரி,दिष्ट रेखा
திசை வழித்தோன்றல்,दिक्-अवकलज
திசை கொசைன்,"दिक्कोज्या, दिक्-कोसाइन"
அதிகபட்ச திசை,उच्चिष्ठ की दिशा
திட்ட திசை,प्रक्षेपण दिशा
திசை விகிதம்,दिक्-अनुपात
இயக்குனர் வட்டம்,नियामक वृत्त
இயக்குனர் கோளம்,नियामक गोला
நேரடி தயாரிப்பு,अनुलोम गुणनफल
நேரடி ஆதாரம்," प्रत्यक्ष प्रमाण , प्रत्यक्ष उपपत्ति"
நேரடி விகிதம்,अनुक्रमानुपात
டைரக்ட்ரிக்ஸ்,नियता
நேரடித் தொகை,अनुलोम योगफल
துண்டிக்கப்பட்ட தொகுப்புகள்,असंबद्‌ध समुच्चय
தொடர்ச்சியின்மை," असांतत्य , असातत्य , भंग"
வழித்தோன்றலின் தொடர்ச்சியின்மை,अवकलज का असांतत्य
முதல் வகையான இடைநிறுத்தம்,प्रथम प्रकार का असांतत्य
இரண்டாவது வகையான தொடர்ச்சியின்மை,द्वितीय प्रकार का असांतत्य
இடைவிடாத விநியோகம்,असंतत वितरण
இடைவிடாத செயல்பாடு,असंतत फलन
இடைவிடாத மாறுபாடு,असंतत विचर
தனித்தனி,विविक्त
தனித்துவமான விநியோகம்,असंतत बंटन
தனித்துவமான நிகழ்தகவு பரவல்,असंतत प्रायिकता बंटन
தனித்த சீரற்ற மாறி,असंतत यादृच्छिक चर
தனித்த மாதிரி இடம்,असंतत प्रतिदर्श समष्टि
தனித்துவமான தொகுப்பு,विविक्त समुच्चय
தனி இடம்,विविक्त समष्टि
தனித்த இடவியல்,विविक्त संस्थिति
தனித்த மாறுபாடு,असंतत विचर
பாரபட்சமான,विविक्तकर
பாகுபாடு பகுப்பாய்வு (=பாகுபாடு பகுப்பாய்வு),विविक्तकर विश्लेषण
பிரித்தல்,असंयुक्त
மாறுபட்ட நிகழ்வுகள்,असंयुक्त घटना
பிரிக்கப்பட்ட தொகுப்புகள்,असंयुक्त समुच्चय
ஒன்றிணைந்த தொழிற்சங்கம்,असंयुक्त सम्मिलन
பிரித்தல்," वियोजन , तर्क-संगत योग"
சிதறல்," परिक्षेपण , प्रकीर्णन"
சிதறல் விளக்கப்படம்,परिक्षेपण संचित्र
சிதறல் மாறிலி,परिक्षेपणांक
சிதறல் வரைபடம்,परिक्षेपण-आरेख
சிதறல் அணி (=கோவேரியன்ஸ் மேட்ரிக்ஸ்),परिक्षेपण-मैट्रिक्स
இடப்பெயர்ச்சி,विस्थापन
காட்சி,प्रदर्श
காட்சி அலகு (=கன்சோல்),कन्सोल
ஒற்றுமையற்ற,"असमरूप, असमान"
சிதறடிக்கும் சக்திகள்,क्षयकारी बल
தூர செயல்பாடு,दूरी-फलन
தூர மாடுலஸ்,दूरी-मापांक
விநியோகம் இல்லாத முறை,बंटन-निरपेक्ष
விநியோக சட்டம்,"वितरण-नियम, बंटननियम"
வேறுபடுகின்றன,"अपसारित करना, अपसारित होना"
வேறுபாடு," अपसरण, अपसारिता , डाइवर्जेन्स"
வேறுபாடு தேற்றம்,अपसरण प्रमेय
மாறுபட்ட,अपसारी
மாறுபட்ட தொடர்,अपसारी श्रेणी
பிரிக்கப்பட்ட வேறுபாடு,विभाजित अंतर
வகுக்கும் தன்மை,"भाज्यता, विभाज्यता"
வகுபடக்கூடியது,"भाज्य, विभाज्य"
பிரிவு," भाग, प्रभाग , विभाजन"
பிரிவு அல்காரிதம்,विभाजन-कलन विधि
பிரிவு வளையம்,विभाजन-वलय
dodecagon,द्वादशभुज
பன்னிருமுகி,द्वादशफलक
களம்," प्रक्षेत्र , डोमेन, प्रांत , प्रदेश"
ஒரு செயல்பாட்டின் களம்,फलन का प्रांत
வரையறையின் களம்,परिभाषा-प्रांत
இருப்பு களம்,अस्तित्व-प्रांत
மேலாதிக்க மூலோபாயம்,अभिभावी युक्ति
டாப்ளர் விளைவு,डॉप्लर प्रभाव
டாட் தயாரிப்பு,"बिन्दु-गुणनफल, अदिशगुणनफल"
புள்ளியிடப்பட்ட வளைவு,बिन्दुकित वक्र
இரட்டை வேறுபாடு,द्विशः अवकलन
இரட்டை அதிவேக விநியோகம்,द्विक चरघातांकीय बंटन
இரட்டை சுருள்,द्विकुंडली
இரட்டை ஒருங்கிணைந்த,द्विशः समाकल
இரட்டை ஒருங்கிணைப்பு,द्विशः समाकलन
இரட்டை வரம்பு,द्विक सीमा
இரட்டை மாதிரி திட்டம்,द्विशः प्रतिचयन आयोजन
இரட்டை வரிசை,द्विक अनुक्रम
இரட்டை தொடர்,द्विक श्रेणी
இரட்டை பின்னொட்டு குறியீடு,द्वि-अनुलग्नी संकेतन
இரட்டை கூட்டுத்தொகை,द्विक संकलन
கீழ்நோக்கிய முடுக்கம்,अधोमुखी त्वरण
கீழ்நோக்கிய இடப்பெயர்ச்சி,अधोमुखी विस्थापन
கீழ்நோக்கிய இயக்கம்,अधोमुखी गति
கீழ்நோக்கிய வேகம்,अधोमुखी वेग
இழுத்து,कर्षण
இழுவிசை,कर्षण-बल
இரட்டை,"द्वैती द्वैती,"
இரட்டை அடிப்படையில்,द्वैत आधार
இரட்டை உள் தயாரிப்பு,द्वैत आंतरिक गुणनफल
இரட்டை நேரியல் நிரலாக்க சிக்கல்,द्वैती रैखिक प्रोग्रामन समस्या
இரட்டை செயல்பாடு," द्वि प्रचालन , द्वैती संक्रिया"
இரட்டை பிரச்சனை,द्वैत समस्या
இரட்டை சிம்ப்ளக்ஸ் அல்காரிதம்,द्वैत एकल कलन-विधि
இரட்டை எளிய நுட்பம்,द्वैत एकल प्रविधि
இரட்டை இடம்,द्वैत समष्टि
இரட்டை மாறி,द्वैत चर
