Bengali,Malayalam
সেন্টিগ্রেড,സെന്റിഗ്രേഡ്
সেন্টিমিটার,സെന്റീമീറ്റർ
সেন্টিমিটার-গ্রাম-সেকেন্ড পদ্ধতি,സെന്റീമീറ്റർ-ഗ്രാം-രണ്ടാം രീതി
"কেন্দ্রীয়, কেন্দ্রীয়","കേന്ദ്ര, കേന്ദ്ര"
কেন্দ্রীয় সম্পদ ইউনিট,കേന്ദ്ര റിസോഴ്സ് യൂണിറ്റ്
কেন্দ্র,കേന്ദ്രം
প্রান্তিককরণ কেন্দ্র,വിന്യാസ കേന്ദ്രം
মধ্য রশ্মি,മീഡിയൻ കിരണം
কেন্দ্রমুখী,കേന്ദ്രാഭിമുഖം
নিউক্লিয়াস,അണുകേന്ദ്രം
সিরামিক,സെറാമിക്
গ. ছোলা। থেকে। পদ্ধতি,സി. ഗ്രാം. നിന്ന്. രീതി
সিরিয়াল ক্ষয়,സീരിയൽ ശോഷണം
"ঘর, ঘর, ঘর","സെൽ, മുറി, മുറി"
"সুযোগ, সুযোগ, সুযোগ","അവസരം, അവസരം, അവസരം"
পরিবর্তনশীল,വേരിയബിൾ
"চ্যানেল, চ্যানেল, চ্যানেল, জলপথ","ചാനൽ, ചാനൽ, ചാനൽ, ജലപാത"
"চ্যানেলাইজেশন, চ্যানেলাইজেশন","ചാനലൈസേഷൻ, ചാനലൈസേഷൻ"
"বিশৃঙ্খলা, বিশৃঙ্খলা","കുഴപ്പം, ക്രമക്കേട്"
"চরিত্র, চরিত্র, চরিত্র","സ്വഭാവം, സ്വഭാവം, സ്വഭാവം"
"চরিত্রগত, চরিত্রগত, চরিত্রগত, সমগ্র, চরিত্রগত","സ്വഭാവം, സ്വഭാവം, സ്വഭാവം, മുഴുവൻ, സ്വഭാവം"
"চার্জ, চার্জ, চার্জ, চার্জ","ചാർജ്, ചാർജ്, ചാർജ്, ചാർജ്"
চার্জার,ചാർജർ
পূরণ,പൂരിപ്പിക്കുക
চার্লস আইন,ചാൾസ് നിയമം
"চার্ট, চার্ট","ചാർട്ട്, ചാർട്ട്"
ফলো-আপ,ഫോളോ അപ്പ്
"ফাঁড়ি, চ্যাসিস","ഔട്ട്‌പോസ്റ്റ്, ചേസിസ്"
"পরীক্ষা, পরীক্ষা","പരീക്ഷ, പരീക്ഷണം"
রাসায়নিক,രാസവസ്തു
কেমিলুমিনেসেন্স,കെമിലുമിനെസെൻസ്
"শেভিং, চিপস, চিপস","ഷേവിംഗ്, ചിപ്സ്, ചിപ്സ്"
শ্রেণীবিহীন পরীক্ষা,നോ-ക്ലാസ് ടെസ്റ്റ്
"দম বন্ধ করা (খুঁটি), দম বন্ধ করা","ശ്വാസം മുട്ടൽ (വൈകല്യം), ശ്വാസം മുട്ടൽ"
বিরতিহীন পরিবর্ধক,ഇടയ്ക്കിടെയുള്ള ആംപ്ലിഫയർ
গ্রুপ সঙ্গীত,ഗ്രൂപ്പ് സംഗീതം
রঙিন,ക്രോമാറ്റിക്
পিগমেন্টেশন,പിഗ്മെന്റേഷൻ
পিগমেন্টেশন,പിഗ്മെന്റേഷൻ
পিগমেন্টেশন,പിഗ്മെന്റേഷൻ
ক্রোমাটোগ্রাম,ക്രോമാറ്റോഗ്രാം
"কালারমিটার, ক্রোমোমিটার","കളർമീറ്റർ, ക്രോമോമീറ്റർ"
ক্রোমোফোর,ക്രോമോഫോർ
"ক্রোমোস্ফিয়ার, ক্রোমোস্ফিয়ার","ക്രോമോസ്ഫിയർ, ക്രോമോസ്ഫിയർ"
"chronograph, chronograph, chronograph","ക്രോണോഗ്രാഫ്, ക്രോണോഗ്രാഫ്, ക്രോണോഗ്രാഫ്"
ক্রোনোমিটার,ക്രോണോമീറ്റർ
"চলচ্চিত্র, চলচ্চিত্র","സിനിമകൾ, സിനിമകൾ"
সিনেমাটোগ্রাফি,ഛായാഗ്രഹണം
"শূন্য, সাইফার","പൂജ്യം, സൈഫർ"
পুনরাবৃত্তি,ആവർത്തനം
সার্কিট,സർക്യൂട്ട്
সার্কিটরি,സർക്യൂട്ട്
"বৃত্তাকার, বৃত্তাকার","വൃത്താകൃതിയിലുള്ള, വൃത്താകൃതിയിലുള്ള"
প্রচলন,പ്രചരിക്കുന്നു
"circulation, circulation","രക്തചംക്രമണം, രക്തചംക്രമണം"
সংবহনকারী,സർക്കുലേറ്റർ
পরিধিমূলক,ചുറ്റളവ്
পারমাণবিক ইলেকট্রন,ന്യൂക്ലിയർ ഇലക്ട്രോൺ
পরিভু স্যাটেলাইট,പരിഭു ഉപഗ്രഹം
বেসামরিক ফ্রিকোয়েন্সি ব্যান্ড,സിവിലിയൻ ഫ്രീക്വൻസി ബാൻഡ്
"পোশাক, দখল","വസ്ത്രം, താമസം"
বন্ধন,ബോണ്ട്
ক্লেপেয়ারন সমীকরণ,ക്ലെപൈറോൺ സമവാക്യം
"ক্লাসিক, ক্লাসিক, ক্লাসিক","ക്ലാസിക്, ക്ലാസിക്, ക്ലാസിക്"
"ব্যবধান, অপসারণ (বিশেষণ)","ഇടവേള, നീക്കം ചെയ്യൽ (adj.)"
খাঁজ,പിളർപ്പ്
জলবায়ু,കാലാവസ്ഥ
মাউন্ট,മൌണ്ട്
"পাইরোমিটার, মেডিকেল থার্মোমিটার","പൈറോമീറ്റർ, മെഡിക്കൽ തെർമോമീറ്റർ"
ঘড়ির ভোল্টেজ,ക്ലോക്ക് വോൾട്ടേജ്
ঘড়ির কাঁটার দিকে,ഘടികാരദിശയിൽ
বন্ধ সার্কিট,അടച്ച സർക്യൂട്ട്
ক্লোজড সার্কিট টেলিভিশন,ക്ലോസ്ഡ് സർക്യൂട്ട് ടെലിവിഷൻ
"tightly packed, tightly packed","ഇറുകിയ പാക്ക്, ഇറുകിയ പാക്ക്"
ভাল প্যাকেজ গঠন,നന്നായി പാക്കേജുചെയ്ത ഘടന
নিকটতম পন্থা,ഏറ്റവും അടുത്തുള്ള സമീപനം
সর্বশেষ বস্তাবন্দী,ഏറ്റവും പുതിയ പാക്ക്
ঘনিষ্ঠ দৃশ্য,അടുത്ത കാഴ്ച
"মেঘ, মেঘ, ঝাপসা, দাগ","മേഘങ്ങൾ, മേഘങ്ങൾ, മങ്ങൽ, പാടുകൾ"
গুচ্ছ,കുല
"মোটা, মোটা, অশোধিত, নিম্নমানের, অপরিশোধিত","പരുക്കൻ, പരുക്കൻ, അസംസ്കൃത, നിലവാരമില്ലാത്ത, ശുദ്ധീകരിക്കാത്ത"
ম্যাক্রো স্ফটিক,മാക്രോ ക്രിസ്റ്റലിൻ
"উপকূল, টার্গেট হাউস (রাডার)","തീരം, ടാർഗെറ്റ് ഹൗസ് (റഡാർ)"
"আবরণ, আবরণ, আবরণ, আবরণ","കവർ, കോട്ട്, കോട്ട്, കോട്ടിംഗ്"
"আবরণ, আবরণ, আবরণ","പൂശുന്നു, പൂശുന്നു, പൂശുന്നു"
শান্ত করা,കോക്സ്
"কোড, সাইন, কোড, কোড, কোড","കോഡ്, അടയാളം, കോഡ്, കോഡ്, കോഡ്"
কোডেড,കോഡ് ചെയ്തു
কোডিং পালস,കോഡിംഗ് പൾസ്
গুণাঙ্ক,ഗുണകം
সংযম,സംയമനം
সাসপেন্স,സസ്പെൻസ്
"affiliation, affiliation","അഫിലിയേഷൻ, അഫിലിയേഷൻ"
"affiliated, attached","അഫിലിയേറ്റ്, അറ്റാച്ച്ഡ്"
সংহতি,കെട്ടുറപ്പ്
সানসানজি,sansanji
রাশিফল,ജാതകം
কুণ্ডলীকৃত,ചുരുട്ടി
"coiling, coil building, coiling","കോയിലിംഗ്, കോയിൽ ബിൽഡിംഗ്, കോയിലിംഗ്"
সমান,ഫ്ലാറ്റ്
ঠান্ডা,തണുപ്പ്
নিম্ন তাপমাত্রা নির্গমন,കുറഞ്ഞ താപനില ഉദ്വമനം
সাবথার্মাল নিউট্রন,ഉപതാപ ന്യൂട്രോണുകൾ
ধ্বংস,നശീകരണം
"জামানত, শাখা, শাখা","ഈട്, ശാഖ, ശാഖ"
"সমন্বয়কারী, সমন্বয়কারী, সংগ্রাহক","കോർഡിനേറ്റർ, കോർഡിനേറ്റർ, കോൾട്ടർ"
সংগ্রহ,സമാഹാരം
"সমষ্টিগত, জনসংখ্যা","കൂട്ടായ, ജനസംഖ്യ"
"সংগ্রাহক, সংগ্রাহক, সংগ্রাহক","കളക്ടർ, കളക്ടർ, കളക്ടർ"
সংঘর্ষকারী কণা,കൂട്ടിമുട്ടുന്ന കണിക
সমান্তরাল,സമാന്തരമായി
"সমান্তরাল, একমুখী","സമാന്തരമായ, ഏകദിശയിലുള്ള"
সমান্তরাল বৃত্ত,സമാന്തരരേഖ
প্রান্তিককরণ,വിന്യാസം
প্রান্তিককরণ,വിന്യാസം
"সংঘর্ষ, সংঘর্ষ, সংঘর্ষ","കൂട്ടിയിടി, കൂട്ടിയിടി, കൂട്ടിയിടി"
কোলয়েড,കൊളോയിഡ്
"কালারমিটার, কালারমিটার","കളർമീറ്റർ, കളർമീറ്റർ"
বর্ণান্ধতা,വർണ്ണാന്ധത
চরিত্র,സ്വഭാവം
"কলাম, কলাম","കോളം, കോളം"
"কমা, টুফ্ট, লেজ, লেজ","കോമ, ടഫ്റ്റ്, വാൽ, വാൽ"
"combination, combination, accumulation","സംയോജനം, സംയോജനം, ശേഖരണം"
যৌগিক স্বরবর্ণ,സംയുക്ത സ്വരാക്ഷരങ്ങൾ
যৌগিক স্বরবর্ণ,സംയോജിത സ്വരാക്ഷരങ്ങൾ
দায়,ബാധ്യത
দহন,ജ്വലനം
বাণিজ্যিক ফেরাইট,വാണിജ്യ ഫെറൈറ്റ്
"সাধারণ, সাধারণ, সাধারণ, সাধারণ, সাধারণ","സാധാരണ, സാധാരണ, സാധാരണ, സാധാരണ, സാധാരണ"
যোগাযোগ,ആശയവിനിമയങ്ങൾ
"ডাইভারশন, ডেটাম পরিবর্তন, স্থানান্তর","വഴിതിരിച്ചുവിടൽ, ഡാറ്റ മാറ്റം, ക്രമപ്പെടുത്തൽ"
"কমিউটেটর, কম্যুটেটর, কম্যুটেটর","കമ്യൂട്ടേറ്റർ, കമ്യൂട്ടേറ്റർ, കമ്യൂട്ടേറ്റർ"
"comparator, comparator","താരതമ്യക്കാരൻ, താരതമ്യക്കാരൻ"
তুলনা,താരതമ്യം
"কম্পাস, কম্পাস, কম্পাস","കോമ്പസ്, കോമ്പസ്, കോമ്പസ്"
"সামঞ্জস্য, সামঞ্জস্য, সামঞ্জস্য, সামঞ্জস্য","അനുയോജ്യത, അനുയോജ്യത, അനുയോജ്യത, അനുയോജ്യത"
"ক্ষতিপূরণ, প্রতিশোধ","നഷ്ടപരിഹാരം നൽകുക, പ്രതികാരം ചെയ്യുക"
"ক্ষতিপূরণ, ক্ষতিপূরণ, ক্ষতিপূরণ","നഷ്ടപരിഹാരം, നഷ്ടപരിഹാരം, നഷ്ടപരിഹാരം"
পাল্টা ব্যবস্থা,പ്രതിരോധ നടപടികൾ
"সংকলন, ব্যাখ্যা","സമാഹാരം, വ്യാഖ്യാനം"
"সংকলন, ব্যাখ্যা","സമാഹാരം, വ്യാഖ്യാനം"
পরিপূরকতা,പരസ്പരപൂരകത
সাপ্লিমেন্ট,സപ്ലിമെന്റ്
সম্পূর্ণ,പൂർത്തിയാക്കുക
সম্পূর্ণ সেল,പൂർണ്ണമായ സെൽ
সম্পূর্ণ মড্যুলেশন,സമ്പൂർണ്ണ മോഡുലേഷൻ
"জটিল, জটিল, প্যাকেজ","സങ്കീർണ്ണമായ, സങ്കീർണ്ണമായ, പാക്കേജ്"
জটিল পরমাণু,സങ്കീർണ്ണമായ ആറ്റം
জটিল ফাংশন,സങ്കീർണ്ണമായ പ്രവർത്തനം
বিন্যাস,ഫോർമാറ്റ്
জটিল প্রক্রিয়া,സങ്കീർണ്ണമായ സംവിധാനം
ফলো-আপ,ഫോളോ അപ്പ്
"উপাদান, সংশ্লিষ্ট উপাদান","ഘടകം, അനുബന്ധ ഘടകം"
"যৌগিক, যৌগিক","സംയോജിത, മിക്സഡ്"
"মিশ্র, মিশ্র, সম্মিলিত, অর্থ, যৌগিক","മിക്സഡ്, മിക്സഡ്, കമ്പൈൻഡ്, ഫിനാൻസ്, കോമ്പൗണ്ട്"
asral দুল,അസ്റൽ പെൻഡുലം
"কম্প্রেস (সম্পাদনা), কম্প্রেস (v.)","കംപ്രസ് (എഡി.), കംപ്രസ് (വി.)"
সংকুচিত,കംപ്രസ് ചെയ്തു
সংকোচনযোগ্যতা,കംപ്രസിബിലിറ്റി
সংকোচনযোগ্য,കംപ്രസ്സബിൾ
সঙ্কোচন,കംപ്രഷൻ
"কম্প্রেসার, কম্প্রেসার","കംപ്രസർ, കംപ്രസർ"
"কম্পটন ইলেকট্রন, ভারসাম্যহীন ইলেকট্রন","കോംപ്റ്റൺ ഇലക്ട്രോൺ, സമതുലിതമായ ഇലക്ട്രോൺ"
গণনা,കണക്കുകൂട്ടൽ
গণনামূলক,കമ്പ്യൂട്ടേഷണൽ
"কম্পিউটার, কম্পিউটার, কম্পিউটার","കമ്പ്യൂട്ടർ, കമ്പ്യൂട്ടർ, കമ്പ്യൂട്ടർ"
অবতল,കുത്തനെയുള്ള
দ্বিকনভেক্স,ബൈകോൺവെക്സ്
"মনোনিবেশ করা, ঘন করা, মনোনিবেশ করা (adj.), মনোনিবেশ করা (v.)","കേന്ദ്രീകരിക്കുക, കട്ടിയാക്കുക, ഏകാഗ്രമാക്കുക (adj.), ഏകാഗ്രമാക്കുക (വി.)"
"কেন্দ্রীভূত, কেন্দ্রীভূত, কেন্দ্রীভূত","ഏകാഗ്രമായ, ഏകാഗ്രമായ, ഏകാഗ്രമായ"
"একাগ্রতা, একাগ্রতা, একাগ্রতা, একাগ্রতা","ഏകാഗ്രത, ഏകാഗ്രത, ഏകാഗ്രത, ഏകാഗ്രത"
"এককেন্দ্রিক, এককেন্দ্রিক","ഏകകേന്ദ്രീകൃതമായ, കേന്ദ്രീകൃതമായ"
ধারণা,ആശയം
ধারণাগত,ആശയപരമായ
"অন্তরঙ্গতা, যোগাযোগ","അടുപ്പം, ആശയവിനിമയം"
সুরেলা,സമന്വയിപ്പിച്ചു
"concurrent, trailing","ഒരേസമയം, പിന്നിലായി"
"ঘনীভবন, ঘনীভবন","ഘനീഭവിക്കൽ, ഘനീഭവിക്കൽ"
"to condense, to liquefy, to liquefy","ഘനീഭവിക്കുക, ദ്രവീകരിക്കുക, ദ്രവീകരിക്കുക"
"ঘনীভূত, তরলীকৃত, সংকুচিত","ഘനീഭവിച്ച, ദ്രവീകരിച്ച, തിങ്ങിക്കൂടിയ"
"কনডেন্সার, ক্যাপাসিটর, সংগ্রাহক","കണ്ടൻസർ, കപ്പാസിറ്റർ, കളക്ടർ"
"শর্ত, শর্ত, শর্ত, শর্ত","അവസ്ഥ, അവസ്ഥ, അവസ്ഥ, അവസ്ഥ"
পরিবাহিতা,ചാലകത
ড্রাইভার,ഡ്രൈവർ
পরিচালনা,ഡ്രൈവിംഗ്
পরিবাহিতা,ചാലകത
বিশ্বস্ততা,വിശ്വസ്തത
"কনফিগারেশন, কনফিগারেশন","കോൺഫിഗറേഷൻ, കോൺഫിഗറേഷൻ"
কনফিগারেশন,കോൺഫിഗറേഷൻ
কনফোকাল,കൺഫോക്കൽ
"সংগতি, দ্বিমেরুতা, সমতা","പൊരുത്തം, ദ്വിധ്രുവത്വം, തുല്യത"
"সঙ্গতিপূর্ণ, অভিন্ন","യോജിച്ച, സമാനമായ"
কনিক,കോണിക
"conjugate (v.), to be conjugated (ver.)","സംയോജിപ്പിക്കുക (വി.), സംയോജിപ്പിക്കുക (ver.)"
লেটারাল অ্যাসোসিয়েটেড,ലാറ്ററൽ അസോസിയേറ്റഡ്
চেইন সম্পর্কিত,ചെയിൻ ബന്ധപ്പെട്ട
সংযোগকারী লাইন,കണക്റ്റർ ലൈൻ
সংযোগ,കണക്ഷൻ
"পৃষ্ঠপোষক, সংযোগকারী","സ്പോൺസർ, കണക്റ്റർ"
একটানা,തുടർച്ചയായി
পৃষ্ঠপোষক,രക്ഷാധികാരി
পৃষ্ঠপোষক,രക്ഷാധികാരി
"ধারাবাহিকতা, সামঞ্জস্য, ঘনত্ব, পুরুত্ব","സ്ഥിരത, സ്ഥിരത, കനം, കനം"
"সামঞ্জস্যপূর্ণ, বিপরীত","അനുയോജ്യം, വിപരീതം"
কথোপকথন,സംഭാഷണപരം
কথোপকথন,സംഭാഷണപരം
স্থিতিশীলতা,സ്ഥിരത
"স্থির, স্থির, অস্থাবর, অপরিবর্তনীয়, অভিন্ন","സ്ഥിരമായ, സ്ഥിരമായ, അചഞ്ചലമായ, മാറ്റമില്ലാത്ത, യൂണിഫോം"
কনস্ট্যান্টান,കോൺസ്റ്റന്റൻ
ধারাবাহিক প্রবাহ,തുടർച്ചയായ ഒഴുക്ക്
কোভারিয়েট সংখ্যা,covariate നമ്പർ
সার্কিটের বৈশিষ্ট্য,സർക്യൂട്ടിന്റെ സവിശേഷതകൾ
নক্ষত্রপুঞ্জ,നക്ഷത്രസമൂഹം
"রচনা, রচনা, গঠন","രചന, ഘടന, രൂപീകരണം"
সীমাবদ্ধ গতি,നിയന്ത്രിത വേഗത
বাধা,പരിമിതി
সংকীর্ণ,ഇടുങ്ങിയത്
টেকসই হস্তক্ষেপ,സുസ്ഥിരമായ ഇടപെടൽ
শক্তি খরচ,ഊർജ്ജം ഉപഭോഗം
"স্পর্শ, স্পর্শ, স্পর্শ","സ്പർശിക്കുക, സ്പർശിക്കുക, സ്പർശിക്കുക"
"যোগাযোগ, যোগাযোগ","ബന്ധപ്പെടുക, ബന്ധപ്പെടുക"
দূষণ,മലിനീകരണം
"বিষয়বস্তু, অংশ, অর্ধেক","ഉള്ളടക്കം, ഭാഗം, പകുതി"
"continuum, continuum","തുടർച്ച, തുടർച്ച"
রাষ্ট্রীয় ধারাবাহিকতা,സംസ്ഥാന തുടർച്ച
"অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন","തുടർച്ചയായ, അഖണ്ഡമായ, അഖണ്ഡമായ, തുടർച്ചയായ, തുടർച്ചയായ"
ধারাবাহিকতা,തുടർച്ച
"সংকুচিত করা, সংকুচিত করা (ver.)","കംപ്രസ് ചെയ്യുക, കംപ്രസ് ചെയ്യുക (ver.)"
সঙ্কুচিত,ചുരുങ്ങുക
সংকোচন,സങ്കോചം
কাউন্টার-অরবিটাল দিক,എതിർ പരിക്രമണ ദിശ
আপেক্ষিক শরীর,ബന്ധു ശരീരം
"বিপরীত, বিপরীত","വൈരുദ്ധ്യം, വൈരുദ്ധ്യം"
নিয়ন্ত্রণ,നിയന്ത്രണം
পরিচলন,സംവഹനം
প্রচার পোস্ট,അറിയിക്കുന്നു പോസ്റ്റ്
ভাস্কুলার,രക്തക്കുഴലുകൾ
নিয়মিত পারমাণবিক ওজন,സാധാരണ ആറ്റോമിക ഭാരം
"to converge, to converge","ഒത്തുചേരുക, ഒത്തുചേരുക"
"convergence, convergence","ഒത്തുചേരൽ, ഒത്തുചേരൽ"
কনভারজিং লেন্স,ഒത്തുചേരുന്ന ലെൻസ്
"বিপরীত, বিপরীত","എതിർ, എതിർ"
বিপরীতভাবে,VICA തിരിച്ചും
রূপান্তর,പരിവർത്തനം
রূপান্তরিত,പരിവർത്തനം ചെയ്തു
রূপান্তরকারী,കൺവെർട്ടർ
রূপান্তরযোগ্য লেন্স,മാറ്റാവുന്ന ലെൻസ്
উত্তল,കുത്തനെയുള്ള
উত্তল,convexity
উত্তল,കുത്തനെയുള്ള
দ্বিকনভেক্স,ബൈകോൺവെക്സ്
কুল্যান্ট,കൂളന്റ്
"রেফ্রিজারেন্ট, চিলার","റഫ്രിജറന്റ്, ചില്ലർ"
কুলিজ টিউব,കൂളിഡ്ജ് ട്യൂബ്
শীতল,തണുപ്പിക്കൽ
কুল্যান্ট,കൂളന്റ്
সহযোগিতামূলক ঘটনা,സഹകരണ പ്രതിഭാസം
"সমন্বয় করা, সমন্বয় করা","ഏകോപിപ്പിക്കുക, ഏകോപിപ്പിക്കുക"
পরিচালক অক্ষ,ഡയറക്ടർ അച്ചുതണ്ട്
প্ল্যানার,പ്ലാനർ
সমতলতা,പരന്നത
"অনুলিপি, অনুলিপি, অনুলিপি","പകർത്തുക, പകർത്തുക, പകർത്തുക"
মূল,കാമ്പ്
মূল ইলেকট্রন,കോർ ഇലക്ട്രോൺ
কোরিওলিস ত্বরণ,കോറിയോലിസ് ത്വരണം
কোরিওলিস বল,കോറിയോലിസ് ശക്തി
"কিরিত, করোনা","കിരിത്, കൊറോണ"
করোনা অস্ট্রেলিয়া,കൊറോണ ഓസ്ട്രേലിയ
করোনা বোরিয়ালিস,കൊറോണ ബൊറിയലിസ്
সুর্যের আগুনের ফুল্কি,സൗരജ്വാല
দানা,തരികൾ
দানাদার,ഗ്രാനുലാർ
"সঠিক, সঠিক","ശരി, ശരി"
সংশোধিত,പുതുക്കിയ
"সংশোধন, সংশোধন","തിരുത്തൽ, ഭേദഗതി"
সহ- সম্পর্ক,സഹ ബന്ധം
"correspond, correspond","പൊരുത്തപ്പെടുത്തുക, പൊരുത്തപ്പെടുത്തുക"
সমিতির নিয়ম,അസോസിയേഷന്റെ നിയമങ്ങൾ
অনুষঙ্গ,അകമ്പടി
কোসাইন নিয়ম,കോസൈൻ നിയമം
স্থান প্রাচুর্য,സ്ഥല സമൃദ്ധി
মহাজাগতিক,കോസ്മിക്
মহাকাশ রশ্মি বিস্ফোরিত,ബഹിരാകാശ രശ്മി പൊട്ടിത്തെറിച്ചു
"মহাকাশ রশ্মি, মহাজাগতিক রশ্মি","ബഹിരാകാശ രശ്മി, കോസ്മിക് കിരണങ്ങൾ"
স্থান বৃষ্টিপাত,ബഹിരാകാശ മഴ
স্থান,സ്ഥലം
মহাজাগতিক,കോസ്മിക്
"cosmology, cosmology","പ്രപഞ്ചശാസ്ത്രം, പ്രപഞ്ചശാസ്ത്രം"
মহাকাশচারী,ബഹിരാകാശ സഞ്ചാരി
মহাকাশবিজ্ঞান,ബഹിരാകാശ ശാസ്ത്രം
"কসমস, মহাবিশ্ব","പ്രപഞ്ചം, പ്രപഞ്ചം"
কুলম্ব,കൂലംബ്
কুলোমি এলাকা,കൂലോമി ഏരിയ
কুলমিটার,കൂലോമീറ്റർ
"গণনা, গণনা, গণনা, গণনা","എണ്ണുക, എണ്ണുക, എണ്ണുക, എണ്ണുക"
"গণনা, বিপরীত গণনা","എണ്ണൽ, വിപരീത എണ്ണൽ"
"ক্যালকুলেটর, কাউন্টার, প্যানেল","കാൽക്കുലേറ്റർ, കൌണ്ടർ, പാനൽ"
ঘড়ির কাঁটার বিপরীত দিকে,എതിർ ഘടികാരദിശയിൽ
"বিপরীত বর্তমান, বিপরীত বর্তমান","റിവേഴ്സ് കറന്റ്, കൌണ്ടർ കറന്റ്"
বিরোধী ইলেক্ট্রোমোটিভ ফোর্স,ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സിനെ എതിർക്കുന്നു
ডেপুটেশন,ഡെപ്യൂട്ടേഷൻ
বিপরীত ধড়,റിവേഴ്സ് ടോർസോ
গণনা হার,കൗണ്ട് നിരക്ക്
"গণনা, গণনা-সংখ্যা, গণনা, গণনা","എണ്ണുക, എണ്ണുക, എണ്ണുക, എണ്ണുക"
বল জোড়া,നിർബന്ധ ജോഡി
যুগল,കപ്പിൾഡ്
সংযোজনকারী,കപ്ലർ
কাপলিং,ഇണചേരൽ
"অভিপ্রেত দিক, পথ, পথ","ഉദ്ദേശിച്ച ദിശ, പാത, വഴി"
সমযোজীতা,കോവാലൻസി
সমযোজীতা,കോവാലൻസി
সহযোগী,സഹകാരി
সহবাস,സഹവർത്തിത്വം
সহগামী,അനുരൂപമായ
"কভারেজ এলাকা, সম্প্রচার এলাকা","കവറേജ് ഏരിയ, ബ്രോഡ്കാസ്റ്റ് ഏരിയ"
কভার শীট,കവർ ഷീറ്റ്
বকবক,സംസാരം
উর্বরতার হার,പ്രത്യുൽപാദന ശക്തിയുടെ തോത്
সামান্য বিকৃতি,നേരിയ വികലത
চূড়া,കൊടുമുടി
"মাপকাঠি, মানদণ্ড","മാനദണ്ഡം, മാനദണ്ഡം"
সমালোচনামূলক,വിമർശനാത്മകം
সমালোচনা,വിമർശനം
মকর ক্লিপ,കാപ്രിക്കോൺ ക്ലിപ്പ്
দুর্বৃত্তদের অন্ধকার রাজ্য,വഞ്ചകരുടെ ഇരുണ്ട രാജ്യം
ক্রস-হাইব্রিড হাইব্রিডাইজেশন,ക്രോസ്-ഹൈബ്രിഡ് ഹൈബ്രിഡൈസേഷൻ
ক্রস ব্যান্ড যোগাযোগ,ക്രോസ് ബാൻഡ് ആശയവിനിമയം
অপ্রাসঙ্গিক চরিত্রের অবয়ব,അപ്രസക്തമായ സ്വഭാവ വ്യക്തിത്വം
ক্রস বন্ধন,ക്രോസ് ബന്ധങ്ങൾ
অতিক্রম করা এলাকা,കടന്ന പ്രദേശം
ন্যূনতম বিকৃতি লেন্স,ഏറ്റവും കുറഞ്ഞ വ്യതിയാന ലെൻസ്
ক্রস পণ্য,ക്രോസ് ഉൽപ്പന്നം
অপ্রাসঙ্গিক সংকেত,അപ്രസക്തമായ സിഗ്നൽ
মেঝে দখল,നിലകളുടെ കയ്യേറ്റം
রূপান্তর জোন,സംക്രമണ മേഖല
রূপান্তর বিন্দু,പരിവർത്തന പോയിന്റ്
বিনিময় মূল্য,വിനിമയ മൂല്യം
ভেক্টর-পণ্য ভেক্টর-পণ্য,വെക്റ്റർ-പ്രൊഡക്ട് വെക്റ്റർ ഉൽപ്പന്നം
"ক্রস বিভাগ, ক্রস বিভাগ","ക്രോസ് സെക്ഷൻ, ക്രോസ് സെക്ഷൻ"
"মাল্টিপল টার্ম, হাইব্রিড টার্ম","ഒന്നിലധികം പദങ്ങൾ, ഹൈബ്രിഡ് പദം"
ক্রস তারের,ക്രോസ് വയർ
"মুকুট অপটিক্যাল গ্লাস, মুকুট অপটিক্যাল গ্লাস","ക്രൗൺ ഒപ്റ്റിക്കൽ ഗ്ലാസ്, ക്രൗൺ ഒപ്റ്റിക്കൽ ഗ്ലാസ്"
শীতল মিশ্রণ,തണുപ്പിക്കൽ മിശ്രിതം
নিম্ন তাপমাত্রা ইলেকট্রনিক্স,കുറഞ്ഞ താപനില ഇലക്ട്രോണിക്സ്
হাইপোথার্মিয়া,ഹൈപ്പോഥെർമിയ
ক্রায়োজেনিক পরীক্ষাগার,ക്രയോജനിക് ലബോറട്ടറി
নিমরতাপিকি,നിമ്രതാപികി
হিমায়িত পরিমাপক,ഫ്രീസിങ് ഗേജ്
ক্রাইমেট্রিক ধ্রুবক,ക്രയോമെട്രിക് സ്ഥിരാങ്കം
স্ফটিক,ക്രിസ്റ്റൽ
"স্ফটিক, তন্তুযুক্ত","സ്ഫടികമായ, നാരുകളുള്ള"
"স্ফটিককরণ, স্ফটিককরণ, স্ফটিককরণ","ക്രിസ്റ്റലൈസേഷൻ, ക്രിസ്റ്റലൈസേഷൻ, ക്രിസ്റ്റലൈസേഷൻ"
স্ফটিক বিজ্ঞানী,ക്രിസ്റ്റൽ ശാസ്ത്രജ്ഞൻ
স্ফটিক-কাঠামোগত,ക്രിസ്റ്റൽ ഘടനാപരമായ
স্ফটিক গঠন,ക്രിസ്റ്റൽ ഘടന
"ক্রিস্টালোগ্রাফি, স্ফটিক বিজ্ঞান","ക്രിസ്റ്റലോഗ്രഫി, ക്രിസ്റ്റൽ സയൻസ്"
জালি স্থানান্তর অপারেশন,ലാറ്റിസ് ട്രാൻസ്ഫർ ഓപ്പറേഷൻ
