English,Kannada
differentiation of vector,ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ
diffusion,ಪ್ರಸರಣ
digit,ಅಂಕಿ
digital computer,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
digital data,ಡಿಜಿಟಲ್ ಡೇಟಾ
dimension,ಆಯಾಮ
dimensionality,ಆಯಾಮ
dimensionless,ಆಯಾಮವಿಲ್ಲದ
dimension of an equation,ಸಮೀಕರಣದ ಆಯಾಮ
diophantine equation,ಡಯೋಫಾಂಟೈನ್ ಸಮೀಕರಣ
dip angle,ಅದ್ದು ಕೋನ
dipolar coordinates,ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು
dipole,ದ್ವಿಧ್ರುವಿ
dipyramid (bipyramid),ಡಿಪಿರಮಿಡ್ (ಬೈಪಿರಮಿಡ್)
Dirac delta function,ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ
direct common tangent,ನೇರ ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ
directed angle,ನಿರ್ದೇಶಿಸಿದ ಕೋನ
directed line,ನಿರ್ದೇಶಿಸಿದ ಸಾಲು
directional derivative,ದಿಕ್ಕಿನ ಉತ್ಪನ್ನ
direction cosine,ನಿರ್ದೇಶನ ಕೊಸೈನ್
direction of maxima,ಗರಿಷ್ಠ ದಿಕ್ಕು
direction of projection,ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ
direction ratio,ದಿಕ್ಕಿನ ಅನುಪಾತ
director circle,ನಿರ್ದೇಶಕ ವಲಯ
director sphere,ನಿರ್ದೇಶಕ ಗೋಳ
direct product,ನೇರ ಉತ್ಪನ್ನ
direct proof,ನೇರ ಪುರಾವೆ
direct proportion,ನೇರ ಅನುಪಾತ
directrix,ಡೈರೆಕ್ಟ್ರಿಕ್ಸ್
direct sum,ನೇರ ಮೊತ್ತ
disconncted sets,ಸಂಪರ್ಕ ಕಡಿತಗೊಂಡ ಸೆಟ್‌ಗಳು
discontinuity,ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ
discontinuity of derivative,ಉತ್ಪನ್ನದ ಸ್ಥಗಿತ
discontinuity of the first kind,ಮೊದಲ ರೀತಿಯ ಸ್ಥಗಿತ
discontinuity of the second kind,ಎರಡನೇ ರೀತಿಯ ಸ್ಥಗಿತ
discontinuous distribution,ನಿರಂತರ ವಿತರಣೆ
discontinuous function,ನಿರಂತರ ಕಾರ್ಯ
discontinuous variate,ನಿರಂತರ ವ್ಯತ್ಯಾಸ
discrete,ಪ್ರತ್ಯೇಕವಾದ
discrete distribution,ಪ್ರತ್ಯೇಕ ವಿತರಣೆ
discrete probability distribution,ಪ್ರತ್ಯೇಕ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ
discrete random variable,ಡಿಸ್ಕ್ರೀಟ್ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
discrete sample space,ಪ್ರತ್ಯೇಕ ಮಾದರಿ ಜಾಗ
discrete set,ಪ್ರತ್ಯೇಕ ಸೆಟ್
discrete space,ಪ್ರತ್ಯೇಕ ಜಾಗ
discrete topology,ಪ್ರತ್ಯೇಕ ಸ್ಥಳಶಾಸ್ತ್ರ
discrete variate,ಪ್ರತ್ಯೇಕ ವ್ಯತ್ಯಾಸ
discriminant,ತಾರತಮ್ಯ
discriminatory analysis (=discriminant analysis),ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ (=ತಾರತಮ್ಯ ವಿಶ್ಲೇಷಣೆ)
disjoint,ಭಿನ್ನಾಭಿಪ್ರಾಯ
disjoint events,ಅಸಂಬದ್ಧ ಘಟನೆಗಳು
disjoint sets,ಅಸಂಯೋಜಿತ ಸೆಟ್ಗಳು
disjoint union,ಅವಿಭಕ್ತ ಒಕ್ಕೂಟ
disjunction,ವಿಘಟನೆ
dispersion,ಪ್ರಸರಣ
dispersion chart,ಪ್ರಸರಣ ಚಾರ್ಟ್
dispersion constant,ಪ್ರಸರಣ ಸ್ಥಿರ
dispersion diagram,ಪ್ರಸರಣ ರೇಖಾಚಿತ್ರ
dispersion matrix (=covariance matrix),ಪ್ರಸರಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (=ಕೋವೇರಿಯನ್ಸ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್)
displacement,ಸ್ಥಳಾಂತರ
display,ಪ್ರದರ್ಶನ
display unit (=consol),ಪ್ರದರ್ಶನ ಘಟಕ (=ಕನ್ಸೋಲ್)
dissimilar,ಭಿನ್ನವಾದ
dissipative forces,ವಿಘಟಿಸುವ ಶಕ್ತಿಗಳು
distance function,ದೂರ ಕಾರ್ಯ
distance modulus,ದೂರ ಮಾಡ್ಯುಲಸ್
distribution-free method,ವಿತರಣೆ-ಮುಕ್ತ ವಿಧಾನ
distributive law,ವಿತರಣಾ ಕಾನೂನು
diverge,ಬೇರೆಯಾಗುತ್ತವೆ
divergence,ಭಿನ್ನತೆ
divergence theorem,ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ
divergent,ಭಿನ್ನವಾದ
divergent series,ವಿಭಿನ್ನ ಸರಣಿ
divided difference,ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ
divisibility,ವಿಭಜನೆ
divisible,ಭಾಗಿಸಬಹುದಾದ
division,ವಿಭಾಗ
division algorithm,ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್
division ring,ವಿಭಾಗದ ಉಂಗುರ
dodecagon,ಡೋಡೆಕಾಗನ್
dodecahedron,ದ್ವಾದಶಮುಖ
domain,ಡೊಮೇನ್
domain of a function,ಕಾರ್ಯದ ಡೊಮೇನ್
domain of definition,ವ್ಯಾಖ್ಯಾನದ ಡೊಮೇನ್
domain of existence,ಅಸ್ತಿತ್ವದ ಡೊಮೇನ್
dominant strategy,ಪ್ರಬಲ ತಂತ್ರ
doppler effect,ಡಾಪ್ಲರ್ ಪರಿಣಾಮ
dot product,ಡಾಟ್ ಉತ್ಪನ್ನ
dotted curve,ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ
double differentiation,ಎರಡು ವ್ಯತ್ಯಾಸ
double exponential distribution,ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ
double helix,ಡಬಲ್ ಹೆಲಿಕ್ಸ್
double integral,ಡಬಲ್ ಅವಿಭಾಜ್ಯ
double integration,ಡಬಲ್ ಏಕೀಕರಣ
double limit,ಎರಡು ಮಿತಿ
double sampling plan,ಎರಡು ಮಾದರಿ ಯೋಜನೆ
double sequence,ಎರಡು ಅನುಕ್ರಮ
double series,ಡಬಲ್ ಸರಣಿ
double suffix notation,ಡಬಲ್ ಪ್ರತ್ಯಯ ಸಂಕೇತ
double summation,ಡಬಲ್ ಸಂಕಲನ
downward acceleration,ಕೆಳಮುಖ ವೇಗವರ್ಧನೆ
downward displacement,ಕೆಳಮುಖ ಸ್ಥಳಾಂತರ
downward motion,ಕೆಳಮುಖ ಚಲನೆ
downward velocity,ಕೆಳಮುಖ ವೇಗ
drag,ಎಳೆಯಿರಿ
drag force,ಡ್ರ್ಯಾಗ್ ಫೋರ್ಸ್
dual,ದ್ವಂದ್ವ
dual basis,ಉಭಯ ಆಧಾರ
dual inner product,ಎರಡು ಆಂತರಿಕ ಉತ್ಪನ್ನ
dual linear programming problem,ಡ್ಯುಯಲ್ ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ
dual operation,ಎರಡು ಕಾರ್ಯಾಚರಣೆ
dual problem,ಉಭಯ ಸಮಸ್ಯೆ
dual simplex algorithm,ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ಅಲ್ಗಾರಿದಮ್
dual simplex technique,ಡ್ಯುಯಲ್ ಸಿಂಪ್ಲೆಕ್ಸ್ ತಂತ್ರ
dual space,ಡ್ಯುಯಲ್ ಸ್ಪೇಸ್
dual variable,ಡ್ಯುಯಲ್ ವೇರಿಯಬಲ್
dual vector space,ಡ್ಯುಯಲ್ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್
dummy index,ನಕಲಿ ಸೂಚ್ಯಂಕ
dummy subscript,ನಕಲಿ ಚಂದಾದಾರಿಕೆ
dummy suffix,ನಕಲಿ ಪ್ರತ್ಯಯ
dummy variable,ನಕಲಿ ವೇರಿಯಬಲ್
duplicator process,ನಕಲು ಪ್ರಕ್ರಿಯೆ
dynamical,ಕ್ರಿಯಾತ್ಮಕ
dynamical system,ಕ್ರಿಯಾತ್ಮಕ ವ್ಯವಸ್ಥೆ
dynamic demand function,ಡೈನಾಮಿಕ್ ಬೇಡಿಕೆ ಕಾರ್ಯ
dynamic model,ಕ್ರಿಯಾತ್ಮಕ ಮಾದರಿ
dynamic programming,ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
dynamic programming approach,ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ವಿಧಾನ
dynamic programming technique,ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ತಂತ್ರ
dynamics,ಡೈನಾಮಿಕ್ಸ್
dynamics of a particle,ಒಂದು ಕಣದ ಡೈನಾಮಿಕ್ಸ್
dynamics of rigid bodies,ಕಟ್ಟುನಿಟ್ಟಾದ ದೇಹಗಳ ಡೈನಾಮಿಕ್ಸ್
earth,ಭೂಮಿ
earthquake intensity,ಭೂಕಂಪದ ತೀವ್ರತೆ
eccentricity,ವಿಕೇಂದ್ರೀಯತೆ
eclipse,ಗ್ರಹಣ
econometric forecast,ಆರ್ಥಿಕ ಮುನ್ಸೂಚನೆ
econometrician,ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ
econometrics,ಅರ್ಥಶಾಸ್ತ್ರ
economics,ಅರ್ಥಶಾಸ್ತ್ರ
edge,ಅಂಚು
edge of a convex set,ಪೀನ ಗುಂಪಿನ ಅಂಚು
efficiency factor,ದಕ್ಷತೆಯ ಅಂಶ
eigen element,ಐಜೆನ್ ಅಂಶ
eigen function,ಐಜೆನ್ ಕಾರ್ಯ
eigen value,ಈಜೆನ್ ಮೌಲ್ಯ
eigen value equation,ಐಜೆನ್ ಮೌಲ್ಯ ಸಮೀಕರಣ
eigen vector,ಐಜೆನ್ ವೆಕ್ಟರ್
elastic,ಸ್ಥಿತಿಸ್ಥಾಪಕ
elastic constant,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸ್ಥಿರ
elastic equilibrium,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸಮತೋಲನ
elasticity,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
elasticity surface,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ ಮೇಲ್ಮೈ
electronic computer,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಂಪ್ಯೂಟರ್
element,ಅಂಶ
elementary column operation,ಪ್ರಾಥಮಿಕ ಕಾಲಮ್ ಕಾರ್ಯಾಚರಣೆ
elementary event,ಪ್ರಾಥಮಿಕ ಘಟನೆ
elementary function,ಪ್ರಾಥಮಿಕ ಕಾರ್ಯ
elementary operation,ಪ್ರಾಥಮಿಕ ಕಾರ್ಯಾಚರಣೆ
elementary outcome,ಪ್ರಾಥಮಿಕ ಫಲಿತಾಂಶ
elementary probability law,ಪ್ರಾಥಮಿಕ ಸಂಭವನೀಯತೆಯ ಕಾನೂನು
elementary row operation,ಪ್ರಾಥಮಿಕ ಸಾಲಿನ ಕಾರ್ಯಾಚರಣೆ
eliminate,ತೊಡೆದುಹಾಕಲು
elemination procedure,ಹೊರಹಾಕುವ ವಿಧಾನ
ellipse,ದೀರ್ಘವೃತ್ತ
ellipsoid,ಅಂಡಾಕಾರದ
ellipsoidal,ದೀರ್ಘವೃತ್ತಾಕಾರದ
ellipsoidal surface,ದೀರ್ಘವೃತ್ತಾಕಾರದ ಮೇಲ್ಮೈ
elliptical body,ಅಂಡಾಕಾರದ ದೇಹ
embedding,ಎಂಬೆಡಿಂಗ್
emission,ಹೊರಸೂಸುವಿಕೆ
empirical data,ಪ್ರಾಯೋಗಿಕ ಡೇಟಾ
empirical formula,ಪ್ರಾಯೋಗಿಕ ಸೂತ್ರ
empirical probability,ಪ್ರಾಯೋಗಿಕ ಸಂಭವನೀಯತೆ
empirical relation,ಪ್ರಾಯೋಗಿಕ ಸಂಬಂಧ
empty set,ಖಾಲಿ ಸೆಟ್
enclosed,ಸುತ್ತುವರಿದಿದೆ
encoding,ಎನ್ಕೋಡಿಂಗ್
endomorphism,ಎಂಡೋಮಾರ್ಫಿಸಮ್
end point,ಅಂತಿಮ ಬಿಂದು
end point of class interval,ವರ್ಗ ಮಧ್ಯಂತರದ ಅಂತಿಮ ಬಿಂದು
energy,ಶಕ್ತಿ
energy momentum component,ಶಕ್ತಿಯ ಆವೇಗ ಘಟಕ
entering variable,ವೇರಿಯೇಬಲ್ ಅನ್ನು ನಮೂದಿಸಲಾಗುತ್ತಿದೆ
enumerable set,ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್
enumeration,ಎಣಿಕೆ
equal,ಸಮಾನ
equality,ಸಮಾನತೆ
equally likely,ಸಮಾನವಾಗಿ ಸಾಧ್ಯತೆ
equal probability selection method (=epsem),ಸಮಾನ ಸಂಭವನೀಯತೆಯ ಆಯ್ಕೆ ವಿಧಾನ (=epsem)
equate,ಸಮೀಕರಿಸು
equation,ಸಮೀಕರಣ
equation of first degree,ಮೊದಲ ಪದವಿಯ ಸಮೀಕರಣ
equation of second degree,ಎರಡನೇ ಪದವಿಯ ಸಮೀಕರಣ
equation of third degree,ಮೂರನೇ ಪದವಿಯ ಸಮೀಕರಣ
equator,ಸಮಭಾಜಕ
equicontinuous,ಸಮಾನ ನಿರಂತರ
equilateral,ಸಮಬಾಹು
equilibrium,ಸಮತೋಲನ
equilibrium of forces,ಶಕ್ತಿಗಳ ಸಮತೋಲನ
equilibrium point,ಸಮತೋಲನ ಬಿಂದು
equivalence,ಸಮಾನತೆ
equivalence class,ಸಮಾನತೆಯ ವರ್ಗ
equivalence relation,ಸಮಾನತೆಯ ಸಂಬಂಧ
equivalent,ಸಮಾನ
equivalent matrix,ಸಮಾನ ಮ್ಯಾಟ್ರಿಕ್ಸ್
equivalent set,ಸಮಾನ ಸೆಟ್
ergodicity,ಎರ್ಗೋಡಿಸಿಟಿ
error,ದೋಷ
error analysis,ದೋಷ ವಿಶ್ಲೇಷಣೆ
error code,ದೋಷ ಕೋಡ್
error coefficient,ದೋಷ ಗುಣಾಂಕ
error of mean square,ಸರಾಸರಿ ಚೌಕದ ದೋಷ
error of the first kind,ಮೊದಲ ರೀತಿಯ ದೋಷ
error of the second kind,ಎರಡನೇ ರೀತಿಯ ದೋಷ
escape probability,ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ಸಂಭವನೀಯತೆ
escape velocity,ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ವೇಗ
E. Schmidt's orthogonalization process,E. ಸ್ಮಿತ್ ಅವರ ಆರ್ಥೋಗೋನಲೈಸೇಶನ್ ಪ್ರಕ್ರಿಯೆ
escribed circle,ಬರೆದ ವೃತ್ತ
essential,ಅತ್ಯಗತ್ಯ
essentially unique,ಮೂಲಭೂತವಾಗಿ ಅನನ್ಯ
estimate,ಅಂದಾಜು
estimation method,ಅಂದಾಜು ವಿಧಾನ
Euclidean coordinate,ಯೂಕ್ಲಿಡಿಯನ್ ನಿರ್ದೇಶಾಂಕ
Euclidean domain,ಯೂಕ್ಲಿಡಿಯನ್ ಡೊಮೇನ್
Euclidean geometry,ಯೂಕ್ಲಿಡಿಯನ್ ಜ್ಯಾಮಿತಿ
Euclidean n-space,ಯೂಕ್ಲಿಡಿಯನ್ ಎನ್-ಸ್ಪೇಸ್
Euclidean plane,ಯೂಕ್ಲಿಡಿಯನ್ ವಿಮಾನ
Euler's theorem,ಯೂಲರ್ ಪ್ರಮೇಯ
evaluate,ಮೌಲ್ಯಮಾಪನ
even,ಸಹ
even curve,ಸಹ ಕರ್ವ್
even function,ಸಹ ಕಾರ್ಯ
even multiple,ಸಹ ಬಹು
even number,ಸಮ ಸಂಖ್ಯೆ
even odd symmetry,ಸಮ ಬೆಸ ಸಮ್ಮಿತಿ
even permutation,ಕ್ರಮಪಲ್ಲಟನೆ ಕೂಡ
event,ಘಟನೆ
even term,ಸಹ ಪದ
exact,ನಿಖರ
exact chi-square test,ನಿಖರವಾದ ಚಿ-ಚದರ ಪರೀಕ್ಷೆ
exact differential,ನಿಖರವಾದ ವ್ಯತ್ಯಾಸ
exact equation,ನಿಖರವಾದ ಸಮೀಕರಣ
example,ಉದಾಹರಣೆ
exchange,ವಿನಿಮಯ
exhaustive event,ಸಮಗ್ರ ಘಟನೆ
existence axiom,ಅಸ್ತಿತ್ವದ ಮೂಲತತ್ವ
existence probability(= a priori probability),ಅಸ್ತಿತ್ವದ ಸಂಭವನೀಯತೆ (= ಪೂರ್ವ ಸಂಭವನೀಯತೆ)
existence theorem,ಅಸ್ತಿತ್ವದ ಪ್ರಮೇಯ
exogenous variable,ಬಾಹ್ಯ ವೇರಿಯಬಲ್
expansion,ವಿಸ್ತರಣೆ
expectation function,ನಿರೀಕ್ಷೆಯ ಕಾರ್ಯ
expected frequency,ನಿರೀಕ್ಷಿತ ಆವರ್ತನ
expected value,ನಿರೀಕ್ಷಿತ ಮೌಲ್ಯ
experiment,ಪ್ರಯೋಗ
experimental error,ಪ್ರಾಯೋಗಿಕ ದೋಷ
explanation,ವಿವರಣೆ
explicit equation,ಸ್ಪಷ್ಟ ಸಮೀಕರಣ
explicit form,ಸ್ಪಷ್ಟ ರೂಪ
explicit function,ಸ್ಪಷ್ಟ ಕಾರ್ಯ
explicit solution,ಸ್ಪಷ್ಟ ಪರಿಹಾರ
exponent,ಘಾತ
exponential curve,ಘಾತೀಯ ಕರ್ವ್
exponential density function,ಘಾತೀಯ ಸಾಂದ್ರತೆಯ ಕಾರ್ಯ
exponential distribution,ಘಾತೀಯ ವಿತರಣೆ
exponential equation,ಘಾತೀಯ ಸಮೀಕರಣ
exponential function,ಘಾತೀಯ ಕಾರ್ಯ
exponential growth,ಘಾತೀಯ ಬೆಳವಣಿಗೆ
exponential law,ಘಾತೀಯ ಕಾನೂನು
exponential map,ಘಾತೀಯ ನಕ್ಷೆ
exponential series,ಘಾತೀಯ ಸರಣಿ
expression,ಅಭಿವ್ಯಕ್ತಿ
extended interval,ವಿಸ್ತೃತ ಮಧ್ಯಂತರ
extended real line,ನೈಜ ರೇಖೆಯನ್ನು ವಿಸ್ತರಿಸಲಾಗಿದೆ
extended real number system,ವಿಸ್ತೃತ ನೈಜ ಸಂಖ್ಯೆ ವ್ಯವಸ್ಥೆ
extension of a mapping,ಮ್ಯಾಪಿಂಗ್ ವಿಸ್ತರಣೆ
exterior angle,ಬಾಹ್ಯ ಕೋನ
exterior area,ಬಾಹ್ಯ ಪ್ರದೇಶ
exterior point,ಬಾಹ್ಯ ಬಿಂದು
external,ಬಾಹ್ಯ
extrapolation of trend value,ಪ್ರವೃತ್ತಿ ಮೌಲ್ಯದ ಎಕ್ಸ್ಟ್ರಾಪೋಲೇಶನ್
extrapolation technique,ಹೊರತೆಗೆಯುವ ತಂತ್ರ
extremal value,ವಿಪರೀತ ಮೌಲ್ಯ
extreme,ವಿಪರೀತ
extreme point,ತೀವ್ರ ಬಿಂದು
extreme point of convex set,ಪೀನ ಸೆಟ್ನ ತೀವ್ರ ಬಿಂದು
extremum of a function,ಒಂದು ಕಾರ್ಯದ ತೀವ್ರತೆ
extremum property,ವಿಪರೀತ ಆಸ್ತಿ
face,ಮುಖ
face value,ಮುಖ ಬೆಲೆ
factor,ಅಂಶ
factor analysis,ಅಂಶ ವಿಶ್ಲೇಷಣೆ
factored,ಅಪವರ್ತನೀಯ
factorial,ಅಪವರ್ತನೀಯ
factorial design,ಅಪವರ್ತನೀಯ ವಿನ್ಯಾಸ
factorization,ಅಪವರ್ತನೀಕರಣ
factorise,ಫ್ಯಾಕ್ಟರೈಸ್
fair game,ನ್ಯಾಯೋಚಿತ ಆಟ
FALSE,ತಪ್ಪು
family,ಕುಟುಂಬ
family of circles,ವಲಯಗಳ ಕುಟುಂಬ
family curves,ಕುಟುಂಬ ವಕ್ರಾಕೃತಿಗಳು
family of functions,ಕಾರ್ಯಗಳ ಕುಟುಂಬ
family of lines,ಸಾಲುಗಳ ಕುಟುಂಬ
facsimile,ನಕಲು
F-distribution,ಎಫ್-ವಿತರಣೆ
feasible basic solution,ಕಾರ್ಯಸಾಧ್ಯ ಮೂಲ ಪರಿಹಾರ
feasible solution,ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ
feed back,ಮತ್ತೆ ಆಹಾರ
Fermat principle,ಫರ್ಮಾಟ್ ತತ್ವ
Fermat's theorem,ಫೆರ್ಮಟ್ ಪ್ರಮೇಯ
Fermi-Dirac statistics,ಫೆರ್ಮಿ-ಡಿರಾಕ್ ಅಂಕಿಅಂಶಗಳು
Fibonacci number,ಫಿಬೊನಾಕಿ ಸಂಖ್ಯೆ
Fibonacci series,ಫಿಬೊನಾಕಿ ಸರಣಿ
field,ಕ್ಷೇತ್ರ
final velocity,ಅಂತಿಮ ವೇಗ
finite,ಸೀಮಿತ
finite basis,ಸೀಮಿತ ಆಧಾರ
finite decimal,ಸೀಮಿತ ದಶಮಾಂಶ
finite difference,ಸೀಮಿತ ವ್ಯತ್ಯಾಸ
finite difference method,ಸೀಮಿತ ವ್ಯತ್ಯಾಸ ವಿಧಾನ
finite dimensional,ಸೀಮಿತ ಆಯಾಮದ
finite dimensional vector space,ಸೀಮಿತ ಆಯಾಮದ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್
finite game,ಸೀಮಿತ ಆಟ
finite geometry,ಸೀಮಿತ ರೇಖಾಗಣಿತ
finite intersection,ಸೀಮಿತ ಛೇದಕ
finite many,ಸೀಮಿತ ಅನೇಕ
finite Markov chain,ಸೀಮಿತ ಮಾರ್ಕೊವ್ ಸರಣಿ
finiteness proof,ಸೀಮಿತತೆಯ ಪುರಾವೆ
finite number,ಸೀಮಿತ ಸಂಖ್ಯೆ
finite population,ಸೀಮಿತ ಜನಸಂಖ್ಯೆ
finite probability,ಸೀಮಿತ ಸಂಭವನೀಯತೆ
finite series,ಸೀಮಿತ ಸರಣಿ
finite set,ಸೀಮಿತ ಸೆಟ್
finite velocity,ಸೀಮಿತ ವೇಗ
finite volume,ಸೀಮಿತ ಪರಿಮಾಣ
fitting,ಅಳವಡಿಸುವ
fitting of curve,ವಕ್ರರೇಖೆಯ ಅಳವಡಿಕೆ
fitting of straight line,ನೇರ ರೇಖೆಯ ಅಳವಡಿಕೆ
fixed point theorem,ಸ್ಥಿರ ಬಿಂದು ಪ್ರಮೇಯ
fixed sample,ಸ್ಥಿರ ಮಾದರಿ
flight velocity,ಹಾರಾಟದ ವೇಗ
floating point arithmetic,ಫ್ಲೋಟಿಂಗ್ ಪಾಯಿಂಟ್ ಅಂಕಗಣಿತ
floating point system,ಫ್ಲೋಟಿಂಗ್ ಪಾಯಿಂಟ್ ಸಿಸ್ಟಮ್
flow chart,ಹರಿವಿನ ಚಾರ್ಟ್
flow velocity,ಹರಿವಿನ ವೇಗ
fluid dynamics,ದ್ರವ ಡೈನಾಮಿಕ್ಸ್
focal,ಫೋಕಲ್
focal chord,ಫೋಕಲ್ ಸ್ವರಮೇಳ
focal distance,ಫೋಕಲ್ ದೂರ
focal length,ನಾಭಿದೂರ
focus,ಗಮನ
foot,ಪಾದ
foot of perpendicular,ಲಂಬವಾಗಿರುವ ಅಡಿ
force of gravity,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಬಲ
forecasting,ಮುನ್ಸೂಚನೆ
formula,ಸೂತ್ರ
formulate,ರೂಪಿಸಿ
formulation,ಸೂತ್ರೀಕರಣ
forward difference,ಮುಂದೆ ವ್ಯತ್ಯಾಸ
forward interpolation,ಫಾರ್ವರ್ಡ್ ಇಂಟರ್ಪೋಲೇಷನ್
foundation of mathematics,ಗಣಿತದ ಅಡಿಪಾಯ
Fourier's analysis,ಫೋರಿಯರ್ ವಿಶ್ಲೇಷಣೆ
Fourier's series,ಫೋರಿಯರ್ ಸರಣಿ
Fourier's transform,ಫೋರಿಯರ್ ರೂಪಾಂತರ
fraction,ಭಿನ್ನರಾಶಿ
fractional coordinate,ಭಾಗಶಃ ನಿರ್ದೇಶಾಂಕ
fractional number,ಭಾಗಶಃ ಸಂಖ್ಯೆ
fractional programming,ಭಾಗಶಃ ಪ್ರೋಗ್ರಾಮಿಂಗ್
free path,ಉಚಿತ ಮಾರ್ಗ
free vector,ಉಚಿತ ವೆಕ್ಟರ್
frequency,ಆವರ್ತನ
frequency column,ಆವರ್ತನ ಕಾಲಮ್
frequency curve,ಆವರ್ತನ ಕರ್ವ್
frequency distribution,ತರಂಗಾಂತರ ವಿತರಣೆ
frequency histogram,ಆವರ್ತನ ಹಿಸ್ಟೋಗ್ರಾಮ್
frequency of occurrence,ಸಂಭವಿಸುವಿಕೆಯ ಆವರ್ತನ
frequency polygon,ಆವರ್ತನ ಬಹುಭುಜಾಕೃತಿ
frequency table,ಆವರ್ತನ ಕೋಷ್ಟಕ
frustum,ಹತಾಶೆ
frustum of a pyramid,ಪಿರಮಿಡ್‌ನ ಹತಾಶೆ
frustum of a sphere,ಒಂದು ಗೋಳದ ಹತಾಶೆ
full expansion,ಪೂರ್ಣ ವಿಸ್ತರಣೆ
function,ಕಾರ್ಯ
functional analysis,ಕ್ರಿಯಾತ್ಮಕ ವಿಶ್ಲೇಷಣೆ
fundamental,ಮೂಲಭೂತ
fundamental theorem,ಮೂಲಭೂತ ಪ್ರಮೇಯ
fundamental theorem of algebra,ಬೀಜಗಣಿತದ ಮೂಲಭೂತ ಪ್ರಮೇಯ
galaxy,ನಕ್ಷತ್ರಪುಂಜ
Galois field,ಗಲೋಯಿಸ್ ಕ್ಷೇತ್ರ
Galois group,ಗಲೋಯಿಸ್ ಗುಂಪು
gambler's ruin,ಜೂಜುಕೋರನ ನಾಶ
game and move,ಆಟ ಮತ್ತು ಸರಿಸಲು
game of chance,ಅವಕಾಶದ ಆಟ
game of dice,ದಾಳಗಳ ಆಟ
games theory,ಆಟಗಳ ಸಿದ್ಧಾಂತ
games with perfect recall,ಪರಿಪೂರ್ಣ ಮರುಸ್ಥಾಪನೆಯೊಂದಿಗೆ ಆಟಗಳು
game value,ಆಟದ ಮೌಲ್ಯ
gamma function,ಗಾಮಾ ಕಾರ್ಯ
Gauss-Argand plane,ಗೌಸ್-ಅರ್ಗಾಂಡ್ ವಿಮಾನ
Gaussian curve,ಗಾಸಿಯನ್ ಕರ್ವ್
Gaussian elimination,ಗಾಸಿಯನ್ ನಿರ್ಮೂಲನೆ
Gaussian plane,ಗಾಸಿಯನ್ ವಿಮಾನ
Gauss-Jordan reduction,ಗೌಸ್-ಜೋರ್ಡಾನ್ ಕಡಿತ
general case,ಸಾಮಾನ್ಯ ಪ್ರಕರಣ
general convergence theorem,ಸಾಮಾನ್ಯ ಒಮ್ಮುಖ ಪ್ರಮೇಯ
general equation,ಸಾಮಾನ್ಯ ಸಮೀಕರಣ
general factor,ಸಾಮಾನ್ಯ ಅಂಶ
general form,ಸಾಮಾನ್ಯ ರೂಪ
general formula,ಸಾಮಾನ್ಯ ಸೂತ್ರ
general game,ಸಾಮಾನ್ಯ ಆಟ
general inference,ಸಾಮಾನ್ಯ ತೀರ್ಮಾನ
general integral,ಸಾಮಾನ್ಯ ಅವಿಭಾಜ್ಯ
generalization,ಸಾಮಾನ್ಯೀಕರಣ
