Gujarati,Odiya
નાણાકીય શક્યતા,ଆର୍ଥିକ ସମ୍ଭାବନା |
ફાઇન એકંદર,ଭଲ ଏଗ୍ରିଗେଟ୍ |
ફિસર્ડ ખડક,ଖଣ୍ଡ ଖଣ୍ଡ |
ધ્વજ પથ્થર,ପତାକା ପଥର |
ફ્લેમિશ બોન્ડ,ଫ୍ଲେମିସ୍ ବନ୍ଧନ |
ફ્લેશિંગ,ଫ୍ଲାସ୍
ચમકદાર પ્રવાહ,ଚମତ୍କାର ଷ୍ଟ୍ରିମ୍ |
સપાટ છત,ଫ୍ଲାଟ ଛାତ |
ફ્લેચે,ଫ୍ଲେଚେ
ફ્લેમિશ ગાર્ડન વોલ બોન્ડ,ଫ୍ଲେମିସ୍ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |
ચકમક,ଫ୍ଲିଣ୍ଟ |
ફ્લિન્ટ દિવાલ,ଫ୍ଲିଣ୍ଟ କାନ୍ଥ |
ફ્લોટિંગ ફ્લોર,ଭାସମାନ ଚଟାଣ |
ફ્લોક્યુલેશન,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ |
ફ્લોક્યુલેશન મર્યાદા,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ସୀମା |
ફ્લોક્યુલેશન રેશિયો,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ଅନୁପାତ |
ફ્લોક્યુલ્સ,ଫ୍ଲୋକ୍ୟୁଲ୍ସ |
ફ્લોર,ଚଟାଣ
ફ્લોર સીલ,ଚଟାଣ ସିଲ୍ |
પ્રવાહ,ପ୍ରବାହ
વધઘટ,ଅସ୍ଥିରତା |
ફૂટિંગ,ଫୁଟିଂ
ફાઉન્ડેશન,ଫାଉଣ୍ଡେସନ୍
ફ્રી ફોલ બેરો ટોપિંગ મિક્સર,ମାଗଣା ପତନ ବାରୋ ଟପିଙ୍ଗ୍ ମିକ୍ସର୍ |
ફ્રી ફોલ મિક્સર (ડ્રમ પ્રકાર),ମାଗଣା ପତନ ମିକ୍ସର୍ (ଡ୍ରମ୍ ପ୍ରକାର)
મફત પથ્થર,ମାଗଣା ପଥର |
ફ્રેશેટ,ଫ୍ରେଶେଟ୍ |
ઘર્ષણ ખૂંટો,ଘର୍ଷଣ ଗଦା |
દેડકા,ବେଙ୍ଗ
ગેબલ,ଗେବୁଲ୍ |
ગેબલેટ,ଗାବଲେଟ୍ |
ગેમ્બ્રેલ છત,ଗାମ୍ବ୍ରେଲ୍ ଛାତ |
ગેજ,ଗେଜ୍
માપન વિભાગ,ଗଗିଂ ବିଭାଗ |
ગેજિંગ સ્ટેશન,ଗଗିଂ ଷ୍ଟେସନ୍ |
સામાન્ય સ્થાન યોજના,ସାଧାରଣ ଅବସ୍ଥାନ ଯୋଜନା |
સામાન્ય વેન્ટિલેશન,ସାଧାରଣ ଭେଣ୍ଟିଲେସନ୍ |
G ક્ષિતિજ અથવા gley ક્ષિતિજ,ଜି ରାଶି କିମ୍ବା ଗଲି ରାଶି |
સુધી હિમનદી,ଗ୍ଲାସିଆଲ୍ ପର୍ଯ୍ୟନ୍ତ
જીનીસ,ଗ୍ନିସ୍ |
માલ યાર્ડ,ଦ୍ରବ୍ୟ ପ୍ରାଙ୍ଗଣ
ઢાળ પ્રતિકાર,ଗ୍ରେଡିଏଣ୍ଟ୍ ପ୍ରତିରୋଧ |
ગ્રેનાઈટ,ଗ୍ରାନାଇଟ୍ |
દાણાદાર માળખું,ଗ୍ରାନୁଲାର୍ ଗଠନ |
દાણાદાર,ଗ୍ରାନୁଲେସନ୍ |
ગ્રાન્યુલ,ଗ୍ରାନୁଲ୍ |
ગુરુત્વાકર્ષણ મુક્ત પાણી,ମାଧ୍ୟାକର୍ଷଣ ଜଳ ମୁକ୍ତ ଜଳ |
ગુરુત્વાકર્ષણ યાર્ડ,ମାଧ୍ୟାକର୍ଷଣ ପ୍ରାଙ୍ଗଣ |
ગ્રેટ માટી જૂથ,ମହାନ ମାଟି ଗୋଷ୍ଠୀ |
ગ્રિલેજ ફાઉન્ડેશન,ଗ୍ରିଲେଜ୍ ଫାଉଣ୍ଡେସନ୍ |
ગ્રાઉન્ડ હેન્ડ મોલ્ડિંગ,ଗ୍ରାଉଣ୍ଡ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
જૂથબદ્ધ ડોક,ଗ୍ରୁପ୍ ଡକ୍ |
ગ્રુપ હાઉસિંગ,ଗୋଷ୍ଠୀ ଗୃହ
અતિથિ ખંડ,ଅତିଥି ଗୃହ
ગટર,ଗୁଟର୍ |
ગટર ધારક,ଗୁଟର ଧାରକ |
ગટર ચેક,ଗୁଟର ଯାଞ୍ଚ |
હેમર ડ્રેસિંગ,ହାମର ଡ୍ରେସିଂ |
હાર્બર,ହାରବର୍
આશ્રય બંદર,ଆଶ୍ରୟସ୍ଥଳ
સખત તપેલી,ହାର୍ଡ ପ୍ୟାନ |
હેડર,ହେଡର୍
હેડર બોન્ડ,ହେଡର୍ ବଣ୍ଡ୍ |
હેડર કોર્સ,ହେଡର୍ ପାଠ୍ୟକ୍ରମ
હેડ ગેટ સ્ટ્રક્ચર,ହେଡ୍ ଗେଟ୍ ଗଠନ |
કેનાલના વડા,କେନାଲର ମୁଖ୍ୟ |
હેડ રેગ્યુલેટર,ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
હેરિંગ બોન બોન્ડ,ହେରିଙ୍ଗ ହାଡ ବନ୍ଧନ |
હાર્ટીંગ,ହୃଦୟ
ભીનાશની ગરમી,ଓଦା ଗରମ |
ઉચ્ચ એલ્યુમિના સિમેન્ટ,ଉଚ୍ଚ ଆଲୁମିନା ସିମେଣ୍ଟ |
હિપ,ହିପ୍
હિપ કેપિંગ,ହିପ୍ କ୍ୟାପିଙ୍ଗ୍ |
હિપ્ડ એન્ડ,ହିପ୍ ଶେଷ
હૂડ,ହୁଡ୍ |
હૂડ મોલ્ડિંગ,ହୁଡ୍ ମୋଲିଡିଂ |
હૂકનો કાયદો,ହୁକର ନିୟମ |
હૂપ આયર્ન,ଲୁହା ହୁପ୍ |
ક્ષિતિજ,ରାଶି
ભેજીકરણ,ଆର୍ଦ୍ରତା
"ભેજ, સંપૂર્ણ","ଆର୍ଦ୍ରତା, ସଂପୂର୍ଣ୍ଣ |"
"ભેજ, સંબંધિત","ଆର୍ଦ୍ରତା, ଆପେକ୍ଷିକ |"
હમ્પ યાર્ડ,ହମ୍ପ୍ ୟାର୍ଡ |
હાઇડ્રોલિક દબાણ,ହାଇଡ୍ରୋଲିକ୍ ଚାପ |
હાઇડ્રેશન,ହାଇଡ୍ରେସନ୍ |
હાઇડ્રોલિસિસ,ହାଇଡ୍ରୋଲାଇସିସ୍ |
હાઇડ્રોલિટીક એસિડિટી,ହାଇଡ୍ରୋଲାଇଟିକ୍ ଅମ୍ଳତା |
હાઇડ્રોમોર્ફિક માટી,ହାଇଡ୍ରୋମୋର୍ଫିକ୍ ମାଟି |
હાઇડ્રોફિલિક કોલોઇડ,ହାଇଡ୍ରୋଫିଲିକ୍ କୋଲଏଡ୍ |
હાઇડ્રોફોબિક કોલોઇડ,ହାଇଡ୍ରୋଫୋବିକ୍ କୋଲଏଡ୍ |
હાઇડ્રોસ્ટેટિક દબાણ ગુણોત્તર,ହାଇଡ୍ରୋଷ୍ଟାଟିକ୍ ଚାପ ଅନୁପାତ |
હાઇગ્રોસ્કેપ્ટિક ગુણાંક,ହାଇଗ୍ରୋସ୍କାପ୍ଟିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
હાઇગ્રોસ્કોપિક ભેજ,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
હાઇડ્રોસ્કોપીસીટી,ହାଇଡ୍ରୋସ୍କୋପିକ୍ଟି |
હાઇગ્રોસ્કોપિક ભેજ,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
હાયપરબેરિક ચેમ્બર,ହାଇପରବାରିକ୍ ଚାମ୍ବର |
હાઇપરસ્ટેટિક ફ્રેમ,ହାଇପରଷ୍ଟାଟିକ୍ ଫ୍ରେମ୍ |
હાઇપ્સોમીટર,ହାଇପୋସୋମିଟର |
રોશની,ଆଲୋକ
એમ્બિબેશન ભેજ,ଇମ୍ବିବେସନ୍ ଆର୍ଦ୍ରତା |
અપરિપક્વ માટી,ଅପରିପକ୍ୱ ମାଟି |
જપ્ત કરાયેલ ડોક,ପ୍ରଭାବିତ ଡକ୍ |
જમીનની આવકમાં વધારો,ଜମି ରାଜସ୍ୱ ବୃଦ୍ଧି
સ્વતંત્ર પાલખ,ସ୍ Independ ାଧୀନ ସ୍କାଫୋଲ୍ଡ |
ઈન્ડ્યુરેટેડ,ପ୍ରେରିତ |
પ્રારંભિક prestress,ପ୍ରାରମ୍ଭିକ ସମ୍ମାନ
પ્રારંભિક તણાવ,ପ୍ରାରମ୍ଭିକ ଟେନସନ |
આંતરદેશીય જળમાર્ગ બંદર,ଆଭ୍ୟନ୍ତରୀଣ ଜଳପଥ ବନ୍ଦର |
ઇન્સ્યુલેટીંગ બોર્ડ,ଇନସୁଲେଟିଂ ବୋର୍ଡ |
મધ્યવર્તી બંદર,ମଧ୍ୟବର୍ତ୍ତୀ ବନ୍ଦର |
આંતરિક ઘર્ષણ,ଆଭ୍ୟନ୍ତରୀଣ ଘର୍ଷଣ |
ઇન્ટ્રાઝોનલ માટી,ଇଣ୍ଟ୍ରାଜୋନାଲ ମାଟି |
આયન,ଆଇନ୍
આયન વિનિમય,ଆଇନ୍ ବିନିମୟ |
લોખંડની તપેલી,ଲୁହା ପ୍ୟାନ |
સિંચાઈવાળી જમીન,ଜଳସେଚିତ ଜମି |
સિંચાઈ,ଜଳସେଚନ
સિંચાઈ ઉપકર,ଜଳସେଚନ ବନ୍ଦ
જાંબ,ଜାମ୍
જોગલ,ଜୋଗଲ୍ |
જોગલ પિન,ଜୋଗଲ୍ ପିନ୍ |
જૌલ,ଜୁଲେ |
જમ્પર,ଜମ୍ପର୍ |
કિલોગ્રામ,କିଲୋଗ୍ରାମ |
કિલોગ્રામ બળ,କିଲୋଗ୍ରାମ ଫୋର୍ସ |
કિલોગ્રામ ફોર્સ મીટર,କିଲୋଗ୍ରାମ ଫୋର୍ସ ମିଟର |
કિલોવોટ કલાક,କିଲୋୱାଟ ଘଣ୍ଟା |
રાજા બંધ,ରାଜା ବନ୍ଦ
રસોડું,ରୋଷେଇ ଘର |
લેસ્ડ કૉલમ,ସ୍ତମ୍ଭ
લેગીંગ,ଲଗିଂ
લેમેલા મૂળ,ଲାମେଲା ମୂଳ |
લેમિનર પ્રવાહ,ଲାମିନାର୍ ପ୍ରବାହ |
દીવો છિદ્ર,ଦୀପ ଗର୍ତ୍ତ |
જમીન સંવર્ધન,ଜମି ଅଧିଗ୍ରହଣ
લેન્ડ સ્લાઇડિંગ,ଭୂମି ସ୍ଲାଇଡିଂ |
લેટેરાઇટ,ଲାଟେରାଇଟ୍ |
લેટેરાઇટ માટી,ଲାଟେରାଇଟ୍ ମାଟି |
મોટી સંખ્યાનો કાયદો,ବହୁ ସଂଖ୍ୟକ ନିୟମ |
લેઆઉટ યોજના,ଲେଆଉଟ୍ ଯୋଜନା |
ખાતાવહી,ଲେଜର
ચૂનો પાન,ଚୂନ ପ୍ୟାନ |
લિંટેલ,ଲିନଟେଲ୍ |
પ્રવાહી મર્યાદા,ତରଳ ସୀମା |
લાઈવ લોડ,ଲାଇଭ୍ ଲୋଡ୍ |
લોમ,ଲୋମ୍ |
સ્થાનિક એક્ઝોસ્ટ વેન્ટિલેશન,ସ୍ଥାନୀୟ ନିଷ୍କାସନ ଭେଣ୍ଟିଲେସନ୍ |
લોકો યાર્ડ,ଲୋକୋ ଅଗଣା |
લોસ,ଲୋସ୍ |
ઓછી પ્લાસ્ટિક મર્યાદા,ନିମ୍ନ ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
ઓછી ગરમી સિમેન્ટ,କମ୍ ଉତ୍ତାପ ସିମେଣ୍ଟ |
મશીન મોલ્ડિંગ,ମେସିନ୍ ମୋଲିଡିଂ |
મેક્રોસ્ટ્રક્ચર,ମାକ୍ରୋଷ୍ଟ୍ରକଚର |
મુખ્ય હેડ રેગ્યુલેટર,ମୁଖ୍ୟ ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
મુખ્ય બંદર,ମୁଖ୍ୟ ବନ୍ଦର
મેકઅપ એર,ମେକ୍ଅପ୍ ବାୟୁ |
મૅનસાર્ડ,ମାନସାର୍ଡ |
માર્શલિંગ યાર્ડ,ମାର୍ଶାଘାଇ ଅଗଣା |
ચણતર,ମାନସ
પરિપક્વતા તાપમાન,ପରିପକ୍ୱ ତାପମାତ୍ରା |
મેઝેનાઇન ફ્લોર,ମେଜଜାନାଇନ୍ ଚଟାଣ |
યાંત્રિક વિશ્લેષણ,ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ |
યાંત્રિક વેન્ટિલેશન,ଯାନ୍ତ୍ରିକ ଭେଣ୍ଟିଲେସନ୍ |
મેટ્રિક સિસ્ટમ,ମେଟ୍ରିକ୍ ସିଷ୍ଟମ୍ |
માઇક્રોસ્ટ્રક્ચર,ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |
મિલી સમકક્ષ,ମିଲି ସମାନ |
મિલી સમકક્ષ પ્રતિ લિટર,ଲିଟର ପିଛା ମିଲି ସମାନ |
ખનિજ,ମିନେରାଲ୍ |
ખનિજ માટી,ଖଣିଜ ମାଟି |
નાના બંદર,ଛୋଟ ବନ୍ଦର
Mitred બંધ,ମିତ୍ରେଡ୍ ବନ୍ଦ |
મોબાઇલ સોઇલ કોલોઇડ,ମୋବାଇଲ୍ ମାଟି କୋଲଏଡ୍ |
ભેજનું પ્રમાણ,ଆର୍ଦ୍ରତା ବିଷୟବସ୍ତୁ |
ભેજ ઢાળ,ଆର୍ଦ୍ରତା ଗ୍ରେଡିଏଣ୍ଟ୍ |
મોનોલિથ,ମୋନୋଲିଥ୍ |
મોનોરેલ,ମୋନୋରାଇଲ୍ |
નેશનલ હાર્બર કાઉન્સિલ,ଜାତୀୟ ବନ୍ଦର ପରିଷଦ |
કુદરતી પથારી,ପ୍ରାକୃତିକ ଶଯ୍ୟା |
કુદરતી પૂર્ણાહુતિ,ପ୍ରାକୃତିକ ସମାପ୍ତି |
કુદરતી બંદર,ପ୍ରାକୃତିକ ବନ୍ଦର
કુદરતી વેન્ટિલેશન,ପ୍ରାକୃତିକ ଭେଣ୍ଟିଲେସନ୍ |
નેવલ બંદર,ନାଭାଲ୍ ବନ୍ଦର
ન્યુટન,ନ୍ୟୁଟନ୍ |
બિન-સમાન પ્રવાહ,ଅଣ ୟୁନିଫର୍ମ ପ୍ରବାହ |
પાણીનો દર રોકે છે,ଜଳ ହାର ଦଖଲ କରେ |
ઓઇલ પેઇન્ટ,ତେଲ ରଙ୍ଗ |
તેલનો કૂવો સિમેન્ટ,ତେଲ କୂଅ ସିମେଣ୍ଟ |
ચેનલ ફ્લો ખોલો,ଖୋଲା ଚ୍ୟାନେଲ ପ୍ରବାହ |
મહત્તમ ભેજ,ସର୍ବୋଚ୍ଚ ଆର୍ଦ୍ରତା |
ઓર્ગેનિક માટી,ଜ Organ ବିକ ମାଟି |
ઓરિએન્ટેશન,ଓରିଏଣ୍ଟେସନ୍
ઓર્થોગોનલ,Orthogonal
ઓર્ટસ્ટેઇન,ଅର୍ଟଷ୍ଟାଇନ୍ |
બાહ્ય સંકેત,ବାହ୍ୟ ସଙ୍କେତ
ઓક્સિડેશન,ଅକ୍ସିଡେସନ୍ |
પેન્ટ્રી,ପାନ୍ଟ୍ରି |
પેરાપેટ,ପାରାପେଟ୍ |
પેરાપેટ દિવાલ,ପାରାପେଟ୍ କାନ୍ଥ |
પિતૃ સામગ્રી,ପିତାମାତା ସାମଗ୍ରୀ |
પેબલ કાસ્ટ પ્લાસ્ટર,ପେବଲ୍ କାଷ୍ଟ ପ୍ଲାଷ୍ଟର |
પેડલફર,ପେଡାଲଫର୍ |
પેડોકલ,ପେଡୋକାଲ୍ |
પેડોજેનેસિસ,ପେଡୋଜେନେସିସ୍ |
પેડોલોજી,ପେଡୋଲୋଜି |
પીડોસ્ફિયર,ପେଡୋସଫିସର୍ |
પેનેટ્રોમીટર,ପେନେଟ୍ରୋମିଟର |
પેન્ટ છત,ପେଣ୍ଟ ଛାତ |
પેપ્ટાઇઝિંગ એજન્ટ,ପେପ୍ଟାଇଜିଂ ଏଜେଣ୍ଟ |
વિશ્લેષણનો સમયગાળો,ବିଶ୍ଳେଷଣର ସମୟ |
પેપેન્ડ,Perpend
શોષણ,ପର୍ସପର୍ସନ୍ |
પિયર,ପିଆର୍ |
પિલાસ્ટર,ପାଇଲଷ୍ଟର |
પીચ,ପିଚ୍
ખાડાવાળી છત,ଛାତ ଛାତ
સાદો કોંક્રિટ,ସାଧା କଂକ୍ରିଟ୍ |
પ્લેન કોણ,ବିମାନ କୋଣ
સાદો યાર્ડ,ସମତଳ ପ୍ରାଙ୍ଗଣ
પ્લાન્સોલ,ପ୍ଲାନସୋଲ୍ |
પ્લાસ્ટિક સુસંગતતા,ପ୍ଲାଷ୍ଟିକ୍ ସ୍ଥିରତା |
પ્લાસ્ટીસીટી,ପ୍ଲାଷ୍ଟିକ୍ |
પ્લાસ્ટિસિટી ઇન્ડેક્સ,ପ୍ଲାଷ୍ଟିକ୍ ଇଣ୍ଡେକ୍ସ |
પ્લાસ્ટિસિટી મર્યાદા,ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
પ્લાસ્ટિસિટી શ્રેણી,ପ୍ଲାଷ୍ଟିକ୍ ପରିସର |
પ્લેટી માળખું,ପ୍ଲାଟି ଗଠନ |
પ્લિન્થ,ପ୍ଲିଣ୍ଟ୍ |
ખેડાણની માટી,ହଳ ମାଟି
આલુ પથ્થર,ଘିଅ ପଥର |
પોડઝોલ,ପୋଡଜୋଲ୍ |
નિર્દેશ,ସୂଚାଉଛି |
બહુકોણીય દિવાલ,ବହୁମୁଖୀ କାନ୍ଥ |
છિદ્ર જગ્યા,ଖୋଲା ସ୍ଥାନ |
બંદર,ବନ୍ଦର
હકારાત્મક વેન્ટિલેશન,ସକରାତ୍ମକ ଭେଣ୍ଟିଲେସନ୍ |
પ્રેરી માટી,ପ୍ରିରି ମାଟି |
ચોકસાઇ,ସଠିକତା
પ્રાથમિક કણ,ପ୍ରାଥମିକ କଣିକା |
પ્રિઝમેટિક માળખું,ପ୍ରିଜାମେଟିକ୍ ଗଠନ |
ઉત્પાદક કાર્ય,ଉତ୍ପାଦକ କାର୍ଯ୍ୟ |
પ્રોજેક્ટનું સમર્થન,ପ୍ରକଳ୍ପ ଯଥାର୍ଥତା |
રક્ષણાત્મક કાર્ય,ପ୍ରତିରକ୍ଷା କାର୍ଯ୍ୟ |
સ્યુડો-માયસેલિયમ,ସିଉଡୋ-ମାଇସେଲିୟମ୍ |
ખાબોચિયું,ପୁଡଲ୍ |
પગીંગ,ପଗ୍ କରିବା |
પ્યુમિસ,ପୁମିସ୍ |
પંચોન,ପୁଞ୍ଚେନ୍ |
કઠપૂતળી,ପପୁଟ୍
પુટલોગ,ପୁଟଲଗ୍ |
પુટલોગ સ્કેફોલ્ડ,ପୁଟ୍ଲଗ୍ ସ୍କାଫୋଲ୍ଡ |
જથ્થો સર્વેયર,ପରିମାଣ ସର୍ବେକ୍ଷଣକାରୀ |
ખાણનો રસ,କ୍ୱାରି ସପ୍ |
ક્વે,କ୍ୱେ
રાણી બંધ,ରାଣୀ ବନ୍ଦ
ક્વોઈન,କୁଇନ୍ |
રાફ્ટ ફાઉન્ડેશન,ରାଫ୍ଟ ଫାଉଣ୍ଡେସନ୍ |
રેકર,ରାକର୍ |
રેકિંગ,Raking
રેકિંગ બોન્ડ,ବନ୍ଧନ
Raking ફ્લેશિંગ,ଫ୍ଲାସ୍ କରିବା
ઝડપથી બદલાતો પ્રવાહ,ଶୀଘ୍ର ଭିନ୍ନ ଭିନ୍ନ ପ୍ରବାହ |
વસૂલપાત્ર ચુકવણી,ପୁନରୁଦ୍ଧାରଯୋଗ୍ୟ ଦେୟ |
લાલ પૃથ્વી,ଲାଲ ପୃଥିବୀ |
લાલ લોમ,ଲାଲ୍ ଲୋମ୍ |
રેગ્યુલેટર,ନିୟାମକ
રેગુર અથવા કાળી કપાસની માટી,ରେଗୁର କିମ୍ବା କଳା ସୂତା ମାଟି |
ચુકવણી કરાર,ପରିଶୋଧ ଚୁକ୍ତି
શેષ સંકોચન,ଅବଶିଷ୍ଟ ସଙ୍କୋଚନ |
શેષ માટી,ଅବଶିଷ୍ଟ ମାଟି |
ઉઘાડી,ପ୍ରକାଶ କରନ୍ତୁ |
પીન જણાવો,ପିନ୍ ପ୍ରକାଶ କରନ୍ତୁ |
ટાઈ જાહેર કરો,ଟାଇ ପ୍ରକାଶ କରନ୍ତୁ |
રિજ,ରିଜ୍
રિજ કેપિંગ,ରିଜ୍ କ୍ୟାପିଙ୍ଗ୍ |
નદી,ନଦୀ
રોડ સ્ટેડ,ରାସ୍ତା ସ୍ଥିର
રફ પ્લાસ્ટર,କଠିନ ପ୍ଲାଷ୍ଟର |
રોડાં,ଅଳିଆ |
રોડાં ચણતર,ଅଳିଆ ଆବର୍ଜନା |
રોડાંની દિવાલ,ଅଳିଆ ଆବର୍ଜନା |
ચાલી રહેલ માપન,ଚାଲୁଥିବା ପରିମାପ |
સલામત બેરિંગ ક્ષમતા,ନିରାପଦ ବହନ କ୍ଷମତା |
મીઠું ગ્લેઝ,ଲୁଣ ଗ୍ଲେଜ୍ |
નમૂનાનું કદ,ନମୁନା ଆକାର
નમૂના વિતરણ,ନମୁନା ବଣ୍ଟନ
સેમ્પલિંગ ભૂલ,ନମୁନା ତ୍ରୁଟି |
રેતી,ବାଲି
રેતી પૂર્ણાહુતિ,ବାଲି ଶେଷ
રેતી હાથ મોલ્ડિંગ,ବାଲି ହାତ ତିଆରି
સેન્ડિંગ,ବାଲିଯାତ୍ରା |
સંતૃપ્ત માટી,ପରିପୂର୍ଣ୍ଣ ମାଟି
સંતૃપ્ત માટી પેસ્ટ,ସନ୍ତୁଳିତ ମାଟି ପେଷ୍ଟ |
સંતૃપ્તિ અર્ક,ସାଚୁଚରେସନ୍ ଏକ୍ସଟ୍ରାକ୍ଟ |
સંતૃપ્તિ ટકાવારી,ସାଚୁଚରେସନ୍ ଶତକଡା
રકાબી ગુંબજ,ସସ୍ ଗମ୍ବୁଜ |
પાલખ,ସ୍କାଫୋଲ୍ଡ |
શિસ્ટ,ସ୍କିଷ୍ଟ୍ |
સમુદ્ર બંદર,ସମୁଦ୍ର ବନ୍ଦର
ગુપ્ત ગટર,ଗୁପ୍ତ ଗୁଟର୍ |
બીજું,ଦ୍ୱିତୀୟ |
સેડિમેન્ટેશન વિશ્લેષણ,ଅବତରଣ ବିଶ୍ଳେଷଣ |
અર્ધ-કૃત્રિમ બંદર,ସେମି-କୃତ୍ରିମ ବନ୍ଦର |
અર્ધ ભરતી ડોક,ସେମି ଜୁଆର ଡକ୍ |
સેનાઇલ,ସେନିଲ୍ |
શેલ,ଶେଲ୍
શીટનો ખૂંટો,ସିଟ୍ ଗଦା |
સંકોચન મર્યાદા,ସଙ୍କୋଚନ ସୀମା |
શટરીંગ,ବନ୍ଦ
સિઆલિટિક માટી,ସିଆଲିଟିକ୍ ମାଟି |
સિરોઝેમ,ସିରୋଜେମ୍ |
સીલ,ସିଲ୍ |
કાંપ,ସିଲ୍ଟ |
સિંગલ ફ્લેમિશ લોહી,ଏକକ ଫ୍ଲେମିସ୍ ରକ୍ତ |
એક દાણાદાર માળખું,ଏକକ ଶସ୍ୟ ଗଠନ |
હાડપિંજરની માટી,କଙ୍କାଳ ମାଟି |
સ્કર્ટિંગ,ସ୍କର୍ଟିଂ
સ્લીપર દિવાલ,ଶୋଇବା କାନ୍ଥ |
બાજુની ગટર,ସାଇଡ୍ ଗୁଟର୍ |
સ્લાઇડ નિયમ,ସ୍ଲାଇଡ୍ ନିୟମ |
સ્લિપ ડોક,ସ୍ଲିପ୍ ଡକ୍ |
સ્મોનીઝા,ସ୍ମୋନିଜା |
પલાળીને,ଭିଜିବା |
માટીનું જોડાણ,ମୃତ୍ତିକା ସଙ୍ଗଠନ |
માટી વર્ગ,ମୃତ୍ତିକା ଶ୍ରେଣୀ
માટી સંકુલ,ମୃତ୍ତିକା ଜଟିଳ |
જમીનની સુસંગતતા,ମୃତ୍ତିକାର ସ୍ଥିରତା |
માટી કુટુંબ,ମୃତ୍ତିକା ପରିବାର |
માટી ફ્રેમ વર્ક,ମୃତ୍ତିକା ଫ୍ରେମ୍ କାମ |
જમીનની ભેજ,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା |
જમીનમાં ભેજનું સંવર્ધન,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ବୃଦ୍ଧି |
જમીનમાં ભેજની ઉણપ,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ଅଭାବ |
માટી મોર્ફોલોજી,ମୃତ୍ତିକା ରୂପବିଜ୍ ology ାନ |
માટીનો કણ,ମୃତ୍ତିକା କଣିକା |
માટીનો તબક્કો,ମୃତ୍ତିକା ପର୍ଯ୍ୟାୟ |
માટી પ્રોફાઇલ,ମୃତ୍ତିକା ପ୍ରୋଫାଇଲ୍ |
માટીની પ્રતિક્રિયા,ମୃତ୍ତିକା ପ୍ରତିକ୍ରିୟା |
માટી અલગ પડે છે,ମୃତ୍ତିକା ଅଲଗା ହୁଏ |
માટી શ્રેણી,ମୃତ୍ତିକା କ୍ରମ |
માટી ઉકેલ,ମୃତ୍ତିକା ସମାଧାନ |
માટીનું માળખું,ମୃତ୍ତିକା ଗଠନ
માટીની રચના,ମୃତ୍ତିକା ଗଠନ
માટીનો પ્રકાર,ମୃତ୍ତିକା ପ୍ରକାର |
સોલમ,ସୋଲମ୍ |
સોર્પ્શન,Sorption
spalls,ସ୍ପଲ୍
ચોક્કસ આયન અસર,ନିର୍ଦ୍ଦିଷ୍ଟ ଆୟନ ପ୍ରଭାବ |
ચોરસ કોર્સ્ડ રોડાં ચણતર,ବର୍ଗାକାର କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |
ચોરસ નિયમિત કોર્સ્ડ રોડાં ચણતર,ସ୍କ୍ୱାର୍ଡ ନିୟମିତ କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |
સ્થિર પ્રવાહ,ସ୍ଥିର ପ୍ରବାହ |
સ્ટેપ્ડ ફ્લેશિંગ,ଷ୍ଟେପ୍ ଫ୍ଲାସ୍
સ્ટીકીનેસ,ସ୍ଥିରତା |
સ્ટિકિંગ પોઈન્ટ,ଷ୍ଟିକ୍ ପଏଣ୍ଟ |
પથ્થર,ପଥର |
સ્લોપ હેન્ડ મોલ્ડિંગ,ସ୍ଲପ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
પટ્ટા મિજાગરું,ଷ୍ଟ୍ରାପ୍ ହିଙ୍ଗ୍ |
સ્ટ્રો બોર્ડ,ଷ୍ଟ୍ରୋ ବୋର୍ଡ |
પ્રવાહ,ଷ୍ଟ୍ରିମ୍
તણાવ,ଚାପ
સ્ટ્રેચર,ଷ୍ଟ୍ରେଚର୍
સ્ટ્રેચર બોન્ડ,ଷ୍ଟ୍ରେଚର୍ ବଣ୍ଡ୍ |
સ્ટ્રેચર કોર્સ,ଷ୍ଟ୍ରେଚର୍ ପାଠ୍ୟକ୍ରମ
તાર,ବାକ୍ୟ
