Bengali,Telugu
গিব্বেরেলিক অ্যাসিড,గిబ్బెరెల్లిక్ ఆమ్లం
জিনিং,జిన్నింగ్
গ্লুম,గ్లూమ్
আঠালো,గ్లూటినస్
গ্লাইকোলাইসিস,గ్లైకోలిసిస్
Gneiss,గ్నిస్
সোনার বিপ্লব,గోల్డెన్ రివల్యూషన్
গ্রেডিং,గ్రేడింగ్
গ্রাফ্টেড উদ্ভিদ,అంటు వేసిన మొక్క
গ্রাফ্ট-ইনমপ্যাটেবল,అంటుకట్టుట-అపజయం
গ্রান্না,గ్రన్నా
গ্রানুলেশন,గ్రాన్యులేషన్
সবুজ সার,ఆకుపచ్చ ఎరువు
সবুজ বিপ্লব,హరిత విప్లవం
বৃদ্ধি এবং উন্নয়ন,పెరుగుదల మరియు అభివృద్ధి
গুমোসিস,గుమ్మోసిస్
Gynodioecious,గైనోడియోసియస్
গল বাদাম,పిత్తాశయ గింజ
রসুন,వెల్లుల్లి
জেরবেরা,గెర్బెరా
ঘেরকিন,గెర్కిన్
আদা,అల్లం
গ্ল্যাডিওলাস,గ్లాడియోలస్
ছাগলের আগাছা (আগেরেটাম),మేక కలుపు (అగెరాటమ్)
আঙ্গুর,ద్రాక్షపండు
আঙ্গুর,ద్రాక్ష
সবুজ ছোলা,ఆకుపచ్చ గ్రామ్
গ্রুইয়া,గ్రెవియా
চিনাবাদাম,వేరుశనగ
পেয়ারা,గువా
গিনি ঘাস,గినియా గడ్డి
গ্যাল মিড,పిత్తాశయ మిడ్జ్
ঘাস হপার,గడ్డి హాప్పర్
গুন্ডি বাগ,గుండీ బగ్
অভ্যাস,అలవాటు
শিলাবৃষ্টি,వడగళ్ళు
হেয়ারভেচ,హెయిరీ వెచ్
হ্যালোফাইট,హలోఫైట్
হ্যারো,హారో
ফসল সূচক,హార్వెస్ట్ ఇండెక్స్
ফসল,హార్వెస్ట్
ফসল কাটা,హార్వెస్టింగ్
হ্যাচ,హాచ్
খড়,హే
হেইলজ,హేలేజ్
হেইস্টক,హేస్టాక్
ধোঁয়াশা,పొగమంచు
আড়ম্বরপূর্ণ,మబ్బుగా
মাথা (কৃষি),తల (అగ్రో)
মাথা (চ্যানেলের),తల (ఛానెల్ యొక్క)
পিছনে মাথা,వెనుకకు వెళుతుంది
হেজ,హెడ్జ్
হেজিং,హెడ్జింగ్
হেলিক্স,హెలిక్స్
হেমাটাইট,హెమటైట్
ভেষজ,హెర్బ్
হার্বেরিয়াম,హెర్బేరియం
হার্বিসাইড,హెర్బిసైడ్
বংশগততা,వంశపారంపర్యత
হেরেটিবিলিটি,మతవిశ్వాశాల
হার্মাফ্রোডাইট,హెర్మాఫ్రోడైట్
হিটারোক্রোমেটিক,హెటెరోక్రోమటిక్
হেটেরোফেরটিলাইজেশন,హెటెరోఫెర్టిలైజేషన్
হিটারোসিস,హెటెరోసిస్
হেটেরোসোম,హెటెరోసోమ్
হিটারোট্রফ,హెటెరోట్రోఫ్
হেক্সাপ্লয়েড,హెక్సాప్లాయిడ్
হাইবারনেট,హైబర్నేట్
উচ্চ ঘনত্ব রোপণ,అధిక సాంద్రతగల నాటడం
পাহাড় (চাল),కొండ (బియ్యం)
হিস্টোগ্রাম,హిస్టోగ్రాం
হিটেক হর্টিকালচার,హిటెక్ హార్టికల్చర్
মুরগি,అందులో నివశించే తేనెటీగలు
হোয়িং,హూయింగ్
ধারণ,పట్టుకొని
হোম ফার্ম,హోమ్ ఫామ్
হোমিওস্টেসিস,హోమియోస్టాసిస్
হোমস্টেড,హోమ్‌స్టెడ్
সমজাতীয়তা,సజాతీయత
সমজাতীয়,సజాతీయ
হোমোলজাস,హోమోలోగస్
হোমোজাইগোট,హోమోజైగోట్
হপার,హాప్పర్
দিগন্ত,హోరిజోన్
উদ্যানতাত্ত্বিক ফসল,ఉద్యాన పంటలు
উদ্যানতত্ত্ব,హార్టికల్చర్
হর্টি-সিলভি যাজকীয় কৃষিকাজ,హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్
হোস্ট,హోస్ట్
গরম জল চিকিত্সা,వేడి నీటి చికిత్స
হাল,హల్
আর্দ্রতা,తేమ
হুমাস,హ్యూమస్
হুস্ক,హస్క్
হকার,హస్కర్
হুংস,హస్కింగ్
হাইব্রিড,హైబ్రిడ్
সংকরকরণ,హైబ్రిడైజేషన్
হাইড্রেশন,ఆర్ద్రీకరణ
জলবিদ্যুৎ,హైడ్రాలజీ
হাইড্রোলাইসিস,జలవిశ్లేషణ
হাইড্রোমিটার,హైడ్రోమీటర్
হাইড্রোফিলাস,హైడ్రోఫిలస్
জলবিদ্যুৎ,హైడ్రోపోనిక్స్
হাইড্রোস্ফিয়ার,హైడ్రోస్పియర్
হাইড্রোস্কোপিসিটি,జలవిద్యుత్
হাইপারপ্যারাসাইট,హైపర్‌పారాసైట్
হাইপারপ্লাজিয়া,హైపర్‌ప్లాసియా
হাইফা,హైఫా
হাইপোকোটাইল,హైపోకోటైల్
হাইপোথিসিস,పరికల్పన
হিস্টেরেসিস (জল),గర్భసంచి
হ্যাজেল বাদাম,హాజెల్ గింజ
শিং,జనపనార
হেনবেন,హెన్‌బేన్
হেনা,హెన్నా
হিবিস্কাস,మందార
খোঁড়ান,హాప్
ঘোড়া গ্রাম,ఉలవలు
হর্স-আই-শিম,గుర్రం-కంటి-బీన్
মৌমাছি,తేనెటీగ
হপার,హాప్పర్
উদ্যানতত্ত্ববিদ,హార్టికల్చర్
হাইড্রোলজিস্ট,హైడ్రాలజిస్ట్
সিটু গ্রাফটিংয়ে,సిటు అంటుకట్టుటలో
ভিট্রোতে,విట్రోలో
ভিভোতে,వివో లో
নির্বিচারে,విచక్షణారహితం
পোকামাকড়,పురుగు
কীটপতঙ্গ,పురుగుల తెగులు
পোকামাকড়,పురుగు
কীটনাশক,పురుగుమందు
পোকামাকড়,పురుగుమందు
ইনসোলেশন,ఇన్సోలేషన్
অদৃশ্য,కరగని
ইনস্টর (পোকামাকড়),నాడులు
ইনসুলেটর,ఇన్సులేటర్
ইন্টিগ্রেটেড ডিজিজ ম্যানেজমেন্ট,ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్
সংহত পুষ্টি ব্যবস্থাপনা,ఇంటిగ్రేటెడ్ పోషక నిర్వహణ
সমন্বিত বালাই ব্যবস্থাপনা,ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్
তীব্রতা,తీవ్రత
নিবিড়,ఇంటెన్సివ్
ইন্টারক্রপ,ఇంటర్‌క్రాప్
আন্তঃসংশ্লিষ্টতা (আন্তঃবিজ্ঞান),(పరస్పర కల్చే
স্বার্থ,వడ్డీ
ইন্টারনোড,ఇంటర్నోడ్
ইন্টারফেজ (সেল বিভাগ),కణ విభజన
ইন্টারপোলেশন,ఇంటర్‌పోలేషన్
আন্তঃমুখী,ఇంటర్-స్టెరైల్
ইনভেন্টরি,జాబితా
বিপর্যয়,విలోమం
জড়িত,Insucre
আয়ন,అయాన్
ইরেডিয়েশন,వికిరణం
সেচ,నీటిపారుదల
আইএসও অ্যালিলস,ISO యుగ్మ వికల్పాలు
আইএসও পণ্য বক্ররেখা,ISO ఉత్పత్తి వక్రత
আইসোবার,ఐసోబార్
আইসোগামি,ఐసోగామి
বিচ্ছিন্নতা দূরত্ব,ఐసోలేషన్ దూరం
আইসোপ্লয়েড,ఐసోప్లాయిడ్
আইসোক্যান্ট,ఐసోక్వాంట్
আইসোটোপ,ఐసోటోప్
ভারতীয় বার্চ,ఇండియన్ బిర్చ్
ইন্ডিয়ান ব্লু পাইন,ఇండియన్ బ్లూ పైన్
ভারতীয় চেরি,భారతీయ చెర్రీ
ভারতীয় জুনিপার,భారతీయ జునిపెర్
ভারতীয় কিনো গাছ,భారతీయ కినో చెట్టు
ভারতীয় লরাল ট্রি,భారతీయ లారల్ చెట్టు
ভারতীয় ম্যাডার,భారతీయ పిచ్చి
ভারতীয় ম্যাডলার,ఇండియన్ మాడ్లర్
ইন্ডিয়ান পোডো ফিলাম,ఇండియన్ పోడో ఫైలం
নীল,ఇండిగో
ইতালিয়ান বাজরা,ఇటాలియన్ మిల్లెట్
আইভরি গাছ,ఐవరీ ట్రీ
আইভী লাউ/লিটল লাউ,ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ
গুড়,బెల్లం
জাপোনিকা রাইস,జపోనికా రైస్
জ্যাসিড,జాసిద్
জাভানিকা রাইস,జవానికా రైస్
জেলিং,జెల్లింగ్
ঝুম চাষ,H ుమ్ సాగు
জাম্পিং জিন,జంపింగ్ జన్యువు
জাঙ্ক ডিএনএ,జంక్ DNA
কিশোর পর্ব,బాల్య దశ
জ্যাকারান্ডা,జాకరంద
জ্যাকফ্রুট,జాక్‌ఫ్రూట్
জামুন,జామున్
জুঁই,జాస్మిన్
জাট্টি খট্টি,జట్టి ఖట్టి
জ্যাটট্রোফা,జాట్రోఫా
পাট,జనపనార
জ্যাসিডস,జాసిడ్స్
কওলিন,కయోలిన్
কওলিনাইট,KAOLINITE
কওলিনাইট,KAOLINITE
ক্যারিঞ্চাইমা,కారింగైమా
ক্যারিওডেসমা,కారియోడెస్మా
ক্যারিওগামি,కార్యోగామి
ক্যারিওগ্রাম (আইডিওগ্রাম),కర్ణభ్యాసనము
ক্যারিওকাইনেসিস,కారియోకినిసిస్
ক্যারোলজি,కార్యాలజీ
ক্যারিওলাইসিস,కారియోలిసిస్
ক্যারিওন,కారియన్
ক্যারিওটাইপ,కార్యోటైప్
কেল্প (শেত্তলা),అల్గ
কেলভিন চক্র,కెల్విన్ సైకిల్
কেরাটিন,కెరాటిన్
কার্নেল,కెర్నల్
খাইরা রোগ,ఖైరా వ్యాధి
খরিফ,ఖరీఫ్
দুষ্টুমি,తమాషా
কিনেটোচোর,కైనెటోచోర్
বাগানের,వంటగది తోట
ক্লেইনফিল্টার সিনড্রোম,క్లీన్ఫిల్టర్ సిండ్రోమ్
ক্লেনো খণ্ড,Klenow భాగం
গিঁটিং,ముడి
কোচের পোস্টুলেট,కోచ్ యొక్క పోస్టులేట్
কোপ্পেনের শ্রেণিবিন্যাস (জলবায়ু),కొరిమి
ক্রেবস চক্র,క్రెబ్స్ చక్రం
কুর্তোসিস,కుర్టోసిస్
কেভিকে (কৃষ্ণ ভিগায়ান কেন্দ্র),KVK
কাদম,కడమ్
কালে,కాలే
ক্যানস ঘাস,కాన్స్ గడ్డి
করোন্ডা,కరోండా
"কিডনি বিন, রাজমাহ","కిడ్నీ బీన్, రాజ్మా"
কিউইফ্রিউট,కివిఫ్రియుట్
নোল খোল,నోల్ ఖోల్
কোডাম্পুলি,కోడాంపులి
কোডো মিললেট,కోడో మిల్లెట్
কোকাম মাখন গাছ (ম্যাঙ্গোস্টিন),కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్)
খাপ্রো বিটল,ఖాప్రా బీటిల్
এল.ডি .50 (মারাত্মক ডোজ 50),L.D.50 (ప్రాణాంతక మోతాదు 50)
অবতরণ করতে ল্যাব,ల్యాబ్ టు ల్యాండ్
লেবেল,లేబుల్
শ্রম,శ్రమ
ল্যাক অপেরন মডেল,లాక్ ఒపెరాన్ మోడల్
স্তন্যদান,చనుబాలివ్వడం
ল্যাকটোজেনিক হরমোন (প্রোল্যাকটিন),క్షీరసమూరం
ল্যাকটোজ,లాక్టోస్
পিছিয়ে থাকা স্ট্র্যান্ড,లాగింగ్ స్ట్రాండ్
ল্যাম্বদা ক্লোনিং ভেক্টর,లాంబ్డా క్లోనింగ్ వెక్టర్
ফলকিত বায়ু প্রবাহ,లామినార్ గాలి ప్రవాహం
ল্যাম্প ব্রাশ ক্রোমোজোম,దీపం బ్రష్ క్రోమోజోమ్
জমি,భూమి
ভূমি সক্ষমতা শ্রেণিবিন্যাস,భూమి సామర్థ్య వర్గీకరణ
ভূমি সক্ষমতা মানচিত্র,భూమి సామర్థ్య పటం
ভূমি অবক্ষয়,భూమి క్షీణత
ভূমি সমতুল্য অনুপাত,భూమి సమాన నిష్పత్తి
জমি সমতলকরণ,ల్యాండ్ లెవలింగ్
জমি উদ্ধার,భూమి పునరుద్ధరణ
ল্যান্ডস্কেপিং,ల్యాండ్ స్కేపింగ్
জমির উপযুক্ততা,భూమి అనుకూలత
ভূমি ব্যবহারের প্যাটার্ন,భూ వినియోగ విధానం
ল্যাঙ্গারহান্স সেল,లాంగర్‌హాన్స్ కణాలు
ভ্রষ্টতা হার,లోపం రేటు
লার্ভা,లార్వా
বিলম্ব,జాప్యం
সুপ্ত,గుప్త
সুপ্ত সংক্রমণ,గుప్త సంక్రమణ
পার্শ্বীয়,పార్శ్వ
লেটারাইট মাটি,లాటరైట్ నేలలు
ল্যাটেক্স,రబ్బరు పాలు
ল্যাথাইরিজম,లాథరిజం
ল্যাটিন স্কয়ার ডিজাইন (এলএসডি),లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి)
জাল,లాటిస్
সমন্বিত সুবিধার আইন,కంపన ప్రయోజనం యొక్క చట్టం
ধ্রুবক রিটার্ন আইন,స్థిరమైన రాబడి యొక్క చట్టం
হ্রাসের আইন,రాబడిని తగ్గించే చట్టం
ক্রমবর্ধমান retuns আইন,పెరుగుతున్న చట్టం
সীমাবদ্ধ কারণগুলির আইন,కారకాలు పరిమితం చేసే చట్టం
সর্বনিম্ন আইন,కనీస చట్టం
প্রতিস্থাপন আইন,ప్రత్యామ్నాయ చట్టం
পরিবর্তনশীল অনুপাত,వేరియబుల్ నిష్పత్తుల చట్టం
স্তর,పొర
বিন্যাস,లేఅవుట్
লিচেট,లీచేట్
ফাঁস দক্ষতা,లీచింగ్ సామర్థ్యం
ফাঁস প্রয়োজনীয়তা,లీచింగ్ అవసరం
শীর্ষস্থানীয় স্ট্র্যান্ড,ప్రముఖ స్ట్రాండ్
পাতার ক্ষেত্রের সময়কাল,ఆకు ప్రాంతం వ్యవధి
গাছের পাতা সূচক এলাকা,ఆకు ప్రాంత సూచిక
পাতার অঞ্চল অনুপাত,ఆకు ప్రాంత నిష్పత్తి
পাতা খনিজ,ఆకు మైనర్
পাতা পরীক্ষা,ఆకు పరీక్ష
পাতা,ఆకు
লিফলেট,కరపత్రం
ইজারা,లీజు
শিম,చిక్కుళ్ళు
লিসা - (কম শক্তি ইনপুট টেকসই কৃষি),లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం)
লেন্টিসেল,లెంటిసెల్
লেন্টো কৈশিক পয়েন্ট,లెంటో క్యాపిల్లరీ పాయింట్
লেপটোনেমা,లెప్టోనెమా
লেপটোস্পিরোসিস,లెప్టోస్పిరోసిస్
লিরো-মরফিক,లెరో-మార్ఫిక్
ক্ষত,గాయం
মারাত্মক রূপান্তর,ప్రాణాంతక మ్యుటేషన్
লিউকোপ্লাস্ট,ల్యూకోప్లాస్ట్
স্তর টেরেস,స్థాయి టెర్రేస్
লেভেলার (লেভেলার),లెవెలర్
সমতলকরণ (জমির),స్థాయి స్థాయికిట
লে ফার্মিং,లే వ్యవసాయం
ন্যূনতম লাইবিগের আইন,లైబిగ్ యొక్క కనీస చట్టం
লিগেশন,లిగేషన్
হালকা ক্ষতিপূরণ পয়েন্ট,తేలికపాటి పరిహారం పాయింట్
হালকা স্যাচুরেশন তীব্রতা,కాంతి సంతృప్త తీవ్రత
হালকা সংক্রমণ অনুপাত,కాంతి ప్రసార నిష్పత్తి
হালকা ফাঁদ,లైట్ ట్రాప్
লিমিং,పరిమితి
সীমাবদ্ধতা,పరిమితి
সীমাবদ্ধ ফ্যাক্টর,పరిమితం చేసే కారకం
লিমোনাইট,లిమోనైట్
লাইন,లైన్
লিনিয়ার প্রতিক্রিয়া,సరళ ప్రతిస్పందన
লিঙ্কেজ,అనుసంధానం
লিঙ্কেজ গ্রুপ,అనుసంధాన సమూహం
লিঙ্কার,లింకర్
লিন্ট সূচক,లింట్ ఇండెక్స్
লিন্টার,Linters
লিপিড,లిపిడ్
লাইপোলাইসিস,లిపోలిసిస్
তরলকরণ,లిక్విడేషన్
লিস্টার,లిస్టర్
লিস্টার,లిస్టర్
তালিকা,జాబితా
লিথোস্ফিয়ার,లిథోస్పియర్
লিটার,లిట్టర్
লাইভ মালচেস,లైవ్ మల్చెస్
লিভারওয়ার্ট,లివర్‌వోర్ట్
পশুসম্পত্তি,పశువులు
স্থানীয় নিয়ন্ত্রণ,స్థానిక నియంత్రణ
লোকস,లోకస్
পঙ্গপাল,మిడుత
লজিং (ফসল লজিং),బస (పంట బస)
লডিকুল,లోడిక్యూల్
লোস,Wheess
লোগারথিমিক রূপান্তর,లోగార్తిమిక్ పరివర్తన
দীর্ঘ - দিনের উদ্ভিদ,లాంగ్ - డే మొక్క
দীর্ঘ তরঙ্গ বিকিরণ,లాంగ్ వేవ్ రేడియేషన్
লুপ,లూప్
লোপিং,లాపింగ్
কাঠ,కలప
লাক্স,లక్స్
বিলাসবহুল খরচ (পুষ্টি),లగ్జరీ వినియోగం (పోషకం)
বিলাসবহুল জিন,లగ్జరీ జన్యువులు
লাইকোপেন,లైకోపీన్
লিম্ফ,శోషరస
লাইসিমিটার,లైసిమీటర్
কোষের লিসিস,సెల్ యొక్క లైసిస్
লাইসোজিনি,లైసోజెని
লাইসোসোম,లైసోజోమ్
লাইসোজাইম,లైసోజైమ్
লক্ষ গাছ,లాక్ ట్రీ
লক্ষ,లక్ష
"লেডির আঙুল, ওকরা","లేడీ ఫింగర్, ఓక్రా"
ল্যান্ড ক্যালট্রপস,భూమి కాల్‌ట్రోప్‌లు
ল্যান্টানা,లాంటానా
ল্যাথিরাস,లాథైరస్
পেঁয়াজ,లీక్
লেবু ঘাস,నిమ్మ గడ్డి
লেবু,నిమ్మకాయ
মসুর ডাল,కాయధాన్యం
লকুরিস,లెక్వోరిస్
লেটুস,పాలకూర
লিলি,లిల్లీ
চুন,సున్నం
তিসি,లిన్సీడ్
লিচি,లిట్చి
ছোট বাজরা,సామలు
দীর্ঘ তরমুজ,పొడవైన పుచ్చకాయ
দীর্ঘ মরিচ,పొడవైన మిరియాలు
লোকাট,లోక్వాట్
পদ্ম,లోటస్
Lurcerne,లార్సెర్న్
লক্ষ পোকামাকড়,లాక్ క్రిమి
লেডি বার্ড বিটল,లేడీ బర్డ్ బీటిల్
পাতা খনিজ,ఆకు మైనర్
পাতা রোলার,ఆకు రోలర్
পাতার ওয়েবার,ఆకు వెబ్బర్
পঙ্গপাল,మిడుత
ম্যাক্রো বিবর্তন,స్థూల పరిణామం
ম্যাক্রোক্লিমেট,మాక్రోక్లైమేట్
ম্যাক্রোমোলিকুল,స్థూల కణాలు
ম্যাক্রোমুটেশন,స్థూల
ম্যাক্রোনিউট্রিয়েন্ট,మాక్రోన్యూట్రియంట్
ম্যাক্রোপোরস,మాక్రోపోర్స్
ম্যাগগট,మాగ్గోట్
ম্যাগমা,మాగ్మా
ম্যাগনেসিয়া,మెగ్నీషియా
ম্যাগনেসিয়াম,మెగ్నీషియం
চৌম্বক আন্দোলক,మాగ్నెటిక్ స్టిరర్
মাত্রা,పరిమాణం
মহুয়া কেক,మహువా కేక్
রক্ষণাবেক্ষণ লাইন,మెయింటెనర్ లైన్
রক্ষণাবেক্ষণ,నిర్వహణ
ভুট্টা শেলার,మొక్కజొన్న షెల్లర్
পুরুষ জীবাণুমুক্ত,మగ శుభ్రత
ত্রুটি,వైకల్యం
ম্যালিগেন্সি,ప్రాణాంతకత
অপুষ্টি,పోషకాహార లోపం
অসৎ আচরণ,దుర్వినియోగం
ম্যাল্টিং,మాల్టింగ్
ম্যানেজার,మాంగర్
ম্যানগ্রোভ,మడ అడవులు
ম্যানোমিটার,మనోమీటర్
ম্যানোমিটার,మనోమీటర్
মন্টিসা (লোগারিদমের),మాంటిస్సా (లోగారిథం యొక్క)
সার,ఎరువు
সার,ఎరువు
প্রান্তিক,ఉపాంత
প্রান্তিক ব্যয়,ఉపాంత వ్యయం
প্রান্তিক জমি,ఉపాంత భూమి
প্রান্তিক পণ্য,ఉపాంత ఉత్పత్తి
প্রান্তিক রিটার্ন,ఉపాంత రాబడి
সামুদ্রিক,మెరైన్
চিহ্নিতকারী (জেনেটিক),గుర్తు
বাজার,సంత
বিপণনযোগ্য,విక్రయించదగినది
বিপণনযোগ্য উদ্বৃত্ত,విక్రయించదగిన మిగులు
বিপণন উদ্বৃত্ত,మార్కెట్ మిగులు
বিপণন,మార్కెటింగ్
মার্শ,మార్ష్
ভর প্রবাহ,ద్రవ్యరాశి ప్రవాహం
গণ নির্বাচন,సామూహిక ఎంపిక
ভর স্পেকট্রমিটার,మాస్-స్పెక్ట్రోమీటర్
মাস্ট,మాస్ట్
মাতৃ উত্তরাধিকার,తల్లి వారసత్వం
সঙ্গম,సంభోగం
ম্যাট্রিক সম্ভাবনা,మెట్రిక్ సంభావ్యత
পরিপক্কতা,పరిపక్వత
পরিপক্কতা (ফসল),పరిపక్వత (పంట)
সর্বাধিক উপলব্ধ জল,గరిష్టంగా అందుబాటులో ఉన్న నీరు
সর্বাধিক ফসল,గరిష్ట పంట
সর্বাধিক অবশিষ্টাংশ সীমা,గరిష్ట అవశేష పరిమితి
সর্বাধিক টেকসই ফলন,గరిష్ట స్థిరమైన దిగుబడి
সর্বাধিক থার্মোমিটার,గరిష్ట థర్మామీటర్
সর্বাধিক জল ধারণ ক্ষমতা,గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం
Medow orpharding,మేడో ఆర్చర్డింగ్
Meyly,మీలీ
বিচ্যুতি,సగటు విచలనం
গড় জীবন (পারমাণবিক),సగటు జీవితం (అణు)
সমুদ্র স্তর গড়,సముద్ర మట్టం సగటు
বর্গ মানে,చదరపు అర్థం
পরিমাপ করা,కొలత
মাপা,కొలత
যান্ত্রিক,యాంత్రిక
যান্ত্রিক বিশ্লেষণ (মাটি),యాంత్రిక విశ్లేషణ
যান্ত্রিক প্রতিবন্ধকতা,యాంత్రిక ఇంపెడెన్స్
যান্ত্রিক কৃষক,యాంత్రిక వ్యవసాయం
মধ্যমা,మధ్యస్థ
Medic ষধি উদ্ভিদ,Plant షధ మొక్క
ভূমধ্যসাগরীয় জলবায়ু,మధ్యధరా వాతావరణం
মেগাগামেটোজেনেসিস,మెగాగామెటోజెనిసిస్
মেগাস্পোরঙ্গিয়া,మెగాస్పోరంగియా
মেগস্পোর (ম্যাক্রোস্পোর),మహశితుడు
মেগাস্পোরোজেনেসিস,మెగాస్పోరోజెనిసిస్
মায়োসিস,మియోసిస్
মৃদু মাটি,మెలో నేల
ডিএনএর গলে,DNA యొక్క ద్రవీభవన
ঝিল্লি ফিল্টার,మెంబ్రేన్ ఫిల్టర్
মেন্ডেলিয়ান উত্তরাধিকার,మెండెలియన్ వారసత్వం
মেন্ডেলিজম,మెండెలిజం
মেন্ডেলের উত্তরাধিকার আইন,మెండెల్ యొక్క వారసత్వ చట్టం
পণ্যদ্রব্য,సరుకుల
বুধ,మెర్క్యురీ
মেরিস্টেম,మెరిస్టెమ్
মেসোক্লিমেট,మెసోక్లిమేట్
মেসোডার্ম,మీసోడెర్మ్
মেসোফিল,మెసోఫిల్
মেসোফাইট,మెసోఫైట్
মেসো-ছিদ্র,మీసో-పోర్స్
মেসোস্ফিয়ার,మెసోస్పియర్
ম্যাসেঞ্জার আরএনএ (এম-আরএনএ),దూత
বিপাক,జీవక్రియ
বিপাক,జీవక్రియలు
ধাতব বাঁধ,మెటల్ డ్యామ్
রূপান্তরিত শিলা,మెటామార్ఫిక్ రాళ్ళు
রূপান্তর,మెటామార్ఫోసిస్
মেটাফেজ,మెటాఫేస్
মেটাস্ট্রাস,మెటాస్ట్రస్
মেটাক্সেনিয়া,మెటాక్సేనియా
আবহাওয়া,వాతావరణ శాస్త్రం
Methaemoglobineamia,మెథెమోగ్లోబినేమియా
পদ্ধতি প্রদর্শন,పద్ధతి ప్రదర్శన
মিকা,మైకా
মাইক্রো বেসিন,మైక్రో బేసిన్
মাইক্রো ফাউনা,మైక్రో జంతుజాలం
মাইক্রোব,సూక్ష్మజీవి
মাইক্রোবিয়াল বায়োমাস কার্বন,సూక్ష్మజీవుల బయోమాస్ కార్బన్
মাইক্রোবিয়াল অবক্ষয়,సూక్ష్మజీవుల క్షీణత
মাইক্রোবায়াল কীটনাশক,సూక్ష్మజీవుల పురుగుమందు
মাইক্রোবায়োলজি,మైక్రోబయాలజీ
মাইক্রোবায়োটিক,సూక్ష్మజీవి
মাইক্রোক্লিমেট,మైక్రోక్లైమేట్
মাইক্রোএনভায়রনমেন্ট,సూక్ష్మ పర్యావరణం
মাইক্রোফ্লোরা,మైక్రోఫ్లోరా
মাইক্রোগামেটোজেনেসিস,మైక్రోగామెటోజెనిసిస్
মাইক্রোইরিগেশন,మైక్రోర్రిగేషన్
মাইক্রোমিটোরোলজি,మైక్రోమెటొరాలజీ
মাইক্রোনিউট্রিয়েন্ট,మైక్రోన్యూట్రియంట్
মাইক্রোপ্লট,మైక్రోప్లాట్
মাইক্রোপোর,మైక్రోపోర్
মাইক্রোপাইল,మైక్రోపైల్
মাইক্রোস্কোপি,మైక్రోస్కోపీ
মাইক্রোস্পোরাঙ্গিয়াম,మైక్రోస్పోరింగియం
মাইক্রোস্পোর সংস্কৃতি,మైక్రోస్పోర్ సంస్కృతి
মাইক্রোস্পোর মাদার সেল,మైక్రోస్పోర్ మదర్ సెల్
মাইক্রোস্পোর,మైక్రోస్పోర్
মাইক্রোটোম,మైక్రోటోమ్
মাইক্রোটোপোগ্রাফি,మైక్రోటోపోగ్రఫీ
মিড-সিজন সংশোধন,మిడ్-సీజన్ దిద్దుబాటు
স্থানান্তর,వలస
দুধের শস্য মঞ্চ,పాలు ధాన్యం దశ
মিলেপেড,మిల్లెపెడ్
মিল্টস,మిల్లట్లు
মিলিং পুনরুদ্ধার,మిల్లింగ్ రికవరీ
মিলিং,మిల్లింగ్
খনিজ পুষ্টি,ఖనిజ పోషణ
খনিজ মাটি,ఖనిజ నేల
খনিজকরণ,ఖనిజీకరణ
খনিজ,ఖనిజాలు
সর্বনিম্ন থার্মোমিটার,కనిష్ట థర్మామీటర్
ন্যূনতম জমায়েত,కనీస పండించడం
গৌণ ফসল,చిన్న పంటలు
মিওটিক সূচক,మియోటిక్ ఇండెక్స్
মিসেন্স মিউটেশন,మిస్సెన్స్ మ్యుటేషన్
কুয়াশা সেচ,పొగమంచు నీటిపారుదల
কুয়াশা,పొగమంచు
মাইটোকন্ড্রিয়া,మైటోకాండ్రియా
মাইটোসিস,మైటోసిస్
মিতসেরলিচের আইন,మిత్చెర్లిచ్ యొక్క చట్టం
মিশ্র ফসল,మిశ్రమ పంట
মিশ্র কৃষিকাজ,మిశ్రమ వ్యవసాయం
মিশ্র সার,మిశ్రమ ఎరువులు
মিশ্র চারণ,మిశ్రమ మేత
মিশ্রিত sward,మిశ్రమ స్వార్డ్
মডেল,మోడల్
মডেলিং,మోడలింగ్
পরিবর্তিত বায়ুমণ্ডল প্যাকেজিং,సవరించిన వాతావరణ ప్యాకేజింగ్
আর্দ্রতা উপলভ্যতা সূচক,తేమ లభ్యత సూచిక
আর্দ্রতা ঘাটতি সূচক,తేమ లోటు సూచిక
আর্দ্রতা সমতুল্য,తేమ సమానమైనది
আর্দ্রতা ব্যবস্থা,తేమ పాలన
আর্দ্রতা রিলিজ বক্ররেখা,తేమ విడుదల కర్వ్
আর্দ্রতা ধরে রাখা,తేమ నిలుపుదల
আর্দ্রতা চাপ,తేమ ఒత్తిడి
আর্দ্রতা উত্তেজনা,తేమ ఉద్రిక్తత
আর্দ্রতা,తేమ
মোলার সলিউশন,మోలార్ ద్రావణం
গুড়,మొలాసిస్
তিল নিকাশী,మోల్ డ్రైనేజ్
আণবিক জীববিজ্ঞান,అణు జీవశాస్త్రం
