Marathi,Kannada
1.संमिश्र 2.जटिल,1.ಸಂಯೋಜಿತ 2.ಸಂಕೀರ್ಣ
घटक,ಘಟಕ
रचना,ಸಂಯೋಜನೆ
कंपोस्ट,ಗೊಬ್ಬರ
चक्रवाढ व्याज,ಚಕ್ರಬಡ್ಡಿ
गणना,ಗಣನೆ
1. संगणक 2. संगणक,1. ಕಂಪ್ಯೂಟರ್ 2. ಕಂಪ್ಯೂಟರ್
1. एकाग्रता 2. एकाग्रता,1. ಏಕಾಗ್ರತೆ 2. ಏಕಾಗ್ರತೆ
1. अनुकूलक 2. पुनरुज्जीवन करणारा,1. ಆಪ್ಟಿಮೈಜರ್ 2. ರಿವೈಟಲೈಸರ್
वाहकता,ವಾಹಕತೆ
1. कॉन्फिगरेशन 2. कॉन्फिगरेशन,1. ಕಾನ್ಫಿಗರೇಶನ್ 2. ಕಾನ್ಫಿಗರೇಶನ್
1. अनुरूपता 2. कॉन्फिगरेशन 3. अनुरूपता,1. ಅನುಸರಣೆ 2. ಸಂರಚನೆ 3. ಅನುಸರಣೆ
1. एकत्रीकरण 2. संकरीकरण,1. ಏಕೀಕರಣ 2. ಹೈಬ್ರಿಡೈಸೇಶನ್
संयुग्मन,ಸಂಯೋಗ
1. जोडणारा 2. संयोजी,1. ಸಂಯೋಜಕ 2. ಸಂಯೋಜಕ
संरक्षण,ರಕ್ಷಣೆ
एकत्रीकरण,ಬಲವರ್ಧನೆ
1.घटक 2. घटक,1. ಪದಾರ್ಥ 2. ಪದಾರ್ಥಗಳು
ग्राहक,ಗ್ರಾಹಕ
वापर,ಬಳಕೆ
दूषित होणे,ಮಾಲಿನ್ಯ
समोच्च लागवड,ಬಾಹ್ಯರೇಖೆ ನೆಟ್ಟ
समोच्च रेखा,ಬಾಹ್ಯರೇಖೆ ರೇಖೆ
1. कॉन्ट्रॅक्ट फार्मिंग 2. कॉन्ट्रॅक्ट फार्मिंग 3. कॉन्ट्रॅक्ट फार्मिंग,1. ಗುತ್ತಿಗೆ ಕೃಷಿ 2. ಗುತ್ತಿಗೆ ಕೃಷಿ 3. ಗುತ್ತಿಗೆ ಕೃಷಿ
नियंत्रित वातावरणीय संचयन,ನಿಯಂತ್ರಿತ ವಾತಾವರಣದ ಶೇಖರಣೆ
सहकारी बँक,ಸಹಕಾರಿ ಬ್ಯಾಂಕ್
सहकारी संस्था सदस्य,ಸಹಕಾರ ಸಂಘದ ಸದಸ್ಯ
गुलमावन,ಗುಲ್ಮಾವನ್
चौकोनी तुकडे,ಘನಾಕೃತಿಯ
1. दालपुंज 2. कोरोला,1. ದಾಲ್ಪುಂಜ್ 2. ಕೊರೊಲ್ಲಾ
1. कॉर्टेक्स 2. कॉर्टेक्स,1. ಕಾರ್ಟೆಕ್ಸ್ 2. ಕಾರ್ಟೆಕ್ಸ್
खर्च,ವೆಚ್ಚ
cotyledon,ಕೋಟಿಲ್ಡನ್
क्रेडिट समिती,ಕ್ರೆಡಿಟ್ ಸಮಿತಿ
1. कर्ज देणे 2. क्रेडिट,1. ಸಾಲ ನೀಡಿಕೆ 2. ಕ್ರೆಡಿಟ್
1. सावकार 2. कर्जदार,1. ಸಾಲದಾತ 2. ಸಾಲಗಾರ
1. क्रेस्ट 2. शिरोबिंदू 3. स्पायर,1. ಕ್ರೆಸ್ಟ್ 2. ಶೃಂಗ 3. ಶಿಖರ
मागे घेणे,ಹಿಂತೆಗೆದುಕೊಳ್ಳುವಿಕೆ
समस्या,ಸಮಸ್ಯೆ
चाचणी,ಪರೀಕ್ಷೆ
गंभीर,ನಿರ್ಣಾಯಕ
पीक विमा,ಬೆಳೆ ವಿಮೆ
पीक कर्ज,ಬೆಳೆ ಸಾಲ
1. पीक 2. पीक,1. ಬೆಳೆ 2. ಬೆಳೆ
लागवड क्षेत्र,ಕೃಷಿ ಪ್ರದೇಶ
क्रॉस विसंगत,ಅಡ್ಡ ಹೊಂದಾಣಿಕೆಯಾಗುವುದಿಲ್ಲ
1. मुकुट 2. शिखर (वनस्पती),1. ಕಿರೀಟ 2. ಪಿನಾಕಲ್ (ಸಸ್ಯ)
मऊ कण,ಮೃದು ಕಣಗಳು
कवच,ಕ್ರಸ್ಟ್
1. क्रिप्टोगाम 2. नॉन-फ्लोरिफॉर्म,1. ಕ್ರಿಪ್ಟೋಗಮ್ 2. ಫ್ಲೋರಿಫಾರ್ಮ್ ಅಲ್ಲದ
छाटणी (फळ),ಕತ್ತರಿಸು (ಹಣ್ಣು)
पेन,ಪೆನ್ನು
वाणाची विविधता,ತಳಿ ವೈವಿಧ್ಯ
1. कर्षण 2. शेती 3. शेती,1. ಎಳೆತ 2. ಕೃಷಿ 3. ಬೇಸಾಯ
1. शेतकरी 2. शेती करणारा,1. ರೈತ 2. ಕೃಷಿಕ
1. मशागत 2. मशागत 3. संगोपन,1. ಸಾಗುವಳಿ 2. ಸಾಗುವಳಿ 3. ಪಾಲನೆ
1. संसाधन 2. तयारी,1.ಸಂಪನ್ಮೂಲ 2.ತಯಾರಿಕೆ
1.कुंतलन 2.कुंचोन,1.ಕುಂತಲನ್ 2.ಕುಂಚೋನ್
पवित्रा,ಭಂಗಿ
1. एपिडर्मिस 2. क्यूटिकल,1. ಎಪಿಡರ್ಮಿಸ್ 2. ಹೊರಪೊರೆ
1. पेन 2. कटिंग 3. कटिंग 4. कटिंग 5. कटिंग,1. ಪೆನ್ 2. ಕತ್ತರಿಸುವುದು 3. ಕತ್ತರಿಸುವುದು 4. ಕತ್ತರಿಸುವುದು 5. ಕತ್ತರಿಸುವುದು
1. वर्म कॉर्पस 2. सिस्ट 3. सिस्ट 4. विकृत ढेकूळ 5. निओप्लाझम,1. ವರ್ಮ್ ಕಾರ್ಪಸ್ 2. ಚೀಲ 3. ಚೀಲ 4. ವಿರೂಪಗೊಂಡ ಗಡ್ಡೆ 5. ನಿಯೋಪ್ಲಾಸಂ
सायटोक्रोम,ಸೈಟೋಕ್ರೋಮ್
सेल जोडणी,ಜೀವಕೋಶದ ಜೋಡಣೆ
सेल पुनरुत्पादन,ಜೀವಕೋಶದ ಸಂತಾನೋತ್ಪತ್ತಿ
सेल आनुवंशिकी,ಜೀವಕೋಶದ ತಳಿಶಾಸ್ತ್ರ
सायटोप्लाज्मिक विभागणी,ಸೈಟೋಪ್ಲಾಸ್ಮಿಕ್ ವಿಭಾಗ
सेल जीवशास्त्र,ಜೀವಕೋಶದ ಜೀವಶಾಸ್ತ್ರ
सेल lysis,ಜೀವಕೋಶದ ವಿಘಟನೆ
1. सायटोमेर 2. सेल सेगमेंटेशन,1. ಸೈಟೋಮಿಯರ್ 2. ಕೋಶ ವಿಭಜನೆ
सायटोप्लाझम,ಸೈಟೋಪ್ಲಾಸಂ
1. दुग्धव्यवसाय 2. दुग्धव्यवसाय,1. ಡೈರಿ 2. ಡೈರಿ
डेअरी उद्योग,ಡೈರಿ ಉದ್ಯಮ
1. धरण 2. ब्रीडर,1. ಅಣೆಕಟ್ಟು 2. ತಳಿಗಾರ
दिवस निरपेक्ष वनस्पती,ದಿನ ಸಂಪೂರ್ಣ ಸಸ್ಯ
फुलांच्या नंतर दिवस,ಹೂಬಿಡುವ ನಂತರ ದಿನ
पूर्ण फुलांच्या नंतरचा दिवस,ಪೂರ್ಣ ಹೂಬಿಡುವ ನಂತರ ದಿನ
अकार्यक्षमता,ಅಸಮರ್ಥತೆ
decalcification,ಡಿಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್
1. डिस्लॉज 2. डिस्लॉज,1. ಹೊರಹಾಕು 2. ಹೊರಹಾಕು
क्षय,ಕೊಳೆತ
पर्णपाती,ಪತನಶೀಲ
1. दशांश 2. दशांश,1. ದಶಮಾಂಶ 2. ದಶಮಾಂಶ
कनिष्ठता,ಕೀಳರಿಮೆ
अनुरन (माती),ಅನುರಾನ್ (ಮಣ್ಣು)
विपुष्पन,ವಿಪುಷ್ಪನ್
बिलिंग,ಬಿಲ್ಲಿಂಗ್
जंगलतोड,ಅರಣ್ಯನಾಶ
बदनामी,ಅವಮಾನ
ऱ्हास,ಅವನತಿ
भाग दिवस,ಭಾಗ ದಿನ
1. प्रमाण 2. भाग,1. ಪ್ರಮಾಣ 2. ಭಾಗ
विघटन,ಅಳಿವು
भुसा काढणे,ಹೊಟ್ಟು ತೆಗೆಯುವುದು
भुसा काढणे,ಹೊಟ್ಟು ತೆಗೆಯುವುದು
निर्जलीकरण,ನಿರ್ಜಲೀಕರಣ
निर्जल,ಜಲರಹಿತ
मागणी,ಬೇಡಿಕೆ
1. विकृतीकरण 2. गुणाकार,1. ಡಿನಾಟರೇಶನ್ 2. ಗುಣಾಕಾರ
निंदा,ನಿಂದನೆ
1. ठेव (माती) 2. ठेव (अर्थशास्त्र),1. ಠೇವಣಿ (ಮಣ್ಣು) 2. ಠೇವಣಿ (ಅರ್ಥಶಾಸ್ತ್ರ)
ठेव,ಠೇವಣಿ
1. घसारा 2. घसारा,1. ಸವಕಳಿ 2. ಸವಕಳಿ
डिसेलिनेशन,ನಿರ್ಲವಣೀಕರಣ
1. पाणी कोरडे होणे 2. निर्जलीकरण,1. ನೀರು ಒಣಗಿಸುವುದು 2. ನಿರ್ಜಲೀಕರಣ
1. डिझाइन 2. डिझाइन,1. ವಿನ್ಯಾಸ 2. ವಿನ್ಯಾಸ
कोरडे,ಒಣ
कर्नल काढणे,ಕರ್ನಲ್ ತೆಗೆಯುವಿಕೆ
डी-इंटरकलेशन,ಡಿ-ಇಂಟರ್ಕಲೇಶನ್
संयुग्मन,ಸಂಯೋಗ
1. नर मांजरी उतारा (मका) 2. बल्लार उतारा,1. ಗಂಡು ಮಂಜರಿ ಉದ್ಧರಣ (ಮೆಕ್ಕೆಜೋಳ) 2. ಬಲ್ಲರ್ ಹೊರತೆಗೆಯುವಿಕೆ
बल्लार किंवा कुंदन कटिंग,ಬಲ್ಲರ್ ಅಥವಾ ಕುಂದನ್ ಕತ್ತರಿಸುವುದು
निर्धारक,ನಿರ್ಣಯಕ
अवमूल्यन,ಅಪಮೌಲ್ಯೀಕರಣ
वनस्पती काढून टाकणे,ಸಸ್ಯರಹಿತ
विचलन,ವಿಚಲನ
दुप्पट,ದುಪ್ಪಟ್ಟು
निदान,ರೋಗನಿರ್ಣಯ
भिन्न परिपक्वता,ವಿಭಿನ್ನ ಪ್ರಬುದ್ಧತೆ
दुभाजक,ಕವಲೊಡೆಯುವಿಕೆ
1. डायकोटीलेडॉन 2. डायकोटीलेडॉन (बियाणे),1. ಡೈಕೋಟಿಲ್ಡನ್ 2. ಡೈಕೋಟಿಲ್ಡನ್ (ಬೀಜ)
पाठीचा आजार,ಬೆನ್ನು ರೋಗ
1. प्रसार 2. प्रसार,1. ಪ್ರಸರಣ 2. ಪ್ರಸರಣ
पचनक्षमता,ಜೀರ್ಣಸಾಧ್ಯತೆ
dihybrid,ಡೈಹೈಬ್ರಿಡ್
1. धरण 2. नाला 3. कुटुंब,1. ಅಣೆಕಟ್ಟು 2. ಚರಂಡಿ 3. ಕುಟುಂಬ
अल्प,ಅತ್ಯಲ್ಪ
1. एकपत्नी 2. एकपत्नी,1. ಏಕಪತ್ನಿ 2. ಏಕಪತ್ನಿ
द्विगुणित,ಡಿಪ್ಲಾಯ್ಡ್
1. डिप्लोइड 2. डिप्लोइड,1. ಡಿಪ್ಲಾಯ್ಡ್ 2. ಡಿಪ್ಲಾಯ್ಡ್
द्विध्रुव,ದ್ವಿಧ್ರುವಿ
1. उतारा 2. अंकुर काढणे,1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಬಡ್ ತೆಗೆಯುವಿಕೆ
1. नांगरणी 2. कताई,1. ನೇಗಿಲು ಉಳುಮೆ 2. ನೂಲುವ
सवलत,ರಿಯಾಯಿತಿ
निर्जंतुकीकरण,ಸೋಂಕುಗಳೆತ
1. फैलाव 2. विखुरणे,1. ಪ್ರಸರಣ 2. ಸ್ಕ್ಯಾಟರಿಂಗ್
1.विखुरणे 2.विविधता,1. ಚದುರುವಿಕೆ 2. ವ್ಯತ್ಯಾಸ
विविधीकरण,ವೈವಿಧ್ಯೀಕರಣ
वैविध्यपूर्ण शेती,ವೈವಿಧ್ಯಮಯ ಕೃಷಿ
डीएनए पाऊल,ಡಿಎನ್ಎ ಹೆಜ್ಜೆ
डीएनए प्राप्तकर्ता,ಡಿಎನ್ಎ ರಿಸೀವರ್
डॉक भाड्याने,ಡಾಕ್ ಬಾಡಿಗೆ
प्रभावी,ಪರಿಣಾಮಕಾರಿ
सुप्तता,ಸುಪ್ತಾವಸ್ಥೆ
1. प्रमाण 2. डोस 3. डोस,1. ಪ್ರಮಾಣ 2. ಡೋಸೇಜ್ 3. ಡೋಸೇಜ್
दुहेरी सिग्मॉइड वक्र,ಡಬಲ್ ಸಿಗ್ಮೋಯ್ಡ್ ಕರ್ವ್
1. झोडप 2. ताणणे,1. ಬಿರುಗಾಳಿ 2. ಹಿಗ್ಗಿಸಿ
1. एक्झॉस्ट ड्रेन 2. सांडपाणी,1. ಎಕ್ಸಾಸ್ಟ್ ಡ್ರೈನ್ 2. ಎಫ್ಲುಯೆಂಟ್
ड्रेनेज,ಒಳಚರಂಡಿ
कर्षण,ಎಳೆತ
1. औषध द्या 2. भिजवा,1. ಔಷಧಿ ಕೊಡು 2. ಕುಡಿಸು
सौंदर्य प्रसाधने (बिया),ಸೌಂದರ್ಯವರ್ಧಕಗಳು (ಬೀಜಗಳು)
1. औगर 2. उथळ फॉल्ट 3. ड्रिल 4. औगर,1. ಆಗರ್ 2. ಆಳವಿಲ್ಲದ ದೋಷ 3. ಡ್ರಿಲ್ 4. ಆಗರ್
1. भोक 2. ड्रिल 3. ड्रिल,1. ರಂಧ್ರ 2. ಡ್ರಿಲ್ 3. ಡ್ರಿಲ್
1. ड्रिलिंग 2. ड्रिलसह पेरणी 3. ड्रिलसह ओतणे,1. ಕೊರೆಯುವುದು 2. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಬಿತ್ತನೆ 3. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಸುರಿಯುವುದು
ठिबक सिंचन,ಹನಿ ನೀರಾವರಿ
कोरडी शेती,ಒಣ ಬೇಸಾಯ
1.धूळ 2.बुकनी,1.ಧೂಳು 2.ಬುಕ್ನೆ
1. डस्टर 2. स्कॅटरर,1. ಡಸ್ಟರ್ 2. ಸ್ಕ್ಯಾಟರರ್
शिंपडणे,ಚಿಮುಕಿಸಲು
1. बटू 2. वामन,1. ಕುಬ್ಜ 2. ವಾಮನ
वामन पिरॅमिड,ವಾಮನ ಪಿರಮಿಡ್
वामिनी भवन,ವಾಮಿನಿ ಭವನ
पर्यावरणशास्त्र,ಪರಿಸರ ವಿಜ್ಞಾನ
अर्थमिति,ಅರ್ಥಶಾಸ್ತ್ರ
आर्थिक कार्यक्षमता,ಆರ್ಥಿಕ ದಕ್ಷತೆ
परिस्थितीजन्य प्रकार,ಸಾಂದರ್ಭಿಕ ಪ್ರಕಾರ
अतिरिक्त-स्तरीकृत,ಹೆಚ್ಚುವರಿ ಶ್ರೇಣೀಕೃತ
मऊ,ಮೃದು
माती विज्ञान,ಮಣ್ಣಿನ ವಿಜ್ಞಾನ
1. ब्रिजिंग 2. एजिंग 3. स्ट्रँड क्लोजर,1. ಸೇತುವೆ 2. ಅಂಚು 3. ಸ್ಟ್ರಾಂಡ್ ಮುಚ್ಚುವಿಕೆ
अन्न भाग,ಆಹಾರ ಭಾಗ
मागणीची लवचिकता,ಬೇಡಿಕೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
उत्पादन लवचिकता,ಉತ್ಪಾದನಾ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
इलेक्ट्रोलिसिस,ವಿದ್ಯುದ್ವಿಭಜನೆ
इलेक्ट्रोफोरेसीस,ಎಲೆಕ್ಟ್ರೋಫೋರೆಸಿಸ್
बाष्पीभवन,ಆವಿಯಾಗುವಿಕೆ
1. शिरच्छेद करणारा 2. निर्जंतुक करणारा 3. शिरच्छेद करणारा 4. निर्जंतुक करणारा,1. ಶಿರಚ್ಛೇದಕ 2. ಕ್ರಿಮಿನಾಶಕ 3. ಶಿರಚ್ಛೇದಕ 4. ಕ್ರಿಮಿನಾಶಕ
1. विर बंदी 2. स्ट्रॉबंडी,1. ವೀರ್ ಬಂಡಿ 2. ಸ್ಟ್ರಾಬಂಡಿ
गर्भ,ಭ್ರೂಣ
1. भ्रूणशास्त्र 2. भौतिकशास्त्र,1. ಭ್ರೂಣಶಾಸ್ತ್ರ 2. ಭೌತಶಾಸ್ತ್ರ
1. बाहेर पडा 2. बाहेर पडा,1. ನಿರ್ಗಮನ 2. ನಿರ್ಗಮನ
emulsifier,ಎಮಲ್ಸಿಫೈಯರ್
अंतर्जात,ಅಂತರ್ವರ್ಧಕ
आंतर-बिंदू विभागणी,ಇಂಟ್ರಾ ಪಾಯಿಂಟ್ ವಿಭಾಗ
आंतर-परजीवी,ಒಳ-ಪರಾವಲಂಬಿ
एंडोस्पर्म,ಎಂಡೋಸ್ಪರ್ಮ್
उपक्रम,ಉದ್ಯಮ
कीटकशास्त्र,ಕೀಟಶಾಸ್ತ್ರ
वातावरण,ಪರಿಸರ
1. एन्झाइम 2. एन्झाइम,1. ಕಿಣ್ವ 2. ಕಿಣ್ವ
क्लस्टर ग्राफ्टिंग,ಕ್ಲಸ್ಟರ್ ಕಸಿ
1. एपिफाइट 2. एपिफाइट,1. ಎಪಿಫೈಟ್ 2. ಎಪಿಫೈಟ್
इक्विटी,ಈಕ್ವಿಟಿ
निर्मूलन,ನಿವಾರಣೆ
आवश्यक पोषक,ಅಗತ್ಯ ಪೋಷಕಾಂಶಗಳು
1. मापन 2. उडी 3. मूल्यांकन,1. ಅಳತೆ 2. ಜಂಪ್ 3. ಮೌಲ್ಯಮಾಪನ
चातुर्य,ಕೈಚಳಕ
सुजननिक,ಸುಜನ್ನಿಕ್
मूल्यमापन,ಮೌಲ್ಯಮಾಪನ
स्टीम गेज,ಉಗಿ ಮಾಪಕ
बाष्पीभवन,ಆವಿಯಾಗುವಿಕೆ
शाश्वत क्रांती,ಶಾಶ್ವತ ಕ್ರಾಂತಿ
1. सदाहरित 2. सदाहरित,1. ನಿತ್ಯಹರಿದ್ವರ್ಣ 2. ನಿತ್ಯಹರಿದ್ವರ್ಣ
विकास,ಅಭಿವೃದ್ಧಿ
कापला,ಕತ್ತರಿಸಿದ
परिक्षय (प्रजनन क्षमता),ಪರೀಕ್ಷಯ್ (ಫಲವತ್ತತೆ)
शोषण,ಶೋಷಣೆ
1. अन्वेषण 2. अन्वेषण,1. ಅನ್ವೇಷಣೆ 2. ಪರಿಶೋಧನೆ
1. एक्सट्रूजन 2. उत्सर्जन,1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಹೊರಸೂಸುವಿಕೆ
डोळा,ಕಣ್ಣು
1. घटक 2. घटक 3. घटक 4. संसाधन,1. ಅಂಶ 2. ಘಟಕ 3. ಅಂಶ 4. ಸಂಪನ್ಮೂಲ
घटक उत्पादकता,ಅಂಶ ಉತ್ಪಾದಕತೆ
व्यापारी सवलत,ವ್ಯಾಪಾರಿಯ ರಿಯಾಯಿತಿ
फॅक्टोरियल ब्लॉक डिझाइन,ಅಪವರ್ತನೀಯ ಬ್ಲಾಕ್ ವಿನ್ಯಾಸ
पर्यायी,ಪರ್ಯಾಯ
1. पट्टी 2. पालिहार,1. ಪಟ್ಟಿ 2. ಪಲಿಹಾರ್
स्थूल,ಒಟ್ಟು
फील्ड मूल्यांकन,ಕ್ಷೇತ್ರ ಮೌಲ್ಯಮಾಪನ
शेती बजेट,ಕೃಷಿ ಬಜೆಟ್
कृषी व्यवसाय,ಕೃಷಿ ವ್ಯಾಪಾರ
क्षेत्र नियोजन,ಕ್ಷೇತ್ರ ಯೋಜನೆ
1. शेतकरी 2. शेतकरी,1. ರೈತ 2. ರೈತ
1. शेती 2. शेती,1. ಕೃಷಿ 2. ಕೃಷಿ
टक्कर,ಘರ್ಷಣೆ
एकाधिक प्रजनन,ಬಹು ಸಂತಾನೋತ್ಪತ್ತಿ
किण्वन,ಹುದುಗುವಿಕೆ
प्रजनन क्षमता,ಫಲವತ್ತತೆ
खत,ಗೊಬ್ಬರ
खत वापर कार्यक्षमता,ರಸಗೊಬ್ಬರ ಬಳಕೆಯ ದಕ್ಷತೆ
तंतुमय,ನಾರಿನಂತಿರುವ
1. शेत 2. क्षेत्रफळ 3. ठिकाण,1. ಫಾರ್ಮ್ 2. ಪ್ರದೇಶ 3. ಸ್ಥಳ
माती पाणी धारण,ಮಣ್ಣಿನ ನೀರನ್ನು ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವುದು
फील्ड प्रात्यक्षिक,ಕ್ಷೇತ್ರ ಪ್ರದರ್ಶನ
1. स्थिरीकरण 2. फिक्सेशन 3. फिक्सेशन,1. ನಿಶ್ಚಲತೆ 2. ಸ್ಥಿರೀಕರಣ 3. ಸ್ಥಿರೀಕರಣ
1. पूर 2. गर्भाधान,1. ಮುಳುಗುವಿಕೆ 2. ಒಳಸೇರಿಸುವಿಕೆ
प्रवाह चित्र,ನಿರ್ವಹಣಾ ಚಿತ್ರ
अन्न मूल्य,ಆಹಾರ ಮೌಲ್ಯ
चारा,ಮೇವು
अंदाज,ಮುನ್ಸೂಚನೆ
वन,ಅರಣ್ಯ
वनीकरण,ಅರಣ್ಯೀಕರಣ
1. तडपर्न 2. फॉर्म,1. ತಾಡ್ಪರ್ನ್ 2. ಫಾರ್ಮ್
दंव प्रतिरोधक,ಹಿಮ ನಿರೋಧಕ
1. पाला 2. अनिष्ट,1. ಪಾಲಾ 2. ಬ್ಲೈಟ್
1. गोठलेले 2. गोठलेले,1. ಹೆಪ್ಪುಗಟ್ಟಿದ 2. ಹೆಪ್ಪುಗಟ್ಟಿದ
कार्य,ಕಾರ್ಯ
1. फ्रुट फॉल 2. फ्रुट फॉल,1. ಹಣ್ಣಿನ ಪತನ 2. ಹಣ್ಣಿನ ಪತನ
फळ बनणे,ಹಣ್ಣಾಗುತ್ತವೆ
1. फ्युमिगेशन 2. फ्युमिगेशन,1. ಧೂಮೀಕರಣ 2. ಧೂಮೀಕರಣ
बुरशीनाशक,ಶಿಲೀಂಧ್ರನಾಶಕ
बुरशीविरोधी,ಶಿಲೀಂಧ್ರನಾಶಕ
बुरशी,ಶಿಲೀಂಧ್ರ
1. खुद 2. सीता,1. ಖುದ್ 2. ಸೀತಾ
1. फ्यूजन 2. फ्यूजन,1. ಫ್ಯೂಷನ್ 2. ಫ್ಯೂಷನ್
कापूस लोकर,ಹತ್ತಿ ಉಣ್ಣೆ
केसाळ,ಕೂದಲುಳ್ಳ
1. झाडाचा व्रण 2. पिटिका,1. ಮರದ ಹುಣ್ಣು 2. ಪಿಟಿಕಾ
1. गेमेट्स 2. गेमेट्स,1. ಗ್ಯಾಮೆಟ್‌ಗಳು 2. ಗ್ಯಾಮೆಟ್‌ಗಳು
1. बाग 2. बाग,1. ಉದ್ಯಾನ 2. ಉದ್ಯಾನ
1. पानसाल 2. हायड्रोमीटर,1. ಪಾನ್ಸಾಲ್ 2. ಹೈಡ್ರೋಮೀಟರ್
जनुक संग्रह,ಜೀನ್ ಸಂಗ್ರಹ
जीन टॅगन,ಜೀನ್ ಟ್ಯಾಗನ್
वंशावळी,ವಂಶಾವಳಿ
जनुक नकाशा,ಜೀನ್ ನಕ್ಷೆ
अनुवांशिक,ಆನುವಂಶಿಕ
1. जीनोम 2. सांगेन,1. ಜಿನೋಮ್ 2. ಸಂಜೀನ್
संजिनी कलेक्शन,ಸಂಜಿನಿ ಸಂಗ್ರಹ
जीनोमिक्स,ಜೀನೋಮಿಕ್ಸ್
जीनोटाइप,ಜೀನೋಟೈಪ್
1. जीन स्ट्रक्चर 2. जीन प्रकार,1. ಜೀನ್ ರಚನೆ 2. ಜೀನ್ ಪ್ರಕಾರ
लिनेज,ವಂಶಾವಳಿ
1. वंश 2. वंश,1. ಕುಲ 2. ವಂಶ
1. जंतू 2. जंतू,1. ಸೂಕ್ಷ್ಮಾಣು 2. ಸೂಕ್ಷ್ಮಾಣು
जंतूनाशक,ಕ್ರಿಮಿನಾಶಕ
उगवण,ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ
1. जर्मप्लाझम 2. जर्मप्लाझम,1. ಜರ್ಮ್ಪ್ಲಾಸಂ 2. ಜರ್ಮ್ಪ್ಲಾಸಂ
गिबेरेलिक ऍसिड,ಗಿಬ್ಬರೆಲಿಕ್ ಆಮ್ಲ
गोळा करणे,ಕೊಯ್ಲು
तुष,ತುಶ್
1. ग्लूटेन 2. खादाड,1. ಅಂಟು 2. ಹೊಟ್ಟೆಬಾಕತನ
ग्लायकोलिसिस,ಗ್ಲೈಕೋಲಿಸಿಸ್
छान,Sundara
सुवर्ण क्रांती,ಸುವರ್ಣ ಕ್ರಾಂತಿ
1. वर्गीकरण 2. वर्गीकरण 3. स्तरीकरण,1. ವರ್ಗೀಕರಣ 2. ವರ್ಗೀಕರಣ 3. ಶ್ರೇಣೀಕರಣ
1. कलमी वनस्पती 2. पेनम्ब्रल वनस्पती,1. ನಾಟಿ ಸಸ್ಯ 2. ಪೆನಂಬ್ರಲ್ ಸಸ್ಯ
पेन विसंगत,ಪೆನ್ ಅಸಮಂಜಸ
ग्राना,ಗ್ರಾನಾ
दाणेदार,ಗ್ರಾನುಲೇಷನ್
हिरवे खत,ಹಸಿರು ಗೊಬ್ಬರ
हरित क्रांती,ಹಸಿರು ಕ್ರಾಂತಿ
वाढ आणि विकास,ಬೆಳವಣಿಗೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ
1. हिरड्या रोग,1. ಗಮ್ ರೋಗ
विषमलिंगी,ಭಿನ್ನಲಿಂಗೀಯ
1. प्रकृति 2. निसर्ग 3. रूपगुण 4. रूप,1. ಪ್ರಕೃತಿ 2. ಪ್ರಕೃತಿ 3. ರೂಪಗುಣ 4. ತೋರಿಕೆ
1. ओला 2. कर्कपट 3. कर्का,1. ಓಲ 2. ಕರ್ಕಪಟ 3. ಕರ್ಕ
रोमिलवॉच,ರೋಮಿಲ್ವಾಚ್
खारट गळू,ಲವಣಯುಕ್ತ ಚೀಲ
हॅरो,ಹಾರೋ
1. कापणी निर्देशांक 2. कापणी निर्देशांक,1. ಕೊಯ್ಲು ಸೂಚ್ಯಂಕ 2. ಕೊಯ್ಲು ಸೂಚ್ಯಂಕ
1. कापणी 2. काढणी केलेले पीक 3. पूर्ण झालेले पीक 4. उत्पन्न,1. ಕೊಯ್ಲು 2. ಕೊಯ್ಲು ಮಾಡಿದ ಬೆಳೆ 3. ಮುಗಿದ ಬೆಳೆ 4. ಇಳುವರಿ
1. तोडणे 2. कापणी करणे 3. तोडणे,1. ಕೀಳುವುದು 2. ಕೊಯ್ಲು 3. ಕೀಳುವುದು
1. अंडी घालणे 2. अंडी फोर्स,1. ಮೊಟ್ಟೆ ಇಡುವುದು 2. ಮೊಟ್ಟೆಯ ಬಲ
सुकलेले गवत,ಒಣ ಹುಲ್ಲು
कोरडे खाद्य,ಒಣ ಆಹಾರ
गंजी,ಗಂಜಿ
धुके,ಮಬ್ಬು
धुके,ಮಸುಕಾದ
1. बाली 2. सित्त 3. मुंडक 4. शीर्ष 5. डोके 6. सिरा,1. ಬಾಲಿ 2. ಸಿಟ್ಟಾ 3. ಮುಂಡಕ್ 4. ಟಾಪ್ 5. ಹೆಡ್ 6. ಸಿರಾ
खोबणीचा शेवट,ತೋಡು ಕೊನೆಯಲ್ಲಿ
शीर्ष रोपांची छाटणी,ಅಗ್ರ ಸಮರುವಿಕೆಯನ್ನು
कुंपण,ಬೇಲಿ
ताब्यात,ಪಾಲನೆ
