Bengali,Marathi
বিচ্যুতি,विचलन
ভিন্নতা উপপাদ্য,भिन्नता प्रमेय
divergent,भिन्न
ভিন্ন সিরিজ,भिन्न मालिका
বিভক্ত পার্থক্য,विभाजित फरक
বিভাজ্যতা,विभाज्यता
বিভাজ্য,विभाज्य
বিভাগ,विभागणी
বিভাগ অ্যালগরিদম,विभाजन अल्गोरिदम
বিভাগ রিং,विभागणी रिंग
ডোডেকাগন,डोडेकॅगॉन
dodecahedron,dodecahedron
ডোমেইন,डोमेन
একটি ফাংশনের ডোমেইন,फंक्शनचे डोमेन
সংজ্ঞার ডোমেইন,व्याख्या डोमेन
অস্তিত্বের ডোমেইন,अस्तित्वाचे क्षेत्र
প্রভাবশালী কৌশল,प्रबळ धोरण
ডপলার এফেক্ট,डॉपलर प्रभाव
বিন্দু পণ্য,डॉट उत्पादन
বিন্দুযুক্ত বক্ররেখা,ठिपके असलेला वक्र
ডবল পার্থক্য,दुहेरी फरक
ডবল সূচকীয় বন্টন,दुहेरी घातांकीय वितरण
ডবল হেলিক্স,दुहेरी हेलिक्स
ডবল অবিচ্ছেদ্য,दुहेरी अविभाज्य
ডবল ইন্টিগ্রেশন,दुहेरी एकत्रीकरण
দ্বিগুণ সীমা,दुहेरी मर्यादा
ডবল নমুনা পরিকল্পনা,दुहेरी नमुना योजना
ডবল ক্রম,दुहेरी क्रम
ডবল সিরিজ,दुहेरी मालिका
ডবল প্রত্যয় স্বরলিপি,दुहेरी प्रत्यय नोटेशन
ডবল সমষ্টি,दुहेरी बेरीज
নিম্নগামী ত্বরণ,अधोगामी प्रवेग
নিম্নগামী স্থানচ্যুতি,खालच्या दिशेने विस्थापन
নিম্নগামী গতি,खालची गती
নিম্নগামী বেগ,खालचा वेग
টানুন,ड्रॅग
ড্র্যাগ বল,ड्रॅग फोर्स
দ্বৈত,दुहेरी
দ্বৈত ভিত্তি,दुहेरी आधार
দ্বৈত অভ্যন্তরীণ পণ্য,दुहेरी आतील उत्पादन
ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা,दुहेरी रेखीय प्रोग्रामिंग समस्या
দ্বৈত অপারেশন,दुहेरी ऑपरेशन
দ্বৈত সমস্যা,दुहेरी समस्या
ডুয়াল সিমপ্লেক্স অ্যালগরিদম,ड्युअल सिम्प्लेक्स अल्गोरिदम
ডুয়াল সিমপ্লেক্স কৌশল,ड्युअल सिम्प्लेक्स तंत्र
দ্বৈত স্থান,दुहेरी जागा
দ্বৈত পরিবর্তনশীল,दुहेरी व्हेरिएबल
দ্বৈত ভেক্টর স্থান,दुहेरी वेक्टर जागा
ডামি সূচক,डमी निर्देशांक
ডামি সাবস্ক্রিপ্ট,डमी सबस्क्रिप्ट
ডামি প্রত্যয়,डमी प्रत्यय
ডামি পরিবর্তনশীল,डमी व्हेरिएबल
সদৃশ প্রক্রিয়া,डुप्लिकेट प्रक्रिया
গতিশীল,गतिमान
গতিশীল সিস্টেম,गतिशील प्रणाली
গতিশীল চাহিদা ফাংশন,डायनॅमिक मागणी कार्य
গতিশীল মডেল,डायनॅमिक मॉडेल
গতিশীল প্রোগ্রামিং,डायनॅमिक प्रोग्रामिंग
গতিশীল প্রোগ্রামিং পদ্ধতি,डायनॅमिक प्रोग्रामिंग दृष्टीकोन
গতিশীল প্রোগ্রামিং কৌশল,डायनॅमिक प्रोग्रामिंग तंत्र
গতিবিদ্যা,गतिशीलता
একটি কণার গতিবিদ্যা,कणाची गतिशीलता
অনমনীয় শরীরের গতিশীলতা,कठोर शरीराची गतिशीलता
পৃথিবী,पृथ्वी
ভূমিকম্পের তীব্রতা,भूकंपाची तीव्रता
উদ্ভটতা,विलक्षणता
গ্রহন,ग्रहण
অর্থনৈতিক পূর্বাভাস,अर्थमितीय अंदाज
অর্থনীতিবিদ,अर्थशास्त्री
অর্থনীতি,अर्थमिति
অর্থনীতি,अर्थशास्त्र
প্রান্ত,धार
একটি উত্তল সেটের প্রান্ত,बहिर्वक्र संचाची किनार
দক্ষতা ফ্যাক্টর,कार्यक्षमता घटक
eigen উপাদান,eigen घटक
eigen ফাংশন,eigen फंक्शन
eigen মান,eigen मूल्य
eigen মান সমীকরণ,eigen मूल्य समीकरण
eigen ভেক্টর,इजेन वेक्टर
ইলাস্টিক,लवचिक
ইলাস্টিক ধ্রুবক,लवचिक स्थिरांक
ইলাস্টিক ভারসাম্য,लवचिक समतोल
স্থিতিস্থাপকতা,लवचिकता
স্থিতিস্থাপকতা পৃষ্ঠ,लवचिकता पृष्ठभाग
ইলেকট্রনিক কম্পিউটার,इलेक्ट्रॉनिक संगणक
উপাদান,घटक
প্রাথমিক কলাম অপারেশন,प्राथमिक स्तंभ ऑपरेशन
প্রাথমিক ঘটনা,प्राथमिक घटना
প্রাথমিক ফাংশন,प्राथमिक कार्य
প্রাথমিক অপারেশন,प्राथमिक ऑपरेशन
প্রাথমিক ফলাফল,प्राथमिक परिणाम
প্রাথমিক সম্ভাব্যতা আইন,प्राथमिक संभाव्यता कायदा
প্রাথমিক সারি অপারেশন,प्राथमिक पंक्ती ऑपरेशन
নিষ্কাশন করা,दूर करणे
নির্মূল পদ্ধতি,निर्मूलन प्रक्रिया
উপবৃত্ত,लंबवर्तुळ
উপবৃত্তাকার,लंबवर्तुळाकार
উপবৃত্তাকার,लंबवर्तुळाकार
উপবৃত্তাকার পৃষ্ঠ,लंबवर्तुळाकार पृष्ठभाग
উপবৃত্তাকার শরীর,लंबवर्तुळाकार शरीर
এমবেডিং,एम्बेडिंग
নিঃসরণ,उत्सर्जन
গবেষণামূলক তথ্য,अनुभवजन्य डेटा
গবেষণামূলক সূত্র,प्रायोगिक सूत्र
অভিজ্ঞতামূলক সম্ভাবনা,अनुभवजन्य संभाव्यता
অভিজ্ঞতামূলক সম্পর্ক,अनुभवजन्य संबंध
ফাঁকা সেট,रिकामा संच
ঘিরা,बंद
এনকোডিং,एन्कोडिंग
এন্ডোমরফিজম,एंडोमॉर्फिझम
শেষপ্রান্ত,शेवटचा बिंदू
ক্লাস ব্যবধানের শেষ বিন্দু,वर्ग मध्यांतराचा शेवटचा बिंदू
শক্তি,ऊर्जा
শক্তি ভরবেগ উপাদান,ऊर्जा गती घटक
পরিবর্তনশীল প্রবেশ করান,व्हेरिएबल प्रविष्ट करणे
গণনাযোগ্য সেট,असंख्य संच
গণনা,गणना
সমান,समान
সমতা,समानता
সমান সম্ভাবনা,तितकीच शक्यता
সমান সম্ভাব্যতা নির্বাচন পদ্ধতি (=epsem),समान संभाव्यता निवड पद्धत (=epsem)
সমান করা,समानता
সমীকরণ,समीकरण
প্রথম ডিগ্রির সমীকরণ,प्रथम पदवीचे समीकरण
দ্বিতীয় ডিগ্রির সমীকরণ,द्वितीय पदवीचे समीकरण
তৃতীয় ডিগ্রির সমীকরণ,थर्ड डिग्रीचे समीकरण
বিষুবরেখা,विषुववृत्त
সমপরিমাণ,समसमान
সমবাহু,समभुज
ভারসাম্য,समतोल
বাহিনীর ভারসাম্য,शक्तींचा समतोल
ভারসাম্য বিন্দু,समतोल बिंदू
সমতা,समतुल्यता
সমতা শ্রেণী,समतुल्य वर्ग
সমতা সম্পর্ক,समतुल्य संबंध
সমতুল্য,समतुल्य
সমতুল্য ম্যাট্রিক্স,समतुल्य मॅट्रिक्स
সমতুল্য সেট,समतुल्य संच
ergodicity,कामुकता
ত্রুটি,त्रुटी
ত্রুটি বিশ্লেষণ,त्रुटी विश्लेषण
ভুল সংকেত,त्रुटी कोड
ত্রুটি সহগ,त्रुटी गुणांक
গড় বর্গক্ষেত্রের ত্রুটি,सरासरी वर्गाची त्रुटी
প্রথম ধরনের ত্রুটি,पहिल्या प्रकारची त्रुटी
দ্বিতীয় ধরনের ত্রুটি,दुसऱ्या प्रकारची त्रुटी
পালানোর সম্ভাবনা,सुटण्याची शक्यता
মুক্তিবেগ,सुटलेला वेग
ই. শ্মিড্টের অর্থগোনালাইজেশন প্রক্রিয়া,ई. श्मिटची ऑर्थोगोनालायझेशन प्रक्रिया
লিখিত বৃত্ত,वर्णित मंडळ
অপরিহার্য,आवश्यक
মূলত অনন্য,मूलत: अद्वितीय
অনুমান,अंदाज
অনুমান পদ্ধতি,अंदाज पद्धत
ইউক্লিডীয় স্থানাঙ্ক,युक्लिडियन समन्वय
ইউক্লিডীয় ডোমেইন,युक्लिडियन डोमेन
ইউক্লিডীয় জ্যামিতি,युक्लिडियन भूमिती
ইউক্লিডীয় এন-স্পেস,युक्लिडियन एन-स्पेस
ইউক্লিডীয় সমতল,युक्लिडियन विमान
অয়লারের উপপাদ্য,युलरचे प्रमेय
মূল্যায়ন,मूल्यांकन करा
এমন কি,अगदी
এমনকি বক্ররেখা,अगदी वक्र
এমনকি ফাংশন,सम कार्य
এমনকি একাধিক,अगदी एकाधिक
জোড় সংখ্যা,सम संख्या
জোড় বিজোড় প্রতিসাম্য,सम विषम सममिती
এমনকি স্থানান্তর,अगदी क्रमपरिवर्तन
ঘটনা,कार्यक्रम
এমনকি মেয়াদ,सम मुदत
সঠিক,अचूक
সঠিক চি-স্কয়ার পরীক্ষা,अचूक ची-स्क्वेअर चाचणी
সঠিক পার্থক্য,अचूक फरक
সঠিক সমীকরণ,अचूक समीकरण
উদাহরণ,उदाहरण
বিনিময়,देवाणघेवाण
সম্পূর্ণ ঘটনা,संपूर्ण कार्यक्रम
অস্তিত্ব স্বতঃসিদ্ধ,अस्तित्व स्वयंसिद्ध
অস্তিত্ব সম্ভাবনা (= একটি অগ্রাধিকার সম্ভাবনা),अस्तित्व संभाव्यता (= एक प्राथमिक संभाव्यता)
অস্তিত্বের উপপাদ্য,अस्तित्व प्रमेय
বহিরাগত পরিবর্তনশীল,एक्सोजेनस व्हेरिएबल
সম্প্রসারণ,विस्तार
প্রত্যাশা ফাংশন,अपेक्षा कार्य
প্রত্যাশিত ফ্রিকোয়েন্সি,अपेक्षित वारंवारता
প্রত্যাশিত মান,अपेक्षित मूल्य
পরীক্ষা,प्रयोग
পরীক্ষামূলক ত্রুটি,प्रायोगिक त्रुटी
ব্যাখ্যা,स्पष्टीकरण
সুস্পষ্ট সমীকরণ,स्पष्ट समीकरण
স্পষ্ট ফর্ম,स्पष्ट फॉर्म
সুস্পষ্ট ফাংশন,स्पष्ट कार्य
সুস্পষ্ট সমাধান,स्पष्ट उपाय
সূচক,घातांक
সূচকীয় বক্ররেখা,घातांक वक्र
সূচকীয় ঘনত্ব ফাংশন,घातांकीय घनता कार्य
সূচকীয় বিতরণ,घातांकीय वितरण
সূচকীয় সমীকরণ,घातांक समीकरण
ব্যাখ্যামূলক কাজ,घातांकीय कार्य
সূচক বৃদ্ধির,घातांक वाढ
সূচকীয় আইন,घातांक कायदा
সূচকীয় মানচিত্র,घातांक नकाशा
সূচকীয় সিরিজ,घातांक मालिका
অভিব্যক্তি,अभिव्यक्ती
বর্ধিত ব্যবধান,विस्तारित मध्यांतर
বর্ধিত বাস্তব লাইন,विस्तारित वास्तविक ओळ
বর্ধিত বাস্তব সংখ্যা সিস্টেম,विस्तारित वास्तविक संख्या प्रणाली
একটি ম্যাপিংয়ের এক্সটেনশন,मॅपिंगचा विस्तार
বাহ্যিক কোণ,बाह्य कोन
বাহ্যিক এলাকা,बाह्य क्षेत्र
বাহ্যিক বিন্দু,बाह्य बिंदू
বহিরাগত,बाह्य
প্রবণতা মান এক্সট্রাপোলেশন,ट्रेंड व्हॅल्यूचे एक्स्ट्रापोलेशन
এক্সট্রাপোলেশন কৌশল,एक्सट्रापोलेशन तंत्र
চরম মান,अत्यंत मूल्य
চরম,अत्यंत
চরম বিন্দু,अत्यंत बिंदू
উত্তল সেটের চরম বিন্দু,उत्तल संचाचा अत्यंत बिंदू
একটি ফাংশন এর extremum,फंक्शनचे टोक
চরম সম্পত্তি,टोकाची मालमत्ता
মুখ,चेहरा
পরিচিতি,दर्शनी मूल्य
ফ্যাক্টর,घटक
ফ্যাক্টর বিশ্লেষণ,घटक विश्लेषण
ফ্যাক্টরড,घटक
ফ্যাক্টরিয়াল,तथ्यात्मक
ফ্যাক্টরিয়াল ডিজাইন,फॅक्टोरियल डिझाइन
ফ্যাক্টরাইজেশন,फॅक्टरीकरण
ফ্যাক্টরিজ,फॅक्टराइज
নিরপেক্ষ খেলা,न्याय्य खेळ
মিথ্যা,असत्य
পরিবার,कुटुंब
বৃত্তের পরিবার,मंडळांचे कुटुंब
পারিবারিক বক্ররেখা,कौटुंबिक वक्र
ফাংশন পরিবার,कार्यांचे कुटुंब
লাইনের পরিবার,ओळींचे कुटुंब
প্রতিকৃতি,प्रतिकृती
F-বন্টন,F-वितरण
সম্ভাব্য মৌলিক সমাধান,व्यवहार्य मूलभूत उपाय
সম্ভাব্য সমাধান,व्यवहार्य उपाय
ফিড ব্যাক,परत फीड करा
ফার্মেট নীতি,फर्मेट तत्त्व
Fermat এর উপপাদ্য,फर्मेटचे प्रमेय
ফার্মি-ডিরাক পরিসংখ্যান,फर्मी-डिरॅक आकडेवारी
ফিবোনাচি সংখ্যা,फिबोनाची संख्या
ফিবোনাচি সিরিজ,फिबोनाची मालिका
ক্ষেত্র,फील्ड
চূড়ান্ত বেগ,अंतिम वेग
সসীম,मर्यादित
সীমিত ভিত্তি,मर्यादित आधार
সসীম দশমিক,मर्यादित दशांश
সীমিত পার্থক্য,मर्यादित फरक
সীমিত পার্থক্য পদ্ধতি,मर्यादित फरक पद्धत
সসীম মাত্রিক,मर्यादित आयामी
সসীম মাত্রিক ভেক্টর স্থান,मर्यादित मितीय वेक्टर जागा
সীমিত খেলা,मर्यादित खेळ
সসীম জ্যামিতি,मर्यादित भूमिती
সসীম ছেদ,मर्यादित छेदनबिंदू
সীমিত অনেক,मर्यादित अनेक
সীমাবদ্ধ মার্কভ চেইন,मर्यादित मार्कोव्ह साखळी
সসীমতা প্রমাণ,मर्यादितपणाचा पुरावा
সসীম সংখ্যা,मर्यादित संख्या
সীমিত জনসংখ্যা,मर्यादित लोकसंख्या
সীমিত সম্ভাবনা,मर्यादित संभाव्यता
সসীম সিরিজ,मर्यादित मालिका
সসীম সেট,मर्यादित संच
সীমিত বেগ,मर्यादित वेग
সীমিত আয়তন,मर्यादित खंड
মানানসই,फिटिंग
বক্ররেখা ফিটিং,वक्र फिटिंग
সরলরেখার ফিটিং,सरळ रेषेचे फिटिंग
স্থির বিন্দু উপপাদ্য,स्थिर बिंदू प्रमेय
স্থির নমুনা,निश्चित नमुना
ফ্লাইটের বেগ,उड्डाणाचा वेग
ফ্লোটিং পয়েন্ট পাটিগণিত,फ्लोटिंग पॉइंट अंकगणित
ভাসমান পয়েন্ট সিস্টেম,फ्लोटिंग पॉइंट सिस्टम
ফ্লো চার্ট,प्रवाह चार्ट
গতির প্রবাহ,प्रवाह वेग
তরল গতিবিদ্যা,द्रव गतिशीलता
ফোকাল,फोकल
ফোকাল জ্যা,फोकल जीवा
ফোকাল দূরত্ব,फोकल अंतर
ফোকাস দৈর্ঘ্য,केंद्रस्थ लांबी
ফোকাস,लक्ष केंद्रित
পা,पाऊल
লম্বের পাদদেশ,लंबाचा पाय
মাধ্যাকর্ষণ বল,गुरुत्वाकर्षण शक्ती
পূর্বাভাস,अंदाज
সূত্র,सुत्र
প্রণয়ন,तयार करणे
গঠন,सूत्रीकरण
এগিয়ে পার্থক্য,पुढे फरक
ফরোয়ার্ড ইন্টারপোলেশন,फॉरवर्ड इंटरपोलेशन
গণিতের ভিত্তি,गणिताचा पाया
ফুরিয়ারের বিশ্লেষণ,फोरियरचे विश्लेषण
ফুরিয়ার সিরিজ,फोरियरची मालिका
ফুরিয়ারের রূপান্তর,फोरियरचे परिवर्तन
ভগ্নাংশ,अपूर्णांक
ভগ্নাংশ সমন্বয়,अंशात्मक समन्वय
ভগ্নাংশ সংখ্যা,अपूर्णांक संख्या
ভগ্নাংশ প্রোগ্রামিং,फ्रॅक्शनल प्रोग्रामिंग
মুক্ত পথ,मुक्त मार्ग
বিনামূল্যে ভেক্টর,मुक्त वेक्टर
ফ্রিকোয়েন্সি,वारंवारता
ফ্রিকোয়েন্সি কলাম,वारंवारता स्तंभ
ফ্রিকোয়েন্সি বক্ররেখা,वारंवारता वक्र
কম্পাংক বন্টন,वारंवारता वितरण
ফ্রিকোয়েন্সি হিস্টোগ্রাম,वारंवारता हिस्टोग्राम
সংঘটনের ফ্রিকোয়েন্সি,घटनेची वारंवारता
ফ্রিকোয়েন্সি বহুভুজ,वारंवारता बहुभुज
ফ্রিকোয়েন্সি টেবিল,वारंवारता सारणी
frustum,फ्रस्टम
একটি পিরামিড এর frustum,एक पिरॅमिड च्या frustum
একটি গোলকের frustum,गोलाची कुंठित
সম্পূর্ণ সম্প্রসারণ,पूर्ण विस्तार
ফাংশন,कार्य
কার্যকরী বিশ্লেষণ,कार्यात्मक विश्लेषण
মৌলিক,मूलभूत
মৌলিক উপপাদ্য,मूलभूत प्रमेय
বীজগণিতের মৌলিক উপপাদ্য,बीजगणिताचे मूलभूत प्रमेय
ছায়াপথ,आकाशगंगा
গ্যালোইস ক্ষেত্র,गॅलोइस फील्ड
গ্যালোস গ্রুপ,गॅलोईस गट
জুয়াড়ির ধ্বংস,जुगाराचा नाश
খেলা এবং সরানো,खेळ आणि हलवा
সুযোগের খেলা,संधीचा खेळ
পাশা খেলা,फासे चा खेळ
গেম তত্ত্ব,खेळ सिद्धांत
নিখুঁত প্রত্যাহার সঙ্গে গেম,परिपूर्ण आठवणीसह खेळ
খেলার মান,खेळ मूल्य
গামা ফাংশন,गॅमा फंक्शन
গাউস-আর্গ্যান্ড প্লেন,गॉस-आर्गंड विमान
গাউসিয়ান বক্ররেখা,गॉसियन वक्र
গাউসিয়ান নির্মূল,गौसियन निर्मूलन
গাউসিয়ান প্লেন,गॉसियन विमान
গাউস-জর্ডান হ্রাস,गॉस-जॉर्डन कपात
সাধারণ ক্ষেত্রে,सामान्य केस
সাধারণ অভিসারী উপপাদ্য,सामान्य अभिसरण प्रमेय
সাধারণ সমীকরণ,सामान्य समीकरण
সাধারণ ফ্যাক্টর,सामान्य घटक
সাধারণ ফর্ম,सामान्य फॉर्म
সাধারণ সূত্র,सामान्य सूत्र
সাধারণ খেলা,सामान्य खेळ
সাধারণ অনুমান,सामान्य अनुमान
সাধারণ অবিচ্ছেদ্য,सामान्य अविभाज्य
সাধারণীকরণ,सामान्यीकरण
সাধারণীকৃত সহযোগী আইন,सामान्यीकृत सहयोगी कायदा
সাধারণীকৃত ধারাবাহিক অনুমান,सामान्यीकृत सातत्य गृहीतक
সাধারণীকৃত উত্তল ফাংশন,सामान्यीकृत बहिर्वक्र कार्य
সাধারণীকৃত স্থানাঙ্ক,सामान्यीकृत समन्वय
সাধারণীকৃত eigen মান সমস্যা,सामान्यीकृत eigen मूल्य समस्या
সাধারণ অভিসারী উপপাদ্য,सामान्य अभिसरण प्रमेय
সাধারণ সমীকরণ,सामान्य समीकरण
সাধারণ ফ্যাক্টর,सामान्य घटक
সাধারণ ফর্ম,सामान्य फॉर्म
সাধারণ সূত্র,सामान्य सूत्र
সাধারণ খেলা,सामान्य खेळ
সাধারণ অনুমান,सामान्य अनुमान
সাধারণ অবিচ্ছেদ্য,सामान्य अविभाज्य
সাধারণীকরণ,सामान्यीकरण
সাধারণীকৃত সহযোগী আইন,सामान्यीकृत सहयोगी कायदा
সাধারণীকৃত ধারাবাহিক অনুমান,सामान्यीकृत सातत्य गृहीतक
সাধারণীকৃত উত্তল ফাংশন,सामान्यीकृत बहिर्वक्र कार्य
সাধারণীকৃত স্থানাঙ্ক,सामान्यीकृत समन्वय
সাধারণীকৃত eigen মান সমস্যা,सामान्यीकृत eigen मूल्य समस्या
জেনেরিক নাম,सामान्य नाव
পৃষ্ঠের বংশ,पृष्ठभागाची प्रजाती
জিওডেসিক,जिओडेसिक
জ্যামিতিক,भौमितिक
জ্যামিতিক নির্মাণ,भौमितिक बांधकाम
জ্যামিতিক গড়,भौमितिक सरासरी
জ্যামিতিক বহুগুণ,भौमितिक गुणाकार
জ্যামিতিক সম্ভাবনা,भूमितीय संभाव्यता
জ্যামিতিক অগ্রগতি,भौमितिक प्रगती
জ্যামিতিক সিরিজ,भौमितिक मालिका
জ্যামিতিক আকৃতি,भौमितिक आकार
জ্যামিতিক পাটিগণিত সিরিজ,भौमितिक अंकगणित मालिका
জ্যামিতি,भूमिती
বিশ্বব্যাপী সর্বোচ্চ,जागतिक कमाल
বৈশ্বিক সম্পত্তি,जागतिक मालमत्ता
বিশ্বব্যাপী সর্বনিম্ন,जागतिक किमान
বিশ্বব্যাপী সর্বোত্তম,जागतिक इष्टतम
বৈশ্বিক সম্পত্তি,जागतिक मालमत्ता
গ্লোবাল স্যাডল পয়েন্ট,ग्लोबल सॅडल पॉइंट
ফিট ভালো,तंदुरुस्तपणा
গ্রেড পারস্পরিক সম্পর্ক,ग्रेड सहसंबंध
গ্রেডেড ডেটা,श्रेणीबद्ध डेटा
গ্রেডিয়েন্ট,प्रवण
গ্রেডিয়েন্ট ঘনত্ব,ग्रेडियंट घनता
লাইনের গ্রেডিয়েন্ট,रेषेचा ग्रेडियंट
বেগের গ্রেডিয়েন্ট,वेगाचा ग्रेडियंट
গ্রেডিয়েন্ট ভেক্টর,ग्रेडियंट वेक्टर
গ্রেডিয়েন্ট বেগ,ग्रेडियंट वेग
গ্রেডিং,प्रतवारी
গ্রেডিং বিশ্লেষণ,ग्रेडिंग विश्लेषण
গ্রাম,हरभरा
গ্রাম নির্ধারক,ग्राम निर्धारक
গ্রাম - শ্মিট অর্থোগোনালাইজেশন প্রক্রিয়া,ग्राम - श्मिट ऑर्थोगोनालायझेशन प्रक्रिया
গ্র্যান্ড মানে,भव्य अर्थ
সর্বমোট,एकूण
চিত্রলেখ,आलेख
গ্রাফিক,ग्राफिक
গ্রাফিক্যাল,ग्राफिकल
গ্রাফিকাল গণনা,ग्राफिकल गणना
গ্রাফিকাল নির্মাণ,ग्राफिकल बांधकाम
গ্রাফিকাল ইন্টিগ্রেশন,ग्राफिकल एकत्रीकरण
গ্রাফিকাল ইন্টারপোলেশন,ग्राफिकल इंटरपोलेशन
গ্রাফিকাল পদ্ধতি,ग्राफिकल पद्धत
গ্রাফিকাল উপস্থাপনা,ग्राफिकल प्रतिनिधित्व
গ্রাফিক অভিব্যক্তি,ग्राफिक अभिव्यक्ती
গ্রাফ পেপার,आलेख कागद
মহাকর্ষ,गुरुत्वाकर्षण
মহাকর্ষীয় ত্বরণ,गुरुत्वाकर्षण प्रवेग
মহাকর্ষীয় আকর্ষণ,गुरुत्वाकर्षण आकर्षण
মহাকর্ষীয় ধ্রুবক,गुरुत्वाकर्षण स्थिरांक
মহাকর্ষীয় বক্রতা,गुरुत्वाकर्षण वक्रता
মহাকর্ষীয় বল,गुरुत्वाकर्षण शक्ती
মহাকর্ষীয় টান,गुरुत्वाकर्षण खेचणे
মাধ্যাকর্ষণ,गुरुत्वाकर्षण
মহান ভালুক,महान अस्वल
মহান বৃত্ত,महान मंडळ
মহান - বৃত্ত সমতল,महान - वर्तुळ विमान
মহান বৃত্ত রুট,मोठा वर्तुळ मार्ग
সর্বশ্রেষ্ঠ সাধারণ পরিমাপ,सर्वात सामान्य उपाय
সর্বশ্রেষ্ঠ উপাদান,सर्वात मोठा घटक
সর্বশ্রেষ্ঠ নিম্ন সীমা,सर्वात मोठी खालची सीमा
মহান সংখ্যা,मोठी संख्या
মহান ত্রিভুজ,महान त्रिकोण
গ্রেগরিয়ান ক্যালেন্ডার,ग्रेगोरियन कॅलेंडर
গ্রেগরিয়ান সংশোধন,ग्रेगोरियन सुधारणा
গ্রেগরি সূত্র,ग्रेगरी सूत्र
গ্রেগরি - নিউটন সূত্র,ग्रेगरी - न्यूटन फॉर्म्युला
গ্রেগরি সিরিজ,ग्रेगरी मालिका
স্থূল,स्थूल
স্থূল পারস্পরিক সম্পর্ক,स्थूल सहसंबंध
স্থূল ত্রুটি,घोर चूक
স্থূল আয়,एकूण उत्पन्न
দল,गट
গ্রুপ অটোমরফিজম,गट ऑटोमॉर्फिझम
গ্রুপ স্বতঃসিদ্ধ,गट स्वयंसिद्ध
গ্রুপ নিয়ন্ত্রণ,गट नियंत्रण
দলবদ্ধ সিরিজ,गटबद्ध मालिका
প্রতিসাম্যের গ্রুপ,सममितींचा समूह
রূপান্তর গ্রুপ,परिवर्तनाचा समूह
গ্রুপয়েড,ग्रुपॉइड
গ্রুপ তাত্ত্বিক অনুমান,गट सैद्धांतिक गृहीतक
গ্রুপ তত্ত্ব,गट सिद्धांत
বৃদ্ধি,वाढ
বৃদ্ধির সূত্র,वाढ सूत्र
বৃদ্ধির হার,वाढीचा दर
g- পরিসংখ্যান,g-सांख्यिकी
অনুমান করা গড়,अंदाजित सरासरी
অর্ধেক যোগকারী,अर्धा जोडणारा
অর্ধেক খোলা ব্যবধান,अर्धा खुला अंतराल
অর্ধেক স্থান,अर्धी जागा
হ্যামিল্টন কেলি উপপাদ্য,हॅमिल्टन केली प्रमेय
হ্যামিলটোনিয়ান অপারেটর,हॅमिलटोनियन ऑपरेटर
হ্যামিল্টনের কোয়াটারনিয়ন বীজগণিত,हॅमिल्टनचे चतुर्थांश बीजगणित
সুরেলা,हार्मोनिक
সুরেলা খাম,हार्मोनिक लिफाफा
সুরেলা গড়,हार्मोनिक मध्यम
সুরেলা অগ্রগতি,हार्मोनिक प्रगती
হারমোনিক্স,हार्मोनिक्स
সুরেলা সিরিজ,हार्मोनिक मालिका
উচ্চতা,उंची
গোলার্ধ,गोलार्ध
অর্ধগোলাকার,गोलार्ध
গোলার্ধীয় অভিক্ষেপ,गोलार्ध प्रक्षेपण
হেপ্টাগন,हेप्टॅगॉन
হারমিটিয়ান কনজুগেট অপারেটর,हर्मिटियन संयुग्मित ऑपरेटर
হারমিটিয়ান ফর্ম,हर्मिटियन फॉर्म
হারমিটিয়ান ম্যাট্রিক্স,हर्मिटियन मॅट्रिक्स
হারমিটিয়ান অপারেটর,हर्मिटियन ऑपरेटर
হারমিটিয়ান পণ্য,हर्मिटियन उत्पादन
হার্মিটিয়ান সেমিগ্রুপ,हर्मिटियन अर्धसमूह
হারমিটিয়ান স্পেস,हर्मिटियन जागा
হারমিটিয়ান রূপান্তর,हर्मिटियन परिवर्तन
হেস ডায়াগ্রাম,हेस आकृती
হেসিয়ান ম্যাট্রিক্স,हेसियन मॅट्रिक्स
ফাংশনের হেসিয়ান,कार्याचे हेसियन
ভিন্নতা পরীক্ষা,विषमता चाचणी
ভিন্নধর্মী,विषम
ভিন্ন ভিন্ন তথ্য,विषम डेटा
ভিন্নধর্মী জনসংখ্যা,विषम लोकसंख्या
হিউরিস্টিক,ह्युरिस्टिक
হিউরিস্টিকভাবে,heuristically
ষড়ভুজ,षटकोन
হেক্সহেড্রন,हेक्सहेड्रॉन
অনুক্রমিক উপবিভাগ,श्रेणीबद्ध उपविभाग
অনুক্রম,पदानुक्रम
উচ্চ জন্ম হার,उच्च जन्म दर
উচ্চ মৃত্যুর হার,उच्च मृत्यू दर
উচ্চ-বয়স-গোষ্ঠী,उच्च - वय - गट
উচ্চতর ক্রম,उच्च ऑर्डर
সর্বোচ্চ আদেশ,सर्वोच्च क्रम
হিলবার্ট কিউব,हिल्बर्ट घन
হিলবার্ট স্পেস,हिल्बर्ट जागा
H – অপরিবর্তনীয়,एच-अपरिवर्तनीय
হিস্টোরিগ্রাম,हिस्टोरिग्राम
ফাঁপা শঙ্কু,पोकळ शंकू
হোমোমরফিজম,होमिओमॉर्फिझम
একজাতীয়তা,एकजिनसीपणा
সমজাতীয়,एकसंध
সমজাতীয় তথ্য,एकसंध डेटा
সমজাতীয় পার্থক্য সমীকরণ,एकसंध फरक समीकरण
হোমোমর্ফিজম,होमोमॉर्फिझम
