Gujarati,Malayalam
સંપર્ક કોણ,കോൺടാക്റ്റ് കോൺ
સંપર્ક બિંદુ,കോൺടാക്റ്റ് പോയിന്റ്
માં સમાયેલ છે,അടങ്ങിയിരിക്കുന്നു
આકસ્મિક ટેબલ,ആകസ്മിക പട്ടിക
સાતત્ય મિકેનિક્સ,തുടർച്ചയായ മെക്കാനിക്സ്
ચાલુ અપૂર્ણાંક,തുടർച്ചയായ അംശം
ચાલુ ઉત્પાદન,തുടർന്നുള്ള ഉൽപ്പന്നം
સાતત્ય,തുടർച്ച
કાર્યની સાતત્ય,പ്രവർത്തനത്തിന്റെ തുടർച്ച
સાતત્ય પરીક્ષણ,തുടർച്ചയായ പരിശോധന
સતત,തുടർച്ചയായ
સતત વ્યુત્પન્ન,തുടർച്ചയായ ഡെറിവേറ്റീവ്
સતત વિતરણ,തുടർച്ചയായ വിതരണം
ઉપરથી સતત,മുകളിൽ നിന്ന് തുടർച്ചയായി
સતત કાર્ય,തുടർച്ചയായ പ്രവർത്തനം
સતત વિભેદક,തുടർച്ചയായി വ്യത്യാസപ്പെട്ടിരിക്കുന്നു
સતત નકશો,തുടർച്ചയായ ഭൂപടം
સતત મેપિંગ,തുടർച്ചയായ മാപ്പിംഗ്
સતત સંભાવના ઘનતા કાર્ય,തുടർച്ചയായ പ്രോബബിലിറ്റി ഡെൻസിറ്റി ഫംഗ്ഷൻ
સતત સંભાવના વિતરણ,തുടർച്ചയായ പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ
સતત રેન્ડમ ચલ,തുടർച്ചയായ റാൻഡം വേരിയബിൾ
સતત નમૂના જગ્યા,തുടർച്ചയായ സാമ്പിൾ സ്ഥലം
સતત ચલ,തുടർച്ചയായ വേരിയബിൾ
સતત તરંગ,തുടർച്ചയായ തരംഗം
સાતત્ય,തുടർച്ച
અખંડ પૂર્વધારણા (= અખંડ સ્વયંસિદ્ધ),തുടർച്ചയായ സിദ്ധാന്തം (= തുടർച്ചയായ സിദ്ധാന്തം)
વાસ્તવિક સંખ્યાઓનું સાતત્ય (= વાસ્તવિક સંખ્યાઓનો સમૂહ),യഥാർത്ഥ സംഖ്യകളുടെ തുടർച്ച (= യഥാർത്ഥ സംഖ്യകളുടെ കൂട്ടം)
સાતત્ય સિદ્ધાંત,തുടർച്ചയായ സിദ്ധാന്തം
સમોચ્ચ એકીકરણ,കോണ്ടൂർ ഇന്റഗ്രേഷൻ
સંકોચન મેપિંગ,സങ്കോച മാപ്പിംഗ്
વિરોધાભાસ,വൈരുദ്ധ്യം
વિરોધી,വിരുദ്ധമായ
નિયંત્રણ,നിയന്ത്രണം
નિયંત્રણ ચાર્ટ,നിയന്ത്രണ ചാർട്ട്
સરેરાશ માટે નિયંત્રણ ચાર્ટ,ശരാശരിക്കുള്ള നിയന്ത്രണ ചാർട്ട്
ખામીઓ માટે નિયંત્રણ ચાર્ટ,വൈകല്യങ്ങൾക്കുള്ള നിയന്ത്രണ ചാർട്ട്
રેન્જ માટે નિયંત્રણ ચાર્ટ,ശ്രേണികൾക്കുള്ള നിയന്ത്രണ ചാർട്ട്
ચલો માટે નિયંત્રણ ચાર્ટ,വേരിയബിളുകൾക്കുള്ള നിയന്ത്രണ ചാർട്ട്
એકરૂપ થવું,ഒത്തുചേരുന്നു
સરેરાશમાં કન્વર્જન્સ,അർത്ഥത്തിൽ ഒത്തുചേരൽ
સરેરાશ ચોરસમાં કન્વર્જન્સ,ശരാശരി ചതുരത്തിൽ കൂടിച്ചേരൽ
સંભાવનામાં સંકલન,സംഭാവ്യതയിൽ ഒത്തുചേരൽ
કન્વર્જન્સ મર્યાદા,ഒത്തുചേരൽ പരിധി
કન્વર્જન્સ ત્રિજ્યા,ഒത്തുചേരൽ ആരം
કન્વર્જન્સ પ્રદેશ,ഒത്തുചേരൽ മേഖല
કન્વર્જન્ટ,ഒത്തുചേരുന്ന
કન્વર્જન્ટ ક્રમ,ഒത്തുചേരൽ ക്രമം
કન્વર્જન્ટ શ્રેણી,ഒത്തുചേരൽ പരമ്പര
વાતચીત,സംസാരിക്കുക
તેનાથી વિપરીત,തിരിച്ചും
રૂપાંતર અપૂર્ણાંક,പരിവർത്തന അംശം
રૂપાંતર કોષ્ટક,പരിവർത്തന പട്ടിക
બહિર્મુખ,കുത്തനെയുള്ള
બહિર્મુખ શરીર,കുത്തനെയുള്ള ശരീരം
બહિર્મુખ સંયોજન,കോൺവെക്സ് കോമ്പിനേഷൻ
બહિર્મુખ આવરણ (=બહિર્મુખ હલ),കുത്തനെയുള്ള കവർ (=കോൺവെക്സ് ഹൾ)
બહિર્મુખ કાર્ય,കോൺവെക്സ് ഫംഗ്ഷൻ
બહિર્મુખ રેખીય સંયોજનો,കോൺവെക്സ് ലീനിയർ കോമ്പിനേഷനുകൾ
બહિર્મુખ રેખીય પ્રોગ્રામિંગ,കോൺവെക്സ് ലീനിയർ പ്രോഗ്രാമിംഗ്
બહિર્મુખ મેટ્રિક જગ્યા,കോൺവെക്സ് മെട്രിക് സ്പേസ്
બહિર્મુખ બહુહેડ્રોન,കുത്തനെയുള്ള ബഹുമുഖം
બહિર્મુખ પ્રોગ્રામિંગ,കോൺവെക്സ് പ്രോഗ്രാമിംഗ്
બહિર્મુખ પ્રદેશ,കുത്തനെയുള്ള പ്രദേശം
બહિર્મુખ સમૂહ,കുത്തനെയുള്ള സെറ്റ്
ક્રાંતિ,കൺവ്യൂഷൻ
કન્વોલ્યુશન અભિન્ન,convolution integral
કન્વોલ્યુશન પ્રમેય (= ફાલ્ટંગ પ્રમેય),കൺവ്യൂഷൻ സിദ്ധാന്തം (= ഫാൾട്ടംഗ് സിദ്ധാന്തം)
સંકલન,ഏകോപിപ്പിക്കുക
સંકલન અક્ષ,കോർഡിനേറ്റ് അക്ഷം
સંકલન ભૂમિતિ,കോർഡിനേറ്റ് ജ്യാമിതി
સંકલન વિમાન,കോർഡിനേറ്റ് വിമാനം
સંકલન,കോർഡിനേറ്റുകൾ
સંકલન સિસ્ટમ,കോർഡിനേറ്റ് സിസ്റ്റം
કોપરનિકન સિસ્ટમ,കോപ്പർനിക്കൻ സിസ്റ്റം
કોપ્લાનર,കോപ്ലനാർ
કોપ્લાનર દળો,കോപ്ലനാർ ശക്തികൾ
કોપ્લાનરિટી,കോപ്ലനാരിറ്റി
કોપ્રાઈમ નંબરો,കോപ്രൈം നമ്പറുകൾ
સુધારણા પરિબળ,തിരുത്തൽ ഘടകം
યોગ્ય ઉકેલ,ശരിയായ പരിഹാരം
સંબંધ,പരസ്പരബന്ധം
સહસંબંધ ગુણાંક,പരസ്പരബന്ധം ഗുണകം
સહસંબંધ રેખાકૃતિ,പരസ്പരബന്ധം ഡയഗ്രം
સહસંબંધ કાર્ય,പരസ്പരബന്ധം പ്രവർത്തനം
સહસંબંધ મેટ્રિક્સ,പരസ്പരബന്ധം മാട്രിക്സ്
સહસંબંધ ગુણોત્તર,പരസ്പര ബന്ധ അനുപാതം
કોરીલોગ્રામ,കോറെലോഗ്രാം
કોરીલોગ્રામ વિશ્લેષણ,കോറലോഗ്രാം വിശകലനം
અનુરૂપ,പൊരുത്തപ്പെടുത്തുക
પત્રવ્યવહાર સિદ્ધાંત,കത്തിടപാടുകളുടെ തത്വം
અનુરૂપ કોણ,അനുബന്ധ കോൺ
અનુરૂપ બાજુ,അനുബന്ധ വശം
coset,കോസെറ്റ്
કોસાઇન,കോസൈൻ
કોસાઇન કાયદો,കോസൈൻ നിയമം
ખર્ચ વિશ્લેષણ,ചെലവ് വിശകലനം
ખર્ચ મહત્તમકરણ,ചെലവ് പരമാവധിയാക്കൽ
ગણતરીક્ષમતા સ્વયંસિદ્ધ,എണ്ണൽ സിദ്ധാന്തം
ગણતરીપાત્ર,എണ്ണാവുന്ന
ગણતરીપાત્ર ઉમેરણ,കണക്കാക്കാവുന്ന അഡിറ്റിവിറ്റി
ગણતરીપાત્ર આધાર,എണ്ണാവുന്ന അടിസ്ഥാനം
ગણતરીપાત્ર આધાર,എണ്ണാവുന്ന അടിസ്ഥാനം
ગણતરીપાત્ર સમૂહ,എണ്ണാവുന്ന സെറ്റ്
ગણતરીપૂર્વક અનંત,എണ്ണിയാലൊടുങ്ങാത്തത്
કાઉન્ટર,കൗണ്ടർ
ઘડિયાળની વિરુદ્ધ દિશામાં,എതിർ ഘടികാരദിശയിൽ
કાઉન્ટર ઉદાહરણ,എതിർ ഉദാഹരണം
સહપ્રવૃત્તિ,സഹവർത്തിത്വം
સહપ્રવર્તન કાયદો,സഹവർത്തിത്വ നിയമം
સહપ્રવર્તન મેટ્રિક્સ,കോവേരിയൻസ് മാട്രിക്സ്
સહપ્રવર્તન પદ્ધતિ,സഹവർത്തിത്വ രീതി
સહપ્રવર્તન તકનીક,സഹവർത്തിത്വ സാങ്കേതികത
ક્રેમરનો નિયમ,ക്രാമർ ഭരണം
ક્રેમર-રાવ અસમાનતા,ക്രാമർ-റാവു അസമത്വം
માપદંડ કાર્ય (= ઉદ્દેશ્ય કાર્ય),മാനദണ്ഡ പ്രവർത്തനം (=ഒബ്ജക്റ്റീവ് ഫംഗ്‌ഷൻ)
નિર્ણાયક કોણ,നിർണായക ആംഗിൾ
નિર્ણાયક બિંદુ,നിര്ണ്ണായക ബിന്ദു
કાર્યનું નિર્ણાયક બિંદુ,പ്രവർത്തനത്തിന്റെ നിർണായക പോയിന്റ്
નિર્ણાયક મૂલ્ય,നിർണായക മൂല്യം
નિર્ણાયક વેગ,നിർണായക വേഗത
ક્રોસ સહસંબંધ કાર્ય,ക്രോസ് കോറിലേഷൻ ഫംഗ്ഷൻ
ક્રોસ ઉત્પાદન,ക്രോസ് ഉൽപ്പന്നം
ક્રોસ રેશિયો,ക്രോസ് റേഷ്യോ
ક્રોસ સેક્શનિંગ,ക്രോസ് സെക്ഷനിംഗ്
ક્રિપ્ટ,ക്രിപ്റ്റ്
સમઘન,ക്യൂബ്
ક્યુબ નંબર,ക്യൂബ് നമ്പർ
ઘનમૂળ,ക്യൂബ് റൂട്ട്
ઘન,ക്യൂബിക്
ક્યુબિકલ,ക്യൂബിക്കൽ
ઘન સમીકરણ,ക്യൂബിക് സമവാക്യം
ઘન ઇંચ,ക്യൂബിക് ഇഞ്ച്
ઘન મીટર,ക്യുബിക് മീറ്റർ
ક્યુબિક પેરાબોલા,ക്യൂബിക് പരവലയം
ઘનમૂળ,ക്യൂബിക് റൂട്ട്
ઘન શબ્દ,ക്യൂബിക് കാലാവധി
ક્યુબોઇડ,ക്യൂബോയിഡ്
સંચિત,സഞ്ചിത
સંચિત વળાંક,ക്യുമുലേറ്റീവ് കർവ്
સંચિત વિતરણ કાર્ય,സഞ്ചിത വിതരണ പ്രവർത്തനം
સંચિત આવર્તન,സഞ്ചിത ആവൃത്തി
સંચિત આવર્તન કાર્ય,ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഫംഗ്‌ഷൻ
સંચિત આવર્તન ગ્રાફ,ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ്
સંચિત સંભાવના કાર્ય,ക്യുമുലേറ്റീവ് പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
કર્લ,ചുരുളൻ
સુસંગતતાનું કર્લ,പൊരുത്തം
વેક્ટરનો કર્લ,വെക്റ്ററിന്റെ ചുരുളൻ
સર્પાકાર કૌંસ,ചുരുണ്ട ബ്രാക്കറ്റ്
વર્તમાન,നിലവിലെ
વર્તમાન બિંદુ,നിലവിലെ പോയിന്റ്
વક્રતા,വക്രത
વક્રતા અસર,വക്രത പ്രഭാവം
વળાંક,വളവ്
વક્ર રેખા,വളഞ്ഞ രേഖ
વળાંક ટ્રેસિંગ,കർവ് ട്രേസിംഗ്
વક્રીય એસિમ્પ્ટોટ,വളഞ്ഞ അസിംപ്റ്റോട്ട്
વક્રીય કોઓર્ડિનેટ્સ,curvilinear കോർഡിനേറ്റുകൾ
વક્રીકૃત રીગ્રેશન,കർവിലീനിയർ റിഗ്രഷൻ
કુસપ,കൂമ്പാരം
ચક્ર,ചക്രം
ચક્રીય વિવિધતા,ചാക്രിക വ്യതിയാനം
ચક્રીય ક્રોસ ઉત્પાદન,സൈക്ലിക് ക്രോസ് ഉൽപ്പന്നം
ચક્રીય માંગ,ചാക്രിക ആവശ്യം
ચક્રીય અભિવ્યક્તિ,ചാക്രിക പദപ്രയോഗം
ચક્રીય જૂથ,ചാക്രിക ഗ്രൂപ്പ്
ચક્રીય ક્રમચય,ചാക്രിക ക്രമമാറ്റം
ચક્રવાત,സൈക്ലോയ്ഡ്
સિલિન્ડર,സിലിണ്ടർ
નળાકાર,സിലിണ്ടർ
નળાકાર સપાટી,സിലിണ്ടർ ഉപരിതലം
સાઇફર,സൈഫർ
ડી&#39;એલેમ્બર્ટનો સિદ્ધાંત,ഡി അലംബെർട്ടിന്റെ തത്വം
ભીના હાર્મોનિક કાર્ય,നനഞ്ഞ ഹാർമോണിക് പ്രവർത്തനം
સતત ભીનાશ,സ്ഥിരമായ ഈർപ്പം
ડેટા,ഡാറ്റ
ડેટાની ઉત્પત્તિ,ഡാറ്റ ഉത്ഭവം
ડેટા પ્રોસેસિંગ સિસ્ટમ,ഡാറ്റ പ്രോസസ്സിംഗ് സിസ്റ്റം
ડેટા પ્રોસેસર,ഡാറ്റ പ്രോസസ്സർ
ડેટા શીટ,ഡാറ്റ ഷീറ്റ്
દશકોણ,ദശാഭുജം
ડેકાગ્રામ,ദശാഗ്രാം
ડેકેમીટર,ദശാമീറ്റർ
સતત સડો,സ്ഥിരമായ ക്ഷയം
સડો વળાંક,ശോഷണ വക്രം
યોગ્ય કાર્ય,മാന്യമായ പ്രവർത്തനം
ડેસિગ્રામ,ഡെസിഗ്രാം
ડેસિલ,ദശാംശം
દશાંશ,ദശാംശം
દશાંશ કોડ,ദശാംശ കോഡ്
દશાંશ કોડેડ અંક,ദശാംശ കോഡ് ചെയ്ത അക്കം
દશાંશ વિસ્તરણ,ദശാംശ വികാസം
દશાંશ અપૂર્ણાંક,ദശാംശ അംശം
દશાંશ સંકેત,ദശാംശ നൊട്ടേഷൻ
દશાંશ નંબરિંગ સિસ્ટમ,ദശാംശ സംഖ്യാ സംവിധാനം
દશાંશ બિંદુ,ദശാംശ
દશાંશ સ્કેલ,ദശാംശ സ്കെയിൽ
દશાંશ સિસ્ટમ,ദശാംശ വ്യവസ്ഥ
ડેસીમીટર,ഡെസിമീറ്റർ
ડિસિફરિંગ,മനസ്സിലാക്കുന്നു
નિર્ણય મોડલ,തീരുമാന മാതൃക
નિર્ણય સિદ્ધાંત,തീരുമാന സിദ്ധാന്തം
નિર્ણય ચલ,തീരുമാനം വേരിയബിൾ
ડીકોડર,ഡീകോഡർ
ડીકોડિંગ,ഡീകോഡിംഗ്
વિઘટનક્ષમ સમૂહ,വിഘടിപ്പിക്കാവുന്ന സെറ്റ്
ઘટતું,കുറയുന്നു
ઘટતું કાર્ય,പ്രവർത്തനം കുറയുന്നു
Dedekind કટ,Dedekind ന്റെ കട്ട്
ડેડેકાઇન્ડનું પ્રમેય,ഡെഡെകിൻഡിന്റെ സിദ്ധാന്തം
તારવવું,അനുമാനിക്കുക
આનુમાનિક પદ્ધતિ,കിഴിവ് രീതി
ખામીયુક્ત,വികലമായ
વ્યાખ્યાયિત સમીકરણ,സമവാക്യം നിർവചിക്കുന്നു
ચોક્કસ અભિન્ન,നിശ്ചിത അവിഭാജ്യ
ચોક્કસ મેટ્રિક્સ,നിശ്ചിത മാട്രിക്സ്
વ્યાખ્યા,നിർവചനം
વિરૂપતા વળાંક,രൂപഭേദം വക്രം
વિકૃત સપાટી,രൂപഭേദം വരുത്തിയ ഉപരിതലം
અધોગતિ,അപചയം
પરિવહન સમસ્યાઓમાં અધોગતિ,ഗതാഗത പ്രശ്‌നങ്ങളിലെ അപചയം
ડિગ્રી,ഡിഗ്രി
વિભેદક સમીકરણની ડિગ્રી,ഡിഫറൻഷ്യൽ സമവാക്യത്തിന്റെ ബിരുദം
સ્વતંત્રતાની ડિગ્રી,സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം
બહુપદીની ડિગ્રી,ബഹുപദത്തിന്റെ ബിരുദം
પડોશ કાઢી નાખ્યો,ഇല്ലാതാക്കിയ അയൽപക്കം
ડેલ્ટા કાર્ય,ഡെൽറ്റ പ്രവർത്തനം
માંગ અને ઉપયોગિતા વળાંક,ഡിമാൻഡും യൂട്ടിലിറ്റി വക്രവും
માંગ સમીકરણ,ഡിമാൻഡ് സമവാക്യം
માંગ કાર્ય,ഡിമാൻഡ് ഫംഗ്ഷൻ
વસ્તી વિષયક અભ્યાસ,ജനസംഖ്യാ പഠനം
વસ્તીવિષયક,ജനസംഖ്യാശാസ്ത്രം
ડી મોઇવરનું પ્રમેય,ഡി മോവ്രെയുടെ സിദ്ധാന്തം
દર્શાવો,പ്രകടിപ്പിക്കുക
પ્રદર્શન,പ്രകടനം
નિદર્શન ભૂમિતિ,പ്രദർശന ജ്യാമിതി
છેદ,ഡിനോമിനേറ്റർ
ગાઢ સમૂહ,ഇടതൂർന്ന സെറ്റ്
ઘનતા,സാന്ദ്രത
અસંખ્ય સમૂહ,എണ്ണമറ്റ സെറ്റ്
પ્રસ્થાન ચલ,പുറപ്പെടുന്ന വേരിയബിളുകൾ
આશ્રિત ઘટના,ആശ്രിത സംഭവം
આશ્રિત રેન્ડમ ચલ,ആശ്രിത റാൻഡം വേരിയബിൾ
આશ્રિત ચલ,ആശ്രിത വേരിയബിൾ
આશ્રિત વિવિધતા,ആശ്രിത വേരിയേറ്റ്
હતાશા કોણ,വിഷാദം ആംഗിൾ
વ્યુત્પત્તિ,വ്യുൽപ്പന്നം
વ્યુત્પન્ન,ഡെറിവേറ്റീവ്
વ્યુત્પન્ન શ્રેણી,ഉരുത്തിരിഞ്ഞ പരമ്പര
મેળવેલ સમૂહ,ഉരുത്തിരിഞ്ഞ സെറ്റ്
ઉતરતા,അവരോഹണം
ઉતરતા ક્રમમાં,അവരോഹണ ക്രമം
ઉતરતી શ્રેણી,അവരോഹണ പരമ്പര
વર્ણનાત્મક ભૂમિતિ,വിവരണാത്മക ജ്യാമിതി
વર્ણનાત્મક મોડેલ,വിവരണാത്മക മാതൃക
વર્ણનાત્મક આંકડા,വിവരണാത്മക സ്ഥിതിവിവരക്കണക്കുകൾ
ડિઝાઇન,ഡിസൈൻ
પ્રયોગની ડિઝાઇન,പരീക്ഷണത്തിന്റെ രൂപകൽപ്പന
ડેસ્ક કેલ્ક્યુલેટર,ഡെസ്ക് കാൽക്കുലേറ്റർ
શોધ,കണ്ടെത്തൽ
નિર્ણાયક,ഡിറ്റർമിനന്റ്
નિર્ણાયક ક્રમ,ഡിറ്റർമിനന്റ് റാങ്ക്
નક્કી કરો,നിർണ്ണയിക്കുക
નિર્ધારિત મોડેલ,നിർണ്ണായക മാതൃക
નિર્ધારિત સમસ્યા,നിർണ്ണായക പ്രശ്നം
વિચલન,വ്യതിയാനം
વિચલન ગુણાંક,വ്യതിയാനം ഗുണകം
ડાયડિક સિસ્ટમ,ഡയാഡിക് സിസ്റ്റം
કર્ણ,ഡയഗണൽ
મેટ્રિક્સનું વિકર્ણીકરણ,ഒരു മാട്രിക്സിന്റെ ഡയഗണലൈസേഷൻ
કર્ણ મેટ્રિક્સ,ഡയഗണൽ മാട്രിക്സ്
કર્ણ સમાનતા,ഡയഗണൽ സമാനത
રેખાકૃતિ,ഡയഗ്രം
રેખાકૃતિ પદ્ધતિ,ഡയഗ്രമാറ്റിക് രീതി
રેખાકૃતિ પ્રસ્તુતિ,ഡയഗ്രമാറ്റിക് അവതരണം
વ્યાસ,വ്യാസം
સમૂહનો વ્યાસ,ഒരു സെറ്റിന്റെ വ്യാസം
ડાયમેટ્રિકલી વિરુદ્ધ,വിപരീതമായി
ડાઇસ ફેંકવું,പകിട എറിയുക
દ્વિભાષી વર્ગીકરણ,ദ്വിമുഖ വർഗ്ഗീകരണം
દ્વિભાષા,ദ്വിമുഖം
શબ્દકોશ ક્રમ,നിഘണ്ടു ക്രമം
તફાવત કેલ્ક્યુલસ,വ്യത്യാസം കണക്കുകൂട്ടൽ
તફાવત સમીકરણ,വ്യത്യാസ സമവാക്യം
તફાવત સૂત્ર,വ്യത്യാസം ഫോർമുല
તફાવત પદ્ધતિ,വ്യത്യാസം രീതി
સેટનો તફાવત,സെറ്റുകളുടെ വ്യത്യാസം
વિભેદક,വ്യത്യസ്തമായ
વિભેદક વળાંક,വ്യത്യസ്തമായ വക്രം
વિભેદક કાર્ય,വ്യത്യസ്തമായ പ്രവർത്തനം
વિભેદક,വ്യത്യസ്തമായ
વિભેદક કલન,ഡിഫറൻഷ്യൽ കാൽക്കുലസ്
વિભેદક ગુણાંક,ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്
વિભેદક સમીકરણ,ഡിഫറൻഷ്യൽ സമവാക്യം
વિભેદક સ્વરૂપ,ഡിഫറൻഷ്യൽ ഫോം
વિભેદક સૂત્ર,ഡിഫറൻഷ്യൽ ഫോർമുല
વિભેદક કાર્ય,ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ
વિભેદક ભૂમિતિ,ഡിഫറൻഷ്യൽ ജ്യാമിതി
ઉચ્ચ ક્રમનો તફાવત,ഉയർന്ന ക്രമത്തിന്റെ വ്യത്യാസം
વિભેદક ભાગ,ഡിഫറൻഷ്യൽ ഘടകം
તફાવત કરવો,വേർതിരിക്കുക
તફાવત,വ്യത്യാസം
ભિન્નતા સૂત્ર,ഡിഫറൻഷ്യേഷൻ ഫോർമുല
વેક્ટરનો તફાવત,വെക്റ്ററിന്റെ വ്യത്യാസം
પ્રસરણ,വ്യാപനം
અંક,അക്കം
ડિજિટલ કમ્પ્યુટર,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
ડિજિટલ ડેટા,ഡിജിറ്റൽ ഡാറ്റ
પરિમાણ,മാനം
પરિમાણ,മാനം
પરિમાણહીન,അളവില്ലാത്ത
સમીકરણનું પરિમાણ,ഒരു സമവാക്യത്തിന്റെ അളവ്
ડાયોફેન્ટાઇન સમીકરણ,diophantine സമവാക്യം
ડૂબકી કોણ,മുക്കി കോൺ
દ્વિધ્રુવી કોઓર્ડિનેટ્સ,ഡിപോളാർ കോർഡിനേറ്റുകൾ
દ્વિધ્રુવ,ദ്വിധ്രുവം
ડીપીરામીડ (બાયપીરામિડ),ഡിപിരമിഡ് (ബൈപിരമിഡ്)
ડીરાક ડેલ્ટા ફંક્શન,ഡിറാക് ഡെൽറ്റ ഫംഗ്‌ഷൻ
સીધી સામાન્ય સ્પર્શક,നേരിട്ടുള്ള പൊതു ടാൻജെന്റ്
નિર્દેશિત કોણ,സംവിധാനം ആംഗിൾ
નિર્દેશિત રેખા,സംവിധാനം ചെയ്ത ലൈൻ
દિશાત્મક વ્યુત્પન્ન,ദിശാസൂചന ഡെറിവേറ്റീവ്
દિશા કોસાઇન,ദിശ കോസൈൻ
મેક્સિમાની દિશા,മാക്സിമയുടെ ദിശ
પ્રક્ષેપણની દિશા,പ്രൊജക്ഷന്റെ ദിശ
દિશા ગુણોત્તર,ദിശ അനുപാതം
ડિરેક્ટર વર્તુળ,ഡയറക്ടർ സർക്കിൾ
દિગ્દર્શક ક્ષેત્ર,ഡയറക്ടർ മണ്ഡലം
સીધું ઉત્પાદન,നേരിട്ടുള്ള ഉൽപ്പന്നം
સીધો પુરાવો,നേരിട്ടുള്ള തെളിവ്
સીધું પ્રમાણ,നേരിട്ടുള്ള അനുപാതം
ડાયરેક્ટ્રીક્સ,ഡയറക്‌ട്രിക്സ്
સીધી રકમ,നേരിട്ടുള്ള തുക
ડિસ્કનેક્ટ થયેલ સેટ,വിച്ഛേദിച്ച സെറ്റുകൾ
નિરંતરતા,നിർത്തലാക്കൽ
વ્યુત્પન્નતાની વિરામ,ഡെറിവേറ്റീവിന്റെ നിർത്തലാക്കൽ
પ્રથમ પ્રકારની અવ્યવસ્થા,ആദ്യ തരത്തിലുള്ള നിർത്തലാക്കൽ
બીજા પ્રકારની અવ્યવસ્થા,രണ്ടാമത്തെ തരത്തിലുള്ള നിർത്തലാക്കൽ
અવ્યવસ્થિત વિતરણ,തുടർച്ചയായ വിതരണം
અવ્યવસ્થિત કાર્ય,തുടർച്ചയായ പ്രവർത്തനം
અવ્યવસ્થિત વિવિધતા,തുടർച്ചയായ വേരിയേറ്റ്
અલગ,വ്യതിരിക്തമായ
સ્વતંત્ર વિતરણ,വ്യതിരിക്തമായ വിതരണം
સ્વતંત્ર સંભાવના વિતરણ,ഡിസ്ക്രീറ്റ് പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ
અલગ રેન્ડમ ચલ,ഡിസ്ക്രീറ്റ് റാൻഡം വേരിയബിൾ
અલગ નમૂના જગ્યા,വ്യതിരിക്ത സാമ്പിൾ സ്ഥലം
સ્વતંત્ર સમૂહ,വ്യതിരിക്തമായ സെറ്റ്
અલગ જગ્યા,വ്യതിരിക്ത സ്ഥലം
સ્વતંત્ર ટોપોલોજી,വ്യതിരിക്ത ടോപ്പോളജി
અલગ અલગ,വ്യതിരിക്തമായ വ്യതിയാനം
ભેદભાવપૂર્ણ,വിവേചനം
ભેદભાવપૂર્ણ વિશ્લેષણ (=ભેદભાવપૂર્ણ વિશ્લેષણ),വിവേചനപരമായ വിശകലനം (=വിവേചന വിശകലനം)
વિચ્છેદ,വേർപിരിയുക
અસંબંધિત ઘટનાઓ,പരസ്പരവിരുദ്ധമായ സംഭവങ്ങൾ
ડિસજોઇન્ટ સેટ,വിഭജന സെറ്റുകൾ
જોડાણ તોડી નાખવું,അവ്യക്തമായ യൂണിയൻ
વિભાજન,വിച്ഛേദനം
વિક્ષેપ,വിസരണം
વિક્ષેપ ચાર્ટ,ഡിസ്പേർഷൻ ചാർട്ട്
વિક્ષેપ સતત,വിസരണം സ്ഥിരമായ
વિક્ષેપ રેખાકૃતિ,ഡിസ്പർഷൻ ഡയഗ്രം
વિક્ષેપ મેટ્રિક્સ (=કોવરિઅન્સ મેટ્રિક્સ),ഡിസ്പർഷൻ മാട്രിക്സ് (=കോവേരിയൻസ് മാട്രിക്സ്)
વિસ્થાપન,സ്ഥാനമാറ്റാം
પ્રદર્શન,ഡിസ്പ്ലേ
ડિસ્પ્લે યુનિટ (=કન્સોલ),ഡിസ്പ്ലേ യൂണിറ്റ് (=കൺസോൾ)
ભિન્ન,സമാനതകളില്ലാത്ത
વિઘટનકારી દળો,വിഘടിപ്പിക്കുന്ന ശക്തികൾ
અંતર કાર્ય,ദൂരം പ്രവർത്തനം
અંતર મોડ્યુલસ,ദൂരം മോഡുലസ്
વિતરણ-મુક્ત પદ્ધતિ,വിതരണ രഹിത രീതി
વિતરણ કાયદો,വിതരണ നിയമം
અલગ થવું,വ്യതിചലിക്കുക
વિચલન,വ്യതിചലനം
વિચલન પ્રમેય,വ്യതിചലന സിദ്ധാന്തം
જુદીજુદી,വ്യത്യസ്തമായ
અલગ શ્રેણી,വ്യത്യസ്‌ത പരമ്പര
વિભાજિત તફાવત,വിഭജിച്ച വ്യത്യാസം
વિભાજ્યતા,വിഭജനം
વિભાજ્ય,ഹരിക്കാവുന്ന
વિભાગ,ഡിവിഷൻ
વિભાજન અલ્ગોરિધમ,ഡിവിഷൻ അൽഗോരിതം
ડિવિઝન રિંગ,ഡിവിഷൻ റിംഗ്
ડોડેકાગોન,ഡോഡെകഗൺ
ડોડેકાહેડ્રોન,ഡോഡെകാഹെഡ്രോൺ
ડોમેન,ഡൊമെയ്ൻ
ફંક્શનનું ડોમેન,ഒരു ഫംഗ്ഷന്റെ ഡൊമെയ്ൻ
