Marathi,Malayalam
सातत्याने,സ്ഥിരമായി
कन्सोल,കൺസോൾ
स्थिर,സ്ഥിരമായ
सतत मोठेपणा,സ്ഥിരമായ വ്യാപ്തി
मायक्रोफोनशी संपर्क साधा,മൈക്രോഫോൺ ബന്ധപ്പെടുക
कंटेनर स्वरूप,കണ്ടെയ്നർ ഫോർമാറ്റ്
दूषित,മലിനമാക്കല്
सामग्री,സന്തുഷ്ടമായ
संमिश्र,തുടർച്ചനാൽ
सातत्य,തുടർച്ച
सातत्य बूथ,തുടർച്ച ബൂത്ത്
सातत्य नॉब,തുടർച്ച നോബ്
सतत,ഇടതടവില്ലാതെ
सतत कंस,തുടർച്ചയായ ആർക്ക്
सतत लाट,തുടർച്ചയായ തരംഗം
समोच्च ओळ,കോണ്ടൂർ ലൈൻ
समोच्च योजना,കോണ്ടൂർ പ്ലാൻ
करार,ഉടന്വടി
आकुंचन,സങ്കോചനം
कॉन्ट्रास्ट गुणोत्तर,ദൃശ്യതീവ്രത അനുപാതം
नियंत्रण सर्किट,നിയന്ത്രണ സർക്യൂട്ട്
इलेक्ट्रोड नियंत्रित करा,ഇലക്ട്രോഡ് നിയന്ത്രിക്കുക
नियंत्रण उपकरणे,ഉപകരണങ്ങൾ നിയന്ത്രിക്കുക
नियंत्रण ग्रीड,നിയന്ത്രണ ഗ്രിഡ്
नियंत्रण ओळ,നിയന്ത്രണ രേഖ
नियंत्रण पॅनेल,നിയന്ത്രണ പാനൽ
नियंत्रण कक्ष,നിയന്ത്രണ മുറി
नियंत्रण सारणी,നിയന്ത്രണ പട്ടിക
नियंत्रण टॉवर,നിയന്ത്രണ ഗോപുരം
नियंत्रक,കണ്ട്രോളർ
अभिसरण,ഒത്തുപണി
कन्व्हर्जंट लेन्स,മൊത്തത്തിലുള്ള ലെൻസ്
कन्व्हर्टर,കവർത്തനമാർഗ്ഗം
बहिर्गोल लेन्स,കൺവെക്സ് ലെൻസ്
कन्व्होल्यूशन,സാരമക്ഷമമായ
कन्व्होल्यूशन कोड,പരിമിതി കോഡ് ചെയ്തു
कॉन्व्होल्यूशनल इंटरलीव्ह,പരിണാമപരമായ പരസ്പരബന്ധം
कॉन्व्होल्यूशनल इंटरलीव्हिंग,പരിണാമപരമായ സംക്രമണ
कुकी,കുക്കി
कुकीयर,കുക്കിതാവ്
कॉप्रोसेसर,കോപാസസ്സർ
दोरखंड,ചരട്
कोरोना,കൊറോണ
कोरोना डिस्चार्ज,കൊറോണ ഡിസ്ചാർജ്
परस्परसंबंध,പരസ്പരബന്ധം
कोसाइन घटक,കോസിൻ ഘടകം
कोसाइन वेव्ह,കോസിൻ തരംഗം
वैश्विक आवाज,കോസ്മിക് ശബ്ദം
काउंटर,കൗണ്ടര്
घड्याळाच्या दिशेने काउंटर,എതിർ ഘടികാരദിശയിൽ
कपलर,കപ്ലർ
जोड्या,കപ്ലിംഗ്
कपलिंग कंडेन्सर,കപ്ലിംഗ് കണ്ടൻസർ
कपलिंग नेटवर्क,കപ്ലിംഗ് നെറ്റ്വർക്ക്
कपलिंग प्रतिकार,Conpling പ്രതിരോധം
सहसंयोजक बंध,കോവാലന്റ് ബോണ്ട്
कव्हरेज,കവറേജ്
आपटी,തകര്ച്ച
गंभीर बँड,ഗുരുതരമായ ബാൻഡ്
चिंताजनक स्थिती,ഗുരുതരമായ അവസ്ഥ
गंभीर जोड्या,ഗുരുതരമായ കപ്ലിംഗ്
गंभीर वारंवारता,ഗുരുതരമായ ആവൃത്തി
गंभीर मापदंड,ഗുരുതരമായ പാരാമീറ്റർ
मगर क्लिप,മുതല ക്ലിപ്പ്
क्रॉस फिकट,ക്രോസ് മങ്ങൽ
क्रॉस मॉड्यूलेशन,ക്രോസ് മോഡുലേഷൻ
क्रॉस टॉक,ക്രോസ് ടോക്ക്
क्रॉसफेड,ക്രോസ്ഫേഡ്
क्रिप्टोग्राफी,ക്രിപ്റ്റോഗ്രഫി
क्रिस्टल,സ്ഫടികം
क्रिस्टल फिल्टर,ക്രിസ്റ്റൽ ഫിൽട്ടർ
क्यू,ശീതം
क्यू मार्क्स,ക്യൂ മാർക്ക്
क्यूइंग डिव्हाइस,ഉപകരണം ക്യൂപ്പിംഗ് ഉപകരണം
चालू नाले,നിലവിലെ ഡ്രെയിൻ
चालू मीटर,നിലവിലെ മീറ്റർ
वर्तमान ट्रान्सफॉर्मर,നിലവിലെ ട്രാൻസ്ഫോർമർ
कर्सर,കഴ്സർ
वक्र,വളവ്
वारंवारता कट करा,ആവൃത്തി മുറിക്കുക
कटर,മുറിവ്
सायबर कॅफे,സൈബർ കഫേ
सायबर सुरक्षा,സൈബർ സുരക്ഷ
सायबर स्पेस,സൈബർ സ്ഥലം
चक्र,ആവൃത്തി
चक्रीय,ചാക്രിക
डी.सी. घटक,D.C. ഘടകം
डी.सी. प्लेट पॉवर,D.C. പ്ലേറ്റ് വൈദ്യുതി
डी.सी. जीर्णोद्धार,D.C. പുനസ്ഥാപിക്കൽ
डॅम्पर डायोड,ഡാംപ്പർ ഡയോഡ്
ओलसर,നനഞ്ഞ
गडद,ഇരുണ്ട
डेटा,ഡാറ്റ
डेटा प्रसारण,ഡാറ്റ ബ്രോഡ്കാസ്റ്റിംഗ്
डेटा कॉम्प्रेशन,ഡാറ്റ കംപ്രഷൻ
डेटा ड्रिलिंग,ഡാറ്റ ഡ്രില്ലിംഗ്
डेटा कूटबद्धीकरण,ഡാറ്റ എൻക്രിപ്ഷൻ
डेटा फाइल,ഡാറ്റ ഫയൽ
डेटा हाताळणी,ഡാറ്റ കൈകാര്യം ചെയ്യൽ
डेटा खाण,ഡാറ്റ ഖനനം
डेटा प्रक्रिया,ഡാറ്റ പ്രോസസ്സിംഗ്
डेटा प्रोसेसर,ഡാറ്റ പ്രോസസ്സ്
डेटा कमी बिट सिस्टम,ഡാറ്റ കുറച്ച ബിറ്റ് സിസ്റ്റം
डेटा सेवा,ഡാറ്റ സേവനം
माहिती पत्रक,ഡാറ്റ ഷീറ്റ്
डेटा संचयन,ഡാറ്റ സംഭരണം
डेटा प्रवाह,ഡാറ്റ സ്ട്രീം
डेटा परिवर्तन,ഡാറ്റ പരിവർത്തനം
डेटा ट्रान्समिशन,ഡാറ്റ ട്രാൻസ്മിഷൻ
डेटाबेस,ഡാറ്റാബേസ്
डेटाकास्टिंग,അപകീർത്തികരമായ
डेटाग्राम,ഡാറ്റാഗ്രാം
डीबी मीटर,ഡിബി മീറ്റർ
मृत हवा,ചത്ത വായു
मृत शॉर्ट सर्किट,ഡെഡ് ഷോർട്ട് സർക്യൂട്ട്
मृत जागा,ചത്ത സ്ഥലം
डेडलॉक,ഡെഡ്ലോക്ക്
डीबग प्रोग्राम,ഡീബഗ് പ്രോഗ്രാം
डीबगिंग,ഡീബഗ്ഗിംഗ്
आवाजाचा क्षय,ശബ്ദത്തിന്റെ ക്ഷയം
डेसिबल (डीबी),ഡെസിബെൽ (ഡിബി)
दशांश,ദശാംശ
दशांश कोड,ദശാംശ കോഡ്
दशांश अंक,ദശാംശ അക്ക
उलगडा,അനുശാസിക്കുന്നു
डीकोडर,അചഞ്ചര്
डीकोडिंग,ഡീകോഡിംഗ്
डिजिटल ट्रान्समिशनमध्ये डीकोडिंग,ഡിജിറ്റൽ ട്രാൻസ്മിഷനിൽ ഡീകോഡ് ചെയ്യുന്നു
विघटन,വികൃതമായ
डीकोपलिंग,തളർത്തുക
डिकॉपलिंग सर्किट,സർക്യൂട്ട് ഉപേക്ഷിക്കുന്നു
डिकॉपलिंग नेटवर्क,നെറ്റ്വർക്ക് തീരുമാനിക്കുക
डिक्रिप्शन,ഡീക്രിപ്ഷൻ
समर्पित ओळ,സമർപ്പിതരേഖ
डी-एम्बेडिंग,ഡി-എംബഡിംഗ്
डी-जोर,ഡി-is ന്നൽ
डीफॉल्ट,കുറ്റം
गुणवत्तेत दोष,ഗുണനിലവാരത്തിൽ തകരാറ്
सदोष,കുറവുള്ള
सदोष युनिट,വികലമായ യൂണിറ്റ്
व्याख्या,നിര്വചനം
विक्षेप,വ്യതിചലനം
विकृती,അവശമനം
डीफ्रॅगमेंटेशन,വഞ്ചന
डी-गॉसिंग कॉइल,ഡി-ഗെയ്സിംഗ് കോയിൽ
पदवी,ഡിഗ്രി
डी-इंटरलीव्हर,ഡി-ഇന്റർലീവ്
विलंब ओळ,കാലതാമസം
विलंब वेळ,കാലതാമസം
विलंब फ्रेम मेमरी,ഫ്രെയിം മെമ്മറി വൈകി
विलंब स्कॅनिंग,സ്കാനിംഗ് വൈകി
विलंब सिंक्रोनाइझेशन सिग्नल,സമന്വയ സിഗ്നൽ വൈകി
वितरण,പസവം
वितरण प्रणाली,ഡെലിവറി സംവിധാനം
डिमोड्युलेशन,പൊളിക്കുക
डेमोड्युलेटर कार्ड,ഡിമോഡലേറ്റർ കാർഡ്
डेमल्टिप्लेक्सर,ലംതിപ്റ്റൻ
फील्डची खोली,ഫീൽഡിന്റെ ആഴം
उतरत्या,അവരോഹണം
डिझाइन तपशील,ഡിസൈൻ സവിശേഷത
डेस्कटॉप,ഡെസ്ക്ടോപ്പ്
डिटेक्टर आउटपुट,ഡിറ്റക്ടർ .ട്ട്പുട്ട്
विचलन,വതിചലനം
साधन,ഉപായം
डिव्हाइस ड्राइव्हर,ഉപകരണ ഡ്രൈവർ
डायग्नोस्टिक्स,ഡയഗ്നോസ്റ്റിക്സ്
आकृती,രേഖാലേഖം
संवाद ट्रॅक,ഡയലോഗ് ട്രാക്ക്
व्यासाचा मोड,വ്യാജ മോഡ്
डायमंड स्टाईलस,ഡയമണ്ട് സ്റ്റൈലസ്
डायाफ्राम,ഡയഫ്രം
डायाफ्रामॅटिक शोषक,ഡയഫ്രാഗ്മാറ്റിക് ആഗിര്ബർ
डायकोटिक ऐकणे,ഡിക്കോട്ടിക് ലിസണിംഗ്
डायलेक्ट्रिक,ഡീലക്റ്റിക്
डायलेक्ट्रिक ब्रेक- डाउन,ഡീലക്ട്രിക് ബ്രേക്ക്- താഴേക്ക്
डायलेक्ट्रिक तोटा,ഡീലക്ട്രിക് നഷ്ടം
फरक वारंवारता,വ്യത്യാസ ആവൃത്തി
फरक वारंवारता विकृती (डीएफडी),വ്യത്യാസ ആവൃത്തിയുടെ വികസനം (DFD)
फरक टोन,വ്യത്യാസ സ്വരം
विभेदक एम्पलीफायर,ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ
विवर्तन,ഡിഫ്രാക്ഷൻ
डिफ्यूझर,ഡിഫ്യൂസർ
अंक,അക്കം
डिजिटल,ഡിജിറ്റൽ
डिजिटल कलाकृती,ഡിജിറ്റൽ ആർട്ടിഫാക്റ്റ്
डिजिटल ऑडिओ,ഡിജിറ്റൽ ഓഡിയോ
डिजिटल ऑडिओ फिल्टर,ഡിജിറ്റൽ ഓഡിയോ ഫിൽട്ടർ
डिजिटल ऑडिओ वर्क स्टेशन,ഡിജിറ്റൽ ഓഡിയോ വർക്ക് സ്റ്റേഷൻ
डिजिटल कॅमेरा,ഡിജിറ്റൽ ക്യാമറ
डिजिटल संगणक,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
डिजिटल डेटा,ഡിജിറ്റൽ ഡാറ്റ
डिजिटल संपादन,ഡിജിറ്റൽ എഡിറ്റിംഗ്
डिजिटल एक्झिटर,ഡിജിറ്റൽ എക്സൈറ്റർ
डिजिटल फिल्टर,ഡിജിറ്റൽ ഫിൽട്ടർ
डिजिटल फ्रेम सिंक्रोनाइझर,ഡിജിറ്റൽ ഫ്രെയിം സമന്വയം
डिजिटल वारसा,ഡിജിറ്റൽ പൈതൃകം
डिजिटल प्रतिमा,ഡിജിറ്റൽ ഇമേജ്
डिजिटल लायब्ररी,ഡിജിറ്റൽ ലൈബ്രറി
डिजिटल मीटर,ഡിജിറ്റൽ മീറ്റർ
डिजिटल मॉड्यूलेशन,ഡിജിറ്റൽ മോഡുലേഷൻ
डिजिटल मल्टिप्लेक्स,ഡിജിറ്റൽ മൾട്ടിഫ്ക്സ്
डिजिटल नेटवर्क,ഡിജിറ്റൽ നെറ്റ്വർക്ക്
डिजिटल आउटपुट,ഡിജിറ്റൽ .ട്ട്പുട്ട്
डिजिटल प्लेबॅक,ഡിജിറ്റൽ പ്ലേബാക്ക്
डिजिटल रेडिओ मोंडिएल (डीआरएम),ഡിജിറ്റൽ റേഡിയോ മൊണ്ടാലിലേക്ക് (ഡിആർഎം)
डिजिटल रेकॉर्डिंग,ഡിജിറ്റൽ റെക്കോർഡിംഗ്
डिजिटल क्रांती,ഡിജിറ്റൽ വിപ്ലവം
डिजिटल सिग्नल,ഡിജിറ്റൽ സിഗ്നൽ
डिजिटल सिग्नल प्रक्रिया (डीएसपी),ഡിജിറ്റൽ സിഗ്നൽ പ്രോസസ്സിംഗ് (DSP)
डिजिटल स्वाक्षरी,ഡിജിറ്റൽ ഒപ്പ്
डिजिटल तंत्रज्ञान,ഡിജിറ്റൽ സാങ്കേതികവിദ്യ
डिजिटल टू एनालॉग कन्व्हर्टर,അനലോഗ് കൺവെർട്ടറിലേക്കുള്ള ഡിജിറ്റൽ
डिजिटल व्हिडिओ,ഡിജിറ്റൽ വീഡിയോ
डिजिटल व्होल्टमीटर,ഡിജിറ്റൽ വോൾട്ട്മീറ്റർ
डिजिटलायझेशन,ഡിജിറ്റലൈസേഷൻ
डिजिटलायझेशन,ഡിജിറ്റൈസേഷൻ
डिजिटलाइज्ड व्हिडिओ,ഡിജിറ്റൈസ് ചെയ്ത വീഡിയോ
डिजिटायझर,ഡിജിറ്റൈസർ
अंधुक,മങ്ങിന്
परिमाण,പരിമാണം
डिमर,മയക്കുമരുന്ന്
डायोड,ഡയോഡ്
बुडविणे,മുക്കുക
डिप्लेक्सर,ഡി മെൽക്സർ
द्विध्रुवीय अँटेना,ഡിപ്ലോൾ ആന്റിന
थेट प्रसारण,നേരിട്ടുള്ള പ്രക്ഷേപണം
थेट करंट (डी सी),നേരിട്ടുള്ള കറന്റ് (ഡി സി)
डायरेक्ट पिक अप,നേരിട്ടുള്ള പിക്ക് അപ്പ്
थेट वाचन साधन,നേരിട്ടുള്ള വായന ഉപകരണം
थेट रेकॉर्डिंग,നേരിട്ടുള്ള റെക്കോർഡിംഗ്
दिशात्मक ten न्टीना,ദിശാസൂചന ആന്റിന
दिशात्मक कपलर,ദിശാസൂചന കപ്ലർ
दिशात्मक मायक्रोफोन,ദിശാസൂചന മൈക്രോഫോൺ
निर्देश,നിര്ദേശം
निर्देशिका,മേല്വിലാസപ്പട്ടിക
अक्षम करा,പ്രവർത്തനരഹിതമാക്കുക
डिस्क अँटेना,ഡിസ്ക് ആന്റിന
डिस्क आधारित स्टोरेज,ഡിസ്ക് അടിസ്ഥാനമാക്കിയുള്ള സംഭരണം
वेगळा,അപവാദം
डिस्क,ചകം
डिस्क ड्राइव्ह,ഡിസ്ക് ഡ്രൈവ്
डिस्क कोटा,ഡിസ്ക് ക്വാട്ട
डिस्केट,അകെച്ചെറ്റ്
विस्थापन,സ്ഥാനഭാവം
फैलाव,പതിക്കല്
विस्थापन,സ്ഥാനമാറ്റാം
प्रदर्शन,പദര്ശനം
प्रदर्शन युनिट (कन्सोल),ഡിസ്പ്ലേ യൂണിറ്റ് (കൺസോൾ)
अपव्यय,ഭിന്നിപ്പ്
असंतोष,വൈരാഗ്യം
डिस्टिल्ड वॉटर,വാറ്റിയെടുത്ത വെള്ളം
विकृती,വളച്ചൊടിക്കൽ
वितरण,വിതരണ
वितरण एम्पलीफायर,വിതരണം ആംപ്ലിഫയർ
विभागणी,ഡിവിഷൻ
विभाजक,ഭിചതീരം
दस्तऐवज,രേഖ
डॉल्बी डिजिटल,ഡോൾബി ഡിജിറ്റൽ
डोमेन,ഡൊമെയ്ൻ
डोमेन नियंत्रक,ഡൊമെയ്ൻ കണ്ട്രോളർ
डॉपलर प्रभाव,ഡോപ്ലർ ഇഫക്റ്റ്
डबल पोल (द्विध्रुवीय),ഡബിൾ പോൾ (ഡിയോൾ)
डबल पोल सिंगल थ्रो स्विच,ഇരട്ട പോൾ സിംഗിൾ ത്രോ സ്വിച്ച്
डबल साइड डिस्क,ഇരട്ട സൈഡ് ഡിസ്ക്
दुहेरी,ഇരട്ട
खाली येणारी लाट,താഴേക്ക് വരുന്ന തരംഗം
खाली प्रवाह,താഴേക്ക് അരുവി
डाउनलिंक,ഡൗൺലിങ്ക്
डाउनलोड करा,ഡൗൺലോഡ്
डाउनलोड करीत आहे,ഡൗൺലോഡുചെയ്യുന്നു
रेखांकन,ഡ്രോയിംഗ്
ड्रिलिंग बिट,ഡ്രില്ലിംഗ് ബിറ്റ്
ड्रिलिंग मशीन,ഡ്രില്ലിംഗ് മെഷീൻ
चालवा,ഓടിക്കുക
ड्रम,ചെണ്ട
कोरडे बल्ब तापमान,ഡ്രൈ ബൾബ് താപനില
कोरडे सेल,വരണ്ട സെൽ
कोरडे सोल्डर,ഡ്രൈ സോൾഡർ
ड्युअल चॅनेल मोड,ഡ്യുവൽ ചാനൽ മോഡ്
डबिंग,ഡബ്ബിംഗ്
डड,ദുരുപയോഗം
डंप,ഉപേക്ഷിക്കുക
दुहेरी,ഡ്യുപ്ലെക്സ്
कालावधी,കാലയളവ്
धूळ,പൊടി
धूळ बग,പൊടി ബഗ്
धूळ पुरावा,പൊടി തെളിവ്
डस्टर,ദുണ്രന്മാര്
डायनॅमिक,ചലനാത്മക
डायनॅमिक बिट वाटप,ഡൈനാമിക് ബിറ്റ് വിഹിതം
डायनॅमिक इंटरमोडुलेशन विकृती (डीआयएम),ഡൈനാമിക് ഇന്റർമോഡുലേഷൻ വക്രീകരണം (മങ്ങിയത്)
डायनॅमिक क्वांटिझेशन,ഡൈനാമിക് ക്വാണ്ടൈസേഷൻ
डायनॅमिक श्रेणी,ഡൈനാമിക് റേഞ്ച്
डायनॅमिक श्रेणी नियंत्रण,ഡൈനാമിക് റേഞ്ച് നിയന്ത്രണം
डायनामो,ഡൈനാമോ
कान फोन,ഇയർ ഫോൺ
पृथ्वी,ഭൂമി
पृथ्वी बल्ज,എർത്ത് ബൾബ്
पृथ्वी प्रतिकार,ഭൂമി ചെറുത്തുനിൽപ്പ്
पृथ्वी रॉड,എർത്ത് വടി
पृथ्वी उपग्रह,എർത്ത് ഉപഗ്രഹം
पृथ्वी स्टेशन,ഭൂമി സ്റ്റേഷൻ
पृथ्वी टर्मिनल,എർത്ത് ടെർമിനൽ
अर्थिंग,പൊയ്ക്കുന്നത്
प्रतिध्वनी,പതിധനി
इको चेंबर,എക്കോ ചേംബർ
एडी करंट,എഡ്ഡി കറന്റ്
एडी चालू तोटा,എഡ്ഡി നിലവിലെ നഷ്ടം
एजवाइज मीटर,എഗ്രിവൈസ് മീറ്റർ
संपादन,എഡിറ്റിംഗ്
प्रभावी अँटेना उंची,ഫലപ്രദമായ ആന്റിന ഉയരം
प्रभावी अँटेना लांबी,ഫലപ്രദമായ ആന്റിന നീളം
प्रभावी व्होल्टेज,ഫലപ്രദമായ വോൾട്ടേജ്
कार्यक्षमता,കാര്യക്ഷമത
लवचिकता,ഇലാസ്തികത
इलेक्ट्रिक डिस्चार्ज,വൈദ്യുത ഡിസ്ചാർജ്
विद्युत क्षेत्र,വൈദ്യുത മണ്ഡലം
इलेक्ट्रिक फ्लॅश,ഇലക്ട്രിക് ഫ്ലാഷ്
विद्युत उष्मक,വൈദ്യുത ഹീറ്റർ
इलेक्ट्रिक मीटर,വൈദ്യുത മീറ്റർ
विद्युत मोटर,വൈദ്യുത മോട്ടോർ
विजेचा धक्का,വൈദ്യുതാഘാതം
इलेक्ट्रिक स्पार्क,വൈദ്യുത തീപ്പൊരി
विद्युत उपकरण,വൈദ്യുത ഉപകരണം
विद्युत आवाज,വൈദ്യുത ശബ്ദം
विद्युत वादळ,വൈദ്യുത കൊടുങ്കാറ്റ്
इलेक्ट्रिकली ऑपरेट केलेले संगीत वाद्य,വൈദ്യുത പ്രവർത്തിപ്പിക്കുന്ന സംഗീതോപകരണം
वीज,വൈദ്യുതി
वीजपुरवठा,വൈദ്യുതി വിതരണം
इलेक्ट्रोडायनामिक,ഇലക്ട്രോഡൈനാമിക്
इलेक्ट्रोलाइटिक कॅपेसिटर,ഇലക്ട്രോലൈറ്റിക് കപ്പാസിറ്റർ
इलेक्ट्रोमॅग्नेटिक,വൈദ്യുതകാഗ്നെറ്റിക്
इलेक्ट्रोमॅग्नेटिक त्रास,വൈദ്യുതകാന്തിക അസ്വസ്ഥത
इलेक्ट्रोमॅग्नेटिक इंटरफेरेन्स,വൈദ്യുതകാന്തിക ഇടപെടൽ
इलेक्ट्रोमॅग्नेटिक स्पेक्ट्रम,ഇലക്ട്രോമാഗ്നറ്റിക് സ്പെക്ട്രം
इलेक्ट्रोमॅग्नेटिक वेव्ह,ഇലക്ട്രോമാഗ്നെറ്റിക് തരംഗം
इलेक्ट्रोमॅग्नेटिक वेव्ह प्रसार,ഇലക്ട്രോമാഗ്നെറ്റിക് വേവ് പ്രചരണം
इलेक्ट्रॉन एकाधिक फोटोट्यूब,ഇലക്ട്രോൺ ഒന്നിലധികം ഫോട്ടോടോബ്
इलेक्ट्रॉनिक कॅल्क्युलेटर,ഇലക്ട്രോണിക് കാൽക്കുലേറ്റർ
इलेक्ट्रॉनिक डेटा प्रक्रिया (ईडीपी),ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ് (EDP)
इलेक्ट्रॉनिक मेल (ई-मेल),ഇലക്ട്രോണിക് മെയിൽ (ഇ-മെയിൽ)
इलेक्ट्रॉनिक स्विचिंग सिस्टम,ഇലക്ട്രോണിക് സ്വിച്ചിംഗ് സിസ്റ്റം
इलेक्ट्रॉनिक्स,ഇലക്ട്രോണിക്സ്
इलेक्ट्रोप्लेटिंग,ഇലക്ട്രോപ്പിൾ
इलेक्ट्रोस्टेटिक,ഇലക്ട്രോസ്റ്റാറ്റിക്
उत्थान,ഉയരത്തിലുമുള്ള
एम्बेड केलेले,ഉൾച്ചേർത്ത
एम्बेड केलेले ऑडिओ,എംബഡ്ഡ് ഓഡിയോ
एम्बेडेड प्रणाली,എംബഡഡ് സിസ്റ്റം
प्रतीक,മുദ
उदयोन्मुख ट्रेंड,വളർന്നുവരുന്ന ട്രെൻഡുകൾ
उत्सर्जन,കിടം
एमिटर,പുറപ്പെടുവിക്കുക
एमिटर अनुयायी,ഇമിറ്റർ ഫോളോവർ
एमिटर टर्मिनल,ഇമിറ്റർ ടെർമിനൽ
एमिटर-बेस-जंक्शन,എമിറ്റർ-ബേസ്-ജംഗ്ഷൻ
सक्षम करा,കഴിവുണ്ടാക്കുക
Enamelled वायर,വയർ
एन्किफर,എസിഷർ
संलग्न,വേലിക്കെട്ട്
एन्कोड,എൻകോഡ്
एन्कोडर,എൻകോഡർ
एन्कोडिंग,എൻകോഡിംഗ്
कूटबद्धीकरण,എൻക്രിപ്ഷൻ
शेवटचा चिन्ह,അവസാനം അടയാളപ്പെടുത്തുക
अंतिम वापरकर्ता,അന്തിമ ഉപയോക്താവ്
ऊर्जा,ഊര്ജം
उर्जा विखुरलेले,Energy ർജ്ജ വിതരണക്കാരൻ
उर्जा वितरण,ഊർജ്ജ വിതരണം
अंमलबजावणी,നിര്പ്പണശേഷിയാക്കല്
इंजिन,യന്തം
अभियंता,എഞ്ചിനിയര്
अभियांत्रिकी,എഞ്ചിനീയറിംഗ്
अभियांत्रिकी स्टोअर,എഞ്ചിനീയറിംഗ് സ്റ്റോർ
खोदकाम,കൊത്തുപണി
वाढविण्यासाठी,മെച്ചപ്പെടുത്തുക
एकत्रित,മേള
की प्रविष्ट करा,കീ നൽകുക
एंटरप्राइझ आर्किटेक्चर,എന്റർപ്രൈസ് വാസ്തുവിദ്യ
एन्थॅल्पी,എന്തയോൺ
एन्ट्रोपी,എൻട്രോപ്പി
एन्ट्रोपी कोडिंग,എൻട്രോപ്പി കോഡിംഗ്
एन्ट्रोपी रिडंडंसी,എൻട്രോപ്പി ആവർത്തനം
समतुल्य,തുല്യമാണ്
समानता,സമതയൽ
इक्वेलायझर,സമവാക്രം
उपकरणे,സജ്ജീകരണം
उपकरणे कव्हर,ഉപകരണങ്ങൾ
समतुल्य,തുലതയുള്ള
मिटवा,തുടച്ചുമാറ്റുക
डोके मिटवा,മധുരം മായ്ക്കുക
इरोशन,മദ്ധാള
अनियमित,തെറ്റായി
त्रुटी,പിശക്
त्रुटी नियंत्रण कोडिंग,പിശക് കോഡിംഗ്
त्रुटी सुधारणे,തെറ്റ് തിരുത്തൽ
त्रुटी शोध,പിശക് കണ്ടെത്തൽ
त्रुटी हाताळणी,പിശക് കൈകാര്യം ചെയ്യുന്നു
त्रुटी संभाव्यता,പിശക് പ്രോബബിലിറ്റി
इथरनेट,ഇഥർനെറ്റ്
इथरनेट केबल,ഇഥർനെറ്റ് കേബിൾ
युजेनिक्स,യൂജെനിക്സ്
खाली करा,ഒഴിപ്പിക്കുക
एक्सचेंज,കൈമാറുക
एक्झिटर,എക്സൈറ്റര്
अंमलबजावणी,കൊല്ലുക
अंमलबजावणीची वेळ,വധശിക്ഷ സമയം
दमट,ഉപയോഗിച്ചുതീരുക
बाहेर पडा,പുറത്ത്
विस्तारित,വിപുലപ്പെടുത്തി
विस्तार वाल्व,വിപുലീകരണ വാൽവ്
प्रयोग,പരീക്ഷണം
तज्ञ प्रणाली,വിദഗ്ദ്ധ സംവിധാനം
अन्वेषण,ആരായുക
एक्सप्लोरर,പരവേക്ഷക
एक्सपो (प्रदर्शन),എക്സ്പോ (എക്സിബിഷൻ)
वीजपुरवठा वाढवणे,വൈദ്യുതി വിതരണത്തിന്റെ വിപുലീകരണം
बाह्य नियंत्रण,ബാഹ്യ നിയന്ത്രണം
बाह्य मेमरी,ബാഹ്യ മെമ്മറി
बाह्य संचय,ബാഹ്യ സംഭരണം
बाह्य धागा,ബാഹ്യ ത്രെഡ്
काढा,എക്സ്ട്രാക്ട് ചെയ്യുക
बाह्य,എക്സ്ട്രാനെറ്റ്
बनावट,കെട്ടിച്ചമയ്ക്കുക
पैलू,മുഖം
फॅसिमिले,ഫേസിമൈലി
घटक,ഘടകം
फिकट,മങ്ങുക
ठळक होत जाणे,മങ്ങുന്നു
फिकट बाहेर,മങ്ങുക
फॅडर,നാദ
लुप्त होत आहे,മങ്ങുക
फिकट झोन,മങ്ങുക
फॅन्टॉम (= फॅंटम),ഫാന്റമിനെ (= ഫാന്റം)
फास्ट फुरियर ट्रान्सफॉर्म (एफएफटी) अल्गोरिदम,ഫാസ്റ്റ് ഫോർക്കർ ട്രാൻസ്ഫോർം (എഫ്എഫ്എഫ്) അൽഗോരിതം
गंभीर त्रुटी,മാരകമായ തെറ്റ്
दोष,കുറ്റം
वैशिष्ट्य,സവിശേഷത
अन्न देणे,തീറ്റ
अभिप्राय,ഫീഡ്ബാക്ക്
अभिप्राय एम्पलीफायर,ഫീഡ്ബാക്ക് ആംപ്ലിഫയർ
अभिप्राय सर्किट,ഫീഡ്ബാക്ക് സർക്യൂട്ട്
अभिप्राय व्होल्टेज,ഫീഡ്ബാക്ക് വോൾട്ടേജ്
फीडर,തീറ്റ
फीडर केबल,തീറ്റ കേബിൾ
फीडर झोपडी,ഫീഡർ ഹട്ട്
फीडर लाइन,ഫീഡർ ലൈൻ
फीडर सिस्टम,ഫീഡർ സിസ്റ്റം
फीडर वायर,ഫീഡർ വയർ
फायबर,നാര്
फायबर ऑप्टिक्स,ഫൈബർ ഒപ്റ്റിക്സ്
निष्ठा,വിശാസത
निष्ठा श्रेणी विस्तार,ഫിഡിലിറ്റി ശ്രേണി വിപുലീകരണം
फील्ड,വയല്
फील्ड ड्राइव्ह,ഫീൽഡ് ഡ്രൈവ്
