Hindi,Bengali
वार्षिक विपथन,বার্ষিক বিচ্যুতি
वार्षिक ऊष्मा तरंग,বার্ষিক তাপ তরঙ্গ
वार्षिक विचरण,বার্ষিক বৈচিত্র
वलयाकार चुंबकीय स्पेक्ट्रमलेखी,বৃত্তাকার চৌম্বকীয় বর্ণালীকার
आख्यापित्र,ষড়যন্ত্রকারী
ऐनोड,অ্যানোড
ऐनोड-सक्रिय पदार्थ,অ্যানোড-সক্রিয় পদার্থ
ऐनोड कोण,অ্যানোড কোণ
ऐनोड बैटरी,অ্যানোড ব্যাটারি
ऐनोड मोड़,anode পালা
ऐनोड मोड़ दिष्टकरण,অ্যানোড পালা সংশোধন
ऐनोड सेतु,অ্যানোড ব্রিজ
ऐनोड टोपी,অ্যানোড ক্যাপ
ऐनोड अभिलक्षणिक,অ্যানোড বৈশিষ্ট্য
ऐनोड-परिपथ,অ্যানোড সার্কিট
ऐनोड क्लैंप,অ্যানোড বাতা
ऐनोडी परिवर्तित्र,অ্যানোডাইন রূপান্তরকারী
ऐनोड शीतलन क्षमता,অ্যানোড কুলিং ক্ষমতা
ऐनोड संक्षारण,অ্যানোড জারা
ऐनोड अदीप्त प्रदेश,অ্যানোড অন্ধকার অঞ্চল
ऐनोड ऊष्मा क्षय,অ্যানোড তাপ ক্ষতি
ऐनोडी विभवपात,anode সম্ভাব্য
ऐनोड प्रभाव,অ্যানোড প্রভাব
ऐनोड दक्षता,অ্যানোড দক্ষতা
ऐनोड पख,অ্যানোড উইং
ऐनोड अनुगामी,অনুগামী অ্যানোড
ऐनोड दीप्ति,অ্যানোড আলোকসজ্জা
ऐनोड गुंजन,anode hum
ऐनोड निवेश शक्ति,অ্যানোড ইনপুট শক্তি
ऐनोडी कुंजीयन,anode keying
ऐनोड अग्रग तार,anode সীসা তারের
ऐनोड लाइन,অ্যানোড লাইন
ऐनोडी मॉडुलन,অ্যানোড মড্যুলেশন
ऐनोड विभवपरिवर्तक,অ্যানোড সম্ভাব্য রূপান্তরকারী
ऐनोड रक्षी टोपी,অ্যানোড রক্ষাকারী ক্যাপ
ऐनोड किरण,অ্যানোড মরীচি
ऐनोड पार्श्व टोपी,অ্যানোড সাইড ক্যাপ
ऐनोड प्रवणता चालकता,অ্যানোড গ্রেডিয়েন্ট পরিবাহিতা
ऐनोडी कणरंजक,anodizing ব্লিচ
ऐनोड तना,অ্যানোড স্টেম
ऐनोड पट्टी,অ্যানোড স্ট্রিপ
ऐनोड आधार,অ্যানোড বেস
ऐनोडी निकास,অ্যানোড নিষ্কাশন
ऐनोडीकरण,anodization
असंगत,অসামঞ্জস্যপূর্ণ
असंगत अवशोषण,অসামঞ্জস্যপূর্ণ শোষণ
असंगत इलेक्ट्रॉन आघूर्ण,অসামঞ্জস্যপূর্ণ ইলেকট্রন মুহূর্ত
असंगत विसरण,অসামঞ্জস্যপূর্ণ বিস্তার
असंगत विक्षेपण,অসামঞ্জস্যপূর্ণ বিচ্যুতি
असंगत प्रत्यास्थता,অসামঞ্জস্যপূর্ণ স্থিতিস্থাপকতা
असंगत ऊष्मा धारिता,অসামঞ্জস্যপূর্ণ তাপ ক্ষমতা
असंगत संचरण,অসামঞ্জস্যপূর্ণ সংক্রমণ
असंगत रेडियो संचरण,অসামঞ্জস্যপূর্ণ রেডিও ট্রান্সমিশন
असंगत प्रकीर्णक,অসঙ্গত বিক্ষিপ্তকারী
संगत प्रकीर्णन,ধারাবাহিক বিক্ষিপ্তকরণ
असंगत तापमान,অসামঞ্জস্যপূর্ণ তাপমাত্রা
असंगत पद,অসামঞ্জস্যপূর্ণ শব্দ
असंगत देहली,অসামঞ্জস্যপূর্ণ প্রান্তিক
असंगत संचरण,অসামঞ্জস্যপূর্ণ সংক্রমণ
असंगत ज़ीमान प्रभाव,অসামঞ্জস্যপূর্ণ zeeman প্রভাব
"असंगति, कोणिकांतर","অসঙ্গতি, কৌণিক"
प्रकाशयंत्रहीन तंत्र,অপটিক্যাল সিস্টেম
ऐनोट्रॉन,অ্যানোট্রন
परीक्षण छाप,পরীক্ষার ছাপ
ऐन्टेना,অ্যান্টেনা
ऐन्टेना व्यूह,অ্যান্টেনা অ্যারে
ऐन्टेना क्षीणक,অ্যান্টেনা অ্যাটেনুয়েটর
ऐन्टेना वर्धक,অ্যান্টেনা বুস্টার
ऐन्टेना परिवर्तन स्विच,অ্যান্টেনা পরিবর্তন সুইচ
ऐन्टेना परिपथ विच्छेदक,অ্যান্টেনা সার্কিট ব্রেকার
ऐन्टेना कुंडली,অ্যান্টেনা কয়েল
ऐन्टेना चालक,অ্যান্টেনা ড্রাইভার
ऐन्टेना नियतांक,অ্যান্টেনা ধ্রুবক
ऐन्टेना नियंत्रण पट,অ্যান্টেনা নিয়ন্ত্রণ বোর্ড
ऐन्टेना युग्मक,অ্যান্টেনা কাপলার
ऐन्टेना अप्रासंगिक सिग्नल,অ্যান্টেনা অপ্রাসঙ্গিক সংকেত
ऐन्टेना परिक्षेत्र,অ্যান্টেনা ঘের
ऐन्टेना धारा,অ্যান্টেনা প্রবাহ
ऐन्टेना अवमन्दन,অ্যান্টেনা স্যাঁতসেঁতে
ऐन्टेना सचेतक,অ্যান্টেনা চাবুক
ऐन्टेना चालित्र,অ্যান্টেনা ড্রাইভার
ऐन्टेना प्रभाव,অ্যান্টেনা প্রভাব
ऐन्टेना दक्षता,অ্যান্টেনার দক্ষতা
ऐन्टेना उन्नायक,অ্যান্টেনা আপগ্রডার
ऐन्टेना उत्तेजन,অ্যান্টেনা উত্তেজনা
"ऐन्टेना निवेश, ऐन्टेना भरण","অ্যান্টেনা ইনপুট, অ্যান্টেনা ফিড"
ऐन्टेना निवेश प्रतिबाधा,অ্যান্টেনা ইনপুট প্রতিবন্ধকতা
ऐन्टेना क्षेत्र लब्धि,অ্যান্টেনা ক্ষেত্রের লাভ
ऐन्टेना-लब्धि,এন্টেনা
ऐन्टेना-भूसंपर्कक स्विच,অ্যান্টেনা-গ্রাউন্ড সুইচ
भू-तल से ऐन्टेना की औसत ऊँचाई,স্থল স্তরের উপরে অ্যান্টেনার গড় উচ্চতা
ऐन्टेना प्रतिबाधा,অ্যান্টেনা প্রতিবন্ধকতা
ऐन्टेना प्रेरकत्व,অ্যান্টেনা আবেশ
ऐन्टेना प्रणायक,অ্যান্টেনা প্রপেলার
ऐन्टेना प्रणायक विद्युत-रोधी,অ্যান্টেনা অন্তরক অন্তরক
ऐन्टेना लेन्स,অ্যান্টেনা লেন্স
ऐन्टेना भारण,অ্যান্টেনা লোড
ऐन्टेना भारण कुंडली,অ্যান্টেনা লোড কয়েল
ऐन्टेना हानि,অ্যান্টেনা ক্ষতি
ऐन्टेना धारक,অ্যান্টেনা ধারক
ऐन्टेना रव,অ্যান্টেনার শব্দ
ऐन्टेना विकिरण चित्राम,অ্যান্টেনা বিকিরণ চিত্র
ऐन्टेना शक्ति,অ্যান্টেনা শক্তি
ऐन्टेना शक्ति लब्धि,অ্যান্টেনা পাওয়ার লাভ
ऐन्टेना विकिरणी प्रतिरोध,অ্যান্টেনা বিকিরণ প্রতিরোধের
ऐन्टेना प्रतिघात,অ্যান্টেনা বিক্রিয়া
ऐन्टेना चर्खी,অ্যান্টেনা কপিকল
ऐन्टेना रिले,অ্যান্টেনা রিলে
ऐन्टेना प्रतिरोध,অ্যান্টেনা প্রতিরোধের
ऐन्टेना अनुनादी आवृति,অ্যান্টেনা অনুরণিত ফ্রিকোয়েন্সি
ऐन्टेना श्रेणी संधारित्र,অ্যান্টেনা পরিসীমা ক্যাপাসিটর
ऐन्टेना लघुकारी संदारित्र,অ্যান্টেনা ক্ষুদ্রকরণ ক্যাপাসিটর
गुम्फित ऐन्टेना,hinged অ্যান্টেনা
"किरणपुंज दिशा समंजन, किरणपुंज स्विचन","মরীচি দিক সামঞ্জস্য, মরীচি সুইচিং"
ऐन्टेना स्तम्भ,অ্যান্টেনা কলাম
ऐन्टेना परिणामित्र,অ্যান্টেনা ট্রান্সফরমার
ऐन्टेना समस्वरक कुंडली,অ্যান্টেনা টিউনার কয়েল
ऐन्टेना दंड,অ্যান্টেনা শাস্তি
प्रवर्धक युक्त ऐन्टेना,পরিবর্ধক সহ অ্যান্টেনা
प्रेषित्र युक्त ऐन्टेना,ট্রান্সমিটার অ্যান্টেনা
परिवर्तित्रयुक्त ऐन्टेना,রূপান্তরকারী অ্যান্টেনা
प्रति प्रेषग्रहण बक्स,রেমিটেন্স বাক্স প্রতি
प्रति समानति,অনুলিপি সমতা
"प्रतिलेम्डा कण, ऐन्टीलेम्डा कण","antilamda কণা, antilamda কণা"
ऐन्टी-लेप्टान,অ্যান্টি-লেপটন
पैरेलैक्सहारी,প্যারালেক্সিক
प्रति शॉटकी दोष,প্রতি শট দোষ
उपस्फोटरोधी मान,বিস্ফোরক বিরোধী মান
ऐन्टिबेरियान,অ্যান্টিবেরিয়ান
बंधन विरोधी गुणधर्म,বিরোধী বন্ধন সম্পত্তি
प्रति-आबंधन,পাল্টা বন্ড
निम्नधारिता स्विच,কম ক্যাপাসিট্যান্স সুইচ
प्रतिकैथोड,অ্যান্টিক্যাথোড
अपचित्र निरेधी परिपथ,নন-পিগমেন্টারি সার্কিট
कुग्राहिता समय नियंत्रण,শঙ্কা সময় নিয়ন্ত্রণ
प्रतिकोहेरर,অ্যান্টিকোহেরার
प्रतिसंपात,পাল্টা অনুপাত
प्रतिसंपाती परिपथ,সমান্তরাল সার্কিট
प्रतिसंपाती गणित्र,পাল্টা ক্যালকুলেটর
संघटट चेतावनी रेडार,প্রভাব সতর্কতা রাডার
अवतीव्रण निरोधी ऐन्टेना,অ্যান্টি অ্যাটেন্যুয়েশন অ্যান্টেনা
प्रतिलोह विद्युत,বিপরীত শক্তি
प्रतिलोहचुंबक,অ্যান্টিফেরোম্যাগনেট
प्रतिलोहचुंबकीय,ডায়ম্যাগনেটিক
प्रतिलोह चुंबकीय प्रावस्था,বিপরীত চৌম্বকীয় পর্যায়
प्रतिलोहचुंबकीय दशा,ডায়ম্যাগনেটিক অবস্থা
प्रतिलोहचुंबकीय संरचना,ডায়ম্যাগনেটিক গঠন
प्रतिलोहचुंबकीय संक्रमण,ডায়ম্যাগনেটিক ট্রানজিশন
प्रतिलोहचुंबकीय पदार्थ,ডায়ম্যাগনেটিক উপাদান
"प्रतिलोहचुंबकत्व, प्रतिफ़ेरोचुंबकत्व","antiferromagnetism, antiferromagnetism"
प्रतिकूहा कारक,প্রতিকূল ফ্যাক্টর
प्रति गुरूत्व,বিরোধী মাধ্যাকর্ষণ
प्रत्याभायन लेप,গ্যারান্টি লেপ
डोलन निवारक साधन,ক্ষয়কারী ডিভাইস
संबाधा निरोधी,প্রতিবন্ধক প্রতিরোধক
प्रतिचुंबकीय,ডায়ম্যাগনেটিক
ऐन्टिद्रव्य,প্রতিপদার্থ
प्रतिमाइक्रोफ़ोनिक,অ্যান্টিমাইক্রোফোনিক
मिसाइल विरोधी,ক্ষেপণাস্ত্র বিরোধী
"ऐन्टिमार्फ़, प्रत्याकृतिक","antimorph, natural"
प्रतिन्यूट्रीनो,অ্যান্টিনিউট্রিনো
ऐन्टिन्यूट्रॉन,অ্যান্টিনিউট্রন
प्रस्पंद,স্পন্দনশীল
रव निरोधी माइक्रोफ़ोन,শব্দরোধী মাইক্রোফোন
प्रतिन्यूक्लिऑन,অ্যান্টিনিউক্লিয়ন
प्रतिसमांतर,সমান্তরাল
प्रतिसमांतर चक्रण,সমান্তরাল স্পিন
प्रतिकण,প্রতিকণা
प्रत्यवस्था क्षेत्र,বসতি এলাকা
प्रतितल विकृति,বিপরীত বিকৃতি
प्लगनरोधी रिले,বিরোধী প্লাগযোগ্য রিলে
प्रति ध्रुवण कुंडली,প্রতি পোলারিটি কয়েল
प्रति प्रोटॉन,প্রোটন প্রতি
परावर्तन रोधी,বিরোধী প্রতিফলিত
प्रतिअनुनाद,পাল্টা অনুরণন
प्रतिअनुनादी,অ্যান্টিরেজোন্যান্ট
प्रतिअनुनादी परिपथ,অ্যান্টিরেজোন্যান্ট সার্কিট
प्रतिपरिणामी बल,উত্পাদক শক্তি
"ऐन्टिस, मिसाइल निरोधी तंत्र",ক্ষেপণাস্ত্র বিরোধী সিস্টেম
स्ववाक-निरोधी परिपथ,মাদকবিরোধী সার্কিট
प्रतिस्थैतिक (कर्मक),অ্যান্টিস্ট্যাটিক (ট্রানজিটিভ)
प्रतिस्थैतिक ऐन्टेना,স্ট্যাটিক অ্যান্টেনা
घर्षण निरोधी दोलित्र,ঘর্ষণ বিরোধী অসিলেটর
प्रति संरचना दुर्व्यवस्था,প্রতি কাঠামোর অমিল
प्रतिसममित,প্রতিসম
प्रतिसममित भारण,আইসোমেট্রিক ওজন
प्रतिसममित प्रकीर्णन,প্রতিসম বিক্ষিপ্তকরণ
प्रतिसममित युग्म,অপ্রতিসম জুড়ি
प्रतिसममित तरंग फलन,আইসোমেট্রিক তরঙ্গ ফাংশন
प्रतिसममिति,প্রতিসমতা
कंपनरोधी गद्दी,কম্পন বিরোধী কুশন
कंपनरोधी अभ्रक,অ্যান্টি-ভাইব্রেশন মাইকা
अनावर्ती तुला,অ পুনরাবৃত্ত ব্যালেন্স
अनावर्ती परिपथ,অ-পুনরাবৃত্ত সার্কিট
अनावर्ती क्षोभ,পুনরাবৃত্ত ব্যাঘাত
अवानर्ती गति,পুনরাবৃত্ত গতি
अनावर्ती अवमंदन,অ-পুনরাবৃত্ত স্যাঁতসেঁতে
अनावर्ती लोलक,অ পুনরাবৃত্ত পেন্ডুলাম
अनावर्तिता,anachronism
अनावर्ती ऐन्टेना,অ-পুনরাবৃত্ত অ্যান্টেনা
द्वारकमापी,দরজা মিটার
छिद्रित क्रमवीक्षण डिस्क,ছিদ্রযুক্ত স্ক্যানিং ডিস্ক
द्वारक प्रभाव,দরজা প্রভাব
द्वारक,দ্বারক
"द्वारक कोण, किरणपुंज कोण","অ্যাপারচার কোণ, মরীচি কোণ"
द्वारक प्रदीपन,দ্বারকা আলোকসজ্জা
द्वारक लेन्स,দরজা লেন্স
द्वारक मास्क,দরজার মুখোশ
लेन्स का द्वारक,লেন্স অ্যাপারচার
दर्पण का द्वारक,আয়না দরজা
द्वारक प्लेट,দরজা প্লেট
द्वारक अनुपात,অ্যাপারচার অনুপাত
द्वारक सीमक,দরজা সীমাবদ্ধকারী
"शीर्ष, शिखर, अग्रक","শীর্ষ, শিখর, সামনে"
किरणपुंज कोण,মরীচি কোণ
शीर्ष स्थिति,শীর্ষ অবস্থান
शूर्ष दूरी,সর্বোচ্চ দূরত্ব
लेन्सहीनता,তত্পরতা
"सूर्योच्च, रवि उच्च, अपसौर","সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর"
अविपथी लेन्स,উল্টানো লেন্স
अविपथी,অ করুণ
अविपथी फ़ोकस,অটুট ফোকাস
अविपथी लेन्स,উল্টানো লেন্স
अविपथी बिन्दु,অ ভিন্ন বিন্দু
गोले को अविपथी बिन्दु,গোলকের নন-ডাইভারটিং পয়েন্ট
अविपथी पृष्ठ,অ-রুটিন পৃষ্ঠা
अविपथिता,অ-অক্ষমতা
दर्पण अविपथिता,আয়না বিকৃতি
एपोक्रोमैट,apochromat
"अतिअवर्णी लेन्स, ऐपोक्रोमैटिक लेन्स","hyperchromatic লেন্স, apochromatic লেন্স"
अतिअवर्णी निकाय,সুপার ক্রোম্যাটিক শরীর
अतिअवर्णत्व,hyperchromaticity
अपभू दूरी,apogee দূরত্ব
अपभू राकेट,apogee রকেট
"भूमि-उच्च, अपभू","land-high, apogee"
अध्रुवी,apolar
अध्रुवी अधिशोषण,ননপোলার শোষণ
परिध्रुविता,parapolarity
ऐपोस्टिल्ब,apostilbe
उपकरण,যন্ত্র
उपकरण त्रुटि,ডিভাইস ত্রুটি
आभासी,অপার্থিব
आभासी ऊँचाई,ভার্চুয়াল উচ্চতা
आभासी वार्षिक गति,ভার্চুয়াল বার্ষিক গতি
आभासी गुणांक,ভার্চুয়াল সহগ
आभासी रंग,ভার্চুয়াল রঙ
आभासी अर्धतरंगी विभव,ভার্চুয়াল অর্ধ তরঙ্গ সম্ভাবনা
आभासी प्रतिरोध,ভার্চুয়াল প্রতিরোধ
आभासी प्रतिरोधकता,ভার্চুয়াল প্রতিরোধ ক্ষমতা
आभासी सौर दिन,ভার্চুয়াল সৌর দিন
आभासी सौर समय,ভার্চুয়াল সৌর সময়
आभासी स्पेक्ट्रम,ভার্চুয়াল বর্ণালী
दृष्ट सूर्य,দৃশ্যমান সূর্য
दृष्ट समय,চাক্ষুষ সময়
आभासी वाट,ভার্চুয়াল ওয়াট
आभासी भार,ভার্চুয়াল লোড
दृष्ट कटिबन्ध,ভিজ্যুয়াল জোন
"उद्भावी विभव, प्रगटन विभव","উদ্ভূত সম্ভাবনা, উদ্ভূত সম্ভাবনা"
ऐपिल नलिका,এপিল নালী
ऐपिलगेट आरेख,অ্যাপলিগেট ডায়াগ্রাম
साधित्र,যন্ত্রপাতি
अनुप्रयोज्यता,প্রযোজ্যতা
अनुप्रयुक्त यांत्रिकी,ফলিত মেকানিক্স
अनुप्रयोज्यता परिसर,প্রযোজ্যতা প্রাঙ্গনে
अनुप्रयुक्त विभव,সম্ভাব্য প্রয়োগ
योज्य परिपथ,সংযোজন সার্কিট
सुप्रेक्ष्य,পর্যবেক্ষণযোগ্য
भारानुभूति,সহানুভূতিশীল
उपगमन,পন্থা
उपगमन कक्ष,প্রবেশ রুম
उपगमन बीकन,অ্যাপ্রোচ বীকন
उपगमन नियंत्रण रेडार,অ্যাপ্রোচ কন্ট্রোল রাডার
उपगमन सूचक,পদ্ধতির সূচক
उपगमन प्रदीप,প্রদীপের কাছে যান
उपगमनी बीकन प्रेषित्र,স্যাটেলাইট বীকন ট্রান্সমিটার
उपगमन नौसंचालन,পন্থা নেভিগেশন
उपगमन पथ,পন্থা
"सन्निकट, लगभग","কাছাকাছি, প্রায়"
सन्निकट अवशोषण संशोधन,আনুমানিক শোষণ পরিবর্তন
"स्थूल विधि, सन्निकट विधि","ম্যাক্রো পদ্ধতি, আনুমানিক পদ্ধতি"
सन्निकटन,অনুমান
सहायक शक्ति प्रदायी,অক্জিলিয়ারী পাওয়ার সাপ্লাই
स्तब्धिका*,অসাড়তা*
स्तब्धिका-दूरी,অসাড়তা
स्तब्धिका-रेखा,অসাড় লাইন
स्तब्धिका-कोण,কৌণিক কোণ
स्तब्धिका दूरी,অসাড়তা দূরত্ব
स्तब्धिका-रेखा,অসাড় লাইন
स्तब्धिकीय गति,ইলেক্ট্রোস্ট্যাটিক গতি
स्तब्धिका (बिन्दु),অসাড়তা (বিন্দু)
ऐक्वाडाग,aquadag
वाष्प दाब,বাষ্পের চাপ
ऐरैगो बिन्दु,এরগো পয়েন্ট
"ऐरैगो चक्रिका, ऐरैगो वृत्तक","ইরাগো ডিস্ক, ওরাগো সার্কেল"
"स्वेच्छ, यादृच्छिक","এলোমেলো, এলোমেলো"
स्वेच्छ योज्य अचर,নির্বিচারে যোজক ধ্রুবক
स्वेच्छ अचर,নির্বিচারে ধ্রুবক
स्वेच्छ वक्र,নির্বিচারে বক্ররেখা
स्वेच्छ कर्षण ध्रुवी,বিনামূল্যে ট্র্যাকশন পোলার
स्वेच्छ गृहीत इलेक्ट्रॉन,বিনামূল্যে ইলেকট্রন গ্রহণকারী
स्वेच्छ विस्तार क्षेत्र,স্বেচ্ছাসেবী সম্প্রসারণ এলাকা
स्वेच्छ मापक्रम,নির্বিচারে স্কেল
स्वेच्छ मापक्रमन,এলোমেলো স্কেল
स्वेच्छ सेवाकाल,স্বেচ্ছাসেবা
निर्देशांकों का स्वेच्छ समुच्चय,স্থানাঙ্কের নির্বিচারে সেট
आर्क,খিলান
आर्क व्यारोध,চাপ প্রতিরোধের
चापशः संबद्ध घटक,পার্শ্ব-সংযুক্ত উপাদান
आर्क परिवर्तित्र,চাপ রূপান্তরকারী
आर्क विभव पात,আর্ক সম্ভাব্য ড্রপ
"आर्क भट्ठी, चाप भट्टी","চাপ চুল্লি, চাপ চুল্লি"
आर्क लैंप,চাপ বাতি
दृश्य चाप,চাক্ষুষ চাপ
आर्क दोलक,আর্ক অসিলেটর
आर्क-स्पेक्ट्रम,আর্ক-স্পেকট্রাম
आर्क वेल्डिंग,চাপ বা বক্ররেখার সৃষ্টি
चाप-दर,চাপ হার
पुरातात्विक,প্রত্নতাত্ত্বিক
आर्किमीडीय प्रतिप्रिज़्म,আর্কিমিডিয়ান অ্যান্টিপ্রিজম
आर्किमीडी गुणधर्म,আর্কিমিড সম্পত্তি
आर्किमीडी पेच,আর্কিমিড স্ক্রু
आर्किमीडी मानांकन,আর্কিমিডের মূল্যায়ন
आर्किमीडीज़ का नियम,আর্কিমিডিসের আইন
स्थापत्य ध्वानिकी,স্থাপত্য শাব্দবিদ্যা
आर्कन,arcane
आर्कीभवन,অর্চি ভবন
"क्षेत्र, क्षेत्रफल","এলাকা, এলাকা"
प्रदेश नियंत्रण,রাষ্ট্র নিয়ন্ত্রণ
प्रदेश नियंत्र रेडार,রাষ্ট্র নিয়ন্ত্রণ রাডার
क्षेत्रफलनीय कर्षण,ক্ষেত্রের ট্র্যাকশন
स्पर्शक्षेत्र,স্পর্শক
"क्षेत्र मानीटरन, क्षेत्र संवीक्षण","ফিল্ড মনিটরিং, ফিল্ড স্ক্রুটিনি"
फ्रेनल ज़ोन क्षेत्रफल,ফ্রেসনেল জোন এলাকা
"क्षेत्रफलीय, क्षेत्रीय","আঞ্চলিক, আঞ্চলিক"
क्षेत्रीय त्वरण,আঞ্চলিক ত্বরণ
क्षेत्रीय जड़त्व-आघूर्ण,জড়তার আঞ্চলিক মুহূর্ত
क्षेत्रीय वेग,আঞ্চলিক বেগ
ऑर्गान कोष्ठ,অঙ্গ কোষ
ऑर्गान दीप्ति लैम्प,অর্গান ব্রিলিয়ান্স ল্যাম্প
ऑर्गन आयनन संसूचक,অর্গানাইজেশন ডিটেক্টর
"कोणांक, तर्क","কোণ, যুক্তি"
अंकगणितीय अंग,পাটিগণিত অংশ
"बाहु, भुजा, शाखिका","হাত, বাহু, শাখা"
आर्मेचर,আর্মেচার
आर्मेचर खड़खड़ाहट,আর্মেচার র্যাটেল
आर्मेचर प्रतिक्रिया,আর্মেচার প্রতিক্রিয়া
"आर्मेचर कुंडलन, आर्मेचर कुंडली","আর্মেচার কয়েল, আর্মেচার কয়েল"
सज्जीकरण,সৌন্দর্যায়ন
सज्जक संकेत,ভদ্রলোকের চিহ্ন
आर्मस्ट्रांग तंत्र,আর্মস্ট্রং মেকানিজম
"व्यूह, सरणी","অ্যারে, অ্যারে"
व्यूह गुणक,অ্যারে গুণক
व्यूहों का व्यूह,অ্যারের অ্যারে
प्रभ्रंश व्यूह,ফল্ট অ্যারে
रेखा व्यूह,লাইন অ্যারে
बिन्दु व्यूह,পয়েন্ট অ্যারে
व्यूह सोनार (ध्वनिचालन और परासन),অ্যারে সোনার (ভয়েস এবং অসমোসিস)
"बैरल विरूपण, ढोलकाकार विरूपण","ব্যারেল বিকৃতি, ড্রামার বিকৃতি"
प्रग्राही,রিসিভার
शरस्थायित्व,অধ্যবসায়
शरस्थायी मिसाइल,স্থিতিশীল ক্ষেপণাস্ত্র
शरपंख,হাঙ্গরের পালক
उच्चारण स्पष्टता,উচ্চারণ স্বচ্ছতা
उच्चारण लब्धि,উচ্চারণ লাভ
"उच्चारण स्पष्टतांक, श्रवण स्पष्टतांक","উচ্চারণ স্বচ্ছতা, শ্রবণ স্বচ্ছতা"
संधि बिन्दु,সংযোগ বিন্দু
उच्चारण परीक्षण,উচ্চারণ পরীক্ষা
उच्चारण विन्यास,উচ্চারণ কনফিগারেশন
कृत्रिम ऐन्टेना,কৃত্রিম অ্যান্টেনা
कृत्रिम विघटन,কৃত্রিম দ্রবীভূতকরণ
कृत्रिम ऊष्मा,কৃত্রিম তাপ
कृत्रिम क्षितिज,কৃত্রিম দিগন্ত
कृत्रिम बुद्धि,কৃত্রিম বুদ্ধিমত্তা
कृत्रिम समस्थानिक,কৃত্রিম আইসোটোপ
कृत्रिम भाषा,কৃত্রিম ভাষা
कृत्रिम उत्थापक,কৃত্রিম উত্তোলন
कृत्रिम प्रकाश,কৃত্রিম আলো
कृत्रिम प्रकाश उद्भासन,কৃত্রিম আলোর এক্সপোজার
कृत्रिम लाइन,কৃত্রিম লাইন
कृत्रिम लोड,কৃত্রিম লোড
कृत्रिम माध्यम,কৃত্রিম মাধ্যম
कृत्रिम मॉरि,কৃত্রিম আঙ্গুল
कृत्रिम ग्रह,কৃত্রিম গ্রহ
कृत्रिम रेडियाऐक्टिव तत्व,কৃত্রিম তেজস্ক্রিয় উপাদান
कृत्रिम रेडियोऐक्टिवता,কৃত্রিম তেজস্ক্রিয়তা
कृत्रिम वर्षा,কৃত্রিম বৃষ্টি
कृत्रिम उपग्रह,কৃত্রিম উপগ্রহ
कृत्रिम तत्वांतरण,কৃত্রিম রূপান্তর
कृत्रिम वाकित्र,কৃত্রিম বক্তা
आरोही,আরোহী
तारारोहण,আরোহণ
आरोहांक,আরোহণ
ऐस्डिक,asdic
"अभिमुखता, छवि","অভিযোজন, চিত্র"
अभिमुखकता अनुपात,আনুমানিক অনুপাত
अगोली,আগলি
अगोलीय पृष्ठ,গোলাকার পাতা
अगोलीय लेन्स,গোলাকার লেন্স
अगोलीकरण,সমষ্টি
चूषण-आर्द्रतामापी,সাকশন হাইগ্রোমিটার
आमापन,মাপা
समुच्चय,এর সেট
"समुच्चय करना, समुच्चयन","সমাবেশ, সমাবেশ"
"समुच्चय, समुच्चयन, कोडांतरण","একত্রিত করা, একত্রিত করা, একত্রিত করা"
समुच्चय मशीन,সমাবেশ মেশিন
"समुच्चायक, कोडांतरक","সমাবেশকারী, সমাবেশকারী"
कोडांतरक भाषा,সংযোজনকারী ভাষা
कोडांतरक प्रोग्राम,অ্যাসেম্বলার প্রোগ্রাম
कोडांतरण प्रोग्राम,সমাবেশ প্রোগ্রাম
परिशुद्धता आकलन,নির্ভুল অনুমান
निर्दिष्ट,উল্লেখিত
(क्वांटम संख्याओं का) निर्दिष्टीकरण,(কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন
"संबद्ध, सहचारी, संगुणित","সহযোগী, সহযোগী, সংযোজিত"
सहचारी कुंडली,সহচর রাশিফল
सहचारी ऊर्जा,সহচর শক্তি
सहचारी द्रव्यमान,সহযোগী ভর
साहचर्य संचायक,সহযোগী সঞ্চয়কারী
स्वरावृति,স্বরধ্বনি
गृहीत स्थिति,ভর্তি অবস্থান
स्वचलित बहुकंपित्र,স্বয়ংক্রিয় মাল্টিভাইব্রেটর
अस्थैतिक,অ্যাস্থেনিক
अस्थैतिक भुजा,অ্যাস্থেনিক বাহু
अस्थैतिक युग्म,ননস্ট্যাটিক জোড়া
"अस्थैतिक संतुलन, अस्थैतिक साम्यावस्था","স্থির ভারসাম্য, ননস্ট্যাটিক ভারসাম্য"
"अस्थैतिक धारामापी, अस्थैतिक गैल्वेनोमीटर",ননস্ট্যাটিক গ্যালভানোমিটার
अस्थैतिक चुंबकत्वमापी,ননস্ট্যাটিক ম্যাগনেটোমিটার
अस्थैतिक माइक्रोफ़ोन,স্ট্যাটিক মাইক্রোফোন
"अस्थैतिक सूची, अस्थैतिक सुई","স্ট্যাটিক তালিকা, স্ট্যাটিক সুই"
अस्थैतिक लोलक,স্ট্যাটিক পেন্ডুলাম
ऐस्टैटीन,astatine
"तारकता, तारापुंज",তারার আলো
अबिन्दुक,বিন্দু
अबिन्दुक फ़ोकसांतर,পয়েন্ট ফোকাস
अबिन्दुक फ़ोकस,পয়েন্ট ফোকাস
अबिन्दुक किरण-कूर्चिका,বিন্দু বিম
