Kannada,Malayalam
ಗಾರ್ಟರಿ,ഗ്രന്ന
ಹರಳಾಗುವಿಕೆ,കൃതം
ಹಸಿರು ಗೊಬ್ಬರ,പച്ച വളം
ಹಸಿರು ಕ್ರಾಂತಿ,ഹരിത വിപ്ലവം
ಬೆಳವಣಿಗೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ,വളർച്ചയും വികസനവും
ಗುರು ರಾಶಿ,ഗംമോസിസ്
ವೇಷಭೂಷಣವಾದ,ഗൈനോഡിയോസിയസ്
ಗೋಲು ಕಾಯಿ,പിത്തസഞ്ചി
ಬೆಳ್ಳುಳ್ಳಿ,വെളുത്തുള്ളി
ಕಸ,ഗെർബെറ
ಗೆರ್ಕಿನ್,ഗെർക്ക്
ಶುಂಠಿ,ഇഞ്ചിര്
ಹೊಳಪು,ഗ്ലാഡിയോലസ്
ಮೇಕೆ ಕಳೆ (ಅಗರಟಮ್),ആട് കള (ഏജററ്റം)
ದ್ರಾಕ್ಷಿಹಣ್ಣು,ചെറുമധുരനാരങ്ങ
ದ್ರಾಕ್ಷಿ,മുന്തിരി
ಹಸಿರು ಗ್ರಾಂ,ചെറുപയർ
ದಹನ,ഗ്രാമവകാശ
ನೆಲಗಡಲೆ,നിലക്കടല
ಸೀಬೆಹಣ್ಣು,പേര
ಗಿನಿಯಾ ಹುಲ್ಲು,ഗ്വിനിയ പുല്ല്
ಗಾಲ್ ಮಿಡ್ಜ್,പിത്തസഞ്ചി
ಹುಲ್ಲು ಹಾಪರ್,പുല്ല് ഹോപ്പർ
ಗುಂಡಿ ದೋಷ,ഗുണ്ടി ബഗ്
ಅಭ್ಯಾಸ,ശീലം
ಆಲಿಕಲ್ಲು,ആഹാനം
ಕೂದಲು,ഹെയിവിവിച്ച്
ಮೆರುಗು,ഹാലോഫൈറ്റ്
ಕುಣಿಸು,ഹാരോ
ಕೊಯ್ಲಿಗೆ ಸೂಚಿಸುವ ಸೂಚ್ಯಂಕ,വിളവെടുപ്പ് സൂചിക
ಕೊಯ್ದು,വിളവ്
ಕೊಯ್ಲು,വിളവെടുപ്പ്
ಮೊಲ,കിളിവാതില്
ಹುಳು,വയ്ക്കോല്
ಹುಲಿಗೆ,ഭേഹം
ಹುಲ್ಲುಗಾವಲು,ആഞ്ഞടിക്കല്
ಮಬ್ಬು,മൂടല്മഞ്ഞ്
ಮಸುಕಾದ,മഞ്ഞ്മൂടിയ
ತಲೆ (ಕೃಷಿ),തല (അഗ്രോ)
ತಲೆ (ಚಾನಲ್),തല (ചാനലിന്റെ)
ಹಿಂದಿರುಗುವುದು,തിരികെ തലക്കെട്ട്
ತುತ್ತೂರಿ,കുറ്റിച്ചെടി
ಹೆಡ್ಜಿಂಗ್,ഹെഡ്ജിംഗ്
ಹೆಲಿಕ್ಸ್,ഹെലിക്സ്
ರಕ್ತನಾಳ,ഹെമറ്റൈറ്റ്
ಸಸ್ಯ,സസം
ಗಿಡದಂತಿ,ഹെരിബറിയം
ಸಸ್ಯನಾಶಕ,കളനാശിനി
ಅನರ್ಹತೆ,വംശപാരന്വരം
ಪತ್ನಣೀಯತೆ,പാരപാനം
ಹರ್ಮ್ರೋಡೈಟ್,ഹെർമാഫ്രോഡൈറ്റ്
ಭಿನ್ನ ವಾಚ್,ഹെട്രോക്രോമാറ്റിക്
ಭಿನ್ನಾಭಿಪ್ರಾಯ,ഹെറ്ററേഷൻലൈസേഷൻ
ಭಿನ್ನತೆ,അറ്റത്തേക്കും
ಭಿನ್ನಾಭಿಪ್ರಾಯ,ഹെറ്ററോസോം
ಭಿನ್ನತೆ,ഹെറോട്രോഫ്
ರಕ್ತಸಂಬಂಧಿ,ഹെക്സാപ്ലോയിഡ്
ಹೈಬರ್ನೇಟ್ ಮಾಡು,ഹൈബർനേറ്റ്
ಹೆಚ್ಚಿನ ಸಾಂದ್ರತೆಯ ನೆಡುವಿಕೆ,ഉയർന്ന സാന്ദ്രത നടീൽ
ಬೆಟ್ಟದ,ഹിൽ (അരി)
ಹಂದಿಯ ಕುರಿತ,ഹിസ്റ്റോഗ്രാം
ಚೈತನ್ಯದ ತೋಟಗಾರಿಕೆ,ഹൈക്ക് ഹോർട്ടികൾച്ചർ
ಜೇನುಗೂಡು,കൂട്
ಹಂದಿಯ,ഹോയിംഗ്
ಹಿಡಿದು,പിടിക്കുക
ತೋಟ,ഹോം ഫാം
ಹೋಮಿಯೋಸ್ಟಾಸಿಸ್,ഹോമോസ്റ്റാസിസ്
ಗೃಹ ಹೋಳು,ഹോംസ്റ്റേഡ്
ಏಕರೂಪತೆ,ഏകതാന
ಏಕರೂಪದ,ഏകതാനമായ
ಮಾಮೋಲಿಕಸ್,ഹോമോനോഗസ്
ಅಖಂಡ,ഹോമോസിഗോട്ട്
ಕುಳಿ,ഹോപ്പർ
ದಿಗಂತಿ,ചക്രവാളം
ತೋಟಗಾರಿಕಾ ಬೆಳೆಗಳು,ഹോർട്ടികൾച്ചറൽ വിളകൾ
ತೋಟಗಾರಿಕೆ,ഹോർട്ടികൾച്ചർ
ಹೊರ್ಟಿ-ಸಿಲ್ವಿ ಗ್ರಾಮೀಣ ಕೃಷಿ,ഹോർട്ടി-സിൽവി ഇടയശ്ത്ഠിംഗ്
ಅತಿಥೆಯ,ആതിഥേയന്
ಬಿಸಿನೀರಿನ ಚಿಕಿತ್ಸೆ,ചൂടുവെള്ള ചികിത്സ
ಹಲ್,തൊണ്ട്
ಆರ್ದ್ರತೆ,ഈർപ്പം
ಸಜ್ಜು,ഹ്യൂമസ്
ಹೊಟ್ಟು,തൊലി
ಹಸ್ಕರ್,തൊലി
ಹೊಳಪುಳ್ಳ,ഹസ്കിംഗ്
ಸಂಕರಜದ,ഹൈബ്രിഡ്
ಸಂಕರಜತೆ,ജലവൈദമാക്കല്
ಜಲಸಂಚಯ,ജലാംശം
ಜಲವಿಜ್ಞಾನ,ജലവൈകരണം
ಜಲವಿಚ್ysisೇದನೆ,ജലവിശ്ലേഷണം
ಜಲಮಾಪಕ,ഹൈഡ്രെയിൻ
ಜಲಪಕ್ಷದ,ഹൈഡ്രോഫിലസ്
ಜಲಸಂಪರ್ಕ,ഹൈഡ്രോപോണിക്സ്
ಜಲಾವರಣ,ഹൈഡ്രോഫിയർ
ಜಲಸಮತಿ,ഹൈഡ്രോസ്കോപ്പിറ്റി
ಅತ್ಯಲ್ಪ,ഹൈപ്പർപാരാസറ്റ്
ಒಂದು ದೊಡ್ಡ ಕಣ್ಣು,ഹൈപ്പർപ്ലാസിയ
ಜರಡಿ,എസ്യ്പ്പ്
ಬಲಿಷ್ಠಿ,ഹൈപ്പോകോട്ടൈൽ
ಕಲ್ಪನಾಶಕ್ತಿ,അനുമാനസം
ಗರ್ಭಕಂಠ (ನೀರು),ഹിസ്റ്റെറിസിസ് (വെള്ളം)
ಹಜೆಲ್ ಕಾಯಿ,ഹാസൽ നട്ട്
ಸೆಣಬಿನ,ചെതാവ്
ಕೋಳಿ,ഹെൻബെയ്ൻ
ಗೋರಂಟಿ,ഹെന്ന
ದಾಸವಾಳಿ,ചെമ്പരുത്തി
ಹಾಪ್,ചാട്ടം
ಕುದುರೆ ಗ್ರಾಂ,കുതിര ഗ്രാം
ಕುದುರೆ ಕಣ್ಣಿನ ಹುಳಿ,കുതിര-കണ്ണ്-ബീൻ
ಜೇನು ನೊಣ,തേനീച്ച
ಕುಳಿ,ഹോപ്പർ
ತೋಟಗಾರಿಕೆ,ഹോർട്ടികൾച്ചറിസ്റ്റ്
ಜಲವಿಜ್ಞಾನಿ,ജലശാസ്ത്രജ്ഞൻ
ಸಿತು ಕಸಿ ಮಾಡುವಲ್ಲಿ,സിറ്റു ഒട്ടിക്കൽ
ವಿಂಟ್ರೊದಲ್ಲಿ,വിട്രോയിൽ
ವಿವೋದಲ್ಲಿ,വിവോയിൽ
ತಗ್ಗಿಸದ,വിവേചനരഹിതമായ
ಕೀಟ,പുഴു
ಕೀಟ ಕೀಟ,പ്രാണികളുടെ കീടങ്ങൾ
ಕೀಟಸಾಮಾನ್ಯ,കീസദമായ
ಕೀಟನಾಶಕ,കീടനാശിനി
ಕೀಟಭಾರಿಯ,കീടനാശിനി
ಬಿಸಿಲು,ധിക്കാരി
ಬಿಡಿಸಲಾಗದ,പുള്ളിപ്പുഴ
ಇನ್ಸ್ಟಾರ್ (ಕೀಟ),ഇൻസ്റ്റാർ (പ്രാണികൾ)
ನಿರಂಕುಶಾಧಿಕಾರಿ,സുഖാനുസൃതം
ಸಂಯೋಜಿತ ರೋಗ ನಿರ್ವಹಣೆ,സംയോജിത രോഗ പരിപാലനം
ಸಂಯೋಜಿತ ಪೋಷಕಾಂಶಗಳ ನಿರ್ವಹಣೆ,സംയോജിത പോഷക മാനേജുമെന്റ്
ಸಂಯೋಜಿತ ಕೀಟ ನಿರ್ವಹಣೆ,സംയോജിത കീടങ്ങളെ പരിപാലനം
ತೀವ್ರಗೊಳಿಸುವಿಕೆ,തീവ്രവാദം
ತೀವ್ರ,തീവമായ
ಅಂತರ್ರೋಗ,ആലോചിക്കുക
ಅಂತರಸಂಪರ್ಕ (ಅಂತರಸಂಪರ್ಕ),ഇന്റർ ദുഷ്പീകരണം (ഇന്റർ കൾട്ട്)
ಆಸಕ್ತಿ,പലിശ
ಅಂತರಪರ್ -ಆವರಣ,ഇന്റനോഡ്
ಇಂಟರ್ಫೇಸ್ (ಕೋಶ ವಿಭಾಗ),ഇന്റർഫേസ് (സെൽ ഡിവിഷൻ)
ರಾಕ್ಷಸ,ഇന്റർപോളേഷൻ
ಅಂತರ್ರೋಗದ,ഇന്റർ-അണുവിമുക്തമാണ്
ದಾಸ್ತಾನು,സാധനങ്ങൾ
ವಿಪರ್ಯ,വിപരീതം
ಆಕ್ರೋಶ,ഇവന്റോക്രെ
ಅಯಾನು,യൻകിട
ವಿಕಿರಣ,വികിരണം
ನೀರಾವರಿ,ജലസേചനം
ಐಸೊ ಆಲೀಲ್ಸ್,ഐഎസ്ഒ അല്ലെലുകൾ
ಐಎಸ್ಒ ಉತ್ಪನ್ನ ಕರ್ವ್,ഐഎസ്ഒ ഉൽപ്പന്ന വക്രത
ಐಸೋಬಾರ್,ഐസോബാർ
ಐಸೊಗಾಮಿ,ഇസോഗമി
ಪ್ರತ್ಯೇಕತೆ,ഒറ്റപ്പെടൽ ദൂരം
ಸಮೋಪ್ಸುಯು,ഐസോപ്ലോയിഡ്
ಲೋಕದ,ഐസ്കോംകാന്റ്
ಐಸೋಟೋಪ್,ഐസോടോപ്പ്
ಭಾರತೀಯ ಬರ್ಚ್,ഇന്ത്യൻ ബിർച്ച്
ಭಾರತೀಯ ನೀಲಿ ಪೈನ್,ഇന്ത്യൻ നീല പൈൻ
ಭಾರತೀಯ ಚೆರ್ರಿ,ഇന്ത്യൻ ചെറി
ಭಾರತೀಯ ಜುನಿಪರ್,ഇന്ത്യൻ ജുനൈപ്പർ
ಭಾರತೀಯ ಕಿನೋ ಮರ,ഇന്ത്യൻ കിനോ മരം
ಭಾರತೀಯ ಲೌರಲ್ ಮರ,ഇന്ത്യൻ ലായറൽ ട്രീ
ಭಾರತೀಯ ಹುಚ್ಚು,ഇന്ത്യൻ ഭ്രാന്തൻ
ಭಾರತೀಯ ಹುಚ್ಚು,ഇന്ത്യൻ മാഡ്ലർ
ಭಾರತೀಯ ಪೊಡೊ ಫೈಲಮ್,ഇന്ത്യൻ പോഡോ ഫൈലം
ಇಂಡಿಗೊ,ഇൻഡിഗോ
ಇಟಲಿಯ ರಾಗಿ,ഇറ്റാലിയൻ മില്ലറ്റ്
ದಂತ ಮರ,ആനക്കൊമ്പ് വൃക്ഷം
ಐವಿ ಗೌರ್ಡ್/ಲಿಟಲ್ ಸೋರೆಕಾಯಿ,ഐവി പൊറോട്ട / ലിറ്റിൽ പൊറോട്ട
ನುಗ್ಗಿ,മന്ദബുദ്ധി
ಜಪೋನಿಕಾ ಅಕ್ಕಿ,ജാപോണിക്ക അരി
ಜಲಾರತಿ,ജാസിദ്
ಜಾವಾನಿಕಾ ಅಕ್ಕಿ,ജാവാനിക്ക അരി
ಕವಣೆ,ജെല്ലിംഗ്
ಜಮ್ ಕೃಷಿ,Jum കൃഷി
ಜಿಗಿಯುವ ಜೀನ್,ചാടുന്ന ജീൻ
ಜಲ್ಲಿಕ,ജങ്ക് ഡിഎൻഎ
ಬಾಲಕಿಯ ಹಂತ,ജുവനൈൽ ഘട്ടം
ಸ ೦ ಗಂಗಲ,ജസറന്ദ
ಜಕ್ಕೆ,ചക്ക
ಜಾಮಿನ,മുൻ
ಮಲ್ಲಿಗೆ,ജാസ്മിൻ
ಜಟ್ಟಿ ಖಟ್ಟಿ,ജട്ടി ഖട്ടി
ಜಾಟ್ರೋಫಾ,ജാട്ട്രോഫ
ದಣಿಸು,ചണം
ಜಸ್ಸಿಡ್ಸ್,ജാസിഡുകൾ
ಕವಣೆ,കയോലിൻ
ಕ್ವಾಲಿನೈಟ್,Koolianite
ಕ್ವಾಲಿನೈಟ್,Koolianite
ಕರಿಚೈಮಾ,കര്യൻചേരിമ
ಕಸಪೋಕ್ತಿ,കരോഡെസ്മ
ಕಟೋಗಮಿ,കാരിയോബാമി
ಕ್ಯಾರೋಗ್ರಾಮ್ (ಇಡಿಯೋಗ್ರಾಮ್),കാറിഗ്രാം (IDiOGRAM)
ಕರಿಯೊಕಿನಿಸ್,കാരിയോകിനിസ്
ಸ್ವಾರಸ್ಯ,കരിയോളജി
ಕಸಪಂಕ್ತಿ,കരോലിസിസ്
ಕರಿಯಾನ್,കറിയോൺ
ಬಾವ್ಯ,കാരിരിയോടൈ
ಕೆಲ್ಪ್ (ಪಾಚಿ),കെൽപ് (ആൽഗ)
ಕೆಲ್ವಿನ್ ಚಕ್ರ,കെൽവിൻ സൈക്കിൾ
ಕಸ,കെരാറ്റിൻ
ಪಟಲ,കേർണൽ
ಖೈರಾ ಕಾಯಿಲೆ,ഖൈറ രോഗം
ಖಾರಿಫ್,ഖാരിഫ്
ತಮಾಷೆ,കളിയാക്കാനുള്ള
ಧನಸಹಾಯ,കിടോചോർ
ಅಡಿಗೆಮನೆ,അടുക്കളത്തോട്ടം
ಕ್ಲೈನ್‌ಫಿಲ್ಟರ್ ಸಿಂಡ್ರೋಮ್,ക്ലീൻഫിൽട്ടർ സിൻഡ്രോം
ಕ್ಲೆನೋ ತುಣುಕು,KLENOV ശകലം
ಗಲಾಟೆ,നോട്ടിയ
ಕೋಚ್ ಅವರ ಪೋಸ್ಟ್ಯುಲೇಟ್,കൊച്ചിന്റെ പേര്
ಕೊಪ್ಪೆನ್ಸ್ ವರ್ಗೀಕರಣ (ಹವಾಮಾನ),കോപ്പേഴ്സ് ക്ലാസിഫിക്കേഷൻ (കാലാവസ്ഥ)
ಕ್ರೆಬ್ಸ್ ಚಕ್ರ,ക്രെസ് സൈക്കിൾ
ಕರ್ಟಿಸಿಸ್,കുട്ടി
ಕೆವಿಕೆ (ಕೃಷಿ ವ್ಯರ್ಥಾದ ಕೇಂದ್ರ),കെവികെ (കൃഷി വിജ്ഞൻ കേന്ദ്ര)
ಕಾದಮ್,കടാം
ಕಾಲ್ನಡಸು,കലെ
ಕಾನ್ಸ್ ಹುಲ್ಲು,കന്മാർ പുല്ല്
ಕರೋಂಡ,കരുണാന്ത
"ಕಿಡ್ನಿ ಬೀನ್, ರಾಜ್ಮಾ","കിഡ്നി ബീൻ, രാജ്മ"
ಕಿವಿಫ್ರೂಟ್,Kiwifriuut
ನಾಲ್ ಖೋಲ್,നോൾ ഖോൾ
ಕಾದು,കോടംമ്പുലി
ಕಾದೋ ರಾಗಿ,കൊഡോ മില്ലറ്റ്
ಕೊಕಾಮ್ ಬೆಣ್ಣೆ ಮರ (ಮ್ಯಾಂಗೋಸ್ಟೀನ್),കോകം വെണ്ണ ട്രീ (മംഗോസ്റ്റിൻ)
ಖಮ್ರ ಜೀರುಂಡೆ,ഖപ്പുര വണ്ട്
ಎಲ್.ಡಿ.50 (ಮಾರಕ ಡೋಸ್ 50),L.D.50 (മാരകമായ ഡോസ് 50)
ಲ್ಯಾಂಡ್ ಟು ಲ್ಯಾಂಡ್,ലംബമായി
ಹದಗೆಟ್ಟ,മൗലിപ്പ്
ದುಡಿಮೆ,തൊഴിലാളി
ಲ್ಯಾಕ್ ಒಪೆರಾನ್ ಮಾದರಿ,ലാക് ഓപ്പറൺ മോഡൽ
ಪಾದಚಾರಿ,മുലയൂട്ടൽ
ಲ್ಯಾಕ್ಟೋಜೆನಿಕ್ ಹಾರ್ಮೋನ್ (ಪ್ರೊಲ್ಯಾಕ್ಟಿನ್),ലാക്ടാനെനിക് ഹോർമോൺ (പ്രോലാക്റ്റിൻ)
ಕ್ಷೀರ,ലാക്ടോസ്
ಹಿಂದುಳಿಯುವ ಎಳ,ലഗ്ഗുചെയ്യുന്ന സ്ട്രോണ്ട്
ಲ್ಯಾಂಬ್ಡಾ ಕ್ಲೋನಿಂಗ್ ವೆಕ್ಟರ್,ലാംഡ ക്ലോണിംഗ് വെക്റ്റർ
ಲ್ಯಾಮಿನಾರ್ ಗಾಳಿಯ ಹರಿವು,ലാമർ എയർ ഫ്ലോ
ದೀಪದ ಕ್ರೋಮೋಸೋಮ್,ലാമ്പ് ബ്രഷ് ക്രോമസോം
ನೆಲ,നിലം
ಭೂ ಸಾಮರ್ಥ್ಯ ವರ್ಗೀಕರಣ,ലാൻഡ് ക്യാപിറ്റബിലിറ്റി വർഗ്ഗീകരണം
ಭೂ ಸಾಮರ್ಥ್ಯದ ನಕ್ಷೆ,ലാൻഡ് ക്യാപിറ്റബിലിറ്റി മാപ്പ്
ಭೂ ಅವನತಿ,ഭൂമി അപകടം
ಭೂ ಸಮಾನ ಅನುಪಾತ,ഭൂമി തുല്യമായ അനുപാതം
ಭೂ ಸ್ಥಾನ,ഭൂമി നില
ಭೂ ಸುಧಾರಣೆ,ഭൂമി വീണ്ടെടുക്കൽ
ಭೂದೃಶ್ಯ,ലാൻഡ്സ്കേപ്പിംഗ്
ಭೂ ಸೂಕ್ತತೆ,ലാൻഡ് അനുയോജ്യത
ಭೂ ಬಳಕೆಯ ಮಾದರಿ,ഭൂവിനിയോഗ രീതി
ಲ್ಯಾಂಗರ್‌ಹ್ಯಾನ್ಸ್ ಕೋಶಗಳು,ലങ്കാൻഹാൻ സെല്ലുകൾ
ಕಳೆದುಹೋಗುವ ದರ,കാലഹരണപ്പെടൽ നിരക്ക്
ಲಾರ್ವಾಗಳು,ലാർവ
ಸುಪ್ತತೆ,ലേറ്റേഷന്
ಸುಪ್ತ,ലെഡ് വ്യൂ
ಸುಪ್ತ ಸೋಂಕು,ഒളിഞ്ഞിരിക്കുന്ന അണുബാധ
ಪಾರ್ಶ್ವದ,ലാറ്ററൽ
ಲ್ಯಾಟೈಟ್ ಮಣ್ಣು,ലാറ്ററൈറ്റ് മണ്ണ്
ಜರಡಿ,ലാത്ക്സ്
ತತ್ತ್ವ,നാതിരിവാദം
ಲ್ಯಾಟಿನ್ ಸ್ಕ್ವೇರ್ ವಿನ್ಯಾಸ (ಎಲ್ಎಸ್ಡಿ),ലാറ്റിൻ സ്ക്വയർ ഡിസൈൻ (എൽഎസ്ഡി)
ಚೂರುಪಟ್ಟು,ലാറ്റിസ്
ಕನ್ವರ್ಸಿಟಿವ್ ಬೆನಿಫೇಜ್ ಕಾನೂನು,കവർന പ്രയോജനത്തിന്റെ നിയമം
ನಿರಂತರ ಆದಾಯದ ಕಾನೂನು,നിരന്തരമായ വരുമാനത്തിന്റെ നിയമം
ರಿಟರ್ನ್ಸ್ ಕಡಿಮೆಯಾಗುವ ಕಾನೂನು,വരുമാനം കുറയ്ക്കുന്നതിനുള്ള നിയമം
ಹೆಚ್ಚುತ್ತಿರುವ ಮರುಪರಿಶೀಲಿಸುವ ಕಾನೂನು,വർദ്ധനവ് വർദ്ധിപ്പിക്കാനുള്ള നിയമം
ಅಂಶಗಳನ್ನು ಸೀಮಿತಗೊಳಿಸುವ ಕಾನೂನು,പരിമിതപ്പെടുത്തുന്ന രീതി
ಕನಿಷ್ಠ ಕಾನೂನು,കുറഞ്ഞത് നിയമം
ಬದಲಿ ಕಾನೂನು,പകരക്കാരന്റെ നിയമം
ವೇರಿಯಬಲ್ ಅನುಪಾತಗಳ ಕಾನೂನು,വേരിയബിൾ അനുപാതങ്ങളുടെ നിയമം
ಹರಿ,അടുക്ക്
ಲೆಔಟ್,കെട്ടിടത്തിന്റെ പ്ളാന്
ಚೂರು,അയതലിക്കുക
ಸೋರಿಕೆ ದಕ್ಷತೆ,ലീച്ചിംഗ് കാര്യക്ഷമത
ಲೀಚಿಂಗ್ ಅವಶ್ಯಕತೆ,ലീച്ച് ആവശ്യകത
ಪ್ರಮುಖ ಎಳೆಯ,മുൻനിര സ്ട്രാന്റ്
ಎಲೆ ಪ್ರದೇಶದ ಅವಧಿ,ഇല വിസ്തൃതി ദൈർഘ്യം
ಎಲೆ ಪ್ರದೇಶದ ಸೂಚ್ಯಂಕ,ഇല ഏരിയ സൂചിക
ಎಲೆ ಪ್ರದೇಶ ಅನುಪಾತ,ഇല ഏരിയ അനുപാതം
ಎಲೆಗಾರ,ഇല ഖനിത്തൊഴിലാളി
ಪಟ ಪರೀಕ್ಷೆ,ഇല പരിശോധന
ಎಲೆ,ഇല
ಕರಪತ್ರ,ലഘുലേഖ
ಗುತ್ತಿಗೆ,പാട്ടം
ದ್ವಿಮತಿ,പയർവർഗ്ഗ
ಲೀಸಾ - (ಕಡಿಮೆ ಶಕ್ತಿಯ ಇನ್ಪುಟ್ ಸುಸ್ಥಿರ ಕೃಷಿ),ലീസ - (കുറഞ്ഞ energy ർജ്ജ ഇൻപുട്ട് സുസ്ഥിര കാർഷിക മേഖല)
ಮೊಲಕಡೆ,പന്നികം
ಲೆಂಟೊ ಕ್ಯಾಪಿಲ್ಲರಿ ಪಾಯಿಂಟ್,ലെന്റോ കാപ്പിലറി പോയിന്റ്
ಕುಣಿಕೆ,ലെപ്റ്റോണിമ
ಕುಡಲುಬೀಜ,ലെപ്റ്റോസ്പിറോസിസ്
ಲೆಯೋ,ലെറോ-മോർഫിക്
ಉಂಗುರ,നിഖേഭം
ಬೇಸರ,മാരകമായ മ്യൂട്ടേഷൻ
ಪಡಗ,ല്യൂക്കോപ്ലാസ്റ്റ്
ತೋಟ,ലെവൽ ടെറസ്
ಲೆವೆಲರ್ (ಲೆವೆಲರ್),ലെവൽക്കാരൻ (ലെവലിയർ)
ಲೆವೆಲಿಂಗ್ (ಭೂಮಿಯ),(ഭൂമിയുടെ) ലെവലിംഗ്
ಲೆಯ ಕೃಷಿ,കള്ള കൃഷി
ಕನಿಷ್ಠ ಲೈಬಿಗ್ ಕಾನೂನು,കുറഞ്ഞത് ലിബിഗിന്റെ നിയമം
ಬಂಧನ,ഉപക്കുറിത
ಲಘು ಪರಿಹಾರ ಬಿಂದು,നേരിയ നഷ്ടപരിഹാര പോയിന്റ്
ಬೆಳಕಿನ ಶುದ್ಧತ್ವ ತೀವ್ರತೆ,ലൈറ്റ് സാച്ചുറേഷൻ തീവ്രത
ಬೆಳಕಿನ ಪ್ರಸರಣ ಅನುಪಾತ,ലൈറ്റ് ട്രാൻസ്മിഷൻ അനുപാതം
ಲಘು ಬಲೆ,നേരിയ കെണി
ಮಿತಿಗೊಳಿಸುವುದು,പരിമിതമാണ്
ಮಿತಿಯ,പരിമിതപ്പെടുത്താതെ
ಸೀಮಿತಗೊಳಿಸುವ ಅಂಶ,പരിമിതപ്പെടുത്തുന്ന ഘടകം
ಲಿಮೊನೈಟ್,ലിമോണൈറ്റ്
ರೇಖೆ,നിര
ರೇಖೀಯ ಪ್ರತಿಕ್ರಿಯೆ,ലീനിയർ പ്രതികരണം
ಸಂಬಂಧ,ലിങ്ക്
ಸಂಪರ್ಕದ ಗುಂಪು,ലിങ്കേജ് ഗ്രൂപ്പ്
ಕೊಂಡಿ,ലിങ്കറുകാരന്
ಲಿಂಟ್ ಸೂಚ್ಯಂಕ,ലിന്റ് സൂചിക
ಕುರಿಮರಿ,ലിന്ററുകൾ
ನಿಶರ,ലിപിഡ്
ಲಿಪೊಲಿಸಿಸ್,ലിപ്പോളിസിസ്
ದ್ರವೀಕರಣ,ലിക്വിക്റ്റേഷൻ
ಕವಣೆ,തലക്കെട്ട്
ಕವಣೆ,തലക്കെട്ട്
ಪಟ್ಟಿ,ലിസ്റ്റിംഗ്
ಅಶ್ಮರೀಗೋಪಿ,ലിത്തോസ്ഫിയർ
ಕಸ,ലിറ്റർ
ಹಸಿಗೊಬ್ಬರಗಳು,തത്സമയ പുതപങ്ങൾ
ಲಿವರ್ ವರ್ಟ್,ലിവർവാർട്ട്
ಜಾನುವಾರು,കന്നുകാലി
ಸ್ಥಳೀಯ ನಿಯಂತ್ರಣ,പ്രാദേശിക നിയന്ത്രണം
ಸ್ಥಳ,ലോക്കസ്
ಮಿಡತೆ,വെട്ടുക
ವಸತಿ (ಕ್ರಾಪ್ ಲಾಡ್ಜಿಂಗ್),താമസം (വിള താമസസ്ഥലം)
ಕಸಾಯಿಖಾನೆ,ലോഡിക്കുയേറ്റ്
ಸ ೦ ಗಂಗಲ,ലോയസ്സുള്ള
ಲಾಗಾರ್ಥಿಮಿಕ್ ರೂಪಾಂತರ,ലോഗർട്ടിമിക് പരിവർത്തനം
ಲಾಂಗ್ - ಡೇ ಪ್ಲಾಂಟ್,ദീർഘനാളത്തിന്റെ ചെടി
ಉದ್ದನೆಯ ತರಂಗ ವಿಕಿರಣ,നീണ്ട തരംഗ വികിരണം
ಕುಣಿಕೆ,ലൂപ്പ്
ಕಳೆದುಹೋಗುವ,ലോപ്പിംഗ്
ಚೂರು,ചപ്പുചവറുകള്
ಲಡ್ಸ್,ലക്സ്
ಐಷಾರಾಮಿ ಬಳಕೆ (ಪೋಷಕಾಂಶ),ആഡംബര ഉപഭോഗം (പോഷകരീതി)
ಐಷಾರಾಮಿ ಜೀನ್‌ಗಳು,ആഡംബര ജീനുകൾ
ಹಳ್ಳಿಗೋಳು,ലൈക്കോപീൻ
ದುಗ್ಧರಸ,ലിംഫ്
ಲೈಸಿಮೀಟರ್,ലിസിമീറ്റർ
ಜೀವಕೋಶದ ಲೈಸಿಸ್,സെല്ലിന്റെ ലിസിസ്
ಭಾಷೆಯ,ലിസോഗനി
ಲೈಸೋಸೋಮ್,ലിസോസോം
ಸಣ್ಣ,ലൈസോസിം
ಉಕ್ಕಿನ,ലാക് ട്രീ
ಪಟ,ലാക്കി
"ಲೇಡಿ ಫಿಂಗರ್, ಓಕ್ರಾ","ലേഡിയുടെ വിരൽ, ഒക്ര"
ಲ್ಯಾಂಡ್ ಕ್ಯಾಲ್ಟ್ರಾಪ್ಸ್,ഭൂമി കൽപ്ട്രോപ്പുകൾ
ಲಾಂಧನ,ലാന്താന
ಚೂರುಪಾರು,ലതിറിൽ
ಕೀಲು,വെളുത്തുള്ളി
ನಿಂಬೆ ಹುಲ್ಲು,നാരങ്ങ പുല്ല്
ನಿಂಬೆ,നാരങ്ങ
ಮಸೂರ,പന്തു
ಮರಳು,താഴ്ന്ന
ಕೊಂಚು,ലെറ്റസ്
ಲಿಲ್ಲಿ,താമസം
ಸುಣ್ಣ,നാരങ്ങ
ಹಳ್ಳದ,യന്തമായി
ಪಂಥದ,Litki
ಸ್ವಲ್ಪ ರಾಗಿ,ചെറിയ മില്ലറ്റ്
ಲಾಂಗ್ ಕಲ್ಲಂಗಡಿ,നീളമുള്ള തണ്ണിമത്തൻ
ಉದ್ದನೆಯ ಮೆಣಸು,നീളമുള്ള കുരുമുളക്
ಗಡಿನ,ലോക്വാട്ട്
ಕಮಲ,താമര
ಕಣ್ಣುಹಾಯ,മങ്ങിയത്
